Orthogroup	Mus_musculus	Ornithorhynchus_anatinus
OG0009161	sp|Q9CX92|CXE1_MOUSE	tr|F6Y0C0|F6Y0C0_ORNAN
OG0009162	sp|Q9DAA6|EXOS1_MOUSE	tr|A0A6I8PEA5|A0A6I8PEA5_ORNAN
OG0009163	sp|Q9DBS1|TMM43_MOUSE	tr|F6W9K8|F6W9K8_ORNAN
OG0009164	sp|Q9JKX3|TFR2_MOUSE	tr|A0A6I8N0B2|A0A6I8N0B2_ORNAN
OG0009165	sp|Q9R0R1|TRFM_MOUSE	tr|F6Z643|F6Z643_ORNAN
OG0009166	sp|Q9R1X5|MRP5_MOUSE	tr|A0A6I8MZ00|A0A6I8MZ00_ORNAN
OG0009167	sp|Q9WV30|NFAT5_MOUSE	tr|F6TLS9|F6TLS9_ORNAN
OG0009168	sp|Q9Z0G4|CCN5_MOUSE	tr|A0A6I8P459|A0A6I8P459_ORNAN
OG0009169	sp|Q9Z273|TULP1_MOUSE	tr|F7BWE9|F7BWE9_ORNAN
OG0009170	tr|A0A087WPJ1|A0A087WPJ1_MOUSE	tr|F7BFW0|F7BFW0_ORNAN
OG0009171	tr|A0A0B4J1K5|A0A0B4J1K5_MOUSE	tr|F6UJN8|F6UJN8_ORNAN
OG0009172	sp|A2RT91|ANKAR_MOUSE	tr|F6W6A6|F6W6A6_ORNAN
OG0009173	tr|B2RX70|B2RX70_MOUSE	tr|F7AFY6|F7AFY6_ORNAN
OG0009174	tr|E9PYG6|E9PYG6_MOUSE	tr|F7EPN2|F7EPN2_ORNAN
OG0009175	tr|E9Q444|E9Q444_MOUSE	tr|A0A6I8NX12|A0A6I8NX12_ORNAN
OG0009176	sp|O08523|TECTA_MOUSE	tr|F6VPT7|F6VPT7_ORNAN
OG0009177	sp|O35253|SMAD7_MOUSE	tr|F7CPE4|F7CPE4_ORNAN
OG0009178	sp|O88819|FUT9_MOUSE	tr|F7D2K7|F7D2K7_ORNAN
OG0009179	sp|O88848|ARL6_MOUSE	tr|A0A6I8PT72|A0A6I8PT72_ORNAN
OG0009180	sp|P58465|CTDSL_MOUSE	tr|F7EWL1|F7EWL1_ORNAN
OG0009181	sp|P61979|HNRPK_MOUSE	tr|F7EHL0|F7EHL0_ORNAN
OG0009182	sp|Q01237|HMDH_MOUSE	tr|A0A6I8PKT2|A0A6I8PKT2_ORNAN
OG0009183	sp|Q05A80|CAPR2_MOUSE	tr|A0A6I8N8F1|A0A6I8N8F1_ORNAN
OG0009184	sp|Q08460|KCMA1_MOUSE	tr|A0A6I8NKT8|A0A6I8NKT8_ORNAN
OG0009185	sp|Q3TDX8|NB5R4_MOUSE	tr|A0A6I8NXR6|A0A6I8NXR6_ORNAN
OG0009186	sp|Q3TJM4|CENPT_MOUSE	tr|F7C6J9|F7C6J9_ORNAN
OG0009187	sp|Q3U6N9|CH033_MOUSE	tr|A0A6I8PM55|A0A6I8PM55_ORNAN
OG0009188	sp|Q3UDR8|YIPF3_MOUSE	tr|A0A6I8P5K8|A0A6I8P5K8_ORNAN
OG0009189	sp|Q52KG4|ZBT45_MOUSE	tr|A0A6I8NCA0|A0A6I8NCA0_ORNAN
OG0009190	sp|Q5K2P8|POLS2_MOUSE	tr|A0A6I8NU71|A0A6I8NU71_ORNAN
OG0009191	sp|Q64704|STX3_MOUSE	tr|A0A6I8MYF5|A0A6I8MYF5_ORNAN
OG0009192	sp|Q6P926|SPA24_MOUSE	tr|A0A6I8NBC3|A0A6I8NBC3_ORNAN
OG0009193	sp|Q6X6Z7|TEKT3_MOUSE	tr|F7ELL3|F7ELL3_ORNAN
OG0009194	sp|Q80VM9|OTOP1_MOUSE	tr|F6ZJ00|F6ZJ00_ORNAN
OG0009195	sp|Q80W14|PR40B_MOUSE	tr|A0A6I8N4U2|A0A6I8N4U2_ORNAN
OG0009196	sp|Q8BG39|SV2B_MOUSE	tr|F6UAY4|F6UAY4_ORNAN
OG0009197	sp|Q8BH75|RNF41_MOUSE	tr|F6XAB3|F6XAB3_ORNAN
OG0009198	sp|Q8C5U9|UBQL3_MOUSE	tr|A0A6I8MYT1|A0A6I8MYT1_ORNAN
OG0009199	sp|Q8C726|BTBD9_MOUSE	tr|F7BM00|F7BM00_ORNAN
OG0009200	sp|Q8C7D2|CRBN_MOUSE	tr|F6PP35|F6PP35_ORNAN
OG0009201	tr|Q8CEI3|Q8CEI3_MOUSE	tr|A0A6I8MZ80|A0A6I8MZ80_ORNAN
OG0009202	sp|Q8CGZ0|CHERP_MOUSE	tr|A0A6I8NM68|A0A6I8NM68_ORNAN
OG0009203	sp|Q8CI96|CLIP4_MOUSE	tr|F6X7X1|F6X7X1_ORNAN
OG0009204	sp|Q8K2Y7|RM47_MOUSE	tr|F6SVN2|F6SVN2_ORNAN
OG0009205	sp|Q8R3B1|PLCD1_MOUSE	tr|F6QRY0|F6QRY0_ORNAN
OG0009206	sp|Q8R4I7|NETO1_MOUSE	tr|A0A6I8NNG4|A0A6I8NNG4_ORNAN
OG0009207	sp|Q8R4K8|PAPP1_MOUSE	tr|F6UN32|F6UN32_ORNAN
OG0009208	sp|Q8R5L3|VPS39_MOUSE	tr|F6TDS1|F6TDS1_ORNAN
OG0009209	sp|Q91X86|TMM98_MOUSE	tr|A0A6I8PGM4|A0A6I8PGM4_ORNAN
OG0009210	sp|Q925E0|SNTG2_MOUSE	tr|F6ZT92|F6ZT92_ORNAN
OG0009211	sp|Q99JB8|PACN3_MOUSE	tr|F6S7P6|F6S7P6_ORNAN
OG0009212	sp|Q99N84|RT18B_MOUSE	tr|A0A6I8NFH8|A0A6I8NFH8_ORNAN
OG0009213	sp|Q9CPU4|MGST3_MOUSE	tr|A0A6I8PHE4|A0A6I8PHE4_ORNAN
OG0009214	sp|Q9CQ61|UNC50_MOUSE	tr|A0A6I8NGB4|A0A6I8NGB4_ORNAN
OG0009215	sp|Q9CR47|NSA2_MOUSE	tr|A0A6I8N5L5|A0A6I8N5L5_ORNAN
OG0009216	sp|Q9CWD8|NUBPL_MOUSE	tr|F6Q9P5|F6Q9P5_ORNAN
OG0009218	sp|Q9D563|TM114_MOUSE	tr|A0A6I8NTI7|A0A6I8NTI7_ORNAN
OG0009219	sp|Q9D6I9|LURA1_MOUSE	tr|A0A6I8N0N0|A0A6I8N0N0_ORNAN
OG0009220	sp|Q9D6V8|PAIP2_MOUSE	tr|A0A6I8PDJ5|A0A6I8PDJ5_ORNAN
OG0009221	sp|Q9D7H3|RTCA_MOUSE	tr|F7DDR8|F7DDR8_ORNAN
OG0009222	sp|Q9DCT5|SDF2_MOUSE	tr|A0A6I8NKC7|A0A6I8NKC7_ORNAN
OG0009223	sp|Q9EPK2|XRP2_MOUSE	tr|A0A6I8P2G0|A0A6I8P2G0_ORNAN
OG0009224	sp|Q9ET22|DPP2_MOUSE	tr|A0A6I8PHZ1|A0A6I8PHZ1_ORNAN
OG0009225	sp|Q9QUI1|LRA25_MOUSE	tr|A0A6I8NDY7|A0A6I8NDY7_ORNAN
OG0009226	sp|Q9Z1G3|VATC1_MOUSE	tr|F7A5T8|F7A5T8_ORNAN
OG0009227	sp|Q9Z268|RASL1_MOUSE	tr|F7BI79|F7BI79_ORNAN
OG0009228	tr|V9GXQ3|V9GXQ3_MOUSE	tr|F6ZHI6|F6ZHI6_ORNAN
OG0009229	tr|A0A140LHH9|A0A140LHH9_MOUSE	tr|K7E8B0|K7E8B0_ORNAN
OG0009230	sp|A2AR50|RGPS1_MOUSE	tr|A0A6I8P1E4|A0A6I8P1E4_ORNAN
OG0009231	sp|D3YX43|VSI10_MOUSE	tr|K7E7U2|K7E7U2_ORNAN
OG0009232	sp|O09130|NF2IP_MOUSE	tr|F7FQR0|F7FQR0_ORNAN
OG0009233	sp|O88470|FOXL2_MOUSE	tr|A0A6I8MZP3|A0A6I8MZP3_ORNAN
OG0009234	sp|O88602|CCG2_MOUSE	tr|F6U2X5|F6U2X5_ORNAN
OG0009235	sp|O88822|SC5D_MOUSE	tr|F7C6Y2|F7C6Y2_ORNAN
OG0009236	sp|P16951|ATF2_MOUSE	tr|F6XIS2|F6XIS2_ORNAN
OG0009237	sp|P23204|PPARA_MOUSE	tr|F6VPM6|F6VPM6_ORNAN
OG0009238	sp|P31648|SC6A1_MOUSE	tr|F6QL72|F6QL72_ORNAN
OG0009239	sp|P58043|SESN2_MOUSE	tr|F7END0|F7END0_ORNAN
OG0009240	sp|P59048|PDRG1_MOUSE	tr|F6WLL9|F6WLL9_ORNAN
OG0009241	tr|Q3TEE9|Q3TEE9_MOUSE	tr|F7DLQ4|F7DLQ4_ORNAN
OG0009242	sp|Q3UQV5|KBTB8_MOUSE	tr|F6QMV6|F6QMV6_ORNAN
OG0009243	sp|Q3URS9|MITOK_MOUSE	tr|A0A6I8PAB5|A0A6I8PAB5_ORNAN
OG0009244	sp|Q64387|PNOC_MOUSE	tr|A0A6I8P3B7|A0A6I8P3B7_ORNAN
OG0009245	sp|Q6NXL6|SENP5_MOUSE	tr|A0A6I8PNC3|A0A6I8PNC3_ORNAN
OG0009246	sp|Q7TPN3|PIGV_MOUSE	tr|A0A6I8NSK2|A0A6I8NSK2_ORNAN
OG0009247	sp|Q7TSH6|SCAF4_MOUSE	tr|F6QFU7|F6QFU7_ORNAN
OG0009248	sp|Q8BIA3|MKX_MOUSE	tr|A0A6I8PJS6|A0A6I8PJS6_ORNAN
OG0009249	sp|Q8BJM7|TYW1_MOUSE	tr|A0A6I8NT17|A0A6I8NT17_ORNAN
OG0009250	sp|Q8BP47|SYNC_MOUSE	tr|F7F0B2|F7F0B2_ORNAN
OG0009251	sp|Q8BQR4|KANL2_MOUSE	tr|F6XWS1|F6XWS1_ORNAN
OG0009252	sp|Q8BQS4|F102B_MOUSE	tr|A0A6I8MZP7|A0A6I8MZP7_ORNAN
OG0009253	sp|Q8C0L8|COG5_MOUSE	tr|A0A6I8N986|A0A6I8N986_ORNAN
OG0009254	sp|Q8CDA1|SAC2_MOUSE	tr|A0A6I8NKX8|A0A6I8NKX8_ORNAN
OG0009255	sp|Q8JZX4|SPF45_MOUSE	tr|F7CNC6|F7CNC6_ORNAN
OG0009256	sp|Q8K0V2|DCNL3_MOUSE	tr|F6Q5E5|F6Q5E5_ORNAN
OG0009257	sp|Q8K1H1|TDRD7_MOUSE	tr|F6TDA9|F6TDA9_ORNAN
OG0009258	sp|Q8K5B2|MCFD2_MOUSE	tr|A0A6I8PCT8|A0A6I8PCT8_ORNAN
OG0009259	sp|Q8R5F3|OARD1_MOUSE	tr|A0A6I8P5Y5|A0A6I8P5Y5_ORNAN
OG0009260	sp|Q8VCR7|ABHEB_MOUSE	tr|A0A6I8NH42|A0A6I8NH42_ORNAN
OG0009261	sp|Q8VE52|OGRL1_MOUSE	tr|F7DLK9|F7DLK9_ORNAN
OG0009262	sp|Q8VEB2|SAV1_MOUSE	tr|A0A6I8PB63|A0A6I8PB63_ORNAN
OG0009263	sp|Q921I6|SH3B4_MOUSE	tr|F7DJ60|F7DJ60_ORNAN
OG0009264	sp|Q99MN9|PCCB_MOUSE	tr|A0A6I8P9N4|A0A6I8P9N4_ORNAN
OG0009265	sp|Q9D2R4|TMD11_MOUSE	tr|F6YV80|F6YV80_ORNAN
OG0009266	sp|Q9D384|U1SBP_MOUSE	tr|F6ZK86|F6ZK86_ORNAN
OG0009267	sp|Q9D413|SH2D6_MOUSE	tr|A0A6I8P4T4|A0A6I8P4T4_ORNAN
OG0009268	sp|Q9DBV3|DHX34_MOUSE	tr|A0A6I8NG87|A0A6I8NG87_ORNAN
OG0009269	sp|Q9DCI3|STR3N_MOUSE	tr|A0A6I8MZ54|A0A6I8MZ54_ORNAN
OG0009270	sp|Q9ESH5|WFDC1_MOUSE	tr|A0A6I8PLU0|A0A6I8PLU0_ORNAN
OG0009271	sp|Q9JIA7|SPHK2_MOUSE	tr|A0A6I8NGC2|A0A6I8NGC2_ORNAN
OG0009272	sp|Q9JIL5|TULP4_MOUSE	tr|A0A6I8NMI5|A0A6I8NMI5_ORNAN
OG0009273	sp|Q9QY93|DCTP1_MOUSE	tr|F7DXI1|F7DXI1_ORNAN
OG0009275	tr|A0A5F8MPE7|A0A5F8MPE7_MOUSE	tr|A0A6I8NJP6|A0A6I8NJP6_ORNAN
OG0009276	tr|A0A5F8MPH1|A0A5F8MPH1_MOUSE	tr|A0A6I8N2J2|A0A6I8N2J2_ORNAN
OG0009277	tr|A2A654|A2A654_MOUSE	tr|A0A6I8N7L7|A0A6I8N7L7_ORNAN
OG0009278	tr|A2AWR3|A2AWR3_MOUSE	tr|F6YFF0|F6YFF0_ORNAN
OG0009279	tr|E9Q6D8|E9Q6D8_MOUSE	tr|A0A6I8NT82|A0A6I8NT82_ORNAN
OG0009280	sp|O70252|HMOX2_MOUSE	tr|F7AIR6|F7AIR6_ORNAN
OG0009281	sp|P13439|UMPS_MOUSE	tr|A0A6I8NL84|A0A6I8NL84_ORNAN
OG0009282	sp|P17095|HMGA1_MOUSE	tr|A0A6I8NQZ8|A0A6I8NQZ8_ORNAN
OG0009283	sp|P17919|HXB1_MOUSE	tr|F6SJ58|F6SJ58_ORNAN
OG0009284	sp|P22387|EDN1_MOUSE	tr|F6WZM8|F6WZM8_ORNAN
OG0009285	sp|P28661|SEPT4_MOUSE	tr|A0A6I8PHS4|A0A6I8PHS4_ORNAN
OG0009286	sp|P29812|TYRP2_MOUSE	tr|F6V857|F6V857_ORNAN
OG0009287	sp|P30204|MSRE_MOUSE	tr|A0A6I8N6E9|A0A6I8N6E9_ORNAN
OG0009288	sp|P31996|CD68_MOUSE	tr|A0A6I8NQE2|A0A6I8NQE2_ORNAN
OG0009289	sp|P35761|TTK_MOUSE	tr|A0A6I8PFQ9|A0A6I8PFQ9_ORNAN
OG0009290	sp|P54071|IDHP_MOUSE	tr|F7BTZ6|F7BTZ6_ORNAN
OG0009291	sp|P55097|CATK_MOUSE	tr|F7DWC9|F7DWC9_ORNAN
OG0009292	sp|P56481|GASR_MOUSE	tr|A0A6I8NTR3|A0A6I8NTR3_ORNAN
OG0009293	sp|P61215|CAH10_MOUSE	tr|F7BCT4|F7BCT4_ORNAN
OG0009294	sp|P62073|TIM10_MOUSE	tr|F6T7K0|F6T7K0_ORNAN
OG0009295	sp|Q3U276|SDHF1_MOUSE	tr|A0A6I8NL83|A0A6I8NL83_ORNAN
OG0009296	sp|Q5DTV4|ZC12C_MOUSE	tr|F6V0S6|F6V0S6_ORNAN
OG0009297	sp|Q5SXY1|CYTSB_MOUSE	tr|A0A6I8P2H2|A0A6I8P2H2_ORNAN
OG0009298	sp|Q61025|IFT20_MOUSE	tr|F7FPP0|F7FPP0_ORNAN
OG0009299	sp|Q64697|PTCA_MOUSE	tr|A0A6I8NK27|A0A6I8NK27_ORNAN
OG0009300	sp|Q6A000|MOONR_MOUSE	tr|A0A6I8NWR4|A0A6I8NWR4_ORNAN
OG0009301	sp|Q6PFD9|NUP98_MOUSE	tr|F6R2S1|F6R2S1_ORNAN
OG0009302	sp|Q78HU3|MB12A_MOUSE	tr|F7EHM1|F7EHM1_ORNAN
OG0009303	sp|Q7TND5|RPF1_MOUSE	tr|A0A6I8NNN6|A0A6I8NNN6_ORNAN
OG0009305	sp|Q8BG71|TYW2_MOUSE	tr|F6ZRD9|F6ZRD9_ORNAN
OG0009306	sp|Q8BHL3|TB10B_MOUSE	tr|A0A6I8P1E3|A0A6I8P1E3_ORNAN
OG0009307	sp|Q8BVA5|LDAH_MOUSE	tr|F7BNA7|F7BNA7_ORNAN
OG0009308	sp|Q8BVG5|GLT14_MOUSE	tr|F6ZDP9|F6ZDP9_ORNAN
OG0009309	sp|Q8C0J2|A16L1_MOUSE	tr|F7A1C6|F7A1C6_ORNAN
OG0009310	sp|Q8C460|ERI3_MOUSE	tr|A0A6I8N7D2|A0A6I8N7D2_ORNAN
OG0009311	sp|Q8CHT6|F169B_MOUSE	tr|A0A6I8NA51|A0A6I8NA51_ORNAN
OG0009312	sp|Q8CID3|FA20A_MOUSE	tr|F7G9S3|F7G9S3_ORNAN
OG0009313	sp|Q8K114|INT9_MOUSE	tr|F6YQ41|F6YQ41_ORNAN
OG0009314	sp|Q8R4H2|ARHGC_MOUSE	tr|F6VQH8|F6VQH8_ORNAN
OG0009315	sp|Q8VDB2|ALG12_MOUSE	tr|F7BNE5|F7BNE5_ORNAN
OG0009316	sp|Q8VHK1|CSKI2_MOUSE	tr|F6PLP7|F6PLP7_ORNAN
OG0009317	sp|Q91W63|NRK1_MOUSE	tr|A0A6I8N4P7|A0A6I8N4P7_ORNAN
OG0009318	sp|Q91XW8|FKBP6_MOUSE	tr|F7EXV7|F7EXV7_ORNAN
OG0009319	sp|Q99NB1|ACS2L_MOUSE	tr|F6U350|F6U350_ORNAN
OG0009320	sp|Q99P30|NUDT7_MOUSE	tr|K7EH14|K7EH14_ORNAN
OG0009321	sp|Q9CXC3|MGME1_MOUSE	tr|A0A6I8NFY7|A0A6I8NFY7_ORNAN
OG0009322	sp|Q9DAK2|PACRG_MOUSE	tr|F7D5J7|F7D5J7_ORNAN
OG0009323	sp|Q9JI67|B3GT5_MOUSE	tr|F6WHD2|F6WHD2_ORNAN
OG0009324	sp|Q9JKV2|CILK1_MOUSE	tr|A0A6I8NQE0|A0A6I8NQE0_ORNAN
OG0009325	sp|Q9QYY1|I36RA_MOUSE	tr|A0A6I8P990|A0A6I8P990_ORNAN
OG0009326	sp|Q9R0R4|APEL_MOUSE	tr|A0A6I8PRH6|A0A6I8PRH6_ORNAN
OG0009327	sp|Q9WV03|FA50A_MOUSE	tr|F7AUE4|F7AUE4_ORNAN
OG0009328	sp|Q9Z1M0|P2RX7_MOUSE	tr|F7BP39|F7BP39_ORNAN
OG0009329	sp|D3Z7H4|GSG1L_MOUSE	tr|A0A6I8N458|A0A6I8N458_ORNAN
OG0009331	sp|F8VPQ2|ARI4A_MOUSE	tr|A0A6I8PB20|A0A6I8PB20_ORNAN
OG0009332	sp|O09010|LFNG_MOUSE	tr|F6SZM9|F6SZM9_ORNAN
OG0009333	sp|O35181|NRG3_MOUSE	tr|A0A6I8NFX2|A0A6I8NFX2_ORNAN
OG0009334	sp|O35425|BOK_MOUSE	tr|F7AGS1|F7AGS1_ORNAN
OG0009335	sp|O35887|CALU_MOUSE	tr|A0A6I8MXS1|A0A6I8MXS1_ORNAN
OG0009336	sp|O35949|ELOV3_MOUSE	tr|F6X1L2|F6X1L2_ORNAN
OG0009337	sp|O55131|SEPT7_MOUSE	tr|F7E5U3|F7E5U3_ORNAN
OG0009338	sp|P08551|NFL_MOUSE	tr|F6STZ9|F6STZ9_ORNAN
OG0009339	sp|P23708|NFYA_MOUSE	tr|A0A6I8N1J7|A0A6I8N1J7_ORNAN
OG0009340	sp|P48615|WNT11_MOUSE	tr|A0A6I8NH76|A0A6I8NH76_ORNAN
OG0009341	sp|P54116|STOM_MOUSE	tr|K7EEN5|K7EEN5_ORNAN
OG0009342	sp|P54285|CACB3_MOUSE	tr|F6UZG4|F6UZG4_ORNAN
OG0009343	sp|P59235|NUP43_MOUSE	tr|F6YGI7|F6YGI7_ORNAN
OG0009344	sp|P61315|G3ST3_MOUSE	tr|F6X6M0|F6X6M0_ORNAN
OG0009345	sp|P62075|TIM13_MOUSE	tr|A0A6I8MZ01|A0A6I8MZ01_ORNAN
OG0009346	sp|P67778|PHB1_MOUSE	tr|F6ZF12|F6ZF12_ORNAN
OG0009347	sp|P70444|BID_MOUSE	tr|F7DQF1|F7DQF1_ORNAN
OG0009348	sp|Q1W617|SHRM4_MOUSE	tr|A0A6I8N0S4|A0A6I8N0S4_ORNAN
OG0009349	sp|Q60720|CY561_MOUSE	tr|A0A6I8N524|A0A6I8N524_ORNAN
OG0009351	sp|Q60961|LAP4A_MOUSE	tr|F6XID1|F6XID1_ORNAN
OG0009352	sp|Q62511|ZFP91_MOUSE	tr|A0A6I8P8U5|A0A6I8P8U5_ORNAN
OG0009353	sp|Q69ZT1|FAN1_MOUSE	tr|A0A6I8NTN6|A0A6I8NTN6_ORNAN
OG0009354	sp|Q6PCN7|HLTF_MOUSE	tr|F7EWM5|F7EWM5_ORNAN
OG0009355	sp|Q6PDM2|SRSF1_MOUSE	tr|F6WY15|F6WY15_ORNAN
OG0009356	sp|Q7TPM1|PRC2B_MOUSE	tr|F7CBV3|F7CBV3_ORNAN
OG0009357	sp|Q7TQD2|TPPP_MOUSE	tr|A0A6I8MZM4|A0A6I8MZM4_ORNAN
OG0009358	sp|Q80W04|TMCC2_MOUSE	tr|F7FAW4|F7FAW4_ORNAN
OG0009359	sp|Q80XH1|KXDL1_MOUSE	tr|A0A6I8NNZ8|A0A6I8NNZ8_ORNAN
OG0009360	sp|Q8BL74|TF3C2_MOUSE	tr|F6U313|F6U313_ORNAN
OG0009361	sp|Q8BXT1|RGS8_MOUSE	tr|A0A6I8N398|A0A6I8N398_ORNAN
OG0009362	sp|Q8CFU8|T53I2_MOUSE	tr|A0A6I8MYM7|A0A6I8MYM7_ORNAN
OG0009363	sp|Q8K0H7|S45A3_MOUSE	tr|A0A6I8NHE3|A0A6I8NHE3_ORNAN
OG0009364	sp|Q8R035|ICT1_MOUSE	tr|F7G597|F7G597_ORNAN
OG0009365	sp|Q8VDD8|WASH1_MOUSE	tr|A0A6I8P9A1|A0A6I8P9A1_ORNAN
OG0009366	sp|Q8VII8|MCR_MOUSE	tr|F6VI60|F6VI60_ORNAN
OG0009367	sp|Q91WA1|TIPIN_MOUSE	tr|A0A6I8PB60|A0A6I8PB60_ORNAN
OG0009368	sp|Q921H9|COA7_MOUSE	tr|F6WRY5|F6WRY5_ORNAN
OG0009369	sp|Q99P27|PG12B_MOUSE	tr|A0A6I8P744|A0A6I8P744_ORNAN
OG0009370	sp|Q9CR37|PPDPF_MOUSE	tr|F6XM54|F6XM54_ORNAN
OG0009371	sp|Q9CWS0|DDAH1_MOUSE	tr|A0A6I8NQ76|A0A6I8NQ76_ORNAN
OG0009372	sp|Q9CY16|RT28_MOUSE	tr|A0A6I8NFJ7|A0A6I8NFJ7_ORNAN
OG0009373	sp|Q9D081|ALG14_MOUSE	tr|F6VZ80|F6VZ80_ORNAN
OG0009374	sp|Q9D241|RN186_MOUSE	tr|A0A6I8PD41|A0A6I8PD41_ORNAN
OG0009375	sp|Q9D7K2|TEN1L_MOUSE	tr|A0A6I8P8L0|A0A6I8P8L0_ORNAN
OG0009376	sp|Q9D823|RL37_MOUSE	tr|F7G013|F7G013_ORNAN
OG0009377	sp|Q9DBE0|CSAD_MOUSE	tr|A0A6I8NQF4|A0A6I8NQF4_ORNAN
OG0009378	sp|Q9DC40|TELO2_MOUSE	tr|F6YDS3|F6YDS3_ORNAN
OG0009379	sp|Q9DCK3|TSN4_MOUSE	tr|A0A6I8P566|A0A6I8P566_ORNAN
OG0009380	sp|Q9DCX1|MD2BP_MOUSE	tr|F6UQ34|F6UQ34_ORNAN
OG0009381	sp|Q9ERS2|NDUAD_MOUSE	tr|A0A6I8PPV2|A0A6I8PPV2_ORNAN
OG0009382	sp|Q9JJZ4|UB2J1_MOUSE	tr|F7CUN9|F7CUN9_ORNAN
OG0009383	sp|Q9JLI8|SART3_MOUSE	tr|F7G369|F7G369_ORNAN
OG0009384	sp|Q9QWV9|CCNT1_MOUSE	tr|A0A6I8N9R0|A0A6I8N9R0_ORNAN
OG0009385	sp|Q9WU79|PROD_MOUSE	tr|F7G2D5|F7G2D5_ORNAN
OG0009386	sp|A4Q9F0|TTLL7_MOUSE	tr|A0A6I8PDB3|A0A6I8PDB3_ORNAN
OG0009387	sp|A9JSM3|TM238_MOUSE	tr|A0A6I8NK92|A0A6I8NK92_ORNAN
OG0009388	sp|E9Q3L2|PI4KA_MOUSE	tr|A0A6I8N2Z2|A0A6I8N2Z2_ORNAN
OG0009389	sp|O08852|PKD1_MOUSE	tr|A0A6I8N4K5|A0A6I8N4K5_ORNAN
OG0009390	sp|O09198|MAL_MOUSE	tr|F7DDU4|F7DDU4_ORNAN
OG0009391	sp|O35280|CHK1_MOUSE	tr|F6UR87|F6UR87_ORNAN
OG0009392	sp|O88425|NDK6_MOUSE	tr|A0A6I8NZ22|A0A6I8NZ22_ORNAN
OG0009393	sp|P0C8K7|SMIM1_MOUSE	tr|A0A6I8N1U5|A0A6I8N1U5_ORNAN
OG0009394	sp|P0CB42|ALKB1_MOUSE	tr|A0A6I8P3M4|A0A6I8P3M4_ORNAN
OG0009395	sp|P22933|GBRD_MOUSE	tr|A0A6I8PD29|A0A6I8PD29_ORNAN
OG0009396	sp|P35846|FOLR1_MOUSE	tr|A0A6I8PEH6|A0A6I8PEH6_ORNAN
OG0009397	sp|P35951|LDLR_MOUSE	tr|F6RMC9|F6RMC9_ORNAN
OG0009398	sp|P62965|RABP1_MOUSE	tr|F7BQI1|F7BQI1_ORNAN
OG0009399	sp|P70297|STAM1_MOUSE	tr|F7BY02|F7BY02_ORNAN
OG0009400	sp|P70669|PHEX_MOUSE	tr|F6XSA3|F6XSA3_ORNAN
OG0009401	sp|P97946|VEGFD_MOUSE	tr|F7E8Z9|F7E8Z9_ORNAN
OG0009402	sp|Q02242|PDCD1_MOUSE	tr|K7E8V1|K7E8V1_ORNAN
OG0009403	sp|Q04892|SOX14_MOUSE	tr|A0A6I8NW05|A0A6I8NW05_ORNAN
OG0009404	sp|Q3TUD9|TMM18_MOUSE	tr|A0A6I8NHM1|A0A6I8NHM1_ORNAN
OG0009405	sp|Q3U034|METL4_MOUSE	tr|F6QUP5|F6QUP5_ORNAN
OG0009406	sp|Q5U5Q9|UIMC1_MOUSE	tr|A0A6I8PFX1|A0A6I8PFX1_ORNAN
OG0009407	sp|Q64008|RAB34_MOUSE	tr|F6VCD2|F6VCD2_ORNAN
OG0009408	sp|Q6IR37|ZDH24_MOUSE	tr|A0A6I8NK69|A0A6I8NK69_ORNAN
OG0009409	tr|Q6NZR5|Q6NZR5_MOUSE	tr|A0A6I8PA15|A0A6I8PA15_ORNAN
OG0009410	sp|Q6P8M1|TATD1_MOUSE	tr|F6WHR1|F6WHR1_ORNAN
OG0009411	sp|Q6P9J5|KANK4_MOUSE	tr|A0A6I8NDD5|A0A6I8NDD5_ORNAN
OG0009412	sp|Q6PCP7|GP156_MOUSE	tr|A0A6I8NB83|A0A6I8NB83_ORNAN
OG0009413	sp|Q6PGE7|SC6A7_MOUSE	tr|F7AKG1|F7AKG1_ORNAN
OG0009414	sp|Q8BGS0|MAK16_MOUSE	tr|F6RV49|F6RV49_ORNAN
OG0009415	sp|Q8BH07|AR6P6_MOUSE	tr|A0A6I8P2I5|A0A6I8P2I5_ORNAN
OG0009416	sp|Q8BI73|ZN775_MOUSE	tr|A0A6I8N8S7|A0A6I8N8S7_ORNAN
OG0009417	sp|Q8BR37|NHLC1_MOUSE	tr|F6ZZ74|F6ZZ74_ORNAN
OG0009418	sp|Q8C0I4|EPC2_MOUSE	tr|F7CHR9|F7CHR9_ORNAN
OG0009419	sp|Q8C5H8|NAKD2_MOUSE	tr|A0A6I8P266|A0A6I8P266_ORNAN
OG0009420	sp|Q8CIC2|NUP42_MOUSE	tr|F7BHP3|F7BHP3_ORNAN
OG0009421	sp|Q8K0B2|LMBD1_MOUSE	tr|F6QP61|F6QP61_ORNAN
OG0009422	sp|Q8R555|CRAC1_MOUSE	tr|A0A6I8MZZ2|A0A6I8MZZ2_ORNAN
OG0009423	sp|Q91W67|UBL7_MOUSE	tr|F7CZ54|F7CZ54_ORNAN
OG0009424	sp|Q921Q7|RIN1_MOUSE	tr|F7ANP1|F7ANP1_ORNAN
OG0009425	sp|Q922Y2|TRI59_MOUSE	tr|F7ELV6|F7ELV6_ORNAN
OG0009426	sp|Q925F4|RNF37_MOUSE	tr|A0A6I8NX76|A0A6I8NX76_ORNAN
