Orthogroup	Mus_musculus	Equus_caballus
OG0000004	sp|P10755|ZFP14_MOUSE	tr|F6WQ97|F6WQ97_HORSE, tr|A0A3Q2HDJ8|A0A3Q2HDJ8_HORSE, tr|A0A5F5PF79|A0A5F5PF79_HORSE, tr|F7DD02|F7DD02_HORSE, tr|F6X2M2|F6X2M2_HORSE, tr|F7CIA0|F7CIA0_HORSE, tr|F6YZD9|F6YZD9_HORSE
OG0000004	sp|Q3V080|ZN583_MOUSE	tr|A0A5F5PXW3|A0A5F5PXW3_HORSE, tr|F6ZN56|F6ZN56_HORSE, tr|F6UPT7|F6UPT7_HORSE, tr|F6WSX3|F6WSX3_HORSE, tr|F6T0W9|F6T0W9_HORSE, tr|F7DGC0|F7DGC0_HORSE, tr|F6XV69|F6XV69_HORSE
OG0000006	tr|Q7TQU8|Q7TQU8_MOUSE	tr|F6PSR1|F6PSR1_HORSE, tr|F6TWC8|F6TWC8_HORSE, tr|F6W600|F6W600_HORSE, tr|F6SNY0|F6SNY0_HORSE, tr|A0A3Q2HMQ7|A0A3Q2HMQ7_HORSE, tr|A0A3Q2HUE9|A0A3Q2HUE9_HORSE, tr|A0A3Q2HQW8|A0A3Q2HQW8_HORSE, tr|A0A3Q2L5K0|A0A3Q2L5K0_HORSE, tr|F6TPA7|F6TPA7_HORSE, tr|F7D0M2|F7D0M2_HORSE, tr|A0A3Q2IAP8|A0A3Q2IAP8_HORSE, tr|A0A3Q2L8S3|A0A3Q2L8S3_HORSE, tr|F7DVT4|F7DVT4_HORSE, tr|A0A3Q2GZ22|A0A3Q2GZ22_HORSE, tr|A0A3Q2HJ17|A0A3Q2HJ17_HORSE, tr|A0A3Q2IG60|A0A3Q2IG60_HORSE, tr|A0A3Q2IBH8|A0A3Q2IBH8_HORSE, tr|A0A3Q2I0B8|A0A3Q2I0B8_HORSE, tr|A0A3Q2H1B2|A0A3Q2H1B2_HORSE, tr|F6YX97|F6YX97_HORSE, tr|A0A3Q2ICK9|A0A3Q2ICK9_HORSE, tr|A0A3Q2HMB0|A0A3Q2HMB0_HORSE, tr|A0A3Q2KT40|A0A3Q2KT40_HORSE, tr|A0A3Q2HLK1|A0A3Q2HLK1_HORSE, tr|A0A3Q2HS38|A0A3Q2HS38_HORSE, tr|A0A3Q2LJC4|A0A3Q2LJC4_HORSE, tr|A0A3Q2L7S9|A0A3Q2L7S9_HORSE, tr|A0A3Q2GS66|A0A3Q2GS66_HORSE, tr|F7AHV1|F7AHV1_HORSE, tr|F7AYI0|F7AYI0_HORSE, tr|F6WW64|F6WW64_HORSE, tr|A0A3Q2IAE6|A0A3Q2IAE6_HORSE, tr|F6VKW2|F6VKW2_HORSE, tr|F6TF97|F6TF97_HORSE, tr|F6VH52|F6VH52_HORSE, tr|A0A3Q2LR14|A0A3Q2LR14_HORSE, tr|F6TA73|F6TA73_HORSE, tr|A0A3Q2HC04|A0A3Q2HC04_HORSE, tr|F6VH76|F6VH76_HORSE, tr|A0A3Q2H6E8|A0A3Q2H6E8_HORSE, tr|F6THL8|F6THL8_HORSE, tr|A0A3Q2HSH0|A0A3Q2HSH0_HORSE, tr|A0A5F5PJE1|A0A5F5PJE1_HORSE, tr|F6XUC7|F6XUC7_HORSE, tr|A0A5F5PYS0|A0A5F5PYS0_HORSE, tr|A0A5F5Q245|A0A5F5Q245_HORSE, tr|A0A5F5PEJ1|A0A5F5PEJ1_HORSE, tr|A0A3Q2HAN2|A0A3Q2HAN2_HORSE, tr|F7DB03|F7DB03_HORSE, tr|A0A3Q2H9U9|A0A3Q2H9U9_HORSE, tr|F6Y9I9|F6Y9I9_HORSE, tr|A0A3Q2H4I0|A0A3Q2H4I0_HORSE, tr|F6S7H1|F6S7H1_HORSE, tr|A0A3Q2HE90|A0A3Q2HE90_HORSE, tr|A0A3Q2L6L6|A0A3Q2L6L6_HORSE, tr|F6R0T1|F6R0T1_HORSE
OG0000012	sp|P23275|OLF15_MOUSE	tr|F7AYH3|F7AYH3_HORSE
OG0000012	tr|Q5SZS9|Q5SZS9_MOUSE	tr|F6VLY3|F6VLY3_HORSE
OG0000012	tr|E9PWF9|E9PWF9_MOUSE, tr|Q5SZZ8|Q5SZZ8_MOUSE	tr|F6WEX8|F6WEX8_HORSE
OG0000012	tr|Q8VFH0|Q8VFH0_MOUSE	tr|F6V5I9|F6V5I9_HORSE, tr|F7DJ08|F7DJ08_HORSE
OG0000012	tr|Q8VFG3|Q8VFG3_MOUSE	tr|F6VGE3|F6VGE3_HORSE, tr|F6U342|F6U342_HORSE, tr|F6U3I1|F6U3I1_HORSE
OG0000012	tr|Q8VFC2|Q8VFC2_MOUSE	tr|F6X3G9|F6X3G9_HORSE, tr|F6PK34|F6PK34_HORSE, tr|A0A5F5PIZ4|A0A5F5PIZ4_HORSE, tr|F6XTD3|F6XTD3_HORSE, tr|F6WX11|F6WX11_HORSE, tr|A0A3Q2GW05|A0A3Q2GW05_HORSE, tr|F6ZF17|F6ZF17_HORSE
OG0000012	tr|Q7TQU0|Q7TQU0_MOUSE	tr|A0A5F5PLA7|A0A5F5PLA7_HORSE, tr|A0A3Q2HRQ6|A0A3Q2HRQ6_HORSE, tr|A0A3Q2KVE5|A0A3Q2KVE5_HORSE, tr|A0A3Q2H5L1|A0A3Q2H5L1_HORSE, tr|A0A5F5PWN1|A0A5F5PWN1_HORSE, tr|A0A3Q2GV86|A0A3Q2GV86_HORSE, tr|A0A3Q2IAB6|A0A3Q2IAB6_HORSE, tr|F6VCQ2|F6VCQ2_HORSE, tr|F6U178|F6U178_HORSE, tr|A0A3Q2HKZ3|A0A3Q2HKZ3_HORSE, tr|F6UUG2|F6UUG2_HORSE
OG0000017	sp|Q91XY4|PCDG4_MOUSE	tr|F6WUT3|F6WUT3_HORSE
OG0000017	tr|Q91XX3|Q91XX3_MOUSE, tr|Q91XX4|Q91XX4_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XX7|Q91XX7_MOUSE, tr|Q91XX8|Q91XX8_MOUSE	tr|A0A3Q2HS54|A0A3Q2HS54_HORSE
OG0000017	tr|Q91XX1|Q91XX1_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q91XW9|Q91XW9_MOUSE, tr|Q91Y10|Q91Y10_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, sp|Q91Y11|PCDA9_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y09|Q91Y09_MOUSE	tr|F7DJ17|F7DJ17_HORSE
OG0000020	sp|P07744|K2C4_MOUSE	tr|F7D5X8|F7D5X8_HORSE
OG0000020	sp|Q3TTY5|K22E_MOUSE	tr|F6SHJ8|F6SHJ8_HORSE
OG0000020	sp|P04104|K2C1_MOUSE	tr|A0A5F5PYS7|A0A5F5PYS7_HORSE
OG0000020	sp|Q6IFZ6|K2C1B_MOUSE	tr|F6WGX6|F6WGX6_HORSE
OG0000020	sp|Q6NXH9|K2C73_MOUSE	tr|F7AGY4|F7AGY4_HORSE
OG0000020	sp|Q9R0H5|K2C71_MOUSE	tr|A0A3Q2HCY7|A0A3Q2HCY7_HORSE
OG0000020	sp|Q3UV17|K22O_MOUSE	tr|F7AAI4|F7AAI4_HORSE, tr|F6VE52|F6VE52_HORSE, tr|F7C210|F7C210_HORSE
OG0000020	sp|Q9Z331|K2C6B_MOUSE, sp|P50446|K2C6A_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE	tr|A0A3Q2LCW0|A0A3Q2LCW0_HORSE
OG0000020	sp|Q922U2|K2C5_MOUSE, sp|Q8BGZ7|K2C75_MOUSE	tr|F6S8W6|F6S8W6_HORSE
OG0000020	sp|P11679|K2C8_MOUSE, sp|Q9DCV7|K2C7_MOUSE	tr|A0A3Q2HGP3|A0A3Q2HGP3_HORSE
OG0000024	tr|Q8BFS8|Q8BFS8_MOUSE	tr|F6ZNK4|F6ZNK4_HORSE, tr|A0A3Q2HRG1|A0A3Q2HRG1_HORSE, tr|F7BAX8|F7BAX8_HORSE, tr|F7A8M0|F7A8M0_HORSE, tr|F6YJ43|F6YJ43_HORSE, tr|F7C6S7|F7C6S7_HORSE, tr|A0A5F5PHL8|A0A5F5PHL8_HORSE, tr|A0A5F5Q158|A0A5F5Q158_HORSE, tr|F6QI57|F6QI57_HORSE, tr|A0A3Q2I8U6|A0A3Q2I8U6_HORSE, tr|A0A3Q2GXS5|A0A3Q2GXS5_HORSE, tr|A0A5F5PGU2|A0A5F5PGU2_HORSE, tr|F6UUA4|F6UUA4_HORSE, tr|A0A3Q2HFI0|A0A3Q2HFI0_HORSE, tr|F6TH38|F6TH38_HORSE, tr|A0A3Q2HMH5|A0A3Q2HMH5_HORSE, tr|A0A5F5PIK1|A0A5F5PIK1_HORSE, tr|A0A5F5PET4|A0A5F5PET4_HORSE, tr|A0A5F5PXP8|A0A5F5PXP8_HORSE, tr|A0A3Q2LP50|A0A3Q2LP50_HORSE, tr|F6VYQ4|F6VYQ4_HORSE, tr|F7D3P3|F7D3P3_HORSE, tr|F6X6U6|F6X6U6_HORSE, tr|A0A3Q2H435|A0A3Q2H435_HORSE, tr|F7DS50|F7DS50_HORSE, tr|A0A3Q2HQ46|A0A3Q2HQ46_HORSE, tr|F6S1G3|F6S1G3_HORSE, tr|A0A3Q2HX09|A0A3Q2HX09_HORSE, tr|A0A5F5PM53|A0A5F5PM53_HORSE, tr|F6PMU3|F6PMU3_HORSE
OG0000026	sp|C0HKE8|H2A1O_MOUSE	tr|F7CMF9|F7CMF9_HORSE
OG0000026	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A5F5PKH1|A0A5F5PKH1_HORSE
OG0000026	sp|Q64523|H2A2C_MOUSE	tr|A0A5F5PYK4|A0A5F5PYK4_HORSE
OG0000026	sp|Q8R1M2|H2AJ_MOUSE	tr|F6ZFT8|F6ZFT8_HORSE
OG0000026	sp|Q64522|H2A2B_MOUSE	tr|A0A3Q2I089|A0A3Q2I089_HORSE
OG0000026	sp|Q8BFU2|H2A3_MOUSE	tr|F7B9F5|F7B9F5_HORSE, tr|F6XYG7|F6XYG7_HORSE, tr|A0A3Q2GT62|A0A3Q2GT62_HORSE, tr|A0A3Q2HUU3|A0A3Q2HUU3_HORSE, tr|A0A3Q2KJ33|A0A3Q2KJ33_HORSE, tr|F7CRV4|F7CRV4_HORSE, tr|A0A3Q2LL46|A0A3Q2LL46_HORSE
OG0000027	tr|Q99PA7|Q99PA7_MOUSE	tr|F6PW44|F6PW44_HORSE
OG0000027	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A3Q2HDC6|A0A3Q2HDC6_HORSE, tr|A0A3Q2I007|A0A3Q2I007_HORSE, tr|A0A3Q2KRW2|A0A3Q2KRW2_HORSE, tr|A0A3Q2GSI6|A0A3Q2GSI6_HORSE
OG0000027	tr|G3UW88|G3UW88_MOUSE	tr|A0A5F5PSK9|A0A5F5PSK9_HORSE, tr|A0A5F5PQK8|A0A5F5PQK8_HORSE, tr|F7CY34|F7CY34_HORSE, tr|F7CA12|F7CA12_HORSE, tr|A0A5F5Q0L3|A0A5F5Q0L3_HORSE, tr|F7ABK9|F7ABK9_HORSE, tr|F7DVK6|F7DVK6_HORSE, tr|F6VHQ0|F6VHQ0_HORSE, tr|F6W8K9|F6W8K9_HORSE, tr|A0A3Q2I495|A0A3Q2I495_HORSE, tr|F6VLE5|F6VLE5_HORSE, tr|A0A3Q2HIX3|A0A3Q2HIX3_HORSE
OG0000029	sp|Q63994|CD33_MOUSE	tr|F7DJ66|F7DJ66_HORSE
OG0000029	sp|Q920G3|SIGL5_MOUSE	tr|A0A3Q2HBD1|A0A3Q2HBD1_HORSE, tr|A0A3Q2GYS7|A0A3Q2GYS7_HORSE, tr|F7AC87|F7AC87_HORSE, tr|A0A3Q2L513|A0A3Q2L513_HORSE, tr|A0A3Q2L481|A0A3Q2L481_HORSE, tr|A0A3Q2HK90|A0A3Q2HK90_HORSE, tr|A0A3Q2I8V7|A0A3Q2I8V7_HORSE, tr|F6RUD4|F6RUD4_HORSE
OG0000029	sp|Q91Y57|SIG12_MOUSE	tr|A0A3Q2H057|A0A3Q2H057_HORSE, tr|F6QXD4|F6QXD4_HORSE
OG0000029	tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|F6PJ10|F6PJ10_HORSE, tr|F7DC31|F7DC31_HORSE, tr|F6UUZ5|F6UUZ5_HORSE, tr|A0A3Q2LAE1|A0A3Q2LAE1_HORSE, tr|A0A5F5PXL0|A0A5F5PXL0_HORSE, tr|A0A3Q2H688|A0A3Q2H688_HORSE, tr|A0A3Q2HVP7|A0A3Q2HVP7_HORSE, tr|A0A5F5PII8|A0A5F5PII8_HORSE
OG0000033	tr|A2AVW3|A2AVW3_MOUSE	tr|A0A3Q2I5Z7|A0A3Q2I5Z7_HORSE
OG0000033	tr|Q8VF83|Q8VF83_MOUSE	tr|A0A3Q2LTY1|A0A3Q2LTY1_HORSE, tr|A0A3Q2HC98|A0A3Q2HC98_HORSE
OG0000033	tr|A2AVW1|A2AVW1_MOUSE	tr|A0A3Q2HKT6|A0A3Q2HKT6_HORSE, tr|F6XGC9|F6XGC9_HORSE, tr|A0A3Q2HWK8|A0A3Q2HWK8_HORSE, tr|A0A3Q2I8K3|A0A3Q2I8K3_HORSE, tr|F7DZZ4|F7DZZ4_HORSE, tr|F6XQE5|F6XQE5_HORSE, tr|F7BL61|F7BL61_HORSE, tr|F6W6S8|F6W6S8_HORSE, tr|F6UGW3|F6UGW3_HORSE, tr|A0A3Q2LKL2|A0A3Q2LKL2_HORSE, tr|A0A5F5Q1T9|A0A5F5Q1T9_HORSE, tr|A0A3Q2HVG7|A0A3Q2HVG7_HORSE, tr|F7BW98|F7BW98_HORSE, tr|A0A3Q2GY32|A0A3Q2GY32_HORSE, tr|A0A3Q2HJC2|A0A3Q2HJC2_HORSE, tr|F7E3K4|F7E3K4_HORSE, tr|A0A3Q2I3Y2|A0A3Q2I3Y2_HORSE, tr|A0A3Q2KXD9|A0A3Q2KXD9_HORSE, tr|A0A3Q2IBV4|A0A3Q2IBV4_HORSE
OG0000036	sp|P11260|LORF1_MOUSE	tr|A0A3Q2H369|A0A3Q2H369_HORSE, tr|A0A3Q2I753|A0A3Q2I753_HORSE, tr|F6UKY5|F6UKY5_HORSE, tr|F7A6E8|F7A6E8_HORSE, tr|F6X187|F6X187_HORSE, tr|A0A3Q2LT45|A0A3Q2LT45_HORSE, tr|A0A3Q2HTC9|A0A3Q2HTC9_HORSE, tr|F6PVV0|F6PVV0_HORSE, tr|A0A3Q2IGA7|A0A3Q2IGA7_HORSE, tr|A0A3Q2H6W4|A0A3Q2H6W4_HORSE, tr|A0A5F5PL47|A0A5F5PL47_HORSE, tr|A0A3Q2LU19|A0A3Q2LU19_HORSE, tr|A0A3Q2HVN2|A0A3Q2HVN2_HORSE, tr|A0A3Q2L6R5|A0A3Q2L6R5_HORSE, tr|A0A3Q2I7S9|A0A3Q2I7S9_HORSE, tr|A0A3Q2L847|A0A3Q2L847_HORSE, tr|F6XXJ7|F6XXJ7_HORSE, tr|F6QP65|F6QP65_HORSE, tr|A0A5F5PQY4|A0A5F5PQY4_HORSE, tr|A0A3Q2L0G7|A0A3Q2L0G7_HORSE, tr|A0A3Q2HZ31|A0A3Q2HZ31_HORSE, tr|A0A3Q2GWF4|A0A3Q2GWF4_HORSE
OG0000037	tr|Q8VET4|Q8VET4_MOUSE	tr|F7AEA3|F7AEA3_HORSE
OG0000037	tr|Q7TRM6|Q7TRM6_MOUSE	tr|F6ZEN5|F6ZEN5_HORSE, tr|A0A3Q2HY78|A0A3Q2HY78_HORSE, tr|A0A3Q2H4C7|A0A3Q2H4C7_HORSE, tr|A0A3Q2HTT8|A0A3Q2HTT8_HORSE, tr|F7A8Y0|F7A8Y0_HORSE, tr|F6X2F7|F6X2F7_HORSE, tr|F7E0T4|F7E0T4_HORSE, tr|A0A3Q2I3X5|A0A3Q2I3X5_HORSE, tr|F7A303|F7A303_HORSE, tr|F6Z883|F6Z883_HORSE, tr|F7B4J0|F7B4J0_HORSE, tr|A0A3Q2KSG7|A0A3Q2KSG7_HORSE, tr|A0A3Q2HHQ1|A0A3Q2HHQ1_HORSE, tr|A0A3Q2LNX4|A0A3Q2LNX4_HORSE, tr|A0A3Q2HSZ8|A0A3Q2HSZ8_HORSE, tr|F7DEG4|F7DEG4_HORSE, tr|F7B072|F7B072_HORSE, tr|A0A3Q2IDM5|A0A3Q2IDM5_HORSE, tr|A0A3Q2HUB5|A0A3Q2HUB5_HORSE, tr|F7B192|F7B192_HORSE
OG0000039	tr|E9Q840|E9Q840_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE	tr|F7DFF5|F7DFF5_HORSE, tr|F7BLJ1|F7BLJ1_HORSE
OG0000039	tr|Q7TRL9|Q7TRL9_MOUSE	tr|F7BW19|F7BW19_HORSE
OG0000039	tr|Q8VFT6|Q8VFT6_MOUSE	tr|F7C4P0|F7C4P0_HORSE, tr|A0A5F5PRG9|A0A5F5PRG9_HORSE, tr|A0A3Q2IAK7|A0A3Q2IAK7_HORSE, tr|A0A3Q2H3H2|A0A3Q2H3H2_HORSE, tr|A0A5F5PRI2|A0A5F5PRI2_HORSE, tr|A0A3Q2HE82|A0A3Q2HE82_HORSE, tr|F6U0F3|F6U0F3_HORSE, tr|F7D758|F7D758_HORSE, tr|F7BSV1|F7BSV1_HORSE, tr|A0A3Q2LR01|A0A3Q2LR01_HORSE, tr|A0A3Q2LH54|A0A3Q2LH54_HORSE, tr|F6SLP1|F6SLP1_HORSE, tr|F7A816|F7A816_HORSE, tr|F6ZJA9|F6ZJA9_HORSE, tr|F7DX47|F7DX47_HORSE
OG0000040	sp|Q6ZWY9|H2B1C_MOUSE	tr|F7ASE9|F7ASE9_HORSE, tr|F6UGW9|F6UGW9_HORSE
OG0000040	sp|Q8CGP0|H2B3B_MOUSE	tr|F7A4V1|F7A4V1_HORSE
OG0000040	sp|Q64525|H2B2B_MOUSE	tr|F7DIN7|F7DIN7_HORSE, tr|F6VT82|F6VT82_HORSE
OG0000040	sp|P70696|H2B1A_MOUSE	tr|F7DLL0|F7DLL0_HORSE, tr|A0A5F5PTM6|A0A5F5PTM6_HORSE, tr|A0A5F5PT92|A0A5F5PT92_HORSE, tr|A0A3Q2H5Q9|A0A3Q2H5Q9_HORSE, tr|F6WFI8|F6WFI8_HORSE
OG0000040	sp|P10854|H2B1M_MOUSE	tr|F7AHT9|F7AHT9_HORSE, tr|A0A5F5PTX5|A0A5F5PTX5_HORSE
OG0000044	tr|Q8VGA0|Q8VGA0_MOUSE	tr|F7D4X7|F7D4X7_HORSE, tr|F6YJ50|F6YJ50_HORSE, tr|A0A3Q2I457|A0A3Q2I457_HORSE
OG0000044	tr|Q8VG87|Q8VG87_MOUSE	tr|F6XPV0|F6XPV0_HORSE, tr|F7A7I6|F7A7I6_HORSE
OG0000044	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A3Q2LGT2|A0A3Q2LGT2_HORSE, tr|A0A3Q2GVK4|A0A3Q2GVK4_HORSE, tr|A0A3Q2HJW0|A0A3Q2HJW0_HORSE, tr|A0A3Q2I7Q2|A0A3Q2I7Q2_HORSE, tr|F6WNR4|F6WNR4_HORSE, tr|F6YSJ2|F6YSJ2_HORSE, tr|F6XTE2|F6XTE2_HORSE
OG0000048	tr|Q7TRY6|Q7TRY6_MOUSE	tr|A0A3Q2HXJ5|A0A3Q2HXJ5_HORSE, tr|A0A3Q2I5U1|A0A3Q2I5U1_HORSE, tr|A0A3Q2HGU9|A0A3Q2HGU9_HORSE, tr|A0A5K1UNY0|A0A5K1UNY0_HORSE, tr|F6THU1|F6THU1_HORSE, tr|A0A3Q2H3E9|A0A3Q2H3E9_HORSE
OG0000048	sp|Q60879|OLF3_MOUSE	tr|A0A3Q2LF03|A0A3Q2LF03_HORSE, tr|F6UDV3|F6UDV3_HORSE, tr|A0A3Q2HZX3|A0A3Q2HZX3_HORSE, tr|A0A5F5PZF7|A0A5F5PZF7_HORSE, tr|A0A3Q2I425|A0A3Q2I425_HORSE, tr|F7CTZ7|F7CTZ7_HORSE, tr|A0A3Q2HEJ9|A0A3Q2HEJ9_HORSE, tr|F7CI93|F7CI93_HORSE, tr|A0A3Q2L4K3|A0A3Q2L4K3_HORSE, tr|A0A5F5Q0V4|A0A5F5Q0V4_HORSE, tr|A0A3Q2HLC4|A0A3Q2HLC4_HORSE, tr|A0A3Q2GVA3|A0A3Q2GVA3_HORSE
OG0000052	tr|D3Z7A9|D3Z7A9_MOUSE	tr|A0A5F5PJI6|A0A5F5PJI6_HORSE, tr|A0A5F5PPT1|A0A5F5PPT1_HORSE, tr|A0A3Q2H696|A0A3Q2H696_HORSE, tr|A0A3Q2IG11|A0A3Q2IG11_HORSE, tr|F7BGV9|F7BGV9_HORSE, tr|F6TGM0|F6TGM0_HORSE, tr|F7BFX4|F7BFX4_HORSE, tr|A0A5F5PR13|A0A5F5PR13_HORSE, tr|A0A3Q2LJR7|A0A3Q2LJR7_HORSE, tr|F7DMW5|F7DMW5_HORSE, tr|A0A3Q2LJ02|A0A3Q2LJ02_HORSE, tr|A0A5F5PXQ8|A0A5F5PXQ8_HORSE, tr|A0A3Q2HUY2|A0A3Q2HUY2_HORSE, tr|A0A0B4J1B9|A0A0B4J1B9_HORSE, tr|F6PP42|F6PP42_HORSE, tr|A0A3Q2GVT8|A0A3Q2GVT8_HORSE, tr|A0A3Q2IA86|A0A3Q2IA86_HORSE, tr|A0A3Q2GZY3|A0A3Q2GZY3_HORSE
OG0000059	sp|A2ASI5|SCN3A_MOUSE	tr|F7CVT0|F7CVT0_HORSE
OG0000059	sp|B1AWN6|SCN2A_MOUSE	tr|A0A5K1TVX6|A0A5K1TVX6_HORSE
OG0000059	sp|Q6QIY3|SCNAA_MOUSE	tr|F7A6A7|F7A6A7_HORSE
OG0000059	sp|Q9R053|SCNBA_MOUSE	tr|A0A5F5PHC9|A0A5F5PHC9_HORSE
OG0000059	sp|Q9JJV9|SCN5A_MOUSE	tr|A0A5F5PU07|A0A5F5PU07_HORSE
OG0000059	sp|Q9WTU3|SCN8A_MOUSE	tr|F7AIR2|F7AIR2_HORSE
OG0000059	sp|Q62205|SCN9A_MOUSE	tr|A0A5F5PZ52|A0A5F5PZ52_HORSE
OG0000059	sp|A2APX8|SCN1A_MOUSE	tr|F6ZFS4|F6ZFS4_HORSE
OG0000060	sp|Q8BLQ7|CTR4_MOUSE	tr|A0A5F5PZH5|A0A5F5PZH5_HORSE, tr|F7BY43|F7BY43_HORSE, tr|A0A3Q2H6A5|A0A3Q2H6A5_HORSE, tr|A0A3Q2HBX0|A0A3Q2HBX0_HORSE, tr|A0A5F5PNA1|A0A5F5PNA1_HORSE, tr|A0A5F5PW41|A0A5F5PW41_HORSE, tr|A0A5F5Q2N3|A0A5F5Q2N3_HORSE, tr|A0A5F5PEZ5|A0A5F5PEZ5_HORSE, tr|A0A5F5PWJ4|A0A5F5PWJ4_HORSE, tr|A0A5F5PTG9|A0A5F5PTG9_HORSE, tr|A0A3Q2H7G5|A0A3Q2H7G5_HORSE, tr|A0A5F5Q0G0|A0A5F5Q0G0_HORSE, tr|A0A3Q2IBI1|A0A3Q2IBI1_HORSE, tr|A0A5F5PLG6|A0A5F5PLG6_HORSE, tr|A0A5F5PSB2|A0A5F5PSB2_HORSE, tr|A0A3Q2HP75|A0A3Q2HP75_HORSE
OG0000061	tr|Q7TRH8|Q7TRH8_MOUSE, tr|Q7TRH9|Q7TRH9_MOUSE	tr|F6R2Z6|F6R2Z6_HORSE, tr|F6PS74|F6PS74_HORSE
OG0000061	tr|Q8VGI8|Q8VGI8_MOUSE	tr|F6ZGB6|F6ZGB6_HORSE, tr|A0A3Q2LE58|A0A3Q2LE58_HORSE
OG0000061	tr|Q7TRH5|Q7TRH5_MOUSE, tr|Q8VEX8|Q8VEX8_MOUSE	tr|F6Z2X0|F6Z2X0_HORSE
OG0000061	tr|Q8VGJ2|Q8VGJ2_MOUSE, tr|Q8VFH8|Q8VFH8_MOUSE, tr|Q8VFU1|Q8VFU1_MOUSE, tr|Q8VFH9|Q8VFH9_MOUSE, tr|Q8VFU2|Q8VFU2_MOUSE, tr|Q8VG45|Q8VG45_MOUSE	tr|A0A3Q2I6J5|A0A3Q2I6J5_HORSE
OG0000066	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A3Q2I402|A0A3Q2I402_HORSE
OG0000066	sp|Q07231|ZSC21_MOUSE	tr|F6WTH5|F6WTH5_HORSE, tr|A0A3Q2HWV1|A0A3Q2HWV1_HORSE, tr|F7DUP4|F7DUP4_HORSE
OG0000066	sp|Q91VN1|ZNF24_MOUSE	tr|F6RSY5|F6RSY5_HORSE, tr|A0A3Q2I8J6|A0A3Q2I8J6_HORSE, tr|F7CRC8|F7CRC8_HORSE
OG0000067	tr|Q8VF26|Q8VF26_MOUSE	tr|A0A3Q2HSK8|A0A3Q2HSK8_HORSE, tr|F6ZA72|F6ZA72_HORSE
OG0000067	tr|Q8VGI7|Q8VGI7_MOUSE, tr|Q8VFZ8|Q8VFZ8_MOUSE	tr|A0A3Q2IBU5|A0A3Q2IBU5_HORSE, tr|A0A5F5Q0W1|A0A5F5Q0W1_HORSE, tr|A0A3Q2H5T3|A0A3Q2H5T3_HORSE, tr|A0A3Q2HYM3|A0A3Q2HYM3_HORSE, tr|A0A3Q2H8U9|A0A3Q2H8U9_HORSE, tr|A0A3Q2L0L0|A0A3Q2L0L0_HORSE, tr|A0A3Q2HN17|A0A3Q2HN17_HORSE, tr|A0A3Q2H089|A0A3Q2H089_HORSE, tr|A0A3Q2HBZ1|A0A3Q2HBZ1_HORSE, tr|A0A3Q2HJD4|A0A3Q2HJD4_HORSE, tr|F6QRK2|F6QRK2_HORSE
OG0000068	tr|A0A140T8J6|A0A140T8J6_MOUSE	tr|A0A3Q2H9T0|A0A3Q2H9T0_HORSE
OG0000068	tr|E9Q848|E9Q848_MOUSE	tr|F7CSJ2|F7CSJ2_HORSE, tr|F7B4M9|F7B4M9_HORSE, tr|F6QK49|F6QK49_HORSE, tr|F7AWB8|F7AWB8_HORSE, tr|F7E326|F7E326_HORSE, tr|F7ADI8|F7ADI8_HORSE, tr|F7DAP5|F7DAP5_HORSE, tr|F7B0I8|F7B0I8_HORSE, tr|F7AMR9|F7AMR9_HORSE
OG0000068	sp|Q62007|OLF16_MOUSE	tr|F6S003|F6S003_HORSE
