Orthogroup	Mus_musculus	Monodelphis_domestica
OG0011719	sp|P23683|EVX1_MOUSE	tr|F6USZ9|F6USZ9_MONDO
OG0011720	sp|P97793|ALK_MOUSE	tr|F6VHJ5|F6VHJ5_MONDO
OG0011721	sp|Q8QZW2|FEV_MOUSE	tr|F6WXL8|F6WXL8_MONDO
OG0011722	sp|Q99P30|NUDT7_MOUSE	tr|F6YJ49|F6YJ49_MONDO
OG0011723	sp|Q9CRG1|TM7S3_MOUSE	tr|F6YNC1|F6YNC1_MONDO
OG0011724	sp|Q9Z1K7|APCL_MOUSE	tr|F6YQA1|F6YQA1_MONDO
OG0011725	sp|P51163|HEM4_MOUSE	tr|F6YTJ9|F6YTJ9_MONDO
OG0011726	sp|Q99PP9|TRI16_MOUSE	tr|F6YXA4|F6YXA4_MONDO
OG0011727	sp|P06240|LCK_MOUSE	tr|F6Z574|F6Z574_MONDO
OG0011728	sp|Q9JHU4|DYHC1_MOUSE	tr|F6ZK75|F6ZK75_MONDO
OG0011729	sp|Q9CZV5|ST65G_MOUSE	tr|F6ZUH7|F6ZUH7_MONDO
OG0011730	tr|Q6PCS8|Q6PCS8_MOUSE	tr|F7A531|F7A531_MONDO
OG0011731	sp|Q3UZ57|AXDN1_MOUSE	tr|F7BSZ4|F7BSZ4_MONDO
OG0011732	sp|O88324|CD83_MOUSE	tr|F7C160|F7C160_MONDO
OG0011733	sp|P41588|VIPR2_MOUSE	tr|F7CG94|F7CG94_MONDO
OG0011734	sp|Q9WTJ5|RAMP1_MOUSE	tr|F7CUP7|F7CUP7_MONDO
OG0011735	sp|Q9JLT2|TREA_MOUSE	tr|F7D8S1|F7D8S1_MONDO
OG0011736	sp|Q8JZY4|MRPP3_MOUSE	tr|F7DD82|F7DD82_MONDO
OG0011737	sp|Q63844|MK03_MOUSE	tr|F7EI48|F7EI48_MONDO
OG0011738	sp|Q8BP31|RN122_MOUSE	tr|F7EMJ9|F7EMJ9_MONDO
OG0011739	sp|Q921R7|S35A5_MOUSE	tr|F7F201|F7F201_MONDO
OG0011740	sp|Q8K2P1|LUR1L_MOUSE	tr|F7FUY5|F7FUY5_MONDO
OG0011741	sp|Q501J7|PHAR4_MOUSE	tr|F7FVW4|F7FVW4_MONDO
OG0011742	sp|O35608|ANGP2_MOUSE	tr|F7G4Q4|F7G4Q4_MONDO
OG0011743	sp|P38647|GRP75_MOUSE	tr|F7G4T9|F7G4T9_MONDO
OG0011744	sp|E9Q1U1|CC171_MOUSE	tr|F7G641|F7G641_MONDO
OG0011745	sp|Q8BH06|I17RE_MOUSE	tr|F7GGQ5|F7GGQ5_MONDO
OG0011746	sp|P19096|FAS_MOUSE	tr|F7GKK4|F7GKK4_MONDO
OG0011747	sp|Q9DB54|F216A_MOUSE	tr|K7E0F1|K7E0F1_MONDO
OG0011748	sp|Q7TQA9|TR135_MOUSE	tr|Q2AB85|Q2AB85_MONDO
OG0011749	sp|P35802|GPM6A_MOUSE	tr|A0A5F8G322|A0A5F8G322_MONDO
OG0011750	sp|P41163|ETV2_MOUSE	tr|A0A5F8G8C2|A0A5F8G8C2_MONDO
OG0011751	sp|G3UWD5|AKAI1_MOUSE	tr|A0A5F8G9J2|A0A5F8G9J2_MONDO
OG0011752	tr|Q925T4|Q925T4_MOUSE	tr|A0A5F8GAS1|A0A5F8GAS1_MONDO
OG0011753	sp|O54836|ZMAT3_MOUSE	tr|A0A5F8GDY1|A0A5F8GDY1_MONDO
OG0011754	sp|Q9Z2E9|BSCL2_MOUSE	tr|A0A5F8GI06|A0A5F8GI06_MONDO
OG0011755	sp|P33680|GUC2A_MOUSE	tr|A0A5F8GIZ4|A0A5F8GIZ4_MONDO
OG0011756	tr|E9QA15|E9QA15_MOUSE	tr|A0A5F8GN94|A0A5F8GN94_MONDO
OG0011757	sp|Q91YM2|RHG35_MOUSE	tr|A0A5F8GQ71|A0A5F8GQ71_MONDO
OG0011758	sp|P40336|VP26A_MOUSE	tr|A0A5F8H0R3|A0A5F8H0R3_MONDO
OG0011759	sp|Q8R3L2|TCF25_MOUSE	tr|A0A5F8H2L2|A0A5F8H2L2_MONDO
OG0011760	sp|P97292|HRH2_MOUSE	tr|A0A5F8H2U8|A0A5F8H2U8_MONDO
OG0011761	sp|Q8C9X1|SNTAN_MOUSE	tr|A0A5F8H7J5|A0A5F8H7J5_MONDO
OG0011762	tr|A0A494BB10|A0A494BB10_MOUSE	tr|A0A5F8HBI7|A0A5F8HBI7_MONDO
OG0011763	sp|Q8BGY7|F210A_MOUSE	tr|A0A5F8HCL9|A0A5F8HCL9_MONDO
OG0011764	sp|Q91WT4|DJC17_MOUSE	tr|A0A5F8HD98|A0A5F8HD98_MONDO
OG0011765	sp|Q8VBZ0|DHRSX_MOUSE	tr|A0A5F8HEV3|A0A5F8HEV3_MONDO
OG0011766	sp|Q66JY2|IN80D_MOUSE	tr|A0A5F8HGM7|A0A5F8HGM7_MONDO
OG0011767	sp|Q8CG46|SMC5_MOUSE	tr|A0A5F8HHY5|A0A5F8HHY5_MONDO
OG0011768	sp|O70624|MYOC_MOUSE	tr|A0A5F8HHZ8|A0A5F8HHZ8_MONDO
OG0011769	sp|Q02591|GSC_MOUSE	tr|F6PIX9|F6PIX9_MONDO
OG0011770	sp|Q9DA48|SACA1_MOUSE	tr|F6PW83|F6PW83_MONDO
OG0011771	sp|A0A087WPF7|AUTS2_MOUSE	tr|F6Q7I9|F6Q7I9_MONDO
OG0011772	sp|Q8VCD5|MED17_MOUSE	tr|F6R8H7|F6R8H7_MONDO
OG0011773	sp|Q8K0S9|SNPC1_MOUSE	tr|F6RGK9|F6RGK9_MONDO
OG0011774	sp|Q8BRK9|MA2A2_MOUSE	tr|F6RWB3|F6RWB3_MONDO
OG0011775	sp|P10810|CD14_MOUSE	tr|F6SDH5|F6SDH5_MONDO
OG0011776	sp|Q7TND5|RPF1_MOUSE	tr|F6USJ3|F6USJ3_MONDO
OG0011777	sp|Q8BUI3|LRWD1_MOUSE	tr|F6VF30|F6VF30_MONDO
OG0011778	sp|Q8BN78|KAISO_MOUSE	tr|F6VLP3|F6VLP3_MONDO
OG0011779	tr|H7BX78|H7BX78_MOUSE	tr|F6W5U6|F6W5U6_MONDO
OG0011780	sp|A2APB8|TPX2_MOUSE	tr|F6WA27|F6WA27_MONDO
OG0011781	sp|D3Z3K2|CIP1_MOUSE	tr|F6WCD1|F6WCD1_MONDO
OG0011782	sp|Q99PE8|ABCG5_MOUSE	tr|F6X4Y4|F6X4Y4_MONDO
OG0011783	sp|Q810M5|ZDH19_MOUSE	tr|F6XC56|F6XC56_MONDO
OG0011784	sp|Q8CIB6|TM230_MOUSE	tr|F6YEP9|F6YEP9_MONDO
OG0011785	sp|O70370|CATS_MOUSE	tr|F6Z032|F6Z032_MONDO
OG0011786	sp|F8VPQ2|ARI4A_MOUSE	tr|F6ZH57|F6ZH57_MONDO
OG0011787	sp|B8JK39|ITA9_MOUSE	tr|F6ZJB3|F6ZJB3_MONDO
OG0011788	sp|P26361|CFTR_MOUSE	tr|F6ZS67|F6ZS67_MONDO
OG0011789	sp|Q3TVI8|PBIP1_MOUSE	tr|F6ZTE5|F6ZTE5_MONDO
OG0011790	sp|Q923D3|PARM1_MOUSE	tr|F7A8X2|F7A8X2_MONDO
OG0011791	sp|P0C6B7|IGSF6_MOUSE	tr|F7A990|F7A990_MONDO
OG0011792	sp|P97390|VPS45_MOUSE	tr|F7AE31|F7AE31_MONDO
OG0011793	sp|Q571C7|BDP1_MOUSE	tr|F7APT5|F7APT5_MONDO
OG0011794	sp|Q80Y19|RHGBA_MOUSE	tr|F7BCX5|F7BCX5_MONDO
OG0011795	sp|Q9D8M4|RL7L_MOUSE	tr|F7BLJ4|F7BLJ4_MONDO
OG0011796	sp|Q8VC65|NRM_MOUSE	tr|F7BR41|F7BR41_MONDO
OG0011797	sp|O35125|LRC23_MOUSE	tr|F7CWT4|F7CWT4_MONDO
OG0011798	sp|Q9D4D7|CC50C_MOUSE	tr|F7DFY5|F7DFY5_MONDO
OG0011799	sp|Q99MQ1|BICC1_MOUSE	tr|F7DSN6|F7DSN6_MONDO
OG0011800	tr|F8VPK0|F8VPK0_MOUSE	tr|F7EAH4|F7EAH4_MONDO
OG0011801	sp|P62812|GBRA1_MOUSE	tr|F7EUF6|F7EUF6_MONDO
OG0011802	sp|Q8R0P8|ABHD8_MOUSE	tr|F7F3W0|F7F3W0_MONDO
OG0011803	sp|Q80VK6|ARH38_MOUSE	tr|F7F3Z6|F7F3Z6_MONDO
OG0011804	sp|Q8BNW9|KBTBB_MOUSE	tr|F7F8P8|F7F8P8_MONDO
OG0011805	sp|Q8BP99|CA216_MOUSE	tr|F7FGG4|F7FGG4_MONDO
OG0011806	sp|Q8C9M2|CCD15_MOUSE	tr|F7FZ37|F7FZ37_MONDO
OG0011807	sp|Q9CQG9|TM100_MOUSE	tr|F7GFG4|F7GFG4_MONDO
OG0011808	sp|Q920H1|SG3A2_MOUSE	tr|F7GGM2|F7GGM2_MONDO
OG0011809	sp|P54751|SIA4A_MOUSE	tr|F7GHP1|F7GHP1_MONDO
OG0011810	sp|Q7TQP3|GP119_MOUSE	tr|H9H7G7|H9H7G7_MONDO
OG0011811	sp|P20334|TNR9_MOUSE	tr|K7E1Y0|K7E1Y0_MONDO
OG0011812	tr|A0A1Y7VMI0|A0A1Y7VMI0_MOUSE	tr|K7E3V4|K7E3V4_MONDO
OG0011813	sp|Q9D3R6|KATL2_MOUSE	tr|A0A5F8G4S8|A0A5F8G4S8_MONDO
OG0011814	sp|Q0P5Y3|TPPP2_MOUSE	tr|A0A5F8G683|A0A5F8G683_MONDO
OG0011815	sp|Q7TN16|HHIP_MOUSE	tr|A0A5F8G8G3|A0A5F8G8G3_MONDO
OG0011816	sp|P20917|MAG_MOUSE	tr|A0A5F8GAG7|A0A5F8GAG7_MONDO
OG0011817	sp|Q8BTV1|TUSC3_MOUSE	tr|A0A5F8GJ85|A0A5F8GJ85_MONDO
OG0011818	sp|Q60929|MEF2A_MOUSE	tr|A0A5F8GL01|A0A5F8GL01_MONDO
OG0011819	sp|Q7TNF8|RIMB1_MOUSE	tr|A0A5F8GM78|A0A5F8GM78_MONDO
OG0011820	sp|Q9QZM9|FBX16_MOUSE	tr|A0A5F8GNL1|A0A5F8GNL1_MONDO
OG0011821	sp|Q80TS3|AGRL3_MOUSE	tr|A0A5F8GPB8|A0A5F8GPB8_MONDO
OG0011822	sp|Q91VN4|MIC25_MOUSE	tr|A0A5F8GTP1|A0A5F8GTP1_MONDO
OG0011824	sp|Q99NB1|ACS2L_MOUSE	tr|A0A5F8H3K8|A0A5F8H3K8_MONDO
OG0011825	sp|Q9D920|BORC5_MOUSE	tr|A0A5F8H5A0|A0A5F8H5A0_MONDO
OG0011826	sp|P48299|EDN3_MOUSE	tr|A0A5F8HCU3|A0A5F8HCU3_MONDO
OG0011827	sp|Q8K3A2|TRPT1_MOUSE	tr|A0A5F8HHB9|A0A5F8HHB9_MONDO
OG0011828	sp|Q3UY34|CSTOS_MOUSE	tr|F6PM66|F6PM66_MONDO
OG0011829	sp|P56475|GBRR1_MOUSE	tr|F6Q6H4|F6Q6H4_MONDO
OG0011830	sp|Q9D132|UPK1A_MOUSE	tr|F6R5Z0|F6R5Z0_MONDO
OG0011831	tr|D3YUE4|D3YUE4_MOUSE	tr|F6SG82|F6SG82_MONDO
OG0011832	sp|Q3UZP0|MALD2_MOUSE	tr|F6SYH6|F6SYH6_MONDO
OG0011833	sp|Q6A4J8|UBP7_MOUSE	tr|F6U4F9|F6U4F9_MONDO
OG0011834	sp|Q5RL79|KTAP2_MOUSE	tr|F6UKH1|F6UKH1_MONDO
OG0011835	sp|Q8R526|PK1L1_MOUSE	tr|F6UKS9|F6UKS9_MONDO
OG0011836	sp|Q922J6|TSN2_MOUSE	tr|F6ULW8|F6ULW8_MONDO
OG0011837	sp|Q9CWX4|RUSD4_MOUSE	tr|F6UR33|F6UR33_MONDO
OG0011838	sp|Q62422|OSTF1_MOUSE	tr|F6VJ90|F6VJ90_MONDO
OG0011839	sp|Q7JJ13|BRD2_MOUSE	tr|F6WJR0|F6WJR0_MONDO
OG0011840	sp|P21183|IL5RA_MOUSE	tr|F6WQJ6|F6WQJ6_MONDO
OG0011841	sp|Q8K4G5|ABLM1_MOUSE	tr|F6WTU7|F6WTU7_MONDO
OG0011842	sp|O89019|INVS_MOUSE	tr|F6WU66|F6WU66_MONDO
OG0011843	sp|O70491|STRA6_MOUSE	tr|F6X9H5|F6X9H5_MONDO
OG0011844	sp|Q8BQP9|R7BP_MOUSE	tr|F6XPX0|F6XPX0_MONDO
OG0011845	sp|Q04841|3MG_MOUSE	tr|F6YNB3|F6YNB3_MONDO
OG0011846	sp|O08901|BUB1_MOUSE	tr|F6YWN3|F6YWN3_MONDO
OG0011847	sp|Q924Z5|TRAM2_MOUSE	tr|F6YZB4|F6YZB4_MONDO
OG0011848	sp|Q80VW5|WHRN_MOUSE	tr|F6Z1R6|F6Z1R6_MONDO
OG0011849	sp|Q8BMD5|CDAC1_MOUSE	tr|F7A1J3|F7A1J3_MONDO
OG0011850	sp|Q9CQF4|MRES1_MOUSE	tr|F7AJX0|F7AJX0_MONDO
OG0011851	sp|P31041|CD28_MOUSE	tr|F7AY22|F7AY22_MONDO
OG0011852	sp|Q9ESB3|HRG_MOUSE	tr|F7B438|F7B438_MONDO
OG0011853	sp|Q8VI78|PLA1A_MOUSE	tr|F7B6S6|F7B6S6_MONDO
OG0011854	sp|Q9D9C7|CC062_MOUSE	tr|F7C853|F7C853_MONDO
OG0011855	sp|Q9WVF7|DPOE1_MOUSE	tr|F7CEM7|F7CEM7_MONDO
OG0011856	sp|Q91YI1|ATG13_MOUSE	tr|F7CFT0|F7CFT0_MONDO
OG0011857	sp|Q8C0R7|ZMY15_MOUSE	tr|F7CZB0|F7CZB0_MONDO
OG0011858	sp|Q8BJH1|ZC21A_MOUSE	tr|F7DH85|F7DH85_MONDO
OG0011859	sp|P62962|PROF1_MOUSE	tr|F7DMM7|F7DMM7_MONDO
OG0011860	sp|Q8K273|EMC5_MOUSE	tr|F7DXV9|F7DXV9_MONDO
OG0011861	sp|P13346|FOSB_MOUSE	tr|F7DZN7|F7DZN7_MONDO
OG0011862	sp|P59240|NPHP4_MOUSE	tr|F7EZ73|F7EZ73_MONDO
OG0011863	sp|Q6KCD5|NIPBL_MOUSE	tr|F7FKB7|F7FKB7_MONDO
OG0011864	sp|Q8VBW8|TTC36_MOUSE	tr|F7G9C7|F7G9C7_MONDO
OG0011865	tr|E9Q9A6|E9Q9A6_MOUSE	tr|F7GD26|F7GD26_MONDO
OG0011866	tr|Q8VFP0|Q8VFP0_MOUSE	tr|F7GIR9|F7GIR9_MONDO
OG0011867	sp|Q9D0V8|CINP_MOUSE	tr|F7GJF7|F7GJF7_MONDO
OG0011868	sp|Q3U1N2|SRBP2_MOUSE	tr|H9H709|H9H709_MONDO
OG0011869	sp|P97461|RS5_MOUSE	tr|H9H9J7|H9H9J7_MONDO
OG0011870	sp|Q6NZQ4|PAXI1_MOUSE	tr|K7E2Y2|K7E2Y2_MONDO
OG0011871	sp|Q80TF6|STAR9_MOUSE	tr|K7E4J1|K7E4J1_MONDO
OG0011872	sp|Q811U4|MFN1_MOUSE	tr|A0A5F8G366|A0A5F8G366_MONDO
OG0011873	sp|Q8BL74|TF3C2_MOUSE	tr|A0A5F8G6R8|A0A5F8G6R8_MONDO
OG0011874	sp|O88543|CSN3_MOUSE	tr|A0A5F8G7V5|A0A5F8G7V5_MONDO
OG0011875	sp|Q924C5|ALPK3_MOUSE	tr|A0A5F8G8Q0|A0A5F8G8Q0_MONDO
OG0011876	sp|Q99LP8|YIPF2_MOUSE	tr|A0A5F8GCX0|A0A5F8GCX0_MONDO
OG0011877	sp|Q6ZQH8|NU188_MOUSE	tr|A0A5F8GD79|A0A5F8GD79_MONDO
OG0011878	sp|Q9WV30|NFAT5_MOUSE	tr|A0A5F8GEI3|A0A5F8GEI3_MONDO
OG0011879	sp|Q9Z1Q9|SYVC_MOUSE	tr|A0A5F8GPV9|A0A5F8GPV9_MONDO
OG0011880	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|A0A5F8GQR0|A0A5F8GQR0_MONDO
OG0011881	tr|E9PUU5|E9PUU5_MOUSE	tr|A0A5F8GS13|A0A5F8GS13_MONDO
OG0011882	sp|Q8BYH7|TBC17_MOUSE	tr|A0A5F8GXB2|A0A5F8GXB2_MONDO
OG0011883	sp|Q8BS35|ALKMO_MOUSE	tr|A0A5F8GXL4|A0A5F8GXL4_MONDO
OG0011884	sp|Q6ZWY3|RS27L_MOUSE	tr|A0A5F8H0P7|A0A5F8H0P7_MONDO
OG0011885	sp|G3X9J0|SI1L3_MOUSE	tr|A0A5F8H1K7|A0A5F8H1K7_MONDO
OG0011886	sp|Q8BTI9|PK3CB_MOUSE	tr|A0A5F8H240|A0A5F8H240_MONDO
OG0011887	sp|Q8K4Q6|NEIL1_MOUSE	tr|A0A5F8H7E1|A0A5F8H7E1_MONDO
OG0011888	sp|Q9QYY0|GAB1_MOUSE	tr|A0A5F8HDD5|A0A5F8HDD5_MONDO
OG0011889	sp|P46061|RAGP1_MOUSE	tr|A0A5F8HJZ5|A0A5F8HJZ5_MONDO
OG0011890	sp|A2RST1|MGST2_MOUSE	tr|A0A5F8HKF6|A0A5F8HKF6_MONDO
OG0011891	sp|Q6PFD6|KI18B_MOUSE	tr|F6R183|F6R183_MONDO
OG0011892	sp|Q3UFK8|FRMD8_MOUSE	tr|F6TF58|F6TF58_MONDO
OG0011893	sp|Q9JI70|MKKS_MOUSE	tr|F6TP16|F6TP16_MONDO
OG0011894	sp|Q08857|CD36_MOUSE	tr|F6VKJ7|F6VKJ7_MONDO
OG0011895	sp|Q9WTP6|KAD2_MOUSE	tr|F6VYY4|F6VYY4_MONDO
OG0011896	sp|P23950|TISB_MOUSE	tr|F6WNM4|F6WNM4_MONDO
OG0011897	sp|Q80WC1|UBN2_MOUSE	tr|F6WS29|F6WS29_MONDO
OG0011898	sp|Q9D738|ASB12_MOUSE	tr|F6WTX7|F6WTX7_MONDO
OG0011899	sp|Q9CQC2|COL_MOUSE	tr|F6X7L4|F6X7L4_MONDO
OG0011900	sp|Q9QYH9|TNF14_MOUSE	tr|F6YQ65|F6YQ65_MONDO
OG0011901	sp|Q9D3A8|CAPON_MOUSE	tr|F6ZFI7|F6ZFI7_MONDO
OG0011902	sp|Q9Z1T6|FYV1_MOUSE	tr|F6ZR73|F6ZR73_MONDO
OG0011903	sp|Q8BTP0|PIGZ_MOUSE	tr|F6ZS16|F6ZS16_MONDO
OG0011904	sp|O35658|C1QBP_MOUSE	tr|F6ZVX5|F6ZVX5_MONDO
OG0011905	sp|Q810N9|CC172_MOUSE	tr|F7A9G3|F7A9G3_MONDO
OG0011906	sp|Q8BHS3|RBM22_MOUSE	tr|F7AX36|F7AX36_MONDO
OG0011907	sp|Q3U1Z5|GPSM3_MOUSE	tr|F7BYC4|F7BYC4_MONDO
OG0011908	sp|Q8CC86|PNCB_MOUSE	tr|F7CI40|F7CI40_MONDO
OG0011909	sp|Q9D1F3|EOLA1_MOUSE	tr|F7CZ69|F7CZ69_MONDO
OG0011910	sp|Q7TQJ8|WTIP_MOUSE	tr|F7DZX4|F7DZX4_MONDO
OG0011911	sp|O09127|EPHA8_MOUSE	tr|F7EB26|F7EB26_MONDO
OG0011912	sp|Q02739|CXB5_MOUSE	tr|F7EJS7|F7EJS7_MONDO
OG0011913	sp|Q9CQC5|BORG2_MOUSE	tr|F7EKQ1|F7EKQ1_MONDO
OG0011914	sp|Q65Z93|YPEL4_MOUSE	tr|F7ERY8|F7ERY8_MONDO
OG0011915	tr|Q8VFE7|Q8VFE7_MOUSE	tr|F7F4X1|F7F4X1_MONDO
OG0011916	sp|Q8R121|ZPI_MOUSE	tr|F7G300|F7G300_MONDO
OG0011917	sp|P0CB42|ALKB1_MOUSE	tr|F7GGQ9|F7GGQ9_MONDO
OG0011918	sp|Q99N43|KREM1_MOUSE	tr|H9H6Q3|H9H6Q3_MONDO
OG0011919	sp|Q3UP87|ELNE_MOUSE	tr|H9H6Q5|H9H6Q5_MONDO
OG0011920	sp|Q810F8|TBX10_MOUSE	tr|H9H7X8|H9H7X8_MONDO
OG0011921	sp|Q9R0Q7|TEBP_MOUSE	tr|K7E0U7|K7E0U7_MONDO
OG0011922	sp|Q9WUA2|SYFB_MOUSE	tr|K7E5Q8|K7E5Q8_MONDO
OG0011923	sp|P16382|IL4RA_MOUSE	tr|K7E6C0|K7E6C0_MONDO
OG0011924	sp|Q7M6Y2|SOX11_MOUSE	tr|A0A5F8G6I0|A0A5F8G6I0_MONDO
OG0011925	sp|Q9D8Q6|OCAT1_MOUSE	tr|A0A5F8G7X7|A0A5F8G7X7_MONDO
OG0011926	sp|Q6PDM4|IHO1_MOUSE	tr|A0A5F8GFR2|A0A5F8GFR2_MONDO
OG0011927	sp|Q8R1C6|MET22_MOUSE	tr|A0A5F8GHU4|A0A5F8GHU4_MONDO
OG0011928	sp|P62196|PRS8_MOUSE	tr|A0A5F8GI59|A0A5F8GI59_MONDO
OG0011929	sp|O54689|CCR6_MOUSE	tr|A0A5F8GLZ2|A0A5F8GLZ2_MONDO
OG0011930	sp|Q7TQ95|LNP_MOUSE	tr|A0A5F8GSM8|A0A5F8GSM8_MONDO
OG0011931	sp|Q9D6Y7|MSRA_MOUSE	tr|A0A5F8GTZ7|A0A5F8GTZ7_MONDO
OG0011932	sp|Q2VLH6|C163A_MOUSE	tr|A0A5F8H3R6|A0A5F8H3R6_MONDO
OG0011933	sp|Q9Z1E3|IKBA_MOUSE	tr|A0A5F8H5D6|A0A5F8H5D6_MONDO
OG0011934	sp|Q8K411|PREP_MOUSE	tr|A0A5F8H771|A0A5F8H771_MONDO
OG0011935	sp|Q8C0M0|WDR59_MOUSE	tr|A0A5F8H9P3|A0A5F8H9P3_MONDO
OG0011936	sp|Q920G9|GMCL1_MOUSE	tr|A0A5F8HAT8|A0A5F8HAT8_MONDO
OG0011937	sp|P35279|RAB6A_MOUSE	tr|A0A5F8HCT1|A0A5F8HCT1_MONDO
OG0011938	sp|Q9CWL8|CTBL1_MOUSE	tr|A0A5F8HHK0|A0A5F8HHK0_MONDO
OG0011939	sp|O55236|MCE1_MOUSE	tr|A0A5F8HKX8|A0A5F8HKX8_MONDO
OG0011940	sp|Q8C432|RN182_MOUSE	tr|F6Q9S1|F6Q9S1_MONDO
OG0011941	sp|Q80VF6|F181B_MOUSE	tr|F6R5L7|F6R5L7_MONDO
OG0011942	sp|Q5XJE5|LEO1_MOUSE	tr|F6RIH3|F6RIH3_MONDO
OG0011943	sp|Q91VC7|PP14A_MOUSE	tr|F6SCU8|F6SCU8_MONDO
OG0011944	sp|Q9CX92|CXE1_MOUSE	tr|F6SMX3|F6SMX3_MONDO
OG0011945	sp|Q8BMS2|SPON2_MOUSE	tr|F6SVP6|F6SVP6_MONDO
OG0011946	sp|Q9Z1W5|SERP1_MOUSE	tr|F6T2I4|F6T2I4_MONDO
OG0011947	sp|Q8BG07|PLD4_MOUSE	tr|F6TEV9|F6TEV9_MONDO
OG0011948	sp|P25085|IL1RA_MOUSE	tr|F6TEW6|F6TEW6_MONDO
OG0011949	sp|Q6PGG2|GMIP_MOUSE	tr|F6U6G7|F6U6G7_MONDO
OG0011950	sp|A3KGF9|CCD9B_MOUSE	tr|F6U9N1|F6U9N1_MONDO
OG0011951	sp|Q7TMI3|UHRF2_MOUSE	tr|F6UK80|F6UK80_MONDO
OG0011952	sp|Q0VEE6|ZN800_MOUSE	tr|F6UKB3|F6UKB3_MONDO
OG0011953	sp|A7L9Z8|AT2C2_MOUSE	tr|F6ULX9|F6ULX9_MONDO
OG0011954	sp|Q5NCR9|NSRP1_MOUSE	tr|F6VV70|F6VV70_MONDO
OG0011955	sp|Q80ZQ5|JAZF1_MOUSE	tr|F6WAV0|F6WAV0_MONDO
OG0011956	sp|Q08297|RAD51_MOUSE	tr|F6WB93|F6WB93_MONDO
OG0011957	sp|Q9D2J7|ANKE1_MOUSE	tr|F6X0G0|F6X0G0_MONDO
OG0011958	sp|P17679|GATA1_MOUSE	tr|F6X583|F6X583_MONDO
OG0011959	sp|Q9CQW5|LEG2_MOUSE	tr|F6XMY8|F6XMY8_MONDO
OG0011960	sp|Q91X58|ZFN2B_MOUSE	tr|F6XYA9|F6XYA9_MONDO
OG0011961	sp|P24472|GSTA4_MOUSE	tr|F6YZH5|F6YZH5_MONDO
OG0011962	sp|Q9JHI8|NOX4_MOUSE	tr|F6Z703|F6Z703_MONDO
OG0011963	sp|Q9R118|HTRA1_MOUSE	tr|F6ZXU8|F6ZXU8_MONDO
OG0011964	sp|Q9D7J4|COX20_MOUSE	tr|F7AFX2|F7AFX2_MONDO
OG0011965	sp|Q8CHS8|VP37A_MOUSE	tr|F7AXY2|F7AXY2_MONDO
OG0011966	sp|Q8BYH8|CHD9_MOUSE	tr|F7AZC2|F7AZC2_MONDO
OG0011967	sp|P08553|NFM_MOUSE	tr|F7BYP0|F7BYP0_MONDO
OG0011968	sp|P70180|ANPRC_MOUSE	tr|F7BZD7|F7BZD7_MONDO
OG0011969	sp|Q3UZ09|C1RL_MOUSE	tr|F7C5M9|F7C5M9_MONDO
OG0011970	sp|Q06507|ATF4_MOUSE	tr|F7CPU4|F7CPU4_MONDO
OG0011971	sp|Q8C166|CPNE1_MOUSE	tr|F7D9F5|F7D9F5_MONDO
OG0011972	sp|Q80VH0|BANK1_MOUSE	tr|F7DL98|F7DL98_MONDO
OG0011973	sp|Q9Z1Z2|STRAP_MOUSE	tr|F7F2C8|F7F2C8_MONDO
OG0011974	sp|Q8K124|PKHO2_MOUSE	tr|F7F7J7|F7F7J7_MONDO
OG0011975	sp|Q8CFH6|SIK2_MOUSE	tr|F7FKT7|F7FKT7_MONDO
OG0011976	sp|Q61468|MSLN_MOUSE	tr|F7FV80|F7FV80_MONDO
OG0011977	sp|P97429|ANXA4_MOUSE	tr|F7GDF3|F7GDF3_MONDO
OG0011978	sp|Q99MI1|RB6I2_MOUSE	tr|F7GK59|F7GK59_MONDO
OG0011979	sp|Q9Z2B2|UCP5_MOUSE	tr|H9H7G9|H9H7G9_MONDO
OG0011980	sp|Q99PF4|CAD23_MOUSE	tr|H9H9M3|H9H9M3_MONDO
OG0011981	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A5F8G271|A0A5F8G271_MONDO
OG0011982	sp|P15116|CADH2_MOUSE	tr|A0A5F8G9M3|A0A5F8G9M3_MONDO
OG0011983	sp|Q6ZWQ7|SPCS3_MOUSE	tr|A0A5F8GFX7|A0A5F8GFX7_MONDO
OG0011984	sp|Q8R3C1|CB042_MOUSE	tr|A0A5F8GG27|A0A5F8GG27_MONDO
OG0011985	sp|Q99M71|EPDR1_MOUSE	tr|A0A5F8GHQ1|A0A5F8GHQ1_MONDO
OG0011986	sp|Q9CXY6|ILF2_MOUSE	tr|A0A5F8GM07|A0A5F8GM07_MONDO
OG0011987	sp|Q99JY3|GIMA4_MOUSE	tr|A0A5F8GMP9|A0A5F8GMP9_MONDO
OG0011988	sp|Q61247|A2AP_MOUSE	tr|A0A5F8GU72|A0A5F8GU72_MONDO
OG0011989	sp|Q8K2A1|GULP1_MOUSE	tr|A0A5F8H2D5|A0A5F8H2D5_MONDO
OG0011990	sp|Q5RJB0|BHA09_MOUSE	tr|A0A5F8HKL9|A0A5F8HKL9_MONDO
OG0011991	tr|E9PY16|E9PY16_MOUSE	tr|F6PG00|F6PG00_MONDO
OG0011992	sp|Q99ME7|TBX19_MOUSE	tr|F6PMR4|F6PMR4_MONDO
