Orthogroup	Mus_musculus	Chinchilla_lanigera
OG0010248	sp|A2AKE7|ACL10_MOUSE	tr|A0A8C2WBP5|A0A8C2WBP5_CHILA
OG0010249	sp|Q505D7|OPA3_MOUSE	tr|A0A8C2YIE0|A0A8C2YIE0_CHILA
OG0010250	sp|Q8CFC7|CLASR_MOUSE	tr|A0A8C2YJF5|A0A8C2YJF5_CHILA
OG0010251	sp|Q9JHJ8|ICOSL_MOUSE	tr|A0A8C2YL17|A0A8C2YL17_CHILA
OG0010252	sp|P08249|MDHM_MOUSE	tr|A0A8C2YMB5|A0A8C2YMB5_CHILA
OG0010253	sp|Q8BSD4|CXD4_MOUSE	tr|A0A8C2YML8|A0A8C2YML8_CHILA
OG0010254	sp|Q9D3D0|TTPAL_MOUSE	tr|A0A8C2YND4|A0A8C2YND4_CHILA
OG0010255	sp|Q9Z0K7|SLUR1_MOUSE	tr|A0A8C2YNK1|A0A8C2YNK1_CHILA
OG0010256	sp|Q05915|GCH1_MOUSE	tr|A0A8C2YPG8|A0A8C2YPG8_CHILA
OG0010257	sp|Q8K021|SCAM1_MOUSE	tr|A0A8C2YQ58|A0A8C2YQ58_CHILA
OG0010258	sp|Q9EQF6|DPYL5_MOUSE	tr|A0A8C2YR98|A0A8C2YR98_CHILA
OG0010259	sp|Q921T2|TOIP1_MOUSE	tr|A0A8C2YTB9|A0A8C2YTB9_CHILA
OG0010260	sp|Q9WUT7|CCR9_MOUSE	tr|A0A8C2YU64|A0A8C2YU64_CHILA
OG0010261	sp|Q924W6|TRI66_MOUSE	tr|A0A8C2YUG5|A0A8C2YUG5_CHILA
OG0010262	sp|P0C5K0|SBK3_MOUSE	tr|A0A8C2UGJ3|A0A8C2UGJ3_CHILA
OG0010263	sp|Q3UU94|MANS4_MOUSE	tr|A0A8C2UIV5|A0A8C2UIV5_CHILA
OG0010264	sp|Q3UK10|B9D2_MOUSE	tr|A0A8C2UJG6|A0A8C2UJG6_CHILA
OG0010265	sp|Q9CY24|T179B_MOUSE	tr|A0A8C2UJR8|A0A8C2UJR8_CHILA
OG0010266	sp|Q8BHK1|NIPA1_MOUSE	tr|A0A8C2UMG8|A0A8C2UMG8_CHILA
OG0010267	sp|Q9QWV4|MLF1_MOUSE	tr|A0A8C2UMN4|A0A8C2UMN4_CHILA
OG0010268	sp|Q8BKE9|IFT74_MOUSE	tr|A0A8C2UNB2|A0A8C2UNB2_CHILA
OG0010269	sp|Q8R0A7|K0513_MOUSE	tr|A0A8C2UPE2|A0A8C2UPE2_CHILA
OG0010270	sp|Q8BP31|RN122_MOUSE	tr|A0A8C2UR13|A0A8C2UR13_CHILA
OG0010271	sp|Q8BG31|VEXIN_MOUSE	tr|A0A8C2US16|A0A8C2US16_CHILA
OG0010272	sp|P59235|NUP43_MOUSE	tr|A0A8C2US72|A0A8C2US72_CHILA
OG0010273	sp|Q4V9W2|SR1IP_MOUSE	tr|A0A8C2USD1|A0A8C2USD1_CHILA
OG0010274	sp|P42866|OPRM_MOUSE	tr|A0A8C2UTV2|A0A8C2UTV2_CHILA
OG0010275	sp|Q8CJC5|NEUL3_MOUSE	tr|A0A8C2UTZ7|A0A8C2UTZ7_CHILA
OG0010276	sp|Q8BZJ8|CH034_MOUSE	tr|A0A8C2UUN0|A0A8C2UUN0_CHILA
OG0010277	sp|Q5XJY6|FANCB_MOUSE	tr|A0A8C2UUT8|A0A8C2UUT8_CHILA
OG0010278	sp|Q3U1J4|DDB1_MOUSE	tr|A0A8C2UVB3|A0A8C2UVB3_CHILA
OG0010279	sp|Q5FWI2|SCTR_MOUSE	tr|A0A8C2UVW3|A0A8C2UVW3_CHILA
OG0010280	sp|Q61658|HESX1_MOUSE	tr|A0A8C2UX46|A0A8C2UX46_CHILA
OG0010281	sp|P59280|KLHL8_MOUSE	tr|A0A8C2UY28|A0A8C2UY28_CHILA
OG0010282	sp|Q8VD37|SGIP1_MOUSE	tr|A0A8C2UY64|A0A8C2UY64_CHILA
OG0010283	sp|Q62009|POSTN_MOUSE	tr|A0A8C2UY66|A0A8C2UY66_CHILA
OG0010284	sp|Q9D853|EFMT2_MOUSE	tr|A0A8C2UYP7|A0A8C2UYP7_CHILA
OG0010285	sp|Q63829|COMD3_MOUSE	tr|A0A8C2UZB5|A0A8C2UZB5_CHILA
OG0010286	sp|Q8C138|ADTRP_MOUSE	tr|A0A8C2UZS0|A0A8C2UZS0_CHILA
OG0010287	tr|J3QMD1|J3QMD1_MOUSE	tr|A0A8C2V1R5|A0A8C2V1R5_CHILA
OG0010288	sp|Q8CAQ8|MIC60_MOUSE	tr|A0A8C2V1V5|A0A8C2V1V5_CHILA
OG0010289	sp|Q9CQS5|RIOK2_MOUSE	tr|A0A8C2V4W3|A0A8C2V4W3_CHILA
OG0010290	sp|Q9R1E6|ENPP2_MOUSE	tr|A0A8C2V632|A0A8C2V632_CHILA
OG0010291	sp|Q7TNE1|SUCHY_MOUSE	tr|A0A8C2V8S3|A0A8C2V8S3_CHILA
OG0010292	sp|Q04758|IPKB_MOUSE	tr|A0A8C2V9Q9|A0A8C2V9Q9_CHILA
OG0010293	sp|P29788|VTNC_MOUSE	tr|A0A8C2VB42|A0A8C2VB42_CHILA
OG0010294	sp|Q8C8T8|TSR2_MOUSE	tr|A0A8C2VBW0|A0A8C2VBW0_CHILA
OG0010295	sp|Q9QZ05|E2AK4_MOUSE	tr|A0A8C2VDP0|A0A8C2VDP0_CHILA
OG0010296	sp|Q6P5D8|SMHD1_MOUSE	tr|A0A8C2VFY0|A0A8C2VFY0_CHILA
OG0010297	sp|Q80YY7|ZN618_MOUSE	tr|A0A8C2VGA1|A0A8C2VGA1_CHILA
OG0010298	sp|P53612|PGTB2_MOUSE	tr|A0A8C2VHN3|A0A8C2VHN3_CHILA
OG0010299	sp|Q8K3F2|MMP21_MOUSE	tr|A0A8C2VHW5|A0A8C2VHW5_CHILA
OG0010300	sp|Q9Z1V0|OLF49_MOUSE	tr|A0A8C2VIE5|A0A8C2VIE5_CHILA
OG0010301	sp|Q925D8|TS1R3_MOUSE	tr|A0A8C2VKX6|A0A8C2VKX6_CHILA
OG0010302	sp|Q8VIM4|BSND_MOUSE	tr|A0A8C2VM69|A0A8C2VM69_CHILA
OG0010303	sp|A6X8Z5|RHG31_MOUSE	tr|A0A8C2VM80|A0A8C2VM80_CHILA
OG0010304	sp|E9PVA8|GCN1_MOUSE	tr|A0A8C2VN10|A0A8C2VN10_CHILA
OG0010305	sp|Q9R182|ANGL3_MOUSE	tr|A0A8C2VN29|A0A8C2VN29_CHILA
OG0010306	sp|Q91V81|RBM42_MOUSE	tr|A0A8C2VPM2|A0A8C2VPM2_CHILA
OG0010307	sp|P24369|PPIB_MOUSE	tr|A0A8C2VQE9|A0A8C2VQE9_CHILA
OG0010308	sp|Q9CZ05|AT7L1_MOUSE	tr|A0A8C2VR75|A0A8C2VR75_CHILA
OG0010309	sp|Q9R0T8|IKKE_MOUSE	tr|A0A8C2VT69|A0A8C2VT69_CHILA
OG0010310	sp|E9Q735|UBE4A_MOUSE	tr|A0A8C2W057|A0A8C2W057_CHILA
OG0010311	sp|Q3UHC7|DAB2P_MOUSE	tr|A0A8C2W1C7|A0A8C2W1C7_CHILA
OG0010312	sp|Q8K2B0|SC65_MOUSE	tr|A0A8C2W1D2|A0A8C2W1D2_CHILA
OG0010313	sp|Q8K3U4|DFB36_MOUSE	tr|A0A8C2W3W3|A0A8C2W3W3_CHILA
OG0010314	sp|Q8R2V3|ZN445_MOUSE	tr|A0A8C2W581|A0A8C2W581_CHILA
OG0010315	sp|Q80ZU9|G137A_MOUSE	tr|A0A8C2WBN2|A0A8C2WBN2_CHILA
OG0010316	sp|P52955|LBX1_MOUSE	tr|A0A8C2YIT0|A0A8C2YIT0_CHILA
OG0010317	sp|Q8K2X3|STN1_MOUSE	tr|A0A8C2YJ12|A0A8C2YJ12_CHILA
OG0010318	sp|Q8BHL7|C42S1_MOUSE	tr|A0A8C2YJ13|A0A8C2YJ13_CHILA
OG0010319	sp|Q5U4F6|DC2I2_MOUSE	tr|A0A8C2YJX3|A0A8C2YJX3_CHILA
OG0010320	sp|A2ARI4|LGR4_MOUSE	tr|A0A8C2YK42|A0A8C2YK42_CHILA
OG0010321	sp|Q8BLD6|ANR55_MOUSE	tr|A0A8C2YM38|A0A8C2YM38_CHILA
OG0010322	sp|P49722|PSA2_MOUSE	tr|A0A8C2YM82|A0A8C2YM82_CHILA
OG0010323	sp|Q9QXW2|FBXW5_MOUSE	tr|A0A8C2YMJ7|A0A8C2YMJ7_CHILA
OG0010324	sp|P12960|CNTN1_MOUSE	tr|A0A8C2YQ46|A0A8C2YQ46_CHILA
OG0010325	sp|Q9WVS8|MK07_MOUSE	tr|A0A8C2YQM5|A0A8C2YQM5_CHILA
OG0010326	sp|Q8R4X1|ACER1_MOUSE	tr|A0A8C2YR16|A0A8C2YR16_CHILA
OG0010327	sp|Q62351|TFR1_MOUSE	tr|A0A8C2YSY3|A0A8C2YSY3_CHILA
OG0010328	sp|Q8BLK3|LSAMP_MOUSE	tr|A0A8C2YT70|A0A8C2YT70_CHILA
OG0010329	sp|Q64695|EPCR_MOUSE	tr|A0A8C2YU58|A0A8C2YU58_CHILA
OG0010330	tr|Q8BSD7|Q8BSD7_MOUSE	tr|A0A8C2YV57|A0A8C2YV57_CHILA
OG0010331	sp|Q571C7|BDP1_MOUSE	tr|A0A8C2UF98|A0A8C2UF98_CHILA
OG0010332	tr|Q8BZ82|Q8BZ82_MOUSE	tr|A0A8C2UKN2|A0A8C2UKN2_CHILA
OG0010333	sp|Q6DFW0|CI072_MOUSE	tr|A0A8C2ULC5|A0A8C2ULC5_CHILA
OG0010334	sp|D3Z3C6|ZFAN4_MOUSE	tr|A0A8C2ULP6|A0A8C2ULP6_CHILA
OG0010335	sp|Q8C3L1|SSUH2_MOUSE	tr|A0A8C2UMG3|A0A8C2UMG3_CHILA
OG0010336	sp|Q9ESG6|P2Y14_MOUSE	tr|A0A8C2UPK1|A0A8C2UPK1_CHILA
OG0010337	sp|P31786|ACBP_MOUSE	tr|A0A8C2UR26|A0A8C2UR26_CHILA
OG0010338	tr|A0A087WSD2|A0A087WSD2_MOUSE	tr|A0A8C2UR94|A0A8C2UR94_CHILA
OG0010339	sp|P59268|ZDHC9_MOUSE	tr|A0A8C2URD7|A0A8C2URD7_CHILA
OG0010340	sp|Q9EQX0|GHRL_MOUSE	tr|A0A8C2URI3|A0A8C2URI3_CHILA
OG0010341	sp|Q8R4N0|CLYBL_MOUSE	tr|A0A8C2URV2|A0A8C2URV2_CHILA
OG0010342	sp|Q91VT1|NSE2_MOUSE	tr|A0A8C2USE3|A0A8C2USE3_CHILA
OG0010343	sp|Q8K402|TBX22_MOUSE	tr|A0A8C2USL2|A0A8C2USL2_CHILA
OG0010344	sp|Q80TS7|DEND_MOUSE	tr|A0A8C2UU52|A0A8C2UU52_CHILA
OG0010345	sp|Q8C156|CND2_MOUSE	tr|A0A8C2UV53|A0A8C2UV53_CHILA
OG0010346	sp|Q9D9M5|PHOP2_MOUSE	tr|A0A8C2UWJ7|A0A8C2UWJ7_CHILA
OG0010347	sp|Q8BGD8|COA6_MOUSE	tr|A0A8C2UWK1|A0A8C2UWK1_CHILA
OG0010348	sp|Q9D3N8|GRTP1_MOUSE	tr|A0A8C2UY51|A0A8C2UY51_CHILA
OG0010349	sp|Q8BMP4|GPER1_MOUSE	tr|A0A8C2UZP4|A0A8C2UZP4_CHILA
OG0010350	sp|Q9D9R3|SPAT9_MOUSE	tr|A0A8C2V0W2|A0A8C2V0W2_CHILA
OG0010351	sp|Q8R1Q3|ANGL7_MOUSE	tr|A0A8C2V3L0|A0A8C2V3L0_CHILA
OG0010352	sp|Q9ET43|CLD12_MOUSE	tr|A0A8C2V453|A0A8C2V453_CHILA
OG0010353	sp|Q3UR97|SNX21_MOUSE	tr|A0A8C2V6V0|A0A8C2V6V0_CHILA
OG0010354	sp|Q9CQP0|RM33_MOUSE	tr|A0A8C2V6X3|A0A8C2V6X3_CHILA
OG0010355	tr|D3Z3I0|D3Z3I0_MOUSE	tr|A0A8C2V860|A0A8C2V860_CHILA
OG0010356	sp|Q8BLR9|HIF1N_MOUSE	tr|A0A8C2V947|A0A8C2V947_CHILA
OG0010357	sp|Q8VCY8|PLPR2_MOUSE	tr|A0A8C2VBQ7|A0A8C2VBQ7_CHILA
OG0010358	sp|Q5XFZ0|CR021_MOUSE	tr|A0A8C2VCF6|A0A8C2VCF6_CHILA
OG0010359	sp|Q8BP92|RCN2_MOUSE	tr|A0A8C2VD50|A0A8C2VD50_CHILA
OG0010360	sp|O54983|CRYM_MOUSE	tr|A0A8C2VDP7|A0A8C2VDP7_CHILA
OG0010361	sp|Q8CFD4|SNX8_MOUSE	tr|A0A8C2VDX6|A0A8C2VDX6_CHILA
OG0010362	sp|P70180|ANPRC_MOUSE	tr|A0A8C2VFM4|A0A8C2VFM4_CHILA
OG0010363	sp|Q9CQV3|SPB11_MOUSE	tr|A0A8C2VGF3|A0A8C2VGF3_CHILA
OG0010364	sp|Q8VCF1|CANT1_MOUSE	tr|A0A8C2VIR7|A0A8C2VIR7_CHILA
OG0010365	sp|Q3UMF9|FAXC_MOUSE	tr|A0A8C2VJA6|A0A8C2VJA6_CHILA
OG0010366	sp|Q3ZK22|VEZA_MOUSE	tr|A0A8C2VJD5|A0A8C2VJD5_CHILA
OG0010367	sp|Q9Z1W4|GDF11_MOUSE	tr|A0A8C2VJT4|A0A8C2VJT4_CHILA
OG0010368	sp|Q8BXJ9|TMM62_MOUSE	tr|A0A8C2VKF4|A0A8C2VKF4_CHILA
OG0010369	sp|Q9Z2Y3|HOME1_MOUSE	tr|A0A8C2VKK6|A0A8C2VKK6_CHILA
OG0010370	sp|Q9EQU3|TLR9_MOUSE	tr|A0A8C2VLY8|A0A8C2VLY8_CHILA
OG0010371	sp|Q9JHZ2|ANKH_MOUSE	tr|A0A8C2VM75|A0A8C2VM75_CHILA
OG0010372	sp|Q9DCL2|CIA2A_MOUSE	tr|A0A8C2VPJ5|A0A8C2VPJ5_CHILA
OG0010373	sp|Q8R088|GLP3L_MOUSE	tr|A0A8C2VR32|A0A8C2VR32_CHILA
OG0010374	sp|Q80VQ1|LRRC1_MOUSE	tr|A0A8C2VS64|A0A8C2VS64_CHILA
OG0010375	sp|Q6PAL7|AHDC1_MOUSE	tr|A0A8C2VSP3|A0A8C2VSP3_CHILA
OG0010376	sp|Q8BKZ9|ODPX_MOUSE	tr|A0A8C2VV46|A0A8C2VV46_CHILA
OG0010377	sp|Q9JJ57|KCIP1_MOUSE	tr|A0A8C2VVP1|A0A8C2VVP1_CHILA
OG0010378	sp|Q7TQ69|TMC3_MOUSE	tr|A0A8C2VX19|A0A8C2VX19_CHILA
OG0010379	sp|Q8CCJ3|UFL1_MOUSE	tr|A0A8C2VX27|A0A8C2VX27_CHILA
OG0010380	sp|O08717|INHBE_MOUSE	tr|A0A8C2VYC4|A0A8C2VYC4_CHILA
OG0010381	sp|O54962|BAF_MOUSE	tr|A0A8C2W0U4|A0A8C2W0U4_CHILA
OG0010382	sp|Q7TT79|MCPH1_MOUSE	tr|A0A8C2W1C2|A0A8C2W1C2_CHILA
OG0010383	sp|Q9D2H2|KAD7_MOUSE	tr|A0A8C2W1H7|A0A8C2W1H7_CHILA
OG0010384	sp|Q61017|GBGT2_MOUSE	tr|A0A8C2W214|A0A8C2W214_CHILA
OG0010385	sp|Q8CIV7|OVOL2_MOUSE	tr|A0A8C2W257|A0A8C2W257_CHILA
OG0010386	sp|Q07174|M3K8_MOUSE	tr|A0A8C2W4H6|A0A8C2W4H6_CHILA
OG0010387	sp|Q9QZ57|HSPB3_MOUSE	tr|A0A8C2W5P9|A0A8C2W5P9_CHILA
OG0010388	sp|Q3V096|ANR42_MOUSE	tr|A0A8C2W5Q3|A0A8C2W5Q3_CHILA
OG0010389	sp|Q9CRG1|TM7S3_MOUSE	tr|A0A8C2W6M5|A0A8C2W6M5_CHILA
OG0010390	tr|Q9D1B1|Q9D1B1_MOUSE	tr|A0A8C2W7E4|A0A8C2W7E4_CHILA
OG0010391	sp|O88693|CEGT_MOUSE	tr|A0A8C2W877|A0A8C2W877_CHILA
OG0010392	sp|A2A6A1|GPTC8_MOUSE	tr|A0A8C2WAW2|A0A8C2WAW2_CHILA
OG0010393	sp|Q9D0C1|RN115_MOUSE	tr|A0A8C2YIA6|A0A8C2YIA6_CHILA
OG0010394	sp|P41139|ID4_MOUSE	tr|A0A8C2YJ66|A0A8C2YJ66_CHILA
OG0010395	sp|Q9CQR4|ACO13_MOUSE	tr|A0A8C2YJ86|A0A8C2YJ86_CHILA
OG0010396	sp|Q9CYB0|TRI13_MOUSE	tr|A0A8C2YLU0|A0A8C2YLU0_CHILA
OG0010397	sp|O54785|LIMK2_MOUSE	tr|A0A8C2YMP8|A0A8C2YMP8_CHILA
OG0010398	sp|A2AIL4|NDUF6_MOUSE	tr|A0A8C2YMY9|A0A8C2YMY9_CHILA
OG0010399	sp|Q9Z307|KCJ16_MOUSE	tr|A0A8C2YN24|A0A8C2YN24_CHILA
OG0010400	sp|Q924H7|WAC_MOUSE	tr|A0A8C2YNZ6|A0A8C2YNZ6_CHILA
OG0010401	sp|Q8BQC3|IGDC3_MOUSE	tr|A0A8C2YQ13|A0A8C2YQ13_CHILA
OG0010402	sp|O89098|CYTF_MOUSE	tr|A0A8C2YTN6|A0A8C2YTN6_CHILA
OG0010403	sp|Q9D0E3|LYSM1_MOUSE	tr|A0A8C2UGJ2|A0A8C2UGJ2_CHILA
OG0010404	sp|Q9CQJ8|NDUB9_MOUSE	tr|A0A8C2UJ34|A0A8C2UJ34_CHILA
OG0010405	sp|Q9QXZ9|OPN4_MOUSE	tr|A0A8C2UKG0|A0A8C2UKG0_CHILA
OG0010406	tr|A0A286YCZ6|A0A286YCZ6_MOUSE	tr|A0A8C2UKS5|A0A8C2UKS5_CHILA
OG0010407	sp|O08641|SH3Y1_MOUSE	tr|A0A8C2UNV9|A0A8C2UNV9_CHILA
OG0010408	sp|P22389|EDN2_MOUSE	tr|A0A8C2UPG8|A0A8C2UPG8_CHILA
OG0010409	sp|Q3TYV2|HHLA1_MOUSE	tr|A0A8C2UPZ8|A0A8C2UPZ8_CHILA
OG0010410	sp|Q91VB2|KCC1G_MOUSE	tr|A0A8C2UR38|A0A8C2UR38_CHILA
OG0010411	sp|Q8VBV7|CSN8_MOUSE	tr|A0A8C2URQ1|A0A8C2URQ1_CHILA
OG0010412	sp|Q64151|SEM4C_MOUSE	tr|A0A8C2URV3|A0A8C2URV3_CHILA
OG0010413	sp|O09051|GUC2B_MOUSE	tr|A0A8C2USF9|A0A8C2USF9_CHILA
OG0010414	sp|Q9D0M2|CDCA7_MOUSE	tr|A0A8C2UTM2|A0A8C2UTM2_CHILA
OG0010415	sp|Q04859|MAK_MOUSE	tr|A0A8C2UWA6|A0A8C2UWA6_CHILA
OG0010416	sp|Q9JJF3|RIOX1_MOUSE	tr|A0A8C2UWZ1|A0A8C2UWZ1_CHILA
OG0010417	sp|Q80YT9|RBM11_MOUSE	tr|A0A8C2UYJ9|A0A8C2UYJ9_CHILA
OG0010418	sp|Q8VCM4|LIPT_MOUSE	tr|A0A8C2UZI2|A0A8C2UZI2_CHILA
OG0010419	sp|Q925G2|CYBR1_MOUSE	tr|A0A8C2V078|A0A8C2V078_CHILA
OG0010420	tr|D3YUE4|D3YUE4_MOUSE	tr|A0A8C2V0X0|A0A8C2V0X0_CHILA
OG0010421	sp|Q80WM9|TNR14_MOUSE	tr|A0A8C2V2R8|A0A8C2V2R8_CHILA
OG0010422	sp|Q91VY5|KDM4B_MOUSE	tr|A0A8C2V4H5|A0A8C2V4H5_CHILA
OG0010423	sp|Q8BRH0|TMTC3_MOUSE	tr|A0A8C2V532|A0A8C2V532_CHILA
OG0010424	sp|Q64321|ZBT7B_MOUSE	tr|A0A8C2V5J0|A0A8C2V5J0_CHILA
OG0010425	sp|P47757|CAPZB_MOUSE	tr|A0A8C2V6P0|A0A8C2V6P0_CHILA
OG0010426	sp|Q9D5R4|SPAT1_MOUSE	tr|A0A8C2V7G4|A0A8C2V7G4_CHILA
OG0010427	sp|Q8C790|F221A_MOUSE	tr|A0A8C2V7K8|A0A8C2V7K8_CHILA
OG0010428	sp|Q8BZM1|GLMN_MOUSE	tr|A0A8C2V960|A0A8C2V960_CHILA
OG0010429	sp|Q9D263|SPIT4_MOUSE	tr|A0A8C2VCM1|A0A8C2VCM1_CHILA
OG0010430	sp|Q8R5L3|VPS39_MOUSE	tr|A0A8C2VF17|A0A8C2VF17_CHILA
OG0010431	sp|Q9Z1F6|CNMD_MOUSE	tr|A0A8C2VFH5|A0A8C2VFH5_CHILA
OG0010432	sp|P52825|CPT2_MOUSE	tr|A0A8C2VGK5|A0A8C2VGK5_CHILA
OG0010433	sp|Q9ERE7|MESD_MOUSE	tr|A0A8C2VK64|A0A8C2VK64_CHILA
OG0010434	sp|Q8R400|ADIG_MOUSE	tr|A0A8C2VKG9|A0A8C2VKG9_CHILA
OG0010435	sp|P58242|ASM3B_MOUSE	tr|A0A8C2VKR2|A0A8C2VKR2_CHILA
OG0010436	sp|Q9D8N6|LIN37_MOUSE	tr|A0A8C2VKR7|A0A8C2VKR7_CHILA
OG0010437	sp|Q9CX99|GRAP_MOUSE	tr|A0A8C2VLD3|A0A8C2VLD3_CHILA
OG0010438	sp|A3KGS3|RGPA2_MOUSE	tr|A0A8C2VNC0|A0A8C2VNC0_CHILA
OG0010439	sp|Q80UP5|AN13A_MOUSE	tr|A0A8C2VNE6|A0A8C2VNE6_CHILA
OG0010440	sp|Q78RX3|SIM12_MOUSE	tr|A0A8C2VNR4|A0A8C2VNR4_CHILA
OG0010441	sp|Q8CB65|NEMP2_MOUSE	tr|A0A8C2VQ43|A0A8C2VQ43_CHILA
OG0010442	sp|Q64299|CCN3_MOUSE	tr|A0A8C2VQ64|A0A8C2VQ64_CHILA
OG0010443	sp|Q62463|V1AR_MOUSE	tr|A0A8C2VQT4|A0A8C2VQT4_CHILA
OG0010444	sp|Q5SUV1|RSAD1_MOUSE	tr|A0A8C2VTL5|A0A8C2VTL5_CHILA
OG0010445	sp|P43142|GP182_MOUSE	tr|A0A8C2VU61|A0A8C2VU61_CHILA
OG0010446	sp|Q8BFU3|RN214_MOUSE	tr|A0A8C2VU77|A0A8C2VU77_CHILA
OG0010447	sp|Q8K201|KCT2_MOUSE	tr|A0A8C2VXI5|A0A8C2VXI5_CHILA
OG0010448	sp|Q3V1L6|MTMRB_MOUSE	tr|A0A8C2VZL8|A0A8C2VZL8_CHILA
OG0010449	sp|Q3UYV9|NCBP1_MOUSE	tr|A0A8C2VZU1|A0A8C2VZU1_CHILA
OG0010450	tr|A0A571BE98|A0A571BE98_MOUSE	tr|A0A8C2W056|A0A8C2W056_CHILA
OG0010451	tr|E9Q271|E9Q271_MOUSE	tr|A0A8C2W0F0|A0A8C2W0F0_CHILA
OG0010452	sp|Q03358|MSX2_MOUSE	tr|A0A8C2W164|A0A8C2W164_CHILA
OG0010453	sp|Q923E4|SIR1_MOUSE	tr|A0A8C2W1H2|A0A8C2W1H2_CHILA
OG0010454	sp|O35125|LRC23_MOUSE	tr|A0A8C2W1K8|A0A8C2W1K8_CHILA
OG0010455	sp|Q8BTI7|ANR52_MOUSE	tr|A0A8C2W2H4|A0A8C2W2H4_CHILA
OG0010456	sp|Q9JHS4|CLPX_MOUSE	tr|A0A8C2W330|A0A8C2W330_CHILA
OG0010457	sp|Q9ERH7|HIPK3_MOUSE	tr|A0A8C2W3P6|A0A8C2W3P6_CHILA
OG0010458	sp|A0A1B0GSN8|SRTM2_MOUSE	tr|A0A8C2W5B1|A0A8C2W5B1_CHILA
OG0010459	sp|Q9D4F2|PLPP6_MOUSE	tr|A0A8C2W6L4|A0A8C2W6L4_CHILA
OG0010460	sp|Q9QWY8|ASAP1_MOUSE	tr|A0A8C2YIV2|A0A8C2YIV2_CHILA
OG0010461	sp|Q70KY4|FOXO6_MOUSE	tr|A0A8C2YJE8|A0A8C2YJE8_CHILA
OG0010462	sp|S4R2K0|DEFM_MOUSE	tr|A0A8C2YKT4|A0A8C2YKT4_CHILA
OG0010463	sp|Q8BSD5|SHE_MOUSE	tr|A0A8C2YLB9|A0A8C2YLB9_CHILA
OG0010464	sp|Q9CQ56|USE1_MOUSE	tr|A0A8C2YMN4|A0A8C2YMN4_CHILA
OG0010465	sp|Q8C6U2|S66A3_MOUSE	tr|A0A8C2YNV5|A0A8C2YNV5_CHILA
OG0010466	sp|Q6PAM1|TXLNA_MOUSE	tr|A0A8C2YQP6|A0A8C2YQP6_CHILA
OG0010467	sp|P45448|NR5A2_MOUSE	tr|A0A8C2YTI8|A0A8C2YTI8_CHILA
OG0010468	sp|Q9CRY7|GDPD1_MOUSE	tr|A0A8C2YUM8|A0A8C2YUM8_CHILA
OG0010469	sp|Q8BHG3|CC50B_MOUSE	tr|A0A8C2YV86|A0A8C2YV86_CHILA
OG0010470	sp|Q8CHS8|VP37A_MOUSE	tr|A0A8C2UJ38|A0A8C2UJ38_CHILA
OG0010471	sp|Q80WC1|UBN2_MOUSE	tr|A0A8C2UJD4|A0A8C2UJD4_CHILA
OG0010472	sp|Q3UFM5|NOM1_MOUSE	tr|A0A8C2UJG9|A0A8C2UJG9_CHILA
OG0010473	sp|P52950|DBX1_MOUSE	tr|A0A8C2UJR1|A0A8C2UJR1_CHILA
OG0010474	sp|O08989|RASM_MOUSE	tr|A0A8C2UMS2|A0A8C2UMS2_CHILA
OG0010475	sp|Q3TFK5|GPTC4_MOUSE	tr|A0A8C2UQ10|A0A8C2UQ10_CHILA
OG0010476	sp|P26187|MGMT_MOUSE	tr|A0A8C2UQ28|A0A8C2UQ28_CHILA
OG0010477	sp|D3YVE8|S35G2_MOUSE	tr|A0A8C2URQ3|A0A8C2URQ3_CHILA
OG0010478	sp|P68040|RACK1_MOUSE	tr|A0A8C2USX4|A0A8C2USX4_CHILA
OG0010479	sp|Q9CPZ1|CC198_MOUSE	tr|A0A8C2UTQ0|A0A8C2UTQ0_CHILA
OG0010480	sp|Q8BUG5|CAYP2_MOUSE	tr|A0A8C2UV91|A0A8C2UV91_CHILA
OG0010481	sp|P82343|RENBP_MOUSE	tr|A0A8C2UVD5|A0A8C2UVD5_CHILA
OG0010482	sp|Q812G0|MGT4A_MOUSE	tr|A0A8C2UXA3|A0A8C2UXA3_CHILA
OG0010483	sp|Q9ERF3|WDR61_MOUSE	tr|A0A8C2UYG0|A0A8C2UYG0_CHILA
OG0010484	sp|O88444|ADCY1_MOUSE	tr|A0A8C2UYU9|A0A8C2UYU9_CHILA
OG0010485	sp|Q8BGV9|ATG4D_MOUSE	tr|A0A8C2UZM9|A0A8C2UZM9_CHILA
OG0010486	sp|Q78IK4|MIC27_MOUSE	tr|A0A8C2V0E5|A0A8C2V0E5_CHILA
OG0010487	sp|Q9D2Y9|ELOV7_MOUSE	tr|A0A8C2V130|A0A8C2V130_CHILA
OG0010488	sp|Q9ES03|TBX20_MOUSE	tr|A0A8C2V3V5|A0A8C2V3V5_CHILA
OG0010489	sp|A0JLY1|CF210_MOUSE	tr|A0A8C2V446|A0A8C2V446_CHILA
OG0010490	sp|Q8R3D1|TBC13_MOUSE	tr|A0A8C2V4N8|A0A8C2V4N8_CHILA
OG0010491	sp|Q7M750|OPALI_MOUSE	tr|A0A8C2V5F7|A0A8C2V5F7_CHILA
OG0010492	sp|Q8VI88|ODFP4_MOUSE	tr|A0A8C2V5S1|A0A8C2V5S1_CHILA
OG0010493	sp|Q3TVA9|CC136_MOUSE	tr|A0A8C2V7M6|A0A8C2V7M6_CHILA
