Orthogroup	Mus_musculus	Neovison_vison
OG0010358	sp|P01580|IFNG_MOUSE	tr|A0A077D556|A0A077D556_NEOVI
OG0010359	sp|P28078|DMA_MOUSE	tr|A0A8C7AN23|A0A8C7AN23_NEOVI
OG0010360	sp|P48725|PCNT_MOUSE	tr|A0A8C7AUQ9|A0A8C7AUQ9_NEOVI
OG0010361	sp|P49722|PSA2_MOUSE	tr|A0A8C7B4E8|A0A8C7B4E8_NEOVI
OG0010362	sp|P54923|ADPRH_MOUSE	tr|U6CVF3|U6CVF3_NEOVI
OG0010363	sp|P59242|CING_MOUSE	tr|A0A8C7ES54|A0A8C7ES54_NEOVI
OG0010364	sp|P97808|FXYD5_MOUSE	tr|A0A8C7EUK5|A0A8C7EUK5_NEOVI
OG0010365	sp|Q01853|TERA_MOUSE	tr|A0A8C7BY17|A0A8C7BY17_NEOVI
OG0010366	sp|Q03147|CDK7_MOUSE	tr|A0A8C7BF54|A0A8C7BF54_NEOVI
OG0010367	sp|Q08AU7|MADL2_MOUSE	tr|A0A8C7BE54|A0A8C7BE54_NEOVI
OG0010368	sp|Q32M26|CK087_MOUSE	tr|A0A8C7BT53|A0A8C7BT53_NEOVI
OG0010369	tr|Q3T9V6|Q3T9V6_MOUSE	tr|A0A8C7A7F5|A0A8C7A7F5_NEOVI
OG0010370	sp|Q3TC93|H1BP3_MOUSE	tr|A0A8C7ER01|A0A8C7ER01_NEOVI
OG0010371	sp|Q3V1H1|CKAP2_MOUSE	tr|A0A8C7EQI0|A0A8C7EQI0_NEOVI
OG0010372	sp|Q5NC83|SPT48_MOUSE	tr|A0A8C7BUC8|A0A8C7BUC8_NEOVI
OG0010373	sp|Q5XG73|ACBD5_MOUSE	tr|A0A8C7CBA5|A0A8C7CBA5_NEOVI
OG0010374	sp|Q60778|IKBB_MOUSE	tr|A0A8C7EP75|A0A8C7EP75_NEOVI
OG0010375	sp|Q61687|ATRX_MOUSE	tr|A0A8C7C3H4|A0A8C7C3H4_NEOVI
OG0010376	sp|Q6NY15|TSG10_MOUSE	tr|A0A8C7C139|A0A8C7C139_NEOVI
OG0010377	sp|Q6P9R4|ARHGI_MOUSE	tr|A0A8C7BVV6|A0A8C7BVV6_NEOVI
OG0010378	sp|Q6PZD9|CEBPE_MOUSE	tr|A0A8C7BQ23|A0A8C7BQ23_NEOVI
OG0010379	sp|Q7TPM9|MTMRA_MOUSE	tr|A0A8C7AEF1|A0A8C7AEF1_NEOVI
OG0010380	sp|Q7TQ65|TMC4_MOUSE	tr|A0A8C7A923|A0A8C7A923_NEOVI
OG0010381	sp|Q80W71|PKHA8_MOUSE	tr|A0A8C7B112|A0A8C7B112_NEOVI
OG0010382	sp|Q8BFW6|ENTP3_MOUSE	tr|U6CRC3|U6CRC3_NEOVI
OG0010383	sp|Q8BHC7|RHBL4_MOUSE	tr|U6CR39|U6CR39_NEOVI
OG0010384	sp|Q8BHZ4|ZN592_MOUSE	tr|A0A8C7BHL0|A0A8C7BHL0_NEOVI
OG0010385	sp|Q8BXJ2|TREF1_MOUSE	tr|A0A8C7B1M1|A0A8C7B1M1_NEOVI
OG0010386	sp|Q8BXK4|SAMTR_MOUSE	tr|U6CRW6|U6CRW6_NEOVI
OG0010387	sp|Q8C5T4|MORN3_MOUSE	tr|A0A8C7BF96|A0A8C7BF96_NEOVI
OG0010388	sp|Q8C6B9|AROS_MOUSE	tr|A0A8C7A8F6|A0A8C7A8F6_NEOVI
OG0010389	sp|Q8C739|F110B_MOUSE	tr|A0A8C7AUL8|A0A8C7AUL8_NEOVI
OG0010390	sp|Q8CE64|ZN276_MOUSE	tr|A0A8C7B4E7|A0A8C7B4E7_NEOVI
OG0010391	sp|Q8JZQ9|EIF3B_MOUSE	tr|A0A8C7AE54|A0A8C7AE54_NEOVI
OG0010392	sp|Q8JZV4|RBM41_MOUSE	tr|A0A8C7BPT8|A0A8C7BPT8_NEOVI
OG0010393	sp|Q8K2P1|LUR1L_MOUSE	tr|U6CU31|U6CU31_NEOVI
OG0010394	sp|Q8QZS5|RN183_MOUSE	tr|A0A8C7ENJ9|A0A8C7ENJ9_NEOVI
OG0010395	sp|Q8R3P6|INT14_MOUSE	tr|U6CSW3|U6CSW3_NEOVI
OG0010396	sp|Q8R4X1|ACER1_MOUSE	tr|A0A8C7B717|A0A8C7B717_NEOVI
OG0010397	tr|Q8VGB3|Q8VGB3_MOUSE	tr|A0A8C6ZX05|A0A8C6ZX05_NEOVI
OG0010398	sp|Q8VI23|S12A8_MOUSE	tr|A0A8C7B540|A0A8C7B540_NEOVI
OG0010399	sp|Q8VI88|ODFP4_MOUSE	tr|A0A8C7AVX2|A0A8C7AVX2_NEOVI
OG0010400	sp|Q91YU8|SSF1_MOUSE	tr|A0A8C7C6R4|A0A8C7C6R4_NEOVI
OG0010401	sp|Q91ZR4|NEK8_MOUSE	tr|A0A8C7BBF3|A0A8C7BBF3_NEOVI
OG0010402	sp|Q91ZT5|FGD4_MOUSE	tr|A0A8C7AGV5|A0A8C7AGV5_NEOVI
OG0010403	sp|Q91ZW2|OFUT1_MOUSE	tr|A0A8C7BHK7|A0A8C7BHK7_NEOVI
OG0010404	sp|Q9CR48|DRAM2_MOUSE	tr|A0A8C7EW03|A0A8C7EW03_NEOVI
OG0010405	sp|Q9CXG9|PHF19_MOUSE	tr|A0A8C7B0Y6|A0A8C7B0Y6_NEOVI
OG0010406	sp|Q9D1M7|FKB11_MOUSE	tr|A0A8C7EMK5|A0A8C7EMK5_NEOVI
OG0010407	sp|Q9D2X0|ANR39_MOUSE	tr|A0A8C7BMZ0|A0A8C7BMZ0_NEOVI
OG0010408	sp|Q9DAM3|HSPB9_MOUSE	tr|A0A8C7B5K7|A0A8C7B5K7_NEOVI
OG0010409	tr|Q9EQ08|Q9EQ08_MOUSE	tr|A0A8C7BKG4|A0A8C7BKG4_NEOVI
OG0010410	sp|Q9JJL9|LT4R2_MOUSE	tr|A0A8C7A719|A0A8C7A719_NEOVI
OG0010411	sp|Q9QXT5|EGFL7_MOUSE	tr|A0A8C7AXP0|A0A8C7AXP0_NEOVI
OG0010412	sp|Q9QYE0|PLAG1_MOUSE	tr|A0A8C7BHU2|A0A8C7BHU2_NEOVI
OG0010413	sp|Q9Z247|FKBP9_MOUSE	tr|A0A8C7B0A8|A0A8C7B0A8_NEOVI
OG0010414	sp|Q9Z2I4|ROBO3_MOUSE	tr|A0A8C7EVR5|A0A8C7EVR5_NEOVI
OG0010415	tr|A0A1D5RMD1|A0A1D5RMD1_MOUSE	tr|A0A8C7BHS1|A0A8C7BHS1_NEOVI
OG0010416	tr|A0A504|A0A504_MOUSE	tr|A0A8C7B1J0|A0A8C7B1J0_NEOVI
OG0010417	tr|E9PXX8|E9PXX8_MOUSE	tr|A0A8C7B5E0|A0A8C7B5E0_NEOVI
OG0010418	tr|E9Q777|E9Q777_MOUSE	tr|A0A8C7A483|A0A8C7A483_NEOVI
OG0010419	tr|G3UW50|G3UW50_MOUSE	tr|U6CVI7|U6CVI7_NEOVI
OG0010420	sp|O08759|UBE3A_MOUSE	tr|A0A8C7A8W4|A0A8C7A8W4_NEOVI
OG0010421	sp|P03995|GFAP_MOUSE	tr|A0A8C7C3M4|A0A8C7C3M4_NEOVI
OG0010422	sp|P16297|IL2RB_MOUSE	tr|U6CY11|U6CY11_NEOVI
OG0010423	sp|P23591|FCL_MOUSE	tr|A0A8C7ASP3|A0A8C7ASP3_NEOVI
OG0010424	sp|P32115|PAX4_MOUSE	tr|A0A8C7A643|A0A8C7A643_NEOVI
OG0010425	sp|P35428|HES1_MOUSE	tr|A0A8C7ENR4|A0A8C7ENR4_NEOVI
OG0010426	sp|P38649|BGAT_MOUSE	tr|A0A8C7BMY6|A0A8C7BMY6_NEOVI
OG0010427	sp|P48302|EDNRB_MOUSE	tr|U6CQ13|U6CQ13_NEOVI
OG0010428	sp|Q149F5|TMM71_MOUSE	tr|A0A8C7ATY6|A0A8C7ATY6_NEOVI
OG0010429	tr|Q30KP0|Q30KP0_MOUSE	tr|A0A8C7B110|A0A8C7B110_NEOVI
OG0010430	sp|Q33DR3|DLP1_MOUSE	tr|A0A8C7EKS3|A0A8C7EKS3_NEOVI
OG0010431	sp|Q3ULG3|SRARP_MOUSE	tr|A0A8C7AX48|A0A8C7AX48_NEOVI
OG0010432	sp|Q5SS00|ZDBF2_MOUSE	tr|A0A8C7AQ32|A0A8C7AQ32_NEOVI
OG0010433	sp|Q60935|NAR1_MOUSE	tr|A0A8C7BQT3|A0A8C7BQT3_NEOVI
OG0010434	sp|Q61333|TNAP2_MOUSE	tr|A0A8C7EQZ0|A0A8C7EQZ0_NEOVI
OG0010435	sp|Q69ZM6|STK36_MOUSE	tr|A0A8C7EWQ9|A0A8C7EWQ9_NEOVI
OG0010436	sp|Q6IQX7|CHSS2_MOUSE	tr|A0A8C7C137|A0A8C7C137_NEOVI
OG0010437	sp|Q6PE84|STML3_MOUSE	tr|A0A8C7BN62|A0A8C7BN62_NEOVI
OG0010438	sp|Q80TM6|R3HD2_MOUSE	tr|A0A8C7A2G6|A0A8C7A2G6_NEOVI
OG0010439	sp|Q8C4M7|CENPU_MOUSE	tr|A0A8C7EL54|A0A8C7EL54_NEOVI
OG0010440	sp|Q8C9X1|SNTAN_MOUSE	tr|A0A8C7B3I2|A0A8C7B3I2_NEOVI
OG0010441	sp|Q8CCC3|CL056_MOUSE	tr|A0A8C7C3R5|A0A8C7C3R5_NEOVI
OG0010442	sp|Q8CEZ4|MB214_MOUSE	tr|A0A8C7BE86|A0A8C7BE86_NEOVI
OG0010443	sp|Q8CFH6|SIK2_MOUSE	tr|A0A8C7A667|A0A8C7A667_NEOVI
OG0010444	sp|Q8QZT2|CCSAP_MOUSE	tr|A0A8C7C2G2|A0A8C7C2G2_NEOVI
OG0010445	sp|Q8R238|SDSL_MOUSE	tr|A0A8C7BCJ9|A0A8C7BCJ9_NEOVI
OG0010446	sp|Q8VBY2|KKCC1_MOUSE	tr|A0A8C7ESQ4|A0A8C7ESQ4_NEOVI
OG0010447	sp|Q8VD04|GRAP1_MOUSE	tr|A0A8C7EMB7|A0A8C7EMB7_NEOVI
OG0010448	sp|Q8VE19|MIO_MOUSE	tr|U6CPS2|U6CPS2_NEOVI
OG0010449	sp|Q8VE98|CD276_MOUSE	tr|A0A8C7BCA5|A0A8C7BCA5_NEOVI
OG0010450	sp|Q8VEH0|TM144_MOUSE	tr|U6CSW6|U6CSW6_NEOVI
OG0010451	sp|Q91V45|KISSR_MOUSE	tr|A0A8C7EJT9|A0A8C7EJT9_NEOVI
OG0010452	sp|Q91VN6|DDX41_MOUSE	tr|A0A8C7AI82|A0A8C7AI82_NEOVI
OG0010453	sp|Q9CQ29|RN151_MOUSE	tr|A0A8C7BXH9|A0A8C7BXH9_NEOVI
OG0010454	sp|Q9CQN7|RM41_MOUSE	tr|A0A8C7B680|A0A8C7B680_NEOVI
OG0010455	sp|Q9CWY9|RIP_MOUSE	tr|A0A8C7BLY1|A0A8C7BLY1_NEOVI
OG0010456	sp|Q9CXI5|MANF_MOUSE	tr|A0A8C7EIU9|A0A8C7EIU9_NEOVI
OG0010457	sp|Q9CY62|RN181_MOUSE	tr|A0A8C7BKK3|A0A8C7BKK3_NEOVI
OG0010458	sp|Q9D0D5|T2EA_MOUSE	tr|A0A8C7AXK7|A0A8C7AXK7_NEOVI
OG0010459	sp|Q9D417|FBX24_MOUSE	tr|A0A8C7A828|A0A8C7A828_NEOVI
OG0010460	sp|Q9DC61|MPPA_MOUSE	tr|A0A8C7B8C5|A0A8C7B8C5_NEOVI
OG0010461	sp|Q9ER56|CAN12_MOUSE	tr|A0A8C7AQH6|A0A8C7AQH6_NEOVI
OG0010462	sp|Q9ERI6|RDH14_MOUSE	tr|A0A8C7B1S6|A0A8C7B1S6_NEOVI
OG0010463	sp|Q9ESX4|ZCC17_MOUSE	tr|A0A8C7C4R2|A0A8C7C4R2_NEOVI
OG0010464	sp|Q9JL16|ISG20_MOUSE	tr|A0A8C7EU51|A0A8C7EU51_NEOVI
OG0010465	sp|Q9JM51|PTGES_MOUSE	tr|U6CQE4|U6CQE4_NEOVI
OG0010466	sp|Q9NYQ2|HAOX2_MOUSE	tr|A0A8C7AP82|A0A8C7AP82_NEOVI
OG0010467	sp|Q9QYC7|VKGC_MOUSE	tr|A0A8C7BN87|A0A8C7BN87_NEOVI
OG0010468	sp|Q9QYY7|ESM1_MOUSE	tr|A0A8C7A7F8|A0A8C7A7F8_NEOVI
OG0010469	sp|Q9R1S8|CAN7_MOUSE	tr|A0A8C7AEC0|A0A8C7AEC0_NEOVI
OG0010470	sp|A0A1L1SUL6|TXND6_MOUSE	tr|A0A8C7EX99|A0A8C7EX99_NEOVI
OG0010471	sp|A0AUP1|CC112_MOUSE	tr|A0A8C7EN92|A0A8C7EN92_NEOVI
OG0010472	sp|A3KGB4|TBC8B_MOUSE	tr|U6CQA7|U6CQA7_NEOVI
OG0010473	tr|D3YUJ3|D3YUJ3_MOUSE	tr|A0A8C7ALK1|A0A8C7ALK1_NEOVI
OG0010474	sp|O08648|M3K4_MOUSE	tr|A0A8C7B1N7|A0A8C7B1N7_NEOVI
OG0010475	sp|O35609|SCAM3_MOUSE	tr|A0A8C7BQI7|A0A8C7BQI7_NEOVI
OG0010476	sp|P01872|IGHM_MOUSE	tr|A0A8C7AGW2|A0A8C7AGW2_NEOVI
OG0010477	sp|P04184|KITH_MOUSE	tr|A0A8C7BAG8|A0A8C7BAG8_NEOVI
OG0010478	sp|P0C1V4|TMCO2_MOUSE	tr|A0A8C7B6L2|A0A8C7B6L2_NEOVI
OG0010479	sp|P28776|I23O1_MOUSE	tr|U6CNG7|U6CNG7_NEOVI
OG0010480	sp|P29752|LALBA_MOUSE	tr|A0A8C7AN30|A0A8C7AN30_NEOVI
OG0010481	sp|P59281|RHG39_MOUSE	tr|A0A8C7C411|A0A8C7C411_NEOVI
OG0010482	sp|P63213|GBG2_MOUSE	tr|A0A8C7EJ47|A0A8C7EJ47_NEOVI
OG0010483	sp|P70323|TBX1_MOUSE	tr|A0A8C7BU55|A0A8C7BU55_NEOVI
OG0010484	sp|P86176|TIGIT_MOUSE	tr|A0A8C7BE67|A0A8C7BE67_NEOVI
OG0010485	sp|Q3UVD5|LGR6_MOUSE	tr|A0A8C7BHG9|A0A8C7BHG9_NEOVI
OG0010486	sp|Q3V0E1|CI131_MOUSE	tr|U6CN17|U6CN17_NEOVI
OG0010487	sp|Q3V3R4|ITA1_MOUSE	tr|A0A8C7A4U0|A0A8C7A4U0_NEOVI
OG0010488	sp|Q5SW45|MKS1_MOUSE	tr|A0A8C7EQM6|A0A8C7EQM6_NEOVI
OG0010489	sp|Q5Y5T5|ZDHC8_MOUSE	tr|A0A8C7BZG4|A0A8C7BZG4_NEOVI
OG0010490	sp|Q61658|HESX1_MOUSE	tr|A0A8C7C9L0|A0A8C7C9L0_NEOVI
OG0010491	sp|Q61907|PEMT_MOUSE	tr|A0A8C7C6Q6|A0A8C7C6Q6_NEOVI
OG0010492	sp|Q62433|NDRG1_MOUSE	tr|A0A8C7AFX3|A0A8C7AFX3_NEOVI
OG0010493	sp|Q66JZ4|TCAIM_MOUSE	tr|A0A8C7EKH6|A0A8C7EKH6_NEOVI
OG0010494	sp|Q6IEE6|T132E_MOUSE	tr|A0A8C7BN82|A0A8C7BN82_NEOVI
OG0010495	sp|Q6NZF1|ZC11A_MOUSE	tr|A0A8C7BGU0|A0A8C7BGU0_NEOVI
OG0010496	sp|Q6X7S9|EID2_MOUSE	tr|A0A8C7EPP7|A0A8C7EPP7_NEOVI
OG0010497	sp|Q78TU8|F107A_MOUSE	tr|A0A8C7BT38|A0A8C7BT38_NEOVI
OG0010498	sp|Q8BFU3|RN214_MOUSE	tr|A0A8C7ELP6|A0A8C7ELP6_NEOVI
OG0010499	sp|Q8BMD2|DZIP1_MOUSE	tr|A0A8C7BIX4|A0A8C7BIX4_NEOVI
OG0010500	sp|Q8BWS5|GRIN3_MOUSE	tr|A0A8C7C7V1|A0A8C7C7V1_NEOVI
OG0010501	sp|Q8C3Y4|KNTC1_MOUSE	tr|A0A8C7BNR4|A0A8C7BNR4_NEOVI
OG0010502	sp|Q8CCH2|NHLC3_MOUSE	tr|A0A8C7BT30|A0A8C7BT30_NEOVI
OG0010503	sp|Q8VBV9|O51E2_MOUSE	tr|U6CSZ8|U6CSZ8_NEOVI
OG0010504	sp|Q8VDK3|ELF5_MOUSE	tr|A0A8C7AVJ5|A0A8C7AVJ5_NEOVI
OG0010505	tr|Q8VF03|Q8VF03_MOUSE	tr|A0A8C7EIV3|A0A8C7EIV3_NEOVI
OG0010506	sp|Q91W18|TDRD3_MOUSE	tr|A0A8C7AM65|A0A8C7AM65_NEOVI
OG0010507	sp|Q924P3|LCN8_MOUSE	tr|A0A8C7B5Q0|A0A8C7B5Q0_NEOVI
OG0010508	sp|Q9CPY1|RM51_MOUSE	tr|U6CQ71|U6CQ71_NEOVI
OG0010509	sp|Q9CPZ1|CC198_MOUSE	tr|A0A8C7ELD3|A0A8C7ELD3_NEOVI
OG0010510	sp|Q9CQ02|COMD4_MOUSE	tr|A0A8C7B194|A0A8C7B194_NEOVI
OG0010511	sp|Q9CQB2|MCRI2_MOUSE	tr|A0A8C7BLR6|A0A8C7BLR6_NEOVI
OG0010512	sp|Q9CRD2|EMC2_MOUSE	tr|A0A8C7AAS8|A0A8C7AAS8_NEOVI
OG0010513	sp|Q9CY73|RM44_MOUSE	tr|A0A8C7A1T8|A0A8C7A1T8_NEOVI
OG0010514	sp|Q9CYK1|SYWM_MOUSE	tr|U6CUP0|U6CUP0_NEOVI
OG0010515	sp|Q9D5P4|ADAD2_MOUSE	tr|A0A8C7EVU3|A0A8C7EVU3_NEOVI
OG0010516	sp|Q9D9E0|S22AH_MOUSE	tr|A0A8C7BW55|A0A8C7BW55_NEOVI
OG0010517	sp|Q9DBX2|PHLP_MOUSE	tr|U6CUA9|U6CUA9_NEOVI
OG0010518	sp|Q9ER42|BARX1_MOUSE	tr|A0A8C7B989|A0A8C7B989_NEOVI
OG0010519	sp|Q9ERV7|PIDD1_MOUSE	tr|A0A8C7AMH5|A0A8C7AMH5_NEOVI
OG0010520	sp|Q9JHA8|VWA7_MOUSE	tr|A0A8C7BAQ8|A0A8C7BAQ8_NEOVI
OG0010521	sp|Q9JHP7|PLGT2_MOUSE	tr|U6CQ96|U6CQ96_NEOVI
OG0010522	sp|Q9JJG9|NOA1_MOUSE	tr|A0A8C7BC64|A0A8C7BC64_NEOVI
OG0010523	sp|Q9JJY4|DDX20_MOUSE	tr|A0A8C7A9Y0|A0A8C7A9Y0_NEOVI
OG0010524	sp|Q9JLB4|CUBN_MOUSE	tr|A0A8C7EJC4|A0A8C7EJC4_NEOVI
OG0010525	sp|Q9WV54|ASAH1_MOUSE	tr|A0A8C7BXU5|A0A8C7BXU5_NEOVI
OG0010526	sp|Q9Z0X1|AIFM1_MOUSE	tr|U6DUB6|U6DUB6_NEOVI
OG0010527	sp|Q9Z2I8|SUCB2_MOUSE	tr|A0A8C7AUS5|A0A8C7AUS5_NEOVI
OG0010528	sp|A7DTG3|SRTD4_MOUSE	tr|U6CTX8|U6CTX8_NEOVI
OG0010529	sp|E9Q4F7|ANR11_MOUSE	tr|A0A8C7ASJ3|A0A8C7ASJ3_NEOVI
OG0010530	tr|E9Q7C4|E9Q7C4_MOUSE	tr|A0A8C7BX07|A0A8C7BX07_NEOVI
OG0010531	sp|O35599|OPSG_MOUSE	tr|A0A8C7C3T4|A0A8C7C3T4_NEOVI
OG0010532	sp|O54734|OST48_MOUSE	tr|A0A8C7BA78|A0A8C7BA78_NEOVI
OG0010533	sp|O54826|AF10_MOUSE	tr|A0A8C7A900|A0A8C7A900_NEOVI
OG0010534	sp|O54917|E2F6_MOUSE	tr|A0A8C7B6V6|A0A8C7B6V6_NEOVI
OG0010535	sp|O88907|PIAS1_MOUSE	tr|A0A8C7BBG0|A0A8C7BBG0_NEOVI
OG0010536	sp|P02340|P53_MOUSE	tr|A0A8C7A9R2|A0A8C7A9R2_NEOVI
OG0010537	sp|P02831|HXA3_MOUSE	tr|A0A8C7EQB5|A0A8C7EQB5_NEOVI
OG0010538	sp|P0C090|RC3H2_MOUSE	tr|A0A8C7EKA0|A0A8C7EKA0_NEOVI
OG0010539	sp|P11032|GRAA_MOUSE	tr|U6DV53|U6DV53_NEOVI
OG0010540	sp|P14246|GTR2_MOUSE	tr|A0A8C7EQU3|A0A8C7EQU3_NEOVI
OG0010541	sp|P24369|PPIB_MOUSE	tr|A0A8C7BJG3|A0A8C7BJG3_NEOVI
OG0010542	sp|P27612|PLAP_MOUSE	tr|A0A8C7B5D8|A0A8C7B5D8_NEOVI
OG0010543	sp|P47774|CCR7_MOUSE	tr|A0A8C7A8Q0|A0A8C7A8Q0_NEOVI
OG0010544	sp|P51680|CCR4_MOUSE	tr|A0A8C7AHS5|A0A8C7AHS5_NEOVI
OG0010545	sp|Q02105|C1QC_MOUSE	tr|A0A8C7BZ13|A0A8C7BZ13_NEOVI
OG0010546	sp|Q02152|5HT2B_MOUSE	tr|U6CQ31|U6CQ31_NEOVI
OG0010547	sp|Q0VBK2|K2C80_MOUSE	tr|A0A8C7AH53|A0A8C7AH53_NEOVI
OG0010548	sp|Q1RLK6|B3GN4_MOUSE	tr|A0A8C7BIX7|A0A8C7BIX7_NEOVI
OG0010549	tr|Q208S0|Q208S0_MOUSE	tr|A0A8C7BJD1|A0A8C7BJD1_NEOVI
OG0010550	sp|Q3UMU9|HDGR2_MOUSE	tr|A0A8C7EMT4|A0A8C7EMT4_NEOVI
OG0010551	sp|Q497V6|BAHD1_MOUSE	tr|A0A8C7BHV2|A0A8C7BHV2_NEOVI
OG0010552	sp|Q5EBG6|HSPB6_MOUSE	tr|A0A8C7BF14|A0A8C7BF14_NEOVI
OG0010553	sp|Q60520|SIN3A_MOUSE	tr|A0A8C7B1C4|A0A8C7B1C4_NEOVI
OG0010554	sp|Q62059|CSPG2_MOUSE	tr|A0A8C7C1F6|A0A8C7C1F6_NEOVI
OG0010555	sp|Q6A070|TGRM1_MOUSE	tr|A0A8C7A9E3|A0A8C7A9E3_NEOVI
OG0010556	sp|Q6NS69|AMER3_MOUSE	tr|A0A8C7B776|A0A8C7B776_NEOVI
OG0010557	sp|Q7TSK3|PCDH8_MOUSE	tr|A0A8C7AK64|A0A8C7AK64_NEOVI
OG0010558	sp|Q80V03|ADCK5_MOUSE	tr|A0A8C7CFL5|A0A8C7CFL5_NEOVI
OG0010559	sp|Q811G0|PTHB1_MOUSE	tr|A0A8C7AWJ7|A0A8C7AWJ7_NEOVI
OG0010560	sp|Q8BFU1|S39A9_MOUSE	tr|A0A8C7ENY2|A0A8C7ENY2_NEOVI
OG0010561	sp|Q8BGT7|SPF30_MOUSE	tr|A0A8C7EMV6|A0A8C7EMV6_NEOVI
OG0010562	sp|Q8BJU9|RF1ML_MOUSE	tr|A0A8C7ARV4|A0A8C7ARV4_NEOVI
OG0010563	sp|Q8BNV1|TRM2A_MOUSE	tr|A0A8C7CAT4|A0A8C7CAT4_NEOVI
OG0010564	sp|Q8BZB2|COAC_MOUSE	tr|U6CWY4|U6CWY4_NEOVI
OG0010565	sp|Q8CEC0|NUP88_MOUSE	tr|A0A8C7BM28|A0A8C7BM28_NEOVI
OG0010566	sp|Q8K070|SAM14_MOUSE	tr|A0A8C7AI59|A0A8C7AI59_NEOVI
OG0010567	sp|Q91WS7|DEPD7_MOUSE	tr|A0A8C7AJT8|A0A8C7AJT8_NEOVI
OG0010568	sp|Q91XI1|DUS3L_MOUSE	tr|A0A8C7BD37|A0A8C7BD37_NEOVI
OG0010569	sp|Q923Z0|GPC5B_MOUSE	tr|A0A8C7BSP4|A0A8C7BSP4_NEOVI
OG0010570	sp|Q924D0|RT4I1_MOUSE	tr|A0A8C7AGA1|A0A8C7AGA1_NEOVI
OG0010571	sp|Q99NI3|GT2D2_MOUSE	tr|A0A8C7ELN2|A0A8C7ELN2_NEOVI
OG0010572	sp|Q9D0Z3|TMM53_MOUSE	tr|U6CTH7|U6CTH7_NEOVI
OG0010573	sp|Q9DBS2|TPRGL_MOUSE	tr|A0A8C7A9L4|A0A8C7A9L4_NEOVI
OG0010574	sp|Q9EST4|PSMG2_MOUSE	tr|U6CQJ3|U6CQJ3_NEOVI
OG0010575	sp|Q9JJJ7|PORCN_MOUSE	tr|A0A8C7ATM0|A0A8C7ATM0_NEOVI
OG0010576	sp|Q9Z109|VSIG2_MOUSE	tr|A0A8C7EVK2|A0A8C7EVK2_NEOVI
OG0010577	sp|Q9Z1N6|SFRP4_MOUSE	tr|A0A8C7BLA0|A0A8C7BLA0_NEOVI
OG0010578	sp|A2AJN7|S4A11_MOUSE	tr|A0A8C7BS12|A0A8C7BS12_NEOVI
OG0010579	sp|A2APA5|FA209_MOUSE	tr|A0A8C7BYA6|A0A8C7BYA6_NEOVI
OG0010581	tr|E9PZP8|E9PZP8_MOUSE	tr|A0A8C7BK68|A0A8C7BK68_NEOVI
OG0010582	sp|E9Q912|GDS1_MOUSE	tr|A0A8C7AC45|A0A8C7AC45_NEOVI
OG0010583	sp|O35491|CLK2_MOUSE	tr|A0A8C7BJE4|A0A8C7BJE4_NEOVI
OG0010584	sp|O55026|ENTP2_MOUSE	tr|A0A8C7B0D0|A0A8C7B0D0_NEOVI
OG0010585	sp|O88447|KLC1_MOUSE	tr|A0A8C7BFL2|A0A8C7BFL2_NEOVI
OG0010586	sp|P58462|FOXP1_MOUSE	tr|A0A8C7A569|A0A8C7A569_NEOVI
OG0010587	sp|P70289|PTPRV_MOUSE	tr|A0A8C7B7Y6|A0A8C7B7Y6_NEOVI
OG0010588	sp|Q06806|TIE1_MOUSE	tr|A0A8C7BRN0|A0A8C7BRN0_NEOVI
OG0010589	tr|Q3UJB0|Q3UJB0_MOUSE	tr|A0A8C7ES94|A0A8C7ES94_NEOVI
OG0010590	sp|Q3UR70|TGFA1_MOUSE	tr|A0A8C7B2W4|A0A8C7B2W4_NEOVI
OG0010591	sp|Q5DU09|ZN652_MOUSE	tr|A0A8C7ANF4|A0A8C7ANF4_NEOVI
OG0010592	sp|Q5NCP0|RNF43_MOUSE	tr|A0A8C7B1W6|A0A8C7B1W6_NEOVI
OG0010593	sp|Q60989|XIAP_MOUSE	tr|A0A8C7EXB4|A0A8C7EXB4_NEOVI
OG0010594	sp|Q61606|GLR_MOUSE	tr|A0A8C7BDA0|A0A8C7BDA0_NEOVI
OG0010595	sp|Q64127|TIF1A_MOUSE	tr|A0A8C7BYN6|A0A8C7BYN6_NEOVI
OG0010596	sp|Q6P069|SORCN_MOUSE	tr|A0A8C7A6T7|A0A8C7A6T7_NEOVI
OG0010597	sp|Q6PAL7|AHDC1_MOUSE	tr|A0A8C7BXE5|A0A8C7BXE5_NEOVI
OG0010598	sp|Q6PHZ5|RB15B_MOUSE	tr|A0A8C7AA80|A0A8C7AA80_NEOVI
OG0010599	sp|Q6Y5D8|RHG10_MOUSE	tr|A0A8C7AEH8|A0A8C7AEH8_NEOVI
OG0010600	sp|Q7TNL3|STK40_MOUSE	tr|A0A8C7B6S9|A0A8C7B6S9_NEOVI
OG0010601	sp|Q8BZP8|NPSR1_MOUSE	tr|A0A8C7AY25|A0A8C7AY25_NEOVI
OG0010602	sp|Q8C0C4|CCSE1_MOUSE	tr|A0A8C6ZXC1|A0A8C6ZXC1_NEOVI
OG0010603	sp|Q8C152|TET5B_MOUSE	tr|A0A8C7C0H5|A0A8C7C0H5_NEOVI
OG0010604	sp|Q8CDF7|EXD1_MOUSE	tr|A0A8C7BJ39|A0A8C7BJ39_NEOVI
