Orthogroup	Mus_musculus	Carlito_syrichta
OG0011910	sp|Q8VD53|ACER2_MOUSE	tr|A0A1U7TDG1|A0A1U7TDG1_CARSF
OG0011911	sp|Q14BJ1|FA89A_MOUSE	tr|A0A1U7TE77|A0A1U7TE77_CARSF
OG0011912	sp|Q9JJR5|AKIP1_MOUSE	tr|A0A1U7TG69|A0A1U7TG69_CARSF
OG0011913	sp|Q9CZD5|IF3M_MOUSE	tr|A0A1U7THM1|A0A1U7THM1_CARSF
OG0011914	sp|Q99P30|NUDT7_MOUSE	tr|A0A1U7TIX5|A0A1U7TIX5_CARSF
OG0011915	sp|Q3SYK4|VRTN_MOUSE	tr|A0A1U7TKM2|A0A1U7TKM2_CARSF
OG0011916	sp|Q99ML2|TNK1_MOUSE	tr|A0A1U7TMQ4|A0A1U7TMQ4_CARSF
OG0011917	sp|Q9QZI9|SERC3_MOUSE	tr|A0A1U7TNR7|A0A1U7TNR7_CARSF
OG0011918	sp|Q8BHE4|TM108_MOUSE	tr|A0A1U7TQV8|A0A1U7TQV8_CARSF
OG0011919	sp|A3KGW5|GT253_MOUSE	tr|A0A1U7TQZ4|A0A1U7TQZ4_CARSF
OG0011920	sp|Q8VCD3|LMA1L_MOUSE	tr|A0A1U7TQZ5|A0A1U7TQZ5_CARSF
OG0011921	sp|Q0VGT2|GLI2_MOUSE	tr|A0A1U7TV84|A0A1U7TV84_CARSF
OG0011922	sp|P52332|JAK1_MOUSE	tr|A0A1U7U068|A0A1U7U068_CARSF
OG0011923	sp|Q9Z222|B3GN2_MOUSE	tr|A0A1U7U2N9|A0A1U7U2N9_CARSF
OG0011924	sp|Q99JT6|TLCD1_MOUSE	tr|A0A1U7U458|A0A1U7U458_CARSF
OG0011925	sp|Q9JKC0|CCL24_MOUSE	tr|A0A1U7U4H9|A0A1U7U4H9_CARSF
OG0011926	sp|P13562|GON1_MOUSE	tr|A0A1U7U4N5|A0A1U7U4N5_CARSF
OG0011927	sp|Q8BYK5|PHAR3_MOUSE	tr|A0A1U7U4T7|A0A1U7U4T7_CARSF
OG0011928	sp|Q3U0P5|ENTP6_MOUSE	tr|A0A1U7U9Q0|A0A1U7U9Q0_CARSF
OG0011929	sp|Q9R0I7|YLPM1_MOUSE	tr|A0A1U7UAR8|A0A1U7UAR8_CARSF
OG0011930	tr|G5E8J6|G5E8J6_MOUSE	tr|A0A1U7UAS3|A0A1U7UAS3_CARSF
OG0011931	sp|Q3TL44|NLRX1_MOUSE	tr|A0A1U7UCI7|A0A1U7UCI7_CARSF
OG0011932	sp|Q8VI47|MRP2_MOUSE	tr|A0A1U7UCQ8|A0A1U7UCQ8_CARSF
OG0011933	tr|B2RXC2|B2RXC2_MOUSE	tr|A0A1U7UFQ9|A0A1U7UFQ9_CARSF
OG0011934	sp|Q91VT8|SIM14_MOUSE	tr|A0A1U7UH11|A0A1U7UH11_CARSF
OG0011935	tr|E9Q7L6|E9Q7L6_MOUSE	tr|A0A1U7UJ37|A0A1U7UJ37_CARSF
OG0011936	sp|Q8BMS9|RASF2_MOUSE	tr|A0A1U7UP64|A0A1U7UP64_CARSF
OG0011937	sp|Q4FJU9|TMM40_MOUSE	tr|A0A1U7UR36|A0A1U7UR36_CARSF
OG0011938	sp|O89100|GRAP2_MOUSE	tr|A0A1U7UU52|A0A1U7UU52_CARSF
OG0011939	sp|J3QPP8|ALKL1_MOUSE	tr|A0A1U7UVU3|A0A1U7UVU3_CARSF
OG0011940	sp|Q9D3F7|DDIT4_MOUSE	tr|A0A1U7UZ66|A0A1U7UZ66_CARSF
OG0011941	sp|Q8CE46|PUS7L_MOUSE	tr|A0A3Q0DL88|A0A3Q0DL88_CARSF
OG0011942	sp|Q3UFB7|NTRK1_MOUSE	tr|A0A3Q0DNX0|A0A3Q0DNX0_CARSF
OG0011943	sp|Q8HW98|IGLO5_MOUSE	tr|A0A3Q0DPT5|A0A3Q0DPT5_CARSF
OG0011944	sp|Q9WUA5|EPM2A_MOUSE	tr|A0A3Q0DQZ6|A0A3Q0DQZ6_CARSF
OG0011945	sp|A2AKX3|SETX_MOUSE	tr|A0A3Q0DR04|A0A3Q0DR04_CARSF
OG0011946	sp|Q9WTP6|KAD2_MOUSE	tr|A0A3Q0DR84|A0A3Q0DR84_CARSF
OG0011947	sp|Q6NSQ7|LTV1_MOUSE	tr|A0A3Q0DSE5|A0A3Q0DSE5_CARSF
OG0011948	sp|Q8BG07|PLD4_MOUSE	tr|A0A3Q0DVY8|A0A3Q0DVY8_CARSF
OG0011949	sp|Q8VBV4|FBXW7_MOUSE	tr|A0A3Q0DYB0|A0A3Q0DYB0_CARSF
OG0011950	sp|Q8VDS4|RPR1A_MOUSE	tr|A0A3Q0DYJ1|A0A3Q0DYJ1_CARSF
OG0011951	sp|Q9JID9|SH2B2_MOUSE	tr|A0A3Q0DZB1|A0A3Q0DZB1_CARSF
OG0011952	tr|A0A286YCZ6|A0A286YCZ6_MOUSE	tr|A0A3Q0E3Z1|A0A3Q0E3Z1_CARSF
OG0011953	sp|O09039|SH2B3_MOUSE	tr|A0A3Q0E5X1|A0A3Q0E5X1_CARSF
OG0011954	sp|D3YZG8|MTD2L_MOUSE	tr|A0A3Q0E6I8|A0A3Q0E6I8_CARSF
OG0011955	sp|Q80V31|CE104_MOUSE	tr|A0A3Q0EDB6|A0A3Q0EDB6_CARSF
OG0011956	sp|Q9Z0U0|XPR1_MOUSE	tr|A0A3Q0EF36|A0A3Q0EF36_CARSF
OG0011957	sp|Q61739|ITA6_MOUSE	tr|A0A3Q0EJW2|A0A3Q0EJW2_CARSF
OG0011958	sp|Q504N2|S22AF_MOUSE	tr|A0A3Q0ELF2|A0A3Q0ELF2_CARSF
OG0011959	sp|P62254|UB2G1_MOUSE	tr|A0A1U7SDW5|A0A1U7SDW5_CARSF
OG0011960	sp|Q8K212|PACS1_MOUSE	tr|A0A1U7SE80|A0A1U7SE80_CARSF
OG0011961	sp|O70255|MPZL2_MOUSE	tr|A0A1U7SUD3|A0A1U7SUD3_CARSF
OG0011962	sp|Q9CW03|SMC3_MOUSE	tr|A0A1U7SZ70|A0A1U7SZ70_CARSF
OG0011963	sp|P02802|MT1_MOUSE	tr|A0A1U7T0A3|A0A1U7T0A3_CARSF
OG0011964	sp|O35427|RPC9_MOUSE	tr|A0A1U7T3J4|A0A1U7T3J4_CARSF
OG0011965	sp|P58742|AAAS_MOUSE	tr|A0A1U7T425|A0A1U7T425_CARSF
OG0011966	sp|Q64191|ASPG_MOUSE	tr|A0A1U7T4U6|A0A1U7T4U6_CARSF
OG0011967	sp|P11276|FINC_MOUSE	tr|A0A1U7T7G3|A0A1U7T7G3_CARSF
OG0011968	sp|Q8BL86|MBLC2_MOUSE	tr|A0A1U7T933|A0A1U7T933_CARSF
OG0011969	sp|Q8BVF9|AMZ1_MOUSE	tr|A0A1U7T985|A0A1U7T985_CARSF
OG0011970	sp|Q3UQS8|RBM20_MOUSE	tr|A0A1U7T9S0|A0A1U7T9S0_CARSF
OG0011971	tr|Q8VGB3|Q8VGB3_MOUSE	tr|A0A1U7TAG4|A0A1U7TAG4_CARSF
OG0011972	sp|Q62522|ZPBP1_MOUSE	tr|A0A1U7TAL2|A0A1U7TAL2_CARSF
OG0011973	sp|Q9R1E0|FOXO1_MOUSE	tr|A0A1U7TEQ1|A0A1U7TEQ1_CARSF
OG0011974	sp|Q61187|TS101_MOUSE	tr|A0A1U7TFT0|A0A1U7TFT0_CARSF
OG0011975	sp|Q3V3A1|CDK15_MOUSE	tr|A0A1U7TFX4|A0A1U7TFX4_CARSF
OG0011976	sp|Q5H8C4|VP13A_MOUSE	tr|A0A1U7THI0|A0A1U7THI0_CARSF
OG0011977	sp|Q9EQ61|PESC_MOUSE	tr|A0A1U7TKU6|A0A1U7TKU6_CARSF
OG0011978	sp|Q9CQJ8|NDUB9_MOUSE	tr|A0A1U7TM77|A0A1U7TM77_CARSF
OG0011979	sp|Q80TQ2|CYLD_MOUSE	tr|A0A1U7TN82|A0A1U7TN82_CARSF
OG0011980	tr|B2RXC6|B2RXC6_MOUSE	tr|A0A1U7TVV2|A0A1U7TVV2_CARSF
OG0011981	sp|Q8CHW5|BICL2_MOUSE	tr|A0A1U7TWA7|A0A1U7TWA7_CARSF
OG0011982	sp|O88186|GPIX_MOUSE	tr|A0A1U7TXI0|A0A1U7TXI0_CARSF
OG0011983	sp|P04370|MBP_MOUSE	tr|A0A1U7TZ98|A0A1U7TZ98_CARSF
OG0011984	sp|Q01279|EGFR_MOUSE	tr|A0A1U7U194|A0A1U7U194_CARSF
OG0011985	sp|Q8CFE4|SCYL2_MOUSE	tr|A0A1U7U2C0|A0A1U7U2C0_CARSF
OG0011986	sp|Q8VD46|ASZ1_MOUSE	tr|A0A1U7U3T9|A0A1U7U3T9_CARSF
OG0011987	sp|Q2TL60|ZN667_MOUSE	tr|A0A1U7U464|A0A1U7U464_CARSF
OG0011988	sp|Q9JI13|SAS10_MOUSE	tr|A0A1U7U807|A0A1U7U807_CARSF
OG0011989	sp|P97868|RBBP6_MOUSE	tr|A0A1U7U8S8|A0A1U7U8S8_CARSF
OG0011990	sp|P60154|RNAS9_MOUSE	tr|A0A1U7UB02|A0A1U7UB02_CARSF
OG0011991	sp|Q8BQS4|F102B_MOUSE	tr|A0A1U7UCJ7|A0A1U7UCJ7_CARSF
OG0011992	tr|A0A1B0GSK3|A0A1B0GSK3_MOUSE	tr|A0A1U7UF65|A0A1U7UF65_CARSF
OG0011993	sp|Q920C4|MS4A3_MOUSE	tr|A0A1U7UFJ4|A0A1U7UFJ4_CARSF
OG0011994	sp|Q8BLK3|LSAMP_MOUSE	tr|A0A1U7UFK9|A0A1U7UFK9_CARSF
OG0011995	sp|O54931|AKAP2_MOUSE	tr|A0A1U7UGD8|A0A1U7UGD8_CARSF
OG0011996	sp|Q91WA3|HDA11_MOUSE	tr|A0A1U7UIG2|A0A1U7UIG2_CARSF
OG0011997	sp|Q9WTW5|S22A3_MOUSE	tr|A0A1U7UJQ8|A0A1U7UJQ8_CARSF
OG0011998	sp|Q9D342|T170A_MOUSE	tr|A0A1U7ULB7|A0A1U7ULB7_CARSF
OG0011999	sp|Q925N4|CLD16_MOUSE	tr|A0A1U7ULZ0|A0A1U7ULZ0_CARSF
OG0012000	sp|O09101|PIGF_MOUSE	tr|A0A1U7UMD3|A0A1U7UMD3_CARSF
OG0012001	sp|Q8CHK3|MBOA7_MOUSE	tr|A0A1U7UPB5|A0A1U7UPB5_CARSF
OG0012002	sp|Q9CYD3|CRTAP_MOUSE	tr|A0A1U7USM1|A0A1U7USM1_CARSF
OG0012003	sp|P20490|FCERB_MOUSE	tr|A0A1U7UU63|A0A1U7UU63_CARSF
OG0012004	sp|Q8BLG0|PHF20_MOUSE	tr|A0A1U7UUU2|A0A1U7UUU2_CARSF
OG0012005	sp|Q8C1B2|PARPT_MOUSE	tr|A0A1U7UWR8|A0A1U7UWR8_CARSF
OG0012006	tr|F8VQH7|F8VQH7_MOUSE	tr|A0A1U7V3U4|A0A1U7V3U4_CARSF
OG0012007	tr|J3QNE4|J3QNE4_MOUSE	tr|A0A3Q0DJU3|A0A3Q0DJU3_CARSF
OG0012008	sp|B6A8R8|TARM1_MOUSE	tr|A0A3Q0DKE7|A0A3Q0DKE7_CARSF
OG0012009	sp|J3QMI4|CAHM3_MOUSE	tr|A0A3Q0DP21|A0A3Q0DP21_CARSF
OG0012010	sp|Q8BPA8|DPCD_MOUSE	tr|A0A3Q0DPH8|A0A3Q0DPH8_CARSF
OG0012011	sp|Q99LZ3|SLD5_MOUSE	tr|A0A3Q0DUX3|A0A3Q0DUX3_CARSF
OG0012012	sp|O35566|CD151_MOUSE	tr|A0A3Q0DVV9|A0A3Q0DVV9_CARSF
OG0012013	sp|Q9CV60|MLN_MOUSE	tr|A0A3Q0DWS1|A0A3Q0DWS1_CARSF
OG0012014	sp|Q61033|LAP2A_MOUSE	tr|A0A3Q0DZ05|A0A3Q0DZ05_CARSF
OG0012015	sp|O54907|TNF12_MOUSE	tr|A0A3Q0E477|A0A3Q0E477_CARSF
OG0012016	sp|Q6NZQ0|CF119_MOUSE	tr|A0A3Q0E7Z2|A0A3Q0E7Z2_CARSF
OG0012017	sp|Q01065|PDE1B_MOUSE	tr|A0A3Q0EA83|A0A3Q0EA83_CARSF
OG0012018	sp|Q8K0D7|GET1_MOUSE	tr|A0A3Q0ECV3|A0A3Q0ECV3_CARSF
OG0012019	sp|Q9DB29|IAH1_MOUSE	tr|A0A3Q0EIH3|A0A3Q0EIH3_CARSF
OG0012020	sp|Q8BFY0|PIRT_MOUSE	tr|A0A1U7STW4|A0A1U7STW4_CARSF
OG0012021	sp|Q1HFZ0|NSUN2_MOUSE	tr|A0A1U7SZ07|A0A1U7SZ07_CARSF
OG0012022	sp|Q2KHI9|MCM9_MOUSE	tr|A0A1U7T0E1|A0A1U7T0E1_CARSF
OG0012023	sp|Q9DBP5|KCY_MOUSE	tr|A0A1U7T0V1|A0A1U7T0V1_CARSF
OG0012024	sp|Q9Z0S3|CLD14_MOUSE	tr|A0A1U7T287|A0A1U7T287_CARSF
OG0012025	sp|P97458|PROP1_MOUSE	tr|A0A1U7T4T2|A0A1U7T4T2_CARSF
OG0012026	sp|Q4LFA9|SEM3G_MOUSE	tr|A0A1U7T9T3|A0A1U7T9T3_CARSF
OG0012027	sp|P97352|S10AD_MOUSE	tr|A0A1U7TBJ6|A0A1U7TBJ6_CARSF
OG0012028	sp|Q91YD9|WASL_MOUSE	tr|A0A1U7TBQ9|A0A1U7TBQ9_CARSF
OG0012029	sp|Q8BG75|TM198_MOUSE	tr|A0A1U7TGW8|A0A1U7TGW8_CARSF
OG0012030	sp|Q3UK78|PCGF5_MOUSE	tr|A0A1U7THN9|A0A1U7THN9_CARSF
OG0012031	sp|Q9CQH3|NDUB5_MOUSE	tr|A0A1U7TLI8|A0A1U7TLI8_CARSF
OG0012032	sp|Q3UHF7|ZEP2_MOUSE	tr|A0A1U7TNS2|A0A1U7TNS2_CARSF
OG0012033	sp|Q80VM7|ANR24_MOUSE	tr|A0A1U7TQJ3|A0A1U7TQJ3_CARSF
OG0012034	sp|Q6P3B2|UBAD1_MOUSE	tr|A0A1U7TR16|A0A1U7TR16_CARSF
OG0012035	sp|Q9WV35|ABEC2_MOUSE	tr|A0A1U7TR95|A0A1U7TR95_CARSF
OG0012036	sp|Q2UY11|COSA1_MOUSE	tr|A0A1U7TU72|A0A1U7TU72_CARSF
OG0012037	sp|P24638|PPAL_MOUSE	tr|A0A1U7TVC1|A0A1U7TVC1_CARSF
OG0012038	sp|Q56A08|GPKOW_MOUSE	tr|A0A1U7TWX3|A0A1U7TWX3_CARSF
OG0012039	sp|O35681|SYT3_MOUSE	tr|A0A1U7TZX8|A0A1U7TZX8_CARSF
OG0012040	sp|P20181|NTF3_MOUSE	tr|A0A1U7U3A2|A0A1U7U3A2_CARSF
OG0012041	sp|Q8CDF7|EXD1_MOUSE	tr|A0A1U7U3C0|A0A1U7U3C0_CARSF
OG0012042	sp|Q9QY53|NPHP1_MOUSE	tr|A0A1U7U532|A0A1U7U532_CARSF
OG0012043	sp|Q8C1B1|CAMP2_MOUSE	tr|A0A1U7U5E4|A0A1U7U5E4_CARSF
OG0012044	sp|Q761V0|SC6A5_MOUSE	tr|A0A1U7U7L3|A0A1U7U7L3_CARSF
OG0012045	sp|Q9QWV9|CCNT1_MOUSE	tr|A0A1U7UG36|A0A1U7UG36_CARSF
OG0012046	sp|Q6ZPS6|AKIB1_MOUSE	tr|A0A1U7UIE9|A0A1U7UIE9_CARSF
OG0012047	sp|Q9JLC3|MSRB1_MOUSE	tr|A0A1U7UIJ4|A0A1U7UIJ4_CARSF
OG0012048	sp|Q91X86|TMM98_MOUSE	tr|A0A1U7UJK9|A0A1U7UJK9_CARSF
OG0012049	sp|Q9DCN7|RNFT1_MOUSE	tr|A0A1U7UK14|A0A1U7UK14_CARSF
OG0012050	sp|Q8K190|SMDC1_MOUSE	tr|A0A1U7ULA1|A0A1U7ULA1_CARSF
OG0012051	sp|P63005|LIS1_MOUSE	tr|A0A1U7ULY2|A0A1U7ULY2_CARSF
OG0012052	sp|P11680|PROP_MOUSE	tr|A0A1U7UMN2|A0A1U7UMN2_CARSF
OG0012053	sp|Q8C726|BTBD9_MOUSE	tr|A0A1U7UND1|A0A1U7UND1_CARSF
OG0012054	sp|Q8K2F8|LS14A_MOUSE	tr|A0A1U7UP99|A0A1U7UP99_CARSF
OG0012055	sp|Q8C0L0|TMX4_MOUSE	tr|A0A1U7URV1|A0A1U7URV1_CARSF
OG0012056	tr|Q7TPG0|Q7TPG0_MOUSE	tr|A0A1U7UTV4|A0A1U7UTV4_CARSF
OG0012057	sp|Q9QUR8|SEM7A_MOUSE	tr|A0A1U7UV23|A0A1U7UV23_CARSF
OG0012058	sp|Q3UVD5|LGR6_MOUSE	tr|A0A1U7V002|A0A1U7V002_CARSF
OG0012059	sp|Q6PCP5|MFF_MOUSE	tr|A0A1U7V2I0|A0A1U7V2I0_CARSF
OG0012060	sp|A2A935|PRD16_MOUSE	tr|A0A3Q0DFP9|A0A3Q0DFP9_CARSF
OG0012061	sp|Q5NCE8|MRS2_MOUSE	tr|A0A3Q0DMF3|A0A3Q0DMF3_CARSF
OG0012062	sp|Q9D2R0|AACS_MOUSE	tr|A0A3Q0DN38|A0A3Q0DN38_CARSF
OG0012063	sp|Q9Z0T6|PKDRE_MOUSE	tr|A0A3Q0DNA1|A0A3Q0DNA1_CARSF
OG0012064	sp|Q5DTU0|AF1L2_MOUSE	tr|A0A3Q0DSH0|A0A3Q0DSH0_CARSF
OG0012065	sp|Q924T3|XRCC4_MOUSE	tr|A0A3Q0DWL0|A0A3Q0DWL0_CARSF
OG0012066	sp|P53612|PGTB2_MOUSE	tr|A0A3Q0DY00|A0A3Q0DY00_CARSF
OG0012067	sp|Q9D7K5|DMAC2_MOUSE	tr|A0A3Q0DYV0|A0A3Q0DYV0_CARSF
OG0012068	sp|Q6NVG5|MREG_MOUSE	tr|A0A3Q0E000|A0A3Q0E000_CARSF
OG0012069	tr|D3YYQ8|D3YYQ8_MOUSE	tr|A0A3Q0E024|A0A3Q0E024_CARSF
OG0012070	sp|Q9R060|NUBP1_MOUSE	tr|A0A3Q0E1H5|A0A3Q0E1H5_CARSF
OG0012071	sp|Q5PRE5|PRSR1_MOUSE	tr|A0A3Q0E2X4|A0A3Q0E2X4_CARSF
OG0012072	sp|E9Q5K9|YTDC1_MOUSE	tr|A0A3Q0E4N5|A0A3Q0E4N5_CARSF
OG0012073	sp|Q9WVM1|RGAP1_MOUSE	tr|A0A3Q0E8C3|A0A3Q0E8C3_CARSF
OG0012074	sp|Q6P9S0|MTSS2_MOUSE	tr|A0A3Q0E945|A0A3Q0E945_CARSF
OG0012075	sp|Q8C0D4|RHG12_MOUSE	tr|A0A3Q0EAH7|A0A3Q0EAH7_CARSF
OG0012076	sp|Q8K1Z0|COQ9_MOUSE	tr|A0A3Q0ECC2|A0A3Q0ECC2_CARSF
OG0012077	sp|Q8R1E7|TM234_MOUSE	tr|A0A3Q0ECJ5|A0A3Q0ECJ5_CARSF
OG0012078	sp|Q9EQF5|DPYS_MOUSE	tr|A0A3Q0EJ45|A0A3Q0EJ45_CARSF
OG0012079	sp|B1AVH7|TBD2A_MOUSE	tr|A0A1U7SI55|A0A1U7SI55_CARSF
OG0012080	sp|Q9DA47|TM239_MOUSE	tr|A0A1U7SKX7|A0A1U7SKX7_CARSF
OG0012081	sp|P34152|FAK1_MOUSE	tr|A0A1U7SLU4|A0A1U7SLU4_CARSF
OG0012082	sp|Q64337|SQSTM_MOUSE	tr|A0A1U7SLX7|A0A1U7SLX7_CARSF
OG0012083	sp|Q99K82|SMOX_MOUSE	tr|A0A1U7SSX3|A0A1U7SSX3_CARSF
OG0012084	sp|P06537|GCR_MOUSE	tr|A0A1U7SSY8|A0A1U7SSY8_CARSF
OG0012085	sp|Q8BHH2|RAB9B_MOUSE	tr|A0A1U7STR3|A0A1U7STR3_CARSF
OG0012086	sp|D3YV92|GAR2_MOUSE	tr|A0A1U7SV50|A0A1U7SV50_CARSF
OG0012087	tr|E9Q8Q6|E9Q8Q6_MOUSE	tr|A0A1U7T0C1|A0A1U7T0C1_CARSF
OG0012088	sp|Q0II04|NEBL_MOUSE	tr|A0A1U7T1Z6|A0A1U7T1Z6_CARSF
OG0012089	sp|A2AI05|NDOR1_MOUSE	tr|A0A1U7T4Z0|A0A1U7T4Z0_CARSF
OG0012090	sp|P34056|AP2A_MOUSE	tr|A0A1U7T510|A0A1U7T510_CARSF
OG0012091	sp|Q8BUR9|MZT1_MOUSE	tr|A0A1U7T8N2|A0A1U7T8N2_CARSF
OG0012092	sp|Q99LM9|TADA1_MOUSE	tr|A0A1U7T9K1|A0A1U7T9K1_CARSF
OG0012093	sp|Q9DAL3|CCD54_MOUSE	tr|A0A1U7TCB2|A0A1U7TCB2_CARSF
OG0012094	sp|Q9CZD0|MMAC_MOUSE	tr|A0A1U7TD51|A0A1U7TD51_CARSF
OG0012095	sp|Q9CQC7|NDUB4_MOUSE	tr|A0A1U7THP7|A0A1U7THP7_CARSF
OG0012096	sp|Q5F285|TM256_MOUSE	tr|A0A1U7TKD6|A0A1U7TKD6_CARSF
OG0012097	sp|Q3UYI6|FUZZY_MOUSE	tr|A0A1U7TLW8|A0A1U7TLW8_CARSF
OG0012098	sp|Q5UBV8|TNF15_MOUSE	tr|A0A1U7TMF2|A0A1U7TMF2_CARSF
OG0012099	sp|B2RQE8|RHG42_MOUSE	tr|A0A1U7TMR6|A0A1U7TMR6_CARSF
OG0012100	sp|Q8BYK8|ZC3H6_MOUSE	tr|A0A1U7TNG5|A0A1U7TNG5_CARSF
OG0012101	sp|P98086|C1QA_MOUSE	tr|A0A1U7TPY6|A0A1U7TPY6_CARSF
OG0012102	tr|A0A804C8T0|A0A804C8T0_MOUSE	tr|A0A1U7TRP0|A0A1U7TRP0_CARSF
OG0012103	sp|Q3UHQ6|DOP2_MOUSE	tr|A0A1U7TUB3|A0A1U7TUB3_CARSF
OG0012104	sp|O88796|RPP30_MOUSE	tr|A0A1U7TUM0|A0A1U7TUM0_CARSF
OG0012105	sp|Q921N6|DDX27_MOUSE	tr|A0A1U7TUM6|A0A1U7TUM6_CARSF
OG0012106	sp|Q99K67|AASS_MOUSE	tr|A0A1U7TW70|A0A1U7TW70_CARSF
OG0012107	sp|Q9WV56|GDF2_MOUSE	tr|A0A1U7TW82|A0A1U7TW82_CARSF
OG0012108	sp|Q8CCH2|NHLC3_MOUSE	tr|A0A1U7U317|A0A1U7U317_CARSF
OG0012109	sp|P59270|B3GA2_MOUSE	tr|A0A1U7U3Q9|A0A1U7U3Q9_CARSF
OG0012110	sp|Q61205|PA1B3_MOUSE	tr|A0A1U7U3Z6|A0A1U7U3Z6_CARSF
OG0012111	sp|Q5SXY1|CYTSB_MOUSE	tr|A0A1U7U4G4|A0A1U7U4G4_CARSF
OG0012112	sp|Q9WTP2|SPY4_MOUSE	tr|A0A1U7U6C3|A0A1U7U6C3_CARSF
OG0012113	sp|Q9JHI2|ADAT1_MOUSE	tr|A0A1U7UBJ6|A0A1U7UBJ6_CARSF
OG0012114	sp|Q9CWZ7|SNAG_MOUSE	tr|A0A1U7UC00|A0A1U7UC00_CARSF
OG0012115	sp|O88662|EMP2_MOUSE	tr|A0A1U7UC99|A0A1U7UC99_CARSF
OG0012116	sp|P48346|IL15_MOUSE	tr|A0A1U7UET9|A0A1U7UET9_CARSF
OG0012117	sp|Q505B7|ARCH_MOUSE	tr|A0A1U7UH12|A0A1U7UH12_CARSF
OG0012118	sp|Q9DBF1|AL7A1_MOUSE	tr|A0A1U7UJ85|A0A1U7UJ85_CARSF
OG0012119	sp|P61514|RL37A_MOUSE	tr|A0A1U7UJ90|A0A1U7UJ90_CARSF
OG0012120	sp|Q9DAM3|HSPB9_MOUSE	tr|A0A1U7UJH6|A0A1U7UJH6_CARSF
OG0012121	sp|Q8QZW3|F151A_MOUSE	tr|A0A1U7UL20|A0A1U7UL20_CARSF
OG0012122	sp|Q9Z2U2|ZN292_MOUSE	tr|A0A1U7UL75|A0A1U7UL75_CARSF
OG0012123	sp|Q9Z2R9|E2AK1_MOUSE	tr|A0A1U7ULN9|A0A1U7ULN9_CARSF
OG0012124	sp|Q61214|DYR1A_MOUSE	tr|A0A1U7UMK0|A0A1U7UMK0_CARSF
OG0012125	sp|Q8R2M2|TDIF2_MOUSE	tr|A0A1U7URF1|A0A1U7URF1_CARSF
OG0012126	sp|Q9WVC6|SGK1_MOUSE	tr|A0A1U7V276|A0A1U7V276_CARSF
OG0012127	sp|Q8K3A9|MEPCE_MOUSE	tr|A0A1U7V447|A0A1U7V447_CARSF
OG0012128	sp|P11859|ANGT_MOUSE	tr|A0A1U7V4B7|A0A1U7V4B7_CARSF
OG0012129	sp|Q8VCE2|GPN1_MOUSE	tr|A0A3Q0DGX7|A0A3Q0DGX7_CARSF
OG0012130	tr|E9PVZ2|E9PVZ2_MOUSE	tr|A0A3Q0DL29|A0A3Q0DL29_CARSF
OG0012131	sp|Q8BKT8|HAUS7_MOUSE	tr|A0A3Q0DM35|A0A3Q0DM35_CARSF
OG0012132	sp|P20357|MTAP2_MOUSE	tr|A0A3Q0DN07|A0A3Q0DN07_CARSF
OG0012133	sp|Q61738|ITA7_MOUSE	tr|A0A3Q0DUS6|A0A3Q0DUS6_CARSF
OG0012134	sp|Q9D5A0|SPESP_MOUSE	tr|A0A3Q0DX20|A0A3Q0DX20_CARSF
OG0012135	sp|Q9CQL2|CCER1_MOUSE	tr|A0A3Q0E080|A0A3Q0E080_CARSF
OG0012136	sp|Q8BT20|ISK6_MOUSE	tr|A0A3Q0E919|A0A3Q0E919_CARSF
OG0012137	tr|Q6PCX8|Q6PCX8_MOUSE	tr|A0A3Q0EDN8|A0A3Q0EDN8_CARSF
OG0012138	sp|P63166|SUMO1_MOUSE	tr|A0A3Q0EIB9|A0A3Q0EIB9_CARSF
OG0012139	sp|Q9EQT3|RHOU_MOUSE	tr|A0A3Q0EIV7|A0A3Q0EIV7_CARSF
OG0012140	sp|O54782|MA2B2_MOUSE	tr|A0A3Q0EJ69|A0A3Q0EJ69_CARSF
OG0012141	sp|Q3TSG4|ALKB5_MOUSE	tr|A0A1U7SET4|A0A1U7SET4_CARSF
OG0012142	sp|Q8R331|ZNHI1_MOUSE	tr|A0A1U7SIH6|A0A1U7SIH6_CARSF
OG0012143	sp|Q9CQV4|RETR3_MOUSE	tr|A0A1U7SNB1|A0A1U7SNB1_CARSF
OG0012144	sp|P61358|RL27_MOUSE	tr|A0A1U7SP59|A0A1U7SP59_CARSF
OG0012145	sp|Q9QY23|PKP3_MOUSE	tr|A0A1U7SV23|A0A1U7SV23_CARSF
OG0012146	sp|Q8BPX9|S15A3_MOUSE	tr|A0A1U7SXH6|A0A1U7SXH6_CARSF
OG0012147	sp|Q3TAS6|EMC10_MOUSE	tr|A0A1U7SXX3|A0A1U7SXX3_CARSF
OG0012148	sp|Q91ZA6|SOCS4_MOUSE	tr|A0A1U7T166|A0A1U7T166_CARSF
OG0012149	sp|Q8VEI3|HYAL3_MOUSE	tr|A0A1U7T1G1|A0A1U7T1G1_CARSF
OG0012150	sp|Q9D1R9|RL34_MOUSE	tr|A0A1U7T3M5|A0A1U7T3M5_CARSF
OG0012151	sp|Q9CR27|WASC3_MOUSE	tr|A0A1U7T3N7|A0A1U7T3N7_CARSF
OG0012152	sp|Q3UN16|GP162_MOUSE	tr|A0A1U7T608|A0A1U7T608_CARSF
OG0012153	sp|Q9EQ28|DPOD3_MOUSE	tr|A0A1U7T6J7|A0A1U7T6J7_CARSF
