Orthogroup	Mus_musculus	Cebus_imitator
OG0010293	sp|Q9Z1E3|IKBA_MOUSE	tr|A0A2K5RYL2|A0A2K5RYL2_CEBIM
OG0010294	sp|Q3TVA9|CC136_MOUSE	tr|A0A2K5RZF5|A0A2K5RZF5_CEBIM
OG0010295	sp|Q8K183|PDXK_MOUSE	tr|A0A2K5S1Y6|A0A2K5S1Y6_CEBIM
OG0010296	sp|Q8VEB6|RNZ1_MOUSE	tr|A0A2K5S4N6|A0A2K5S4N6_CEBIM
OG0010297	sp|Q09TK9|ISK8_MOUSE	tr|A0A2K5S6G0|A0A2K5S6G0_CEBIM
OG0010298	sp|Q9D7S0|LYPD8_MOUSE	tr|A0A2K5S6J0|A0A2K5S6J0_CEBIM
OG0010299	sp|Q3URR0|CENPW_MOUSE	tr|A0A2K5S6M2|A0A2K5S6M2_CEBIM
OG0010300	sp|P56564|EAA1_MOUSE	tr|A0A2K5S8L7|A0A2K5S8L7_CEBIM
OG0010301	sp|Q9DAU7|WFDC2_MOUSE	tr|A0A2K5SC22|A0A2K5SC22_CEBIM
OG0010302	sp|Q8BZI6|GUCD1_MOUSE	tr|A0A2K5SE92|A0A2K5SE92_CEBIM
OG0010303	sp|Q8BVT6|PP2D1_MOUSE	tr|A0A2K5SEI8|A0A2K5SEI8_CEBIM
OG0010304	sp|P70388|RAD50_MOUSE	tr|A0A2K5SFP9|A0A2K5SFP9_CEBIM
OG0010305	sp|Q8CG80|SHF_MOUSE	tr|A0A2K5SG60|A0A2K5SG60_CEBIM
OG0010306	sp|P21619|LMNB2_MOUSE	tr|A0A2K5P8U2|A0A2K5P8U2_CEBIM
OG0010307	sp|Q8BIL2|MSD1_MOUSE	tr|A0A2K5P9C1|A0A2K5P9C1_CEBIM
OG0010308	sp|Q9ER58|TICN2_MOUSE	tr|A0A2K5P9E2|A0A2K5P9E2_CEBIM
OG0010309	sp|P09633|HXC9_MOUSE	tr|A0A2K5PAP7|A0A2K5PAP7_CEBIM
OG0010310	sp|Q9D8Z2|TRIA1_MOUSE	tr|A0A2K5PBA9|A0A2K5PBA9_CEBIM
OG0010311	sp|Q8K1T1|LRC25_MOUSE	tr|A0A2K5PDK1|A0A2K5PDK1_CEBIM
OG0010312	sp|P16294|FA9_MOUSE	tr|A0A2K5PF03|A0A2K5PF03_CEBIM
OG0010313	sp|Q9JJA9|GRASP_MOUSE	tr|A0A2K5PGW2|A0A2K5PGW2_CEBIM
OG0010314	sp|Q9DCJ1|LST8_MOUSE	tr|A0A2K5PJ88|A0A2K5PJ88_CEBIM
OG0010315	sp|Q8R235|TM203_MOUSE	tr|A0A2K5PJ92|A0A2K5PJ92_CEBIM
OG0010316	sp|Q9JKC6|CEND_MOUSE	tr|A0A2K5PK91|A0A2K5PK91_CEBIM
OG0010317	sp|Q9CWP8|DPOD4_MOUSE	tr|A0A2K5PLD0|A0A2K5PLD0_CEBIM
OG0010318	sp|A2AM29|AF9_MOUSE	tr|A0A2K5PQI7|A0A2K5PQI7_CEBIM
OG0010319	tr|F8VPZ3|F8VPZ3_MOUSE	tr|A0A2K5PS05|A0A2K5PS05_CEBIM
OG0010320	sp|O35464|SEM6A_MOUSE	tr|A0A2K5PTM3|A0A2K5PTM3_CEBIM
OG0010321	sp|Q9CQH3|NDUB5_MOUSE	tr|A0A2K5PY03|A0A2K5PY03_CEBIM
OG0010322	sp|P97927|LAMA4_MOUSE	tr|A0A2K5PY38|A0A2K5PY38_CEBIM
OG0010323	sp|Q3V0J4|ANR53_MOUSE	tr|A0A2K5PZ45|A0A2K5PZ45_CEBIM
OG0010324	sp|P28649|CP19A_MOUSE	tr|A0A2K5PZK7|A0A2K5PZK7_CEBIM
OG0010325	sp|P09023|HXB6_MOUSE	tr|A0A2K5Q2T9|A0A2K5Q2T9_CEBIM
OG0010326	sp|P48168|GLRB_MOUSE	tr|A0A2K5Q9G2|A0A2K5Q9G2_CEBIM
OG0010327	sp|Q8BV79|TRNK1_MOUSE	tr|A0A2K5Q9N5|A0A2K5Q9N5_CEBIM
OG0010328	sp|A2ARJ3|TM236_MOUSE	tr|A0A2K5QC92|A0A2K5QC92_CEBIM
OG0010329	sp|Q8C2E7|WASC5_MOUSE	tr|A0A2K5QCR0|A0A2K5QCR0_CEBIM
OG0010330	sp|Q8BG58|P4HTM_MOUSE	tr|A0A2K5QI28|A0A2K5QI28_CEBIM
OG0010331	sp|Q7TQD2|TPPP_MOUSE	tr|A0A2K5QJI9|A0A2K5QJI9_CEBIM
OG0010332	sp|Q8BXJ9|TMM62_MOUSE	tr|A0A2K5QLA4|A0A2K5QLA4_CEBIM
OG0010333	sp|P16277|BLK_MOUSE	tr|A0A2K5QLB7|A0A2K5QLB7_CEBIM
OG0010334	tr|E9Q4T4|E9Q4T4_MOUSE	tr|A0A2K5QLF8|A0A2K5QLF8_CEBIM
OG0010335	sp|P59913|PCMD1_MOUSE	tr|A0A2K5QLV0|A0A2K5QLV0_CEBIM
OG0010336	sp|A2A891|CMTA1_MOUSE	tr|A0A2K5QQ14|A0A2K5QQ14_CEBIM
OG0010337	sp|Q8BHT6|B3GLT_MOUSE	tr|A0A2K5QQ48|A0A2K5QQ48_CEBIM
OG0010338	sp|Q7TSQ8|PDPR_MOUSE	tr|A0A2K5QQW3|A0A2K5QQW3_CEBIM
OG0010339	sp|Q920Q2|REV1_MOUSE	tr|A0A2K5QRN6|A0A2K5QRN6_CEBIM
OG0010340	sp|O08686|BARX2_MOUSE	tr|A0A2K5QS56|A0A2K5QS56_CEBIM
OG0010341	sp|Q9JM58|CRLF1_MOUSE	tr|A0A2K5QUW7|A0A2K5QUW7_CEBIM
OG0010342	sp|Q9DAI2|IFT22_MOUSE	tr|A0A2K5QW05|A0A2K5QW05_CEBIM
OG0010343	sp|Q9DBQ7|PACE1_MOUSE	tr|A0A2K5QXM5|A0A2K5QXM5_CEBIM
OG0010344	sp|P01029|CO4B_MOUSE	tr|A0A2K5QYP3|A0A2K5QYP3_CEBIM
OG0010345	sp|Q922P8|T132A_MOUSE	tr|A0A2K5R0F2|A0A2K5R0F2_CEBIM
OG0010346	sp|Q6P5D3|DHX57_MOUSE	tr|A0A2K5R0I3|A0A2K5R0I3_CEBIM
OG0010347	sp|Q8BZ52|FSD2_MOUSE	tr|A0A2K5R156|A0A2K5R156_CEBIM
OG0010348	sp|Q9D8B6|F210B_MOUSE	tr|A0A2K5R5Z7|A0A2K5R5Z7_CEBIM
OG0010349	sp|E9Q6E9|SIMC1_MOUSE	tr|A0A2K5R6P3|A0A2K5R6P3_CEBIM
OG0010350	sp|P16301|LCAT_MOUSE	tr|A0A2K5R819|A0A2K5R819_CEBIM
OG0010351	sp|Q8K0R6|GLTD2_MOUSE	tr|A0A2K5R8S5|A0A2K5R8S5_CEBIM
OG0010352	sp|P42582|NKX25_MOUSE	tr|A0A2K5R952|A0A2K5R952_CEBIM
OG0010353	sp|A0PK84|ZDH22_MOUSE	tr|A0A2K5RAD9|A0A2K5RAD9_CEBIM
OG0010354	sp|Q60855|RIPK1_MOUSE	tr|A0A2K5RD46|A0A2K5RD46_CEBIM
OG0010355	sp|Q9Z0D9|CX3C1_MOUSE	tr|A0A2K5REH3|A0A2K5REH3_CEBIM
OG0010356	sp|Q8BPA8|DPCD_MOUSE	tr|A0A2K5RER0|A0A2K5RER0_CEBIM
OG0010357	sp|Q80U56|AVL9_MOUSE	tr|A0A2K5RM86|A0A2K5RM86_CEBIM
OG0010358	sp|Q9D5R4|SPAT1_MOUSE	tr|A0A2K5RQI2|A0A2K5RQI2_CEBIM
OG0010359	sp|Q9WUK2|IF4H_MOUSE	tr|A0A2K5RVM6|A0A2K5RVM6_CEBIM
OG0010360	sp|Q9WV74|ASB1_MOUSE	tr|A0A2K5RYG2|A0A2K5RYG2_CEBIM
OG0010361	sp|Q8CGU1|CACO1_MOUSE	tr|A0A2K5S0Y0|A0A2K5S0Y0_CEBIM
OG0010362	sp|P15499|PRPH2_MOUSE	tr|A0A2K5S263|A0A2K5S263_CEBIM
OG0010363	tr|Q3TMP1|Q3TMP1_MOUSE	tr|A0A2K5S3F1|A0A2K5S3F1_CEBIM
OG0010364	sp|Q9CQY7|PAQRB_MOUSE	tr|A0A2K5S4A5|A0A2K5S4A5_CEBIM
OG0010365	sp|Q9CZT8|RAB3B_MOUSE	tr|A0A2K5S4G2|A0A2K5S4G2_CEBIM
OG0010366	sp|Q8C052|MAP1S_MOUSE	tr|A0A2K5S597|A0A2K5S597_CEBIM
OG0010367	sp|P97760|RPB3_MOUSE	tr|A0A2K5S5S5|A0A2K5S5S5_CEBIM
OG0010368	sp|P10855|CCL3_MOUSE	tr|A0A2K5S6K7|A0A2K5S6K7_CEBIM
OG0010369	sp|Q9Z319|CORIN_MOUSE	tr|A0A2K5S7B7|A0A2K5S7B7_CEBIM
OG0010370	sp|Q925G2|CYBR1_MOUSE	tr|A0A2K5SBU3|A0A2K5SBU3_CEBIM
OG0010371	sp|Q8BM39|PRP18_MOUSE	tr|A0A2K5SC53|A0A2K5SC53_CEBIM
OG0010372	sp|Q3UY96|CFA74_MOUSE	tr|A0A2K5SDF4|A0A2K5SDF4_CEBIM
OG0010373	sp|Q9QYL7|ABT1_MOUSE	tr|A0A2K5SFW4|A0A2K5SFW4_CEBIM
OG0010374	sp|Q8CJ70|IL19_MOUSE	tr|A0A2K5SIF5|A0A2K5SIF5_CEBIM
OG0010375	sp|Q24JP4|CE047_MOUSE	tr|A0A2K5SJM5|A0A2K5SJM5_CEBIM
OG0010376	sp|P08226|APOE_MOUSE	tr|A0A2Q0BIU8|A0A2Q0BIU8_CEBIM
OG0010377	sp|Q9ET26|RN114_MOUSE	tr|A0A2K5PAS4|A0A2K5PAS4_CEBIM
OG0010378	sp|Q3U3N6|AP4AT_MOUSE	tr|A0A2K5PB97|A0A2K5PB97_CEBIM
OG0010379	sp|Q8BHG3|CC50B_MOUSE	tr|A0A2K5PD01|A0A2K5PD01_CEBIM
OG0010380	sp|D3Z291|CAHM1_MOUSE	tr|A0A2K5PDU5|A0A2K5PDU5_CEBIM
OG0010381	sp|Q9D2Q2|TRM44_MOUSE	tr|A0A2K5PIB5|A0A2K5PIB5_CEBIM
OG0010382	sp|Q9CTN4|RHBT3_MOUSE	tr|A0A2K5PIR1|A0A2K5PIR1_CEBIM
OG0010383	sp|P62746|RHOB_MOUSE	tr|A0A2K5PIU6|A0A2K5PIU6_CEBIM
OG0010384	sp|Q78IK2|ATPMK_MOUSE	tr|A0A2K5PL98|A0A2K5PL98_CEBIM
OG0010385	sp|Q8VEI3|HYAL3_MOUSE	tr|A0A2K5PQX3|A0A2K5PQX3_CEBIM
OG0010386	sp|Q99MV5|M10L1_MOUSE	tr|A0A2K5PR29|A0A2K5PR29_CEBIM
OG0010387	sp|Q6ZPJ3|UBE2O_MOUSE	tr|A0A2K5PSM0|A0A2K5PSM0_CEBIM
OG0010388	sp|Q9QXW2|FBXW5_MOUSE	tr|A0A2K5PT56|A0A2K5PT56_CEBIM
OG0010389	sp|Q91Z38|TTC1_MOUSE	tr|A0A2K5PVQ4|A0A2K5PVQ4_CEBIM
OG0010390	sp|Q6P5G3|MBTD1_MOUSE	tr|A0A2K5PXH1|A0A2K5PXH1_CEBIM
OG0010391	sp|A0A338P6K9|QSER1_MOUSE	tr|A0A2K5PYA8|A0A2K5PYA8_CEBIM
OG0010392	sp|Q9CRB9|MIC19_MOUSE	tr|A0A2K5Q0W5|A0A2K5Q0W5_CEBIM
OG0010393	sp|Q07243|MTF1_MOUSE	tr|A0A2K5Q395|A0A2K5Q395_CEBIM
OG0010394	sp|Q3TCX3|KHDC4_MOUSE	tr|A0A2K5Q474|A0A2K5Q474_CEBIM
OG0010395	sp|Q91ZR2|SNX18_MOUSE	tr|A0A2K5Q5B2|A0A2K5Q5B2_CEBIM
OG0010396	sp|Q8BZ47|ZN609_MOUSE	tr|A0A2K5Q7G2|A0A2K5Q7G2_CEBIM
OG0010397	sp|Q9JJV0|CRBA4_MOUSE	tr|A0A2K5QEJ2|A0A2K5QEJ2_CEBIM
OG0010398	sp|O89051|ITM2B_MOUSE	tr|A0A2K5QF12|A0A2K5QF12_CEBIM
OG0010399	sp|P26350|PTMA_MOUSE	tr|A0A2K5QGG8|A0A2K5QGG8_CEBIM
OG0010400	sp|O08843|LST1_MOUSE	tr|A0A2K5QHQ7|A0A2K5QHQ7_CEBIM
OG0010401	sp|Q9R0H2|MUCEN_MOUSE	tr|A0A2K5QJ50|A0A2K5QJ50_CEBIM
OG0010402	sp|P51830|ADCY9_MOUSE	tr|A0A2K5QJ79|A0A2K5QJ79_CEBIM
OG0010403	sp|O35375|NRP2_MOUSE	tr|A0A2K5QMU8|A0A2K5QMU8_CEBIM
OG0010404	sp|P60469|LIPA3_MOUSE	tr|A0A2K5QMU9|A0A2K5QMU9_CEBIM
OG0010405	sp|Q60760|GRB10_MOUSE	tr|A0A2K5QMV5|A0A2K5QMV5_CEBIM
OG0010406	sp|Q8VE49|DOXA1_MOUSE	tr|A0A2K5QQG5|A0A2K5QQG5_CEBIM
OG0010407	sp|Q8BWR8|RHPN2_MOUSE	tr|A0A2K5QT14|A0A2K5QT14_CEBIM
OG0010408	sp|Q3TY65|ICA1L_MOUSE	tr|A0A2K5QW53|A0A2K5QW53_CEBIM
OG0010409	sp|Q61663|TLX2_MOUSE	tr|A0A2K5QWS3|A0A2K5QWS3_CEBIM
OG0010410	sp|Q059Y8|DCST1_MOUSE	tr|A0A2K5QYM8|A0A2K5QYM8_CEBIM
OG0010411	sp|Q9WTJ6|MTL5_MOUSE	tr|A0A2K5QZA6|A0A2K5QZA6_CEBIM
OG0010412	sp|P18337|LYAM1_MOUSE	tr|A0A2K5QZS1|A0A2K5QZS1_CEBIM
OG0010413	sp|Q8BLR9|HIF1N_MOUSE	tr|A0A2K5R050|A0A2K5R050_CEBIM
OG0010414	sp|Q6PE54|DHX40_MOUSE	tr|A0A2K5R0X1|A0A2K5R0X1_CEBIM
OG0010415	sp|Q9CQA9|NTPCR_MOUSE	tr|A0A2K5R475|A0A2K5R475_CEBIM
OG0010416	sp|Q61009|SCRB1_MOUSE	tr|A0A2K5R774|A0A2K5R774_CEBIM
OG0010417	sp|Q9D8T7|SLIRP_MOUSE	tr|A0A2K5R920|A0A2K5R920_CEBIM
OG0010418	sp|Q6P6P7|PARP6_MOUSE	tr|A0A2K5RD25|A0A2K5RD25_CEBIM
OG0010419	sp|P35761|TTK_MOUSE	tr|A0A2K5RDA1|A0A2K5RDA1_CEBIM
OG0010420	sp|Q3V0Q7|TMPSC_MOUSE	tr|A0A2K5RET7|A0A2K5RET7_CEBIM
OG0010421	sp|P52431|DPOD1_MOUSE	tr|A0A2K5RGD5|A0A2K5RGD5_CEBIM
OG0010422	sp|Q9D855|QCR7_MOUSE	tr|A0A2K5RGI9|A0A2K5RGI9_CEBIM
OG0010423	sp|O55055|TRDMT_MOUSE	tr|A0A2K5RJ83|A0A2K5RJ83_CEBIM
OG0010424	sp|Q3TKY6|CWC27_MOUSE	tr|A0A2K5RKX1|A0A2K5RKX1_CEBIM
OG0010425	sp|Q3UFS4|GPT11_MOUSE	tr|A0A2K5RLE3|A0A2K5RLE3_CEBIM
OG0010426	sp|Q8CAE2|HENMT_MOUSE	tr|A0A2K5RLM3|A0A2K5RLM3_CEBIM
OG0010427	sp|Q8CIZ9|NOX1_MOUSE	tr|A0A2K5RN21|A0A2K5RN21_CEBIM
OG0010428	sp|O35640|ANXA8_MOUSE	tr|A0A2K5RRG0|A0A2K5RRG0_CEBIM
OG0010429	sp|Q9DCV6|DELE1_MOUSE	tr|A0A2K5RRR5|A0A2K5RRR5_CEBIM
OG0010430	sp|Q8VIK5|PEAR1_MOUSE	tr|A0A2K5RS51|A0A2K5RS51_CEBIM
OG0010431	sp|Q8CFK6|DEN1C_MOUSE	tr|A0A2K5S086|A0A2K5S086_CEBIM
OG0010432	sp|Q9JMC3|DNJA4_MOUSE	tr|A0A2K5S3E1|A0A2K5S3E1_CEBIM
OG0010433	sp|P28741|KIF3A_MOUSE	tr|A0A2K5S6A9|A0A2K5S6A9_CEBIM
OG0010434	sp|A2AED3|FNDC7_MOUSE	tr|A0A2K5SBF6|A0A2K5SBF6_CEBIM
OG0010435	sp|Q9D4V3|CCD83_MOUSE	tr|A0A2K5SCV6|A0A2K5SCV6_CEBIM
OG0010436	sp|O35681|SYT3_MOUSE	tr|A0A2K5SCY9|A0A2K5SCY9_CEBIM
OG0010437	sp|Q9D787|PPIL2_MOUSE	tr|A0A2K5SEH8|A0A2K5SEH8_CEBIM
OG0010438	sp|A6H6E9|TT23L_MOUSE	tr|A0A2K5SJ19|A0A2K5SJ19_CEBIM
OG0010439	sp|Q61200|NXPH1_MOUSE	tr|A0A2K5P9H6|A0A2K5P9H6_CEBIM
OG0010440	sp|P0C090|RC3H2_MOUSE	tr|A0A2K5P9K8|A0A2K5P9K8_CEBIM
OG0010441	sp|Q9CZJ6|MS18A_MOUSE	tr|A0A2K5P9N8|A0A2K5P9N8_CEBIM
OG0010442	sp|P56812|PDCD5_MOUSE	tr|A0A2K5P9W9|A0A2K5P9W9_CEBIM
OG0010443	sp|Q9D4V6|TO20L_MOUSE	tr|A0A2K5PAN9|A0A2K5PAN9_CEBIM
OG0010444	sp|Q02650|PAX5_MOUSE	tr|A0A2K5PAQ9|A0A2K5PAQ9_CEBIM
OG0010445	tr|D3YWK9|D3YWK9_MOUSE	tr|A0A2K5PB06|A0A2K5PB06_CEBIM
OG0010446	sp|Q8BJ03|COX15_MOUSE	tr|A0A2K5PF80|A0A2K5PF80_CEBIM
OG0010447	sp|Q99PE9|ARL4D_MOUSE	tr|A0A2K5PFA3|A0A2K5PFA3_CEBIM
OG0010448	sp|Q6P9P0|SLF2_MOUSE	tr|A0A2K5PGT2|A0A2K5PGT2_CEBIM
OG0010449	sp|O88845|AKA10_MOUSE	tr|A0A2K5PGY5|A0A2K5PGY5_CEBIM
OG0010450	sp|Q8C0C0|ZHX2_MOUSE	tr|A0A2K5PK58|A0A2K5PK58_CEBIM
OG0010451	sp|Q9CQ04|OGFD2_MOUSE	tr|A0A2K5PN72|A0A2K5PN72_CEBIM
OG0010452	sp|Q9CQU5|ZWINT_MOUSE	tr|A0A2K5PUY8|A0A2K5PUY8_CEBIM
OG0010453	sp|Q61033|LAP2A_MOUSE	tr|A0A2K5PVN4|A0A2K5PVN4_CEBIM
OG0010454	sp|Q9Z248|AEBP2_MOUSE	tr|A0A2K5PXQ4|A0A2K5PXQ4_CEBIM
OG0010455	sp|Q9D7I5|LHPP_MOUSE	tr|A0A2K5PZF6|A0A2K5PZF6_CEBIM
OG0010456	sp|P11438|LAMP1_MOUSE	tr|A0A2K5Q026|A0A2K5Q026_CEBIM
OG0010457	sp|Q64685|SIAT1_MOUSE	tr|A0A2K5Q0B2|A0A2K5Q0B2_CEBIM
OG0010458	sp|Q8BIZ0|PCD20_MOUSE	tr|A0A2K5Q2K7|A0A2K5Q2K7_CEBIM
OG0010459	sp|Q80UY2|KCMF1_MOUSE	tr|A0A2K5Q840|A0A2K5Q840_CEBIM
OG0010460	tr|A0A1Y7VJ29|A0A1Y7VJ29_MOUSE	tr|A0A2K5QA62|A0A2K5QA62_CEBIM
OG0010461	sp|Q8VE38|OXND1_MOUSE	tr|A0A2K5QBA9|A0A2K5QBA9_CEBIM
OG0010462	sp|Q6PDS0|VTM2L_MOUSE	tr|A0A2K5QC47|A0A2K5QC47_CEBIM
OG0010463	sp|Q6Q783|KMT5C_MOUSE	tr|A0A2K5QD33|A0A2K5QD33_CEBIM
OG0010464	sp|Q8VI38|GBGT1_MOUSE	tr|A0A2K5QFI6|A0A2K5QFI6_CEBIM
OG0010465	sp|P09671|SODM_MOUSE	tr|A0A2K5QGB9|A0A2K5QGB9_CEBIM
OG0010466	sp|Q8BMA6|SRP68_MOUSE	tr|A0A2K5QGC6|A0A2K5QGC6_CEBIM
OG0010467	sp|Q9DCT5|SDF2_MOUSE	tr|A0A2K5QHC7|A0A2K5QHC7_CEBIM
OG0010468	sp|Q8VDS4|RPR1A_MOUSE	tr|A0A2K5QIG1|A0A2K5QIG1_CEBIM
OG0010469	sp|Q8CJ78|ZN628_MOUSE	tr|A0A2K5QIN9|A0A2K5QIN9_CEBIM
OG0010470	sp|Q64674|SPEE_MOUSE	tr|A0A2K5QKE8|A0A2K5QKE8_CEBIM
OG0010471	sp|Q9EPC5|RET7_MOUSE	tr|A0A2K5QLY3|A0A2K5QLY3_CEBIM
OG0010472	sp|Q8K4K2|TRIB3_MOUSE	tr|A0A2K5QRG2|A0A2K5QRG2_CEBIM
OG0010473	sp|Q9D3A9|TTYH1_MOUSE	tr|A0A2K5QSJ5|A0A2K5QSJ5_CEBIM
OG0010474	sp|Q8JZP2|SYN3_MOUSE	tr|A0A2K5QXJ7|A0A2K5QXJ7_CEBIM
OG0010475	tr|E9QAW0|E9QAW0_MOUSE	tr|A0A2K5QXM1|A0A2K5QXM1_CEBIM
OG0010476	sp|Q61790|LAG3_MOUSE	tr|A0A2K5QXQ1|A0A2K5QXQ1_CEBIM
OG0010477	sp|Q8BHD0|RB39A_MOUSE	tr|A0A2K5R1T1|A0A2K5R1T1_CEBIM
OG0010478	tr|E9Q8M1|E9Q8M1_MOUSE	tr|A0A2K5R3U0|A0A2K5R3U0_CEBIM
OG0010479	sp|O08550|KMT2B_MOUSE	tr|A0A2K5R3Z0|A0A2K5R3Z0_CEBIM
OG0010480	sp|P10518|HEM2_MOUSE	tr|A0A2K5R426|A0A2K5R426_CEBIM
OG0010481	sp|P97306|STAC_MOUSE	tr|A0A2K5R488|A0A2K5R488_CEBIM
OG0010482	sp|Q9JHC0|GPX2_MOUSE	tr|A0A2K5R7D5|A0A2K5R7D5_CEBIM
OG0010483	sp|Q9DAM2|EFCB9_MOUSE	tr|A0A2K5R900|A0A2K5R900_CEBIM
OG0010484	sp|P61161|ARP2_MOUSE	tr|A0A2K5R9G9|A0A2K5R9G9_CEBIM
OG0010485	sp|A0A286YEC0|CIROP_MOUSE	tr|A0A2K5RAT0|A0A2K5RAT0_CEBIM
OG0010486	sp|Q8BUK6|HOOK3_MOUSE	tr|A0A2K5REL4|A0A2K5REL4_CEBIM
OG0010487	sp|A2ASQ1|AGRIN_MOUSE	tr|A0A2K5REV1|A0A2K5REV1_CEBIM
OG0010488	sp|D3YYU8|OBSL1_MOUSE	tr|A0A2K5RHD3|A0A2K5RHD3_CEBIM
OG0010489	sp|Q8BVG8|NAT14_MOUSE	tr|A0A2K5RI47|A0A2K5RI47_CEBIM
OG0010490	sp|Q9DBL7|COASY_MOUSE	tr|A0A2K5RJ33|A0A2K5RJ33_CEBIM
OG0010491	sp|P17679|GATA1_MOUSE	tr|A0A2K5RM76|A0A2K5RM76_CEBIM
OG0010492	sp|Q9R1K9|CETN2_MOUSE	tr|A0A2K5RMH4|A0A2K5RMH4_CEBIM
OG0010493	sp|Q8BUR3|FOXJ3_MOUSE	tr|A0A2K5RV53|A0A2K5RV53_CEBIM
OG0010494	sp|Q8R1X6|SPART_MOUSE	tr|A0A2K5RY30|A0A2K5RY30_CEBIM
OG0010495	sp|Q60720|CY561_MOUSE	tr|A0A2K5RYY8|A0A2K5RYY8_CEBIM
OG0010496	sp|Q9D417|FBX24_MOUSE	tr|A0A2K5RZ60|A0A2K5RZ60_CEBIM
OG0010497	sp|A2AIP0|F166B_MOUSE	tr|A0A2K5S073|A0A2K5S073_CEBIM
OG0010498	sp|Q61112|CAB45_MOUSE	tr|A0A2K5S2B8|A0A2K5S2B8_CEBIM
OG0010499	sp|Q62481|VPS72_MOUSE	tr|A0A2K5S3G1|A0A2K5S3G1_CEBIM
OG0010500	sp|Q8VHK5|MLC1_MOUSE	tr|A0A2K5S4K7|A0A2K5S4K7_CEBIM
OG0010501	sp|Q7TQG1|PKHA6_MOUSE	tr|A0A2K5S720|A0A2K5S720_CEBIM
OG0010502	sp|Q9CXF7|CHD1L_MOUSE	tr|A0A2K5S7G5|A0A2K5S7G5_CEBIM
OG0010503	sp|P21275|BMP4_MOUSE	tr|A0A2K5S889|A0A2K5S889_CEBIM
OG0010504	sp|Q99NH2|PARD3_MOUSE	tr|A0A2K5SA02|A0A2K5SA02_CEBIM
OG0010505	sp|Q8BH65|DEN6A_MOUSE	tr|A0A2K5SCM1|A0A2K5SCM1_CEBIM
OG0010506	sp|P04117|FABP4_MOUSE	tr|A0A2K5SE26|A0A2K5SE26_CEBIM
OG0010508	sp|E9Q557|DESP_MOUSE	tr|A0A2K5P9W7|A0A2K5P9W7_CEBIM
OG0010509	sp|Q9D5Y0|CG031_MOUSE	tr|A0A2K5PAH9|A0A2K5PAH9_CEBIM
OG0010510	sp|O35626|RASD1_MOUSE	tr|A0A2K5PAM3|A0A2K5PAM3_CEBIM
OG0010511	sp|Q3UPL5|CK096_MOUSE	tr|A0A2K5PBH2|A0A2K5PBH2_CEBIM
OG0010512	sp|Q0PHV7|DACT3_MOUSE	tr|A0A2K5PCA5|A0A2K5PCA5_CEBIM
OG0010513	sp|Q80VR2|ELL3_MOUSE	tr|A0A2K5PE93|A0A2K5PE93_CEBIM
OG0010514	sp|O88998|NOE1_MOUSE	tr|A0A2K5PEP5|A0A2K5PEP5_CEBIM
OG0010515	sp|Q9QWW1|HOME2_MOUSE	tr|A0A2K5PF12|A0A2K5PF12_CEBIM
OG0010516	sp|Q64221|HEN2_MOUSE	tr|A0A2K5PHN2|A0A2K5PHN2_CEBIM
OG0010517	sp|Q8C8H8|KY_MOUSE	tr|A0A2K5PHN6|A0A2K5PHN6_CEBIM
OG0010518	sp|Q3UIR3|DTX3L_MOUSE	tr|A0A2K5PHY8|A0A2K5PHY8_CEBIM
OG0010519	sp|Q99PI8|RTN4R_MOUSE	tr|A0A2K5PJ56|A0A2K5PJ56_CEBIM
OG0010520	sp|O70309|ITB5_MOUSE	tr|A0A2K5PM15|A0A2K5PM15_CEBIM
OG0010521	sp|Q3UPL0|SC31A_MOUSE	tr|A0A2K5PT40|A0A2K5PT40_CEBIM
OG0010522	sp|Q9ESN3|PGAP6_MOUSE	tr|A0A2K5PT55|A0A2K5PT55_CEBIM
OG0010523	sp|Q3V3G7|GRM2A_MOUSE	tr|A0A2K5PTZ2|A0A2K5PTZ2_CEBIM
OG0010524	sp|P60882|MEGF8_MOUSE	tr|A0A2K5PV63|A0A2K5PV63_CEBIM
OG0010525	sp|O70279|ESS2_MOUSE	tr|A0A2K5PVH2|A0A2K5PVH2_CEBIM
OG0010526	sp|Q3U3N0|MIER2_MOUSE	tr|A0A2K5PVH4|A0A2K5PVH4_CEBIM
OG0010527	sp|Q9EPR5|SORC2_MOUSE	tr|A0A2K5PWF5|A0A2K5PWF5_CEBIM
OG0010528	sp|Q9R0S3|MMP17_MOUSE	tr|A0A2K5PYH1|A0A2K5PYH1_CEBIM
OG0010529	sp|Q91ZF0|DJC24_MOUSE	tr|A0A2K5PZ81|A0A2K5PZ81_CEBIM
OG0010530	sp|Q6ZQ18|EFR3B_MOUSE	tr|A0A2K5PZE5|A0A2K5PZE5_CEBIM
OG0010531	sp|P58355|S45A2_MOUSE	tr|A0A2K5Q1M3|A0A2K5Q1M3_CEBIM
OG0010532	sp|Q8K2I9|FBH1_MOUSE	tr|A0A2K5Q5A7|A0A2K5Q5A7_CEBIM
OG0010533	sp|Q80X45|KISHB_MOUSE	tr|A0A2K5Q6F6|A0A2K5Q6F6_CEBIM
OG0010534	sp|Q8VE52|OGRL1_MOUSE	tr|A0A2K5QAU4|A0A2K5QAU4_CEBIM
OG0010535	sp|Q8VCK7|SYCN_MOUSE	tr|A0A2K5QBI7|A0A2K5QBI7_CEBIM
