Orthogroup	Mus_musculus	Oryctolagus_cuniculus
OG0014097	sp|P51863|VA0D1_MOUSE	tr|G1T239|G1T239_RABIT
OG0014098	sp|P62700|YPEL5_MOUSE	tr|G1T5J7|G1T5J7_RABIT
OG0014099	sp|P63002|TLE5_MOUSE	tr|A0A5F9DVA0|A0A5F9DVA0_RABIT
OG0014100	sp|P70387|HFE_MOUSE	tr|G1T7D7|G1T7D7_RABIT
OG0014101	sp|Q1PSW8|LIN41_MOUSE	tr|G1TRI6|G1TRI6_RABIT
OG0014102	sp|Q3U7U4|CA162_MOUSE	tr|G1STV4|G1STV4_RABIT
OG0014103	sp|Q3UGF1|WDR19_MOUSE	tr|G1SME2|G1SME2_RABIT
OG0014104	sp|Q3UHZ5|LMOD2_MOUSE	tr|A0A5F9CAR8|A0A5F9CAR8_RABIT
OG0014105	sp|Q3UMB9|WASC4_MOUSE	tr|G1SN27|G1SN27_RABIT
OG0014106	tr|Q5U406|Q5U406_MOUSE	tr|A0A5F9DMU9|A0A5F9DMU9_RABIT
OG0014107	sp|Q6NV66|ZN646_MOUSE	tr|G1T7A7|G1T7A7_RABIT
OG0014108	sp|Q6P2B1|TNPO3_MOUSE	tr|G1SYL3|G1SYL3_RABIT
OG0014109	sp|Q6P8G8|ORAI3_MOUSE	tr|G1TRG3|G1TRG3_RABIT
OG0014110	sp|Q6PAC4|PCARE_MOUSE	tr|G1SKM7|G1SKM7_RABIT
OG0014111	sp|Q6PGL7|WASC2_MOUSE	tr|U3KM44|U3KM44_RABIT
OG0014112	sp|Q7TSQ1|CL18A_MOUSE	tr|G1SG27|G1SG27_RABIT
OG0014113	sp|Q80YN3|BCAS1_MOUSE	tr|A0A5F9DK31|A0A5F9DK31_RABIT
OG0014114	tr|Q810P8|Q810P8_MOUSE	tr|A0A5F9DA06|A0A5F9DA06_RABIT
OG0014115	sp|Q8BGD0|CC014_MOUSE	tr|G1TXE4|G1TXE4_RABIT
OG0014116	sp|Q8BGW1|FTO_MOUSE	tr|A0A5F9CDX7|A0A5F9CDX7_RABIT
OG0014117	sp|Q8BIR2|ASTE1_MOUSE	tr|G1SRU0|G1SRU0_RABIT
OG0014118	sp|Q8BR63|F177A_MOUSE	tr|G1SPL3|G1SPL3_RABIT
OG0014119	sp|Q8BRU4|CLC9A_MOUSE	tr|G1TCC9|G1TCC9_RABIT
OG0014120	sp|Q8BTY8|SCFD2_MOUSE	tr|G1SDX5|G1SDX5_RABIT
OG0014121	sp|Q8BU25|PAMR1_MOUSE	tr|A0A5F9DP77|A0A5F9DP77_RABIT
OG0014122	sp|Q8K4Z2|FNDC5_MOUSE	tr|A0A5F9DH09|A0A5F9DH09_RABIT
OG0014123	sp|Q8R3C6|RBM19_MOUSE	tr|G1SX50|G1SX50_RABIT
OG0014124	sp|Q91YD1|CXD3_MOUSE	tr|G1SMS9|G1SMS9_RABIT
OG0014125	sp|Q91YI0|ARLY_MOUSE	tr|A0A5F9CMY9|A0A5F9CMY9_RABIT
OG0014126	sp|Q99J59|TSN1_MOUSE	tr|G1SNF8|G1SNF8_RABIT
OG0014127	sp|Q99KU1|DHDDS_MOUSE	tr|A0A5F9DBX4|A0A5F9DBX4_RABIT
OG0014128	sp|Q99MI1|RB6I2_MOUSE	tr|A0A5F9CMS9|A0A5F9CMS9_RABIT
OG0014129	sp|Q9CQ28|DPH6_MOUSE	tr|A0A5F9CKR9|A0A5F9CKR9_RABIT
OG0014130	sp|Q9CR34|CE052_MOUSE	tr|A0A5F9DPJ1|A0A5F9DPJ1_RABIT
OG0014131	sp|Q9CRD4|DBND2_MOUSE	tr|G1TXU2|G1TXU2_RABIT
OG0014132	sp|Q9CRZ8|TSPO2_MOUSE	tr|A0A5F9C8J3|A0A5F9C8J3_RABIT
OG0014133	sp|Q9CWU6|UQCC1_MOUSE	tr|G1SZM3|G1SZM3_RABIT
OG0014134	sp|Q9CYX7|RRP15_MOUSE	tr|G1TEL4|G1TEL4_RABIT
OG0014135	sp|Q9D7G4|EURL_MOUSE	tr|G1SCN2|G1SCN2_RABIT
OG0014136	sp|Q9DBT4|ENTP4_MOUSE	tr|G1SL30|G1SL30_RABIT
OG0014137	sp|Q9DBY1|SYVN1_MOUSE	tr|G1TMG9|G1TMG9_RABIT
OG0014138	sp|A4QPC6|BT2A2_MOUSE	tr|G1U545|G1U545_RABIT
OG0014139	sp|B7ZMP1|XPP3_MOUSE	tr|G1SXL9|G1SXL9_RABIT
OG0014140	sp|D3YVF0|AKAP5_MOUSE	tr|G1TYZ6|G1TYZ6_RABIT
OG0014141	sp|O08664|BCL7C_MOUSE	tr|A0A5F9C6T2|A0A5F9C6T2_RABIT
OG0014142	sp|O08686|BARX2_MOUSE	tr|G1TLN0|G1TLN0_RABIT
OG0014143	sp|O35309|NMI_MOUSE	tr|A0A5F9CBX1|A0A5F9CBX1_RABIT
OG0014144	sp|P03925|NU6M_MOUSE	sp|O79438|NU6M_RABIT
OG0014145	sp|P07141|CSF1_MOUSE	tr|G1U8S7|G1U8S7_RABIT
OG0014146	sp|P11438|LAMP1_MOUSE	tr|G1TRZ2|G1TRZ2_RABIT
OG0014147	sp|P19788|MGP_MOUSE	sp|P47841|MGP_RABIT
OG0014148	sp|P41155|TNFC_MOUSE	tr|G1SRJ0|G1SRJ0_RABIT
OG0014149	sp|P46938|YAP1_MOUSE	tr|G1U198|G1U198_RABIT
OG0014150	sp|P58022|LOXL2_MOUSE	tr|G1T7Q2|G1T7Q2_RABIT
OG0014151	sp|P63024|VAMP3_MOUSE	tr|A0A5F9CLK1|A0A5F9CLK1_RABIT
OG0014152	sp|P86174|BEND4_MOUSE	tr|U3KM26|U3KM26_RABIT
OG0014153	sp|P97369|NCF4_MOUSE	tr|Q95MN1|Q95MN1_RABIT
OG0014154	sp|Q02257|PLAK_MOUSE	tr|G1T2J0|G1T2J0_RABIT
OG0014155	sp|Q09M02|CBPC5_MOUSE	tr|A0A5F9CNL2|A0A5F9CNL2_RABIT
OG0014156	sp|Q2KN98|CYTSA_MOUSE	tr|A0A5F9CSN8|A0A5F9CSN8_RABIT
OG0014157	sp|Q3UL97|MCAF2_MOUSE	tr|G1SV33|G1SV33_RABIT
OG0014158	sp|Q62086|PON2_MOUSE	tr|A0A5F9DFD4|A0A5F9DFD4_RABIT
OG0014159	sp|Q65CL1|CTNA3_MOUSE	tr|A0A5F9CE00|A0A5F9CE00_RABIT
OG0014160	sp|Q6PDX6|RN220_MOUSE	tr|G1U3N6|G1U3N6_RABIT
OG0014161	sp|Q7TNJ0|DCSTP_MOUSE	tr|G1SLQ2|G1SLQ2_RABIT
OG0014162	sp|Q80UJ9|SETMR_MOUSE	tr|G1TGL9|G1TGL9_RABIT
OG0014163	sp|Q8BG22|CLCA2_MOUSE	tr|G1SME3|G1SME3_RABIT
OG0014164	sp|Q8BMW7|NIPA3_MOUSE	tr|G1STH7|G1STH7_RABIT
OG0014165	sp|Q8BV57|SRCRL_MOUSE	tr|G1U8B5|G1U8B5_RABIT
OG0014166	sp|Q8BYI8|F234B_MOUSE	tr|G1T458|G1T458_RABIT
OG0014167	sp|Q8C3W1|CA198_MOUSE	tr|G1TWX7|G1TWX7_RABIT
OG0014168	sp|Q8C7R7|RFX6_MOUSE	tr|G1T4Z8|G1T4Z8_RABIT
OG0014169	tr|Q8CB76|Q8CB76_MOUSE	tr|G1T7T9|G1T7T9_RABIT
OG0014170	sp|Q8CIK8|RFWD3_MOUSE	tr|G1SWN0|G1SWN0_RABIT
OG0014171	sp|Q8JZM0|TFB1M_MOUSE	tr|A0A5F9DUY1|A0A5F9DUY1_RABIT
OG0014172	sp|Q8JZN3|KCJ14_MOUSE	tr|G1SWB2|G1SWB2_RABIT
OG0014173	sp|Q8K371|AMOL2_MOUSE	tr|G1TZP4|G1TZP4_RABIT
OG0014174	sp|Q8K3V1|SPAT4_MOUSE	tr|G1T5N8|G1T5N8_RABIT
OG0014175	sp|Q8R1G6|PDLI2_MOUSE	tr|G1TLY0|G1TLY0_RABIT
OG0014176	sp|Q8VEA7|TCTA_MOUSE	tr|G1T562|G1T562_RABIT
OG0014177	sp|Q8VI63|MOB2_MOUSE	tr|A0A5F9C4F6|A0A5F9C4F6_RABIT
OG0014178	sp|Q91WE3|RPP25_MOUSE	tr|G1SDH6|G1SDH6_RABIT
OG0014179	sp|Q924X1|EPGN_MOUSE	tr|A0A5F9CB53|A0A5F9CB53_RABIT
OG0014180	sp|Q925J9|MED1_MOUSE	tr|G1TW10|G1TW10_RABIT
OG0014181	sp|Q99NH7|S26A5_MOUSE	tr|G1SYW0|G1SYW0_RABIT
OG0014182	sp|Q9CPY7|AMPL_MOUSE	tr|G1SFP0|G1SFP0_RABIT
OG0014183	sp|Q9CRB3|HIUH_MOUSE	tr|G1TFX3|G1TFX3_RABIT
OG0014184	sp|Q9CW46|RAVR1_MOUSE	tr|G1TQX5|G1TQX5_RABIT
OG0014185	sp|Q9CWJ3|KTBL1_MOUSE	tr|G1TE51|G1TE51_RABIT
OG0014186	sp|Q9D2K4|IQCH_MOUSE	tr|G1SRF4|G1SRF4_RABIT
OG0014187	sp|Q9D3P1|TCHL1_MOUSE	tr|G1TLH6|G1TLH6_RABIT
OG0014188	sp|Q9D8N6|LIN37_MOUSE	tr|A0A5F9C210|A0A5F9C210_RABIT
OG0014189	sp|Q9DA19|CIR1_MOUSE	tr|U3KM99|U3KM99_RABIT
OG0014190	sp|Q9EQ28|DPOD3_MOUSE	tr|G1SHR4|G1SHR4_RABIT
OG0014191	sp|Q9QXY7|XK_MOUSE	tr|G1SR92|G1SR92_RABIT
OG0014192	sp|Q9QY76|VAPB_MOUSE	tr|G1TBQ6|G1TBQ6_RABIT
OG0014193	sp|Q9R1J0|NSDHL_MOUSE	tr|A0A5F9D2D7|A0A5F9D2D7_RABIT
OG0014194	sp|Q9WTI7|MYO1C_MOUSE	tr|A0A5F9DIY4|A0A5F9DIY4_RABIT
OG0014195	tr|A0A075B5Z5|A0A075B5Z5_MOUSE	tr|G1TYX0|G1TYX0_RABIT
OG0014196	tr|B1AWN9|B1AWN9_MOUSE	tr|G1TKP8|G1TKP8_RABIT
OG0014197	tr|E9Q542|E9Q542_MOUSE	tr|G1THS0|G1THS0_RABIT
OG0014198	sp|G5E8V9|ARFP1_MOUSE	tr|A0A5F9CDN7|A0A5F9CDN7_RABIT
OG0014199	sp|P40223|CSF3R_MOUSE	tr|A0A5F9CDZ4|A0A5F9CDZ4_RABIT
OG0014200	sp|P56389|CDD_MOUSE	tr|G1TB81|G1TB81_RABIT
OG0014201	sp|P56501|UCP3_MOUSE	tr|A0A5F9C500|A0A5F9C500_RABIT
OG0014202	sp|P97496|SMRC1_MOUSE	tr|G1SGG5|G1SGG5_RABIT
OG0014203	sp|P97500|MYT1L_MOUSE	tr|A0A5F9D735|A0A5F9D735_RABIT
OG0014204	sp|Q3TR08|FNDC4_MOUSE	tr|A0A5F9D175|A0A5F9D175_RABIT
OG0014205	sp|Q3UV71|TMTC1_MOUSE	tr|G1TRM6|G1TRM6_RABIT
OG0014206	sp|Q3V037|CF163_MOUSE	tr|G1TD00|G1TD00_RABIT
OG0014207	sp|Q49B93|SC5AC_MOUSE	tr|G1TE25|G1TE25_RABIT
OG0014208	sp|Q5DTU0|AF1L2_MOUSE	tr|G1T1U0|G1T1U0_RABIT
OG0014209	sp|Q5U458|DJC11_MOUSE	tr|G1T0F3|G1T0F3_RABIT
OG0014210	sp|Q6GQU2|KLH23_MOUSE	tr|G1SZ71|G1SZ71_RABIT
OG0014211	sp|Q6P4T2|U520_MOUSE	tr|G1SY30|G1SY30_RABIT
OG0014212	sp|Q6P9P6|KIF11_MOUSE	tr|A0A5F9CZS7|A0A5F9CZS7_RABIT
OG0014213	sp|Q6PCN3|TTBK1_MOUSE	tr|G1U8Z3|G1U8Z3_RABIT
OG0014214	sp|Q6PCW6|CNFN_MOUSE	tr|G1SR42|G1SR42_RABIT
OG0014215	sp|Q71FD5|ZNRF2_MOUSE	tr|A0A5F9DG22|A0A5F9DG22_RABIT
OG0014216	sp|Q7TQA6|T2R38_MOUSE	tr|A0A5F9CKD6|A0A5F9CKD6_RABIT
OG0014217	sp|Q7TQJ1|MALD1_MOUSE	tr|G1TK22|G1TK22_RABIT
OG0014218	sp|Q80W54|FACE1_MOUSE	tr|G1TAA4|G1TAA4_RABIT
OG0014219	sp|Q80XB4|NRAP_MOUSE	tr|G1T0G9|G1T0G9_RABIT
OG0014220	sp|Q80Z37|TOPRS_MOUSE	tr|G1SN57|G1SN57_RABIT
OG0014221	sp|Q8BG28|B3GL2_MOUSE	tr|A0A5F9DG58|A0A5F9DG58_RABIT
OG0014222	sp|Q8BG36|DMRT2_MOUSE	tr|G1SJF3|G1SJF3_RABIT
OG0014223	sp|Q8CAA7|PGM2L_MOUSE	tr|G1SPH6|G1SPH6_RABIT
OG0014224	sp|Q8CBW3|ABI1_MOUSE	tr|G1SYI6|G1SYI6_RABIT
OG0014225	sp|Q8CEF8|RN222_MOUSE	tr|G1TC01|G1TC01_RABIT
OG0014226	sp|Q8CG79|ASPP2_MOUSE	tr|G1SM66|G1SM66_RABIT
OG0014227	sp|Q8CJ67|STAU2_MOUSE	tr|A0A5F9DFX2|A0A5F9DFX2_RABIT
OG0014228	sp|Q8K245|UVRAG_MOUSE	tr|G1TEM6|G1TEM6_RABIT
OG0014229	sp|Q8K377|LRRT1_MOUSE	tr|A0A5F9C135|A0A5F9C135_RABIT
OG0014230	sp|Q8R0C3|S26A8_MOUSE	tr|A0A5F9CSR0|A0A5F9CSR0_RABIT
OG0014231	sp|Q8R1B0|STAC2_MOUSE	tr|A0A5F9CWD7|A0A5F9CWD7_RABIT
OG0014232	sp|Q8R2N2|UTP4_MOUSE	tr|G1SPJ7|G1SPJ7_RABIT
OG0014233	sp|Q99MY8|ASH1L_MOUSE	tr|G1T8I1|G1T8I1_RABIT
OG0014234	sp|Q99PA5|NKG7_MOUSE	tr|A0A5F9C6I8|A0A5F9C6I8_RABIT
OG0014235	sp|Q9CQ10|CHMP3_MOUSE	tr|A0A5F9CZ24|A0A5F9CZ24_RABIT
OG0014236	sp|Q9CQE9|FWCH2_MOUSE	tr|A0A5F9DCY4|A0A5F9DCY4_RABIT
OG0014237	sp|Q9CQI4|IFTAP_MOUSE	tr|G1SS63|G1SS63_RABIT
OG0014238	sp|Q9D3D0|TTPAL_MOUSE	tr|G1SLE7|G1SLE7_RABIT
OG0014239	sp|Q9DAQ5|CQ098_MOUSE	tr|G1TPE9|G1TPE9_RABIT
OG0014240	sp|Q9DB52|PBIR1_MOUSE	tr|G1SHZ1|G1SHZ1_RABIT
OG0014241	sp|Q9EQ31|LPAR3_MOUSE	tr|G1TZT3|G1TZT3_RABIT
OG0014242	sp|Q9JJ61|GLT16_MOUSE	tr|A0A5F9CD21|A0A5F9CD21_RABIT
OG0014243	sp|Q9Z0Y7|IRS4_MOUSE	tr|G1T082|G1T082_RABIT
OG0014244	tr|A0A0U1RNT7|A0A0U1RNT7_MOUSE	tr|A0A5F9CWT6|A0A5F9CWT6_RABIT
OG0014245	tr|F8VQ18|F8VQ18_MOUSE	tr|G1TTG0|G1TTG0_RABIT
OG0014246	sp|O35205|GRAK_MOUSE	tr|G1SW19|G1SW19_RABIT
OG0014247	sp|O35435|PYRD_MOUSE	tr|G1SWF3|G1SWF3_RABIT
OG0014248	sp|O54864|SUV91_MOUSE	tr|A0A5F9CK69|A0A5F9CK69_RABIT
OG0014249	sp|O88786|I13R2_MOUSE	tr|G1T812|G1T812_RABIT
OG0014250	tr|O88933|O88933_MOUSE	tr|U3KN56|U3KN56_RABIT
OG0014251	sp|P14901|HMOX1_MOUSE	tr|G1SZP6|G1SZP6_RABIT
OG0014252	sp|P57724|PCBP4_MOUSE	tr|G1U2G6|G1U2G6_RABIT
OG0014253	sp|P62313|LSM6_MOUSE	tr|G1TDT2|G1TDT2_RABIT
OG0014254	sp|P62908|RS3_MOUSE	tr|G1TNM3|G1TNM3_RABIT
OG0014255	sp|P63080|GBRB3_MOUSE	tr|G1SK40|G1SK40_RABIT
OG0014256	sp|P70298|CUX2_MOUSE	tr|G1TZG1|G1TZG1_RABIT
OG0014257	sp|P70697|DCUP_MOUSE	tr|G1SL80|G1SL80_RABIT
OG0014258	sp|Q0P5X5|ZBBX_MOUSE	tr|G1TCC5|G1TCC5_RABIT
OG0014259	sp|Q149F1|RUSD2_MOUSE	tr|G1TA43|G1TA43_RABIT
OG0014260	sp|Q2TUM3|KCNRG_MOUSE	tr|G1SJ00|G1SJ00_RABIT
OG0014261	tr|Q32M27|Q32M27_MOUSE	tr|U3KN89|U3KN89_RABIT
OG0014262	sp|Q5FW53|MBPHL_MOUSE	tr|G1U4R4|G1U4R4_RABIT
OG0014263	sp|Q60829|PPR1B_MOUSE	tr|G1U6C8|G1U6C8_RABIT
OG0014264	sp|Q62052|P_MOUSE	tr|G1SJV9|G1SJV9_RABIT
OG0014265	sp|Q62447|CCNC_MOUSE	tr|G1SJF8|G1SJF8_RABIT
OG0014266	sp|Q64449|MRC2_MOUSE	tr|G1TF09|G1TF09_RABIT
OG0014267	sp|Q67FY2|BCL9L_MOUSE	tr|G1U3Y3|G1U3Y3_RABIT
OG0014268	sp|Q6NZL6|TONSL_MOUSE	tr|G1SL82|G1SL82_RABIT
OG0014269	sp|Q6P1G0|HEAT6_MOUSE	tr|G1SK81|G1SK81_RABIT
OG0014270	sp|Q80VH0|BANK1_MOUSE	tr|U3KML5|U3KML5_RABIT
OG0014271	sp|Q80WE4|KI20B_MOUSE	tr|G1SHM7|G1SHM7_RABIT
OG0014272	sp|Q80WP8|GADL1_MOUSE	tr|G1SE24|G1SE24_RABIT
OG0014273	sp|Q80XQ8|F168B_MOUSE	tr|G1TDC6|G1TDC6_RABIT
OG0014274	sp|Q812A3|ANR23_MOUSE	tr|A0A5F9DM44|A0A5F9DM44_RABIT
OG0014275	sp|Q8BFY6|PEF1_MOUSE	tr|G1SPK0|G1SPK0_RABIT
OG0014276	sp|Q8BGA3|LRRT2_MOUSE	tr|G1U099|G1U099_RABIT
OG0014277	sp|Q8BGY9|SC5A7_MOUSE	tr|G1SEM3|G1SEM3_RABIT
OG0014278	sp|Q8C0Q2|ZHX3_MOUSE	tr|G1SR00|G1SR00_RABIT
OG0014279	sp|Q8CDL9|CCD87_MOUSE	tr|G1TWT6|G1TWT6_RABIT
OG0014280	sp|Q8CG73|FTM_MOUSE	tr|G1SG15|G1SG15_RABIT
OG0014281	sp|Q8CH77|NAV1_MOUSE	tr|G1U5Y9|G1U5Y9_RABIT
OG0014282	sp|Q8R3J5|CHAC1_MOUSE	tr|A0A5F9CVK4|A0A5F9CVK4_RABIT
OG0014283	sp|Q8VBT2|SDHL_MOUSE	tr|G1TNU1|G1TNU1_RABIT
OG0014284	sp|Q8VEB3|MACIR_MOUSE	tr|A0A5F9DT78|A0A5F9DT78_RABIT
OG0014285	sp|Q8VHY0|CSPG4_MOUSE	tr|G1SJ72|G1SJ72_RABIT
OG0014286	sp|Q91X43|SH319_MOUSE	tr|G1SS75|G1SS75_RABIT
OG0014287	sp|Q91XA5|SNPC2_MOUSE	tr|G1TL34|G1TL34_RABIT
OG0014288	sp|Q91Y44|BRDT_MOUSE	tr|G1TDR7|G1TDR7_RABIT
OG0014289	sp|Q922M5|CDA7L_MOUSE	tr|G1T6K6|G1T6K6_RABIT
OG0014290	sp|Q99ML0|ZMY10_MOUSE	tr|G1SNJ6|G1SNJ6_RABIT
OG0014291	sp|Q99N99|S5A2_MOUSE	tr|G1SF12|G1SF12_RABIT
OG0014292	sp|Q9CR36|GKN1_MOUSE	tr|G1SYV8|G1SYV8_RABIT
OG0014293	sp|Q9CWR7|STEA1_MOUSE	tr|G1SWI4|G1SWI4_RABIT
OG0014294	sp|Q9CYZ2|TPD54_MOUSE	tr|A0A5F9C150|A0A5F9C150_RABIT
OG0014295	sp|Q9EQI8|RM46_MOUSE	tr|A0A5F9CY64|A0A5F9CY64_RABIT
OG0014296	sp|Q9JJS6|BCDO1_MOUSE	tr|A0A5F9C1V5|A0A5F9C1V5_RABIT
OG0014297	sp|Q9JLY0|SOCS6_MOUSE	tr|A0A5F9D1B1|A0A5F9D1B1_RABIT
OG0014298	sp|Q9QZU5|KR151_MOUSE	tr|G1TL07|G1TL07_RABIT
OG0014299	sp|Q9R000|ITBP2_MOUSE	tr|A0A5F9CU74|A0A5F9CU74_RABIT
OG0014300	sp|Q9R0L7|AKP8L_MOUSE	tr|G1T194|G1T194_RABIT
OG0014301	sp|Q9WVH6|ANGP4_MOUSE	tr|G1TZR4|G1TZR4_RABIT
OG0014302	sp|A0A1B0GSN8|SRTM2_MOUSE	tr|A0A5F9C9Q1|A0A5F9C9Q1_RABIT
OG0014303	tr|A0A571BF02|A0A571BF02_MOUSE	tr|G1T2F7|G1T2F7_RABIT
OG0014304	sp|A2ATU0|DHTK1_MOUSE	tr|G1SWY2|G1SWY2_RABIT
OG0014305	sp|A6H6A4|LRIQ4_MOUSE	tr|A0A5F9C370|A0A5F9C370_RABIT
OG0014306	tr|B2RXC8|B2RXC8_MOUSE	tr|A0A5F9CXY1|A0A5F9CXY1_RABIT
OG0014307	sp|D3YVE8|S35G2_MOUSE	tr|A0A5F9CSG3|A0A5F9CSG3_RABIT
OG0014308	tr|E9Q5F1|E9Q5F1_MOUSE	tr|G1TIU9|G1TIU9_RABIT
OG0014309	sp|O08784|TCOF_MOUSE	tr|G1SKJ8|G1SKJ8_RABIT
OG0014310	sp|O35654|DPOD2_MOUSE	tr|G1T8E8|G1T8E8_RABIT
OG0014311	sp|P13504|IL1R1_MOUSE	tr|G1SS30|G1SS30_RABIT
OG0014312	sp|P23812|HXD12_MOUSE	tr|G1SHH7|G1SHH7_RABIT
OG0014313	sp|P52187|KCJ12_MOUSE	tr|A0A5F9DDG3|A0A5F9DDG3_RABIT
OG0014314	sp|P56379|ATP68_MOUSE	tr|G1TDC0|G1TDC0_RABIT
OG0014315	sp|P61082|UBC12_MOUSE	tr|G1TC10|G1TC10_RABIT
OG0014316	sp|P70284|TGIF1_MOUSE	tr|G1T622|G1T622_RABIT
OG0014317	sp|Q08874|MITF_MOUSE	tr|G1SH07|G1SH07_RABIT
OG0014318	sp|Q3U2V3|NUD18_MOUSE	tr|G1SN28|G1SN28_RABIT
OG0014319	sp|Q5FWI3|CEIP2_MOUSE	tr|G1SET5|G1SET5_RABIT
OG0014320	sp|Q61200|NXPH1_MOUSE	tr|G1T4G7|G1T4G7_RABIT
OG0014321	sp|Q61471|TOB1_MOUSE	tr|A0A5F9CR96|A0A5F9CR96_RABIT
OG0014322	sp|Q62186|SSRD_MOUSE	tr|B7NZN9|B7NZN9_RABIT
OG0014323	sp|Q64191|ASPG_MOUSE	tr|G1SGN6|G1SGN6_RABIT
OG0014324	sp|Q64277|BST1_MOUSE	tr|G1SHB7|G1SHB7_RABIT
OG0014325	sp|Q68FE2|ATG9A_MOUSE	tr|G1T8S2|G1T8S2_RABIT
OG0014326	sp|Q6GQW0|ABTB3_MOUSE	tr|A0A5F9CLX7|A0A5F9CLX7_RABIT
OG0014327	sp|Q6P1E8|EFCB6_MOUSE	tr|A0A5F9CW51|A0A5F9CW51_RABIT
OG0014328	sp|Q6PDG8|MON1A_MOUSE	tr|G1SVU3|G1SVU3_RABIT
OG0014329	sp|Q6PHQ8|NAA35_MOUSE	tr|G1SGK5|G1SGK5_RABIT
OG0014330	sp|Q80U62|RUBIC_MOUSE	tr|G1T400|G1T400_RABIT
OG0014331	sp|Q80ZQ0|SACA4_MOUSE	tr|G1T6C6|G1T6C6_RABIT
OG0014332	tr|Q80ZX0|Q80ZX0_MOUSE	tr|A0A5F9C8G5|A0A5F9C8G5_RABIT
OG0014333	sp|Q812E0|CPEB2_MOUSE	tr|A0A5F9DP00|A0A5F9DP00_RABIT
OG0014334	sp|Q8BG31|VEXIN_MOUSE	tr|G1SD39|G1SD39_RABIT
OG0014335	sp|Q8BHL7|C42S1_MOUSE	tr|G1U7Z9|G1U7Z9_RABIT
OG0014336	sp|Q8C159|TTC22_MOUSE	tr|G1TFD5|G1TFD5_RABIT
OG0014337	sp|Q8CE94|MOT13_MOUSE	tr|G1SS71|G1SS71_RABIT
OG0014338	sp|Q8CHY6|P66A_MOUSE	tr|A0A5F9DKS3|A0A5F9DKS3_RABIT
OG0014339	sp|Q8R2M0|TEAN2_MOUSE	tr|G1SUJ5|G1SUJ5_RABIT
OG0014340	sp|Q8R5J9|PRAF3_MOUSE	tr|G1SUN1|G1SUN1_RABIT
OG0014341	sp|Q8VC04|T106A_MOUSE	tr|G1TGB7|G1TGB7_RABIT
OG0014342	sp|Q8VCM3|ZFY21_MOUSE	tr|A0A5F9D4T3|A0A5F9D4T3_RABIT
OG0014343	sp|Q8VFX2|O1444_MOUSE	tr|G1TPX8|G1TPX8_RABIT
OG0014344	sp|Q91W36|UBP3_MOUSE	tr|A0A5F9CQL3|A0A5F9CQL3_RABIT
OG0014345	sp|Q91ZU0|ASB7_MOUSE	tr|G1T6U6|G1T6U6_RABIT
OG0014346	sp|Q920R0|ALS2_MOUSE	tr|G1T3G9|G1T3G9_RABIT
OG0014347	sp|Q99PJ2|TRIM8_MOUSE	tr|A0A5F9D8X6|A0A5F9D8X6_RABIT
OG0014348	sp|Q9CQE1|NPS3B_MOUSE	tr|G1SU01|G1SU01_RABIT
OG0014349	sp|Q9CRB0|SNX24_MOUSE	tr|G1T2I1|G1T2I1_RABIT
OG0014350	sp|Q9D9C7|CC062_MOUSE	tr|A0A5F9D319|A0A5F9D319_RABIT
OG0014351	sp|Q9QXP7|C1QT1_MOUSE	tr|G1SKF3|G1SKF3_RABIT
OG0014352	sp|Q9Z188|DYR1B_MOUSE	tr|G1U355|G1U355_RABIT
OG0014353	sp|A6H6E9|TT23L_MOUSE	tr|G1U7I4|G1U7I4_RABIT
OG0014354	sp|E9Q394|AKP13_MOUSE	tr|A0A5F9D921|A0A5F9D921_RABIT
OG0014355	sp|O35593|PSDE_MOUSE	tr|A0A5F9DN62|A0A5F9DN62_RABIT
OG0014356	sp|O88587|COMT_MOUSE	tr|A0A5F9DQ59|A0A5F9DQ59_RABIT
OG0014357	sp|P00520|ABL1_MOUSE	tr|A0A5F9CZ86|A0A5F9CZ86_RABIT
OG0014358	sp|P04627|ARAF_MOUSE	tr|G1TBN2|G1TBN2_RABIT
OG0014359	sp|P16675|PPGB_MOUSE	tr|A0A5F9DMP1|A0A5F9DMP1_RABIT
OG0014360	sp|P32261|ANT3_MOUSE	tr|G1SIK0|G1SIK0_RABIT
OG0014361	sp|P48774|GSTM5_MOUSE	tr|G1SXQ0|G1SXQ0_RABIT
OG0014362	sp|P62077|TIM8B_MOUSE	tr|G1TDJ2|G1TDJ2_RABIT
OG0014363	sp|P70187|MF14A_MOUSE	tr|G1STV7|G1STV7_RABIT
OG0014364	sp|P70195|PSB7_MOUSE	tr|G1SWK8|G1SWK8_RABIT
OG0014365	sp|P83877|TXN4A_MOUSE	tr|A0A5F9D073|A0A5F9D073_RABIT
OG0014366	sp|Q03172|ZEP1_MOUSE	tr|G1T371|G1T371_RABIT
OG0014367	sp|Q14BB9|MA6D1_MOUSE	tr|G1T2B4|G1T2B4_RABIT
OG0014368	sp|Q3UE31|K0930_MOUSE	tr|G1SGC4|G1SGC4_RABIT
OG0014369	sp|Q3V2G4|SIM31_MOUSE	tr|A0A5F9DR42|A0A5F9DR42_RABIT
OG0014370	sp|Q5DU56|NLRC3_MOUSE	tr|G1TTF6|G1TTF6_RABIT
OG0014371	sp|Q5HZH7|S38A8_MOUSE	tr|G1TG21|G1TG21_RABIT
OG0014372	sp|Q5NCS9|MID49_MOUSE	tr|U3KNE9|U3KNE9_RABIT
