Orthogroup	Mus_musculus	Marmota_marmota_marmota
OG0012147	sp|O88892|SERF1_MOUSE	tr|A0A8C5YQT1|A0A8C5YQT1_MARMA
OG0012148	sp|Q921Y4|MFSD5_MOUSE	tr|A0A8C5YQU4|A0A8C5YQU4_MARMA
OG0012149	sp|Q8R2Q4|RRF2M_MOUSE	tr|A0A8C5YR45|A0A8C5YR45_MARMA
OG0012150	sp|Q9QZV9|NXT1_MOUSE	tr|A0A8C5YU69|A0A8C5YU69_MARMA
OG0012151	sp|P20443|ARRS_MOUSE	tr|A0A8C5YU98|A0A8C5YU98_MARMA
OG0012152	sp|Q9JJH7|TRPM5_MOUSE	tr|A0A8C5YW98|A0A8C5YW98_MARMA
OG0012153	sp|Q99LQ1|MBIP1_MOUSE	tr|A0A8C5YXX9|A0A8C5YXX9_MARMA
OG0012154	sp|Q99P91|GPNMB_MOUSE	tr|A0A8C5YY65|A0A8C5YY65_MARMA
OG0012155	sp|Q75UR0|ANO5_MOUSE	tr|A0A8C5YZN8|A0A8C5YZN8_MARMA
OG0012156	sp|Q91V81|RBM42_MOUSE	tr|A0A8C5Z0Z8|A0A8C5Z0Z8_MARMA
OG0012157	sp|Q9D6B9|HRCT1_MOUSE	tr|A0A8C5Z1E2|A0A8C5Z1E2_MARMA
OG0012158	sp|Q00609|CD80_MOUSE	tr|A0A8C5Z9A0|A0A8C5Z9A0_MARMA
OG0012159	sp|Q8BTV1|TUSC3_MOUSE	tr|A0A8C5ZAQ7|A0A8C5ZAQ7_MARMA
OG0012160	sp|Q8BL48|UNK_MOUSE	tr|A0A8C5ZAS9|A0A8C5ZAS9_MARMA
OG0012161	sp|Q921I2|KLDC4_MOUSE	tr|A0A8C5ZB59|A0A8C5ZB59_MARMA
OG0012162	sp|Q91VY9|ZN622_MOUSE	tr|A0A8C5ZBX1|A0A8C5ZBX1_MARMA
OG0012163	sp|Q9EQC0|CHST1_MOUSE	tr|A0A8C5ZCP3|A0A8C5ZCP3_MARMA
OG0012164	sp|Q91WF3|ADCY4_MOUSE	tr|A0A8C5ZDJ0|A0A8C5ZDJ0_MARMA
OG0012165	sp|Q14DL0|UBQLN_MOUSE	tr|A0A8C5ZGQ1|A0A8C5ZGQ1_MARMA
OG0012166	sp|P20934|EVI2A_MOUSE	tr|A0A8C5ZH31|A0A8C5ZH31_MARMA
OG0012167	sp|Q61618|AA3R_MOUSE	tr|A0A8C5ZIF9|A0A8C5ZIF9_MARMA
OG0012168	sp|Q9D3W5|LRC71_MOUSE	tr|A0A8C5ZIM3|A0A8C5ZIM3_MARMA
OG0012169	sp|Q8BL65|ABLM2_MOUSE	tr|A0A8C5ZL21|A0A8C5ZL21_MARMA
OG0012170	sp|Q8R3W7|AGR3_MOUSE	tr|A0A8C5ZLY3|A0A8C5ZLY3_MARMA
OG0012171	sp|Q8VIM4|BSND_MOUSE	tr|A0A8C5ZMT8|A0A8C5ZMT8_MARMA
OG0012172	sp|O88848|ARL6_MOUSE	tr|A0A8C5ZP99|A0A8C5ZP99_MARMA
OG0012173	sp|Q924A4|UCN3_MOUSE	tr|A0A8C5ZPM3|A0A8C5ZPM3_MARMA
OG0012174	sp|Q9JJR6|CK016_MOUSE	tr|A0A8C5ZQN4|A0A8C5ZQN4_MARMA
OG0012175	sp|Q8BM47|PKHM3_MOUSE	tr|A0A8C5ZQT0|A0A8C5ZQT0_MARMA
OG0012176	sp|Q6P3D7|SPIC_MOUSE	tr|A0A8C5ZTL0|A0A8C5ZTL0_MARMA
OG0012177	sp|Q9CWG8|NDUF7_MOUSE	tr|A0A8C5ZWG4|A0A8C5ZWG4_MARMA
OG0012178	sp|Q80XJ3|TTC28_MOUSE	tr|A0A8C5ZWH8|A0A8C5ZWH8_MARMA
OG0012179	sp|Q8BSD5|SHE_MOUSE	tr|A0A8C5ZX66|A0A8C5ZX66_MARMA
OG0012180	sp|Q9DCS2|MTL26_MOUSE	tr|A0A8C5ZZD3|A0A8C5ZZD3_MARMA
OG0012181	sp|Q8CE13|CCD17_MOUSE	tr|A0A8C5ZZP5|A0A8C5ZZP5_MARMA
OG0012182	tr|B1AUN2|B1AUN2_MOUSE	tr|A0A8C6A0D0|A0A8C6A0D0_MARMA
OG0012183	sp|P05622|PGFRB_MOUSE	tr|A0A8C6A1E2|A0A8C6A1E2_MARMA
OG0012184	sp|F6XZJ7|SAM15_MOUSE	tr|A0A8C6A269|A0A8C6A269_MARMA
OG0012185	sp|Q8BUV3|GEPH_MOUSE	tr|A0A8C6A2U6|A0A8C6A2U6_MARMA
OG0012186	sp|Q9D0I8|MRT4_MOUSE	tr|A0A8C6A404|A0A8C6A404_MARMA
OG0012187	sp|P97466|NOGG_MOUSE	tr|A0A8C6A408|A0A8C6A408_MARMA
OG0012188	sp|Q9D7N9|APMAP_MOUSE	tr|A0A8C6A4Z9|A0A8C6A4Z9_MARMA
OG0012189	sp|Q8VI88|ODFP4_MOUSE	tr|A0A8C6A5P4|A0A8C6A5P4_MARMA
OG0012190	sp|Q9D9K3|AVEN_MOUSE	tr|A0A8C6A7G5|A0A8C6A7G5_MARMA
OG0012191	sp|Q3V3N7|BBS1_MOUSE	tr|A0A8C6A965|A0A8C6A965_MARMA
OG0012192	sp|Q9JKX8|UPK3A_MOUSE	tr|A0A8C6ABU3|A0A8C6ABU3_MARMA
OG0012193	sp|P15499|PRPH2_MOUSE	tr|A0A8C6ACN8|A0A8C6ACN8_MARMA
OG0012194	sp|Q3KQP7|SPO16_MOUSE	tr|A0A8C6ADI1|A0A8C6ADI1_MARMA
OG0012195	sp|Q9JJC6|RIPL1_MOUSE	tr|A0A8C6AE19|A0A8C6AE19_MARMA
OG0012196	sp|Q5SW19|CLU_MOUSE	tr|A0A8C6AFK5|A0A8C6AFK5_MARMA
OG0012197	sp|Q9CQT7|DESI1_MOUSE	tr|A0A8C6ENL1|A0A8C6ENL1_MARMA
OG0012198	sp|Q7TSA6|PRSR3_MOUSE	tr|A0A8C6EPI3|A0A8C6EPI3_MARMA
OG0012199	sp|Q3TH73|TTYH2_MOUSE	tr|A0A8C6ES20|A0A8C6ES20_MARMA
OG0012200	sp|Q9WTL2|RAB25_MOUSE	tr|A0A8C6ETV9|A0A8C6ETV9_MARMA
OG0012201	sp|Q9D8H7|OMA1_MOUSE	tr|A0A8C6EUW8|A0A8C6EUW8_MARMA
OG0012202	sp|Q9DCF9|SSRG_MOUSE	tr|A0A8C6EVE9|A0A8C6EVE9_MARMA
OG0012203	sp|O54907|TNF12_MOUSE	tr|A0A8C6EX29|A0A8C6EX29_MARMA
OG0012205	sp|A7DTG3|SRTD4_MOUSE	tr|A0A8C5YJQ6|A0A8C5YJQ6_MARMA
OG0012206	sp|Q9D0Z3|TMM53_MOUSE	tr|A0A8C5YL60|A0A8C5YL60_MARMA
OG0012207	sp|Q9CQF6|ADPPT_MOUSE	tr|A0A8C5YL68|A0A8C5YL68_MARMA
OG0012208	sp|Q99LU8|CF062_MOUSE	tr|A0A8C5YLF3|A0A8C5YLF3_MARMA
OG0012209	sp|Q9D8K3|DERL3_MOUSE	tr|A0A8C5YM36|A0A8C5YM36_MARMA
OG0012210	sp|A2AB59|RHG27_MOUSE	tr|A0A8C5YQ47|A0A8C5YQ47_MARMA
OG0012211	tr|E9PWQ3|E9PWQ3_MOUSE	tr|A0A8C5YTI7|A0A8C5YTI7_MARMA
OG0012212	sp|Q9WUN8|LBX2_MOUSE	tr|A0A8C5YU64|A0A8C5YU64_MARMA
OG0012213	sp|Q9ER64|OSBL5_MOUSE	tr|A0A8C5YUQ2|A0A8C5YUQ2_MARMA
OG0012214	sp|Q9CZM9|KCMB2_MOUSE	tr|A0A8C5YV91|A0A8C5YV91_MARMA
OG0012215	sp|Q05421|CP2E1_MOUSE	tr|A0A8C5YWD6|A0A8C5YWD6_MARMA
OG0012216	sp|P97452|BOP1_MOUSE	tr|A0A8C5Z1T0|A0A8C5Z1T0_MARMA
OG0012217	sp|Q6IMP4|PANX2_MOUSE	tr|A0A8C5Z2L7|A0A8C5Z2L7_MARMA
OG0012218	sp|Q8BI67|ZN473_MOUSE	tr|A0A8C5Z4G9|A0A8C5Z4G9_MARMA
OG0012219	sp|Q9JHQ5|LZTL1_MOUSE	tr|A0A8C5Z4Y9|A0A8C5Z4Y9_MARMA
OG0012220	sp|Q08EC4|CASS4_MOUSE	tr|A0A8C5Z7Q1|A0A8C5Z7Q1_MARMA
OG0012221	sp|Q8R3N6|THOC1_MOUSE	tr|A0A8C5ZB97|A0A8C5ZB97_MARMA
OG0012222	sp|Q5U3K5|RABL6_MOUSE	tr|A0A8C5ZBI8|A0A8C5ZBI8_MARMA
OG0012223	sp|Q497V5|SRBD1_MOUSE	tr|A0A8C5ZC92|A0A8C5ZC92_MARMA
OG0012224	sp|Q9JIG7|CCD22_MOUSE	tr|A0A8C5ZDV2|A0A8C5ZDV2_MARMA
OG0012225	sp|Q1W617|SHRM4_MOUSE	tr|A0A8C5ZE88|A0A8C5ZE88_MARMA
OG0012226	sp|Q9JKT3|TA2R4_MOUSE	tr|A0A8C5ZGB8|A0A8C5ZGB8_MARMA
OG0012227	sp|Q9D0B8|RIBC1_MOUSE	tr|A0A8C5ZGE5|A0A8C5ZGE5_MARMA
OG0012228	sp|Q8BVM7|FACC1_MOUSE	tr|A0A8C5ZIK9|A0A8C5ZIK9_MARMA
OG0012229	sp|Q9ESD6|CKLF7_MOUSE	tr|A0A8C5ZIU6|A0A8C5ZIU6_MARMA
OG0012230	sp|A2A9F4|KDF1_MOUSE	tr|A0A8C5ZJB4|A0A8C5ZJB4_MARMA
OG0012231	sp|Q62418|DBNL_MOUSE	tr|A0A8C5ZJF4|A0A8C5ZJF4_MARMA
OG0012232	sp|P61804|DAD1_MOUSE	tr|A0A8C5ZJV9|A0A8C5ZJV9_MARMA
OG0012233	sp|Q3TCX3|KHDC4_MOUSE	tr|A0A8C5ZM30|A0A8C5ZM30_MARMA
OG0012234	sp|Q9D2Y5|SNX20_MOUSE	tr|A0A8C5ZM74|A0A8C5ZM74_MARMA
OG0012235	sp|Q91V83|TTI1_MOUSE	tr|A0A8C5ZP42|A0A8C5ZP42_MARMA
OG0012236	sp|Q6NZL0|SOGA3_MOUSE	tr|A0A8C5ZQY3|A0A8C5ZQY3_MARMA
OG0012237	sp|Q3U285|LCORL_MOUSE	tr|A0A8C5ZRE3|A0A8C5ZRE3_MARMA
OG0012238	sp|O35448|PPT2_MOUSE	tr|A0A8C5ZUH3|A0A8C5ZUH3_MARMA
OG0012239	sp|Q3UR70|TGFA1_MOUSE	tr|A0A8C5ZXB1|A0A8C5ZXB1_MARMA
OG0012240	sp|Q9CR67|TMM33_MOUSE	tr|A0A8C5ZXH7|A0A8C5ZXH7_MARMA
OG0012241	sp|P18894|OXDA_MOUSE	tr|A0A8C5ZZM6|A0A8C5ZZM6_MARMA
OG0012242	sp|Q9ESJ7|IKBP1_MOUSE	tr|A0A8C5ZZZ5|A0A8C5ZZZ5_MARMA
OG0012243	sp|P51450|RORG_MOUSE	tr|A0A8C6A092|A0A8C6A092_MARMA
OG0012244	sp|P46062|SIPA1_MOUSE	tr|A0A8C6A1R2|A0A8C6A1R2_MARMA
OG0012245	sp|Q8CG27|ACTL9_MOUSE	tr|A0A8C6A457|A0A8C6A457_MARMA
OG0012246	sp|Q149F1|RUSD2_MOUSE	tr|A0A8C6A716|A0A8C6A716_MARMA
OG0012247	sp|Q8R3C6|RBM19_MOUSE	tr|A0A8C6A8X6|A0A8C6A8X6_MARMA
OG0012248	sp|Q99PJ2|TRIM8_MOUSE	tr|A0A8C6A9F7|A0A8C6A9F7_MARMA
OG0012249	sp|Q8VDP6|CDIPT_MOUSE	tr|A0A8C6AC56|A0A8C6AC56_MARMA
OG0012250	sp|Q9JKE1|TREM3_MOUSE	tr|A0A8C6AEA1|A0A8C6AEA1_MARMA
OG0012251	sp|Q8VDD8|WASH1_MOUSE	tr|A0A8C6AEP5|A0A8C6AEP5_MARMA
OG0012252	sp|P13379|CD5_MOUSE	tr|A0A8C6EMN9|A0A8C6EMN9_MARMA
OG0012253	sp|Q9D8V7|SC11C_MOUSE	tr|A0A8C6EP26|A0A8C6EP26_MARMA
OG0012254	sp|Q8BML9|SYQ_MOUSE	tr|A0A8C6EPM4|A0A8C6EPM4_MARMA
OG0012255	sp|Q9DAS1|CKLF_MOUSE	tr|A0A8C6ERP5|A0A8C6ERP5_MARMA
OG0012256	sp|Q9CQ40|RM49_MOUSE	tr|A0A8C6ERR7|A0A8C6ERR7_MARMA
OG0012257	sp|Q01147|CREB1_MOUSE	tr|A0A8C6EUY0|A0A8C6EUY0_MARMA
OG0012258	sp|Q6PHU5|SORT_MOUSE	tr|A0A8C6EXY7|A0A8C6EXY7_MARMA
OG0012259	sp|Q91YU3|MSD4_MOUSE	tr|A0A8C5YMV6|A0A8C5YMV6_MARMA
OG0012260	tr|A0A3Q4EHH0|A0A3Q4EHH0_MOUSE	tr|A0A8C5YMW8|A0A8C5YMW8_MARMA
OG0012261	sp|Q99JG3|ANX13_MOUSE	tr|A0A8C5YNE6|A0A8C5YNE6_MARMA
OG0012262	sp|Q8R3K3|PTCD2_MOUSE	tr|A0A8C5YNR7|A0A8C5YNR7_MARMA
OG0012263	sp|Q8BYR2|LATS1_MOUSE	tr|A0A8C5YQ88|A0A8C5YQ88_MARMA
OG0012264	sp|Q9R059|FHL3_MOUSE	tr|A0A8C5YQX3|A0A8C5YQX3_MARMA
OG0012265	sp|Q9D4I2|MEII1_MOUSE	tr|A0A8C5YRD4|A0A8C5YRD4_MARMA
OG0012266	sp|Q3HNM7|INSC_MOUSE	tr|A0A8C5YRM9|A0A8C5YRM9_MARMA
OG0012267	sp|Q9CX25|CJ143_MOUSE	tr|A0A8C5YRQ5|A0A8C5YRQ5_MARMA
OG0012268	sp|Q8R2K4|TAF6L_MOUSE	tr|A0A8C5YRS8|A0A8C5YRS8_MARMA
OG0012269	sp|Q9ESN5|CENPK_MOUSE	tr|A0A8C5YS82|A0A8C5YS82_MARMA
OG0012270	sp|Q61743|KCJ11_MOUSE	tr|A0A8C5YSU3|A0A8C5YSU3_MARMA
OG0012271	sp|Q99LZ3|SLD5_MOUSE	tr|A0A8C5YTV0|A0A8C5YTV0_MARMA
OG0012272	sp|Q6PGG2|GMIP_MOUSE	tr|A0A8C5YTV1|A0A8C5YTV1_MARMA
OG0012273	sp|Q9R1S3|PIGN_MOUSE	tr|A0A8C5YUA1|A0A8C5YUA1_MARMA
OG0012274	sp|Q61194|P3C2A_MOUSE	tr|A0A8C5YUA5|A0A8C5YUA5_MARMA
OG0012275	sp|Q61990|PCBP2_MOUSE	tr|A0A8C5YUR1|A0A8C5YUR1_MARMA
OG0012276	sp|O35602|RX_MOUSE	tr|A0A8C5YWD7|A0A8C5YWD7_MARMA
OG0012277	sp|Q9D0S4|NEUL2_MOUSE	tr|A0A8C5YYP5|A0A8C5YYP5_MARMA
OG0012278	sp|Q63810|CANB1_MOUSE	tr|A0A8C5YZ69|A0A8C5YZ69_MARMA
OG0012279	sp|Q9CPX5|PLAT5_MOUSE	tr|A0A8C5YZL3|A0A8C5YZL3_MARMA
OG0012280	sp|Q8CFA2|GCST_MOUSE	tr|A0A8C5YZT6|A0A8C5YZT6_MARMA
OG0012281	sp|Q9QYC7|VKGC_MOUSE	tr|A0A8C5Z343|A0A8C5Z343_MARMA
OG0012282	sp|Q6PFD5|DLGP3_MOUSE	tr|A0A8C5Z3P6|A0A8C5Z3P6_MARMA
OG0012283	sp|Q62176|RBM38_MOUSE	tr|A0A8C5Z592|A0A8C5Z592_MARMA
OG0012284	sp|Q8BLD6|ANR55_MOUSE	tr|A0A8C5Z5C6|A0A8C5Z5C6_MARMA
OG0012285	sp|Q80VU4|NTF4_MOUSE	tr|A0A8C5ZBU6|A0A8C5ZBU6_MARMA
OG0012286	sp|P34968|5HT2C_MOUSE	tr|A0A8C5ZCR5|A0A8C5ZCR5_MARMA
OG0012287	sp|Q64GA5|PA24C_MOUSE	tr|A0A8C5ZEU0|A0A8C5ZEU0_MARMA
OG0012288	sp|Q8BJA3|HMBX1_MOUSE	tr|A0A8C5ZFB3|A0A8C5ZFB3_MARMA
OG0012289	sp|Q9DCM4|DNAL4_MOUSE	tr|A0A8C5ZJE2|A0A8C5ZJE2_MARMA
OG0012290	sp|P69566|RANB9_MOUSE	tr|A0A8C5ZPW6|A0A8C5ZPW6_MARMA
OG0012291	sp|O88746|TOM1_MOUSE	tr|A0A8C5ZQY2|A0A8C5ZQY2_MARMA
OG0012292	sp|Q8BZ00|SL9A9_MOUSE	tr|A0A8C5ZT42|A0A8C5ZT42_MARMA
OG0012293	tr|E9QAF4|E9QAF4_MOUSE	tr|A0A8C5ZUG8|A0A8C5ZUG8_MARMA
OG0012294	sp|Q6PFY1|FCSD1_MOUSE	tr|A0A8C5ZWQ8|A0A8C5ZWQ8_MARMA
OG0012295	sp|Q6TYB5|FEZ2_MOUSE	tr|A0A8C5ZYH4|A0A8C5ZYH4_MARMA
OG0012296	sp|Q9QZ04|MAGL2_MOUSE	tr|A0A8C6A1I4|A0A8C6A1I4_MARMA
OG0012297	sp|Q9JIT1|RNF32_MOUSE	tr|A0A8C6A1J9|A0A8C6A1J9_MARMA
OG0012298	sp|Q4VAA2|CDV3_MOUSE	tr|A0A8C6A1M6|A0A8C6A1M6_MARMA
OG0012299	sp|Q8BJ37|TYDP1_MOUSE	tr|A0A8C6A241|A0A8C6A241_MARMA
OG0012300	sp|O54890|ITB3_MOUSE	tr|A0A8C6A304|A0A8C6A304_MARMA
OG0012301	sp|Q9QZ41|DBF4A_MOUSE	tr|A0A8C6A4E5|A0A8C6A4E5_MARMA
OG0012302	sp|Q8K2I1|FNTB_MOUSE	tr|A0A8C6A558|A0A8C6A558_MARMA
OG0012303	sp|Q9R1C7|PR40A_MOUSE	tr|A0A8C6A868|A0A8C6A868_MARMA
OG0012304	sp|Q9DB25|ALG5_MOUSE	tr|A0A8C6A883|A0A8C6A883_MARMA
OG0012305	sp|Q8C7G5|APOA5_MOUSE	tr|A0A8C6A8F5|A0A8C6A8F5_MARMA
OG0012306	sp|Q91YN1|F118A_MOUSE	tr|A0A8C6A923|A0A8C6A923_MARMA
OG0012307	sp|Q91W61|FXL15_MOUSE	tr|A0A8C6A9C6|A0A8C6A9C6_MARMA
OG0012308	sp|Q923Z0|GPC5B_MOUSE	tr|A0A8C6A9S5|A0A8C6A9S5_MARMA
OG0012309	sp|Q03288|ASIP_MOUSE	tr|A0A8C6ABS1|A0A8C6ABS1_MARMA
OG0012310	sp|Q7TPD7|LR75B_MOUSE	tr|A0A8C6ADW7|A0A8C6ADW7_MARMA
OG0012311	sp|P02772|FETA_MOUSE	tr|A0A8C6AHB9|A0A8C6AHB9_MARMA
OG0012312	sp|Q9ESD1|PRSS8_MOUSE	tr|A0A8C6EM30|A0A8C6EM30_MARMA
OG0012313	sp|Q9DC33|HM20A_MOUSE	tr|A0A8C6EMR0|A0A8C6EMR0_MARMA
OG0012314	sp|Q9D2L5|CPXM2_MOUSE	tr|A0A8C6EMU8|A0A8C6EMU8_MARMA
OG0012315	sp|Q8VCB2|MED25_MOUSE	tr|A0A8C6ERG8|A0A8C6ERG8_MARMA
OG0012316	sp|Q9EPZ6|TBX18_MOUSE	tr|A0A8C6ERP3|A0A8C6ERP3_MARMA
OG0012317	sp|Q571K4|TAB3_MOUSE	tr|A0A8C6ERZ6|A0A8C6ERZ6_MARMA
OG0012318	sp|Q9DAM5|TPC_MOUSE	tr|A0A8C6ESQ0|A0A8C6ESQ0_MARMA
OG0012319	sp|Q8BZ71|STAC3_MOUSE	tr|A0A8C6ETB2|A0A8C6ETB2_MARMA
OG0012320	sp|O55240|RDH5_MOUSE	tr|A0A8C6EUK3|A0A8C6EUK3_MARMA
OG0012321	sp|P25119|TNR1B_MOUSE	tr|A0A8C6EVS0|A0A8C6EVS0_MARMA
OG0012322	tr|A0A1Y7VMD6|A0A1Y7VMD6_MOUSE	tr|A0A8C6EXA1|A0A8C6EXA1_MARMA
OG0012323	sp|Q9D3G2|SLAF8_MOUSE	tr|A0A8C6EYJ3|A0A8C6EYJ3_MARMA
OG0012324	sp|Q6IE26|EPHX4_MOUSE	tr|A0A8C6EZG1|A0A8C6EZG1_MARMA
OG0012325	tr|E9Q4G0|E9Q4G0_MOUSE	tr|A0A8C5YHI9|A0A8C5YHI9_MARMA
OG0012326	sp|Q8C310|ROBO4_MOUSE	tr|A0A8C5YJW9|A0A8C5YJW9_MARMA
OG0012327	sp|Q8C0L9|GPCP1_MOUSE	tr|A0A8C5YL57|A0A8C5YL57_MARMA
OG0012328	sp|Q8K2H6|APC10_MOUSE	tr|A0A8C5YML3|A0A8C5YML3_MARMA
OG0012329	sp|Q8C9M2|CCD15_MOUSE	tr|A0A8C5YMV1|A0A8C5YMV1_MARMA
OG0012330	sp|P47873|IL11_MOUSE	tr|A0A8C5YNL5|A0A8C5YNL5_MARMA
OG0012331	sp|Q80W54|FACE1_MOUSE	tr|A0A8C5YNX6|A0A8C5YNX6_MARMA
OG0012332	sp|Q3UDE2|TTL12_MOUSE	tr|A0A8C5YQ28|A0A8C5YQ28_MARMA
OG0012333	sp|P83882|RL36A_MOUSE	tr|A0A8C5YQQ5|A0A8C5YQQ5_MARMA
OG0012334	sp|Q8VHS2|CRUM1_MOUSE	tr|A0A8C5YUT0|A0A8C5YUT0_MARMA
OG0012335	sp|P97864|CASP7_MOUSE	tr|A0A8C5YV48|A0A8C5YV48_MARMA
OG0012336	sp|Q62100|PRM3_MOUSE	tr|A0A8C5YVM6|A0A8C5YVM6_MARMA
OG0012337	tr|A0A571BEG0|A0A571BEG0_MOUSE	tr|A0A8C5YXP1|A0A8C5YXP1_MARMA
OG0012338	tr|Q9DBK7|Q9DBK7_MOUSE	tr|A0A8C5YXP3|A0A8C5YXP3_MARMA
OG0012339	sp|Q9R1Q6|T176B_MOUSE	tr|A0A8C5YYL1|A0A8C5YYL1_MARMA
OG0012340	sp|P70211|DCC_MOUSE	tr|A0A8C5YZI8|A0A8C5YZI8_MARMA
OG0012341	sp|Q9WV93|HEY1_MOUSE	tr|A0A8C5YZZ8|A0A8C5YZZ8_MARMA
OG0012342	sp|Q8BHH1|AQP11_MOUSE	tr|A0A8C5Z072|A0A8C5Z072_MARMA
OG0012343	sp|Q9QZQ8|H2AY_MOUSE	tr|A0A8C5Z2C1|A0A8C5Z2C1_MARMA
OG0012344	sp|Q0VET5|LMTD2_MOUSE	tr|A0A8C5Z2J0|A0A8C5Z2J0_MARMA
OG0012345	sp|Q9ERQ8|CAH7_MOUSE	tr|A0A8C5Z4Z9|A0A8C5Z4Z9_MARMA
OG0012346	sp|P51637|CAV3_MOUSE	tr|A0A8C5Z952|A0A8C5Z952_MARMA
OG0012347	sp|Q9CY66|GAR1_MOUSE	tr|A0A8C5ZA64|A0A8C5ZA64_MARMA
OG0012348	sp|Q9QZ26|KCNE5_MOUSE	tr|A0A8C5ZA92|A0A8C5ZA92_MARMA
OG0012349	sp|P35428|HES1_MOUSE	tr|A0A8C5ZAB3|A0A8C5ZAB3_MARMA
OG0012350	sp|Q99LH9|3BP5L_MOUSE	tr|A0A8C5ZB72|A0A8C5ZB72_MARMA
OG0012351	sp|O70309|ITB5_MOUSE	tr|A0A8C5ZF72|A0A8C5ZF72_MARMA
OG0012352	sp|Q9D0B5|TSTD3_MOUSE	tr|A0A8C5ZFW2|A0A8C5ZFW2_MARMA
OG0012353	sp|P13439|UMPS_MOUSE	tr|A0A8C5ZGX3|A0A8C5ZGX3_MARMA
OG0012354	sp|P51954|NEK1_MOUSE	tr|A0A8C5ZM27|A0A8C5ZM27_MARMA
OG0012355	sp|Q8VDS8|STX18_MOUSE	tr|A0A8C5ZMN3|A0A8C5ZMN3_MARMA
OG0012356	sp|Q8CAK3|SHFL_MOUSE	tr|A0A8C5ZNU4|A0A8C5ZNU4_MARMA
OG0012357	sp|Q80Y61|BI2L2_MOUSE	tr|A0A8C5ZPJ0|A0A8C5ZPJ0_MARMA
OG0012358	sp|Q3TXZ1|ZN575_MOUSE	tr|A0A8C5ZQH3|A0A8C5ZQH3_MARMA
OG0012359	sp|Q91WR3|ASCC2_MOUSE	tr|A0A8C5ZSH3|A0A8C5ZSH3_MARMA
OG0012360	sp|Q8BH55|THNS1_MOUSE	tr|A0A8C5ZWP9|A0A8C5ZWP9_MARMA
OG0012361	sp|Q9D3G9|RHOH_MOUSE	tr|A0A8C5ZX04|A0A8C5ZX04_MARMA
OG0012362	sp|Q8VDV8|MITD1_MOUSE	tr|A0A8C5ZZ28|A0A8C5ZZ28_MARMA
OG0012363	sp|Q8C1F4|CGAT2_MOUSE	tr|A0A8C5ZZM4|A0A8C5ZZM4_MARMA
OG0012364	sp|Q9QZT4|PA2GF_MOUSE	tr|A0A8C5ZZY9|A0A8C5ZZY9_MARMA
OG0012365	sp|Q9JJA7|CCNL2_MOUSE	tr|A0A8C6A114|A0A8C6A114_MARMA
OG0012366	sp|Q7TN83|SYT16_MOUSE	tr|A0A8C6A2Y6|A0A8C6A2Y6_MARMA
OG0012367	sp|Q6KAU7|PKHG2_MOUSE	tr|A0A8C6A7C9|A0A8C6A7C9_MARMA
OG0012368	sp|Q04646|ATNG_MOUSE	tr|A0A8C6A7Y3|A0A8C6A7Y3_MARMA
OG0012369	sp|Q8K0L3|ACSM2_MOUSE	tr|A0A8C6A8G1|A0A8C6A8G1_MARMA
OG0012370	sp|Q61501|E2F1_MOUSE	tr|A0A8C6ABA8|A0A8C6ABA8_MARMA
OG0012371	sp|Q3UW43|SG11B_MOUSE	tr|A0A8C6ABC7|A0A8C6ABC7_MARMA
OG0012372	sp|Q9CQY6|UQCC2_MOUSE	tr|A0A8C6AC04|A0A8C6AC04_MARMA
OG0012373	sp|P09027|HXD3_MOUSE	tr|A0A8C6AC61|A0A8C6AC61_MARMA
OG0012374	sp|Q8K3Q3|FOXN4_MOUSE	tr|A0A8C6ACT6|A0A8C6ACT6_MARMA
OG0012375	sp|P61458|PHS_MOUSE	tr|A0A8C6EQB4|A0A8C6EQB4_MARMA
OG0012376	sp|Q9QXB9|DRG2_MOUSE	tr|A0A8C6ERH6|A0A8C6ERH6_MARMA
OG0012377	tr|D3Z3Y1|D3Z3Y1_MOUSE	tr|A0A8C6ERJ9|A0A8C6ERJ9_MARMA
OG0012378	sp|Q99KU1|DHDDS_MOUSE	tr|A0A8C6ETZ1|A0A8C6ETZ1_MARMA
OG0012379	sp|Q8K174|TMM60_MOUSE	tr|A0A8C6EWD1|A0A8C6EWD1_MARMA
OG0012380	sp|O70475|UGDH_MOUSE	tr|A0A8C6EWJ5|A0A8C6EWJ5_MARMA
OG0012381	sp|Q6ZWX6|IF2A_MOUSE	tr|A0A8C6EYE2|A0A8C6EYE2_MARMA
OG0012382	sp|O35949|ELOV3_MOUSE	tr|A0A8C6EZG8|A0A8C6EZG8_MARMA
OG0012383	sp|B9EJ80|PDZD8_MOUSE	tr|A0A8C5YIN3|A0A8C5YIN3_MARMA
OG0012384	sp|Q3UHJ8|RNF44_MOUSE	tr|A0A8C5YLQ6|A0A8C5YLQ6_MARMA
OG0012385	sp|O88630|GOSR1_MOUSE	tr|A0A8C5YMX7|A0A8C5YMX7_MARMA
OG0012386	sp|F7BJB9|MORC3_MOUSE	tr|A0A8C5YQ85|A0A8C5YQ85_MARMA
OG0012387	sp|Q05915|GCH1_MOUSE	tr|A0A8C5YRJ1|A0A8C5YRJ1_MARMA
OG0012388	sp|O54775|CCN4_MOUSE	tr|A0A8C5YTV8|A0A8C5YTV8_MARMA
OG0012389	sp|O89100|GRAP2_MOUSE	tr|A0A8C5YUF1|A0A8C5YUF1_MARMA
