Orthogroup	Mus_musculus	Microtus_ochrogaster
OG0011587	sp|Q9JLM9|GRB14_MOUSE	tr|A0A8J6GEX5|A0A8J6GEX5_MICOH
OG0011588	tr|Q9D4M5|Q9D4M5_MOUSE	tr|A0A8J6GEZ9|A0A8J6GEZ9_MICOH
OG0011589	sp|Q9D1F5|MRNIP_MOUSE	tr|A0A8J6GFT6|A0A8J6GFT6_MICOH
OG0011590	sp|Q8BW41|PMGT2_MOUSE	tr|A0A8J6GGY9|A0A8J6GGY9_MICOH
OG0011591	sp|Q9Z2C8|YBOX2_MOUSE	tr|A0A8J6GKP0|A0A8J6GKP0_MICOH
OG0011592	sp|Q8QZW7|GBRP_MOUSE	tr|A0A8J6GLH7|A0A8J6GLH7_MICOH
OG0011593	sp|Q8BGN8|SYNPR_MOUSE	tr|A0A8J6GP46|A0A8J6GP46_MICOH
OG0011594	sp|Q80V53|CHSTE_MOUSE	tr|A0A8J6GPQ7|A0A8J6GPQ7_MICOH
OG0011595	sp|Q91WN4|KMO_MOUSE	tr|A0A8J6GRY7|A0A8J6GRY7_MICOH
OG0011596	tr|E9Q411|E9Q411_MOUSE	tr|A0A8J6GSE5|A0A8J6GSE5_MICOH
OG0011597	sp|Q8R4U0|STAB2_MOUSE	tr|A0A8J6GSN8|A0A8J6GSN8_MICOH
OG0011598	sp|Q9D882|F241B_MOUSE	tr|A0A8J6GTX5|A0A8J6GTX5_MICOH
OG0011599	sp|E9Q5Z5|FANCF_MOUSE	tr|A0A8J6GU04|A0A8J6GU04_MICOH
OG0011600	sp|Q9CT10|RANB3_MOUSE	tr|A0A8J6GW07|A0A8J6GW07_MICOH
OG0011601	sp|Q9CRZ8|TSPO2_MOUSE	tr|A0A8J6GX53|A0A8J6GX53_MICOH
OG0011602	sp|Q9JM96|BORG4_MOUSE	tr|A0A8J6GX80|A0A8J6GX80_MICOH
OG0011603	sp|P0C7Q1|CC153_MOUSE	tr|A0A8J6GZE4|A0A8J6GZE4_MICOH
OG0011604	sp|Q9EP71|RAI14_MOUSE	tr|A0A8J6H0U7|A0A8J6H0U7_MICOH
OG0011605	sp|P52503|NDUS6_MOUSE	tr|A0A8J6H2Y0|A0A8J6H2Y0_MICOH
OG0011606	sp|Q69ZJ7|RIC1_MOUSE	tr|A0A8J6H3T0|A0A8J6H3T0_MICOH
OG0011607	sp|Q9JME7|TPC2L_MOUSE	tr|A0A8J6KKE7|A0A8J6KKE7_MICOH
OG0011608	sp|Q8R0L1|STAP2_MOUSE	tr|A0A8J6KMF0|A0A8J6KMF0_MICOH
OG0011609	sp|Q8K3G5|VRK3_MOUSE	tr|A0A8J6KML9|A0A8J6KML9_MICOH
OG0011610	sp|Q38HM4|TRI63_MOUSE	tr|A0A8J6KMX9|A0A8J6KMX9_MICOH
OG0011611	sp|Q6DFV8|VWDE_MOUSE	tr|A0A8J6KRA9|A0A8J6KRA9_MICOH
OG0011612	sp|Q8C0C4|CCSE1_MOUSE	tr|A0A8J6KS17|A0A8J6KS17_MICOH
OG0011613	sp|Q6TYB5|FEZ2_MOUSE	tr|A0A8J6KSJ6|A0A8J6KSJ6_MICOH
OG0011614	sp|Q03958|PFD6_MOUSE	tr|A0A8J6KTJ9|A0A8J6KTJ9_MICOH
OG0011615	sp|Q8K136|SCNM1_MOUSE	tr|A0A8J6KTK9|A0A8J6KTK9_MICOH
OG0011616	sp|Q9D415|DLGP1_MOUSE	tr|A0A8J6KVD9|A0A8J6KVD9_MICOH
OG0011617	sp|Q64092|TFE3_MOUSE	tr|A0A8J6KVJ1|A0A8J6KVJ1_MICOH
OG0011618	sp|Q6YND2|ZN653_MOUSE	tr|A0A8J6KWN6|A0A8J6KWN6_MICOH
OG0011619	sp|Q9D1K2|VATF_MOUSE	tr|A0A8J6KYV5|A0A8J6KYV5_MICOH
OG0011620	tr|A2AMW3|A2AMW3_MOUSE	tr|A0A8J6KZQ1|A0A8J6KZQ1_MICOH
OG0011621	sp|Q80V42|CBPM_MOUSE	tr|A0A8J6L0D5|A0A8J6L0D5_MICOH
OG0011622	sp|Q80YW0|CYH4_MOUSE	tr|A0A8J6L1K0|A0A8J6L1K0_MICOH
OG0011623	sp|Q8BSD4|CXD4_MOUSE	tr|A0A8J6L1T6|A0A8J6L1T6_MICOH
OG0011624	sp|Q8C1C1|SAPL1_MOUSE	tr|A0A8J6L689|A0A8J6L689_MICOH
OG0011625	sp|Q08624|HXC4_MOUSE	tr|A0A8J6L6W4|A0A8J6L6W4_MICOH
OG0011626	sp|Q8CFE5|BTBD7_MOUSE	tr|A0A8J6LAK5|A0A8J6LAK5_MICOH
OG0011628	sp|O88967|YMEL1_MOUSE	tr|A0A8J6FWW4|A0A8J6FWW4_MICOH
OG0011629	tr|A2AU34|A2AU34_MOUSE	tr|A0A8J6FYX0|A0A8J6FYX0_MICOH
OG0011630	sp|Q9ES00|UBE4B_MOUSE	tr|A0A8J6FZS1|A0A8J6FZS1_MICOH
OG0011631	sp|Q8CF25|CS067_MOUSE	tr|A0A8J6G2C1|A0A8J6G2C1_MICOH
OG0011632	sp|Q8CG80|SHF_MOUSE	tr|A0A8J6G2I9|A0A8J6G2I9_MICOH
OG0011633	sp|O88834|SHD_MOUSE	tr|A0A8J6G2P5|A0A8J6G2P5_MICOH
OG0011634	sp|Q8K2X2|RBM48_MOUSE	tr|A0A8J6G3H0|A0A8J6G3H0_MICOH
OG0011635	tr|B1ASA5|B1ASA5_MOUSE	tr|A0A8J6G3L0|A0A8J6G3L0_MICOH
OG0011636	sp|Q60676|PPP5_MOUSE	tr|A0A8J6G3Z9|A0A8J6G3Z9_MICOH
OG0011637	sp|Q3UZ57|AXDN1_MOUSE	tr|A0A8J6G4I0|A0A8J6G4I0_MICOH
OG0011638	sp|Q9DA60|TEX44_MOUSE	tr|A0A8J6G4I8|A0A8J6G4I8_MICOH
OG0011639	sp|Q8C8C1|RTP1_MOUSE	tr|A0A8J6G7G7|A0A8J6G7G7_MICOH
OG0011640	sp|Q9QWR8|NAGAB_MOUSE	tr|A0A8J6G7Y3|A0A8J6G7Y3_MICOH
OG0011641	sp|O88783|FA5_MOUSE	tr|A0A8J6G9W8|A0A8J6G9W8_MICOH
OG0011642	sp|Q8CFC7|CLASR_MOUSE	tr|A0A8J6GBJ7|A0A8J6GBJ7_MICOH
OG0011643	sp|Q925Q5|GPHA2_MOUSE	tr|A0A8J6GBR9|A0A8J6GBR9_MICOH
OG0011644	sp|Q00175|PRGR_MOUSE	tr|A0A8J6GCX1|A0A8J6GCX1_MICOH
OG0011645	sp|P20826|SCF_MOUSE	tr|A0A8J6GDI3|A0A8J6GDI3_MICOH
OG0011646	sp|Q9D845|TEX9_MOUSE	tr|A0A8J6GIZ3|A0A8J6GIZ3_MICOH
OG0011647	sp|Q8BHL3|TB10B_MOUSE	tr|A0A8J6GJP9|A0A8J6GJP9_MICOH
OG0011648	sp|Q7TSI1|PKHM1_MOUSE	tr|A0A8J6GJS1|A0A8J6GJS1_MICOH
OG0011649	sp|Q8R2G6|CCD80_MOUSE	tr|A0A8J6GKY8|A0A8J6GKY8_MICOH
OG0011650	sp|Q9CTG6|AT132_MOUSE	tr|A0A8J6GNC6|A0A8J6GNC6_MICOH
OG0011651	sp|Q6PGC7|S35E3_MOUSE	tr|A0A8J6GQY2|A0A8J6GQY2_MICOH
OG0011652	sp|P97718|ADA1A_MOUSE	tr|A0A8J6GRZ5|A0A8J6GRZ5_MICOH
OG0011653	sp|A0PK84|ZDH22_MOUSE	tr|A0A8J6GSZ0|A0A8J6GSZ0_MICOH
OG0011654	sp|Q8K2Y0|OBI1_MOUSE	tr|A0A8J6GTE4|A0A8J6GTE4_MICOH
OG0011655	sp|Q8CBB2|S15A5_MOUSE	tr|A0A8J6GU52|A0A8J6GU52_MICOH
OG0011656	sp|P81066|IRX2_MOUSE	tr|A0A8J6GVV3|A0A8J6GVV3_MICOH
OG0011657	sp|Q99KU6|CF089_MOUSE	tr|A0A8J6GWL4|A0A8J6GWL4_MICOH
OG0011658	sp|Q3UAW9|BRF2_MOUSE	tr|A0A8J6GWR2|A0A8J6GWR2_MICOH
OG0011659	sp|P28825|MEP1A_MOUSE	tr|A0A8J6GWT7|A0A8J6GWT7_MICOH
OG0011660	sp|Q91XD3|T4S4_MOUSE	tr|A0A8J6GY74|A0A8J6GY74_MICOH
OG0011661	sp|P56542|DNS2A_MOUSE	tr|A0A8J6GY91|A0A8J6GY91_MICOH
OG0011662	sp|P15089|CBPA3_MOUSE	tr|A0A8J6GZ00|A0A8J6GZ00_MICOH
OG0011663	sp|O54791|MAFF_MOUSE	tr|A0A8J6GZ37|A0A8J6GZ37_MICOH
OG0011664	sp|A2A9G7|SHL2A_MOUSE	tr|A0A8J6GZC1|A0A8J6GZC1_MICOH
OG0011665	sp|Q6RUU0|PTX4_MOUSE	tr|A0A8J6H159|A0A8J6H159_MICOH
OG0011666	sp|Q9CPS7|PNO1_MOUSE	tr|A0A8J6H3D2|A0A8J6H3D2_MICOH
OG0011667	sp|O70456|1433S_MOUSE	tr|A0A8J6KL02|A0A8J6KL02_MICOH
OG0011668	tr|Q80ZX9|Q80ZX9_MOUSE	tr|A0A8J6KLB3|A0A8J6KLB3_MICOH
OG0011669	sp|Q80U87|UBP8_MOUSE	tr|A0A8J6KLY0|A0A8J6KLY0_MICOH
OG0011670	sp|Q9DB98|LENG1_MOUSE	tr|A0A8J6KM76|A0A8J6KM76_MICOH
OG0011671	sp|Q8K129|CTXN1_MOUSE	tr|A0A8J6KSL9|A0A8J6KSL9_MICOH
OG0011672	sp|Q7TMV3|FAKD5_MOUSE	tr|A0A8J6KSN7|A0A8J6KSN7_MICOH
OG0011673	sp|Q8BI71|EX3L1_MOUSE	tr|A0A8J6KU61|A0A8J6KU61_MICOH
OG0011674	sp|P31310|HXA10_MOUSE	tr|A0A8J6KUI5|A0A8J6KUI5_MICOH
OG0011675	tr|E9Q3H6|E9Q3H6_MOUSE	tr|A0A8J6KWI1|A0A8J6KWI1_MICOH
OG0011676	sp|Q60928|GGT1_MOUSE	tr|A0A8J6KXS2|A0A8J6KXS2_MICOH
OG0011677	sp|Q8BLB7|LMBL3_MOUSE	tr|A0A8J6KZH2|A0A8J6KZH2_MICOH
OG0011678	sp|Q4VA55|PWP3B_MOUSE	tr|A0A8J6L1B2|A0A8J6L1B2_MICOH
OG0011679	sp|Q80Z64|NANOG_MOUSE	tr|A0A8J6L3A6|A0A8J6L3A6_MICOH
OG0011680	sp|P53784|SOX3_MOUSE	tr|A0A8J6L4F8|A0A8J6L4F8_MICOH
OG0011681	sp|P09066|HME2_MOUSE	tr|A0A8J6L9P0|A0A8J6L9P0_MICOH
OG0011682	sp|Q8BJF9|CHM2B_MOUSE	tr|A0A8J6FVA6|A0A8J6FVA6_MICOH
OG0011683	sp|Q9Z132|RSPO1_MOUSE	tr|A0A8J6G167|A0A8J6G167_MICOH
OG0011684	sp|Q80X91|F110D_MOUSE	tr|A0A8J6G2H6|A0A8J6G2H6_MICOH
OG0011685	sp|Q497M3|ABEC4_MOUSE	tr|A0A8J6G4L0|A0A8J6G4L0_MICOH
OG0011686	sp|Q7TPM3|TRI17_MOUSE	tr|A0A8J6G511|A0A8J6G511_MICOH
OG0011687	sp|Q6Y685|TACC1_MOUSE	tr|A0A8J6G8J8|A0A8J6G8J8_MICOH
OG0011688	sp|P97386|DNLI3_MOUSE	tr|A0A8J6GAL8|A0A8J6GAL8_MICOH
OG0011689	sp|Q6J9G1|STYK1_MOUSE	tr|A0A8J6GBQ8|A0A8J6GBQ8_MICOH
OG0011690	sp|A2AVZ9|S43A3_MOUSE	tr|A0A8J6GDI8|A0A8J6GDI8_MICOH
OG0011691	sp|Q8BLY3|LRFN3_MOUSE	tr|A0A8J6GES0|A0A8J6GES0_MICOH
OG0011692	sp|Q5XPI3|RN123_MOUSE	tr|A0A8J6GET4|A0A8J6GET4_MICOH
OG0011693	sp|Q8BRJ4|PPR3E_MOUSE	tr|A0A8J6GET6|A0A8J6GET6_MICOH
OG0011694	sp|Q91X44|GCKR_MOUSE	tr|A0A8J6GFC5|A0A8J6GFC5_MICOH
OG0011695	sp|P97458|PROP1_MOUSE	tr|A0A8J6GFD0|A0A8J6GFD0_MICOH
OG0011696	tr|Q8VGH2|Q8VGH2_MOUSE	tr|A0A8J6GFS7|A0A8J6GFS7_MICOH
OG0011697	sp|Q8VE38|OXND1_MOUSE	tr|A0A8J6GGE0|A0A8J6GGE0_MICOH
OG0011698	sp|Q9DBG9|TX1B3_MOUSE	tr|A0A8J6GHJ3|A0A8J6GHJ3_MICOH
OG0011699	sp|Q6I6G8|HECW2_MOUSE	tr|A0A8J6GI95|A0A8J6GI95_MICOH
OG0011700	sp|B2RVL6|ZCH24_MOUSE	tr|A0A8J6GJK5|A0A8J6GJK5_MICOH
OG0011701	tr|A0A087WSD2|A0A087WSD2_MOUSE	tr|A0A8J6GKQ1|A0A8J6GKQ1_MICOH
OG0011702	sp|Q8VHJ7|PRGC2_MOUSE	tr|A0A8J6GM74|A0A8J6GM74_MICOH
OG0011703	sp|P14097|CCL4_MOUSE	tr|A0A8J6GNA7|A0A8J6GNA7_MICOH
OG0011704	sp|A1Y9I9|TOMT_MOUSE	tr|A0A8J6GNS7|A0A8J6GNS7_MICOH
OG0011705	sp|Q8K2Q9|SHOT1_MOUSE	tr|A0A8J6GRY1|A0A8J6GRY1_MICOH
OG0011706	sp|Q9D0U9|ARV1_MOUSE	tr|A0A8J6GT10|A0A8J6GT10_MICOH
OG0011707	sp|Q8VCC8|RPGF3_MOUSE	tr|A0A8J6GUS6|A0A8J6GUS6_MICOH
OG0011708	sp|Q9Z160|COG1_MOUSE	tr|A0A8J6GYQ1|A0A8J6GYQ1_MICOH
OG0011709	sp|Q60759|GCDH_MOUSE	tr|A0A8J6GZ20|A0A8J6GZ20_MICOH
OG0011710	sp|Q9Z1N2|ORC1_MOUSE	tr|A0A8J6GZ91|A0A8J6GZ91_MICOH
OG0011711	sp|Q00724|RET4_MOUSE	tr|A0A8J6H284|A0A8J6H284_MICOH
OG0011712	sp|Q9CPY1|RM51_MOUSE	tr|A0A8J6H3V7|A0A8J6H3V7_MICOH
OG0011714	sp|E9Q743|CF251_MOUSE	tr|A0A8J6KL37|A0A8J6KL37_MICOH
OG0011715	sp|Q3V3R4|ITA1_MOUSE	tr|A0A8J6KLF6|A0A8J6KLF6_MICOH
OG0011716	sp|Q3UKU1|ELL2_MOUSE	tr|A0A8J6KMV6|A0A8J6KMV6_MICOH
OG0011717	sp|Q924I3|ACKR4_MOUSE	tr|A0A8J6KMZ4|A0A8J6KMZ4_MICOH
OG0011718	sp|Q9CR76|TM186_MOUSE	tr|A0A8J6KPH2|A0A8J6KPH2_MICOH
OG0011719	sp|Q6QLQ4|CLC7A_MOUSE	tr|A0A8J6KQQ6|A0A8J6KQQ6_MICOH
OG0011720	sp|Q9D5V5|CUL5_MOUSE	tr|A0A8J6KQS5|A0A8J6KQS5_MICOH
OG0011721	sp|Q6PGN1|ERFE_MOUSE	tr|A0A8J6KRS8|A0A8J6KRS8_MICOH
OG0011722	tr|Q80Y32|Q80Y32_MOUSE	tr|A0A8J6KWB5|A0A8J6KWB5_MICOH
OG0011723	sp|Q9D1P2|KAT8_MOUSE	tr|A0A8J6KZF2|A0A8J6KZF2_MICOH
OG0011725	sp|Q9D7I0|SHSA5_MOUSE	tr|A0A8J6KZZ7|A0A8J6KZZ7_MICOH
OG0011726	sp|T1NXB5|VSTM4_MOUSE	tr|A0A8J6L090|A0A8J6L090_MICOH
OG0011727	sp|Q8BJM7|TYW1_MOUSE	tr|A0A8J6L243|A0A8J6L243_MICOH
OG0011728	tr|A2A8R0|A2A8R0_MOUSE	tr|A0A8J6L2A6|A0A8J6L2A6_MICOH
OG0011729	sp|P56198|CIDEC_MOUSE	tr|A0A8J6L4E7|A0A8J6L4E7_MICOH
OG0011730	tr|Q8BLE2|Q8BLE2_MOUSE	tr|A0A8J6L4F3|A0A8J6L4F3_MICOH
OG0011731	sp|Q9DAK8|LRC51_MOUSE	tr|A0A8J6L5F0|A0A8J6L5F0_MICOH
OG0011732	sp|P06803|PIM1_MOUSE	tr|A0A8J6L846|A0A8J6L846_MICOH
OG0011733	sp|Q8CGF6|WDR47_MOUSE	tr|A0A8J6FY07|A0A8J6FY07_MICOH
OG0011734	tr|Q5I0V9|Q5I0V9_MOUSE	tr|A0A8J6FYB0|A0A8J6FYB0_MICOH
OG0011735	sp|P10284|HXB4_MOUSE	tr|A0A8J6G0I2|A0A8J6G0I2_MICOH
OG0011736	sp|Q9EQR6|FANCG_MOUSE	tr|A0A8J6G0K5|A0A8J6G0K5_MICOH
OG0011737	sp|Q8BVN9|MAEL_MOUSE	tr|A0A8J6G0K8|A0A8J6G0K8_MICOH
OG0011738	sp|Q5U464|ASAP3_MOUSE	tr|A0A8J6G2K9|A0A8J6G2K9_MICOH
OG0011739	sp|Q99N95|RM03_MOUSE	tr|A0A8J6G563|A0A8J6G563_MICOH
OG0011740	sp|Q80VJ8|KASH5_MOUSE	tr|A0A8J6G5E6|A0A8J6G5E6_MICOH
OG0011741	sp|Q8K177|KCP3_MOUSE	tr|A0A8J6G6G0|A0A8J6G6G0_MICOH
OG0011742	sp|Q61526|ERBB3_MOUSE	tr|A0A8J6G7E9|A0A8J6G7E9_MICOH
OG0011743	tr|B1AYN9|B1AYN9_MOUSE	tr|A0A8J6GA29|A0A8J6GA29_MICOH
OG0011744	sp|P54987|IRG1_MOUSE	tr|A0A8J6GC30|A0A8J6GC30_MICOH
OG0011745	sp|Q8BHN5|RBM45_MOUSE	tr|A0A8J6GD27|A0A8J6GD27_MICOH
OG0011746	sp|P31315|GSX1_MOUSE	tr|A0A8J6GED7|A0A8J6GED7_MICOH
OG0011747	sp|P62700|YPEL5_MOUSE	tr|A0A8J6GFC1|A0A8J6GFC1_MICOH
OG0011748	sp|P52019|ERG1_MOUSE	tr|A0A8J6GFJ4|A0A8J6GFJ4_MICOH
OG0011749	sp|P50518|VATE1_MOUSE	tr|A0A8J6GFP1|A0A8J6GFP1_MICOH
OG0011750	sp|O89050|MKLN1_MOUSE	tr|A0A8J6GG70|A0A8J6GG70_MICOH
OG0011751	sp|Q61235|SNTB2_MOUSE	tr|A0A8J6GGT3|A0A8J6GGT3_MICOH
OG0011752	sp|Q8BZB3|TM266_MOUSE	tr|A0A8J6GH68|A0A8J6GH68_MICOH
OG0011753	sp|Q63912|OMGP_MOUSE	tr|A0A8J6GHK6|A0A8J6GHK6_MICOH
OG0011754	sp|Q5IR70|CAGE1_MOUSE	tr|A0A8J6GHS1|A0A8J6GHS1_MICOH
OG0011755	sp|A2BDX3|MOCS3_MOUSE	tr|A0A8J6GHS8|A0A8J6GHS8_MICOH
OG0011756	tr|Q8C7D3|Q8C7D3_MOUSE	tr|A0A8J6GJT5|A0A8J6GJT5_MICOH
OG0011757	sp|Q3TY65|ICA1L_MOUSE	tr|A0A8J6GJW2|A0A8J6GJW2_MICOH
OG0011758	sp|P03995|GFAP_MOUSE	tr|A0A8J6GKT5|A0A8J6GKT5_MICOH
OG0011759	sp|Q148W0|AT8B1_MOUSE	tr|A0A8J6GM45|A0A8J6GM45_MICOH
OG0011760	sp|Q60673|PTPRN_MOUSE	tr|A0A8J6GN97|A0A8J6GN97_MICOH
OG0011761	sp|Q9CQ39|MED21_MOUSE	tr|A0A8J6GP61|A0A8J6GP61_MICOH
OG0011762	sp|Q91ZE9|BMF_MOUSE	tr|A0A8J6GPR8|A0A8J6GPR8_MICOH
OG0011763	tr|E9Q7P5|E9Q7P5_MOUSE	tr|A0A8J6GRF9|A0A8J6GRF9_MICOH
OG0011764	sp|Q8BP97|RHBD3_MOUSE	tr|A0A8J6GRJ8|A0A8J6GRJ8_MICOH
OG0011765	sp|Q9D0B8|RIBC1_MOUSE	tr|A0A8J6GSS7|A0A8J6GSS7_MICOH
OG0011766	sp|Q8VDF2|UHRF1_MOUSE	tr|A0A8J6GWC9|A0A8J6GWC9_MICOH
OG0011767	sp|Q9Z2B5|E2AK3_MOUSE	tr|A0A8J6GYP6|A0A8J6GYP6_MICOH
OG0011768	sp|Q8VHQ9|ACO11_MOUSE	tr|A0A8J6GZS3|A0A8J6GZS3_MICOH
OG0011769	sp|Q80SV1|LHPL1_MOUSE	tr|A0A8J6H0D8|A0A8J6H0D8_MICOH
OG0011770	sp|Q8CDG3|VCIP1_MOUSE	tr|A0A8J6H2F2|A0A8J6H2F2_MICOH
OG0011771	sp|Q148W8|STYL2_MOUSE	tr|A0A8J6KLE6|A0A8J6KLE6_MICOH
OG0011772	sp|O54792|HES2_MOUSE	tr|A0A8J6KPQ4|A0A8J6KPQ4_MICOH
OG0011773	sp|Q9JMF7|DOPP1_MOUSE	tr|A0A8J6KPY9|A0A8J6KPY9_MICOH
OG0011774	sp|Q91VX9|TM168_MOUSE	tr|A0A8J6KQP7|A0A8J6KQP7_MICOH
OG0011775	sp|O35465|FKBP8_MOUSE	tr|A0A8J6KRR7|A0A8J6KRR7_MICOH
OG0011776	sp|Q8BVP6|LYPD4_MOUSE	tr|A0A8J6KRT5|A0A8J6KRT5_MICOH
OG0011777	sp|O35185|BHE40_MOUSE	tr|A0A8J6KSJ7|A0A8J6KSJ7_MICOH
OG0011778	sp|Q8CFI5|SYPM_MOUSE	tr|A0A8J6KTR6|A0A8J6KTR6_MICOH
OG0011779	sp|Q14B48|ITPI1_MOUSE	tr|A0A8J6KV38|A0A8J6KV38_MICOH
OG0011780	sp|P59222|SREC2_MOUSE	tr|A0A8J6KWJ8|A0A8J6KWJ8_MICOH
OG0011781	sp|Q9D1B8|DCD2C_MOUSE	tr|A0A8J6KWP2|A0A8J6KWP2_MICOH
OG0011782	sp|Q8JZM4|DNER_MOUSE	tr|A0A8J6KY90|A0A8J6KY90_MICOH
OG0011783	sp|Q71B07|D19L3_MOUSE	tr|A0A8J6L8R4|A0A8J6L8R4_MICOH
OG0011784	tr|A0A571BEL3|A0A571BEL3_MOUSE	tr|A0A8J6FVB1|A0A8J6FVB1_MICOH
OG0011785	sp|P03958|ADA_MOUSE	tr|A0A8J6FX97|A0A8J6FX97_MICOH
OG0011786	sp|P46656|ADX_MOUSE	tr|A0A8J6FXM1|A0A8J6FXM1_MICOH
OG0011787	sp|Q9R1Z7|PTPS_MOUSE	tr|A0A8J6FXW1|A0A8J6FXW1_MICOH
OG0011788	sp|A2A559|PGAP3_MOUSE	tr|A0A8J6FZY2|A0A8J6FZY2_MICOH
OG0011789	sp|Q9ERN0|SCAM2_MOUSE	tr|A0A8J6G035|A0A8J6G035_MICOH
OG0011790	sp|P27931|IL1R2_MOUSE	tr|A0A8J6G3W6|A0A8J6G3W6_MICOH
OG0011791	sp|Q07563|COHA1_MOUSE	tr|A0A8J6G4B5|A0A8J6G4B5_MICOH
OG0011792	tr|Q8C0S0|Q8C0S0_MOUSE	tr|A0A8J6G602|A0A8J6G602_MICOH
OG0011793	sp|Q149L6|DJB14_MOUSE	tr|A0A8J6G7M9|A0A8J6G7M9_MICOH
OG0011794	tr|Q68FM7|Q68FM7_MOUSE	tr|A0A8J6G938|A0A8J6G938_MICOH
OG0011795	sp|Q9EQW6|OLIG2_MOUSE	tr|A0A8J6G990|A0A8J6G990_MICOH
OG0011796	tr|A0A0U1RPM1|A0A0U1RPM1_MOUSE	tr|A0A8J6GCV0|A0A8J6GCV0_MICOH
OG0011797	sp|Q8BHZ4|ZN592_MOUSE	tr|A0A8J6GE29|A0A8J6GE29_MICOH
OG0011798	sp|O55082|PTN20_MOUSE	tr|A0A8J6GFE9|A0A8J6GFE9_MICOH
OG0011799	sp|Q9DCT5|SDF2_MOUSE	tr|A0A8J6GJB5|A0A8J6GJB5_MICOH
OG0011800	sp|Q5ND56|TLC3A_MOUSE	tr|A0A8J6GJN4|A0A8J6GJN4_MICOH
OG0011801	sp|O88870|BEST1_MOUSE	tr|A0A8J6GKJ0|A0A8J6GKJ0_MICOH
OG0011802	sp|Q9QZR0|RNF25_MOUSE	tr|A0A8J6GNB1|A0A8J6GNB1_MICOH
OG0011803	sp|P25918|CD19_MOUSE	tr|A0A8J6GQA1|A0A8J6GQA1_MICOH
OG0011804	sp|Q149B8|PERM1_MOUSE	tr|A0A8J6GQY5|A0A8J6GQY5_MICOH
OG0011805	sp|Q8QZW3|F151A_MOUSE	tr|A0A8J6GST4|A0A8J6GST4_MICOH
OG0011806	sp|Q8VDK3|ELF5_MOUSE	tr|A0A8J6GTP1|A0A8J6GTP1_MICOH
OG0011807	sp|Q99LE6|ABCF2_MOUSE	tr|A0A8J6GTQ8|A0A8J6GTQ8_MICOH
OG0011808	sp|G5E861|SCLT1_MOUSE	tr|A0A8J6GU50|A0A8J6GU50_MICOH
OG0011809	sp|Q8JZQ9|EIF3B_MOUSE	tr|A0A8J6GW12|A0A8J6GW12_MICOH
OG0011810	sp|Q9QYI8|DNJB7_MOUSE	tr|A0A8J6GYZ9|A0A8J6GYZ9_MICOH
OG0011811	sp|Q8R422|CD109_MOUSE	tr|A0A8J6GZF4|A0A8J6GZF4_MICOH
OG0011812	sp|Q8R3Q2|PP6R2_MOUSE	tr|A0A8J6H0J7|A0A8J6H0J7_MICOH
OG0011813	sp|Q8BHN1|TXLNG_MOUSE	tr|A0A8J6H0S4|A0A8J6H0S4_MICOH
OG0011814	sp|O08852|PKD1_MOUSE	tr|A0A8J6H0U6|A0A8J6H0U6_MICOH
OG0011815	sp|Q04841|3MG_MOUSE	tr|A0A8J6H114|A0A8J6H114_MICOH
OG0011816	sp|P25085|IL1RA_MOUSE	tr|A0A8J6H1P0|A0A8J6H1P0_MICOH
OG0011817	tr|E9PVD9|E9PVD9_MOUSE	tr|A0A8J6H2I8|A0A8J6H2I8_MICOH
OG0011818	sp|Q9D7A8|ARMC1_MOUSE	tr|A0A8J6H3M0|A0A8J6H3M0_MICOH
OG0011819	sp|Q8BTF7|DNLI4_MOUSE	tr|A0A8J6KIE3|A0A8J6KIE3_MICOH
OG0011820	sp|Q8QZX5|LSM10_MOUSE	tr|A0A8J6KLR4|A0A8J6KLR4_MICOH
OG0011821	sp|Q9D7V1|SH24A_MOUSE	tr|A0A8J6KMC8|A0A8J6KMC8_MICOH
OG0011822	sp|Q61263|SOAT1_MOUSE	tr|A0A8J6KNF0|A0A8J6KNF0_MICOH
OG0011823	sp|Q8R1F1|NIBA2_MOUSE	tr|A0A8J6KNN5|A0A8J6KNN5_MICOH
OG0011824	sp|Q80YW5|BSPRY_MOUSE	tr|A0A8J6KQ87|A0A8J6KQ87_MICOH
OG0011825	sp|Q03311|CHLE_MOUSE	tr|A0A8J6KU30|A0A8J6KU30_MICOH
OG0011826	sp|Q8VCS0|PGRP2_MOUSE	tr|A0A8J6KV01|A0A8J6KV01_MICOH
OG0011827	sp|Q9ERS7|ILRL2_MOUSE	tr|A0A8J6KV25|A0A8J6KV25_MICOH
OG0011828	sp|Q9JL61|RFX5_MOUSE	tr|A0A8J6KVS2|A0A8J6KVS2_MICOH
OG0011829	sp|Q61025|IFT20_MOUSE	tr|A0A8J6KVX0|A0A8J6KVX0_MICOH
OG0011830	sp|Q99KS6|ADPRM_MOUSE	tr|A0A8J6KVX8|A0A8J6KVX8_MICOH
OG0011831	sp|Q91ZU9|NMD3B_MOUSE	tr|A0A8J6KZ26|A0A8J6KZ26_MICOH
OG0011832	sp|Q8R3H9|TTC4_MOUSE	tr|A0A8J6L4F9|A0A8J6L4F9_MICOH
OG0011833	sp|Q8JZU0|NUD13_MOUSE	tr|A0A8J6L9I3|A0A8J6L9I3_MICOH
OG0011834	sp|Q5RL51|GSTCD_MOUSE	tr|A0A8J6FX19|A0A8J6FX19_MICOH
