Orthogroup	Mus_musculus	Heterocephalus_glaber
OG0013500	sp|Q8BSM5|GAB3_MOUSE	tr|G5C0D4|G5C0D4_HETGA
OG0013501	sp|Q6NXW6|RAD17_MOUSE	tr|G5C0I4|G5C0I4_HETGA
OG0013502	sp|Q8BME9|CBLN4_MOUSE	tr|G5C0M4|G5C0M4_HETGA
OG0013503	sp|O35385|PPE2_MOUSE	tr|G5C139|G5C139_HETGA
OG0013504	sp|Q9CQ94|DNJ5B_MOUSE	tr|G5C411|G5C411_HETGA
OG0013505	sp|Q8BVP1|TRIML_MOUSE	tr|G5C6V0|G5C6V0_HETGA
OG0013506	sp|Q8BFZ1|TECRL_MOUSE	tr|G5C8U1|G5C8U1_HETGA
OG0013507	sp|B2RY71|DNAI3_MOUSE	tr|G5C920|G5C920_HETGA
OG0013508	sp|Q99PQ2|TRI11_MOUSE	tr|G5C995|G5C995_HETGA
OG0013509	sp|Q9WUL7|ARL3_MOUSE	tr|G5CAI0|G5CAI0_HETGA
OG0013510	sp|O35129|PHB2_MOUSE	tr|G5CAS2|G5CAS2_HETGA
OG0013511	sp|Q9DBA9|TF2H1_MOUSE	tr|G5AKA4|G5AKA4_HETGA
OG0013512	sp|Q9QXP4|DONS_MOUSE	tr|G5AM29|G5AM29_HETGA
OG0013513	sp|Q3TC46|PATL1_MOUSE	tr|G5AP20|G5AP20_HETGA
OG0013514	sp|Q9WVL5|MORC1_MOUSE	tr|G5APD2|G5APD2_HETGA
OG0013515	sp|Q9CPU4|MGST3_MOUSE	tr|G5AQ31|G5AQ31_HETGA
OG0013516	sp|Q9CZ49|KLH35_MOUSE	tr|G5AS75|G5AS75_HETGA
OG0013517	sp|Q3UMW8|CLN5_MOUSE	tr|G5ASH9|G5ASH9_HETGA
OG0013518	sp|B7ZNG4|TROAP_MOUSE	tr|G5AU22|G5AU22_HETGA
OG0013519	sp|Q9D6R2|IDH3A_MOUSE	tr|G5AUL0|G5AUL0_HETGA
OG0013520	sp|Q3UIR3|DTX3L_MOUSE	tr|G5AV78|G5AV78_HETGA
OG0013521	sp|Q8BG87|TET3_MOUSE	tr|G5AXG8|G5AXG8_HETGA
OG0013522	sp|Q8VD33|SGTB_MOUSE	tr|G5B0E9|G5B0E9_HETGA
OG0013523	sp|Q6R3M4|POLI_MOUSE	tr|G5B2E1|G5B2E1_HETGA
OG0013524	sp|B2RV46|SPA6L_MOUSE	tr|G5B4Y0|G5B4Y0_HETGA
OG0013525	sp|Q9CXA2|T3HPD_MOUSE	tr|G5B7F0|G5B7F0_HETGA
OG0013526	sp|Q0Q236|BSPH2_MOUSE	tr|G5B896|G5B896_HETGA
OG0013527	sp|P55099|TKNK_MOUSE	tr|G5BB60|G5BB60_HETGA
OG0013528	sp|Q9R008|KIME_MOUSE	tr|G5BDR4|G5BDR4_HETGA
OG0013529	sp|P56183|RRP1_MOUSE	tr|G5BG21|G5BG21_HETGA
OG0013530	sp|B2RU40|PRRT4_MOUSE	tr|G5BHA2|G5BHA2_HETGA
OG0013531	sp|Q3V3F6|MPZL3_MOUSE	tr|G5BHL1|G5BHL1_HETGA
OG0013532	sp|P97469|SNAI2_MOUSE	tr|G5BHT1|G5BHT1_HETGA
OG0013533	sp|P31313|HXC11_MOUSE	tr|G5BIE6|G5BIE6_HETGA
OG0013534	sp|Q6S5I3|S115A_MOUSE	tr|G5BIG4|G5BIG4_HETGA
OG0013535	sp|Q8C8B0|ALX1_MOUSE	tr|G5BJL1|G5BJL1_HETGA
OG0013536	sp|Q9CPT3|NANP_MOUSE	tr|G5BJU8|G5BJU8_HETGA
OG0013537	sp|Q9JJX7|TYDP2_MOUSE	tr|G5BJY5|G5BJY5_HETGA
OG0013538	sp|Q8CJI4|H1FNT_MOUSE	tr|G5BK96|G5BK96_HETGA
OG0013539	sp|Q99MV1|TDRD1_MOUSE	tr|G5BKA6|G5BKA6_HETGA
OG0013540	sp|Q8CJC5|NEUL3_MOUSE	tr|G5BMV5|G5BMV5_HETGA
OG0013541	sp|P09920|CSF3_MOUSE	tr|G5BRY2|G5BRY2_HETGA
OG0013542	sp|Q80ZI2|RTP2_MOUSE	tr|G5BTD1|G5BTD1_HETGA
OG0013543	tr|F8VPP8|F8VPP8_MOUSE	tr|G5BVD0|G5BVD0_HETGA
OG0013544	sp|Q62181|SEM3C_MOUSE	tr|G5BVU4|G5BVU4_HETGA
OG0013545	sp|Q9ES52|SHIP1_MOUSE	tr|G5BXG5|G5BXG5_HETGA
OG0013546	sp|Q6PB97|FXL19_MOUSE	tr|G5BYJ9|G5BYJ9_HETGA
OG0013547	sp|Q9D241|RN186_MOUSE	tr|G5BZK9|G5BZK9_HETGA
OG0013548	sp|Q8C522|ENDD1_MOUSE	tr|G5C2B3|G5C2B3_HETGA
OG0013549	sp|O70167|P3C2G_MOUSE	tr|G5C2C3|G5C2C3_HETGA
OG0013550	sp|Q8BYR8|S41A2_MOUSE	tr|G5C467|G5C467_HETGA
OG0013551	sp|Q80XI3|IF4G3_MOUSE	tr|G5C4X2|G5C4X2_HETGA
OG0013552	sp|Q99LX0|PARK7_MOUSE	tr|G5C551|G5C551_HETGA
OG0013553	sp|Q6H1V1|BEST3_MOUSE	tr|G5C7U6|G5C7U6_HETGA
OG0013554	sp|Q99PG2|OGFR_MOUSE	tr|G5C8E4|G5C8E4_HETGA
OG0013555	sp|Q3U9G9|LBR_MOUSE	tr|G5C8W4|G5C8W4_HETGA
OG0013556	sp|Q8BLR9|HIF1N_MOUSE	tr|G5CAE3|G5CAE3_HETGA
OG0013557	sp|P21661|NEC2_MOUSE	tr|G5CB99|G5CB99_HETGA
OG0013558	sp|Q8K4E0|ALMS1_MOUSE	tr|G5CBQ1|G5CBQ1_HETGA
OG0013559	sp|P03903|NU4LM_MOUSE	tr|G5CPH3|G5CPH3_HETGA
OG0013560	sp|Q9WV18|GABR1_MOUSE	tr|G5AKF4|G5AKF4_HETGA
OG0013561	sp|P56812|PDCD5_MOUSE	tr|G5AP82|G5AP82_HETGA
OG0013562	sp|Q9D009|LIPT2_MOUSE	tr|G5AS90|G5AS90_HETGA
OG0013563	sp|P97458|PROP1_MOUSE	tr|G5ASN1|G5ASN1_HETGA
OG0013564	sp|Q9DBB5|IF4E3_MOUSE	tr|G5AVP9|G5AVP9_HETGA
OG0013565	sp|Q7TS73|RFLA_MOUSE	tr|G5AWU4|G5AWU4_HETGA
OG0013566	sp|Q3ULW8|PARP3_MOUSE	tr|G5AXN7|G5AXN7_HETGA
OG0013567	sp|Q8R1S4|MTSS1_MOUSE	tr|G5AY96|G5AY96_HETGA
OG0013568	sp|Q3TBT3|STING_MOUSE	tr|G5AZ76|G5AZ76_HETGA
OG0013569	sp|Q9D7N3|RT09_MOUSE	tr|G5AZF3|G5AZF3_HETGA
OG0013570	sp|Q8CEC6|PPWD1_MOUSE	tr|G5B0E6|G5B0E6_HETGA
OG0013571	sp|O08609|MLX_MOUSE	tr|G5B0J4|G5B0J4_HETGA
OG0013572	sp|T1NXB5|VSTM4_MOUSE	tr|G5B0W5|G5B0W5_HETGA
OG0013573	sp|Q5BJ29|FBXL7_MOUSE	tr|G5B0Y3|G5B0Y3_HETGA
OG0013574	sp|O35598|ADA10_MOUSE	tr|G5B127|G5B127_HETGA
OG0013575	sp|Q8BQB4|FJX1_MOUSE	tr|G5B137|G5B137_HETGA
OG0013576	sp|Q9D486|CMIP_MOUSE	tr|G5B1X0|G5B1X0_HETGA
OG0013577	sp|Q8BH26|TM251_MOUSE	tr|G5B2X9|G5B2X9_HETGA
OG0013578	sp|Q9Z2L7|CRLF3_MOUSE	tr|G5B505|G5B505_HETGA
OG0013579	tr|E9Q0Z1|E9Q0Z1_MOUSE	tr|G5B5R4|G5B5R4_HETGA
OG0013580	sp|Q640L5|CCD18_MOUSE	tr|G5B6A0|G5B6A0_HETGA
OG0013581	sp|Q4QRL3|CC88B_MOUSE	tr|G5B6P6|G5B6P6_HETGA
OG0013582	sp|P60469|LIPA3_MOUSE	tr|G5BAF5|G5BAF5_HETGA
OG0013583	tr|E9Q3D4|E9Q3D4_MOUSE	tr|G5BAH2|G5BAH2_HETGA
OG0013584	sp|Q6P1I6|PSD2_MOUSE	tr|G5BCQ4|G5BCQ4_HETGA
OG0013585	sp|O55003|BNIP3_MOUSE	tr|G5BFB1|G5BFB1_HETGA
OG0013586	sp|Q9D517|PLCC_MOUSE	tr|G5BG20|G5BG20_HETGA
OG0013587	sp|P37040|NCPR_MOUSE	tr|G5BG65|G5BG65_HETGA
OG0013588	sp|Q3U492|KCP_MOUSE	tr|G5BH93|G5BH93_HETGA
OG0013589	sp|Q3U829|AP5Z1_MOUSE	tr|G5BI69|G5BI69_HETGA
OG0013590	sp|Q9Z0L8|GGH_MOUSE	tr|G5BIT4|G5BIT4_HETGA
OG0013591	sp|P56375|ACYP2_MOUSE	tr|G5BK48|G5BK48_HETGA
OG0013592	sp|P62830|RL23_MOUSE	tr|G5BK67|G5BK67_HETGA
OG0013593	sp|P13705|MSH3_MOUSE	tr|G5BK74|G5BK74_HETGA
OG0013594	sp|Q8C503|SIT1_MOUSE	tr|G5BL03|G5BL03_HETGA
OG0013595	sp|Q9R0B9|PLOD2_MOUSE	tr|G5BME9|G5BME9_HETGA
OG0013596	sp|Q6ZQF7|JADE2_MOUSE	tr|G5BN15|G5BN15_HETGA
OG0013597	sp|Q8BW74|HLF_MOUSE	tr|G5BPA3|G5BPA3_HETGA
OG0013598	sp|Q9CQJ1|HIG2A_MOUSE	tr|G5BPY8|G5BPY8_HETGA
OG0013599	sp|Q8BWA8|ARHGJ_MOUSE	tr|G5BRU4|G5BRU4_HETGA
OG0013600	sp|Q6PEV3|WIPF2_MOUSE	tr|G5BRV8|G5BRV8_HETGA
OG0013601	tr|Q8VGX6|Q8VGX6_MOUSE	tr|G5BS43|G5BS43_HETGA
OG0013602	sp|Q5SSK3|TEFM_MOUSE	tr|G5BVM5|G5BVM5_HETGA
OG0013603	sp|P26369|U2AF2_MOUSE	tr|G5BVY1|G5BVY1_HETGA
OG0013604	sp|Q0VAV2|EXPH5_MOUSE	tr|G5BXR4|G5BXR4_HETGA
OG0013605	sp|O88741|GDAP1_MOUSE	tr|G5BY39|G5BY39_HETGA
OG0013606	sp|Q6RUU0|PTX4_MOUSE	tr|G5BY75|G5BY75_HETGA
OG0013607	sp|Q6NV66|ZN646_MOUSE	tr|G5BYC8|G5BYC8_HETGA
OG0013608	sp|Q08642|PADI2_MOUSE	tr|G5BZN5|G5BZN5_HETGA
OG0013609	sp|Q3UA37|QRIC1_MOUSE	tr|G5BZV2|G5BZV2_HETGA
OG0013610	sp|Q3U128|APCD1_MOUSE	tr|G5C068|G5C068_HETGA
OG0013611	sp|Q6ZWR6|SYNE1_MOUSE	tr|G5C0E1|G5C0E1_HETGA
OG0013612	sp|P05622|PGFRB_MOUSE	tr|G5C396|G5C396_HETGA
OG0013613	sp|P41155|TNFC_MOUSE	tr|G5C3E3|G5C3E3_HETGA
OG0013614	sp|Q9D9T0|DYDC1_MOUSE	tr|G5C4I0|G5C4I0_HETGA
OG0013615	sp|Q8VDV0|ITGBL_MOUSE	tr|G5C824|G5C824_HETGA
OG0013616	sp|Q9Z0K7|SLUR1_MOUSE	tr|G5C8X7|G5C8X7_HETGA
OG0013617	sp|A2RT67|DEND3_MOUSE	tr|G5C8Y9|G5C8Y9_HETGA
OG0013618	sp|P16879|FES_MOUSE	tr|G5CAB6|G5CAB6_HETGA
OG0013619	sp|Q8CEK7|FATE1_MOUSE	tr|G5CAW8|G5CAW8_HETGA
OG0013620	sp|P55772|ENTP1_MOUSE	tr|G5CAY6|G5CAY6_HETGA
OG0013621	sp|Q8C1M2|ZN428_MOUSE	tr|G5CBP7|G5CBP7_HETGA
OG0013622	sp|Q9WVA3|BUB3_MOUSE	tr|G5AKH0|G5AKH0_HETGA
OG0013623	sp|Q9QYI5|DNJB2_MOUSE	tr|G5AKJ7|G5AKJ7_HETGA
OG0013624	sp|Q6AXF6|SIDT1_MOUSE	tr|G5AL27|G5AL27_HETGA
OG0013625	sp|Q9DCS3|MECR_MOUSE	tr|G5APA0|G5APA0_HETGA
OG0013626	sp|P58802|TB10A_MOUSE	tr|G5APV3|G5APV3_HETGA
OG0013627	sp|Q6GQV0|TEDC2_MOUSE	tr|G5AQD2|G5AQD2_HETGA
OG0013628	sp|Q9D7V1|SH24A_MOUSE	tr|G5ARF1|G5ARF1_HETGA
OG0013629	sp|P16305|GBRA6_MOUSE	tr|G5ARH4|G5ARH4_HETGA
OG0013630	sp|Q80TL7|MON2_MOUSE	tr|G5ARJ0|G5ARJ0_HETGA
OG0013631	sp|P57784|RU2A_MOUSE	tr|G5ARZ3|G5ARZ3_HETGA
OG0013632	sp|Q9JL25|RGS1_MOUSE	tr|G5ASG9|G5ASG9_HETGA
OG0013633	sp|P02716|ACHD_MOUSE	tr|G5ASX3|G5ASX3_HETGA
OG0013634	sp|Q9QZ09|PHTF1_MOUSE	tr|G5ATD3|G5ATD3_HETGA
OG0013635	sp|Q924L1|LTMD1_MOUSE	tr|G5ATZ4|G5ATZ4_HETGA
OG0013636	sp|Q8BTG7|NDRG4_MOUSE	tr|G5AUG9|G5AUG9_HETGA
OG0013637	sp|Q60960|IMA5_MOUSE	tr|G5AV80|G5AV80_HETGA
OG0013638	sp|Q80XD8|PRAP1_MOUSE	tr|G5AVA8|G5AVA8_HETGA
OG0013639	sp|Q8K4H1|KFA_MOUSE	tr|G5AVE7|G5AVE7_HETGA
OG0013640	sp|Q8JZX3|POC1A_MOUSE	tr|G5AXN0|G5AXN0_HETGA
OG0013641	sp|Q810C1|SLIK1_MOUSE	tr|G5AXQ8|G5AXQ8_HETGA
OG0013642	sp|Q9CPU7|FBX32_MOUSE	tr|G5AY89|G5AY89_HETGA
OG0013643	sp|Q9R0N7|SYT7_MOUSE	tr|G5AYF9|G5AYF9_HETGA
OG0013644	sp|Q9DA77|TEX29_MOUSE	tr|G5AZ39|G5AZ39_HETGA
OG0013645	sp|Q8BXA6|CLD17_MOUSE	tr|G5AZU4|G5AZU4_HETGA
OG0013646	sp|Q52KE7|CCNL1_MOUSE	tr|G5B254|G5B254_HETGA
OG0013647	sp|D3YWJ0|SLIP_MOUSE	tr|G5B4Z6|G5B4Z6_HETGA
OG0013648	sp|Q9WV07|LOXE3_MOUSE	tr|G5B5F1|G5B5F1_HETGA
OG0013649	sp|Q5IXF8|GLP2R_MOUSE	tr|G5B5H5|G5B5H5_HETGA
OG0013650	sp|P63321|RALA_MOUSE	tr|G5B6U4|G5B6U4_HETGA
OG0013651	sp|Q923T7|TRIM7_MOUSE	tr|G5B7J9|G5B7J9_HETGA
OG0013652	sp|P42682|TXK_MOUSE	tr|G5B8D7|G5B8D7_HETGA
OG0013653	sp|Q9DAL0|SIM23_MOUSE	tr|G5BBX5|G5BBX5_HETGA
OG0013654	sp|P56983|TM14A_MOUSE	tr|G5BC73|G5BC73_HETGA
OG0013655	sp|P09631|HXA9_MOUSE	tr|G5BD56|G5BD56_HETGA
OG0013656	sp|Q99LJ5|CKLF3_MOUSE	tr|G5BDG8|G5BDG8_HETGA
OG0013657	sp|Q8K1S2|UNC5D_MOUSE	tr|G5BDM8|G5BDM8_HETGA
OG0013658	sp|P47759|NSG2_MOUSE	tr|G5BGJ4|G5BGJ4_HETGA
OG0013659	sp|Q9JKF6|NECT1_MOUSE	tr|G5BHP9|G5BHP9_HETGA
OG0013660	tr|E9Q8Q6|E9Q8Q6_MOUSE	tr|G5BIR6|G5BIR6_HETGA
OG0013661	sp|A2AG06|MEIOC_MOUSE	tr|G5BJ02|G5BJ02_HETGA
OG0013662	sp|P19096|FAS_MOUSE	tr|G5BJ97|G5BJ97_HETGA
OG0013663	sp|Q76KJ5|RPA34_MOUSE	tr|G5BKU5|G5BKU5_HETGA
OG0013664	sp|Q9JHX2|SP5_MOUSE	tr|G5BLW8|G5BLW8_HETGA
OG0013665	sp|Q9QYR6|MAP1A_MOUSE	tr|G5BM50|G5BM50_HETGA
OG0013666	sp|Q5VCS6|TDRD5_MOUSE	tr|G5BNR8|G5BNR8_HETGA
OG0013667	sp|Q3V1M1|IGS10_MOUSE	tr|G5BQR9|G5BQR9_HETGA
OG0013668	sp|Q80W68|KIRR1_MOUSE	tr|G5BSV7|G5BSV7_HETGA
OG0013669	sp|P70160|CALC_MOUSE	tr|G5BUD9|G5BUD9_HETGA
OG0013670	sp|Q7TSK2|SEZ6_MOUSE	tr|G5BVJ2|G5BVJ2_HETGA
OG0013671	sp|P48787|TNNI3_MOUSE	tr|G5BW07|G5BW07_HETGA
OG0013672	tr|Q91XF2|Q91XF2_MOUSE	tr|G5BWA7|G5BWA7_HETGA
OG0013673	sp|P83917|CBX1_MOUSE	tr|G5BY16|G5BY16_HETGA
OG0013674	sp|Q80UG6|ALKL2_MOUSE	tr|G5C0X8|G5C0X8_HETGA
OG0013675	sp|P01029|CO4B_MOUSE	tr|G5C3H6|G5C3H6_HETGA
OG0013676	sp|D3YYM4|WDR72_MOUSE	tr|G5C9C7|G5C9C7_HETGA
OG0013677	sp|O55103|PRAX_MOUSE	tr|G5C9X9|G5C9X9_HETGA
OG0013678	sp|Q9CPP0|NPM3_MOUSE	tr|G5CAG1|G5CAG1_HETGA
OG0013679	sp|Q9R069|BCAM_MOUSE	tr|G5CBN0|G5CBN0_HETGA
OG0013680	sp|Q9D7Z7|LYPD5_MOUSE	tr|G5CBP2|G5CBP2_HETGA
OG0013681	sp|Q8R1B5|CPLX3_MOUSE	tr|G5AL64|G5AL64_HETGA
OG0013682	sp|O54967|ACK1_MOUSE	tr|G5ALB1|G5ALB1_HETGA
OG0013683	sp|Q8R000|OSTA_MOUSE	tr|G5ALB5|G5ALB5_HETGA
OG0013684	sp|Q9CR22|TMM42_MOUSE	tr|G5ANM6|G5ANM6_HETGA
OG0013685	sp|Q6PCP7|GP156_MOUSE	tr|G5AU95|G5AU95_HETGA
OG0013686	sp|P97477|AURKA_MOUSE	tr|G5AW12|G5AW12_HETGA
OG0013687	sp|A0JNU3|LPP60_MOUSE	tr|G5AWI1|G5AWI1_HETGA
OG0013688	sp|Q9D832|DNJB4_MOUSE	tr|G5AXK5|G5AXK5_HETGA
OG0013689	tr|E9Q3G8|E9Q3G8_MOUSE	tr|G5AXT4|G5AXT4_HETGA
OG0013690	sp|Q91W43|GCSP_MOUSE	tr|G5AY62|G5AY62_HETGA
OG0013691	sp|P13379|CD5_MOUSE	tr|G5AYE8|G5AYE8_HETGA
OG0013692	sp|Q8BGC3|MOT12_MOUSE	tr|G5B0Z4|G5B0Z4_HETGA
OG0013693	sp|Q07230|ZSCA2_MOUSE	tr|G5B1S4|G5B1S4_HETGA
OG0013694	sp|Q9QZN3|FBX8_MOUSE	tr|G5B404|G5B404_HETGA
OG0013695	sp|O70145|NCF2_MOUSE	tr|G5B446|G5B446_HETGA
OG0013696	sp|Q6P8J2|SAT2_MOUSE	tr|G5B5D3|G5B5D3_HETGA
OG0013697	sp|Q69ZA1|CDK13_MOUSE	tr|G5B6U5|G5B6U5_HETGA
OG0013698	sp|Q8K088|ZBTB6_MOUSE	tr|G5B6X5|G5B6X5_HETGA
OG0013699	sp|Q8BMT9|HHAT_MOUSE	tr|G5BAN0|G5BAN0_HETGA
OG0013700	sp|Q8BQT2|DIK1C_MOUSE	tr|G5BAR0|G5BAR0_HETGA
OG0013701	tr|Q6PDK0|Q6PDK0_MOUSE	tr|G5BB61|G5BB61_HETGA
OG0013702	tr|Q6PGF5|Q6PGF5_MOUSE	tr|G5BD19|G5BD19_HETGA
OG0013703	sp|Q8BW22|CREST_MOUSE	tr|G5BDX1|G5BDX1_HETGA
OG0013704	sp|Q6J9G1|STYK1_MOUSE	tr|G5BE04|G5BE04_HETGA
OG0013705	tr|Q63953|Q63953_MOUSE	tr|G5BE89|G5BE89_HETGA
OG0013706	sp|Q3V1D5|PLPL1_MOUSE	tr|G5BEW0|G5BEW0_HETGA
OG0013707	sp|Q6PEM6|GRM2B_MOUSE	tr|G5BHU1|G5BHU1_HETGA
OG0013708	sp|Q8R059|GALE_MOUSE	tr|G5BHY1|G5BHY1_HETGA
OG0013709	sp|Q78RX3|SIM12_MOUSE	tr|G5BJN0|G5BJN0_HETGA
OG0013710	sp|A2ASZ8|SCMC2_MOUSE	tr|G5BLF4|G5BLF4_HETGA
OG0013711	sp|Q14CH7|SYAM_MOUSE	tr|G5BNP3|G5BNP3_HETGA
OG0013712	sp|Q0II04|NEBL_MOUSE	tr|G5BTJ9|G5BTJ9_HETGA
OG0013713	sp|Q3U8K7|KMT5B_MOUSE	tr|G5BTV4|G5BTV4_HETGA
OG0013714	tr|E9Q3P4|E9Q3P4_MOUSE	tr|G5BUR9|G5BUR9_HETGA
OG0013715	sp|Q3UM29|COG7_MOUSE	tr|G5BV75|G5BV75_HETGA
OG0013716	sp|Q9D2E9|TM190_MOUSE	tr|G5BVZ3|G5BVZ3_HETGA
OG0013717	sp|Q9R257|HEBP1_MOUSE	tr|G5BYF2|G5BYF2_HETGA
OG0013718	sp|Q6P3B2|UBAD1_MOUSE	tr|G5C0K0|G5C0K0_HETGA
OG0013719	sp|Q8K1H1|TDRD7_MOUSE	tr|G5C1C9|G5C1C9_HETGA
OG0013720	sp|P51125|ICAL_MOUSE	tr|G5C346|G5C346_HETGA
OG0013721	sp|Q80YT5|SPT20_MOUSE	tr|G5C4K3|G5C4K3_HETGA
OG0013722	sp|P18761|CAH6_MOUSE	tr|G5C545|G5C545_HETGA
OG0013723	sp|Q9DAT2|MRGBP_MOUSE	tr|G5C8E5|G5C8E5_HETGA
OG0013724	sp|Q69ZC8|GPAM1_MOUSE	tr|G5C910|G5C910_HETGA
OG0013725	sp|A4Q9F0|TTLL7_MOUSE	tr|G5C933|G5C933_HETGA
OG0013726	sp|Q3U288|ZN710_MOUSE	tr|G5CAA3|G5CAA3_HETGA
OG0013727	sp|P55050|FABPI_MOUSE	tr|G5CAX0|G5CAX0_HETGA
OG0013728	sp|Q99LE6|ABCF2_MOUSE	tr|G5AMT7|G5AMT7_HETGA
OG0013729	sp|Q8BG99|PKNX2_MOUSE	tr|G5APE6|G5APE6_HETGA
OG0013730	sp|P11862|GAS2_MOUSE	tr|G5AR30|G5AR30_HETGA
OG0013731	sp|Q8BT51|COA4_MOUSE	tr|G5ASA0|G5ASA0_HETGA
OG0013732	tr|Q3UHC1|Q3UHC1_MOUSE	tr|G5AT49|G5AT49_HETGA
OG0013733	sp|Q9WV76|AP4B1_MOUSE	tr|G5ATD6|G5ATD6_HETGA
OG0013734	tr|E9Q5A6|E9Q5A6_MOUSE	tr|G5ATF1|G5ATF1_HETGA
OG0013735	sp|P04426|WNT1_MOUSE	tr|G5AU35|G5AU35_HETGA
OG0013736	sp|Q9WU63|HEBP2_MOUSE	tr|G5AUC9|G5AUC9_HETGA
OG0013737	sp|Q4U4S6|XIRP2_MOUSE	tr|G5AUH2|G5AUH2_HETGA
OG0013738	sp|Q3UNU4|ERIC4_MOUSE	tr|G5AZS2|G5AZS2_HETGA
OG0013739	sp|Q0ZLH2|PJVK_MOUSE	tr|G5B0U4|G5B0U4_HETGA
OG0013740	sp|Q8CIH5|PLCG2_MOUSE	tr|G5B1W9|G5B1W9_HETGA
OG0013741	sp|Q9CYW4|HDHD3_MOUSE	tr|G5B1Z6|G5B1Z6_HETGA
OG0013742	sp|Q9CR23|TMEM9_MOUSE	tr|G5B3A6|G5B3A6_HETGA
OG0013743	sp|Q99KL7|RAB28_MOUSE	tr|G5B3L5|G5B3L5_HETGA
OG0013744	sp|Q03267|IKZF1_MOUSE	tr|G5B3U0|G5B3U0_HETGA
OG0013745	sp|P39689|CDN1A_MOUSE	tr|G5B541|G5B541_HETGA
OG0013746	sp|Q810V0|MPP10_MOUSE	tr|G5B6I1|G5B6I1_HETGA
OG0013747	sp|O09043|NAPSA_MOUSE	tr|G5B8S4|G5B8S4_HETGA
OG0013748	sp|Q8K353|CYTM1_MOUSE	tr|G5BCQ7|G5BCQ7_HETGA
OG0013749	sp|P97297|ADML_MOUSE	tr|G5BFH3|G5BFH3_HETGA
OG0013750	sp|Q9D8T0|FAM3A_MOUSE	tr|G5BFL4|G5BFL4_HETGA
OG0013751	sp|Q3UNB8|TM253_MOUSE	tr|G5BFV8|G5BFV8_HETGA
OG0013752	sp|Q9Z0H8|CLIP2_MOUSE	tr|G5BG92|G5BG92_HETGA
OG0013753	sp|Q9D6D8|PPIL6_MOUSE	tr|G5BGE3|G5BGE3_HETGA
OG0013754	sp|Q6NZK8|PTPC1_MOUSE	tr|G5BIP1|G5BIP1_HETGA
OG0013755	sp|Q8K4P1|NPB_MOUSE	tr|G5BJ81|G5BJ81_HETGA
OG0013756	sp|Q9R0M8|S35A2_MOUSE	tr|G5BJI6|G5BJI6_HETGA
OG0013757	sp|Q5XJY6|FANCB_MOUSE	tr|G5BK93|G5BK93_HETGA
OG0013758	sp|Q6F3F9|AGRG6_MOUSE	tr|G5BL51|G5BL51_HETGA
OG0013759	sp|P49222|EPB42_MOUSE	tr|G5BM42|G5BM42_HETGA
OG0013760	sp|Q9D2N8|GLT15_MOUSE	tr|G5BMH5|G5BMH5_HETGA
OG0013761	sp|Q99PV5|BHE41_MOUSE	tr|G5BQA4|G5BQA4_HETGA
OG0013762	sp|Q9D275|BATF3_MOUSE	tr|G5BSH7|G5BSH7_HETGA
OG0013763	sp|P19788|MGP_MOUSE	tr|G5BV48|G5BV48_HETGA
OG0013764	sp|Q6PDS3|SARM1_MOUSE	tr|G5BVN9|G5BVN9_HETGA
OG0013765	sp|Q80VY9|DHX33_MOUSE	tr|G5BW79|G5BW79_HETGA
OG0013766	sp|P61079|UB2D3_MOUSE	tr|G5BXA6|G5BXA6_HETGA
OG0013767	sp|P13562|GON1_MOUSE	tr|G5BYA8|G5BYA8_HETGA
OG0013768	sp|Q80TR8|DCAF1_MOUSE	tr|G5BZU1|G5BZU1_HETGA
OG0013769	sp|Q8C129|LCAP_MOUSE	tr|G5C341|G5C341_HETGA
OG0013770	sp|Q9JIP7|S15A1_MOUSE	tr|G5C353|G5C353_HETGA
OG0013771	sp|Q3T9M1|MFS2B_MOUSE	tr|G5C381|G5C381_HETGA
OG0013772	sp|Q8BLD6|ANR55_MOUSE	tr|G5C414|G5C414_HETGA
OG0013773	sp|Q8CHQ0|FBX4_MOUSE	tr|G5C4Q7|G5C4Q7_HETGA
OG0013774	sp|Q8R1B8|RORB_MOUSE	tr|G5C792|G5C792_HETGA
OG0013775	sp|Q6RI63|F120B_MOUSE	tr|G5C7R8|G5C7R8_HETGA
OG0013776	sp|Q9CX53|GEMI6_MOUSE	tr|G5CA69|G5CA69_HETGA
OG0013777	sp|Q8BTE0|SDHF4_MOUSE	tr|G5ALU7|G5ALU7_HETGA
OG0013778	sp|O35680|RT12_MOUSE	tr|G5AM98|G5AM98_HETGA
OG0013779	sp|Q80Y56|RBNS5_MOUSE	tr|G5ANT3|G5ANT3_HETGA
OG0013780	sp|Q9WVF7|DPOE1_MOUSE	tr|G5ANV9|G5ANV9_HETGA
OG0013781	sp|Q6PFX6|CAD24_MOUSE	tr|G5ASK2|G5ASK2_HETGA
OG0013782	sp|Q61595|KTN1_MOUSE	tr|G5ASM6|G5ASM6_HETGA
OG0013783	sp|Q8BHH9|T179A_MOUSE	tr|G5AWI3|G5AWI3_HETGA
OG0013784	sp|O35215|DOPD_MOUSE	tr|G5AWY5|G5AWY5_HETGA
OG0013785	sp|Q9DAQ4|CB081_MOUSE	tr|G5AXG0|G5AXG0_HETGA
OG0013786	tr|A0A087WSB9|A0A087WSB9_MOUSE	tr|G5AYD7|G5AYD7_HETGA
