Orthogroup	Mus_musculus	Saimiri_boliviensis_boliviensis
OG0011206	sp|O35417|PDYN_MOUSE	tr|A0A2K6U6A7|A0A2K6U6A7_SAIBB
OG0011207	sp|O70582|LX12B_MOUSE	tr|A0A2K6TGQ6|A0A2K6TGQ6_SAIBB
OG0011208	sp|P02525|CRBA1_MOUSE	tr|A0A2K6TKG4|A0A2K6TKG4_SAIBB
OG0011209	sp|P09535|IGF2_MOUSE	tr|A0A2K6T1V6|A0A2K6T1V6_SAIBB
OG0011210	sp|P0C872|JMJD7_MOUSE	tr|A0A2K6TTY3|A0A2K6TTY3_SAIBB
OG0011211	sp|P10711|TCEA1_MOUSE	tr|A0A2K6UQ40|A0A2K6UQ40_SAIBB
OG0011212	sp|P25801|RBTN2_MOUSE	tr|A0A2K6SE03|A0A2K6SE03_SAIBB
OG0011213	sp|P31041|CD28_MOUSE	tr|A0A2K6UK37|A0A2K6UK37_SAIBB
OG0011214	sp|P31786|ACBP_MOUSE	tr|A0A2K6UYZ2|A0A2K6UYZ2_SAIBB
OG0011215	sp|P70441|NHRF1_MOUSE	tr|A0A2K6TSD9|A0A2K6TSD9_SAIBB
OG0011216	sp|Q00286|PIT1_MOUSE	tr|A0A2K6TY96|A0A2K6TY96_SAIBB
OG0011217	sp|Q06890|CLUS_MOUSE	tr|A0A2K6U9E0|A0A2K6U9E0_SAIBB
OG0011218	sp|Q08189|TGM3_MOUSE	tr|A0A2K6SJI8|A0A2K6SJI8_SAIBB
OG0011219	sp|Q0PHV7|DACT3_MOUSE	tr|A0A2K6UT18|A0A2K6UT18_SAIBB
OG0011220	sp|Q0ZCJ7|MASTR_MOUSE	tr|A0A2K6TY30|A0A2K6TY30_SAIBB
OG0011221	sp|Q3KNK3|NB5R2_MOUSE	tr|A0A2K6SVG8|A0A2K6SVG8_SAIBB
OG0011222	sp|Q3TL26|TFB2M_MOUSE	tr|A0A2K6UUR4|A0A2K6UUR4_SAIBB
OG0011223	sp|Q3UPC7|K0825_MOUSE	tr|A0A2K6UIJ9|A0A2K6UIJ9_SAIBB
OG0011224	sp|Q3URJ8|NKAI3_MOUSE	tr|A0A2K6TS72|A0A2K6TS72_SAIBB
OG0011225	sp|Q4VBF2|R3HD4_MOUSE	tr|A0A2K6SCG2|A0A2K6SCG2_SAIBB
OG0011226	sp|Q569E7|ZN697_MOUSE	tr|A0A2K6SHP4|A0A2K6SHP4_SAIBB
OG0011227	sp|Q5H8A1|NMS_MOUSE	tr|A0A2K6TXV9|A0A2K6TXV9_SAIBB
OG0011228	sp|Q60953|PML_MOUSE	tr|A0A2K6S7P8|A0A2K6S7P8_SAIBB
OG0011229	sp|Q61790|LAG3_MOUSE	tr|A0A2K6UV34|A0A2K6UV34_SAIBB
OG0011230	sp|Q62283|TSN7_MOUSE	tr|A0A2K6SG01|A0A2K6SG01_SAIBB
OG0011231	sp|Q6IR34|GPSM1_MOUSE	tr|A0A2K6US21|A0A2K6US21_SAIBB
OG0011232	sp|Q80YD3|F205C_MOUSE	tr|A0A2K6S1B3|A0A2K6S1B3_SAIBB
OG0011233	sp|Q80YR2|FHI2B_MOUSE	tr|A0A2K6TC17|A0A2K6TC17_SAIBB
OG0011234	sp|Q8BGP5|TM127_MOUSE	tr|A0A2K6SW24|A0A2K6SW24_SAIBB
OG0011235	sp|Q8C1Q4|METRN_MOUSE	tr|A0A2K6SQ17|A0A2K6SQ17_SAIBB
OG0011236	sp|Q8CAL5|GPC5_MOUSE	tr|A0A2K6TNM1|A0A2K6TNM1_SAIBB
OG0011237	sp|Q8CC27|CACB2_MOUSE	tr|A0A2K6SNR8|A0A2K6SNR8_SAIBB
OG0011238	sp|Q8CIE6|COPA_MOUSE	tr|A0A2K6UVB4|A0A2K6UVB4_SAIBB
OG0011239	sp|Q8K2V6|IPO11_MOUSE	tr|A0A2K6SFE3|A0A2K6SFE3_SAIBB
OG0011240	sp|Q8QZW3|F151A_MOUSE	tr|A0A2K6TD13|A0A2K6TD13_SAIBB
OG0011241	sp|Q8R0V5|I23O2_MOUSE	tr|A0A2K6SNV7|A0A2K6SNV7_SAIBB
OG0011242	sp|Q8R2R1|POMT1_MOUSE	tr|A0A2K6U8A8|A0A2K6U8A8_SAIBB
OG0011243	sp|Q8VDI9|ALG9_MOUSE	tr|A0A2K6T5P1|A0A2K6T5P1_SAIBB
OG0011244	sp|Q8VIM4|BSND_MOUSE	tr|A0A2K6V5A9|A0A2K6V5A9_SAIBB
OG0011245	sp|Q923X1|AGRL4_MOUSE	tr|A0A2K6T2A8|A0A2K6T2A8_SAIBB
OG0011246	sp|Q9CQV1|TIM16_MOUSE	tr|A0A2K6UDN0|A0A2K6UDN0_SAIBB
OG0011247	sp|Q9CS00|CATIN_MOUSE	tr|A0A2K6UVB8|A0A2K6UVB8_SAIBB
OG0011248	sp|Q9CXE7|TMED5_MOUSE	tr|A0A2K6UVW4|A0A2K6UVW4_SAIBB
OG0011249	sp|Q9D2I5|ARMC9_MOUSE	tr|A0A2K6RZU6|A0A2K6RZU6_SAIBB
OG0011250	sp|Q9D7M8|RPB4_MOUSE	tr|A0A2K6SBP1|A0A2K6SBP1_SAIBB
OG0011251	sp|Q9JJX6|P2RX4_MOUSE	tr|A0A2K6TUG7|A0A2K6TUG7_SAIBB
OG0011252	sp|Q9JM62|REEP6_MOUSE	tr|A0A2K6SHS2|A0A2K6SHS2_SAIBB
OG0011253	sp|Q9WTW3|KCNE4_MOUSE	tr|A0A2K6THR4|A0A2K6THR4_SAIBB
OG0011254	sp|Q9Z0H0|CDC7_MOUSE	tr|A0A2K6TL77|A0A2K6TL77_SAIBB
OG0011255	sp|A2AGA4|RHBL2_MOUSE	tr|A0A2K6TIE9|A0A2K6TIE9_SAIBB
OG0011256	sp|B2RQE8|RHG42_MOUSE	tr|A0A2K6V636|A0A2K6V636_SAIBB
OG0011257	tr|B2RXC2|B2RXC2_MOUSE	tr|A0A2K6U1D9|A0A2K6U1D9_SAIBB
OG0011258	sp|E9Q5G3|KIF23_MOUSE	tr|A0A2K6SHM0|A0A2K6SHM0_SAIBB
OG0011259	sp|O08997|ATOX1_MOUSE	tr|A0A2K6S8Q9|A0A2K6S8Q9_SAIBB
OG0011260	sp|O35604|NPC1_MOUSE	tr|A0A2K6UKX3|A0A2K6UKX3_SAIBB
OG0011261	sp|O35914|BNC1_MOUSE	tr|A0A2K6SQQ9|A0A2K6SQQ9_SAIBB
OG0011262	sp|O88898|P63_MOUSE	tr|A0A2K6UR80|A0A2K6UR80_SAIBB
OG0011263	sp|O88962|CP8B1_MOUSE	tr|A0A2K6T6E5|A0A2K6T6E5_SAIBB
OG0011264	sp|P00397|COX1_MOUSE	tr|F6KW08|F6KW08_SAIBB
OG0011265	sp|P03888|NU1M_MOUSE	tr|F6KW06|F6KW06_SAIBB
OG0011266	sp|P0C8B4|GON7_MOUSE	tr|A0A2K6U1K4|A0A2K6U1K4_SAIBB
OG0011267	sp|P37172|ACVR1_MOUSE	tr|A0A2K6TC13|A0A2K6TC13_SAIBB
OG0011268	sp|P56567|CYTA_MOUSE	tr|A0A2K6UJR0|A0A2K6UJR0_SAIBB
OG0011269	sp|P59759|MRTFB_MOUSE	tr|A0A2K6UTR0|A0A2K6UTR0_SAIBB
OG0011270	sp|P60853|LZTS1_MOUSE	tr|A0A2K6SLC0|A0A2K6SLC0_SAIBB
OG0011271	sp|P61226|RAP2B_MOUSE	tr|A0A2K6S3Y5|A0A2K6S3Y5_SAIBB
OG0011272	sp|P83741|WNK1_MOUSE	tr|A0A2K6TW34|A0A2K6TW34_SAIBB
OG0011273	sp|P97306|STAC_MOUSE	tr|A0A2K6TMC2|A0A2K6TMC2_SAIBB
OG0011274	sp|P97412|LYST_MOUSE	tr|A0A2K6V902|A0A2K6V902_SAIBB
OG0011275	sp|Q059U7|INTU_MOUSE	tr|A0A2K6SA73|A0A2K6SA73_SAIBB
OG0011276	sp|Q07832|PLK1_MOUSE	tr|A0A2K6SMW1|A0A2K6SMW1_SAIBB
OG0011277	sp|Q3TXU5|DHYS_MOUSE	tr|A0A2K6UPS0|A0A2K6UPS0_SAIBB
OG0011278	sp|Q3U1D9|CD047_MOUSE	tr|A0A2K6T1Y1|A0A2K6T1Y1_SAIBB
OG0011279	sp|Q3U2A8|SYVM_MOUSE	tr|A0A2K6UQJ1|A0A2K6UQJ1_SAIBB
OG0011280	sp|Q3UJB9|EDC4_MOUSE	tr|A0A2K6TAK6|A0A2K6TAK6_SAIBB
OG0011281	sp|Q3UZ57|AXDN1_MOUSE	tr|A0A2K6SD72|A0A2K6SD72_SAIBB
OG0011282	sp|Q5DU31|ICEF1_MOUSE	tr|A0A2K6V1F3|A0A2K6V1F3_SAIBB
OG0011283	tr|Q6PHP6|Q6PHP6_MOUSE	tr|A0A2K6SAL0|A0A2K6SAL0_SAIBB
OG0011284	sp|Q78XR0|TPC6A_MOUSE	tr|A0A2K6U4X0|A0A2K6U4X0_SAIBB
OG0011285	sp|Q80TL4|PHF24_MOUSE	tr|A0A2K6UU67|A0A2K6UU67_SAIBB
OG0011286	sp|Q80YD6|SRGEF_MOUSE	tr|A0A2K6SQ64|A0A2K6SQ64_SAIBB
OG0011287	sp|Q80ZQ3|CH074_MOUSE	tr|A0A2K6TH37|A0A2K6TH37_SAIBB
OG0011288	sp|Q811S7|UBIP1_MOUSE	tr|A0A2K6S377|A0A2K6S377_SAIBB
OG0011289	sp|Q8BJ52|PLPR5_MOUSE	tr|A0A2K6TKT9|A0A2K6TKT9_SAIBB
OG0011290	sp|Q8BLM0|KLF8_MOUSE	tr|A0A2K6SVF0|A0A2K6SVF0_SAIBB
OG0011291	sp|Q8BR07|BICD1_MOUSE	tr|A0A2K6TNG1|A0A2K6TNG1_SAIBB
OG0011292	sp|Q8BUK6|HOOK3_MOUSE	tr|A0A2K6T1I9|A0A2K6T1I9_SAIBB
OG0011293	sp|Q8C9A2|ENDOV_MOUSE	tr|A0A2K6SKG9|A0A2K6SKG9_SAIBB
OG0011294	sp|Q8CB67|LRP11_MOUSE	tr|A0A2K6STM5|A0A2K6STM5_SAIBB
OG0011295	sp|Q8QZT1|THIL_MOUSE	tr|A0A2K6U2S3|A0A2K6U2S3_SAIBB
OG0011296	sp|Q8R2Y0|ABHD6_MOUSE	tr|A0A2K6S2T7|A0A2K6S2T7_SAIBB
OG0011297	sp|Q91V81|RBM42_MOUSE	tr|A0A2K6U9M8|A0A2K6U9M8_SAIBB
OG0011298	sp|Q923P0|COKA1_MOUSE	tr|A0A2K6TUA7|A0A2K6TUA7_SAIBB
OG0011299	sp|Q99J31|OPHN1_MOUSE	tr|A0A2K6T4L2|A0A2K6T4L2_SAIBB
OG0011300	sp|Q9CQT7|DESI1_MOUSE	tr|A0A2K6T424|A0A2K6T424_SAIBB
OG0011301	sp|Q9D6X5|S52A3_MOUSE	tr|A0A2K6T5F5|A0A2K6T5F5_SAIBB
OG0011302	sp|Q9D6Y1|CCDC3_MOUSE	tr|A0A2K6RZ27|A0A2K6RZ27_SAIBB
OG0011303	sp|Q9DAE7|CK097_MOUSE	tr|A0A2K6S8K4|A0A2K6S8K4_SAIBB
OG0011304	sp|Q9ESK9|RBCC1_MOUSE	tr|A0A2K6T4Z5|A0A2K6T4Z5_SAIBB
OG0011305	sp|Q9ESP5|FEZF2_MOUSE	tr|A0A2K6SP60|A0A2K6SP60_SAIBB
OG0011306	sp|Q9JHK4|PGTA_MOUSE	tr|A0A2K6TA68|A0A2K6TA68_SAIBB
OG0011307	sp|Q9JIS3|SMCO4_MOUSE	tr|A0A2K6S4F1|A0A2K6S4F1_SAIBB
OG0011308	sp|Q9JJ48|ZC3H8_MOUSE	tr|A0A2K6TUI6|A0A2K6TUI6_SAIBB
OG0011309	sp|Q9JK81|MYG1_MOUSE	tr|A0A2K6S4E0|A0A2K6S4E0_SAIBB
OG0011310	sp|Q9JLM4|ZMYM3_MOUSE	tr|A0A2K6TRI3|A0A2K6TRI3_SAIBB
OG0011311	sp|Q9JMA9|S6A14_MOUSE	tr|A0A2K6TG07|A0A2K6TG07_SAIBB
OG0011312	sp|Q9QXL8|NDK7_MOUSE	tr|A0A2K6UUV2|A0A2K6UUV2_SAIBB
OG0011313	sp|Q9R045|ANGL2_MOUSE	tr|A0A2K6V7P9|A0A2K6V7P9_SAIBB
OG0011314	sp|Q9WU63|HEBP2_MOUSE	tr|A0A2K6UEH5|A0A2K6UEH5_SAIBB
OG0011315	tr|A0A2I3BPW5|A0A2I3BPW5_MOUSE	tr|A0A2K6UXK1|A0A2K6UXK1_SAIBB
OG0011316	tr|A2AMD2|A2AMD2_MOUSE	tr|A0A2K6TJ99|A0A2K6TJ99_SAIBB
OG0011317	sp|B0QZF7|PRCA1_MOUSE	tr|A0A2K6V6Y2|A0A2K6V6Y2_SAIBB
OG0011318	sp|O35988|SDC4_MOUSE	tr|A0A2K6SVW7|A0A2K6SVW7_SAIBB
OG0011319	sp|O89104|SYPL2_MOUSE	tr|A0A2K6SNY1|A0A2K6SNY1_SAIBB
OG0011320	sp|P0C192|LRC4B_MOUSE	tr|A0A2K6T0W4|A0A2K6T0W4_SAIBB
OG0011321	sp|P0C6A2|MAMD1_MOUSE	tr|A0A2K6TVI2|A0A2K6TVI2_SAIBB
OG0011322	sp|P28334|5HT1B_MOUSE	tr|A0A2K6S0X3|A0A2K6S0X3_SAIBB
OG0011323	sp|P32211|ACM4_MOUSE	tr|A0A2K6S6M7|A0A2K6S6M7_SAIBB
OG0011324	sp|P35295|RAB20_MOUSE	tr|A0A2K6TGR1|A0A2K6TGR1_SAIBB
OG0011325	sp|P50431|GLYC_MOUSE	tr|A0A2K6UX31|A0A2K6UX31_SAIBB
OG0011326	sp|P51865|TDGF1_MOUSE	tr|A0A2K6T5T1|A0A2K6T5T1_SAIBB
OG0011327	sp|P51910|APOD_MOUSE	tr|A0A2K6TAS6|A0A2K6TAS6_SAIBB
OG0011328	sp|Q08ED0|B2L15_MOUSE	tr|A0A2K6V3A8|A0A2K6V3A8_SAIBB
OG0011329	sp|Q3TPJ7|MIDN_MOUSE	tr|A0A2K6U214|A0A2K6U214_SAIBB
OG0011330	sp|Q3UN58|FAP20_MOUSE	tr|A0A2K6T0E4|A0A2K6T0E4_SAIBB
OG0011331	sp|Q3V038|TTC9A_MOUSE	tr|A0A2K6V1T8|A0A2K6V1T8_SAIBB
OG0011332	sp|Q69ZH9|RHG23_MOUSE	tr|A0A2K6S8G3|A0A2K6S8G3_SAIBB
OG0011333	sp|Q69ZK5|KLH14_MOUSE	tr|A0A2K6SQH1|A0A2K6SQH1_SAIBB
OG0011334	sp|Q6GQX6|ANKS6_MOUSE	tr|A0A2K6UL78|A0A2K6UL78_SAIBB
OG0011335	sp|Q6RI63|F120B_MOUSE	tr|A0A2K6T384|A0A2K6T384_SAIBB
OG0011336	sp|Q8BFS6|CPPED_MOUSE	tr|A0A2K6RYQ8|A0A2K6RYQ8_SAIBB
OG0011337	sp|Q8BGS3|ZKSC1_MOUSE	tr|A0A2K6SSG3|A0A2K6SSG3_SAIBB
OG0011338	sp|Q8BRH3|RHG19_MOUSE	tr|A0A2K6SIX5|A0A2K6SIX5_SAIBB
OG0011339	sp|Q8BSI6|R3HC1_MOUSE	tr|A0A2K6SVY4|A0A2K6SVY4_SAIBB
OG0011340	sp|Q8C7X2|EMC1_MOUSE	tr|A0A2K6T1T4|A0A2K6T1T4_SAIBB
OG0011341	sp|Q8CHQ0|FBX4_MOUSE	tr|A0A2K6UCB3|A0A2K6UCB3_SAIBB
OG0011342	sp|Q8K5B8|HXC12_MOUSE	tr|A0A2K6TYH9|A0A2K6TYH9_SAIBB
OG0011343	sp|Q8R151|ZNFX1_MOUSE	tr|A0A2K6T8H2|A0A2K6T8H2_SAIBB
OG0011344	sp|Q8R314|S35F5_MOUSE	tr|A0A2K6V102|A0A2K6V102_SAIBB
OG0011345	sp|Q8VC34|RPAP2_MOUSE	tr|A0A2K6TYI0|A0A2K6TYI0_SAIBB
OG0011346	sp|Q8VC66|ADIP_MOUSE	tr|A0A2K6U6M6|A0A2K6U6M6_SAIBB
OG0011347	sp|Q8VCD3|LMA1L_MOUSE	tr|A0A2K6SN68|A0A2K6SN68_SAIBB
OG0011348	sp|Q91V64|ISOC1_MOUSE	tr|A0A2K6S4S4|A0A2K6S4S4_SAIBB
OG0011349	sp|Q921L7|HEMK1_MOUSE	tr|A0A2K6U4D3|A0A2K6U4D3_SAIBB
OG0011350	sp|Q922R1|PHAF1_MOUSE	tr|A0A2K6U0S0|A0A2K6U0S0_SAIBB
OG0011351	sp|Q99JB0|KLF7_MOUSE	tr|A0A2K6TR89|A0A2K6TR89_SAIBB
OG0011352	sp|Q99K95|RTF2_MOUSE	tr|A0A2K6UL45|A0A2K6UL45_SAIBB
OG0011353	sp|Q99LF4|RTCB_MOUSE	tr|A0A2K6SFY9|A0A2K6SFY9_SAIBB
OG0011354	sp|Q9CQ84|UBL4B_MOUSE	tr|A0A2K6SD25|A0A2K6SD25_SAIBB
OG0011355	sp|Q9CQ85|TIM22_MOUSE	tr|A0A2K6SJ13|A0A2K6SJ13_SAIBB
OG0011356	sp|Q9CQI3|GMFB_MOUSE	tr|A0A2K6V3Y5|A0A2K6V3Y5_SAIBB
OG0011357	sp|Q9CR46|SKA2_MOUSE	tr|A0A2K6U732|A0A2K6U732_SAIBB
OG0011358	sp|Q9D1G2|PMVK_MOUSE	tr|A0A2K6U0P5|A0A2K6U0P5_SAIBB
OG0011359	sp|Q9D3N8|GRTP1_MOUSE	tr|A0A2K6V4T6|A0A2K6V4T6_SAIBB
OG0011360	sp|Q9D650|LRAT1_MOUSE	tr|A0A2K6S6S0|A0A2K6S6S0_SAIBB
OG0011361	sp|Q9D7I0|SHSA5_MOUSE	tr|A0A2K6SU11|A0A2K6SU11_SAIBB
OG0011362	sp|Q9DAK9|PHP14_MOUSE	tr|A0A2K6U5D5|A0A2K6U5D5_SAIBB
OG0011363	sp|Q9ER88|RT29_MOUSE	tr|A0A2K6UUM7|A0A2K6UUM7_SAIBB
OG0011364	sp|Q9JHG6|RCAN1_MOUSE	tr|A0A2K6SCC1|A0A2K6SCC1_SAIBB
OG0011365	sp|Q9JK48|SHLB1_MOUSE	tr|A0A2K6UB57|A0A2K6UB57_SAIBB
OG0011366	sp|Q9JKP7|DPOE3_MOUSE	tr|A0A2K6UY67|A0A2K6UY67_SAIBB
OG0011367	sp|Q9JKV5|SCAM4_MOUSE	tr|A0A2K6UCG1|A0A2K6UCG1_SAIBB
OG0011368	sp|Q9QZE7|TSNAX_MOUSE	tr|A0A2K6T946|A0A2K6T946_SAIBB
OG0011369	sp|Q9WUN2|TBK1_MOUSE	tr|A0A2K6U0D9|A0A2K6U0D9_SAIBB
OG0011370	sp|Q9WVH9|FBLN5_MOUSE	tr|A0A2K6SDW1|A0A2K6SDW1_SAIBB
OG0011371	tr|A0A571BF63|A0A571BF63_MOUSE	tr|A0A2K6TYJ4|A0A2K6TYJ4_SAIBB
OG0011372	tr|A1E5L0|A1E5L0_MOUSE	tr|A0A2K6SSC4|A0A2K6SSC4_SAIBB
OG0011373	tr|A2AG10|A2AG10_MOUSE	tr|A0A2K6TK01|A0A2K6TK01_SAIBB
OG0011374	sp|B1AVZ0|UPP_MOUSE	tr|A0A2K6T355|A0A2K6T355_SAIBB
OG0011375	tr|E9PV26|E9PV26_MOUSE	tr|A0A2K6TC76|A0A2K6TC76_SAIBB
OG0011376	sp|E9Q2M9|WDFY4_MOUSE	tr|A0A2K6T3R4|A0A2K6T3R4_SAIBB
OG0011377	tr|E9Q7L6|E9Q7L6_MOUSE	tr|A0A2K6TBI7|A0A2K6TBI7_SAIBB
OG0011378	sp|O08584|KLF6_MOUSE	tr|A0A2K6SWD7|A0A2K6SWD7_SAIBB
OG0011379	sp|O35423|AGT1_MOUSE	tr|A0A2K6V798|A0A2K6V798_SAIBB
OG0011380	sp|O55106|STRN_MOUSE	tr|A0A2K6UA83|A0A2K6UA83_SAIBB
OG0011381	sp|P18337|LYAM1_MOUSE	tr|A0A2K6SX87|A0A2K6SX87_SAIBB
OG0011382	sp|P41164|ETV1_MOUSE	tr|A0A2K6TBL6|A0A2K6TBL6_SAIBB
OG0011383	sp|P58659|EVA1C_MOUSE	tr|A0A2K6TXD3|A0A2K6TXD3_SAIBB
OG0011384	sp|P61219|RPAB2_MOUSE	tr|A0A2K6T0E3|A0A2K6T0E3_SAIBB
OG0011385	sp|P61249|CNCG_MOUSE	tr|A0A2K6SV03|A0A2K6SV03_SAIBB
OG0011386	sp|P80315|TCPD_MOUSE	tr|A0A2K6THW3|A0A2K6THW3_SAIBB
OG0011387	sp|P97858|S35B1_MOUSE	tr|A0A2K6UK58|A0A2K6UK58_SAIBB
OG0011388	sp|Q08652|RET2_MOUSE	tr|A0A2K6TK26|A0A2K6TK26_SAIBB
OG0011389	sp|Q08943|SSRP1_MOUSE	tr|A0A2K6UQ14|A0A2K6UQ14_SAIBB
OG0011390	tr|Q3TFZ4|Q3TFZ4_MOUSE	tr|A0A2K6SIV5|A0A2K6SIV5_SAIBB
OG0011391	sp|Q3URK1|CC190_MOUSE	tr|A0A2K6S030|A0A2K6S030_SAIBB
OG0011392	sp|Q3UV70|PDP1_MOUSE	tr|A0A2K6U885|A0A2K6U885_SAIBB
OG0011393	sp|Q3UW68|CAN13_MOUSE	tr|A0A2K6U2B8|A0A2K6U2B8_SAIBB
OG0011394	sp|Q497H0|ZFAN3_MOUSE	tr|A0A2K6UE77|A0A2K6UE77_SAIBB
OG0011395	sp|Q499X9|SYMM_MOUSE	tr|A0A2K6S7C7|A0A2K6S7C7_SAIBB
OG0011396	sp|Q5SF07|IF2B2_MOUSE	tr|A0A2K6SPW5|A0A2K6SPW5_SAIBB
OG0011397	sp|Q5Y5T1|ZDH20_MOUSE	tr|A0A2K6TLB4|A0A2K6TLB4_SAIBB
OG0011398	sp|Q61337|BAD_MOUSE	tr|A0A2K6TG62|A0A2K6TG62_SAIBB
OG0011399	sp|Q64028|PHC1_MOUSE	tr|A0A2K6SP08|A0A2K6SP08_SAIBB
OG0011400	sp|Q6P5E6|GGA2_MOUSE	tr|A0A2K6TAZ4|A0A2K6TAZ4_SAIBB
OG0011401	sp|Q761V0|SC6A5_MOUSE	tr|A0A2K6S3E1|A0A2K6S3E1_SAIBB
OG0011402	sp|Q80T69|RSBN1_MOUSE	tr|A0A2K6TMF0|A0A2K6TMF0_SAIBB
OG0011403	sp|Q80VD1|FA98B_MOUSE	tr|A0A2K6S421|A0A2K6S421_SAIBB
OG0011404	sp|Q80WQ8|M18BP_MOUSE	tr|A0A2K6TBG5|A0A2K6TBG5_SAIBB
OG0011405	sp|Q8BMP4|GPER1_MOUSE	tr|A0A2K6S4T9|A0A2K6S4T9_SAIBB
OG0011406	sp|Q8BQX5|TMCO6_MOUSE	tr|A0A2K6U2B0|A0A2K6U2B0_SAIBB
OG0011407	sp|Q8BYH3|TRM13_MOUSE	tr|A0A2K6TJP8|A0A2K6TJP8_SAIBB
OG0011408	sp|Q8BYK5|PHAR3_MOUSE	tr|A0A2K6TSC2|A0A2K6TSC2_SAIBB
OG0011409	sp|Q8C1Q6|SMIM4_MOUSE	tr|A0A2K6T2R9|A0A2K6T2R9_SAIBB
OG0011410	sp|Q8C2P3|DUS1L_MOUSE	tr|A0A2K6SQ83|A0A2K6SQ83_SAIBB
OG0011411	sp|Q8CB96|RASF4_MOUSE	tr|A0A2K6S9E6|A0A2K6S9E6_SAIBB
OG0011412	tr|Q8CBC7|Q8CBC7_MOUSE	tr|A0A2K6TUI4|A0A2K6TUI4_SAIBB
OG0011413	sp|Q8K274|KT3K_MOUSE	tr|A0A2K6T8V4|A0A2K6T8V4_SAIBB
OG0011414	sp|Q8VCC6|CCM2L_MOUSE	tr|A0A2K6UW50|A0A2K6UW50_SAIBB
OG0011415	sp|Q8VCI5|PEX19_MOUSE	tr|A0A2K6T7S4|A0A2K6T7S4_SAIBB
OG0011416	sp|Q8VDQ8|SIR2_MOUSE	tr|A0A2K6SC13|A0A2K6SC13_SAIBB
OG0011417	sp|Q922M3|BACD3_MOUSE	tr|A0A2K6V7M4|A0A2K6V7M4_SAIBB
OG0011418	sp|Q923X4|GLRX2_MOUSE	tr|A0A2K6THQ4|A0A2K6THQ4_SAIBB
OG0011419	sp|Q925I4|TS1R2_MOUSE	tr|A0A2K6V4A0|A0A2K6V4A0_SAIBB
OG0011420	sp|Q99JY8|PLPP3_MOUSE	tr|A0A2K6SMS4|A0A2K6SMS4_SAIBB
OG0011421	sp|Q9CQU5|ZWINT_MOUSE	tr|A0A2K6SYH5|A0A2K6SYH5_SAIBB
OG0011422	sp|Q9D1K2|VATF_MOUSE	tr|A0A2K6U3H4|A0A2K6U3H4_SAIBB
OG0011423	sp|Q9D4Q1|RIBC2_MOUSE	tr|A0A2K6UUJ0|A0A2K6UUJ0_SAIBB
OG0011424	sp|Q9D7L8|TMIG1_MOUSE	tr|A0A2K6SJ68|A0A2K6SJ68_SAIBB
OG0011425	sp|Q9D880|TIM50_MOUSE	tr|A0A2K6T352|A0A2K6T352_SAIBB
OG0011426	sp|Q9DBL7|COASY_MOUSE	tr|A0A2K6UUF7|A0A2K6UUF7_SAIBB
OG0011427	sp|Q9ESK3|CAN10_MOUSE	tr|A0A2K6TSW2|A0A2K6TSW2_SAIBB
OG0011428	sp|Q9JKA5|GPA33_MOUSE	tr|A0A2K6SB70|A0A2K6SB70_SAIBB
OG0011429	sp|Q9QZV9|NXT1_MOUSE	tr|A0A2K6V948|A0A2K6V948_SAIBB
OG0011430	sp|Q9WTS2|FUT8_MOUSE	tr|A0A2K6TSI1|A0A2K6TSI1_SAIBB
OG0011431	sp|Q9Z2F6|BCL3_MOUSE	tr|A0A2K6UAX4|A0A2K6UAX4_SAIBB
OG0011432	sp|A2A8T7|TEX38_MOUSE	tr|A0A2K6T655|A0A2K6T655_SAIBB
OG0011433	sp|D3YYM4|WDR72_MOUSE	tr|A0A2K6SG65|A0A2K6SG65_SAIBB
OG0011435	tr|E9Q8M1|E9Q8M1_MOUSE	tr|A0A2K6S4F5|A0A2K6S4F5_SAIBB
OG0011436	tr|E9Q9D8|E9Q9D8_MOUSE	tr|A0A2K6U8D8|A0A2K6U8D8_SAIBB
OG0011437	tr|E9QAE1|E9QAE1_MOUSE	tr|A0A2K6UI63|A0A2K6UI63_SAIBB
OG0011438	sp|O08608|OAZ2_MOUSE	tr|A0A2K6STT7|A0A2K6STT7_SAIBB
OG0011439	sp|O08672|KIFC2_MOUSE	tr|A0A2K6UQY9|A0A2K6UQY9_SAIBB
OG0011440	sp|O08749|DLDH_MOUSE	tr|A0A2K6TNN7|A0A2K6TNN7_SAIBB
OG0011441	sp|O08999|LTBP2_MOUSE	tr|A0A2K6TFW1|A0A2K6TFW1_SAIBB
OG0011443	sp|P04401|IL5_MOUSE	tr|A0A2K6TJ20|A0A2K6TJ20_SAIBB
OG0011444	sp|P04760|ACHG_MOUSE	tr|A0A2K6UDY7|A0A2K6UDY7_SAIBB
OG0011445	sp|P0C7T6|ATX1L_MOUSE	tr|A0A2K6SB40|A0A2K6SB40_SAIBB
OG0011446	sp|P12672|RAPSN_MOUSE	tr|A0A2K6SU20|A0A2K6SU20_SAIBB
OG0011447	sp|P24604|TEC_MOUSE	tr|A0A2K6SMN5|A0A2K6SMN5_SAIBB
OG0011448	sp|P81068|IRX1_MOUSE	tr|A0A2K6UGW5|A0A2K6UGW5_SAIBB
OG0011449	sp|P97384|ANX11_MOUSE	tr|A0A2K6TMV4|A0A2K6TMV4_SAIBB
OG0011450	sp|P97765|WBP2_MOUSE	tr|A0A2K6ULU5|A0A2K6ULU5_SAIBB
