Orthogroup	Mus_musculus	Propithecus_coquereli
OG0012275	sp|Q9ESD1|PRSS8_MOUSE	tr|A0A2K6GG58|A0A2K6GG58_PROCO
OG0012276	sp|Q9QXA7|TRI44_MOUSE	tr|A0A2K6FBV5|A0A2K6FBV5_PROCO
OG0012277	sp|Q9WTJ4|FIZ1_MOUSE	tr|A0A2K6F6G5|A0A2K6F6G5_PROCO
OG0012278	sp|Q9WUZ9|ENTP5_MOUSE	tr|A0A2K6FM61|A0A2K6FM61_PROCO
OG0012279	sp|Q9WVT6|CAH14_MOUSE	tr|A0A2K6GKK6|A0A2K6GKK6_PROCO
OG0012280	sp|Q9Z1S0|BUB1B_MOUSE	tr|A0A2K6G3I5|A0A2K6G3I5_PROCO
OG0012281	sp|Q9Z2E3|ERN2_MOUSE	tr|A0A2K6FDU4|A0A2K6FDU4_PROCO
OG0012282	tr|A0A0A6YWI4|A0A0A6YWI4_MOUSE	tr|A0A2K6FX69|A0A2K6FX69_PROCO
OG0012283	tr|A2AJB9|A2AJB9_MOUSE	tr|A0A2K6GP11|A0A2K6GP11_PROCO
OG0012284	sp|B1AXV0|FRS1L_MOUSE	tr|A0A2K6GAQ5|A0A2K6GAQ5_PROCO
OG0012285	sp|B2RUR4|KPRP_MOUSE	tr|A0A2K6G186|A0A2K6G186_PROCO
OG0012286	sp|B5KM66|SYCE3_MOUSE	tr|A0A2K6FMZ3|A0A2K6FMZ3_PROCO
OG0012287	sp|E9Q6J5|BD1L1_MOUSE	tr|A0A2K6GY31|A0A2K6GY31_PROCO
OG0012288	sp|P10085|MYOD1_MOUSE	tr|A0A2K6GX55|A0A2K6GX55_PROCO
OG0012289	sp|P27870|VAV_MOUSE	tr|A0A2K6FKX8|A0A2K6FKX8_PROCO
OG0012290	sp|P50544|ACADV_MOUSE	tr|A0A2K6FV09|A0A2K6FV09_PROCO
OG0012291	sp|P61759|PFD3_MOUSE	tr|A0A2K6FMF9|A0A2K6FMF9_PROCO
OG0012292	sp|P70124|SPB5_MOUSE	tr|A0A2K6EXI0|A0A2K6EXI0_PROCO
OG0012293	sp|P97302|BACH1_MOUSE	tr|A0A2K6G649|A0A2K6G649_PROCO
OG0012294	sp|P97926|OXYR_MOUSE	tr|A0A2K6GYH4|A0A2K6GYH4_PROCO
OG0012295	sp|Q03358|MSX2_MOUSE	tr|A0A2K6EMZ9|A0A2K6EMZ9_PROCO
OG0012296	sp|Q08509|EPS8_MOUSE	tr|A0A2K6G078|A0A2K6G078_PROCO
OG0012297	sp|Q14BA6|MEDAG_MOUSE	tr|A0A2K6FT06|A0A2K6FT06_PROCO
OG0012298	sp|Q2VPA6|HELQ_MOUSE	tr|A0A2K6EFD3|A0A2K6EFD3_PROCO
OG0012299	sp|Q3UY23|FDXA1_MOUSE	tr|A0A2K6GTB5|A0A2K6GTB5_PROCO
OG0012300	sp|Q61672|S29A2_MOUSE	tr|A0A2K6F409|A0A2K6F409_PROCO
OG0012301	sp|Q61686|CBX5_MOUSE	tr|A0A2K6G9A8|A0A2K6G9A8_PROCO
OG0012302	sp|Q64253|LY6E_MOUSE	tr|A0A2K6FEN3|A0A2K6FEN3_PROCO
OG0012303	sp|Q6PGH1|BUD31_MOUSE	tr|A0A2K6FA87|A0A2K6FA87_PROCO
OG0012304	sp|Q7TNU7|LETM2_MOUSE	tr|A0A2K6FW05|A0A2K6FW05_PROCO
OG0012305	sp|Q7TQH0|ATX2L_MOUSE	tr|A0A2K6GFZ5|A0A2K6GFZ5_PROCO
OG0012306	sp|Q80YE4|LMTK1_MOUSE	tr|A0A2K6G7T3|A0A2K6G7T3_PROCO
OG0012307	sp|Q8BHL8|PSMF1_MOUSE	tr|A0A2K6FNG0|A0A2K6FNG0_PROCO
OG0012308	sp|Q8BHR8|CSTP1_MOUSE	tr|A0A2K6EV84|A0A2K6EV84_PROCO
OG0012309	sp|Q8BLR5|PSD4_MOUSE	tr|A0A2K6GGJ9|A0A2K6GGJ9_PROCO
OG0012310	sp|Q8C3I8|HGH1_MOUSE	tr|A0A2K6F1F9|A0A2K6F1F9_PROCO
OG0012311	sp|Q8K3G9|DP13B_MOUSE	tr|A0A2K6F8L6|A0A2K6F8L6_PROCO
OG0012312	sp|Q8R0S2|IQEC1_MOUSE	tr|A0A2K6G5L4|A0A2K6G5L4_PROCO
OG0012313	sp|Q8R1S4|MTSS1_MOUSE	tr|A0A2K6GZ85|A0A2K6GZ85_PROCO
OG0012314	sp|Q8R3F9|STPAP_MOUSE	tr|A0A2K6FCZ6|A0A2K6FCZ6_PROCO
OG0012315	sp|Q8VCR8|MYLK2_MOUSE	tr|A0A2K6EXJ6|A0A2K6EXJ6_PROCO
OG0012316	sp|Q91V16|ETFR1_MOUSE	tr|A0A2K6EZ13|A0A2K6EZ13_PROCO
OG0012317	sp|Q91WU5|AS3MT_MOUSE	tr|A0A2K6FQM2|A0A2K6FQM2_PROCO
OG0012318	sp|Q922X9|ANM7_MOUSE	tr|A0A2K6G004|A0A2K6G004_PROCO
OG0012319	sp|Q99N85|RT18A_MOUSE	tr|A0A2K6F019|A0A2K6F019_PROCO
OG0012320	sp|Q9CQP8|CTSRZ_MOUSE	tr|A0A2K6GYK7|A0A2K6GYK7_PROCO
OG0012321	sp|Q9CXL3|CG050_MOUSE	tr|A0A2K6F656|A0A2K6F656_PROCO
OG0012322	sp|Q9D030|TWST2_MOUSE	tr|A0A2K6EHD6|A0A2K6EHD6_PROCO
OG0012323	sp|Q9D2U5|LSMD1_MOUSE	tr|A0A2K6FVK0|A0A2K6FVK0_PROCO
OG0012324	sp|Q9JI39|ABCBA_MOUSE	tr|A0A2K6FXX1|A0A2K6FXX1_PROCO
OG0012325	sp|Q9JMF3|GBG13_MOUSE	tr|A0A2K6GBP8|A0A2K6GBP8_PROCO
OG0012326	sp|Q9QXE0|HACL1_MOUSE	tr|A0A2K6FN02|A0A2K6FN02_PROCO
OG0012327	sp|Q9QYM8|CENPH_MOUSE	tr|A0A2K6FHI6|A0A2K6FHI6_PROCO
OG0012328	tr|A0A1B0GS01|A0A1B0GS01_MOUSE	tr|A0A2K6GXN9|A0A2K6GXN9_PROCO
OG0012329	tr|A0A1B0GS61|A0A1B0GS61_MOUSE	tr|A0A2K6FTJ7|A0A2K6FTJ7_PROCO
OG0012330	tr|A0A3Q4EGK1|A0A3Q4EGK1_MOUSE	tr|A0A2K6EHG7|A0A2K6EHG7_PROCO
OG0012331	tr|E9Q468|E9Q468_MOUSE	tr|A0A2K6F6J0|A0A2K6F6J0_PROCO
OG0012332	tr|G3XA23|G3XA23_MOUSE	tr|A0A2K6EGS4|A0A2K6EGS4_PROCO
OG0012333	sp|O08710|THYG_MOUSE	tr|A0A2K6ERK8|A0A2K6ERK8_PROCO
OG0012334	sp|O35153|BET1L_MOUSE	tr|A0A2K6GVX2|A0A2K6GVX2_PROCO
OG0012335	sp|O35929|REM1_MOUSE	tr|A0A2K6FCS8|A0A2K6FCS8_PROCO
OG0012336	sp|O54785|LIMK2_MOUSE	tr|A0A2K6GNU8|A0A2K6GNU8_PROCO
OG0012337	sp|O70281|TPST1_MOUSE	tr|A0A2K6FY42|A0A2K6FY42_PROCO
OG0012338	sp|P20491|FCERG_MOUSE	tr|A0A2K6G647|A0A2K6G647_PROCO
OG0012339	sp|P21836|ACES_MOUSE	tr|A0A2K6FRN9|A0A2K6FRN9_PROCO
OG0012340	sp|P28033|CEBPB_MOUSE	tr|A0A2K6GQ52|A0A2K6GQ52_PROCO
OG0012341	sp|P48428|TBCA_MOUSE	tr|A0A2K6EJI2|A0A2K6EJI2_PROCO
OG0012342	sp|P49764|PLGF_MOUSE	tr|A0A2K6F7S1|A0A2K6F7S1_PROCO
OG0012343	sp|P58501|PAXB1_MOUSE	tr|A0A2K6GZF0|A0A2K6GZF0_PROCO
OG0012344	sp|P70434|IRF7_MOUSE	tr|A0A2K6FAY0|A0A2K6FAY0_PROCO
OG0012345	sp|P97449|AMPN_MOUSE	tr|A0A2K6EZ67|A0A2K6EZ67_PROCO
OG0012346	sp|P97473|TRBP2_MOUSE	tr|A0A2K6ESK5|A0A2K6ESK5_PROCO
OG0012347	sp|P97863|NFIB_MOUSE	tr|A0A2K6FBE7|A0A2K6FBE7_PROCO
OG0012348	sp|Q2PZL6|FAT4_MOUSE	tr|A0A2K6FM99|A0A2K6FM99_PROCO
OG0012349	sp|Q3TC33|CC127_MOUSE	tr|A0A2K6EUA8|A0A2K6EUA8_PROCO
OG0012350	sp|Q3UMR0|ANR27_MOUSE	tr|A0A2K6ETY3|A0A2K6ETY3_PROCO
OG0012351	sp|Q570Y9|DPTOR_MOUSE	tr|A0A2K6FRN7|A0A2K6FRN7_PROCO
OG0012352	sp|Q5NBY9|PATZ1_MOUSE	tr|A0A2K6FPS8|A0A2K6FPS8_PROCO
OG0012353	sp|Q61079|SIM2_MOUSE	tr|A0A2K6FQE3|A0A2K6FQE3_PROCO
OG0012354	sp|Q69ZB8|ZCHC2_MOUSE	tr|A0A2K6G543|A0A2K6G543_PROCO
OG0012355	sp|Q69ZX8|ABLM3_MOUSE	tr|A0A2K6G154|A0A2K6G154_PROCO
OG0012356	sp|Q6NS82|RETR2_MOUSE	tr|A0A2K6GIG7|A0A2K6GIG7_PROCO
OG0012357	sp|Q80T23|SYTL5_MOUSE	tr|A0A2K6EJG3|A0A2K6EJG3_PROCO
OG0012358	sp|Q80W37|SPN1_MOUSE	tr|A0A2K6GJ74|A0A2K6GJ74_PROCO
OG0012359	sp|Q8BFQ8|GALD1_MOUSE	tr|A0A2K6G631|A0A2K6G631_PROCO
OG0012360	sp|Q8BX51|SGCZ_MOUSE	tr|A0A2K6F6E7|A0A2K6F6E7_PROCO
OG0012361	sp|Q8BXR6|PELI3_MOUSE	tr|A0A2K6FQ11|A0A2K6FQ11_PROCO
OG0012362	sp|Q8BZS9|DHX32_MOUSE	tr|A0A2K6G8J9|A0A2K6G8J9_PROCO
OG0012363	sp|Q8CE13|CCD17_MOUSE	tr|A0A2K6F0X5|A0A2K6F0X5_PROCO
OG0012364	sp|Q8CIE4|PAR10_MOUSE	tr|A0A2K6GZJ4|A0A2K6GZJ4_PROCO
OG0012365	sp|Q8R1J1|TM6S2_MOUSE	tr|A0A2K6GG17|A0A2K6GG17_PROCO
OG0012366	sp|Q8R2Q6|TECT3_MOUSE	tr|A0A2K6F7I9|A0A2K6F7I9_PROCO
OG0012367	sp|Q8R4X3|RBM12_MOUSE	tr|A0A2K6GAB6|A0A2K6GAB6_PROCO
OG0012368	sp|Q8R5M0|GIPC3_MOUSE	tr|A0A2K6EE71|A0A2K6EE71_PROCO
OG0012369	sp|Q8VCL5|S17A9_MOUSE	tr|A0A2K6EZR2|A0A2K6EZR2_PROCO
OG0012370	sp|Q8VHH7|ADCY3_MOUSE	tr|A0A2K6FT26|A0A2K6FT26_PROCO
OG0012371	sp|Q8VHI6|WASF3_MOUSE	tr|A0A2K6FR59|A0A2K6FR59_PROCO
OG0012372	sp|Q91W20|LRC26_MOUSE	tr|A0A2K6GKK9|A0A2K6GKK9_PROCO
OG0012373	sp|Q923A2|SPDLY_MOUSE	tr|A0A2K6GJT6|A0A2K6GJT6_PROCO
OG0012374	sp|Q923D4|SF3B5_MOUSE	tr|A0A2K6EV35|A0A2K6EV35_PROCO
OG0012375	sp|Q9CQ48|NUDC2_MOUSE	tr|A0A2K6GVS9|A0A2K6GVS9_PROCO
OG0012376	sp|Q9CQK7|RWDD1_MOUSE	tr|A0A2K6FJW1|A0A2K6FJW1_PROCO
OG0012377	sp|Q9D1F4|AKTS1_MOUSE	tr|A0A2K6EP33|A0A2K6EP33_PROCO
OG0012378	sp|Q9D5Y0|CG031_MOUSE	tr|A0A2K6FFW5|A0A2K6FFW5_PROCO
OG0012379	sp|Q9D8N3|TM86A_MOUSE	tr|A0A2K6F3W5|A0A2K6F3W5_PROCO
OG0012380	sp|Q9QWY8|ASAP1_MOUSE	tr|A0A2K6EM34|A0A2K6EM34_PROCO
OG0012381	sp|Q9QYE9|PKHB1_MOUSE	tr|A0A2K6FQ76|A0A2K6FQ76_PROCO
OG0012382	sp|Q9QZC2|PLXC1_MOUSE	tr|A0A2K6GSG7|A0A2K6GSG7_PROCO
OG0012383	sp|Q9R155|S26A4_MOUSE	tr|A0A2K6G9I0|A0A2K6G9I0_PROCO
OG0012384	tr|A0A1D5RLC8|A0A1D5RLC8_MOUSE	tr|A0A2K6F423|A0A2K6F423_PROCO
OG0012385	tr|A0A494BA31|A0A494BA31_MOUSE	tr|A0A2K6GV05|A0A2K6GV05_PROCO
OG0012386	tr|B2RXA7|B2RXA7_MOUSE	tr|A0A2K6FAL4|A0A2K6FAL4_PROCO
OG0012387	sp|D3YZF7|VS10L_MOUSE	tr|A0A2K6GCN8|A0A2K6GCN8_PROCO
OG0012388	sp|E9PVA8|GCN1_MOUSE	tr|A0A2K6GL64|A0A2K6GL64_PROCO
OG0012389	tr|G3UWF2|G3UWF2_MOUSE	tr|A0A2K6EK46|A0A2K6EK46_PROCO
OG0012390	tr|G3X9N5|G3X9N5_MOUSE	tr|A0A2K6F6K4|A0A2K6F6K4_PROCO
OG0012391	sp|O88307|SORL_MOUSE	tr|A0A2K6EL63|A0A2K6EL63_PROCO
OG0012392	sp|P07309|TTHY_MOUSE	tr|A0A2K6FWS7|A0A2K6FWS7_PROCO
OG0012393	sp|P11031|TCP4_MOUSE	tr|A0A2K6EXJ4|A0A2K6EXJ4_PROCO
OG0012394	sp|P20917|MAG_MOUSE	tr|A0A2K6FPT2|A0A2K6FPT2_PROCO
OG0012395	sp|P30415|NKTR_MOUSE	tr|A0A2K6GRR8|A0A2K6GRR8_PROCO
OG0012396	sp|P35922|FMR1_MOUSE	tr|A0A2K6GZQ3|A0A2K6GZQ3_PROCO
OG0012397	sp|P38532|HSF1_MOUSE	tr|A0A2K6FID8|A0A2K6FID8_PROCO
OG0012398	sp|P58871|TB182_MOUSE	tr|A0A2K6FRD7|A0A2K6FRD7_PROCO
OG0012399	sp|P61027|RAB10_MOUSE	tr|A0A2K6GQ07|A0A2K6GQ07_PROCO
OG0012400	sp|Q03265|ATPA_MOUSE	tr|A0A2K6FAS8|A0A2K6FAS8_PROCO
OG0012401	sp|Q05D44|IF2P_MOUSE	tr|A0A2K6FNH1|A0A2K6FNH1_PROCO
OG0012402	sp|Q0P5W1|VPS8_MOUSE	tr|A0A2K6FGB6|A0A2K6FGB6_PROCO
OG0012403	sp|Q3UFQ8|CARL3_MOUSE	tr|A0A2K6EK17|A0A2K6EK17_PROCO
OG0012404	sp|Q3UMT1|PP12C_MOUSE	tr|A0A2K6GMM0|A0A2K6GMM0_PROCO
OG0012405	sp|Q3UTY6|THSD4_MOUSE	tr|A0A2K6GB85|A0A2K6GB85_PROCO
OG0012406	sp|Q5F2E7|NUFP2_MOUSE	tr|A0A2K6FC11|A0A2K6FC11_PROCO
OG0012407	sp|Q5MJS3|FA20C_MOUSE	tr|A0A2K6FU84|A0A2K6FU84_PROCO
OG0012408	sp|Q61168|LAPM5_MOUSE	tr|A0A2K6FE49|A0A2K6FE49_PROCO
OG0012409	sp|Q6A0A2|LAR4B_MOUSE	tr|A0A2K6EZ18|A0A2K6EZ18_PROCO
OG0012410	sp|Q6NS46|RRP5_MOUSE	tr|A0A2K6G8A1|A0A2K6G8A1_PROCO
OG0012411	sp|Q6NS60|FBX41_MOUSE	tr|A0A2K6FZY8|A0A2K6FZY8_PROCO
OG0012412	sp|Q6P3A4|VSIG8_MOUSE	tr|A0A2K6EKK1|A0A2K6EKK1_PROCO
OG0012413	sp|Q7TME2|SPAG5_MOUSE	tr|A0A2K6FPQ9|A0A2K6FPQ9_PROCO
OG0012414	sp|Q80XL6|ACD11_MOUSE	tr|A0A2K6FWZ9|A0A2K6FWZ9_PROCO
OG0012415	sp|Q8BHX1|HAUS1_MOUSE	tr|A0A2K6GCH8|A0A2K6GCH8_PROCO
OG0012416	sp|Q8BK30|NDUV3_MOUSE	tr|A0A2K6F7K1|A0A2K6F7K1_PROCO
OG0012417	sp|Q8BP27|SFR1_MOUSE	tr|A0A2K6GDD0|A0A2K6GDD0_PROCO
OG0012418	sp|Q8C4A0|AQP6_MOUSE	tr|A0A2K6EFA9|A0A2K6EFA9_PROCO
OG0012419	sp|Q8C5U4|SPEM2_MOUSE	tr|A0A2K6FTK6|A0A2K6FTK6_PROCO
OG0012420	sp|Q8K341|ATAT_MOUSE	tr|A0A2K6GT64|A0A2K6GT64_PROCO
OG0012421	sp|Q8R0P4|AAMDC_MOUSE	tr|A0A2K6FVI9|A0A2K6FVI9_PROCO
OG0012422	sp|Q8R1C3|VOPP1_MOUSE	tr|A0A2K6GPP1|A0A2K6GPP1_PROCO
OG0012423	sp|Q8VDL4|ADPGK_MOUSE	tr|A0A2K6G915|A0A2K6G915_PROCO
OG0012424	sp|Q8VE18|SMG8_MOUSE	tr|A0A2K6EEL3|A0A2K6EEL3_PROCO
OG0012425	sp|Q91YR5|EFNMT_MOUSE	tr|A0A2K6F7V8|A0A2K6F7V8_PROCO
OG0012426	sp|Q9CR10|OXLD1_MOUSE	tr|A0A2K6GXZ1|A0A2K6GXZ1_PROCO
OG0012427	sp|Q9CVW4|SPT45_MOUSE	tr|A0A2K6EQ67|A0A2K6EQ67_PROCO
OG0012428	sp|Q9CXL1|TM50A_MOUSE	tr|A0A2K6EYX5|A0A2K6EYX5_PROCO
OG0012429	sp|Q9CZW5|TOM70_MOUSE	tr|A0A2K6ET29|A0A2K6ET29_PROCO
OG0012430	tr|Q9D2Z6|Q9D2Z6_MOUSE	tr|A0A2K6FTJ9|A0A2K6FTJ9_PROCO
OG0012431	sp|Q9D3S3|SNX29_MOUSE	tr|A0A2K6FZ96|A0A2K6FZ96_PROCO
OG0012432	tr|Q9D3Z8|Q9D3Z8_MOUSE	tr|A0A2K6G2M8|A0A2K6G2M8_PROCO
OG0012433	sp|Q9D439|CFA53_MOUSE	tr|A0A2K6FHK3|A0A2K6FHK3_PROCO
OG0012434	sp|Q9DB42|ZN593_MOUSE	tr|A0A2K6FAK0|A0A2K6FAK0_PROCO
OG0012435	sp|Q9DCT2|NDUS3_MOUSE	tr|A0A2K6ES53|A0A2K6ES53_PROCO
OG0012436	sp|Q9ER69|FL2D_MOUSE	tr|A0A2K6EWL3|A0A2K6EWL3_PROCO
OG0012437	sp|Q9ESF4|LFG1_MOUSE	tr|A0A2K6FM65|A0A2K6FM65_PROCO
OG0012438	sp|Q9ESX5|DKC1_MOUSE	tr|A0A2K6GQI4|A0A2K6GQI4_PROCO
OG0012439	sp|Q9JK24|P2R3C_MOUSE	tr|A0A2K6FMK8|A0A2K6FMK8_PROCO
OG0012440	sp|Q9JLK3|CABP5_MOUSE	tr|A0A2K6GWP7|A0A2K6GWP7_PROCO
OG0012441	sp|Q9R0M3|SRPX_MOUSE	tr|A0A2K6F6G1|A0A2K6F6G1_PROCO
OG0012442	sp|Q9WV76|AP4B1_MOUSE	tr|A0A2K6FSB0|A0A2K6FSB0_PROCO
OG0012443	sp|Q9Z2E9|BSCL2_MOUSE	tr|A0A2K6F0U0|A0A2K6F0U0_PROCO
OG0012444	sp|Q9Z309|CIB2_MOUSE	tr|A0A2K6F205|A0A2K6F205_PROCO
OG0012445	sp|Q9Z321|TOP3B_MOUSE	tr|A0A2K6GDG9|A0A2K6GDG9_PROCO
OG0012446	sp|A2A690|TANC2_MOUSE	tr|A0A2K6FF39|A0A2K6FF39_PROCO
OG0012447	sp|A2A891|CMTA1_MOUSE	tr|A0A2K6EJV6|A0A2K6EJV6_PROCO
OG0012448	sp|E9PYL2|PRR12_MOUSE	tr|A0A2K6GU86|A0A2K6GU86_PROCO
OG0012449	sp|O08580|ERR1_MOUSE	tr|A0A2K6EZM5|A0A2K6EZM5_PROCO
OG0012450	sp|O09012|PEX5_MOUSE	tr|A0A2K6FDK4|A0A2K6FDK4_PROCO
OG0012451	sp|O35659|GLP1R_MOUSE	tr|A0A2K6G5S8|A0A2K6G5S8_PROCO
OG0012452	sp|O89001|CBPD_MOUSE	tr|A0A2K6G4E8|A0A2K6G4E8_PROCO
OG0012453	sp|P10417|BCL2_MOUSE	tr|A0A2K6G3I7|A0A2K6G3I7_PROCO
OG0012454	sp|P11152|LIPL_MOUSE	tr|A0A2K6G3E9|A0A2K6G3E9_PROCO
OG0012455	sp|P34914|HYES_MOUSE	tr|A0A2K6GW76|A0A2K6GW76_PROCO
OG0012456	sp|P42867|GPT_MOUSE	tr|A0A2K6F6J6|A0A2K6F6J6_PROCO
OG0012457	sp|P47750|TSHR_MOUSE	tr|A0A2K6FSM9|A0A2K6FSM9_PROCO
OG0012458	sp|P53395|ODB2_MOUSE	tr|A0A2K6GDW2|A0A2K6GDW2_PROCO
OG0012459	sp|P63078|GBG8_MOUSE	tr|A0A2K6EX43|A0A2K6EX43_PROCO
OG0012460	sp|P70459|ERF_MOUSE	tr|A0A2K6FXV8|A0A2K6FXV8_PROCO
OG0012461	sp|Q07763|CD244_MOUSE	tr|A0A2K6EPA2|A0A2K6EPA2_PROCO
OG0012462	sp|Q09163|DLK1_MOUSE	tr|A0A2K6EQM3|A0A2K6EQM3_PROCO
OG0012463	sp|Q3TMX7|QSOX2_MOUSE	tr|A0A2K6GV77|A0A2K6GV77_PROCO
OG0012464	sp|Q3UH06|RREB1_MOUSE	tr|A0A2K6EZP2|A0A2K6EZP2_PROCO
OG0012465	sp|Q3V1G4|OLM2B_MOUSE	tr|A0A2K6EK39|A0A2K6EK39_PROCO
OG0012466	sp|Q60952|CP250_MOUSE	tr|A0A2K6ER74|A0A2K6ER74_PROCO
OG0012467	sp|Q61884|MNS1_MOUSE	tr|A0A2K6GQ59|A0A2K6GQ59_PROCO
OG0012468	sp|Q6GQX2|NCK5L_MOUSE	tr|A0A2K6EF99|A0A2K6EF99_PROCO
OG0012469	sp|Q6R5N8|TLR13_MOUSE	tr|A0A2K6FIL8|A0A2K6FIL8_PROCO
OG0012470	sp|Q6WKZ7|NOSTN_MOUSE	tr|A0A2K6FYC3|A0A2K6FYC3_PROCO
OG0012471	sp|Q6Y685|TACC1_MOUSE	tr|A0A2K6FXJ5|A0A2K6FXJ5_PROCO
OG0012472	sp|Q75VT8|HIDE1_MOUSE	tr|A0A2K6GRG1|A0A2K6GRG1_PROCO
OG0012473	sp|Q7TN08|DACT2_MOUSE	tr|A0A2K6FDX2|A0A2K6FDX2_PROCO
OG0012474	sp|Q7TN22|TXD16_MOUSE	tr|A0A2K6FEY1|A0A2K6FEY1_PROCO
OG0012475	sp|Q7TPC1|CDSN_MOUSE	tr|A0A2K6FBF0|A0A2K6FBF0_PROCO
OG0012476	sp|Q7TSQ8|PDPR_MOUSE	tr|A0A2K6FVB5|A0A2K6FVB5_PROCO
OG0012477	sp|Q80UG6|ALKL2_MOUSE	tr|A0A2K6EGD0|A0A2K6EGD0_PROCO
OG0012478	sp|Q8BH27|MEGF9_MOUSE	tr|A0A2K6GWE1|A0A2K6GWE1_PROCO
OG0012479	sp|Q8BHG1|NRDC_MOUSE	tr|A0A2K6GEI4|A0A2K6GEI4_PROCO
OG0012480	sp|Q8BIL2|MSD1_MOUSE	tr|A0A2K6FIC6|A0A2K6FIC6_PROCO
OG0012481	sp|Q8BTG7|NDRG4_MOUSE	tr|A0A2K6FBM9|A0A2K6FBM9_PROCO
OG0012482	sp|Q8C1M2|ZN428_MOUSE	tr|A0A2K6F012|A0A2K6F012_PROCO
OG0012483	sp|Q8C729|F126B_MOUSE	tr|A0A2K6EYN2|A0A2K6EYN2_PROCO
OG0012484	sp|Q8K4D7|PLCZ1_MOUSE	tr|A0A2K6GMR8|A0A2K6GMR8_PROCO
OG0012485	sp|Q8R1P4|ATG10_MOUSE	tr|A0A2K6FIN5|A0A2K6FIN5_PROCO
OG0012486	sp|Q8R2M2|TDIF2_MOUSE	tr|A0A2K6GT47|A0A2K6GT47_PROCO
OG0012487	sp|Q8VE91|RETR1_MOUSE	tr|A0A2K6G317|A0A2K6G317_PROCO
OG0012488	sp|Q8VIG6|TRAIP_MOUSE	tr|A0A2K6GSS9|A0A2K6GSS9_PROCO
OG0012489	sp|Q91VB4|HPS3_MOUSE	tr|A0A2K6G0J3|A0A2K6G0J3_PROCO
OG0012490	sp|Q99KN9|EPN4_MOUSE	tr|A0A2K6FC46|A0A2K6FC46_PROCO
OG0012491	sp|Q99N28|CADM3_MOUSE	tr|A0A2K6EYL4|A0A2K6EYL4_PROCO
OG0012492	sp|Q9CPQ3|TOM22_MOUSE	tr|A0A2K6GRU2|A0A2K6GRU2_PROCO
OG0012493	sp|Q9CWE0|MFR1L_MOUSE	tr|A0A2K6GXD3|A0A2K6GXD3_PROCO
OG0012494	sp|Q9D6I3|PROF4_MOUSE	tr|A0A2K6F5F5|A0A2K6F5F5_PROCO
OG0012495	sp|Q9D9V3|ECHD1_MOUSE	tr|A0A2K6GX17|A0A2K6GX17_PROCO
OG0012496	sp|Q9JMA1|UBP14_MOUSE	tr|A0A2K6GJ81|A0A2K6GJ81_PROCO
OG0012497	sp|Q9WU03|SPIT2_MOUSE	tr|A0A2K6ELP4|A0A2K6ELP4_PROCO
OG0012498	sp|Q9WV55|VAPA_MOUSE	tr|A0A2K6FJA7|A0A2K6FJA7_PROCO
OG0012499	sp|Q9Z307|KCJ16_MOUSE	tr|A0A2K6GJF1|A0A2K6GJF1_PROCO
OG0012500	tr|A0A140LJJ2|A0A140LJJ2_MOUSE	tr|A0A2K6FUD6|A0A2K6FUD6_PROCO
OG0012501	sp|A2ABV5|MED14_MOUSE	tr|A0A2K6F720|A0A2K6F720_PROCO
OG0012502	sp|B2RVY9|TM182_MOUSE	tr|A0A2K6GHQ1|A0A2K6GHQ1_PROCO
OG0012503	sp|B7ZNG0|KIF7_MOUSE	tr|A0A2K6FJE7|A0A2K6FJE7_PROCO
OG0012504	sp|E9PYH6|SET1A_MOUSE	tr|A0A2K6FVR2|A0A2K6FVR2_PROCO
OG0012505	sp|O70458|OSMR_MOUSE	tr|A0A2K6EPE3|A0A2K6EPE3_PROCO
OG0012506	sp|O88430|CCL22_MOUSE	tr|A0A2K6G530|A0A2K6G530_PROCO
OG0012507	sp|O88741|GDAP1_MOUSE	tr|A0A2K6EXZ4|A0A2K6EXZ4_PROCO
OG0012508	sp|O89090|SP1_MOUSE	tr|A0A2K6GL48|A0A2K6GL48_PROCO
OG0012509	sp|P03903|NU4LM_MOUSE	tr|Q9B1B3|Q9B1B3_PROCO
OG0012510	sp|P08003|PDIA4_MOUSE	tr|A0A2K6EEW0|A0A2K6EEW0_PROCO
OG0012511	sp|P09103|PDIA1_MOUSE	tr|A0A2K6FJF9|A0A2K6FJF9_PROCO
OG0012512	sp|P17564|PR15A_MOUSE	tr|A0A2K6G4D3|A0A2K6G4D3_PROCO
OG0012513	sp|P31315|GSX1_MOUSE	tr|A0A2K6FFS5|A0A2K6FFS5_PROCO
OG0012514	sp|P54818|GALC_MOUSE	tr|A0A2K6GCE6|A0A2K6GCE6_PROCO
OG0012515	sp|P59017|B2L13_MOUSE	tr|A0A2K6FGG7|A0A2K6FGG7_PROCO
OG0012516	sp|P59053|KCNG3_MOUSE	tr|A0A2K6F3P7|A0A2K6F3P7_PROCO
OG0012517	sp|P59644|PI5PA_MOUSE	tr|A0A2K6G9T6|A0A2K6G9T6_PROCO
OG0012518	sp|P62264|RS14_MOUSE	tr|A0A2K6FRK1|A0A2K6FRK1_PROCO
OG0012519	sp|P63046|ST4A1_MOUSE	tr|A0A2K6EHR4|A0A2K6EHR4_PROCO
OG0012521	sp|P97292|HRH2_MOUSE	tr|A0A2K6EV90|A0A2K6EV90_PROCO
OG0012522	sp|P97477|AURKA_MOUSE	tr|A0A2K6F1Q3|A0A2K6F1Q3_PROCO
