Orthogroup	Mus_musculus	Canis_lupus_familiaris
OG0012801	tr|Q3TAQ9|Q3TAQ9_MOUSE	tr|A0A8I3RRP9|A0A8I3RRP9_CANLF
OG0012802	sp|Q9DA39|LFG4_MOUSE	tr|A0A8I3RZH8|A0A8I3RZH8_CANLF
OG0012803	tr|E9Q9F7|E9Q9F7_MOUSE	tr|A0A8I3S245|A0A8I3S245_CANLF
OG0012804	sp|Q8BLE7|VGLU2_MOUSE	tr|A0A8I3S6E9|A0A8I3S6E9_CANLF
OG0012805	sp|P20033|PDGFA_MOUSE	tr|A0A8P0P4F7|A0A8P0P4F7_CANLF
OG0012807	sp|Q8K2U2|ALKB6_MOUSE	tr|A0A8P0TH76|A0A8P0TH76_CANLF
OG0012808	sp|Q99JG7|TNIP2_MOUSE	tr|A0A8P0TMI9|A0A8P0TMI9_CANLF
OG0012809	sp|Q62395|TFF3_MOUSE	sp|Q863B4|TFF3_CANLF
OG0012810	sp|Q56A07|SCN2B_MOUSE	sp|Q864L3|SCN2B_CANLF
OG0012811	sp|Q9CXY1|TM175_MOUSE	tr|A0A8I3MHN2|A0A8I3MHN2_CANLF
OG0012812	sp|P59108|CPNE2_MOUSE	tr|A0A8I3MMA0|A0A8I3MMA0_CANLF
OG0012813	sp|Q5U405|TMPSD_MOUSE	tr|A0A8I3MN50|A0A8I3MN50_CANLF
OG0012814	sp|O09130|NF2IP_MOUSE	tr|A0A8I3MQC4|A0A8I3MQC4_CANLF
OG0012815	sp|Q6PB93|GALT2_MOUSE	tr|A0A8I3MY69|A0A8I3MY69_CANLF
OG0012816	sp|P81615|UCN1_MOUSE	tr|A0A8I3MZB5|A0A8I3MZB5_CANLF
OG0012817	sp|Q60648|SAP3_MOUSE	tr|A0A8I3MZE8|A0A8I3MZE8_CANLF
OG0012818	sp|Q0VF58|COJA1_MOUSE	tr|A0A8I3N4V8|A0A8I3N4V8_CANLF
OG0012819	sp|Q5XKN4|JAGN1_MOUSE	tr|A0A8I3N524|A0A8I3N524_CANLF
OG0012820	sp|A1A546|ISX_MOUSE	tr|A0A8I3NA91|A0A8I3NA91_CANLF
OG0012821	sp|Q920P3|BRNP1_MOUSE	tr|A0A8I3NBN7|A0A8I3NBN7_CANLF
OG0012822	sp|Q60805|MERTK_MOUSE	tr|A0A8I3NQ82|A0A8I3NQ82_CANLF
OG0012823	sp|Q8K2D0|F199X_MOUSE	tr|A0A8I3NYW9|A0A8I3NYW9_CANLF
OG0012824	sp|Q3U1N2|SRBP2_MOUSE	tr|A0A8I3P651|A0A8I3P651_CANLF
OG0012825	sp|Q62225|CISH_MOUSE	tr|A0A8I3PD12|A0A8I3PD12_CANLF
OG0012826	sp|Q9JJI8|RL38_MOUSE	tr|A0A8I3PHM2|A0A8I3PHM2_CANLF
OG0012827	sp|Q9JKU8|LMX1A_MOUSE	tr|A0A8I3PJV5|A0A8I3PJV5_CANLF
OG0012828	sp|Q63955|PO4F3_MOUSE	tr|A0A8I3PMT6|A0A8I3PMT6_CANLF
OG0012829	tr|E9Q252|E9Q252_MOUSE	tr|A0A8I3PPU7|A0A8I3PPU7_CANLF
OG0012830	sp|Q8K445|CLRN1_MOUSE	tr|A0A8I3PVV2|A0A8I3PVV2_CANLF
OG0012831	sp|Q8C804|SPICE_MOUSE	tr|A0A8I3Q2H1|A0A8I3Q2H1_CANLF
OG0012832	sp|Q4QRL3|CC88B_MOUSE	tr|A0A8I3QBM1|A0A8I3QBM1_CANLF
OG0012833	sp|Q91WK0|LRRF2_MOUSE	tr|A0A8I3QEQ2|A0A8I3QEQ2_CANLF
OG0012834	sp|Q8BGG6|MSPD3_MOUSE	tr|A0A8I3RPW3|A0A8I3RPW3_CANLF
OG0012835	sp|Q9D6K7|TTC33_MOUSE	tr|A0A8I3RR02|A0A8I3RR02_CANLF
OG0012836	sp|O54790|MAFG_MOUSE	tr|A0A8I3RWA0|A0A8I3RWA0_CANLF
OG0012837	sp|Q923S9|RAB30_MOUSE	tr|A0A8I3RZ55|A0A8I3RZ55_CANLF
OG0012838	sp|P10605|CATB_MOUSE	tr|A0A8I3S0M3|A0A8I3S0M3_CANLF
OG0012839	sp|P97765|WBP2_MOUSE	tr|A0A8I3S641|A0A8I3S641_CANLF
OG0012840	sp|Q8VC33|NXNL1_MOUSE	tr|A0A8I3S6D1|A0A8I3S6D1_CANLF
OG0012841	sp|Q61194|P3C2A_MOUSE	tr|A0A8I3SAR3|A0A8I3SAR3_CANLF
OG0012843	sp|P21981|TGM2_MOUSE	tr|A0A8P0P9X0|A0A8P0P9X0_CANLF
OG0012844	sp|P12710|FABPL_MOUSE	tr|A0A8P0PFY7|A0A8P0PFY7_CANLF
OG0012845	sp|Q9QZF2|GPC1_MOUSE	tr|A0A8P0PP94|A0A8P0PP94_CANLF
OG0012846	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A8P0TIA1|A0A8P0TIA1_CANLF
OG0012847	sp|P22777|PAI1_MOUSE	tr|A0A8I3MDS4|A0A8I3MDS4_CANLF
OG0012849	sp|Q9EST5|AN32B_MOUSE	tr|A0A8I3MUS3|A0A8I3MUS3_CANLF
OG0012850	sp|P09925|SURF1_MOUSE	tr|A0A8I3N2S3|A0A8I3N2S3_CANLF
OG0012851	tr|A2AJX0|A2AJX0_MOUSE	tr|A0A8I3N534|A0A8I3N534_CANLF
OG0012852	sp|Q6GQV0|TEDC2_MOUSE	tr|A0A8I3N7I1|A0A8I3N7I1_CANLF
OG0012853	sp|B3GLJ3|PATE3_MOUSE	tr|A0A8I3N9M1|A0A8I3N9M1_CANLF
OG0012854	sp|Q8VCW8|ACSF2_MOUSE	tr|A0A8I3NCP2|A0A8I3NCP2_CANLF
OG0012855	sp|Q62252|SP17_MOUSE	tr|A0A8I3NGJ9|A0A8I3NGJ9_CANLF
OG0012856	sp|Q8BVN7|S2541_MOUSE	tr|A0A8I3NGY8|A0A8I3NGY8_CANLF
OG0012857	sp|Q8K1T4|LY65B_MOUSE	tr|A0A8I3NJX2|A0A8I3NJX2_CANLF
OG0012858	sp|Q8QZY9|SF3B4_MOUSE	tr|A0A8I3NK96|A0A8I3NK96_CANLF
OG0012859	sp|Q9CWQ0|DPH5_MOUSE	tr|A0A8I3NLC6|A0A8I3NLC6_CANLF
OG0012860	sp|Q8C008|DZAN1_MOUSE	tr|A0A8I3NPA2|A0A8I3NPA2_CANLF
OG0012861	sp|Q921S7|RM37_MOUSE	tr|A0A8I3NQP4|A0A8I3NQP4_CANLF
OG0012862	sp|Q9CQP3|CHCH5_MOUSE	tr|A0A8I3NT80|A0A8I3NT80_CANLF
OG0012863	sp|Q8BGG0|ZNT8_MOUSE	tr|A0A8I3NTT5|A0A8I3NTT5_CANLF
OG0012864	sp|Q9DAX2|PLPP2_MOUSE	tr|A0A8I3NUP1|A0A8I3NUP1_CANLF
OG0012865	sp|Q9D2C6|RPC8_MOUSE	tr|A0A8I3P155|A0A8I3P155_CANLF
OG0012866	sp|P70318|TIAR_MOUSE	tr|A0A8I3P582|A0A8I3P582_CANLF
OG0012867	sp|Q5SRX1|TM1L2_MOUSE	tr|A0A8I3PBE5|A0A8I3PBE5_CANLF
OG0012868	sp|Q9ES74|NEK7_MOUSE	tr|A0A8I3PIP3|A0A8I3PIP3_CANLF
OG0012869	sp|O70571|PDK4_MOUSE	tr|A0A8I3PLW8|A0A8I3PLW8_CANLF
OG0012870	sp|P29416|HEXA_MOUSE	tr|A0A8I3PNW9|A0A8I3PNW9_CANLF
OG0012871	tr|B1AWN9|B1AWN9_MOUSE	tr|A0A8I3PQ43|A0A8I3PQ43_CANLF
OG0012872	sp|A2AUU0|METL8_MOUSE	tr|A0A8I3PTX1|A0A8I3PTX1_CANLF
OG0012873	sp|Q99P21|MUTYH_MOUSE	tr|A0A8I3PXH3|A0A8I3PXH3_CANLF
OG0012874	sp|O35594|IFT81_MOUSE	tr|A0A8I3Q0W5|A0A8I3Q0W5_CANLF
OG0012875	sp|Q9DB28|POP5_MOUSE	tr|A0A8I3QWJ1|A0A8I3QWJ1_CANLF
OG0012876	sp|A3KFU9|DISP3_MOUSE	tr|A0A8I3RQP3|A0A8I3RQP3_CANLF
OG0012877	tr|Q9R0U9|Q9R0U9_MOUSE	tr|A0A8I3RRV3|A0A8I3RRV3_CANLF
OG0012879	sp|Q924S7|SPRE2_MOUSE	tr|A0A8I3S5D3|A0A8I3S5D3_CANLF
OG0012880	sp|Q8QZZ8|RAB38_MOUSE	tr|A0A8P0PHI2|A0A8P0PHI2_CANLF
OG0012881	sp|Q60760|GRB10_MOUSE	tr|A0A8P0PQ56|A0A8P0PQ56_CANLF
OG0012882	sp|Q9R062|GLYG_MOUSE	tr|A0A8P0SYY4|A0A8P0SYY4_CANLF
OG0012883	sp|Q9Z1Z0|USO1_MOUSE	tr|A0A8P0TDN4|A0A8P0TDN4_CANLF
OG0012884	sp|O35627|NR1I3_MOUSE	tr|A0A8P0TIY0|A0A8P0TIY0_CANLF
OG0012885	sp|O88662|EMP2_MOUSE	tr|A0A8P0TQB4|A0A8P0TQB4_CANLF
OG0012886	sp|O55222|ILK_MOUSE	tr|A0A8P0TU48|A0A8P0TU48_CANLF
OG0012887	sp|Q9JKZ2|SC5A3_MOUSE	sp|P31637|SC5A3_CANLF
OG0012888	sp|Q9Z266|SNAPN_MOUSE	tr|A0A8I3MEQ2|A0A8I3MEQ2_CANLF
OG0012889	sp|Q8CDD9|LRIF1_MOUSE	tr|A0A8I3MGW5|A0A8I3MGW5_CANLF
OG0012891	sp|Q9Z1E4|GYS1_MOUSE	tr|A0A8I3MKP1|A0A8I3MKP1_CANLF
OG0012892	sp|Q8QZR1|ATTY_MOUSE	tr|A0A8I3MYF6|A0A8I3MYF6_CANLF
OG0012893	sp|Q91VN1|ZNF24_MOUSE	tr|A0A8I3MZ50|A0A8I3MZ50_CANLF
OG0012894	sp|P15620|ZN271_MOUSE	tr|A0A8I3N1B4|A0A8I3N1B4_CANLF
OG0012896	sp|P70158|ASM3A_MOUSE	tr|A0A8I3N7H7|A0A8I3N7H7_CANLF
OG0012897	sp|A4Q9E4|TTLL2_MOUSE	tr|A0A8I3NA20|A0A8I3NA20_CANLF
OG0012898	sp|Q6NXH8|MET25_MOUSE	tr|A0A8I3NER4|A0A8I3NER4_CANLF
OG0012899	sp|Q9EPW2|KLF15_MOUSE	tr|A0A8I3NLQ6|A0A8I3NLQ6_CANLF
OG0012900	sp|P35293|RAB18_MOUSE	tr|A0A8I3NLW8|A0A8I3NLW8_CANLF
OG0012901	sp|Q571K4|TAB3_MOUSE	tr|A0A8I3NMB6|A0A8I3NMB6_CANLF
OG0012902	sp|Q32M07|KAD8_MOUSE	tr|A0A8I3NQB2|A0A8I3NQB2_CANLF
OG0012903	sp|Q8VIB3|SIA10_MOUSE	tr|A0A8I3NR40|A0A8I3NR40_CANLF
OG0012904	sp|Q7TPE5|S7A6O_MOUSE	tr|A0A8I3NUL7|A0A8I3NUL7_CANLF
OG0012905	sp|Q6P9L4|UBP49_MOUSE	tr|A0A8I3NYE9|A0A8I3NYE9_CANLF
OG0012906	sp|Q8R123|FAD1_MOUSE	tr|A0A8I3P1H5|A0A8I3P1H5_CANLF
OG0012907	sp|Q9D6N1|CAH13_MOUSE	tr|A0A8I3P1L0|A0A8I3P1L0_CANLF
OG0012908	sp|Q8VBY2|KKCC1_MOUSE	tr|A0A8I3P374|A0A8I3P374_CANLF
OG0012909	sp|Q8VDV8|MITD1_MOUSE	tr|A0A8I3P621|A0A8I3P621_CANLF
OG0012910	sp|Q9WVF8|TUSC2_MOUSE	tr|A0A8I3P916|A0A8I3P916_CANLF
OG0012911	sp|P10628|HXD4_MOUSE	tr|A0A8I3P959|A0A8I3P959_CANLF
OG0012912	sp|Q8CE23|OX26_MOUSE	tr|A0A8I3PCK7|A0A8I3PCK7_CANLF
OG0012913	sp|Q9QYR6|MAP1A_MOUSE	tr|A0A8I3PLI8|A0A8I3PLI8_CANLF
OG0012914	sp|Q9EPQ2|RPGR1_MOUSE	tr|A0A8I3PQ07|A0A8I3PQ07_CANLF
OG0012915	sp|Q8BM13|NOE2_MOUSE	tr|A0A8I3PQ69|A0A8I3PQ69_CANLF
OG0012916	sp|Q8K004|SPAT2_MOUSE	tr|A0A8I3PS24|A0A8I3PS24_CANLF
OG0012917	tr|Q5U4H9|Q5U4H9_MOUSE	tr|A0A8I3PSQ2|A0A8I3PSQ2_CANLF
OG0012918	sp|Q3UA37|QRIC1_MOUSE	tr|A0A8I3PZA4|A0A8I3PZA4_CANLF
OG0012919	sp|P59764|DOCK4_MOUSE	tr|A0A8I3Q2W8|A0A8I3Q2W8_CANLF
OG0012920	sp|P60897|SEM1_MOUSE	tr|A0A8I3Q3D9|A0A8I3Q3D9_CANLF
OG0012921	sp|Q8BZW8|NHLC2_MOUSE	tr|A0A8I3Q4A4|A0A8I3Q4A4_CANLF
OG0012922	sp|Q8BGN9|CA115_MOUSE	tr|A0A8I3Q5N1|A0A8I3Q5N1_CANLF
OG0012923	sp|Q7TN89|RASE_MOUSE	tr|A0A8I3Q5T1|A0A8I3Q5T1_CANLF
OG0012924	sp|Q8BVN8|IDLC_MOUSE	tr|A0A8I3QB93|A0A8I3QB93_CANLF
OG0012925	sp|Q07243|MTF1_MOUSE	tr|A0A8I3QNB3|A0A8I3QNB3_CANLF
OG0012926	sp|P21460|CYTC_MOUSE	tr|A0A8I3QNP3|A0A8I3QNP3_CANLF
OG0012927	tr|E9PUD6|E9PUD6_MOUSE	tr|A0A8I3RPG0|A0A8I3RPG0_CANLF
OG0012928	sp|Q8BHD0|RB39A_MOUSE	tr|A0A8I3RRI9|A0A8I3RRI9_CANLF
OG0012929	sp|E9Q3S4|M3K19_MOUSE	tr|A0A8I3RUN2|A0A8I3RUN2_CANLF
OG0012930	sp|P48379|RFX2_MOUSE	tr|A0A8I3RWS0|A0A8I3RWS0_CANLF
OG0012931	sp|Q3UP44|NHLC4_MOUSE	tr|A0A8I3SBB7|A0A8I3SBB7_CANLF
OG0012932	sp|Q6P8Y7|SNX31_MOUSE	tr|A0A8I3SBI0|A0A8I3SBI0_CANLF
OG0012933	sp|D3Z6Q9|BIN2_MOUSE	tr|A0A8P0NA18|A0A8P0NA18_CANLF
OG0012934	sp|Q8VD12|Z385A_MOUSE	tr|A0A8P0NR81|A0A8P0NR81_CANLF
OG0012936	sp|Q80ZJ6|ZER1_MOUSE	tr|A0A8P0T4Q6|A0A8P0T4Q6_CANLF
OG0012937	sp|P83882|RL36A_MOUSE	sp|D0VWQ4|RL36A_CANLF
OG0012938	sp|Q62053|PE2R2_MOUSE	sp|Q9XT82|PE2R2_CANLF
OG0012939	sp|Q62255|SALL3_MOUSE	tr|A0A8I3MAB4|A0A8I3MAB4_CANLF
OG0012940	sp|Q9QZS7|NPHN_MOUSE	tr|A0A8I3MDE9|A0A8I3MDE9_CANLF
OG0012941	sp|Q8VHG0|FMO4_MOUSE	tr|A0A8I3MFK6|A0A8I3MFK6_CANLF
OG0012942	sp|E9Q349|WDR25_MOUSE	tr|A0A8I3MWC4|A0A8I3MWC4_CANLF
OG0012943	sp|Q8R205|ZC3HA_MOUSE	tr|A0A8I3MXF4|A0A8I3MXF4_CANLF
OG0012944	sp|Q8R4E4|MYOZ3_MOUSE	tr|A0A8I3MZW2|A0A8I3MZW2_CANLF
OG0012945	tr|A2AB62|A2AB62_MOUSE	tr|A0A8I3N176|A0A8I3N176_CANLF
OG0012946	sp|P70428|EXT2_MOUSE	tr|A0A8I3N266|A0A8I3N266_CANLF
OG0012947	sp|Q9CRB6|TPPP3_MOUSE	tr|A0A8I3N563|A0A8I3N563_CANLF
OG0012948	sp|Q8BHH1|AQP11_MOUSE	tr|A0A8I3N7P7|A0A8I3N7P7_CANLF
OG0012949	tr|Q8C879|Q8C879_MOUSE	tr|A0A8I3NC80|A0A8I3NC80_CANLF
OG0012950	sp|Q6PDM1|MSL1_MOUSE	tr|A0A8I3NDW9|A0A8I3NDW9_CANLF
OG0012951	sp|Q78PG9|CCD25_MOUSE	tr|A0A8I3NEF3|A0A8I3NEF3_CANLF
OG0012952	sp|Q78ZA7|NP1L4_MOUSE	tr|A0A8I3NFR7|A0A8I3NFR7_CANLF
OG0012953	sp|O55038|CXL13_MOUSE	tr|A0A8I3NMN5|A0A8I3NMN5_CANLF
OG0012954	sp|Q8R4H7|NAGS_MOUSE	tr|A0A8I3NPA9|A0A8I3NPA9_CANLF
OG0012955	sp|Q5SSL4|ABR_MOUSE	tr|A0A8I3NS17|A0A8I3NS17_CANLF
OG0012956	sp|Q6PDI6|MINY2_MOUSE	tr|A0A8I3NUV4|A0A8I3NUV4_CANLF
OG0012957	sp|Q99LD9|EI2BB_MOUSE	tr|A0A8I3NV56|A0A8I3NV56_CANLF
OG0012958	sp|Q80U19|DAAM2_MOUSE	tr|A0A8I3P2K9|A0A8I3P2K9_CANLF
OG0012959	sp|P38060|HMGCL_MOUSE	tr|A0A8I3P3W0|A0A8I3P3W0_CANLF
OG0012960	sp|Q9CX80|CYGB_MOUSE	tr|A0A8I3PA77|A0A8I3PA77_CANLF
OG0012961	sp|P36898|BMR1B_MOUSE	tr|A0A8I3PG53|A0A8I3PG53_CANLF
OG0012962	sp|Q8C8J0|STPG2_MOUSE	tr|A0A8I3PGW0|A0A8I3PGW0_CANLF
OG0012963	sp|Q3LAC4|PREX2_MOUSE	tr|A0A8I3PHG9|A0A8I3PHG9_CANLF
OG0012964	sp|P46718|PDCD2_MOUSE	tr|A0A8I3PIX1|A0A8I3PIX1_CANLF
OG0012965	sp|Q6P8X6|UBP50_MOUSE	tr|A0A8I3PLB2|A0A8I3PLB2_CANLF
OG0012966	sp|Q6PDE8|MF13A_MOUSE	tr|A0A8I3PM47|A0A8I3PM47_CANLF
OG0012967	sp|A2AUC9|KLH41_MOUSE	tr|A0A8I3PN10|A0A8I3PN10_CANLF
OG0012968	sp|Q80WG5|LRC8A_MOUSE	tr|A0A8I3PQW0|A0A8I3PQW0_CANLF
OG0012969	sp|Q3V188|ENDOU_MOUSE	tr|A0A8I3PWL3|A0A8I3PWL3_CANLF
OG0012970	sp|D3Z291|CAHM1_MOUSE	tr|A0A8I3Q1Y0|A0A8I3Q1Y0_CANLF
OG0012971	sp|Q6NSU3|GL8D1_MOUSE	tr|A0A8I3Q272|A0A8I3Q272_CANLF
OG0012972	sp|Q8BHE4|TM108_MOUSE	tr|A0A8I3Q918|A0A8I3Q918_CANLF
OG0012973	sp|Q9DAG9|PHF7_MOUSE	tr|A0A8I3QAG3|A0A8I3QAG3_CANLF
OG0012974	sp|Q8C735|LIN9_MOUSE	tr|A0A8I3RW42|A0A8I3RW42_CANLF
OG0012975	sp|E9Q4F2|KLH18_MOUSE	tr|A0A8I3RWT6|A0A8I3RWT6_CANLF
OG0012976	sp|Q99M85|SCRT1_MOUSE	tr|A0A8I3RXK3|A0A8I3RXK3_CANLF
OG0012977	sp|P48615|WNT11_MOUSE	tr|A0A8I3RY70|A0A8I3RY70_CANLF
OG0012978	sp|Q80XG9|LRRT4_MOUSE	tr|A0A8I3S1W1|A0A8I3S1W1_CANLF
OG0012979	tr|L7N244|L7N244_MOUSE	tr|A0A8I3S549|A0A8I3S549_CANLF
OG0012980	sp|Q9EPL0|XYLT2_MOUSE	sp|Q5QQ50|XYLT2_CANLF
OG0012981	sp|Q61288|ACVL1_MOUSE	tr|A0A7I8AUV5|A0A7I8AUV5_CANLF
OG0012982	sp|A9JSM3|TM238_MOUSE	tr|A0A8I3MCJ7|A0A8I3MCJ7_CANLF
OG0012983	sp|Q7TQK1|INT7_MOUSE	tr|A0A8I3MIC8|A0A8I3MIC8_CANLF
OG0012984	sp|Q7TPC1|CDSN_MOUSE	tr|A0A8I3MP57|A0A8I3MP57_CANLF
OG0012985	sp|Q9D8T4|TV23B_MOUSE	tr|A0A8I3MSY2|A0A8I3MSY2_CANLF
OG0012986	sp|Q01705|NOTC1_MOUSE	tr|A0A8I3MTK6|A0A8I3MTK6_CANLF
OG0012987	sp|Q8K387|UBP45_MOUSE	tr|A0A8I3MU41|A0A8I3MU41_CANLF
OG0012988	sp|Q9Z262|CLD6_MOUSE	tr|A0A8I3MUY9|A0A8I3MUY9_CANLF
OG0012989	sp|Q99P88|NU155_MOUSE	tr|A0A8I3MW92|A0A8I3MW92_CANLF
OG0012990	sp|Q91WQ3|SYYC_MOUSE	tr|A0A8I3MXN7|A0A8I3MXN7_CANLF
OG0012991	sp|O88312|AGR2_MOUSE	tr|A0A8I3N0R3|A0A8I3N0R3_CANLF
OG0012992	sp|Q60629|EPHA5_MOUSE	tr|A0A8I3N250|A0A8I3N250_CANLF
OG0012993	sp|Q570Y9|DPTOR_MOUSE	tr|A0A8I3N593|A0A8I3N593_CANLF
OG0012994	sp|Q9CXF7|CHD1L_MOUSE	tr|A0A8I3N7P3|A0A8I3N7P3_CANLF
OG0012995	sp|Q9D1G0|DNSL2_MOUSE	tr|A0A8I3N915|A0A8I3N915_CANLF
OG0012996	sp|Q9ESN5|CENPK_MOUSE	tr|A0A8I3NB51|A0A8I3NB51_CANLF
OG0012997	sp|Q8C0D4|RHG12_MOUSE	tr|A0A8I3NDX4|A0A8I3NDX4_CANLF
OG0012998	sp|Q8R2H9|PHOP1_MOUSE	tr|A0A8I3NGR6|A0A8I3NGR6_CANLF
OG0012999	sp|Q9QUG2|POLK_MOUSE	tr|A0A8I3NI78|A0A8I3NI78_CANLF
OG0013000	sp|Q8CCG1|ZC21C_MOUSE	tr|A0A8I3P0C8|A0A8I3P0C8_CANLF
OG0013001	sp|Q91WM6|EVA1A_MOUSE	tr|A0A8I3P5D0|A0A8I3P5D0_CANLF
OG0013002	sp|O88854|GALR2_MOUSE	tr|A0A8I3PCM1|A0A8I3PCM1_CANLF
OG0013003	sp|O54998|FKBP7_MOUSE	tr|A0A8I3PGC4|A0A8I3PGC4_CANLF
OG0013004	sp|Q923B0|GGACT_MOUSE	tr|A0A8I3PIL7|A0A8I3PIL7_CANLF
OG0013005	sp|Q99MQ4|ASPN_MOUSE	tr|A0A8I3PJ40|A0A8I3PJ40_CANLF
OG0013006	sp|P63254|CRIP1_MOUSE	tr|A0A8I3PT20|A0A8I3PT20_CANLF
OG0013007	sp|Q8BMF8|GLDN_MOUSE	tr|A0A8I3PTI8|A0A8I3PTI8_CANLF
OG0013008	sp|Q68FF7|SLAI1_MOUSE	tr|A0A8I3PUM2|A0A8I3PUM2_CANLF
OG0013009	sp|O55131|SEPT7_MOUSE	tr|A0A8I3Q048|A0A8I3Q048_CANLF
OG0013010	sp|P61022|CHP1_MOUSE	tr|A0A8I3Q0H4|A0A8I3Q0H4_CANLF
OG0013011	sp|Q80XJ3|TTC28_MOUSE	tr|A0A8I3Q252|A0A8I3Q252_CANLF
OG0013012	sp|P33609|DPOLA_MOUSE	tr|A0A8I3Q7M2|A0A8I3Q7M2_CANLF
OG0013013	sp|P70275|SEM3E_MOUSE	tr|A0A8I3QD90|A0A8I3QD90_CANLF
OG0013014	sp|Q80VL3|PRIC3_MOUSE	tr|A0A8I3QDP0|A0A8I3QDP0_CANLF
OG0013015	sp|Q9D2Z1|CEA20_MOUSE	tr|A0A8I3RVF3|A0A8I3RVF3_CANLF
OG0013016	sp|A2AH22|AMRA1_MOUSE	tr|A0A8I3S6E7|A0A8I3S6E7_CANLF
OG0013017	sp|Q6P8X9|FLTOP_MOUSE	tr|A0A8I3S6W2|A0A8I3S6W2_CANLF
OG0013018	sp|Q8BG09|T184B_MOUSE	tr|A0A8I3S8M2|A0A8I3S8M2_CANLF
OG0013019	sp|Q02395|MTF2_MOUSE	tr|A0A8P0NL59|A0A8P0NL59_CANLF
OG0013020	sp|Q9WV69|DEMA_MOUSE	tr|A0A8P0NQZ5|A0A8P0NQZ5_CANLF
OG0013021	sp|Q3UIL6|PKHA7_MOUSE	tr|A0A8P0P3B6|A0A8P0P3B6_CANLF
OG0013023	sp|Q8BTQ0|PCGF3_MOUSE	tr|A0A8I3MIF2|A0A8I3MIF2_CANLF
OG0013024	sp|Q6PFX6|CAD24_MOUSE	tr|A0A8I3MPI5|A0A8I3MPI5_CANLF
OG0013025	sp|Q9ERH8|S28A3_MOUSE	tr|A0A8I3MR43|A0A8I3MR43_CANLF
OG0013026	sp|Q8R1Q3|ANGL7_MOUSE	tr|A0A8I3MTW8|A0A8I3MTW8_CANLF
OG0013027	sp|Q8C4Q9|TM154_MOUSE	tr|A0A8I3MW11|A0A8I3MW11_CANLF
OG0013028	sp|Q8BHW9|SLNL1_MOUSE	tr|A0A8I3N0N2|A0A8I3N0N2_CANLF
OG0013029	sp|O35696|SIA8B_MOUSE	tr|A0A8I3N3C9|A0A8I3N3C9_CANLF
OG0013030	sp|Q8R4E9|CDT1_MOUSE	tr|A0A8I3N4A1|A0A8I3N4A1_CANLF
OG0013031	sp|O88531|PPT1_MOUSE	tr|A0A8I3N6X0|A0A8I3N6X0_CANLF
OG0013032	sp|P58043|SESN2_MOUSE	tr|A0A8I3NDS6|A0A8I3NDS6_CANLF
OG0013033	sp|Q7TQ07|DPOLN_MOUSE	tr|A0A8I3NJJ2|A0A8I3NJJ2_CANLF
OG0013034	sp|Q9CTN4|RHBT3_MOUSE	tr|A0A8I3NLE2|A0A8I3NLE2_CANLF
OG0013035	sp|Q5SVD0|RFLB_MOUSE	tr|A0A8I3NLU8|A0A8I3NLU8_CANLF
OG0013036	sp|O70325|GPX4_MOUSE	tr|A0A8I3NM22|A0A8I3NM22_CANLF
OG0013037	sp|Q9CRC0|VKOR1_MOUSE	tr|A0A8I3NM38|A0A8I3NM38_CANLF
OG0013038	sp|Q9DD23|LYPD2_MOUSE	tr|A0A8I3NMZ6|A0A8I3NMZ6_CANLF
OG0013039	tr|A0A1B0GSF6|A0A1B0GSF6_MOUSE	tr|A0A8I3NNZ4|A0A8I3NNZ4_CANLF
OG0013040	sp|Q91XL9|OSBL1_MOUSE	tr|A0A8I3NPK5|A0A8I3NPK5_CANLF
OG0013041	sp|Q9QWF0|CAF1A_MOUSE	tr|A0A8I3NUH1|A0A8I3NUH1_CANLF
OG0013042	sp|Q05909|PTPRG_MOUSE	tr|A0A8I3NWQ4|A0A8I3NWQ4_CANLF
OG0013043	sp|Q8BHC1|RB39B_MOUSE	tr|A0A8I3NZ28|A0A8I3NZ28_CANLF
OG0013044	sp|Q9CWV7|ZSWM1_MOUSE	tr|A0A8I3NZC1|A0A8I3NZC1_CANLF
OG0013045	sp|Q8CFN5|MEF2C_MOUSE	tr|A0A8I3P2S9|A0A8I3P2S9_CANLF
OG0013046	sp|Q04890|SOX12_MOUSE	tr|A0A8I3P314|A0A8I3P314_CANLF
OG0013047	sp|P0C7N9|PSMG4_MOUSE	tr|A0A8I3P317|A0A8I3P317_CANLF
OG0013048	sp|Q91WE3|RPP25_MOUSE	tr|A0A8I3P4R3|A0A8I3P4R3_CANLF
OG0013049	sp|Q8R332|NUP58_MOUSE	tr|A0A8I3P537|A0A8I3P537_CANLF
OG0013050	sp|Q62417|SRBS1_MOUSE	tr|A0A8I3PNH3|A0A8I3PNH3_CANLF
OG0013051	sp|O35710|NOCT_MOUSE	tr|A0A8I3PQA8|A0A8I3PQA8_CANLF
OG0013052	sp|Q8R1S9|S38A4_MOUSE	tr|A0A8I3PS32|A0A8I3PS32_CANLF
OG0013054	sp|O54879|HMGB3_MOUSE	tr|A0A8I3Q3D5|A0A8I3Q3D5_CANLF
OG0013055	sp|P53347|ONCM_MOUSE	tr|A0A8I3Q5M1|A0A8I3Q5M1_CANLF
OG0013056	sp|Q8BSY0|ASPH_MOUSE	tr|A0A8I3Q886|A0A8I3Q886_CANLF
