Orthogroup	Mus_musculus	Otolemur_garnettii
OG0011398	sp|P09450|JUNB_MOUSE	tr|H0XSX7|H0XSX7_OTOGA
OG0011399	sp|P26151|FCGR1_MOUSE	tr|H0XAI4|H0XAI4_OTOGA
OG0011400	sp|P27573|MYP0_MOUSE	tr|H0X9Q9|H0X9Q9_OTOGA
OG0011401	sp|P27661|H2AX_MOUSE	tr|H0XQR1|H0XQR1_OTOGA
OG0011402	sp|P30730|LSHR_MOUSE	tr|H0X5G9|H0X5G9_OTOGA
OG0011403	sp|P48299|EDN3_MOUSE	tr|H0XU51|H0XU51_OTOGA
OG0011404	sp|P53668|LIMK1_MOUSE	tr|H0X8N2|H0X8N2_OTOGA
OG0011405	sp|P54731|FAF1_MOUSE	tr|H0WN55|H0WN55_OTOGA
OG0011406	sp|P58468|SLX9_MOUSE	tr|H0X0Z8|H0X0Z8_OTOGA
OG0011407	sp|Q03145|EPHA2_MOUSE	tr|H0WRA2|H0WRA2_OTOGA
OG0011408	sp|Q06180|PTN2_MOUSE	tr|H0Y046|H0Y046_OTOGA
OG0011409	sp|Q0P5X1|LRIQ1_MOUSE	tr|H0XAR8|H0XAR8_OTOGA
OG0011410	sp|Q3URR0|CENPW_MOUSE	tr|H0XS85|H0XS85_OTOGA
OG0011411	sp|Q3V124|EID3_MOUSE	tr|H0XZI0|H0XZI0_OTOGA
OG0011412	sp|Q562E2|KCD19_MOUSE	tr|H0WFK0|H0WFK0_OTOGA
OG0011413	sp|Q64693|OBF1_MOUSE	tr|H0X7D0|H0X7D0_OTOGA
OG0011414	sp|Q6IMB1|RSLBA_MOUSE	tr|H0WXW0|H0WXW0_OTOGA
OG0011415	sp|Q6IYF8|OXGR1_MOUSE	tr|H0XR65|H0XR65_OTOGA
OG0011416	sp|Q6PCQ0|IQCE_MOUSE	tr|H0XNV9|H0XNV9_OTOGA
OG0011417	sp|Q6VMN6|PRLHR_MOUSE	tr|H0XRS1|H0XRS1_OTOGA
OG0011418	sp|Q78PY7|SND1_MOUSE	tr|H0X8X7|H0X8X7_OTOGA
OG0011419	sp|Q80VP8|T106C_MOUSE	tr|H0WS58|H0WS58_OTOGA
OG0011420	sp|Q8BGT6|MILK1_MOUSE	tr|H0XCF0|H0XCF0_OTOGA
OG0011421	sp|Q8BHA1|LRC24_MOUSE	tr|H0X876|H0X876_OTOGA
OG0011422	sp|Q8BMB0|EMSY_MOUSE	tr|H0X4T4|H0X4T4_OTOGA
OG0011423	sp|Q8BTT6|UTP25_MOUSE	tr|H0X3A0|H0X3A0_OTOGA
OG0011424	sp|Q8C031|LRC4C_MOUSE	tr|H0WIA0|H0WIA0_OTOGA
OG0011425	sp|Q8C1F4|CGAT2_MOUSE	tr|H0WLZ5|H0WLZ5_OTOGA
OG0011426	sp|Q8CHP6|PHC3_MOUSE	tr|H0WZK6|H0WZK6_OTOGA
OG0011427	sp|Q8CJ12|AGRG2_MOUSE	tr|H0X5E8|H0X5E8_OTOGA
OG0011428	sp|Q8JZS0|LIN7A_MOUSE	tr|H0WQA3|H0WQA3_OTOGA
OG0011429	sp|Q8R1H8|BATF2_MOUSE	tr|H0WIF5|H0WIF5_OTOGA
OG0011430	sp|Q8R5F7|IFIH1_MOUSE	tr|H0X7B9|H0X7B9_OTOGA
OG0011431	sp|Q91WN4|KMO_MOUSE	tr|H0X1L0|H0X1L0_OTOGA
OG0011432	sp|Q920G8|MFRN1_MOUSE	tr|H0WIB4|H0WIB4_OTOGA
OG0011433	sp|Q9CQ76|NEPN_MOUSE	tr|H0Y0F4|H0Y0F4_OTOGA
OG0011434	sp|Q9CZG3|COMD8_MOUSE	tr|H0X9U8|H0X9U8_OTOGA
OG0011435	sp|Q9CZS3|CEP20_MOUSE	tr|H0WI87|H0WI87_OTOGA
OG0011436	sp|Q9D0A0|DET1_MOUSE	tr|H0WQK6|H0WQK6_OTOGA
OG0011437	sp|Q9D287|SPF27_MOUSE	tr|H0WWJ1|H0WWJ1_OTOGA
OG0011438	sp|Q9D4K4|FACOS_MOUSE	tr|H0XYG5|H0XYG5_OTOGA
OG0011439	sp|Q9D710|TMX2_MOUSE	tr|H0XT93|H0XT93_OTOGA
OG0011440	sp|Q9D8Y8|ING5_MOUSE	tr|H0XHC4|H0XHC4_OTOGA
OG0011441	sp|Q9D9P2|CC103_MOUSE	tr|H0XSH4|H0XSH4_OTOGA
OG0011442	sp|Q9DBU5|RNF6_MOUSE	tr|H0Y1Q0|H0Y1Q0_OTOGA
OG0011443	sp|Q9ESM3|HPLN2_MOUSE	tr|H0XRR0|H0XRR0_OTOGA
OG0011444	sp|Q9JHQ0|ANXA9_MOUSE	tr|H0X2G3|H0X2G3_OTOGA
OG0011445	sp|Q9WTM3|SEM6C_MOUSE	tr|H0X2I8|H0X2I8_OTOGA
OG0011446	sp|Q9Z1D8|ZKSC5_MOUSE	tr|H0X3N7|H0X3N7_OTOGA
OG0011447	sp|A2RSJ4|UH1BL_MOUSE	tr|H0WJ89|H0WJ89_OTOGA
OG0011448	tr|E9PVD9|E9PVD9_MOUSE	tr|H0WR52|H0WR52_OTOGA
OG0011449	tr|E9Q5N9|E9Q5N9_MOUSE	tr|H0X7M8|H0X7M8_OTOGA
OG0011450	sp|O08742|GPV_MOUSE	tr|H0XU02|H0XU02_OTOGA
OG0011451	sp|O35417|PDYN_MOUSE	tr|H0XTQ0|H0XTQ0_OTOGA
OG0011452	sp|O35906|SPIB_MOUSE	tr|H0X7A4|H0X7A4_OTOGA
OG0011453	sp|O70582|LX12B_MOUSE	tr|H0WJQ7|H0WJQ7_OTOGA
OG0011454	sp|P02525|CRBA1_MOUSE	tr|H0XAF3|H0XAF3_OTOGA
OG0011455	sp|P09535|IGF2_MOUSE	tr|B5FWC1|B5FWC1_OTOGA
OG0011456	sp|P0C872|JMJD7_MOUSE	tr|H0XJ36|H0XJ36_OTOGA
OG0011457	sp|P25801|RBTN2_MOUSE	tr|H0XAZ6|H0XAZ6_OTOGA
OG0011458	sp|P31041|CD28_MOUSE	tr|H0X781|H0X781_OTOGA
OG0011459	sp|P43277|H13_MOUSE	tr|H0XMF6|H0XMF6_OTOGA
OG0011460	sp|P59383|LRRN4_MOUSE	tr|H0X836|H0X836_OTOGA
OG0011461	sp|P62717|RL18A_MOUSE	tr|H0XRF5|H0XRF5_OTOGA
OG0011462	sp|P70441|NHRF1_MOUSE	tr|H0XNL3|H0XNL3_OTOGA
OG0011463	sp|Q00286|PIT1_MOUSE	tr|H0WQ72|H0WQ72_OTOGA
OG0011464	sp|Q06890|CLUS_MOUSE	tr|H0XZ79|H0XZ79_OTOGA
OG0011465	sp|Q0P5V2|SOBP_MOUSE	tr|H0WU02|H0WU02_OTOGA
OG0011466	sp|Q0PHV7|DACT3_MOUSE	tr|H0XUN0|H0XUN0_OTOGA
OG0011467	sp|Q0ZCJ7|MASTR_MOUSE	tr|H0WN14|H0WN14_OTOGA
OG0011468	sp|Q3KNK3|NB5R2_MOUSE	tr|H0WUX5|H0WUX5_OTOGA
OG0011469	tr|Q3LR78|Q3LR78_MOUSE	tr|H0X0H6|H0X0H6_OTOGA
OG0011470	sp|Q3TL26|TFB2M_MOUSE	tr|H0WX47|H0WX47_OTOGA
OG0011471	sp|Q3UPC7|K0825_MOUSE	tr|H0WP56|H0WP56_OTOGA
OG0011472	sp|Q4VBF2|R3HD4_MOUSE	tr|H0XHD1|H0XHD1_OTOGA
OG0011473	sp|Q569E7|ZN697_MOUSE	tr|H0XJZ8|H0XJZ8_OTOGA
OG0011474	sp|Q5H8A1|NMS_MOUSE	tr|H0XCM4|H0XCM4_OTOGA
OG0011475	sp|Q60953|PML_MOUSE	tr|H0WVI6|H0WVI6_OTOGA
OG0011476	sp|Q61790|LAG3_MOUSE	tr|H0XLC4|H0XLC4_OTOGA
OG0011477	sp|Q62283|TSN7_MOUSE	tr|H0WYQ2|H0WYQ2_OTOGA
OG0011478	sp|Q6IR34|GPSM1_MOUSE	tr|H0Y279|H0Y279_OTOGA
OG0011479	sp|Q80YR2|FHI2B_MOUSE	tr|H0WQV2|H0WQV2_OTOGA
OG0011480	sp|Q8BGP5|TM127_MOUSE	tr|H0XTV8|H0XTV8_OTOGA
OG0011481	sp|Q8C1Q4|METRN_MOUSE	tr|H0XYA9|H0XYA9_OTOGA
OG0011482	sp|Q8CC27|CACB2_MOUSE	tr|H0WNS0|H0WNS0_OTOGA
OG0011483	sp|Q8CIE6|COPA_MOUSE	tr|H0X315|H0X315_OTOGA
OG0011484	sp|Q8K2V6|IPO11_MOUSE	tr|H0WGM1|H0WGM1_OTOGA
OG0011485	sp|Q8QZW3|F151A_MOUSE	tr|H0XIG6|H0XIG6_OTOGA
OG0011486	sp|Q8R0V5|I23O2_MOUSE	tr|H0X825|H0X825_OTOGA
OG0011487	sp|Q8R2R1|POMT1_MOUSE	tr|H0X7R6|H0X7R6_OTOGA
OG0011488	sp|Q8VCL2|SCO2_MOUSE	tr|H0XU76|H0XU76_OTOGA
OG0011489	sp|Q8VDI9|ALG9_MOUSE	tr|H0X7G0|H0X7G0_OTOGA
OG0011490	sp|Q8VIM4|BSND_MOUSE	tr|H0WM81|H0WM81_OTOGA
OG0011491	sp|Q91WW7|PLPL3_MOUSE	tr|H0WT53|H0WT53_OTOGA
OG0011492	sp|Q923X1|AGRL4_MOUSE	tr|H0WTJ0|H0WTJ0_OTOGA
OG0011493	sp|Q9CQV1|TIM16_MOUSE	tr|H0XCS7|H0XCS7_OTOGA
OG0011494	sp|Q9CS00|CATIN_MOUSE	tr|H0X2K6|H0X2K6_OTOGA
OG0011495	sp|Q9CUB6|OTUD1_MOUSE	tr|H0XIC4|H0XIC4_OTOGA
OG0011496	sp|Q9CXE7|TMED5_MOUSE	tr|H0XCG6|H0XCG6_OTOGA
OG0011497	sp|Q9D2I5|ARMC9_MOUSE	tr|H0X6E6|H0X6E6_OTOGA
OG0011498	sp|Q9D7M8|RPB4_MOUSE	tr|H0XGW1|H0XGW1_OTOGA
OG0011499	sp|Q9JM62|REEP6_MOUSE	tr|H0WG06|H0WG06_OTOGA
OG0011500	sp|Q9WTW3|KCNE4_MOUSE	tr|H0XF41|H0XF41_OTOGA
OG0011501	sp|Q9Z0H0|CDC7_MOUSE	tr|H0XLT5|H0XLT5_OTOGA
OG0011502	sp|A2AGA4|RHBL2_MOUSE	tr|H0XBF6|H0XBF6_OTOGA
OG0011503	sp|A2ARV4|LRP2_MOUSE	tr|H0WXB6|H0WXB6_OTOGA
OG0011504	sp|B2RQE8|RHG42_MOUSE	tr|H0X6L3|H0X6L3_OTOGA
OG0011505	tr|B2RXC2|B2RXC2_MOUSE	tr|H0X765|H0X765_OTOGA
OG0011506	sp|E9Q5G3|KIF23_MOUSE	tr|H0XXS1|H0XXS1_OTOGA
OG0011507	sp|O08997|ATOX1_MOUSE	tr|H0X8L3|H0X8L3_OTOGA
OG0011508	sp|O35130|NEP1_MOUSE	tr|H0WVB5|H0WVB5_OTOGA
OG0011509	sp|O35914|BNC1_MOUSE	tr|H0X6A0|H0X6A0_OTOGA
OG0011510	sp|O88898|P63_MOUSE	tr|H0WNK7|H0WNK7_OTOGA
OG0011511	sp|O88962|CP8B1_MOUSE	tr|H0WKW8|H0WKW8_OTOGA
OG0011512	sp|P37172|ACVR1_MOUSE	tr|H0X5A0|H0X5A0_OTOGA
OG0011513	sp|P59759|MRTFB_MOUSE	tr|H0XBL0|H0XBL0_OTOGA
OG0011514	sp|P60853|LZTS1_MOUSE	tr|H0WXV2|H0WXV2_OTOGA
OG0011515	sp|P61226|RAP2B_MOUSE	tr|H0XK87|H0XK87_OTOGA
OG0011516	sp|P70345|B2CL2_MOUSE	tr|H0XR82|H0XR82_OTOGA
OG0011517	sp|P83741|WNK1_MOUSE	tr|H0XBY9|H0XBY9_OTOGA
OG0011518	sp|P97306|STAC_MOUSE	tr|H0WVP4|H0WVP4_OTOGA
OG0011519	sp|P97412|LYST_MOUSE	tr|H0WFT7|H0WFT7_OTOGA
OG0011520	sp|Q059U7|INTU_MOUSE	tr|H0WSR5|H0WSR5_OTOGA
OG0011521	sp|Q07832|PLK1_MOUSE	tr|H0WSC6|H0WSC6_OTOGA
OG0011522	sp|Q3TXU5|DHYS_MOUSE	tr|H0X7R9|H0X7R9_OTOGA
OG0011523	sp|Q3U1D9|CD047_MOUSE	tr|H0XBN9|H0XBN9_OTOGA
OG0011524	sp|Q3U2A8|SYVM_MOUSE	tr|H0WTG8|H0WTG8_OTOGA
OG0011525	sp|Q3UJB9|EDC4_MOUSE	tr|H0XDK6|H0XDK6_OTOGA
OG0011526	sp|Q3UZ57|AXDN1_MOUSE	tr|H0WXJ1|H0WXJ1_OTOGA
OG0011527	sp|Q5DU31|ICEF1_MOUSE	tr|H0X4Y9|H0X4Y9_OTOGA
OG0011528	sp|Q60614|AA2BR_MOUSE	tr|H0XS12|H0XS12_OTOGA
OG0011529	sp|Q6A025|PPR26_MOUSE	tr|H0XZD8|H0XZD8_OTOGA
OG0011530	tr|Q6PHP6|Q6PHP6_MOUSE	tr|H0XIB8|H0XIB8_OTOGA
OG0011531	sp|Q78XR0|TPC6A_MOUSE	tr|H0XNR3|H0XNR3_OTOGA
OG0011532	sp|Q80TL4|PHF24_MOUSE	tr|H0XBH1|H0XBH1_OTOGA
OG0011533	sp|Q80YD6|SRGEF_MOUSE	tr|H0X4B1|H0X4B1_OTOGA
OG0011534	sp|Q80ZQ3|CH074_MOUSE	tr|H0XGH5|H0XGH5_OTOGA
OG0011535	sp|Q811S7|UBIP1_MOUSE	tr|H0WHL1|H0WHL1_OTOGA
OG0011536	sp|Q8BJ52|PLPR5_MOUSE	tr|H0WLF6|H0WLF6_OTOGA
OG0011537	sp|Q8BLM0|KLF8_MOUSE	tr|H0WG86|H0WG86_OTOGA
OG0011538	sp|Q8BR07|BICD1_MOUSE	tr|H0WQT9|H0WQT9_OTOGA
OG0011539	sp|Q8BUK6|HOOK3_MOUSE	tr|H0X3P9|H0X3P9_OTOGA
OG0011540	sp|Q8C9A2|ENDOV_MOUSE	tr|H0XQC0|H0XQC0_OTOGA
OG0011541	sp|Q8CB67|LRP11_MOUSE	tr|H0X747|H0X747_OTOGA
OG0011542	sp|Q8QZT1|THIL_MOUSE	tr|H0XH58|H0XH58_OTOGA
OG0011543	sp|Q8R2Y0|ABHD6_MOUSE	tr|H0WV79|H0WV79_OTOGA
OG0011544	sp|Q91V81|RBM42_MOUSE	tr|H0WP99|H0WP99_OTOGA
OG0011545	sp|Q99J31|OPHN1_MOUSE	tr|H0XVS2|H0XVS2_OTOGA
OG0011546	sp|Q9CQT7|DESI1_MOUSE	tr|H0WLL4|H0WLL4_OTOGA
OG0011547	sp|Q9D6X5|S52A3_MOUSE	tr|H0X7Z1|H0X7Z1_OTOGA
OG0011548	sp|Q9D6Y1|CCDC3_MOUSE	tr|H0Y045|H0Y045_OTOGA
OG0011549	sp|Q9DAE7|CK097_MOUSE	tr|H0XTI3|H0XTI3_OTOGA
OG0011550	sp|Q9DAX2|PLPP2_MOUSE	tr|H0XIQ3|H0XIQ3_OTOGA
OG0011551	sp|Q9ESK9|RBCC1_MOUSE	tr|H0XFQ9|H0XFQ9_OTOGA
OG0011552	sp|Q9ESP5|FEZF2_MOUSE	tr|H0WXQ8|H0WXQ8_OTOGA
OG0011553	sp|Q9JHK4|PGTA_MOUSE	tr|H0XQ22|H0XQ22_OTOGA
OG0011554	sp|Q9JIS3|SMCO4_MOUSE	tr|H0XG14|H0XG14_OTOGA
OG0011555	sp|Q9JJ48|ZC3H8_MOUSE	tr|H0WKZ8|H0WKZ8_OTOGA
OG0011556	sp|Q9JK81|MYG1_MOUSE	tr|H0X0M8|H0X0M8_OTOGA
OG0011557	sp|Q9JLM4|ZMYM3_MOUSE	tr|H0X9N2|H0X9N2_OTOGA
OG0011558	sp|Q9JMA9|S6A14_MOUSE	tr|H0WHW2|H0WHW2_OTOGA
OG0011559	sp|Q9QXL8|NDK7_MOUSE	tr|H0X1U7|H0X1U7_OTOGA
OG0011560	sp|Q9R045|ANGL2_MOUSE	tr|H0WNX1|H0WNX1_OTOGA
OG0011561	sp|Q9WU63|HEBP2_MOUSE	tr|H0WR47|H0WR47_OTOGA
OG0011562	tr|A0A3Q4EHH0|A0A3Q4EHH0_MOUSE	tr|H0XVE1|H0XVE1_OTOGA
OG0011563	tr|A2AMD2|A2AMD2_MOUSE	tr|H0WNP3|H0WNP3_OTOGA
OG0011564	sp|B0QZF7|PRCA1_MOUSE	tr|H0X669|H0X669_OTOGA
OG0011565	sp|O35988|SDC4_MOUSE	tr|H0WW06|H0WW06_OTOGA
OG0011566	sp|O88987|AKAP3_MOUSE	tr|H0WRL0|H0WRL0_OTOGA
OG0011567	sp|O89104|SYPL2_MOUSE	tr|H0X9C9|H0X9C9_OTOGA
OG0011568	sp|P09066|HME2_MOUSE	tr|H0WSD0|H0WSD0_OTOGA
OG0011569	sp|P0C192|LRC4B_MOUSE	tr|H0XRH7|H0XRH7_OTOGA
OG0011570	sp|P0C6A2|MAMD1_MOUSE	tr|H0X957|H0X957_OTOGA
OG0011571	sp|P28334|5HT1B_MOUSE	tr|H0XCW2|H0XCW2_OTOGA
OG0011572	sp|P32211|ACM4_MOUSE	tr|H0XRZ0|H0XRZ0_OTOGA
OG0011573	sp|P35295|RAB20_MOUSE	tr|H0X240|H0X240_OTOGA
OG0011574	sp|P50431|GLYC_MOUSE	tr|H0X7X8|H0X7X8_OTOGA
OG0011575	sp|P51910|APOD_MOUSE	tr|H0X2F5|H0X2F5_OTOGA
OG0011576	sp|P62823|RAB3C_MOUSE	tr|H0XB98|H0XB98_OTOGA
OG0011577	sp|Q08ED0|B2L15_MOUSE	tr|H0XA35|H0XA35_OTOGA
OG0011578	sp|Q3TPJ7|MIDN_MOUSE	tr|H0XQ04|H0XQ04_OTOGA
OG0011579	sp|Q3UN58|FAP20_MOUSE	tr|H0XP13|H0XP13_OTOGA
OG0011580	sp|Q3V038|TTC9A_MOUSE	tr|H0XZZ2|H0XZZ2_OTOGA
OG0011581	tr|Q3V061|Q3V061_MOUSE	tr|H0XY97|H0XY97_OTOGA
OG0011582	sp|Q60692|PSB6_MOUSE	tr|H0X102|H0X102_OTOGA
OG0011583	sp|Q69ZH9|RHG23_MOUSE	tr|H0XZJ3|H0XZJ3_OTOGA
OG0011584	sp|Q69ZK5|KLH14_MOUSE	tr|H0XCW7|H0XCW7_OTOGA
OG0011585	sp|Q6GQX6|ANKS6_MOUSE	tr|H0WII5|H0WII5_OTOGA
OG0011586	sp|Q6RI63|F120B_MOUSE	tr|H0WML7|H0WML7_OTOGA
OG0011587	sp|Q810N5|CL060_MOUSE	tr|H0X2V8|H0X2V8_OTOGA
OG0011588	sp|Q8BFS6|CPPED_MOUSE	tr|H0X6T4|H0X6T4_OTOGA
OG0011589	sp|Q8BRH3|RHG19_MOUSE	tr|H0XU40|H0XU40_OTOGA
OG0011590	sp|Q8BSI6|R3HC1_MOUSE	tr|H0WIA7|H0WIA7_OTOGA
OG0011591	sp|Q8C7X2|EMC1_MOUSE	tr|H0X8D6|H0X8D6_OTOGA
OG0011592	sp|Q8CHQ0|FBX4_MOUSE	tr|H0WJX0|H0WJX0_OTOGA
OG0011593	sp|Q8CIM5|GPR84_MOUSE	tr|H0XH40|H0XH40_OTOGA
OG0011594	sp|Q8K5B8|HXC12_MOUSE	tr|H0XRA6|H0XRA6_OTOGA
OG0011595	sp|Q8R151|ZNFX1_MOUSE	tr|H0WK38|H0WK38_OTOGA
OG0011596	sp|Q8R314|S35F5_MOUSE	tr|H0XFS4|H0XFS4_OTOGA
OG0011597	sp|Q8VC66|ADIP_MOUSE	tr|H0WQD3|H0WQD3_OTOGA
OG0011598	sp|Q8VCD3|LMA1L_MOUSE	tr|H0WSE2|H0WSE2_OTOGA
OG0011599	sp|Q91V64|ISOC1_MOUSE	tr|H0WU35|H0WU35_OTOGA
OG0011600	sp|Q921L7|HEMK1_MOUSE	tr|H0WJN6|H0WJN6_OTOGA
OG0011601	sp|Q922R1|PHAF1_MOUSE	tr|H0WQ31|H0WQ31_OTOGA
OG0011602	sp|Q99JB0|KLF7_MOUSE	tr|H0XGM0|H0XGM0_OTOGA
OG0011603	sp|Q99K95|RTF2_MOUSE	tr|H0WPX0|H0WPX0_OTOGA
OG0011604	sp|Q99LF4|RTCB_MOUSE	tr|B5FW82|B5FW82_OTOGA
OG0011605	sp|Q9CQ84|UBL4B_MOUSE	tr|H0XIF4|H0XIF4_OTOGA
OG0011606	sp|Q9CQ85|TIM22_MOUSE	tr|H0X3S9|H0X3S9_OTOGA
OG0011607	sp|Q9CQI3|GMFB_MOUSE	tr|H0X113|H0X113_OTOGA
OG0011608	sp|Q9CR46|SKA2_MOUSE	tr|H0Y0S1|H0Y0S1_OTOGA
OG0011609	sp|Q9D1G2|PMVK_MOUSE	tr|H0WSE7|H0WSE7_OTOGA
OG0011610	sp|Q9D3N8|GRTP1_MOUSE	tr|H0X1I1|H0X1I1_OTOGA
OG0011611	sp|Q9D650|LRAT1_MOUSE	tr|H0XWN0|H0XWN0_OTOGA
OG0011612	sp|Q9D7I0|SHSA5_MOUSE	tr|H0Y1S1|H0Y1S1_OTOGA
OG0011613	sp|Q9DAK9|PHP14_MOUSE	tr|H0XUK7|H0XUK7_OTOGA
OG0011614	sp|Q9ER88|RT29_MOUSE	tr|H0WHB5|H0WHB5_OTOGA
OG0011615	sp|Q9JHG6|RCAN1_MOUSE	tr|H0XH83|H0XH83_OTOGA
OG0011616	sp|Q9JIC3|DCR1A_MOUSE	tr|H0WZI3|H0WZI3_OTOGA
OG0011617	sp|Q9JK48|SHLB1_MOUSE	tr|H0X0P7|H0X0P7_OTOGA
OG0011618	sp|Q9JKP7|DPOE3_MOUSE	tr|H0XNA5|H0XNA5_OTOGA
OG0011619	sp|Q9JKV5|SCAM4_MOUSE	tr|H0XTT2|H0XTT2_OTOGA
OG0011620	sp|Q9WUN2|TBK1_MOUSE	tr|H0WR08|H0WR08_OTOGA
OG0011621	sp|Q9WVH9|FBLN5_MOUSE	tr|H0WYT3|H0WYT3_OTOGA
OG0011622	tr|A0A571BF63|A0A571BF63_MOUSE	tr|H0WR25|H0WR25_OTOGA
OG0011623	tr|A1E5L0|A1E5L0_MOUSE	tr|H0WPN0|H0WPN0_OTOGA
OG0011624	sp|B1AVZ0|UPP_MOUSE	tr|H0XG36|H0XG36_OTOGA
OG0011625	tr|E9PV26|E9PV26_MOUSE	tr|H0XL85|H0XL85_OTOGA
OG0011626	sp|E9Q2M9|WDFY4_MOUSE	tr|H0WV48|H0WV48_OTOGA
OG0011627	tr|E9Q7L6|E9Q7L6_MOUSE	tr|H0X5F6|H0X5F6_OTOGA
OG0011628	sp|O08584|KLF6_MOUSE	tr|H0X6H6|H0X6H6_OTOGA
OG0011629	sp|O35423|AGT1_MOUSE	tr|H0X1X4|H0X1X4_OTOGA
OG0011630	sp|O55106|STRN_MOUSE	tr|H0WZ31|H0WZ31_OTOGA
OG0011631	sp|P08042|ZFP1_MOUSE	tr|H0WJL2|H0WJL2_OTOGA
OG0011632	sp|P18337|LYAM1_MOUSE	tr|H0X1X3|H0X1X3_OTOGA
OG0011633	sp|P23813|HXD11_MOUSE	tr|H0XJQ7|H0XJQ7_OTOGA
OG0011634	sp|P40936|INMT_MOUSE	tr|H0X8W1|H0X8W1_OTOGA
OG0011635	sp|P41164|ETV1_MOUSE	tr|H0XFC3|H0XFC3_OTOGA
OG0011636	sp|P50586|TUB_MOUSE	tr|H0X8G7|H0X8G7_OTOGA
OG0011637	sp|P58659|EVA1C_MOUSE	tr|H0X070|H0X070_OTOGA
OG0011638	sp|P61219|RPAB2_MOUSE	tr|H0Y235|H0Y235_OTOGA
OG0011639	sp|P61249|CNCG_MOUSE	tr|H0X2X2|H0X2X2_OTOGA
OG0011640	sp|P80315|TCPD_MOUSE	tr|H0WNW2|H0WNW2_OTOGA
OG0011641	sp|P97858|S35B1_MOUSE	tr|H0WHR8|H0WHR8_OTOGA
OG0011642	sp|Q08652|RET2_MOUSE	tr|H0X2B1|H0X2B1_OTOGA
OG0011643	sp|Q08943|SSRP1_MOUSE	tr|H0XBV0|H0XBV0_OTOGA
OG0011644	tr|Q0VDY1|Q0VDY1_MOUSE	tr|H0XQ42|H0XQ42_OTOGA
OG0011645	sp|Q3URE1|ACSF3_MOUSE	tr|H0WIC5|H0WIC5_OTOGA
OG0011646	sp|Q3URK1|CC190_MOUSE	tr|H0X3V4|H0X3V4_OTOGA
OG0011647	sp|Q3UV70|PDP1_MOUSE	tr|H0XTY7|H0XTY7_OTOGA
OG0011648	sp|Q3UW68|CAN13_MOUSE	tr|H0WIW5|H0WIW5_OTOGA
OG0011649	sp|Q497H0|ZFAN3_MOUSE	tr|H0XJS3|H0XJS3_OTOGA
OG0011650	sp|Q499X9|SYMM_MOUSE	tr|H0XQY4|H0XQY4_OTOGA
OG0011651	sp|Q5SF07|IF2B2_MOUSE	tr|H0X306|H0X306_OTOGA
OG0011652	sp|Q5Y5T1|ZDH20_MOUSE	tr|H0XAJ4|H0XAJ4_OTOGA
OG0011653	sp|Q61337|BAD_MOUSE	tr|H0WVR2|H0WVR2_OTOGA
OG0011654	sp|Q61826|MADCA_MOUSE	tr|H0WQ95|H0WQ95_OTOGA
OG0011655	sp|Q64028|PHC1_MOUSE	tr|H0WSF1|H0WSF1_OTOGA
OG0011656	sp|Q6P5E6|GGA2_MOUSE	tr|H0XCY2|H0XCY2_OTOGA
OG0011657	sp|Q761V0|SC6A5_MOUSE	tr|H0X8Z0|H0X8Z0_OTOGA
OG0011658	sp|Q7TNH6|NPHP3_MOUSE	tr|H0WX68|H0WX68_OTOGA
OG0011659	sp|Q80T69|RSBN1_MOUSE	tr|H0XA32|H0XA32_OTOGA
OG0011660	sp|Q80WQ8|M18BP_MOUSE	tr|H0WLY8|H0WLY8_OTOGA
OG0011661	sp|Q8BJQ4|TCAM2_MOUSE	tr|H0WK27|H0WK27_OTOGA
OG0011662	sp|Q8BMP4|GPER1_MOUSE	tr|H0X6M6|H0X6M6_OTOGA
OG0011663	sp|Q8BQX5|TMCO6_MOUSE	tr|H0XAX3|H0XAX3_OTOGA
OG0011664	sp|Q8BYH3|TRM13_MOUSE	tr|H0WSG1|H0WSG1_OTOGA
OG0011665	sp|Q8BYK5|PHAR3_MOUSE	tr|H0WQH8|H0WQH8_OTOGA
OG0011666	sp|Q8C1Q6|SMIM4_MOUSE	tr|H0WP53|H0WP53_OTOGA
OG0011667	sp|Q8C2P3|DUS1L_MOUSE	tr|H0WS65|H0WS65_OTOGA
OG0011668	sp|Q8CB96|RASF4_MOUSE	tr|H0WKK2|H0WKK2_OTOGA
OG0011669	sp|Q8K274|KT3K_MOUSE	tr|H0WHR0|H0WHR0_OTOGA
OG0011670	sp|Q8VCC6|CCM2L_MOUSE	tr|H0XXM3|H0XXM3_OTOGA
OG0011671	sp|Q8VCI5|PEX19_MOUSE	tr|H0Y172|H0Y172_OTOGA
OG0011672	sp|Q8VDQ8|SIR2_MOUSE	tr|H0WY52|H0WY52_OTOGA
OG0011673	sp|Q922M3|BACD3_MOUSE	tr|H0WN36|H0WN36_OTOGA
OG0011674	sp|Q925I4|TS1R2_MOUSE	tr|H0X7S7|H0X7S7_OTOGA
OG0011675	sp|Q99JY8|PLPP3_MOUSE	tr|H0XC24|H0XC24_OTOGA
OG0011676	sp|Q9CQU5|ZWINT_MOUSE	tr|H0WZ21|H0WZ21_OTOGA
OG0011677	sp|Q9D0M2|CDCA7_MOUSE	tr|H0WGK1|H0WGK1_OTOGA
OG0011678	sp|Q9D1K2|VATF_MOUSE	tr|H0X1C7|H0X1C7_OTOGA
