Orthogroup	Mus_musculus	Ailuropoda_melanoleuca
OG0010673	sp|Q6PCP7|GP156_MOUSE	tr|D2H189|D2H189_AILME
OG0010674	sp|Q99PV0|PRP8_MOUSE	tr|D2H8C5|D2H8C5_AILME
OG0010675	sp|Q8C5N5|PDD2L_MOUSE	tr|D2HRQ6|D2HRQ6_AILME
OG0010676	sp|P70122|SBDS_MOUSE	tr|D2HW33|D2HW33_AILME
OG0010677	sp|Q9D328|NACHO_MOUSE	tr|D2I0B8|D2I0B8_AILME
OG0010678	sp|Q9CQA3|SDHB_MOUSE	tr|G1L146|G1L146_AILME
OG0010679	tr|Q8BKP2|Q8BKP2_MOUSE	tr|G1L1C1|G1L1C1_AILME
OG0010680	sp|Q80W14|PR40B_MOUSE	tr|G1L2B3|G1L2B3_AILME
OG0010681	sp|Q8C2S5|FBXL5_MOUSE	tr|G1L411|G1L411_AILME
OG0010682	sp|A1A546|ISX_MOUSE	tr|G1L443|G1L443_AILME
OG0010683	sp|O35730|RING1_MOUSE	tr|G1L4F7|G1L4F7_AILME
OG0010684	sp|O35181|NRG3_MOUSE	tr|G1L7T8|G1L7T8_AILME
OG0010685	sp|Q3UVV9|VWA3A_MOUSE	tr|G1LAK8|G1LAK8_AILME
OG0010686	sp|O55242|SGMR1_MOUSE	tr|G1LJW5|G1LJW5_AILME
OG0010687	sp|Q60680|IKKA_MOUSE	tr|G1LK22|G1LK22_AILME
OG0010688	sp|O08581|KCNK1_MOUSE	tr|G1LL10|G1LL10_AILME
OG0010689	tr|Q30KN1|Q30KN1_MOUSE	tr|G1LN62|G1LN62_AILME
OG0010690	sp|A2CG63|ARI4B_MOUSE	tr|G1LQE9|G1LQE9_AILME
OG0010691	sp|Q9D0B5|TSTD3_MOUSE	tr|G1LQT6|G1LQT6_AILME
OG0010692	sp|Q8C1Y8|CCZ1_MOUSE	tr|G1LQY0|G1LQY0_AILME
OG0010693	sp|Q9Z1Q5|CLIC1_MOUSE	tr|G1LRE0|G1LRE0_AILME
OG0010694	sp|Q9JLN9|MTOR_MOUSE	tr|G1LST9|G1LST9_AILME
OG0010695	sp|Q8BQH6|CDCP2_MOUSE	tr|G1LT56|G1LT56_AILME
OG0010696	sp|Q2HJ10|ZNT2_MOUSE	tr|G1LV00|G1LV00_AILME
OG0010697	sp|Q80WB5|NTAQ1_MOUSE	tr|G1LXB1|G1LXB1_AILME
OG0010698	sp|P49442|INPP_MOUSE	tr|G1M5U5|G1M5U5_AILME
OG0010699	sp|Q60613|AA2AR_MOUSE	tr|G1M5V2|G1M5V2_AILME
OG0010700	sp|P98086|C1QA_MOUSE	tr|G1M893|G1M893_AILME
OG0010701	sp|Q7TS55|TNF18_MOUSE	tr|G1MAM5|G1MAM5_AILME
OG0010702	sp|P83870|PHF5A_MOUSE	tr|G1MB16|G1MB16_AILME
OG0010703	sp|A2AI08|TPRN_MOUSE	tr|G1MCC3|G1MCC3_AILME
OG0010704	sp|Q6ZWV7|RL35_MOUSE	tr|G1MDN7|G1MDN7_AILME
OG0010705	sp|Q9D8M7|PHF10_MOUSE	tr|G1MF06|G1MF06_AILME
OG0010706	sp|Q3TNA1|XYLB_MOUSE	tr|G1MH94|G1MH94_AILME
OG0010707	sp|Q9D882|F241B_MOUSE	tr|G1MHT1|G1MHT1_AILME
OG0010708	sp|P37242|THB_MOUSE	tr|G1MI06|G1MI06_AILME
OG0010709	sp|Q922Y2|TRI59_MOUSE	tr|G1MK51|G1MK51_AILME
OG0010710	sp|P00375|DYR_MOUSE	tr|A0A7N5JBT4|A0A7N5JBT4_AILME
OG0010711	sp|Q60987|FOXG1_MOUSE	tr|A0A7N5JDC8|A0A7N5JDC8_AILME
OG0010712	sp|Q8BP27|SFR1_MOUSE	tr|A0A7N5JI35|A0A7N5JI35_AILME
OG0010713	sp|O35205|GRAK_MOUSE	tr|A0A7N5JL25|A0A7N5JL25_AILME
OG0010714	tr|G3UYQ4|G3UYQ4_MOUSE	tr|A0A7N5JN23|A0A7N5JN23_AILME
OG0010715	sp|Q91YK0|LRC49_MOUSE	tr|A0A7N5JQK1|A0A7N5JQK1_AILME
OG0010716	sp|Q64705|USF2_MOUSE	tr|A0A7N5JRQ6|A0A7N5JRQ6_AILME
OG0010717	sp|Q5TIS6|NOTO_MOUSE	tr|A0A7N5JSL8|A0A7N5JSL8_AILME
OG0010718	sp|Q62233|SIX3_MOUSE	tr|A0A7N5JV74|A0A7N5JV74_AILME
OG0010719	sp|O55042|SYUA_MOUSE	tr|A0A7N5JWV8|A0A7N5JWV8_AILME
OG0010720	tr|E9PV66|E9PV66_MOUSE	tr|A0A7N5JZV1|A0A7N5JZV1_AILME
OG0010721	sp|Q9DCF1|TMM25_MOUSE	tr|A0A7N5K4Y1|A0A7N5K4Y1_AILME
OG0010722	sp|Q80X91|F110D_MOUSE	tr|A0A7N5K6H3|A0A7N5K6H3_AILME
OG0010723	sp|P62900|RL31_MOUSE	tr|A0A7N5K805|A0A7N5K805_AILME
OG0010724	sp|Q91XD4|FTCD_MOUSE	tr|A0A7N5KC38|A0A7N5KC38_AILME
OG0010725	sp|Q61190|I10R2_MOUSE	tr|A0A7N5KCJ0|A0A7N5KCJ0_AILME
OG0010726	sp|Q8CBY0|GATC_MOUSE	tr|A0A7N5KD26|A0A7N5KD26_AILME
OG0010727	sp|Q9R060|NUBP1_MOUSE	tr|A0A7N5KGP7|A0A7N5KGP7_AILME
OG0010728	sp|Q80ZJ1|RAP2A_MOUSE	tr|A0A7N5KK64|A0A7N5KK64_AILME
OG0010729	sp|O89026|ROBO1_MOUSE	tr|A0A7N5KRP0|A0A7N5KRP0_AILME
OG0010730	sp|Q1W617|SHRM4_MOUSE	tr|A0A7N5P1L5|A0A7N5P1L5_AILME
OG0010731	tr|D3Z5T8|D3Z5T8_MOUSE	tr|A0A7N5P3C1|A0A7N5P3C1_AILME
OG0010732	sp|Q924X6|LRP8_MOUSE	tr|A0A7N5P746|A0A7N5P746_AILME
OG0010733	sp|Q3U1V6|UEVLD_MOUSE	tr|A0A7N5PA08|A0A7N5PA08_AILME
OG0010734	sp|Q9DBZ9|SYDE1_MOUSE	tr|A0A7N5PAT8|A0A7N5PAT8_AILME
OG0010735	sp|O55226|CHAD_MOUSE	tr|D2HMX1|D2HMX1_AILME
OG0010736	sp|Q9D3X9|MFA3L_MOUSE	tr|D2I1E7|D2I1E7_AILME
OG0010737	sp|P70665|SIAE_MOUSE	tr|G1L1M6|G1L1M6_AILME
OG0010738	sp|Q8CAV0|YBEY_MOUSE	tr|G1L3B5|G1L3B5_AILME
OG0010739	sp|P01193|COLI_MOUSE	tr|G1L6W2|G1L6W2_AILME
OG0010740	sp|P70168|IMB1_MOUSE	tr|G1LDC2|G1LDC2_AILME
OG0010741	sp|Q3UMY5|EMAL4_MOUSE	tr|G1LEX2|G1LEX2_AILME
OG0010742	sp|Q9D0N7|CAF1B_MOUSE	tr|G1LG50|G1LG50_AILME
OG0010743	sp|Q7TQ69|TMC3_MOUSE	tr|G1LHK1|G1LHK1_AILME
OG0010744	sp|Q8CDJ8|STON1_MOUSE	tr|G1LIV9|G1LIV9_AILME
OG0010745	sp|P56280|TCL1A_MOUSE	tr|G1LIZ1|G1LIZ1_AILME
OG0010746	sp|Q9ESG9|PMYT1_MOUSE	tr|G1LP64|G1LP64_AILME
OG0010747	sp|Q3UHK8|TNR6A_MOUSE	tr|G1LRX8|G1LRX8_AILME
OG0010748	sp|Q8JZV4|RBM41_MOUSE	tr|G1LVC9|G1LVC9_AILME
OG0010749	sp|P06802|ENPP1_MOUSE	tr|G1LVG7|G1LVG7_AILME
OG0010750	sp|Q8K284|TF3C1_MOUSE	tr|G1LXC9|G1LXC9_AILME
OG0010751	sp|Q8BJZ4|RT35_MOUSE	tr|G1LYJ7|G1LYJ7_AILME
OG0010752	sp|Q8VEI3|HYAL3_MOUSE	tr|G1LZ11|G1LZ11_AILME
OG0010753	sp|O88935|SYN1_MOUSE	tr|G1M2Q9|G1M2Q9_AILME
OG0010754	sp|Q9CZ92|CENPP_MOUSE	tr|G1M4F3|G1M4F3_AILME
OG0010755	sp|Q61112|CAB45_MOUSE	tr|G1M4U4|G1M4U4_AILME
OG0010756	tr|D3YVV3|D3YVV3_MOUSE	tr|G1M5L2|G1M5L2_AILME
OG0010757	sp|Q8BM72|HSP13_MOUSE	tr|G1M762|G1M762_AILME
OG0010758	sp|Q9CYR0|SSBP_MOUSE	tr|G1M9E9|G1M9E9_AILME
OG0010759	sp|O55082|PTN20_MOUSE	tr|G1MF39|G1MF39_AILME
OG0010760	sp|E9Q2Z1|CECR2_MOUSE	tr|G1MGL4|G1MGL4_AILME
OG0010761	sp|Q8R4Y8|RTTN_MOUSE	tr|G1MJ99|G1MJ99_AILME
OG0010762	sp|Q8K288|TP8L1_MOUSE	tr|G1MMM0|G1MMM0_AILME
OG0010763	tr|A0A1B0GS01|A0A1B0GS01_MOUSE	tr|A0A7N5JDE8|A0A7N5JDE8_AILME
OG0010764	sp|Q9CQB7|LYRM1_MOUSE	tr|A0A7N5JE14|A0A7N5JE14_AILME
OG0010765	sp|A2ARS0|ANR63_MOUSE	tr|A0A7N5JIG6|A0A7N5JIG6_AILME
OG0010766	sp|P84102|SERF2_MOUSE	tr|A0A7N5JIR8|A0A7N5JIR8_AILME
OG0010767	sp|Q91VB4|HPS3_MOUSE	tr|A0A7N5JME9|A0A7N5JME9_AILME
OG0010768	sp|Q6NS57|MABP1_MOUSE	tr|A0A7N5JN94|A0A7N5JN94_AILME
OG0010769	sp|Q91WT4|DJC17_MOUSE	tr|A0A7N5JQ83|A0A7N5JQ83_AILME
OG0010770	sp|Q8C4N4|LAAT1_MOUSE	tr|A0A7N5JQH4|A0A7N5JQH4_AILME
OG0010771	sp|Q8BMF4|ODP2_MOUSE	tr|A0A7N5JX58|A0A7N5JX58_AILME
OG0010772	sp|Q9CQV6|MLP3B_MOUSE	tr|A0A7N5K3E4|A0A7N5K3E4_AILME
OG0010773	sp|Q8R1G1|TASP1_MOUSE	tr|A0A7N5K927|A0A7N5K927_AILME
OG0010774	tr|A0A286YCX6|A0A286YCX6_MOUSE	tr|A0A7N5KB70|A0A7N5KB70_AILME
OG0010775	sp|P97474|PITX2_MOUSE	tr|A0A7N5KBN9|A0A7N5KBN9_AILME
OG0010776	sp|Q9DBP5|KCY_MOUSE	tr|A0A7N5KC17|A0A7N5KC17_AILME
OG0010777	sp|Q9QZS8|SH2D3_MOUSE	tr|A0A7N5KDK2|A0A7N5KDK2_AILME
OG0010778	sp|Q8BHZ4|ZN592_MOUSE	tr|A0A7N5KF36|A0A7N5KF36_AILME
OG0010779	sp|Q80TL1|ADCY2_MOUSE	tr|A0A7N5KK52|A0A7N5KK52_AILME
OG0010780	sp|Q91XU0|WRIP1_MOUSE	tr|A0A7N5P091|A0A7N5P091_AILME
OG0010781	sp|Q6NXI6|RPRD2_MOUSE	tr|A0A7N5P1D5|A0A7N5P1D5_AILME
OG0010782	sp|Q64731|FOXL1_MOUSE	tr|D2GWM9|D2GWM9_AILME
OG0010783	sp|Q8BQZ8|KCNS3_MOUSE	tr|D2H0L8|D2H0L8_AILME
OG0010784	sp|Q8VCE1|DJC28_MOUSE	tr|D2HCG0|D2HCG0_AILME
OG0010785	sp|P98083|SHC1_MOUSE	tr|D2HJN0|D2HJN0_AILME
OG0010786	sp|Q9DCI9|RM32_MOUSE	tr|D2HM12|D2HM12_AILME
OG0010787	sp|Q9D0S4|NEUL2_MOUSE	tr|D2HZ10|D2HZ10_AILME
OG0010788	sp|P70460|VASP_MOUSE	tr|G1L2B1|G1L2B1_AILME
OG0010789	sp|Q3U4H6|HEXD_MOUSE	tr|G1L2Z5|G1L2Z5_AILME
OG0010790	sp|P01029|CO4B_MOUSE	tr|G1L6A5|G1L6A5_AILME
OG0010791	sp|P11440|CDK1_MOUSE	tr|G1LA17|G1LA17_AILME
OG0010792	sp|Q921X9|PDIA5_MOUSE	tr|G1LDS5|G1LDS5_AILME
OG0010793	sp|Q6P2B1|TNPO3_MOUSE	tr|G1LEW3|G1LEW3_AILME
OG0010794	sp|Q3TD49|SPP2B_MOUSE	tr|G1LFX6|G1LFX6_AILME
OG0010795	sp|A2ABV5|MED14_MOUSE	tr|G1LKA0|G1LKA0_AILME
OG0010796	sp|Q8C4B4|U119B_MOUSE	tr|G1LPD7|G1LPD7_AILME
OG0010797	sp|Q80X53|CC116_MOUSE	tr|G1LQB3|G1LQB3_AILME
OG0010798	sp|Q8C5L7|RBM34_MOUSE	tr|G1LQG1|G1LQG1_AILME
OG0010799	sp|Q14DK4|GPAT2_MOUSE	tr|G1LRE2|G1LRE2_AILME
OG0010800	sp|Q61627|GRID1_MOUSE	tr|G1LTK0|G1LTK0_AILME
OG0010801	sp|Q9CWB7|YD286_MOUSE	tr|G1LUB0|G1LUB0_AILME
OG0010802	tr|B1AV60|B1AV60_MOUSE	tr|G1LUC2|G1LUC2_AILME
OG0010803	tr|Q6NXK9|Q6NXK9_MOUSE	tr|G1LUP7|G1LUP7_AILME
OG0010804	sp|Q8BMK0|CEP85_MOUSE	tr|G1LVF4|G1LVF4_AILME
OG0010805	sp|Q6P6I6|GRL1A_MOUSE	tr|G1LVI7|G1LVI7_AILME
OG0010806	sp|Q8VHF2|CDHR5_MOUSE	tr|G1LVV8|G1LVV8_AILME
OG0010807	sp|Q9DAJ4|WDR83_MOUSE	tr|G1M065|G1M065_AILME
OG0010808	sp|P08414|KCC4_MOUSE	tr|G1M260|G1M260_AILME
OG0010809	sp|Q61739|ITA6_MOUSE	tr|G1M2Z5|G1M2Z5_AILME
OG0010810	sp|A2BGH0|BPIB4_MOUSE	tr|G1M3D0|G1M3D0_AILME
OG0010811	sp|Q8VC65|NRM_MOUSE	tr|G1M3J2|G1M3J2_AILME
OG0010812	sp|Q60591|NFAC2_MOUSE	tr|G1M3W9|G1M3W9_AILME
OG0010813	sp|Q62179|SEM4B_MOUSE	tr|G1M4J8|G1M4J8_AILME
OG0010814	sp|Q3UY96|CFA74_MOUSE	tr|G1M4L0|G1M4L0_AILME
OG0010815	tr|Q4QQK2|Q4QQK2_MOUSE	tr|G1M8X5|G1M8X5_AILME
OG0010816	sp|Q0VG85|CC162_MOUSE	tr|G1MDG7|G1MDG7_AILME
OG0010817	sp|Q6NXK7|DPP10_MOUSE	tr|G1MDL7|G1MDL7_AILME
OG0010818	sp|Q8K1Z0|COQ9_MOUSE	tr|G1MF51|G1MF51_AILME
OG0010819	sp|Q9D9P2|CC103_MOUSE	tr|G1MJ98|G1MJ98_AILME
OG0010820	sp|Q64339|ISG15_MOUSE	tr|G1MJQ9|G1MJQ9_AILME
OG0010821	sp|Q9D0R9|WDR89_MOUSE	tr|G1MMR5|G1MMR5_AILME
OG0010822	sp|Q9JI08|BIN3_MOUSE	tr|A0A7N5J9G6|A0A7N5J9G6_AILME
OG0010823	tr|Q6NZI9|Q6NZI9_MOUSE	tr|A0A7N5JCJ6|A0A7N5JCJ6_AILME
OG0010824	sp|A2AFS3|ELAP1_MOUSE	tr|A0A7N5JFC5|A0A7N5JFC5_AILME
OG0010825	sp|P54310|LIPS_MOUSE	tr|A0A7N5JGL7|A0A7N5JGL7_AILME
OG0010826	sp|Q8K3J1|NDUS8_MOUSE	tr|A0A7N5JK05|A0A7N5JK05_AILME
OG0010827	sp|Q6P8I6|COX11_MOUSE	tr|A0A7N5JPD1|A0A7N5JPD1_AILME
OG0010828	tr|E9PYF7|E9PYF7_MOUSE	tr|A0A7N5JUU0|A0A7N5JUU0_AILME
OG0010829	tr|A0A0B4J1K4|A0A0B4J1K4_MOUSE	tr|A0A7N5JWX9|A0A7N5JWX9_AILME
OG0010830	sp|Q64693|OBF1_MOUSE	tr|A0A7N5K1N6|A0A7N5K1N6_AILME
OG0010831	sp|Q8VCM8|NCLN_MOUSE	tr|A0A7N5K3W7|A0A7N5K3W7_AILME
OG0010832	tr|Q8K168|Q8K168_MOUSE	tr|A0A7N5K956|A0A7N5K956_AILME
OG0010833	sp|E9Q137|TX264_MOUSE	tr|A0A7N5KAQ9|A0A7N5KAQ9_AILME
OG0010834	sp|P42209|SEPT1_MOUSE	tr|A0A7N5KB85|A0A7N5KB85_AILME
OG0010835	sp|Q8BKX1|BAIP2_MOUSE	tr|A0A7N5KE08|A0A7N5KE08_AILME
OG0010836	sp|Q9CPW9|MAP12_MOUSE	tr|A0A7N5KF98|A0A7N5KF98_AILME
OG0010837	sp|P31387|5HT5B_MOUSE	tr|A0A7N5KIA6|A0A7N5KIA6_AILME
OG0010838	sp|Q62225|CISH_MOUSE	tr|A0A7N5KJH0|A0A7N5KJH0_AILME
OG0010839	sp|E9PZ19|TUTLB_MOUSE	tr|A0A7N5KKE6|A0A7N5KKE6_AILME
OG0010840	sp|Q68FE2|ATG9A_MOUSE	tr|A0A7N5KPY8|A0A7N5KPY8_AILME
OG0010841	sp|Q9CR88|RT14_MOUSE	tr|A0A7N5P026|A0A7N5P026_AILME
OG0010842	sp|P30412|PPIC_MOUSE	tr|A0A7N5P0X8|A0A7N5P0X8_AILME
OG0010843	sp|Q91XL2|LNX2_MOUSE	tr|A0A7N5P212|A0A7N5P212_AILME
OG0010844	sp|Q9ESZ8|GTF2I_MOUSE	tr|A0A7N5P2I3|A0A7N5P2I3_AILME
OG0010845	sp|Q6PDJ1|CAHD1_MOUSE	tr|A0A7N5P5S0|A0A7N5P5S0_AILME
OG0010846	sp|Q8C131|HCAR1_MOUSE	tr|D2GVY4|D2GVY4_AILME
OG0010847	sp|Q04998|INHBA_MOUSE	tr|D2GYF9|D2GYF9_AILME
OG0010848	sp|Q61012|GBG1_MOUSE	tr|D2H8V1|D2H8V1_AILME
OG0010849	sp|Q8BQU7|TMM74_MOUSE	tr|D2HA58|D2HA58_AILME
OG0010850	sp|Q9D114|MESH1_MOUSE	tr|D2HCZ1|D2HCZ1_AILME
OG0010851	sp|Q9WVM8|AADAT_MOUSE	tr|G1L267|G1L267_AILME
OG0010852	sp|Q9D7I0|SHSA5_MOUSE	tr|G1L2T9|G1L2T9_AILME
OG0010853	sp|Q923B6|STEA4_MOUSE	tr|G1L391|G1L391_AILME
OG0010854	sp|P28063|PSB8_MOUSE	tr|G1L5I0|G1L5I0_AILME
OG0010855	sp|O70348|DXO_MOUSE	tr|G1L5W1|G1L5W1_AILME
OG0010856	sp|Q8CG47|SMC4_MOUSE	tr|G1L685|G1L685_AILME
OG0010857	sp|Q8VCS6|MED9_MOUSE	tr|G1L698|G1L698_AILME
OG0010858	sp|Q8BZ32|ASXL2_MOUSE	tr|G1L6L4|G1L6L4_AILME
OG0010859	sp|Q9Z2I8|SUCB2_MOUSE	tr|G1L7T2|G1L7T2_AILME
OG0010860	sp|P52785|GUC2E_MOUSE	tr|G1L886|G1L886_AILME
OG0010861	sp|Q6P6L0|FIL1L_MOUSE	tr|G1LBQ7|G1LBQ7_AILME
OG0010862	sp|Q80XH4|WSCD1_MOUSE	tr|G1LCB2|G1LCB2_AILME
OG0010863	tr|J3QNE4|J3QNE4_MOUSE	tr|G1LEA4|G1LEA4_AILME
OG0010864	sp|Q8BFV3|DUS4_MOUSE	tr|G1LHI6|G1LHI6_AILME
OG0010865	sp|P58283|RN216_MOUSE	tr|G1LJA1|G1LJA1_AILME
OG0010866	sp|Q9D5K4|S1PBP_MOUSE	tr|G1LLP2|G1LLP2_AILME
OG0010867	sp|Q9ESN9|JIP3_MOUSE	tr|G1LP40|G1LP40_AILME
OG0010868	sp|Q9Z0D9|CX3C1_MOUSE	tr|G1LQR4|G1LQR4_AILME
OG0010869	sp|Q9Z0R0|HASP_MOUSE	tr|G1LS06|G1LS06_AILME
OG0010870	sp|B2RX14|TUT4_MOUSE	tr|G1LS11|G1LS11_AILME
OG0010871	sp|Q7TS68|NSUN6_MOUSE	tr|G1M2T9|G1M2T9_AILME
OG0010872	tr|F6ZIS7|F6ZIS7_MOUSE	tr|G1M4Q9|G1M4Q9_AILME
OG0010873	sp|O35127|C10_MOUSE	tr|G1M5E2|G1M5E2_AILME
OG0010874	sp|Q62280|SSXT_MOUSE	tr|G1M6F9|G1M6F9_AILME
OG0010875	sp|Q5HZK1|CEP44_MOUSE	tr|G1M6H4|G1M6H4_AILME
OG0010876	sp|O35218|CPSF2_MOUSE	tr|G1M8E6|G1M8E6_AILME
OG0010877	sp|A2RSX4|STPG3_MOUSE	tr|G1MD61|G1MD61_AILME
OG0010878	sp|Q6NXH8|MET25_MOUSE	tr|G1MEP2|G1MEP2_AILME
OG0010879	sp|Q9NYQ2|HAOX2_MOUSE	tr|G1MH63|G1MH63_AILME
OG0010880	sp|Q8C0G2|T3JAM_MOUSE	tr|G1MI22|G1MI22_AILME
OG0010881	sp|B1AZA5|TM245_MOUSE	tr|G1MIB2|G1MIB2_AILME
OG0010882	sp|P62307|RUXF_MOUSE	tr|G1MK87|G1MK87_AILME
OG0010883	sp|Q9D9C6|CC182_MOUSE	tr|G1MKY6|G1MKY6_AILME
OG0010884	tr|A0A1B0GRI5|A0A1B0GRI5_MOUSE	tr|G1MLJ1|G1MLJ1_AILME
OG0010885	sp|Q91ZA6|SOCS4_MOUSE	tr|G1MP44|G1MP44_AILME
OG0010886	sp|Q8CBB9|RSAD2_MOUSE	tr|A0A7N5JMK5|A0A7N5JMK5_AILME
OG0010887	sp|Q9Z0Y7|IRS4_MOUSE	tr|A0A7N5JQ41|A0A7N5JQ41_AILME
OG0010888	sp|Q3TYS2|CYBC1_MOUSE	tr|A0A7N5JRZ6|A0A7N5JRZ6_AILME
OG0010889	sp|Q9CRA8|EXOS5_MOUSE	tr|A0A7N5JTM4|A0A7N5JTM4_AILME
OG0010890	sp|Q9WTR5|CAD13_MOUSE	tr|A0A7N5JTY9|A0A7N5JTY9_AILME
OG0010891	sp|Q80X80|C2C2L_MOUSE	tr|A0A7N5JWE2|A0A7N5JWE2_AILME
OG0010892	sp|Q05915|GCH1_MOUSE	tr|A0A7N5JXF3|A0A7N5JXF3_AILME
OG0010893	sp|O88792|JAM1_MOUSE	tr|A0A7N5JXW0|A0A7N5JXW0_AILME
OG0010894	sp|Q80TM9|NISCH_MOUSE	tr|A0A7N5JY33|A0A7N5JY33_AILME
OG0010895	sp|Q80ST9|LCA5_MOUSE	tr|A0A7N5K169|A0A7N5K169_AILME
OG0010896	sp|Q9DAH2|ZNRF4_MOUSE	tr|A0A7N5K187|A0A7N5K187_AILME
OG0010897	sp|Q65Z93|YPEL4_MOUSE	tr|A0A7N5K3V5|A0A7N5K3V5_AILME
OG0010898	sp|Q8K0B3|LRC66_MOUSE	tr|A0A7N5K4F0|A0A7N5K4F0_AILME
OG0010899	sp|P17433|SPI1_MOUSE	tr|A0A7N5K5T3|A0A7N5K5T3_AILME
OG0010900	sp|Q3U487|HECD3_MOUSE	tr|A0A7N5KAJ1|A0A7N5KAJ1_AILME
OG0010901	sp|Q02067|ASCL1_MOUSE	tr|A0A7N5KFZ1|A0A7N5KFZ1_AILME
OG0010902	sp|Q922D4|PP6R3_MOUSE	tr|A0A7N5KLC4|A0A7N5KLC4_AILME
OG0010903	sp|Q9DCH4|EIF3F_MOUSE	tr|A0A7N5KN11|A0A7N5KN11_AILME
OG0010904	sp|Q8CDN8|CCD38_MOUSE	tr|A0A7N5KNI5|A0A7N5KNI5_AILME
OG0010905	sp|Q18PE0|DOK7_MOUSE	tr|A0A7N5KP21|A0A7N5KP21_AILME
OG0010906	sp|P62270|RS18_MOUSE	tr|A0A7N5P1Z9|A0A7N5P1Z9_AILME
OG0010907	sp|Q9Z0U1|ZO2_MOUSE	tr|A0A7N5P328|A0A7N5P328_AILME
OG0010908	sp|Q61658|HESX1_MOUSE	tr|A0A7N5P3Q6|A0A7N5P3Q6_AILME
OG0010909	sp|Q5Y5T5|ZDHC8_MOUSE	tr|A0A7N5P4D3|A0A7N5P4D3_AILME
OG0010910	sp|Q8R1H8|BATF2_MOUSE	tr|A0A7N5P7M8|A0A7N5P7M8_AILME
OG0010911	sp|Q811I0|ATPF1_MOUSE	tr|A0A7N5P895|A0A7N5P895_AILME
OG0010912	sp|Q9EST3|4ET_MOUSE	tr|A0A7N5P9I3|A0A7N5P9I3_AILME
OG0010913	sp|Q14DH7|ACSS3_MOUSE	tr|A0A7N5PA72|A0A7N5PA72_AILME
OG0010914	sp|Q6P539|F222B_MOUSE	tr|D2GU22|D2GU22_AILME
OG0010915	sp|Q60769|TNAP3_MOUSE	tr|D2H0U3|D2H0U3_AILME
OG0010916	sp|Q7TQP3|GP119_MOUSE	tr|D2H9U6|D2H9U6_AILME
OG0010917	sp|Q8K1E0|STX5_MOUSE	tr|D2HS71|D2HS71_AILME
OG0010918	sp|P29758|OAT_MOUSE	tr|D2HWR8|D2HWR8_AILME
OG0010919	sp|P33215|NEDD1_MOUSE	tr|D2HY96|D2HY96_AILME
OG0010920	sp|Q9JKC6|CEND_MOUSE	tr|D2I728|D2I728_AILME
OG0010921	sp|P97287|MCL1_MOUSE	tr|G1L3L7|G1L3L7_AILME
OG0010922	sp|Q91YR7|PRP6_MOUSE	tr|G1L5A3|G1L5A3_AILME
OG0010923	sp|P01590|IL2RA_MOUSE	tr|G1L5P7|G1L5P7_AILME
OG0010924	sp|Q14AI0|DCC1_MOUSE	tr|G1L5W4|G1L5W4_AILME
OG0010925	sp|O88543|CSN3_MOUSE	tr|G1L683|G1L683_AILME
OG0010926	sp|Q8BGB5|LIMD2_MOUSE	tr|G1L987|G1L987_AILME
OG0010927	tr|E9Q0S6|E9Q0S6_MOUSE	tr|G1L9E8|G1L9E8_AILME
OG0010928	sp|P09470|ACE_MOUSE	tr|G1LAX6|G1LAX6_AILME
OG0010929	sp|Q99P72|RTN4_MOUSE	tr|G1LBM5|G1LBM5_AILME
OG0010930	sp|Q9ERS6|IRPL2_MOUSE	tr|G1LBU1|G1LBU1_AILME
OG0010931	sp|Q3USJ8|FCSD2_MOUSE	tr|G1LFE5|G1LFE5_AILME
OG0010932	sp|Q9D9X8|SACA3_MOUSE	tr|G1LGN8|G1LGN8_AILME
OG0010933	sp|Q80TJ7|PHF8_MOUSE	tr|G1LI14|G1LI14_AILME
OG0010934	sp|Q3MI99|CCBE1_MOUSE	tr|G1LJ09|G1LJ09_AILME
OG0010935	sp|P28705|RXRG_MOUSE	tr|G1LJ94|G1LJ94_AILME
OG0010936	sp|Q9D8X1|CUTC_MOUSE	tr|G1LKW8|G1LKW8_AILME
OG0010937	sp|Q9CYC3|TM39A_MOUSE	tr|G1LL27|G1LL27_AILME
OG0010938	sp|Q9JJG9|NOA1_MOUSE	tr|G1LPM0|G1LPM0_AILME
OG0010939	sp|Q80YW0|CYH4_MOUSE	tr|G1LTQ4|G1LTQ4_AILME
OG0010940	tr|Q6P3A2|Q6P3A2_MOUSE	tr|G1LUL4|G1LUL4_AILME
OG0010941	sp|Q62052|P_MOUSE	tr|G1LX30|G1LX30_AILME
OG0010942	sp|Q9CZJ9|DJC18_MOUSE	tr|G1LXP9|G1LXP9_AILME
OG0010943	sp|P97358|TAF1B_MOUSE	tr|G1LXU2|G1LXU2_AILME
OG0010944	sp|Q8C6U2|S66A3_MOUSE	tr|G1LYN0|G1LYN0_AILME
OG0010945	sp|O08547|SC22B_MOUSE	tr|G1LZ42|G1LZ42_AILME
OG0010946	sp|P48299|EDN3_MOUSE	tr|G1M1A1|G1M1A1_AILME
OG0010947	sp|Q9R0C0|BL1S6_MOUSE	tr|G1M1R2|G1M1R2_AILME
OG0010948	sp|Q2KN98|CYTSA_MOUSE	tr|G1M5Z7|G1M5Z7_AILME
OG0010949	sp|Q91VE0|S27A4_MOUSE	tr|G1MAB4|G1MAB4_AILME
OG0010950	sp|Q9CQE3|RT17_MOUSE	tr|G1MCI2|G1MCI2_AILME
