Orthogroup	Mus_musculus	Odocoileus_virginianus_texanus
OG0012631	tr|Q8VFY0|Q8VFY0_MOUSE	tr|A0A6J0Z615|A0A6J0Z615_ODOVR
OG0012632	sp|Q91YU3|MSD4_MOUSE	tr|A0A6J0Y7Q8|A0A6J0Y7Q8_ODOVR
OG0012633	sp|Q920B0|FRM4B_MOUSE	tr|A0A6J0YXJ1|A0A6J0YXJ1_ODOVR
OG0012634	sp|Q923B0|GGACT_MOUSE	tr|A0A6J0XYQ0|A0A6J0XYQ0_ODOVR
OG0012635	sp|Q99LI9|CLP1_MOUSE	tr|A0A6J0XEK4|A0A6J0XEK4_ODOVR
OG0012636	sp|Q99MW1|STK31_MOUSE	tr|A0A6J0YP32|A0A6J0YP32_ODOVR
OG0012637	sp|Q9CX83|ARMX1_MOUSE	tr|A0A6J0VTR6|A0A6J0VTR6_ODOVR
OG0012638	sp|Q9CXJ1|SYEM_MOUSE	tr|A0A6J0VWV7|A0A6J0VWV7_ODOVR
OG0012639	sp|Q9CYC6|DCP2_MOUSE	tr|A0A6J0Y5A7|A0A6J0Y5A7_ODOVR
OG0012640	sp|Q9D424|CABYR_MOUSE	tr|A0A6J0VM07|A0A6J0VM07_ODOVR
OG0012641	sp|Q9D7T1|REP15_MOUSE	tr|A0A6J0YZV0|A0A6J0YZV0_ODOVR
OG0012642	sp|Q9DBU0|TM9S1_MOUSE	tr|A0A6J0WFQ1|A0A6J0WFQ1_ODOVR
OG0012643	sp|Q9DCJ1|LST8_MOUSE	tr|A0A6J0YT66|A0A6J0YT66_ODOVR
OG0012644	sp|Q9DCJ5|NDUA8_MOUSE	tr|A0A6J0YNQ3|A0A6J0YNQ3_ODOVR
OG0012645	sp|Q9JHG0|CBLN3_MOUSE	tr|A0A6J0WFV9|A0A6J0WFV9_ODOVR
OG0012646	sp|Q9JM93|AR6P4_MOUSE	tr|A0A6J0XB89|A0A6J0XB89_ODOVR
OG0012647	sp|Q9R111|GUAD_MOUSE	tr|A0A6J0WAZ6|A0A6J0WAZ6_ODOVR
OG0012648	sp|Q9WUU9|GANP_MOUSE	tr|A0A6J0W8P2|A0A6J0W8P2_ODOVR
OG0012649	tr|A0A338P6G2|A0A338P6G2_MOUSE	tr|A0A6J0YBL5|A0A6J0YBL5_ODOVR
OG0012650	sp|O70491|STRA6_MOUSE	tr|A0A6J0XWP5|A0A6J0XWP5_ODOVR
OG0012651	sp|P04370|MBP_MOUSE	tr|A0A6J0WV45|A0A6J0WV45_ODOVR
OG0012652	sp|P11672|NGAL_MOUSE	tr|A0A6J0VZK7|A0A6J0VZK7_ODOVR
OG0012653	sp|P22315|HEMH_MOUSE	tr|A0A6J0WAR8|A0A6J0WAR8_ODOVR
OG0012654	sp|P40240|CD9_MOUSE	tr|A0A6J0ZDS4|A0A6J0ZDS4_ODOVR
OG0012655	sp|P41183|BCL6_MOUSE	tr|A0A6J0VND1|A0A6J0VND1_ODOVR
OG0012656	sp|P43142|GP182_MOUSE	tr|A0A6J0W8D2|A0A6J0W8D2_ODOVR
OG0012657	sp|P46656|ADX_MOUSE	tr|A0A6J0VN75|A0A6J0VN75_ODOVR
OG0012658	sp|P47930|FOSL2_MOUSE	tr|A0A6J0WZ00|A0A6J0WZ00_ODOVR
OG0012659	sp|P47941|CRKL_MOUSE	tr|A0A6J0YBK7|A0A6J0YBK7_ODOVR
OG0012660	sp|P51141|DVL1_MOUSE	tr|A0A6J0W0E1|A0A6J0W0E1_ODOVR
OG0012661	sp|P70178|SIX5_MOUSE	tr|A0A6J0XWX0|A0A6J0XWX0_ODOVR
OG0012662	sp|Q3U7R1|ESYT1_MOUSE	tr|A0A6J0WPR0|A0A6J0WPR0_ODOVR
OG0012663	sp|Q3V3E1|UBS3A_MOUSE	tr|A0A6J0W331|A0A6J0W331_ODOVR
OG0012664	sp|Q571E4|GALNS_MOUSE	tr|A0A6J0YZZ9|A0A6J0YZZ9_ODOVR
OG0012665	sp|Q571I9|A16A1_MOUSE	tr|A0A6J0WXC7|A0A6J0WXC7_ODOVR
OG0012666	sp|Q5FWC3|M4A13_MOUSE	tr|A0A6J0ZCG2|A0A6J0ZCG2_ODOVR
OG0012667	sp|Q64448|CXA3_MOUSE	tr|A0A6J0Y3T0|A0A6J0Y3T0_ODOVR
OG0012668	sp|Q69ZP3|PNKD_MOUSE	tr|A0A6J0YGW2|A0A6J0YGW2_ODOVR
OG0012669	sp|Q7M760|ZRAN1_MOUSE	tr|A0A6J0XIA9|A0A6J0XIA9_ODOVR
OG0012670	sp|Q7TSK2|SEZ6_MOUSE	tr|A0A6J0Z040|A0A6J0Z040_ODOVR
OG0012671	sp|Q80WG5|LRC8A_MOUSE	tr|A0A6J0VYL5|A0A6J0VYL5_ODOVR
OG0012672	sp|Q80WS1|RIMKB_MOUSE	tr|A0A6J0Y537|A0A6J0Y537_ODOVR
OG0012673	sp|Q8BLQ0|F124B_MOUSE	tr|A0A6J0WBT8|A0A6J0WBT8_ODOVR
OG0012674	sp|Q8BTW8|CK5P1_MOUSE	tr|A0A6J0Y937|A0A6J0Y937_ODOVR
OG0012675	sp|Q8C4J0|CCD60_MOUSE	tr|A0A6J0XZD6|A0A6J0XZD6_ODOVR
OG0012676	sp|Q8C804|SPICE_MOUSE	tr|A0A6J0WC77|A0A6J0WC77_ODOVR
OG0012677	sp|Q8CD91|SMOC2_MOUSE	tr|A0A6J0XPW2|A0A6J0XPW2_ODOVR
OG0012678	sp|Q91VV4|DEN2D_MOUSE	tr|A0A6J0Y3E9|A0A6J0Y3E9_ODOVR
OG0012679	sp|Q91WM1|STRBP_MOUSE	tr|A0A6J0VVN8|A0A6J0VVN8_ODOVR
OG0012680	sp|Q921C1|CXG3_MOUSE	tr|A0A6J0YE11|A0A6J0YE11_ODOVR
OG0012681	sp|Q9CTN4|RHBT3_MOUSE	tr|A0A6J0X7P3|A0A6J0X7P3_ODOVR
OG0012682	sp|Q9D1G5|LRC57_MOUSE	tr|A0A6J0YL65|A0A6J0YL65_ODOVR
OG0012683	sp|Q9D5J6|SHPK_MOUSE	tr|A0A6J0WIW6|A0A6J0WIW6_ODOVR
OG0012684	sp|Q9D903|EBP2_MOUSE	tr|A0A6J0Z9W2|A0A6J0Z9W2_ODOVR
OG0012685	sp|Q9DCN1|NUD12_MOUSE	tr|A0A6J0W7K4|A0A6J0W7K4_ODOVR
OG0012686	sp|Q9ESZ8|GTF2I_MOUSE	tr|A0A6J0XL15|A0A6J0XL15_ODOVR
OG0012687	sp|Q9JHU4|DYHC1_MOUSE	tr|A0A6J0Z4X9|A0A6J0Z4X9_ODOVR
OG0012688	sp|Q9JJE4|PAQR4_MOUSE	tr|A0A6J0YYG8|A0A6J0YYG8_ODOVR
OG0012689	sp|Q9QZQ1|AFAD_MOUSE	tr|A0A6J0YXA2|A0A6J0YXA2_ODOVR
OG0012690	sp|Q9WU66|SFRP5_MOUSE	tr|A0A6J0WST0|A0A6J0WST0_ODOVR
OG0012692	tr|B1AWM0|B1AWM0_MOUSE	tr|A0A6J0ZBA9|A0A6J0ZBA9_ODOVR
OG0012693	sp|B2RRD7|BRPF1_MOUSE	tr|A0A6J0X257|A0A6J0X257_ODOVR
OG0012694	tr|E9Q166|E9Q166_MOUSE	tr|A0A6J0VLW6|A0A6J0VLW6_ODOVR
OG0012695	tr|E9Q658|E9Q658_MOUSE	tr|A0A6J0W864|A0A6J0W864_ODOVR
OG0012696	tr|E9Q6R1|E9Q6R1_MOUSE	tr|A0A6J0YE44|A0A6J0YE44_ODOVR
OG0012697	sp|O54965|RNF13_MOUSE	tr|A0A6J0Z1G9|A0A6J0Z1G9_ODOVR
OG0012698	sp|O55100|SNG1_MOUSE	tr|A0A6J0WI87|A0A6J0WI87_ODOVR
OG0012699	sp|O70374|MTG8R_MOUSE	tr|A0A6J0Y9F7|A0A6J0Y9F7_ODOVR
OG0012700	sp|O70548|TELT_MOUSE	tr|A0A6J0XX45|A0A6J0XX45_ODOVR
OG0012701	sp|P28322|ETV4_MOUSE	tr|A0A6J0X3X9|A0A6J0X3X9_ODOVR
OG0012702	sp|P28656|NP1L1_MOUSE	tr|A0A6J0VV35|A0A6J0VV35_ODOVR
OG0012703	sp|P41133|ID3_MOUSE	tr|A0A6J0VXY4|A0A6J0VXY4_ODOVR
OG0012704	sp|P54797|TNG2_MOUSE	tr|A0A6J0YBV0|A0A6J0YBV0_ODOVR
OG0012705	sp|P58242|ASM3B_MOUSE	tr|A0A6J0YT06|A0A6J0YT06_ODOVR
OG0012706	sp|P61807|SNN_MOUSE	tr|A0A6J0WNP1|A0A6J0WNP1_ODOVR
OG0012707	sp|P97333|NRP1_MOUSE	tr|A0A6J0VT05|A0A6J0VT05_ODOVR
OG0012708	sp|P97503|NKX32_MOUSE	tr|A0A6J0XWX9|A0A6J0XWX9_ODOVR
OG0012709	sp|Q0VGT2|GLI2_MOUSE	tr|A0A6J0XN02|A0A6J0XN02_ODOVR
OG0012710	sp|Q14CH7|SYAM_MOUSE	tr|A0A6J0XBV1|A0A6J0XBV1_ODOVR
OG0012711	sp|Q3U0B3|DHR11_MOUSE	tr|A0A6J0W2P0|A0A6J0W2P0_ODOVR
OG0012712	sp|Q3ULD5|MCCB_MOUSE	tr|A0A6J0ZB30|A0A6J0ZB30_ODOVR
OG0012713	sp|Q5HZI1|MTUS1_MOUSE	tr|A0A6J0ZGR8|A0A6J0ZGR8_ODOVR
OG0012714	sp|Q5SV77|GGNB2_MOUSE	tr|A0A6J0W6P3|A0A6J0W6P3_ODOVR
OG0012715	sp|Q60648|SAP3_MOUSE	tr|A0A6J0XYI8|A0A6J0XYI8_ODOVR
OG0012716	sp|Q64279|HAND1_MOUSE	tr|A0A6J0YIF7|A0A6J0YIF7_ODOVR
OG0012717	sp|Q64378|FKBP5_MOUSE	tr|A0A6J0X0D6|A0A6J0X0D6_ODOVR
OG0012718	sp|Q80U57|RIMS3_MOUSE	tr|A0A6J0WYG9|A0A6J0WYG9_ODOVR
OG0012719	sp|Q80UZ2|SDA1_MOUSE	tr|A0A6J0XKB2|A0A6J0XKB2_ODOVR
OG0012720	sp|Q80V94|AP4E1_MOUSE	tr|A0A6J0X2W4|A0A6J0X2W4_ODOVR
OG0012721	sp|Q80VP2|SPAT7_MOUSE	tr|A0A6J0XDG6|A0A6J0XDG6_ODOVR
OG0012722	sp|Q80XU3|NUCKS_MOUSE	tr|A0A6J0YBX3|A0A6J0YBX3_ODOVR
OG0012723	sp|Q80Y39|CJ062_MOUSE	tr|A0A6J0WMS5|A0A6J0WMS5_ODOVR
OG0012724	sp|Q80Z10|ASTN2_MOUSE	tr|A0A6J0WCB1|A0A6J0WCB1_ODOVR
OG0012725	sp|Q8BGV0|SYNM_MOUSE	tr|A0A6J0ZB88|A0A6J0ZB88_ODOVR
OG0012726	sp|Q8BGY7|F210A_MOUSE	tr|A0A6J0Z5D5|A0A6J0Z5D5_ODOVR
OG0012727	sp|Q8BHL4|RAI3_MOUSE	tr|A0A6J0WSA8|A0A6J0WSA8_ODOVR
OG0012728	sp|Q8BL66|EEA1_MOUSE	tr|A0A6J0VK24|A0A6J0VK24_ODOVR
OG0012729	sp|Q8BT88|CP090_MOUSE	tr|A0A6J0ZBS1|A0A6J0ZBS1_ODOVR
OG0012730	sp|Q8BW56|GTDC1_MOUSE	tr|A0A6J0WXT0|A0A6J0WXT0_ODOVR
OG0012731	sp|Q8BXX2|ZBT49_MOUSE	tr|A0A6J0YYE6|A0A6J0YYE6_ODOVR
OG0012732	sp|Q8C581|TMM91_MOUSE	tr|A0A6J0Y310|A0A6J0Y310_ODOVR
OG0012733	sp|Q8CI70|LRC20_MOUSE	tr|A0A6J0W9W9|A0A6J0W9W9_ODOVR
OG0012734	sp|Q8K1K9|HINFP_MOUSE	tr|A0A6J0VQI6|A0A6J0VQI6_ODOVR
OG0012735	sp|Q8K3A2|TRPT1_MOUSE	tr|A0A6J0X4W5|A0A6J0X4W5_ODOVR
OG0012736	sp|Q8R507|FKTN_MOUSE	tr|A0A6J0VLL6|A0A6J0VLL6_ODOVR
OG0012737	sp|Q8VCM8|NCLN_MOUSE	tr|A0A6J0XRV2|A0A6J0XRV2_ODOVR
OG0012738	sp|Q8VDG5|PPCS_MOUSE	tr|A0A6J0ZB51|A0A6J0ZB51_ODOVR
OG0012739	sp|Q8VDW4|UBE2W_MOUSE	tr|A0A6J0Y7Q3|A0A6J0Y7Q3_ODOVR
OG0012741	sp|Q8VHQ3|PP16B_MOUSE	tr|A0A6J0YSX3|A0A6J0YSX3_ODOVR
OG0012742	sp|Q91YN0|CL004_MOUSE	tr|A0A6J0VJ32|A0A6J0VJ32_ODOVR
OG0012743	sp|Q99JZ0|SDCB2_MOUSE	tr|A0A6J0Y4R4|A0A6J0Y4R4_ODOVR
OG0012744	sp|Q99KJ8|DCTN2_MOUSE	tr|A0A6J0WDQ2|A0A6J0WDQ2_ODOVR
OG0012745	sp|Q99MJ6|NHRF4_MOUSE	tr|A0A6J0VVG6|A0A6J0VVG6_ODOVR
OG0012746	sp|Q9CQ31|ASB11_MOUSE	tr|A0A6J0Z2P1|A0A6J0Z2P1_ODOVR
OG0012747	sp|Q9CQM5|TXD17_MOUSE	tr|A0A6J0WQY8|A0A6J0WQY8_ODOVR
OG0012748	sp|Q9CW03|SMC3_MOUSE	tr|A0A6J0YH73|A0A6J0YH73_ODOVR
OG0012749	sp|Q9CY57|CHTOP_MOUSE	tr|A0A6J0XE44|A0A6J0XE44_ODOVR
OG0012750	sp|Q9D4F8|GCP4_MOUSE	tr|A0A6J0WJV0|A0A6J0WJV0_ODOVR
OG0012751	sp|Q9D6D8|PPIL6_MOUSE	tr|A0A6J0Y5I9|A0A6J0Y5I9_ODOVR
OG0012752	sp|Q9D780|SLAF9_MOUSE	tr|A0A6J0YEG1|A0A6J0YEG1_ODOVR
OG0012753	sp|Q9D7J9|ECHD3_MOUSE	tr|A0A6J0XGU9|A0A6J0XGU9_ODOVR
OG0012754	sp|Q9D9N5|CIB4_MOUSE	tr|A0A6J0Z5U9|A0A6J0Z5U9_ODOVR
OG0012755	sp|Q9DA39|LFG4_MOUSE	tr|A0A6J0WMQ6|A0A6J0WMQ6_ODOVR
OG0012756	sp|Q9DB29|IAH1_MOUSE	tr|A0A6J0Z1V5|A0A6J0Z1V5_ODOVR
OG0012757	sp|Q9JK23|PSMG1_MOUSE	tr|A0A6J0XZ89|A0A6J0XZ89_ODOVR
OG0012758	sp|Q9Z104|HM20B_MOUSE	tr|A0A6J0XPR3|A0A6J0XPR3_ODOVR
OG0012759	sp|Q9Z1B7|MK13_MOUSE	tr|A0A6J0W1E8|A0A6J0W1E8_ODOVR
OG0012760	sp|Q9Z2D3|GSDME_MOUSE	tr|A0A6J0W7B7|A0A6J0W7B7_ODOVR
OG0012761	sp|D3Z752|SPXN_MOUSE	tr|A0A6J0VI50|A0A6J0VI50_ODOVR
OG0012762	tr|E9PUQ3|E9PUQ3_MOUSE	tr|A0A6J0WJN1|A0A6J0WJN1_ODOVR
OG0012763	tr|E9Q0X2|E9Q0X2_MOUSE	tr|A0A6J0WRZ3|A0A6J0WRZ3_ODOVR
OG0012764	tr|E9Q1F5|E9Q1F5_MOUSE	tr|A0A6J0XHM6|A0A6J0XHM6_ODOVR
OG0012765	tr|E9Q2I4|E9Q2I4_MOUSE	tr|A0A6J0YNC6|A0A6J0YNC6_ODOVR
OG0012767	sp|O54927|WSB1_MOUSE	tr|A0A6J0X9M8|A0A6J0X9M8_ODOVR
OG0012768	sp|O89110|CASP8_MOUSE	tr|A0A6J0XJX1|A0A6J0XJX1_ODOVR
OG0012769	sp|P25799|NFKB1_MOUSE	tr|A0A6J0Y7Q9|A0A6J0Y7Q9_ODOVR
OG0012770	sp|P48972|MYBB_MOUSE	tr|A0A6J0YZU0|A0A6J0YZU0_ODOVR
OG0012771	sp|P59862|CAD26_MOUSE	tr|A0A6J0YI87|A0A6J0YI87_ODOVR
OG0012772	sp|P97493|THIOM_MOUSE	tr|A0A6J0XCM4|A0A6J0XCM4_ODOVR
OG0012773	sp|Q03288|ASIP_MOUSE	tr|A0A6J0X986|A0A6J0X986_ODOVR
OG0012774	sp|Q0P543|GIPR_MOUSE	tr|A0A6J0XWP9|A0A6J0XWP9_ODOVR
OG0012775	sp|Q3UVG3|F91A1_MOUSE	tr|A0A6J0XCV9|A0A6J0XCV9_ODOVR
OG0012776	sp|Q4U2R1|HERC2_MOUSE	tr|A0A6J0YBY4|A0A6J0YBY4_ODOVR
OG0012777	sp|Q504N2|S22AF_MOUSE	tr|A0A6J0XCR8|A0A6J0XCR8_ODOVR
OG0012778	sp|Q69ZF3|GBA2_MOUSE	tr|A0A6J0WI20|A0A6J0WI20_ODOVR
OG0012779	sp|Q6P5D4|CP135_MOUSE	tr|A0A6J0XDB4|A0A6J0XDB4_ODOVR
OG0012780	sp|Q6P7W0|SENP6_MOUSE	tr|A0A6J0Y5W5|A0A6J0Y5W5_ODOVR
OG0012781	sp|Q6PG16|HJURP_MOUSE	tr|A0A6J0XKK2|A0A6J0XKK2_ODOVR
OG0012782	tr|Q6PGK3|Q6PGK3_MOUSE	tr|A0A6J0VRS5|A0A6J0VRS5_ODOVR
OG0012783	tr|Q6XPS7|Q6XPS7_MOUSE	tr|A0A6J0X447|A0A6J0X447_ODOVR
OG0012784	sp|Q7M729|SCN4B_MOUSE	tr|A0A6J0WXI0|A0A6J0WXI0_ODOVR
OG0012785	sp|Q7TSV4|PGM2_MOUSE	tr|A0A6J0Y4F0|A0A6J0Y4F0_ODOVR
OG0012786	sp|Q811H0|ZBT42_MOUSE	tr|A0A6J0XVN2|A0A6J0XVN2_ODOVR
OG0012787	sp|Q8BJ73|RSPO4_MOUSE	tr|A0A6J0Y5H1|A0A6J0Y5H1_ODOVR
OG0012788	sp|Q8BKX7|ZN410_MOUSE	tr|A0A6J0YL41|A0A6J0YL41_ODOVR
OG0012789	sp|Q8BLC3|LYPD1_MOUSE	tr|A0A6J0YCL2|A0A6J0YCL2_ODOVR
OG0012790	sp|Q8BMG1|ATRIP_MOUSE	tr|A0A6J0ZDL4|A0A6J0ZDL4_ODOVR
OG0012791	sp|Q8BRG8|TM209_MOUSE	tr|A0A6J0YI19|A0A6J0YI19_ODOVR
OG0012792	sp|Q8BSU7|MOB3A_MOUSE	tr|A0A6J0YKX6|A0A6J0YKX6_ODOVR
OG0012793	sp|Q8BUM6|F163B_MOUSE	tr|A0A6J0X4R9|A0A6J0X4R9_ODOVR
OG0012794	sp|Q8BZ39|NMUR2_MOUSE	tr|A0A6J0ZD30|A0A6J0ZD30_ODOVR
OG0012795	sp|Q8CBE3|WDR37_MOUSE	tr|A0A6J0WNP8|A0A6J0WNP8_ODOVR
OG0012796	sp|Q8CJ53|CIP4_MOUSE	tr|A0A6J0ZEI5|A0A6J0ZEI5_ODOVR
OG0012797	sp|Q8K273|EMC5_MOUSE	tr|A0A6J0XKM2|A0A6J0XKM2_ODOVR
OG0012798	sp|Q8K2H4|ACAP1_MOUSE	tr|A0A6J0Z3D0|A0A6J0Z3D0_ODOVR
OG0012799	sp|Q8K459|PXT1_MOUSE	tr|A0A6J0W6G8|A0A6J0W6G8_ODOVR
OG0012800	sp|Q8QZW7|GBRP_MOUSE	tr|A0A6J0Z9N7|A0A6J0Z9N7_ODOVR
OG0012801	sp|Q8R0K9|E2F4_MOUSE	tr|A0A6J0WSI2|A0A6J0WSI2_ODOVR
OG0012802	sp|Q8R1J9|TOR2A_MOUSE	tr|A0A6J0W3W1|A0A6J0W3W1_ODOVR
OG0012803	sp|Q8R2G4|NAR3_MOUSE	tr|A0A6J0XLD0|A0A6J0XLD0_ODOVR
OG0012804	sp|Q91WD7|KI18A_MOUSE	tr|A0A6J0YH23|A0A6J0YH23_ODOVR
OG0012805	sp|Q91ZE9|BMF_MOUSE	tr|A0A6J0VRW0|A0A6J0VRW0_ODOVR
OG0012806	sp|Q922P8|T132A_MOUSE	tr|A0A6J0X1M2|A0A6J0X1M2_ODOVR
OG0012807	sp|Q9CZI9|AEN_MOUSE	tr|A0A6J0YSX6|A0A6J0YSX6_ODOVR
OG0012808	sp|Q9D0B5|TSTD3_MOUSE	tr|A0A6J0XDW8|A0A6J0XDW8_ODOVR
OG0012809	sp|Q9D7V9|NAAA_MOUSE	tr|A0A6J0YDQ3|A0A6J0YDQ3_ODOVR
OG0012810	sp|Q9D819|IPYR_MOUSE	tr|A0A6J0W9S7|A0A6J0W9S7_ODOVR
OG0012811	sp|Q9D9B0|CCD70_MOUSE	tr|A0A6J0XZW4|A0A6J0XZW4_ODOVR
OG0012812	sp|Q9JIA1|LGI1_MOUSE	tr|A0A6J0W7J9|A0A6J0W7J9_ODOVR
OG0012813	sp|Q9JII6|AK1A1_MOUSE	tr|A0A6J0XV04|A0A6J0XV04_ODOVR
OG0012814	sp|Q9JL56|GDE1_MOUSE	tr|A0A6J0YZZ1|A0A6J0YZZ1_ODOVR
OG0012815	sp|Q9JM54|APR_MOUSE	tr|A0A6J0Y5C5|A0A6J0Y5C5_ODOVR
OG0012816	sp|Q9QY23|PKP3_MOUSE	tr|A0A6J0Z220|A0A6J0Z220_ODOVR
OG0012817	sp|Q9R097|SPIT1_MOUSE	tr|A0A6J0W692|A0A6J0W692_ODOVR
OG0012818	sp|Q9R0B7|ZN346_MOUSE	tr|A0A6J0VX34|A0A6J0VX34_ODOVR
OG0012819	sp|Q9R1Q9|VAS1_MOUSE	tr|A0A6J0XHZ9|A0A6J0XHZ9_ODOVR
OG0012820	sp|Q9WUG6|INSL5_MOUSE	tr|A0A6J0W6Y2|A0A6J0W6Y2_ODOVR
OG0012821	sp|Q9Z1S3|GRP1_MOUSE	tr|A0A6J0ZD48|A0A6J0ZD48_ODOVR
OG0012822	sp|Q9Z1T5|DEAF1_MOUSE	tr|A0A6J0Z304|A0A6J0Z304_ODOVR
OG0012823	tr|A0A087WR45|A0A087WR45_MOUSE	tr|A0A6J0YQQ9|A0A6J0YQQ9_ODOVR
OG0012824	sp|A2AR02|PPIG_MOUSE	tr|A0A6J0WJ28|A0A6J0WJ28_ODOVR
OG0012825	tr|E0CX23|E0CX23_MOUSE	tr|A0A6J0X1U6|A0A6J0X1U6_ODOVR
OG0012826	sp|F7BJB9|MORC3_MOUSE	tr|A0A6J0Z8Q0|A0A6J0Z8Q0_ODOVR
OG0012827	sp|O09118|NET1_MOUSE	tr|A0A6J0YF62|A0A6J0YF62_ODOVR
OG0012828	sp|P12242|UCP1_MOUSE	tr|A0A6J0XAK8|A0A6J0XAK8_ODOVR
OG0012829	sp|P29699|FETUA_MOUSE	tr|A0A6J0WBI5|A0A6J0WBI5_ODOVR
OG0012830	sp|P30935|SSR3_MOUSE	tr|A0A6J0WCF6|A0A6J0WCF6_ODOVR
OG0012831	sp|P31316|GSX2_MOUSE	tr|A0A6J0YYW7|A0A6J0YYW7_ODOVR
OG0012832	sp|P35583|FOXA2_MOUSE	tr|A0A6J0WC83|A0A6J0WC83_ODOVR
OG0012833	sp|P61166|TM258_MOUSE	tr|A0A6J0ZH01|A0A6J0ZH01_ODOVR
OG0012834	sp|P63005|LIS1_MOUSE	tr|A0A6J0YWK3|A0A6J0YWK3_ODOVR
OG0012835	sp|P70232|NCHL1_MOUSE	tr|A0A6J0WHL3|A0A6J0WHL3_ODOVR
OG0012836	sp|P70351|EZH1_MOUSE	tr|A0A6J0X3L9|A0A6J0X3L9_ODOVR
OG0012837	sp|P70436|DLX4_MOUSE	tr|A0A6J0Z8K8|A0A6J0Z8K8_ODOVR
OG0012838	sp|Q0VDQ9|FEZF1_MOUSE	tr|A0A6J0YU32|A0A6J0YU32_ODOVR
OG0012839	sp|Q2TB54|FCAMR_MOUSE	tr|A0A6J0Y4U5|A0A6J0Y4U5_ODOVR
OG0012840	sp|Q3TTI8|TEX52_MOUSE	tr|A0A6J0XR03|A0A6J0XR03_ODOVR
OG0012841	sp|Q3TWF6|WDR70_MOUSE	tr|A0A6J0WGE2|A0A6J0WGE2_ODOVR
OG0012842	sp|Q3UHK1|MYCT_MOUSE	tr|A0A6J0XBP0|A0A6J0XBP0_ODOVR
OG0012843	sp|Q5GAM9|RNS11_MOUSE	tr|A0A6J0XXM4|A0A6J0XXM4_ODOVR
OG0012844	sp|Q5PR69|CRACD_MOUSE	tr|A0A6J0X8U0|A0A6J0X8U0_ODOVR
OG0012845	sp|Q5RJH6|SMG7_MOUSE	tr|A0A6J0XYD2|A0A6J0XYD2_ODOVR
OG0012846	sp|Q60765|ATF3_MOUSE	tr|A0A6J0VKS0|A0A6J0VKS0_ODOVR
OG0012847	sp|Q61114|BPIB1_MOUSE	tr|A0A6J0Y926|A0A6J0Y926_ODOVR
OG0012848	sp|Q61235|SNTB2_MOUSE	tr|A0A6J0WGD7|A0A6J0WGD7_ODOVR
OG0012849	sp|Q61493|REV3L_MOUSE	tr|A0A6J0XAR1|A0A6J0XAR1_ODOVR
OG0012850	sp|Q64731|FOXL1_MOUSE	tr|A0A6J0XFE1|A0A6J0XFE1_ODOVR
OG0012851	sp|Q6NS57|MABP1_MOUSE	tr|A0A6J0YLC0|A0A6J0YLC0_ODOVR
OG0012852	sp|Q6ZWN5|RS9_MOUSE	tr|A0A6J0XNV7|A0A6J0XNV7_ODOVR
OG0012853	sp|Q80U30|CL16A_MOUSE	tr|A0A6J0WET5|A0A6J0WET5_ODOVR
OG0012854	sp|Q80U93|NU214_MOUSE	tr|A0A6J0W4E9|A0A6J0W4E9_ODOVR
OG0012855	sp|Q8BGN5|NPAL3_MOUSE	tr|A0A6J0Y822|A0A6J0Y822_ODOVR
OG0012856	sp|Q8BHZ0|CYRIA_MOUSE	tr|A0A6J0WNR1|A0A6J0WNR1_ODOVR
OG0012857	sp|Q8BQU3|SDHF3_MOUSE	tr|A0A6J0VJ78|A0A6J0VJ78_ODOVR
OG0012858	sp|Q8BW74|HLF_MOUSE	tr|A0A6J0YT16|A0A6J0YT16_ODOVR
OG0012859	sp|Q8BX10|PGAM5_MOUSE	tr|A0A6J0YIA4|A0A6J0YIA4_ODOVR
OG0012860	sp|Q8C4U3|SFRP1_MOUSE	tr|A0A6J0W2W6|A0A6J0W2W6_ODOVR
OG0012861	sp|Q8CA72|GAN_MOUSE	tr|A0A6J0YDW3|A0A6J0YDW3_ODOVR
OG0012862	sp|Q8CD54|PIEZ2_MOUSE	tr|A0A6J0Y0Z0|A0A6J0Y0Z0_ODOVR
OG0012863	sp|Q8CGR7|UPP2_MOUSE	tr|A0A6J0YCJ6|A0A6J0YCJ6_ODOVR
OG0012864	sp|Q8K4F5|ABHDB_MOUSE	tr|A0A6J0XTH3|A0A6J0XTH3_ODOVR
OG0012865	sp|Q8QZZ8|RAB38_MOUSE	tr|A0A6J0WFK8|A0A6J0WFK8_ODOVR
OG0012866	sp|Q8R349|CDC16_MOUSE	tr|A0A6J0XJE9|A0A6J0XJE9_ODOVR
OG0012867	sp|Q8R5C8|ZMY11_MOUSE	tr|A0A6J0WRJ0|A0A6J0WRJ0_ODOVR
OG0012868	sp|Q8VCH7|RDH10_MOUSE	tr|A0A6J0Y861|A0A6J0Y861_ODOVR
OG0012869	sp|Q8VDG7|PAFA2_MOUSE	tr|A0A6J0YSV0|A0A6J0YSV0_ODOVR
OG0012870	sp|Q8VDU0|GPSM2_MOUSE	tr|A0A6J0WDZ0|A0A6J0WDZ0_ODOVR
OG0012871	sp|Q91XC0|AJUBA_MOUSE	tr|A0A6J0YVP6|A0A6J0YVP6_ODOVR
OG0012872	sp|Q920L1|FADS1_MOUSE	tr|A0A6J0ZFJ1|A0A6J0ZFJ1_ODOVR
OG0012873	sp|Q99PS0|K1C23_MOUSE	tr|A0A6J0Y247|A0A6J0Y247_ODOVR
