Orthogroup	Mus_musculus	Balaenoptera_physalus
OG0011224	sp|O70373|XIRP1_MOUSE	tr|A0A643BS00|A0A643BS00_BALPH
OG0011225	sp|A2AJN7|S4A11_MOUSE	tr|A0A643BU11|A0A643BU11_BALPH
OG0011226	sp|Q8R3T5|STXB6_MOUSE	tr|A0A643BUJ4|A0A643BUJ4_BALPH
OG0011227	sp|Q02284|5HT1F_MOUSE	tr|A0A643BUP2|A0A643BUP2_BALPH
OG0011228	sp|O35732|CFLAR_MOUSE	tr|A0A643BUW0|A0A643BUW0_BALPH
OG0011229	sp|Q9D379|HYEP_MOUSE	tr|A0A643BUW5|A0A643BUW5_BALPH
OG0011230	sp|Q8CIE6|COPA_MOUSE	tr|A0A643BVB7|A0A643BVB7_BALPH
OG0011231	sp|Q8CFH6|SIK2_MOUSE	tr|A0A643BW92|A0A643BW92_BALPH
OG0011232	sp|P70380|IL18_MOUSE	tr|A0A643BWY2|A0A643BWY2_BALPH
OG0011233	sp|Q8BH10|ORAI2_MOUSE	tr|A0A643BX00|A0A643BX00_BALPH
OG0011234	sp|Q9D4G9|RMI1_MOUSE	tr|A0A643BX74|A0A643BX74_BALPH
OG0011235	sp|Q8R5K4|NOL6_MOUSE	tr|A0A643BYQ5|A0A643BYQ5_BALPH
OG0011236	sp|B1AWJ5|TMM8B_MOUSE	tr|A0A643BYQ9|A0A643BYQ9_BALPH
OG0011237	sp|Q9Z0L3|OC90_MOUSE	tr|A0A643BZ89|A0A643BZ89_BALPH
OG0011238	sp|Q8BWZ3|NAA25_MOUSE	tr|A0A643C0C1|A0A643C0C1_BALPH
OG0011239	sp|Q8BXQ8|FA53C_MOUSE	tr|A0A643C159|A0A643C159_BALPH
OG0011240	sp|O88338|CAD16_MOUSE	tr|A0A643C1T3|A0A643C1T3_BALPH
OG0011241	sp|Q9CR40|KLH28_MOUSE	tr|A0A643C397|A0A643C397_BALPH
OG0011242	sp|Q9D176|SUSD3_MOUSE	tr|A0A643C4R5|A0A643C4R5_BALPH
OG0011243	tr|Q91VA7|Q91VA7_MOUSE	tr|A0A643C4V4|A0A643C4V4_BALPH
OG0011244	sp|Q810K3|SGPP2_MOUSE	tr|A0A643C4Z0|A0A643C4Z0_BALPH
OG0011245	sp|Q9JIX9|FASTK_MOUSE	tr|A0A643C6X6|A0A643C6X6_BALPH
OG0011246	sp|Q9DCE5|PK1IP_MOUSE	tr|A0A643C991|A0A643C991_BALPH
OG0011247	sp|Q9DD20|MET7B_MOUSE	tr|A0A643CAI7|A0A643CAI7_BALPH
OG0011248	sp|P06332|CD4_MOUSE	tr|A0A643CBU4|A0A643CBU4_BALPH
OG0011249	sp|Q9CZW5|TOM70_MOUSE	tr|A0A643CFG6|A0A643CFG6_BALPH
OG0011250	sp|O88513|GEMI_MOUSE	tr|A0A643CGT3|A0A643CGT3_BALPH
OG0011251	sp|P56479|GALR1_MOUSE	tr|A0A643CGT6|A0A643CGT6_BALPH
OG0011252	sp|P70444|BID_MOUSE	tr|A0A643CH59|A0A643CH59_BALPH
OG0011253	sp|O88520|SHOC2_MOUSE	tr|A0A643CI87|A0A643CI87_BALPH
OG0011254	sp|Q9DA42|CT085_MOUSE	tr|A0A643CJH1|A0A643CJH1_BALPH
OG0011255	sp|Q7TPV4|MBB1A_MOUSE	tr|A0A643CKH4|A0A643CKH4_BALPH
OG0011256	sp|Q9D8B7|JAM3_MOUSE	tr|A0A6A1Q4Z1|A0A6A1Q4Z1_BALPH
OG0011258	sp|Q9CYH2|PXL2A_MOUSE	tr|A0A6A1Q9R5|A0A6A1Q9R5_BALPH
OG0011259	sp|Q8CIW5|PEO1_MOUSE	tr|A0A6A1QBP6|A0A6A1QBP6_BALPH
OG0011260	sp|Q9EP89|LACTB_MOUSE	tr|A0A6A1QDB7|A0A6A1QDB7_BALPH
OG0011261	sp|Q9D338|RM19_MOUSE	tr|A0A6A1QDI5|A0A6A1QDI5_BALPH
OG0011262	sp|Q3UTS8|ISK13_MOUSE	tr|A0A6A1QDM2|A0A6A1QDM2_BALPH
OG0011263	sp|Q8BJD1|ITIH5_MOUSE	tr|A0A6A1QHB6|A0A6A1QHB6_BALPH
OG0011264	sp|Q9QZN3|FBX8_MOUSE	tr|A0A6A1QJJ0|A0A6A1QJJ0_BALPH
OG0011265	tr|E9QAE3|E9QAE3_MOUSE	tr|A0A6A1QJK7|A0A6A1QJK7_BALPH
OG0011266	sp|Q5SX79|SHRM1_MOUSE	tr|A0A6A1QL03|A0A6A1QL03_BALPH
OG0011267	sp|Q6R5N8|TLR13_MOUSE	tr|A0A643BMG1|A0A643BMG1_BALPH
OG0011268	sp|Q9Z2F7|BNI3L_MOUSE	tr|A0A643BNX0|A0A643BNX0_BALPH
OG0011269	sp|Q8BHN5|RBM45_MOUSE	tr|A0A643BQB2|A0A643BQB2_BALPH
OG0011270	sp|Q8BKE9|IFT74_MOUSE	tr|A0A643BQD3|A0A643BQD3_BALPH
OG0011271	sp|Q99K24|S39A3_MOUSE	tr|A0A643BSS9|A0A643BSS9_BALPH
OG0011272	sp|Q9WUL6|M3K14_MOUSE	tr|A0A643BSX6|A0A643BSX6_BALPH
OG0011273	sp|Q9CZ42|NNRD_MOUSE	tr|A0A643BVV5|A0A643BVV5_BALPH
OG0011274	sp|Q91VR5|DDX1_MOUSE	tr|A0A643BWI8|A0A643BWI8_BALPH
OG0011275	sp|Q99PJ2|TRIM8_MOUSE	tr|A0A643BXS4|A0A643BXS4_BALPH
OG0011276	sp|Q8BP56|PGGHG_MOUSE	tr|A0A643BY00|A0A643BY00_BALPH
OG0011277	sp|Q5SUF2|LC7L3_MOUSE	tr|A0A643C2M1|A0A643C2M1_BALPH
OG0011278	sp|Q8VEB3|MACIR_MOUSE	tr|A0A643C3T4|A0A643C3T4_BALPH
OG0011279	sp|Q7TQK0|CCNT2_MOUSE	tr|A0A643C4U8|A0A643C4U8_BALPH
OG0011280	sp|Q8CDJ3|BAKOR_MOUSE	tr|A0A643C5Y7|A0A643C5Y7_BALPH
OG0011281	sp|Q8BLV3|SL9A7_MOUSE	tr|A0A643C6B3|A0A643C6B3_BALPH
OG0011282	sp|O54927|WSB1_MOUSE	tr|A0A643C8R1|A0A643C8R1_BALPH
OG0011283	sp|P21661|NEC2_MOUSE	tr|A0A643C8S8|A0A643C8S8_BALPH
OG0011284	sp|Q9D9C7|CC062_MOUSE	tr|A0A643C9U0|A0A643C9U0_BALPH
OG0011285	sp|P49764|PLGF_MOUSE	tr|A0A643CBH0|A0A643CBH0_BALPH
OG0011286	sp|Q8K1N2|PHLB2_MOUSE	tr|A0A643CC54|A0A643CC54_BALPH
OG0011287	sp|Q99PP2|ZN318_MOUSE	tr|A0A643CCF6|A0A643CCF6_BALPH
OG0011288	tr|Q4QQK2|Q4QQK2_MOUSE	tr|A0A643CDE7|A0A643CDE7_BALPH
OG0011289	sp|Q80WB5|NTAQ1_MOUSE	tr|A0A643CE50|A0A643CE50_BALPH
OG0011290	sp|Q91W10|S39A8_MOUSE	tr|A0A643CEA5|A0A643CEA5_BALPH
OG0011291	sp|Q8BUD0|GPR4_MOUSE	tr|A0A643CEA9|A0A643CEA9_BALPH
OG0011292	sp|Q8C5N5|PDD2L_MOUSE	tr|A0A643CHB7|A0A643CHB7_BALPH
OG0011293	sp|Q9CXU1|MED31_MOUSE	tr|A0A643CIS4|A0A643CIS4_BALPH
OG0011294	sp|Q8BHD1|POC1B_MOUSE	tr|A0A6A1PX69|A0A6A1PX69_BALPH
OG0011295	sp|Q6ZPV2|INO80_MOUSE	tr|A0A6A1PZZ6|A0A6A1PZZ6_BALPH
OG0011296	sp|P26350|PTMA_MOUSE	tr|A0A6A1Q035|A0A6A1Q035_BALPH
OG0011297	tr|E9Q3M9|E9Q3M9_MOUSE	tr|A0A6A1Q0N3|A0A6A1Q0N3_BALPH
OG0011298	sp|Q8R1F6|HID1_MOUSE	tr|A0A6A1Q0S2|A0A6A1Q0S2_BALPH
OG0011299	sp|A2ADF7|S2534_MOUSE	tr|A0A6A1Q4D3|A0A6A1Q4D3_BALPH
OG0011300	sp|P35821|PTN1_MOUSE	tr|A0A6A1QB46|A0A6A1QB46_BALPH
OG0011301	sp|O88978|DAA11_MOUSE	tr|A0A6A1QDQ2|A0A6A1QDQ2_BALPH
OG0011302	sp|P20918|PLMN_MOUSE	tr|A0A6A1QE88|A0A6A1QE88_BALPH
OG0011303	sp|Q9Z0S1|BPNT1_MOUSE	tr|A0A6A1QIK0|A0A6A1QIK0_BALPH
OG0011304	sp|Q9JIF3|GTR8_MOUSE	tr|A0A6A1QL87|A0A6A1QL87_BALPH
OG0011305	sp|O35613|DAXX_MOUSE	tr|A0A643ATL0|A0A643ATL0_BALPH
OG0011306	sp|D3YVF0|AKAP5_MOUSE	tr|A0A643ATW2|A0A643ATW2_BALPH
OG0011307	sp|Q6P1I6|PSD2_MOUSE	tr|A0A643BRL4|A0A643BRL4_BALPH
OG0011308	sp|Q8C1Y8|CCZ1_MOUSE	tr|A0A643BUY0|A0A643BUY0_BALPH
OG0011309	sp|Q61168|LAPM5_MOUSE	tr|A0A643BVC2|A0A643BVC2_BALPH
OG0011310	sp|Q9ESJ0|XPO4_MOUSE	tr|A0A643BVJ9|A0A643BVJ9_BALPH
OG0011311	sp|Q61420|S35A1_MOUSE	tr|A0A643BX46|A0A643BX46_BALPH
OG0011312	sp|Q9CQ75|NDUA2_MOUSE	tr|A0A643BX49|A0A643BX49_BALPH
OG0011313	sp|Q8BMD5|CDAC1_MOUSE	tr|A0A643BXW7|A0A643BXW7_BALPH
OG0011314	sp|Q9ESF4|LFG1_MOUSE	tr|A0A643BYE2|A0A643BYE2_BALPH
OG0011315	sp|Q9CY66|GAR1_MOUSE	tr|A0A643BYL4|A0A643BYL4_BALPH
OG0011316	sp|Q99LI2|CLCC1_MOUSE	tr|A0A643BYQ0|A0A643BYQ0_BALPH
OG0011317	sp|Q7TSH4|CP110_MOUSE	tr|A0A643BYQ6|A0A643BYQ6_BALPH
OG0011318	sp|Q9ER58|TICN2_MOUSE	tr|A0A643BZ84|A0A643BZ84_BALPH
OG0011319	sp|Q3UKU4|FA83F_MOUSE	tr|A0A643C0N6|A0A643C0N6_BALPH
OG0011320	sp|Q9D4V4|TAF1D_MOUSE	tr|A0A643C0S5|A0A643C0S5_BALPH
OG0011321	sp|O08742|GPV_MOUSE	tr|A0A643C226|A0A643C226_BALPH
OG0011322	sp|P70271|PDLI4_MOUSE	tr|A0A643C269|A0A643C269_BALPH
OG0011323	sp|Q8C6B9|AROS_MOUSE	tr|A0A643C348|A0A643C348_BALPH
OG0011324	sp|Q9EQQ3|GPR63_MOUSE	tr|A0A643C3E7|A0A643C3E7_BALPH
OG0011325	sp|P97467|AMD_MOUSE	tr|A0A643C3M7|A0A643C3M7_BALPH
OG0011326	sp|Q8K2W3|TXD11_MOUSE	tr|A0A643C4A5|A0A643C4A5_BALPH
OG0011327	sp|Q9DBR0|AKAP8_MOUSE	tr|A0A643C5L7|A0A643C5L7_BALPH
OG0011328	sp|Q61387|COX7R_MOUSE	tr|A0A643C6Q2|A0A643C6Q2_BALPH
OG0011329	sp|Q8CDZ2|MT21E_MOUSE	tr|A0A643C6T8|A0A643C6T8_BALPH
OG0011330	sp|Q6PGC7|S35E3_MOUSE	tr|A0A643C7N5|A0A643C7N5_BALPH
OG0011331	sp|Q9JKK8|ATR_MOUSE	tr|A0A643C9C0|A0A643C9C0_BALPH
OG0011332	tr|Q8C634|Q8C634_MOUSE	tr|A0A643CAF3|A0A643CAF3_BALPH
OG0011333	sp|Q6NZQ6|ZN740_MOUSE	tr|A0A643CAN2|A0A643CAN2_BALPH
OG0011334	sp|Q9QXT0|CNPY2_MOUSE	tr|A0A643CB25|A0A643CB25_BALPH
OG0011335	sp|Q8VEH8|ERLEC_MOUSE	tr|A0A643CBX8|A0A643CBX8_BALPH
OG0011336	sp|Q8R143|PTTG_MOUSE	tr|A0A643CD25|A0A643CD25_BALPH
OG0011337	sp|Q8BQU7|TMM74_MOUSE	tr|A0A643CE66|A0A643CE66_BALPH
OG0011338	sp|Q04857|CO6A1_MOUSE	tr|A0A643CGA4|A0A643CGA4_BALPH
OG0011339	sp|Q8BGE4|SUSD6_MOUSE	tr|A0A643CHI7|A0A643CHI7_BALPH
OG0011340	sp|Q61112|CAB45_MOUSE	tr|A0A643CHV5|A0A643CHV5_BALPH
OG0011341	sp|Q9D8D0|TR13C_MOUSE	tr|A0A643CHZ4|A0A643CHZ4_BALPH
OG0011342	sp|Q9CYA6|ZCHC8_MOUSE	tr|A0A643CJ44|A0A643CJ44_BALPH
OG0011343	sp|Q8K424|TRPV3_MOUSE	tr|A0A6A1PXQ4|A0A6A1PXQ4_BALPH
OG0011344	sp|P49772|FLT3L_MOUSE	tr|A0A6A1Q196|A0A6A1Q196_BALPH
OG0011345	sp|Q6NS57|MABP1_MOUSE	tr|A0A6A1Q1G6|A0A6A1Q1G6_BALPH
OG0011346	sp|A2ASA8|IPIL1_MOUSE	tr|A0A6A1Q1P5|A0A6A1Q1P5_BALPH
OG0011347	sp|Q80W65|PCSK9_MOUSE	tr|A0A6A1Q2Z1|A0A6A1Q2Z1_BALPH
OG0011348	sp|P51944|CCNF_MOUSE	tr|A0A6A1Q370|A0A6A1Q370_BALPH
OG0011349	sp|Q9Z2E4|PPR17_MOUSE	tr|A0A6A1Q5V0|A0A6A1Q5V0_BALPH
OG0011350	sp|Q9CRG1|TM7S3_MOUSE	tr|A0A6A1QA10|A0A6A1QA10_BALPH
OG0011351	sp|P04919|B3AT_MOUSE	tr|A0A6A1QCG2|A0A6A1QCG2_BALPH
OG0011352	tr|D3YY33|D3YY33_MOUSE	tr|A0A6A1QCP1|A0A6A1QCP1_BALPH
OG0011353	sp|Q3V3F6|MPZL3_MOUSE	tr|A0A6A1QEG7|A0A6A1QEG7_BALPH
OG0011354	sp|Q7TMM8|PAR16_MOUSE	tr|A0A6A1QEN6|A0A6A1QEN6_BALPH
OG0011355	sp|Q91X17|UROM_MOUSE	tr|A0A6A1QF71|A0A6A1QF71_BALPH
OG0011356	sp|Q9D4R2|MGT4D_MOUSE	tr|A0A6A1QJF5|A0A6A1QJF5_BALPH
OG0011357	sp|Q8BHK6|SLAF7_MOUSE	tr|A0A643BPU2|A0A643BPU2_BALPH
OG0011358	sp|Q7TQE7|MACA2_MOUSE	tr|A0A643BTW5|A0A643BTW5_BALPH
OG0011359	sp|Q8K1L0|CREB5_MOUSE	tr|A0A643BW22|A0A643BW22_BALPH
OG0011360	sp|Q9CQH7|BT3L4_MOUSE	tr|A0A643BWC3|A0A643BWC3_BALPH
OG0011361	sp|Q5U5Q9|UIMC1_MOUSE	tr|A0A643BWS5|A0A643BWS5_BALPH
OG0011362	sp|P08551|NFL_MOUSE	tr|A0A643BXT7|A0A643BXT7_BALPH
OG0011363	sp|Q9EQ00|ROP1L_MOUSE	tr|A0A643C000|A0A643C000_BALPH
OG0011364	sp|Q80ZQ5|JAZF1_MOUSE	tr|A0A643C279|A0A643C279_BALPH
OG0011365	sp|P67778|PHB1_MOUSE	tr|A0A643C2J1|A0A643C2J1_BALPH
OG0011366	sp|Q6NXI6|RPRD2_MOUSE	tr|A0A643C5P1|A0A643C5P1_BALPH
OG0011367	sp|Q9CZX9|EMC4_MOUSE	tr|A0A643C5W9|A0A643C5W9_BALPH
OG0011368	sp|Q8CEZ4|MB214_MOUSE	tr|A0A643C674|A0A643C674_BALPH
OG0011369	sp|Q9ERB5|SO1C1_MOUSE	tr|A0A643C7J4|A0A643C7J4_BALPH
OG0011370	sp|Q9D4J7|PHF6_MOUSE	tr|A0A643C819|A0A643C819_BALPH
OG0011371	sp|Q9EPU4|CPSF1_MOUSE	tr|A0A643C8H8|A0A643C8H8_BALPH
OG0011372	sp|Q9Z1R3|APOM_MOUSE	tr|A0A643CA81|A0A643CA81_BALPH
OG0011373	tr|B2RXM6|B2RXM6_MOUSE	tr|A0A643CAR3|A0A643CAR3_BALPH
OG0011374	sp|Q8K1R7|NEK9_MOUSE	tr|A0A643CBH1|A0A643CBH1_BALPH
OG0011375	sp|Q9WV72|ASB3_MOUSE	tr|A0A643CCD7|A0A643CCD7_BALPH
OG0011376	sp|Q6DIA7|BRME1_MOUSE	tr|A0A643CCK4|A0A643CCK4_BALPH
OG0011377	sp|Q9R0A5|NEK3_MOUSE	tr|A0A643CDV9|A0A643CDV9_BALPH
OG0011378	tr|A0A1B0GRI5|A0A1B0GRI5_MOUSE	tr|A0A643CEJ8|A0A643CEJ8_BALPH
OG0011379	sp|Q9Z186|G6PC2_MOUSE	tr|A0A643CH62|A0A643CH62_BALPH
OG0011381	sp|Q78PY7|SND1_MOUSE	tr|A0A643CHT5|A0A643CHT5_BALPH
OG0011382	sp|P97458|PROP1_MOUSE	tr|A0A643CHX3|A0A643CHX3_BALPH
OG0011383	sp|Q8CA95|PDE10_MOUSE	tr|A0A643CJ90|A0A643CJ90_BALPH
OG0011384	sp|Q3U1F9|PHAG1_MOUSE	tr|A0A643CJS2|A0A643CJS2_BALPH
OG0011385	sp|Q8VDG7|PAFA2_MOUSE	tr|A0A6A1PXK2|A0A6A1PXK2_BALPH
OG0011386	sp|Q9CWH1|ZBT8A_MOUSE	tr|A0A6A1Q0B5|A0A6A1Q0B5_BALPH
OG0011387	sp|P70426|RIT1_MOUSE	tr|A0A6A1Q1U4|A0A6A1Q1U4_BALPH
OG0011388	sp|Q71B07|D19L3_MOUSE	tr|A0A6A1Q2L2|A0A6A1Q2L2_BALPH
OG0011389	sp|Q64151|SEM4C_MOUSE	tr|A0A6A1Q5F2|A0A6A1Q5F2_BALPH
OG0011390	sp|Q9D6W8|BORC6_MOUSE	tr|A0A6A1Q6B4|A0A6A1Q6B4_BALPH
OG0011391	sp|Q3USZ8|DIK2A_MOUSE	tr|A0A6A1Q793|A0A6A1Q793_BALPH
OG0011392	sp|Q8C3Q9|CASP9_MOUSE	tr|A0A6A1Q7X9|A0A6A1Q7X9_BALPH
OG0011393	sp|Q3UHG7|DEN11_MOUSE	tr|A0A6A1QAN7|A0A6A1QAN7_BALPH
OG0011394	sp|Q2TJ95|RSPO3_MOUSE	tr|A0A6A1QBC2|A0A6A1QBC2_BALPH
OG0011395	sp|Q8R5J9|PRAF3_MOUSE	tr|A0A6A1QCA9|A0A6A1QCA9_BALPH
OG0011396	sp|O35114|SCRB2_MOUSE	tr|A0A6A1QDB6|A0A6A1QDB6_BALPH
OG0011397	sp|Q8BMI0|FBX38_MOUSE	tr|A0A6A1QE85|A0A6A1QE85_BALPH
OG0011398	sp|Q61809|LRRN1_MOUSE	tr|A0A6A1QHJ8|A0A6A1QHJ8_BALPH
OG0011399	sp|Q61205|PA1B3_MOUSE	tr|A0A6A1QJN5|A0A6A1QJN5_BALPH
OG0011400	sp|Q61500|ITM2A_MOUSE	tr|A0A643AT95|A0A643AT95_BALPH
OG0011401	sp|Q9JLR9|HIG1A_MOUSE	tr|A0A643B013|A0A643B013_BALPH
OG0011402	tr|E9PW83|E9PW83_MOUSE	tr|A0A643BKF6|A0A643BKF6_BALPH
OG0011403	sp|Q8BP86|SNPC4_MOUSE	tr|A0A643BL82|A0A643BL82_BALPH
OG0011404	sp|O88544|CSN4_MOUSE	tr|A0A643BN03|A0A643BN03_BALPH
OG0011405	sp|P98064|MASP1_MOUSE	tr|A0A643BNH9|A0A643BNH9_BALPH
OG0011406	sp|O88623|UBP2_MOUSE	tr|A0A643BNQ3|A0A643BNQ3_BALPH
OG0011407	sp|P47802|MTX1_MOUSE	tr|A0A643BPQ8|A0A643BPQ8_BALPH
OG0011408	sp|Q9ER97|NGB_MOUSE	tr|A0A643BPT7|A0A643BPT7_BALPH
OG0011409	sp|Q64337|SQSTM_MOUSE	tr|A0A643BQ77|A0A643BQ77_BALPH
OG0011410	sp|Q922P8|T132A_MOUSE	tr|A0A643BSN2|A0A643BSN2_BALPH
OG0011411	sp|Q61165|SL9A1_MOUSE	tr|A0A643BTI2|A0A643BTI2_BALPH
OG0011412	sp|Q9CYR6|AGM1_MOUSE	tr|A0A643BUQ7|A0A643BUQ7_BALPH
OG0011413	sp|P01216|GLHA_MOUSE	tr|A0A643BVX2|A0A643BVX2_BALPH
OG0011414	sp|P50172|DHI1_MOUSE	tr|A0A643BY55|A0A643BY55_BALPH
OG0011415	sp|Q8K0U3|TMM17_MOUSE	tr|A0A643BYY6|A0A643BYY6_BALPH
OG0011416	tr|E9Q2E4|E9Q2E4_MOUSE	tr|A0A643C0B6|A0A643C0B6_BALPH
OG0011417	sp|Q3UQU0|BRD9_MOUSE	tr|A0A643C0K8|A0A643C0K8_BALPH
OG0011418	sp|Q8BJ34|MARF1_MOUSE	tr|A0A643C0Y9|A0A643C0Y9_BALPH
OG0011419	sp|Q9D132|UPK1A_MOUSE	tr|A0A643C1Z5|A0A643C1Z5_BALPH
OG0011420	sp|Q9D9U9|CFA45_MOUSE	tr|A0A643C362|A0A643C362_BALPH
OG0011421	sp|Q3UHH1|ZSWM8_MOUSE	tr|A0A643C4F8|A0A643C4F8_BALPH
OG0011422	sp|P41105|RL28_MOUSE	tr|A0A643C5H3|A0A643C5H3_BALPH
OG0011423	sp|Q8BJW6|EIF2A_MOUSE	tr|A0A643C8Q0|A0A643C8Q0_BALPH
OG0011424	sp|P97303|BACH2_MOUSE	tr|A0A643C8S4|A0A643C8S4_BALPH
OG0011425	tr|Q8CEI3|Q8CEI3_MOUSE	tr|A0A643CA14|A0A643CA14_BALPH
OG0011426	sp|Q99LH2|PTSS1_MOUSE	tr|A0A643CBM6|A0A643CBM6_BALPH
OG0011427	sp|Q9CPP6|NDUA5_MOUSE	tr|A0A643CC40|A0A643CC40_BALPH
OG0011428	sp|Q9D7Y9|SLX4I_MOUSE	tr|A0A643CDE0|A0A643CDE0_BALPH
OG0011429	sp|Q8C0C0|ZHX2_MOUSE	tr|A0A643CDU7|A0A643CDU7_BALPH
OG0011430	sp|Q0GGX2|ZN541_MOUSE	tr|A0A643CE06|A0A643CE06_BALPH
OG0011431	tr|Q9CZP3|Q9CZP3_MOUSE	tr|A0A643CEW9|A0A643CEW9_BALPH
OG0011432	sp|Q6PGH1|BUD31_MOUSE	tr|A0A643CEX1|A0A643CEX1_BALPH
OG0011433	sp|Q8C006|TRI35_MOUSE	tr|A0A643CG57|A0A643CG57_BALPH
OG0011434	sp|Q9CQT7|DESI1_MOUSE	tr|A0A643CHY4|A0A643CHY4_BALPH
OG0011435	sp|Q8C5T4|MORN3_MOUSE	tr|A0A643CJ24|A0A643CJ24_BALPH
OG0011436	sp|Q9WTM5|RUVB2_MOUSE	tr|A0A6A1PXI2|A0A6A1PXI2_BALPH
OG0011437	tr|E9Q1F5|E9Q1F5_MOUSE	tr|A0A6A1PYF7|A0A6A1PYF7_BALPH
OG0011438	sp|Q8VC98|PKHA4_MOUSE	tr|A0A6A1Q028|A0A6A1Q028_BALPH
OG0011439	sp|Q08AU9|CQ058_MOUSE	tr|A0A6A1Q0R1|A0A6A1Q0R1_BALPH
OG0011440	sp|Q6NZN0|RBM26_MOUSE	tr|A0A6A1Q3N2|A0A6A1Q3N2_BALPH
OG0011441	sp|Q9CY94|PSF3_MOUSE	tr|A0A6A1Q4H8|A0A6A1Q4H8_BALPH
OG0011442	sp|P62196|PRS8_MOUSE	tr|A0A6A1Q4Q4|A0A6A1Q4Q4_BALPH
OG0011443	sp|Q8VCM2|NOXO1_MOUSE	tr|A0A6A1Q5T2|A0A6A1Q5T2_BALPH
OG0011444	sp|P08775|RPB1_MOUSE	tr|A0A6A1Q6C4|A0A6A1Q6C4_BALPH
OG0011445	sp|G3XA59|LRC32_MOUSE	tr|A0A6A1Q7R1|A0A6A1Q7R1_BALPH
OG0011446	sp|Q9Z2I8|SUCB2_MOUSE	tr|A0A6A1Q8D5|A0A6A1Q8D5_BALPH
OG0011447	sp|P61969|LMO4_MOUSE	tr|A0A6A1Q8I1|A0A6A1Q8I1_BALPH
OG0011448	sp|Q9D7Z3|NOL7_MOUSE	tr|A0A6A1QEK1|A0A6A1QEK1_BALPH
OG0011449	sp|Q80U59|K0232_MOUSE	tr|A0A6A1QFV5|A0A6A1QFV5_BALPH
OG0011450	sp|Q8K4T1|SIA8F_MOUSE	tr|A0A6A1QG07|A0A6A1QG07_BALPH
OG0011451	sp|Q6VV64|KCNKI_MOUSE	tr|A0A6A1QGV7|A0A6A1QGV7_BALPH
OG0011452	sp|Q8BTG6|SPRNG_MOUSE	tr|A0A6A1QIQ5|A0A6A1QIQ5_BALPH
OG0011453	sp|Q9JIX0|ENY2_MOUSE	tr|A0A6A1QMR5|A0A6A1QMR5_BALPH
OG0011454	tr|F6TUL9|F6TUL9_MOUSE	tr|A0A643BKH4|A0A643BKH4_BALPH
OG0011455	tr|E9QA22|E9QA22_MOUSE	tr|A0A643BLG2|A0A643BLG2_BALPH
OG0011456	sp|Q9D115|ZN706_MOUSE	tr|A0A643BM18|A0A643BM18_BALPH
OG0011457	sp|Q8BIG4|FBX28_MOUSE	tr|A0A643BMJ2|A0A643BMJ2_BALPH
OG0011458	sp|P97817|CDR2_MOUSE	tr|A0A643BMV8|A0A643BMV8_BALPH
OG0011459	sp|Q8BY02|NKRF_MOUSE	tr|A0A643BP23|A0A643BP23_BALPH
OG0011460	sp|Q8BJT9|EDEM2_MOUSE	tr|A0A643BR07|A0A643BR07_BALPH
OG0011461	sp|Q8BTP0|PIGZ_MOUSE	tr|A0A643BTK9|A0A643BTK9_BALPH
OG0011462	sp|Q80WW9|DDRGK_MOUSE	tr|A0A643BUJ1|A0A643BUJ1_BALPH
OG0011463	tr|Q9ER67|Q9ER67_MOUSE	tr|A0A643BXH3|A0A643BXH3_BALPH
OG0011464	sp|O88876|DHRS3_MOUSE	tr|A0A643BYU3|A0A643BYU3_BALPH
OG0011465	sp|Q8CBG9|RN170_MOUSE	tr|A0A643BZ57|A0A643BZ57_BALPH
OG0011466	sp|P13504|IL1R1_MOUSE	tr|A0A643BZC2|A0A643BZC2_BALPH
OG0011467	sp|Q8BZ94|ZMAT4_MOUSE	tr|A0A643BZD4|A0A643BZD4_BALPH
OG0011468	sp|Q3UFF7|LYPL1_MOUSE	tr|A0A643C132|A0A643C132_BALPH
OG0011469	sp|Q9D1N4|MYMK_MOUSE	tr|A0A643C284|A0A643C284_BALPH
OG0011470	sp|Q9CRC0|VKOR1_MOUSE	tr|A0A643C3L0|A0A643C3L0_BALPH
OG0011471	sp|Q9CQA6|CHCH1_MOUSE	tr|A0A643C4F7|A0A643C4F7_BALPH
OG0011472	sp|Q9CQH0|PDZ1I_MOUSE	tr|A0A643C4P4|A0A643C4P4_BALPH
OG0011473	sp|P97390|VPS45_MOUSE	tr|A0A643C559|A0A643C559_BALPH
OG0011474	sp|P40240|CD9_MOUSE	tr|A0A643C6L9|A0A643C6L9_BALPH
OG0011475	sp|P09103|PDIA1_MOUSE	tr|A0A643C7X5|A0A643C7X5_BALPH
OG0011476	sp|Q3UN16|GP162_MOUSE	tr|A0A643CAV2|A0A643CAV2_BALPH
OG0011477	sp|Q8VD12|Z385A_MOUSE	tr|A0A643CC38|A0A643CC38_BALPH
OG0011478	sp|P09920|CSF3_MOUSE	tr|A0A643CEK1|A0A643CEK1_BALPH
OG0011479	sp|Q6P2B1|TNPO3_MOUSE	tr|A0A643CHV1|A0A643CHV1_BALPH
OG0011480	sp|Q3UZD7|GAR1B_MOUSE	tr|A0A643CHW2|A0A643CHW2_BALPH
OG0011481	sp|Q58NB6|DHRS9_MOUSE	tr|A0A643CI49|A0A643CI49_BALPH
OG0011482	sp|Q91VW5|GOGA4_MOUSE	tr|A0A643CIH9|A0A643CIH9_BALPH
