Orthogroup	Mus_musculus	Trichechus_manatus_latirostris
OG0010696	sp|Q60992|VAV2_MOUSE	tr|A0A2Y9E7I9|A0A2Y9E7I9_TRIMA
OG0010697	sp|Q61129|CFAI_MOUSE	tr|A0A2Y9RF22|A0A2Y9RF22_TRIMA
OG0010698	sp|Q61382|TRAF4_MOUSE	tr|A0A2Y9E3C3|A0A2Y9E3C3_TRIMA
OG0010699	sp|Q69ZN6|GNPTA_MOUSE	tr|A0A2Y9QML0|A0A2Y9QML0_TRIMA
OG0010700	sp|Q6P5G6|UBXN7_MOUSE	tr|A0A2Y9DFJ4|A0A2Y9DFJ4_TRIMA
OG0010701	sp|Q6PDM1|MSL1_MOUSE	tr|A0A2Y9FXB1|A0A2Y9FXB1_TRIMA
OG0010702	sp|Q7TQH7|LRP10_MOUSE	tr|A0A2Y9EB73|A0A2Y9EB73_TRIMA
OG0010703	sp|Q80VJ2|SRA1_MOUSE	tr|A0A2Y9DVI6|A0A2Y9DVI6_TRIMA
OG0010704	sp|Q80W85|NPM2_MOUSE	tr|A0A2Y9DX31|A0A2Y9DX31_TRIMA
OG0010705	sp|Q810U3|NFASC_MOUSE	tr|A0A2Y9DJB3|A0A2Y9DJB3_TRIMA
OG0010706	tr|Q8BSL0|Q8BSL0_MOUSE	tr|A0A2Y9RYI5|A0A2Y9RYI5_TRIMA
OG0010707	sp|Q8K1A0|METL5_MOUSE	tr|A0A2Y9DJ08|A0A2Y9DJ08_TRIMA
OG0010708	sp|Q8K4K2|TRIB3_MOUSE	tr|A0A2Y9DA78|A0A2Y9DA78_TRIMA
OG0010709	sp|Q8VCI7|SWAP1_MOUSE	tr|A0A2Y9DPM9|A0A2Y9DPM9_TRIMA
OG0010710	sp|Q8VD62|CK068_MOUSE	tr|A0A2Y9RFI3|A0A2Y9RFI3_TRIMA
OG0010711	sp|Q8VIB5|BARH2_MOUSE	tr|A0A2Y9DQ22|A0A2Y9DQ22_TRIMA
OG0010712	sp|Q8VIH7|CYYR1_MOUSE	tr|A0A2Y9FV09|A0A2Y9FV09_TRIMA
OG0010713	sp|Q91WQ9|CALL4_MOUSE	tr|A0A2Y9QPX8|A0A2Y9QPX8_TRIMA
OG0010714	sp|Q9CQS4|S2546_MOUSE	tr|A0A2Y9DMV6|A0A2Y9DMV6_TRIMA
OG0010715	sp|Q9CQS8|SC61B_MOUSE	tr|A0A2Y9QVB4|A0A2Y9QVB4_TRIMA
OG0010716	sp|Q9CR24|NUDT8_MOUSE	tr|A0A2Y9E0B2|A0A2Y9E0B2_TRIMA
OG0010717	sp|Q9CR84|AT5G1_MOUSE	tr|A0A2Y9RAH5|A0A2Y9RAH5_TRIMA
OG0010718	sp|Q9CXI3|MOXD1_MOUSE	tr|A0A2Y9D712|A0A2Y9D712_TRIMA
OG0010719	sp|Q9CZH7|MXRA7_MOUSE	tr|A0A2Y9R026|A0A2Y9R026_TRIMA
OG0010720	sp|Q9D2Z8|KIF12_MOUSE	tr|A0A2Y9DD40|A0A2Y9DD40_TRIMA
OG0010721	sp|Q9D415|DLGP1_MOUSE	tr|A0A2Y9E8J7|A0A2Y9E8J7_TRIMA
OG0010722	sp|Q9DAZ5|F174C_MOUSE	tr|A0A2Y9R386|A0A2Y9R386_TRIMA
OG0010723	sp|Q9JI19|FIBP_MOUSE	tr|A0A2Y9DYI6|A0A2Y9DYI6_TRIMA
OG0010724	sp|Q9JJG5|SRTD2_MOUSE	tr|A0A2Y9D7I6|A0A2Y9D7I6_TRIMA
OG0010725	sp|Q9QZ57|HSPB3_MOUSE	tr|A0A2Y9DSZ4|A0A2Y9DSZ4_TRIMA
OG0010726	sp|Q9R1V4|ADA11_MOUSE	tr|A0A2Y9FW13|A0A2Y9FW13_TRIMA
OG0010727	sp|Q9Z2L6|MINP1_MOUSE	tr|A0A2Y9RUU8|A0A2Y9RUU8_TRIMA
OG0010728	tr|A0A087WQ89|A0A087WQ89_MOUSE	tr|A0A2Y9EAV7|A0A2Y9EAV7_TRIMA
OG0010729	tr|A0A5F8MQ13|A0A5F8MQ13_MOUSE	tr|A0A2Y9DW81|A0A2Y9DW81_TRIMA
OG0010730	sp|A2AJT4|PNISR_MOUSE	tr|A0A2Y9QMY6|A0A2Y9QMY6_TRIMA
OG0010731	sp|A2BDX3|MOCS3_MOUSE	tr|A0A2Y9D997|A0A2Y9D997_TRIMA
OG0010732	tr|A3KGJ9|A3KGJ9_MOUSE	tr|A0A2Y9RX18|A0A2Y9RX18_TRIMA
OG0010733	tr|F2Z3U3|F2Z3U3_MOUSE	tr|A0A2Y9RA90|A0A2Y9RA90_TRIMA
OG0010734	sp|O35680|RT12_MOUSE	tr|A0A2Y9RSX7|A0A2Y9RSX7_TRIMA
OG0010735	sp|O54732|MMP15_MOUSE	tr|A0A2Y9DCL2|A0A2Y9DCL2_TRIMA
OG0010736	sp|O54827|AT10A_MOUSE	tr|A0A2Y9DDT0|A0A2Y9DDT0_TRIMA
OG0010737	sp|O55144|TLX3_MOUSE	tr|A0A2Y9DBH9|A0A2Y9DBH9_TRIMA
OG0010738	sp|O88566|AXIN2_MOUSE	tr|A0A2Y9DGN6|A0A2Y9DGN6_TRIMA
OG0010739	sp|P09023|HXB6_MOUSE	tr|A0A2Y9DNM9|A0A2Y9DNM9_TRIMA
OG0010740	sp|P16872|IL7RA_MOUSE	tr|A0A2Y9RJ93|A0A2Y9RJ93_TRIMA
OG0010741	sp|P49772|FLT3L_MOUSE	tr|A0A2Y9DVM9|A0A2Y9DVM9_TRIMA
OG0010742	sp|P55066|NCAN_MOUSE	tr|A0A2Y9DZL6|A0A2Y9DZL6_TRIMA
OG0010743	sp|P56581|TDG_MOUSE	tr|A0A2Y9QMM9|A0A2Y9QMM9_TRIMA
OG0010744	sp|P70327|TBX6_MOUSE	tr|A0A2Y9E5B1|A0A2Y9E5B1_TRIMA
OG0010745	sp|P70451|FER_MOUSE	tr|A0A2Y9QWL6|A0A2Y9QWL6_TRIMA
OG0010746	sp|P97469|SNAI2_MOUSE	tr|A0A2Y9DJ46|A0A2Y9DJ46_TRIMA
OG0010747	sp|Q08EC4|CASS4_MOUSE	tr|A0A2Y9S2E6|A0A2Y9S2E6_TRIMA
OG0010748	sp|Q3KNY5|RIAD1_MOUSE	tr|A0A2Y9EAP6|A0A2Y9EAP6_TRIMA
OG0010749	sp|Q3UWA6|GUC2C_MOUSE	tr|A0A2Y9E557|A0A2Y9E557_TRIMA
OG0010750	sp|Q5S006|LRRK2_MOUSE	tr|A0A2Y9RSP7|A0A2Y9RSP7_TRIMA
OG0010751	sp|Q60738|ZNT1_MOUSE	tr|A0A2Y9RRA3|A0A2Y9RRA3_TRIMA
OG0010752	sp|Q61865|MIA_MOUSE	tr|A0A2Y9EC97|A0A2Y9EC97_TRIMA
OG0010753	sp|Q62522|ZPBP1_MOUSE	tr|A0A2Y9RZA9|A0A2Y9RZA9_TRIMA
OG0010754	sp|Q6EBV9|ATG9B_MOUSE	tr|A0A2Y9FXS6|A0A2Y9FXS6_TRIMA
OG0010755	sp|Q6NXK2|ZN532_MOUSE	tr|A0A2Y9R2L9|A0A2Y9R2L9_TRIMA
OG0010756	sp|Q6NZN1|PPRC1_MOUSE	tr|A0A2Y9D9E4|A0A2Y9D9E4_TRIMA
OG0010757	sp|Q76KF0|SEM6D_MOUSE	tr|A0A2Y9RWL7|A0A2Y9RWL7_TRIMA
OG0010758	sp|Q80ZF8|AGRB3_MOUSE	tr|A0A2Y9DUI5|A0A2Y9DUI5_TRIMA
OG0010759	sp|Q8BFR6|ZFAN1_MOUSE	tr|A0A2Y9E2P5|A0A2Y9E2P5_TRIMA
OG0010760	sp|Q8BPS4|GP180_MOUSE	tr|A0A2Y9DBV1|A0A2Y9DBV1_TRIMA
OG0010761	sp|Q8BR93|HARB1_MOUSE	tr|A0A2Y9E790|A0A2Y9E790_TRIMA
OG0010762	sp|Q8BT18|ARMD4_MOUSE	tr|A0A2Y9DAF0|A0A2Y9DAF0_TRIMA
OG0010763	tr|Q8BXH3|Q8BXH3_MOUSE	tr|A0A2Y9G092|A0A2Y9G092_TRIMA
OG0010764	sp|Q8C5G2|VASH2_MOUSE	tr|A0A2Y9E6Z4|A0A2Y9E6Z4_TRIMA
OG0010765	sp|Q8C5N5|PDD2L_MOUSE	tr|A0A2Y9FV25|A0A2Y9FV25_TRIMA
OG0010766	sp|Q8CE97|CO062_MOUSE	tr|A0A2Y9DTD8|A0A2Y9DTD8_TRIMA
OG0010767	sp|Q8CF36|F229B_MOUSE	tr|A0A2Y9DDD2|A0A2Y9DDD2_TRIMA
OG0010768	sp|Q8CFJ9|WDR24_MOUSE	tr|A0A2Y9DF06|A0A2Y9DF06_TRIMA
OG0010769	sp|Q8JZM6|TIFAB_MOUSE	tr|A0A2Y9EDX5|A0A2Y9EDX5_TRIMA
OG0010770	sp|Q8K1Z0|COQ9_MOUSE	tr|A0A2Y9DCM0|A0A2Y9DCM0_TRIMA
OG0010771	sp|Q8R0Z5|MFRN2_MOUSE	tr|A0A2Y9D8Q6|A0A2Y9D8Q6_TRIMA
OG0010772	sp|Q8VCM5|MUL1_MOUSE	tr|A0A2Y9DMD9|A0A2Y9DMD9_TRIMA
OG0010773	sp|Q8VE96|S35F6_MOUSE	tr|A0A2Y9DNF8|A0A2Y9DNF8_TRIMA
OG0010774	sp|Q920Q2|REV1_MOUSE	tr|A0A2Y9D7K8|A0A2Y9D7K8_TRIMA
OG0010775	sp|Q922B1|MACD1_MOUSE	tr|A0A2Y9E0D0|A0A2Y9E0D0_TRIMA
OG0010776	sp|Q922D4|PP6R3_MOUSE	tr|A0A2Y9RHK5|A0A2Y9RHK5_TRIMA
OG0010777	sp|Q922H1|ANM3_MOUSE	tr|A0A2Y9RLC5|A0A2Y9RLC5_TRIMA
OG0010778	sp|Q99PN0|SC5A5_MOUSE	tr|A0A2Y9DZW5|A0A2Y9DZW5_TRIMA
OG0010779	sp|Q9CQS3|FIBIN_MOUSE	tr|A0A2Y9D869|A0A2Y9D869_TRIMA
OG0010780	sp|Q9CR08|RPP29_MOUSE	tr|A0A2Y9QKZ3|A0A2Y9QKZ3_TRIMA
OG0010781	sp|Q9D611|OCSTP_MOUSE	tr|A0A2Y9DAT2|A0A2Y9DAT2_TRIMA
OG0010782	sp|Q9D958|SPCS1_MOUSE	tr|A0A2Y9D6G4|A0A2Y9D6G4_TRIMA
OG0010783	sp|Q9DB98|LENG1_MOUSE	tr|A0A2Y9DVK1|A0A2Y9DVK1_TRIMA
OG0010784	sp|Q9DCB1|HMGN3_MOUSE	tr|A0A2Y9E355|A0A2Y9E355_TRIMA
OG0010785	sp|Q9QX96|SALL2_MOUSE	tr|A0A2Y9EAE6|A0A2Y9EAE6_TRIMA
OG0010786	sp|A0A140LI88|ANR31_MOUSE	tr|A0A2Y9R112|A0A2Y9R112_TRIMA
OG0010787	tr|E9PX79|E9PX79_MOUSE	tr|A0A2Y9DHJ1|A0A2Y9DHJ1_TRIMA
OG0010788	tr|F8VQ07|F8VQ07_MOUSE	tr|A0A2Y9RE35|A0A2Y9RE35_TRIMA
OG0010789	sp|P16014|SCG1_MOUSE	tr|A0A2Y9DYQ1|A0A2Y9DYQ1_TRIMA
OG0010790	sp|P30306|MPIP2_MOUSE	tr|A0A2Y9DXR5|A0A2Y9DXR5_TRIMA
OG0010791	sp|P35710|SOX5_MOUSE	tr|A0A2Y9RH94|A0A2Y9RH94_TRIMA
OG0010792	sp|P50752|TNNT2_MOUSE	tr|A0A2Y9DJH9|A0A2Y9DJH9_TRIMA
OG0010793	sp|P56469|CORT_MOUSE	tr|A0A2Y9RTA9|A0A2Y9RTA9_TRIMA
OG0010794	sp|P61216|TAF13_MOUSE	tr|A0A2Y9E7U7|A0A2Y9E7U7_TRIMA
OG0010795	sp|P82198|BGH3_MOUSE	tr|A0A2Y9E0E6|A0A2Y9E0E6_TRIMA
OG0010796	sp|Q03717|KCNB1_MOUSE	tr|A0A2Y9DA58|A0A2Y9DA58_TRIMA
OG0010797	sp|Q09324|GCNT1_MOUSE	tr|A0A2Y9RNH0|A0A2Y9RNH0_TRIMA
OG0010798	sp|Q0VF94|NKPD1_MOUSE	tr|A0A2Y9G4Q9|A0A2Y9G4Q9_TRIMA
OG0010799	sp|Q3U3N0|MIER2_MOUSE	tr|A0A2Y9R373|A0A2Y9R373_TRIMA
OG0010800	sp|Q3UHE1|PITM3_MOUSE	tr|A0A2Y9QTP5|A0A2Y9QTP5_TRIMA
OG0010801	sp|Q4ZJN1|C1QT9_MOUSE	tr|A0A2Y9RX91|A0A2Y9RX91_TRIMA
OG0010802	sp|Q5BJ29|FBXL7_MOUSE	tr|A0A2Y9RFU3|A0A2Y9RFU3_TRIMA
OG0010803	sp|Q61999|ODFP1_MOUSE	tr|A0A2Y9DA02|A0A2Y9DA02_TRIMA
OG0010804	sp|Q68G58|APEX2_MOUSE	tr|A0A2Y9E9X1|A0A2Y9E9X1_TRIMA
OG0010805	sp|Q7M6Z4|KIF27_MOUSE	tr|A0A2Y9RDG1|A0A2Y9RDG1_TRIMA
OG0010806	sp|Q7TN33|CELF6_MOUSE	tr|A0A2Y9DHN4|A0A2Y9DHN4_TRIMA
OG0010807	sp|Q80XZ4|I22R1_MOUSE	tr|A0A2Y9DN30|A0A2Y9DN30_TRIMA
OG0010808	sp|Q8BGR9|UBCP1_MOUSE	tr|A0A2Y9DB22|A0A2Y9DB22_TRIMA
OG0010809	sp|Q8BI67|ZN473_MOUSE	tr|A0A2Y9DVI7|A0A2Y9DVI7_TRIMA
OG0010810	sp|Q8BSE0|RMD2_MOUSE	tr|A0A2Y9RI72|A0A2Y9RI72_TRIMA
OG0010811	sp|Q8BW93|C5AR2_MOUSE	tr|A0A2Y9DW27|A0A2Y9DW27_TRIMA
OG0010812	sp|Q8C1B2|PARPT_MOUSE	tr|A0A2Y9DQN9|A0A2Y9DQN9_TRIMA
OG0010813	sp|Q8CAM5|RAB36_MOUSE	tr|A0A2Y9E4F8|A0A2Y9E4F8_TRIMA
OG0010814	sp|Q8CBX9|BIVM_MOUSE	tr|A0A2Y9DZI3|A0A2Y9DZI3_TRIMA
OG0010815	sp|Q8CE72|CPLN1_MOUSE	tr|A0A2Y9E652|A0A2Y9E652_TRIMA
OG0010816	sp|Q8K0L2|ENTP8_MOUSE	tr|A0A2Y9ECE0|A0A2Y9ECE0_TRIMA
OG0010817	sp|Q8VI38|GBGT1_MOUSE	tr|A0A2Y9FYY6|A0A2Y9FYY6_TRIMA
OG0010818	sp|Q8VI67|SP7_MOUSE	tr|A0A2Y9DGQ1|A0A2Y9DGQ1_TRIMA
OG0010819	sp|Q91YK2|RRP1B_MOUSE	tr|A0A2Y9RSG0|A0A2Y9RSG0_TRIMA
OG0010820	sp|Q91ZV0|MIA2_MOUSE	tr|A0A2Y9QV23|A0A2Y9QV23_TRIMA
OG0010821	sp|Q920A1|CLTR2_MOUSE	tr|A0A2Y9QVA2|A0A2Y9QVA2_TRIMA
OG0010822	sp|Q99JN2|KLH22_MOUSE	tr|A0A2Y9RRL5|A0A2Y9RRL5_TRIMA
OG0010823	sp|Q99JW5|EPCAM_MOUSE	tr|A0A2Y9R4B0|A0A2Y9R4B0_TRIMA
OG0010824	sp|Q9CPP0|NPM3_MOUSE	tr|A0A2Y9D9P9|A0A2Y9D9P9_TRIMA
OG0010825	sp|Q9D0J4|ARL2_MOUSE	tr|A0A2Y9DZ59|A0A2Y9DZ59_TRIMA
OG0010826	sp|Q9D3W1|RSP14_MOUSE	tr|A0A2Y9E4V6|A0A2Y9E4V6_TRIMA
OG0010827	sp|Q9D3W4|GPN3_MOUSE	tr|A0A2Y9DRA6|A0A2Y9DRA6_TRIMA
OG0010828	sp|Q9D6Y4|BORC8_MOUSE	tr|A0A2Y9E095|A0A2Y9E095_TRIMA
OG0010829	sp|Q9D787|PPIL2_MOUSE	tr|A0A2Y9E322|A0A2Y9E322_TRIMA
OG0010830	sp|Q9D7V1|SH24A_MOUSE	tr|A0A2Y9RDI9|A0A2Y9RDI9_TRIMA
OG0010831	sp|Q9D8X0|MANBL_MOUSE	tr|A0A2Y9D9I9|A0A2Y9D9I9_TRIMA
OG0010832	sp|Q9DAU1|CNPY3_MOUSE	tr|A0A2Y9DS98|A0A2Y9DS98_TRIMA
OG0010833	sp|Q9EQG3|SCEL_MOUSE	tr|A0A2Y9FV96|A0A2Y9FV96_TRIMA
OG0010834	sp|Q9ER72|SYCC_MOUSE	tr|A0A2Y9QF55|A0A2Y9QF55_TRIMA
OG0010835	sp|Q9JHU2|PALMD_MOUSE	tr|A0A2Y9E272|A0A2Y9E272_TRIMA
OG0010836	sp|Q9JI78|NGLY1_MOUSE	tr|A0A2Y9DML6|A0A2Y9DML6_TRIMA
OG0010837	sp|Q9JIZ9|PLS3_MOUSE	tr|A0A2Y9DL68|A0A2Y9DL68_TRIMA
OG0010838	sp|Q9JLT2|TREA_MOUSE	tr|A0A2Y9E3J5|A0A2Y9E3J5_TRIMA
OG0010839	sp|Q9QY81|PO210_MOUSE	tr|A0A2Y9D6K6|A0A2Y9D6K6_TRIMA
OG0010840	tr|Q9QZ18|Q9QZ18_MOUSE	tr|A0A2Y9FVC7|A0A2Y9FVC7_TRIMA
OG0010841	sp|Q9R182|ANGL3_MOUSE	tr|A0A2Y9D766|A0A2Y9D766_TRIMA
OG0010842	sp|Q9R1A8|COP1_MOUSE	tr|A0A2Y9QP85|A0A2Y9QP85_TRIMA
OG0010843	sp|Q9WTX5|SKP1_MOUSE	tr|A0A2Y9E0X8|A0A2Y9E0X8_TRIMA
OG0010844	sp|Q9Z1P8|ANGL4_MOUSE	tr|A0A2Y9DPQ8|A0A2Y9DPQ8_TRIMA
OG0010845	sp|A0JLY1|CF210_MOUSE	tr|A0A2Y9DJH2|A0A2Y9DJH2_TRIMA
OG0010846	tr|A2A5F7|A2A5F7_MOUSE	tr|A0A2Y9EAU5|A0A2Y9EAU5_TRIMA
OG0010847	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|A0A2Y9QN10|A0A2Y9QN10_TRIMA
OG0010848	tr|E9QAS1|E9QAS1_MOUSE	tr|A0A2Y9DV68|A0A2Y9DV68_TRIMA
OG0010849	tr|G3XA30|G3XA30_MOUSE	tr|A0A2Y9DHW4|A0A2Y9DHW4_TRIMA
OG0010850	sp|O08785|CLOCK_MOUSE	tr|A0A2Y9RHS0|A0A2Y9RHS0_TRIMA
OG0010851	sp|O35295|PURB_MOUSE	tr|A0A2Y9RM55|A0A2Y9RM55_TRIMA
OG0010852	sp|O35714|TNR18_MOUSE	tr|A0A2Y9RH30|A0A2Y9RH30_TRIMA
OG0010853	sp|O88851|RBBP9_MOUSE	tr|A0A2Y9DKU8|A0A2Y9DKU8_TRIMA
OG0010854	sp|P07214|SPRC_MOUSE	tr|A0A2Y9QL61|A0A2Y9QL61_TRIMA
OG0010855	sp|P23475|XRCC6_MOUSE	tr|A0A2Y9DRW3|A0A2Y9DRW3_TRIMA
OG0010856	sp|P46718|PDCD2_MOUSE	tr|A0A2Y9D6N7|A0A2Y9D6N7_TRIMA
OG0010857	sp|P56974|NRG2_MOUSE	tr|A0A2Y9DUD3|A0A2Y9DUD3_TRIMA
OG0010858	sp|P58281|OPA1_MOUSE	tr|A0A2Y9QR15|A0A2Y9QR15_TRIMA
OG0010859	sp|P58854|GCP3_MOUSE	tr|A0A2Y9RI02|A0A2Y9RI02_TRIMA
OG0010860	sp|Q3TB48|TM104_MOUSE	tr|A0A2Y9R018|A0A2Y9R018_TRIMA
OG0010861	sp|Q3TC72|FAHD2_MOUSE	tr|A0A2Y9R3I4|A0A2Y9R3I4_TRIMA
OG0010862	sp|Q3U1V6|UEVLD_MOUSE	tr|A0A2Y9D851|A0A2Y9D851_TRIMA
OG0010863	tr|Q3U466|Q3U466_MOUSE	tr|A0A2Y9DII8|A0A2Y9DII8_TRIMA
OG0010864	sp|Q3U595|CV039_MOUSE	tr|A0A2Y9QH57|A0A2Y9QH57_TRIMA
OG0010865	sp|Q3UMZ3|PLPP5_MOUSE	tr|A0A2Y9DY84|A0A2Y9DY84_TRIMA
OG0010866	sp|Q3URY0|RTL4_MOUSE	tr|A0A2Y9DT79|A0A2Y9DT79_TRIMA
OG0010867	tr|Q3V118|Q3V118_MOUSE	tr|A0A2Y9EC50|A0A2Y9EC50_TRIMA
OG0010868	sp|Q5EBH1|RASF5_MOUSE	tr|A0A2Y9DJ90|A0A2Y9DJ90_TRIMA
OG0010869	sp|Q5U4E2|REPI1_MOUSE	tr|A0A2Y9DW58|A0A2Y9DW58_TRIMA
OG0010870	sp|Q60931|VDAC3_MOUSE	tr|A0A2Y9RLK9|A0A2Y9RLK9_TRIMA
OG0010871	sp|Q61743|KCJ11_MOUSE	tr|A0A2Y9D838|A0A2Y9D838_TRIMA
OG0010872	sp|Q62132|PTPRR_MOUSE	tr|A0A2Y9E5D1|A0A2Y9E5D1_TRIMA
OG0010873	sp|Q64441|CP24A_MOUSE	tr|A0A2Y9D985|A0A2Y9D985_TRIMA
OG0010874	sp|Q64739|COBA2_MOUSE	tr|A0A2Y9EA31|A0A2Y9EA31_TRIMA
OG0010875	sp|Q6GQT9|NOMO1_MOUSE	tr|A0A2Y9DEZ7|A0A2Y9DEZ7_TRIMA
OG0010876	sp|Q6NSR3|ADCK2_MOUSE	tr|A0A2Y9DWR5|A0A2Y9DWR5_TRIMA
OG0010877	sp|Q6PCL9|PAPOG_MOUSE	tr|A0A2Y9RB81|A0A2Y9RB81_TRIMA
OG0010878	sp|Q6PFG8|OLIG3_MOUSE	tr|A0A2Y9D6X9|A0A2Y9D6X9_TRIMA
OG0010879	sp|Q6PFH3|DCA15_MOUSE	tr|A0A2Y9QFR8|A0A2Y9QFR8_TRIMA
OG0010880	sp|Q6S5J6|KRIT1_MOUSE	tr|A0A2Y9QFD0|A0A2Y9QFD0_TRIMA
OG0010881	sp|Q769J6|ATS13_MOUSE	tr|A0A2Y9E7L4|A0A2Y9E7L4_TRIMA
OG0010882	sp|Q7TNG8|LDHD_MOUSE	tr|A0A2Y9E7G5|A0A2Y9E7G5_TRIMA
OG0010883	sp|Q7TQF7|AMPH_MOUSE	tr|A0A2Y9E0E2|A0A2Y9E0E2_TRIMA
OG0010884	sp|Q80WQ6|RHDF2_MOUSE	tr|A0A2Y9DGZ3|A0A2Y9DGZ3_TRIMA
OG0010885	sp|Q8BRH0|TMTC3_MOUSE	tr|A0A2Y9ECL2|A0A2Y9ECL2_TRIMA
OG0010886	sp|Q8CE23|OX26_MOUSE	tr|A0A2Y9R418|A0A2Y9R418_TRIMA
OG0010887	sp|Q8CH36|S36A4_MOUSE	tr|A0A2Y9E1W2|A0A2Y9E1W2_TRIMA
OG0010888	sp|Q8JZL1|I17RD_MOUSE	tr|A0A2Y9D6K7|A0A2Y9D6K7_TRIMA
OG0010889	sp|Q8JZM4|DNER_MOUSE	tr|A0A2Y9RL33|A0A2Y9RL33_TRIMA
OG0010890	sp|Q8R033|LYRM2_MOUSE	tr|A0A2Y9E8G9|A0A2Y9E8G9_TRIMA
OG0010891	sp|Q8R4H7|NAGS_MOUSE	tr|A0A2Y9DGT7|A0A2Y9DGT7_TRIMA
OG0010892	sp|Q99LJ2|ABTB1_MOUSE	tr|A0A2Y9D631|A0A2Y9D631_TRIMA
OG0010893	sp|Q99MS8|TPGS1_MOUSE	tr|A0A2Y9DQ07|A0A2Y9DQ07_TRIMA
OG0010894	sp|Q99PQ2|TRI11_MOUSE	tr|A0A2Y9RK34|A0A2Y9RK34_TRIMA
OG0010895	sp|Q99PW8|KIF17_MOUSE	tr|A0A2Y9DMD4|A0A2Y9DMD4_TRIMA
OG0010896	sp|Q9CR09|UFC1_MOUSE	tr|A0A2Y9EAB7|A0A2Y9EAB7_TRIMA
OG0010897	sp|Q9CR16|PPID_MOUSE	tr|A0A2Y9DVV3|A0A2Y9DVV3_TRIMA
OG0010898	sp|Q9CR42|ANKR1_MOUSE	tr|A0A2Y9D8N9|A0A2Y9D8N9_TRIMA
OG0010899	sp|Q9CR53|NMB_MOUSE	tr|A0A2Y9G293|A0A2Y9G293_TRIMA
OG0010900	sp|Q9CWG8|NDUF7_MOUSE	tr|A0A2Y9D7X9|A0A2Y9D7X9_TRIMA
OG0010901	sp|Q9CY18|SNX7_MOUSE	tr|A0A2Y9R0W3|A0A2Y9R0W3_TRIMA
OG0010902	sp|Q9D0F1|NDC80_MOUSE	tr|A0A2Y9RVN6|A0A2Y9RVN6_TRIMA
OG0010903	sp|Q9DA37|SAMD8_MOUSE	tr|A0A2Y9RPF3|A0A2Y9RPF3_TRIMA
OG0010904	sp|Q9DCM2|GSTK1_MOUSE	tr|A0A2Y9DWM2|A0A2Y9DWM2_TRIMA
OG0010905	sp|Q9EQ32|BCAP_MOUSE	tr|A0A2Y9D8S3|A0A2Y9D8S3_TRIMA
OG0010906	sp|Q9JIP3|I17RB_MOUSE	tr|A0A2Y9D6N5|A0A2Y9D6N5_TRIMA
OG0010907	sp|Q9JJG7|CABP8_MOUSE	tr|A0A2Y9DUL7|A0A2Y9DUL7_TRIMA
OG0010908	sp|Q9JLZ6|HIC2_MOUSE	tr|A0A2Y9E3F9|A0A2Y9E3F9_TRIMA
OG0010909	sp|A0A087WPF7|AUTS2_MOUSE	tr|A0A2Y9RGH7|A0A2Y9RGH7_TRIMA
OG0010910	sp|A0A5F8MPE6|CX058_MOUSE	tr|A0A2Y9RHQ2|A0A2Y9RHQ2_TRIMA
OG0010911	sp|B2RPY5|GP161_MOUSE	tr|A0A2Y9DZC4|A0A2Y9DZC4_TRIMA
OG0010912	tr|E9Q368|E9Q368_MOUSE	tr|A0A2Y9QQU1|A0A2Y9QQU1_TRIMA
OG0010913	sp|O35348|COLQ_MOUSE	tr|A0A2Y9E1T1|A0A2Y9E1T1_TRIMA
OG0010914	sp|O88559|MEN1_MOUSE	tr|A0A2Y9G1Q5|A0A2Y9G1Q5_TRIMA
OG0010915	sp|P07321|EPO_MOUSE	tr|A0A2Y9E4B9|A0A2Y9E4B9_TRIMA
OG0010916	sp|P0C6B2|PTCRA_MOUSE	tr|A0A2Y9DR80|A0A2Y9DR80_TRIMA
OG0010917	sp|P10598|CASB_MOUSE	tr|A0A2Y9DY56|A0A2Y9DY56_TRIMA
OG0010918	sp|P19437|CD20_MOUSE	tr|A0A2Y9E922|A0A2Y9E922_TRIMA
OG0010920	sp|P49582|ACHA7_MOUSE	tr|A0A2Y9DE33|A0A2Y9DE33_TRIMA
OG0010921	sp|P56388|CART_MOUSE	tr|A0A2Y9DHP4|A0A2Y9DHP4_TRIMA
OG0010922	sp|P62500|T22D1_MOUSE	tr|A0A2Y9DLA1|A0A2Y9DLA1_TRIMA
OG0010923	sp|Q03963|E2AK2_MOUSE	tr|A0A2Y9RBD6|A0A2Y9RBD6_TRIMA
OG0010924	sp|Q05910|ADAM8_MOUSE	tr|A0A2Y9QX35|A0A2Y9QX35_TRIMA
OG0010925	sp|Q3TLI0|TPC10_MOUSE	tr|A0A2Y9RK64|A0A2Y9RK64_TRIMA
OG0010926	sp|Q3U2E2|ZMYM5_MOUSE	tr|A0A2Y9QQG7|A0A2Y9QQG7_TRIMA
OG0010927	sp|Q3UUE9|ANKUB_MOUSE	tr|A0A2Y9DRG1|A0A2Y9DRG1_TRIMA
OG0010928	sp|Q3V2A7|QRIC2_MOUSE	tr|A0A2Y9QV20|A0A2Y9QV20_TRIMA
OG0010929	sp|Q4FK66|PR38A_MOUSE	tr|A0A2Y9DC15|A0A2Y9DC15_TRIMA
OG0010930	sp|Q5SFM8|RBM27_MOUSE	tr|A0A2Y9RMS0|A0A2Y9RMS0_TRIMA
