Orthogroup	Mus_musculus	Pongo_abelii
OG0013858	sp|Q9CWG1|GLIP1_MOUSE	tr|H2NI37|H2NI37_PONAB
OG0013859	sp|Q9CZB3|THUM2_MOUSE	tr|K7EVP0|K7EVP0_PONAB
OG0013860	sp|Q9D6I3|PROF4_MOUSE	tr|A0A8I5YJW9|A0A8I5YJW9_PONAB
OG0013861	sp|Q9D9V3|ECHD1_MOUSE	sp|Q5R4W0|ECHD1_PONAB
OG0013862	sp|Q9JMA1|UBP14_MOUSE	tr|H2NW03|H2NW03_PONAB
OG0013863	sp|Q9QWZ1|RAD1_MOUSE	sp|Q5R7X9|RAD1_PONAB
OG0013864	sp|Q9QXD6|F16P1_MOUSE	tr|A0A6D2YB12|A0A6D2YB12_PONAB
OG0013865	sp|Q9WU03|SPIT2_MOUSE	tr|A0A8I5TF38|A0A8I5TF38_PONAB
OG0013866	sp|Q9WV55|VAPA_MOUSE	sp|Q5R601|VAPA_PONAB
OG0013867	sp|Q9Z175|LOXL3_MOUSE	tr|H2P5Q7|H2P5Q7_PONAB
OG0013868	sp|Q9Z307|KCJ16_MOUSE	tr|A0A2J8XZT8|A0A2J8XZT8_PONAB
OG0013869	tr|A0A140LJJ2|A0A140LJJ2_MOUSE	tr|A0A8I5TSP6|A0A8I5TSP6_PONAB
OG0013870	tr|A0A5F8MPB3|A0A5F8MPB3_MOUSE	tr|A0A663DA63|A0A663DA63_PONAB
OG0013871	sp|A2ABV5|MED14_MOUSE	tr|H2PVB9|H2PVB9_PONAB
OG0013872	tr|B1AYN9|B1AYN9_MOUSE	tr|A0A2J8RLS9|A0A2J8RLS9_PONAB
OG0013873	sp|B2RVY9|TM182_MOUSE	tr|A0A663D8T5|A0A663D8T5_PONAB
OG0013874	sp|B7ZNG0|KIF7_MOUSE	tr|H2NP57|H2NP57_PONAB
OG0013875	sp|E9PYH6|SET1A_MOUSE	tr|H2NQQ9|H2NQQ9_PONAB
OG0013876	tr|I3ITR1|I3ITR1_MOUSE	tr|H2NY77|H2NY77_PONAB
OG0013877	sp|O70458|OSMR_MOUSE	tr|H2PFE0|H2PFE0_PONAB
OG0013878	sp|O88430|CCL22_MOUSE	tr|A0A8I5U3A1|A0A8I5U3A1_PONAB
OG0013879	sp|O88741|GDAP1_MOUSE	tr|H2PQL3|H2PQL3_PONAB
OG0013880	sp|O89090|SP1_MOUSE	tr|H2NHH0|H2NHH0_PONAB
OG0013881	sp|P08003|PDIA4_MOUSE	tr|A0A8I5T5V2|A0A8I5T5V2_PONAB
OG0013882	sp|P20612|GNAT1_MOUSE	tr|A0A2J8TGW1|A0A2J8TGW1_PONAB
OG0013883	sp|P31315|GSX1_MOUSE	tr|H2NJH6|H2NJH6_PONAB
OG0013884	sp|P54818|GALC_MOUSE	tr|A0A8I5TI11|A0A8I5TI11_PONAB
OG0013885	sp|P59017|B2L13_MOUSE	tr|A0A2J8RJ22|A0A2J8RJ22_PONAB
OG0013886	sp|P59053|KCNG3_MOUSE	tr|H2P6E3|H2P6E3_PONAB
OG0013887	sp|P59644|PI5PA_MOUSE	tr|H2P436|H2P436_PONAB
OG0013888	sp|P62264|RS14_MOUSE	tr|A0A6D2XEC3|A0A6D2XEC3_PONAB
OG0013889	sp|P63046|ST4A1_MOUSE	tr|H2P4P6|H2P4P6_PONAB
OG0013890	sp|P70174|HRH1_MOUSE	tr|A0A6D2X8I1|A0A6D2X8I1_PONAB
OG0013891	sp|P97292|HRH2_MOUSE	tr|H2PHP1|H2PHP1_PONAB
OG0013892	sp|P97477|AURKA_MOUSE	tr|A0A6D2WLW0|A0A6D2WLW0_PONAB
OG0013893	sp|Q32MG2|CBY2_MOUSE	tr|H2NJT8|H2NJT8_PONAB
OG0013894	sp|Q3TH73|TTYH2_MOUSE	tr|A0A8I5YPQ6|A0A8I5YPQ6_PONAB
OG0013895	sp|Q3TPX4|EXOC5_MOUSE	tr|A0A8I5TVT8|A0A8I5TVT8_PONAB
OG0013896	sp|Q3TTA7|CBLB_MOUSE	tr|H2P9U4|H2P9U4_PONAB
OG0013897	sp|Q3U481|MFS12_MOUSE	tr|A0A2J8SBF8|A0A2J8SBF8_PONAB
OG0013898	sp|Q3U5Q7|CMPK2_MOUSE	tr|A0A2J8V402|A0A2J8V402_PONAB
OG0013899	sp|Q3UPI1|GAK1B_MOUSE	tr|A0A8I5YS83|A0A8I5YS83_PONAB
OG0013900	sp|Q505G8|ZN827_MOUSE	tr|A0A8I5TZT4|A0A8I5TZT4_PONAB
OG0013901	sp|Q5DU14|MYO16_MOUSE	tr|H2NKA5|H2NKA5_PONAB
OG0013902	sp|Q60718|ADAM2_MOUSE	tr|H2PQ52|H2PQ52_PONAB
OG0013903	sp|Q61041|NPY4R_MOUSE	tr|A0A2J8R228|A0A2J8R228_PONAB
OG0013904	sp|Q61080|FOXF1_MOUSE	tr|H2NRP8|H2NRP8_PONAB
OG0013905	sp|Q61193|RGL2_MOUSE	tr|H2PL57|H2PL57_PONAB
OG0013906	sp|Q69ZS0|PZRN3_MOUSE	tr|H2PA91|H2PA91_PONAB
OG0013907	sp|Q6A4L0|S22AD_MOUSE	tr|H2PB57|H2PB57_PONAB
OG0013908	sp|Q6PDH4|RNB3L_MOUSE	tr|A0A8I5YRE0|A0A8I5YRE0_PONAB
OG0013909	sp|Q6YGZ1|HPSE_MOUSE	tr|A0A2J8V4J2|A0A2J8V4J2_PONAB
OG0013910	sp|Q6ZQJ5|DNA2_MOUSE	tr|H2NAR2|H2NAR2_PONAB
OG0013911	sp|Q80YD1|SUV3_MOUSE	tr|H2NAP9|H2NAP9_PONAB
OG0013912	sp|Q8BFZ8|FA72A_MOUSE	tr|A0A8I5TUJ5|A0A8I5TUJ5_PONAB
OG0013913	sp|Q8BHC9|FUT11_MOUSE	tr|H2NAJ1|H2NAJ1_PONAB
OG0013914	sp|Q8BUR3|FOXJ3_MOUSE	tr|A0A6D2XAC5|A0A6D2XAC5_PONAB
OG0013915	sp|Q8BWD2|IP6K3_MOUSE	tr|A0A6D2WTS8|A0A6D2WTS8_PONAB
OG0013916	sp|Q8BZ25|ANKK1_MOUSE	tr|A0A8I5UB41|A0A8I5UB41_PONAB
OG0013917	sp|Q8C9R9|EFCB8_MOUSE	tr|A0A8I5TE76|A0A8I5TE76_PONAB
OG0013918	sp|Q8CHK2|REL3_MOUSE	tr|H2NXS1|H2NXS1_PONAB
OG0013919	sp|Q8K0Q5|RHG18_MOUSE	tr|H2PKB1|H2PKB1_PONAB
OG0013920	sp|Q8K2H2|OTU6B_MOUSE	tr|A0A2J8UG30|A0A2J8UG30_PONAB
OG0013921	sp|Q921P9|TCAL1_MOUSE	tr|A0A2J8VAZ9|A0A2J8VAZ9_PONAB
OG0013922	sp|Q925U4|EDEM1_MOUSE	tr|H2PA68|H2PA68_PONAB
OG0013923	sp|Q99JT2|STK26_MOUSE	tr|A0A8I5ULP9|A0A8I5ULP9_PONAB
OG0013924	sp|Q99ME9|GTPB4_MOUSE	tr|H2N9L0|H2N9L0_PONAB
OG0013925	sp|Q99ML4|DIK1B_MOUSE	tr|A0A8I5UE22|A0A8I5UE22_PONAB
OG0013926	sp|Q9CW42|MARC1_MOUSE	tr|A0A8I5TM69|A0A8I5TM69_PONAB
OG0013927	sp|Q9CYS6|CB072_MOUSE	tr|H2P8V8|H2P8V8_PONAB
OG0013928	sp|Q9D952|EVPL_MOUSE	tr|H2NUS2|H2NUS2_PONAB
OG0013929	sp|Q9DB54|F216A_MOUSE	tr|H2NIM5|H2NIM5_PONAB
OG0013930	sp|Q9DC33|HM20A_MOUSE	tr|A0A6D2XMX2|A0A6D2XMX2_PONAB
OG0013931	sp|Q9JIT1|RNF32_MOUSE	tr|A0A8I5TGA4|A0A8I5TGA4_PONAB
OG0013932	sp|Q9QUK6|TLR4_MOUSE	tr|H2PT79|H2PT79_PONAB
OG0013933	sp|Q9QYK9|KCC1B_MOUSE	tr|A0A8I5T8E1|A0A8I5T8E1_PONAB
OG0013934	sp|Q9R022|DJC12_MOUSE	tr|A0A8I5YRT1|A0A8I5YRT1_PONAB
OG0013935	tr|A2ACQ1|A2ACQ1_MOUSE	sp|Q5RBD4|DHX35_PONAB
OG0013936	sp|A2AFE9|PRR32_MOUSE	tr|H2PWQ0|H2PWQ0_PONAB
OG0013937	sp|A2AI08|TPRN_MOUSE	tr|H2PU32|H2PU32_PONAB
OG0013938	sp|B2RY56|RBM25_MOUSE	tr|A0A2J8T4G0|A0A2J8T4G0_PONAB
OG0013939	sp|E9PVD1|CCD62_MOUSE	tr|H2NJ04|H2NJ04_PONAB
OG0013940	tr|G3X9F6|G3X9F6_MOUSE	tr|H2PCT0|H2PCT0_PONAB
OG0013941	sp|O08796|EF2K_MOUSE	tr|A0A8I5YUC9|A0A8I5YUC9_PONAB
OG0013942	sp|O08808|DIAP1_MOUSE	tr|H2PGW2|H2PGW2_PONAB
OG0013943	sp|O09117|SYPL1_MOUSE	tr|A0A8I5T2B5|A0A8I5T2B5_PONAB
OG0013944	sp|O88448|KLC2_MOUSE	tr|A0A6D2XR14|A0A6D2XR14_PONAB
OG0013945	sp|P14106|C1QB_MOUSE	tr|H2N8N5|H2N8N5_PONAB
OG0013946	sp|P18894|OXDA_MOUSE	tr|H2NIJ6|H2NIJ6_PONAB
OG0013947	sp|P43300|EGR3_MOUSE	tr|H2PPS8|H2PPS8_PONAB
OG0013948	sp|P54726|RD23A_MOUSE	tr|H2NXQ6|H2NXQ6_PONAB
OG0013949	sp|P59470|RPC2_MOUSE	tr|H2NIH8|H2NIH8_PONAB
OG0013950	sp|P60487|PLPP_MOUSE	tr|A0A8I5TJH3|A0A8I5TJH3_PONAB
OG0013951	sp|P70695|F16P2_MOUSE	tr|H2PSS1|H2PSS1_PONAB
OG0013952	sp|P97497|SHBG_MOUSE	tr|H2NSL0|H2NSL0_PONAB
OG0013953	sp|Q01147|CREB1_MOUSE	tr|H2P8F2|H2P8F2_PONAB
OG0013954	sp|Q32NY4|CNNM3_MOUSE	tr|H2P737|H2P737_PONAB
OG0013955	sp|Q3UIL6|PKHA7_MOUSE	tr|H2NE07|H2NE07_PONAB
OG0013956	sp|Q4V9Z5|SE6L2_MOUSE	tr|H2NQL5|H2NQL5_PONAB
OG0013957	sp|Q64331|MYO6_MOUSE	tr|A0A8I5TJB3|A0A8I5TJB3_PONAB
OG0013958	sp|Q6NXI6|RPRD2_MOUSE	tr|H2N5Z6|H2N5Z6_PONAB
OG0013959	sp|Q6PDH0|PHLB1_MOUSE	tr|A0A2J8X0V2|A0A2J8X0V2_PONAB
OG0013960	sp|Q6X893|CTL1_MOUSE	tr|A0A8I5TSX4|A0A8I5TSX4_PONAB
OG0013961	sp|Q6ZWR6|SYNE1_MOUSE	tr|H2PKN5|H2PKN5_PONAB
OG0013962	sp|Q7TQ33|RGMB_MOUSE	tr|H2PG64|H2PG64_PONAB
OG0013963	sp|Q80UK7|SAS6_MOUSE	tr|A0A8I5U6B7|A0A8I5U6B7_PONAB
OG0013964	sp|Q80VJ3|DNPH1_MOUSE	tr|H2PJ49|H2PJ49_PONAB
OG0013965	sp|Q80Y20|ALKB8_MOUSE	tr|A0A2J8XXE8|A0A2J8XXE8_PONAB
OG0013966	sp|Q8BFY7|PIMRE_MOUSE	tr|A0A8I5TKM9|A0A8I5TKM9_PONAB
OG0013967	sp|Q8BGQ4|POMT2_MOUSE	tr|H2NLW4|H2NLW4_PONAB
OG0013968	sp|Q8BRU6|VMAT2_MOUSE	tr|H2NBR1|H2NBR1_PONAB
OG0013969	sp|Q8BS40|CPTP_MOUSE	tr|H2N9I1|H2N9I1_PONAB
OG0013970	sp|Q8BTS4|NUP54_MOUSE	tr|K7EVM9|K7EVM9_PONAB
OG0013971	sp|Q8BUG2|CNDP1_MOUSE	tr|H2NWK9|H2NWK9_PONAB
OG0013972	sp|Q8CB62|CNTRB_MOUSE	tr|H2NSM0|H2NSM0_PONAB
OG0013973	sp|Q8CDG1|PIWL2_MOUSE	tr|A0A6D2X5S3|A0A6D2X5S3_PONAB
OG0013974	sp|Q8CIQ6|MTR1B_MOUSE	tr|H2NEY5|H2NEY5_PONAB
OG0013975	sp|Q8R2K4|TAF6L_MOUSE	tr|A0A2J8TY00|A0A2J8TY00_PONAB
OG0013976	sp|Q8R4E4|MYOZ3_MOUSE	tr|A0A6D2X6X0|A0A6D2X6X0_PONAB
OG0013977	sp|Q922Z1|LDAF1_MOUSE	tr|A0A6D2XFP4|A0A6D2XFP4_PONAB
OG0013978	sp|Q924I3|ACKR4_MOUSE	tr|H2PBG1|H2PBG1_PONAB
OG0013979	sp|Q99N43|KREM1_MOUSE	tr|H2P3Y4|H2P3Y4_PONAB
OG0013980	sp|Q9CPW3|RM54_MOUSE	tr|A0A2J8SBK9|A0A2J8SBK9_PONAB
OG0013981	sp|Q9CXP9|EXO5_MOUSE	tr|A0A2J8Y640|A0A2J8Y640_PONAB
OG0013982	sp|Q9D799|FMT_MOUSE	tr|A0A6D2XHT0|A0A6D2XHT0_PONAB
OG0013983	sp|Q9ERZ4|ACM2_MOUSE	tr|A0A2J8V3M8|A0A2J8V3M8_PONAB
OG0013984	sp|Q9ES30|C1QT3_MOUSE	tr|A0A8I5TPI5|A0A8I5TPI5_PONAB
OG0013985	sp|Q9EST8|IKBZ_MOUSE	tr|K7EUJ0|K7EUJ0_PONAB
OG0013986	sp|Q9R1C7|PR40A_MOUSE	tr|H2P7K2|H2P7K2_PONAB
OG0013987	sp|Q9R1Q7|PLP2_MOUSE	tr|H2PVL6|H2PVL6_PONAB
OG0013988	sp|Q9WUK6|ZBT18_MOUSE	tr|H2N389|H2N389_PONAB
OG0013989	sp|Q9Z2E5|ATOH7_MOUSE	tr|A0A8I5UH28|A0A8I5UH28_PONAB
OG0013990	tr|E9PX29|E9PX29_MOUSE	tr|H2NYV5|H2NYV5_PONAB
OG0013991	tr|E9Q9A6|E9Q9A6_MOUSE	tr|H2PBI8|H2PBI8_PONAB
OG0013992	sp|O09165|CASQ1_MOUSE	tr|H2N552|H2N552_PONAB
OG0013993	sp|O35166|GOSR2_MOUSE	tr|A0A8I5U6P9|A0A8I5U6P9_PONAB
OG0013994	sp|O35565|FGF10_MOUSE	tr|H2PFH8|H2PFH8_PONAB
OG0013995	sp|O54967|ACK1_MOUSE	tr|A0A8I5UKA6|A0A8I5UKA6_PONAB
OG0013996	sp|O54990|PROM1_MOUSE	tr|A0A8I5TPG2|A0A8I5TPG2_PONAB
OG0013997	sp|P09079|HXB5_MOUSE	tr|H2NVH7|H2NVH7_PONAB
OG0013998	sp|P10628|HXD4_MOUSE	tr|A0A8I5UG44|A0A8I5UG44_PONAB
OG0013999	sp|P18572|BASI_MOUSE	tr|H2NWQ1|H2NWQ1_PONAB
OG0014000	sp|P39428|TRAF1_MOUSE	tr|A0A6D2XW63|A0A6D2XW63_PONAB
OG0014001	sp|P50592|TNF10_MOUSE	tr|A0A8I5UIY7|A0A8I5UIY7_PONAB
OG0014002	sp|P52734|FGD1_MOUSE	tr|H2PVR6|H2PVR6_PONAB
OG0014003	sp|P56916|GSC2_MOUSE	tr|H2P3L6|H2P3L6_PONAB
OG0014004	sp|P57791|FACE2_MOUSE	tr|A0A8I5U766|A0A8I5U766_PONAB
OG0014005	sp|P81066|IRX2_MOUSE	tr|A0A6D2WD05|A0A6D2WD05_PONAB
OG0014006	sp|P97470|PP4C_MOUSE	sp|Q5R6K8|PP4C_PONAB
OG0014007	sp|Q01705|NOTC1_MOUSE	tr|H2PTZ2|H2PTZ2_PONAB
OG0014008	sp|Q02614|S30BP_MOUSE	tr|A0A8I5YUB0|A0A8I5YUB0_PONAB
OG0014009	sp|Q06649|3BP2_MOUSE	tr|A0A8I5U2Z3|A0A8I5U2Z3_PONAB
OG0014010	sp|Q14BJ1|FA89A_MOUSE	tr|H2N3E6|H2N3E6_PONAB
OG0014011	sp|Q3UAW9|BRF2_MOUSE	tr|H2PQ21|H2PQ21_PONAB
OG0014012	sp|Q3UVY5|PCX4_MOUSE	tr|A0A8I5YVD2|A0A8I5YVD2_PONAB
OG0014013	sp|Q4FZC9|SYNE3_MOUSE	tr|H2NM62|H2NM62_PONAB
OG0014014	sp|Q5SVR0|TBC9B_MOUSE	tr|H2PHM2|H2PHM2_PONAB
OG0014015	sp|Q61616|DRD1_MOUSE	tr|H2PHF2|H2PHF2_PONAB
OG0014016	sp|Q62048|PEA15_MOUSE	sp|Q5R529|PEA15_PONAB
OG0014017	sp|Q62231|SIX1_MOUSE	tr|H2NLF2|H2NLF2_PONAB
OG0014018	sp|Q62392|PHLA1_MOUSE	tr|A0A2J8W1G8|A0A2J8W1G8_PONAB
OG0014019	sp|Q64112|IFIT2_MOUSE	tr|A0A2J8WQK7|A0A2J8WQK7_PONAB
OG0014020	sp|Q6PD05|ZN821_MOUSE	tr|A0A2J8VVT7|A0A2J8VVT7_PONAB
OG0014021	sp|Q7TML3|S35F2_MOUSE	tr|H2NF67|H2NF67_PONAB
OG0014022	sp|Q7TT28|REXO1_MOUSE	tr|H2NWV3|H2NWV3_PONAB
OG0014023	sp|Q80TG9|LRFN2_MOUSE	tr|H2PIZ0|H2PIZ0_PONAB
OG0014024	sp|Q80XA6|REPS2_MOUSE	tr|H2PV09|H2PV09_PONAB
OG0014025	sp|Q8BGN2|CD033_MOUSE	tr|A0A2J8XPK3|A0A2J8XPK3_PONAB
OG0014026	sp|Q8BL06|UBP54_MOUSE	tr|H2NAJ5|H2NAJ5_PONAB
OG0014027	sp|Q8BYK6|YTHD3_MOUSE	sp|Q5RFL8|YTHD3_PONAB
OG0014028	sp|Q8C206|GP157_MOUSE	tr|H2N977|H2N977_PONAB
OG0014029	sp|Q8CHW4|EI2BE_MOUSE	tr|H2PC57|H2PC57_PONAB
OG0014030	sp|Q8JZW8|PNMA3_MOUSE	tr|H2PX42|H2PX42_PONAB
OG0014031	sp|Q8K3F2|MMP21_MOUSE	tr|H2NBY2|H2NBY2_PONAB
OG0014032	sp|Q8R0F3|SUMF1_MOUSE	tr|A0A8I5YM00|A0A8I5YM00_PONAB
OG0014033	sp|Q8R1L8|ANGL8_MOUSE	tr|A0A6D2XQU1|A0A6D2XQU1_PONAB
OG0014034	sp|Q8VE08|FBX33_MOUSE	tr|H2NL43|H2NL43_PONAB
OG0014035	sp|Q91VS8|FARP2_MOUSE	tr|H2P969|H2P969_PONAB
OG0014036	sp|Q91WS4|BHMT2_MOUSE	sp|Q5RF32|BHMT2_PONAB
OG0014037	sp|Q923B6|STEA4_MOUSE	tr|A0A6D2VTG4|A0A6D2VTG4_PONAB
OG0014038	sp|Q99LT0|DPY30_MOUSE	tr|A0A6D2WMZ1|A0A6D2WMZ1_PONAB
OG0014039	sp|Q99P69|NUF2_MOUSE	tr|A0A6D2X8Y1|A0A6D2X8Y1_PONAB
OG0014040	sp|Q9CYI0|NJMU_MOUSE	tr|A0A6D2W7B1|A0A6D2W7B1_PONAB
OG0014041	sp|Q9CZJ2|HS12B_MOUSE	tr|H2P1B9|H2P1B9_PONAB
OG0014042	sp|Q9EQK7|ICMT_MOUSE	tr|A0A8I5UNR9|A0A8I5UNR9_PONAB
OG0014043	sp|Q9ESN3|PGAP6_MOUSE	tr|H2NPJ6|H2NPJ6_PONAB
OG0014044	sp|Q9ET80|JPH1_MOUSE	tr|H2PQL1|H2PQL1_PONAB
OG0014045	sp|Q9JIX9|FASTK_MOUSE	tr|H2PP25|H2PP25_PONAB
OG0014046	sp|Q9JJQ0|PIGB_MOUSE	tr|H2NNB0|H2NNB0_PONAB
OG0014047	sp|Q9QZH6|ECSIT_MOUSE	tr|A0A8I5TV43|A0A8I5TV43_PONAB
OG0014048	sp|Q9WU22|PTN4_MOUSE	tr|H2P7C3|H2P7C3_PONAB
OG0014049	sp|Q9WVL5|MORC1_MOUSE	tr|H2P9T1|H2P9T1_PONAB
OG0014050	sp|Q9Z1K5|ARI1_MOUSE	tr|H2NNP2|H2NNP2_PONAB
OG0014051	sp|Q9Z211|PX11A_MOUSE	tr|H2NP59|H2NP59_PONAB
OG0014052	sp|A1A547|PGRP3_MOUSE	tr|H2N5Q0|H2N5Q0_PONAB
OG0014053	sp|A2RSX7|TYW5_MOUSE	tr|A0A2J8WVF6|A0A2J8WVF6_PONAB
OG0014054	sp|A6H694|LRC63_MOUSE	tr|A0A2J8VSJ3|A0A2J8VSJ3_PONAB
OG0014055	sp|E9PXX9|S28A1_MOUSE	tr|A0A2J8SG93|A0A2J8SG93_PONAB
OG0014056	tr|F8VPJ6|F8VPJ6_MOUSE	tr|H2NNB7|H2NNB7_PONAB
OG0014057	sp|O54931|AKAP2_MOUSE	tr|A0A8I5TWK8|A0A8I5TWK8_PONAB
OG0014058	sp|O88199|CHST3_MOUSE	tr|A0A8I5T6Z3|A0A8I5T6Z3_PONAB
OG0014059	sp|O88908|SOAT2_MOUSE	tr|H2NHF8|H2NHF8_PONAB
OG0014060	sp|P03958|ADA_MOUSE	tr|H2P206|H2P206_PONAB
OG0014061	sp|P26883|FKB1A_MOUSE	tr|H2PJG9|H2PJG9_PONAB
OG0014062	sp|P28230|CXB1_MOUSE	tr|A0A2J8UBJ6|A0A2J8UBJ6_PONAB
OG0014063	sp|P36552|HEM6_MOUSE	tr|H2P9X7|H2P9X7_PONAB
OG0014064	sp|P47802|MTX1_MOUSE	tr|H2N5H6|H2N5H6_PONAB
OG0014065	sp|P48754|BRCA1_MOUSE	tr|A0A8I5U349|A0A8I5U349_PONAB
OG0014066	sp|P50289|ASPX_MOUSE	tr|A0A8I5UGW3|A0A8I5UGW3_PONAB
OG0014067	sp|P70160|CALC_MOUSE	tr|A0A2J8UQ72|A0A2J8UQ72_PONAB
OG0014068	sp|P97927|LAMA4_MOUSE	tr|H2PK33|H2PK33_PONAB
OG0014069	sp|Q2VPQ9|EAF6_MOUSE	tr|A0A8I5UHG9|A0A8I5UHG9_PONAB
OG0014070	sp|Q3UHC7|DAB2P_MOUSE	tr|H2PT99|H2PT99_PONAB
OG0014071	sp|Q3URY6|ARMC2_MOUSE	tr|H2PJZ7|H2PJZ7_PONAB
OG0014072	sp|Q3USB7|PLCL1_MOUSE	tr|A0A2J8WVG9|A0A2J8WVG9_PONAB
OG0014073	sp|Q5DTT1|NEXMI_MOUSE	tr|A0A2J8UT36|A0A2J8UT36_PONAB
OG0014074	sp|Q61549|AGRE1_MOUSE	tr|H2NX94|H2NX94_PONAB
OG0014075	sp|Q6NZC7|S23IP_MOUSE	tr|H2NBT1|H2NBT1_PONAB
OG0014076	sp|Q6P1J0|MANEL_MOUSE	tr|H2N7X7|H2N7X7_PONAB
OG0014077	sp|Q6XUX1|DUSTY_MOUSE	tr|A0A8I5TM30|A0A8I5TM30_PONAB
OG0014078	sp|Q7TT37|ELP1_MOUSE	tr|H2PSZ6|H2PSZ6_PONAB
OG0014079	sp|Q80X80|C2C2L_MOUSE	tr|H2NFJ9|H2NFJ9_PONAB
OG0014080	sp|Q811B5|PRR3_MOUSE	tr|H2PIE8|H2PIE8_PONAB
OG0014081	sp|Q8BI99|ZN879_MOUSE	tr|K7EVS2|K7EVS2_PONAB
OG0014082	sp|Q8BIZ1|ANS1B_MOUSE	tr|H2NIC7|H2NIC7_PONAB
OG0014083	sp|Q8BKC8|PI4KB_MOUSE	tr|A0A8I5T4U7|A0A8I5T4U7_PONAB
OG0014084	sp|Q8BKT7|THOC5_MOUSE	tr|A0A8I5TM95|A0A8I5TM95_PONAB
OG0014085	sp|Q8BQH6|CDCP2_MOUSE	tr|A0A8I5U6U0|A0A8I5U6U0_PONAB
OG0014086	sp|Q8BWB1|SYP2L_MOUSE	tr|H2NAJ3|H2NAJ3_PONAB
OG0014087	sp|Q8BZH0|S39AD_MOUSE	sp|Q5R6I6|S39AD_PONAB
OG0014088	sp|Q8CI12|SMTL2_MOUSE	tr|H2NSB6|H2NSB6_PONAB
OG0014089	sp|Q8K4T3|STRAB_MOUSE	tr|K7EV61|K7EV61_PONAB
OG0014090	sp|Q8QZV7|INT13_MOUSE	tr|K7ETC7|K7ETC7_PONAB
OG0014091	sp|Q8VBW6|ULA1_MOUSE	tr|H2NR46|H2NR46_PONAB
OG0014092	sp|Q91XF4|RN167_MOUSE	tr|A0A6D2VWN8|A0A6D2VWN8_PONAB
OG0014093	sp|Q924K8|MTA3_MOUSE	tr|A0A8I5U280|A0A8I5U280_PONAB
OG0014094	sp|Q9CQ43|DUT_MOUSE	tr|A0A8I5TJ70|A0A8I5TJ70_PONAB
OG0014095	sp|Q9D8B6|F210B_MOUSE	tr|H2P2C5|H2P2C5_PONAB
OG0014096	sp|Q9D9T8|EFHC1_MOUSE	tr|A0A8I5UUW5|A0A8I5UUW5_PONAB
OG0014097	sp|Q9DAN9|CF97D_MOUSE	tr|A0A8I5UKG1|A0A8I5UKG1_PONAB
OG0014098	sp|Q9DBG9|TX1B3_MOUSE	tr|A0A8I5UBS6|A0A8I5UBS6_PONAB
OG0014099	sp|Q9EP71|RAI14_MOUSE	tr|A0A2J8WAW4|A0A2J8WAW4_PONAB
OG0014100	sp|Q9EQX0|GHRL_MOUSE	tr|A0A6D2X004|A0A6D2X004_PONAB
OG0014101	sp|Q9ESV0|DDX24_MOUSE	sp|Q5RDL2|DDX24_PONAB
OG0014102	sp|Q9JK45|KCNQ5_MOUSE	tr|A0A2J8RYT7|A0A2J8RYT7_PONAB
OG0014103	sp|Q9QUH0|GLRX1_MOUSE	tr|A0A6D2WVY1|A0A6D2WVY1_PONAB
OG0014104	sp|Q9QXE5|TSSP_MOUSE	tr|H2PI80|H2PI80_PONAB
OG0014105	sp|Q9R1V6|ADA22_MOUSE	tr|K7ETS4|K7ETS4_PONAB
OG0014106	tr|A0A1B0GRQ3|A0A1B0GRQ3_MOUSE	tr|A0A8I5TSW5|A0A8I5TSW5_PONAB
OG0014107	sp|A2AM29|AF9_MOUSE	tr|A0A8I5TQS9|A0A8I5TQS9_PONAB
OG0014108	sp|B2KF05|BRPF3_MOUSE	tr|H2PIU9|H2PIU9_PONAB
OG0014109	tr|B7ZCR6|B7ZCR6_MOUSE	tr|A0A8I5T2I5|A0A8I5T2I5_PONAB
OG0014110	sp|E9PYK3|PARP4_MOUSE	tr|A0A8I5TQG3|A0A8I5TQG3_PONAB
OG0014111	sp|E9PZJ8|ASCC3_MOUSE	tr|H2PJW7|H2PJW7_PONAB
OG0014112	sp|O08788|DCTN1_MOUSE	tr|A0A8I5TUH0|A0A8I5TUH0_PONAB
OG0014113	sp|O09113|OTP_MOUSE	tr|H2PFX9|H2PFX9_PONAB
OG0014114	sp|O35437|TCF21_MOUSE	tr|A0A6D2Y717|A0A6D2Y717_PONAB
OG0014115	sp|O35450|FKBPL_MOUSE	tr|H2PIM8|H2PIM8_PONAB
OG0014116	sp|P00848|ATP6_MOUSE	sp|P92695|ATP6_PONAB
OG0014117	sp|P01831|THY1_MOUSE	tr|A0A6D2XFL7|A0A6D2XFL7_PONAB
OG0014118	sp|P0CG14|DERPC_MOUSE	tr|A0A8I5TG49|A0A8I5TG49_PONAB
OG0014119	sp|P18760|COF1_MOUSE	tr|A0A2J8TZL9|A0A2J8TZL9_PONAB
OG0014120	sp|P28271|ACOHC_MOUSE	tr|A0A2J8XIK3|A0A2J8XIK3_PONAB
OG0014121	sp|P52332|JAK1_MOUSE	tr|H2N755|H2N755_PONAB
OG0014122	sp|P56477|IRF5_MOUSE	tr|A0A2J8U4I5|A0A2J8U4I5_PONAB
OG0014123	sp|P58006|SESN1_MOUSE	tr|H2PJZ8|H2PJZ8_PONAB
OG0014124	sp|P62301|RS13_MOUSE	tr|A0A8I5URQ9|A0A8I5URQ9_PONAB
OG0014125	sp|P63239|NEC1_MOUSE	tr|H2PG51|H2PG51_PONAB
