Orthogroup	Mus_musculus	Cercocebus_atys
OG0013908	sp|P97386|DNLI3_MOUSE	tr|A0A2K5P3J2|A0A2K5P3J2_CERAT
OG0013909	sp|Q9CPW2|FDX2_MOUSE	tr|A0A2K5P4H0|A0A2K5P4H0_CERAT
OG0013910	sp|O55003|BNIP3_MOUSE	tr|A0A2K5P642|A0A2K5P642_CERAT
OG0013911	sp|P53776|LHX4_MOUSE	tr|A0A2K5P7Q5|A0A2K5P7Q5_CERAT
OG0013912	sp|O35309|NMI_MOUSE	tr|A0A2K5P7X1|A0A2K5P7X1_CERAT
OG0013913	sp|Q3TNH5|F172A_MOUSE	tr|A0A2K5KKS8|A0A2K5KKS8_CERAT
OG0013914	sp|Q8BX51|SGCZ_MOUSE	tr|A0A2K5KT56|A0A2K5KT56_CERAT
OG0013915	sp|P18581|CTR2_MOUSE	tr|A0A2K5KUJ9|A0A2K5KUJ9_CERAT
OG0013916	sp|Q9JIK9|RT34_MOUSE	tr|A0A2K5KX56|A0A2K5KX56_CERAT
OG0013917	sp|Q2VPU4|MLXIP_MOUSE	tr|A0A2K5L097|A0A2K5L097_CERAT
OG0013918	sp|Q4VAE3|TMM65_MOUSE	tr|A0A2K5L3C6|A0A2K5L3C6_CERAT
OG0013919	sp|Q91YS8|KCC1A_MOUSE	tr|A0A2K5L9M2|A0A2K5L9M2_CERAT
OG0013920	sp|O54692|ZW10_MOUSE	tr|A0A2K5LER1|A0A2K5LER1_CERAT
OG0013921	sp|Q02257|PLAK_MOUSE	tr|A0A2K5LGN2|A0A2K5LGN2_CERAT
OG0013922	sp|Q8CB62|CNTRB_MOUSE	tr|A0A2K5LK54|A0A2K5LK54_CERAT
OG0013923	sp|Q80V03|ADCK5_MOUSE	tr|A0A2K5LTJ1|A0A2K5LTJ1_CERAT
OG0013924	sp|Q99LG1|TMM51_MOUSE	tr|A0A2K5LU29|A0A2K5LU29_CERAT
OG0013925	sp|Q4FZF3|DDX49_MOUSE	tr|A0A2K5LWS0|A0A2K5LWS0_CERAT
OG0013926	sp|Q62189|SNRPA_MOUSE	tr|A0A2K5LXK9|A0A2K5LXK9_CERAT
OG0013927	sp|Q8VBW8|TTC36_MOUSE	tr|A0A2K5LY99|A0A2K5LY99_CERAT
OG0013928	sp|Q80SZ7|GBG5_MOUSE	tr|A0A2K5M1C5|A0A2K5M1C5_CERAT
OG0013929	tr|A2ART8|A2ART8_MOUSE	tr|A0A2K5M1F4|A0A2K5M1F4_CERAT
OG0013930	sp|Q8R2K8|CA054_MOUSE	tr|A0A2K5M432|A0A2K5M432_CERAT
OG0013931	sp|Q0VBK2|K2C80_MOUSE	tr|A0A2K5M4M4|A0A2K5M4M4_CERAT
OG0013932	sp|Q0II04|NEBL_MOUSE	tr|A0A2K5M6Y6|A0A2K5M6Y6_CERAT
OG0013933	sp|P52430|PON1_MOUSE	tr|A0A2K5M7P5|A0A2K5M7P5_CERAT
OG0013934	sp|Q09M02|CBPC5_MOUSE	tr|A0A2K5MCN4|A0A2K5MCN4_CERAT
OG0013935	sp|Q8K2D6|DCTD_MOUSE	tr|A0A2K5ME10|A0A2K5ME10_CERAT
OG0013936	sp|Q9R059|FHL3_MOUSE	tr|A0A2K5MFS1|A0A2K5MFS1_CERAT
OG0013937	sp|Q3V3R4|ITA1_MOUSE	tr|A0A2K5MGT6|A0A2K5MGT6_CERAT
OG0013938	sp|Q9CR20|IR3IP_MOUSE	tr|A0A2K5MHB7|A0A2K5MHB7_CERAT
OG0013939	sp|Q8BKN5|GCP5_MOUSE	tr|A0A2K5MI01|A0A2K5MI01_CERAT
OG0013940	sp|P51491|OPSB_MOUSE	tr|A0A2K5MKQ5|A0A2K5MKQ5_CERAT
OG0013941	sp|Q64702|PLK4_MOUSE	tr|A0A2K5MLK0|A0A2K5MLK0_CERAT
OG0013942	sp|Q69ZS6|SV2C_MOUSE	tr|A0A2K5MLP2|A0A2K5MLP2_CERAT
OG0013944	sp|Q8CB65|NEMP2_MOUSE	tr|A0A2K5MQN4|A0A2K5MQN4_CERAT
OG0013945	sp|Q8BKG3|PTK7_MOUSE	tr|A0A2K5MS25|A0A2K5MS25_CERAT
OG0013946	sp|Q8BLK3|LSAMP_MOUSE	tr|A0A2K5MV47|A0A2K5MV47_CERAT
OG0013947	sp|P23906|IRF2_MOUSE	tr|A0A2K5MVH5|A0A2K5MVH5_CERAT
OG0013948	sp|Q91V10|VSX1_MOUSE	tr|A0A2K5MVJ2|A0A2K5MVJ2_CERAT
OG0013949	sp|Q91ZP6|NFIP2_MOUSE	tr|A0A2K5MVP5|A0A2K5MVP5_CERAT
OG0013950	sp|Q923W9|ADA33_MOUSE	tr|A0A2K5MYY2|A0A2K5MYY2_CERAT
OG0013951	sp|Q8BH31|MFSD8_MOUSE	tr|A0A2K5MZ05|A0A2K5MZ05_CERAT
OG0013952	sp|O35657|NEUR1_MOUSE	tr|A0A2K5N1R5|A0A2K5N1R5_CERAT
OG0013953	sp|Q8CD92|TTC27_MOUSE	tr|A0A2K5N2T8|A0A2K5N2T8_CERAT
OG0013954	sp|Q8C854|MYEF2_MOUSE	tr|A0A2K5N4K7|A0A2K5N4K7_CERAT
OG0013955	sp|Q8VE04|MOB3B_MOUSE	tr|A0A2K5N7E6|A0A2K5N7E6_CERAT
OG0013956	sp|Q8BFW7|LPP_MOUSE	tr|A0A2K5N7Z6|A0A2K5N7Z6_CERAT
OG0013957	sp|Q8BLF2|CDKL3_MOUSE	tr|A0A2K5N857|A0A2K5N857_CERAT
OG0013958	sp|Q8BGZ2|F168A_MOUSE	tr|A0A2K5N8C9|A0A2K5N8C9_CERAT
OG0013959	sp|Q3U4N7|IGFR1_MOUSE	tr|A0A2K5N9B8|A0A2K5N9B8_CERAT
OG0013960	sp|Q6P9P6|KIF11_MOUSE	tr|A0A2K5NAE8|A0A2K5NAE8_CERAT
OG0013961	sp|Q60688|FOXD4_MOUSE	tr|A0A2K5NGN2|A0A2K5NGN2_CERAT
OG0013962	sp|E9Q5L8|GLYL3_MOUSE	tr|A0A2K5NHE2|A0A2K5NHE2_CERAT
OG0013963	sp|P47774|CCR7_MOUSE	tr|A0A2K5NIY0|A0A2K5NIY0_CERAT
OG0013964	sp|Q60806|PLK3_MOUSE	tr|A0A2K5NJU4|A0A2K5NJU4_CERAT
OG0013965	sp|A6H666|COX8C_MOUSE	tr|A0A2K5NKE1|A0A2K5NKE1_CERAT
OG0013966	sp|Q8CCH2|NHLC3_MOUSE	tr|A0A2K5NKW0|A0A2K5NKW0_CERAT
OG0013967	sp|Q8BTP0|PIGZ_MOUSE	tr|A0A2K5NRW4|A0A2K5NRW4_CERAT
OG0013968	sp|P97805|FAM3D_MOUSE	tr|A0A2K5NRX4|A0A2K5NRX4_CERAT
OG0013969	sp|Q9WUU8|TNIP1_MOUSE	tr|A0A2K5NSS6|A0A2K5NSS6_CERAT
OG0013970	sp|Q80ZW2|THEM6_MOUSE	tr|A0A2K5NTQ3|A0A2K5NTQ3_CERAT
OG0013971	sp|Q9CRB3|HIUH_MOUSE	tr|A0A2K5NXX0|A0A2K5NXX0_CERAT
OG0013972	sp|Q9DC63|FBX3_MOUSE	tr|A0A2K5NYW3|A0A2K5NYW3_CERAT
OG0013973	sp|P70452|STX4_MOUSE	tr|A0A2K5P0F0|A0A2K5P0F0_CERAT
OG0013974	sp|Q60876|4EBP1_MOUSE	tr|A0A2K5P289|A0A2K5P289_CERAT
OG0013975	sp|O54951|SEM6B_MOUSE	tr|A0A2K5P2Q6|A0A2K5P2Q6_CERAT
OG0013976	sp|Q8VHN8|TIRR_MOUSE	tr|A0A2K5KIP2|A0A2K5KIP2_CERAT
OG0013977	sp|Q8K572|HUS1B_MOUSE	tr|A0A2K5KM41|A0A2K5KM41_CERAT
OG0013978	sp|Q9CZA6|NDE1_MOUSE	tr|A0A2K5KMX3|A0A2K5KMX3_CERAT
OG0013979	sp|Q8BWY9|CIP2A_MOUSE	tr|A0A2K5KN34|A0A2K5KN34_CERAT
OG0013980	sp|Q8R100|CAHM5_MOUSE	tr|A0A2K5KSD5|A0A2K5KSD5_CERAT
OG0013981	sp|Q6PHS9|CA2D2_MOUSE	tr|A0A2K5KUB4|A0A2K5KUB4_CERAT
OG0013982	sp|Q8CIE6|COPA_MOUSE	tr|A0A2K5KVE1|A0A2K5KVE1_CERAT
OG0013983	sp|Q80ZD9|AMGO2_MOUSE	tr|A0A2K5L071|A0A2K5L071_CERAT
OG0013984	sp|Q9Z351|KCNQ2_MOUSE	tr|A0A2K5L1K5|A0A2K5L1K5_CERAT
OG0013985	sp|Q3TJD7|PDLI7_MOUSE	tr|A0A2K5L5D8|A0A2K5L5D8_CERAT
OG0013986	sp|B2RX14|TUT4_MOUSE	tr|A0A2K5L5K6|A0A2K5L5K6_CERAT
OG0013987	sp|Q6ZQ12|NINL_MOUSE	tr|A0A2K5L610|A0A2K5L610_CERAT
OG0013988	sp|Q8R1Z4|PPR42_MOUSE	tr|A0A2K5L627|A0A2K5L627_CERAT
OG0013989	sp|Q8BP97|RHBD3_MOUSE	tr|A0A2K5LB38|A0A2K5LB38_CERAT
OG0013990	sp|Q3UPR0|SHSA3_MOUSE	tr|A0A2K5LBA1|A0A2K5LBA1_CERAT
OG0013991	sp|Q7TN79|AKA7G_MOUSE	tr|A0A2K5LD75|A0A2K5LD75_CERAT
OG0013992	sp|Q5SVQ0|KAT7_MOUSE	tr|A0A2K5LG90|A0A2K5LG90_CERAT
OG0013993	tr|D3Z757|D3Z757_MOUSE	tr|A0A2K5LH43|A0A2K5LH43_CERAT
OG0013994	tr|Q1HDU4|Q1HDU4_MOUSE	tr|A0A2K5LJU8|A0A2K5LJU8_CERAT
OG0013995	sp|Q9EQ80|NIF3L_MOUSE	tr|A0A2K5LLD9|A0A2K5LLD9_CERAT
OG0013996	sp|Q5NCX5|NEUL4_MOUSE	tr|A0A2K5LNZ7|A0A2K5LNZ7_CERAT
OG0013997	sp|Q3V0F0|RIMB3_MOUSE	tr|A0A2K5LQ66|A0A2K5LQ66_CERAT
OG0013998	sp|P60334|CDO1_MOUSE	tr|A0A2K5LUK3|A0A2K5LUK3_CERAT
OG0013999	tr|A0A571BF58|A0A571BF58_MOUSE	tr|A0A2K5LWQ6|A0A2K5LWQ6_CERAT
OG0014000	sp|P48964|MPIP1_MOUSE	tr|A0A2K5LZ75|A0A2K5LZ75_CERAT
OG0014001	sp|Q9Z2U1|PSA5_MOUSE	tr|A0A2K5M1D8|A0A2K5M1D8_CERAT
OG0014002	sp|Q5SSM3|RHG44_MOUSE	tr|A0A2K5M1L1|A0A2K5M1L1_CERAT
OG0014003	sp|P70195|PSB7_MOUSE	tr|A0A2K5M4U4|A0A2K5M4U4_CERAT
OG0014004	sp|Q8R088|GLP3L_MOUSE	tr|A0A2K5M514|A0A2K5M514_CERAT
OG0014005	sp|Q5FWI3|CEIP2_MOUSE	tr|A0A2K5M694|A0A2K5M694_CERAT
OG0014006	sp|Q8BYG0|TTC24_MOUSE	tr|A0A2K5M8Y0|A0A2K5M8Y0_CERAT
OG0014007	sp|Q99P25|TXIP1_MOUSE	tr|A0A2K5MAG5|A0A2K5MAG5_CERAT
OG0014008	sp|Q9NYQ2|HAOX2_MOUSE	tr|A0A2K5MEH9|A0A2K5MEH9_CERAT
OG0014009	sp|Q8R116|NOTUM_MOUSE	tr|A0A2K5MFQ9|A0A2K5MFQ9_CERAT
OG0014010	sp|B2RWJ3|TM240_MOUSE	tr|A0A2K5MLZ9|A0A2K5MLZ9_CERAT
OG0014011	sp|Q6PDH4|RNB3L_MOUSE	tr|A0A2K5MPM7|A0A2K5MPM7_CERAT
OG0014012	sp|A2APC3|TTLL9_MOUSE	tr|A0A2K5MPP5|A0A2K5MPP5_CERAT
OG0014013	sp|Q61686|CBX5_MOUSE	tr|A0A2K5MPW2|A0A2K5MPW2_CERAT
OG0014014	sp|O70373|XIRP1_MOUSE	tr|A0A2K5MR30|A0A2K5MR30_CERAT
OG0014015	sp|Q80VM9|OTOP1_MOUSE	tr|A0A2K5MTJ0|A0A2K5MTJ0_CERAT
OG0014016	sp|P27040|AVR2B_MOUSE	tr|A0A2K5MTS0|A0A2K5MTS0_CERAT
OG0014017	sp|Q80YS6|AFAP1_MOUSE	tr|A0A2K5MWU6|A0A2K5MWU6_CERAT
OG0014018	sp|Q66JZ4|TCAIM_MOUSE	tr|A0A2K5MY51|A0A2K5MY51_CERAT
OG0014019	sp|Q9D9C7|CC062_MOUSE	tr|A0A2K5MYM3|A0A2K5MYM3_CERAT
OG0014020	sp|Q8BHE3|ATCAY_MOUSE	tr|A0A2K5MYX8|A0A2K5MYX8_CERAT
OG0014021	sp|Q3US41|ESRP1_MOUSE	tr|A0A2K5N148|A0A2K5N148_CERAT
OG0014022	sp|Q9QXE0|HACL1_MOUSE	tr|A0A2K5N4G1|A0A2K5N4G1_CERAT
OG0014023	sp|Q9CQ39|MED21_MOUSE	tr|A0A2K5NDY5|A0A2K5NDY5_CERAT
OG0014024	sp|O70458|OSMR_MOUSE	tr|A0A2K5NFB0|A0A2K5NFB0_CERAT
OG0014025	sp|Q75N73|S39AE_MOUSE	tr|A0A2K5NFZ2|A0A2K5NFZ2_CERAT
OG0014026	sp|E9Q784|ZC3HD_MOUSE	tr|A0A2K5NGW0|A0A2K5NGW0_CERAT
OG0014027	sp|Q8BP01|VMAC_MOUSE	tr|A0A2K5NIM0|A0A2K5NIM0_CERAT
OG0014028	sp|Q7TQK5|CCD93_MOUSE	tr|A0A2K5NKC3|A0A2K5NKC3_CERAT
OG0014029	tr|B2RVB9|B2RVB9_MOUSE	tr|A0A2K5NLJ1|A0A2K5NLJ1_CERAT
OG0014030	sp|Q9EQG7|ENPP5_MOUSE	tr|A0A2K5NN41|A0A2K5NN41_CERAT
OG0014031	sp|Q80ZK0|RT10_MOUSE	tr|A0A2K5NQ94|A0A2K5NQ94_CERAT
OG0014032	sp|A6PWV3|IZUM3_MOUSE	tr|A0A2K5NQY2|A0A2K5NQY2_CERAT
OG0014033	sp|Q924P3|LCN8_MOUSE	tr|A0A2K5NTI6|A0A2K5NTI6_CERAT
OG0014034	sp|Q8VE18|SMG8_MOUSE	tr|A0A2K5NWG0|A0A2K5NWG0_CERAT
OG0014035	sp|Q8R5A0|SMYD2_MOUSE	tr|A0A2K5NWV6|A0A2K5NWV6_CERAT
OG0014036	sp|Q5NCY0|KDM6B_MOUSE	tr|A0A2K5NYA8|A0A2K5NYA8_CERAT
OG0014037	sp|Q810N6|ANR45_MOUSE	tr|A0A2K5P1W8|A0A2K5P1W8_CERAT
OG0014038	sp|Q3UDF0|GTR6_MOUSE	tr|A0A2K5P2I9|A0A2K5P2I9_CERAT
OG0014039	sp|O55240|RDH5_MOUSE	tr|A0A2K5P2L2|A0A2K5P2L2_CERAT
OG0014040	sp|Q8K2W9|CN093_MOUSE	tr|A0A2K5P4Z8|A0A2K5P4Z8_CERAT
OG0014041	sp|P07147|TYRP1_MOUSE	tr|A0A2K5P5J6|A0A2K5P5J6_CERAT
OG0014042	sp|Q6SJE0|GFRAL_MOUSE	tr|A0A2K5P5U5|A0A2K5P5U5_CERAT
OG0014043	sp|Q1W617|SHRM4_MOUSE	tr|A0A2K5KH86|A0A2K5KH86_CERAT
OG0014044	sp|Q99KR3|LACB2_MOUSE	tr|A0A2K5KI74|A0A2K5KI74_CERAT
OG0014045	sp|Q8K2B3|SDHA_MOUSE	tr|A0A2K5KIH6|A0A2K5KIH6_CERAT
OG0014046	tr|A0A140LHH9|A0A140LHH9_MOUSE	tr|A0A2K5KND3|A0A2K5KND3_CERAT
OG0014047	sp|Q9CWS1|RN135_MOUSE	tr|A0A2K5KNS1|A0A2K5KNS1_CERAT
OG0014048	sp|Q00915|RET1_MOUSE	tr|A0A2K5KYQ0|A0A2K5KYQ0_CERAT
OG0014049	sp|Q9EQF6|DPYL5_MOUSE	tr|A0A2K5L2P7|A0A2K5L2P7_CERAT
OG0014050	tr|Q3SYJ2|Q3SYJ2_MOUSE	tr|A0A2K5L9Y8|A0A2K5L9Y8_CERAT
OG0014051	sp|Q80VY9|DHX33_MOUSE	tr|A0A2K5LA25|A0A2K5LA25_CERAT
OG0014052	sp|P09084|PAX1_MOUSE	tr|A0A2K5LA47|A0A2K5LA47_CERAT
OG0014053	sp|Q9QUR8|SEM7A_MOUSE	tr|A0A2K5LAH4|A0A2K5LAH4_CERAT
OG0014054	sp|Q7TN58|TMC8_MOUSE	tr|A0A2K5LBD2|A0A2K5LBD2_CERAT
OG0014055	sp|P35294|RAB19_MOUSE	tr|A0A2K5LDE3|A0A2K5LDE3_CERAT
OG0014056	sp|Q8VCC8|RPGF3_MOUSE	tr|A0A2K5LES6|A0A2K5LES6_CERAT
OG0014057	sp|P63013|PRRX1_MOUSE	tr|A0A2K5LGK3|A0A2K5LGK3_CERAT
OG0014058	sp|P86045|TM207_MOUSE	tr|A0A2K5LIY6|A0A2K5LIY6_CERAT
OG0014059	sp|O70333|CRIPT_MOUSE	tr|A0A2K5LK39|A0A2K5LK39_CERAT
OG0014060	tr|F6ZE64|F6ZE64_MOUSE	tr|A0A2K5LKP3|A0A2K5LKP3_CERAT
OG0014061	sp|Q64HY3|SP9_MOUSE	tr|A0A2K5LPR5|A0A2K5LPR5_CERAT
OG0014062	sp|Q8BL97|SRSF7_MOUSE	tr|A0A2K5LRC9|A0A2K5LRC9_CERAT
OG0014063	sp|Q8R180|ERO1A_MOUSE	tr|A0A2K5LRY0|A0A2K5LRY0_CERAT
OG0014064	tr|D3Z6P9|D3Z6P9_MOUSE	tr|A0A2K5LSE0|A0A2K5LSE0_CERAT
OG0014065	sp|P25318|CO8A2_MOUSE	tr|A0A2K5LV71|A0A2K5LV71_CERAT
OG0014066	sp|Q8BH10|ORAI2_MOUSE	tr|A0A2K5LVR3|A0A2K5LVR3_CERAT
OG0014067	sp|P97452|BOP1_MOUSE	tr|A0A2K5LVT6|A0A2K5LVT6_CERAT
OG0014068	sp|Q9D9R3|SPAT9_MOUSE	tr|A0A2K5LXI0|A0A2K5LXI0_CERAT
OG0014069	sp|Q9D787|PPIL2_MOUSE	tr|A0A2K5M1U9|A0A2K5M1U9_CERAT
OG0014070	sp|Q9CX62|INKA1_MOUSE	tr|A0A2K5M3S5|A0A2K5M3S5_CERAT
OG0014071	sp|Q5SWY7|FA83G_MOUSE	tr|A0A2K5M706|A0A2K5M706_CERAT
OG0014072	sp|P0CL69|ZN703_MOUSE	tr|A0A2K5M7Z9|A0A2K5M7Z9_CERAT
OG0014073	sp|E9Q1P8|I2BP2_MOUSE	tr|A0A2K5MAA6|A0A2K5MAA6_CERAT
OG0014074	sp|A0A2R8VHF7|TM249_MOUSE	tr|A0A2K5MD94|A0A2K5MD94_CERAT
OG0014075	sp|Q8VIG0|ZCH14_MOUSE	tr|A0A2K5MEB2|A0A2K5MEB2_CERAT
OG0014076	sp|P97391|PA2G5_MOUSE	tr|A0A2K5MGA4|A0A2K5MGA4_CERAT
OG0014077	sp|Q3TXU5|DHYS_MOUSE	tr|A0A2K5MPU6|A0A2K5MPU6_CERAT
OG0014078	sp|Q91WU5|AS3MT_MOUSE	tr|A0A2K5MQK1|A0A2K5MQK1_CERAT
OG0014079	sp|Q8K2W6|PHF13_MOUSE	tr|A0A2K5MQP7|A0A2K5MQP7_CERAT
OG0014080	sp|Q8VCZ6|SGSM3_MOUSE	tr|A0A2K5MSR3|A0A2K5MSR3_CERAT
OG0014081	sp|Q9QYH6|MAGD1_MOUSE	tr|A0A2K5MTC4|A0A2K5MTC4_CERAT
OG0014082	sp|Q64705|USF2_MOUSE	tr|A0A2K5MVJ1|A0A2K5MVJ1_CERAT
OG0014083	sp|Q62010|OVGP1_MOUSE	tr|A0A2K5MVQ8|A0A2K5MVQ8_CERAT
OG0014084	sp|Q8CHQ0|FBX4_MOUSE	tr|A0A2K5N257|A0A2K5N257_CERAT
OG0014085	sp|Q9R0A1|CLCN2_MOUSE	tr|A0A2K5N3F2|A0A2K5N3F2_CERAT
OG0014086	sp|Q9CR96|TM208_MOUSE	tr|A0A2K5N549|A0A2K5N549_CERAT
OG0014087	sp|P97346|NXN_MOUSE	tr|A0A2K5N651|A0A2K5N651_CERAT
OG0014088	sp|Q01279|EGFR_MOUSE	tr|A0A2K5N7J8|A0A2K5N7J8_CERAT
OG0014089	sp|Q62092|NSG1_MOUSE	tr|A0A2K5N7Y1|A0A2K5N7Y1_CERAT
OG0014090	sp|Q14DN9|AKD1B_MOUSE	tr|A0A2K5NA22|A0A2K5NA22_CERAT
OG0014091	sp|Q3UW53|NIBA1_MOUSE	tr|A0A2K5NBH5|A0A2K5NBH5_CERAT
OG0014092	sp|A2A870|FBF1_MOUSE	tr|A0A2K5NBP5|A0A2K5NBP5_CERAT
OG0014093	sp|B1AVY7|KI16B_MOUSE	tr|A0A2K5NN08|A0A2K5NN08_CERAT
OG0014094	sp|Q5VCS6|TDRD5_MOUSE	tr|A0A2K5NRW5|A0A2K5NRW5_CERAT
OG0014095	sp|Q8BZ81|LRRT3_MOUSE	tr|A0A2K5NT54|A0A2K5NT54_CERAT
OG0014096	sp|Q9CTN4|RHBT3_MOUSE	tr|A0A2K5NU87|A0A2K5NU87_CERAT
OG0014097	sp|Q8BZN4|NUAK2_MOUSE	tr|A0A2K5NZR4|A0A2K5NZR4_CERAT
OG0014098	sp|P18872|GNAO_MOUSE	tr|A0A2K5P1E1|A0A2K5P1E1_CERAT
OG0014099	sp|Q8VCB1|NDC1_MOUSE	tr|A0A2K5P4C4|A0A2K5P4C4_CERAT
OG0014100	sp|P01575|IFNB_MOUSE	tr|B6CK13|B6CK13_CERAT
OG0014101	sp|Q8BZM1|GLMN_MOUSE	tr|A0A2K5KLL6|A0A2K5KLL6_CERAT
OG0014102	sp|Q9CXM0|CHODL_MOUSE	tr|A0A2K5KN44|A0A2K5KN44_CERAT
OG0014103	sp|Q99LQ4|SVBP_MOUSE	tr|A0A2K5KNI0|A0A2K5KNI0_CERAT
OG0014104	sp|Q99KK1|REEP3_MOUSE	tr|A0A2K5KP13|A0A2K5KP13_CERAT
OG0014105	sp|Q9CWK8|SNX2_MOUSE	tr|A0A2K5KR45|A0A2K5KR45_CERAT
OG0014106	sp|Q8QZR8|CCNQ_MOUSE	tr|A0A2K5KRP8|A0A2K5KRP8_CERAT
OG0014107	sp|Q6PB66|LPPRC_MOUSE	tr|A0A2K5KSU3|A0A2K5KSU3_CERAT
OG0014108	sp|Q8R1S9|S38A4_MOUSE	tr|A0A2K5KSV8|A0A2K5KSV8_CERAT
OG0014109	sp|Q8C5U9|UBQL3_MOUSE	tr|A0A2K5KX40|A0A2K5KX40_CERAT
OG0014110	tr|Q8C879|Q8C879_MOUSE	tr|A0A2K5KYB0|A0A2K5KYB0_CERAT
OG0014111	sp|Q62470|ITA3_MOUSE	tr|A0A2K5L3K8|A0A2K5L3K8_CERAT
OG0014112	tr|Q63953|Q63953_MOUSE	tr|A0A2K5L4F7|A0A2K5L4F7_CERAT
OG0014113	sp|Q9EQR5|LIME1_MOUSE	tr|A0A2K5L7R3|A0A2K5L7R3_CERAT
OG0014114	sp|O08665|SEM3A_MOUSE	tr|A0A2K5L8K5|A0A2K5L8K5_CERAT
OG0014115	sp|Q9D0J4|ARL2_MOUSE	tr|A0A2K5L9F0|A0A2K5L9F0_CERAT
OG0014116	sp|P46656|ADX_MOUSE	tr|A0A2K5LF16|A0A2K5LF16_CERAT
OG0014117	sp|Q571B6|WHAMM_MOUSE	tr|A0A2K5LJH6|A0A2K5LJH6_CERAT
OG0014118	sp|P38575|UPK2_MOUSE	tr|A0A2K5LNW4|A0A2K5LNW4_CERAT
OG0014119	sp|Q9CZT6|CMS1_MOUSE	tr|A0A2K5LT05|A0A2K5LT05_CERAT
OG0014120	sp|Q60850|S23A3_MOUSE	tr|A0A2K5LUZ8|A0A2K5LUZ8_CERAT
OG0014121	sp|B1AT66|MOT7_MOUSE	tr|A0A2K5LY39|A0A2K5LY39_CERAT
OG0014122	sp|A2AVQ5|LEXM_MOUSE	tr|A0A2K5M7D8|A0A2K5M7D8_CERAT
OG0014123	sp|Q6PB75|PAPD7_MOUSE	tr|A0A2K5M923|A0A2K5M923_CERAT
OG0014124	sp|Q8BYZ7|ELMO3_MOUSE	tr|A0A2K5MA99|A0A2K5MA99_CERAT
OG0014125	sp|Q9WUH1|TM115_MOUSE	tr|A0A2K5MAJ1|A0A2K5MAJ1_CERAT
OG0014126	sp|Q80UC8|GP139_MOUSE	tr|A0A2K5MI41|A0A2K5MI41_CERAT
OG0014127	sp|Q8BPW0|IQCJ_MOUSE	tr|A0A2K5MMK9|A0A2K5MMK9_CERAT
OG0014128	sp|Q6PGC1|DHX29_MOUSE	tr|A0A2K5MNR8|A0A2K5MNR8_CERAT
OG0014129	sp|Q9QY96|CASR_MOUSE	tr|A0A2K5MTQ4|A0A2K5MTQ4_CERAT
OG0014130	sp|P97334|NKX23_MOUSE	tr|A0A2K5MUH9|A0A2K5MUH9_CERAT
OG0014131	sp|Q9D9K3|AVEN_MOUSE	tr|A0A2K5MYV9|A0A2K5MYV9_CERAT
OG0014132	sp|Q8BLN5|LSS_MOUSE	tr|A0A2K5MZ29|A0A2K5MZ29_CERAT
OG0014133	sp|Q8BVH9|METL6_MOUSE	tr|A0A2K5MZZ2|A0A2K5MZZ2_CERAT
OG0014134	sp|Q9D1X9|TM50B_MOUSE	tr|A0A2K5N1L1|A0A2K5N1L1_CERAT
OG0014135	sp|B2RUR8|OTU7B_MOUSE	tr|A0A2K5N4I2|A0A2K5N4I2_CERAT
OG0014136	tr|Q3UQ17|Q3UQ17_MOUSE	tr|A0A2K5N4R1|A0A2K5N4R1_CERAT
OG0014137	sp|Q8BXG3|IFT57_MOUSE	tr|A0A2K5N5I7|A0A2K5N5I7_CERAT
OG0014138	sp|S4R2K0|DEFM_MOUSE	tr|A0A2K5N5M4|A0A2K5N5M4_CERAT
OG0014139	sp|Q8R3P6|INT14_MOUSE	tr|A0A2K5N614|A0A2K5N614_CERAT
OG0014140	sp|P21841|PSPC_MOUSE	tr|A0A2K5N7P6|A0A2K5N7P6_CERAT
OG0014141	sp|Q80ZQ5|JAZF1_MOUSE	tr|A0A2K5N8B5|A0A2K5N8B5_CERAT
OG0014142	sp|Q3TNW5|MUCL3_MOUSE	tr|A0A2K5NAQ8|A0A2K5NAQ8_CERAT
OG0014143	sp|Q8K3P0|DR9C7_MOUSE	tr|A0A2K5NEA7|A0A2K5NEA7_CERAT
OG0014144	sp|Q8CI43|MYL6B_MOUSE	tr|A0A2K5NFA3|A0A2K5NFA3_CERAT
OG0014145	sp|Q8BMA6|SRP68_MOUSE	tr|A0A2K5NHS5|A0A2K5NHS5_CERAT
OG0014146	sp|Q9JKV2|CILK1_MOUSE	tr|A0A2K5NHW3|A0A2K5NHW3_CERAT
OG0014147	tr|A0A5F8MPS3|A0A5F8MPS3_MOUSE	tr|A0A2K5NJR0|A0A2K5NJR0_CERAT
OG0014148	sp|Q9CQL0|MT21A_MOUSE	tr|A0A2K5NJS3|A0A2K5NJS3_CERAT
OG0014149	sp|F8VPQ2|ARI4A_MOUSE	tr|A0A2K5NK26|A0A2K5NK26_CERAT
OG0014150	sp|Q8BVZ5|IL33_MOUSE	tr|A0A2K5NK53|A0A2K5NK53_CERAT
OG0014151	sp|Q6PGC7|S35E3_MOUSE	tr|A0A2K5NL03|A0A2K5NL03_CERAT
OG0014152	sp|Q9Z1Q4|LY66C_MOUSE	tr|A0A2K5NLV0|A0A2K5NLV0_CERAT
OG0014153	sp|Q5F2L2|FUT10_MOUSE	tr|A0A2K5NMC0|A0A2K5NMC0_CERAT
