Orthogroup	Mus_musculus	Castor_canadensis
OG0010839	sp|Q3UK10|B9D2_MOUSE	tr|A0A8C0X1V5|A0A8C0X1V5_CASCN
OG0010840	sp|P97473|TRBP2_MOUSE	tr|A0A8C0X7K8|A0A8C0X7K8_CASCN
OG0010841	sp|Q9QXT6|IL17B_MOUSE	tr|A0A8C0X8I0|A0A8C0X8I0_CASCN
OG0010842	sp|Q8BUM6|F163B_MOUSE	tr|A0A8C0XCW4|A0A8C0XCW4_CASCN
OG0010843	sp|O88552|CLD2_MOUSE	tr|A0A8C0XSF0|A0A8C0XSF0_CASCN
OG0010844	sp|Q03717|KCNB1_MOUSE	tr|A0A8C0ZRG1|A0A8C0ZRG1_CASCN
OG0010845	sp|Q9CRC6|BORC7_MOUSE	tr|A0A8C0ZSA1|A0A8C0ZSA1_CASCN
OG0010846	sp|Q3URS9|MITOK_MOUSE	tr|A0A250Y093|A0A250Y093_CASCN
OG0010847	sp|O08749|DLDH_MOUSE	tr|A0A250Y206|A0A250Y206_CASCN
OG0010848	sp|P80318|TCPG_MOUSE	tr|A0A250Y2N9|A0A250Y2N9_CASCN
OG0010849	sp|Q8R4U7|LUZP1_MOUSE	tr|A0A250Y6R0|A0A250Y6R0_CASCN
OG0010850	sp|Q9R059|FHL3_MOUSE	tr|A0A250YED0|A0A250YED0_CASCN
OG0010851	sp|Q91VR2|ATPG_MOUSE	tr|A0A250YEF4|A0A250YEF4_CASCN
OG0010852	sp|Q9D659|VISTA_MOUSE	tr|A0A250YF68|A0A250YF68_CASCN
OG0010853	sp|Q99LC8|EI2BA_MOUSE	tr|A0A250YF75|A0A250YF75_CASCN
OG0010854	sp|Q8VCN9|TBCC_MOUSE	tr|A0A250YG25|A0A250YG25_CASCN
OG0010855	sp|O08918|CCNG2_MOUSE	tr|A0A250YG76|A0A250YG76_CASCN
OG0010856	sp|Q9DBA9|TF2H1_MOUSE	tr|A0A250YJQ5|A0A250YJQ5_CASCN
OG0010857	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A250YJW4|A0A250YJW4_CASCN
OG0010858	sp|Q91VD9|NDUS1_MOUSE	tr|A0A250YL00|A0A250YL00_CASCN
OG0010859	sp|O89090|SP1_MOUSE	tr|A0A250YLE5|A0A250YLE5_CASCN
OG0010860	sp|Q6R891|NEB2_MOUSE	tr|A0A250YLG6|A0A250YLG6_CASCN
OG0010861	sp|Q9JKC0|CCL24_MOUSE	tr|A0A250YMJ6|A0A250YMJ6_CASCN
OG0010862	sp|Q99P69|NUF2_MOUSE	tr|A0A8B7TGJ4|A0A8B7TGJ4_CASCN
OG0010863	sp|Q9WU38|SCNNB_MOUSE	tr|A0A8B7TVF9|A0A8B7TVF9_CASCN
OG0010864	tr|G3X8W1|G3X8W1_MOUSE	tr|A0A8B7TXG9|A0A8B7TXG9_CASCN
OG0010865	sp|Q8BRU4|CLC9A_MOUSE	tr|A0A8B7TY03|A0A8B7TY03_CASCN
OG0010866	sp|Q60631|GRB2_MOUSE	tr|A0A8B7TYS0|A0A8B7TYS0_CASCN
OG0010867	sp|O54957|LAT_MOUSE	tr|A0A8B7U1I2|A0A8B7U1I2_CASCN
OG0010868	sp|P70327|TBX6_MOUSE	tr|A0A8B7U4A8|A0A8B7U4A8_CASCN
OG0010869	sp|P26262|KLKB1_MOUSE	tr|A0A8B7U916|A0A8B7U916_CASCN
OG0010870	sp|Q6P7W0|SENP6_MOUSE	tr|A0A8B7UIA1|A0A8B7UIA1_CASCN
OG0010871	sp|Q6V5K9|ZN474_MOUSE	tr|A0A8B7UIX9|A0A8B7UIX9_CASCN
OG0010872	sp|A2APT9|KLD7A_MOUSE	tr|A0A8B7UJ85|A0A8B7UJ85_CASCN
OG0010873	sp|Q8CAK3|SHFL_MOUSE	tr|A0A8B7UR47|A0A8B7UR47_CASCN
OG0010874	sp|P0C0P8|NPS_MOUSE	tr|A0A8B7UTE6|A0A8B7UTE6_CASCN
OG0010875	sp|Q8CGW9|DMRTD_MOUSE	tr|A0A8B7UTG4|A0A8B7UTG4_CASCN
OG0010876	sp|P56960|EXOSX_MOUSE	tr|A0A8B7UYS7|A0A8B7UYS7_CASCN
OG0010877	sp|Q3UPR0|SHSA3_MOUSE	tr|A0A8B7V0B8|A0A8B7V0B8_CASCN
OG0010878	tr|B2RVX8|B2RVX8_MOUSE	tr|A0A8B7V2G1|A0A8B7V2G1_CASCN
OG0010879	sp|P62075|TIM13_MOUSE	tr|A0A8B7V2Z9|A0A8B7V2Z9_CASCN
OG0010880	sp|Q8C025|CHPT1_MOUSE	tr|A0A8B7V339|A0A8B7V339_CASCN
OG0010881	sp|Q3U435|MMP25_MOUSE	tr|A0A8B7V9E5|A0A8B7V9E5_CASCN
OG0010882	sp|Q8CDN1|CC020_MOUSE	tr|A0A8B7VGY9|A0A8B7VGY9_CASCN
OG0010883	sp|Q9D1X0|NOL3_MOUSE	tr|A0A8B7VHA2|A0A8B7VHA2_CASCN
OG0010884	sp|Q6IR42|ZCPW1_MOUSE	tr|A0A8B7VND8|A0A8B7VND8_CASCN
OG0010885	sp|Q6ZPK7|LST2_MOUSE	tr|A0A8B7VNX2|A0A8B7VNX2_CASCN
OG0010886	sp|Q66GT5|PTPM1_MOUSE	tr|A0A8B7VTS3|A0A8B7VTS3_CASCN
OG0010887	sp|Q8K3F6|KCNQ3_MOUSE	tr|A0A8B7VWX1|A0A8B7VWX1_CASCN
OG0010888	sp|Q8BTF7|DNLI4_MOUSE	tr|A0A8B7W6J8|A0A8B7W6J8_CASCN
OG0010889	sp|Q7TMF5|SPA12_MOUSE	tr|A0A8B7WAM0|A0A8B7WAM0_CASCN
OG0010890	sp|P41588|VIPR2_MOUSE	tr|A0A8B7WES8|A0A8B7WES8_CASCN
OG0010891	sp|Q8C167|PPCEL_MOUSE	tr|A0A8B7WF22|A0A8B7WF22_CASCN
OG0010892	sp|Q80TS5|ZN423_MOUSE	tr|A0A8B7WF25|A0A8B7WF25_CASCN
OG0010893	tr|Q8C393|Q8C393_MOUSE	tr|A0A8B7WHA8|A0A8B7WHA8_CASCN
OG0010894	tr|Q8VEV1|Q8VEV1_MOUSE	tr|A0A8C0VTP9|A0A8C0VTP9_CASCN
OG0010895	sp|Q922H7|RSLBB_MOUSE	tr|A0A8C0WMT3|A0A8C0WMT3_CASCN
OG0010896	sp|Q5GAM8|RNS12_MOUSE	tr|A0A8C0WSX7|A0A8C0WSX7_CASCN
OG0010897	sp|P86049|RBM46_MOUSE	tr|A0A8C0WTS9|A0A8C0WTS9_CASCN
OG0010898	sp|O70220|FOXQ1_MOUSE	tr|A0A8C0WXT1|A0A8C0WXT1_CASCN
OG0010899	sp|Q9D4W2|MFI_MOUSE	tr|A0A8C0X2W4|A0A8C0X2W4_CASCN
OG0010900	sp|Q640L3|CCPG1_MOUSE	tr|A0A8C0XEH0|A0A8C0XEH0_CASCN
OG0010901	sp|Q61644|PACN1_MOUSE	tr|A0A8C0XGT4|A0A8C0XGT4_CASCN
OG0010902	sp|P62305|RUXE_MOUSE	tr|A0A8C0XL16|A0A8C0XL16_CASCN
OG0010903	sp|Q9QXK7|CPSF3_MOUSE	tr|A0A8C0ZN45|A0A8C0ZN45_CASCN
OG0010904	sp|Q9JK92|HSPB8_MOUSE	tr|A0A250XW13|A0A250XW13_CASCN
OG0010905	sp|P16015|CAH3_MOUSE	tr|A0A250XXA3|A0A250XXA3_CASCN
OG0010906	sp|Q99LJ0|CT2NL_MOUSE	tr|A0A250Y3U0|A0A250Y3U0_CASCN
OG0010907	sp|Q4G0F8|UBN1_MOUSE	tr|A0A250Y6T9|A0A250Y6T9_CASCN
OG0010908	sp|Q9CPW4|ARPC5_MOUSE	tr|A0A250YA73|A0A250YA73_CASCN
OG0010909	tr|A0A0A6YWI4|A0A0A6YWI4_MOUSE	tr|A0A250YA96|A0A250YA96_CASCN
OG0010910	sp|Q9DBP5|KCY_MOUSE	tr|A0A250YCS3|A0A250YCS3_CASCN
OG0010911	sp|O88696|CLPP_MOUSE	tr|A0A250YE96|A0A250YE96_CASCN
OG0010912	sp|Q62481|VPS72_MOUSE	tr|A0A250YGG4|A0A250YGG4_CASCN
OG0010913	sp|Q8K339|KIN17_MOUSE	tr|A0A250YH17|A0A250YH17_CASCN
OG0010914	sp|P17809|GTR1_MOUSE	tr|A0A250YIZ5|A0A250YIZ5_CASCN
OG0010915	sp|Q9DBU0|TM9S1_MOUSE	tr|A0A250YK55|A0A250YK55_CASCN
OG0010916	tr|D3Z0K6|D3Z0K6_MOUSE	tr|A0A250YLA5|A0A250YLA5_CASCN
OG0010917	sp|Q8BKE5|FSBP_MOUSE	tr|A0A8B7TI59|A0A8B7TI59_CASCN
OG0010918	sp|Q8K4K6|PANK1_MOUSE	tr|A0A8B7TNZ1|A0A8B7TNZ1_CASCN
OG0010919	sp|Q9D0U1|DTWD2_MOUSE	tr|A0A8B7TSX1|A0A8B7TSX1_CASCN
OG0010920	tr|A0A5F8MPH8|A0A5F8MPH8_MOUSE	tr|A0A8B7TT94|A0A8B7TT94_CASCN
OG0010921	sp|Q9D256|ISK12_MOUSE	tr|A0A8B7TTQ4|A0A8B7TTQ4_CASCN
OG0010922	sp|Q8VI56|LRP4_MOUSE	tr|A0A8B7TWS4|A0A8B7TWS4_CASCN
OG0010923	sp|Q5U430|UBR3_MOUSE	tr|A0A8B7TY10|A0A8B7TY10_CASCN
OG0010924	sp|P19785|ESR1_MOUSE	tr|A0A8B7TZC7|A0A8B7TZC7_CASCN
OG0010925	sp|Q8BWG8|ARRB1_MOUSE	tr|A0A8B7U0A5|A0A8B7U0A5_CASCN
OG0010926	sp|Q64143|P55G_MOUSE	tr|A0A8B7U0Q2|A0A8B7U0Q2_CASCN
OG0010927	sp|Q91V01|MBOA5_MOUSE	tr|A0A8B7U293|A0A8B7U293_CASCN
OG0010928	sp|Q9QYM9|TEFF2_MOUSE	tr|A0A8B7U7J9|A0A8B7U7J9_CASCN
OG0010929	sp|Q8BLY1|SMOC1_MOUSE	tr|A0A8B7UGH5|A0A8B7UGH5_CASCN
OG0010930	sp|Q3USJ8|FCSD2_MOUSE	tr|A0A8B7UIV2|A0A8B7UIV2_CASCN
OG0010931	sp|Q925I4|TS1R2_MOUSE	tr|A0A8B7ULN9|A0A8B7ULN9_CASCN
OG0010932	sp|Q8K0L2|ENTP8_MOUSE	tr|A0A8B7UMM8|A0A8B7UMM8_CASCN
OG0010933	sp|Q9CTG6|AT132_MOUSE	tr|A0A8B7UZN6|A0A8B7UZN6_CASCN
OG0010934	sp|O35980|NTH_MOUSE	tr|A0A8B7UZR1|A0A8B7UZR1_CASCN
OG0010935	sp|Q80TT2|BAIP3_MOUSE	tr|A0A8B7UZU6|A0A8B7UZU6_CASCN
OG0010936	sp|Q80YR4|ZN598_MOUSE	tr|A0A8B7V2N9|A0A8B7V2N9_CASCN
OG0010937	sp|Q8VCR9|OCEL1_MOUSE	tr|A0A8B7VBR4|A0A8B7VBR4_CASCN
OG0010938	sp|Q9D0N7|CAF1B_MOUSE	tr|A0A8B7VE83|A0A8B7VE83_CASCN
OG0010939	sp|Q9JII1|INP5E_MOUSE	tr|A0A8B7VYD5|A0A8B7VYD5_CASCN
OG0010940	sp|Q9D241|RN186_MOUSE	tr|A0A8B7VZU5|A0A8B7VZU5_CASCN
OG0010941	sp|Q69ZB0|LRCC1_MOUSE	tr|A0A8B7W377|A0A8B7W377_CASCN
OG0010942	sp|Q9DAQ9|SPT19_MOUSE	tr|A0A8B7W4D3|A0A8B7W4D3_CASCN
OG0010943	sp|Q96DY5|RN112_MOUSE	tr|A0A8B7W7K2|A0A8B7W7K2_CASCN
OG0010944	sp|Q8CFV4|NRN1_MOUSE	tr|A0A8B7WEN0|A0A8B7WEN0_CASCN
OG0010945	sp|A4FUP9|GL1D1_MOUSE	tr|A0A8B7WEZ3|A0A8B7WEZ3_CASCN
OG0010946	sp|Q8VBV4|FBXW7_MOUSE	tr|A0A8B7WF48|A0A8B7WF48_CASCN
OG0010947	sp|Q9D780|SLAF9_MOUSE	tr|A0A8C0VU68|A0A8C0VU68_CASCN
OG0010948	sp|Q8K070|SAM14_MOUSE	tr|A0A8C0VZH8|A0A8C0VZH8_CASCN
OG0010949	sp|Q61216|MRE11_MOUSE	tr|A0A8C0W0L0|A0A8C0W0L0_CASCN
OG0010950	sp|P47746|CNR1_MOUSE	tr|A0A8C0WZD5|A0A8C0WZD5_CASCN
OG0010951	sp|D3Z291|CAHM1_MOUSE	tr|A0A8C0X1N1|A0A8C0X1N1_CASCN
OG0010952	sp|P56379|ATP68_MOUSE	tr|A0A8C0XWI9|A0A8C0XWI9_CASCN
OG0010953	sp|Q8R1B5|CPLX3_MOUSE	tr|A0A8C0ZNK2|A0A8C0ZNK2_CASCN
OG0010954	sp|Q9WUI1|MK11_MOUSE	tr|A0A8C0ZPL4|A0A8C0ZPL4_CASCN
OG0010955	sp|Q8C0X0|LCA5L_MOUSE	tr|A0A8C0ZQN2|A0A8C0ZQN2_CASCN
OG0010956	sp|O08899|RGS4_MOUSE	tr|A0A250XW53|A0A250XW53_CASCN
OG0010957	sp|Q9CQ79|TXND9_MOUSE	tr|A0A250XWQ9|A0A250XWQ9_CASCN
OG0010958	sp|Q8VCH9|LRC3B_MOUSE	tr|A0A250XX52|A0A250XX52_CASCN
OG0010959	sp|P39429|TRAF2_MOUSE	tr|A0A250Y244|A0A250Y244_CASCN
OG0010960	sp|Q4VAA7|SNX33_MOUSE	tr|A0A250Y344|A0A250Y344_CASCN
OG0010961	sp|Q9D4G9|RMI1_MOUSE	tr|A0A250Y3S4|A0A250Y3S4_CASCN
OG0010962	sp|O55142|RL35A_MOUSE	tr|A0A250Y946|A0A250Y946_CASCN
OG0010963	sp|P97314|CSRP2_MOUSE	tr|A0A250YBU9|A0A250YBU9_CASCN
OG0010964	sp|Q9Z2U1|PSA5_MOUSE	tr|A0A250YD89|A0A250YD89_CASCN
OG0010965	sp|Q9WVE8|PACN2_MOUSE	tr|A0A250YIU9|A0A250YIU9_CASCN
OG0010966	sp|Q8VEA6|CRDL2_MOUSE	tr|A0A8B7TL31|A0A8B7TL31_CASCN
OG0010967	sp|Q6KAU4|MB12B_MOUSE	tr|A0A8B7TRF5|A0A8B7TRF5_CASCN
OG0010968	sp|P47867|SCG3_MOUSE	tr|A0A8B7TT30|A0A8B7TT30_CASCN
OG0010969	sp|Q05AH6|SPNDC_MOUSE	tr|A0A8B7U538|A0A8B7U538_CASCN
OG0010970	sp|Q9ESD1|PRSS8_MOUSE	tr|A0A8B7U651|A0A8B7U651_CASCN
OG0010971	sp|Q8BZL1|NEUR4_MOUSE	tr|A0A8B7U6D5|A0A8B7U6D5_CASCN
OG0010972	sp|A2AAX3|KLH15_MOUSE	tr|A0A8B7UEB6|A0A8B7UEB6_CASCN
OG0010973	sp|E9Q7P9|CDHR2_MOUSE	tr|A0A8B7UFB8|A0A8B7UFB8_CASCN
OG0010974	sp|Q5QD14|TAAR5_MOUSE	tr|A0A8B7UN69|A0A8B7UN69_CASCN
OG0010975	sp|Q3UBZ5|MI4GD_MOUSE	tr|A0A8B7UP71|A0A8B7UP71_CASCN
OG0010976	sp|Q8BVZ1|PLIN5_MOUSE	tr|A0A8B7URG4|A0A8B7URG4_CASCN
OG0010977	sp|Q812A5|PRR5_MOUSE	tr|A0A8B7UV20|A0A8B7UV20_CASCN
OG0010978	sp|P37237|FGF8_MOUSE	tr|A0A8B7V785|A0A8B7V785_CASCN
OG0010979	tr|Q76M80|Q76M80_MOUSE	tr|A0A8B7V7E6|A0A8B7V7E6_CASCN
OG0010980	sp|Q9EPU5|TNR21_MOUSE	tr|A0A8B7V9B2|A0A8B7V9B2_CASCN
OG0010981	sp|Q8BSN3|ODAD3_MOUSE	tr|A0A8B7VBN3|A0A8B7VBN3_CASCN
OG0010982	sp|Q61458|CCNH_MOUSE	tr|A0A8B7VJV3|A0A8B7VJV3_CASCN
OG0010983	sp|Q5SWT3|S2535_MOUSE	tr|A0A8B7VKL6|A0A8B7VKL6_CASCN
OG0010984	sp|P82976|GBX1_MOUSE	tr|A0A8B7VLG8|A0A8B7VLG8_CASCN
OG0010985	sp|Q3UXZ9|KDM5A_MOUSE	tr|A0A8B7VMA6|A0A8B7VMA6_CASCN
OG0010986	sp|Q8C0Q9|RPGF5_MOUSE	tr|A0A8B7VNF5|A0A8B7VNF5_CASCN
OG0010987	sp|Q811T9|DISC1_MOUSE	tr|A0A8B7VP63|A0A8B7VP63_CASCN
OG0010988	sp|Q3UTJ2|SRBS2_MOUSE	tr|A0A8B7VP87|A0A8B7VP87_CASCN
OG0010989	tr|Q9D9G7|Q9D9G7_MOUSE	tr|A0A8B7VPQ4|A0A8B7VPQ4_CASCN
OG0010990	sp|Q2TBE6|P4K2A_MOUSE	tr|A0A8B7VSI6|A0A8B7VSI6_CASCN
OG0010991	sp|P15261|INGR1_MOUSE	tr|A0A8B7VVM8|A0A8B7VVM8_CASCN
OG0010992	sp|Q99N42|TYPH_MOUSE	tr|A0A8B7VYI9|A0A8B7VYI9_CASCN
OG0010993	sp|A3KFU9|DISP3_MOUSE	tr|A0A8B7VZ96|A0A8B7VZ96_CASCN
OG0010994	sp|Q9Z0L3|OC90_MOUSE	tr|A0A8B7W081|A0A8B7W081_CASCN
OG0010995	tr|Q9D6D0|Q9D6D0_MOUSE	tr|A0A8B7W345|A0A8B7W345_CASCN
OG0010996	sp|Q5DTT4|RTL5_MOUSE	tr|A0A8B7W3J5|A0A8B7W3J5_CASCN
OG0010997	sp|Q8K2A7|INT10_MOUSE	tr|A0A8B7W5D4|A0A8B7W5D4_CASCN
OG0010998	sp|Q8VEN2|PLET1_MOUSE	tr|A0A8B7W723|A0A8B7W723_CASCN
OG0010999	sp|Q9Z2B3|RGR_MOUSE	tr|A0A8B7W8X8|A0A8B7W8X8_CASCN
OG0011000	sp|Q80XM3|KCNG4_MOUSE	tr|A0A8B7WDG9|A0A8B7WDG9_CASCN
OG0011001	sp|Q06831|SOX4_MOUSE	tr|A0A8B7WGS3|A0A8B7WGS3_CASCN
OG0011002	sp|Q8BUP8|FA43A_MOUSE	tr|A0A8B7WH81|A0A8B7WH81_CASCN
OG0011003	sp|Q8C110|SLIK6_MOUSE	tr|A0A8B7WJU9|A0A8B7WJU9_CASCN
OG0011004	sp|O35085|ARX_MOUSE	tr|A0A8B7WK59|A0A8B7WK59_CASCN
OG0011005	sp|Q5U4C9|DYRK2_MOUSE	tr|A0A8C0W372|A0A8C0W372_CASCN
OG0011006	sp|Q9Z1X0|CCL27_MOUSE	tr|A0A8C0WYP7|A0A8C0WYP7_CASCN
OG0011007	sp|Q9QYE9|PKHB1_MOUSE	tr|A0A8C0X5Q5|A0A8C0X5Q5_CASCN
OG0011008	sp|Q99LS0|AUGN_MOUSE	tr|A0A8C0XJB4|A0A8C0XJB4_CASCN
OG0011009	sp|B1AXP6|TOM5_MOUSE	tr|A0A8C0ZWR3|A0A8C0ZWR3_CASCN
OG0011010	sp|P47968|RPIA_MOUSE	tr|A0A250XYA6|A0A250XYA6_CASCN
OG0011011	sp|Q8CFE2|HPF1_MOUSE	tr|A0A250XZ74|A0A250XZ74_CASCN
OG0011012	sp|Q8C3F7|KLH30_MOUSE	tr|A0A250Y357|A0A250Y357_CASCN
OG0011013	tr|Q8BV16|Q8BV16_MOUSE	tr|A0A250Y3Q6|A0A250Y3Q6_CASCN
OG0011014	sp|Q9CPV2|APC16_MOUSE	tr|A0A250Y980|A0A250Y980_CASCN
OG0011015	sp|O55102|BL1S1_MOUSE	tr|A0A250Y9I6|A0A250Y9I6_CASCN
OG0011016	sp|Q9CR55|CP087_MOUSE	tr|A0A250YAA9|A0A250YAA9_CASCN
OG0011017	sp|Q0VG49|CO061_MOUSE	tr|A0A250YAF9|A0A250YAF9_CASCN
OG0011018	sp|P39689|CDN1A_MOUSE	tr|A0A250YAQ5|A0A250YAQ5_CASCN
OG0011019	sp|P13609|SRGN_MOUSE	tr|A0A250YAS1|A0A250YAS1_CASCN
OG0011020	sp|P61211|ARL1_MOUSE	tr|A0A250YBA6|A0A250YBA6_CASCN
OG0011021	sp|P62821|RAB1A_MOUSE	tr|A0A250YC75|A0A250YC75_CASCN
OG0011022	tr|A0A494B9V8|A0A494B9V8_MOUSE	tr|A0A250YHW1|A0A250YHW1_CASCN
OG0011023	sp|P54071|IDHP_MOUSE	tr|A0A250YI90|A0A250YI90_CASCN
OG0011024	sp|O70628|PDE9A_MOUSE	tr|A0A8B7TMA1|A0A8B7TMA1_CASCN
OG0011025	sp|P34927|ASGR1_MOUSE	tr|A0A8B7TMU7|A0A8B7TMU7_CASCN
OG0011026	sp|Q925H4|KR211_MOUSE	tr|A0A8B7TMX9|A0A8B7TMX9_CASCN
OG0011027	sp|P31360|PO3F2_MOUSE	tr|A0A8B7TN38|A0A8B7TN38_CASCN
OG0011028	sp|Q9Z260|CLD8_MOUSE	tr|A0A8B7TNL8|A0A8B7TNL8_CASCN
OG0011029	sp|Q8VC69|S22A6_MOUSE	tr|A0A8B7TYX4|A0A8B7TYX4_CASCN
OG0011030	sp|Q99PU5|ACBG1_MOUSE	tr|A0A8B7U035|A0A8B7U035_CASCN
OG0011031	sp|Q9JIA7|SPHK2_MOUSE	tr|A0A8B7U2P0|A0A8B7U2P0_CASCN
OG0011032	sp|Q3V300|KIF22_MOUSE	tr|A0A8B7U5Z4|A0A8B7U5Z4_CASCN
OG0011033	sp|Q99MZ3|MLXPL_MOUSE	tr|A0A8B7U9R0|A0A8B7U9R0_CASCN
OG0011034	tr|Q0VF76|Q0VF76_MOUSE	tr|A0A8B7UDE8|A0A8B7UDE8_CASCN
OG0011035	sp|Q99P30|NUDT7_MOUSE	tr|A0A8B7UEK9|A0A8B7UEK9_CASCN
OG0011036	sp|P70377|FGF13_MOUSE	tr|A0A8B7UH84|A0A8B7UH84_CASCN
OG0011037	sp|Q8VHL5|CRGN_MOUSE	tr|A0A8B7UHS6|A0A8B7UHS6_CASCN
OG0011038	sp|Q60739|BAG1_MOUSE	tr|A0A8B7UJF3|A0A8B7UJF3_CASCN
OG0011039	sp|Q9Z0F0|B3GT4_MOUSE	tr|A0A8B7UNJ4|A0A8B7UNJ4_CASCN
OG0011040	sp|Q61657|HES3_MOUSE	tr|A0A8B7UTM1|A0A8B7UTM1_CASCN
OG0011041	sp|Q6NZA9|TAF9B_MOUSE	tr|A0A8B7UWE7|A0A8B7UWE7_CASCN
OG0011042	sp|Q8CCE9|E4F1_MOUSE	tr|A0A8B7V158|A0A8B7V158_CASCN
OG0011043	sp|Q9JHF9|LY96_MOUSE	tr|A0A8B7VB83|A0A8B7VB83_CASCN
OG0011044	sp|P59328|WDHD1_MOUSE	tr|A0A8B7VGL6|A0A8B7VGL6_CASCN
OG0011045	sp|Q76LL6|FHOD3_MOUSE	tr|A0A8B7VHE4|A0A8B7VHE4_CASCN
OG0011046	sp|Q8K3W3|CASC3_MOUSE	tr|A0A8B7VJZ6|A0A8B7VJZ6_CASCN
OG0011047	sp|Q80Y73|HOATZ_MOUSE	tr|A0A8B7VPX0|A0A8B7VPX0_CASCN
OG0011048	sp|Q99MP8|BRAP_MOUSE	tr|A0A8B7VT07|A0A8B7VT07_CASCN
OG0011049	sp|P48318|DCE1_MOUSE	tr|A0A8B7VZ49|A0A8B7VZ49_CASCN
OG0011050	sp|Q8VCE6|NT5M_MOUSE	tr|A0A8B7W2U8|A0A8B7W2U8_CASCN
OG0011051	sp|A2AJB1|CC183_MOUSE	tr|A0A8B7W6N1|A0A8B7W6N1_CASCN
OG0011052	sp|Q61858|GPAN1_MOUSE	tr|A0A8B7W942|A0A8B7W942_CASCN
OG0011053	sp|P21855|CD72_MOUSE	tr|A0A8B7W9B8|A0A8B7W9B8_CASCN
OG0011054	sp|Q9WVF6|PA2GD_MOUSE	tr|A0A8B7W9V0|A0A8B7W9V0_CASCN
OG0011055	sp|Q78TU8|F107A_MOUSE	tr|A0A8B7WC83|A0A8B7WC83_CASCN
OG0011056	sp|B2RUR4|KPRP_MOUSE	tr|A0A8B7WJP7|A0A8B7WJP7_CASCN
OG0011057	sp|Q80ZE5|PAQR8_MOUSE	tr|A0A8C0VZD8|A0A8C0VZD8_CASCN
OG0011058	sp|Q9ER97|NGB_MOUSE	tr|A0A8C0W9D4|A0A8C0W9D4_CASCN
OG0011059	sp|Q9WV06|ANKR2_MOUSE	tr|A0A8C0X300|A0A8C0X300_CASCN
OG0011060	sp|Q9DAD6|PROF3_MOUSE	tr|A0A8C0XAY6|A0A8C0XAY6_CASCN
OG0011061	sp|Q9DBX7|HEYL_MOUSE	tr|A0A8C0XE92|A0A8C0XE92_CASCN
OG0011062	sp|A2RSX7|TYW5_MOUSE	tr|A0A8C0ZUC0|A0A8C0ZUC0_CASCN
OG0011063	sp|Q5SQY2|BOD1_MOUSE	tr|A0A250XVR1|A0A250XVR1_CASCN
OG0011064	sp|O88822|SC5D_MOUSE	tr|A0A250XY77|A0A250XY77_CASCN
OG0011065	sp|Q9CQN6|TM14C_MOUSE	tr|A0A250Y962|A0A250Y962_CASCN
OG0011066	sp|Q8BG17|NOL12_MOUSE	tr|A0A250YCH1|A0A250YCH1_CASCN
OG0011067	sp|Q8C8M1|SHCAF_MOUSE	tr|A0A250YCI8|A0A250YCI8_CASCN
OG0011068	sp|Q8BGX2|TIM29_MOUSE	tr|A0A250YDW9|A0A250YDW9_CASCN
OG0011069	sp|G3X987|GIMA9_MOUSE	tr|A0A250YEJ2|A0A250YEJ2_CASCN
OG0011070	sp|Q61937|NPM_MOUSE	tr|A0A250YEY2|A0A250YEY2_CASCN
OG0011071	sp|Q8BH73|QPCTL_MOUSE	tr|A0A250YGV6|A0A250YGV6_CASCN
OG0011072	sp|Q8CIM5|GPR84_MOUSE	tr|A0A250YH61|A0A250YH61_CASCN
OG0011073	sp|Q8BN21|VRK2_MOUSE	tr|A0A250YJ92|A0A250YJ92_CASCN
OG0011074	sp|Q3UEB3|PUF60_MOUSE	tr|A0A250YJS2|A0A250YJS2_CASCN
OG0011075	sp|Q8BFW3|PR15B_MOUSE	tr|A0A250YL33|A0A250YL33_CASCN
OG0011076	sp|Q811P8|RHG32_MOUSE	tr|A0A8B7TIM3|A0A8B7TIM3_CASCN
OG0011077	tr|Q58A37|Q58A37_MOUSE	tr|A0A8B7TIQ4|A0A8B7TIQ4_CASCN
OG0011079	tr|E9Q616|E9Q616_MOUSE	tr|A0A8B7TS02|A0A8B7TS02_CASCN
OG0011080	sp|O08808|DIAP1_MOUSE	tr|A0A8B7U1Y1|A0A8B7U1Y1_CASCN
OG0011081	sp|Q99NH0|ANR17_MOUSE	tr|A0A8B7U4S2|A0A8B7U4S2_CASCN
OG0011082	sp|Q64731|FOXL1_MOUSE	tr|A0A8B7U5F3|A0A8B7U5F3_CASCN
OG0011083	sp|Q3V3A1|CDK15_MOUSE	tr|A0A8B7U7E1|A0A8B7U7E1_CASCN
OG0011084	sp|Q56A10|ZN608_MOUSE	tr|A0A8B7UA74|A0A8B7UA74_CASCN
OG0011085	sp|Q6P6J0|ADAT2_MOUSE	tr|A0A8B7UHX4|A0A8B7UHX4_CASCN
OG0011086	sp|A2RT60|HTRA4_MOUSE	tr|A0A8B7UK97|A0A8B7UK97_CASCN
OG0011087	sp|P11438|LAMP1_MOUSE	tr|A0A8B7UL79|A0A8B7UL79_CASCN
OG0011088	sp|O88907|PIAS1_MOUSE	tr|A0A8B7UT66|A0A8B7UT66_CASCN
OG0011089	sp|A2A5H7|WFD11_MOUSE	tr|A0A8B7UWW5|A0A8B7UWW5_CASCN
OG0011090	sp|Q8JZN5|ACAD9_MOUSE	tr|A0A8B7UYT3|A0A8B7UYT3_CASCN
