Orthogroup	Mus_musculus	Mandrillus_leucophaeus
OG0010617	sp|Q8C031|LRC4C_MOUSE	tr|A0A2K5XNX9|A0A2K5XNX9_MANLE
OG0010618	sp|Q9D2C6|RPC8_MOUSE	tr|A0A2K5XQQ6|A0A2K5XQQ6_MANLE
OG0010619	sp|Q9DA21|SMCO2_MOUSE	tr|A0A2K5XRZ7|A0A2K5XRZ7_MANLE
OG0010620	tr|A0A338P7C9|A0A338P7C9_MOUSE	tr|A0A2K5XSN3|A0A2K5XSN3_MANLE
OG0010621	sp|Q8R3I9|B3GN8_MOUSE	tr|A0A2K5XUZ7|A0A2K5XUZ7_MANLE
OG0010622	sp|Q9CWW6|PIN4_MOUSE	tr|A0A2K5XX20|A0A2K5XX20_MANLE
OG0010623	sp|Q9DAR7|DCPS_MOUSE	tr|A0A2K5XX66|A0A2K5XX66_MANLE
OG0010624	sp|Q9DAN6|GTSF1_MOUSE	tr|A0A2K5XYL9|A0A2K5XYL9_MANLE
OG0010625	sp|Q8C0Y0|PP4R4_MOUSE	tr|A0A2K5XYP7|A0A2K5XYP7_MANLE
OG0010626	sp|Q3U4N7|IGFR1_MOUSE	tr|A0A2K5XZ16|A0A2K5XZ16_MANLE
OG0010627	sp|Q3UMC0|SPAT5_MOUSE	tr|A0A2K5XZS3|A0A2K5XZS3_MANLE
OG0010628	sp|Q80Y17|L2GL1_MOUSE	tr|A0A2K5Y1C9|A0A2K5Y1C9_MANLE
OG0010629	sp|Q8BS95|GPHR_MOUSE	tr|A0A2K5Y395|A0A2K5Y395_MANLE
OG0010630	sp|Q8VEH8|ERLEC_MOUSE	tr|A0A2K5Y3L3|A0A2K5Y3L3_MANLE
OG0010631	sp|Q8CES1|PMIS2_MOUSE	tr|A0A2K5Y576|A0A2K5Y576_MANLE
OG0010632	sp|B1AUE5|PEX10_MOUSE	tr|A0A2K5YB30|A0A2K5YB30_MANLE
OG0010633	sp|Q60634|FLOT2_MOUSE	tr|A0A2K5YBT5|A0A2K5YBT5_MANLE
OG0010634	sp|Q8CI32|BAG5_MOUSE	tr|A0A2K5YR32|A0A2K5YR32_MANLE
OG0010635	sp|Q9WV07|LOXE3_MOUSE	tr|A0A2K5YWC8|A0A2K5YWC8_MANLE
OG0010636	sp|Q9Z324|DPM2_MOUSE	tr|A0A2K5YXB7|A0A2K5YXB7_MANLE
OG0010637	sp|Q8VD46|ASZ1_MOUSE	tr|A0A2K5Z0U3|A0A2K5Z0U3_MANLE
OG0010638	sp|Q8R4H9|ZNT5_MOUSE	tr|A0A2K5Z1C3|A0A2K5Z1C3_MANLE
OG0010639	sp|Q8BLC3|LYPD1_MOUSE	tr|A0A2K5Z1U0|A0A2K5Z1U0_MANLE
OG0010640	sp|Q9D1G5|LRC57_MOUSE	tr|A0A2K5Z4H5|A0A2K5Z4H5_MANLE
OG0010641	sp|Q7TPG5|TAFA4_MOUSE	tr|A0A2K5Z687|A0A2K5Z687_MANLE
OG0010642	sp|Q9Z2I2|FKB1B_MOUSE	tr|A0A2K5ZAR5|A0A2K5ZAR5_MANLE
OG0010643	sp|P20693|FCER2_MOUSE	tr|A0A2K5ZE64|A0A2K5ZE64_MANLE
OG0010644	sp|O08911|MK12_MOUSE	tr|A0A2K5ZHE5|A0A2K5ZHE5_MANLE
OG0010645	sp|D3Z2X2|DNHD1_MOUSE	tr|A0A2K5ZHY0|A0A2K5ZHY0_MANLE
OG0010646	sp|P29477|NOS2_MOUSE	tr|A0A2K5ZJB0|A0A2K5ZJB0_MANLE
OG0010647	tr|B1AUY3|B1AUY3_MOUSE	tr|A0A2K5ZMI6|A0A2K5ZMI6_MANLE
OG0010648	tr|G3X9N3|G3X9N3_MOUSE	tr|A0A2K5ZP97|A0A2K5ZP97_MANLE
OG0010649	sp|Q9CPW3|RM54_MOUSE	tr|A0A2K5ZQI2|A0A2K5ZQI2_MANLE
OG0010650	sp|Q08331|CALB2_MOUSE	tr|A0A2K5ZSW4|A0A2K5ZSW4_MANLE
OG0010651	sp|E9Q137|TX264_MOUSE	tr|A0A2K5ZUC2|A0A2K5ZUC2_MANLE
OG0010652	sp|P56203|CATW_MOUSE	tr|A0A2K5ZWY0|A0A2K5ZWY0_MANLE
OG0010653	sp|Q9JKP8|CHRC1_MOUSE	tr|A0A2K5ZX09|A0A2K5ZX09_MANLE
OG0010654	sp|Q60805|MERTK_MOUSE	tr|A0A2K5ZXC3|A0A2K5ZXC3_MANLE
OG0010655	sp|P19070|CR2_MOUSE	tr|A0A2K6A0I5|A0A2K6A0I5_MANLE
OG0010656	sp|Q80WW9|DDRGK_MOUSE	tr|A0A2K6A1R6|A0A2K6A1R6_MANLE
OG0010657	sp|Q61164|CTCF_MOUSE	tr|A0A2K6A1T9|A0A2K6A1T9_MANLE
OG0010658	sp|Q562E2|KCD19_MOUSE	tr|A0A2K6A4K8|A0A2K6A4K8_MANLE
OG0010659	sp|Q60795|NF2L2_MOUSE	tr|A0A2K6AAT0|A0A2K6AAT0_MANLE
OG0010660	sp|Q8R088|GLP3L_MOUSE	tr|A0A2K6ABT5|A0A2K6ABT5_MANLE
OG0010661	sp|Q80WJ1|GGN_MOUSE	tr|A0A2K6ACS6|A0A2K6ACS6_MANLE
OG0010662	sp|Q8BK08|TMM11_MOUSE	tr|A0A2K6ACW4|A0A2K6ACW4_MANLE
OG0010663	sp|Q3UQA7|SELH_MOUSE	tr|A0A2K6AJN0|A0A2K6AJN0_MANLE
OG0010664	sp|Q8CG19|LTBP1_MOUSE	tr|A0A2K6AJP7|A0A2K6AJP7_MANLE
OG0010665	sp|O88848|ARL6_MOUSE	tr|A0A2K6AKJ5|A0A2K6AKJ5_MANLE
OG0010666	sp|Q9D773|RM02_MOUSE	tr|A0A2K6AKJ8|A0A2K6AKJ8_MANLE
OG0010667	sp|Q75N73|S39AE_MOUSE	tr|A0A2K6AKR7|A0A2K6AKR7_MANLE
OG0010668	sp|P03893|NU2M_MOUSE	tr|A0A0S1RT63|A0A0S1RT63_MANLE
OG0010669	sp|Q8CEI1|BOLA3_MOUSE	tr|A0A2K5XA19|A0A2K5XA19_MANLE
OG0010670	sp|Q5RJY2|G2E3_MOUSE	tr|A0A2K5XA85|A0A2K5XA85_MANLE
OG0010671	sp|Q497V5|SRBD1_MOUSE	tr|A0A2K5XAX5|A0A2K5XAX5_MANLE
OG0010672	sp|Q9ERZ4|ACM2_MOUSE	tr|A0A2K5XD47|A0A2K5XD47_MANLE
OG0010673	sp|Q3UHD3|MTUS2_MOUSE	tr|A0A2K5XE68|A0A2K5XE68_MANLE
OG0010674	sp|Q8BZ52|FSD2_MOUSE	tr|A0A2K5XFJ1|A0A2K5XFJ1_MANLE
OG0010675	sp|P19437|CD20_MOUSE	tr|A0A2K5XHC7|A0A2K5XHC7_MANLE
OG0010676	sp|P70660|NGN1_MOUSE	tr|A0A2K5XLK2|A0A2K5XLK2_MANLE
OG0010677	sp|Q6IQX8|ZN219_MOUSE	tr|A0A2K5XMS8|A0A2K5XMS8_MANLE
OG0010678	sp|Q2Q5T5|MYMX_MOUSE	tr|A0A2K5XQC9|A0A2K5XQC9_MANLE
OG0010679	sp|Q8BQZ8|KCNS3_MOUSE	tr|A0A2K5XQM3|A0A2K5XQM3_MANLE
OG0010680	sp|P63157|BARH1_MOUSE	tr|A0A2K5XR01|A0A2K5XR01_MANLE
OG0010681	sp|Q8R5M0|GIPC3_MOUSE	tr|A0A2K5XR80|A0A2K5XR80_MANLE
OG0010682	sp|Q9EPZ6|TBX18_MOUSE	tr|A0A2K5XRA3|A0A2K5XRA3_MANLE
OG0010683	sp|Q8BTF7|DNLI4_MOUSE	tr|A0A2K5XT36|A0A2K5XT36_MANLE
OG0010684	sp|Q8CIE0|SPA11_MOUSE	tr|A0A2K5XV39|A0A2K5XV39_MANLE
OG0010685	sp|P29268|CCN2_MOUSE	tr|A0A2K5XWW6|A0A2K5XWW6_MANLE
OG0010686	sp|Q9CV28|MINY3_MOUSE	tr|A0A2K5XXH0|A0A2K5XXH0_MANLE
OG0010687	sp|O88983|STX8_MOUSE	tr|A0A2K5XZQ8|A0A2K5XZQ8_MANLE
OG0010688	tr|B1AV60|B1AV60_MOUSE	tr|A0A2K5XZZ2|A0A2K5XZZ2_MANLE
OG0010689	sp|Q9CT10|RANB3_MOUSE	tr|A0A2K5Y003|A0A2K5Y003_MANLE
OG0010690	sp|P70326|TBX5_MOUSE	tr|A0A2K5YAB5|A0A2K5YAB5_MANLE
OG0010691	sp|Q8K4G5|ABLM1_MOUSE	tr|A0A2K5YE73|A0A2K5YE73_MANLE
OG0010692	sp|Q9JHN8|STK19_MOUSE	tr|A0A2K5YH21|A0A2K5YH21_MANLE
OG0010693	sp|Q99LR1|ABD12_MOUSE	tr|A0A2K5YJX3|A0A2K5YJX3_MANLE
OG0010694	sp|Q3U182|CRTC2_MOUSE	tr|A0A2K5YN95|A0A2K5YN95_MANLE
OG0010695	sp|Q8C7R7|RFX6_MOUSE	tr|A0A2K5YPZ9|A0A2K5YPZ9_MANLE
OG0010696	tr|G5E8K1|G5E8K1_MOUSE	tr|A0A2K5YSM1|A0A2K5YSM1_MANLE
OG0010697	sp|Q00PI9|HNRL2_MOUSE	tr|A0A2K5YUX6|A0A2K5YUX6_MANLE
OG0010698	sp|Q8CHV6|TAD2A_MOUSE	tr|A0A2K5YX31|A0A2K5YX31_MANLE
OG0010699	sp|Q8VCH5|RABEK_MOUSE	tr|A0A2K5Z6T0|A0A2K5Z6T0_MANLE
OG0010700	sp|Q8C4W3|NRN1L_MOUSE	tr|A0A2K5Z9V6|A0A2K5Z9V6_MANLE
OG0010701	sp|Q9D0F3|LMAN1_MOUSE	tr|A0A2K5Z9V7|A0A2K5Z9V7_MANLE
OG0010702	sp|P70669|PHEX_MOUSE	tr|A0A2K5ZAA4|A0A2K5ZAA4_MANLE
OG0010703	sp|Q8K0T4|KATL1_MOUSE	tr|A0A2K5ZER5|A0A2K5ZER5_MANLE
OG0010704	sp|Q99PV0|PRP8_MOUSE	tr|A0A2K5ZI51|A0A2K5ZI51_MANLE
OG0010705	sp|Q91WR6|GINM1_MOUSE	tr|A0A2K5ZIA1|A0A2K5ZIA1_MANLE
OG0010706	sp|Q9WU63|HEBP2_MOUSE	tr|A0A2K5ZME3|A0A2K5ZME3_MANLE
OG0010707	sp|Q61193|RGL2_MOUSE	tr|A0A2K5ZNS1|A0A2K5ZNS1_MANLE
OG0010708	sp|Q9CQ54|NDUC2_MOUSE	tr|A0A2K5ZQV6|A0A2K5ZQV6_MANLE
OG0010709	sp|E9Q7F2|RN169_MOUSE	tr|A0A2K5ZVC1|A0A2K5ZVC1_MANLE
OG0010710	sp|Q80TP3|UBR5_MOUSE	tr|A0A2K5ZW34|A0A2K5ZW34_MANLE
OG0010711	sp|O08581|KCNK1_MOUSE	tr|A0A2K5ZWM3|A0A2K5ZWM3_MANLE
OG0010712	sp|Q9ESP5|FEZF2_MOUSE	tr|A0A2K5ZX00|A0A2K5ZX00_MANLE
OG0010713	sp|Q8C6L5|CGAS_MOUSE	tr|A0A2K5ZYN3|A0A2K5ZYN3_MANLE
OG0010714	sp|Q8VI93|OAS3_MOUSE	tr|A0A2K5ZYS0|A0A2K5ZYS0_MANLE
OG0010715	sp|Q99LV7|PIGX_MOUSE	tr|A0A2K5ZZP5|A0A2K5ZZP5_MANLE
OG0010716	sp|P70389|ALS_MOUSE	tr|A0A2K6A040|A0A2K6A040_MANLE
OG0010717	sp|Q9R0Z9|RHG07_MOUSE	tr|A0A2K6A042|A0A2K6A042_MANLE
OG0010718	sp|Q9WTR2|M3K6_MOUSE	tr|A0A2K6A0Y2|A0A2K6A0Y2_MANLE
OG0010719	sp|Q9Z0K7|SLUR1_MOUSE	tr|A0A2K6A1Z5|A0A2K6A1Z5_MANLE
OG0010720	sp|Q8VDB8|LRRC2_MOUSE	tr|A0A2K6A423|A0A2K6A423_MANLE
OG0010721	sp|Q3USW5|FXRD2_MOUSE	tr|A0A2K6A452|A0A2K6A452_MANLE
OG0010722	sp|P51612|XPC_MOUSE	tr|A0A2K6A4T3|A0A2K6A4T3_MANLE
OG0010723	sp|A2A559|PGAP3_MOUSE	tr|A0A2K6AFZ5|A0A2K6AFZ5_MANLE
OG0010724	sp|P17257|F167B_MOUSE	tr|A0A2K6AG10|A0A2K6AG10_MANLE
OG0010725	sp|A2AKB4|FRPD1_MOUSE	tr|A0A2K6AGQ6|A0A2K6AGQ6_MANLE
OG0010726	sp|Q5PRE5|PRSR1_MOUSE	tr|A0A2K6AGT6|A0A2K6AGT6_MANLE
OG0010727	sp|Q8CCJ3|UFL1_MOUSE	tr|A0A2K5XD46|A0A2K5XD46_MANLE
OG0010728	sp|Q6NS45|CCD66_MOUSE	tr|A0A2K5XEK3|A0A2K5XEK3_MANLE
OG0010729	sp|Q91WF7|FIG4_MOUSE	tr|A0A2K5XGF9|A0A2K5XGF9_MANLE
OG0010730	sp|Q9EPK2|XRP2_MOUSE	tr|A0A2K5XIV3|A0A2K5XIV3_MANLE
OG0010731	sp|A2AFR3|FRPD4_MOUSE	tr|A0A2K5XM01|A0A2K5XM01_MANLE
OG0010732	sp|Q99NF2|NSMF_MOUSE	tr|A0A2K5XMF0|A0A2K5XMF0_MANLE
OG0010733	sp|P27546|MAP4_MOUSE	tr|A0A2K5XNJ4|A0A2K5XNJ4_MANLE
OG0010734	sp|Q80UC8|GP139_MOUSE	tr|A0A2K5XPB2|A0A2K5XPB2_MANLE
OG0010735	sp|Q8VEH5|EPMIP_MOUSE	tr|A0A2K5XPD4|A0A2K5XPD4_MANLE
OG0010736	sp|Q8R4V5|OIT3_MOUSE	tr|A0A2K5XPF1|A0A2K5XPF1_MANLE
OG0010737	sp|P28776|I23O1_MOUSE	tr|A0A2K5XQ37|A0A2K5XQ37_MANLE
OG0010738	sp|P63032|RHES_MOUSE	tr|A0A2K5XQG6|A0A2K5XQG6_MANLE
OG0010739	sp|Q8CEF8|RN222_MOUSE	tr|A0A2K5XS44|A0A2K5XS44_MANLE
OG0010740	sp|Q99NB9|SF3B1_MOUSE	tr|A0A2K5XSB4|A0A2K5XSB4_MANLE
OG0010741	sp|Q91YP3|DEOC_MOUSE	tr|A0A2K5XZ81|A0A2K5XZ81_MANLE
OG0010742	sp|Q9CR64|KISHA_MOUSE	tr|A0A2K5XZS7|A0A2K5XZS7_MANLE
OG0010743	sp|Q4LDG0|S27A5_MOUSE	tr|A0A2K5Y4W1|A0A2K5Y4W1_MANLE
OG0010744	sp|P58749|TM6S1_MOUSE	tr|A0A2K5Y7P8|A0A2K5Y7P8_MANLE
OG0010745	sp|O55013|TPPC3_MOUSE	tr|A0A2K5Y9W0|A0A2K5Y9W0_MANLE
OG0010746	sp|Q6P5G0|MK04_MOUSE	tr|A0A2K5YDN5|A0A2K5YDN5_MANLE
OG0010747	sp|P52503|NDUS6_MOUSE	tr|A0A2K5YG38|A0A2K5YG38_MANLE
OG0010748	sp|Q922I5|FOXI1_MOUSE	tr|A0A2K5YK08|A0A2K5YK08_MANLE
OG0010749	sp|Q9WVC6|SGK1_MOUSE	tr|A0A2K5YMT6|A0A2K5YMT6_MANLE
OG0010750	sp|Q08761|PROS_MOUSE	tr|A0A2K5YNA0|A0A2K5YNA0_MANLE
OG0010751	sp|Q8BT14|CNOT4_MOUSE	tr|A0A2K5YNG8|A0A2K5YNG8_MANLE
OG0010752	sp|O88947|FA10_MOUSE	tr|A0A2K5YTB0|A0A2K5YTB0_MANLE
OG0010753	sp|P12032|TIMP1_MOUSE	tr|A0A2K5Z131|A0A2K5Z131_MANLE
OG0010754	sp|Q80UN9|MOD5_MOUSE	tr|A0A2K5Z325|A0A2K5Z325_MANLE
OG0010755	sp|Q8VI88|ODFP4_MOUSE	tr|A0A2K5ZAS3|A0A2K5ZAS3_MANLE
OG0010756	sp|Q9R0A0|PEX14_MOUSE	tr|A0A2K5ZFA5|A0A2K5ZFA5_MANLE
OG0010757	sp|Q80SX8|PIF1_MOUSE	tr|A0A2K5ZH30|A0A2K5ZH30_MANLE
OG0010758	sp|P70168|IMB1_MOUSE	tr|A0A2K5ZKF5|A0A2K5ZKF5_MANLE
OG0010759	tr|A0A5F8MPF9|A0A5F8MPF9_MOUSE	tr|A0A2K5ZQE5|A0A2K5ZQE5_MANLE
OG0010760	sp|P54099|DPOG1_MOUSE	tr|A0A2K5ZQG9|A0A2K5ZQG9_MANLE
OG0010761	sp|P70452|STX4_MOUSE	tr|A0A2K5ZQV1|A0A2K5ZQV1_MANLE
OG0010762	sp|Q8BU03|PWP2_MOUSE	tr|A0A2K5ZU29|A0A2K5ZU29_MANLE
OG0010763	sp|P55849|DSC1_MOUSE	tr|A0A2K5ZUK6|A0A2K5ZUK6_MANLE
OG0010764	sp|Q6P5G6|UBXN7_MOUSE	tr|A0A2K5ZVE3|A0A2K5ZVE3_MANLE
OG0010765	sp|Q80U40|RIMB2_MOUSE	tr|A0A2K5ZVI2|A0A2K5ZVI2_MANLE
OG0010766	sp|Q6ZPF3|TIAM2_MOUSE	tr|A0A2K5ZVI7|A0A2K5ZVI7_MANLE
OG0010767	sp|Q7TS63|ZFAT_MOUSE	tr|A0A2K6A0M7|A0A2K6A0M7_MANLE
OG0010768	sp|Q9R0B7|ZN346_MOUSE	tr|A0A2K6A1M1|A0A2K6A1M1_MANLE
OG0010769	sp|Q4PJX1|ODR4_MOUSE	tr|A0A2K6A3Q5|A0A2K6A3Q5_MANLE
OG0010770	sp|P62245|RS15A_MOUSE	tr|A0A2K6A4C9|A0A2K6A4C9_MANLE
OG0010771	sp|Q6ZWX6|IF2A_MOUSE	tr|A0A2K6A4S2|A0A2K6A4S2_MANLE
OG0010772	sp|Q8CEZ4|MB214_MOUSE	tr|A0A2K6A5Y8|A0A2K6A5Y8_MANLE
OG0010773	tr|J3QNN4|J3QNN4_MOUSE	tr|A0A2K6A9R1|A0A2K6A9R1_MANLE
OG0010774	sp|P97793|ALK_MOUSE	tr|A0A2K6AA88|A0A2K6AA88_MANLE
OG0010775	sp|Q8R2X8|GO45_MOUSE	tr|A0A2K6AAY7|A0A2K6AAY7_MANLE
OG0010776	sp|Q9JJZ5|EGFL6_MOUSE	tr|A0A2K6ABC9|A0A2K6ABC9_MANLE
OG0010777	sp|Q80Y98|DDHD2_MOUSE	tr|A0A2K6ACS5|A0A2K6ACS5_MANLE
OG0010778	sp|Q8C1B1|CAMP2_MOUSE	tr|A0A2K6ADA3|A0A2K6ADA3_MANLE
OG0010779	sp|O35683|NDUA1_MOUSE	tr|A0A2K6AEA2|A0A2K6AEA2_MANLE
OG0010780	sp|Q9CX62|INKA1_MOUSE	tr|A0A2K6AEM1|A0A2K6AEM1_MANLE
OG0010781	tr|Q9JK62|Q9JK62_MOUSE	tr|A0A2K6AFS4|A0A2K6AFS4_MANLE
OG0010782	sp|Q3UVR3|TTBK2_MOUSE	tr|A0A2K6AI87|A0A2K6AI87_MANLE
OG0010783	sp|Q61084|M3K3_MOUSE	tr|A0A2K5XEJ2|A0A2K5XEJ2_MANLE
OG0010784	sp|P15307|REL_MOUSE	tr|A0A2K5XG81|A0A2K5XG81_MANLE
OG0010785	sp|Q3TUL7|DCA17_MOUSE	tr|A0A2K5XH20|A0A2K5XH20_MANLE
OG0010786	sp|Q3UPW2|ELF3_MOUSE	tr|A0A2K5XHG8|A0A2K5XHG8_MANLE
OG0010787	sp|Q5I012|S38AA_MOUSE	tr|A0A2K5XI99|A0A2K5XI99_MANLE
OG0010788	sp|Q9D2C2|SAAL1_MOUSE	tr|A0A2K5XIC3|A0A2K5XIC3_MANLE
OG0010789	sp|Q80YY7|ZN618_MOUSE	tr|A0A2K5XIJ4|A0A2K5XIJ4_MANLE
OG0010790	tr|E9PX79|E9PX79_MOUSE	tr|A0A2K5XIT7|A0A2K5XIT7_MANLE
OG0010791	sp|Q9D516|YJU2B_MOUSE	tr|A0A2K5XJ40|A0A2K5XJ40_MANLE
OG0010792	sp|Q8K183|PDXK_MOUSE	tr|A0A2K5XJS4|A0A2K5XJS4_MANLE
OG0010793	sp|Q9R097|SPIT1_MOUSE	tr|A0A2K5XKA9|A0A2K5XKA9_MANLE
OG0010794	sp|Q811H0|ZBT42_MOUSE	tr|A0A2K5XLF9|A0A2K5XLF9_MANLE
OG0010795	sp|Q8K358|PIGU_MOUSE	tr|A0A2K5XPM8|A0A2K5XPM8_MANLE
OG0010796	sp|Q61616|DRD1_MOUSE	tr|A0A2K5XYI3|A0A2K5XYI3_MANLE
OG0010797	sp|P82350|SGCA_MOUSE	tr|A0A2K5Y0F6|A0A2K5Y0F6_MANLE
OG0010798	sp|O55230|RA51D_MOUSE	tr|A0A2K5Y3G9|A0A2K5Y3G9_MANLE
OG0010799	sp|Q8JZP2|SYN3_MOUSE	tr|A0A2K5Y7P6|A0A2K5Y7P6_MANLE
OG0010800	sp|Q922C1|CS044_MOUSE	tr|A0A2K5Y8E2|A0A2K5Y8E2_MANLE
OG0010801	sp|P70379|FGF14_MOUSE	tr|A0A2K5Y8W5|A0A2K5Y8W5_MANLE
OG0010802	tr|Q91Y82|Q91Y82_MOUSE	tr|A0A2K5YBQ0|A0A2K5YBQ0_MANLE
OG0010803	sp|Q1PSW8|LIN41_MOUSE	tr|A0A2K5YEU0|A0A2K5YEU0_MANLE
OG0010804	sp|Q8BUR9|MZT1_MOUSE	tr|A0A2K5YPQ6|A0A2K5YPQ6_MANLE
OG0010805	sp|P97478|COQ7_MOUSE	tr|A0A2K5YU02|A0A2K5YU02_MANLE
OG0010806	sp|Q8BUI3|LRWD1_MOUSE	tr|A0A2K5Z574|A0A2K5Z574_MANLE
OG0010807	sp|Q9CR40|KLH28_MOUSE	tr|A0A2K5Z5S7|A0A2K5Z5S7_MANLE
OG0010808	sp|Q9CWV7|ZSWM1_MOUSE	tr|A0A2K5Z6J5|A0A2K5Z6J5_MANLE
OG0010809	sp|Q920D3|MED28_MOUSE	tr|A0A2K5Z6Y1|A0A2K5Z6Y1_MANLE
OG0010810	sp|Q922M7|ASHWN_MOUSE	tr|A0A2K5Z7A6|A0A2K5Z7A6_MANLE
OG0010811	sp|Q8BKT6|TSN12_MOUSE	tr|A0A2K5Z9H4|A0A2K5Z9H4_MANLE
OG0010812	sp|P60853|LZTS1_MOUSE	tr|A0A2K5Z9L5|A0A2K5Z9L5_MANLE
OG0010813	sp|Q8CA95|PDE10_MOUSE	tr|A0A2K5ZB20|A0A2K5ZB20_MANLE
OG0010814	sp|Q8R3B1|PLCD1_MOUSE	tr|A0A2K5ZCD1|A0A2K5ZCD1_MANLE
OG0010815	tr|A0A1Z4VJI9|A0A1Z4VJI9_MOUSE	tr|A0A2K5ZGK2|A0A2K5ZGK2_MANLE
OG0010816	sp|O09053|WRN_MOUSE	tr|A0A2K5ZK77|A0A2K5ZK77_MANLE
OG0010817	sp|Q9CPW0|CNTP2_MOUSE	tr|A0A2K5ZKV1|A0A2K5ZKV1_MANLE
OG0010818	sp|A6X935|ITIH4_MOUSE	tr|A0A2K5ZKZ6|A0A2K5ZKZ6_MANLE
OG0010819	sp|Q3U1U7|AHRR_MOUSE	tr|A0A2K5ZLB1|A0A2K5ZLB1_MANLE
OG0010820	sp|Q4VA45|ZFTA_MOUSE	tr|A0A2K5ZMG2|A0A2K5ZMG2_MANLE
OG0010821	sp|Q6ZPS6|AKIB1_MOUSE	tr|A0A2K5ZMW7|A0A2K5ZMW7_MANLE
OG0010822	sp|Q9D2Q2|TRM44_MOUSE	tr|A0A2K5ZP03|A0A2K5ZP03_MANLE
OG0010823	sp|Q9CXC9|ETV5_MOUSE	tr|A0A2K5ZR93|A0A2K5ZR93_MANLE
OG0010824	sp|Q9DBS8|POC5_MOUSE	tr|A0A2K5ZTR9|A0A2K5ZTR9_MANLE
OG0010825	sp|Q9ESU6|BRD4_MOUSE	tr|A0A2K5ZWD0|A0A2K5ZWD0_MANLE
OG0010826	sp|Q6VGS5|DAPLE_MOUSE	tr|A0A2K5ZWJ1|A0A2K5ZWJ1_MANLE
OG0010827	sp|Q3KNK3|NB5R2_MOUSE	tr|A0A2K5ZWQ0|A0A2K5ZWQ0_MANLE
OG0010828	sp|Q7TNF8|RIMB1_MOUSE	tr|A0A2K5ZX13|A0A2K5ZX13_MANLE
OG0010829	sp|O88513|GEMI_MOUSE	tr|A0A2K6A051|A0A2K6A051_MANLE
OG0010830	sp|A2ASQ1|AGRIN_MOUSE	tr|A0A2K6A5M8|A0A2K6A5M8_MANLE
OG0010831	sp|P16045|LEG1_MOUSE	tr|A0A2K6A847|A0A2K6A847_MANLE
OG0010832	sp|Q9CPY6|GID4_MOUSE	tr|A0A2K6A8W8|A0A2K6A8W8_MANLE
OG0010833	sp|Q9D9B4|LRMDA_MOUSE	tr|A0A2K6ADV9|A0A2K6ADV9_MANLE
OG0010834	sp|Q8BP27|SFR1_MOUSE	tr|A0A2K6AEZ8|A0A2K6AEZ8_MANLE
OG0010835	sp|Q9D0E5|EFC11_MOUSE	tr|A0A2K6AIV1|A0A2K6AIV1_MANLE
OG0010836	sp|Q80X91|F110D_MOUSE	tr|A0A2K5XB57|A0A2K5XB57_MANLE
OG0010837	sp|O88441|MTX2_MOUSE	tr|A0A2K5XBI8|A0A2K5XBI8_MANLE
OG0010838	sp|B1AT66|MOT7_MOUSE	tr|A0A2K5XCK7|A0A2K5XCK7_MANLE
OG0010839	sp|Q8C4H2|SAMD3_MOUSE	tr|A0A2K5XDD3|A0A2K5XDD3_MANLE
OG0010840	sp|Q5SYL3|K0100_MOUSE	tr|A0A2K5XRQ5|A0A2K5XRQ5_MANLE
OG0010841	sp|Q9QZQ1|AFAD_MOUSE	tr|A0A2K5XW08|A0A2K5XW08_MANLE
OG0010842	sp|Q2TUM3|KCNRG_MOUSE	tr|A0A2K5XX76|A0A2K5XX76_MANLE
OG0010843	sp|Q6X632|GPR75_MOUSE	tr|A0A2K5XXP2|A0A2K5XXP2_MANLE
OG0010844	sp|P40336|VP26A_MOUSE	tr|A0A2K5Y2A9|A0A2K5Y2A9_MANLE
OG0010845	sp|Q9CZH7|MXRA7_MOUSE	tr|A0A2K5Y527|A0A2K5Y527_MANLE
OG0010846	sp|Q9D7Z7|LYPD5_MOUSE	tr|A0A2K5Y6H1|A0A2K5Y6H1_MANLE
OG0010847	sp|Q14DN9|AKD1B_MOUSE	tr|A0A2K5Y725|A0A2K5Y725_MANLE
OG0010848	tr|E9Q411|E9Q411_MOUSE	tr|A0A2K5Y8V1|A0A2K5Y8V1_MANLE
OG0010849	sp|Q80ZM8|CRLS1_MOUSE	tr|A0A2K5YA31|A0A2K5YA31_MANLE
OG0010850	sp|Q07139|ECT2_MOUSE	tr|A0A2K5YDA6|A0A2K5YDA6_MANLE
OG0010851	sp|Q68FF9|S5A1_MOUSE	tr|A0A2K5YDR9|A0A2K5YDR9_MANLE
OG0010852	sp|Q9Z0S6|CLD10_MOUSE	tr|A0A2K5YE18|A0A2K5YE18_MANLE
OG0010853	sp|Q9R0T8|IKKE_MOUSE	tr|A0A2K5YH06|A0A2K5YH06_MANLE
OG0010854	sp|Q7TML3|S35F2_MOUSE	tr|A0A2K5YHX7|A0A2K5YHX7_MANLE
OG0010855	tr|A0A3Q4EGK1|A0A3Q4EGK1_MOUSE	tr|A0A2K5YLC6|A0A2K5YLC6_MANLE
OG0010856	sp|Q8C8T8|TSR2_MOUSE	tr|A0A2K5YMN7|A0A2K5YMN7_MANLE
OG0010857	sp|Q5RJI4|PKDCC_MOUSE	tr|A0A2K5YS78|A0A2K5YS78_MANLE
OG0010858	sp|Q9QZ47|TNNT3_MOUSE	tr|A0A2K5YT63|A0A2K5YT63_MANLE
OG0010859	sp|Q08642|PADI2_MOUSE	tr|A0A2K5YUS3|A0A2K5YUS3_MANLE
