Orthogroup	Mus_musculus	Vicugna_pacos
OG0011723	sp|Q9D3J9|TASL_MOUSE	tr|A0A6I9ID95|A0A6I9ID95_VICPA
OG0011724	sp|Q9D7R2|PMEPA_MOUSE	tr|A0A6I9IJW9|A0A6I9IJW9_VICPA
OG0011725	sp|Q9DAS1|CKLF_MOUSE	tr|A0A6J3APU5|A0A6J3APU5_VICPA
OG0011726	sp|Q9DCZ4|MIC26_MOUSE	tr|A0A6I9IIC0|A0A6I9IIC0_VICPA
OG0011727	sp|Q9JIL2|CCL28_MOUSE	tr|A0A6I9IAH6|A0A6I9IAH6_VICPA
OG0011728	sp|Q9JJ94|SSNA1_MOUSE	tr|A0A6I9IPB1|A0A6I9IPB1_VICPA
OG0011729	sp|Q9R0X2|ADEC1_MOUSE	tr|A0A6I9I7F2|A0A6I9I7F2_VICPA
OG0011730	sp|Q9Z0F8|ADA17_MOUSE	tr|A0A6J3B4E9|A0A6J3B4E9_VICPA
OG0011731	sp|Q9Z1V0|OLF49_MOUSE	tr|A0A6J0B2T8|A0A6J0B2T8_VICPA
OG0011732	sp|S4R1M9|OSB10_MOUSE	tr|A0A6I9I3H2|A0A6I9I3H2_VICPA
OG0011733	tr|A0A0J9YUD5|A0A0J9YUD5_MOUSE	tr|A0A6J3A9R7|A0A6J3A9R7_VICPA
OG0011735	tr|A0A5F8MPL8|A0A5F8MPL8_MOUSE	tr|A0A6I9I5N5|A0A6I9I5N5_VICPA
OG0011736	sp|A2AJA9|AJM1_MOUSE	tr|A0A6J3A316|A0A6J3A316_VICPA
OG0011737	sp|A2ARA8|ITA8_MOUSE	tr|A0A6J3A755|A0A6J3A755_VICPA
OG0011738	sp|A6H6E2|MMRN2_MOUSE	tr|A0A6J0B1C3|A0A6J0B1C3_VICPA
OG0011739	sp|O70309|ITB5_MOUSE	tr|A0A6J3AQW5|A0A6J3AQW5_VICPA
OG0011740	sp|O70551|SRPK1_MOUSE	tr|A0A6J3BEY0|A0A6J3BEY0_VICPA
OG0011741	sp|O88452|STC2_MOUSE	tr|A0A6I9I107|A0A6I9I107_VICPA
OG0011742	sp|P11352|GPX1_MOUSE	tr|A0A6I9IVB5|A0A6I9IVB5_VICPA
OG0011743	sp|P13405|RB_MOUSE	tr|A0A6I9ISY5|A0A6I9ISY5_VICPA
OG0011744	sp|P35601|RFC1_MOUSE	tr|A0A6I9IDR1|A0A6I9IDR1_VICPA
OG0011745	sp|P41438|S19A1_MOUSE	tr|A0A6J3AQ74|A0A6J3AQ74_VICPA
OG0011746	sp|P49117|NR2C2_MOUSE	tr|A0A6J3B4V0|A0A6J3B4V0_VICPA
OG0011747	sp|P56671|MAZ_MOUSE	tr|A0A6J3A9B0|A0A6J3A9B0_VICPA
OG0011748	sp|P63300|SELW_MOUSE	tr|A0A6J3ATB0|A0A6J3ATB0_VICPA
OG0011749	sp|P97489|GATA5_MOUSE	tr|A0A6J3B8T9|A0A6J3B8T9_VICPA
OG0011750	sp|Q08761|PROS_MOUSE	tr|A0A6I9IPS7|A0A6I9IPS7_VICPA
OG0011751	sp|Q148R9|R9BP_MOUSE	tr|A0A6J0ATB4|A0A6J0ATB4_VICPA
OG0011752	sp|Q3UQ28|PXDN_MOUSE	tr|A0A6J3B1T2|A0A6J3B1T2_VICPA
OG0011753	sp|Q3V2T4|KTDAP_MOUSE	tr|A0A6J3A2F4|A0A6J3A2F4_VICPA
OG0011754	sp|Q5U4F6|DC2I2_MOUSE	tr|A0A6J3AJW7|A0A6J3AJW7_VICPA
OG0011755	sp|Q5Y5T3|ZDH23_MOUSE	tr|A0A6I9IFW3|A0A6I9IFW3_VICPA
OG0011756	sp|Q61139|PCSK7_MOUSE	tr|A0A6J2ZYN9|A0A6J2ZYN9_VICPA
OG0011757	sp|Q61510|TRI25_MOUSE	tr|A0A6J3B8K3|A0A6J3B8K3_VICPA
OG0011758	sp|Q61792|LASP1_MOUSE	tr|A0A6I9IMR2|A0A6I9IMR2_VICPA
OG0011759	sp|Q62136|PTN21_MOUSE	tr|A0A6I9IBF5|A0A6I9IBF5_VICPA
OG0011760	sp|Q6A085|ZN629_MOUSE	tr|A0A6J0AFN0|A0A6J0AFN0_VICPA
OG0011761	sp|Q75N73|S39AE_MOUSE	tr|A0A6J3BMQ3|A0A6J3BMQ3_VICPA
OG0011762	sp|Q7TMY4|THOC7_MOUSE	tr|A0A6I9HUI4|A0A6I9HUI4_VICPA
OG0011763	sp|Q7TQI7|ABTB2_MOUSE	tr|A0A6I9HXS6|A0A6I9HXS6_VICPA
OG0011764	sp|Q80SU3|ZAR1_MOUSE	tr|A0A6I9HZ65|A0A6I9HZ65_VICPA
OG0011765	sp|Q8BGF8|S35D3_MOUSE	tr|A0A6I9HZ67|A0A6I9HZ67_VICPA
OG0011766	sp|Q8BH73|QPCTL_MOUSE	tr|A0A6I9IEX6|A0A6I9IEX6_VICPA
OG0011767	sp|Q8BJR6|PRS27_MOUSE	tr|A0A6J0AKQ9|A0A6J0AKQ9_VICPA
OG0011768	sp|Q8BX80|ENASE_MOUSE	tr|A0A6J3B7G8|A0A6J3B7G8_VICPA
OG0011769	sp|Q8C165|P20D1_MOUSE	tr|A0A6J0AWE4|A0A6J0AWE4_VICPA
OG0011770	sp|Q8CBC4|CNST_MOUSE	tr|A0A6I9HXI2|A0A6I9HXI2_VICPA
OG0011771	sp|Q8CEG5|CC28B_MOUSE	tr|A0A6J3B517|A0A6J3B517_VICPA
OG0011772	sp|Q8K099|LRIT1_MOUSE	tr|A0A6I9IHH3|A0A6I9IHH3_VICPA
OG0011773	sp|Q8K4J0|DCR1C_MOUSE	tr|A0A6I9IJ66|A0A6I9IJ66_VICPA
OG0011774	sp|Q8QZY9|SF3B4_MOUSE	tr|A0A6I9IRB7|A0A6I9IRB7_VICPA
OG0011775	sp|Q8R1S0|COQ6_MOUSE	tr|A0A6I9I8C1|A0A6I9I8C1_VICPA
OG0011776	sp|Q8R2Q4|RRF2M_MOUSE	tr|A0A6J3AAY2|A0A6J3AAY2_VICPA
OG0011777	sp|Q8VC33|NXNL1_MOUSE	tr|A0A6I9I0Z0|A0A6I9I0Z0_VICPA
OG0011778	sp|Q8VCM7|FIBG_MOUSE	tr|A0A6J0ATK4|A0A6J0ATK4_VICPA
OG0011779	sp|Q8VDP4|CCAR2_MOUSE	tr|A0A6I9I420|A0A6I9I420_VICPA
OG0011780	sp|Q8VIK5|PEAR1_MOUSE	tr|A0A6J3BDD1|A0A6J3BDD1_VICPA
OG0011781	sp|Q91W50|CSDE1_MOUSE	tr|A0A6J3AV00|A0A6J3AV00_VICPA
OG0011782	sp|Q91WA3|HDA11_MOUSE	tr|A0A6I9IC93|A0A6I9IC93_VICPA
OG0011783	sp|Q91WR3|ASCC2_MOUSE	tr|A0A6J0AWE1|A0A6J0AWE1_VICPA
OG0011784	sp|Q91YK0|LRC49_MOUSE	tr|A0A6I9ILY5|A0A6I9ILY5_VICPA
OG0011785	sp|Q91YP3|DEOC_MOUSE	tr|A0A6J2ZZA4|A0A6J2ZZA4_VICPA
OG0011786	sp|Q91Z22|PORIM_MOUSE	tr|A0A6J3AEV9|A0A6J3AEV9_VICPA
OG0011787	sp|Q9CR40|KLH28_MOUSE	tr|A0A6I9I223|A0A6I9I223_VICPA
OG0011788	sp|Q9D2Y9|ELOV7_MOUSE	tr|A0A6I9IB75|A0A6I9IB75_VICPA
OG0011789	sp|Q9D7I5|LHPP_MOUSE	tr|A0A6J3A8G1|A0A6J3A8G1_VICPA
OG0011790	sp|Q9DAD0|CF276_MOUSE	tr|A0A6I9HWJ0|A0A6I9HWJ0_VICPA
OG0011791	sp|Q9DB70|FUND1_MOUSE	tr|A0A6I9IHV8|A0A6I9IHV8_VICPA
OG0011792	sp|Q9JLL0|CRIM1_MOUSE	tr|A0A6J3B1L5|A0A6J3B1L5_VICPA
OG0011793	sp|Q9QZB6|NR4A3_MOUSE	tr|A0A6J0AKJ1|A0A6J0AKJ1_VICPA
OG0011794	sp|Q9WTX8|MD1L1_MOUSE	tr|A0A6J3AIT5|A0A6J3AIT5_VICPA
OG0011795	sp|Q9Z2X2|PSD10_MOUSE	tr|A0A6I9IJR6|A0A6I9IJR6_VICPA
OG0011796	sp|A1IGU4|ARH37_MOUSE	tr|A0A6J3A317|A0A6J3A317_VICPA
OG0011797	sp|A2AIV2|VIR_MOUSE	tr|A0A6I9IG79|A0A6I9IG79_VICPA
OG0011798	sp|A3KMP2|TTC38_MOUSE	tr|A0A6J0AUU9|A0A6J0AUU9_VICPA
OG0011799	tr|B2RV38|B2RV38_MOUSE	tr|A0A6I9INU4|A0A6I9INU4_VICPA
OG0011800	tr|E9Q9Q6|E9Q9Q6_MOUSE	tr|A0A6J3AGM9|A0A6J3AGM9_VICPA
OG0011801	sp|F8VPN2|TEX15_MOUSE	tr|A0A6J3BPD0|A0A6J3BPD0_VICPA
OG0011802	sp|O35674|ADA19_MOUSE	tr|A0A6I9IFW5|A0A6I9IFW5_VICPA
OG0011803	sp|P08074|CBR2_MOUSE	tr|A0A6J0AE83|A0A6J0AE83_VICPA
OG0011804	sp|P14719|ILRL1_MOUSE	tr|A0A6J0B4W0|A0A6J0B4W0_VICPA
OG0011805	sp|P16301|LCAT_MOUSE	tr|A0A6I9I841|A0A6I9I841_VICPA
OG0011806	sp|P51569|AGAL_MOUSE	tr|A0A6I9IH25|A0A6I9IH25_VICPA
OG0011807	sp|P56485|ACKR3_MOUSE	tr|A0A6I9IFL2|A0A6I9IFL2_VICPA
OG0011808	sp|P70338|GFI1_MOUSE	tr|A0A6J3ASJ3|A0A6J3ASJ3_VICPA
OG0011809	sp|P70368|SEBOX_MOUSE	tr|A0A6J3B7C3|A0A6J3B7C3_VICPA
OG0011810	sp|P97930|KTHY_MOUSE	tr|A0A6J3ADZ1|A0A6J3ADZ1_VICPA
OG0011811	sp|Q1LZI2|S35F3_MOUSE	tr|A0A6J3ARY6|A0A6J3ARY6_VICPA
OG0011812	sp|Q2Q5T5|MYMX_MOUSE	tr|A0A6J3BI27|A0A6J3BI27_VICPA
OG0011813	sp|Q33DR2|DPS1_MOUSE	tr|A0A6I9IF89|A0A6I9IF89_VICPA
OG0011814	sp|Q3UVU3|ZNT10_MOUSE	tr|A0A6J3BKK2|A0A6J3BKK2_VICPA
OG0011815	sp|Q5PR68|CE112_MOUSE	tr|A0A6J3BA00|A0A6J3BA00_VICPA
OG0011816	sp|Q61457|CCNE1_MOUSE	tr|A0A6I9IH66|A0A6I9IH66_VICPA
OG0011817	sp|Q61474|MSI1H_MOUSE	tr|A0A6I9I6C3|A0A6I9I6C3_VICPA
OG0011818	sp|Q6DFV7|NCOA7_MOUSE	tr|A0A6J0AC22|A0A6J0AC22_VICPA
OG0011819	sp|Q6Q6R3|CRIP3_MOUSE	tr|A0A6J3BFA9|A0A6J3BFA9_VICPA
OG0011820	sp|Q78IQ7|S39A4_MOUSE	tr|A0A6J3BPF7|A0A6J3BPF7_VICPA
OG0011821	sp|Q80T32|AGRD1_MOUSE	tr|A0A6J2ZX98|A0A6J2ZX98_VICPA
OG0011822	sp|Q8BH74|NU107_MOUSE	tr|A0A6J3AYR5|A0A6J3AYR5_VICPA
OG0011823	sp|Q8BP78|F10C1_MOUSE	tr|A0A6J3AUI2|A0A6J3AUI2_VICPA
OG0011824	sp|Q8BWF0|SSDH_MOUSE	tr|A0A6I9I027|A0A6I9I027_VICPA
OG0011825	sp|Q8BZX4|SREK1_MOUSE	tr|A0A6I9HYC4|A0A6I9HYC4_VICPA
OG0011826	sp|Q8C0N1|KIF2B_MOUSE	tr|A0A6I9IUK9|A0A6I9IUK9_VICPA
OG0011827	sp|Q8C407|YIPF4_MOUSE	tr|A0A6I9HY00|A0A6I9HY00_VICPA
OG0011828	sp|Q8CE33|KLH11_MOUSE	tr|A0A6I9I0R2|A0A6I9I0R2_VICPA
OG0011829	sp|Q8CH62|LTO1_MOUSE	tr|A0A6I9IFV6|A0A6I9IFV6_VICPA
OG0011830	sp|Q8R001|MARE2_MOUSE	tr|A0A6I9I5Q7|A0A6I9I5Q7_VICPA
OG0011831	sp|Q8R3L2|TCF25_MOUSE	tr|A0A6J0AUI5|A0A6J0AUI5_VICPA
OG0011832	tr|Q8VEH2|Q8VEH2_MOUSE	tr|A0A6J0AJS0|A0A6J0AJS0_VICPA
OG0011833	sp|Q91X45|ZBTB3_MOUSE	tr|A0A6J3BLM0|A0A6J3BLM0_VICPA
OG0011834	sp|Q91XA8|KLD8A_MOUSE	tr|A0A6J3BF80|A0A6J3BF80_VICPA
OG0011835	sp|Q923S9|RAB30_MOUSE	tr|A0A6J0ARG8|A0A6J0ARG8_VICPA
OG0011836	sp|Q99KE3|DOK4_MOUSE	tr|A0A6J3ASM8|A0A6J3ASM8_VICPA
OG0011837	sp|Q99MU1|TPRA1_MOUSE	tr|A0A6J3AHQ3|A0A6J3AHQ3_VICPA
OG0011838	sp|Q9CX99|GRAP_MOUSE	tr|A0A6J3B461|A0A6J3B461_VICPA
OG0011839	sp|Q9D125|RT25_MOUSE	tr|A0A6J0AP01|A0A6J0AP01_VICPA
OG0011840	sp|Q9D3R6|KATL2_MOUSE	tr|A0A6I9IPZ4|A0A6I9IPZ4_VICPA
OG0011841	sp|Q9D3V5|FSIP1_MOUSE	tr|A0A6J3A6C5|A0A6J3A6C5_VICPA
OG0011842	sp|Q9D483|RPC3_MOUSE	tr|A0A6I9II19|A0A6I9II19_VICPA
OG0011843	sp|Q9EQ80|NIF3L_MOUSE	tr|A0A6I9I760|A0A6I9I760_VICPA
OG0011844	sp|Q9JJH7|TRPM5_MOUSE	tr|A0A6J3BMM3|A0A6J3BMM3_VICPA
OG0011845	sp|Q9QWR8|NAGAB_MOUSE	tr|A0A6I9I9S5|A0A6I9I9S5_VICPA
OG0011846	sp|Q9QXV3|ING1_MOUSE	tr|A0A6I9IQK2|A0A6I9IQK2_VICPA
OG0011847	sp|Q9WV70|NOC2L_MOUSE	tr|A0A6J3A883|A0A6J3A883_VICPA
OG0011848	sp|Q9Z2J6|PD2R2_MOUSE	tr|A0A6J0AY73|A0A6J0AY73_VICPA
OG0011849	tr|A0A0A6YY83|A0A0A6YY83_MOUSE	tr|A0A6J0AM20|A0A6J0AM20_VICPA
OG0011850	sp|A1L3T7|RIPR3_MOUSE	tr|A0A6J3BBI4|A0A6J3BBI4_VICPA
OG0011851	tr|E9Q289|E9Q289_MOUSE	tr|A0A6J0B1G5|A0A6J0B1G5_VICPA
OG0011852	sp|E9Q7D5|ARHG5_MOUSE	tr|A0A6I9IGT1|A0A6I9IGT1_VICPA
OG0011853	tr|G3UYY4|G3UYY4_MOUSE	tr|A0A6J3AK11|A0A6J3AK11_VICPA
OG0011854	sp|O35177|CASL_MOUSE	tr|A0A6I9I0K3|A0A6I9I0K3_VICPA
OG0011855	sp|O54836|ZMAT3_MOUSE	tr|A0A6J0AUH0|A0A6J0AUH0_VICPA
OG0011856	sp|O88508|DNM3A_MOUSE	tr|A0A6I9HVG7|A0A6I9HVG7_VICPA
OG0011857	sp|P08249|MDHM_MOUSE	tr|A0A6I9I208|A0A6I9I208_VICPA
OG0011858	sp|P43488|TNFL4_MOUSE	tr|A0A6I9IGE4|A0A6I9IGE4_VICPA
OG0011859	sp|P57746|VATD_MOUSE	tr|A0A6I9ICE5|A0A6I9ICE5_VICPA
OG0011860	sp|P58307|OX1R_MOUSE	tr|A0A6J3B106|A0A6J3B106_VICPA
OG0011861	sp|P97432|NBR1_MOUSE	tr|A0A6J0ACX3|A0A6J0ACX3_VICPA
OG0011862	sp|P99026|PSB4_MOUSE	tr|A0A6I9IMJ4|A0A6I9IMJ4_VICPA
OG0011863	sp|Q06318|UTER_MOUSE	tr|A0A6J0AZZ1|A0A6J0AZZ1_VICPA
OG0011864	sp|Q07563|COHA1_MOUSE	tr|A0A6J3AYD5|A0A6J3AYD5_VICPA
OG0011865	sp|Q0VBN2|DSEL_MOUSE	tr|A0A6I9HWN2|A0A6I9HWN2_VICPA
OG0011866	sp|Q14CH1|MOCOS_MOUSE	tr|A0A6J0AH25|A0A6J0AH25_VICPA
OG0011867	sp|Q3U0S6|RAIN_MOUSE	tr|A0A6J3AXU5|A0A6J3AXU5_VICPA
OG0011868	tr|Q3UU43|Q3UU43_MOUSE	tr|A0A6J3A7K4|A0A6J3A7K4_VICPA
OG0011869	sp|Q3UYR4|ESPNL_MOUSE	tr|A0A6J3AJF7|A0A6J3AJF7_VICPA
OG0011870	sp|Q640L5|CCD18_MOUSE	tr|A0A6J3AUQ1|A0A6J3AUQ1_VICPA
OG0011871	sp|Q68FE9|TSH2_MOUSE	tr|A0A6J3BG48|A0A6J3BG48_VICPA
OG0011872	sp|Q6NXW6|RAD17_MOUSE	tr|A0A6J0AR05|A0A6J0AR05_VICPA
OG0011873	tr|Q6PGF5|Q6PGF5_MOUSE	tr|A0A6J3ABE8|A0A6J3ABE8_VICPA
OG0011874	sp|Q6V5K9|ZN474_MOUSE	tr|A0A6I9IQY3|A0A6I9IQY3_VICPA
OG0011875	sp|Q7TQN9|GP142_MOUSE	tr|A0A6I9HZI1|A0A6I9HZI1_VICPA
OG0011876	sp|Q80VF6|F181B_MOUSE	tr|A0A6I9IT13|A0A6I9IT13_VICPA
OG0011877	sp|Q80XI3|IF4G3_MOUSE	tr|A0A6J3B2H5|A0A6J3B2H5_VICPA
OG0011878	sp|Q80Y61|BI2L2_MOUSE	tr|A0A6J3A0A0|A0A6J3A0A0_VICPA
OG0011879	sp|Q8BG50|TM169_MOUSE	tr|A0A6I9I9Y1|A0A6I9I9Y1_VICPA
OG0011880	sp|Q8BI72|CARF_MOUSE	tr|A0A6I9HX86|A0A6I9HX86_VICPA
OG0011881	sp|Q8BMI4|GEN_MOUSE	tr|A0A6I9HW11|A0A6I9HW11_VICPA
OG0011882	sp|Q8BNL5|KCTD6_MOUSE	tr|A0A6I9HWX0|A0A6I9HWX0_VICPA
OG0011883	sp|Q8C3M9|CB080_MOUSE	tr|A0A6I9IA39|A0A6I9IA39_VICPA
OG0011884	sp|Q8CII0|ZBT8B_MOUSE	tr|A0A6I9HXJ7|A0A6I9HXJ7_VICPA
OG0011885	sp|Q8QZV6|F161A_MOUSE	tr|A0A6J0AFU4|A0A6J0AFU4_VICPA
OG0011886	sp|Q8R1P5|KCNKD_MOUSE	tr|A0A6I9IB60|A0A6I9IB60_VICPA
OG0011887	sp|Q8VC82|RHBL1_MOUSE	tr|A0A6I9I7A9|A0A6I9I7A9_VICPA
OG0011888	sp|Q8VE65|TAF12_MOUSE	tr|A0A6J0ALH8|A0A6J0ALH8_VICPA
OG0011889	sp|Q91VL8|TE2IP_MOUSE	tr|A0A6I9IA81|A0A6I9IA81_VICPA
OG0011890	sp|Q91X72|HEMO_MOUSE	tr|A0A6I9I7Y0|A0A6I9I7Y0_VICPA
OG0011891	sp|Q920Q6|MSI2H_MOUSE	tr|A0A6J3B222|A0A6J3B222_VICPA
OG0011892	sp|Q922Q2|RIOK1_MOUSE	tr|A0A6I9HXC3|A0A6I9HXC3_VICPA
OG0011893	sp|Q99KR8|FUCO2_MOUSE	tr|A0A6I9HZD8|A0A6I9HZD8_VICPA
OG0011894	sp|Q99MH5|NDK5_MOUSE	tr|A0A6I9I648|A0A6I9I648_VICPA
OG0011895	sp|Q99N48|SYTL3_MOUSE	tr|A0A6J0AX95|A0A6J0AX95_VICPA
OG0011896	sp|Q9CQC4|TM216_MOUSE	tr|A0A6J3BK10|A0A6J3BK10_VICPA
OG0011897	sp|Q9CQG3|ZMY19_MOUSE	tr|A0A6J3AJT5|A0A6J3AJT5_VICPA
OG0011898	sp|Q9CQT1|MTNA_MOUSE	tr|A0A6I9I8K2|A0A6I9I8K2_VICPA
OG0011899	sp|Q9CQW1|YKT6_MOUSE	tr|A0A6J3APF1|A0A6J3APF1_VICPA
OG0011900	sp|Q9CYC5|DSN1_MOUSE	tr|A0A6J0AFJ4|A0A6J0AFJ4_VICPA
OG0011901	sp|Q9D159|MRAP_MOUSE	tr|A0A6I9IQB6|A0A6I9IQB6_VICPA
OG0011902	sp|Q9D6G5|TM138_MOUSE	tr|A0A6J3BQ74|A0A6J3BQ74_VICPA
OG0011903	sp|Q9D738|ASB12_MOUSE	tr|A0A6J0AZW4|A0A6J0AZW4_VICPA
OG0011904	sp|Q9D9X6|ZSWM2_MOUSE	tr|A0A6I9IEN0|A0A6I9IEN0_VICPA
OG0011905	sp|Q9EPC5|RET7_MOUSE	tr|A0A6I9HXL9|A0A6I9HXL9_VICPA
OG0011906	sp|Q9EPW2|KLF15_MOUSE	tr|A0A6J3ACV7|A0A6J3ACV7_VICPA
OG0011907	sp|Q9QW08|PHOS_MOUSE	tr|A0A6I9HXG8|A0A6I9HXG8_VICPA
OG0011908	sp|Q9R020|ZRAB2_MOUSE	tr|A0A6I9IAA7|A0A6I9IAA7_VICPA
OG0011909	sp|Q9Z1A9|TBCD8_MOUSE	tr|A0A6I9I6Y0|A0A6I9I6Y0_VICPA
OG0011910	sp|A2AU37|RD21L_MOUSE	tr|A0A6I9IA30|A0A6I9IA30_VICPA
OG0011911	sp|B8ZXI1|QTRT2_MOUSE	tr|A0A6I9IID3|A0A6I9IID3_VICPA
OG0011912	tr|E9Q7L1|E9Q7L1_MOUSE	tr|A0A6J0AV14|A0A6J0AV14_VICPA
OG0011913	tr|E9Q8X5|E9Q8X5_MOUSE	tr|A0A6J0AH89|A0A6J0AH89_VICPA
OG0011914	tr|F6QRE9|F6QRE9_MOUSE	tr|A0A6J3B1J0|A0A6J3B1J0_VICPA
OG0011915	sp|O35245|PKD2_MOUSE	tr|A0A6J0B1K9|A0A6J0B1K9_VICPA
OG0011916	sp|O35308|MOT3_MOUSE	tr|A0A6J3A264|A0A6J3A264_VICPA
OG0011917	sp|O88978|DAA11_MOUSE	tr|A0A6I9IAY4|A0A6I9IAY4_VICPA
OG0011918	sp|P17439|GBA1_MOUSE	tr|A0A6J3BGT8|A0A6J3BGT8_VICPA
OG0011919	sp|P31266|SUH_MOUSE	tr|A0A6J3BDI6|A0A6J3BDI6_VICPA
OG0011920	sp|P40224|SDF1_MOUSE	tr|A0A6J3A6E1|A0A6J3A6E1_VICPA
OG0011921	sp|P48377|RFX1_MOUSE	tr|A0A6J3BLJ3|A0A6J3BLJ3_VICPA
OG0011922	sp|P70172|NTCP2_MOUSE	tr|A0A6I9IBA5|A0A6I9IBA5_VICPA
OG0011923	sp|Q02788|CO6A2_MOUSE	tr|A0A6I9I9U9|A0A6I9I9U9_VICPA
OG0011924	sp|Q0II04|NEBL_MOUSE	tr|A0A6I9ICF0|A0A6I9ICF0_VICPA
OG0011925	sp|Q14DH7|ACSS3_MOUSE	tr|A0A6J3B0G2|A0A6J3B0G2_VICPA
OG0011926	sp|Q3UXL4|KIZ_MOUSE	tr|A0A6J0AJ46|A0A6J0AJ46_VICPA
OG0011927	sp|Q5BL07|PEX1_MOUSE	tr|A0A6I9IDE5|A0A6I9IDE5_VICPA
OG0011928	sp|Q5ND34|WDR81_MOUSE	tr|A0A6I9IN09|A0A6I9IN09_VICPA
OG0011929	sp|Q6PGC1|DHX29_MOUSE	tr|A0A6J3ADJ4|A0A6J3ADJ4_VICPA
OG0011930	sp|Q80UF9|OTOP3_MOUSE	tr|A0A6J0ACW8|A0A6J0ACW8_VICPA
OG0011931	tr|Q80V76|Q80V76_MOUSE	tr|A0A6I9IJM4|A0A6I9IJM4_VICPA
OG0011932	sp|Q80VM8|PNM8A_MOUSE	tr|A0A6J3AWA5|A0A6J3AWA5_VICPA
OG0011933	tr|Q8BFX2|Q8BFX2_MOUSE	tr|A0A6J3A0P7|A0A6J3A0P7_VICPA
OG0011934	sp|Q8BKA3|SRRM4_MOUSE	tr|A0A6J2ZX66|A0A6J2ZX66_VICPA
OG0011935	sp|Q8BM47|PKHM3_MOUSE	tr|A0A6I9IA34|A0A6I9IA34_VICPA
OG0011936	sp|Q8BWB6|STEA2_MOUSE	tr|A0A6I9IJ30|A0A6I9IJ30_VICPA
OG0011937	sp|Q8BYB9|PGLT1_MOUSE	tr|A0A6J3ASC8|A0A6J3ASC8_VICPA
OG0011938	sp|Q8BZT5|LRC19_MOUSE	tr|A0A6I9IN50|A0A6I9IN50_VICPA
OG0011939	sp|Q8CFZ4|GPC3_MOUSE	tr|A0A6J0AZG1|A0A6J0AZG1_VICPA
OG0011940	sp|Q8K396|MND1_MOUSE	tr|A0A6J0AW34|A0A6J0AW34_VICPA
OG0011941	sp|Q8R2S1|RPKL1_MOUSE	tr|A0A6J3AR85|A0A6J3AR85_VICPA
OG0011942	sp|Q8R4P9|MRP7_MOUSE	tr|A0A6I9I466|A0A6I9I466_VICPA
OG0011943	sp|Q8VCQ6|SMS1_MOUSE	tr|A0A6J3AXT0|A0A6J3AXT0_VICPA
OG0011944	sp|Q91VH6|MEMO1_MOUSE	tr|A0A6J3B6A8|A0A6J3B6A8_VICPA
OG0011945	sp|Q9CPX7|RT16_MOUSE	tr|A0A6I9IU26|A0A6I9IU26_VICPA
OG0011946	sp|Q9CQP0|RM33_MOUSE	tr|A0A6J3B7V1|A0A6J3B7V1_VICPA
OG0011947	sp|Q9CT10|RANB3_MOUSE	tr|A0A6J3BJP2|A0A6J3BJP2_VICPA
OG0011948	sp|Q9CX60|LBH_MOUSE	tr|A0A6I9HYL8|A0A6I9HYL8_VICPA
OG0011949	sp|Q9CZT5|VASN_MOUSE	tr|A0A6J0AIR7|A0A6J0AIR7_VICPA
OG0011950	sp|Q9D0C4|TRM5_MOUSE	tr|A0A6J3AQV6|A0A6J3AQV6_VICPA
OG0011951	sp|Q9D2Q8|S10AE_MOUSE	tr|A0A6I9IKU3|A0A6I9IKU3_VICPA
OG0011952	sp|Q9D3J8|AMTN_MOUSE	tr|A0A6J3BGN1|A0A6J3BGN1_VICPA
OG0011953	sp|Q9D8V0|HM13_MOUSE	tr|A0A6I9I6B8|A0A6I9I6B8_VICPA
OG0011954	sp|Q9JHH6|CBPB2_MOUSE	tr|A0A6I9IFY6|A0A6I9IFY6_VICPA
OG0011955	sp|Q9JI59|JAM2_MOUSE	tr|A0A6J3A6D1|A0A6J3A6D1_VICPA
OG0011956	sp|Q9JLK7|CABP1_MOUSE	tr|A0A6I9I6S7|A0A6I9I6S7_VICPA
OG0011957	sp|Q9WV98|TIM9_MOUSE	tr|A0A6J0ADS3|A0A6J0ADS3_VICPA
OG0011958	sp|Q9Z0S9|PRAF1_MOUSE	tr|A0A6I9IEQ8|A0A6I9IEQ8_VICPA
OG0011959	sp|Q9Z1P5|CD320_MOUSE	tr|A0A6J0AJV6|A0A6J0AJV6_VICPA
OG0011960	sp|A2AKG8|FOCAD_MOUSE	tr|A0A6J3AJP3|A0A6J3AJP3_VICPA
OG0011961	sp|A2AKM2|HACD4_MOUSE	tr|A0A6J0ANM1|A0A6J0ANM1_VICPA
OG0011962	sp|A3KMN5|LARGN_MOUSE	tr|A0A6I9IRU0|A0A6I9IRU0_VICPA
OG0011963	sp|B2RU40|PRRT4_MOUSE	tr|A0A6I9I2H1|A0A6I9I2H1_VICPA
OG0011964	tr|E9Q550|E9Q550_MOUSE	tr|A0A6I9I605|A0A6I9I605_VICPA
OG0011965	sp|O08762|NETR_MOUSE	tr|A0A6I9IJF0|A0A6I9IJF0_VICPA
OG0011966	sp|O08915|AIP_MOUSE	tr|A0A6J3BI89|A0A6J3BI89_VICPA
OG0011967	sp|O08934|UNC4_MOUSE	tr|A0A6J3AG48|A0A6J3AG48_VICPA
OG0011968	sp|O35075|VP26C_MOUSE	tr|A0A6I9I9W2|A0A6I9I9W2_VICPA
OG0011969	sp|O54839|EOMES_MOUSE	tr|A0A6J3A5I6|A0A6J3A5I6_VICPA
