Orthogroup	Mus_musculus	Felis_catus
OG0011987	sp|Q8CDV6|CCD63_MOUSE	tr|M3WEL5|M3WEL5_FELCA
OG0011988	sp|Q6ZQA6|IGSF3_MOUSE	tr|M3WEY2|M3WEY2_FELCA
OG0011989	sp|Q8R059|GALE_MOUSE	tr|M3WFT7|M3WFT7_FELCA
OG0011990	sp|Q9R257|HEBP1_MOUSE	tr|M3WJW0|M3WJW0_FELCA
OG0011991	sp|O08586|PTEN_MOUSE	tr|M3WPL8|M3WPL8_FELCA
OG0011992	sp|Q9D824|FIP1_MOUSE	tr|M3WSP6|M3WSP6_FELCA
OG0011993	sp|Q9D958|SPCS1_MOUSE	tr|M3WUM5|M3WUM5_FELCA
OG0011994	sp|Q5SSK3|TEFM_MOUSE	tr|M3WUU3|M3WUU3_FELCA
OG0011995	sp|Q61521|EREG_MOUSE	tr|M3WVD3|M3WVD3_FELCA
OG0011996	sp|P46660|AINX_MOUSE	tr|M3WWQ5|M3WWQ5_FELCA
OG0011997	sp|D3YXK1|SAMD1_MOUSE	tr|M3X212|M3X212_FELCA
OG0011998	sp|Q8BYH3|TRM13_MOUSE	tr|M3X3A4|M3X3A4_FELCA
OG0011999	tr|A0A338P6G2|A0A338P6G2_MOUSE	tr|M3X3E7|M3X3E7_FELCA
OG0012000	sp|B2RXM4|NTM1B_MOUSE	tr|M3X5J1|M3X5J1_FELCA
OG0012001	sp|Q3U6K5|SPAT6_MOUSE	tr|M3X7T6|M3X7T6_FELCA
OG0012002	tr|F8VQC1|F8VQC1_MOUSE	tr|M3X9Y0|M3X9Y0_FELCA
OG0012003	sp|Q60631|GRB2_MOUSE	tr|M3XAW3|M3XAW3_FELCA
OG0012004	sp|Q60765|ATF3_MOUSE	tr|M3XF78|M3XF78_FELCA
OG0012005	sp|Q3URD3|SLMAP_MOUSE	tr|A0A2I2U1H3|A0A2I2U1H3_FELCA
OG0012006	tr|B9EJP9|B9EJP9_MOUSE	tr|A0A2I2U220|A0A2I2U220_FELCA
OG0012007	sp|P70323|TBX1_MOUSE	tr|A0A2I2U9Z7|A0A2I2U9Z7_FELCA
OG0012008	sp|Q5KU39|VPS41_MOUSE	tr|A0A2I2UFR0|A0A2I2UFR0_FELCA
OG0012009	sp|Q9QYP6|AZI2_MOUSE	tr|A0A2I2UPW0|A0A2I2UPW0_FELCA
OG0012010	sp|Q9CX19|F162B_MOUSE	tr|A0A2I2UZ53|A0A2I2UZ53_FELCA
OG0012011	sp|Q9EPS2|PYY_MOUSE	tr|A0A2I2V100|A0A2I2V100_FELCA
OG0012012	sp|Q9DC48|PRP17_MOUSE	tr|A0A2I2V1E3|A0A2I2V1E3_FELCA
OG0012013	sp|Q8CB49|TPRG1_MOUSE	tr|A0A2I2V4X0|A0A2I2V4X0_FELCA
OG0012014	sp|Q19A41|KLF14_MOUSE	tr|A0A337RUA6|A0A337RUA6_FELCA
OG0012015	sp|Q8BQB4|FJX1_MOUSE	tr|A0A337RWH3|A0A337RWH3_FELCA
OG0012016	sp|Q8R2S9|ARP8_MOUSE	tr|A0A337RXF3|A0A337RXF3_FELCA
OG0012017	sp|O88874|CCNK_MOUSE	tr|A0A337RZX2|A0A337RZX2_FELCA
OG0012018	sp|Q61559|FCGRN_MOUSE	tr|A0A337S5J9|A0A337S5J9_FELCA
OG0012019	sp|Q9QYX7|PCLO_MOUSE	tr|A0A337SB45|A0A337SB45_FELCA
OG0012020	sp|Q9CQK3|RDM1_MOUSE	tr|A0A337SGZ7|A0A337SGZ7_FELCA
OG0012021	sp|Q9R0C8|VAV3_MOUSE	tr|A0A337SHK4|A0A337SHK4_FELCA
OG0012022	sp|Q9D2F5|STPG1_MOUSE	tr|A0A337SKS8|A0A337SKS8_FELCA
OG0012023	sp|O08601|MTP_MOUSE	tr|A0A337SN26|A0A337SN26_FELCA
OG0012024	sp|Q9WUZ9|ENTP5_MOUSE	tr|A0A337SPL2|A0A337SPL2_FELCA
OG0012025	sp|O35219|KCNH2_MOUSE	tr|A0A337SQC9|A0A337SQC9_FELCA
OG0012026	sp|Q8R395|COMD5_MOUSE	tr|A0A337STR5|A0A337STR5_FELCA
OG0012027	sp|Q9D2Z8|KIF12_MOUSE	tr|A0A5F5XE91|A0A5F5XE91_FELCA
OG0012028	sp|E9Q4F7|ANR11_MOUSE	tr|A0A5F5XEN8|A0A5F5XEN8_FELCA
OG0012029	sp|Q9DCB8|ISCA2_MOUSE	tr|A0A5F5XIQ5|A0A5F5XIQ5_FELCA
OG0012030	sp|Q9WUN2|TBK1_MOUSE	tr|A0A5F5XJV2|A0A5F5XJV2_FELCA
OG0012031	sp|Q921C5|BICD2_MOUSE	tr|A0A5F5XLE2|A0A5F5XLE2_FELCA
OG0012032	sp|O88676|MMP23_MOUSE	tr|A0A5F5XNR6|A0A5F5XNR6_FELCA
OG0012033	sp|Q8BM13|NOE2_MOUSE	tr|A0A5F5XQI2|A0A5F5XQI2_FELCA
OG0012034	sp|Q8C1R0|TSSK5_MOUSE	tr|A0A5F5XSZ7|A0A5F5XSZ7_FELCA
OG0012035	sp|Q4FZF3|DDX49_MOUSE	tr|A0A5F5XW17|A0A5F5XW17_FELCA
OG0012036	sp|Q8BI69|ZN784_MOUSE	tr|A0A5F5XX84|A0A5F5XX84_FELCA
OG0012037	sp|Q5SSZ5|TENS3_MOUSE	tr|A0A5F5Y0J3|A0A5F5Y0J3_FELCA
OG0012038	sp|P43352|RAD52_MOUSE	tr|A0A5F5Y1F8|A0A5F5Y1F8_FELCA
OG0012039	sp|Q9CXL3|CG050_MOUSE	tr|A0A5F5Y456|A0A5F5Y456_FELCA
OG0012040	sp|Q80UJ1|S22AK_MOUSE	tr|M3VWM6|M3VWM6_FELCA
OG0012041	sp|Q61574|FOXS1_MOUSE	tr|M3VXH9|M3VXH9_FELCA
OG0012042	sp|A8E0Y8|IGSF2_MOUSE	tr|M3VXN5|M3VXN5_FELCA
OG0012043	sp|Q8VD33|SGTB_MOUSE	tr|M3VYH7|M3VYH7_FELCA
OG0012044	sp|P35276|RAB3D_MOUSE	tr|M3VYK6|M3VYK6_FELCA
OG0012045	sp|Q91VX5|NXPH3_MOUSE	tr|M3VYV5|M3VYV5_FELCA
OG0012046	sp|O70401|TSN6_MOUSE	tr|M3W038|M3W038_FELCA
OG0012047	sp|Q8VC98|PKHA4_MOUSE	tr|M3W063|M3W063_FELCA
OG0012048	sp|P70387|HFE_MOUSE	tr|M3W522|M3W522_FELCA
OG0012049	sp|Q9QXK9|SH22A_MOUSE	tr|M3W647|M3W647_FELCA
OG0012050	sp|Q5QD14|TAAR5_MOUSE	tr|M3W6R0|M3W6R0_FELCA
OG0012051	sp|Q925I1|ATAD3_MOUSE	tr|M3WAQ4|M3WAQ4_FELCA
OG0012052	sp|Q9JHU9|INO1_MOUSE	tr|M3WC06|M3WC06_FELCA
OG0012053	sp|P18894|OXDA_MOUSE	tr|M3WEU2|M3WEU2_FELCA
OG0012054	sp|P97873|LOXL1_MOUSE	tr|M3WFA5|M3WFA5_FELCA
OG0012055	sp|Q922E6|FAKD2_MOUSE	tr|M3WMH1|M3WMH1_FELCA
OG0012056	sp|O54828|RGS9_MOUSE	tr|M3WMH2|M3WMH2_FELCA
OG0012057	sp|P62918|RL8_MOUSE	tr|M3WRT2|M3WRT2_FELCA
OG0012058	sp|Q61687|ATRX_MOUSE	tr|M3WTQ4|M3WTQ4_FELCA
OG0012059	sp|Q4KL14|TPC3L_MOUSE	tr|M3WVJ7|M3WVJ7_FELCA
OG0012060	sp|O35718|SOCS3_MOUSE	tr|M3WYS7|M3WYS7_FELCA
OG0012061	tr|E9PUU5|E9PUU5_MOUSE	tr|M3WZA3|M3WZA3_FELCA
OG0012062	sp|Q8VCZ9|HYPDH_MOUSE	tr|M3X1Q6|M3X1Q6_FELCA
OG0012063	sp|Q8VC33|NXNL1_MOUSE	tr|M3X1R8|M3X1R8_FELCA
OG0012064	sp|Q6PHS6|SNX13_MOUSE	tr|M3X2A7|M3X2A7_FELCA
OG0012065	sp|O35657|NEUR1_MOUSE	tr|M3X3Z7|M3X3Z7_FELCA
OG0012066	tr|Q7TRM4|Q7TRM4_MOUSE	tr|M3X7U4|M3X7U4_FELCA
OG0012067	sp|Q8VBV3|EXOS2_MOUSE	tr|M3X981|M3X981_FELCA
OG0012068	sp|Q9CPQ5|CENPQ_MOUSE	tr|M3XB93|M3XB93_FELCA
OG0012069	sp|O55111|DSG2_MOUSE	tr|M3XCS4|M3XCS4_FELCA
OG0012070	sp|Q9JLZ6|HIC2_MOUSE	tr|M3XD43|M3XD43_FELCA
OG0012071	sp|Q9ESN6|TRIM2_MOUSE	tr|A0A2I2U228|A0A2I2U228_FELCA
OG0012072	sp|Q91YQ7|RMD5B_MOUSE	tr|A0A2I2U391|A0A2I2U391_FELCA
OG0012073	sp|P39447|ZO1_MOUSE	tr|A0A2I2U4E0|A0A2I2U4E0_FELCA
OG0012074	sp|Q9D3P8|PLRKT_MOUSE	tr|A0A2I2UKY0|A0A2I2UKY0_FELCA
OG0012075	sp|P32240|PE2R4_MOUSE	tr|A0A2I2URK0|A0A2I2URK0_FELCA
OG0012076	sp|Q99N94|RM09_MOUSE	tr|A0A2I2USI1|A0A2I2USI1_FELCA
OG0012077	sp|Q3THJ3|EIF1A_MOUSE	tr|A0A2I2UU22|A0A2I2UU22_FELCA
OG0012078	sp|Q6P4S6|SIK3_MOUSE	tr|A0A2I2UYU7|A0A2I2UYU7_FELCA
OG0012079	tr|Q7TSV0|Q7TSV0_MOUSE	tr|A0A2I2V352|A0A2I2V352_FELCA
OG0012080	sp|Q9CQA6|CHCH1_MOUSE	tr|A0A2I2V4T0|A0A2I2V4T0_FELCA
OG0012081	sp|Q4QQM4|P5I11_MOUSE	tr|A0A337S1D2|A0A337S1D2_FELCA
OG0012082	sp|Q99PN3|TRI26_MOUSE	tr|A0A337S1E1|A0A337S1E1_FELCA
OG0012083	sp|Q9QY53|NPHP1_MOUSE	tr|A0A337S283|A0A337S283_FELCA
OG0012084	sp|J3KML8|GFY_MOUSE	tr|A0A337S3J1|A0A337S3J1_FELCA
OG0012085	sp|Q9CZ16|T178A_MOUSE	tr|A0A337S8V5|A0A337S8V5_FELCA
OG0012086	sp|Q3U3C9|GSE1_MOUSE	tr|A0A337SC58|A0A337SC58_FELCA
OG0012087	sp|Q3HNM7|INSC_MOUSE	tr|A0A337SLG9|A0A337SLG9_FELCA
OG0012088	sp|P58281|OPA1_MOUSE	tr|A0A337SN50|A0A337SN50_FELCA
OG0012089	sp|Q8VIH1|NOBOX_MOUSE	tr|A0A337SST1|A0A337SST1_FELCA
OG0012090	sp|Q80T62|GP101_MOUSE	tr|A0A337SWV5|A0A337SWV5_FELCA
OG0012091	sp|Q8VCK7|SYCN_MOUSE	tr|A0A337SXB0|A0A337SXB0_FELCA
OG0012092	tr|A2A716|A2A716_MOUSE	tr|A0A5F5XMP7|A0A5F5XMP7_FELCA
OG0012093	sp|Q8BK72|RT27_MOUSE	tr|A0A5F5XP56|A0A5F5XP56_FELCA
OG0012094	tr|E9QAP7|E9QAP7_MOUSE	tr|A0A5F5XP97|A0A5F5XP97_FELCA
OG0012095	sp|Q9Z2I8|SUCB2_MOUSE	tr|A0A5F5XR09|A0A5F5XR09_FELCA
OG0012096	sp|P29699|FETUA_MOUSE	tr|A0A5F5XVZ8|A0A5F5XVZ8_FELCA
OG0012097	sp|Q80YT5|SPT20_MOUSE	tr|A0A5F5Y0B1|A0A5F5Y0B1_FELCA
OG0012098	sp|Q9ERE9|JIP2_MOUSE	tr|A0A5F5Y2T3|A0A5F5Y2T3_FELCA
OG0012099	sp|Q66T02|PKHG5_MOUSE	tr|M3VV66|M3VV66_FELCA
OG0012100	sp|Q91W61|FXL15_MOUSE	tr|M3VWA4|M3VWA4_FELCA
OG0012101	sp|Q61923|KCNA6_MOUSE	tr|M3VYC4|M3VYC4_FELCA
OG0012102	sp|Q9QZM2|DPOG2_MOUSE	tr|M3W0H2|M3W0H2_FELCA
OG0012103	sp|Q9DB25|ALG5_MOUSE	tr|M3W109|M3W109_FELCA
OG0012104	sp|Q9JHA8|VWA7_MOUSE	tr|M3W2B3|M3W2B3_FELCA
OG0012105	sp|Q6P9S1|ATMIN_MOUSE	tr|M3W385|M3W385_FELCA
OG0012106	sp|Q9QUR6|PPCE_MOUSE	tr|M3W3E3|M3W3E3_FELCA
OG0012107	sp|Q8CIL4|CA131_MOUSE	tr|M3W3U1|M3W3U1_FELCA
OG0012108	sp|Q9JL61|RFX5_MOUSE	tr|M3W4A5|M3W4A5_FELCA
OG0012109	sp|Q3TZ89|SC31B_MOUSE	tr|M3W5X7|M3W5X7_FELCA
OG0012110	sp|Q80WC9|ACSF4_MOUSE	tr|M3W654|M3W654_FELCA
OG0012111	sp|Q91XC0|AJUBA_MOUSE	tr|M3W693|M3W693_FELCA
OG0012112	sp|Q9JJN1|FGF21_MOUSE	tr|M3W7L7|M3W7L7_FELCA
OG0012113	sp|P38585|TTL_MOUSE	tr|M3W8Y8|M3W8Y8_FELCA
OG0012114	sp|Q8BM55|TM214_MOUSE	tr|M3WCA7|M3WCA7_FELCA
OG0012115	sp|P17679|GATA1_MOUSE	tr|M3WE57|M3WE57_FELCA
OG0012116	sp|O55226|CHAD_MOUSE	tr|M3WEV0|M3WEV0_FELCA
OG0012117	tr|A0A494BAC1|A0A494BAC1_MOUSE	tr|M3WG31|M3WG31_FELCA
OG0012118	sp|Q8R448|OTOSP_MOUSE	tr|M3WH01|M3WH01_FELCA
OG0012119	sp|P70202|LXN_MOUSE	tr|M3WIL4|M3WIL4_FELCA
OG0012120	sp|Q6X632|GPR75_MOUSE	tr|M3WIQ7|M3WIQ7_FELCA
OG0012121	sp|Q6NXH8|MET25_MOUSE	tr|M3WIR5|M3WIR5_FELCA
OG0012122	sp|Q80YF6|UPK3B_MOUSE	tr|M3WIX3|M3WIX3_FELCA
OG0012123	sp|Q9D0K0|TBCD7_MOUSE	tr|M3WKW9|M3WKW9_FELCA
OG0012124	sp|Q6ZQA0|NBEL2_MOUSE	tr|M3WMN7|M3WMN7_FELCA
OG0012125	sp|Q924M5|BOLL_MOUSE	tr|M3WNS6|M3WNS6_FELCA
OG0012126	sp|Q03391|NMDE4_MOUSE	tr|M3WPC0|M3WPC0_FELCA
OG0012127	sp|Q6Y685|TACC1_MOUSE	tr|M3WQH7|M3WQH7_FELCA
OG0012128	sp|Q9ER74|SALL1_MOUSE	tr|M3WQP6|M3WQP6_FELCA
OG0012129	sp|Q80WK2|OSTB_MOUSE	tr|M3WSF5|M3WSF5_FELCA
OG0012130	sp|Q9QY83|ACL7B_MOUSE	tr|M3WY90|M3WY90_FELCA
OG0012131	sp|Q68G58|APEX2_MOUSE	tr|M3X3R1|M3X3R1_FELCA
OG0012132	sp|Q8BJL1|FBX30_MOUSE	tr|M3X5C4|M3X5C4_FELCA
OG0012133	sp|O35536|TFPI2_MOUSE	tr|M3X7K4|M3X7K4_FELCA
OG0012134	sp|Q3UXZ6|FA81A_MOUSE	tr|M3XBK4|M3XBK4_FELCA
OG0012135	sp|Q9JLQ0|CD2AP_MOUSE	tr|M3XCH2|M3XCH2_FELCA
OG0012136	sp|Q99LX5|MMTA2_MOUSE	tr|M3XCL6|M3XCL6_FELCA
OG0012137	sp|Q64727|VINC_MOUSE	tr|M3XCV3|M3XCV3_FELCA
OG0012138	sp|P58686|BBLN_MOUSE	tr|A0A2I2U2Q4|A0A2I2U2Q4_FELCA
OG0012139	sp|P97428|RGS16_MOUSE	tr|A0A2I2U429|A0A2I2U429_FELCA
OG0012140	tr|E9Q4M0|E9Q4M0_MOUSE	tr|A0A2I2UC14|A0A2I2UC14_FELCA
OG0012141	sp|Q62415|ASPP1_MOUSE	tr|A0A2I2UCC0|A0A2I2UCC0_FELCA
OG0012142	tr|D3Z3N4|D3Z3N4_MOUSE	tr|A0A2I2UDQ5|A0A2I2UDQ5_FELCA
OG0012143	tr|A0A1Y7VNZ0|A0A1Y7VNZ0_MOUSE	tr|A0A2I2UM96|A0A2I2UM96_FELCA
OG0012144	sp|Q91VM3|WIPI4_MOUSE	tr|A0A2I2UUZ2|A0A2I2UUZ2_FELCA
OG0012145	sp|Q9JLB9|NECT3_MOUSE	tr|A0A2I2UY51|A0A2I2UY51_FELCA
OG0012146	sp|Q9DBZ9|SYDE1_MOUSE	tr|A0A2I2UYE3|A0A2I2UYE3_FELCA
OG0012147	sp|Q7TQ69|TMC3_MOUSE	tr|A0A2I2V2C2|A0A2I2V2C2_FELCA
OG0012148	sp|A2A791|ZMYM4_MOUSE	tr|A0A2I2V354|A0A2I2V354_FELCA
OG0012149	sp|Q8R235|TM203_MOUSE	tr|A0A337RX94|A0A337RX94_FELCA
OG0012150	sp|Q00322|CEBPD_MOUSE	tr|A0A337S072|A0A337S072_FELCA
OG0012151	sp|Q8BX46|SKOR1_MOUSE	tr|A0A337S310|A0A337S310_FELCA
OG0012152	sp|Q9EP64|TNMD_MOUSE	tr|A0A337S5D2|A0A337S5D2_FELCA
OG0012153	sp|Q9JHE6|HES6_MOUSE	tr|A0A337S625|A0A337S625_FELCA
OG0012154	sp|Q9CV28|MINY3_MOUSE	tr|A0A337S8E2|A0A337S8E2_FELCA
OG0012155	sp|Q8BHB7|CP046_MOUSE	tr|A0A337S8G0|A0A337S8G0_FELCA
OG0012156	sp|O35253|SMAD7_MOUSE	tr|A0A337SAF3|A0A337SAF3_FELCA
OG0012157	sp|Q8BGH4|REEP1_MOUSE	tr|A0A337SFU9|A0A337SFU9_FELCA
OG0012158	sp|Q8K064|F174B_MOUSE	tr|A0A337SG00|A0A337SG00_FELCA
OG0012159	sp|Q3V129|ULK4_MOUSE	tr|A0A337SJZ9|A0A337SJZ9_FELCA
OG0012160	sp|Q6Q6R3|CRIP3_MOUSE	tr|A0A337SL85|A0A337SL85_FELCA
OG0012161	sp|Q8VHV1|BAALC_MOUSE	tr|A0A337SWN6|A0A337SWN6_FELCA
OG0012162	sp|Q9CZ15|PSF1_MOUSE	tr|A0A5F5XE38|A0A5F5XE38_FELCA
OG0012163	sp|Q9D5A0|SPESP_MOUSE	tr|A0A5F5XEA8|A0A5F5XEA8_FELCA
OG0012164	sp|Q6PAC3|DCA13_MOUSE	tr|A0A5F5XGE5|A0A5F5XGE5_FELCA
OG0012165	sp|Q8K3W3|CASC3_MOUSE	tr|A0A5F5XGN5|A0A5F5XGN5_FELCA
OG0012166	sp|Q8CI19|PDGFC_MOUSE	tr|A0A5F5XSA6|A0A5F5XSA6_FELCA
OG0012167	sp|O08784|TCOF_MOUSE	tr|A0A5F5XWJ7|A0A5F5XWJ7_FELCA
OG0012168	sp|Q80WM4|HPLN4_MOUSE	tr|A0A5F5XX49|A0A5F5XX49_FELCA
OG0012169	sp|Q810B8|SLIK4_MOUSE	tr|A0A5F5Y2A7|A0A5F5Y2A7_FELCA
OG0012170	sp|Q9JJY3|NSMA2_MOUSE	tr|A0A5F5Y3Q7|A0A5F5Y3Q7_FELCA
OG0012171	sp|Q8K4B2|IRAK3_MOUSE	tr|A0A5F5Y486|A0A5F5Y486_FELCA
OG0012172	sp|P58355|S45A2_MOUSE	tr|B2ZHD7|B2ZHD7_FELCA
OG0012173	tr|S4R299|S4R299_MOUSE	tr|M3VX96|M3VX96_FELCA
OG0012174	tr|E1AZ71|E1AZ71_MOUSE	tr|M3VYZ3|M3VYZ3_FELCA
OG0012175	sp|Q9WTR5|CAD13_MOUSE	tr|M3W235|M3W235_FELCA
OG0012176	sp|Q8K2D0|F199X_MOUSE	tr|M3W605|M3W605_FELCA
OG0012177	sp|Q9DAA4|PRS37_MOUSE	tr|M3W653|M3W653_FELCA
OG0012178	sp|Q58A65|JIP4_MOUSE	tr|M3W6F1|M3W6F1_FELCA
OG0012179	sp|P25118|TNR1A_MOUSE	tr|M3W6M7|M3W6M7_FELCA
OG0012180	sp|P50284|TNR3_MOUSE	tr|M3W9V4|M3W9V4_FELCA
OG0012181	sp|E9QA62|LMOD3_MOUSE	tr|M3WAM9|M3WAM9_FELCA
OG0012182	sp|Q5FWI3|CEIP2_MOUSE	tr|M3WDM4|M3WDM4_FELCA
OG0012183	sp|Q8VHK5|MLC1_MOUSE	tr|M3WFZ4|M3WFZ4_FELCA
OG0012184	sp|Q9CQ10|CHMP3_MOUSE	tr|M3WJ63|M3WJ63_FELCA
OG0012185	sp|Q8BYI9|TENR_MOUSE	tr|M3WKQ1|M3WKQ1_FELCA
OG0012186	sp|Q99JY0|ECHB_MOUSE	tr|M3WLM4|M3WLM4_FELCA
OG0012187	sp|Q80Y17|L2GL1_MOUSE	tr|M3WMK1|M3WMK1_FELCA
OG0012188	sp|Q3U1Z5|GPSM3_MOUSE	tr|M3WNA9|M3WNA9_FELCA
OG0012189	sp|Q9CQF6|ADPPT_MOUSE	tr|M3WRD0|M3WRD0_FELCA
OG0012190	sp|Q8BNX7|NRAC_MOUSE	tr|M3WS47|M3WS47_FELCA
OG0012191	sp|Q7TN22|TXD16_MOUSE	tr|M3WT19|M3WT19_FELCA
OG0012192	sp|Q9D819|IPYR_MOUSE	tr|M3WTQ9|M3WTQ9_FELCA
OG0012193	sp|Q8BGS1|E41L5_MOUSE	tr|M3WUN7|M3WUN7_FELCA
OG0012194	sp|Q9D5Y0|CG031_MOUSE	tr|M3WV94|M3WV94_FELCA
OG0012195	sp|O35347|DGCR6_MOUSE	tr|M3WVF2|M3WVF2_FELCA
OG0012196	sp|Q8BH66|ATLA1_MOUSE	tr|M3WXA3|M3WXA3_FELCA
OG0012197	sp|Q99LM3|SMTL1_MOUSE	tr|M3WXM2|M3WXM2_FELCA
OG0012198	sp|Q9JK95|PERP_MOUSE	tr|M3WY23|M3WY23_FELCA
OG0012199	sp|Q8BZG5|MT25B_MOUSE	tr|M3X477|M3X477_FELCA
OG0012200	sp|Q3U2E2|ZMYM5_MOUSE	tr|M3X777|M3X777_FELCA
OG0012201	sp|Q69Z37|SAM9L_MOUSE	tr|M3X9Q7|M3X9Q7_FELCA
OG0012202	sp|O35126|ATN1_MOUSE	tr|M3X9R4|M3X9R4_FELCA
OG0012203	sp|Q8BP27|SFR1_MOUSE	tr|M3XBS4|M3XBS4_FELCA
OG0012204	sp|Q62010|OVGP1_MOUSE	tr|M3XCT0|M3XCT0_FELCA
OG0012205	sp|Q8BY46|ZN574_MOUSE	tr|M3XDQ7|M3XDQ7_FELCA
OG0012206	sp|P13609|SRGN_MOUSE	tr|A0A2I2U8U6|A0A2I2U8U6_FELCA
OG0012207	sp|Q924P3|LCN8_MOUSE	tr|A0A2I2UAB5|A0A2I2UAB5_FELCA
OG0012208	sp|Q9D3S5|NXRD1_MOUSE	tr|A0A2I2UB47|A0A2I2UB47_FELCA
OG0012209	sp|Q9D0E3|LYSM1_MOUSE	tr|A0A2I2UIC8|A0A2I2UIC8_FELCA
OG0012210	sp|Q91WG7|DGKG_MOUSE	tr|A0A2I2UPE9|A0A2I2UPE9_FELCA
OG0012211	sp|P97503|NKX32_MOUSE	tr|A0A2I2USB6|A0A2I2USB6_FELCA
OG0012212	sp|Q8CFP6|DJC27_MOUSE	tr|A0A2I2USX2|A0A2I2USX2_FELCA
OG0012213	sp|Q6PG95|CRML_MOUSE	tr|A0A2I2UT83|A0A2I2UT83_FELCA
OG0012214	sp|Q99N92|RM27_MOUSE	tr|A0A2I2UTF3|A0A2I2UTF3_FELCA
OG0012215	sp|Q9R0N5|SYT5_MOUSE	tr|A0A2I2UZM5|A0A2I2UZM5_FELCA
OG0012216	sp|O54967|ACK1_MOUSE	tr|A0A2I2V3Q8|A0A2I2V3Q8_FELCA
OG0012217	sp|Q5SSG4|GA2L2_MOUSE	tr|A0A2I2V4E7|A0A2I2V4E7_FELCA
OG0012218	sp|Q80UK0|SESD1_MOUSE	tr|A0A337RZK9|A0A337RZK9_FELCA
OG0012219	sp|Q8R3A2|CDPF1_MOUSE	tr|A0A337SD29|A0A337SD29_FELCA
OG0012220	sp|O35393|EFNB3_MOUSE	tr|A0A337SFQ1|A0A337SFQ1_FELCA
OG0012221	sp|Q8VCZ7|ZBT7C_MOUSE	tr|A0A337SHJ6|A0A337SHJ6_FELCA
OG0012222	sp|Q9ERS6|IRPL2_MOUSE	tr|A0A337SMA0|A0A337SMA0_FELCA
OG0012223	sp|Q9D0I6|WSDU1_MOUSE	tr|A0A337SS60|A0A337SS60_FELCA
OG0012224	sp|Q0GA42|CNNM1_MOUSE	tr|A0A5F5XC96|A0A5F5XC96_FELCA
OG0012225	sp|A2A891|CMTA1_MOUSE	tr|A0A5F5XIW9|A0A5F5XIW9_FELCA
OG0012226	sp|P83741|WNK1_MOUSE	tr|A0A5F5XJ47|A0A5F5XJ47_FELCA
OG0012227	sp|Q5XKN4|JAGN1_MOUSE	tr|A0A5F5XL90|A0A5F5XL90_FELCA
OG0012228	sp|Q9WVH9|FBLN5_MOUSE	tr|A0A5F5XQU8|A0A5F5XQU8_FELCA
OG0012229	sp|Q8R3P7|CLUA1_MOUSE	tr|A0A5F5XR07|A0A5F5XR07_FELCA
OG0012230	sp|Q9CR04|HYPM_MOUSE	tr|A0A5F5XUK0|A0A5F5XUK0_FELCA
OG0012231	tr|Q3V0I7|Q3V0I7_MOUSE	tr|A0A5F5XZQ7|A0A5F5XZQ7_FELCA
OG0012232	sp|O35864|CSN5_MOUSE	tr|A0A5F5XZQ9|A0A5F5XZQ9_FELCA
OG0012233	tr|Q6PGK3|Q6PGK3_MOUSE	tr|A0A5F5Y4J3|A0A5F5Y4J3_FELCA
OG0012234	sp|Q3V016|HIPK4_MOUSE	tr|M3VVV8|M3VVV8_FELCA
OG0012235	sp|Q6IE82|JADE3_MOUSE	tr|M3VWK1|M3VWK1_FELCA
OG0012236	sp|Q91Z96|BMP2K_MOUSE	tr|M3VZG3|M3VZG3_FELCA
OG0012237	sp|A6PWV5|ARI3C_MOUSE	tr|M3VZT8|M3VZT8_FELCA
OG0012238	sp|O88448|KLC2_MOUSE	tr|M3W1P5|M3W1P5_FELCA
OG0012239	sp|Q8VEL0|MSPD1_MOUSE	tr|M3W2G4|M3W2G4_FELCA
OG0012240	sp|Q60857|SC6A4_MOUSE	tr|M3W4Y0|M3W4Y0_FELCA
OG0012241	sp|Q9D114|MESH1_MOUSE	tr|M3W598|M3W598_FELCA
OG0012242	sp|Q99MR3|S12A9_MOUSE	tr|M3W6L7|M3W6L7_FELCA
OG0012243	sp|Q9QXA5|LSM4_MOUSE	tr|M3W8L3|M3W8L3_FELCA
OG0012244	sp|P59158|S12A3_MOUSE	tr|M3WA06|M3WA06_FELCA
OG0012245	sp|Q7TNJ0|DCSTP_MOUSE	tr|M3WAK5|M3WAK5_FELCA
OG0012246	sp|P43267|SOX15_MOUSE	tr|M3WBS1|M3WBS1_FELCA
OG0012247	sp|Q8K3A9|MEPCE_MOUSE	tr|M3WDY7|M3WDY7_FELCA
OG0012248	sp|Q9D2H9|DAAF1_MOUSE	tr|M3WFB2|M3WFB2_FELCA
OG0012249	sp|Q60795|NF2L2_MOUSE	tr|M3WGE7|M3WGE7_FELCA
OG0012250	sp|Q8CG72|ADPRS_MOUSE	tr|M3WH03|M3WH03_FELCA
OG0012251	sp|Q7TQG0|ZBTB5_MOUSE	tr|M3WI69|M3WI69_FELCA
OG0012252	sp|Q9DCB4|ARP21_MOUSE	tr|M3WIS4|M3WIS4_FELCA
OG0012253	sp|Q6RKD8|FLRT1_MOUSE	tr|M3WL39|M3WL39_FELCA
OG0012254	sp|Q5SWY7|FA83G_MOUSE	tr|M3WMK7|M3WMK7_FELCA
OG0012255	sp|P54310|LIPS_MOUSE	tr|M3WTC3|M3WTC3_FELCA
