Orthogroup	Mus_musculus	Balaenoptera_musculus
OG0014270	sp|Q3UUE9|ANKUB_MOUSE	tr|A0A8C0C553|A0A8C0C553_BALMU
OG0014271	sp|P23950|TISB_MOUSE	tr|A0A8C0C8J1|A0A8C0C8J1_BALMU
OG0014272	sp|P70281|SYCP3_MOUSE	tr|A0A8C0CPJ5|A0A8C0CPJ5_BALMU
OG0014273	sp|O09118|NET1_MOUSE	tr|A0A8C0DUH1|A0A8C0DUH1_BALMU
OG0014274	sp|Q8BXK9|CLIC5_MOUSE	tr|A0A8C0DVQ2|A0A8C0DVQ2_BALMU
OG0014275	sp|P15532|NDKA_MOUSE	tr|A0A8C0DVQ4|A0A8C0DVQ4_BALMU
OG0014276	sp|P29812|TYRP2_MOUSE	tr|A0A8C0DW50|A0A8C0DW50_BALMU
OG0014277	sp|Q9ERR8|ZN319_MOUSE	tr|A0A8C0E0M6|A0A8C0E0M6_BALMU
OG0014278	sp|Q8BYH0|DRGX_MOUSE	tr|A0A8C0E5D6|A0A8C0E5D6_BALMU
OG0014279	sp|Q80ZM7|T2AG_MOUSE	tr|A0A8C0HT58|A0A8C0HT58_BALMU
OG0014280	sp|Q9Z309|CIB2_MOUSE	tr|A0A8C0I1Q5|A0A8C0I1Q5_BALMU
OG0014281	sp|P33174|KIF4_MOUSE	tr|A0A8C0I4X0|A0A8C0I4X0_BALMU
OG0014282	sp|Q6KAS7|ZN521_MOUSE	tr|A0A8B8V4F9|A0A8B8V4F9_BALMU
OG0014283	sp|O70279|ESS2_MOUSE	tr|A0A8B8V532|A0A8B8V532_BALMU
OG0014284	sp|Q99LE2|GP146_MOUSE	tr|A0A8B8V6H3|A0A8B8V6H3_BALMU
OG0014285	sp|O70496|CLCN7_MOUSE	tr|A0A8B8V8C2|A0A8B8V8C2_BALMU
OG0014286	sp|P54761|EPHB4_MOUSE	tr|A0A8B8VBV6|A0A8B8VBV6_BALMU
OG0014287	sp|O08575|EYA2_MOUSE	tr|A0A8B8VF54|A0A8B8VF54_BALMU
OG0014288	sp|Q8R555|CRAC1_MOUSE	tr|A0A8B8VG04|A0A8B8VG04_BALMU
OG0014289	sp|Q9CS74|ECD_MOUSE	tr|A0A8B8VHM6|A0A8B8VHM6_BALMU
OG0014290	sp|Q9JHE3|ASAH2_MOUSE	tr|A0A8B8VJP7|A0A8B8VJP7_BALMU
OG0014291	sp|Q8BTZ5|ANR46_MOUSE	tr|A0A8B8VNK1|A0A8B8VNK1_BALMU
OG0014292	sp|Q99J56|DERL1_MOUSE	tr|A0A8B8VPH5|A0A8B8VPH5_BALMU
OG0014293	sp|Q8BX90|FND3A_MOUSE	tr|A0A8B8VRM7|A0A8B8VRM7_BALMU
OG0014294	sp|Q69ZH9|RHG23_MOUSE	tr|A0A8B8W665|A0A8B8W665_BALMU
OG0014295	sp|Q8C0R7|ZMY15_MOUSE	tr|A0A8B8W8X7|A0A8B8W8X7_BALMU
OG0014296	sp|O88816|SNAT_MOUSE	tr|A0A8B8W9W6|A0A8B8W9W6_BALMU
OG0014297	sp|Q60718|ADAM2_MOUSE	tr|A0A8B8WEE0|A0A8B8WEE0_BALMU
OG0014298	sp|Q9CZB6|MED7_MOUSE	tr|A0A8B8X268|A0A8B8X268_BALMU
OG0014299	sp|P97329|KI20A_MOUSE	tr|A0A8B8X5D1|A0A8B8X5D1_BALMU
OG0014300	sp|O35310|HS3S1_MOUSE	tr|A0A8B8XE57|A0A8B8XE57_BALMU
OG0014301	sp|Q0P5X5|ZBBX_MOUSE	tr|A0A8B8XFR4|A0A8B8XFR4_BALMU
OG0014302	sp|A2AED3|FNDC7_MOUSE	tr|A0A8B8XJJ7|A0A8B8XJJ7_BALMU
OG0014303	sp|B1AXP6|TOM5_MOUSE	tr|A0A8B8XL03|A0A8B8XL03_BALMU
OG0014304	sp|Q80VA0|GALT7_MOUSE	tr|A0A8B8XLD3|A0A8B8XLD3_BALMU
OG0014305	sp|P21855|CD72_MOUSE	tr|A0A8B8XRF7|A0A8B8XRF7_BALMU
OG0014306	sp|Q6IUP1|SOLH1_MOUSE	tr|A0A8B8XRP8|A0A8B8XRP8_BALMU
OG0014307	sp|O70460|CCL19_MOUSE	tr|A0A8B8XSE0|A0A8B8XSE0_BALMU
OG0014308	sp|Q9QZ59|DMRT1_MOUSE	tr|A0A8B8XWB5|A0A8B8XWB5_BALMU
OG0014309	sp|P33622|APOC3_MOUSE	tr|A0A8B8XZS0|A0A8B8XZS0_BALMU
OG0014310	sp|Q9CZX5|PINX1_MOUSE	tr|A0A8B8XZT8|A0A8B8XZT8_BALMU
OG0014311	sp|G5E869|ZN142_MOUSE	tr|A0A8B8Y027|A0A8B8Y027_BALMU
OG0014312	sp|Q8C013|TPBGL_MOUSE	tr|A0A8B8Y1D3|A0A8B8Y1D3_BALMU
OG0014313	sp|Q711T7|NADE_MOUSE	tr|A0A8B8Y2W1|A0A8B8Y2W1_BALMU
OG0014314	sp|Q9CUX1|P52K_MOUSE	tr|A0A8B8Y427|A0A8B8Y427_BALMU
OG0014315	sp|Q9D806|VSTM5_MOUSE	tr|A0A8B8Y470|A0A8B8Y470_BALMU
OG0014316	sp|Q99KP6|PRP19_MOUSE	tr|A0A8B8Y6X0|A0A8B8Y6X0_BALMU
OG0014317	sp|Q8VDV3|R3GEF_MOUSE	tr|A0A8B8Y9G1|A0A8B8Y9G1_BALMU
OG0014318	sp|P22682|CBL_MOUSE	tr|A0A8B8Y9K9|A0A8B8Y9K9_BALMU
OG0014319	sp|O55100|SNG1_MOUSE	tr|A0A8B8YHU8|A0A8B8YHU8_BALMU
OG0014320	sp|Q5NCI0|URGCP_MOUSE	tr|A0A8B8YIR5|A0A8B8YIR5_BALMU
OG0014321	sp|Q7TNV0|DEK_MOUSE	tr|A0A8B8YPN3|A0A8B8YPN3_BALMU
OG0014322	sp|Q9JIP3|I17RB_MOUSE	tr|A0A8B8YR25|A0A8B8YR25_BALMU
OG0014323	sp|Q8CAF4|NHSL1_MOUSE	tr|A0A8B8Z0R4|A0A8B8Z0R4_BALMU
OG0014324	sp|Q03963|E2AK2_MOUSE	tr|A0A8B8Z5W5|A0A8B8Z5W5_BALMU
OG0014325	sp|O88587|COMT_MOUSE	tr|A0A8B8ZEZ0|A0A8B8ZEZ0_BALMU
OG0014326	sp|Q6ZWY3|RS27L_MOUSE	tr|A0A8C0C6Q5|A0A8C0C6Q5_BALMU
OG0014327	sp|Q9D2H2|KAD7_MOUSE	tr|A0A8C0CDP0|A0A8C0CDP0_BALMU
OG0014328	sp|Q9DAI4|ZBT43_MOUSE	tr|A0A8C0CGZ7|A0A8C0CGZ7_BALMU
OG0014329	sp|Q61168|LAPM5_MOUSE	tr|A0A8C0CHR7|A0A8C0CHR7_BALMU
OG0014330	sp|O54851|CXD2_MOUSE	tr|A0A8C0CMZ4|A0A8C0CMZ4_BALMU
OG0014331	sp|Q8CHT3|INT5_MOUSE	tr|A0A8C0CVS3|A0A8C0CVS3_BALMU
OG0014332	sp|Q8BHA3|DTD2_MOUSE	tr|A0A8C0DAF2|A0A8C0DAF2_BALMU
OG0014333	sp|Q9CX47|XRCC2_MOUSE	tr|A0A8C0DAF7|A0A8C0DAF7_BALMU
OG0014334	sp|P35455|NEU2_MOUSE	tr|A0A8C0DG21|A0A8C0DG21_BALMU
OG0014335	sp|Q9D787|PPIL2_MOUSE	tr|A0A8C0DHT0|A0A8C0DHT0_BALMU
OG0014336	sp|P97432|NBR1_MOUSE	tr|A0A8C0DIM6|A0A8C0DIM6_BALMU
OG0014337	sp|P47873|IL11_MOUSE	tr|A0A8C0DK26|A0A8C0DK26_BALMU
OG0014338	sp|Q64514|TPP2_MOUSE	tr|A0A8C0DL21|A0A8C0DL21_BALMU
OG0014339	sp|Q8BNX1|CLC4G_MOUSE	tr|A0A8C0HSH5|A0A8C0HSH5_BALMU
OG0014340	sp|P81068|IRX1_MOUSE	tr|A0A8C0I2F1|A0A8C0I2F1_BALMU
OG0014341	sp|O55111|DSG2_MOUSE	tr|A0A8B8V432|A0A8B8V432_BALMU
OG0014342	sp|Q3UZY0|SFI1_MOUSE	tr|A0A8B8V4E3|A0A8B8V4E3_BALMU
OG0014343	sp|Q9JI70|MKKS_MOUSE	tr|A0A8B8VC29|A0A8B8VC29_BALMU
OG0014344	sp|O35074|PTGIS_MOUSE	tr|A0A8B8VCG0|A0A8B8VCG0_BALMU
OG0014345	tr|Q30KP0|Q30KP0_MOUSE	tr|A0A8B8VEK4|A0A8B8VEK4_BALMU
OG0014346	sp|O89113|IER5_MOUSE	tr|A0A8B8VFI6|A0A8B8VFI6_BALMU
OG0014347	sp|Q99KK1|REEP3_MOUSE	tr|A0A8B8VLL6|A0A8B8VLL6_BALMU
OG0014348	tr|Q3TFZ4|Q3TFZ4_MOUSE	tr|A0A8B8VNG1|A0A8B8VNG1_BALMU
OG0014349	sp|Q8BI69|ZN784_MOUSE	tr|A0A8B8VTP6|A0A8B8VTP6_BALMU
OG0014350	sp|Q8R464|CADM4_MOUSE	tr|A0A8B8VTQ4|A0A8B8VTQ4_BALMU
OG0014351	sp|Q9JJS6|BCDO1_MOUSE	tr|A0A8B8VY42|A0A8B8VY42_BALMU
OG0014352	sp|P48024|EIF1_MOUSE	tr|A0A8B8W8S3|A0A8B8W8S3_BALMU
OG0014353	sp|Q99LM2|CK5P3_MOUSE	tr|A0A8B8WA82|A0A8B8WA82_BALMU
OG0014354	sp|Q8BSN5|PHF23_MOUSE	tr|A0A8B8WAF3|A0A8B8WAF3_BALMU
OG0014355	sp|Q922R0|PRKX_MOUSE	tr|A0A8B8WEI6|A0A8B8WEI6_BALMU
OG0014356	sp|Q91WQ9|CALL4_MOUSE	tr|A0A8B8WKS5|A0A8B8WKS5_BALMU
OG0014357	tr|G3UYU0|G3UYU0_MOUSE	tr|A0A8B8WMG4|A0A8B8WMG4_BALMU
OG0014358	sp|Q8BHZ4|ZN592_MOUSE	tr|A0A8B8WN23|A0A8B8WN23_BALMU
OG0014359	sp|Q9QUM9|PSA6_MOUSE	tr|A0A8B8WPA7|A0A8B8WPA7_BALMU
OG0014360	sp|D3YV92|GAR2_MOUSE	tr|A0A8B8WRU3|A0A8B8WRU3_BALMU
OG0014361	sp|Q8BI22|CE128_MOUSE	tr|A0A8B8WUA2|A0A8B8WUA2_BALMU
OG0014362	sp|P54071|IDHP_MOUSE	tr|A0A8B8WUI4|A0A8B8WUI4_BALMU
OG0014363	sp|O88939|ZBT7A_MOUSE	tr|A0A8B8WWM7|A0A8B8WWM7_BALMU
OG0014364	sp|Q60611|SATB1_MOUSE	tr|A0A8B8X9D4|A0A8B8X9D4_BALMU
OG0014365	sp|Q91ZD6|EAF2_MOUSE	tr|A0A8B8XAP5|A0A8B8XAP5_BALMU
OG0014366	sp|Q5UBV8|TNF15_MOUSE	tr|A0A8B8XQY5|A0A8B8XQY5_BALMU
OG0014367	sp|Q9Z1S8|GAB2_MOUSE	tr|A0A8B8Y0P1|A0A8B8Y0P1_BALMU
OG0014368	sp|Q00175|PRGR_MOUSE	tr|A0A8B8Y6P3|A0A8B8Y6P3_BALMU
OG0014369	sp|Q9WUX5|IRAG1_MOUSE	tr|A0A8B8Y7B9|A0A8B8Y7B9_BALMU
OG0014370	sp|O55131|SEPT7_MOUSE	tr|A0A8B8Y990|A0A8B8Y990_BALMU
OG0014371	sp|Q9DCT2|NDUS3_MOUSE	tr|A0A8B8YC75|A0A8B8YC75_BALMU
OG0014372	sp|Q9D2C2|SAAL1_MOUSE	tr|A0A8B8YE32|A0A8B8YE32_BALMU
OG0014373	sp|Q91WW7|PLPL3_MOUSE	tr|A0A8B8YI92|A0A8B8YI92_BALMU
OG0014374	sp|Q61880|DMC1_MOUSE	tr|A0A8B8YJS9|A0A8B8YJS9_BALMU
OG0014375	sp|P56477|IRF5_MOUSE	tr|A0A8B8YKC2|A0A8B8YKC2_BALMU
OG0014376	sp|Q99MU1|TPRA1_MOUSE	tr|A0A8B8YQB0|A0A8B8YQB0_BALMU
OG0014377	tr|Q9EQY5|Q9EQY5_MOUSE	tr|A0A8B8YU57|A0A8B8YU57_BALMU
OG0014378	sp|Q9WTT4|VATG2_MOUSE	tr|A0A8B8YUD7|A0A8B8YUD7_BALMU
OG0014379	sp|Q7M6Y2|SOX11_MOUSE	tr|A0A8B8Z419|A0A8B8Z419_BALMU
OG0014380	sp|Q8VE94|F110C_MOUSE	tr|A0A8B8Z557|A0A8B8Z557_BALMU
OG0014381	sp|Q8BT35|MTLN_MOUSE	tr|A0A8B8Z5C9|A0A8B8Z5C9_BALMU
OG0014382	sp|Q8VEK0|CC50A_MOUSE	tr|A0A8B8Z6B3|A0A8B8Z6B3_BALMU
OG0014383	sp|Q3TZX8|NOL9_MOUSE	tr|A0A8B8Z6Q3|A0A8B8Z6Q3_BALMU
OG0014384	sp|Q9D0F3|LMAN1_MOUSE	tr|A0A8B8ZCA6|A0A8B8ZCA6_BALMU
OG0014385	sp|Q8K0S0|PHYIP_MOUSE	tr|A0A8C0CDK6|A0A8C0CDK6_BALMU
OG0014386	sp|Q3TPR7|T184C_MOUSE	tr|A0A8C0CG64|A0A8C0CG64_BALMU
OG0014387	sp|P57784|RU2A_MOUSE	tr|A0A8C0CPE7|A0A8C0CPE7_BALMU
OG0014388	sp|P62075|TIM13_MOUSE	tr|A0A8C0D010|A0A8C0D010_BALMU
OG0014389	sp|Q6YND2|ZN653_MOUSE	tr|A0A8C0D0L3|A0A8C0D0L3_BALMU
OG0014390	sp|Q8VCL5|S17A9_MOUSE	tr|A0A8C0D2Z8|A0A8C0D2Z8_BALMU
OG0014391	sp|Q80X80|C2C2L_MOUSE	tr|A0A8C0D5Z4|A0A8C0D5Z4_BALMU
OG0014392	sp|P25976|UBF1_MOUSE	tr|A0A8C0DI86|A0A8C0DI86_BALMU
OG0014393	sp|Q8K1T5|LY65C_MOUSE	tr|A0A8C0DJ48|A0A8C0DJ48_BALMU
OG0014394	sp|Q3UV55|NR1D1_MOUSE	tr|A0A8C0DK16|A0A8C0DK16_BALMU
OG0014395	sp|Q91VX5|NXPH3_MOUSE	tr|A0A8C0DK46|A0A8C0DK46_BALMU
OG0014396	sp|Q9QYC7|VKGC_MOUSE	tr|A0A8C0DQ17|A0A8C0DQ17_BALMU
OG0014397	sp|P63044|VAMP2_MOUSE	tr|A0A8C0DS63|A0A8C0DS63_BALMU
OG0014398	sp|Q8BTW3|EXOS6_MOUSE	tr|A0A8C0DSB4|A0A8C0DSB4_BALMU
OG0014399	sp|Q91XF4|RN167_MOUSE	tr|A0A8C0DVE2|A0A8C0DVE2_BALMU
OG0014400	sp|P16675|PPGB_MOUSE	tr|A0A8C0E3I8|A0A8C0E3I8_BALMU
OG0014401	sp|Q3UUD2|SPRY3_MOUSE	tr|A0A8C0E586|A0A8C0E586_BALMU
OG0014402	sp|O55128|SAP18_MOUSE	tr|A0A8C0E8M8|A0A8C0E8M8_BALMU
OG0014403	sp|Q8K183|PDXK_MOUSE	tr|A0A8C0HX72|A0A8C0HX72_BALMU
OG0014404	sp|Q07763|CD244_MOUSE	tr|A0A8B8V359|A0A8B8V359_BALMU
OG0014405	sp|Q80X53|CC116_MOUSE	tr|A0A8B8V505|A0A8B8V505_BALMU
OG0014406	sp|Q8C015|PAK5_MOUSE	tr|A0A8B8V613|A0A8B8V613_BALMU
OG0014407	sp|Q80YV3|TRRAP_MOUSE	tr|A0A8B8V628|A0A8B8V628_BALMU
OG0014408	sp|P58137|ACOT8_MOUSE	tr|A0A8B8VD70|A0A8B8VD70_BALMU
OG0014409	sp|Q8BID6|ZBT46_MOUSE	tr|A0A8B8VDF9|A0A8B8VDF9_BALMU
OG0014410	sp|Q56A04|EME2_MOUSE	tr|A0A8B8VE06|A0A8B8VE06_BALMU
OG0014411	sp|Q91WC7|NPAL2_MOUSE	tr|A0A8B8VMI2|A0A8B8VMI2_BALMU
OG0014412	sp|Q8BGG0|ZNT8_MOUSE	tr|A0A8B8VNZ8|A0A8B8VNZ8_BALMU
OG0014413	sp|Q64705|USF2_MOUSE	tr|A0A8B8VWP0|A0A8B8VWP0_BALMU
OG0014414	sp|P30993|C5AR1_MOUSE	tr|A0A8B8VYQ8|A0A8B8VYQ8_BALMU
OG0014415	sp|Q9CRB3|HIUH_MOUSE	tr|A0A8B8VZT2|A0A8B8VZT2_BALMU
OG0014416	sp|Q8BKJ9|SIR7_MOUSE	tr|A0A8B8W4A3|A0A8B8W4A3_BALMU
OG0014417	sp|Q8K2B0|SC65_MOUSE	tr|A0A8B8WAR1|A0A8B8WAR1_BALMU
OG0014418	sp|Q9CQ74|LERL1_MOUSE	tr|A0A8B8WCE5|A0A8B8WCE5_BALMU
OG0014419	sp|Q9D2Y6|FBX25_MOUSE	tr|A0A8B8WD20|A0A8B8WD20_BALMU
OG0014420	sp|O88786|I13R2_MOUSE	tr|A0A8B8WG52|A0A8B8WG52_BALMU
OG0014421	sp|P97393|RHG05_MOUSE	tr|A0A8B8WJV3|A0A8B8WJV3_BALMU
OG0014422	sp|Q921V5|MGAT2_MOUSE	tr|A0A8B8WLH3|A0A8B8WLH3_BALMU
OG0014423	sp|P70429|EVL_MOUSE	tr|A0A8B8WND3|A0A8B8WND3_BALMU
OG0014424	sp|Q80TI1|PKHH1_MOUSE	tr|A0A8B8WNV2|A0A8B8WNV2_BALMU
OG0014425	tr|D3Z6A3|D3Z6A3_MOUSE	tr|A0A8B8WPH5|A0A8B8WPH5_BALMU
OG0014426	sp|P0C5J4|GPR52_MOUSE	tr|A0A8B8WTN2|A0A8B8WTN2_BALMU
OG0014427	sp|Q70KF4|CMYA5_MOUSE	tr|A0A8B8WXI8|A0A8B8WXI8_BALMU
OG0014428	sp|Q925D8|TS1R3_MOUSE	tr|A0A8B8X6H1|A0A8B8X6H1_BALMU
OG0014429	sp|Q3TRM8|HXK3_MOUSE	tr|A0A8B8X6J5|A0A8B8X6J5_BALMU
OG0014430	sp|Q9D3I6|KRA71_MOUSE	tr|A0A8B8X7B7|A0A8B8X7B7_BALMU
OG0014431	sp|Q9D7N2|KR261_MOUSE	tr|A0A8B8X7Q5|A0A8B8X7Q5_BALMU
OG0014432	sp|P56183|RRP1_MOUSE	tr|A0A8B8XCR1|A0A8B8XCR1_BALMU
OG0014433	tr|J3QQ27|J3QQ27_MOUSE	tr|A0A8B8XD07|A0A8B8XD07_BALMU
OG0014434	sp|Q9JHI7|EXOS9_MOUSE	tr|A0A8B8XF37|A0A8B8XF37_BALMU
OG0014435	sp|Q9D159|MRAP_MOUSE	tr|A0A8B8XGH6|A0A8B8XGH6_BALMU
OG0014436	tr|A0A0G2JEB7|A0A0G2JEB7_MOUSE	tr|A0A8B8XID9|A0A8B8XID9_BALMU
OG0014437	sp|Q8CA03|TSCOT_MOUSE	tr|A0A8B8XRG0|A0A8B8XRG0_BALMU
OG0014438	sp|Q3UZ39|LRRF1_MOUSE	tr|A0A8B8XVU9|A0A8B8XVU9_BALMU
OG0014439	sp|P31041|CD28_MOUSE	tr|A0A8B8XWA5|A0A8B8XWA5_BALMU
OG0014440	sp|O54819|TFPI1_MOUSE	tr|A0A8B8XX05|A0A8B8XX05_BALMU
OG0014441	sp|Q3UUQ7|PGAP1_MOUSE	tr|A0A8B8XYS9|A0A8B8XYS9_BALMU
OG0014442	sp|O35711|LIPB2_MOUSE	tr|A0A8B8Y2J4|A0A8B8Y2J4_BALMU
OG0014443	sp|Q9JI33|NET4_MOUSE	tr|A0A8B8YKY4|A0A8B8YKY4_BALMU
OG0014444	sp|Q8R367|RERG_MOUSE	tr|A0A8B8YNF1|A0A8B8YNF1_BALMU
OG0014445	sp|Q8C9X1|SNTAN_MOUSE	tr|A0A8B8YNY6|A0A8B8YNY6_BALMU
OG0014446	sp|P08920|CD2_MOUSE	tr|A0A8B8YPT8|A0A8B8YPT8_BALMU
OG0014447	sp|P46694|IEX1_MOUSE	tr|A0A8B8YQQ9|A0A8B8YQQ9_BALMU
OG0014448	tr|A0A2I3BR81|A0A2I3BR81_MOUSE	tr|A0A8B8YUF5|A0A8B8YUF5_BALMU
OG0014449	sp|Q9CZ13|QCR1_MOUSE	tr|A0A8B8YWM9|A0A8B8YWM9_BALMU
OG0014450	sp|Q9QYS9|QKI_MOUSE	tr|A0A8B8YWZ6|A0A8B8YWZ6_BALMU
OG0014451	sp|Q61176|ARGI1_MOUSE	tr|A0A8B8YYW1|A0A8B8YYW1_BALMU
OG0014452	sp|Q9CYT6|CAP2_MOUSE	tr|A0A8B8YZ09|A0A8B8YZ09_BALMU
OG0014453	sp|Q8K1E3|DLK2_MOUSE	tr|A0A8B8Z0N8|A0A8B8Z0N8_BALMU
OG0014454	sp|Q91WD5|NDUS2_MOUSE	tr|A0A8B8Z1J7|A0A8B8Z1J7_BALMU
OG0014455	sp|Q61663|TLX2_MOUSE	tr|A0A8B8Z4L3|A0A8B8Z4L3_BALMU
OG0014456	sp|Q9D413|SH2D6_MOUSE	tr|A0A8B8Z573|A0A8B8Z573_BALMU
OG0014457	sp|Q9JL60|GMEB1_MOUSE	tr|A0A8B8Z5N8|A0A8B8Z5N8_BALMU
OG0014458	sp|Q9D708|S10AG_MOUSE	tr|A0A8B8ZAF9|A0A8B8ZAF9_BALMU
OG0014459	sp|A9Z1V5|VW5B1_MOUSE	tr|A0A8B8ZCB1|A0A8B8ZCB1_BALMU
OG0014460	sp|P56395|CYB5_MOUSE	tr|A0A8B8ZDT4|A0A8B8ZDT4_BALMU
OG0014461	sp|Q8BHW9|SLNL1_MOUSE	tr|A0A8B8ZEV0|A0A8B8ZEV0_BALMU
OG0014462	sp|A2AKG8|FOCAD_MOUSE	tr|A0A8C0C2Q2|A0A8C0C2Q2_BALMU
OG0014463	sp|Q8BHK0|PNMA2_MOUSE	tr|A0A8C0C799|A0A8C0C799_BALMU
OG0014464	sp|Q9D6Z0|ALKB7_MOUSE	tr|A0A8C0CBP3|A0A8C0CBP3_BALMU
OG0014465	sp|A2A935|PRD16_MOUSE	tr|A0A8C0CEK0|A0A8C0CEK0_BALMU
OG0014466	sp|Q8VCI5|PEX19_MOUSE	tr|A0A8C0CFM7|A0A8C0CFM7_BALMU
OG0014467	sp|Q3UMU9|HDGR2_MOUSE	tr|A0A8C0CH70|A0A8C0CH70_BALMU
OG0014468	sp|Q61152|PTN18_MOUSE	tr|A0A8C0CPH8|A0A8C0CPH8_BALMU
OG0014469	sp|O70579|PM34_MOUSE	tr|A0A8C0D3K0|A0A8C0D3K0_BALMU
OG0014470	sp|O88745|SCRG1_MOUSE	tr|A0A8C0D9Q0|A0A8C0D9Q0_BALMU
OG0014471	sp|Q8BGC9|CREG2_MOUSE	tr|A0A8C0DFV8|A0A8C0DFV8_BALMU
OG0014472	sp|Q8C042|ENO4_MOUSE	tr|A0A8C0DHP2|A0A8C0DHP2_BALMU
OG0014473	sp|Q9CQE3|RT17_MOUSE	tr|A0A8C0DMI5|A0A8C0DMI5_BALMU
OG0014474	sp|Q99J39|DCMC_MOUSE	tr|A0A8C0DR19|A0A8C0DR19_BALMU
OG0014475	sp|Q8VDL4|ADPGK_MOUSE	tr|A0A8C0DTK1|A0A8C0DTK1_BALMU
OG0014476	sp|P28662|BRI3_MOUSE	tr|A0A8C0I2M5|A0A8C0I2M5_BALMU
OG0014477	sp|P60191|RIMS4_MOUSE	tr|A0A8C0I3U4|A0A8C0I3U4_BALMU
OG0014478	sp|Q9D1P2|KAT8_MOUSE	tr|A0A8B8V5R6|A0A8B8V5R6_BALMU
OG0014479	tr|Q2M4I6|Q2M4I6_MOUSE	tr|A0A8B8V5V7|A0A8B8V5V7_BALMU
OG0014480	sp|P62951|BLCAP_MOUSE	tr|A0A8B8V6J4|A0A8B8V6J4_BALMU
OG0014481	sp|P81069|GABP2_MOUSE	tr|A0A8B8V7V3|A0A8B8V7V3_BALMU
OG0014482	sp|Q78S06|SYS1_MOUSE	tr|A0A8B8V972|A0A8B8V972_BALMU
OG0014483	sp|A2RT67|DEND3_MOUSE	tr|A0A8B8VLR1|A0A8B8VLR1_BALMU
OG0014484	tr|Q3TEE9|Q3TEE9_MOUSE	tr|A0A8B8VPE6|A0A8B8VPE6_BALMU
OG0014485	sp|P55098|PEX2_MOUSE	tr|A0A8B8VPS9|A0A8B8VPS9_BALMU
OG0014486	sp|P14131|RS16_MOUSE	tr|A0A8B8VSX8|A0A8B8VSX8_BALMU
OG0014487	tr|E9PYF4|E9PYF4_MOUSE	tr|A0A8B8VT95|A0A8B8VT95_BALMU
OG0014488	sp|Q2TB02|IKBD_MOUSE	tr|A0A8B8VVD4|A0A8B8VVD4_BALMU
OG0014489	sp|Q3U284|TM231_MOUSE	tr|A0A8B8W150|A0A8B8W150_BALMU
OG0014490	sp|P47774|CCR7_MOUSE	tr|A0A8B8W7R4|A0A8B8W7R4_BALMU
OG0014491	sp|Q8BZ33|TENS4_MOUSE	tr|A0A8B8WA93|A0A8B8WA93_BALMU
OG0014492	sp|Q9QZD8|DIC_MOUSE	tr|A0A8B8WAQ9|A0A8B8WAQ9_BALMU
OG0014493	sp|Q60803|TRAF3_MOUSE	tr|A0A8B8WNR0|A0A8B8WNR0_BALMU
OG0014494	sp|Q9EPQ2|RPGR1_MOUSE	tr|A0A8B8WTA1|A0A8B8WTA1_BALMU
OG0014495	sp|Q8R5L3|VPS39_MOUSE	tr|A0A8B8WUV1|A0A8B8WUV1_BALMU
OG0014496	sp|Q1WG82|ZGLP1_MOUSE	tr|A0A8B8X191|A0A8B8X191_BALMU
OG0014497	sp|Q9EPE9|AT131_MOUSE	tr|A0A8B8X2I1|A0A8B8X2I1_BALMU
OG0014498	sp|Q8BZI0|AF1L1_MOUSE	tr|A0A8B8X512|A0A8B8X512_BALMU
OG0014499	sp|O08633|KRA81_MOUSE	tr|A0A8B8X708|A0A8B8X708_BALMU
OG0014500	sp|Q1HKZ5|M3K13_MOUSE	tr|A0A8B8X9C5|A0A8B8X9C5_BALMU
OG0014501	sp|B2RPY5|GP161_MOUSE	tr|A0A8B8XGK8|A0A8B8XGK8_BALMU
OG0014502	sp|Q9QXK8|NMU_MOUSE	tr|A0A8B8XJP2|A0A8B8XJP2_BALMU
OG0014503	sp|P56380|AP4A_MOUSE	tr|A0A8B8XKE8|A0A8B8XKE8_BALMU
OG0014504	sp|Q09324|GCNT1_MOUSE	tr|A0A8B8XLA6|A0A8B8XLA6_BALMU
OG0014505	tr|A0A571BES4|A0A571BES4_MOUSE	tr|A0A8B8XNA0|A0A8B8XNA0_BALMU
OG0014506	sp|Q80SU6|NPT2C_MOUSE	tr|A0A8B8XPS3|A0A8B8XPS3_BALMU
OG0014507	sp|Q8BYY4|TT39B_MOUSE	tr|A0A8B8XS78|A0A8B8XS78_BALMU
OG0014508	sp|Q9CZP5|BCS1_MOUSE	tr|A0A8B8XSI0|A0A8B8XSI0_BALMU
OG0014509	sp|Q3UB74|TBRG1_MOUSE	tr|A0A8B8Y2K7|A0A8B8Y2K7_BALMU
OG0014510	sp|Q9D8P4|RM17_MOUSE	tr|A0A8B8Y7L2|A0A8B8Y7L2_BALMU
OG0014511	sp|Q6VVW9|CP2R1_MOUSE	tr|A0A8B8Y7W7|A0A8B8Y7W7_BALMU
OG0014512	sp|P30561|AHR_MOUSE	tr|A0A8B8YB36|A0A8B8YB36_BALMU
OG0014513	sp|P50580|PA2G4_MOUSE	tr|A0A8B8YEL0|A0A8B8YEL0_BALMU
OG0014514	sp|Q80U95|UBE3C_MOUSE	tr|A0A8B8YET6|A0A8B8YET6_BALMU
OG0014515	sp|P05125|ANF_MOUSE	tr|A0A8B8YNV5|A0A8B8YNV5_BALMU
OG0014516	sp|E9Q7E2|ARID2_MOUSE	tr|A0A8B8YPX9|A0A8B8YPX9_BALMU
