Orthogroup	Mus_musculus	Suricata_suricatta
OG0013344	sp|Q9JHH2|TSN32_MOUSE	tr|A0A673TYA5|A0A673TYA5_SURSU
OG0013345	sp|Q9JHS9|CWC15_MOUSE	tr|A0A673TQQ5|A0A673TQQ5_SURSU
OG0013346	sp|Q9JID9|SH2B2_MOUSE	tr|A0A673V7J4|A0A673V7J4_SURSU
OG0013347	sp|Q9JK88|SPI2_MOUSE	tr|A0A673U8Q6|A0A673U8Q6_SURSU
OG0013348	sp|Q9QUK3|CLN8_MOUSE	tr|A0A673SJN0|A0A673SJN0_SURSU
OG0013349	sp|Q9R112|SQOR_MOUSE	tr|A0A673TLE1|A0A673TLE1_SURSU
OG0013350	sp|Q9Z0L1|S1PR4_MOUSE	tr|A0A673UAW3|A0A673UAW3_SURSU
OG0013351	sp|A2AE42|C56D1_MOUSE	tr|A0A673TKB7|A0A673TKB7_SURSU
OG0013352	tr|B1ASA5|B1ASA5_MOUSE	tr|A0A673TGY4|A0A673TGY4_SURSU
OG0013353	sp|B9EJI9|T229A_MOUSE	tr|A0A673UQ03|A0A673UQ03_SURSU
OG0013354	tr|E9PUN7|E9PUN7_MOUSE	tr|A0A673U6S4|A0A673U6S4_SURSU
OG0013355	tr|E9Q848|E9Q848_MOUSE	tr|A0A673TSY4|A0A673TSY4_SURSU
OG0013356	tr|F8VPN4|F8VPN4_MOUSE	tr|A0A673UYB7|A0A673UYB7_SURSU
OG0013357	sp|O55070|DNSL3_MOUSE	tr|A0A673VRH3|A0A673VRH3_SURSU
OG0013358	sp|O70302|CIDEA_MOUSE	tr|A0A673VRT1|A0A673VRT1_SURSU
OG0013359	sp|P0DW87|ZTRF1_MOUSE	tr|A0A673VGU3|A0A673VGU3_SURSU
OG0013360	sp|P19091|ANDR_MOUSE	tr|A0A673V973|A0A673V973_SURSU
OG0013361	sp|P22005|PENK_MOUSE	tr|A0A673VQI4|A0A673VQI4_SURSU
OG0013362	sp|P33622|APOC3_MOUSE	tr|A0A673V882|A0A673V882_SURSU
OG0013363	sp|P40753|ANFB_MOUSE	tr|A0A673U3Y4|A0A673U3Y4_SURSU
OG0013364	sp|P43247|MSH2_MOUSE	tr|A0A673SVE6|A0A673SVE6_SURSU
OG0013365	sp|P46662|MERL_MOUSE	tr|A0A673TWI3|A0A673TWI3_SURSU
OG0013366	sp|P49891|ST1E1_MOUSE	tr|A0A673SVB5|A0A673SVB5_SURSU
OG0013367	sp|P51450|RORG_MOUSE	tr|A0A673TY57|A0A673TY57_SURSU
OG0013368	sp|P61208|ARL4C_MOUSE	tr|A0A673U346|A0A673U346_SURSU
OG0013369	sp|P97481|EPAS1_MOUSE	tr|A0A673SVU7|A0A673SVU7_SURSU
OG0013370	sp|Q05A56|HYAL4_MOUSE	tr|A0A673UMH1|A0A673UMH1_SURSU
OG0013371	sp|Q32P12|HROB_MOUSE	tr|A0A673V4S5|A0A673V4S5_SURSU
OG0013372	sp|Q3U182|CRTC2_MOUSE	tr|A0A673TQD3|A0A673TQD3_SURSU
OG0013373	sp|Q3U4I7|PYRD2_MOUSE	tr|A0A673U4I9|A0A673U4I9_SURSU
OG0013374	sp|Q3UR85|MYRF_MOUSE	tr|A0A673TND6|A0A673TND6_SURSU
OG0013375	sp|Q3V3A7|RN207_MOUSE	tr|A0A673TPL8|A0A673TPL8_SURSU
OG0013376	sp|Q5UAK0|MIER1_MOUSE	tr|A0A673USS0|A0A673USS0_SURSU
OG0013377	sp|Q61176|ARGI1_MOUSE	tr|A0A673TPU0|A0A673TPU0_SURSU
OG0013378	sp|Q64442|DHSO_MOUSE	tr|A0A673T4G4|A0A673T4G4_SURSU
OG0013379	sp|Q6ZWM4|LSM8_MOUSE	tr|A0A673V6C1|A0A673V6C1_SURSU
OG0013380	sp|Q7TSG3|FBX5_MOUSE	tr|A0A673T9T5|A0A673T9T5_SURSU
OG0013381	sp|Q80TN5|ZDH17_MOUSE	tr|A0A673UIC0|A0A673UIC0_SURSU
OG0013382	sp|Q80UP5|AN13A_MOUSE	tr|A0A673UYB0|A0A673UYB0_SURSU
OG0013383	sp|Q80X41|VRK1_MOUSE	tr|A0A673TT91|A0A673TT91_SURSU
OG0013384	sp|Q8BFZ1|TECRL_MOUSE	tr|A0A673T601|A0A673T601_SURSU
OG0013385	sp|Q8BIG7|CMTD1_MOUSE	tr|A0A673UZA2|A0A673UZA2_SURSU
OG0013386	sp|Q8BPG6|SUMF2_MOUSE	tr|A0A673V3D3|A0A673V3D3_SURSU
OG0013387	tr|Q8BVY4|Q8BVY4_MOUSE	tr|A0A673TAW3|A0A673TAW3_SURSU
OG0013388	sp|Q8C1A3|MTRR_MOUSE	tr|A0A673T2G6|A0A673T2G6_SURSU
OG0013389	sp|Q8C522|ENDD1_MOUSE	tr|A0A673TS55|A0A673TS55_SURSU
OG0013390	sp|Q8C5S7|REC8_MOUSE	tr|A0A673UT85|A0A673UT85_SURSU
OG0013391	sp|Q8C5V5|WDR27_MOUSE	tr|A0A673U3S4|A0A673U3S4_SURSU
OG0013392	tr|Q8CFU0|Q8CFU0_MOUSE	tr|A0A673UM35|A0A673UM35_SURSU
OG0013393	sp|Q8CIG8|ANM5_MOUSE	tr|A0A673TDS4|A0A673TDS4_SURSU
OG0013394	sp|Q8K1K4|CENPI_MOUSE	tr|A0A673U3N4|A0A673U3N4_SURSU
OG0013395	sp|Q8K480|MFRP_MOUSE	tr|A0A673TIL0|A0A673TIL0_SURSU
OG0013396	sp|Q8R0F5|RBMX2_MOUSE	tr|A0A673UTR5|A0A673UTR5_SURSU
OG0013397	sp|Q8R2K7|SNPC5_MOUSE	tr|A0A673V4L7|A0A673V4L7_SURSU
OG0013398	sp|Q91V12|BACH_MOUSE	tr|A0A673TMV8|A0A673TMV8_SURSU
OG0013399	sp|Q91W45|PAI2B_MOUSE	tr|A0A673T4D4|A0A673T4D4_SURSU
OG0013400	sp|Q920G9|GMCL1_MOUSE	tr|A0A673T2A9|A0A673T2A9_SURSU
OG0013401	sp|Q99JR8|SMRD2_MOUSE	tr|A0A673VSZ0|A0A673VSZ0_SURSU
OG0013402	sp|Q99KW9|TIP_MOUSE	tr|A0A673VHB1|A0A673VHB1_SURSU
OG0013403	sp|Q9CPU0|LGUL_MOUSE	tr|A0A673T7B3|A0A673T7B3_SURSU
OG0013404	sp|Q9CR33|MANS1_MOUSE	tr|A0A673TWV1|A0A673TWV1_SURSU
OG0013405	sp|Q9CZ04|CSN7A_MOUSE	tr|A0A673UAB8|A0A673UAB8_SURSU
OG0013406	sp|Q9D051|ODPB_MOUSE	tr|A0A673VRV6|A0A673VRV6_SURSU
OG0013407	sp|Q9D2L1|ARSK_MOUSE	tr|A0A673SZR1|A0A673SZR1_SURSU
OG0013408	sp|Q9D6X6|PRS23_MOUSE	tr|A0A673UN44|A0A673UN44_SURSU
OG0013409	sp|Q9D8I1|MZB1_MOUSE	tr|A0A673T310|A0A673T310_SURSU
OG0013410	sp|Q9JL89|NINJ2_MOUSE	tr|A0A673UW34|A0A673UW34_SURSU
OG0013411	sp|Q9QXT1|DAPP1_MOUSE	tr|A0A673TKM7|A0A673TKM7_SURSU
OG0013412	sp|Q9Z0H1|WDR46_MOUSE	tr|A0A673UA90|A0A673UA90_SURSU
OG0013413	tr|A2A472|A2A472_MOUSE	tr|A0A673U4N7|A0A673U4N7_SURSU
OG0013414	tr|A2A9K7|A2A9K7_MOUSE	tr|A0A673UQZ8|A0A673UQZ8_SURSU
OG0013415	sp|A2AED3|FNDC7_MOUSE	tr|A0A673TW54|A0A673TW54_SURSU
OG0013416	sp|A3KGF9|CCD9B_MOUSE	tr|A0A673TPF0|A0A673TPF0_SURSU
OG0013417	tr|A6PWY0|A6PWY0_MOUSE	tr|A0A673TS37|A0A673TS37_SURSU
OG0013418	tr|B3GLJ5|B3GLJ5_MOUSE	tr|A0A673UHR2|A0A673UHR2_SURSU
OG0013419	tr|F8VPP8|F8VPP8_MOUSE	tr|A0A673V699|A0A673V699_SURSU
OG0013420	sp|G5E8F4|FPGT_MOUSE	tr|A0A673U3F9|A0A673U3F9_SURSU
OG0013421	sp|O35739|KLF9_MOUSE	tr|A0A673UI08|A0A673UI08_SURSU
OG0013422	sp|O88856|TPST2_MOUSE	tr|A0A673T6E6|A0A673T6E6_SURSU
OG0013423	sp|O89091|KLF10_MOUSE	tr|A0A673UCU2|A0A673UCU2_SURSU
OG0013424	sp|P08775|RPB1_MOUSE	tr|A0A673ULM5|A0A673ULM5_SURSU
OG0013425	sp|P15209|NTRK2_MOUSE	tr|A0A673U3D5|A0A673U3D5_SURSU
OG0013426	sp|P25119|TNR1B_MOUSE	tr|A0A673TUA6|A0A673TUA6_SURSU
OG0013427	sp|P28798|GRN_MOUSE	tr|A0A673V7N6|A0A673V7N6_SURSU
OG0013428	sp|P54254|ATX1_MOUSE	tr|A0A673TRU4|A0A673TRU4_SURSU
OG0013429	sp|P97390|VPS45_MOUSE	tr|A0A673TDC8|A0A673TDC8_SURSU
OG0013430	sp|P97463|NRTN_MOUSE	tr|A0A673TGC6|A0A673TGC6_SURSU
OG0013431	sp|P97783|AF1Q_MOUSE	tr|A0A673T5Y5|A0A673T5Y5_SURSU
OG0013432	sp|Q00196|PO2F2_MOUSE	tr|A0A673VT55|A0A673VT55_SURSU
OG0013433	sp|Q04519|ASM_MOUSE	tr|A0A673UAI3|A0A673UAI3_SURSU
OG0013434	sp|Q06507|ATF4_MOUSE	tr|A0A673UHB7|A0A673UHB7_SURSU
OG0013435	sp|Q0VG18|SIM24_MOUSE	tr|A0A673UFH0|A0A673UFH0_SURSU
OG0013436	sp|Q3U0J8|TBD2B_MOUSE	tr|A0A673UAV3|A0A673UAV3_SURSU
OG0013437	sp|Q3UDP0|WDR41_MOUSE	tr|A0A673URH5|A0A673URH5_SURSU
OG0013438	sp|Q3UIU2|NDUB6_MOUSE	tr|A0A673VH68|A0A673VH68_SURSU
OG0013439	sp|Q3UY90|GAK1A_MOUSE	tr|A0A673TAY3|A0A673TAY3_SURSU
OG0013440	sp|Q499D0|FOXN3_MOUSE	tr|A0A673UYV1|A0A673UYV1_SURSU
OG0013441	sp|Q5HZG9|ZN488_MOUSE	tr|A0A673SLL6|A0A673SLL6_SURSU
OG0013442	tr|Q5NCD0|Q5NCD0_MOUSE	tr|A0A673TVE4|A0A673TVE4_SURSU
OG0013443	sp|Q61016|GBG7_MOUSE	tr|A0A673U4Q9|A0A673U4Q9_SURSU
OG0013444	sp|Q61092|LAMC2_MOUSE	tr|A0A673UEE7|A0A673UEE7_SURSU
OG0013445	sp|Q61578|ADRO_MOUSE	tr|A0A673V9A0|A0A673V9A0_SURSU
OG0013446	sp|Q61937|NPM_MOUSE	tr|A0A673U5P4|A0A673U5P4_SURSU
OG0013447	sp|Q6TCG8|PAQR3_MOUSE	tr|A0A673V7U9|A0A673V7U9_SURSU
OG0013448	sp|Q6ZWU9|RS27_MOUSE	tr|A0A673TAZ5|A0A673TAZ5_SURSU
OG0013449	tr|Q7TNL9|Q7TNL9_MOUSE	tr|A0A673UMJ6|A0A673UMJ6_SURSU
OG0013450	sp|Q7TQ07|DPOLN_MOUSE	tr|A0A673TV82|A0A673TV82_SURSU
OG0013451	sp|Q80UF7|TCAM1_MOUSE	tr|A0A673UMD3|A0A673UMD3_SURSU
OG0013452	sp|Q80W15|IBPL1_MOUSE	tr|A0A673V434|A0A673V434_SURSU
OG0013453	sp|Q810V0|MPP10_MOUSE	tr|A0A673UL54|A0A673UL54_SURSU
OG0013454	sp|Q8BGH4|REEP1_MOUSE	tr|A0A673UMQ0|A0A673UMQ0_SURSU
OG0013455	sp|Q8BLX4|FUCT1_MOUSE	tr|A0A673TVF4|A0A673TVF4_SURSU
OG0013456	sp|Q8BRV5|K1671_MOUSE	tr|A0A673TF21|A0A673TF21_SURSU
OG0013457	sp|Q8BU33|HACL2_MOUSE	tr|A0A673T239|A0A673T239_SURSU
OG0013458	sp|Q8BW49|TTC12_MOUSE	tr|A0A673UPR6|A0A673UPR6_SURSU
OG0013459	sp|Q8BX07|CTDS2_MOUSE	tr|A0A673TEN5|A0A673TEN5_SURSU
OG0013460	sp|Q8BZB3|TM266_MOUSE	tr|A0A673TYN0|A0A673TYN0_SURSU
OG0013461	sp|Q8C627|F221B_MOUSE	tr|A0A673VJ48|A0A673VJ48_SURSU
OG0013462	sp|Q8R404|MIC13_MOUSE	tr|A0A673TED9|A0A673TED9_SURSU
OG0013463	sp|Q8VDN4|CCD92_MOUSE	tr|A0A673VN10|A0A673VN10_SURSU
OG0013464	sp|Q99LM9|TADA1_MOUSE	tr|A0A673UIH6|A0A673UIH6_SURSU
OG0013465	sp|Q99ML2|TNK1_MOUSE	tr|A0A673UEZ2|A0A673UEZ2_SURSU
OG0013466	sp|Q9CPW2|FDX2_MOUSE	tr|A0A673UE32|A0A673UE32_SURSU
OG0013467	sp|Q9D2C7|BI1_MOUSE	tr|A0A673TUF0|A0A673TUF0_SURSU
OG0013468	sp|Q9D5W8|TEX47_MOUSE	tr|A0A673T1U4|A0A673T1U4_SURSU
OG0013469	sp|Q9R0L9|MUC24_MOUSE	tr|A0A673U2S9|A0A673U2S9_SURSU
OG0013470	sp|Q9WV95|PHLA3_MOUSE	tr|A0A673UTP6|A0A673UTP6_SURSU
OG0013471	tr|A0A571BDQ7|A0A571BDQ7_MOUSE	tr|A0A673T3R7|A0A673T3R7_SURSU
OG0013472	sp|A2AHG0|LZTS3_MOUSE	tr|A0A673U8H0|A0A673U8H0_SURSU
OG0013473	sp|A2RSY1|KANL3_MOUSE	tr|A0A673V1Q6|A0A673V1Q6_SURSU
OG0013474	sp|B3GLJ3|PATE3_MOUSE	tr|A0A673U7X6|A0A673U7X6_SURSU
OG0013475	sp|D3YU81|RFX8_MOUSE	tr|A0A673TU91|A0A673TU91_SURSU
OG0013476	sp|E9PV87|TALD3_MOUSE	tr|A0A673U7Z5|A0A673U7Z5_SURSU
OG0013477	sp|O35316|SC6A6_MOUSE	tr|A0A673TYK1|A0A673TYK1_SURSU
OG0013478	sp|O35646|CAN6_MOUSE	tr|A0A673V4W9|A0A673V4W9_SURSU
OG0013479	sp|O88544|CSN4_MOUSE	tr|A0A673UHJ8|A0A673UHJ8_SURSU
OG0013480	sp|P54279|PMS2_MOUSE	tr|A0A673V4Y1|A0A673V4Y1_SURSU
OG0013481	sp|P61168|DRD2_MOUSE	tr|A0A673URF4|A0A673URF4_SURSU
OG0013482	sp|P62743|AP2S1_MOUSE	tr|A0A673UED8|A0A673UED8_SURSU
OG0013483	sp|P70274|SEPP1_MOUSE	tr|A0A673SSJ4|A0A673SSJ4_SURSU
OG0013484	sp|P82350|SGCA_MOUSE	tr|A0A673UCB9|A0A673UCB9_SURSU
OG0013485	sp|P97357|TAF1A_MOUSE	tr|A0A673TNP1|A0A673TNP1_SURSU
OG0013486	sp|Q04683|CXCR5_MOUSE	tr|A0A673VG56|A0A673VG56_SURSU
OG0013487	sp|Q09014|NCF1_MOUSE	tr|A0A673TWY8|A0A673TWY8_SURSU
OG0013488	sp|Q0VGB7|PP4R2_MOUSE	tr|A0A673U3S2|A0A673U3S2_SURSU
OG0013489	sp|Q3TB92|MILR1_MOUSE	tr|A0A673VV34|A0A673VV34_SURSU
OG0013490	sp|Q3TDQ1|STT3B_MOUSE	tr|A0A673SXG0|A0A673SXG0_SURSU
OG0013491	sp|Q3UA37|QRIC1_MOUSE	tr|A0A673UDZ1|A0A673UDZ1_SURSU
OG0013492	sp|Q3UME2|TM241_MOUSE	tr|A0A673UDT5|A0A673UDT5_SURSU
OG0013493	sp|Q3V0M2|LRC36_MOUSE	tr|A0A673V576|A0A673V576_SURSU
OG0013494	sp|Q60698|SKI_MOUSE	tr|A0A673TX77|A0A673TX77_SURSU
OG0013495	sp|Q61955|KLK8_MOUSE	tr|A0A673VCJ8|A0A673VCJ8_SURSU
OG0013496	sp|Q69Z66|MYSM1_MOUSE	tr|A0A673TCD0|A0A673TCD0_SURSU
OG0013497	sp|Q6NZQ2|DDX31_MOUSE	tr|A0A673VTA2|A0A673VTA2_SURSU
OG0013498	sp|Q6P3A9|ARL11_MOUSE	tr|A0A673TA13|A0A673TA13_SURSU
OG0013499	sp|Q6P6M7|SPCS_MOUSE	tr|A0A673T1Q8|A0A673T1Q8_SURSU
OG0013500	sp|Q6ZQ08|CNOT1_MOUSE	tr|A0A673UIQ6|A0A673UIQ6_SURSU
OG0013501	sp|Q6ZWZ2|UB2R2_MOUSE	tr|A0A673V2K0|A0A673V2K0_SURSU
OG0013502	sp|Q791N7|RPA12_MOUSE	tr|A0A673T4M2|A0A673T4M2_SURSU
OG0013503	sp|Q7TST3|SAM10_MOUSE	tr|A0A673V4W8|A0A673V4W8_SURSU
OG0013504	sp|Q80U59|K0232_MOUSE	tr|A0A673SW08|A0A673SW08_SURSU
OG0013505	sp|Q80YF9|RHG33_MOUSE	tr|A0A673UJ29|A0A673UJ29_SURSU
OG0013506	sp|Q80YR4|ZN598_MOUSE	tr|A0A673VQA6|A0A673VQA6_SURSU
OG0013507	sp|Q810L4|TM39B_MOUSE	tr|A0A673U0Z4|A0A673U0Z4_SURSU
OG0013508	sp|Q8BHE8|MAIP1_MOUSE	tr|A0A673T395|A0A673T395_SURSU
OG0013509	sp|Q8BIF0|C99L2_MOUSE	tr|A0A673V3T1|A0A673V3T1_SURSU
OG0013510	sp|Q8BKR5|PPR37_MOUSE	tr|A0A673V9X0|A0A673V9X0_SURSU
OG0013511	sp|Q8BY71|HAT1_MOUSE	tr|A0A673VTF1|A0A673VTF1_SURSU
OG0013512	sp|Q8BZ00|SL9A9_MOUSE	tr|A0A673UY96|A0A673UY96_SURSU
OG0013513	sp|Q8C1S0|MED19_MOUSE	tr|A0A673U2Z5|A0A673U2Z5_SURSU
OG0013514	sp|Q8C8V1|ZXDC_MOUSE	tr|A0A673UHL3|A0A673UHL3_SURSU
OG0013515	sp|Q8CFE2|HPF1_MOUSE	tr|A0A673UD40|A0A673UD40_SURSU
OG0013516	sp|Q8CGN5|PLIN1_MOUSE	tr|A0A673TUL2|A0A673TUL2_SURSU
OG0013517	sp|Q8R1Q9|RBSK_MOUSE	tr|A0A673TI62|A0A673TI62_SURSU
OG0013518	sp|Q8VCC8|RPGF3_MOUSE	tr|A0A673U092|A0A673U092_SURSU
OG0013519	sp|Q8VDZ4|ZDHC5_MOUSE	tr|A0A673U2P3|A0A673U2P3_SURSU
OG0013520	sp|Q91VU6|DCA11_MOUSE	tr|A0A673UXY4|A0A673UXY4_SURSU
OG0013521	sp|Q91WV0|NC2B_MOUSE	tr|A0A673VAY9|A0A673VAY9_SURSU
OG0013522	sp|Q91XT6|TAC2N_MOUSE	tr|A0A673UZ76|A0A673UZ76_SURSU
OG0013523	sp|Q91ZK0|AP2D_MOUSE	tr|A0A673TSB4|A0A673TSB4_SURSU
OG0013524	sp|Q9CQ45|NENF_MOUSE	tr|A0A673VHI5|A0A673VHI5_SURSU
OG0013525	sp|Q9CUU3|SYCP2_MOUSE	tr|A0A673V5F0|A0A673V5F0_SURSU
OG0013526	sp|Q9CZR3|TM40L_MOUSE	tr|A0A673U1C1|A0A673U1C1_SURSU
OG0013527	sp|Q9D9T0|DYDC1_MOUSE	tr|A0A673V3M5|A0A673V3M5_SURSU
OG0013528	sp|Q9EPQ7|STAR5_MOUSE	tr|A0A673T392|A0A673T392_SURSU
OG0013529	sp|Q9EQQ4|GPR45_MOUSE	tr|A0A673TV05|A0A673TV05_SURSU
OG0013530	sp|Q9ESG6|P2Y14_MOUSE	tr|A0A673UP36|A0A673UP36_SURSU
OG0013531	sp|Q9QUN9|DKK3_MOUSE	tr|A0A673TQJ0|A0A673TQJ0_SURSU
OG0013532	sp|Q9R100|CAD17_MOUSE	tr|A0A673UXZ6|A0A673UXZ6_SURSU
OG0013533	sp|Q9WTL7|LYPA2_MOUSE	tr|A0A673T3H6|A0A673T3H6_SURSU
OG0013534	sp|Q9WUK7|OPN3_MOUSE	tr|A0A673SWX0|A0A673SWX0_SURSU
OG0013535	tr|A0A5F8MPS3|A0A5F8MPS3_MOUSE	tr|A0A673TBD2|A0A673TBD2_SURSU
OG0013536	sp|A2ABU4|MYOM3_MOUSE	tr|A0A673TE00|A0A673TE00_SURSU
OG0013537	sp|A2APY7|NDUF5_MOUSE	tr|A0A673UJG7|A0A673UJG7_SURSU
OG0013538	sp|A2AU72|ARMC3_MOUSE	tr|A0A673VFG6|A0A673VFG6_SURSU
OG0013539	sp|A3KG59|P20D2_MOUSE	tr|A0A673U398|A0A673U398_SURSU
OG0013540	sp|B2RXA1|PLCX2_MOUSE	tr|A0A673UWE9|A0A673UWE9_SURSU
OG0013541	tr|E9QAE3|E9QAE3_MOUSE	tr|A0A673TG27|A0A673TG27_SURSU
OG0013542	sp|O08644|EPHB6_MOUSE	tr|A0A673SNP6|A0A673SNP6_SURSU
OG0013543	sp|O35602|RX_MOUSE	tr|A0A673UP43|A0A673UP43_SURSU
OG0013544	sp|O35618|MDM4_MOUSE	tr|A0A673SQY1|A0A673SQY1_SURSU
OG0013545	sp|O89079|COPE_MOUSE	tr|A0A673T8L8|A0A673T8L8_SURSU
OG0013546	sp|P48356|LEPR_MOUSE	tr|A0A673V1C6|A0A673V1C6_SURSU
OG0013547	sp|P62259|1433E_MOUSE	tr|A0A673VQZ9|A0A673VQZ9_SURSU
OG0013548	sp|Q0VG49|CO061_MOUSE	tr|A0A673TI84|A0A673TI84_SURSU
OG0013549	tr|Q3TIX6|Q3TIX6_MOUSE	tr|A0A673T7Z4|A0A673T7Z4_SURSU
OG0013550	sp|Q3UHV4|TR5OS_MOUSE	tr|A0A673VG54|A0A673VG54_SURSU
OG0013551	sp|Q3ULW8|PARP3_MOUSE	tr|A0A673TJ73|A0A673TJ73_SURSU
OG0013552	sp|Q58Y75|AGRF3_MOUSE	tr|A0A673URB9|A0A673URB9_SURSU
OG0013553	sp|Q60756|TCF15_MOUSE	tr|A0A673U7K5|A0A673U7K5_SURSU
OG0013554	sp|Q61286|HTF4_MOUSE	tr|A0A673TS65|A0A673TS65_SURSU
OG0013555	sp|Q61733|RT31_MOUSE	tr|A0A673SPA8|A0A673SPA8_SURSU
OG0013556	sp|Q6GUQ1|EGFL8_MOUSE	tr|A0A673TQR9|A0A673TQR9_SURSU
OG0013557	sp|Q6NVD9|BFSP2_MOUSE	tr|A0A673UTI5|A0A673UTI5_SURSU
OG0013558	sp|Q6NVF4|HELB_MOUSE	tr|A0A673V4M0|A0A673V4M0_SURSU
OG0013559	sp|Q6P1D7|SLX4_MOUSE	tr|A0A673US64|A0A673US64_SURSU
OG0013560	sp|Q6PAQ9|TMG3_MOUSE	tr|A0A673V4Y9|A0A673V4Y9_SURSU
OG0013561	sp|Q6PD19|ARMD3_MOUSE	tr|A0A673SVE7|A0A673SVE7_SURSU
OG0013562	sp|Q6PGF7|EXOC8_MOUSE	tr|A0A673SZC9|A0A673SZC9_SURSU
OG0013563	sp|Q7TNK1|RFX4_MOUSE	tr|A0A673TIC6|A0A673TIC6_SURSU
OG0013564	sp|Q7TNM2|TRI46_MOUSE	tr|A0A673T1T9|A0A673T1T9_SURSU
OG0013565	sp|Q80TH2|ERBIN_MOUSE	tr|A0A673UUW8|A0A673UUW8_SURSU
OG0013566	sp|Q80ZD3|S2611_MOUSE	tr|A0A673VNN9|A0A673VNN9_SURSU
OG0013567	sp|Q8BFV3|DUS4_MOUSE	tr|A0A673T214|A0A673T214_SURSU
OG0013568	sp|Q8BMQ3|BNC2_MOUSE	tr|A0A673TH04|A0A673TH04_SURSU
OG0013569	sp|Q8BNN1|SPA2L_MOUSE	tr|A0A673UCN8|A0A673UCN8_SURSU
OG0013570	sp|Q8BR90|RIMC1_MOUSE	tr|A0A673T4F1|A0A673T4F1_SURSU
OG0013571	sp|Q8C456|FRITZ_MOUSE	tr|A0A673TA64|A0A673TA64_SURSU
OG0013572	sp|Q8CAS9|PARP9_MOUSE	tr|A0A673SU68|A0A673SU68_SURSU
OG0013573	sp|Q8CI75|DI3L2_MOUSE	tr|A0A673UYZ8|A0A673UYZ8_SURSU
OG0013574	sp|Q8K190|SMDC1_MOUSE	tr|A0A673T9F3|A0A673T9F3_SURSU
OG0013575	sp|Q8K194|SNR27_MOUSE	tr|A0A673T0T2|A0A673T0T2_SURSU
OG0013576	sp|Q8K2G4|BBS7_MOUSE	tr|A0A673SU70|A0A673SU70_SURSU
OG0013577	sp|Q8K2Q0|COMD9_MOUSE	tr|A0A673ULA7|A0A673ULA7_SURSU
OG0013578	sp|Q8R2U7|LRC42_MOUSE	tr|A0A673TAG8|A0A673TAG8_SURSU
OG0013579	sp|Q8R3I9|B3GN8_MOUSE	tr|A0A673VFT9|A0A673VFT9_SURSU
OG0013580	sp|Q91YM4|FAKD4_MOUSE	tr|A0A673SYT4|A0A673SYT4_SURSU
OG0013581	sp|Q99J62|RFC4_MOUSE	tr|A0A673TA43|A0A673TA43_SURSU
OG0013582	sp|Q99KG3|RBM10_MOUSE	tr|A0A673VID5|A0A673VID5_SURSU
OG0013583	sp|Q99L47|F10A1_MOUSE	tr|A0A673VB97|A0A673VB97_SURSU
OG0013584	sp|Q99P87|RETN_MOUSE	tr|A0A673VPP2|A0A673VPP2_SURSU
OG0013585	sp|Q9CQG0|TMED6_MOUSE	tr|A0A673VL22|A0A673VL22_SURSU
OG0013586	sp|Q9D084|CENPS_MOUSE	tr|A0A673UIW4|A0A673UIW4_SURSU
OG0013587	sp|Q9D0L7|ARM10_MOUSE	tr|A0A673STV9|A0A673STV9_SURSU
OG0013588	sp|Q9D8L5|CCD91_MOUSE	tr|A0A673UF94|A0A673UF94_SURSU
OG0013589	sp|Q9D906|ATG7_MOUSE	tr|A0A673TLS9|A0A673TLS9_SURSU
OG0013590	sp|Q9DBK0|ACO12_MOUSE	tr|A0A673VEX2|A0A673VEX2_SURSU
OG0013591	sp|Q9DCU2|PLLP_MOUSE	tr|A0A673V5D1|A0A673V5D1_SURSU
OG0013592	sp|Q9EPR2|PG12A_MOUSE	tr|A0A673SYA1|A0A673SYA1_SURSU
OG0013593	sp|Q9EQC1|3BHS7_MOUSE	tr|A0A673UFX4|A0A673UFX4_SURSU
OG0013594	sp|Q9JKF6|NECT1_MOUSE	tr|A0A673TQJ5|A0A673TQJ5_SURSU
OG0013595	sp|Q9QZK7|DOK3_MOUSE	tr|A0A673T8Z2|A0A673T8Z2_SURSU
OG0013596	sp|Q9WTR2|M3K6_MOUSE	tr|A0A673UNX5|A0A673UNX5_SURSU
OG0013597	sp|Q9WUZ5|TNNI1_MOUSE	tr|A0A673UJG3|A0A673UJG3_SURSU
OG0013598	sp|Q9Z0M3|CAD20_MOUSE	tr|A0A673UBL1|A0A673UBL1_SURSU
OG0013599	sp|Q9Z132|RSPO1_MOUSE	tr|A0A673UYZ5|A0A673UYZ5_SURSU
OG0013600	sp|B9EKR1|PTPRZ_MOUSE	tr|A0A673V4K7|A0A673V4K7_SURSU
OG0013601	tr|F6TUL9|F6TUL9_MOUSE	tr|A0A673VIN4|A0A673VIN4_SURSU
OG0013602	sp|O08914|FAAH1_MOUSE	tr|A0A673TKA1|A0A673TKA1_SURSU
OG0013603	sp|O54942|CLD5_MOUSE	tr|A0A673V650|A0A673V650_SURSU
OG0013604	sp|P32972|TNFL8_MOUSE	tr|A0A673U824|A0A673U824_SURSU
OG0013605	sp|P47801|EMP1_MOUSE	tr|A0A673TH12|A0A673TH12_SURSU
OG0013606	sp|P48346|IL15_MOUSE	tr|A0A673SWP2|A0A673SWP2_SURSU
OG0013607	sp|P49766|VEGFB_MOUSE	tr|A0A673VJU9|A0A673VJU9_SURSU
OG0013608	sp|P50283|CD7_MOUSE	tr|A0A673VD42|A0A673VD42_SURSU
