Orthogroup	Mus_musculus	Gorilla_gorilla_gorilla
OG0012953	tr|A2ANY6|A2ANY6_MOUSE	tr|G3SD94|G3SD94_GORGO
OG0012954	sp|P25118|TNR1A_MOUSE	tr|G3SG18|G3SG18_GORGO
OG0012955	sp|Q6P8Y7|SNX31_MOUSE	tr|G3SJX2|G3SJX2_GORGO
OG0012956	sp|Q3TMH2|SCRN3_MOUSE	tr|G3SKU3|G3SKU3_GORGO
OG0012957	sp|Q9CYL5|GAPR1_MOUSE	tr|A0A2I2YF93|A0A2I2YF93_GORGO
OG0012958	sp|Q9CZS3|CEP20_MOUSE	tr|A0A2I2YFR1|A0A2I2YFR1_GORGO
OG0012959	sp|Q8BR70|YIPF6_MOUSE	tr|A0A2I2YKX2|A0A2I2YKX2_GORGO
OG0012960	sp|Q68FF0|SANBR_MOUSE	tr|A0A2I2YN10|A0A2I2YN10_GORGO
OG0012961	sp|Q9JHH5|CXL11_MOUSE	tr|A0A2I2YQQ2|A0A2I2YQQ2_GORGO
OG0012962	sp|Q6NXZ1|KRBA1_MOUSE	tr|A0A2I2YS25|A0A2I2YS25_GORGO
OG0012963	sp|P97402|GCNT2_MOUSE	tr|A0A2I2YTN2|A0A2I2YTN2_GORGO
OG0012964	sp|Q8R3I2|MBOA2_MOUSE	tr|A0A2I2YY41|A0A2I2YY41_GORGO
OG0012965	sp|Q8BHA3|DTD2_MOUSE	tr|A0A2I2YZI5|A0A2I2YZI5_GORGO
OG0012966	sp|Q925Q3|NCLX_MOUSE	tr|A0A2I2Z1H8|A0A2I2Z1H8_GORGO
OG0012967	sp|O35627|NR1I3_MOUSE	tr|A0A2I2Z4Q5|A0A2I2Z4Q5_GORGO
OG0012968	sp|O89013|OBRG_MOUSE	tr|A0A2I2Z5S8|A0A2I2Z5S8_GORGO
OG0012969	sp|P10300|CD8B_MOUSE	tr|A0A2I2Z5T1|A0A2I2Z5T1_GORGO
OG0012970	sp|P43406|ITAV_MOUSE	tr|A0A2I2Z7U0|A0A2I2Z7U0_GORGO
OG0012971	sp|P56818|BACE1_MOUSE	tr|A0A2I2ZA05|A0A2I2ZA05_GORGO
OG0012972	sp|Q9DD18|DTD1_MOUSE	tr|A0A2I2ZB21|A0A2I2ZB21_GORGO
OG0012973	sp|Q09143|CTR1_MOUSE	tr|A0A2I2ZDG4|A0A2I2ZDG4_GORGO
OG0012974	sp|O88736|DHB7_MOUSE	tr|A0A2I2ZH09|A0A2I2ZH09_GORGO
OG0012975	sp|Q9CXK9|RBM33_MOUSE	tr|A0A2I2ZM90|A0A2I2ZM90_GORGO
OG0012976	sp|Q5SS90|CG057_MOUSE	tr|A0A2I2ZNQ2|A0A2I2ZNQ2_GORGO
OG0012977	sp|Q3U4G0|CDIN1_MOUSE	tr|A0A2I2ZTP9|A0A2I2ZTP9_GORGO
OG0012978	sp|Q0VBL6|HIF3A_MOUSE	tr|A0A2I2ZWC7|A0A2I2ZWC7_GORGO
OG0012979	sp|Q8C9R9|EFCB8_MOUSE	tr|G3QD46|G3QD46_GORGO
OG0012980	sp|Q6PDM4|IHO1_MOUSE	tr|G3QE71|G3QE71_GORGO
OG0012981	sp|Q6EDY6|CARL1_MOUSE	tr|G3QEE5|G3QEE5_GORGO
OG0012982	sp|Q9JIL6|GPC5D_MOUSE	tr|G3QF01|G3QF01_GORGO
OG0012983	sp|Q6PFE7|TEFF1_MOUSE	tr|G3QJ45|G3QJ45_GORGO
OG0012984	sp|Q69Z89|RADIL_MOUSE	tr|G3QJQ3|G3QJQ3_GORGO
OG0012985	sp|Q99JA4|CLTR1_MOUSE	tr|G3QL73|G3QL73_GORGO
OG0012986	sp|Q9QZD8|DIC_MOUSE	tr|G3QLR8|G3QLR8_GORGO
OG0012987	sp|Q07475|NREP_MOUSE	tr|G3QMC4|G3QMC4_GORGO
OG0012988	sp|D3Z1Q2|MRAP2_MOUSE	tr|G3QTP5|G3QTP5_GORGO
OG0012989	sp|Q9D2D9|KLD8B_MOUSE	tr|G3QV12|G3QV12_GORGO
OG0012990	sp|O88910|MPP3_MOUSE	tr|G3QVQ4|G3QVQ4_GORGO
OG0012991	sp|Q9D483|RPC3_MOUSE	tr|G3QWH0|G3QWH0_GORGO
OG0012992	sp|Q8K572|HUS1B_MOUSE	tr|G3QWT6|G3QWT6_GORGO
OG0012993	tr|A2ART8|A2ART8_MOUSE	tr|G3QXA4|G3QXA4_GORGO
OG0012994	sp|Q7TN37|TRPM4_MOUSE	tr|G3QZD7|G3QZD7_GORGO
OG0012995	tr|A0A087WP46|A0A087WP46_MOUSE	tr|G3QZJ2|G3QZJ2_GORGO
OG0012996	sp|Q9D0D3|PAPD1_MOUSE	tr|G3R1P5|G3R1P5_GORGO
OG0012997	sp|Q8BHY2|NOC4L_MOUSE	tr|G3R434|G3R434_GORGO
OG0012998	sp|Q9DA37|SAMD8_MOUSE	tr|G3R613|G3R613_GORGO
OG0012999	sp|P49962|SRP09_MOUSE	tr|G3R7D5|G3R7D5_GORGO
OG0013000	sp|Q32KG4|RTL9_MOUSE	tr|G3R854|G3R854_GORGO
OG0013001	sp|Q61137|ASTN1_MOUSE	tr|G3R9L6|G3R9L6_GORGO
OG0013002	sp|Q3UHH2|S22AN_MOUSE	tr|G3RA46|G3RA46_GORGO
OG0013003	sp|O88495|MTR1L_MOUSE	tr|G3RAM3|G3RAM3_GORGO
OG0013004	sp|Q8VCV1|AB17C_MOUSE	tr|G3RAZ4|G3RAZ4_GORGO
OG0013005	sp|O35716|SOCS1_MOUSE	tr|G3RFJ3|G3RFJ3_GORGO
OG0013006	sp|P52950|DBX1_MOUSE	tr|G3RFV5|G3RFV5_GORGO
OG0013007	sp|P97348|RHOD_MOUSE	tr|G3RG70|G3RG70_GORGO
OG0013008	sp|Q6GQX2|NCK5L_MOUSE	tr|G3RJM3|G3RJM3_GORGO
OG0013009	sp|Q8BG89|ZN365_MOUSE	tr|G3RST4|G3RST4_GORGO
OG0013010	sp|Q4VBD9|GZF1_MOUSE	tr|G3RVN2|G3RVN2_GORGO
OG0013011	sp|Q6SJE0|GFRAL_MOUSE	tr|G3S1J6|G3S1J6_GORGO
OG0013012	tr|A2ADB2|A2ADB2_MOUSE	tr|G3S4S9|G3S4S9_GORGO
OG0013013	sp|Q99LB6|MAT2B_MOUSE	tr|G3S8V1|G3S8V1_GORGO
OG0013014	sp|Q8R4E9|CDT1_MOUSE	tr|G3SII6|G3SII6_GORGO
OG0013015	sp|A4FUP9|GL1D1_MOUSE	tr|A0A2I2Y489|A0A2I2Y489_GORGO
OG0013016	sp|Q91ZP3|LPIN1_MOUSE	tr|A0A2I2YK38|A0A2I2YK38_GORGO
OG0013017	sp|P97789|XRN1_MOUSE	tr|A0A2I2YLX7|A0A2I2YLX7_GORGO
OG0013018	sp|Q8C624|SPT33_MOUSE	tr|A0A2I2YV90|A0A2I2YV90_GORGO
OG0013019	sp|O70230|ZN143_MOUSE	tr|A0A2I2Z5R5|A0A2I2Z5R5_GORGO
OG0013020	sp|Q8BGC9|CREG2_MOUSE	tr|A0A2I2Z9B4|A0A2I2Z9B4_GORGO
OG0013021	sp|Q8C4B4|U119B_MOUSE	tr|A0A2I2ZC60|A0A2I2ZC60_GORGO
OG0013022	sp|Q8R4D5|TRPM8_MOUSE	tr|A0A2I2ZFH0|A0A2I2ZFH0_GORGO
OG0013023	sp|Q3TDK6|ROGDI_MOUSE	tr|A0A2I2ZGX4|A0A2I2ZGX4_GORGO
OG0013024	sp|Q8BFY0|PIRT_MOUSE	tr|A0A2I2ZKS3|A0A2I2ZKS3_GORGO
OG0013025	sp|P53808|PPCT_MOUSE	tr|A0A2I2ZLQ6|A0A2I2ZLQ6_GORGO
OG0013026	sp|Q924X7|STK33_MOUSE	tr|A0A2I2ZSF5|A0A2I2ZSF5_GORGO
OG0013027	sp|Q6DFV8|VWDE_MOUSE	tr|A0A2I2ZT62|A0A2I2ZT62_GORGO
OG0013028	sp|Q8R5L3|VPS39_MOUSE	tr|G3QDP3|G3QDP3_GORGO
OG0013029	sp|Q9D4H4|AMOL1_MOUSE	tr|G3QFE8|G3QFE8_GORGO
OG0013030	sp|Q5SSH8|NEUFC_MOUSE	tr|G3QI05|G3QI05_GORGO
OG0013031	sp|Q61881|MCM7_MOUSE	tr|G3QJU2|G3QJU2_GORGO
OG0013032	sp|P11438|LAMP1_MOUSE	tr|G3QKL8|G3QKL8_GORGO
OG0013033	sp|Q5NCS9|MID49_MOUSE	tr|G3QKQ0|G3QKQ0_GORGO
OG0013034	sp|Q923A2|SPDLY_MOUSE	tr|G3QLC1|G3QLC1_GORGO
OG0013035	sp|A2ABU4|MYOM3_MOUSE	tr|G3QNA0|G3QNA0_GORGO
OG0013036	sp|Q5SYH2|TM199_MOUSE	tr|G3QPJ7|G3QPJ7_GORGO
OG0013037	sp|P70459|ERF_MOUSE	tr|G3QPR0|G3QPR0_GORGO
OG0013038	sp|Q91ZY2|HRH4_MOUSE	tr|G3QS38|G3QS38_GORGO
OG0013039	sp|Q6PG95|CRML_MOUSE	tr|G3QTM8|G3QTM8_GORGO
OG0013040	sp|P10749|IL1B_MOUSE	tr|G3QU53|G3QU53_GORGO
OG0013041	sp|Q78Y63|PDCL2_MOUSE	tr|G3QY16|G3QY16_GORGO
OG0013042	sp|Q8BKT8|HAUS7_MOUSE	tr|G3QY50|G3QY50_GORGO
OG0013043	tr|I7HPW8|I7HPW8_MOUSE	tr|G3R221|G3R221_GORGO
OG0013044	sp|Q5U465|CC125_MOUSE	tr|G3R2V5|G3R2V5_GORGO
OG0013045	sp|P47879|IBP4_MOUSE	tr|G3R338|G3R338_GORGO
OG0013046	sp|Q8VHK5|MLC1_MOUSE	tr|G3R3M8|G3R3M8_GORGO
OG0013047	sp|Q6NV66|ZN646_MOUSE	tr|G3R452|G3R452_GORGO
OG0013048	sp|Q9CQK3|RDM1_MOUSE	tr|G3R4V8|G3R4V8_GORGO
OG0013049	sp|Q66JW3|TOX_MOUSE	tr|G3R8X1|G3R8X1_GORGO
OG0013050	sp|A2AJK6|CHD7_MOUSE	tr|G3R983|G3R983_GORGO
OG0013051	sp|Q99L43|CDS2_MOUSE	tr|G3R9G7|G3R9G7_GORGO
OG0013052	sp|Q9D8U6|MCEM1_MOUSE	tr|G3RA72|G3RA72_GORGO
OG0013053	sp|Q9Z2B3|RGR_MOUSE	tr|G3RAL1|G3RAL1_GORGO
OG0013054	tr|E9PUD6|E9PUD6_MOUSE	tr|G3RB00|G3RB00_GORGO
OG0013055	sp|Q60902|EP15R_MOUSE	tr|G3RCR8|G3RCR8_GORGO
OG0013056	sp|Q811T9|DISC1_MOUSE	tr|G3RDY7|G3RDY7_GORGO
OG0013057	tr|F6ZPB0|F6ZPB0_MOUSE	tr|G3RH95|G3RH95_GORGO
OG0013058	sp|P11152|LIPL_MOUSE	tr|G3RHE2|G3RHE2_GORGO
OG0013059	sp|Q61371|IFT88_MOUSE	tr|G3RHK9|G3RHK9_GORGO
OG0013060	sp|P50207|HXC13_MOUSE	tr|G3RI83|G3RI83_GORGO
OG0013061	sp|F6YCR7|RHX13_MOUSE	tr|G3RJ43|G3RJ43_GORGO
OG0013062	sp|Q8BUZ1|ABRA_MOUSE	tr|G3RJJ3|G3RJJ3_GORGO
OG0013063	sp|Q3TUA9|SG196_MOUSE	tr|G3RLH7|G3RLH7_GORGO
OG0013064	sp|Q8R1M0|HMCES_MOUSE	tr|G3RMR2|G3RMR2_GORGO
OG0013065	sp|Q9D7Z3|NOL7_MOUSE	tr|G3RQF0|G3RQF0_GORGO
OG0013066	sp|Q9D6W7|C16L2_MOUSE	tr|G3RR38|G3RR38_GORGO
OG0013067	sp|P47963|RL13_MOUSE	tr|G3RUF5|G3RUF5_GORGO
OG0013068	tr|D3YV94|D3YV94_MOUSE	tr|G3RZ01|G3RZ01_GORGO
OG0013069	sp|Q7TQJ8|WTIP_MOUSE	tr|G3S2V7|G3S2V7_GORGO
OG0013070	sp|Q8CI32|BAG5_MOUSE	tr|G3S360|G3S360_GORGO
OG0013071	sp|Q9WV18|GABR1_MOUSE	tr|G3S7N5|G3S7N5_GORGO
OG0013072	sp|Q3TVI8|PBIP1_MOUSE	tr|G3S853|G3S853_GORGO
OG0013073	sp|Q810N6|ANR45_MOUSE	tr|G3S8N3|G3S8N3_GORGO
OG0013074	sp|Q8R4F1|NTNG2_MOUSE	tr|G3SCL9|G3SCL9_GORGO
OG0013075	sp|Q6A098|SBP2L_MOUSE	tr|G3SF05|G3SF05_GORGO
OG0013076	sp|A2AD83|FRMD7_MOUSE	tr|G3SIP4|G3SIP4_GORGO
OG0013077	sp|Q80X71|T106B_MOUSE	tr|A0A2I2Y5Q6|A0A2I2Y5Q6_GORGO
OG0013078	sp|P53798|FDFT_MOUSE	tr|A0A2I2YI48|A0A2I2YI48_GORGO
OG0013079	sp|Q9JMH9|MY18A_MOUSE	tr|A0A2I2YUD7|A0A2I2YUD7_GORGO
OG0013080	sp|E9Q5F9|SETD2_MOUSE	tr|A0A2I2Z1X0|A0A2I2Z1X0_GORGO
OG0013081	sp|P41588|VIPR2_MOUSE	tr|A0A2I2Z359|A0A2I2Z359_GORGO
OG0013082	sp|Q8BMP4|GPER1_MOUSE	tr|A0A2I2Z3M8|A0A2I2Z3M8_GORGO
OG0013083	sp|Q80UG5|SEPT9_MOUSE	tr|A0A2I2Z554|A0A2I2Z554_GORGO
OG0013084	sp|Q8BH47|SC22A_MOUSE	tr|A0A2I2Z5V2|A0A2I2Z5V2_GORGO
OG0013085	sp|P33434|MMP2_MOUSE	tr|A0A2I2ZH84|A0A2I2ZH84_GORGO
OG0013086	sp|Q9CZV5|ST65G_MOUSE	tr|A0A2I2ZIA8|A0A2I2ZIA8_GORGO
OG0013087	sp|Q80U56|AVL9_MOUSE	tr|A0A2I2ZID1|A0A2I2ZID1_GORGO
OG0013088	sp|Q9D8F1|ALKB4_MOUSE	tr|G3QEI7|G3QEI7_GORGO
OG0013089	sp|Q9QXK7|CPSF3_MOUSE	tr|G3QHA7|G3QHA7_GORGO
OG0013090	sp|Q6ZPI0|JADE1_MOUSE	tr|G3QIT9|G3QIT9_GORGO
OG0013091	sp|Q80ZW2|THEM6_MOUSE	tr|G3QIW1|G3QIW1_GORGO
OG0013092	sp|Q9D9B4|LRMDA_MOUSE	tr|G3QJD5|G3QJD5_GORGO
OG0013093	sp|Q61670|HLX_MOUSE	tr|G3QJU0|G3QJU0_GORGO
OG0013094	sp|Q69ZB8|ZCHC2_MOUSE	tr|G3QKE4|G3QKE4_GORGO
OG0013095	sp|Q8R2K7|SNPC5_MOUSE	tr|G3QM95|G3QM95_GORGO
OG0013096	sp|P52592|S1PR2_MOUSE	tr|G3QNJ4|G3QNJ4_GORGO
OG0013097	tr|E9PX29|E9PX29_MOUSE	tr|G3QPP6|G3QPP6_GORGO
OG0013098	sp|Q01965|LY9_MOUSE	tr|G3QS60|G3QS60_GORGO
OG0013099	sp|Q3UU67|TRAT1_MOUSE	tr|G3QSK7|G3QSK7_GORGO
OG0013100	sp|O08576|RUN3A_MOUSE	tr|G3QSS0|G3QSS0_GORGO
OG0013101	sp|Q9CQN7|RM41_MOUSE	tr|G3QU52|G3QU52_GORGO
OG0013102	sp|P51855|GSHB_MOUSE	tr|G3QVM8|G3QVM8_GORGO
OG0013103	sp|Q8BMI3|GGA3_MOUSE	tr|G3QXC9|G3QXC9_GORGO
OG0013104	sp|Q9ER71|RHOJ_MOUSE	tr|G3QY45|G3QY45_GORGO
OG0013105	sp|P56974|NRG2_MOUSE	tr|G3QZR8|G3QZR8_GORGO
OG0013106	sp|Q8VHS5|ASB16_MOUSE	tr|G3R5T7|G3R5T7_GORGO
OG0013107	sp|P62488|RPB7_MOUSE	tr|G3R7V2|G3R7V2_GORGO
OG0013108	tr|D3Z3H0|D3Z3H0_MOUSE	tr|G3R8K1|G3R8K1_GORGO
OG0013109	sp|Q6R653|UN5CL_MOUSE	tr|G3R8R2|G3R8R2_GORGO
OG0013110	sp|Q8JZP9|GA2L1_MOUSE	tr|G3R950|G3R950_GORGO
OG0013111	sp|Q6PDG8|MON1A_MOUSE	tr|G3R9A5|G3R9A5_GORGO
OG0013112	sp|Q8K1S5|KLF11_MOUSE	tr|G3R9T8|G3R9T8_GORGO
OG0013113	sp|P09026|HXB3_MOUSE	tr|G3RAP4|G3RAP4_GORGO
OG0013114	sp|Q14AI6|RUSD3_MOUSE	tr|G3RBE8|G3RBE8_GORGO
OG0013115	sp|Q3UI66|CCD34_MOUSE	tr|G3RBY4|G3RBY4_GORGO
OG0013116	sp|Q8BXF8|ACTT3_MOUSE	tr|G3RC54|G3RC54_GORGO
OG0013117	sp|P62823|RAB3C_MOUSE	tr|G3RCG9|G3RCG9_GORGO
OG0013118	sp|O55028|BCKD_MOUSE	tr|G3RCN0|G3RCN0_GORGO
OG0013119	sp|Q8VC57|KCTD5_MOUSE	tr|G3RCZ2|G3RCZ2_GORGO
OG0013120	sp|Q9DAW9|CNN3_MOUSE	tr|G3RDC6|G3RDC6_GORGO
OG0013121	sp|Q8BH79|ANO10_MOUSE	tr|G3RE27|G3RE27_GORGO
OG0013122	sp|Q9D2Z8|KIF12_MOUSE	tr|G3RE82|G3RE82_GORGO
OG0013123	sp|P50592|TNF10_MOUSE	tr|G3RF33|G3RF33_GORGO
OG0013124	sp|Q924A4|UCN3_MOUSE	tr|G3RKW1|G3RKW1_GORGO
OG0013125	sp|Q3UHE1|PITM3_MOUSE	tr|G3RNP6|G3RNP6_GORGO
OG0013126	sp|Q9Z1W5|SERP1_MOUSE	tr|G3RR15|G3RR15_GORGO
OG0013127	sp|P41274|TNFL9_MOUSE	tr|G3RTF4|G3RTF4_GORGO
OG0013128	sp|Q5XF89|AT133_MOUSE	tr|G3RYY4|G3RYY4_GORGO
OG0013129	sp|Q9CR98|F136A_MOUSE	tr|G3S2J8|G3S2J8_GORGO
OG0013130	sp|Q08509|EPS8_MOUSE	tr|G3S4A2|G3S4A2_GORGO
OG0013131	sp|Q9R1M5|NALP5_MOUSE	tr|G3S5J8|G3S5J8_GORGO
OG0013132	sp|Q8VEA6|CRDL2_MOUSE	tr|G3SB86|G3SB86_GORGO
OG0013133	sp|Q91W27|TIP39_MOUSE	tr|G3SD84|G3SD84_GORGO
OG0013134	sp|Q9CR60|GOT1B_MOUSE	tr|G3SDX7|G3SDX7_GORGO
OG0013135	sp|O54825|BYST_MOUSE	tr|G3SFZ0|G3SFZ0_GORGO
OG0013136	sp|P16283|B3A3_MOUSE	tr|A0A2I2Y1S3|A0A2I2Y1S3_GORGO
OG0013137	sp|Q9JIB4|TF2H2_MOUSE	tr|A0A2I2Y2Z3|A0A2I2Y2Z3_GORGO
OG0013138	sp|Q9D7S7|RL22L_MOUSE	tr|A0A2I2Y327|A0A2I2Y327_GORGO
OG0013139	sp|Q8BMB0|EMSY_MOUSE	tr|A0A2I2Y6S8|A0A2I2Y6S8_GORGO
OG0013140	sp|Q8K450|SPG16_MOUSE	tr|A0A2I2Y9H7|A0A2I2Y9H7_GORGO
OG0013141	sp|Q5UAK0|MIER1_MOUSE	tr|A0A2I2YAD3|A0A2I2YAD3_GORGO
OG0013142	sp|Q6PAQ9|TMG3_MOUSE	tr|A0A2I2YBV6|A0A2I2YBV6_GORGO
OG0013143	tr|A0A1D5RLC8|A0A1D5RLC8_MOUSE	tr|A0A2I2YCX5|A0A2I2YCX5_GORGO
OG0013144	sp|Q99MN9|PCCB_MOUSE	tr|A0A2I2YQP9|A0A2I2YQP9_GORGO
OG0013145	sp|P0C0A3|CHMP6_MOUSE	tr|A0A2I2Z1E7|A0A2I2Z1E7_GORGO
OG0013146	sp|B1AQL3|TM235_MOUSE	tr|A0A2I2ZDC0|A0A2I2ZDC0_GORGO
OG0013147	sp|Q9D5R4|SPAT1_MOUSE	tr|A0A2I2ZGV6|A0A2I2ZGV6_GORGO
OG0013148	sp|Q6P0X2|ZN511_MOUSE	tr|A0A2I2ZSC2|A0A2I2ZSC2_GORGO
OG0013149	sp|Q9CQV3|SPB11_MOUSE	tr|A0A2I2ZTW5|A0A2I2ZTW5_GORGO
OG0013150	sp|Q6P9J5|KANK4_MOUSE	tr|A0A2I2ZV34|A0A2I2ZV34_GORGO
OG0013151	sp|Q9CQ04|OGFD2_MOUSE	tr|G3QDZ2|G3QDZ2_GORGO
OG0013152	sp|Q9DB16|CB39L_MOUSE	tr|G3QE78|G3QE78_GORGO
OG0013153	sp|Q8CI61|BAG4_MOUSE	tr|G3QF56|G3QF56_GORGO
OG0013154	sp|O35704|SPTC1_MOUSE	tr|G3QH20|G3QH20_GORGO
OG0013155	sp|Q3UMT1|PP12C_MOUSE	tr|G3QHL8|G3QHL8_GORGO
OG0013156	sp|P49586|PCY1A_MOUSE	tr|G3QHX0|G3QHX0_GORGO
OG0013157	sp|Q8K2D3|EDC3_MOUSE	tr|G3QLW7|G3QLW7_GORGO
OG0013158	sp|Q6P6J9|TXD15_MOUSE	tr|G3QPJ8|G3QPJ8_GORGO
OG0013159	sp|P54130|FGF9_MOUSE	tr|G3QQL4|G3QQL4_GORGO
OG0013160	sp|Q8R3T5|STXB6_MOUSE	tr|G3QRF6|G3QRF6_GORGO
OG0013161	sp|Q6UJB9|TM270_MOUSE	tr|G3QSF3|G3QSF3_GORGO
OG0013162	sp|Q3UF25|STIMA_MOUSE	tr|G3QSJ9|G3QSJ9_GORGO
OG0013163	sp|Q91XB0|TREX1_MOUSE	tr|G3QTV4|G3QTV4_GORGO
OG0013164	sp|Q6QWF9|CK2N1_MOUSE	tr|G3QUX8|G3QUX8_GORGO
OG0013165	sp|Q1H9T6|TZAP_MOUSE	tr|G3QVB5|G3QVB5_GORGO
OG0013166	sp|Q9CPV2|APC16_MOUSE	tr|G3QX71|G3QX71_GORGO
OG0013167	sp|A2AWP0|BIRC7_MOUSE	tr|G3QZ53|G3QZ53_GORGO
OG0013168	sp|Q99PF4|CAD23_MOUSE	tr|G3QZB8|G3QZB8_GORGO
OG0013169	sp|Q8K3Q3|FOXN4_MOUSE	tr|G3R1N1|G3R1N1_GORGO
OG0013170	tr|A0A494BAR6|A0A494BAR6_MOUSE	tr|G3R1Z7|G3R1Z7_GORGO
OG0013171	sp|Q8BJS8|MTBP_MOUSE	tr|G3R331|G3R331_GORGO
OG0013172	sp|P41163|ETV2_MOUSE	tr|G3R3B7|G3R3B7_GORGO
OG0013173	sp|A0PK84|ZDH22_MOUSE	tr|G3R3R5|G3R3R5_GORGO
OG0013174	sp|E9Q555|RN213_MOUSE	tr|G3R3T8|G3R3T8_GORGO
OG0013175	sp|P58801|RIPK2_MOUSE	tr|G3R5J2|G3R5J2_GORGO
OG0013176	sp|Q91X52|DCXR_MOUSE	tr|G3R7I7|G3R7I7_GORGO
OG0013177	tr|E9PYR1|E9PYR1_MOUSE	tr|G3RDT3|G3RDT3_GORGO
OG0013178	sp|Q91YL7|PG2IP_MOUSE	tr|G3REY0|G3REY0_GORGO
OG0013179	tr|A0A494BAC1|A0A494BAC1_MOUSE	tr|G3RF17|G3RF17_GORGO
OG0013180	sp|Q6NT99|DUS23_MOUSE	tr|G3RG55|G3RG55_GORGO
OG0013181	sp|Q9D3W5|LRC71_MOUSE	tr|G3RG64|G3RG64_GORGO
OG0013182	sp|P30282|CCND3_MOUSE	tr|G3RGP1|G3RGP1_GORGO
OG0013183	sp|Q9D9R3|SPAT9_MOUSE	tr|G3RIN7|G3RIN7_GORGO
OG0013184	sp|Q99MZ3|MLXPL_MOUSE	tr|G3RLB4|G3RLB4_GORGO
OG0013185	sp|O70378|EMC8_MOUSE	tr|G3RLC5|G3RLC5_GORGO
OG0013186	sp|Q9D6G9|CKLF5_MOUSE	tr|G3RLQ3|G3RLQ3_GORGO
OG0013187	sp|Q8VI47|MRP2_MOUSE	tr|G3RQL0|G3RQL0_GORGO
OG0013188	sp|Q8R527|RHOQ_MOUSE	tr|G3RTJ0|G3RTJ0_GORGO
OG0013189	sp|O08919|NUMBL_MOUSE	tr|G3RTX6|G3RTX6_GORGO
OG0013190	sp|Q9CXF0|KYNU_MOUSE	tr|G3RXV2|G3RXV2_GORGO
OG0013191	sp|Q9D1P0|RM13_MOUSE	tr|G3S540|G3S540_GORGO
OG0013192	sp|Q6ZQA6|IGSF3_MOUSE	tr|G3S7R9|G3S7R9_GORGO
OG0013193	sp|Q5DTW7|RESF1_MOUSE	tr|G3SAT8|G3SAT8_GORGO
OG0013194	sp|P61759|PFD3_MOUSE	tr|G3SBZ2|G3SBZ2_GORGO
OG0013195	sp|Q8BGZ4|CDC23_MOUSE	tr|G3SFE4|G3SFE4_GORGO
OG0013196	sp|Q6PH08|ERC2_MOUSE	tr|G3SKS0|G3SKS0_GORGO
OG0013197	sp|Q8BXT1|RGS8_MOUSE	tr|A0A2I2Y2A0|A0A2I2Y2A0_GORGO
OG0013198	sp|P56212|ARP19_MOUSE	tr|A0A2I2Y2C8|A0A2I2Y2C8_GORGO
OG0013199	tr|E9PY36|E9PY36_MOUSE	tr|A0A2I2Y3N2|A0A2I2Y3N2_GORGO
OG0013200	sp|P06537|GCR_MOUSE	tr|A0A2I2YDJ3|A0A2I2YDJ3_GORGO
OG0013201	sp|J3QM76|CC179_MOUSE	tr|A0A2I2YIY9|A0A2I2YIY9_GORGO
OG0013202	sp|Q8CDD9|LRIF1_MOUSE	tr|A0A2I2YKV8|A0A2I2YKV8_GORGO
OG0013203	sp|Q9D1J1|NECP2_MOUSE	tr|A0A2I2Z5Q7|A0A2I2Z5Q7_GORGO
OG0013204	sp|P00375|DYR_MOUSE	tr|A0A2I2Z6I4|A0A2I2Z6I4_GORGO
OG0013205	tr|E9QAN8|E9QAN8_MOUSE	tr|A0A2I2Z6X7|A0A2I2Z6X7_GORGO
OG0013206	sp|Q32M00|CRBL2_MOUSE	tr|A0A2I2Z8W5|A0A2I2Z8W5_GORGO
OG0013207	sp|Q91Y97|ALDOB_MOUSE	tr|A0A2I2ZJH2|A0A2I2ZJH2_GORGO
OG0013208	tr|A0A075B5Z5|A0A075B5Z5_MOUSE	tr|A0A2I2ZJN2|A0A2I2ZJN2_GORGO
OG0013209	sp|Q3UHK1|MYCT_MOUSE	tr|A0A2I2ZM23|A0A2I2ZM23_GORGO
OG0013210	sp|Q3UIL6|PKHA7_MOUSE	tr|A0A2I2ZMM0|A0A2I2ZMM0_GORGO
OG0013211	sp|Q9CQ44|TM218_MOUSE	tr|A0A2I2ZMZ5|A0A2I2ZMZ5_GORGO
OG0013212	sp|Q8K012|FBP1L_MOUSE	tr|A0A2I2ZSG0|A0A2I2ZSG0_GORGO
OG0013213	sp|Q8R4Y8|RTTN_MOUSE	tr|A0A2I2ZWV3|A0A2I2ZWV3_GORGO
OG0013214	sp|Q80WP8|GADL1_MOUSE	tr|G3QCW3|G3QCW3_GORGO
OG0013215	sp|Q9D0Z3|TMM53_MOUSE	tr|G3QE44|G3QE44_GORGO
OG0013216	sp|Q99JB6|FOXP3_MOUSE	tr|G3QF38|G3QF38_GORGO
OG0013217	sp|Q8BFS9|ASND1_MOUSE	tr|G3QG60|G3QG60_GORGO
OG0013218	tr|B1AYM9|B1AYM9_MOUSE	tr|G3QI75|G3QI75_GORGO
OG0013219	sp|Q64514|TPP2_MOUSE	tr|G3QIR8|G3QIR8_GORGO
OG0013220	sp|Q922H4|GMPPA_MOUSE	tr|G3QJT2|G3QJT2_GORGO
OG0013221	sp|Q80VP0|TCPR1_MOUSE	tr|G3QKN4|G3QKN4_GORGO
OG0013222	sp|O88609|LMX1B_MOUSE	tr|G3QM41|G3QM41_GORGO
OG0013223	sp|P36895|BMR1A_MOUSE	tr|G3QMC3|G3QMC3_GORGO
