Orthogroup	Mus_musculus	Loxodonta_africana
OG0013943	sp|E9PV87|TALD3_MOUSE	tr|G3T296|G3T296_LOXAF
OG0013944	sp|Q8K3I6|IL27A_MOUSE	tr|G3T383|G3T383_LOXAF
OG0013945	sp|Q8BX17|GEMI5_MOUSE	tr|G3T4H7|G3T4H7_LOXAF
OG0013946	sp|Q8BWB6|STEA2_MOUSE	tr|G3T4M4|G3T4M4_LOXAF
OG0013947	sp|P34057|RECO_MOUSE	tr|G3T6D3|G3T6D3_LOXAF
OG0013948	sp|P97376|FRG1_MOUSE	tr|G3T716|G3T716_LOXAF
OG0013949	sp|Q3TUH1|TAM41_MOUSE	tr|G3T744|G3T744_LOXAF
OG0013950	sp|Q8BUE1|SL9A4_MOUSE	tr|G3T7Q8|G3T7Q8_LOXAF
OG0013951	sp|Q60952|CP250_MOUSE	tr|G3T8C8|G3T8C8_LOXAF
OG0013952	sp|Q6PGH1|BUD31_MOUSE	tr|G3T8Y2|G3T8Y2_LOXAF
OG0013953	sp|Q8R1B8|RORB_MOUSE	tr|G3TA11|G3TA11_LOXAF
OG0013954	sp|Q9DBK0|ACO12_MOUSE	tr|G3TA19|G3TA19_LOXAF
OG0013955	sp|Q9D2Y9|ELOV7_MOUSE	tr|G3TBW4|G3TBW4_LOXAF
OG0013956	sp|Q9EQX0|GHRL_MOUSE	tr|G3TCI7|G3TCI7_LOXAF
OG0013957	sp|Q99LB2|DHRS4_MOUSE	tr|G3TFT1|G3TFT1_LOXAF
OG0013958	sp|Q99JB8|PACN3_MOUSE	tr|G3TGI3|G3TGI3_LOXAF
OG0013959	sp|Q9CQ06|RM24_MOUSE	tr|G3TGZ1|G3TGZ1_LOXAF
OG0013960	sp|Q8BIY1|GPTC3_MOUSE	tr|G3THG8|G3THG8_LOXAF
OG0013961	sp|Q9DAX9|APBP2_MOUSE	tr|G3TI80|G3TI80_LOXAF
OG0013962	sp|Q8BU27|PPM1M_MOUSE	tr|G3TIW8|G3TIW8_LOXAF
OG0013963	sp|Q9JII5|DAZP1_MOUSE	tr|G3TK53|G3TK53_LOXAF
OG0013964	sp|O89114|DNJB5_MOUSE	tr|G3TMY5|G3TMY5_LOXAF
OG0013965	sp|Q9QXT6|IL17B_MOUSE	tr|G3TP06|G3TP06_LOXAF
OG0013966	sp|Q5PT54|NTCP5_MOUSE	tr|G3TVQ4|G3TVQ4_LOXAF
OG0013967	sp|Q812A5|PRR5_MOUSE	tr|G3TWL4|G3TWL4_LOXAF
OG0013968	sp|O88559|MEN1_MOUSE	tr|G3TZ67|G3TZ67_LOXAF
OG0013969	sp|Q9D6X6|PRS23_MOUSE	tr|G3U032|G3U032_LOXAF
OG0013970	sp|Q5DU25|IQEC2_MOUSE	tr|G3U1K4|G3U1K4_LOXAF
OG0013971	sp|Q99KU0|VMP1_MOUSE	tr|G3U2W8|G3U2W8_LOXAF
OG0013972	sp|P41209|CETN1_MOUSE	tr|G3U355|G3U355_LOXAF
OG0013973	tr|F7A6P6|F7A6P6_MOUSE	tr|G3U491|G3U491_LOXAF
OG0013974	tr|Q6NSU2|Q6NSU2_MOUSE	tr|G3U4X4|G3U4X4_LOXAF
OG0013975	sp|Q9WTK0|NUPR1_MOUSE	tr|G3U7E6|G3U7E6_LOXAF
OG0013976	sp|Q9JI13|SAS10_MOUSE	tr|G3U7K0|G3U7K0_LOXAF
OG0013977	tr|A2ACT7|A2ACT7_MOUSE	tr|G3U946|G3U946_LOXAF
OG0013978	sp|Q8BGY5|TM140_MOUSE	tr|G3UAL9|G3UAL9_LOXAF
OG0013979	sp|P97386|DNLI3_MOUSE	tr|G3UBD0|G3UBD0_LOXAF
OG0013980	sp|G5E8K6|MOT6_MOUSE	tr|G3UCA5|G3UCA5_LOXAF
OG0013981	sp|Q9D8U4|C1QT2_MOUSE	tr|G3UE95|G3UE95_LOXAF
OG0013982	sp|Q8BXR9|OSBL6_MOUSE	tr|G3UK60|G3UK60_LOXAF
OG0013983	sp|P51642|CNTF_MOUSE	tr|G3ULD0|G3ULD0_LOXAF
OG0013984	sp|Q5ND04|HSF5_MOUSE	tr|G3UM90|G3UM90_LOXAF
OG0013985	sp|Q8BZF2|NIPA4_MOUSE	tr|G5E793|G5E793_LOXAF
OG0013986	sp|P49698|HNF4A_MOUSE	tr|G5E7C6|G5E7C6_LOXAF
OG0013987	sp|Q9R1T2|SAE1_MOUSE	tr|G3SNU9|G3SNU9_LOXAF
OG0013988	sp|Q3U0M1|TPPC9_MOUSE	tr|G3SNZ6|G3SNZ6_LOXAF
OG0013989	sp|P35242|SFTPA_MOUSE	tr|G3SPS6|G3SPS6_LOXAF
OG0013990	tr|Q3UJB0|Q3UJB0_MOUSE	tr|G3SPW2|G3SPW2_LOXAF
OG0013991	sp|Q9DC40|TELO2_MOUSE	tr|G3SS32|G3SS32_LOXAF
OG0013992	sp|Q19LI2|A1BG_MOUSE	tr|G3SST6|G3SST6_LOXAF
OG0013993	sp|Q8BK72|RT27_MOUSE	tr|G3STN2|G3STN2_LOXAF
OG0013994	sp|Q9JKV2|CILK1_MOUSE	tr|G3SVD5|G3SVD5_LOXAF
OG0013995	sp|O54864|SUV91_MOUSE	tr|G3SVL1|G3SVL1_LOXAF
OG0013996	sp|Q9ESH5|WFDC1_MOUSE	tr|G3SVN5|G3SVN5_LOXAF
OG0013997	sp|Q8C4J0|CCD60_MOUSE	tr|G3SW71|G3SW71_LOXAF
OG0013998	sp|Q9JIP7|S15A1_MOUSE	tr|G3SX47|G3SX47_LOXAF
OG0013999	sp|P29037|TBP_MOUSE	tr|G3SXE3|G3SXE3_LOXAF
OG0014000	sp|Q5Y5T1|ZDH20_MOUSE	tr|G3SXI8|G3SXI8_LOXAF
OG0014001	sp|P33215|NEDD1_MOUSE	tr|G3SXY3|G3SXY3_LOXAF
OG0014002	sp|Q69ZX8|ABLM3_MOUSE	tr|G3SY94|G3SY94_LOXAF
OG0014003	sp|Q9DAP0|LRC46_MOUSE	tr|G3SYY0|G3SYY0_LOXAF
OG0014004	sp|P58465|CTDSL_MOUSE	tr|G3SZ97|G3SZ97_LOXAF
OG0014005	sp|Q8C5T4|MORN3_MOUSE	tr|G3T085|G3T085_LOXAF
OG0014006	sp|Q80VM3|TTC29_MOUSE	tr|G3T0C1|G3T0C1_LOXAF
OG0014007	sp|Q8K158|CNPD1_MOUSE	tr|G3T1F2|G3T1F2_LOXAF
OG0014008	sp|Q7TSH8|TMM94_MOUSE	tr|G3T2A2|G3T2A2_LOXAF
OG0014009	sp|Q8R4G0|NTNG1_MOUSE	tr|G3T3B8|G3T3B8_LOXAF
OG0014010	sp|P19536|COX5B_MOUSE	tr|G3T3L9|G3T3L9_LOXAF
OG0014011	sp|Q9Z2J6|PD2R2_MOUSE	tr|G3T3R7|G3T3R7_LOXAF
OG0014012	sp|Q8BQ89|LIX1L_MOUSE	tr|G3T6Q1|G3T6Q1_LOXAF
OG0014013	sp|Q9Z218|DPP6_MOUSE	tr|G3T710|G3T710_LOXAF
OG0014014	sp|Q80WR5|CA174_MOUSE	tr|G3T7V6|G3T7V6_LOXAF
OG0014015	sp|Q9D7N9|APMAP_MOUSE	tr|G3T888|G3T888_LOXAF
OG0014016	sp|Q8BKY8|MTEF2_MOUSE	tr|G3T8D3|G3T8D3_LOXAF
OG0014017	sp|Q8R1Q8|DC1L1_MOUSE	tr|G3T9R4|G3T9R4_LOXAF
OG0014018	sp|Q62448|IF4G2_MOUSE	tr|G3TA50|G3TA50_LOXAF
OG0014019	sp|P70453|PDE7A_MOUSE	tr|G3TA86|G3TA86_LOXAF
OG0014020	sp|Q9CPW4|ARPC5_MOUSE	tr|G3TAW3|G3TAW3_LOXAF
OG0014021	sp|Q33DR3|DLP1_MOUSE	tr|G3TAY2|G3TAY2_LOXAF
OG0014022	sp|Q8C561|LMBD2_MOUSE	tr|G3TCT8|G3TCT8_LOXAF
OG0014023	sp|P51436|DRD4_MOUSE	tr|G3TCX2|G3TCX2_LOXAF
OG0014024	sp|P28322|ETV4_MOUSE	tr|G3TDJ7|G3TDJ7_LOXAF
OG0014025	tr|E9Q271|E9Q271_MOUSE	tr|G3TDM2|G3TDM2_LOXAF
OG0014026	sp|Q6P1D5|SE6L1_MOUSE	tr|G3TFL4|G3TFL4_LOXAF
OG0014027	sp|Q9JMH7|NEUR3_MOUSE	tr|G3TG65|G3TG65_LOXAF
OG0014028	sp|P09803|CADH1_MOUSE	tr|G3THF8|G3THF8_LOXAF
OG0014029	tr|D3YYZ1|D3YYZ1_MOUSE	tr|G3THY3|G3THY3_LOXAF
OG0014030	sp|P15379|CD44_MOUSE	tr|G3TJC4|G3TJC4_LOXAF
OG0014031	sp|P47993|XCL1_MOUSE	tr|G3TJJ5|G3TJJ5_LOXAF
OG0014032	sp|Q8BM85|TBCK_MOUSE	tr|G3TKR6|G3TKR6_LOXAF
OG0014033	sp|Q921P9|TCAL1_MOUSE	tr|G3TKR7|G3TKR7_LOXAF
OG0014034	tr|A0A1B0GRV7|A0A1B0GRV7_MOUSE	tr|G3TM24|G3TM24_LOXAF
OG0014035	sp|Q3UNU4|ERIC4_MOUSE	tr|G3TN65|G3TN65_LOXAF
OG0014036	sp|P43029|GDF7_MOUSE	tr|G3TQE1|G3TQE1_LOXAF
OG0014037	sp|Q8C6U2|S66A3_MOUSE	tr|G3TT09|G3TT09_LOXAF
OG0014038	sp|Q80V85|TRI62_MOUSE	tr|G3TT61|G3TT61_LOXAF
OG0014039	sp|P22935|RABP2_MOUSE	tr|G3TTS3|G3TTS3_LOXAF
OG0014040	sp|P98192|GNPAT_MOUSE	tr|G3TVX5|G3TVX5_LOXAF
OG0014041	sp|Q6PF93|PK3C3_MOUSE	tr|G3TXV6|G3TXV6_LOXAF
OG0014042	sp|Q9WUL8|CITE4_MOUSE	tr|G3TXW8|G3TXW8_LOXAF
OG0014043	sp|P17095|HMGA1_MOUSE	tr|G3TYY0|G3TYY0_LOXAF
OG0014044	sp|Q80WK2|OSTB_MOUSE	tr|G3TZN4|G3TZN4_LOXAF
OG0014045	sp|Q6P3B2|UBAD1_MOUSE	tr|G3U319|G3U319_LOXAF
OG0014046	sp|Q6P1B3|PIANP_MOUSE	tr|G3U3D2|G3U3D2_LOXAF
OG0014047	sp|Q6P9P0|SLF2_MOUSE	tr|G3UA40|G3UA40_LOXAF
OG0014048	sp|P84075|HPCA_MOUSE	tr|G3UAB4|G3UAB4_LOXAF
OG0014049	sp|Q8R1B4|EIF3C_MOUSE	tr|G3UAU9|G3UAU9_LOXAF
OG0014050	tr|F8VPJ9|F8VPJ9_MOUSE	tr|G3UFU1|G3UFU1_LOXAF
OG0014051	sp|Q9D187|CIA2B_MOUSE	tr|G3UFW3|G3UFW3_LOXAF
OG0014052	sp|Q8CAE9|PDXL2_MOUSE	tr|G3UGD8|G3UGD8_LOXAF
OG0014053	sp|Q05AH6|SPNDC_MOUSE	tr|G3UHE0|G3UHE0_LOXAF
OG0014054	sp|Q64455|PTPRJ_MOUSE	tr|G3UHR3|G3UHR3_LOXAF
OG0014055	sp|Q8BHY2|NOC4L_MOUSE	tr|G3UIQ2|G3UIQ2_LOXAF
OG0014056	sp|Q8CE47|S49A3_MOUSE	tr|G3UK53|G3UK53_LOXAF
OG0014057	sp|Q9D0L4|ADCK1_MOUSE	tr|G3UL13|G3UL13_LOXAF
OG0014058	sp|Q9D9V7|DEN6B_MOUSE	tr|G3UMG6|G3UMG6_LOXAF
OG0014059	sp|Q9D1Z3|ACKMT_MOUSE	tr|G5E7D3|G5E7D3_LOXAF
OG0014060	sp|Q9D3G9|RHOH_MOUSE	tr|G3SL87|G3SL87_LOXAF
OG0014061	sp|P25119|TNR1B_MOUSE	tr|G3SLA2|G3SLA2_LOXAF
OG0014062	sp|Q91VY6|CYTIP_MOUSE	tr|G3SLD1|G3SLD1_LOXAF
OG0014063	sp|E9Q5M6|CFA44_MOUSE	tr|G3SMJ8|G3SMJ8_LOXAF
OG0014064	sp|Q6ZQF7|JADE2_MOUSE	tr|G3SMT1|G3SMT1_LOXAF
OG0014065	sp|Q7M758|NALDL_MOUSE	tr|G3SN18|G3SN18_LOXAF
OG0014066	sp|Q8CAL5|GPC5_MOUSE	tr|G3SNF1|G3SNF1_LOXAF
OG0014067	sp|Q91WD1|RPC4_MOUSE	tr|G3SNS6|G3SNS6_LOXAF
OG0014068	sp|Q3UIA2|RHG17_MOUSE	tr|G3SNY0|G3SNY0_LOXAF
OG0014069	sp|Q9CQL1|MGN2_MOUSE	tr|G3SPJ2|G3SPJ2_LOXAF
OG0014070	sp|P62889|RL30_MOUSE	tr|G3SPS3|G3SPS3_LOXAF
OG0014071	sp|O88466|ZN106_MOUSE	tr|G3SQ17|G3SQ17_LOXAF
OG0014072	sp|Q2HJ10|ZNT2_MOUSE	tr|G3SQG2|G3SQG2_LOXAF
OG0014073	sp|Q8BJT9|EDEM2_MOUSE	tr|G3SR83|G3SR83_LOXAF
OG0014074	sp|P55258|RAB8A_MOUSE	tr|G3STI2|G3STI2_LOXAF
OG0014075	sp|A4Q9F6|TTL13_MOUSE	tr|G3SVE1|G3SVE1_LOXAF
OG0014076	sp|Q9R0N9|SYT9_MOUSE	tr|G3SW50|G3SW50_LOXAF
OG0014077	sp|Q6PGK7|CHSTA_MOUSE	tr|G3SWA0|G3SWA0_LOXAF
OG0014078	sp|Q9Z2H5|E41L1_MOUSE	tr|G3SYG8|G3SYG8_LOXAF
OG0014079	sp|Q9QY05|INSL6_MOUSE	tr|G3T032|G3T032_LOXAF
OG0014080	sp|Q5RJH2|MCTP2_MOUSE	tr|G3T1D8|G3T1D8_LOXAF
OG0014081	sp|P50992|ATP4B_MOUSE	tr|G3T294|G3T294_LOXAF
OG0014082	sp|Q9JM05|PIAS4_MOUSE	tr|G3T387|G3T387_LOXAF
OG0014083	sp|Q99LE1|RIPL2_MOUSE	tr|G3T490|G3T490_LOXAF
OG0014084	sp|Q80WM5|HPLN3_MOUSE	tr|G3T4I8|G3T4I8_LOXAF
OG0014085	sp|Q91VU0|FAM3C_MOUSE	tr|G3T4U7|G3T4U7_LOXAF
OG0014086	sp|Q8VDH1|FBX21_MOUSE	tr|G3T528|G3T528_LOXAF
OG0014087	sp|P97798|NEO1_MOUSE	tr|G3T5F7|G3T5F7_LOXAF
OG0014088	sp|P32921|SYWC_MOUSE	tr|G3T5R3|G3T5R3_LOXAF
OG0014089	sp|Q8CD92|TTC27_MOUSE	tr|G3T6E1|G3T6E1_LOXAF
OG0014090	sp|Q91VN1|ZNF24_MOUSE	tr|G3T7E9|G3T7E9_LOXAF
OG0014091	sp|Q8C080|SNX16_MOUSE	tr|G3T7Y4|G3T7Y4_LOXAF
OG0014092	sp|Q91VN2|CK071_MOUSE	tr|G3T9E3|G3T9E3_LOXAF
OG0014093	sp|Q80TD3|FNIP2_MOUSE	tr|G3T9N5|G3T9N5_LOXAF
OG0014094	sp|Q8CA72|GAN_MOUSE	tr|G3TAQ3|G3TAQ3_LOXAF
OG0014095	sp|Q9JLM9|GRB14_MOUSE	tr|G3TB39|G3TB39_LOXAF
OG0014096	sp|P52825|CPT2_MOUSE	tr|G3TBQ6|G3TBQ6_LOXAF
OG0014097	sp|Q8K2C7|OS9_MOUSE	tr|G3TBV3|G3TBV3_LOXAF
OG0014098	sp|Q923K4|GTPB3_MOUSE	tr|G3TCC8|G3TCC8_LOXAF
OG0014099	sp|O70338|RNH1_MOUSE	tr|G3TEG4|G3TEG4_LOXAF
OG0014100	sp|Q9EP89|LACTB_MOUSE	tr|G3TF86|G3TF86_LOXAF
OG0014101	sp|Q8BJ51|MFS11_MOUSE	tr|G3TF96|G3TF96_LOXAF
OG0014102	sp|A2AVJ5|PRR5L_MOUSE	tr|G3TH20|G3TH20_LOXAF
OG0014103	tr|B2RXC6|B2RXC6_MOUSE	tr|G3THI7|G3THI7_LOXAF
OG0014104	sp|Q9JLZ3|AUHM_MOUSE	tr|G3TI31|G3TI31_LOXAF
OG0014105	sp|P50544|ACADV_MOUSE	tr|G3TL79|G3TL79_LOXAF
OG0014106	sp|Q3U269|TSTD2_MOUSE	tr|G3TMQ6|G3TMQ6_LOXAF
OG0014107	sp|Q71FD5|ZNRF2_MOUSE	tr|G3TPE4|G3TPE4_LOXAF
OG0014108	sp|Q8BG89|ZN365_MOUSE	tr|G3TPG6|G3TPG6_LOXAF
OG0014109	sp|Q3UZ45|MCIN_MOUSE	tr|G3TVV1|G3TVV1_LOXAF
OG0014110	sp|O70318|E41L2_MOUSE	tr|G3TWY7|G3TWY7_LOXAF
OG0014111	sp|D3YZF7|VS10L_MOUSE	tr|G3U0L2|G3U0L2_LOXAF
OG0014112	sp|Q921N6|DDX27_MOUSE	tr|G3U162|G3U162_LOXAF
OG0014113	sp|Q8C1R3|CQ050_MOUSE	tr|G3U1A7|G3U1A7_LOXAF
OG0014114	sp|Q9CPP6|NDUA5_MOUSE	tr|G3U3I8|G3U3I8_LOXAF
OG0014115	sp|P28184|MT3_MOUSE	tr|G3U690|G3U690_LOXAF
OG0014116	sp|P0C5K1|SBK2_MOUSE	tr|G3U6E0|G3U6E0_LOXAF
OG0014117	sp|Q91YK2|RRP1B_MOUSE	tr|G3U744|G3U744_LOXAF
OG0014118	sp|Q7M6Y2|SOX11_MOUSE	tr|G3UA55|G3UA55_LOXAF
OG0014119	sp|Q8C353|TM252_MOUSE	tr|G3UA79|G3UA79_LOXAF
OG0014120	sp|P30935|SSR3_MOUSE	tr|G3UAL0|G3UAL0_LOXAF
OG0014121	sp|Q91WB4|PKHF2_MOUSE	tr|G3UCQ4|G3UCQ4_LOXAF
OG0014122	sp|Q99PV5|BHE41_MOUSE	tr|G3UCX2|G3UCX2_LOXAF
OG0014123	sp|O35739|KLF9_MOUSE	tr|G3UD30|G3UD30_LOXAF
OG0014124	sp|Q3UH99|SHSA6_MOUSE	tr|G3UFL8|G3UFL8_LOXAF
OG0014125	sp|Q8BZN4|NUAK2_MOUSE	tr|G3UFX2|G3UFX2_LOXAF
OG0014126	sp|Q9CX86|ROA0_MOUSE	tr|G3UG89|G3UG89_LOXAF
OG0014127	tr|Q3ULJ3|Q3ULJ3_MOUSE	tr|G5E7D9|G5E7D9_LOXAF
OG0014128	sp|Q5RL79|KTAP2_MOUSE	tr|G3SLA8|G3SLA8_LOXAF
OG0014129	sp|Q99KR7|PPIF_MOUSE	tr|G3SLL8|G3SLL8_LOXAF
OG0014130	sp|Q3UQ22|NET5_MOUSE	tr|G3SPJ0|G3SPJ0_LOXAF
OG0014131	sp|Q9D8N3|TM86A_MOUSE	tr|G3SPN8|G3SPN8_LOXAF
OG0014132	sp|Q8C753|KATIP_MOUSE	tr|G3SQH6|G3SQH6_LOXAF
OG0014133	sp|Q9JID9|SH2B2_MOUSE	tr|G3SQP8|G3SQP8_LOXAF
OG0014134	sp|Q9D708|S10AG_MOUSE	tr|G3SQW7|G3SQW7_LOXAF
OG0014135	sp|Q3USH1|INSY2_MOUSE	tr|G3SS02|G3SS02_LOXAF
OG0014136	sp|Q8BWY2|CLC1A_MOUSE	tr|G3SSL8|G3SSL8_LOXAF
OG0014137	sp|Q80ZU4|SMI19_MOUSE	tr|G3STE7|G3STE7_LOXAF
OG0014138	sp|Q6PGB6|NAA50_MOUSE	tr|G3STH5|G3STH5_LOXAF
OG0014139	sp|Q8BIE6|FRM4A_MOUSE	tr|G3SUG8|G3SUG8_LOXAF
OG0014140	sp|P31786|ACBP_MOUSE	tr|G3SVC4|G3SVC4_LOXAF
OG0014141	sp|P22682|CBL_MOUSE	tr|G3SZI9|G3SZI9_LOXAF
OG0014142	sp|Q7M742|SG1C1_MOUSE	tr|G3SZW7|G3SZW7_LOXAF
OG0014143	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|G3T012|G3T012_LOXAF
OG0014144	sp|A0A0M3U1B0|SYC2L_MOUSE	tr|G3T034|G3T034_LOXAF
OG0014145	sp|Q8BGB2|TTC7A_MOUSE	tr|G3T121|G3T121_LOXAF
OG0014146	sp|Q8CJF7|ELYS_MOUSE	tr|G3T3D3|G3T3D3_LOXAF
OG0014147	sp|Q6P8G8|ORAI3_MOUSE	tr|G3T4E7|G3T4E7_LOXAF
OG0014148	sp|O88856|TPST2_MOUSE	tr|G3T6Q8|G3T6Q8_LOXAF
OG0014149	sp|Q8C267|SETB2_MOUSE	tr|G3T9Q9|G3T9Q9_LOXAF
OG0014150	sp|P60060|SC61G_MOUSE	tr|G3T9W9|G3T9W9_LOXAF
OG0014151	sp|Q0VBL3|RBM15_MOUSE	tr|G3TAB0|G3TAB0_LOXAF
OG0014152	sp|A2AJL3|FGGY_MOUSE	tr|G3TAN2|G3TAN2_LOXAF
OG0014153	sp|P55288|CAD11_MOUSE	tr|G3TBS3|G3TBS3_LOXAF
OG0014154	sp|Q9ESK4|ING2_MOUSE	tr|G3TDF8|G3TDF8_LOXAF
OG0014155	sp|P35363|5HT2A_MOUSE	tr|G3TEB2|G3TEB2_LOXAF
OG0014156	sp|P48967|MPIP3_MOUSE	tr|G3TEB5|G3TEB5_LOXAF
OG0014157	sp|Q8VHP9|ASB17_MOUSE	tr|G3TEY0|G3TEY0_LOXAF
OG0014158	sp|P61215|CAH10_MOUSE	tr|G3TFX0|G3TFX0_LOXAF
OG0014159	sp|Q8CHX6|MBTP2_MOUSE	tr|G3TIH4|G3TIH4_LOXAF
OG0014160	sp|O88545|CSN6_MOUSE	tr|G3TIH7|G3TIH7_LOXAF
OG0014161	sp|Q9WTL7|LYPA2_MOUSE	tr|G3TIN1|G3TIN1_LOXAF
OG0014162	sp|Q9CWF6|BBS2_MOUSE	tr|G3TIP0|G3TIP0_LOXAF
OG0014163	sp|Q9D136|OGFD3_MOUSE	tr|G3TIQ2|G3TIQ2_LOXAF
OG0014164	sp|Q8BP86|SNPC4_MOUSE	tr|G3TJ62|G3TJ62_LOXAF
OG0014165	sp|Q9D806|VSTM5_MOUSE	tr|G3TM65|G3TM65_LOXAF
OG0014166	sp|Q9DAM3|HSPB9_MOUSE	tr|G3TM97|G3TM97_LOXAF
OG0014167	sp|Q5GH62|XKR9_MOUSE	tr|G3TMV6|G3TMV6_LOXAF
OG0014168	sp|O35188|X3CL1_MOUSE	tr|G3TNC5|G3TNC5_LOXAF
OG0014169	sp|Q9Z2P8|VAMP5_MOUSE	tr|G3TNX1|G3TNX1_LOXAF
OG0014170	sp|P63147|UBE2B_MOUSE	tr|G3TPG1|G3TPG1_LOXAF
OG0014171	sp|P11378|STP2_MOUSE	tr|G3TQ87|G3TQ87_LOXAF
OG0014172	sp|Q9Z1X4|ILF3_MOUSE	tr|G3TQG7|G3TQG7_LOXAF
OG0014173	sp|Q5U4E2|REPI1_MOUSE	tr|G3TSA0|G3TSA0_LOXAF
OG0014174	sp|Q8BLQ7|CTR4_MOUSE	tr|G3TSL9|G3TSL9_LOXAF
OG0014175	sp|Q9JJE4|PAQR4_MOUSE	tr|G3TTG8|G3TTG8_LOXAF
OG0014176	sp|D3YZU1|SHAN1_MOUSE	tr|G3TU53|G3TU53_LOXAF
OG0014177	sp|Q8BM72|HSP13_MOUSE	tr|G3TUV4|G3TUV4_LOXAF
OG0014178	sp|Q80XP8|FA76B_MOUSE	tr|G3TWT3|G3TWT3_LOXAF
OG0014179	sp|B2RW88|PRR19_MOUSE	tr|G3TXP1|G3TXP1_LOXAF
OG0014180	sp|Q14DL0|UBQLN_MOUSE	tr|G3TZ21|G3TZ21_LOXAF
OG0014181	sp|O88838|SPSB2_MOUSE	tr|G3TZV2|G3TZV2_LOXAF
OG0014182	sp|Q9R1K5|FZR1_MOUSE	tr|G3U1U6|G3U1U6_LOXAF
OG0014183	sp|Q9DAI2|IFT22_MOUSE	tr|G3U3H5|G3U3H5_LOXAF
OG0014184	sp|E9PV24|FIBA_MOUSE	tr|G3U772|G3U772_LOXAF
OG0014185	tr|A0A286YCZ6|A0A286YCZ6_MOUSE	tr|G3U7K3|G3U7K3_LOXAF
OG0014186	sp|Q8CBE3|WDR37_MOUSE	tr|G3U8G4|G3U8G4_LOXAF
OG0014187	sp|P48545|KCNJ5_MOUSE	tr|G3UD49|G3UD49_LOXAF
OG0014188	sp|Q80VU4|NTF4_MOUSE	tr|G3UFH9|G3UFH9_LOXAF
OG0014189	sp|Q3UNW5|TF2L1_MOUSE	tr|G3UG22|G3UG22_LOXAF
OG0014190	sp|P25976|UBF1_MOUSE	tr|G3UHW6|G3UHW6_LOXAF
OG0014191	sp|Q61508|ECM1_MOUSE	tr|G3UJU1|G3UJU1_LOXAF
OG0014192	sp|A2A6A1|GPTC8_MOUSE	tr|G3UJZ0|G3UJZ0_LOXAF
OG0014193	sp|Q0PHV7|DACT3_MOUSE	tr|G3UM27|G3UM27_LOXAF
OG0014194	tr|A0A140LJJ2|A0A140LJJ2_MOUSE	tr|G3UMD1|G3UMD1_LOXAF
OG0014195	sp|Q922Q8|LRC59_MOUSE	tr|G3SLS1|G3SLS1_LOXAF
OG0014196	sp|Q61239|FNTA_MOUSE	tr|G3SM34|G3SM34_LOXAF
OG0014197	sp|Q9R0C0|BL1S6_MOUSE	tr|G3SM49|G3SM49_LOXAF
OG0014198	sp|Q80WQ8|M18BP_MOUSE	tr|G3SN14|G3SN14_LOXAF
OG0014199	sp|P70298|CUX2_MOUSE	tr|G3SN22|G3SN22_LOXAF
OG0014200	sp|Q9JK84|PAR6G_MOUSE	tr|G3SNV3|G3SNV3_LOXAF
OG0014201	sp|O89016|ABCD4_MOUSE	tr|G3SRA7|G3SRA7_LOXAF
OG0014202	sp|Q8BJ05|ZC3HE_MOUSE	tr|G3SRI9|G3SRI9_LOXAF
OG0014203	sp|Q8K1E3|DLK2_MOUSE	tr|G3SRV1|G3SRV1_LOXAF
OG0014204	sp|Q3UTJ2|SRBS2_MOUSE	tr|G3SS61|G3SS61_LOXAF
OG0014205	sp|Q8K4Z6|GPC6A_MOUSE	tr|G3SSF6|G3SSF6_LOXAF
OG0014206	sp|P97805|FAM3D_MOUSE	tr|G3SSZ0|G3SSZ0_LOXAF
OG0014207	sp|Q810M1|CF299_MOUSE	tr|G3STY2|G3STY2_LOXAF
OG0014208	sp|Q9D757|DAPL1_MOUSE	tr|G3SUI8|G3SUI8_LOXAF
OG0014209	sp|P16054|KPCE_MOUSE	tr|G3SWS9|G3SWS9_LOXAF
OG0014210	sp|Q9D0G0|RT30_MOUSE	tr|G3SWY0|G3SWY0_LOXAF
OG0014211	sp|Q9CXI0|COQ5_MOUSE	tr|G3SYJ5|G3SYJ5_LOXAF
OG0014212	sp|Q8C1Z7|BBS4_MOUSE	tr|G3SZ68|G3SZ68_LOXAF
OG0014213	sp|Q6P9J5|KANK4_MOUSE	tr|G3T0Y5|G3T0Y5_LOXAF
OG0014214	sp|Q8BUE7|MUC20_MOUSE	tr|G3T2J4|G3T2J4_LOXAF
OG0014215	sp|P51865|TDGF1_MOUSE	tr|G3T368|G3T368_LOXAF
OG0014216	sp|Q8BIG7|CMTD1_MOUSE	tr|G3T3W4|G3T3W4_LOXAF
OG0014217	sp|Q61488|DHH_MOUSE	tr|G3T4T5|G3T4T5_LOXAF
OG0014218	sp|Q6S5C2|GNPTG_MOUSE	tr|G3T5M4|G3T5M4_LOXAF
OG0014219	sp|Q6ZWN5|RS9_MOUSE	tr|G3T673|G3T673_LOXAF
OG0014220	sp|Q05144|RAC2_MOUSE	tr|G3T6Z1|G3T6Z1_LOXAF
OG0014221	sp|Q68FH0|PKP4_MOUSE	tr|G3T7E5|G3T7E5_LOXAF
OG0014222	sp|Q9CWV0|MASU1_MOUSE	tr|G3T8E5|G3T8E5_LOXAF
OG0014223	sp|A2AWL7|MGAP_MOUSE	tr|G3TAF9|G3TAF9_LOXAF
