Orthogroup	Homo_sapiens	Rattus_norvegicus
OG0014310	sp|Q75QN2|INT8_HUMAN	tr|A0A0G2K0V1|A0A0G2K0V1_RAT
OG0014311	sp|Q86UY6|NAA40_HUMAN	tr|D3ZZQ5|D3ZZQ5_RAT
OG0014312	sp|Q86YD1|PTOV1_HUMAN	sp|Q5U2W6|PTVO1_RAT
OG0014313	sp|Q8IVU9|CBCO1_HUMAN	tr|D3ZD36|D3ZD36_RAT
OG0014314	sp|Q8IYG6|LRC56_HUMAN	sp|Q4V8C9|LRC56_RAT
OG0014315	sp|Q8N4C9|CQ078_HUMAN	tr|D4A521|D4A521_RAT
OG0014316	sp|Q8N5S3|CB073_HUMAN	tr|D4A4P5|D4A4P5_RAT
OG0014317	sp|Q8NF99|ZN397_HUMAN	tr|M0R6E4|M0R6E4_RAT
OG0014318	sp|Q8TCW7|ZPLD1_HUMAN	tr|D4AAZ2|D4AAZ2_RAT
OG0014319	sp|Q8WV48|CC107_HUMAN	tr|A0A8I6ADG1|A0A8I6ADG1_RAT
OG0014320	sp|Q8WWF1|CA054_HUMAN	tr|A0A8I6B613|A0A8I6B613_RAT
OG0014321	sp|Q8WWM9|CYGB_HUMAN	sp|Q921A4|CYGB_RAT
OG0014322	sp|Q96QP1|ALPK1_HUMAN	tr|D3ZTA7|D3ZTA7_RAT
OG0014323	sp|Q96SL4|GPX7_HUMAN	tr|A0A8I6ARN0|A0A8I6ARN0_RAT
OG0014324	sp|Q99958|FOXC2_HUMAN	sp|Q63246|FOXC2_RAT
OG0014325	sp|Q9BV94|EDEM2_HUMAN	tr|Q6AYI8|Q6AYI8_RAT
OG0014326	sp|Q9BXY0|MAK16_HUMAN	tr|A0A8I6A0Z5|A0A8I6A0Z5_RAT
OG0014327	sp|Q9BYP8|KR171_HUMAN	tr|A0A0G2K2F3|A0A0G2K2F3_RAT
OG0014328	sp|Q9H2S6|TNMD_HUMAN	sp|Q9ESC2|TNMD_RAT
OG0014329	sp|Q9H790|EXO5_HUMAN	tr|D3ZLE0|D3ZLE0_RAT
OG0014330	sp|Q9H9B1|EHMT1_HUMAN	tr|A0A0G2K889|A0A0G2K889_RAT
OG0014331	sp|Q9NPA8|ENY2_HUMAN	tr|A0A8I5ZVD6|A0A8I5ZVD6_RAT
OG0014332	sp|Q9NRR1|CYTL1_HUMAN	tr|B5DFG7|B5DFG7_RAT
OG0014333	sp|Q9NVE7|PANK4_HUMAN	sp|Q923S8|PANK4_RAT
OG0014334	sp|Q9NWB1|RFOX1_HUMAN	tr|A0A0G2JYU0|A0A0G2JYU0_RAT
OG0014335	sp|Q9P2G9|KLHL8_HUMAN	tr|A0A0G2JYB7|A0A0G2JYB7_RAT
OG0014336	sp|Q9UHD8|SEPT9_HUMAN	sp|Q9QZR6|SEPT9_RAT
OG0014337	sp|Q9UHG3|PCYOX_HUMAN	sp|Q99ML5|PCYOX_RAT
OG0014338	sp|Q9UJ96|KCNG2_HUMAN	sp|Q9QYU3|KCNG2_RAT
OG0014339	sp|Q9UK73|FEM1B_HUMAN	sp|P0C6P7|FEM1B_RAT
OG0014340	sp|Q9UKU9|ANGL2_HUMAN	tr|G3V862|G3V862_RAT
OG0014341	sp|Q9UPW5|CBPC1_HUMAN	tr|G3V8G1|G3V8G1_RAT
OG0014342	sp|Q9Y3B6|EMC9_HUMAN	sp|Q5U1W7|EMC9_RAT
OG0014343	sp|Q9Y5J5|PHLA3_HUMAN	sp|Q5PQT7|PHLA3_RAT
OG0014344	sp|Q9Y5M8|SRPRB_HUMAN	sp|Q4FZX7|SRPRB_RAT
OG0014345	sp|Q9Y6N7|ROBO1_HUMAN	sp|O55005|ROBO1_RAT
OG0014346	sp|A6NCJ1|TKTI1_HUMAN	tr|D4A8Z4|D4A8Z4_RAT
OG0014347	sp|I3L1E1|CS084_HUMAN	tr|A0A8I5Y8G0|A0A8I5Y8G0_RAT
OG0014348	sp|O43157|PLXB1_HUMAN	tr|D3ZDX5|D3ZDX5_RAT
OG0014349	sp|O60239|3BP5_HUMAN	sp|Q91Y80|3BP5_RAT
OG0014350	sp|O60488|ACSL4_HUMAN	sp|O35547|ACSL4_RAT
OG0014351	sp|O60563|CCNT1_HUMAN	tr|A0A0G2JXM2|A0A0G2JXM2_RAT
OG0014352	sp|O75592|MYCB2_HUMAN	tr|A0A8I6A4L1|A0A8I6A4L1_RAT
OG0014353	sp|O96013|PAK4_HUMAN	tr|B5DF62|B5DF62_RAT
OG0014354	sp|O96020|CCNE2_HUMAN	tr|D3ZQ41|D3ZQ41_RAT
OG0014355	sp|P00746|CFAD_HUMAN	sp|P32038|CFAD_RAT
OG0014356	sp|P02655|APOC2_HUMAN	sp|G3V8D4|APOC2_RAT
OG0014357	sp|P05154|IPSP_HUMAN	tr|F7EMJ6|F7EMJ6_RAT
OG0014358	sp|P13612|ITA4_HUMAN	tr|D3ZMQ3|D3ZMQ3_RAT
OG0014359	sp|P20916|MAG_HUMAN	sp|P07722|MAG_RAT
OG0014360	sp|P30533|AMRP_HUMAN	sp|Q99068|AMRP_RAT
OG0014361	sp|P40617|ARL4A_HUMAN	sp|P61214|ARL4A_RAT
OG0014362	sp|P47972|NPTX2_HUMAN	sp|P97738|NPTX2_RAT
OG0014363	sp|P57075|UBS3A_HUMAN	tr|A0A8I6AZI9|A0A8I6AZI9_RAT
OG0014364	sp|P60002|ELOF1_HUMAN	tr|A0A8I6AF92|A0A8I6AF92_RAT
OG0014365	sp|P83731|RL24_HUMAN	sp|P83732|RL24_RAT
OG0014366	sp|Q03721|KCNC4_HUMAN	sp|Q63734|KCNC4_RAT
OG0014367	sp|Q05901|ACHB3_HUMAN	sp|P12391|ACHB3_RAT
OG0014368	sp|Q12766|HMGX3_HUMAN	tr|F1MAL8|F1MAL8_RAT
OG0014369	sp|Q14554|PDIA5_HUMAN	sp|Q5I0H9|PDIA5_RAT
OG0014370	sp|Q14694|UBP10_HUMAN	sp|Q3KR59|UBP10_RAT
OG0014371	sp|Q5T011|SZT2_HUMAN	tr|D3ZUQ8|D3ZUQ8_RAT
OG0014372	sp|Q5T4T6|SYC2L_HUMAN	tr|F1M2G0|F1M2G0_RAT
OG0014373	sp|Q6IMN6|CAPR2_HUMAN	tr|M0R6B1|M0R6B1_RAT
OG0014374	sp|Q6NT16|S18B1_HUMAN	tr|D4A9K4|D4A9K4_RAT
OG0014375	sp|Q6NXR0|IIGP5_HUMAN	sp|Q6AYF9|IIGP5_RAT
OG0014376	sp|Q6PEX7|TEX38_HUMAN	tr|D3ZTL9|D3ZTL9_RAT
OG0014377	sp|Q6ZYL4|TF2H5_HUMAN	tr|D3ZEI7|D3ZEI7_RAT
OG0014378	sp|Q86SH2|ZAR1_HUMAN	sp|Q7TSX9|ZAR1_RAT
OG0014379	sp|Q8IUK8|CBLN2_HUMAN	sp|P98087|CBLN2_RAT
OG0014380	sp|Q8N1E2|LYG1_HUMAN	tr|D3ZZJ5|D3ZZJ5_RAT
OG0014381	sp|Q8N2U9|S66A2_HUMAN	sp|Q5M880|S66A2_RAT
OG0014382	sp|Q8N4T0|CBPA6_HUMAN	tr|F1M4P0|F1M4P0_RAT
OG0014383	sp|Q8N6T3|ARFG1_HUMAN	sp|Q62848|ARFG1_RAT
OG0014384	sp|Q8NG11|TSN14_HUMAN	tr|D4A0Z1|D4A0Z1_RAT
OG0014385	sp|Q8TB36|GDAP1_HUMAN	tr|D4A5X7|D4A5X7_RAT
OG0014386	sp|Q8TE23|TS1R2_HUMAN	sp|Q9Z0R7|TS1R2_RAT
OG0014387	sp|Q8WXS4|CCGL_HUMAN	sp|Q8VHW1|CCGL_RAT
OG0014388	sp|Q96L92|SNX27_HUMAN	sp|Q8K4V4|SNX27_RAT
OG0014389	sp|Q96LC9|BMF_HUMAN	sp|Q8K589|BMF_RAT
OG0014390	sp|Q96QG7|MTMR9_HUMAN	tr|Q5XIN4|Q5XIN4_RAT
OG0014391	sp|Q96TC7|RMD3_HUMAN	sp|Q66H15|RMD3_RAT
OG0014392	sp|Q99466|NOTC4_HUMAN	tr|Q6MG89|Q6MG89_RAT
OG0014393	sp|Q99538|LGMN_HUMAN	sp|Q9R0J8|LGMN_RAT
OG0014394	sp|Q99572|P2RX7_HUMAN	sp|Q64663|P2RX7_RAT
OG0014395	sp|Q9BTC8|MTA3_HUMAN	tr|A0A8I5ZYK6|A0A8I5ZYK6_RAT
OG0014396	sp|Q9BV57|MTND_HUMAN	sp|Q562C9|MTND_RAT
OG0014397	sp|Q9H0E2|TOLIP_HUMAN	sp|A2RUW1|TOLIP_RAT
OG0014398	sp|Q9H4L7|SMRCD_HUMAN	sp|D3Z9Z9|SMRCD_RAT
OG0014399	sp|Q9H6H4|REEP4_HUMAN	sp|Q4QQW1|REEP4_RAT
OG0014400	sp|Q9H6U8|ALG9_HUMAN	tr|D3ZCW5|D3ZCW5_RAT
OG0014401	sp|Q9H7X0|NAA60_HUMAN	sp|Q3MHC1|NAA60_RAT
OG0014402	sp|Q9HCE5|MET14_HUMAN	tr|B2RYI4|B2RYI4_RAT
OG0014403	sp|Q9NUA8|ZBT40_HUMAN	tr|D4A365|D4A365_RAT
OG0014404	sp|Q9NY93|DDX56_HUMAN	tr|A0A0G2K0E0|A0A0G2K0E0_RAT
OG0014405	sp|Q9P0M6|H2AW_HUMAN	tr|B1WC28|B1WC28_RAT
OG0014406	sp|Q9P0M9|RM27_HUMAN	tr|D3ZTW8|D3ZTW8_RAT
OG0014407	sp|Q9UDT6|CLIP2_HUMAN	sp|O55156|CLIP2_RAT
OG0014408	sp|Q9UDX5|MTFP1_HUMAN	tr|Q5XIG9|Q5XIG9_RAT
OG0014409	sp|Q9UI14|PRAF1_HUMAN	sp|O35394|PRAF1_RAT
OG0014410	sp|Q9Y4D2|DGLA_HUMAN	sp|Q5YLM1|DGLA_RAT
OG0014411	sp|A2RUS2|DEND3_HUMAN	tr|D4A2H4|D4A2H4_RAT
OG0014412	sp|A6NIX2|WTIP_HUMAN	tr|F1LMC1|F1LMC1_RAT
OG0014413	sp|O14561|ACPM_HUMAN	tr|D3ZF13|D3ZF13_RAT
OG0014414	sp|O43299|AP5Z1_HUMAN	tr|A0A0G2JYJ5|A0A0G2JYJ5_RAT
OG0014415	sp|O43933|PEX1_HUMAN	tr|D3ZZB2|D3ZZB2_RAT
OG0014416	sp|O60232|ZNRD2_HUMAN	tr|A0A8I6A6N4|A0A8I6A6N4_RAT
OG0014417	sp|O60347|TBC12_HUMAN	sp|M0R7T9|TBC12_RAT
OG0014418	sp|O60513|B4GT4_HUMAN	sp|Q66HH1|B4GT4_RAT
OG0014419	sp|O60895|RAMP2_HUMAN	sp|Q9JHJ1|RAMP2_RAT
OG0014420	sp|O95528|GTR10_HUMAN	tr|D3ZVY8|D3ZVY8_RAT
OG0014421	sp|O95822|DCMC_HUMAN	sp|Q920F5|DCMC_RAT
OG0014422	sp|O95947|TBX6_HUMAN	sp|D3ZJK7|TBX6_RAT
OG0014423	sp|P04637|P53_HUMAN	sp|P10361|P53_RAT
OG0014424	sp|P15172|MYOD1_HUMAN	sp|Q02346|MYOD1_RAT
OG0014425	sp|P15954|COX7C_HUMAN	sp|P80432|COX7C_RAT
OG0014426	sp|P23276|KELL_HUMAN	tr|F1M761|F1M761_RAT
OG0014427	sp|P27540|ARNT_HUMAN	sp|P41739|ARNT_RAT
OG0014428	sp|P31937|3HIDH_HUMAN	sp|P29266|3HIDH_RAT
OG0014429	sp|P48735|IDHP_HUMAN	sp|P56574|IDHP_RAT
OG0014430	sp|P56589|PEX3_HUMAN	sp|Q9JJK4|PEX3_RAT
OG0014431	sp|P62081|RS7_HUMAN	sp|P62083|RS7_RAT
OG0014432	sp|P62875|RPAB5_HUMAN	tr|A0A0G2JZT9|A0A0G2JZT9_RAT
OG0014433	sp|Q01415|GALK2_HUMAN	sp|Q5XIG6|GALK2_RAT
OG0014434	sp|Q02338|BDH_HUMAN	sp|P29147|BDH_RAT
OG0014435	sp|Q06187|BTK_HUMAN	tr|A0A0G2K6M9|A0A0G2K6M9_RAT
OG0014436	sp|Q08211|DHX9_HUMAN	tr|A0A8I6ABZ7|A0A8I6ABZ7_RAT
OG0014437	sp|Q13228|SBP1_HUMAN	sp|Q8VIF7|SBP1_RAT
OG0014438	sp|Q13610|PWP1_HUMAN	tr|D4A1H8|D4A1H8_RAT
OG0014439	sp|Q13868|EXOS2_HUMAN	tr|D3ZBP3|D3ZBP3_RAT
OG0014440	sp|Q14714|SSPN_HUMAN	tr|D4ABT9|D4ABT9_RAT
OG0014441	sp|Q14CW9|AT7L3_HUMAN	tr|D4A5H7|D4A5H7_RAT
OG0014442	sp|Q30201|HFE_HUMAN	sp|O35799|HFE_RAT
OG0014443	sp|Q53G59|KLH12_HUMAN	sp|Q8R2H4|KLH12_RAT
OG0014444	sp|Q5FWF7|FBX48_HUMAN	tr|D3ZKN5|D3ZKN5_RAT
OG0014445	sp|Q5R3I4|TTC38_HUMAN	tr|D4ACL2|D4ACL2_RAT
OG0014446	sp|Q5T2D2|TRML2_HUMAN	tr|D3ZF32|D3ZF32_RAT
OG0014447	sp|Q6IQ23|PKHA7_HUMAN	tr|A0A8I6A1V7|A0A8I6A1V7_RAT
OG0014448	sp|Q6WN34|CRDL2_HUMAN	tr|A0A8I6AAN2|A0A8I6AAN2_RAT
OG0014449	sp|Q6YFQ2|CX6B2_HUMAN	sp|Q6YFQ1|CX6B2_RAT
OG0014450	sp|Q6ZN17|LN28B_HUMAN	tr|D3ZIK1|D3ZIK1_RAT
OG0014451	sp|Q7RTV0|PHF5A_HUMAN	sp|P83871|PHF5A_RAT
OG0014452	sp|Q86VI4|LAP4B_HUMAN	sp|Q5U1W4|LAP4B_RAT
OG0014453	sp|Q8N350|CBARP_HUMAN	tr|F1MAS1|F1MAS1_RAT
OG0014454	sp|Q8N5V2|NGEF_HUMAN	sp|Q5BKC9|NGEF_RAT
OG0014455	sp|Q8NAP3|ZBT38_HUMAN	sp|Q5EXX3|ZBT38_RAT
OG0014456	sp|Q8NEL9|DDHD1_HUMAN	tr|A0A8I5ZK24|A0A8I5ZK24_RAT
OG0014457	sp|Q8NET5|NFAM1_HUMAN	tr|F1M0C3|F1M0C3_RAT
OG0014458	sp|Q92772|CDKL2_HUMAN	sp|Q5XIT0|CDKL2_RAT
OG0014459	sp|Q969V5|MUL1_HUMAN	tr|D4A1H7|D4A1H7_RAT
OG0014460	sp|Q96JQ0|PCD16_HUMAN	sp|D4ACX8|PCD16_RAT
OG0014461	sp|Q96LW7|CAR19_HUMAN	tr|A0A8I6AAF1|A0A8I6AAF1_RAT
OG0014462	sp|Q96NB2|SFXN2_HUMAN	tr|A0A8I6G419|A0A8I6G419_RAT
OG0014463	sp|Q96RK1|CITE4_HUMAN	sp|Q99MA0|CITE4_RAT
OG0014464	sp|Q99501|GA2L1_HUMAN	tr|D3ZR69|D3ZR69_RAT
OG0014465	sp|Q9BXC0|HCAR1_HUMAN	tr|G3V906|G3V906_RAT
OG0014466	sp|Q9GZZ0|HXD1_HUMAN	tr|D4ACE4|D4ACE4_RAT
OG0014467	sp|Q9H175|CSRN2_HUMAN	tr|D4A1W4|D4A1W4_RAT
OG0014468	sp|Q9H3G5|CPVL_HUMAN	sp|Q4QR71|CPVL_RAT
OG0014469	sp|Q9H5F2|CK001_HUMAN	tr|D3ZGF3|D3ZGF3_RAT
OG0014470	sp|Q9NQ69|LHX9_HUMAN	sp|Q80W90|LHX9_RAT
OG0014471	sp|Q9P1A6|DLGP2_HUMAN	sp|P97837|DLGP2_RAT
OG0014472	sp|Q9UQ03|COR2B_HUMAN	tr|F1LMV9|F1LMV9_RAT
OG0014473	sp|Q9UQB8|BAIP2_HUMAN	sp|Q6GMN2|BAIP2_RAT
OG0014474	sp|Q9Y235|ABEC2_HUMAN	tr|B4F789|B4F789_RAT
OG0014475	sp|Q9Y2H5|PKHA6_HUMAN	tr|A0A8I6AKY1|A0A8I6AKY1_RAT
OG0014476	sp|Q9Y2M5|KLH20_HUMAN	sp|D3Z8N4|KLH20_RAT
OG0014477	sp|Q9Y2R4|DDX52_HUMAN	sp|Q99PT0|DDX52_RAT
OG0014478	sp|Q9Y6K9|NEMO_HUMAN	sp|Q6TMG5|NEMO_RAT
OG0014479	sp|O14734|ACOT8_HUMAN	sp|Q8VHK0|ACOT8_RAT
OG0014480	sp|O75874|IDHC_HUMAN	sp|P41562|IDHC_RAT
OG0014481	sp|O95870|ABHGA_HUMAN	sp|Q6MG55|ABHGA_RAT
OG0014482	sp|O95989|NUDT3_HUMAN	sp|Q566C7|NUDT3_RAT
OG0014483	sp|P09234|RU1C_HUMAN	sp|D3ZCL3|RU1C_RAT
OG0014484	sp|P09564|CD7_HUMAN	tr|B2RZ54|B2RZ54_RAT
OG0014485	sp|P30203|CD6_HUMAN	tr|G3V8U0|G3V8U0_RAT
OG0014486	sp|P37023|ACVL1_HUMAN	sp|P80203|ACVL1_RAT
OG0014487	sp|P48169|GBRA4_HUMAN	sp|P28471|GBRA4_RAT
OG0014488	sp|P48552|NRIP1_HUMAN	tr|G3V672|G3V672_RAT
OG0014489	sp|P49908|SEPP1_HUMAN	sp|P25236|SEPP1_RAT
OG0014490	sp|P51575|P2RX1_HUMAN	sp|P47824|P2RX1_RAT
OG0014491	sp|P51826|AFF3_HUMAN	tr|A0A0G2K1Y7|A0A0G2K1Y7_RAT
OG0014492	sp|P53539|FOSB_HUMAN	sp|D3ZLB7|FOSB_RAT
OG0014493	sp|P55289|CAD12_HUMAN	tr|F1M1A2|F1M1A2_RAT
OG0014494	sp|Q04756|HGFA_HUMAN	tr|F7ELL4|F7ELL4_RAT
OG0014495	sp|Q12770|SCAP_HUMAN	sp|A2RRU4|SCAP_RAT
OG0014496	sp|Q12874|SF3A3_HUMAN	tr|Q4KLI7|Q4KLI7_RAT
OG0014497	sp|Q12904|AIMP1_HUMAN	tr|A0A8I6A263|A0A8I6A263_RAT
OG0014498	sp|Q15058|KIF14_HUMAN	tr|D3ZE01|D3ZE01_RAT
OG0014499	sp|Q15067|ACOX1_HUMAN	sp|P07872|ACOX1_RAT
OG0014500	sp|Q15465|SHH_HUMAN	sp|Q63673|SHH_RAT
OG0014501	sp|Q15569|TESK1_HUMAN	sp|Q63572|TESK1_RAT
OG0014502	sp|Q16612|NREP_HUMAN	sp|Q80Z34|NREP_RAT
OG0014503	sp|Q2NKJ3|CTC1_HUMAN	tr|A0A8I6AE77|A0A8I6AE77_RAT
OG0014504	sp|Q53EL6|PDCD4_HUMAN	sp|Q9JID1|PDCD4_RAT
OG0014505	sp|Q53FZ2|ACSM3_HUMAN	sp|Q6SKG1|ACSM3_RAT
OG0014506	sp|Q53LP3|SWAHC_HUMAN	tr|A0A8I5ZZT6|A0A8I5ZZT6_RAT
OG0014507	sp|Q5JXC2|MIIP_HUMAN	sp|Q6AYH0|MIIP_RAT
OG0014508	sp|Q5T4B2|GT253_HUMAN	sp|Q5U309|GT253_RAT
OG0014509	sp|Q5VWX1|KHDR2_HUMAN	sp|Q920F3|KHDR2_RAT
OG0014510	sp|Q6AZW8|ZN660_HUMAN	tr|A0A0G2KBC6|A0A0G2KBC6_RAT
OG0014511	sp|Q6P5R6|RL22L_HUMAN	tr|B2RZD5|B2RZD5_RAT
OG0014512	sp|Q6ZRC1|CD050_HUMAN	tr|F1LXM2|F1LXM2_RAT
OG0014513	sp|Q7RTS5|OTOP3_HUMAN	tr|A0A0G2JTK7|A0A0G2JTK7_RAT
OG0014514	sp|Q86TS7|U730_HUMAN	tr|A0A8I5ZP87|A0A8I5ZP87_RAT
OG0014515	sp|Q86V86|PIM3_HUMAN	sp|O70444|PIM3_RAT
OG0014516	sp|Q86WS4|CL040_HUMAN	tr|F1LTS3|F1LTS3_RAT
OG0014517	sp|Q8IW35|CEP97_HUMAN	tr|D4AC95|D4AC95_RAT
OG0014518	sp|Q8IYB4|PEX5R_HUMAN	sp|Q925N3|PEX5R_RAT
OG0014519	sp|Q8IYF3|TEX11_HUMAN	tr|D3Z868|D3Z868_RAT
OG0014520	sp|Q8N257|H2B3B_HUMAN	tr|M0RBQ5|M0RBQ5_RAT
OG0014521	sp|Q8NBN3|TM87A_HUMAN	tr|A0A8I6ACY3|A0A8I6ACY3_RAT
OG0014522	sp|Q8TDH9|BL1S5_HUMAN	sp|B2GV52|BL1S5_RAT
OG0014523	sp|Q8WU79|SMAP2_HUMAN	tr|A0A8J8XM71|A0A8J8XM71_RAT
OG0014524	sp|Q8WWM7|ATX2L_HUMAN	tr|A0A0G2JYE0|A0A0G2JYE0_RAT
OG0014525	sp|Q8WYK0|ACO12_HUMAN	sp|Q99NB7|ACO12_RAT
OG0014526	sp|Q92988|DLX4_HUMAN	tr|D4AC19|D4AC19_RAT
OG0014527	sp|Q969L4|LSM10_HUMAN	tr|B2RYU1|B2RYU1_RAT
OG0014528	sp|Q969X2|SIA7F_HUMAN	tr|M0R3S4|M0R3S4_RAT
OG0014529	sp|Q96CS3|FAF2_HUMAN	sp|Q5BK32|FAF2_RAT
OG0014530	sp|Q96S06|LMF1_HUMAN	tr|A0A8I6ABF2|A0A8I6ABF2_RAT
OG0014531	sp|Q96T23|RSF1_HUMAN	tr|D3ZGQ8|D3ZGQ8_RAT
OG0014532	sp|Q9BRK3|MXRA8_HUMAN	sp|Q5XI43|MXRA8_RAT
OG0014533	sp|Q9BUJ0|ABHEA_HUMAN	sp|Q5I0C4|ABHEA_RAT
OG0014534	sp|Q9BYG5|PAR6B_HUMAN	tr|D4A2F2|D4A2F2_RAT
OG0014535	sp|Q9C0D7|ZC12C_HUMAN	tr|A0A0G2K000|A0A0G2K000_RAT
OG0014536	sp|Q9H0W9|CK054_HUMAN	sp|Q5U2Q3|CK054_RAT
OG0014537	sp|Q9H1A3|METL9_HUMAN	tr|D3ZZ04|D3ZZ04_RAT
OG0014538	sp|Q9H3Z7|ABHGB_HUMAN	sp|Q5XIL6|ABHGB_RAT
OG0014539	sp|Q9HB31|SEBOX_HUMAN	sp|Q9ERS8|SEBOX_RAT
OG0014540	sp|Q9NRH2|SNRK_HUMAN	sp|Q63553|SNRK_RAT
OG0014541	sp|Q9NRJ3|CCL28_HUMAN	tr|G3V896|G3V896_RAT
OG0014542	sp|Q9NS28|RGS18_HUMAN	sp|Q4L0E8|RGS18_RAT
OG0014543	sp|Q9NYV4|CDK12_HUMAN	sp|Q3MJK5|CDK12_RAT
OG0014544	sp|Q9P1W9|PIM2_HUMAN	tr|F1M419|F1M419_RAT
OG0014545	sp|Q9P2T0|THEG_HUMAN	sp|Q5XHX8|THEG_RAT
OG0014546	sp|Q9UBM7|DHCR7_HUMAN	sp|Q9Z2Z8|DHCR7_RAT
OG0014547	sp|Q9UJT1|TBD_HUMAN	tr|A0A8I6G7A6|A0A8I6G7A6_RAT
OG0014548	sp|Q9UN42|AT1B4_HUMAN	sp|Q9R193|AT1B4_RAT
OG0014549	sp|Q9Y5J9|TIM8B_HUMAN	sp|P62078|TIM8B_RAT
OG0014550	sp|A6NHT5|HMX3_HUMAN	tr|D4A585|D4A585_RAT
OG0014551	sp|O00358|FOXE1_HUMAN	tr|O08771|O08771_RAT
OG0014552	sp|O14980|XPO1_HUMAN	sp|Q80U96|XPO1_RAT
OG0014553	sp|O15382|BCAT2_HUMAN	sp|O35854|BCAT2_RAT
OG0014554	sp|O60279|SUSD5_HUMAN	tr|D3ZSC1|D3ZSC1_RAT
OG0014555	sp|O75324|SNN_HUMAN	sp|P61808|SNN_RAT
OG0014556	sp|O75995|SASH3_HUMAN	tr|F7EM42|F7EM42_RAT
OG0014557	sp|O95336|6PGL_HUMAN	sp|P85971|6PGL_RAT
OG0014558	sp|O95352|ATG7_HUMAN	sp|Q641Y5|ATG7_RAT
OG0014559	sp|O95833|CLIC3_HUMAN	tr|A0A8I5ZSV9|A0A8I5ZSV9_RAT
OG0014560	sp|P04818|TYSY_HUMAN	sp|P45352|TYSY_RAT
OG0014561	sp|P07451|CAH3_HUMAN	sp|P14141|CAH3_RAT
OG0014562	sp|P15586|GNS_HUMAN	tr|Q32KJ5|Q32KJ5_RAT
OG0014563	sp|P21452|NK2R_HUMAN	sp|P16610|NK2R_RAT
OG0014564	sp|P27918|PROP_HUMAN	tr|B0BNN4|B0BNN4_RAT
OG0014565	sp|P28908|TNR8_HUMAN	sp|P97525|TNR8_RAT
OG0014566	sp|P29279|CCN2_HUMAN	sp|Q9R1E9|CCN2_RAT
OG0014567	sp|P30048|PRDX3_HUMAN	sp|Q9Z0V6|PRDX3_RAT
OG0014568	sp|P42575|CASP2_HUMAN	sp|P55215|CASP2_RAT
OG0014569	sp|P49441|INPP_HUMAN	tr|A0A8I6GJG8|A0A8I6GJG8_RAT
OG0014570	sp|P49917|DNLI4_HUMAN	tr|D4A0U6|D4A0U6_RAT
OG0014571	sp|P57796|CABP4_HUMAN	tr|D3ZY59|D3ZY59_RAT
OG0014572	sp|P62942|FKB1A_HUMAN	sp|Q62658|FKB1A_RAT
OG0014573	sp|Q00604|NDP_HUMAN	tr|D3ZEP2|D3ZEP2_RAT
OG0014574	sp|Q03989|ARI5A_HUMAN	tr|A0A0G2K0Q5|A0A0G2K0Q5_RAT
OG0014575	sp|Q13438|OS9_HUMAN	sp|Q5RKH6|OS9_RAT
OG0014576	sp|Q16851|UGPA_HUMAN	tr|A0A0G2K542|A0A0G2K542_RAT
OG0014577	sp|Q2KHM9|MOONR_HUMAN	tr|A0A8I5ZZR0|A0A8I5ZZR0_RAT
OG0014578	sp|Q30KR1|DB109_HUMAN	tr|F6SX11|F6SX11_RAT
OG0014579	sp|Q3MIW9|MUCL3_HUMAN	sp|Q6MG22|MUCL3_RAT
OG0014580	sp|Q53RD9|FBLN7_HUMAN	tr|D3ZSY7|D3ZSY7_RAT
OG0014581	sp|Q5TH74|STPG1_HUMAN	sp|Q4KLY8|STPG1_RAT
OG0014582	sp|Q684P5|RPGP2_HUMAN	tr|A0A8I6AQM4|A0A8I6AQM4_RAT
OG0014583	sp|Q6NT89|TRNP1_HUMAN	tr|A0A0G2K0Y1|A0A0G2K0Y1_RAT
OG0014584	sp|Q6PJG9|LRFN4_HUMAN	sp|D4ABX8|LRFN4_RAT
OG0014585	sp|Q6ZW61|BBS12_HUMAN	tr|A0A8I5ZPB0|A0A8I5ZPB0_RAT
OG0014586	sp|Q719I0|AHSA2_HUMAN	tr|A0A0G2K7W5|A0A0G2K7W5_RAT
OG0014587	sp|Q7Z4H7|HAUS6_HUMAN	tr|A0A0G2K4Y6|A0A0G2K4Y6_RAT
OG0014588	sp|Q86SZ2|TPC6B_HUMAN	tr|D3ZES2|D3ZES2_RAT
OG0014589	sp|Q8IXJ9|ASXL1_HUMAN	tr|A0A8I6GKY0|A0A8I6GKY0_RAT
OG0014590	sp|Q8N135|LGI4_HUMAN	tr|Q6P2A4|Q6P2A4_RAT
OG0014591	sp|Q8N344|MIER2_HUMAN	tr|A0A0G2JT20|A0A0G2JT20_RAT
OG0014592	sp|Q8N3J5|PPM1K_HUMAN	tr|D4A7X5|D4A7X5_RAT
OG0014593	sp|Q8N5C1|CAHM5_HUMAN	sp|Q5FWS4|CAHM5_RAT
OG0014594	sp|Q8NFU3|TSTD1_HUMAN	tr|F7FDQ5|F7FDQ5_RAT
OG0014595	sp|Q8NHX9|TPC2_HUMAN	tr|F1MAS6|F1MAS6_RAT
OG0014596	sp|Q8WUA8|TSK_HUMAN	sp|Q6QMY6|TSK_RAT
OG0014597	sp|Q92747|ARC1A_HUMAN	sp|Q99PD4|ARC1A_RAT
OG0014598	sp|Q93077|H2A1C_HUMAN	sp|P0C169|H2A1C_RAT
OG0014599	sp|Q96AY4|TTC28_HUMAN	tr|A0A8I5ZTF5|A0A8I5ZTF5_RAT
