Orthogroup	Homo_sapiens	Colobus_angolensis_palliatus
OG0014689	sp|Q9UJX0|OSGI1_HUMAN	tr|A0A2K5K519|A0A2K5K519_COLAP
OG0014690	sp|Q92520|FAM3C_HUMAN	tr|A0A2K5K591|A0A2K5K591_COLAP
OG0014691	sp|Q96MH7|CE034_HUMAN	tr|A0A2K5K732|A0A2K5K732_COLAP
OG0014692	sp|Q86UP2|KTN1_HUMAN	tr|A0A2K5K791|A0A2K5K791_COLAP
OG0014693	sp|Q96HU8|DIRA2_HUMAN	tr|A0A2K5H7K0|A0A2K5H7K0_COLAP
OG0014694	sp|P18428|LBP_HUMAN	tr|A0A2K5H7W0|A0A2K5H7W0_COLAP
OG0014695	sp|Q86WQ0|NR2CA_HUMAN	tr|A0A2K5HEV2|A0A2K5HEV2_COLAP
OG0014696	sp|A6NLW8|DUXA_HUMAN	tr|A0A2K5HJS5|A0A2K5HJS5_COLAP
OG0014697	sp|P17026|ZNF22_HUMAN	tr|A0A2K5HKC3|A0A2K5HKC3_COLAP
OG0014698	sp|Q6BDI9|REP15_HUMAN	tr|A0A2K5HMQ7|A0A2K5HMQ7_COLAP
OG0014699	sp|Q96SU4|OSBL9_HUMAN	tr|A0A2K5HNZ8|A0A2K5HNZ8_COLAP
OG0014700	sp|Q09327|MGAT3_HUMAN	tr|A0A2K5HR89|A0A2K5HR89_COLAP
OG0014701	sp|Q8NFP0|PXT1_HUMAN	tr|A0A2K5HS69|A0A2K5HS69_COLAP
OG0014702	sp|B2RUY7|VWC2L_HUMAN	tr|A0A2K5HS83|A0A2K5HS83_COLAP
OG0014703	sp|Q14192|FHL2_HUMAN	tr|A0A2K5HTW2|A0A2K5HTW2_COLAP
OG0014704	sp|Q96JB5|CK5P3_HUMAN	tr|A0A2K5HUZ6|A0A2K5HUZ6_COLAP
OG0014705	sp|Q9BZM1|PG12A_HUMAN	tr|A0A2K5HVR3|A0A2K5HVR3_COLAP
OG0014706	sp|Q9Y6K5|OAS3_HUMAN	tr|A0A2K5HWN2|A0A2K5HWN2_COLAP
OG0014707	sp|P02774|VTDB_HUMAN	tr|A0A2K5I337|A0A2K5I337_COLAP
OG0014708	sp|O14980|XPO1_HUMAN	tr|A0A2K5I3H1|A0A2K5I3H1_COLAP
OG0014709	sp|Q96LW7|CAR19_HUMAN	tr|A0A2K5I3K2|A0A2K5I3K2_COLAP
OG0014710	sp|P30085|KCY_HUMAN	tr|A0A2K5I6H7|A0A2K5I6H7_COLAP
OG0014711	sp|Q8NDL9|CBPC5_HUMAN	tr|A0A2K5IB67|A0A2K5IB67_COLAP
OG0014712	sp|Q9BUH6|PAXX_HUMAN	tr|A0A2K5IBI5|A0A2K5IBI5_COLAP
OG0014713	sp|P0DP42|T225B_HUMAN	tr|A0A2K5IC12|A0A2K5IC12_COLAP
OG0014714	sp|Q9UBT2|SAE2_HUMAN	tr|A0A2K5IES6|A0A2K5IES6_COLAP
OG0014715	sp|Q13895|BYST_HUMAN	tr|A0A2K5IGH4|A0A2K5IGH4_COLAP
OG0014716	sp|P56817|BACE1_HUMAN	tr|A0A2K5IHH3|A0A2K5IHH3_COLAP
OG0014717	sp|P10301|RRAS_HUMAN	tr|A0A2K5II05|A0A2K5II05_COLAP
OG0014718	sp|O95954|FTCD_HUMAN	tr|A0A2K5IJG4|A0A2K5IJG4_COLAP
OG0014719	sp|P31268|HXA7_HUMAN	tr|A0A2K5IMD7|A0A2K5IMD7_COLAP
OG0014720	sp|Q5TD94|RSH4A_HUMAN	tr|A0A2K5IMH4|A0A2K5IMH4_COLAP
OG0014721	sp|Q8WUN7|UBTD2_HUMAN	tr|A0A2K5IPY7|A0A2K5IPY7_COLAP
OG0014722	sp|Q9P2K1|C2D2A_HUMAN	tr|A0A2K5IRW7|A0A2K5IRW7_COLAP
OG0014723	sp|O95750|FGF19_HUMAN	tr|A0A2K5IT62|A0A2K5IT62_COLAP
OG0014724	sp|Q13822|ENPP2_HUMAN	tr|A0A2K5IWT0|A0A2K5IWT0_COLAP
OG0014725	sp|P10398|ARAF_HUMAN	tr|A0A2K5IZZ0|A0A2K5IZZ0_COLAP
OG0014726	sp|Q86YC3|LRC33_HUMAN	tr|A0A2K5J612|A0A2K5J612_COLAP
OG0014727	sp|Q9H4F1|SIA7D_HUMAN	tr|A0A2K5J6A8|A0A2K5J6A8_COLAP
OG0014728	sp|P56856|CLD18_HUMAN	tr|A0A2K5J6F8|A0A2K5J6F8_COLAP
OG0014729	sp|A6NK59|ASB14_HUMAN	tr|A0A2K5J7Z6|A0A2K5J7Z6_COLAP
OG0014730	sp|O95672|ECEL1_HUMAN	tr|A0A2K5J9S0|A0A2K5J9S0_COLAP
OG0014731	sp|Q9NVN3|RIC8B_HUMAN	tr|A0A2K5JB66|A0A2K5JB66_COLAP
OG0014732	sp|Q9NVX2|NLE1_HUMAN	tr|A0A2K5JDE0|A0A2K5JDE0_COLAP
OG0014733	sp|Q9UFP1|GAK1A_HUMAN	tr|A0A2K5JDF7|A0A2K5JDF7_COLAP
OG0014734	sp|Q7Z4G4|TRM11_HUMAN	tr|A0A2K5JDX8|A0A2K5JDX8_COLAP
OG0014735	sp|Q9Y4B5|MTCL1_HUMAN	tr|A0A2K5JGE8|A0A2K5JGE8_COLAP
OG0014736	sp|Q9BY14|TX101_HUMAN	tr|A0A2K5JH48|A0A2K5JH48_COLAP
OG0014737	sp|Q9BWT3|PAPOG_HUMAN	tr|A0A2K5JKQ5|A0A2K5JKQ5_COLAP
OG0014738	sp|P20248|CCNA2_HUMAN	tr|A0A2K5JM68|A0A2K5JM68_COLAP
OG0014739	sp|P58166|INHBE_HUMAN	tr|A0A2K5JMW0|A0A2K5JMW0_COLAP
OG0014740	sp|Q8IZU8|DSEL_HUMAN	tr|A0A2K5JN02|A0A2K5JN02_COLAP
OG0014741	sp|Q9Y2V3|RX_HUMAN	tr|A0A2K5JYI4|A0A2K5JYI4_COLAP
OG0014742	sp|O95905|ECD_HUMAN	tr|A0A2K5JYQ5|A0A2K5JYQ5_COLAP
OG0014743	sp|A0A1B0GUA9|CM046_HUMAN	tr|A0A2K5JYS4|A0A2K5JYS4_COLAP
OG0014744	sp|Q6PEV8|F199X_HUMAN	tr|A0A2K5JZ88|A0A2K5JZ88_COLAP
OG0014745	sp|Q9Y6A5|TACC3_HUMAN	tr|A0A2K5K028|A0A2K5K028_COLAP
OG0014746	sp|Q8ND24|RN214_HUMAN	tr|A0A2K5K0R5|A0A2K5K0R5_COLAP
OG0014747	sp|Q04864|REL_HUMAN	tr|A0A2K5K1M5|A0A2K5K1M5_COLAP
OG0014748	sp|Q9BSA4|TTYH2_HUMAN	tr|A0A2K5K4V3|A0A2K5K4V3_COLAP
OG0014749	sp|P63173|RL38_HUMAN	tr|A0A2K5K5B7|A0A2K5K5B7_COLAP
OG0014750	sp|Q96L94|SNX22_HUMAN	tr|A0A2K5KBW1|A0A2K5KBW1_COLAP
OG0014751	sp|Q96SI9|STRBP_HUMAN	tr|A0A2K5KCU2|A0A2K5KCU2_COLAP
OG0014752	sp|O14530|TXND9_HUMAN	tr|A0A2K5KE34|A0A2K5KE34_COLAP
OG0014753	sp|P34741|SDC2_HUMAN	tr|A0A2K5KFM3|A0A2K5KFM3_COLAP
OG0014754	sp|P02776|PLF4_HUMAN	tr|A0A2K5KGP3|A0A2K5KGP3_COLAP
OG0014755	sp|Q86YS6|RAB43_HUMAN	tr|A0A2K5H828|A0A2K5H828_COLAP
OG0014756	sp|Q86WK7|AMGO3_HUMAN	tr|A0A2K5HC44|A0A2K5HC44_COLAP
OG0014757	sp|Q16880|CGT_HUMAN	tr|A0A2K5HDJ1|A0A2K5HDJ1_COLAP
OG0014758	sp|Q9UKP6|UR2R_HUMAN	tr|A0A2K5HFA3|A0A2K5HFA3_COLAP
OG0014759	sp|A6NI15|MSGN1_HUMAN	tr|A0A2K5HGG9|A0A2K5HGG9_COLAP
OG0014760	sp|Q96AB6|NTAN1_HUMAN	tr|A0A2K5HGK2|A0A2K5HGK2_COLAP
OG0014761	sp|Q5VUJ9|DRC8_HUMAN	tr|A0A2K5HH84|A0A2K5HH84_COLAP
OG0014762	sp|Q01118|SCN7A_HUMAN	tr|A0A2K5HHL5|A0A2K5HHL5_COLAP
OG0014763	sp|Q9Y5Y3|GPR45_HUMAN	tr|A0A2K5HNT8|A0A2K5HNT8_COLAP
OG0014764	sp|Q6V702|CF299_HUMAN	tr|A0A2K5HRB8|A0A2K5HRB8_COLAP
OG0014765	sp|Q5T7N3|KANK4_HUMAN	tr|A0A2K5HRF5|A0A2K5HRF5_COLAP
OG0014766	sp|P11836|CD20_HUMAN	tr|A0A2K5HUP0|A0A2K5HUP0_COLAP
OG0014767	sp|Q96L33|RHOV_HUMAN	tr|A0A2K5HUR2|A0A2K5HUR2_COLAP
OG0014768	sp|P05198|IF2A_HUMAN	tr|A0A2K5HV46|A0A2K5HV46_COLAP
OG0014769	sp|Q6PF18|MORN3_HUMAN	tr|A0A2K5HVW3|A0A2K5HVW3_COLAP
OG0014770	sp|Q15274|NADC_HUMAN	tr|A0A2K5HYU1|A0A2K5HYU1_COLAP
OG0014771	sp|Q92911|SC5A5_HUMAN	tr|A0A2K5I2W4|A0A2K5I2W4_COLAP
OG0014772	sp|P51530|DNA2_HUMAN	tr|A0A2K5I687|A0A2K5I687_COLAP
OG0014773	sp|Q17R31|TATD3_HUMAN	tr|A0A2K5I7L1|A0A2K5I7L1_COLAP
OG0014774	sp|Q96JF0|SIAT2_HUMAN	tr|A0A2K5I8R2|A0A2K5I8R2_COLAP
OG0014775	sp|Q9P126|CLC1B_HUMAN	tr|A0A2K5I9Y9|A0A2K5I9Y9_COLAP
OG0014776	sp|Q9BT56|SPXN_HUMAN	tr|A0A2K5IAL8|A0A2K5IAL8_COLAP
OG0014777	sp|Q15904|VAS1_HUMAN	tr|A0A2K5IBD6|A0A2K5IBD6_COLAP
OG0014778	sp|Q6TGC4|PADI6_HUMAN	tr|A0A2K5IDY0|A0A2K5IDY0_COLAP
OG0014779	sp|Q9UN19|DAPP1_HUMAN	tr|A0A2K5IEF5|A0A2K5IEF5_COLAP
OG0014780	sp|Q8N4T0|CBPA6_HUMAN	tr|A0A2K5IFY4|A0A2K5IFY4_COLAP
OG0014781	sp|Q96BJ8|ELMO3_HUMAN	tr|A0A2K5IG03|A0A2K5IG03_COLAP
OG0014782	sp|Q5SW24|DACT2_HUMAN	tr|A0A2K5IHT9|A0A2K5IHT9_COLAP
OG0014783	sp|Q8NDG6|TDRD9_HUMAN	tr|A0A2K5IJZ2|A0A2K5IJZ2_COLAP
OG0014784	sp|Q9BTV4|TMM43_HUMAN	tr|A0A2K5IP81|A0A2K5IP81_COLAP
OG0014785	sp|O15537|XLRS1_HUMAN	tr|A0A2K5IQ40|A0A2K5IQ40_COLAP
OG0014786	sp|Q9Y577|TRI17_HUMAN	tr|A0A2K5IWI9|A0A2K5IWI9_COLAP
OG0014787	sp|Q8NAG6|ANKL1_HUMAN	tr|A0A2K5IXA0|A0A2K5IXA0_COLAP
OG0014788	sp|O95049|ZO3_HUMAN	tr|A0A2K5IYP9|A0A2K5IYP9_COLAP
OG0014789	sp|Q9Y2I6|NINL_HUMAN	tr|A0A2K5J014|A0A2K5J014_COLAP
OG0014790	sp|P06870|KLK1_HUMAN	tr|A0A2K5J1J4|A0A2K5J1J4_COLAP
OG0014791	sp|Q9H310|RHBG_HUMAN	tr|A0A2K5J267|A0A2K5J267_COLAP
OG0014792	sp|Q9UHB6|LIMA1_HUMAN	tr|A0A2K5J4Y8|A0A2K5J4Y8_COLAP
OG0014793	sp|P09525|ANXA4_HUMAN	tr|A0A2K5J500|A0A2K5J500_COLAP
OG0014794	sp|P51858|HDGF_HUMAN	tr|A0A2K5J5R6|A0A2K5J5R6_COLAP
OG0014795	sp|Q8NG11|TSN14_HUMAN	tr|A0A2K5J8J7|A0A2K5J8J7_COLAP
OG0014796	sp|Q9NUU6|OTULL_HUMAN	tr|A0A2K5J8P0|A0A2K5J8P0_COLAP
OG0014797	sp|Q07866|KLC1_HUMAN	tr|A0A2K5JB94|A0A2K5JB94_COLAP
OG0014798	sp|Q8WV28|BLNK_HUMAN	tr|A0A2K5JEL5|A0A2K5JEL5_COLAP
OG0014799	sp|Q5TGJ6|HDGL1_HUMAN	tr|A0A2K5JFP0|A0A2K5JFP0_COLAP
OG0014800	sp|P30084|ECHM_HUMAN	tr|A0A2K5JH11|A0A2K5JH11_COLAP
OG0014801	sp|Q9BYV8|CEP41_HUMAN	tr|A0A2K5JI41|A0A2K5JI41_COLAP
OG0014802	sp|Q9NVM6|DJC17_HUMAN	tr|A0A2K5JI85|A0A2K5JI85_COLAP
OG0014803	sp|P17405|ASM_HUMAN	tr|A0A2K5JIB6|A0A2K5JIB6_COLAP
OG0014804	sp|O95183|VAMP5_HUMAN	tr|A0A2K5JQP2|A0A2K5JQP2_COLAP
OG0014805	sp|Q9Y608|LRRF2_HUMAN	tr|A0A2K5JSW3|A0A2K5JSW3_COLAP
OG0014806	sp|Q6ZNL6|FGD5_HUMAN	tr|A0A2K5JTD5|A0A2K5JTD5_COLAP
OG0014807	sp|Q9NQT6|FSCN3_HUMAN	tr|A0A2K5JTM3|A0A2K5JTM3_COLAP
OG0014808	sp|P12018|VPREB_HUMAN	tr|A0A2K5JUS8|A0A2K5JUS8_COLAP
OG0014809	sp|P56202|CATW_HUMAN	tr|A0A2K5JV81|A0A2K5JV81_COLAP
OG0014810	sp|P16333|NCK1_HUMAN	tr|A0A2K5JVC1|A0A2K5JVC1_COLAP
OG0014811	sp|Q8WZ60|KLHL6_HUMAN	tr|A0A2K5JZ02|A0A2K5JZ02_COLAP
OG0014812	sp|O14735|CDIPT_HUMAN	tr|A0A2K5K018|A0A2K5K018_COLAP
OG0014813	sp|Q13416|ORC2_HUMAN	tr|A0A2K5K066|A0A2K5K066_COLAP
OG0014814	sp|O14654|IRS4_HUMAN	tr|A0A2K5K0M5|A0A2K5K0M5_COLAP
OG0014815	sp|P57058|HUNK_HUMAN	tr|A0A2K5K0S1|A0A2K5K0S1_COLAP
OG0014816	sp|Q8TCN5|ZN507_HUMAN	tr|A0A2K5K473|A0A2K5K473_COLAP
OG0014817	sp|Q9NVL8|CC198_HUMAN	tr|A0A2K5K4G5|A0A2K5K4G5_COLAP
OG0014818	sp|Q9BTX1|NDC1_HUMAN	tr|A0A2K5K4R3|A0A2K5K4R3_COLAP
OG0014819	sp|Q96C12|ARMC5_HUMAN	tr|A0A2K5KCV0|A0A2K5KCV0_COLAP
OG0014820	sp|Q8IU57|INLR1_HUMAN	tr|A0A2K5KD63|A0A2K5KD63_COLAP
OG0014821	sp|Q96DN2|VWCE_HUMAN	tr|A0A2K5KG41|A0A2K5KG41_COLAP
OG0014822	sp|Q9NWX5|ASB6_HUMAN	tr|A0A2K5KGK2|A0A2K5KGK2_COLAP
OG0014823	sp|Q8NBX0|SCPDL_HUMAN	tr|A0A2K5H809|A0A2K5H809_COLAP
OG0014824	sp|Q9H9Q4|NHEJ1_HUMAN	tr|A0A2K5HAR1|A0A2K5HAR1_COLAP
OG0014825	sp|Q4V9L6|TM119_HUMAN	tr|A0A2K5HCY4|A0A2K5HCY4_COLAP
OG0014826	sp|A6NDP7|MADL2_HUMAN	tr|A0A2K5HFH7|A0A2K5HFH7_COLAP
OG0014827	sp|P53621|COPA_HUMAN	tr|A0A2K5HGL7|A0A2K5HGL7_COLAP
OG0014828	sp|P27540|ARNT_HUMAN	tr|A0A2K5HJ95|A0A2K5HJ95_COLAP
OG0014829	sp|Q6UXN2|TRML4_HUMAN	tr|A0A2K5HP93|A0A2K5HP93_COLAP
OG0014830	sp|P09958|FURIN_HUMAN	tr|A0A2K5HPZ1|A0A2K5HPZ1_COLAP
OG0014831	sp|P01135|TGFA_HUMAN	tr|A0A2K5HPZ6|A0A2K5HPZ6_COLAP
OG0014832	sp|Q9NX20|RM16_HUMAN	tr|A0A2K5HVC9|A0A2K5HVC9_COLAP
OG0014833	sp|Q6XYB7|LBX2_HUMAN	tr|A0A2K5HVS3|A0A2K5HVS3_COLAP
OG0014834	sp|Q96JI7|SPTCS_HUMAN	tr|A0A2K5HWP0|A0A2K5HWP0_COLAP
OG0014835	sp|Q8NEV8|EXPH5_HUMAN	tr|A0A2K5HWZ6|A0A2K5HWZ6_COLAP
OG0014836	sp|Q9P0B6|CC167_HUMAN	tr|A0A2K5HZ73|A0A2K5HZ73_COLAP
OG0014837	sp|A4QMS7|CE049_HUMAN	tr|A0A2K5I1R2|A0A2K5I1R2_COLAP
OG0014838	sp|Q9H069|DRC3_HUMAN	tr|A0A2K5I5Z5|A0A2K5I5Z5_COLAP
OG0014839	sp|Q16850|CP51A_HUMAN	tr|A0A2K5I6P9|A0A2K5I6P9_COLAP
OG0014840	sp|Q8NCU8|MTLN_HUMAN	tr|A0A2K5I8D8|A0A2K5I8D8_COLAP
OG0014841	sp|Q5T0B9|ZN362_HUMAN	tr|A0A2K5I990|A0A2K5I990_COLAP
OG0014842	sp|Q5VUE5|CA053_HUMAN	tr|A0A2K5IAQ2|A0A2K5IAQ2_COLAP
OG0014843	sp|Q9NYY3|PLK2_HUMAN	tr|A0A2K5IBK0|A0A2K5IBK0_COLAP
OG0014844	sp|Q7Z3J2|VP35L_HUMAN	tr|A0A2K5IBL2|A0A2K5IBL2_COLAP
OG0014845	sp|Q8TD17|ZN398_HUMAN	tr|A0A2K5IIS3|A0A2K5IIS3_COLAP
OG0014846	sp|Q14562|DHX8_HUMAN	tr|A0A2K5IIZ1|A0A2K5IIZ1_COLAP
OG0014847	sp|Q8TD20|GTR12_HUMAN	tr|A0A2K5IKI4|A0A2K5IKI4_COLAP
OG0014848	sp|Q9UM00|TMCO1_HUMAN	tr|A0A2K5IML2|A0A2K5IML2_COLAP
OG0014849	sp|Q6P1X5|TAF2_HUMAN	tr|A0A2K5IP03|A0A2K5IP03_COLAP
OG0014850	sp|Q15154|PCM1_HUMAN	tr|A0A2K5IP14|A0A2K5IP14_COLAP
OG0014851	sp|Q86SE9|PCGF5_HUMAN	tr|A0A2K5IP80|A0A2K5IP80_COLAP
OG0014852	sp|P63098|CANB1_HUMAN	tr|A0A2K5IPS2|A0A2K5IPS2_COLAP
OG0014853	sp|Q92994|TF3B_HUMAN	tr|A0A2K5IQ52|A0A2K5IQ52_COLAP
OG0014854	sp|Q07617|SPAG1_HUMAN	tr|A0A2K5IWV9|A0A2K5IWV9_COLAP
OG0014855	sp|P21589|5NTD_HUMAN	tr|A0A2K5IYG4|A0A2K5IYG4_COLAP
OG0014856	sp|Q9NXL9|MCM9_HUMAN	tr|A0A2K5J0F3|A0A2K5J0F3_COLAP
OG0014857	sp|Q9H0J9|PAR12_HUMAN	tr|A0A2K5J0I3|A0A2K5J0I3_COLAP
OG0014858	sp|Q04844|ACHE_HUMAN	tr|A0A2K5J196|A0A2K5J196_COLAP
OG0014859	sp|Q9NQW1|SC31B_HUMAN	tr|A0A2K5J4U9|A0A2K5J4U9_COLAP
OG0014860	sp|P56556|NDUA6_HUMAN	tr|A0A2K5J5I6|A0A2K5J5I6_COLAP
OG0014861	sp|Q9C037|TRIM4_HUMAN	tr|A0A2K5J8C4|A0A2K5J8C4_COLAP
OG0014862	sp|Q8TAM2|TTC8_HUMAN	tr|A0A2K5JAS4|A0A2K5JAS4_COLAP
OG0014863	sp|Q8NEY4|VATC2_HUMAN	tr|A0A2K5JD46|A0A2K5JD46_COLAP
OG0014864	sp|Q9UHJ3|SMBT1_HUMAN	tr|A0A2K5JES7|A0A2K5JES7_COLAP
OG0014865	sp|P23786|CPT2_HUMAN	tr|A0A2K5JGI1|A0A2K5JGI1_COLAP
OG0014866	sp|Q9H3E2|SNX25_HUMAN	tr|A0A2K5JKL1|A0A2K5JKL1_COLAP
OG0014867	sp|Q8N136|DAW1_HUMAN	tr|A0A2K5JKS7|A0A2K5JKS7_COLAP
OG0014868	sp|P25787|PSA2_HUMAN	tr|A0A2K5JKW8|A0A2K5JKW8_COLAP
OG0014869	sp|Q13219|PAPP1_HUMAN	tr|A0A2K5JML8|A0A2K5JML8_COLAP
OG0014870	sp|P13584|CP4B1_HUMAN	tr|A0A2K5JNH8|A0A2K5JNH8_COLAP
OG0014871	sp|Q6T310|RSLBA_HUMAN	tr|A0A2K5JP48|A0A2K5JP48_COLAP
OG0014872	sp|Q7Z6I8|CE024_HUMAN	tr|A0A2K5JQ95|A0A2K5JQ95_COLAP
OG0014873	sp|P06865|HEXA_HUMAN	tr|A0A2K5JRM8|A0A2K5JRM8_COLAP
OG0014874	sp|Q5T5N4|CF118_HUMAN	tr|A0A2K5JVN6|A0A2K5JVN6_COLAP
OG0014875	sp|Q8N2I9|STK40_HUMAN	tr|A0A2K5JX58|A0A2K5JX58_COLAP
OG0014876	sp|Q14353|GAMT_HUMAN	tr|A0A2K5K229|A0A2K5K229_COLAP
OG0014877	sp|Q8TC71|MIEAP_HUMAN	tr|A0A2K5K467|A0A2K5K467_COLAP
OG0014878	sp|Q9BYD1|RM13_HUMAN	tr|A0A2K5K4T3|A0A2K5K4T3_COLAP
OG0014879	sp|Q9UM07|PADI4_HUMAN	tr|A0A2K5K5C6|A0A2K5K5C6_COLAP
OG0014880	sp|Q9C030|TRIM6_HUMAN	tr|A0A2K5K6P7|A0A2K5K6P7_COLAP
OG0014881	sp|Q12884|SEPR_HUMAN	tr|A0A2K5K8I1|A0A2K5K8I1_COLAP
OG0014882	sp|Q9NZP8|C1RL_HUMAN	tr|A0A2K5K9N1|A0A2K5K9N1_COLAP
OG0014883	sp|Q6ZN54|DEFI8_HUMAN	tr|A0A2K5K9Z0|A0A2K5K9Z0_COLAP
OG0014884	sp|P22102|PUR2_HUMAN	tr|A0A2K5HAE0|A0A2K5HAE0_COLAP
OG0014885	sp|A5PLL1|AN34B_HUMAN	tr|A0A2K5HCN5|A0A2K5HCN5_COLAP
OG0014886	sp|P60508|SYCY2_HUMAN	tr|A0A2K5HE10|A0A2K5HE10_COLAP
OG0014887	sp|Q2TAA8|TXIP1_HUMAN	tr|A0A2K5HGH2|A0A2K5HGH2_COLAP
OG0014888	sp|Q9Y2H6|FND3A_HUMAN	tr|A0A2K5HI18|A0A2K5HI18_COLAP
OG0014889	sp|P08294|SODE_HUMAN	tr|A0A2K5HID7|A0A2K5HID7_COLAP
OG0014890	sp|Q8NE62|CHDH_HUMAN	tr|A0A2K5HJW9|A0A2K5HJW9_COLAP
OG0014891	sp|Q8TB36|GDAP1_HUMAN	tr|A0A2K5HRJ4|A0A2K5HRJ4_COLAP
OG0014892	sp|P57775|FBXW4_HUMAN	tr|A0A2K5HT19|A0A2K5HT19_COLAP
OG0014893	sp|P04554|PRM2_HUMAN	tr|A0A2K5HUZ1|A0A2K5HUZ1_COLAP
OG0014894	sp|Q969Z0|FAKD4_HUMAN	tr|A0A2K5HX07|A0A2K5HX07_COLAP
OG0014895	sp|P27352|IF_HUMAN	tr|A0A2K5HXA1|A0A2K5HXA1_COLAP
OG0014896	sp|Q9HAE3|CLXN_HUMAN	tr|A0A2K5HYK1|A0A2K5HYK1_COLAP
OG0014897	sp|Q5SYE7|NHSL1_HUMAN	tr|A0A2K5I4W1|A0A2K5I4W1_COLAP
OG0014898	sp|Q9BQI9|NRIP2_HUMAN	tr|A0A2K5I744|A0A2K5I744_COLAP
OG0014899	sp|Q8NA92|THAP8_HUMAN	tr|A0A2K5I7V8|A0A2K5I7V8_COLAP
OG0014900	sp|Q9Y5U5|TNR18_HUMAN	tr|A0A2K5IC56|A0A2K5IC56_COLAP
OG0014901	sp|Q8N565|MREG_HUMAN	tr|A0A2K5ICX7|A0A2K5ICX7_COLAP
OG0014902	sp|O95671|ASML_HUMAN	tr|A0A2K5IDG6|A0A2K5IDG6_COLAP
OG0014903	sp|Q96BQ1|FAM3D_HUMAN	tr|A0A2K5IG68|A0A2K5IG68_COLAP
OG0014904	sp|Q6GMV2|SMYD5_HUMAN	tr|A0A2K5IH75|A0A2K5IH75_COLAP
OG0014905	sp|O75391|SPAG7_HUMAN	tr|A0A2K5IJ01|A0A2K5IJ01_COLAP
OG0014906	sp|Q6UDR6|SPIT4_HUMAN	tr|A0A2K5IK07|A0A2K5IK07_COLAP
OG0014907	sp|Q86X29|LSR_HUMAN	tr|A0A2K5IK15|A0A2K5IK15_COLAP
OG0014908	sp|Q9NRA0|SPHK2_HUMAN	tr|A0A2K5INX3|A0A2K5INX3_COLAP
OG0014909	sp|Q8IWV8|UBR2_HUMAN	tr|A0A2K5IP01|A0A2K5IP01_COLAP
OG0014910	sp|Q9BSW2|EFC4B_HUMAN	tr|A0A2K5IPT2|A0A2K5IPT2_COLAP
OG0014911	sp|Q676U5|A16L1_HUMAN	tr|A0A2K5ISX3|A0A2K5ISX3_COLAP
OG0014912	sp|Q7Z410|TMPS9_HUMAN	tr|A0A2K5IVH1|A0A2K5IVH1_COLAP
OG0014913	sp|Q14397|GCKR_HUMAN	tr|A0A2K5IWL8|A0A2K5IWL8_COLAP
OG0014914	sp|Q5VUD6|DIK1B_HUMAN	tr|A0A2K5IX30|A0A2K5IX30_COLAP
OG0014915	sp|Q9NZS2|KLRF1_HUMAN	tr|A0A2K5IZB8|A0A2K5IZB8_COLAP
OG0014916	sp|Q06787|FMR1_HUMAN	tr|A0A2K5J015|A0A2K5J015_COLAP
OG0014917	sp|Q96BF3|TMIG2_HUMAN	tr|A0A2K5J0U5|A0A2K5J0U5_COLAP
OG0014918	sp|Q8WVE7|T170A_HUMAN	tr|A0A2K5J0W6|A0A2K5J0W6_COLAP
OG0014919	sp|O75691|UTP20_HUMAN	tr|A0A2K5J229|A0A2K5J229_COLAP
OG0014920	sp|Q53GA4|PHLA2_HUMAN	tr|A0A2K5J2F2|A0A2K5J2F2_COLAP
OG0014921	sp|Q96RG2|PASK_HUMAN	tr|A0A2K5J690|A0A2K5J690_COLAP
OG0014922	sp|Q96PD2|DCBD2_HUMAN	tr|A0A2K5J6S9|A0A2K5J6S9_COLAP
OG0014923	sp|Q86SQ7|SDCG8_HUMAN	tr|A0A2K5J7P0|A0A2K5J7P0_COLAP
OG0014924	sp|Q9P0P8|MRES1_HUMAN	tr|A0A2K5JDJ2|A0A2K5JDJ2_COLAP
OG0014925	sp|Q66K89|E4F1_HUMAN	tr|A0A2K5JEC7|A0A2K5JEC7_COLAP
OG0014926	sp|Q7Z2E3|APTX_HUMAN	tr|A0A2K5JG38|A0A2K5JG38_COLAP
OG0014927	sp|Q9H3T3|SEM6B_HUMAN	tr|A0A2K5JH36|A0A2K5JH36_COLAP
OG0014928	sp|Q96EB1|ELP4_HUMAN	tr|A0A2K5JH98|A0A2K5JH98_COLAP
OG0014929	sp|Q8TB45|DPTOR_HUMAN	tr|A0A2K5JHM9|A0A2K5JHM9_COLAP
OG0014930	sp|Q9NYB9|ABI2_HUMAN	tr|A0A2K5JHZ1|A0A2K5JHZ1_COLAP
OG0014931	sp|P07225|PROS_HUMAN	tr|A0A2K5JJX2|A0A2K5JJX2_COLAP
OG0014932	sp|Q92730|RND1_HUMAN	tr|A0A2K5JLW4|A0A2K5JLW4_COLAP
OG0014933	sp|P20810|ICAL_HUMAN	tr|A0A2K5JN27|A0A2K5JN27_COLAP
OG0014934	sp|Q8N635|MEIOB_HUMAN	tr|A0A2K5JN92|A0A2K5JN92_COLAP
OG0014935	sp|P61966|AP1S1_HUMAN	tr|A0A2K5JRH7|A0A2K5JRH7_COLAP
OG0014936	sp|O15055|PER2_HUMAN	tr|A0A2K5JSE1|A0A2K5JSE1_COLAP
OG0014937	sp|Q9Y223|GLCNE_HUMAN	tr|A0A2K5JX09|A0A2K5JX09_COLAP
