Orthogroup	Homo_sapiens	Vulpes_vulpes
OG0014077	sp|Q96T23|RSF1_HUMAN	tr|A0A3Q7UFK8|A0A3Q7UFK8_VULVU
OG0014078	sp|Q9BRK3|MXRA8_HUMAN	tr|A0A3Q7U5W2|A0A3Q7U5W2_VULVU
OG0014079	sp|Q9BUJ0|ABHEA_HUMAN	tr|A0A3Q7RB31|A0A3Q7RB31_VULVU
OG0014080	sp|Q9BYG5|PAR6B_HUMAN	tr|A0A3Q7TLH7|A0A3Q7TLH7_VULVU
OG0014081	sp|Q9C0D7|ZC12C_HUMAN	tr|A0A3Q7TML0|A0A3Q7TML0_VULVU
OG0014082	sp|Q9H0W9|CK054_HUMAN	tr|A0A3Q7T2B9|A0A3Q7T2B9_VULVU
OG0014083	sp|Q9H1A3|METL9_HUMAN	tr|A0A3Q7RBQ9|A0A3Q7RBQ9_VULVU
OG0014084	sp|Q9HB31|SEBOX_HUMAN	tr|A0A3Q7UWS9|A0A3Q7UWS9_VULVU
OG0014085	sp|Q9NRH2|SNRK_HUMAN	tr|A0A3Q7UFZ5|A0A3Q7UFZ5_VULVU
OG0014086	sp|Q9NRJ3|CCL28_HUMAN	tr|A0A3Q7TSP2|A0A3Q7TSP2_VULVU
OG0014087	sp|Q9NS28|RGS18_HUMAN	tr|A0A3Q7RNH4|A0A3Q7RNH4_VULVU
OG0014088	sp|Q9NYV4|CDK12_HUMAN	tr|A0A3Q7RXP4|A0A3Q7RXP4_VULVU
OG0014089	sp|Q9P1W9|PIM2_HUMAN	tr|A0A3Q7QYJ6|A0A3Q7QYJ6_VULVU
OG0014090	sp|Q9P2T0|THEG_HUMAN	tr|A0A3Q7UAQ0|A0A3Q7UAQ0_VULVU
OG0014091	sp|Q9UBM7|DHCR7_HUMAN	tr|A0A3Q7ST63|A0A3Q7ST63_VULVU
OG0014092	sp|Q9UJT1|TBD_HUMAN	tr|A0A3Q7T9W1|A0A3Q7T9W1_VULVU
OG0014093	sp|Q9UN42|AT1B4_HUMAN	tr|A0A3Q7V1W4|A0A3Q7V1W4_VULVU
OG0014094	sp|Q9Y5J9|TIM8B_HUMAN	tr|A0A3Q7T2Z5|A0A3Q7T2Z5_VULVU
OG0014095	sp|Q9Y5Q6|INSL5_HUMAN	tr|A0A3Q7QXZ4|A0A3Q7QXZ4_VULVU
OG0014096	sp|A0A0U1RRE5|NBDY_HUMAN	tr|A0A3Q7RET1|A0A3Q7RET1_VULVU
OG0014097	sp|A6NHT5|HMX3_HUMAN	tr|A0A3Q7TMM8|A0A3Q7TMM8_VULVU
OG0014098	sp|B2RUZ4|SMIM1_HUMAN	tr|A0A3Q7TH57|A0A3Q7TH57_VULVU
OG0014099	sp|O00358|FOXE1_HUMAN	tr|A0A3Q7U6P0|A0A3Q7U6P0_VULVU
OG0014100	sp|O14980|XPO1_HUMAN	tr|A0A3Q7RRM9|A0A3Q7RRM9_VULVU
OG0014101	sp|O15382|BCAT2_HUMAN	tr|A0A3Q7TJA3|A0A3Q7TJA3_VULVU
OG0014102	sp|O60279|SUSD5_HUMAN	tr|A0A3Q7UX63|A0A3Q7UX63_VULVU
OG0014103	sp|O75324|SNN_HUMAN	tr|A0A3Q7SEB8|A0A3Q7SEB8_VULVU
OG0014104	sp|O75995|SASH3_HUMAN	tr|A0A3Q7TVT2|A0A3Q7TVT2_VULVU
OG0014105	sp|O95336|6PGL_HUMAN	tr|A0A3Q7RI72|A0A3Q7RI72_VULVU
OG0014106	sp|O95352|ATG7_HUMAN	tr|A0A3Q7T6J9|A0A3Q7T6J9_VULVU
OG0014107	sp|O95484|CLD9_HUMAN	tr|A0A3Q7R5C6|A0A3Q7R5C6_VULVU
OG0014108	sp|O95833|CLIC3_HUMAN	tr|A0A3Q7R6X4|A0A3Q7R6X4_VULVU
OG0014109	sp|P04818|TYSY_HUMAN	tr|A0A3Q7U4W6|A0A3Q7U4W6_VULVU
OG0014110	sp|P07451|CAH3_HUMAN	tr|A0A3Q7UNX3|A0A3Q7UNX3_VULVU
OG0014111	sp|P15586|GNS_HUMAN	tr|A0A3Q7SM27|A0A3Q7SM27_VULVU
OG0014112	sp|P21452|NK2R_HUMAN	tr|A0A3Q7SUY9|A0A3Q7SUY9_VULVU
OG0014113	sp|P27918|PROP_HUMAN	tr|A0A3Q7SA75|A0A3Q7SA75_VULVU
OG0014114	sp|P28908|TNR8_HUMAN	tr|A0A3Q7U2L8|A0A3Q7U2L8_VULVU
OG0014115	sp|P29279|CCN2_HUMAN	tr|A0A3Q7RG77|A0A3Q7RG77_VULVU
OG0014116	sp|P42575|CASP2_HUMAN	tr|A0A3Q7V378|A0A3Q7V378_VULVU
OG0014117	sp|P49441|INPP_HUMAN	tr|A0A3Q7SP90|A0A3Q7SP90_VULVU
OG0014118	sp|P49917|DNLI4_HUMAN	tr|A0A3Q7TGW4|A0A3Q7TGW4_VULVU
OG0014119	sp|P57796|CABP4_HUMAN	tr|A0A3Q7TWN5|A0A3Q7TWN5_VULVU
OG0014120	sp|Q00604|NDP_HUMAN	tr|A0A3Q7TS54|A0A3Q7TS54_VULVU
OG0014121	sp|Q03989|ARI5A_HUMAN	tr|A0A3Q7S5R9|A0A3Q7S5R9_VULVU
OG0014122	sp|Q13438|OS9_HUMAN	tr|A0A3Q7TQZ2|A0A3Q7TQZ2_VULVU
OG0014123	sp|Q15329|E2F5_HUMAN	tr|A0A3Q7TK26|A0A3Q7TK26_VULVU
OG0014124	sp|Q16851|UGPA_HUMAN	tr|A0A3Q7S1N2|A0A3Q7S1N2_VULVU
OG0014125	sp|Q2KHM9|MOONR_HUMAN	tr|A0A3Q7SYF4|A0A3Q7SYF4_VULVU
OG0014126	sp|Q30KR1|DB109_HUMAN	tr|A0A3Q7TPF4|A0A3Q7TPF4_VULVU
OG0014127	sp|Q401N2|ZACN_HUMAN	tr|A0A3Q7SH00|A0A3Q7SH00_VULVU
OG0014128	sp|Q53RD9|FBLN7_HUMAN	tr|A0A3Q7T6K1|A0A3Q7T6K1_VULVU
OG0014129	sp|Q5TH74|STPG1_HUMAN	tr|A0A3Q7U4C8|A0A3Q7U4C8_VULVU
OG0014130	sp|Q684P5|RPGP2_HUMAN	tr|A0A3Q7TQG7|A0A3Q7TQG7_VULVU
OG0014131	sp|Q6PJG9|LRFN4_HUMAN	tr|A0A3Q7SGM0|A0A3Q7SGM0_VULVU
OG0014132	sp|Q6ZST2|COLDT_HUMAN	tr|A0A3Q7R8Z1|A0A3Q7R8Z1_VULVU
OG0014133	sp|Q6ZW61|BBS12_HUMAN	tr|A0A3Q7T6G0|A0A3Q7T6G0_VULVU
OG0014134	sp|Q7Z4H7|HAUS6_HUMAN	tr|A0A3Q7SL70|A0A3Q7SL70_VULVU
OG0014135	sp|Q8IXJ9|ASXL1_HUMAN	tr|A0A3Q7TK43|A0A3Q7TK43_VULVU
OG0014136	sp|Q8IYM0|F186B_HUMAN	tr|A0A3Q7TLR7|A0A3Q7TLR7_VULVU
OG0014137	sp|Q8N135|LGI4_HUMAN	tr|A0A3Q7UF72|A0A3Q7UF72_VULVU
OG0014138	sp|Q8N1K5|THMS1_HUMAN	tr|A0A3Q7SYC4|A0A3Q7SYC4_VULVU
OG0014139	sp|Q8N344|MIER2_HUMAN	tr|A0A3Q7UPP9|A0A3Q7UPP9_VULVU
OG0014140	sp|Q8N3J5|PPM1K_HUMAN	tr|A0A3Q7T1U6|A0A3Q7T1U6_VULVU
OG0014141	sp|Q8N5C1|CAHM5_HUMAN	tr|A0A3Q7TSK8|A0A3Q7TSK8_VULVU
OG0014142	sp|Q8NFU3|TSTD1_HUMAN	tr|A0A3Q7R9H5|A0A3Q7R9H5_VULVU
OG0014143	sp|Q8NGQ2|OR6Q1_HUMAN	tr|A0A3Q7UN35|A0A3Q7UN35_VULVU
OG0014144	sp|Q8WUA8|TSK_HUMAN	tr|A0A3Q7TYF9|A0A3Q7TYF9_VULVU
OG0014145	sp|Q92747|ARC1A_HUMAN	tr|A0A3Q7RIA9|A0A3Q7RIA9_VULVU
OG0014146	sp|Q96AY4|TTC28_HUMAN	tr|A0A3Q7R6Y6|A0A3Q7R6Y6_VULVU
OG0014147	sp|Q96N96|SPT13_HUMAN	tr|A0A3Q7RZF2|A0A3Q7RZF2_VULVU
OG0014148	sp|Q99871|HAUS7_HUMAN	tr|A0A3Q7RDC0|A0A3Q7RDC0_VULVU
OG0014149	sp|Q9BST9|RTKN_HUMAN	tr|A0A3Q7S3C9|A0A3Q7S3C9_VULVU
OG0014150	sp|Q9BVK2|ALG8_HUMAN	tr|A0A3Q7TYD7|A0A3Q7TYD7_VULVU
OG0014151	sp|Q9C0A1|ZFHX2_HUMAN	tr|A0A3Q7T1R4|A0A3Q7T1R4_VULVU
OG0014152	sp|Q9NVI1|FANCI_HUMAN	tr|A0A3Q7T893|A0A3Q7T893_VULVU
OG0014153	sp|Q9NWV4|CZIB_HUMAN	tr|A0A3Q7T0A4|A0A3Q7T0A4_VULVU
OG0014154	sp|Q9NX52|RHBL2_HUMAN	tr|A0A3Q7RNW9|A0A3Q7RNW9_VULVU
OG0014155	sp|Q9UGM1|ACHA9_HUMAN	tr|A0A3Q7TEY0|A0A3Q7TEY0_VULVU
OG0014156	sp|Q9UKN7|MYO15_HUMAN	tr|A0A3Q7SZN0|A0A3Q7SZN0_VULVU
OG0014157	sp|Q9UKT8|FBXW2_HUMAN	tr|A0A3Q7SPQ4|A0A3Q7SPQ4_VULVU
OG0014158	sp|Q9Y4F9|RIPR2_HUMAN	tr|A0A3Q7T4Y3|A0A3Q7T4Y3_VULVU
OG0014159	sp|A0A1B0GUU1|CQ113_HUMAN	tr|A0A3Q7RB70|A0A3Q7RB70_VULVU
OG0014161	sp|O15350|P73_HUMAN	tr|A0A3Q7SY82|A0A3Q7SY82_VULVU
OG0014162	sp|O43173|SIA8C_HUMAN	tr|A0A3Q7TDV5|A0A3Q7TDV5_VULVU
OG0014163	sp|O60784|TOM1_HUMAN	tr|A0A3Q7TAT7|A0A3Q7TAT7_VULVU
OG0014164	sp|O95057|DIRA1_HUMAN	tr|A0A3Q7V6I2|A0A3Q7V6I2_VULVU
OG0014165	sp|P15169|CBPN_HUMAN	tr|A0A3Q7SYX2|A0A3Q7SYX2_VULVU
OG0014166	sp|P19835|CEL_HUMAN	tr|A0A3Q7TVU9|A0A3Q7TVU9_VULVU
OG0014167	sp|P60153|RNAS9_HUMAN	tr|A0A3Q7SZU3|A0A3Q7SZU3_VULVU
OG0014168	sp|P61916|NPC2_HUMAN	tr|A0A3Q7SPF6|A0A3Q7SPF6_VULVU
OG0014169	sp|Q0VF96|CGNL1_HUMAN	tr|A0A3Q7SET0|A0A3Q7SET0_VULVU
OG0014170	sp|Q13368|MPP3_HUMAN	tr|A0A3Q7RK50|A0A3Q7RK50_VULVU
OG0014171	sp|Q13427|PPIG_HUMAN	tr|A0A3Q7RWN0|A0A3Q7RWN0_VULVU
OG0014172	sp|Q13609|DNSL3_HUMAN	tr|A0A3Q7STK4|A0A3Q7STK4_VULVU
OG0014173	sp|Q14247|SRC8_HUMAN	tr|A0A3Q7TF83|A0A3Q7TF83_VULVU
OG0014174	sp|Q4AE62|GTDC1_HUMAN	tr|A0A3Q7T318|A0A3Q7T318_VULVU
OG0014175	sp|Q5H8C1|FREM1_HUMAN	tr|A0A3Q7SNQ7|A0A3Q7SNQ7_VULVU
OG0014176	sp|Q5T870|PRR9_HUMAN	tr|A0A3Q7QY27|A0A3Q7QY27_VULVU
OG0014177	sp|Q6VVX0|CP2R1_HUMAN	tr|A0A3Q7U971|A0A3Q7U971_VULVU
OG0014178	sp|Q7Z2V1|TNT_HUMAN	tr|A0A3Q7U1D3|A0A3Q7U1D3_VULVU
OG0014179	sp|Q7Z6M4|MTEF4_HUMAN	tr|A0A3Q7RMJ4|A0A3Q7RMJ4_VULVU
OG0014180	sp|Q86SJ6|DSG4_HUMAN	tr|A0A3Q7TBY0|A0A3Q7TBY0_VULVU
OG0014181	sp|Q86TN4|TRPT1_HUMAN	tr|A0A3Q7SU41|A0A3Q7SU41_VULVU
OG0014182	sp|Q86X19|TMM17_HUMAN	tr|A0A3Q7RTU7|A0A3Q7RTU7_VULVU
OG0014183	sp|Q8IYS4|DAAF8_HUMAN	tr|A0A3Q7SQ68|A0A3Q7SQ68_VULVU
OG0014184	sp|Q8N3C0|ASCC3_HUMAN	tr|A0A3Q7TBP9|A0A3Q7TBP9_VULVU
OG0014185	sp|Q8N8Q9|NIPA2_HUMAN	tr|A0A3Q7QXX2|A0A3Q7QXX2_VULVU
OG0014186	sp|Q8NFX7|STXB6_HUMAN	tr|A0A3Q7U7P7|A0A3Q7U7P7_VULVU
OG0014187	sp|Q8TCG5|CPT1C_HUMAN	tr|A0A3Q7TIE8|A0A3Q7TIE8_VULVU
OG0014188	sp|Q8WXK3|ASB13_HUMAN	tr|A0A3Q7UHM9|A0A3Q7UHM9_VULVU
OG0014189	sp|Q96PP4|TSG13_HUMAN	tr|A0A3Q7TAM2|A0A3Q7TAM2_VULVU
OG0014190	sp|Q99741|CDC6_HUMAN	tr|A0A3Q7S7W0|A0A3Q7S7W0_VULVU
OG0014191	sp|Q9BSN7|TM204_HUMAN	tr|A0A3Q7R537|A0A3Q7R537_VULVU
OG0014192	sp|Q9H672|ASB7_HUMAN	tr|A0A3Q7SPS7|A0A3Q7SPS7_VULVU
OG0014193	sp|Q9NQ94|A1CF_HUMAN	tr|A0A3Q7TZ35|A0A3Q7TZ35_VULVU
OG0014194	sp|Q9NR00|TCIM_HUMAN	tr|A0A3Q7T4B9|A0A3Q7T4B9_VULVU
OG0014195	sp|Q9NXC2|GFOD1_HUMAN	tr|A0A3Q7SIF6|A0A3Q7SIF6_VULVU
OG0014196	sp|Q9P209|CEP72_HUMAN	tr|A0A3Q7UAH4|A0A3Q7UAH4_VULVU
OG0014197	sp|Q9P260|RELCH_HUMAN	tr|A0A3Q7SBN6|A0A3Q7SBN6_VULVU
OG0014198	sp|Q9P2H0|CE126_HUMAN	tr|A0A3Q7TMM3|A0A3Q7TMM3_VULVU
OG0014199	sp|Q9UBH0|I36RA_HUMAN	tr|A0A3Q7S3S3|A0A3Q7S3S3_VULVU
OG0014200	sp|Q9UHI6|DDX20_HUMAN	tr|A0A3Q7SCC3|A0A3Q7SCC3_VULVU
OG0014201	sp|Q9UHL4|DPP2_HUMAN	tr|A0A3Q7REF0|A0A3Q7REF0_VULVU
OG0014202	sp|Q9UKA8|RCAN3_HUMAN	tr|A0A3Q7TSU1|A0A3Q7TSU1_VULVU
OG0014203	sp|Q9Y239|NOD1_HUMAN	tr|A0A3Q7TYP9|A0A3Q7TYP9_VULVU
OG0014204	sp|Q9Y2L8|ZKSC5_HUMAN	tr|A0A3Q7R908|A0A3Q7R908_VULVU
OG0014205	sp|Q9Y3E5|PTH2_HUMAN	tr|A0A3Q7S7E7|A0A3Q7S7E7_VULVU
OG0014206	sp|Q9Y5J6|T10B_HUMAN	tr|A0A3Q7RL25|A0A3Q7RL25_VULVU
OG0014207	sp|A0A1B0GTW7|CIROP_HUMAN	tr|A0A3Q7SME7|A0A3Q7SME7_VULVU
OG0014208	sp|A6H8Z2|F221B_HUMAN	tr|A0A3Q7SY30|A0A3Q7SY30_VULVU
OG0014209	sp|A8MU46|SMTL1_HUMAN	tr|A0A3Q7TU55|A0A3Q7TU55_VULVU
OG0014210	sp|A8MYV0|DCD2C_HUMAN	tr|A0A3Q7SQK7|A0A3Q7SQK7_VULVU
OG0014211	sp|B1APH4|ZN487_HUMAN	tr|A0A3Q7S043|A0A3Q7S043_VULVU
OG0014212	sp|O14746|TERT_HUMAN	tr|A0A3Q7V5S1|A0A3Q7V5S1_VULVU
OG0014213	sp|O15015|ZN646_HUMAN	tr|A0A3Q7TBF9|A0A3Q7TBF9_VULVU
OG0014214	sp|O60645|EXOC3_HUMAN	tr|A0A3Q7UAG5|A0A3Q7UAG5_VULVU
OG0014215	sp|O75127|PTCD1_HUMAN	tr|A0A3Q7R7E2|A0A3Q7R7E2_VULVU
OG0014216	sp|O95164|UBL3_HUMAN	tr|A0A3Q7TBJ9|A0A3Q7TBJ9_VULVU
OG0014217	sp|P12271|RLBP1_HUMAN	tr|A0A3Q7STA7|A0A3Q7STA7_VULVU
OG0014218	sp|P25685|DNJB1_HUMAN	tr|A0A3Q7R1I7|A0A3Q7R1I7_VULVU
OG0014219	sp|P28069|PIT1_HUMAN	tr|A0A3Q7SJY9|A0A3Q7SJY9_VULVU
OG0014220	sp|P28328|PEX2_HUMAN	tr|A0A3Q7TFR0|A0A3Q7TFR0_VULVU
OG0014221	sp|P46782|RS5_HUMAN	tr|A0A3Q7SF42|A0A3Q7SF42_VULVU
OG0014222	sp|P49771|FLT3L_HUMAN	tr|A0A3Q7TJH5|A0A3Q7TJH5_VULVU
OG0014223	sp|P57105|SYJ2B_HUMAN	tr|A0A3Q7TFM8|A0A3Q7TFM8_VULVU
OG0014224	sp|Q00978|IRF9_HUMAN	tr|A0A3Q7U7J8|A0A3Q7U7J8_VULVU
OG0014225	sp|Q04900|MUC24_HUMAN	tr|A0A3Q7U1Z4|A0A3Q7U1Z4_VULVU
OG0014226	sp|Q10570|CPSF1_HUMAN	tr|A0A3Q7RM74|A0A3Q7RM74_VULVU
OG0014227	sp|Q15025|TNIP1_HUMAN	tr|A0A3Q7TS71|A0A3Q7TS71_VULVU
OG0014228	sp|Q3ZCQ8|TIM50_HUMAN	tr|A0A3Q7T886|A0A3Q7T886_VULVU
OG0014229	sp|Q5HYL7|TM196_HUMAN	tr|A0A3Q7RSG4|A0A3Q7RSG4_VULVU
OG0014230	sp|Q5QJE6|TDIF2_HUMAN	tr|A0A3Q7SB97|A0A3Q7SB97_VULVU
OG0014231	sp|Q5SWH9|TMM69_HUMAN	tr|A0A3Q7RQ82|A0A3Q7RQ82_VULVU
OG0014232	sp|Q6P2P2|ANM9_HUMAN	tr|A0A3Q7V2N5|A0A3Q7V2N5_VULVU
OG0014233	sp|Q6PK04|CC137_HUMAN	tr|A0A3Q7TKQ9|A0A3Q7TKQ9_VULVU
OG0014234	sp|Q6UWF9|F180A_HUMAN	tr|A0A3Q7R1T1|A0A3Q7R1T1_VULVU
OG0014235	sp|Q6ZN84|CCD81_HUMAN	tr|A0A3Q7TMW9|A0A3Q7TMW9_VULVU
OG0014236	sp|Q7Z388|D19L4_HUMAN	tr|A0A3Q7TKC3|A0A3Q7TKC3_VULVU
OG0014237	sp|Q7Z5B4|RIC3_HUMAN	tr|A0A3Q7TS44|A0A3Q7TS44_VULVU
OG0014238	sp|Q86V42|F124A_HUMAN	tr|A0A3Q7SLR2|A0A3Q7SLR2_VULVU
OG0014239	sp|Q86WS5|TMPSC_HUMAN	tr|A0A3Q7TLX7|A0A3Q7TLX7_VULVU
OG0014240	sp|Q86X53|ERIC1_HUMAN	tr|A0A3Q7TA19|A0A3Q7TA19_VULVU
OG0014241	sp|Q86Y01|DTX1_HUMAN	tr|A0A3Q7U9U4|A0A3Q7U9U4_VULVU
OG0014242	sp|Q8IYE0|CC146_HUMAN	tr|A0A3Q7TKQ1|A0A3Q7TKQ1_VULVU
OG0014243	sp|Q8N0V4|LGI2_HUMAN	tr|A0A3Q7SAT4|A0A3Q7SAT4_VULVU
OG0014244	sp|Q8N413|S2545_HUMAN	tr|A0A3Q7SSE4|A0A3Q7SSE4_VULVU
OG0014245	sp|Q8N6Q8|MET25_HUMAN	tr|A0A3Q7RQ98|A0A3Q7RQ98_VULVU
OG0014246	sp|Q8ND71|GIMA8_HUMAN	tr|A0A3Q7RTU4|A0A3Q7RTU4_VULVU
OG0014247	sp|Q8NGJ9|O51T1_HUMAN	tr|A0A3Q7RH76|A0A3Q7RH76_VULVU
OG0014248	sp|Q8WTR7|ZN473_HUMAN	tr|A0A3Q7URS6|A0A3Q7URS6_VULVU
OG0014249	sp|Q8WWX9|SELM_HUMAN	tr|A0A3Q7RHU5|A0A3Q7RHU5_VULVU
OG0014250	sp|Q96A05|VATE2_HUMAN	tr|A0A3Q7RSP3|A0A3Q7RSP3_VULVU
OG0014251	sp|Q96C55|ZN524_HUMAN	tr|A0A3Q7R6I8|A0A3Q7R6I8_VULVU
OG0014252	sp|Q96DZ5|CLIP3_HUMAN	tr|A0A3Q7TXT6|A0A3Q7TXT6_VULVU
OG0014253	sp|Q96G25|MED8_HUMAN	tr|A0A3Q7SZ65|A0A3Q7SZ65_VULVU
OG0014254	sp|Q96GR2|ACBG1_HUMAN	tr|A0A3Q7SHB0|A0A3Q7SHB0_VULVU
OG0014255	sp|Q96JG9|ZN469_HUMAN	tr|A0A3Q7SV18|A0A3Q7SV18_VULVU
OG0014256	sp|Q96LT6|CA074_HUMAN	tr|A0A3Q7S9T0|A0A3Q7S9T0_VULVU
OG0014257	sp|Q96NK8|NDF6_HUMAN	tr|A0A3Q7UNU7|A0A3Q7UNU7_VULVU
OG0014258	sp|Q96NU7|HUTI_HUMAN	tr|A0A3Q7TGN7|A0A3Q7TGN7_VULVU
OG0014259	sp|Q96PY6|NEK1_HUMAN	tr|A0A3Q7TU13|A0A3Q7TU13_VULVU
OG0014260	sp|Q9BUA3|SPNDC_HUMAN	tr|A0A3Q7SU62|A0A3Q7SU62_VULVU
OG0014261	sp|Q9BV19|CA050_HUMAN	tr|A0A3Q7QZC2|A0A3Q7QZC2_VULVU
OG0014262	sp|Q9BXY5|CAYP2_HUMAN	tr|A0A3Q7SBN2|A0A3Q7SBN2_VULVU
OG0014263	sp|Q9BYD6|RM01_HUMAN	tr|A0A3Q7SD01|A0A3Q7SD01_VULVU
OG0014264	sp|Q9HBT7|ZN287_HUMAN	tr|A0A3Q7SIV7|A0A3Q7SIV7_VULVU
OG0014265	sp|Q9HCR9|PDE11_HUMAN	tr|A0A3Q7T5H7|A0A3Q7T5H7_VULVU
OG0014266	sp|Q9NRL3|STRN4_HUMAN	tr|A0A3Q7TXG6|A0A3Q7TXG6_VULVU
OG0014267	sp|Q9NW81|DMAC2_HUMAN	tr|A0A3Q7TX15|A0A3Q7TX15_VULVU
OG0014268	sp|Q9NWS8|RMND1_HUMAN	tr|A0A3Q7SEZ8|A0A3Q7SEZ8_VULVU
OG0014269	sp|Q9NWT1|PK1IP_HUMAN	tr|A0A3Q7S766|A0A3Q7S766_VULVU
OG0014270	sp|Q9P286|PAK5_HUMAN	tr|A0A3Q7SW60|A0A3Q7SW60_VULVU
OG0014271	sp|Q9ULX7|CAH14_HUMAN	tr|A0A3Q7R024|A0A3Q7R024_VULVU
OG0014272	sp|Q9Y5S1|TRPV2_HUMAN	tr|A0A3Q7TJ42|A0A3Q7TJ42_VULVU
OG0014273	sp|A0A1B0GU71|C97D2_HUMAN	tr|A0A3Q7SPV4|A0A3Q7SPV4_VULVU
OG0014274	sp|A2RRL7|TM213_HUMAN	tr|A0A3Q7QXQ7|A0A3Q7QXQ7_VULVU
OG0014275	sp|A6NIV6|LRIQ4_HUMAN	tr|A0A3Q7TQC6|A0A3Q7TQC6_VULVU
OG0014276	sp|A8MVX0|ARG33_HUMAN	tr|A0A3Q7TY96|A0A3Q7TY96_VULVU
OG0014277	sp|O00716|E2F3_HUMAN	tr|A0A3Q7S6W3|A0A3Q7S6W3_VULVU
OG0014278	sp|O14668|TMG1_HUMAN	tr|A0A3Q7UKY2|A0A3Q7UKY2_VULVU
OG0014279	sp|O14718|OPSX_HUMAN	tr|A0A3Q7UJL6|A0A3Q7UJL6_VULVU
OG0014280	sp|O15482|TEX28_HUMAN	tr|A0A3Q7RDZ8|A0A3Q7RDZ8_VULVU
OG0014281	sp|O60516|4EBP3_HUMAN	tr|A0A3Q7UJG6|A0A3Q7UJG6_VULVU
OG0014282	sp|O75143|ATG13_HUMAN	tr|A0A3Q7TES6|A0A3Q7TES6_VULVU
OG0014283	sp|O75604|UBP2_HUMAN	tr|A0A3Q7SF35|A0A3Q7SF35_VULVU
OG0014284	sp|O95568|MET18_HUMAN	tr|A0A3Q7TCM6|A0A3Q7TCM6_VULVU
OG0014285	sp|P31629|ZEP2_HUMAN	tr|A0A3Q7TEQ4|A0A3Q7TEQ4_VULVU
OG0014286	sp|P48788|TNNI2_HUMAN	tr|A0A3Q7SV40|A0A3Q7SV40_VULVU
OG0014287	sp|P49411|EFTU_HUMAN	tr|A0A3Q7UHL4|A0A3Q7UHL4_VULVU
OG0014288	sp|P51911|CNN1_HUMAN	tr|A0A3Q7R1Y8|A0A3Q7R1Y8_VULVU
OG0014289	sp|P53609|PGTB1_HUMAN	tr|A0A3Q7T2L3|A0A3Q7T2L3_VULVU
OG0014290	sp|P62308|RUXG_HUMAN	tr|A0A3Q7TUZ7|A0A3Q7TUZ7_VULVU
OG0014291	sp|Q02790|FKBP4_HUMAN	tr|A0A3Q7S8I7|A0A3Q7S8I7_VULVU
OG0014292	sp|Q05823|RN5A_HUMAN	tr|A0A3Q7T8D8|A0A3Q7T8D8_VULVU
OG0014293	sp|Q07001|ACHD_HUMAN	tr|A0A3Q7SK68|A0A3Q7SK68_VULVU
OG0014294	sp|Q12860|CNTN1_HUMAN	tr|A0A3Q7T6H1|A0A3Q7T6H1_VULVU
OG0014295	sp|Q13127|REST_HUMAN	tr|A0A3Q7SRI0|A0A3Q7SRI0_VULVU
OG0014296	sp|Q13347|EIF3I_HUMAN	tr|A0A3Q7T042|A0A3Q7T042_VULVU
OG0014297	sp|Q13571|LAPM5_HUMAN	tr|A0A3Q7TY67|A0A3Q7TY67_VULVU
OG0014298	sp|Q14781|CBX2_HUMAN	tr|A0A3Q7SIS3|A0A3Q7SIS3_VULVU
OG0014299	sp|Q15198|PGFRL_HUMAN	tr|A0A3Q7R447|A0A3Q7R447_VULVU
OG0014300	sp|Q15642|CIP4_HUMAN	tr|A0A3Q7RG59|A0A3Q7RG59_VULVU
OG0014301	sp|Q2HXU8|CL12B_HUMAN	tr|A0A3Q7T8T0|A0A3Q7T8T0_VULVU
OG0014302	sp|Q495N2|S36A3_HUMAN	tr|A0A3Q7SRR5|A0A3Q7SRR5_VULVU
OG0014303	sp|Q5T442|CXG2_HUMAN	tr|A0A3Q7SQR4|A0A3Q7SQR4_VULVU
OG0014304	sp|Q6VAB6|KSR2_HUMAN	tr|A0A3Q7UEQ3|A0A3Q7UEQ3_VULVU
OG0014305	sp|Q7Z6Z7|HUWE1_HUMAN	tr|A0A3Q7RFF8|A0A3Q7RFF8_VULVU
OG0014306	sp|Q86UW1|OSTA_HUMAN	tr|A0A3Q7SVH6|A0A3Q7SVH6_VULVU
OG0014307	sp|Q86WI0|LHPL1_HUMAN	tr|A0A3Q7RC24|A0A3Q7RC24_VULVU
OG0014308	sp|Q8IV31|TM139_HUMAN	tr|A0A3Q7V366|A0A3Q7V366_VULVU
OG0014309	sp|Q8N442|GUF1_HUMAN	tr|A0A3Q7UXE0|A0A3Q7UXE0_VULVU
OG0014310	sp|Q8N7X2|STPG3_HUMAN	tr|A0A3Q7RDP8|A0A3Q7RDP8_VULVU
OG0014311	sp|Q8NBL1|PGLT1_HUMAN	tr|A0A3Q7RL15|A0A3Q7RL15_VULVU
OG0014312	sp|Q8NG27|PJA1_HUMAN	tr|A0A3Q7QZT0|A0A3Q7QZT0_VULVU
OG0014313	sp|Q8NI77|KI18A_HUMAN	tr|A0A3Q7TB77|A0A3Q7TB77_VULVU
OG0014314	sp|Q8TAF7|ZN461_HUMAN	tr|A0A3Q7UF36|A0A3Q7UF36_VULVU
OG0014315	sp|Q8WUA7|TB22A_HUMAN	tr|A0A3Q7U0M7|A0A3Q7U0M7_VULVU
OG0014316	sp|Q92499|DDX1_HUMAN	tr|A0A3Q7UTW2|A0A3Q7UTW2_VULVU
