Orthogroup	Homo_sapiens	Dipodomys_ordii
OG0013117	sp|Q96GP6|SREC2_HUMAN	tr|A0A1S3GG25|A0A1S3GG25_DIPOR
OG0013118	sp|Q8N9M1|CS047_HUMAN	tr|A0A1S3GH27|A0A1S3GH27_DIPOR
OG0013119	sp|P07992|ERCC1_HUMAN	tr|A0A1S3GJK8|A0A1S3GJK8_DIPOR
OG0013120	sp|Q641Q3|METRL_HUMAN	tr|A0A1S3GKK4|A0A1S3GKK4_DIPOR
OG0013121	sp|Q8WVF1|OSCP1_HUMAN	tr|A0A1S3GLE3|A0A1S3GLE3_DIPOR
OG0013122	sp|Q9NYR9|KBRS2_HUMAN	tr|A0A1S3GRH9|A0A1S3GRH9_DIPOR
OG0013123	sp|Q9C0C9|UBE2O_HUMAN	tr|A0A1S3GSJ1|A0A1S3GSJ1_DIPOR
OG0013124	sp|O95479|G6PE_HUMAN	tr|A0A1S3GSY9|A0A1S3GSY9_DIPOR
OG0013125	sp|P61289|PSME3_HUMAN	tr|A0A1S3GYH7|A0A1S3GYH7_DIPOR
OG0013126	sp|Q9BW27|NUP85_HUMAN	tr|A0A1S3GZ52|A0A1S3GZ52_DIPOR
OG0013127	sp|P09681|GIP_HUMAN	tr|A0A1S3GZA1|A0A1S3GZA1_DIPOR
OG0013128	sp|Q96C10|DHX58_HUMAN	tr|A0A1S3EIM7|A0A1S3EIM7_DIPOR
OG0013129	sp|P51965|UB2E1_HUMAN	tr|A0A1S3ENU2|A0A1S3ENU2_DIPOR
OG0013130	sp|Q14995|NR1D2_HUMAN	tr|A0A1S3EPS5|A0A1S3EPS5_DIPOR
OG0013131	sp|Q9H910|JUPI2_HUMAN	tr|A0A1S3EQV0|A0A1S3EQV0_DIPOR
OG0013132	sp|Q9NXS3|KLH28_HUMAN	tr|A0A1S3ETG9|A0A1S3ETG9_DIPOR
OG0013133	sp|P43378|PTN9_HUMAN	tr|A0A1S3EUH5|A0A1S3EUH5_DIPOR
OG0013134	sp|Q9BSU1|PHAF1_HUMAN	tr|A0A1S3EVP0|A0A1S3EVP0_DIPOR
OG0013135	sp|Q15645|PCH2_HUMAN	tr|A0A1S3F0L9|A0A1S3F0L9_DIPOR
OG0013136	sp|Q9GZT9|EGLN1_HUMAN	tr|A0A1S3F1I2|A0A1S3F1I2_DIPOR
OG0013137	sp|O00463|TRAF5_HUMAN	tr|A0A1S3F275|A0A1S3F275_DIPOR
OG0013138	sp|Q9Y343|SNX24_HUMAN	tr|A0A1S3F2L2|A0A1S3F2L2_DIPOR
OG0013139	sp|Q96IY1|NSL1_HUMAN	tr|A0A1S3F3Q4|A0A1S3F3Q4_DIPOR
OG0013140	sp|A4FU69|EFCB5_HUMAN	tr|A0A1S3F580|A0A1S3F580_DIPOR
OG0013141	sp|Q02747|GUC2A_HUMAN	tr|A0A1S3F6U2|A0A1S3F6U2_DIPOR
OG0013142	sp|Q32P41|TRM5_HUMAN	tr|A0A1S3F777|A0A1S3F777_DIPOR
OG0013143	sp|Q9UL15|BAG5_HUMAN	tr|A0A1S3F813|A0A1S3F813_DIPOR
OG0013144	sp|Q9Y6C5|PTC2_HUMAN	tr|A0A1S3F8V1|A0A1S3F8V1_DIPOR
OG0013145	sp|Q99814|EPAS1_HUMAN	tr|A0A1S3FA44|A0A1S3FA44_DIPOR
OG0013146	sp|Q5VX52|SPAT1_HUMAN	tr|A0A1S3FAH7|A0A1S3FAH7_DIPOR
OG0013147	sp|Q8NHH9|ATLA2_HUMAN	tr|A0A1S3FBM4|A0A1S3FBM4_DIPOR
OG0013148	sp|P32247|BRS3_HUMAN	tr|A0A1S3FC74|A0A1S3FC74_DIPOR
OG0013149	sp|Q9H799|CPLN1_HUMAN	tr|A0A1S3FDC9|A0A1S3FDC9_DIPOR
OG0013150	sp|Q7L2Z9|CENPQ_HUMAN	tr|A0A1S3FF51|A0A1S3FF51_DIPOR
OG0013151	sp|Q765I0|UTS2B_HUMAN	tr|A0A1S3FFC7|A0A1S3FFC7_DIPOR
OG0013152	sp|Q9H0V1|TM168_HUMAN	tr|A0A1S3FGP5|A0A1S3FGP5_DIPOR
OG0013153	sp|Q9BSY4|CHCH5_HUMAN	tr|A0A1S3FH23|A0A1S3FH23_DIPOR
OG0013154	sp|P02774|VTDB_HUMAN	tr|A0A1S3FHU3|A0A1S3FHU3_DIPOR
OG0013155	sp|Q9NZ63|TLS1_HUMAN	tr|A0A1S3FL31|A0A1S3FL31_DIPOR
OG0013156	sp|Q9UQ84|EXO1_HUMAN	tr|A0A1S3FMG3|A0A1S3FMG3_DIPOR
OG0013157	sp|Q7Z2W4|ZCCHV_HUMAN	tr|A0A1S3FMN4|A0A1S3FMN4_DIPOR
OG0013158	sp|Q9NXF1|TEX10_HUMAN	tr|A0A1S3FQC3|A0A1S3FQC3_DIPOR
OG0013159	sp|Q96D70|R3HD4_HUMAN	tr|A0A1S3FQL4|A0A1S3FQL4_DIPOR
OG0013160	sp|Q8IXK2|GLT12_HUMAN	tr|A0A1S3FR17|A0A1S3FR17_DIPOR
OG0013161	sp|Q8NI37|PPTC7_HUMAN	tr|A0A1S3FRQ3|A0A1S3FRQ3_DIPOR
OG0013162	sp|O76074|PDE5A_HUMAN	tr|A0A1S3FRW1|A0A1S3FRW1_DIPOR
OG0013163	sp|Q14728|MFS10_HUMAN	tr|A0A1S3FRZ9|A0A1S3FRZ9_DIPOR
OG0013164	sp|Q9P0U1|TOM7_HUMAN	tr|A0A1S3FTG6|A0A1S3FTG6_DIPOR
OG0013165	sp|Q13323|BIK_HUMAN	tr|A0A1S3FUQ7|A0A1S3FUQ7_DIPOR
OG0013166	sp|Q6NXR4|TTI2_HUMAN	tr|A0A1S3FUX9|A0A1S3FUX9_DIPOR
OG0013167	sp|Q9H9V4|RN122_HUMAN	tr|A0A1S3FV16|A0A1S3FV16_DIPOR
OG0013168	sp|Q8WUB8|PHF10_HUMAN	tr|A0A1S3FVG9|A0A1S3FVG9_DIPOR
OG0013169	sp|Q969R5|LMBL2_HUMAN	tr|A0A1S3FWG8|A0A1S3FWG8_DIPOR
OG0013170	sp|O43819|SCO2_HUMAN	tr|A0A1S3FXH4|A0A1S3FXH4_DIPOR
OG0013171	sp|Q6ZSC3|RBM43_HUMAN	tr|A0A1S3G136|A0A1S3G136_DIPOR
OG0013172	sp|Q7Z5G4|GOGA7_HUMAN	tr|A0A1S3G1C9|A0A1S3G1C9_DIPOR
OG0013173	sp|P23327|SRCH_HUMAN	tr|A0A1S3G2K3|A0A1S3G2K3_DIPOR
OG0013174	sp|Q8WU66|TSEAR_HUMAN	tr|A0A1S3G3F4|A0A1S3G3F4_DIPOR
OG0013175	sp|Q8N112|LSME2_HUMAN	tr|A0A1S3G423|A0A1S3G423_DIPOR
OG0013176	sp|Q86YV0|RASL3_HUMAN	tr|A0A1S3G4Y9|A0A1S3G4Y9_DIPOR
OG0013177	sp|Q9Y5Y4|PD2R2_HUMAN	tr|A0A1S3G6Y6|A0A1S3G6Y6_DIPOR
OG0013178	sp|P38606|VATA_HUMAN	tr|A0A1S3G7K6|A0A1S3G7K6_DIPOR
OG0013179	sp|Q9Y399|RT02_HUMAN	tr|A0A1S3G7M5|A0A1S3G7M5_DIPOR
OG0013180	sp|Q9UBP4|DKK3_HUMAN	tr|A0A1S3G7X2|A0A1S3G7X2_DIPOR
OG0013181	sp|Q8NE28|STKL1_HUMAN	tr|A0A1S3G8A0|A0A1S3G8A0_DIPOR
OG0013182	sp|Q96NS1|YPEL4_HUMAN	tr|A0A1S3G8G2|A0A1S3G8G2_DIPOR
OG0013183	sp|Q96T54|KCNKH_HUMAN	tr|A0A1S3G8K1|A0A1S3G8K1_DIPOR
OG0013184	sp|Q6X4W1|NSMF_HUMAN	tr|A0A1S3G9G1|A0A1S3G9G1_DIPOR
OG0013185	sp|Q86TL2|STIMA_HUMAN	tr|A0A1S3GBV3|A0A1S3GBV3_DIPOR
OG0013186	sp|O94993|SOX30_HUMAN	tr|A0A1S3GC31|A0A1S3GC31_DIPOR
OG0013187	sp|P39019|RS19_HUMAN	tr|A0A1S3GGY1|A0A1S3GGY1_DIPOR
OG0013188	sp|Q5TD94|RSH4A_HUMAN	tr|A0A1S3GH87|A0A1S3GH87_DIPOR
OG0013189	sp|Q16363|LAMA4_HUMAN	tr|A0A1S3GHE5|A0A1S3GHE5_DIPOR
OG0013190	sp|Q9UM07|PADI4_HUMAN	tr|A0A1S3GIY3|A0A1S3GIY3_DIPOR
OG0013191	sp|Q9P258|RCC2_HUMAN	tr|A0A1S3GJH7|A0A1S3GJH7_DIPOR
OG0013192	sp|A8MVS5|HIDE1_HUMAN	tr|A0A1S3GKP5|A0A1S3GKP5_DIPOR
OG0013193	sp|Q7Z6M4|MTEF4_HUMAN	tr|A0A1S3GM88|A0A1S3GM88_DIPOR
OG0013194	sp|Q99519|NEUR1_HUMAN	tr|A0A1S3GNK7|A0A1S3GNK7_DIPOR
OG0013195	sp|Q9H0C2|ADT4_HUMAN	tr|A0A1S3GNP8|A0A1S3GNP8_DIPOR
OG0013196	sp|Q9Y4Y9|LSM5_HUMAN	tr|A0A1S3GNX7|A0A1S3GNX7_DIPOR
OG0013197	sp|Q8TAT2|FGFP3_HUMAN	tr|A0A1S3GPA8|A0A1S3GPA8_DIPOR
OG0013198	sp|Q8N6Y2|LRC17_HUMAN	tr|A0A1S3GPX0|A0A1S3GPX0_DIPOR
OG0013199	sp|Q00LT1|PRCD_HUMAN	tr|A0A1S3GYE7|A0A1S3GYE7_DIPOR
OG0013200	sp|P17481|HXB8_HUMAN	tr|A0A1S3GYQ7|A0A1S3GYQ7_DIPOR
OG0013201	sp|O94900|TOX_HUMAN	tr|A0A1S3EKJ5|A0A1S3EKJ5_DIPOR
OG0013202	sp|Q9NY72|SCN3B_HUMAN	tr|A0A1S3EMD9|A0A1S3EMD9_DIPOR
OG0013203	sp|Q6P6B7|ANR16_HUMAN	tr|A0A1S3EMS7|A0A1S3EMS7_DIPOR
OG0013204	sp|Q5VYV7|SLX4I_HUMAN	tr|A0A1S3ENX4|A0A1S3ENX4_DIPOR
OG0013205	sp|Q96DR5|BPIA2_HUMAN	tr|A0A1S3EP21|A0A1S3EP21_DIPOR
OG0013206	sp|Q9NVC3|S38A7_HUMAN	tr|A0A1S3EUG6|A0A1S3EUG6_DIPOR
OG0013207	sp|Q96T92|INSM2_HUMAN	tr|A0A1S3EUW0|A0A1S3EUW0_DIPOR
OG0013208	sp|Q7L5A8|FA2H_HUMAN	tr|A0A1S3EWE3|A0A1S3EWE3_DIPOR
OG0013209	sp|O15492|RGS16_HUMAN	tr|A0A1S3F339|A0A1S3F339_DIPOR
OG0013210	sp|Q9HB71|CYBP_HUMAN	tr|A0A1S3F3K7|A0A1S3F3K7_DIPOR
OG0013211	sp|Q9UBS9|SUCO_HUMAN	tr|A0A1S3F4L5|A0A1S3F4L5_DIPOR
OG0013212	sp|Q9NUM3|S39A9_HUMAN	tr|A0A1S3F6Y7|A0A1S3F6Y7_DIPOR
OG0013213	sp|Q12955|ANK3_HUMAN	tr|A0A1S3F7S0|A0A1S3F7S0_DIPOR
OG0013214	sp|Q8IXN7|RIMKA_HUMAN	tr|A0A1S3F8Q7|A0A1S3F8Q7_DIPOR
OG0013215	sp|A6NNW6|ENO4_HUMAN	tr|A0A1S3FB59|A0A1S3FB59_DIPOR
OG0013216	sp|Q9NQC3|RTN4_HUMAN	tr|A0A1S3FBN3|A0A1S3FBN3_DIPOR
OG0013217	sp|Q8IWS0|PHF6_HUMAN	tr|A0A1S3FBW1|A0A1S3FBW1_DIPOR
OG0013218	sp|Q6UWM5|GPRL1_HUMAN	tr|A0A1S3FD35|A0A1S3FD35_DIPOR
OG0013219	sp|Q9C0B9|ZCHC2_HUMAN	tr|A0A1S3FDB4|A0A1S3FDB4_DIPOR
OG0013220	sp|Q9NP92|RT30_HUMAN	tr|A0A1S3FDS1|A0A1S3FDS1_DIPOR
OG0013221	sp|Q9H6T3|RPAP3_HUMAN	tr|A0A1S3FDX0|A0A1S3FDX0_DIPOR
OG0013222	sp|Q96NU7|HUTI_HUMAN	tr|A0A1S3FE20|A0A1S3FE20_DIPOR
OG0013223	sp|Q68D10|SPT2_HUMAN	tr|A0A1S3FGP1|A0A1S3FGP1_DIPOR
OG0013224	sp|Q5JVX7|CA141_HUMAN	tr|A0A1S3FIU4|A0A1S3FIU4_DIPOR
OG0013225	sp|Q9HB89|NMUR1_HUMAN	tr|A0A1S3FJ27|A0A1S3FJ27_DIPOR
OG0013226	sp|Q96BN2|TADA1_HUMAN	tr|A0A1S3FLT4|A0A1S3FLT4_DIPOR
OG0013227	sp|O76003|GLRX3_HUMAN	tr|A0A1S3FM69|A0A1S3FM69_DIPOR
OG0013228	sp|Q9UBY9|HSPB7_HUMAN	tr|A0A1S3FMD3|A0A1S3FMD3_DIPOR
OG0013229	sp|Q9H808|TLE6_HUMAN	tr|A0A1S3FNT3|A0A1S3FNT3_DIPOR
OG0013230	sp|P0C6S8|LIGO3_HUMAN	tr|A0A1S3FQX4|A0A1S3FQX4_DIPOR
OG0013231	sp|P19438|TNR1A_HUMAN	tr|A0A1S3FR65|A0A1S3FR65_DIPOR
OG0013232	sp|Q4LDE5|SVEP1_HUMAN	tr|A0A1S3FRM3|A0A1S3FRM3_DIPOR
OG0013233	sp|Q9BY42|RTF2_HUMAN	tr|A0A1S3FTD6|A0A1S3FTD6_DIPOR
OG0013234	sp|O15178|TBXT_HUMAN	tr|A0A1S3FTW0|A0A1S3FTW0_DIPOR
OG0013235	sp|Q9NQT8|KI13B_HUMAN	tr|A0A1S3FUF4|A0A1S3FUF4_DIPOR
OG0013236	sp|P14138|EDN3_HUMAN	tr|A0A1S3FVB9|A0A1S3FVB9_DIPOR
OG0013237	sp|Q86XI6|PPR3B_HUMAN	tr|A0A1S3FW82|A0A1S3FW82_DIPOR
OG0013238	sp|Q9NX09|DDIT4_HUMAN	tr|A0A1S3FX58|A0A1S3FX58_DIPOR
OG0013239	sp|Q7Z6Z6|PLPL5_HUMAN	tr|A0A1S3FXT8|A0A1S3FXT8_DIPOR
OG0013240	sp|P61925|IPKA_HUMAN	tr|A0A1S3G4X6|A0A1S3G4X6_DIPOR
OG0013241	sp|Q49MI3|CERKL_HUMAN	tr|A0A1S3G631|A0A1S3G631_DIPOR
OG0013242	sp|Q8NGI9|OR5A2_HUMAN	tr|A0A1S3G6L2|A0A1S3G6L2_DIPOR
OG0013243	sp|P30291|WEE1_HUMAN	tr|A0A1S3G781|A0A1S3G781_DIPOR
OG0013244	sp|P27487|DPP4_HUMAN	tr|A0A1S3G7B7|A0A1S3G7B7_DIPOR
OG0013245	sp|Q9Y6F6|IRAG1_HUMAN	tr|A0A1S3G7D5|A0A1S3G7D5_DIPOR
OG0013246	sp|Q9UGQ2|FLOWR_HUMAN	tr|A0A1S3G7P0|A0A1S3G7P0_DIPOR
OG0013247	sp|Q96EA4|SPDLY_HUMAN	tr|A0A1S3G7R3|A0A1S3G7R3_DIPOR
OG0013248	sp|A1A4S6|RHG10_HUMAN	tr|A0A1S3G8D3|A0A1S3G8D3_DIPOR
OG0013249	sp|Q8N4P6|LRC71_HUMAN	tr|A0A1S3GAW0|A0A1S3GAW0_DIPOR
OG0013250	sp|Q8WWB7|GLMP_HUMAN	tr|A0A1S3GAX2|A0A1S3GAX2_DIPOR
OG0013251	sp|P24821|TENA_HUMAN	tr|A0A1S3GBE4|A0A1S3GBE4_DIPOR
OG0013252	sp|O94889|KLH18_HUMAN	tr|A0A1S3GCD9|A0A1S3GCD9_DIPOR
OG0013253	sp|P19532|TFE3_HUMAN	tr|A0A1S3GGI4|A0A1S3GGI4_DIPOR
OG0013254	sp|Q9UJW9|SRTD3_HUMAN	tr|A0A1S3GGU4|A0A1S3GGU4_DIPOR
OG0013255	sp|Q7Z4W1|DCXR_HUMAN	tr|A0A1S3GI55|A0A1S3GI55_DIPOR
OG0013256	sp|Q9NRL3|STRN4_HUMAN	tr|A0A1S3GJ41|A0A1S3GJ41_DIPOR
OG0013257	sp|Q9UI14|PRAF1_HUMAN	tr|A0A1S3GJD7|A0A1S3GJD7_DIPOR
OG0013258	sp|P55318|FOXA3_HUMAN	tr|A0A1S3GJE6|A0A1S3GJE6_DIPOR
OG0013259	sp|Q32MQ0|ZN750_HUMAN	tr|A0A1S3GKR5|A0A1S3GKR5_DIPOR
OG0013260	sp|Q8NDA8|MROH1_HUMAN	tr|A0A1S3GKV0|A0A1S3GKV0_DIPOR
OG0013261	sp|Q9NP50|SHCAF_HUMAN	tr|A0A1S3GLI4|A0A1S3GLI4_DIPOR
OG0013262	sp|Q5EBL2|ZN628_HUMAN	tr|A0A1S3GME0|A0A1S3GME0_DIPOR
OG0013263	sp|P26368|U2AF2_HUMAN	tr|A0A1S3GP14|A0A1S3GP14_DIPOR
OG0013264	sp|P51572|BAP31_HUMAN	tr|A0A1S3GRE8|A0A1S3GRE8_DIPOR
OG0013265	sp|Q7Z7H8|RM10_HUMAN	tr|A0A1S3GX27|A0A1S3GX27_DIPOR
OG0013266	sp|O00560|SDCB1_HUMAN	tr|A0A1S3ELI2|A0A1S3ELI2_DIPOR
OG0013267	sp|P52657|T2AG_HUMAN	tr|A0A1S3EM97|A0A1S3EM97_DIPOR
OG0013268	sp|Q5GJ75|TP8L3_HUMAN	tr|A0A1S3EMS1|A0A1S3EMS1_DIPOR
OG0013269	sp|O94986|CE152_HUMAN	tr|A0A1S3ENA9|A0A1S3ENA9_DIPOR
OG0013270	sp|Q9UBG7|RBPJL_HUMAN	tr|A0A1S3EP61|A0A1S3EP61_DIPOR
OG0013271	sp|P11150|LIPC_HUMAN	tr|A0A1S3EPJ6|A0A1S3EPJ6_DIPOR
OG0013272	sp|O15015|ZN646_HUMAN	tr|A0A1S3ERE3|A0A1S3ERE3_DIPOR
OG0013273	sp|Q99807|COQ7_HUMAN	tr|A0A1S3ESH5|A0A1S3ESH5_DIPOR
OG0013274	sp|P48735|IDHP_HUMAN	tr|A0A1S3ESZ5|A0A1S3ESZ5_DIPOR
OG0013275	sp|Q6PL24|TMED8_HUMAN	tr|A0A1S3EU13|A0A1S3EU13_DIPOR
OG0013276	sp|Q9C099|LRCC1_HUMAN	tr|A0A1S3EU47|A0A1S3EU47_DIPOR
OG0013277	sp|Q765P7|MTSS2_HUMAN	tr|A0A1S3EUQ1|A0A1S3EUQ1_DIPOR
OG0013278	sp|Q8IZ52|CHSS2_HUMAN	tr|A0A1S3EW68|A0A1S3EW68_DIPOR
OG0013279	sp|Q16627|CCL14_HUMAN	tr|A0A1S3EWC2|A0A1S3EWC2_DIPOR
OG0013280	sp|Q9UBR5|CKLF_HUMAN	tr|A0A1S3EWG2|A0A1S3EWG2_DIPOR
OG0013281	sp|Q86VM9|ZCH18_HUMAN	tr|A0A1S3EWV8|A0A1S3EWV8_DIPOR
OG0013282	sp|Q86WR7|PRSR2_HUMAN	tr|A0A1S3F037|A0A1S3F037_DIPOR
OG0013283	sp|Q9H0Q0|CYRIA_HUMAN	tr|A0A1S3F0D3|A0A1S3F0D3_DIPOR
OG0013284	sp|Q12798|CETN1_HUMAN	tr|A0A1S3F2F9|A0A1S3F2F9_DIPOR
OG0013285	sp|Q92783|STAM1_HUMAN	tr|A0A1S3F359|A0A1S3F359_DIPOR
OG0013286	sp|Q969G2|LHX4_HUMAN	tr|A0A1S3F360|A0A1S3F360_DIPOR
OG0013287	sp|Q86Z20|CC125_HUMAN	tr|A0A1S3F5E8|A0A1S3F5E8_DIPOR
OG0013288	sp|O75752|B3GL1_HUMAN	tr|A0A1S3F7A1|A0A1S3F7A1_DIPOR
OG0013289	sp|P17174|AATC_HUMAN	tr|A0A1S3F9R4|A0A1S3F9R4_DIPOR
OG0013290	sp|Q5S007|LRRK2_HUMAN	tr|A0A1S3FCQ6|A0A1S3FCQ6_DIPOR
OG0013291	sp|Q15762|CD226_HUMAN	tr|A0A1S3FDJ0|A0A1S3FDJ0_DIPOR
OG0013292	sp|Q13093|PAFA_HUMAN	tr|A0A1S3FDL2|A0A1S3FDL2_DIPOR
OG0013293	sp|P35244|RFA3_HUMAN	tr|A0A1S3FFQ9|A0A1S3FFQ9_DIPOR
OG0013294	sp|O76071|CIAO1_HUMAN	tr|A0A1S3FGS1|A0A1S3FGS1_DIPOR
OG0013295	sp|Q6TFL3|CC171_HUMAN	tr|A0A1S3FJJ0|A0A1S3FJJ0_DIPOR
OG0013296	sp|Q8N608|DPP10_HUMAN	tr|A0A1S3FJT7|A0A1S3FJT7_DIPOR
OG0013297	sp|O60669|MOT2_HUMAN	tr|A0A1S3FN56|A0A1S3FN56_DIPOR
OG0013298	sp|Q14140|SRTD2_HUMAN	tr|A0A1S3FN57|A0A1S3FN57_DIPOR
OG0013299	sp|Q9NRX3|NUA4L_HUMAN	tr|A0A1S3FNI6|A0A1S3FNI6_DIPOR
OG0013300	sp|Q9UGK3|STAP2_HUMAN	tr|A0A1S3FNQ6|A0A1S3FNQ6_DIPOR
OG0013301	sp|Q8TCB7|METL6_HUMAN	tr|A0A1S3FP40|A0A1S3FP40_DIPOR
OG0013302	sp|Q9NQR1|KMT5A_HUMAN	tr|A0A1S3FPM2|A0A1S3FPM2_DIPOR
OG0013303	sp|A4D2B0|MBLC1_HUMAN	tr|A0A1S3FQQ0|A0A1S3FQQ0_DIPOR
OG0013304	sp|P18627|LAG3_HUMAN	tr|A0A1S3FR94|A0A1S3FR94_DIPOR
OG0013305	sp|O95487|SC24B_HUMAN	tr|A0A1S3FRV0|A0A1S3FRV0_DIPOR
OG0013306	sp|Q14582|MAD4_HUMAN	tr|A0A1S3FSJ2|A0A1S3FSJ2_DIPOR
OG0013307	sp|Q96BK5|PINX1_HUMAN	tr|A0A1S3FTE5|A0A1S3FTE5_DIPOR
OG0013308	sp|Q9H2H0|CXXC4_HUMAN	tr|A0A1S3FTM2|A0A1S3FTM2_DIPOR
OG0013309	sp|Q92597|NDRG1_HUMAN	tr|A0A1S3FVP9|A0A1S3FVP9_DIPOR
OG0013310	sp|O60733|PLPL9_HUMAN	tr|A0A1S3FWN7|A0A1S3FWN7_DIPOR
OG0013311	sp|Q10587|TEF_HUMAN	tr|A0A1S3FWZ3|A0A1S3FWZ3_DIPOR
OG0013312	sp|Q9BU79|TM243_HUMAN	tr|A0A1S3FYQ4|A0A1S3FYQ4_DIPOR
OG0013313	sp|Q16650|TBR1_HUMAN	tr|A0A1S3G5C7|A0A1S3G5C7_DIPOR
OG0013314	sp|Q96RD7|PANX1_HUMAN	tr|A0A1S3G6G4|A0A1S3G6G4_DIPOR
OG0013315	sp|Q9H209|O10A4_HUMAN	tr|A0A1S3G7G3|A0A1S3G7G3_DIPOR
OG0013316	sp|P52735|VAV2_HUMAN	tr|A0A1S3G7N7|A0A1S3G7N7_DIPOR
OG0013317	sp|Q96CQ1|S2536_HUMAN	tr|A0A1S3G970|A0A1S3G970_DIPOR
OG0013318	sp|O15194|CTDSL_HUMAN	tr|A0A1S3GA58|A0A1S3GA58_DIPOR
OG0013319	sp|Q9P267|MBD5_HUMAN	tr|A0A1S3GBV4|A0A1S3GBV4_DIPOR
OG0013320	sp|Q7Z444|RASE_HUMAN	tr|A0A1S3GGK4|A0A1S3GGK4_DIPOR
OG0013321	sp|Q9Y446|PKP3_HUMAN	tr|A0A1S3GJB2|A0A1S3GJB2_DIPOR
OG0013322	sp|P13686|PPA5_HUMAN	tr|A0A1S3GKH3|A0A1S3GKH3_DIPOR
OG0013323	sp|Q9H1Z9|TSN10_HUMAN	tr|A0A1S3GKM4|A0A1S3GKM4_DIPOR
OG0013324	sp|Q9BXR0|TGT_HUMAN	tr|A0A1S3GKU2|A0A1S3GKU2_DIPOR
OG0013325	sp|Q2WGJ8|TM249_HUMAN	tr|A0A1S3GM43|A0A1S3GM43_DIPOR
OG0013326	sp|Q9Y2T1|AXIN2_HUMAN	tr|A0A1S3GRL2|A0A1S3GRL2_DIPOR
OG0013327	sp|Q6PCB5|RSBNL_HUMAN	tr|A0A1S3GRZ6|A0A1S3GRZ6_DIPOR
OG0013328	sp|Q969G3|SMCE1_HUMAN	tr|A0A1S3GUQ9|A0A1S3GUQ9_DIPOR
OG0013329	sp|P41222|PTGDS_HUMAN	tr|A0A1S3GVC8|A0A1S3GVC8_DIPOR
OG0013330	sp|Q9Y375|CIA30_HUMAN	tr|A0A1S3GVZ0|A0A1S3GVZ0_DIPOR
OG0013331	sp|Q13253|NOGG_HUMAN	tr|A0A1S3GWW2|A0A1S3GWW2_DIPOR
OG0013332	sp|Q96J92|WNK4_HUMAN	tr|A0A1S3EIN8|A0A1S3EIN8_DIPOR
OG0013333	sp|O75674|TM1L1_HUMAN	tr|A0A1S3EIS7|A0A1S3EIS7_DIPOR
OG0013334	sp|Q92820|GGH_HUMAN	tr|A0A1S3EK16|A0A1S3EK16_DIPOR
OG0013335	sp|P22083|FUT4_HUMAN	tr|A0A1S3EKW2|A0A1S3EKW2_DIPOR
OG0013336	sp|Q99612|KLF6_HUMAN	tr|A0A1S3ELI8|A0A1S3ELI8_DIPOR
OG0013337	sp|Q8N6Q1|TMC5A_HUMAN	tr|A0A1S3EM77|A0A1S3EM77_DIPOR
OG0013338	sp|Q8WXU2|DAAF4_HUMAN	tr|A0A1S3EMB3|A0A1S3EMB3_DIPOR
OG0013339	sp|Q53H47|SETMR_HUMAN	tr|A0A1S3ENB0|A0A1S3ENB0_DIPOR
OG0013340	sp|Q9NV92|NFIP2_HUMAN	tr|A0A1S3ENT7|A0A1S3ENT7_DIPOR
OG0013341	sp|Q92611|EDEM1_HUMAN	tr|A0A1S3EPP5|A0A1S3EPP5_DIPOR
OG0013342	sp|Q9BZ11|ADA33_HUMAN	tr|A0A1S3EQI7|A0A1S3EQI7_DIPOR
OG0013343	sp|Q9GZN4|BSSP4_HUMAN	tr|A0A1S3EQM3|A0A1S3EQM3_DIPOR
OG0013344	sp|Q4KMP7|TB10B_HUMAN	tr|A0A1S3ERY0|A0A1S3ERY0_DIPOR
OG0013345	sp|Q9BRF8|CPPED_HUMAN	tr|A0A1S3ES43|A0A1S3ES43_DIPOR
OG0013346	sp|Q96MX0|CKLF3_HUMAN	tr|A0A1S3EUK7|A0A1S3EUK7_DIPOR
OG0013347	sp|Q8TCB6|O51E1_HUMAN	tr|A0A1S3EYK4|A0A1S3EYK4_DIPOR
OG0013348	sp|Q9HCU5|PREB_HUMAN	tr|A0A1S3EZ15|A0A1S3EZ15_DIPOR
OG0013349	sp|Q969Z4|TR19L_HUMAN	tr|A0A1S3EZ23|A0A1S3EZ23_DIPOR
OG0013350	sp|Q6P1J6|PLB1_HUMAN	tr|A0A1S3EZT7|A0A1S3EZT7_DIPOR
OG0013351	sp|O15466|SIA8E_HUMAN	tr|A0A1S3F145|A0A1S3F145_DIPOR
OG0013352	sp|Q9HBA0|TRPV4_HUMAN	tr|A0A1S3F167|A0A1S3F167_DIPOR
OG0013353	sp|Q9HB31|SEBOX_HUMAN	tr|A0A1S3F788|A0A1S3F788_DIPOR
OG0013354	sp|Q5BJF2|SGMR2_HUMAN	tr|A0A1S3F7W6|A0A1S3F7W6_DIPOR
OG0013355	sp|O95470|SGPL1_HUMAN	tr|A0A1S3F9D2|A0A1S3F9D2_DIPOR
OG0013356	sp|Q5W064|LIPJ_HUMAN	tr|A0A1S3F9F6|A0A1S3F9F6_DIPOR
OG0013357	sp|Q9P0K7|RAI14_HUMAN	tr|A0A1S3FBI6|A0A1S3FBI6_DIPOR
OG0013358	sp|Q92832|NELL1_HUMAN	tr|A0A1S3FF63|A0A1S3FF63_DIPOR
OG0013359	sp|Q9Y251|HPSE_HUMAN	tr|A0A1S3FGI4|A0A1S3FGI4_DIPOR
