Orthogroup	Homo_sapiens	Tursiops_truncatus
OG0011026	sp|Q12929|EPS8_HUMAN	tr|A0A6J3S8T6|A0A6J3S8T6_TURTR
OG0011027	sp|Q13519|PNOC_HUMAN	tr|A0A2U3V2W8|A0A2U3V2W8_TURTR
OG0011028	sp|Q14154|DELE1_HUMAN	tr|A0A2U4AH64|A0A2U4AH64_TURTR
OG0011029	sp|Q4ADV7|RIC1_HUMAN	tr|A0A2U4BAY3|A0A2U4BAY3_TURTR
OG0011030	sp|Q6T310|RSLBA_HUMAN	tr|A0A2U3V1K5|A0A2U3V1K5_TURTR
OG0011031	sp|Q71H61|ILDR2_HUMAN	tr|A0A2U4BCV3|A0A2U4BCV3_TURTR
OG0011032	sp|Q7Z572|SPT21_HUMAN	tr|A0A6J3PYH6|A0A6J3PYH6_TURTR
OG0011033	sp|Q7Z5A9|TAFA1_HUMAN	tr|A0A2U4CCY0|A0A2U4CCY0_TURTR
OG0011034	sp|Q86VS8|HOOK3_HUMAN	tr|A0A6J3QRL2|A0A6J3QRL2_TURTR
OG0011035	sp|Q8IUH2|CREG2_HUMAN	tr|A0A2U3V620|A0A2U3V620_TURTR
OG0011036	sp|Q8IVB4|SL9A9_HUMAN	tr|A0A2U4B9H8|A0A2U4B9H8_TURTR
OG0011037	sp|Q8IYK2|CC105_HUMAN	tr|A0A2U4CMR7|A0A2U4CMR7_TURTR
OG0011038	sp|Q8N1S5|S39AB_HUMAN	tr|A0A6J3QQB6|A0A6J3QQB6_TURTR
OG0011039	sp|Q8N8A6|DDX51_HUMAN	tr|A0A2U4BXY7|A0A2U4BXY7_TURTR
OG0011040	sp|Q8NCL8|TM116_HUMAN	tr|A0A2U4CJP1|A0A2U4CJP1_TURTR
OG0011041	sp|Q8NCR0|B3GL2_HUMAN	tr|A0A2U4BV44|A0A2U4BV44_TURTR
OG0011042	sp|Q8NFU7|TET1_HUMAN	tr|A0A6J3Q6L7|A0A6J3Q6L7_TURTR
OG0011043	sp|Q8TAQ9|SUN3_HUMAN	tr|A0A6J3RVP8|A0A6J3RVP8_TURTR
OG0011044	sp|Q92482|AQP3_HUMAN	tr|A0A6J3RGZ0|A0A6J3RGZ0_TURTR
OG0011045	sp|Q92567|F168A_HUMAN	tr|A0A2U4C9M4|A0A2U4C9M4_TURTR
OG0011046	sp|Q96DT7|ZBT10_HUMAN	tr|A0A6J3Q9E9|A0A6J3Q9E9_TURTR
OG0011047	sp|Q96K37|S35E1_HUMAN	tr|A0A2U4CMZ5|A0A2U4CMZ5_TURTR
OG0011048	sp|Q96LB4|VATG3_HUMAN	tr|A0A2U3UZ61|A0A2U3UZ61_TURTR
OG0011049	sp|Q96MT1|RN145_HUMAN	tr|A0A2U4C5K1|A0A2U4C5K1_TURTR
OG0011050	sp|Q99797|MIPEP_HUMAN	tr|A0A2U4BH94|A0A2U4BH94_TURTR
OG0011051	sp|Q9BUP3|HTAI2_HUMAN	tr|A0A2U4CEV5|A0A2U4CEV5_TURTR
OG0011052	sp|Q9BUY7|EFC11_HUMAN	tr|A0A2U4A163|A0A2U4A163_TURTR
OG0011053	sp|Q9BYT3|STK33_HUMAN	tr|A0A6J3RV40|A0A6J3RV40_TURTR
OG0011054	sp|Q9H000|MKRN2_HUMAN	tr|A0A2U4C3W1|A0A2U4C3W1_TURTR
OG0011055	sp|Q9H3H1|MOD5_HUMAN	tr|A0A2U3V5N1|A0A2U3V5N1_TURTR
OG0011056	sp|Q9NPE2|NGRN_HUMAN	tr|A0A2U4C702|A0A2U4C702_TURTR
OG0011057	sp|Q9NPI8|FANCF_HUMAN	tr|A0A2U3V698|A0A2U3V698_TURTR
OG0011058	sp|Q9NS66|GP173_HUMAN	tr|A0A6J3QSI0|A0A6J3QSI0_TURTR
OG0011059	sp|Q9NUB1|ACS2L_HUMAN	tr|A0A6J3Q3J8|A0A6J3Q3J8_TURTR
OG0011060	sp|Q9NV64|TM39A_HUMAN	tr|A0A2U3V4L7|A0A2U3V4L7_TURTR
OG0011061	sp|Q9NYK5|RM39_HUMAN	tr|A0A2U4ACP9|A0A2U4ACP9_TURTR
OG0011062	sp|Q9NZ81|PRR13_HUMAN	tr|A0A2U3V1V4|A0A2U3V1V4_TURTR
OG0011063	sp|Q9UMZ3|PTPRQ_HUMAN	tr|A0A2U4CQE8|A0A2U4CQE8_TURTR
OG0011064	sp|Q9UNP9|PPIE_HUMAN	tr|A0A6J3PTG7|A0A6J3PTG7_TURTR
OG0011065	sp|Q9Y446|PKP3_HUMAN	tr|A0A6J3RSK6|A0A6J3RSK6_TURTR
OG0011066	sp|A0A087WXM9|MEIKN_HUMAN	tr|A0A6J3R859|A0A6J3R859_TURTR
OG0011067	sp|A0A1B0GUT2|CJ143_HUMAN	tr|A0A6J3Q5L1|A0A6J3Q5L1_TURTR
OG0011068	sp|A0A286YFK9|SIM38_HUMAN	tr|A0A6J3RSF3|A0A6J3RSF3_TURTR
OG0011069	tr|A0A494C1I1|A0A494C1I1_HUMAN	tr|A0A6J3QK46|A0A6J3QK46_TURTR
OG0011070	sp|A4D1F6|LRRD1_HUMAN	tr|A0A2U3V304|A0A2U3V304_TURTR
OG0011071	sp|A6NGG8|PCARE_HUMAN	tr|A0A2U4BYA7|A0A2U4BYA7_TURTR
OG0011072	sp|A6NMZ2|SNTAN_HUMAN	tr|A0A2U4CCW5|A0A2U4CCW5_TURTR
OG0011073	sp|O15457|MSH4_HUMAN	tr|A0A6J3S165|A0A6J3S165_TURTR
OG0011074	sp|O60890|OPHN1_HUMAN	tr|A0A6J3QR58|A0A6J3QR58_TURTR
OG0011075	sp|O75900|MMP23_HUMAN	tr|A0A6J3QF28|A0A6J3QF28_TURTR
OG0011076	sp|O95867|LY66C_HUMAN	tr|A0A6J3RZB4|A0A6J3RZB4_TURTR
OG0011077	sp|P00480|OTC_HUMAN	tr|A0A2U4C0Z2|A0A2U4C0Z2_TURTR
OG0011078	sp|P00736|C1R_HUMAN	tr|A0A6J3S7Q1|A0A6J3S7Q1_TURTR
OG0011079	sp|P15086|CBPB1_HUMAN	tr|A0A2U4B944|A0A2U4B944_TURTR
OG0011080	sp|P16284|PECA1_HUMAN	tr|A0A2U4C3C6|A0A2U4C3C6_TURTR
OG0011081	sp|P17600|SYN1_HUMAN	tr|A0A6J3QUG1|A0A6J3QUG1_TURTR
OG0011082	sp|P28066|PSA5_HUMAN	tr|A0A2U3V937|A0A2U3V937_TURTR
OG0011083	sp|P29074|PTN4_HUMAN	tr|A0A2U4B3T0|A0A2U4B3T0_TURTR
OG0011084	sp|P43351|RAD52_HUMAN	tr|A0A6J3S8G4|A0A6J3S8G4_TURTR
OG0011085	sp|P48167|GLRB_HUMAN	tr|A0A6J3RFE3|A0A6J3RFE3_TURTR
OG0011086	sp|P49675|STAR_HUMAN	tr|A0A6J3QRX0|A0A6J3QRX0_TURTR
OG0011087	sp|P78426|NKX61_HUMAN	tr|A0A6J3RFW9|A0A6J3RFW9_TURTR
OG0011088	sp|P82932|RT06_HUMAN	tr|A0A6J3R8N5|A0A6J3R8N5_TURTR
OG0011089	sp|Q01344|IL5RA_HUMAN	tr|A0A2U3V6H9|A0A2U3V6H9_TURTR
OG0011090	sp|Q02535|ID3_HUMAN	tr|A0A2U3V254|A0A2U3V254_TURTR
OG0011091	sp|Q14140|SRTD2_HUMAN	tr|A0A2U4BYN9|A0A2U4BYN9_TURTR
OG0011092	sp|Q14162|SREC_HUMAN	tr|A0A6J3QQT1|A0A6J3QQT1_TURTR
OG0011093	sp|Q16401|PSMD5_HUMAN	tr|A0A2U4C963|A0A2U4C963_TURTR
OG0011094	sp|Q2TB18|ASTE1_HUMAN	tr|A0A2U4B9R1|A0A2U4B9R1_TURTR
OG0011095	sp|Q5VZ19|TDR10_HUMAN	tr|A0A2U4A1Y8|A0A2U4A1Y8_TURTR
OG0011096	sp|Q6IAA8|LTOR1_HUMAN	tr|A0A6J3RUV1|A0A6J3RUV1_TURTR
OG0011097	sp|Q6IEG0|SNR48_HUMAN	tr|A0A2U3V7K1|A0A2U3V7K1_TURTR
OG0011098	sp|Q6PJ61|FBX46_HUMAN	tr|A0A2U3VAG2|A0A2U3VAG2_TURTR
OG0011099	sp|Q6XUX3|DUSTY_HUMAN	tr|A0A2U3ZYL8|A0A2U3ZYL8_TURTR
OG0011100	sp|Q70IA6|MOB2_HUMAN	tr|A0A2U4BB75|A0A2U4BB75_TURTR
OG0011101	sp|Q86TG1|T150A_HUMAN	tr|A0A2U4BX10|A0A2U4BX10_TURTR
OG0011102	sp|Q86UP0|CAD24_HUMAN	tr|A0A6J3QZE0|A0A6J3QZE0_TURTR
OG0011103	sp|Q8IWT1|SCN4B_HUMAN	tr|A0A6J3RTC2|A0A6J3RTC2_TURTR
OG0011104	sp|Q8IY67|RAVR1_HUMAN	tr|A0A6J3R8T9|A0A6J3R8T9_TURTR
OG0011105	sp|Q8IYH5|ZZZ3_HUMAN	tr|A0A2U4A2E7|A0A2U4A2E7_TURTR
OG0011106	sp|Q8TAT2|FGFP3_HUMAN	tr|A0A2U3V1V7|A0A2U3V1V7_TURTR
OG0011107	sp|Q96B33|CLD23_HUMAN	tr|A0A2U3UZK4|A0A2U3UZK4_TURTR
OG0011108	sp|Q96EE4|CC126_HUMAN	tr|A0A2U4AU50|A0A2U4AU50_TURTR
OG0011109	sp|Q96GD0|PLPP_HUMAN	tr|A0A2U4C008|A0A2U4C008_TURTR
OG0011110	sp|Q96KG7|MEG10_HUMAN	tr|A0A2U4AFY9|A0A2U4AFY9_TURTR
OG0011111	sp|Q96KS9|F167A_HUMAN	tr|A0A2U4B453|A0A2U4B453_TURTR
OG0011112	sp|Q96RU2|UBP28_HUMAN	tr|A0A6J3RTG9|A0A6J3RTG9_TURTR
OG0011113	sp|Q96RY5|CRML_HUMAN	tr|A0A6J3Q0Y5|A0A6J3Q0Y5_TURTR
OG0011114	sp|Q99727|TIMP4_HUMAN	tr|A0A2U3V9Y3|A0A2U3V9Y3_TURTR
OG0011115	sp|Q9BSE4|HERP2_HUMAN	tr|A0A2U4AJD3|A0A2U4AJD3_TURTR
OG0011116	sp|Q9H305|CDIP1_HUMAN	tr|A0A2U3UYU5|A0A2U3UYU5_TURTR
OG0011117	sp|Q9H497|TOR3A_HUMAN	tr|A0A2U4CQS6|A0A2U4CQS6_TURTR
OG0011118	sp|Q9H7V2|SYNG1_HUMAN	tr|A0A2U4AQD2|A0A2U4AQD2_TURTR
OG0011119	sp|Q9NVA1|UQCC1_HUMAN	tr|A0A2U4CL76|A0A2U4CL76_TURTR
OG0011120	sp|Q9NXS3|KLH28_HUMAN	tr|A0A2U3V0C0|A0A2U3V0C0_TURTR
OG0011121	sp|Q9P0W0|IFNK_HUMAN	tr|A0A6J3RGT6|A0A6J3RGT6_TURTR
OG0011122	sp|Q9P2F5|STOX2_HUMAN	tr|A0A2U4A7B0|A0A2U4A7B0_TURTR
OG0011123	sp|Q9UHN6|CEIP2_HUMAN	tr|A0A2U4BAK0|A0A2U4BAK0_TURTR
OG0011124	sp|Q9UMX5|NENF_HUMAN	tr|A0A6J3R3F0|A0A6J3R3F0_TURTR
OG0011125	sp|Q9Y265|RUVB1_HUMAN	tr|A0A6J3S4K6|A0A6J3S4K6_TURTR
OG0011126	sp|B7ZBB8|PP13G_HUMAN	tr|A0A2U4C5S8|A0A2U4C5S8_TURTR
OG0011127	sp|O00461|GOLI4_HUMAN	tr|A0A2U4C8K2|A0A2U4C8K2_TURTR
OG0011128	sp|O75419|CDC45_HUMAN	tr|A0A6J3PTQ3|A0A6J3PTQ3_TURTR
OG0011129	sp|O75427|LRCH4_HUMAN	tr|A0A6J3Q1D9|A0A6J3Q1D9_TURTR
OG0011130	sp|O95409|ZIC2_HUMAN	tr|A0A2U4A636|A0A2U4A636_TURTR
OG0011131	sp|P00451|FA8_HUMAN	tr|A0A6J3QRQ7|A0A6J3QRQ7_TURTR
OG0011132	sp|P09874|PARP1_HUMAN	tr|A0A6J3QZM7|A0A6J3QZM7_TURTR
OG0011133	sp|P10515|ODP2_HUMAN	tr|A0A2U4BWD3|A0A2U4BWD3_TURTR
OG0011134	sp|P18510|IL1RA_HUMAN	sp|Q9GMZ4|IL1RA_TURTR
OG0011135	sp|P22466|GALA_HUMAN	tr|A0A6J3RRA4|A0A6J3RRA4_TURTR
OG0011136	sp|P24347|MMP11_HUMAN	tr|A0A6J3PSY2|A0A6J3PSY2_TURTR
OG0011137	sp|P25705|ATPA_HUMAN	tr|A0A2U3V2Z6|A0A2U3V2Z6_TURTR
OG0011138	sp|P35251|RFC1_HUMAN	tr|A0A6J3REB3|A0A6J3REB3_TURTR
OG0011139	sp|P43403|ZAP70_HUMAN	tr|A0A2U4B0F7|A0A2U4B0F7_TURTR
OG0011140	sp|P51170|SCNNG_HUMAN	tr|A0A2U4A8R7|A0A2U4A8R7_TURTR
OG0011141	sp|Q13829|BACD2_HUMAN	tr|A0A2U3V151|A0A2U3V151_TURTR
OG0011142	sp|Q14999|CUL7_HUMAN	tr|A0A6J3RZQ5|A0A6J3RZQ5_TURTR
OG0011143	sp|Q15388|TOM20_HUMAN	tr|A0A2U3V1N4|A0A2U3V1N4_TURTR
OG0011144	sp|Q15398|DLGP5_HUMAN	tr|A0A2U4AEE4|A0A2U4AEE4_TURTR
OG0011145	sp|Q16611|BAK_HUMAN	tr|A0A6J3S1B1|A0A6J3S1B1_TURTR
OG0011146	sp|Q4V328|GRAP1_HUMAN	tr|A0A6J3QTH8|A0A6J3QTH8_TURTR
OG0011147	sp|Q53GQ0|DHB12_HUMAN	tr|A0A2U4CDR4|A0A2U4CDR4_TURTR
OG0011148	sp|Q5XKR4|OTP_HUMAN	tr|A0A2U3V9P2|A0A2U3V9P2_TURTR
OG0011149	sp|Q6P4I2|WDR73_HUMAN	tr|A0A6J3R092|A0A6J3R092_TURTR
OG0011150	sp|Q7L1S5|CHST9_HUMAN	tr|A0A2U4AYH9|A0A2U4AYH9_TURTR
OG0011151	sp|Q86VR8|FJX1_HUMAN	tr|A0A2U4CEH9|A0A2U4CEH9_TURTR
OG0011152	sp|Q86XI2|CNDG2_HUMAN	tr|A0A6J3RXZ0|A0A6J3RXZ0_TURTR
OG0011153	sp|Q86Y26|NUTM1_HUMAN	tr|A0A2U3UYT3|A0A2U3UYT3_TURTR
OG0011154	sp|Q8IW50|F219A_HUMAN	tr|A0A6J3RH78|A0A6J3RH78_TURTR
OG0011155	sp|Q8N5C7|DTWD1_HUMAN	tr|A0A2U4AV26|A0A2U4AV26_TURTR
OG0011156	sp|Q8N6N2|TTC9B_HUMAN	tr|A0A2U3V2I0|A0A2U3V2I0_TURTR
OG0011157	sp|Q8NI35|INADL_HUMAN	tr|A0A6J3S3U7|A0A6J3S3U7_TURTR
OG0011158	sp|Q8TBF8|FA81A_HUMAN	tr|A0A6J3QZJ3|A0A6J3QZJ3_TURTR
OG0011159	sp|Q8WXG1|RSAD2_HUMAN	tr|A0A2U4C0A3|A0A2U4C0A3_TURTR
OG0011160	sp|Q8WYN3|CSRN3_HUMAN	tr|A0A2U3V432|A0A2U3V432_TURTR
OG0011161	sp|Q96B26|EXOS8_HUMAN	tr|A0A2U4BGF9|A0A2U4BGF9_TURTR
OG0011162	sp|Q96GC6|ZN274_HUMAN	tr|A0A2U4AU42|A0A2U4AU42_TURTR
OG0011163	sp|Q96HA8|NTAQ1_HUMAN	tr|A0A2U4B3E8|A0A2U4B3E8_TURTR
OG0011164	sp|Q96HA9|PX11C_HUMAN	tr|A0A6J3R6M5|A0A6J3R6M5_TURTR
OG0011165	sp|Q9BPU6|DPYL5_HUMAN	tr|A0A2U4C0H1|A0A2U4C0H1_TURTR
OG0011166	sp|Q9BQG0|MBB1A_HUMAN	tr|A0A6J3QML1|A0A6J3QML1_TURTR
OG0011167	sp|Q9BUF7|CRUM3_HUMAN	tr|A0A6J3R6Q7|A0A6J3R6Q7_TURTR
OG0011168	sp|Q9C0B0|UNK_HUMAN	tr|A0A6J3QJF6|A0A6J3QJF6_TURTR
OG0011169	sp|Q9H6D3|XKR8_HUMAN	tr|A0A2U3V7B8|A0A2U3V7B8_TURTR
OG0011170	sp|Q9HBV2|SACA1_HUMAN	tr|A0A2U4AVK7|A0A2U4AVK7_TURTR
OG0011171	sp|Q9NUE0|ZDH18_HUMAN	tr|A0A6J3Q1F8|A0A6J3Q1F8_TURTR
OG0011172	sp|Q9NW75|GPTC2_HUMAN	tr|A0A2U4A5R2|A0A2U4A5R2_TURTR
OG0011173	sp|Q9NY43|BARH2_HUMAN	tr|A0A2U3V4K3|A0A2U3V4K3_TURTR
OG0011174	sp|Q9NZN8|CNOT2_HUMAN	tr|A0A2U4CQZ8|A0A2U4CQZ8_TURTR
OG0011175	sp|Q9UC06|ZNF70_HUMAN	tr|A0A2U4AL93|A0A2U4AL93_TURTR
OG0011176	sp|Q9ULR5|PAI2B_HUMAN	tr|A0A6J3PWI0|A0A6J3PWI0_TURTR
OG0011177	sp|Q9Y2K2|SIK3_HUMAN	tr|A0A2U4BW87|A0A2U4BW87_TURTR
OG0011178	sp|Q9Y4W2|LAS1L_HUMAN	tr|A0A6J3QSP2|A0A6J3QSP2_TURTR
OG0011179	sp|Q9Y4X5|ARI1_HUMAN	tr|A0A2U4CHI1|A0A2U4CHI1_TURTR
OG0011180	sp|Q9Y5X0|SNX10_HUMAN	tr|A0A2U4AM83|A0A2U4AM83_TURTR
OG0011181	sp|A4D0V7|CPED1_HUMAN	tr|A0A2U4AHA1|A0A2U4AHA1_TURTR
OG0011182	sp|A6NFE2|SMCO2_HUMAN	tr|A0A2U4BJT7|A0A2U4BJT7_TURTR
OG0011183	sp|A6NFI3|ZN316_HUMAN	tr|A0A6J3PY51|A0A6J3PY51_TURTR
OG0011184	sp|O14618|CCS_HUMAN	tr|A0A2U4BIR1|A0A2U4BIR1_TURTR
OG0011185	sp|O15232|MATN3_HUMAN	tr|A0A2U4BY17|A0A2U4BY17_TURTR
OG0011186	sp|O43320|FGF16_HUMAN	tr|A0A2U4B3E2|A0A2U4B3E2_TURTR
OG0011187	sp|O43424|GRID2_HUMAN	tr|A0A6J3REV7|A0A6J3REV7_TURTR
OG0011188	sp|O43772|MCAT_HUMAN	tr|A0A2U3V3R8|A0A2U3V3R8_TURTR
OG0011189	sp|O60602|TLR5_HUMAN	tr|A0A2U4A578|A0A2U4A578_TURTR
OG0011190	sp|O95365|ZBT7A_HUMAN	tr|A0A6J3R7J1|A0A6J3R7J1_TURTR
OG0011191	sp|P00403|COX2_HUMAN	tr|B9UD79|B9UD79_TURTR
OG0011192	sp|P02753|RET4_HUMAN	tr|A0A2U4BPS1|A0A2U4BPS1_TURTR
OG0011193	sp|P0DKX4|SIM18_HUMAN	tr|A0A2U4A7J8|A0A2U4A7J8_TURTR
OG0011194	sp|P29317|EPHA2_HUMAN	tr|A0A6J3Q864|A0A6J3Q864_TURTR
OG0011195	sp|P47974|TISD_HUMAN	tr|A0A2U3V9E3|A0A2U3V9E3_TURTR
OG0011196	sp|P49447|CY561_HUMAN	tr|A0A2U4C3L8|A0A2U4C3L8_TURTR
OG0011197	sp|P51116|FXR2_HUMAN	tr|A0A6J3QP91|A0A6J3QP91_TURTR
OG0011198	sp|P60321|NANO2_HUMAN	tr|A0A2U3V6F5|A0A2U3V6F5_TURTR
OG0011199	sp|P61278|SMS_HUMAN	tr|A0A2U3V0F2|A0A2U3V0F2_TURTR
OG0011200	sp|Q08174|PCDH1_HUMAN	tr|A0A6J3R3U9|A0A6J3R3U9_TURTR
OG0011201	sp|Q12768|WASC5_HUMAN	tr|A0A2U3V759|A0A2U3V759_TURTR
OG0011202	sp|Q12841|FSTL1_HUMAN	tr|A0A2U3V0K8|A0A2U3V0K8_TURTR
OG0011203	sp|Q13103|SPP24_HUMAN	tr|A0A2U4ADD3|A0A2U4ADD3_TURTR
OG0011204	sp|Q14183|DOC2A_HUMAN	tr|A0A6J3Q119|A0A6J3Q119_TURTR
OG0011205	sp|Q15596|NCOA2_HUMAN	tr|A0A2U4AIE5|A0A2U4AIE5_TURTR
OG0011206	sp|Q2TAL6|VWC2_HUMAN	tr|A0A2U4BPZ6|A0A2U4BPZ6_TURTR
OG0011207	sp|Q3KRA6|CB076_HUMAN	tr|A0A6J3RNC1|A0A6J3RNC1_TURTR
OG0011208	sp|Q3L8U1|CHD9_HUMAN	tr|A0A2U4B4B3|A0A2U4B4B3_TURTR
OG0011209	sp|Q4ZG55|GREB1_HUMAN	tr|A0A6J3PUW2|A0A6J3PUW2_TURTR
OG0011210	sp|Q5SSJ5|HP1B3_HUMAN	tr|A0A6J3Q5Z4|A0A6J3Q5Z4_TURTR
OG0011211	sp|Q5VTB9|RN220_HUMAN	tr|A0A2U4BJZ4|A0A2U4BJZ4_TURTR
OG0011212	sp|Q6PIF2|SYCE2_HUMAN	tr|A0A6J3R5I6|A0A6J3R5I6_TURTR
OG0011213	sp|Q6UUV9|CRTC1_HUMAN	tr|A0A6J3R7S0|A0A6J3R7S0_TURTR
OG0011214	sp|Q6UWY0|ARSK_HUMAN	tr|A0A2U4AWA6|A0A2U4AWA6_TURTR
OG0011215	sp|Q6ZN57|ZFP2_HUMAN	tr|A0A6J3R4V5|A0A6J3R4V5_TURTR
OG0011216	sp|Q6ZW31|SYDE1_HUMAN	tr|A0A6J3R519|A0A6J3R519_TURTR
OG0011217	sp|Q7L5N1|CSN6_HUMAN	tr|A0A2U4AYY0|A0A2U4AYY0_TURTR
OG0011218	sp|Q7L985|LIGO2_HUMAN	tr|A0A2U3V4C4|A0A2U3V4C4_TURTR
OG0011219	sp|Q86Y13|DZIP3_HUMAN	tr|A0A2U4ABX2|A0A2U4ABX2_TURTR
OG0011220	sp|Q8IZF4|AGRG5_HUMAN	tr|A0A6J3QEW1|A0A6J3QEW1_TURTR
OG0011221	sp|Q8N9V7|TOPZ1_HUMAN	tr|A0A2U4C9U8|A0A2U4C9U8_TURTR
OG0011222	sp|Q8NCK7|MOT11_HUMAN	tr|A0A6J3QKS1|A0A6J3QKS1_TURTR
OG0011223	sp|Q8NFZ0|FBH1_HUMAN	tr|A0A6J3R0N5|A0A6J3R0N5_TURTR
OG0011224	sp|Q8NG68|TTL_HUMAN	tr|A0A2U4B089|A0A2U4B089_TURTR
OG0011225	sp|Q8WVC6|DCAKD_HUMAN	tr|A0A6J3QQR1|A0A6J3QQR1_TURTR
OG0011226	sp|Q96BM1|ANKR9_HUMAN	tr|A0A2U4CQB9|A0A2U4CQB9_TURTR
OG0011227	sp|Q96F46|I17RA_HUMAN	tr|A0A6J3S8H7|A0A6J3S8H7_TURTR
OG0011228	sp|Q96M53|TBATA_HUMAN	tr|A0A6J3Q7J1|A0A6J3Q7J1_TURTR
OG0011229	sp|Q99967|CITE2_HUMAN	tr|A0A2U3V0E6|A0A2U3V0E6_TURTR
OG0011230	sp|Q9BSW7|SYT17_HUMAN	tr|A0A2U4A8X3|A0A2U4A8X3_TURTR
OG0011231	sp|Q9C0J9|BHE41_HUMAN	tr|A0A2U4BFA8|A0A2U4BFA8_TURTR
OG0011232	sp|Q9H1M4|DB127_HUMAN	tr|A0A2U3V897|A0A2U3V897_TURTR
OG0011233	sp|Q9H607|OCEL1_HUMAN	tr|A0A2U4CMX0|A0A2U4CMX0_TURTR
OG0011234	sp|Q9HAC8|UBTD1_HUMAN	tr|A0A2U4BQ11|A0A2U4BQ11_TURTR
OG0011235	sp|Q9HB71|CYBP_HUMAN	tr|A0A2U3V766|A0A2U3V766_TURTR
OG0011236	sp|Q9HC29|NOD2_HUMAN	tr|A0A2U4B4F6|A0A2U4B4F6_TURTR
OG0011237	sp|Q9HDC9|APMAP_HUMAN	tr|A0A2U4AQ91|A0A2U4AQ91_TURTR
OG0011238	sp|Q9NX24|NHP2_HUMAN	tr|A0A2U4BZ14|A0A2U4BZ14_TURTR
OG0011239	sp|Q9NZM4|BICRA_HUMAN	tr|A0A6J3QHH9|A0A6J3QHH9_TURTR
OG0011240	sp|Q9UBN7|HDAC6_HUMAN	tr|A0A6J3QRX4|A0A6J3QRX4_TURTR
OG0011241	sp|Q9UHY8|FEZ2_HUMAN	tr|A0A6J3PX15|A0A6J3PX15_TURTR
OG0011242	sp|Q9ULS6|KCNS2_HUMAN	tr|A0A2U4AJ18|A0A2U4AJ18_TURTR
OG0011243	sp|Q9UNG2|TNF18_HUMAN	tr|A0A2U3ZZY4|A0A2U3ZZY4_TURTR
OG0011244	sp|Q9Y2F5|ICE1_HUMAN	tr|A0A2U4CMH5|A0A2U4CMH5_TURTR
OG0011245	sp|Q9Y6M5|ZNT1_HUMAN	tr|A0A2U3ZZ98|A0A2U3ZZ98_TURTR
OG0011246	sp|A0PJW8|DAPL1_HUMAN	tr|A0A6J3RNK3|A0A6J3RNK3_TURTR
OG0011247	sp|O00193|SMAP_HUMAN	tr|A0A2U3V319|A0A2U3V319_TURTR
OG0011248	sp|O15432|COPT2_HUMAN	tr|A0A2U4C9C5|A0A2U4C9C5_TURTR
OG0011249	sp|O75949|NALF2_HUMAN	tr|A0A6J3QS30|A0A6J3QS30_TURTR
OG0011250	sp|P04626|ERBB2_HUMAN	tr|A0A6J3QQ30|A0A6J3QQ30_TURTR
OG0011251	sp|P0C7I6|CC159_HUMAN	tr|A0A6J3R6Q3|A0A6J3R6Q3_TURTR
OG0011252	sp|P0CAP1|MYZAP_HUMAN	tr|A0A2U3V6L0|A0A2U3V6L0_TURTR
OG0011253	sp|P28288|ABCD3_HUMAN	tr|A0A2U4A474|A0A2U4A474_TURTR
OG0011254	sp|P31040|SDHA_HUMAN	tr|A0A2U4CML1|A0A2U4CML1_TURTR
OG0011255	sp|P32970|CD70_HUMAN	tr|A0A6J3RB62|A0A6J3RB62_TURTR
OG0011256	sp|P35367|HRH1_HUMAN	tr|A0A6J3S488|A0A6J3S488_TURTR
OG0011257	sp|P50552|VASP_HUMAN	tr|A0A6J3QCU1|A0A6J3QCU1_TURTR
OG0011258	sp|P53367|ARFP1_HUMAN	tr|A0A2U4AML4|A0A2U4AML4_TURTR
OG0011259	sp|P53701|CCHL_HUMAN	tr|A0A2U3V8G4|A0A2U3V8G4_TURTR
OG0011260	sp|P54851|EMP2_HUMAN	tr|A0A2U3V907|A0A2U3V907_TURTR
OG0011261	sp|P54886|P5CS_HUMAN	tr|A0A2U4BPV4|A0A2U4BPV4_TURTR
OG0011262	sp|P58335|ANTR2_HUMAN	tr|A0A2U4B565|A0A2U4B565_TURTR
OG0011263	sp|Q02556|IRF8_HUMAN	tr|A0A6J3QE82|A0A6J3QE82_TURTR
OG0011264	sp|Q14192|FHL2_HUMAN	tr|A0A6J3PVU2|A0A6J3PVU2_TURTR
OG0011265	sp|Q15319|PO4F3_HUMAN	tr|A0A2U3V0W2|A0A2U3V0W2_TURTR
OG0011266	sp|Q15582|BGH3_HUMAN	tr|A0A6J3R2V4|A0A6J3R2V4_TURTR
OG0011267	sp|Q16348|S15A2_HUMAN	tr|A0A2U4AB93|A0A2U4AB93_TURTR
OG0011268	sp|Q2M1Z3|RHG31_HUMAN	tr|A0A6J3RB37|A0A6J3RB37_TURTR
OG0011269	sp|Q5W0Z9|ZDH20_HUMAN	tr|A0A2U4BGW9|A0A2U4BGW9_TURTR
OG0011270	sp|Q6ZMJ2|SCAR5_HUMAN	tr|A0A2U3V2V8|A0A2U3V2V8_TURTR
OG0011271	sp|Q7L266|ASGL1_HUMAN	tr|A0A2U3VA24|A0A2U3VA24_TURTR
OG0011272	sp|Q86VH5|LRRT3_HUMAN	tr|A0A2U4BF19|A0A2U4BF19_TURTR
OG0011273	sp|Q86VV8|RTTN_HUMAN	tr|A0A2U4BI50|A0A2U4BI50_TURTR
