Orthogroup	Homo_sapiens	Heterocephalus_glaber
OG0011666	sp|Q969Z4|TR19L_HUMAN	tr|G5ASA5|G5ASA5_HETGA
OG0011667	sp|P62266|RS23_HUMAN	tr|G5AT27|G5AT27_HETGA
OG0011668	sp|Q5JSZ5|PRC2B_HUMAN	tr|G5AT53|G5AT53_HETGA
OG0011669	sp|O75838|CIB2_HUMAN	tr|G5AUL1|G5AUL1_HETGA
OG0011670	sp|Q7Z5R6|AB1IP_HUMAN	tr|G5AUW1|G5AUW1_HETGA
OG0011671	sp|Q14147|DHX34_HUMAN	tr|G5AV11|G5AV11_HETGA
OG0011672	sp|Q96F25|ALG14_HUMAN	tr|G5AW32|G5AW32_HETGA
OG0011673	sp|Q86TW2|ADCK1_HUMAN	tr|G5AW39|G5AW39_HETGA
OG0011674	sp|Q658P3|STEA3_HUMAN	tr|G5AW95|G5AW95_HETGA
OG0011675	sp|Q12802|AKP13_HUMAN	tr|G5B088|G5B088_HETGA
OG0011676	sp|O15321|TM9S1_HUMAN	tr|G5B289|G5B289_HETGA
OG0011677	sp|P49588|SYAC_HUMAN	tr|G5B5W3|G5B5W3_HETGA
OG0011678	sp|Q9NPG2|NGB_HUMAN	tr|G5B681|G5B681_HETGA
OG0011679	sp|Q7L4P6|BEND5_HUMAN	tr|G5B6D9|G5B6D9_HETGA
OG0011680	sp|P36508|ZNF76_HUMAN	tr|G5BCF1|G5BCF1_HETGA
OG0011681	sp|O43364|HXA2_HUMAN	tr|G5BD50|G5BD50_HETGA
OG0011682	sp|P04062|GBA1_HUMAN	tr|G5BDF5|G5BDF5_HETGA
OG0011683	sp|P33151|CADH5_HUMAN	tr|G5BDG3|G5BDG3_HETGA
OG0011684	sp|Q9Y3E0|GOT1B_HUMAN	tr|G5BEF8|G5BEF8_HETGA
OG0011685	sp|Q9H8W5|TRI45_HUMAN	tr|G5BFJ1|G5BFJ1_HETGA
OG0011686	sp|Q8NGC2|OR4E2_HUMAN	tr|G5BFU4|G5BFU4_HETGA
OG0011687	sp|Q7Z6G3|NECA2_HUMAN	tr|G5BFX8|G5BFX8_HETGA
OG0011688	sp|O14910|LIN7A_HUMAN	tr|G5BH14|G5BH14_HETGA
OG0011689	sp|P35227|PCGF2_HUMAN	tr|G5BK62|G5BK62_HETGA
OG0011690	sp|Q14520|HABP2_HUMAN	tr|G5BKD5|G5BKD5_HETGA
OG0011691	sp|O95707|RPP29_HUMAN	tr|G5BL45|G5BL45_HETGA
OG0011692	sp|Q9NR61|DLL4_HUMAN	tr|G5BM06|G5BM06_HETGA
OG0011693	sp|Q06546|GABPA_HUMAN	tr|G5BQQ3|G5BQQ3_HETGA
OG0011694	sp|Q9NPB3|CABP2_HUMAN	tr|G5BS98|G5BS98_HETGA
OG0011695	sp|Q9UJ83|HACL1_HUMAN	tr|G5BUL5|G5BUL5_HETGA
OG0011696	sp|Q76MJ5|ERN2_HUMAN	tr|G5BV67|G5BV67_HETGA
OG0011697	sp|Q9P0Z9|SOX_HUMAN	tr|G5BVJ3|G5BVJ3_HETGA
OG0011698	sp|Q6ZWK4|RHEX_HUMAN	tr|G5BX54|G5BX54_HETGA
OG0011699	sp|Q8NFA2|NOXO1_HUMAN	tr|G5BY54|G5BY54_HETGA
OG0011700	sp|A6NDB9|PALM3_HUMAN	tr|G5BYT8|G5BYT8_HETGA
OG0011701	sp|P33552|CKS2_HUMAN	tr|G5BZ41|G5BZ41_HETGA
OG0011702	sp|O43511|S26A4_HUMAN	tr|G5C2C9|G5C2C9_HETGA
OG0011703	sp|Q2M389|WASC4_HUMAN	tr|G5C464|G5C464_HETGA
OG0011704	sp|Q99633|PRP18_HUMAN	tr|G5C5E6|G5C5E6_HETGA
OG0011705	sp|P24311|COX7B_HUMAN	tr|G5C876|G5C876_HETGA
OG0011706	sp|O14974|MYPT1_HUMAN	tr|G5C9J2|G5C9J2_HETGA
OG0011707	sp|Q6ZNW5|GDPP1_HUMAN	tr|G5CAA8|G5CAA8_HETGA
OG0011708	sp|Q9P1U0|RPA12_HUMAN	tr|G5AKF2|G5AKF2_HETGA
OG0011709	sp|Q96HS1|PGAM5_HUMAN	tr|G5ANV7|G5ANV7_HETGA
OG0011710	sp|O14681|EI24_HUMAN	tr|G5APE8|G5APE8_HETGA
OG0011711	sp|Q9UHM6|OPN4_HUMAN	tr|G5APG0|G5APG0_HETGA
OG0011712	sp|A0AVK6|E2F8_HUMAN	tr|G5AR20|G5AR20_HETGA
OG0011713	sp|Q8NAA4|A16L2_HUMAN	tr|G5AS65|G5AS65_HETGA
OG0011714	sp|Q9BRP4|PAAF1_HUMAN	tr|G5AS99|G5AS99_HETGA
OG0011715	sp|P23582|ANFC_HUMAN	tr|G5ASX7|G5ASX7_HETGA
OG0011716	sp|Q9H0Y0|ATG10_HUMAN	tr|G5AT26|G5AT26_HETGA
OG0011717	sp|Q96AX9|MIB2_HUMAN	tr|G5ATN9|G5ATN9_HETGA
OG0011718	sp|Q15746|MYLK_HUMAN	tr|G5AV90|G5AV90_HETGA
OG0011719	sp|P48169|GBRA4_HUMAN	tr|G5AVK4|G5AVK4_HETGA
OG0011720	sp|Q96KQ4|ASPP1_HUMAN	tr|G5AWH7|G5AWH7_HETGA
OG0011721	sp|Q96I99|SUCB2_HUMAN	tr|G5AXP6|G5AXP6_HETGA
OG0011722	sp|Q68DC2|ANKS6_HUMAN	tr|G5AZ19|G5AZ19_HETGA
OG0011723	sp|Q5QJU3|ACER2_HUMAN	tr|G5B2J6|G5B2J6_HETGA
OG0011724	sp|Q8N0X7|SPART_HUMAN	tr|G5B3M4|G5B3M4_HETGA
OG0011725	sp|Q86UY6|NAA40_HUMAN	tr|G5B6G0|G5B6G0_HETGA
OG0011726	sp|Q8TDC0|MYOZ3_HUMAN	tr|G5B719|G5B719_HETGA
OG0011727	sp|Q9NQQ7|S35C2_HUMAN	tr|G5B7Q6|G5B7Q6_HETGA
OG0011728	sp|Q6P6B1|ERIC5_HUMAN	tr|G5B8Y3|G5B8Y3_HETGA
OG0011729	sp|P21583|SCF_HUMAN	tr|G5BAP7|G5BAP7_HETGA
OG0011730	sp|P31946|1433B_HUMAN	tr|G5BB30|G5BB30_HETGA
OG0011731	sp|A8K8P3|SFI1_HUMAN	tr|G5BBV2|G5BBV2_HETGA
OG0011732	sp|P08887|IL6RA_HUMAN	tr|G5BDD0|G5BDD0_HETGA
OG0011733	sp|Q4KMG9|TM52B_HUMAN	tr|G5BDZ8|G5BDZ8_HETGA
OG0011734	sp|Q8TCY5|MRAP_HUMAN	tr|G5BEA0|G5BEA0_HETGA
OG0011736	sp|O95886|DLGP3_HUMAN	tr|G5BJM9|G5BJM9_HETGA
OG0011737	sp|O43189|PHF1_HUMAN	tr|G5BK19|G5BK19_HETGA
OG0011738	sp|Q9P0K8|FOXJ2_HUMAN	tr|G5BPN2|G5BPN2_HETGA
OG0011739	sp|Q8NCY6|MSD4_HUMAN	tr|G5BQ32|G5BQ32_HETGA
OG0011740	sp|Q9NQR7|CC177_HUMAN	tr|G5BQM6|G5BQM6_HETGA
OG0011741	sp|Q53RD9|FBLN7_HUMAN	tr|G5BQY5|G5BQY5_HETGA
OG0011742	sp|Q8TAM2|TTC8_HUMAN	tr|G5BRE0|G5BRE0_HETGA
OG0011743	sp|P05108|CP11A_HUMAN	tr|G5BRG4|G5BRG4_HETGA
OG0011744	sp|Q5JTB6|PLAC9_HUMAN	tr|G5BRK4|G5BRK4_HETGA
OG0011745	sp|P55211|CASP9_HUMAN	tr|G5BRS8|G5BRS8_HETGA
OG0011746	sp|Q96M94|KLH15_HUMAN	tr|G5BSC1|G5BSC1_HETGA
OG0011747	sp|Q9UPX8|SHAN2_HUMAN	tr|G5BSS8|G5BSS8_HETGA
OG0011748	sp|Q5T0L3|SPT46_HUMAN	tr|G5BU45|G5BU45_HETGA
OG0011749	sp|Q9UNI6|DUS12_HUMAN	tr|G5BWG4|G5BWG4_HETGA
OG0011750	sp|Q9Y6C2|EMIL1_HUMAN	tr|G5BYZ1|G5BYZ1_HETGA
OG0011751	sp|Q9HBM0|VEZA_HUMAN	tr|G5C0T7|G5C0T7_HETGA
OG0011752	sp|Q8IVU9|CBCO1_HUMAN	tr|G5C359|G5C359_HETGA
OG0011753	sp|Q9UBC1|IKBL1_HUMAN	tr|G5C3E0|G5C3E0_HETGA
OG0011754	sp|Q7Z3B1|NEGR1_HUMAN	tr|G5C4U1|G5C4U1_HETGA
OG0011755	sp|Q6P1X6|CH082_HUMAN	tr|G5C5R3|G5C5R3_HETGA
OG0011756	sp|P22413|ENPP1_HUMAN	tr|G5C779|G5C779_HETGA
OG0011757	sp|P53370|NUDT6_HUMAN	tr|G5C797|G5C797_HETGA
OG0011758	sp|P35568|IRS1_HUMAN	tr|G5C9E7|G5C9E7_HETGA
OG0011759	sp|Q9UMD9|COHA1_HUMAN	tr|G5CAK1|G5CAK1_HETGA
OG0011760	sp|O75095|MEGF6_HUMAN	tr|G5CBI8|G5CBI8_HETGA
OG0011761	sp|Q13228|SBP1_HUMAN	tr|G5AK02|G5AK02_HETGA
OG0011762	sp|Q13491|GPM6B_HUMAN	tr|G5AKY1|G5AKY1_HETGA
OG0011763	sp|Q9NP79|VTA1_HUMAN	tr|G5ANT4|G5ANT4_HETGA
OG0011764	sp|Q7Z601|GP142_HUMAN	tr|G5AQW4|G5AQW4_HETGA
OG0011765	sp|Q9BSW2|EFC4B_HUMAN	tr|G5AS08|G5AS08_HETGA
OG0011766	sp|P01040|CYTA_HUMAN	tr|G5AV85|G5AV85_HETGA
OG0011767	sp|Q9UHH9|IP6K2_HUMAN	tr|G5AVL3|G5AVL3_HETGA
OG0011768	sp|Q8NDX5|PHC3_HUMAN	tr|G5AXZ5|G5AXZ5_HETGA
OG0011769	sp|Q9HAJ7|SP30L_HUMAN	tr|G5AY10|G5AY10_HETGA
OG0011770	sp|O96015|DNAL4_HUMAN	tr|G5AYU0|G5AYU0_HETGA
OG0011771	sp|Q9NX57|RAB20_HUMAN	tr|G5AZ46|G5AZ46_HETGA
OG0011772	sp|P57727|TMPS3_HUMAN	tr|G5B2T5|G5B2T5_HETGA
OG0011773	sp|P60866|RS20_HUMAN	tr|G5B335|G5B335_HETGA
OG0011774	sp|P08575|PTPRC_HUMAN	tr|G5B3C2|G5B3C2_HETGA
OG0011775	sp|Q15907|RB11B_HUMAN	tr|G5B4L9|G5B4L9_HETGA
OG0011776	sp|Q07157|ZO1_HUMAN	tr|G5B6I5|G5B6I5_HETGA
OG0011777	sp|O60496|DOK2_HUMAN	tr|G5B9P0|G5B9P0_HETGA
OG0011778	sp|P54368|OAZ1_HUMAN	tr|G5BBC6|G5BBC6_HETGA
OG0011779	sp|O14773|TPP1_HUMAN	tr|G5BBQ3|G5BBQ3_HETGA
OG0011780	sp|A1X283|SPD2B_HUMAN	tr|G5BBY1|G5BBY1_HETGA
OG0011781	sp|Q2YD98|UVSSA_HUMAN	tr|G5BCJ3|G5BCJ3_HETGA
OG0011782	sp|O14713|ITBP1_HUMAN	tr|G5BEK5|G5BEK5_HETGA
OG0011783	sp|P29460|IL12B_HUMAN	tr|G5BEN1|G5BEN1_HETGA
OG0011784	sp|Q99543|DNJC2_HUMAN	tr|G5BI51|G5BI51_HETGA
OG0011785	sp|Q7Z7H5|TMED4_HUMAN	tr|G5BIL0|G5BIL0_HETGA
OG0011786	sp|Q5T9C9|PI5L1_HUMAN	tr|G5BLF8|G5BLF8_HETGA
OG0011787	sp|Q9NVQ4|FAIM1_HUMAN	tr|G5BPL2|G5BPL2_HETGA
OG0011788	sp|Q01094|E2F1_HUMAN	tr|G5BPU4|G5BPU4_HETGA
OG0011789	sp|Q9H8T0|AKTIP_HUMAN	tr|G5BQB7|G5BQB7_HETGA
OG0011790	sp|Q9P0G3|KLK14_HUMAN	tr|G5BR93|G5BR93_HETGA
OG0011791	sp|Q9HAQ2|KIF9_HUMAN	tr|G5BTA9|G5BTA9_HETGA
OG0011792	sp|Q9H1C4|UN93B_HUMAN	tr|G5BTV9|G5BTV9_HETGA
OG0011793	sp|O43194|GPR39_HUMAN	tr|G5BU56|G5BU56_HETGA
OG0011794	sp|Q9H2A7|CXL16_HUMAN	tr|G5BWA9|G5BWA9_HETGA
OG0011795	sp|Q13671|RIN1_HUMAN	tr|G5BWX6|G5BWX6_HETGA
OG0011796	sp|Q9H008|LHPP_HUMAN	tr|G5BZ30|G5BZ30_HETGA
OG0011797	sp|Q9HBL8|NMRL1_HUMAN	tr|G5C0J5|G5C0J5_HETGA
OG0011798	sp|Q9NP56|PDE7B_HUMAN	tr|G5C1A5|G5C1A5_HETGA
OG0011799	sp|Q6DWJ6|GP139_HUMAN	tr|G5C2G7|G5C2G7_HETGA
OG0011800	sp|O95139|NDUB6_HUMAN	tr|G5C357|G5C357_HETGA
OG0011801	sp|Q96QK8|SIM14_HUMAN	tr|G5C3U5|G5C3U5_HETGA
OG0011802	sp|Q01780|EXOSX_HUMAN	tr|G5C519|G5C519_HETGA
OG0011803	sp|Q9HAN9|NMNA1_HUMAN	tr|G5C533|G5C533_HETGA
OG0011804	sp|Q8TAF3|WDR48_HUMAN	tr|G5C5N7|G5C5N7_HETGA
OG0011805	sp|Q9NRN9|METL5_HUMAN	tr|G5C8P8|G5C8P8_HETGA
OG0011806	sp|Q8N960|CE120_HUMAN	tr|G5C983|G5C983_HETGA
OG0011807	sp|Q5RL73|RBM48_HUMAN	tr|G5C9J7|G5C9J7_HETGA
OG0011808	sp|Q8N801|STPG4_HUMAN	tr|G5C9S5|G5C9S5_HETGA
OG0011809	sp|Q5TCZ1|SPD2A_HUMAN	tr|G5CAJ8|G5CAJ8_HETGA
OG0011810	sp|P21926|CD9_HUMAN	tr|G5CAN7|G5CAN7_HETGA
OG0011811	sp|Q96G23|CERS2_HUMAN	tr|G5AJY1|G5AJY1_HETGA
OG0011812	sp|P53672|CRBA2_HUMAN	tr|G5AKL2|G5AKL2_HETGA
OG0011813	sp|Q9NRA2|S17A5_HUMAN	tr|G5ALK8|G5ALK8_HETGA
OG0011814	sp|Q9UBQ5|EIF3K_HUMAN	tr|G5AMB1|G5AMB1_HETGA
OG0011815	sp|Q86UU5|GGN_HUMAN	tr|G5AMB6|G5AMB6_HETGA
OG0011816	sp|Q6ZUG5|YC006_HUMAN	tr|G5AN72|G5AN72_HETGA
OG0011817	sp|Q96AY4|TTC28_HUMAN	tr|G5APY8|G5APY8_HETGA
OG0011818	sp|Q9ULI3|HEG1_HUMAN	tr|G5AQ75|G5AQ75_HETGA
OG0011820	sp|Q96PE2|ARHGH_HUMAN	tr|G5ASA6|G5ASA6_HETGA
OG0011821	sp|Q9Y3B9|RRP15_HUMAN	tr|G5ATT2|G5ATT2_HETGA
OG0011822	sp|Q9UNZ2|NSF1C_HUMAN	tr|G5AV71|G5AV71_HETGA
OG0011823	sp|Q9NX08|COMD8_HUMAN	tr|G5AVK5|G5AVK5_HETGA
OG0011824	sp|Q8N114|SHSA5_HUMAN	tr|G5AVM1|G5AVM1_HETGA
OG0011825	sp|Q96MS3|GL1D1_HUMAN	tr|G5AWP2|G5AWP2_HETGA
OG0011826	sp|Q3MIP1|IPIL2_HUMAN	tr|G5AY27|G5AY27_HETGA
OG0011827	sp|Q9BPZ3|PAIP2_HUMAN	tr|G5AZ69|G5AZ69_HETGA
OG0011828	sp|Q8TE99|PXYP1_HUMAN	tr|G5B0D4|G5B0D4_HETGA
OG0011829	sp|Q8N6V4|CJ053_HUMAN	tr|G5B0X1|G5B0X1_HETGA
OG0011830	sp|Q9ULV1|FZD4_HUMAN	tr|G5B526|G5B526_HETGA
OG0011831	sp|Q4LDR2|CTXN3_HUMAN	tr|G5B597|G5B597_HETGA
OG0011832	sp|O60248|SOX15_HUMAN	tr|G5B5D1|G5B5D1_HETGA
OG0011833	sp|U3KPV4|A3LT2_HUMAN	tr|G5B5K9|G5B5K9_HETGA
OG0011834	sp|P48651|PTSS1_HUMAN	tr|G5B8X4|G5B8X4_HETGA
OG0011835	sp|O60931|CTNS_HUMAN	tr|G5B936|G5B936_HETGA
OG0011836	sp|Q7LBC6|KDM3B_HUMAN	tr|G5BA44|G5BA44_HETGA
OG0011837	sp|P00488|F13A_HUMAN	tr|G5BAS8|G5BAS8_HETGA
OG0011838	sp|P28039|AOAH_HUMAN	tr|G5BAY3|G5BAY3_HETGA
OG0011839	sp|Q8NA82|MARHA_HUMAN	tr|G5BDK5|G5BDK5_HETGA
OG0011840	sp|Q9Y3Y2|CHTOP_HUMAN	tr|G5BER3|G5BER3_HETGA
OG0011841	sp|Q8NEP3|DAAF1_HUMAN	tr|G5BFY2|G5BFY2_HETGA
OG0011842	sp|Q8IXL7|MSRB3_HUMAN	tr|G5BG98|G5BG98_HETGA
OG0011843	sp|Q9NY43|BARH2_HUMAN	tr|G5BLC2|G5BLC2_HETGA
OG0011844	sp|Q5T5X7|BEND3_HUMAN	tr|G5BMP1|G5BMP1_HETGA
OG0011845	sp|Q9H5N1|RABE2_HUMAN	tr|G5BRD8|G5BRD8_HETGA
OG0011846	sp|P35219|CAH8_HUMAN	tr|G5BSI4|G5BSI4_HETGA
OG0011847	sp|O95249|GOSR1_HUMAN	tr|G5BVQ2|G5BVQ2_HETGA
OG0011848	sp|Q9UMY4|SNX12_HUMAN	tr|G5BW34|G5BW34_HETGA
OG0011849	sp|Q96M29|TEKT5_HUMAN	tr|G5BWF7|G5BWF7_HETGA
OG0011850	sp|Q9H169|STMN4_HUMAN	tr|G5BY96|G5BY96_HETGA
OG0011851	sp|Q8IWX8|CHERP_HUMAN	tr|G5C2W0|G5C2W0_HETGA
OG0011852	sp|Q9H706|GARE1_HUMAN	tr|G5C301|G5C301_HETGA
OG0011853	sp|O95786|DDX58_HUMAN	tr|G5C355|G5C355_HETGA
OG0011854	sp|Q96G03|PGM2_HUMAN	tr|G5C3W5|G5C3W5_HETGA
OG0011855	sp|P10643|CO7_HUMAN	tr|G5C4R4|G5C4R4_HETGA
OG0011856	sp|Q6ZV89|SH2D5_HUMAN	tr|G5C4X0|G5C4X0_HETGA
OG0011857	sp|P58499|FAM3B_HUMAN	tr|G5C5D0|G5C5D0_HETGA
OG0011858	sp|P20309|ACM3_HUMAN	tr|G5C5V3|G5C5V3_HETGA
OG0011859	sp|Q96LT4|SAMD8_HUMAN	tr|G5C7J0|G5C7J0_HETGA
OG0011860	sp|P43681|ACHA4_HUMAN	tr|G5C8D5|G5C8D5_HETGA
OG0011861	sp|Q6UXK5|LRRN1_HUMAN	tr|G5C8J2|G5C8J2_HETGA
OG0011862	sp|Q8TB37|NUBPL_HUMAN	tr|G5CAL7|G5CAL7_HETGA
OG0011863	sp|Q9HBT7|ZN287_HUMAN	tr|G5CBH8|G5CBH8_HETGA
OG0011864	sp|P51970|NDUA8_HUMAN	tr|G5AJL4|G5AJL4_HETGA
OG0011865	sp|Q14781|CBX2_HUMAN	tr|G5AKP7|G5AKP7_HETGA
OG0011866	sp|Q8IYW5|RN168_HUMAN	tr|G5ALC0|G5ALC0_HETGA
OG0011867	sp|Q15042|RB3GP_HUMAN	tr|G5AMN2|G5AMN2_HETGA
OG0011868	sp|P42126|ECI1_HUMAN	tr|G5AQD6|G5AQD6_HETGA
OG0011869	sp|Q66K89|E4F1_HUMAN	tr|G5AQD8|G5AQD8_HETGA
OG0011870	sp|Q8N300|SVBP_HUMAN	tr|G5AQH9|G5AQH9_HETGA
OG0011871	sp|Q8IU89|CERS3_HUMAN	tr|G5ARY7|G5ARY7_HETGA
OG0011872	sp|P17948|VGFR1_HUMAN	tr|G5ATU5|G5ATU5_HETGA
OG0011873	sp|Q8NB78|KDM1B_HUMAN	tr|G5AXT9|G5AXT9_HETGA
OG0011874	sp|O96004|HAND1_HUMAN	tr|G5AY09|G5AY09_HETGA
OG0011875	sp|O00587|MFNG_HUMAN	tr|G5AYX0|G5AYX0_HETGA
OG0011876	sp|A1L190|SYCE3_HUMAN	tr|G5B2G1|G5B2G1_HETGA
OG0011878	sp|Q96QH2|PRAM_HUMAN	tr|G5B4L6|G5B4L6_HETGA
OG0011879	sp|Q9NPG1|FZD3_HUMAN	tr|G5B501|G5B501_HETGA
OG0011880	sp|Q9BUR4|TCAB1_HUMAN	tr|G5B5D7|G5B5D7_HETGA
OG0011881	sp|O15067|PUR4_HUMAN	tr|G5B5F7|G5B5F7_HETGA
OG0011882	sp|O76062|ERG24_HUMAN	tr|G5B6L8|G5B6L8_HETGA
OG0011883	sp|O95163|ELP1_HUMAN	tr|G5BAD3|G5BAD3_HETGA
OG0011884	sp|Q8NEM0|MCPH1_HUMAN	tr|G5BC96|G5BC96_HETGA
OG0011885	sp|Q6NTF9|RHBD2_HUMAN	tr|G5BG66|G5BG66_HETGA
OG0011886	sp|P46095|GPR6_HUMAN	tr|G5BGD9|G5BGD9_HETGA
OG0011887	sp|P49419|AL7A1_HUMAN	tr|G5BHU2|G5BHU2_HETGA
OG0011888	sp|Q9UFE4|CCD39_HUMAN	tr|G5BKA2|G5BKA2_HETGA
OG0011889	sp|Q6ZS82|R9BP_HUMAN	tr|G5BL33|G5BL33_HETGA
OG0011890	sp|O43298|ZBT43_HUMAN	tr|G5BLH8|G5BLH8_HETGA
OG0011891	sp|Q6ZRQ5|MMS22_HUMAN	tr|G5BLR1|G5BLR1_HETGA
OG0011892	sp|Q96MK3|FA20A_HUMAN	tr|G5BLR8|G5BLR8_HETGA
OG0011893	sp|P53367|ARFP1_HUMAN	tr|G5BMJ6|G5BMJ6_HETGA
OG0011894	sp|P78337|PITX1_HUMAN	tr|G5BQ23|G5BQ23_HETGA
OG0011895	sp|Q6JVE6|LCN10_HUMAN	tr|G5BQR1|G5BQR1_HETGA
OG0011896	sp|Q13029|PRDM2_HUMAN	tr|G5BRR9|G5BRR9_HETGA
OG0011897	sp|Q99741|CDC6_HUMAN	tr|G5BRV9|G5BRV9_HETGA
OG0011898	sp|Q99645|EPYC_HUMAN	tr|G5BSJ3|G5BSJ3_HETGA
OG0011899	sp|P06746|DPOLB_HUMAN	tr|G5BT41|G5BT41_HETGA
OG0011900	sp|Q15813|TBCE_HUMAN	tr|G5BTJ8|G5BTJ8_HETGA
OG0011901	sp|O60241|AGRB2_HUMAN	tr|G5BUA1|G5BUA1_HETGA
OG0011902	sp|Q1MX18|INSC_HUMAN	tr|G5BUD7|G5BUD7_HETGA
OG0011903	sp|Q96RP9|EFGM_HUMAN	tr|G5BVR1|G5BVR1_HETGA
OG0011904	sp|Q8IXT1|DDIAS_HUMAN	tr|G5BWT6|G5BWT6_HETGA
OG0011905	sp|Q8N5K1|CISD2_HUMAN	tr|G5BXA7|G5BXA7_HETGA
OG0011906	sp|Q9Y4B4|ARIP4_HUMAN	tr|G5BZU2|G5BZU2_HETGA
OG0011907	sp|Q9BVV6|TALD3_HUMAN	tr|G5C0A1|G5C0A1_HETGA
OG0011908	sp|Q8TER0|SNED1_HUMAN	tr|G5C3R2|G5C3R2_HETGA
OG0011909	sp|Q9UM19|HPCL4_HUMAN	tr|G5C4Y8|G5C4Y8_HETGA
OG0011910	sp|Q96DR4|STAR4_HUMAN	tr|G5C628|G5C628_HETGA
OG0011911	sp|Q8NB90|SPAT5_HUMAN	tr|G5C798|G5C798_HETGA
OG0011912	sp|Q8IUH2|CREG2_HUMAN	tr|G5C8V6|G5C8V6_HETGA
OG0011913	sp|Q9NU22|MDN1_HUMAN	tr|G5C8Z7|G5C8Z7_HETGA
OG0011914	sp|Q9UKG9|OCTC_HUMAN	tr|G5AJW8|G5AJW8_HETGA
OG0011915	sp|Q9H792|PEAK1_HUMAN	tr|G5AL21|G5AL21_HETGA
OG0011916	sp|Q8N0Z3|SPICE_HUMAN	tr|G5AL26|G5AL26_HETGA
OG0011917	sp|Q8WVZ1|ZDH19_HUMAN	tr|G5ALB3|G5ALB3_HETGA
OG0011918	sp|O75553|DAB1_HUMAN	tr|G5APP4|G5APP4_HETGA
OG0011919	sp|Q8N271|PROM2_HUMAN	tr|G5APT5|G5APT5_HETGA
OG0011920	sp|Q9BW60|ELOV1_HUMAN	tr|G5AQG0|G5AQG0_HETGA
OG0011921	sp|Q96AQ2|TM125_HUMAN	tr|G5AQG6|G5AQG6_HETGA
OG0011922	sp|Q5VTB9|RN220_HUMAN	tr|G5ARV8|G5ARV8_HETGA
OG0011923	sp|Q9Y2T6|GPR55_HUMAN	tr|G5ASV7|G5ASV7_HETGA
OG0011924	sp|Q6UWZ7|ABRX1_HUMAN	tr|G5AT11|G5AT11_HETGA
OG0011925	sp|O43583|DENR_HUMAN	tr|G5AWR5|G5AWR5_HETGA
OG0011926	sp|Q9NZC3|GDE1_HUMAN	tr|G5AY23|G5AY23_HETGA
OG0011927	sp|Q6P1N9|TATD1_HUMAN	tr|G5AY94|G5AY94_HETGA
OG0011928	sp|Q96PC3|AP1S3_HUMAN	tr|G5AYC8|G5AYC8_HETGA
OG0011929	sp|Q96LT9|RNPC3_HUMAN	tr|G5AZM5|G5AZM5_HETGA
OG0011930	sp|Q7Z6R9|AP2D_HUMAN	tr|G5B144|G5B144_HETGA
OG0011931	sp|Q92839|HYAS1_HUMAN	tr|G5B3D3|G5B3D3_HETGA
OG0011932	sp|Q9UJ71|CLC4K_HUMAN	tr|G5B4Y9|G5B4Y9_HETGA
OG0011933	sp|Q9BT92|TCHP_HUMAN	tr|G5B652|G5B652_HETGA
OG0011934	sp|Q99436|PSB7_HUMAN	tr|G5B6W7|G5B6W7_HETGA
OG0011935	sp|Q71SY5|MED25_HUMAN	tr|G5B8Q9|G5B8Q9_HETGA
OG0011936	sp|P45381|ACY2_HUMAN	tr|G5B939|G5B939_HETGA
OG0011937	sp|Q04771|ACVR1_HUMAN	tr|G5B9D6|G5B9D6_HETGA
OG0011938	sp|Q9NYK6|EURL_HUMAN	tr|G5BAA2|G5BAA2_HETGA
OG0011939	sp|O95049|ZO3_HUMAN	tr|G5BBD9|G5BBD9_HETGA
OG0011940	sp|Q14789|GOGB1_HUMAN	tr|G5BBK3|G5BBK3_HETGA
OG0011941	sp|Q8N4T8|CBR4_HUMAN	tr|G5BC18|G5BC18_HETGA
OG0011942	sp|P02774|VTDB_HUMAN	tr|G5BE53|G5BE53_HETGA
OG0011943	sp|P61956|SUMO2_HUMAN	tr|G5BF89|G5BF89_HETGA
OG0011944	sp|Q16778|H2B2E_HUMAN	tr|G5BH20|G5BH20_HETGA
OG0011945	sp|P98160|PGBM_HUMAN	tr|G5BI06|G5BI06_HETGA
OG0011946	sp|Q96MT8|CEP63_HUMAN	tr|G5BL13|G5BL13_HETGA
OG0011947	sp|Q5VVW2|GARL3_HUMAN	tr|G5BLH5|G5BLH5_HETGA
OG0011948	sp|Q96NS1|YPEL4_HUMAN	tr|G5BLJ6|G5BLJ6_HETGA
OG0011949	sp|Q8NHP7|EXD1_HUMAN	tr|G5BM09|G5BM09_HETGA
OG0011950	sp|Q9BT09|CNPY3_HUMAN	tr|G5BNK6|G5BNK6_HETGA
OG0011951	sp|O95936|EOMES_HUMAN	tr|G5BNZ7|G5BNZ7_HETGA
OG0011952	sp|P18859|ATP5J_HUMAN	tr|G5BQQ2|G5BQQ2_HETGA
OG0011953	sp|P48029|SC6A8_HUMAN	tr|G5BQT5|G5BQT5_HETGA
OG0011954	sp|Q9NVR7|TBCC1_HUMAN	tr|G5BT91|G5BT91_HETGA
OG0011955	sp|Q9GZM7|TINAL_HUMAN	tr|G5BUA5|G5BUA5_HETGA
OG0011956	sp|Q9BUT1|DHRS6_HUMAN	tr|G5BXB0|G5BXB0_HETGA
OG0011957	sp|Q14802|FXYD3_HUMAN	tr|G5BXK1|G5BXK1_HETGA
OG0011958	sp|Q9BRB3|PIGQ_HUMAN	tr|G5BXW7|G5BXW7_HETGA
