Orthogroup	Homo_sapiens	Chinchilla_lanigera
OG0011801	sp|Q9NQR1|KMT5A_HUMAN	tr|A0A8C2VXP6|A0A8C2VXP6_CHILA
OG0011802	sp|Q86UG4|SO6A1_HUMAN	tr|A0A8C2VYB2|A0A8C2VYB2_CHILA
OG0011803	sp|Q96NN9|AIFM3_HUMAN	tr|A0A8C2VZ63|A0A8C2VZ63_CHILA
OG0011804	sp|O14776|TCRG1_HUMAN	tr|A0A8C2VZB4|A0A8C2VZB4_CHILA
OG0011805	sp|Q9H061|T126A_HUMAN	tr|A0A8C2VZL3|A0A8C2VZL3_CHILA
OG0011806	sp|O15417|TNC18_HUMAN	tr|A0A8C2W1Z6|A0A8C2W1Z6_CHILA
OG0011807	sp|P08582|TRFM_HUMAN	tr|A0A8C2W340|A0A8C2W340_CHILA
OG0011808	sp|Q8TBP5|F174A_HUMAN	tr|A0A8C2W7M6|A0A8C2W7M6_CHILA
OG0011809	sp|Q96BY7|ATG2B_HUMAN	tr|A0A8C2W7M9|A0A8C2W7M9_CHILA
OG0011810	sp|Q8IZU9|KIRR3_HUMAN	tr|A0A8C2W7T4|A0A8C2W7T4_CHILA
OG0011811	sp|Q05DH4|FHI1A_HUMAN	tr|A0A8C2W9L3|A0A8C2W9L3_CHILA
OG0011812	sp|A6NNB3|IFM5_HUMAN	tr|A0A8C2YJI6|A0A8C2YJI6_CHILA
OG0011813	sp|Q14692|BMS1_HUMAN	tr|A0A8C2YJL1|A0A8C2YJL1_CHILA
OG0011814	sp|Q8IWE5|PKHM2_HUMAN	tr|A0A8C2YK17|A0A8C2YK17_CHILA
OG0011815	sp|P30556|AGTR1_HUMAN	tr|A0A8C2YKX9|A0A8C2YKX9_CHILA
OG0011816	sp|Q96KQ7|EHMT2_HUMAN	tr|A0A8C2YPL8|A0A8C2YPL8_CHILA
OG0011817	sp|Q9P0J7|KCMF1_HUMAN	tr|A0A8C2YPU8|A0A8C2YPU8_CHILA
OG0011818	sp|Q5MCW4|ZN569_HUMAN	tr|A0A8C2YQI6|A0A8C2YQI6_CHILA
OG0011819	sp|Q96G30|MRAP2_HUMAN	tr|A0A8C2YS23|A0A8C2YS23_CHILA
OG0011820	sp|Q8IXJ6|SIR2_HUMAN	tr|A0A8C2YSC8|A0A8C2YSC8_CHILA
OG0011821	sp|Q00604|NDP_HUMAN	tr|A0A8C2UIF5|A0A8C2UIF5_CHILA
OG0011822	sp|Q8IVB4|SL9A9_HUMAN	tr|A0A8C2UJN6|A0A8C2UJN6_CHILA
OG0011823	sp|Q86WS4|CL040_HUMAN	tr|A0A8C2UKB6|A0A8C2UKB6_CHILA
OG0011824	sp|Q8TBG9|SYNPR_HUMAN	tr|A0A8C2UKV8|A0A8C2UKV8_CHILA
OG0011825	sp|P19532|TFE3_HUMAN	tr|A0A8C2UN45|A0A8C2UN45_CHILA
OG0011826	sp|Q96RL7|VP13A_HUMAN	tr|A0A8C2UNF9|A0A8C2UNF9_CHILA
OG0011827	sp|P20774|MIME_HUMAN	tr|A0A8C2UNX3|A0A8C2UNX3_CHILA
OG0011828	sp|Q96I82|KAZD1_HUMAN	tr|A0A8C2UP84|A0A8C2UP84_CHILA
OG0011829	sp|Q8IVA1|PCP2_HUMAN	tr|A0A8C2UPN7|A0A8C2UPN7_CHILA
OG0011830	sp|Q9HBK9|AS3MT_HUMAN	tr|A0A8C2URB9|A0A8C2URB9_CHILA
OG0011831	sp|B1AL88|NALF1_HUMAN	tr|A0A8C2URS5|A0A8C2URS5_CHILA
OG0011832	sp|Q8NE71|ABCF1_HUMAN	tr|A0A8C2USZ6|A0A8C2USZ6_CHILA
OG0011833	sp|O95777|LSM8_HUMAN	tr|A0A8C2UTC9|A0A8C2UTC9_CHILA
OG0011834	sp|Q92839|HYAS1_HUMAN	tr|A0A8C2UTK1|A0A8C2UTK1_CHILA
OG0011835	sp|O60547|GMDS_HUMAN	tr|A0A8C2UV87|A0A8C2UV87_CHILA
OG0011836	sp|Q9UKF6|CPSF3_HUMAN	tr|A0A8C2UVC3|A0A8C2UVC3_CHILA
OG0011837	sp|Q9Y2I8|WDR37_HUMAN	tr|A0A8C2UWT4|A0A8C2UWT4_CHILA
OG0011838	sp|Q8IVV7|GID4_HUMAN	tr|A0A8C2UY90|A0A8C2UY90_CHILA
OG0011839	sp|Q6ZS30|NBEL1_HUMAN	tr|A0A8C2UY96|A0A8C2UY96_CHILA
OG0011840	sp|Q6UWY0|ARSK_HUMAN	tr|A0A8C2UZ12|A0A8C2UZ12_CHILA
OG0011841	sp|P29972|AQP1_HUMAN	tr|A0A8C2V119|A0A8C2V119_CHILA
OG0011842	sp|Q9NZE8|RM35_HUMAN	tr|A0A8C2V1F0|A0A8C2V1F0_CHILA
OG0011843	sp|P53582|MAP11_HUMAN	tr|A0A8C2V3M8|A0A8C2V3M8_CHILA
OG0011844	sp|Q9BX74|TM2D1_HUMAN	tr|A0A8C2V4C2|A0A8C2V4C2_CHILA
OG0011845	sp|P57058|HUNK_HUMAN	tr|A0A8C2V5G8|A0A8C2V5G8_CHILA
OG0011846	sp|P06400|RB_HUMAN	tr|A0A8C2V5I0|A0A8C2V5I0_CHILA
OG0011847	sp|P07307|ASGR2_HUMAN	tr|A0A8C2V796|A0A8C2V796_CHILA
OG0011848	sp|Q12852|M3K12_HUMAN	tr|A0A8C2V7R9|A0A8C2V7R9_CHILA
OG0011849	sp|P43234|CATO_HUMAN	tr|A0A8C2V9G5|A0A8C2V9G5_CHILA
OG0011850	sp|Q8NCT3|MACA2_HUMAN	tr|A0A8C2V9K2|A0A8C2V9K2_CHILA
OG0011851	sp|Q96S38|KS6C1_HUMAN	tr|A0A8C2VAU5|A0A8C2VAU5_CHILA
OG0011852	sp|Q8N4C6|NIN_HUMAN	tr|A0A8C2VCB6|A0A8C2VCB6_CHILA
OG0011853	sp|P21283|VATC1_HUMAN	tr|A0A8C2VCQ4|A0A8C2VCQ4_CHILA
OG0011854	sp|Q9HAW4|CLSPN_HUMAN	tr|A0A8C2VDH6|A0A8C2VDH6_CHILA
OG0011855	sp|Q5SXM2|SNPC4_HUMAN	tr|A0A8C2VDX9|A0A8C2VDX9_CHILA
OG0011856	sp|O95229|ZWINT_HUMAN	tr|A0A8C2VE60|A0A8C2VE60_CHILA
OG0011857	sp|Q50LG9|LRC24_HUMAN	tr|A0A8C2VEI4|A0A8C2VEI4_CHILA
OG0011858	sp|Q9UHL4|DPP2_HUMAN	tr|A0A8C2VEP0|A0A8C2VEP0_CHILA
OG0011859	sp|O75508|CLD11_HUMAN	tr|A0A8C2VGK4|A0A8C2VGK4_CHILA
OG0011860	sp|Q5D0E6|DALD3_HUMAN	tr|A0A8C2VJY3|A0A8C2VJY3_CHILA
OG0011861	sp|P33681|CD80_HUMAN	tr|A0A8C2VKE7|A0A8C2VKE7_CHILA
OG0011862	sp|O60683|PEX10_HUMAN	tr|A0A8C2VLN1|A0A8C2VLN1_CHILA
OG0011863	sp|Q9Y3Y4|PYGO1_HUMAN	tr|A0A8C2VM24|A0A8C2VM24_CHILA
OG0011864	sp|Q95460|HMR1_HUMAN	tr|A0A8C2VNW8|A0A8C2VNW8_CHILA
OG0011865	sp|O14980|XPO1_HUMAN	tr|A0A8C2VQ68|A0A8C2VQ68_CHILA
OG0011866	sp|Q6UXB0|F131A_HUMAN	tr|A0A8C2VVH7|A0A8C2VVH7_CHILA
OG0011867	sp|Q92636|FAN_HUMAN	tr|A0A8C2VWL4|A0A8C2VWL4_CHILA
OG0011868	sp|Q9H0K1|SIK2_HUMAN	tr|A0A8C2VXK6|A0A8C2VXK6_CHILA
OG0011869	sp|Q96MG2|JSPR1_HUMAN	tr|A0A8C2VXV1|A0A8C2VXV1_CHILA
OG0011870	sp|Q02446|SP4_HUMAN	tr|A0A8C2VY93|A0A8C2VY93_CHILA
OG0011871	sp|P47901|V1BR_HUMAN	tr|A0A8C2VYA4|A0A8C2VYA4_CHILA
OG0011872	sp|P04843|RPN1_HUMAN	tr|A0A8C2W118|A0A8C2W118_CHILA
OG0011873	sp|Q9HCE6|ARGAL_HUMAN	tr|A0A8C2W2R8|A0A8C2W2R8_CHILA
OG0011874	sp|Q9H2W6|RM46_HUMAN	tr|A0A8C2W6N2|A0A8C2W6N2_CHILA
OG0011875	sp|P22792|CPN2_HUMAN	tr|A0A8C2W7E9|A0A8C2W7E9_CHILA
OG0011876	sp|P62487|RPB7_HUMAN	tr|A0A8C2YIG3|A0A8C2YIG3_CHILA
OG0011877	sp|Q6ZUS6|CC149_HUMAN	tr|A0A8C2YIK0|A0A8C2YIK0_CHILA
OG0011878	sp|O75420|GGYF1_HUMAN	tr|A0A8C2YIZ7|A0A8C2YIZ7_CHILA
OG0011879	sp|O14626|GP171_HUMAN	tr|A0A8C2YJA1|A0A8C2YJA1_CHILA
OG0011880	sp|O60231|DHX16_HUMAN	tr|A0A8C2YJJ0|A0A8C2YJJ0_CHILA
OG0011881	sp|Q08AI6|S38AB_HUMAN	tr|A0A8C2YJJ7|A0A8C2YJJ7_CHILA
OG0011882	sp|O95295|SNAPN_HUMAN	tr|A0A8C2YK41|A0A8C2YK41_CHILA
OG0011883	sp|Q9Y324|FCF1_HUMAN	tr|A0A8C2YLR8|A0A8C2YLR8_CHILA
OG0011884	sp|Q9UKU6|TRHDE_HUMAN	tr|A0A8C2YLX7|A0A8C2YLX7_CHILA
OG0011885	sp|P07988|PSPB_HUMAN	tr|A0A8C2YME0|A0A8C2YME0_CHILA
OG0011886	sp|Q9BSK4|FEM1A_HUMAN	tr|A0A8C2YMQ8|A0A8C2YMQ8_CHILA
OG0011887	sp|C9JJ37|BTBDJ_HUMAN	tr|A0A8C2YNW2|A0A8C2YNW2_CHILA
OG0011888	sp|Q8NA23|WDR31_HUMAN	tr|A0A8C2YR77|A0A8C2YR77_CHILA
OG0011889	sp|Q9H4A3|WNK1_HUMAN	tr|A0A8C2YSG4|A0A8C2YSG4_CHILA
OG0011890	sp|Q9NS37|ZHANG_HUMAN	tr|A0A8C2YSX6|A0A8C2YSX6_CHILA
OG0011891	sp|P53350|PLK1_HUMAN	tr|A0A8C2YU47|A0A8C2YU47_CHILA
OG0011892	sp|Q9NZL4|HPBP1_HUMAN	tr|A0A8C2UHJ8|A0A8C2UHJ8_CHILA
OG0011893	sp|Q9NR46|SHLB2_HUMAN	tr|A0A8C2UIZ6|A0A8C2UIZ6_CHILA
OG0011894	sp|P24903|CP2F1_HUMAN	tr|A0A8C2UJ32|A0A8C2UJ32_CHILA
OG0011895	sp|O60502|OGA_HUMAN	tr|A0A8C2UK21|A0A8C2UK21_CHILA
OG0011896	sp|O14817|TSN4_HUMAN	tr|A0A8C2ULZ4|A0A8C2ULZ4_CHILA
OG0011897	sp|Q96LD1|SGCZ_HUMAN	tr|A0A8C2UMG5|A0A8C2UMG5_CHILA
OG0011898	sp|Q9HC96|CAN10_HUMAN	tr|A0A8C2UMT9|A0A8C2UMT9_CHILA
OG0011899	sp|Q8N103|TAGAP_HUMAN	tr|A0A8C2UQF6|A0A8C2UQF6_CHILA
OG0011900	sp|Q9GZS0|DNAI2_HUMAN	tr|A0A8C2URZ7|A0A8C2URZ7_CHILA
OG0011901	sp|Q53FP2|NACHO_HUMAN	tr|A0A8C2USP1|A0A8C2USP1_CHILA
OG0011902	sp|Q5T011|SZT2_HUMAN	tr|A0A8C2USQ8|A0A8C2USQ8_CHILA
OG0011903	sp|Q96B26|EXOS8_HUMAN	tr|A0A8C2UWW6|A0A8C2UWW6_CHILA
OG0011904	sp|Q9BW27|NUP85_HUMAN	tr|A0A8C2UXG1|A0A8C2UXG1_CHILA
OG0011905	sp|Q9BY76|ANGL4_HUMAN	tr|A0A8C2UXM1|A0A8C2UXM1_CHILA
OG0011906	sp|Q9H825|METL8_HUMAN	tr|A0A8C2UY53|A0A8C2UY53_CHILA
OG0011907	sp|O94967|WDR47_HUMAN	tr|A0A8C2V0Q3|A0A8C2V0Q3_CHILA
OG0011908	sp|P30626|SORCN_HUMAN	tr|A0A8C2V287|A0A8C2V287_CHILA
OG0011909	sp|P49750|YLPM1_HUMAN	tr|A0A8C2V2Q2|A0A8C2V2Q2_CHILA
OG0011910	sp|Q76I76|SSH2_HUMAN	tr|A0A8C2V3F0|A0A8C2V3F0_CHILA
OG0011911	sp|Q9C040|TRIM2_HUMAN	tr|A0A8C2V3Y6|A0A8C2V3Y6_CHILA
OG0011912	sp|Q9NPI6|DCP1A_HUMAN	tr|A0A8C2V449|A0A8C2V449_CHILA
OG0011913	sp|Q9BY71|LRRC3_HUMAN	tr|A0A8C2V615|A0A8C2V615_CHILA
OG0011914	sp|Q12923|PTN13_HUMAN	tr|A0A8C2V6F5|A0A8C2V6F5_CHILA
OG0011915	sp|Q7Z410|TMPS9_HUMAN	tr|A0A8C2V6G2|A0A8C2V6G2_CHILA
OG0011916	sp|P62699|YPEL5_HUMAN	tr|A0A8C2V7X4|A0A8C2V7X4_CHILA
OG0011917	sp|Q9HCN4|GPN1_HUMAN	tr|A0A8C2V977|A0A8C2V977_CHILA
OG0011918	sp|Q8IW35|CEP97_HUMAN	tr|A0A8C2VAB8|A0A8C2VAB8_CHILA
OG0011919	sp|Q9P281|BAHC1_HUMAN	tr|A0A8C2VBH7|A0A8C2VBH7_CHILA
OG0011920	sp|Q5T0N1|CFA70_HUMAN	tr|A0A8C2VCV8|A0A8C2VCV8_CHILA
OG0011921	sp|Q71RS6|NCKX5_HUMAN	tr|A0A8C2VD47|A0A8C2VD47_CHILA
OG0011922	sp|Q9BYX4|IFIH1_HUMAN	tr|A0A8C2VDB0|A0A8C2VDB0_CHILA
OG0011923	sp|Q5VWG9|TAF3_HUMAN	tr|A0A8C2VDD6|A0A8C2VDD6_CHILA
OG0011924	sp|P14138|EDN3_HUMAN	tr|A0A8C2VDM9|A0A8C2VDM9_CHILA
OG0011925	sp|Q9BX97|PLVAP_HUMAN	tr|A0A8C2VEN5|A0A8C2VEN5_CHILA
OG0011926	sp|Q99674|CGRE1_HUMAN	tr|A0A8C2VF11|A0A8C2VF11_CHILA
OG0011927	sp|Q02078|MEF2A_HUMAN	tr|A0A8C2VHN9|A0A8C2VHN9_CHILA
OG0011928	sp|Q8TDC0|MYOZ3_HUMAN	tr|A0A8C2VJ10|A0A8C2VJ10_CHILA
OG0011929	sp|Q5VZ46|K1614_HUMAN	tr|A0A8C2VKI7|A0A8C2VKI7_CHILA
OG0011930	sp|Q8NDV7|TNR6A_HUMAN	tr|A0A8C2VKY6|A0A8C2VKY6_CHILA
OG0011931	sp|Q13077|TRAF1_HUMAN	tr|A0A8C2VN72|A0A8C2VN72_CHILA
OG0011932	sp|Q9H503|BAFL_HUMAN	tr|A0A8C2VNB1|A0A8C2VNB1_CHILA
OG0011933	sp|Q9H239|MMP28_HUMAN	tr|A0A8C2VNF2|A0A8C2VNF2_CHILA
OG0011934	sp|P46937|YAP1_HUMAN	tr|A0A8C2VP10|A0A8C2VP10_CHILA
OG0011935	sp|Q5T653|RM02_HUMAN	tr|A0A8C2VP18|A0A8C2VP18_CHILA
OG0011936	sp|Q5SWA1|PR15B_HUMAN	tr|A0A8C2VPK8|A0A8C2VPK8_CHILA
OG0011937	sp|Q9NVS2|RT18A_HUMAN	tr|A0A8C2VPU7|A0A8C2VPU7_CHILA
OG0011938	sp|Q15849|UT2_HUMAN	tr|A0A8C2VS24|A0A8C2VS24_CHILA
OG0011939	sp|P33241|LSP1_HUMAN	tr|A0A8C2VSH8|A0A8C2VSH8_CHILA
OG0011940	sp|Q03403|TFF2_HUMAN	tr|A0A8C2VUS4|A0A8C2VUS4_CHILA
OG0011941	sp|Q9UPQ4|TRI35_HUMAN	tr|A0A8C2VUZ8|A0A8C2VUZ8_CHILA
OG0011942	sp|Q9NY61|AATF_HUMAN	tr|A0A8C2VW40|A0A8C2VW40_CHILA
OG0011943	sp|Q6ZMZ3|SYNE3_HUMAN	tr|A0A8C2VY42|A0A8C2VY42_CHILA
OG0011944	sp|O14949|QCR8_HUMAN	tr|A0A8C2VYN1|A0A8C2VYN1_CHILA
OG0011945	sp|O75147|OBSL1_HUMAN	tr|A0A8C2W5P5|A0A8C2W5P5_CHILA
OG0011946	sp|Q6ZS82|R9BP_HUMAN	tr|A0A8C2W681|A0A8C2W681_CHILA
OG0011947	sp|Q13370|PDE3B_HUMAN	tr|A0A8C2W858|A0A8C2W858_CHILA
OG0011948	sp|P35225|IL13_HUMAN	tr|A0A8C2W8L6|A0A8C2W8L6_CHILA
OG0011949	sp|P23381|SYWC_HUMAN	tr|A0A8C2W900|A0A8C2W900_CHILA
OG0011950	sp|P56750|CLD17_HUMAN	tr|A0A8C2WAK9|A0A8C2WAK9_CHILA
OG0011951	sp|P62942|FKB1A_HUMAN	tr|A0A8C2YI73|A0A8C2YI73_CHILA
OG0011952	sp|Q9H254|SPTN4_HUMAN	tr|A0A8C2YIC9|A0A8C2YIC9_CHILA
OG0011953	sp|Q9Y664|KPTN_HUMAN	tr|A0A8C2YIT5|A0A8C2YIT5_CHILA
OG0011954	sp|P21810|PGS1_HUMAN	tr|A0A8C2YK02|A0A8C2YK02_CHILA
OG0011955	sp|Q8N684|CPSF7_HUMAN	tr|A0A8C2YK27|A0A8C2YK27_CHILA
OG0011956	sp|P15559|NQO1_HUMAN	tr|A0A8C2YKE6|A0A8C2YKE6_CHILA
OG0011957	sp|Q08397|LOXL1_HUMAN	tr|A0A8C2YQS8|A0A8C2YQS8_CHILA
OG0011958	sp|Q6ZWK4|RHEX_HUMAN	tr|A0A8C2YS01|A0A8C2YS01_CHILA
OG0011959	sp|Q8WUD4|CCD12_HUMAN	tr|A0A8C2YU23|A0A8C2YU23_CHILA
OG0011960	sp|Q8TDV0|GP151_HUMAN	tr|A0A8C2YU26|A0A8C2YU26_CHILA
OG0011961	sp|Q9ULW0|TPX2_HUMAN	tr|A0A8C2YUJ1|A0A8C2YUJ1_CHILA
OG0011962	sp|Q96JP9|CDHR1_HUMAN	tr|A0A8C2UMD8|A0A8C2UMD8_CHILA
OG0011963	sp|P35052|GPC1_HUMAN	tr|A0A8C2UMN6|A0A8C2UMN6_CHILA
OG0011964	sp|O95214|LERL1_HUMAN	tr|A0A8C2UP36|A0A8C2UP36_CHILA
OG0011965	sp|Q16773|KAT1_HUMAN	tr|A0A8C2UQ52|A0A8C2UQ52_CHILA
OG0011966	sp|Q96D46|NMD3_HUMAN	tr|A0A8C2UQQ0|A0A8C2UQQ0_CHILA
OG0011967	sp|Q14642|I5P1_HUMAN	tr|A0A8C2UR85|A0A8C2UR85_CHILA
OG0011968	sp|Q9H5V9|STEEP_HUMAN	tr|A0A8C2UTA8|A0A8C2UTA8_CHILA
OG0011969	sp|P56524|HDAC4_HUMAN	tr|A0A8C2UTB3|A0A8C2UTB3_CHILA
OG0011970	sp|Q96DR7|ARHGQ_HUMAN	tr|A0A8C2UTP8|A0A8C2UTP8_CHILA
OG0011971	sp|Q9ULJ1|ODF2L_HUMAN	tr|A0A8C2UXL3|A0A8C2UXL3_CHILA
OG0011972	sp|Q5H8A3|NMS_HUMAN	tr|A0A8C2UXV8|A0A8C2UXV8_CHILA
OG0011973	sp|P49768|PSN1_HUMAN	tr|A0A8C2V4N3|A0A8C2V4N3_CHILA
OG0011974	sp|Q9GZR2|REXO4_HUMAN	tr|A0A8C2V7M5|A0A8C2V7M5_CHILA
OG0011975	sp|P24539|AT5F1_HUMAN	tr|A0A8C2V7X3|A0A8C2V7X3_CHILA
OG0011976	sp|Q8TCI5|PIFO_HUMAN	tr|A0A8C2V831|A0A8C2V831_CHILA
OG0011977	sp|P00439|PH4H_HUMAN	tr|A0A8C2VAH2|A0A8C2VAH2_CHILA
OG0011978	sp|Q9Y2I1|NISCH_HUMAN	tr|A0A8C2VAT3|A0A8C2VAT3_CHILA
OG0011979	sp|Q9NP64|ZCC17_HUMAN	tr|A0A8C2VC55|A0A8C2VC55_CHILA
OG0011980	sp|O60636|TSN2_HUMAN	tr|A0A8C2VE56|A0A8C2VE56_CHILA
OG0011981	sp|Q6UVY6|MOXD1_HUMAN	tr|A0A8C2VE76|A0A8C2VE76_CHILA
OG0011982	sp|Q9NZB8|MOCS1_HUMAN	tr|A0A8C2VEB5|A0A8C2VEB5_CHILA
OG0011983	sp|Q8N5G2|MACOI_HUMAN	tr|A0A8C2VF66|A0A8C2VF66_CHILA
OG0011984	sp|Q5THK1|PR14L_HUMAN	tr|A0A8C2VG87|A0A8C2VG87_CHILA
OG0011985	sp|Q96NT3|GUCD1_HUMAN	tr|A0A8C2VHB5|A0A8C2VHB5_CHILA
OG0011986	sp|P40939|ECHA_HUMAN	tr|A0A8C2VK25|A0A8C2VK25_CHILA
OG0011987	sp|Q99460|PSMD1_HUMAN	tr|A0A8C2VK92|A0A8C2VK92_CHILA
OG0011988	sp|Q9Y3B8|ORN_HUMAN	tr|A0A8C2VKW5|A0A8C2VKW5_CHILA
OG0011989	sp|O75674|TM1L1_HUMAN	tr|A0A8C2VMJ4|A0A8C2VMJ4_CHILA
OG0011990	sp|Q8IX01|SUGP2_HUMAN	tr|A0A8C2VNI7|A0A8C2VNI7_CHILA
OG0011991	sp|Q8TDB6|DTX3L_HUMAN	tr|A0A8C2VNJ6|A0A8C2VNJ6_CHILA
OG0011992	sp|O95857|TSN13_HUMAN	tr|A0A8C2VNX3|A0A8C2VNX3_CHILA
OG0011993	sp|P14770|GPIX_HUMAN	tr|A0A8C2VQ08|A0A8C2VQ08_CHILA
OG0011994	sp|O75140|DEPD5_HUMAN	tr|A0A8C2VRS0|A0A8C2VRS0_CHILA
OG0011995	sp|Q99618|CDCA3_HUMAN	tr|A0A8C2VSH3|A0A8C2VSH3_CHILA
OG0011996	sp|P48147|PPCE_HUMAN	tr|A0A8C2VU62|A0A8C2VU62_CHILA
OG0011997	sp|P18084|ITB5_HUMAN	tr|A0A8C2VUG4|A0A8C2VUG4_CHILA
OG0011998	sp|P58753|TIRAP_HUMAN	tr|A0A8C2VV80|A0A8C2VV80_CHILA
OG0011999	sp|Q8IWI9|MGAP_HUMAN	tr|A0A8C2VWF5|A0A8C2VWF5_CHILA
OG0012000	sp|O60667|FAIM3_HUMAN	tr|A0A8C2VXY8|A0A8C2VXY8_CHILA
OG0012001	sp|Q9NQV5|PRD11_HUMAN	tr|A0A8C2VY63|A0A8C2VY63_CHILA
OG0012002	sp|O95670|VATG2_HUMAN	tr|A0A8C2VYH6|A0A8C2VYH6_CHILA
OG0012003	sp|Q5TFG8|ZC21B_HUMAN	tr|A0A8C2VYK7|A0A8C2VYK7_CHILA
OG0012004	sp|P78504|JAG1_HUMAN	tr|A0A8C2VZE8|A0A8C2VZE8_CHILA
OG0012005	sp|Q7Z3E5|ARMC9_HUMAN	tr|A0A8C2VZS7|A0A8C2VZS7_CHILA
OG0012006	sp|O43292|GPAA1_HUMAN	tr|A0A8C2W013|A0A8C2W013_CHILA
OG0012007	sp|P00736|C1R_HUMAN	tr|A0A8C2W066|A0A8C2W066_CHILA
OG0012008	sp|Q9BRJ2|RM45_HUMAN	tr|A0A8C2W096|A0A8C2W096_CHILA
OG0012009	sp|Q9NRX2|RM17_HUMAN	tr|A0A8C2W0E6|A0A8C2W0E6_CHILA
OG0012010	sp|Q66K41|Z385C_HUMAN	tr|A0A8C2W1X2|A0A8C2W1X2_CHILA
OG0012011	sp|Q8IYD2|KLD8A_HUMAN	tr|A0A8C2W400|A0A8C2W400_CHILA
OG0012012	sp|Q7Z553|MDGA2_HUMAN	tr|A0A8C2W408|A0A8C2W408_CHILA
OG0012013	sp|Q96FW1|OTUB1_HUMAN	tr|A0A8C2W459|A0A8C2W459_CHILA
OG0012014	sp|Q9UBC3|DNM3B_HUMAN	tr|A0A8C2W4L7|A0A8C2W4L7_CHILA
OG0012015	sp|Q8N135|LGI4_HUMAN	tr|A0A8C2W4P8|A0A8C2W4P8_CHILA
OG0012016	sp|O75807|PR15A_HUMAN	tr|A0A8C2W5B0|A0A8C2W5B0_CHILA
OG0012017	sp|Q96FV0|LRC46_HUMAN	tr|A0A8C2W5K4|A0A8C2W5K4_CHILA
OG0012018	sp|Q6ZW61|BBS12_HUMAN	tr|A0A8C2W602|A0A8C2W602_CHILA
OG0012019	sp|Q92185|SIA8A_HUMAN	tr|A0A8C2WAY7|A0A8C2WAY7_CHILA
OG0012020	sp|P51575|P2RX1_HUMAN	tr|A0A8C2WC26|A0A8C2WC26_CHILA
OG0012021	sp|O75953|DNJB5_HUMAN	tr|A0A8C2YIV1|A0A8C2YIV1_CHILA
OG0012022	sp|Q9UHG0|DCDC2_HUMAN	tr|A0A8C2YLK9|A0A8C2YLK9_CHILA
OG0012023	sp|Q5JUK2|SOLH1_HUMAN	tr|A0A8C2YLQ9|A0A8C2YLQ9_CHILA
OG0012024	sp|Q96SQ7|ATOH8_HUMAN	tr|A0A8C2YM48|A0A8C2YM48_CHILA
OG0012025	sp|Q9BYG3|MK67I_HUMAN	tr|A0A8C2YM86|A0A8C2YM86_CHILA
OG0012026	sp|P42858|HD_HUMAN	tr|A0A8C2YN70|A0A8C2YN70_CHILA
OG0012027	sp|Q9H8Y5|ANKZ1_HUMAN	tr|A0A8C2YP50|A0A8C2YP50_CHILA
OG0012028	sp|Q6X4U4|SOSD1_HUMAN	tr|A0A8C2YP82|A0A8C2YP82_CHILA
OG0012029	sp|Q9NRG9|AAAS_HUMAN	tr|A0A8C2YQB8|A0A8C2YQB8_CHILA
OG0012030	sp|Q9NY97|B3GN2_HUMAN	tr|A0A8C2YS31|A0A8C2YS31_CHILA
OG0012031	sp|P05160|F13B_HUMAN	tr|A0A8C2YT20|A0A8C2YT20_CHILA
OG0012032	sp|Q9NZU0|FLRT3_HUMAN	tr|A0A8C2YTD1|A0A8C2YTD1_CHILA
OG0012033	sp|Q5BJD5|TM41B_HUMAN	tr|A0A8C2YUN7|A0A8C2YUN7_CHILA
OG0012034	sp|Q8N9N5|BANP_HUMAN	tr|A0A8C2UJQ5|A0A8C2UJQ5_CHILA
OG0012035	sp|Q9Y337|KLK5_HUMAN	tr|A0A8C2UKW3|A0A8C2UKW3_CHILA
OG0012036	sp|O76027|ANXA9_HUMAN	tr|A0A8C2ULR7|A0A8C2ULR7_CHILA
OG0012037	sp|A6NGN9|IGLO5_HUMAN	tr|A0A8C2UMZ2|A0A8C2UMZ2_CHILA
OG0012038	sp|Q9UJC5|SH3L2_HUMAN	tr|A0A8C2UNL6|A0A8C2UNL6_CHILA
OG0012039	sp|Q53S58|TM177_HUMAN	tr|A0A8C2UW69|A0A8C2UW69_CHILA
OG0012040	sp|Q03112|MECOM_HUMAN	tr|A0A8C2UWH9|A0A8C2UWH9_CHILA
OG0012041	sp|Q99731|CCL19_HUMAN	tr|A0A8C2UXR8|A0A8C2UXR8_CHILA
OG0012042	sp|P25054|APC_HUMAN	tr|A0A8C2UXU7|A0A8C2UXU7_CHILA
OG0012043	sp|P35998|PRS7_HUMAN	tr|A0A8C2UZV2|A0A8C2UZV2_CHILA
OG0012044	sp|Q684P5|RPGP2_HUMAN	tr|A0A8C2UZV3|A0A8C2UZV3_CHILA
OG0012045	sp|Q8N6Y0|USBP1_HUMAN	tr|A0A8C2V1S9|A0A8C2V1S9_CHILA
OG0012046	sp|Q9H334|FOXP1_HUMAN	tr|A0A8C2V265|A0A8C2V265_CHILA
OG0012047	sp|Q86U28|ISCA2_HUMAN	tr|A0A8C2V284|A0A8C2V284_CHILA
OG0012048	sp|Q9NYY8|FAKD2_HUMAN	tr|A0A8C2V4J5|A0A8C2V4J5_CHILA
OG0012049	sp|Q5T5S1|CC183_HUMAN	tr|A0A8C2V6L6|A0A8C2V6L6_CHILA
OG0012050	sp|O15444|CCL25_HUMAN	tr|A0A8C2V6P4|A0A8C2V6P4_CHILA
