Orthogroup	Homo_sapiens	Ornithorhynchus_anatinus
OG0011090	sp|Q96RK4|BBS4_HUMAN	tr|F7DBP5|F7DBP5_ORNAN
OG0011091	sp|Q9BQ24|ZFY21_HUMAN	tr|A0A6I8NTV4|A0A6I8NTV4_ORNAN
OG0011092	sp|Q9BVC4|LST8_HUMAN	tr|F6ZTS2|F6ZTS2_ORNAN
OG0011093	sp|Q9H3Y8|PPDPF_HUMAN	tr|F6XM54|F6XM54_ORNAN
OG0011094	sp|Q9H892|TTC12_HUMAN	tr|F6TGD1|F6TGD1_ORNAN
OG0011095	sp|Q9NSY2|STAR5_HUMAN	tr|A0A6I8PCU7|A0A6I8PCU7_ORNAN
OG0011096	sp|Q9NZV6|MSRB1_HUMAN	tr|F7F773|F7F773_ORNAN
OG0011097	sp|Q9P253|VPS18_HUMAN	tr|F6PHW0|F6PHW0_ORNAN
OG0011099	sp|Q9UK97|FBX9_HUMAN	tr|F6TN74|F6TN74_ORNAN
OG0011100	sp|Q9Y342|PLLP_HUMAN	tr|F7FG77|F7FG77_ORNAN
OG0011101	sp|Q9Y3S1|WNK2_HUMAN	tr|A0A6I8NAW6|A0A6I8NAW6_ORNAN
OG0011102	sp|Q9Y4C1|KDM3A_HUMAN	tr|A0A6I8NLH0|A0A6I8NLH0_ORNAN
OG0011103	sp|O00391|QSOX1_HUMAN	tr|F7G202|F7G202_ORNAN
OG0011104	sp|O15409|FOXP2_HUMAN	tr|A0A6I8P7Z1|A0A6I8P7Z1_ORNAN
OG0011105	sp|O43264|ZW10_HUMAN	tr|F7C5Q1|F7C5Q1_ORNAN
OG0011106	sp|O43819|SCO2_HUMAN	tr|A0A6I8P3L6|A0A6I8P3L6_ORNAN
OG0011107	sp|O43913|ORC5_HUMAN	tr|A0A6I8P5P7|A0A6I8P5P7_ORNAN
OG0011108	sp|O60739|EIF1B_HUMAN	tr|A0A6I8P8W9|A0A6I8P8W9_ORNAN
OG0011109	sp|O60779|S19A2_HUMAN	tr|F6XNC5|F6XNC5_ORNAN
OG0011110	sp|O75449|KTNA1_HUMAN	tr|F7CCC9|F7CCC9_ORNAN
OG0011111	sp|O94952|FBX21_HUMAN	tr|F7FWA8|F7FWA8_ORNAN
OG0011112	sp|O95619|YETS4_HUMAN	tr|A0A6I8P5Q5|A0A6I8P5Q5_ORNAN
OG0011113	sp|P06127|CD5_HUMAN	tr|F7EXH7|F7EXH7_ORNAN
OG0011114	sp|P08514|ITA2B_HUMAN	tr|A0A6I8N409|A0A6I8N409_ORNAN
OG0011115	sp|P0C6S8|LIGO3_HUMAN	tr|F7DPG7|F7DPG7_ORNAN
OG0011116	sp|P0CG20|PRR35_HUMAN	tr|A0A6I8PKF2|A0A6I8PKF2_ORNAN
OG0011117	sp|P10242|MYB_HUMAN	tr|F7B4V1|F7B4V1_ORNAN
OG0011118	sp|P14384|CBPM_HUMAN	tr|F7CJD4|F7CJD4_ORNAN
OG0011120	sp|P43304|GPDM_HUMAN	tr|A0A6I8PS47|A0A6I8PS47_ORNAN
OG0011121	sp|P43308|SSRB_HUMAN	tr|A0A6I8MXV7|A0A6I8MXV7_ORNAN
OG0011122	sp|P50897|PPT1_HUMAN	tr|A0A6I8N7W8|A0A6I8N7W8_ORNAN
OG0011123	sp|P51530|DNA2_HUMAN	tr|A0A6I8NDF9|A0A6I8NDF9_ORNAN
OG0011124	sp|P54725|RD23A_HUMAN	tr|A0A6I8N6B5|A0A6I8N6B5_ORNAN
OG0011125	sp|P98172|EFNB1_HUMAN	tr|A0A6I8NE33|A0A6I8NE33_ORNAN
OG0011126	sp|Q0VDE8|ADIG_HUMAN	tr|A0A6I8NPN0|A0A6I8NPN0_ORNAN
OG0011127	sp|Q12772|SRBP2_HUMAN	tr|A0A6I8PBT6|A0A6I8PBT6_ORNAN
OG0011128	sp|Q15040|JOS1_HUMAN	tr|F6T9U8|F6T9U8_ORNAN
OG0011129	sp|Q15154|PCM1_HUMAN	tr|A0A6I8NGG4|A0A6I8NGG4_ORNAN
OG0011130	sp|Q2KHR3|QSER1_HUMAN	tr|A0A6I8P704|A0A6I8P704_ORNAN
OG0011131	sp|Q5JPB2|ZN831_HUMAN	tr|A0A6I8PID3|A0A6I8PID3_ORNAN
OG0011132	sp|Q66K79|CBPZ_HUMAN	tr|A0A6I8PE74|A0A6I8PE74_ORNAN
OG0011133	sp|Q6B0B8|TIGD3_HUMAN	tr|A0A6I8PFP6|A0A6I8PFP6_ORNAN
OG0011134	sp|Q6P9B9|INT5_HUMAN	tr|A0A6I8NM36|A0A6I8NM36_ORNAN
OG0011135	sp|Q6PD74|AAGAB_HUMAN	tr|A0A6I8NC26|A0A6I8NC26_ORNAN
OG0011136	sp|Q7Z6L1|TCPR1_HUMAN	tr|F6Z532|F6Z532_ORNAN
OG0011137	sp|Q86UP6|CUZD1_HUMAN	tr|F6TSK5|F6TSK5_ORNAN
OG0011138	sp|Q86UR5|RIMS1_HUMAN	tr|A0A6I8N249|A0A6I8N249_ORNAN
OG0011139	sp|Q8N2Y8|RUSC2_HUMAN	tr|A0A6I8PAG7|A0A6I8PAG7_ORNAN
OG0011140	sp|Q8NB90|SPAT5_HUMAN	tr|A0A6I8NS16|A0A6I8NS16_ORNAN
OG0011141	sp|Q8NEM2|SHCBP_HUMAN	tr|F7C5Z3|F7C5Z3_ORNAN
OG0011142	sp|Q8TCJ2|STT3B_HUMAN	tr|F7BCX6|F7BCX6_ORNAN
OG0011143	sp|Q8TD19|NEK9_HUMAN	tr|F7CNQ2|F7CNQ2_ORNAN
OG0011144	sp|Q8TDY2|RBCC1_HUMAN	tr|F7CJW6|F7CJW6_ORNAN
OG0011145	sp|Q8WXA3|RUFY2_HUMAN	tr|A0A6I8NXA2|A0A6I8NXA2_ORNAN
OG0011146	sp|Q92544|TM9S4_HUMAN	tr|A0A6I8NTA9|A0A6I8NTA9_ORNAN
OG0011147	sp|Q92615|LAR4B_HUMAN	tr|A0A6I8NKF8|A0A6I8NKF8_ORNAN
OG0011148	sp|Q96B49|TOM6_HUMAN	tr|A0A6I8NVG5|A0A6I8NVG5_ORNAN
OG0011149	sp|Q96BY9|SARAF_HUMAN	tr|A0A6I8N8A8|A0A6I8N8A8_ORNAN
OG0011150	sp|Q96CN5|LRC45_HUMAN	tr|F6TQY0|F6TQY0_ORNAN
OG0011151	sp|Q96CW1|AP2M1_HUMAN	tr|A0A6I8P6W7|A0A6I8P6W7_ORNAN
OG0011152	sp|Q96DR7|ARHGQ_HUMAN	tr|A0A6I8P404|A0A6I8P404_ORNAN
OG0011153	sp|Q96FM1|PGAP3_HUMAN	tr|A0A6I8PIC5|A0A6I8PIC5_ORNAN
OG0011154	sp|Q96K58|ZN668_HUMAN	tr|A0A6I8NJP1|A0A6I8NJP1_ORNAN
OG0011155	sp|Q96MS0|ROBO3_HUMAN	tr|A0A6I8MY22|A0A6I8MY22_ORNAN
OG0011156	sp|Q99598|TSNAX_HUMAN	tr|F7FPM5|F7FPM5_ORNAN
OG0011157	sp|Q99884|SC6A7_HUMAN	tr|F7AKG1|F7AKG1_ORNAN
OG0011158	sp|Q9H0C2|ADT4_HUMAN	tr|A0A6I8PMX4|A0A6I8PMX4_ORNAN
OG0011159	sp|Q9H3E2|SNX25_HUMAN	tr|F7DUL1|F7DUL1_ORNAN
OG0011160	sp|Q9H4D0|CSTN2_HUMAN	tr|F6PVW6|F6PVW6_ORNAN
OG0011161	sp|Q9HAV7|GRPE1_HUMAN	tr|A0A6I8NFU8|A0A6I8NFU8_ORNAN
OG0011162	sp|Q9NRA8|4ET_HUMAN	tr|F7DSD3|F7DSD3_ORNAN
OG0011163	sp|Q9NVX7|KBTB4_HUMAN	tr|F7DS79|F7DS79_ORNAN
OG0011164	sp|Q9UGP4|LIMD1_HUMAN	tr|F6WCS3|F6WCS3_ORNAN
OG0011165	sp|Q9Y5R8|TPPC1_HUMAN	tr|F6VI35|F6VI35_ORNAN
OG0011166	sp|Q9Y6Y1|CMTA1_HUMAN	tr|A0A6I8P8B7|A0A6I8P8B7_ORNAN
OG0011167	sp|A5PLN7|F149A_HUMAN	tr|A0A6I8NBE8|A0A6I8NBE8_ORNAN
OG0011168	sp|O00311|CDC7_HUMAN	tr|A0A6I8NS89|A0A6I8NS89_ORNAN
OG0011169	sp|O00422|SAP18_HUMAN	tr|F7EKL0|F7EKL0_ORNAN
OG0011170	sp|O14979|HNRDL_HUMAN	tr|F7FH44|F7FH44_ORNAN
OG0011171	sp|O43491|E41L2_HUMAN	tr|A0A6I8MXX1|A0A6I8MXX1_ORNAN
OG0011172	sp|O60759|CYTIP_HUMAN	tr|F6WTB7|F6WTB7_ORNAN
OG0011173	sp|O76075|DFFB_HUMAN	tr|F7DWB0|F7DWB0_ORNAN
OG0011174	sp|O95264|5HT3B_HUMAN	tr|F7BSJ4|F7BSJ4_ORNAN
OG0011175	sp|P07197|NFM_HUMAN	tr|A0A6I8PMU7|A0A6I8PMU7_ORNAN
OG0011176	sp|P10746|HEM4_HUMAN	tr|A0A6I8MX41|A0A6I8MX41_ORNAN
OG0011177	sp|P18621|RL17_HUMAN	tr|A0A6I8N6C3|A0A6I8N6C3_ORNAN
OG0011178	sp|P19634|SL9A1_HUMAN	tr|F6UHR1|F6UHR1_ORNAN
OG0011179	sp|P27348|1433T_HUMAN	tr|F6YUX0|F6YUX0_ORNAN
OG0011180	sp|P40200|TACT_HUMAN	tr|A0A6I8NAY4|A0A6I8NAY4_ORNAN
OG0011181	sp|P41240|CSK_HUMAN	tr|A0A6I8NUE8|A0A6I8NUE8_ORNAN
OG0011182	sp|P46094|XCR1_HUMAN	tr|A0A6I8MZJ0|A0A6I8MZJ0_ORNAN
OG0011183	sp|P48307|TFPI2_HUMAN	tr|A0A6I8N5C8|A0A6I8N5C8_ORNAN
OG0011184	sp|P49406|RM19_HUMAN	tr|F7AJR3|F7AJR3_ORNAN
OG0011185	sp|P49789|FHIT_HUMAN	tr|A0A6I8N982|A0A6I8N982_ORNAN
OG0011186	sp|P54826|GAS1_HUMAN	tr|A0A6I8P733|A0A6I8P733_ORNAN
OG0011187	sp|P55265|DSRAD_HUMAN	tr|A0A6I8N4Y9|A0A6I8N4Y9_ORNAN
OG0011188	sp|P55899|FCGRN_HUMAN	tr|A0A6I8NIU2|A0A6I8NIU2_ORNAN
OG0011189	sp|P56134|ATPK_HUMAN	tr|F6PXJ6|F6PXJ6_ORNAN
OG0011191	sp|P62166|NCS1_HUMAN	tr|F6QD98|F6QD98_ORNAN
OG0011192	sp|P78380|OLR1_HUMAN	tr|A0A6I8PI13|A0A6I8PI13_ORNAN
OG0011193	sp|Q12952|FOXL1_HUMAN	tr|A0A6I8P0T9|A0A6I8P0T9_ORNAN
OG0011194	sp|Q13155|AIMP2_HUMAN	tr|A0A6I8PC35|A0A6I8PC35_ORNAN
OG0011195	sp|Q13477|MADCA_HUMAN	tr|A0A6I8N3P9|A0A6I8N3P9_ORNAN
OG0011196	sp|Q13797|ITA9_HUMAN	tr|F6YI42|F6YI42_ORNAN
OG0011197	sp|Q15735|PI5PA_HUMAN	tr|F6YVK8|F6YVK8_ORNAN
OG0011198	sp|Q16864|VATF_HUMAN	tr|F7A4J6|F7A4J6_ORNAN
OG0011199	sp|Q3SXM5|HSDL1_HUMAN	tr|A0A6I8PBV0|A0A6I8PBV0_ORNAN
OG0011200	sp|Q6AI08|HEAT6_HUMAN	tr|F6PV00|F6PV00_ORNAN
OG0011201	sp|Q6P1K1|HRG1_HUMAN	tr|A0A6I8P1Y1|A0A6I8P1Y1_ORNAN
OG0011202	sp|Q6UXI7|VITRN_HUMAN	tr|F6Z4J8|F6Z4J8_ORNAN
OG0011203	sp|Q7L5D6|GET4_HUMAN	tr|A0A6I8NX91|A0A6I8NX91_ORNAN
OG0011204	sp|Q7Z6G8|ANS1B_HUMAN	tr|A0A6I8MXT0|A0A6I8MXT0_ORNAN
OG0011205	sp|Q86Y78|LYPD6_HUMAN	tr|A0A6I8NPC1|A0A6I8NPC1_ORNAN
OG0011206	sp|Q8IWT6|LRC8A_HUMAN	tr|F7E9Z4|F7E9Z4_ORNAN
OG0011207	sp|Q8N163|CCAR2_HUMAN	tr|A0A6I8NR65|A0A6I8NR65_ORNAN
OG0011208	sp|Q8N394|TMTC2_HUMAN	tr|A0A6I8P9M8|A0A6I8P9M8_ORNAN
OG0011209	sp|Q8N5I3|KCNRG_HUMAN	tr|F6W624|F6W624_ORNAN
OG0011210	sp|Q8NCT1|ARRD4_HUMAN	tr|A0A6I8PE91|A0A6I8PE91_ORNAN
OG0011211	sp|Q8NE79|POPD1_HUMAN	tr|A0A6I8MZZ5|A0A6I8MZZ5_ORNAN
OG0011212	sp|Q8TAP4|LMO3_HUMAN	tr|A0A6I8NW61|A0A6I8NW61_ORNAN
OG0011213	sp|Q92565|RPGF5_HUMAN	tr|A0A6I8P1I5|A0A6I8P1I5_ORNAN
OG0011214	sp|Q93038|TNR25_HUMAN	tr|F7CCK5|F7CCK5_ORNAN
OG0011215	sp|Q969S3|ZN622_HUMAN	tr|F7ESX1|F7ESX1_ORNAN
OG0011216	sp|Q99983|OMD_HUMAN	tr|F6X302|F6X302_ORNAN
OG0011217	sp|Q99996|AKAP9_HUMAN	tr|A0A6I8PEN3|A0A6I8PEN3_ORNAN
OG0011218	sp|Q9BRS2|RIOK1_HUMAN	tr|F7DJ54|F7DJ54_ORNAN
OG0011219	sp|Q9BY44|EIF2A_HUMAN	tr|A0A6I8NU95|A0A6I8NU95_ORNAN
OG0011220	sp|Q9H0T7|RAB17_HUMAN	tr|F6U0I6|F6U0I6_ORNAN
OG0011221	sp|Q9P266|JCAD_HUMAN	tr|A0A6I8NDT5|A0A6I8NDT5_ORNAN
OG0011222	sp|Q9P272|TRM9B_HUMAN	tr|F7ALK5|F7ALK5_ORNAN
OG0011223	sp|Q9P2A4|ABI3_HUMAN	tr|A0A6I8NU81|A0A6I8NU81_ORNAN
OG0011224	sp|Q9P2S5|WRP73_HUMAN	tr|A0A6I8N763|A0A6I8N763_ORNAN
OG0011225	sp|Q9UBS0|KS6B2_HUMAN	tr|A0A6I8NMY5|A0A6I8NMY5_ORNAN
OG0011226	sp|Q9UEU0|VTI1B_HUMAN	tr|A0A6I8N0A8|A0A6I8N0A8_ORNAN
OG0011227	sp|Q9UIK5|TEFF2_HUMAN	tr|A0A6I8NNL1|A0A6I8NNL1_ORNAN
OG0011228	sp|Q9ULK4|MED23_HUMAN	tr|F6SK90|F6SK90_ORNAN
OG0011229	sp|Q9Y5Q8|TF3C5_HUMAN	tr|A0A6I8NE18|A0A6I8NE18_ORNAN
OG0011230	sp|Q9Y624|JAM1_HUMAN	tr|A0A6I8NNJ7|A0A6I8NNJ7_ORNAN
OG0011231	sp|A6NFN9|ANKUB_HUMAN	tr|K7EAE8|K7EAE8_ORNAN
OG0011232	sp|O43396|TXNL1_HUMAN	tr|F7F0K2|F7F0K2_ORNAN
OG0011233	sp|O75521|ECI2_HUMAN	tr|A0A6I8PEF1|A0A6I8PEF1_ORNAN
OG0011234	sp|O94880|PHF14_HUMAN	tr|A0A6I8NFS7|A0A6I8NFS7_ORNAN
OG0011235	sp|O94972|TRI37_HUMAN	tr|F6XKI1|F6XKI1_ORNAN
OG0011236	sp|P00414|COX3_HUMAN	sp|Q36455|COX3_ORNAN
OG0011237	sp|P06280|AGAL_HUMAN	tr|F7BKN6|F7BKN6_ORNAN
OG0011238	sp|P24557|THAS_HUMAN	tr|F6PJ97|F6PJ97_ORNAN
OG0011239	sp|P26006|ITA3_HUMAN	tr|F7EW96|F7EW96_ORNAN
OG0011240	sp|P35250|RFC2_HUMAN	tr|F6W3L5|F6W3L5_ORNAN
OG0011241	sp|P36406|TRI23_HUMAN	tr|A0A6I8NCB3|A0A6I8NCB3_ORNAN
OG0011242	sp|P41279|M3K8_HUMAN	tr|F6QKJ0|F6QKJ0_ORNAN
OG0011243	sp|P49006|MRP_HUMAN	tr|A0A6I8NEP5|A0A6I8NEP5_ORNAN
OG0011244	sp|P54098|DPOG1_HUMAN	tr|F7EM04|F7EM04_ORNAN
OG0011245	sp|P54289|CA2D1_HUMAN	tr|A0A6I8PGU1|A0A6I8PGU1_ORNAN
OG0011246	sp|P54829|PTN5_HUMAN	tr|A0A6I8NSW5|A0A6I8NSW5_ORNAN
OG0011247	sp|Q00722|PLCB2_HUMAN	tr|A0A6I8NK18|A0A6I8NK18_ORNAN
OG0011248	sp|Q13202|DUS8_HUMAN	tr|A0A6I8NLD1|A0A6I8NLD1_ORNAN
OG0011249	sp|Q13421|MSLN_HUMAN	tr|A0A6I8P8L9|A0A6I8P8L9_ORNAN
OG0011250	sp|Q13740|CD166_HUMAN	tr|A0A6I8PFL5|A0A6I8PFL5_ORNAN
OG0011251	sp|Q14147|DHX34_HUMAN	tr|A0A6I8NG87|A0A6I8NG87_ORNAN
OG0011252	sp|Q15181|IPYR_HUMAN	tr|A0A6I8NYI8|A0A6I8NYI8_ORNAN
OG0011253	sp|Q16585|SGCB_HUMAN	tr|F7EW91|F7EW91_ORNAN
OG0011254	sp|Q5GFL6|VWA2_HUMAN	tr|F7G7J7|F7G7J7_ORNAN
OG0011255	sp|Q5M8T2|S35D3_HUMAN	tr|F6VJL4|F6VJL4_ORNAN
OG0011256	sp|Q69YI7|NAIF1_HUMAN	tr|A0A6I8NU89|A0A6I8NU89_ORNAN
OG0011257	sp|Q6ZUM4|RHG27_HUMAN	tr|A0A6I8P4V1|A0A6I8P4V1_ORNAN
OG0011258	sp|Q6ZV73|FGD6_HUMAN	tr|F6Q531|F6Q531_ORNAN
OG0011259	sp|Q86UT5|NHRF4_HUMAN	tr|F7FP93|F7FP93_ORNAN
OG0011260	sp|Q86WT6|TRI69_HUMAN	tr|A0A6I8NZK1|A0A6I8NZK1_ORNAN
OG0011261	sp|Q86YS7|C2CD5_HUMAN	tr|A0A6I8PF55|A0A6I8PF55_ORNAN
OG0011262	sp|Q8N1A0|KT222_HUMAN	tr|F6TH03|F6TH03_ORNAN
OG0011263	sp|Q8N309|LRC43_HUMAN	tr|A0A6I8PBK1|A0A6I8PBK1_ORNAN
OG0011264	sp|Q8N5R6|CCD33_HUMAN	tr|A0A6I8NWF7|A0A6I8NWF7_ORNAN
OG0011265	sp|Q8N6S5|AR6P6_HUMAN	tr|A0A6I8P2I5|A0A6I8P2I5_ORNAN
OG0011266	sp|Q8TAT6|NPL4_HUMAN	tr|F6U6C4|F6U6C4_ORNAN
OG0011267	sp|Q8WZ64|ARAP2_HUMAN	tr|F6SJ31|F6SJ31_ORNAN
OG0011268	sp|Q969G5|CAVN3_HUMAN	tr|A0A6I8P6J6|A0A6I8P6J6_ORNAN
OG0011269	sp|Q96EZ8|MCRS1_HUMAN	tr|A0A6I8NZG7|A0A6I8NZG7_ORNAN
OG0011270	sp|Q96FJ2|DYL2_HUMAN	tr|A0A6I8PHH7|A0A6I8PHH7_ORNAN
OG0011271	sp|Q96G75|RMD5B_HUMAN	tr|A0A6I8NGH3|A0A6I8NGH3_ORNAN
OG0011272	sp|Q96J42|TXD15_HUMAN	tr|A0A6I8NF81|A0A6I8NF81_ORNAN
OG0011273	sp|Q96KM6|Z512B_HUMAN	tr|F7FMA8|F7FMA8_ORNAN
OG0011274	sp|Q96LK0|CEP19_HUMAN	tr|A0A6I8MYC8|A0A6I8MYC8_ORNAN
OG0011275	sp|Q99504|EYA3_HUMAN	tr|F7DYS9|F7DYS9_ORNAN
OG0011276	sp|Q99759|M3K3_HUMAN	tr|A0A6I8NQA1|A0A6I8NQA1_ORNAN
OG0011277	sp|Q99959|PKP2_HUMAN	tr|A0A6I8N3M8|A0A6I8N3M8_ORNAN
OG0011278	sp|Q9BSK2|S2533_HUMAN	tr|F7EMQ9|F7EMQ9_ORNAN
OG0011279	sp|Q9NP78|ABCB9_HUMAN	tr|F7F0N2|F7F0N2_ORNAN
OG0011280	sp|Q9NS85|CAH10_HUMAN	tr|F7BCT4|F7BCT4_ORNAN
OG0011281	sp|Q9NWZ5|UCKL1_HUMAN	tr|F7EA21|F7EA21_ORNAN
OG0011282	sp|Q9P2K3|RCOR3_HUMAN	tr|F7CD12|F7CD12_ORNAN
OG0011283	sp|Q9UJA5|TRM6_HUMAN	tr|F6WQ55|F6WQ55_ORNAN
OG0011284	sp|Q9UJU6|DBNL_HUMAN	tr|F7F3W7|F7F3W7_ORNAN
OG0011285	sp|Q9UPE1|SRPK3_HUMAN	tr|F6Q5I1|F6Q5I1_ORNAN
OG0011286	sp|Q9Y2Q3|GSTK1_HUMAN	tr|A0A6I8P9I1|A0A6I8P9I1_ORNAN
OG0011287	sp|Q9Y484|WIPI4_HUMAN	tr|A0A6I8NQG0|A0A6I8NQG0_ORNAN
OG0011288	sp|A6PVY3|F177B_HUMAN	tr|F7BS11|F7BS11_ORNAN
OG0011289	sp|H3BTG2|TEX46_HUMAN	tr|K7E6W5|K7E6W5_ORNAN
OG0011290	sp|O14613|BORG1_HUMAN	tr|A0A6I8P9Q5|A0A6I8P9Q5_ORNAN
OG0011291	sp|O43242|PSMD3_HUMAN	tr|A0A6I8NLH7|A0A6I8NLH7_ORNAN
OG0011292	sp|O43316|PAX4_HUMAN	tr|F6PL25|F6PL25_ORNAN
OG0011293	sp|O43657|TSN6_HUMAN	tr|A0A6I8N7N3|A0A6I8N7N3_ORNAN
OG0011294	sp|O75368|SH3L1_HUMAN	tr|F7FLU2|F7FLU2_ORNAN
OG0011295	sp|O75629|CREG1_HUMAN	tr|A0A6I8NRS8|A0A6I8NRS8_ORNAN
OG0011296	sp|O94989|ARHGF_HUMAN	tr|A0A6I8NAC3|A0A6I8NAC3_ORNAN
OG0011297	sp|P08910|ABHD2_HUMAN	tr|F6Z8L9|F6Z8L9_ORNAN
OG0011298	sp|P16220|CREB1_HUMAN	tr|F7CKT6|F7CKT6_ORNAN
OG0011299	sp|P17568|NDUB7_HUMAN	tr|A0A6I8NCV5|A0A6I8NCV5_ORNAN
OG0011300	sp|P19338|NUCL_HUMAN	tr|F6Z6I2|F6Z6I2_ORNAN
OG0011301	sp|P46952|3HAO_HUMAN	tr|A0A6I8NW26|A0A6I8NW26_ORNAN
OG0011302	sp|P48378|RFX2_HUMAN	tr|F6V004|F6V004_ORNAN
OG0011303	sp|P49815|TSC2_HUMAN	tr|A0A6I8N993|A0A6I8N993_ORNAN
OG0011304	sp|P53634|CATC_HUMAN	tr|A0A6I8NH77|A0A6I8NH77_ORNAN
OG0011305	sp|P59910|DJB13_HUMAN	tr|A0A6I8PE19|A0A6I8PE19_ORNAN
OG0011306	sp|P59998|ARPC4_HUMAN	tr|A0A6I8NS65|A0A6I8NS65_ORNAN
OG0011307	sp|Q12815|TROAP_HUMAN	tr|F6TCU8|F6TCU8_ORNAN
OG0011308	sp|Q15011|HERP1_HUMAN	tr|F7F979|F7F979_ORNAN
OG0011309	sp|Q16832|DDR2_HUMAN	tr|A0A6I8NHG0|A0A6I8NHG0_ORNAN
OG0011310	sp|Q5TID7|CC181_HUMAN	tr|A0A6I8N8B9|A0A6I8N8B9_ORNAN
OG0011311	sp|Q86T90|K1328_HUMAN	tr|F6SS79|F6SS79_ORNAN
OG0011312	sp|Q86TB9|PATL1_HUMAN	tr|A0A6I8NKB7|A0A6I8NKB7_ORNAN
OG0011313	sp|Q8IVI9|NOSTN_HUMAN	tr|F6XKZ4|F6XKZ4_ORNAN
OG0011314	sp|Q8IVV7|GID4_HUMAN	tr|A0A6I8P9H5|A0A6I8P9H5_ORNAN
OG0011315	sp|Q8IWA0|WDR75_HUMAN	tr|A0A6I8P0K6|A0A6I8P0K6_ORNAN
OG0011316	sp|Q8IX12|CCAR1_HUMAN	tr|A0A6I8P122|A0A6I8P122_ORNAN
OG0011317	sp|Q8IZS5|OFCC1_HUMAN	tr|A0A6I8NSV9|A0A6I8NSV9_ORNAN
OG0011318	sp|Q8N3X6|LCORL_HUMAN	tr|A0A6I8PFE4|A0A6I8PFE4_ORNAN
OG0011319	sp|Q8N584|TT39C_HUMAN	tr|F6U502|F6U502_ORNAN
OG0011320	sp|Q8N6M9|ZFN2A_HUMAN	tr|F6V232|F6V232_ORNAN
OG0011321	sp|Q8NCA5|FA98A_HUMAN	tr|A0A6I8NV65|A0A6I8NV65_ORNAN
OG0011322	sp|Q8TBE3|FNDC9_HUMAN	tr|A0A6I8PJI8|A0A6I8PJI8_ORNAN
OG0011323	sp|Q8WV15|T255B_HUMAN	tr|A0A6I8N1J1|A0A6I8N1J1_ORNAN
OG0011324	sp|Q96DM3|RMC1_HUMAN	tr|A0A6I8NFP2|A0A6I8NFP2_ORNAN
OG0011325	sp|Q96IC2|REXO5_HUMAN	tr|F6Q5D5|F6Q5D5_ORNAN
OG0011326	sp|Q96LD8|SENP8_HUMAN	tr|F6UNY2|F6UNY2_ORNAN
OG0011327	sp|Q96M20|CNBD2_HUMAN	tr|F6QFP9|F6QFP9_ORNAN
OG0011328	sp|Q99490|AGAP2_HUMAN	tr|A0A6I8P1F4|A0A6I8P1F4_ORNAN
OG0011329	sp|Q99767|APBA2_HUMAN	tr|F7AAW9|F7AAW9_ORNAN
OG0011330	sp|Q9BRV3|SWET1_HUMAN	tr|A0A6I8MY67|A0A6I8MY67_ORNAN
OG0011331	sp|Q9BXL6|CAR14_HUMAN	tr|F6XA67|F6XA67_ORNAN
OG0011332	sp|Q9H0U6|RM18_HUMAN	tr|A0A6I8N097|A0A6I8N097_ORNAN
OG0011333	sp|Q9H0X6|RN208_HUMAN	tr|A0A6I8NAJ8|A0A6I8NAJ8_ORNAN
OG0011334	sp|Q9H330|TM245_HUMAN	tr|A0A6I8NA82|A0A6I8NA82_ORNAN
OG0011335	sp|Q9H6Q3|SLAP2_HUMAN	tr|A0A6I8NSU4|A0A6I8NSU4_ORNAN
OG0011336	sp|Q9HAU5|RENT2_HUMAN	tr|F6UDS2|F6UDS2_ORNAN
OG0011337	sp|Q9NPC4|A4GAT_HUMAN	tr|F7G2L0|F7G2L0_ORNAN
OG0011338	sp|Q9NQW7|XPP1_HUMAN	tr|F7F0U8|F7F0U8_ORNAN
OG0011339	sp|Q9NR77|PXMP2_HUMAN	tr|F6ZG20|F6ZG20_ORNAN
OG0011340	sp|Q9NWB7|IFT57_HUMAN	tr|F6QKV6|F6QKV6_ORNAN
OG0011341	sp|Q9NWC5|TM45A_HUMAN	tr|A0A6I8P1K5|A0A6I8P1K5_ORNAN
OG0011342	sp|Q9UGY1|NOL12_HUMAN	tr|A0A6I8NST9|A0A6I8NST9_ORNAN
OG0011343	sp|Q9UKL3|C8AP2_HUMAN	tr|A0A6I8NRY4|A0A6I8NRY4_ORNAN
OG0011344	sp|Q9Y5K6|CD2AP_HUMAN	tr|F6XP42|F6XP42_ORNAN
OG0011345	sp|Q9Y6K1|DNM3A_HUMAN	tr|A0A6I8N976|A0A6I8N976_ORNAN
OG0011346	sp|A6NJV1|F166C_HUMAN	tr|F7CVB6|F7CVB6_ORNAN
OG0011347	sp|O00526|UPK2_HUMAN	tr|A0A6I8N7N9|A0A6I8N7N9_ORNAN
OG0011348	sp|O14530|TXND9_HUMAN	tr|F7CKA4|F7CKA4_ORNAN
OG0011349	sp|O15492|RGS16_HUMAN	tr|F6XK67|F6XK67_ORNAN
OG0011350	sp|O43808|PM34_HUMAN	tr|A0A6I8PKB5|A0A6I8PKB5_ORNAN
OG0011351	sp|O60663|LMX1B_HUMAN	tr|A0A6I8PG34|A0A6I8PG34_ORNAN
OG0011352	sp|O75844|FACE1_HUMAN	tr|F6U411|F6U411_ORNAN
OG0011353	sp|O75879|GATB_HUMAN	tr|F6Q3L3|F6Q3L3_ORNAN
OG0011354	sp|O95452|CXB6_HUMAN	tr|F7ETX8|F7ETX8_ORNAN
