Orthogroup	Homo_sapiens	Phascolarctos_cinereus
OG0014402	sp|Q0D2K0|NIPA4_HUMAN	tr|A0A6P5J7I2|A0A6P5J7I2_PHACI
OG0014403	sp|Q13867|BLMH_HUMAN	tr|A0A6P5I9K3|A0A6P5I9K3_PHACI
OG0014404	sp|Q14934|NFAC4_HUMAN	tr|A0A6P5J8X3|A0A6P5J8X3_PHACI
OG0014405	sp|Q16538|GP162_HUMAN	tr|A0A6P5KZA2|A0A6P5KZA2_PHACI
OG0014406	sp|Q53H80|AKIR2_HUMAN	tr|A0A6P5JLA7|A0A6P5JLA7_PHACI
OG0014407	sp|Q6PEY1|TMM88_HUMAN	tr|A0A6P5IM20|A0A6P5IM20_PHACI
OG0014408	sp|Q6PJP8|DCR1A_HUMAN	tr|A0A6P5KFF9|A0A6P5KFF9_PHACI
OG0014409	sp|Q6ZUX3|TGRM2_HUMAN	tr|A0A6P5K4J8|A0A6P5K4J8_PHACI
OG0014410	sp|Q7Z3H0|PANKY_HUMAN	tr|A0A6P5IJ13|A0A6P5IJ13_PHACI
OG0014411	sp|Q86WA8|LONP2_HUMAN	tr|A0A6P5K809|A0A6P5K809_PHACI
OG0014412	sp|Q86XR2|NIBA3_HUMAN	tr|A0A6P5KXM5|A0A6P5KXM5_PHACI
OG0014413	sp|Q8N122|RPTOR_HUMAN	tr|A0A6P5LEC4|A0A6P5LEC4_PHACI
OG0014414	sp|Q8N6M6|AMPO_HUMAN	tr|A0A6P5IYW1|A0A6P5IYW1_PHACI
OG0014415	sp|Q8N9C0|IGS22_HUMAN	tr|A0A6P5LVJ6|A0A6P5LVJ6_PHACI
OG0014416	sp|Q8NEG7|DEN6B_HUMAN	tr|A0A6P5K096|A0A6P5K096_PHACI
OG0014417	sp|Q8TAV0|FA76A_HUMAN	tr|A0A6P5K1S9|A0A6P5K1S9_PHACI
OG0014418	sp|Q8TBJ5|FEZF2_HUMAN	tr|A0A6P5JCS2|A0A6P5JCS2_PHACI
OG0014419	sp|Q8TC20|CAGE1_HUMAN	tr|A0A6P5M4A6|A0A6P5M4A6_PHACI
OG0014420	sp|Q8WUY9|DEP1B_HUMAN	tr|A0A6P5LWL5|A0A6P5LWL5_PHACI
OG0014421	sp|Q92731|ESR2_HUMAN	tr|A0A6P5KCA3|A0A6P5KCA3_PHACI
OG0014422	sp|Q92752|TENR_HUMAN	tr|A0A6P5J564|A0A6P5J564_PHACI
OG0014423	sp|Q96AH8|RAB7B_HUMAN	tr|A0A6P5LN48|A0A6P5LN48_PHACI
OG0014424	sp|Q96BA8|CR3L1_HUMAN	tr|A0A6P5M6J2|A0A6P5M6J2_PHACI
OG0014425	sp|Q96QK1|VPS35_HUMAN	tr|A0A6P5K767|A0A6P5K767_PHACI
OG0014426	sp|Q99674|CGRE1_HUMAN	tr|A0A6P5K3D2|A0A6P5K3D2_PHACI
OG0014427	sp|Q9BTE7|DCNL5_HUMAN	tr|A0A6P5L0J7|A0A6P5L0J7_PHACI
OG0014428	sp|Q9BYC9|RM20_HUMAN	tr|A0A6P5JLI8|A0A6P5JLI8_PHACI
OG0014429	sp|Q9H2U1|DHX36_HUMAN	tr|A0A6P5KG56|A0A6P5KG56_PHACI
OG0014430	sp|Q9HA47|UCK1_HUMAN	tr|A0A6P5J722|A0A6P5J722_PHACI
OG0014431	sp|Q9HBA0|TRPV4_HUMAN	tr|A0A6P5JN83|A0A6P5JN83_PHACI
OG0014432	sp|Q9HCM1|RESF1_HUMAN	tr|A0A6P5JDG1|A0A6P5JDG1_PHACI
OG0014433	sp|Q9NPC3|CIP1_HUMAN	tr|A0A6P5JXX4|A0A6P5JXX4_PHACI
OG0014434	sp|Q9NPH0|PPA6_HUMAN	tr|A0A6P5LLF5|A0A6P5LLF5_PHACI
OG0014435	sp|Q9NX01|TXN4B_HUMAN	tr|A0A6P5IKA7|A0A6P5IKA7_PHACI
OG0014436	sp|Q9NX40|OCAD1_HUMAN	tr|A0A6P5KJZ7|A0A6P5KJZ7_PHACI
OG0014437	sp|Q9P227|RHG23_HUMAN	tr|A0A6P5L494|A0A6P5L494_PHACI
OG0014438	sp|Q9P2X0|DPM3_HUMAN	tr|A0A6P5KQA3|A0A6P5KQA3_PHACI
OG0014439	sp|Q9UBX5|FBLN5_HUMAN	tr|A0A6P5LUH5|A0A6P5LUH5_PHACI
OG0014440	sp|Q9UBY9|HSPB7_HUMAN	tr|A0A6P5J3B9|A0A6P5J3B9_PHACI
OG0014441	sp|Q9UER7|DAXX_HUMAN	tr|A0A6P5LEN6|A0A6P5LEN6_PHACI
OG0014442	sp|Q9UHN1|DPOG2_HUMAN	tr|A0A6P5LDW1|A0A6P5LDW1_PHACI
OG0014443	sp|Q9UN36|NDRG2_HUMAN	tr|A0A6P5LLB0|A0A6P5LLB0_PHACI
OG0014444	sp|Q9UPU5|UBP24_HUMAN	tr|A0A6P5JED5|A0A6P5JED5_PHACI
OG0014445	sp|A1L0T0|HACL2_HUMAN	tr|A0A6P5J226|A0A6P5J226_PHACI
OG0014446	sp|A6NKP2|D42E2_HUMAN	tr|A0A6P5IR16|A0A6P5IR16_PHACI
OG0014447	sp|O14653|GOSR2_HUMAN	tr|A0A6P5L635|A0A6P5L635_PHACI
OG0014448	sp|O75864|PPR37_HUMAN	tr|A0A6P5LU94|A0A6P5LU94_PHACI
OG0014449	sp|P01266|THYG_HUMAN	tr|A0A6P5L5C9|A0A6P5L5C9_PHACI
OG0014450	sp|P07225|PROS_HUMAN	tr|A0A6P5J8M4|A0A6P5J8M4_PHACI
OG0014451	sp|P08708|RS17_HUMAN	tr|A0A6P5L7J4|A0A6P5L7J4_PHACI
OG0014452	sp|P29218|IMPA1_HUMAN	tr|A0A6P5KZI5|A0A6P5KZI5_PHACI
OG0014453	sp|P30622|CLIP1_HUMAN	tr|A0A6P5IY12|A0A6P5IY12_PHACI
OG0014454	sp|P32004|L1CAM_HUMAN	tr|A0A6P5JPG7|A0A6P5JPG7_PHACI
OG0014455	sp|P33241|LSP1_HUMAN	tr|A0A6P5IWE6|A0A6P5IWE6_PHACI
OG0014456	sp|P40939|ECHA_HUMAN	tr|A0A6P5K3G2|A0A6P5K3G2_PHACI
OG0014457	sp|P41219|PERI_HUMAN	tr|A0A6P5IJ18|A0A6P5IJ18_PHACI
OG0014458	sp|P46778|RL21_HUMAN	tr|A0A6P5LB40|A0A6P5LB40_PHACI
OG0014459	sp|P52435|RPB11_HUMAN	tr|A0A6P5LYW8|A0A6P5LYW8_PHACI
OG0014460	sp|P55107|GDF10_HUMAN	tr|A0A6P5L312|A0A6P5L312_PHACI
OG0014461	sp|P57723|PCBP4_HUMAN	tr|A0A6P5L9H5|A0A6P5L9H5_PHACI
OG0014462	sp|Q03052|PO3F1_HUMAN	tr|A0A6P5K2H0|A0A6P5K2H0_PHACI
OG0014463	sp|Q12891|HYAL2_HUMAN	tr|A0A6P5LDY4|A0A6P5LDY4_PHACI
OG0014464	sp|Q13496|MTM1_HUMAN	tr|A0A6P5JBG4|A0A6P5JBG4_PHACI
OG0014465	sp|Q15404|RSU1_HUMAN	tr|A0A6P5IUA5|A0A6P5IUA5_PHACI
OG0014466	sp|Q15699|ALX1_HUMAN	tr|A0A6P5KV85|A0A6P5KV85_PHACI
OG0014467	sp|Q2M389|WASC4_HUMAN	tr|A0A6P5JZ42|A0A6P5JZ42_PHACI
OG0014468	sp|Q56P03|EAPP_HUMAN	tr|A0A6P5LT44|A0A6P5LT44_PHACI
OG0014469	sp|Q5W0A0|ERI6B_HUMAN	tr|A0A6P5IXW8|A0A6P5IXW8_PHACI
OG0014470	sp|Q6NVV3|NIPA3_HUMAN	tr|A0A6P5KKM9|A0A6P5KKM9_PHACI
OG0014471	sp|Q6TCH4|PAQR6_HUMAN	tr|A0A6P5KQN2|A0A6P5KQN2_PHACI
OG0014472	sp|Q6UWE3|COLL2_HUMAN	tr|A0A6P5LHZ2|A0A6P5LHZ2_PHACI
OG0014473	sp|Q6ZUS6|CC149_HUMAN	tr|A0A6P5KQW1|A0A6P5KQW1_PHACI
OG0014474	sp|Q7L4P6|BEND5_HUMAN	tr|A0A6P5KFC3|A0A6P5KFC3_PHACI
OG0014475	sp|Q7RTU1|TCF23_HUMAN	tr|A0A6P5K2P5|A0A6P5K2P5_PHACI
OG0014476	sp|Q7Z3J2|VP35L_HUMAN	tr|A0A6P5IFZ4|A0A6P5IFZ4_PHACI
OG0014477	sp|Q86TB3|ALPK2_HUMAN	tr|A0A6P5KYM7|A0A6P5KYM7_PHACI
OG0014478	sp|Q86WC6|PPR27_HUMAN	tr|A0A6P5LLB3|A0A6P5LLB3_PHACI
OG0014479	sp|Q86XF7|ZN575_HUMAN	tr|A0A6P5LT71|A0A6P5LT71_PHACI
OG0014480	sp|Q8N7F7|UBL4B_HUMAN	tr|A0A6P5LEM6|A0A6P5LEM6_PHACI
OG0014481	sp|Q8ND24|RN214_HUMAN	tr|A0A6P5KI67|A0A6P5KI67_PHACI
OG0014482	sp|Q8WZ75|ROBO4_HUMAN	tr|A0A6P5LEB1|A0A6P5LEB1_PHACI
OG0014483	sp|Q92186|SIA8B_HUMAN	tr|A0A6P5IN11|A0A6P5IN11_PHACI
OG0014484	sp|Q99570|PI3R4_HUMAN	tr|A0A6P5KD27|A0A6P5KD27_PHACI
OG0014485	sp|Q9BPZ7|SIN1_HUMAN	tr|A0A6P5IMG2|A0A6P5IMG2_PHACI
OG0014486	sp|Q9BWX1|PHF7_HUMAN	tr|A0A6P5IYQ7|A0A6P5IYQ7_PHACI
OG0014487	sp|Q9C004|SPY4_HUMAN	tr|A0A6P5LQV4|A0A6P5LQV4_PHACI
OG0014488	sp|Q9GZT8|NIF3L_HUMAN	tr|A0A6P5J633|A0A6P5J633_PHACI
OG0014489	sp|Q9H161|ALX4_HUMAN	tr|A0A6P5M6K7|A0A6P5M6K7_PHACI
OG0014490	sp|Q9H3N8|HRH4_HUMAN	tr|A0A6P5IQP2|A0A6P5IQP2_PHACI
OG0014491	sp|Q9H7F0|AT133_HUMAN	tr|A0A6P5IE51|A0A6P5IE51_PHACI
OG0014492	sp|Q9H9S5|FKRP_HUMAN	tr|A0A6P5JLC8|A0A6P5JLC8_PHACI
OG0014493	sp|Q9HCS5|E41LA_HUMAN	tr|A0A6P5M9K0|A0A6P5M9K0_PHACI
OG0014494	sp|Q9NQ89|CL004_HUMAN	tr|A0A6P5LFH8|A0A6P5LFH8_PHACI
OG0014495	sp|Q9NR09|BIRC6_HUMAN	tr|A0A6P5J0V7|A0A6P5J0V7_PHACI
OG0014496	sp|Q9NRX6|KISHB_HUMAN	tr|A0A6P5LK89|A0A6P5LK89_PHACI
OG0014497	sp|Q9NWT6|HIF1N_HUMAN	tr|A0A6P5IJK9|A0A6P5IJK9_PHACI
OG0014498	sp|Q9P0S3|ORML1_HUMAN	tr|A0A6P5L0N3|A0A6P5L0N3_PHACI
OG0014499	sp|Q9UIU6|SIX4_HUMAN	tr|A0A6P5K9G7|A0A6P5K9G7_PHACI
OG0014500	sp|Q9ULC3|RAB23_HUMAN	tr|A0A6P5LCV4|A0A6P5LCV4_PHACI
OG0014501	sp|Q9Y3D0|CIA2B_HUMAN	tr|A0A6P5KKW1|A0A6P5KKW1_PHACI
OG0014502	sp|Q9Y3D7|TIM16_HUMAN	tr|A0A6P5L6F3|A0A6P5L6F3_PHACI
OG0014503	sp|Q9Y6S9|RPKL1_HUMAN	tr|A0A6P5KBI8|A0A6P5KBI8_PHACI
OG0014504	sp|Q9Y6W6|DUS10_HUMAN	tr|A0A6P5JY52|A0A6P5JY52_PHACI
OG0014505	sp|O43474|KLF4_HUMAN	tr|A0A6P5LHV1|A0A6P5LHV1_PHACI
OG0014506	sp|O94768|ST17B_HUMAN	tr|A0A6P5KU05|A0A6P5KU05_PHACI
OG0014507	sp|O95295|SNAPN_HUMAN	tr|A0A6P5KNX3|A0A6P5KNX3_PHACI
OG0014508	sp|P04234|CD3D_HUMAN	tr|A0A6P5K647|A0A6P5K647_PHACI
OG0014509	sp|P05549|AP2A_HUMAN	tr|A0A6P5M6R0|A0A6P5M6R0_PHACI
OG0014510	sp|P08697|A2AP_HUMAN	tr|A0A6P5M2H0|A0A6P5M2H0_PHACI
OG0014511	sp|P09917|LOX5_HUMAN	tr|A0A6P5L3C7|A0A6P5L3C7_PHACI
OG0014512	sp|P26885|FKBP2_HUMAN	tr|A0A6P5IY77|A0A6P5IY77_PHACI
OG0014513	sp|P61978|HNRPK_HUMAN	tr|A0A6P5INJ8|A0A6P5INJ8_PHACI
OG0014514	sp|P80108|PHLD_HUMAN	tr|A0A6P5KCL6|A0A6P5KCL6_PHACI
OG0014515	sp|P84103|SRSF3_HUMAN	tr|A0A6P5LA22|A0A6P5LA22_PHACI
OG0014516	sp|Q12805|FBLN3_HUMAN	tr|A0A6P5L8M4|A0A6P5L8M4_PHACI
OG0014517	sp|Q13352|CENPR_HUMAN	tr|A0A6P5KSQ8|A0A6P5KSQ8_PHACI
OG0014518	sp|Q15124|PGM5_HUMAN	tr|A0A6P5LIA4|A0A6P5LIA4_PHACI
OG0014519	sp|Q16518|RPE65_HUMAN	tr|A0A6P5KUI8|A0A6P5KUI8_PHACI
OG0014520	sp|Q3ZCW2|LEGL_HUMAN	tr|A0A6P5K820|A0A6P5K820_PHACI
OG0014521	sp|Q5SQH8|CF136_HUMAN	tr|A0A6P5J964|A0A6P5J964_PHACI
OG0014522	sp|Q6ZU45|CL20A_HUMAN	tr|A0A6P5K4K8|A0A6P5K4K8_PHACI
OG0014523	sp|Q7Z7M0|MEGF8_HUMAN	tr|A0A6P5LL50|A0A6P5LL50_PHACI
OG0014524	sp|Q86U10|LPP60_HUMAN	tr|A0A6P5J0P7|A0A6P5J0P7_PHACI
OG0014525	sp|Q86YS3|RFIP4_HUMAN	tr|A0A6P5ICN6|A0A6P5ICN6_PHACI
OG0014526	sp|Q8N264|RHG24_HUMAN	tr|A0A6P5KEN3|A0A6P5KEN3_PHACI
OG0014527	sp|Q8N4G2|ARL14_HUMAN	tr|A0A6P5KJC2|A0A6P5KJC2_PHACI
OG0014528	sp|Q8N4L2|PP4P2_HUMAN	tr|A0A6P5JBP4|A0A6P5JBP4_PHACI
OG0014529	sp|Q8NFI3|ENASE_HUMAN	tr|A0A6P5LES3|A0A6P5LES3_PHACI
OG0014530	sp|Q8WU39|MZB1_HUMAN	tr|A0A6P5LX63|A0A6P5LX63_PHACI
OG0014531	sp|Q92968|PEX13_HUMAN	tr|A0A6P5K6V1|A0A6P5K6V1_PHACI
OG0014532	sp|Q96BK5|PINX1_HUMAN	tr|A0A6P5KHW8|A0A6P5KHW8_PHACI
OG0014533	sp|Q96DX4|RSPRY_HUMAN	tr|A0A6P5IRY6|A0A6P5IRY6_PHACI
OG0014534	sp|Q96H96|COQ2_HUMAN	tr|A0A6P5KHZ0|A0A6P5KHZ0_PHACI
OG0014535	sp|Q96JP2|MY15B_HUMAN	tr|A0A6P5LPK9|A0A6P5LPK9_PHACI
OG0014536	sp|Q99969|RARR2_HUMAN	tr|A0A6P5JJP2|A0A6P5JJP2_PHACI
OG0014537	sp|Q9BUR4|TCAB1_HUMAN	tr|A0A6P5ILP5|A0A6P5ILP5_PHACI
OG0014538	sp|Q9C010|IPKB_HUMAN	tr|A0A6P5KAX0|A0A6P5KAX0_PHACI
OG0014539	sp|Q9H269|VPS16_HUMAN	tr|A0A6P5LYC0|A0A6P5LYC0_PHACI
OG0014540	sp|Q9H8H3|MET7A_HUMAN	tr|A0A6P5IIC6|A0A6P5IIC6_PHACI
OG0014541	sp|Q9NS61|KCIP2_HUMAN	tr|A0A6P5IW68|A0A6P5IW68_PHACI
OG0014542	sp|Q9NVV9|THAP1_HUMAN	tr|A0A6P5IT08|A0A6P5IT08_PHACI
OG0014543	sp|Q9P2D1|CHD7_HUMAN	tr|A0A6P5LSS2|A0A6P5LSS2_PHACI
OG0014544	sp|Q9UEF7|KLOT_HUMAN	tr|A0A6P5L522|A0A6P5L522_PHACI
OG0014545	sp|Q9UKF7|PITC1_HUMAN	tr|A0A6P5LIH6|A0A6P5LIH6_PHACI
OG0014546	sp|Q9UNA0|ATS5_HUMAN	tr|A0A6P5L0B5|A0A6P5L0B5_PHACI
OG0014547	sp|Q9Y2G1|MYRF_HUMAN	tr|A0A6P5IY51|A0A6P5IY51_PHACI
OG0014548	sp|Q9Y2T5|GPR52_HUMAN	tr|A0A6P5J5B2|A0A6P5J5B2_PHACI
OG0014549	sp|Q9Y3C7|MED31_HUMAN	tr|A0A6P5IDP3|A0A6P5IDP3_PHACI
OG0014550	sp|A0A2R8Y619|H2BK1_HUMAN	tr|A0A6P5JH85|A0A6P5JH85_PHACI
OG0014551	sp|A4D0S4|LAMB4_HUMAN	tr|A0A6P5K463|A0A6P5K463_PHACI
OG0014552	sp|A6NHR9|SMHD1_HUMAN	tr|A0A6P5IZ16|A0A6P5IZ16_PHACI
OG0014553	sp|O15143|ARC1B_HUMAN	tr|A0A6P5M7Q6|A0A6P5M7Q6_PHACI
OG0014554	sp|O43541|SMAD6_HUMAN	tr|A0A6P5K0H8|A0A6P5K0H8_PHACI
OG0014555	sp|O60542|PSPN_HUMAN	tr|A0A6P5J6V4|A0A6P5J6V4_PHACI
OG0014556	sp|O60662|KLH41_HUMAN	tr|A0A6P5KQP2|A0A6P5KQP2_PHACI
OG0014557	sp|O95267|GRP1_HUMAN	tr|A0A6P5KJZ4|A0A6P5KJZ4_PHACI
OG0014558	sp|O95777|LSM8_HUMAN	tr|A0A6P5JC16|A0A6P5JC16_PHACI
OG0014559	sp|O95931|CBX7_HUMAN	tr|A0A6P5JZI0|A0A6P5JZI0_PHACI
OG0014560	sp|P01215|GLHA_HUMAN	tr|A0A6P5JCN6|A0A6P5JCN6_PHACI
OG0014561	sp|P17677|NEUM_HUMAN	tr|A0A6P5LZS7|A0A6P5LZS7_PHACI
OG0014562	sp|P17900|SAP3_HUMAN	tr|A0A6P5IM39|A0A6P5IM39_PHACI
OG0014563	sp|P22891|PROZ_HUMAN	tr|A0A6P5IFT8|A0A6P5IFT8_PHACI
OG0014564	sp|P26583|HMGB2_HUMAN	tr|A0A6P5L6P7|A0A6P5L6P7_PHACI
OG0014565	sp|P35575|G6PC1_HUMAN	tr|A0A6P5J532|A0A6P5J532_PHACI
OG0014566	sp|P49368|TCPG_HUMAN	tr|A0A6P5KNI7|A0A6P5KNI7_PHACI
OG0014567	sp|Q01064|PDE1B_HUMAN	tr|A0A6P5IIS3|A0A6P5IIS3_PHACI
OG0014568	sp|Q07092|COGA1_HUMAN	tr|A0A6P5K2H8|A0A6P5K2H8_PHACI
OG0014569	sp|Q14376|GALE_HUMAN	tr|A0A6P5K0Y9|A0A6P5K0Y9_PHACI
OG0014570	sp|Q15678|PTN14_HUMAN	tr|A0A6P5M143|A0A6P5M143_PHACI
OG0014571	sp|Q15777|MPPD2_HUMAN	tr|A0A6P5ILE1|A0A6P5ILE1_PHACI
OG0014572	sp|Q16740|CLPP_HUMAN	tr|A0A6P5J1B4|A0A6P5J1B4_PHACI
OG0014573	sp|Q16799|RTN1_HUMAN	tr|A0A6P5KBI7|A0A6P5KBI7_PHACI
OG0014574	sp|Q2M2Z5|KIZ_HUMAN	tr|A0A6P5KAN9|A0A6P5KAN9_PHACI
OG0014575	sp|Q3ZCT8|KBTBC_HUMAN	tr|A0A6P5JTX3|A0A6P5JTX3_PHACI
OG0014576	sp|Q5JTB6|PLAC9_HUMAN	tr|A0A6P5LX60|A0A6P5LX60_PHACI
OG0014577	sp|Q5JV73|FRPD3_HUMAN	tr|A0A6P5ILC5|A0A6P5ILC5_PHACI
OG0014578	sp|Q5VT99|LRC38_HUMAN	tr|A0A6P5J919|A0A6P5J919_PHACI
OG0014579	sp|Q6IQ49|SDE2_HUMAN	tr|A0A6P5JYN5|A0A6P5JYN5_PHACI
OG0014580	sp|Q6P587|FAHD1_HUMAN	tr|A0A6P5LUG6|A0A6P5LUG6_PHACI
OG0014581	sp|Q6PI25|CNIH2_HUMAN	tr|A0A6P5IXP2|A0A6P5IXP2_PHACI
OG0014582	sp|Q6UXD7|S49A3_HUMAN	tr|A0A6P5LVF5|A0A6P5LVF5_PHACI
OG0014583	sp|Q6UXT9|ABH15_HUMAN	tr|A0A6P5IJS6|A0A6P5IJS6_PHACI
OG0014584	sp|Q6XE24|RBMS3_HUMAN	tr|A0A6P5KT86|A0A6P5KT86_PHACI
OG0014585	sp|Q6ZMV9|KIF6_HUMAN	tr|A0A6P5LAZ8|A0A6P5LAZ8_PHACI
OG0014586	sp|Q6ZSG2|INSY2_HUMAN	tr|A0A6P5JDT9|A0A6P5JDT9_PHACI
OG0014587	sp|Q6ZT12|UBR3_HUMAN	tr|A0A6P5KLT6|A0A6P5KLT6_PHACI
OG0014588	sp|Q7Z3H4|SAMD7_HUMAN	tr|A0A6P5JWE4|A0A6P5JWE4_PHACI
OG0014589	sp|Q7Z5L4|SPT19_HUMAN	tr|A0A6P5IKT9|A0A6P5IKT9_PHACI
OG0014590	sp|Q8NCN2|ZBT34_HUMAN	tr|A0A6P5K6R6|A0A6P5K6R6_PHACI
OG0014591	sp|Q8NGU9|GP150_HUMAN	tr|A0A6P5LWH4|A0A6P5LWH4_PHACI
OG0014592	sp|Q8WVM0|TFB1M_HUMAN	tr|A0A6P5KA03|A0A6P5KA03_PHACI
OG0014593	sp|Q8WW38|FOG2_HUMAN	tr|A0A6P5J3H4|A0A6P5J3H4_PHACI
OG0014594	sp|Q96GE9|DMAC1_HUMAN	tr|A0A6P5LTY3|A0A6P5LTY3_PHACI
OG0014595	sp|Q96KJ9|COX42_HUMAN	tr|A0A6P5KL30|A0A6P5KL30_PHACI
OG0014596	sp|Q96KN2|CNDP1_HUMAN	tr|A0A6P5L658|A0A6P5L658_PHACI
OG0014597	sp|Q96KR7|PHAR3_HUMAN	tr|A0A6P5JSB6|A0A6P5JSB6_PHACI
OG0014598	sp|Q96MC2|DRC1_HUMAN	tr|A0A6P5K2T5|A0A6P5K2T5_PHACI
OG0014599	sp|Q99622|C10_HUMAN	tr|A0A6P5KX42|A0A6P5KX42_PHACI
OG0014600	sp|Q9BWD1|THIC_HUMAN	tr|A0A6P5KCU5|A0A6P5KCU5_PHACI
OG0014601	sp|Q9BX46|RBM24_HUMAN	tr|A0A6P5KBV0|A0A6P5KBV0_PHACI
OG0014602	sp|Q9BXY4|RSPO3_HUMAN	tr|A0A6P5KAZ5|A0A6P5KAZ5_PHACI
OG0014603	sp|Q9H2A9|CHST8_HUMAN	tr|A0A6P5K5M4|A0A6P5K5M4_PHACI
OG0014604	sp|Q9H3Q3|G3ST2_HUMAN	tr|A0A6P5KGL5|A0A6P5KGL5_PHACI
OG0014605	sp|Q9H6D7|HAUS4_HUMAN	tr|A0A6P5M9Z7|A0A6P5M9Z7_PHACI
OG0014606	sp|Q9H8L6|MMRN2_HUMAN	tr|A0A6P5KWG7|A0A6P5KWG7_PHACI
OG0014607	sp|Q9NP66|HM20A_HUMAN	tr|A0A6P5JI71|A0A6P5JI71_PHACI
OG0014608	sp|Q9UNN5|FAF1_HUMAN	tr|A0A6P5KEF9|A0A6P5KEF9_PHACI
OG0014609	tr|A0A8I5KY20|A0A8I5KY20_HUMAN	tr|A0A6P5LZJ4|A0A6P5LZJ4_PHACI
OG0014610	sp|A2A2V5|SRTM1_HUMAN	tr|A0A6P5IXM2|A0A6P5IXM2_PHACI
OG0014611	sp|A6ND91|ASPDH_HUMAN	tr|A0A6P5J2R0|A0A6P5J2R0_PHACI
OG0014612	sp|A8MW92|P20L1_HUMAN	tr|A0A6P5L6U0|A0A6P5L6U0_PHACI
OG0014613	sp|F2Z333|FND10_HUMAN	tr|A0A6P5JCC8|A0A6P5JCC8_PHACI
OG0014614	sp|O14717|TRDMT_HUMAN	tr|A0A6P5IN28|A0A6P5IN28_PHACI
OG0014615	sp|O43272|PROD_HUMAN	tr|A0A6P5L1Q2|A0A6P5L1Q2_PHACI
OG0014616	sp|O75173|ATS4_HUMAN	tr|A0A6P5J931|A0A6P5J931_PHACI
OG0014617	sp|O75937|DNJC8_HUMAN	tr|A0A6P5K228|A0A6P5K228_PHACI
OG0014618	sp|P00488|F13A_HUMAN	tr|A0A6P5JEF4|A0A6P5JEF4_PHACI
OG0014619	sp|P00915|CAH1_HUMAN	tr|A0A6P5KZN7|A0A6P5KZN7_PHACI
OG0014620	sp|P04035|HMDH_HUMAN	tr|A0A6P5L7R6|A0A6P5L7R6_PHACI
OG0014621	sp|P06576|ATPB_HUMAN	tr|A0A6P5KMR5|A0A6P5KMR5_PHACI
OG0014622	sp|P08493|MGP_HUMAN	tr|A0A6P5KZL2|A0A6P5KZL2_PHACI
OG0014623	sp|P18583|SON_HUMAN	tr|A0A6P5L7I5|A0A6P5L7I5_PHACI
OG0014624	sp|P25103|NK1R_HUMAN	tr|A0A6P5K7W2|A0A6P5K7W2_PHACI
OG0014625	sp|P35225|IL13_HUMAN	tr|A0A6P5KPS0|A0A6P5KPS0_PHACI
OG0014626	sp|P46531|NOTC1_HUMAN	tr|A0A6P5JXU1|A0A6P5JXU1_PHACI
OG0014627	sp|P55789|ALR_HUMAN	tr|A0A6P5LYN4|A0A6P5LYN4_PHACI
OG0014628	sp|P60981|DEST_HUMAN	tr|A0A6P5KBC7|A0A6P5KBC7_PHACI
OG0014629	sp|P78539|SRPX_HUMAN	tr|A0A6P5JVW0|A0A6P5JVW0_PHACI
OG0014630	sp|Q02221|CX6A2_HUMAN	tr|A0A6P5LSH8|A0A6P5LSH8_PHACI
OG0014631	sp|Q06330|SUH_HUMAN	tr|A0A6P5KQG2|A0A6P5KQG2_PHACI
OG0014632	sp|Q07960|RHG01_HUMAN	tr|A0A6P5M444|A0A6P5M444_PHACI
OG0014633	sp|Q12866|MERTK_HUMAN	tr|A0A6P5KCJ0|A0A6P5KCJ0_PHACI
OG0014634	sp|Q13017|RHG05_HUMAN	tr|A0A6P5LNK4|A0A6P5LNK4_PHACI
OG0014635	sp|Q13418|ILK_HUMAN	tr|A0A6P5JK46|A0A6P5JK46_PHACI
OG0014636	sp|Q13523|PRP4B_HUMAN	tr|A0A6P5J5H5|A0A6P5J5H5_PHACI
OG0014637	sp|Q5T0Z8|CF132_HUMAN	tr|A0A6P5JVC1|A0A6P5JVC1_PHACI
OG0014638	sp|Q674R7|ATG9B_HUMAN	tr|A0A6P5JGU4|A0A6P5JGU4_PHACI
OG0014639	sp|Q6PIJ6|FBX38_HUMAN	tr|A0A6P5J0M3|A0A6P5J0M3_PHACI
OG0014640	sp|Q6UWR7|ENPP6_HUMAN	tr|A0A6P5LXX0|A0A6P5LXX0_PHACI
OG0014641	sp|Q6UWV2|MPZL3_HUMAN	tr|A0A6P5K505|A0A6P5K505_PHACI
OG0014642	sp|Q7L0Q8|RHOU_HUMAN	tr|A0A6P5LJY0|A0A6P5LJY0_PHACI
OG0014643	sp|Q7Z5J8|ANKAR_HUMAN	tr|A0A6P5L0P1|A0A6P5L0P1_PHACI
OG0014644	sp|Q86V24|PAQR2_HUMAN	tr|A0A6P5LGU1|A0A6P5LGU1_PHACI
OG0014645	sp|Q86VG3|IFTAP_HUMAN	tr|A0A6P5ILJ9|A0A6P5ILJ9_PHACI
OG0014646	sp|Q86W42|THOC6_HUMAN	tr|A0A6P5L300|A0A6P5L300_PHACI
OG0014647	sp|Q86YW5|TRML1_HUMAN	tr|A0A6P5LE74|A0A6P5LE74_PHACI
OG0014648	sp|Q8N196|SIX5_HUMAN	tr|A0A6P5JW73|A0A6P5JW73_PHACI
OG0014649	sp|Q8N6F1|CLD19_HUMAN	tr|A0A6P5K0L6|A0A6P5K0L6_PHACI
