Orthogroup	Homo_sapiens	Pipistrellus_kuhlii
OG0011821	sp|Q14147|DHX34_HUMAN	tr|A0A7J7S069|A0A7J7S069_PIPKU
OG0011822	sp|Q16585|SGCB_HUMAN	tr|A0A7J8B5E6|A0A7J8B5E6_PIPKU
OG0011823	sp|Q49A88|CCD14_HUMAN	tr|A0A7J8A524|A0A7J8A524_PIPKU
OG0011824	sp|Q5GFL6|VWA2_HUMAN	tr|A0A7J7VDC8|A0A7J7VDC8_PIPKU
OG0011825	sp|Q5M8T2|S35D3_HUMAN	tr|A0A7J7YP79|A0A7J7YP79_PIPKU
OG0011826	sp|Q69YI7|NAIF1_HUMAN	tr|A0A7J7S3X9|A0A7J7S3X9_PIPKU
OG0011827	sp|Q6ZUM4|RHG27_HUMAN	tr|A0A7J7U768|A0A7J7U768_PIPKU
OG0011828	sp|Q6ZV73|FGD6_HUMAN	tr|A0A7J7ZHZ3|A0A7J7ZHZ3_PIPKU
OG0011829	sp|Q6ZVD8|PHLP2_HUMAN	tr|A0A7J7V1F6|A0A7J7V1F6_PIPKU
OG0011830	sp|Q71UM5|RS27L_HUMAN	tr|A0A7J8B505|A0A7J8B505_PIPKU
OG0011831	sp|Q7Z444|RASE_HUMAN	tr|A0A7J7T1M5|A0A7J7T1M5_PIPKU
OG0011832	sp|Q86UT5|NHRF4_HUMAN	tr|A0A7J7RGG9|A0A7J7RGG9_PIPKU
OG0011833	sp|Q86WT6|TRI69_HUMAN	tr|A0A7J8B6I4|A0A7J8B6I4_PIPKU
OG0011834	sp|Q86YR7|MF2L2_HUMAN	tr|A0A7J8A906|A0A7J8A906_PIPKU
OG0011835	sp|Q86YS7|C2CD5_HUMAN	tr|A0A7J7ZFP3|A0A7J7ZFP3_PIPKU
OG0011836	sp|Q8IUH8|SPP2C_HUMAN	tr|A0A7J7U904|A0A7J7U904_PIPKU
OG0011837	sp|Q8N309|LRC43_HUMAN	tr|A0A7J7UGC8|A0A7J7UGC8_PIPKU
OG0011838	sp|Q8N5R6|CCD33_HUMAN	tr|A0A7J8AY04|A0A7J8AY04_PIPKU
OG0011839	sp|Q8N6S5|AR6P6_HUMAN	tr|A0A7J7XU75|A0A7J7XU75_PIPKU
OG0011840	sp|Q8TAT6|NPL4_HUMAN	tr|A0A7J7SEN9|A0A7J7SEN9_PIPKU
OG0011841	sp|Q8TC44|POC1B_HUMAN	tr|A0A7J7ZLE1|A0A7J7ZLE1_PIPKU
OG0011842	sp|Q8TDN4|CABL1_HUMAN	tr|A0A7J7RVS1|A0A7J7RVS1_PIPKU
OG0011843	sp|Q8WZ64|ARAP2_HUMAN	tr|A0A7J8AXC5|A0A7J8AXC5_PIPKU
OG0011844	sp|Q969G5|CAVN3_HUMAN	tr|A0A7J7WYU2|A0A7J7WYU2_PIPKU
OG0011845	sp|Q96EZ8|MCRS1_HUMAN	tr|A0A7J7ZK49|A0A7J7ZK49_PIPKU
OG0011846	sp|Q96FJ2|DYL2_HUMAN	tr|A0A7J7TKT4|A0A7J7TKT4_PIPKU
OG0011847	sp|Q96J42|TXD15_HUMAN	tr|A0A7J7XDW6|A0A7J7XDW6_PIPKU
OG0011848	sp|Q96KM6|Z512B_HUMAN	tr|A0A7J7RA61|A0A7J7RA61_PIPKU
OG0011849	sp|Q96LK0|CEP19_HUMAN	tr|A0A7J8A4J7|A0A7J8A4J7_PIPKU
OG0011850	sp|Q96T37|RBM15_HUMAN	tr|A0A7J7TWH0|A0A7J7TWH0_PIPKU
OG0011851	sp|Q99504|EYA3_HUMAN	tr|A0A7J8A6A0|A0A7J8A6A0_PIPKU
OG0011852	sp|Q9BSK2|S2533_HUMAN	tr|A0A7J7T1E1|A0A7J7T1E1_PIPKU
OG0011853	sp|Q9H089|LSG1_HUMAN	tr|A0A7J8A8L9|A0A7J8A8L9_PIPKU
OG0011854	sp|Q9NP78|ABCB9_HUMAN	tr|A0A7J7UF49|A0A7J7UF49_PIPKU
OG0011855	sp|Q9NS85|CAH10_HUMAN	tr|A0A7J7TKR3|A0A7J7TKR3_PIPKU
OG0011856	sp|Q9NWZ5|UCKL1_HUMAN	tr|A0A7J7R9W6|A0A7J7R9W6_PIPKU
OG0011857	sp|Q9P225|DYH2_HUMAN	tr|A0A7J7TXA3|A0A7J7TXA3_PIPKU
OG0011858	sp|Q9P2K3|RCOR3_HUMAN	tr|A0A7J7UUB6|A0A7J7UUB6_PIPKU
OG0011859	sp|Q9UJA5|TRM6_HUMAN	tr|A0A7J7YB58|A0A7J7YB58_PIPKU
OG0011860	sp|Q9UJU6|DBNL_HUMAN	tr|A0A7J7QVE4|A0A7J7QVE4_PIPKU
OG0011861	sp|Q9Y2Q3|GSTK1_HUMAN	tr|A0A7J7WL40|A0A7J7WL40_PIPKU
OG0011862	sp|Q9Y484|WIPI4_HUMAN	tr|A0A7J7T213|A0A7J7T213_PIPKU
OG0011863	sp|A6NGA9|TM202_HUMAN	tr|A0A7J8B6F0|A0A7J8B6F0_PIPKU
OG0011864	sp|H3BTG2|TEX46_HUMAN	tr|A0A7J8ACA9|A0A7J8ACA9_PIPKU
OG0011865	sp|O14613|BORG1_HUMAN	tr|A0A7J7R101|A0A7J7R101_PIPKU
OG0011866	sp|O43242|PSMD3_HUMAN	tr|A0A7J7SVX4|A0A7J7SVX4_PIPKU
OG0011867	sp|O43316|PAX4_HUMAN	tr|A0A7J7WLY0|A0A7J7WLY0_PIPKU
OG0011868	sp|O94989|ARHGF_HUMAN	tr|A0A7J7TX41|A0A7J7TX41_PIPKU
OG0011869	sp|P00709|LALBA_HUMAN	tr|A0A7J7ZIU7|A0A7J7ZIU7_PIPKU
OG0011870	sp|P06727|APOA4_HUMAN	tr|A0A7J7WZ88|A0A7J7WZ88_PIPKU
OG0011871	sp|P08910|ABHD2_HUMAN	tr|A0A7J7SFI9|A0A7J7SFI9_PIPKU
OG0011872	sp|P09758|TACD2_HUMAN	tr|A0A7J8AB68|A0A7J8AB68_PIPKU
OG0011873	sp|P12544|GRAA_HUMAN	tr|A0A7J7YWV2|A0A7J7YWV2_PIPKU
OG0011874	sp|P16220|CREB1_HUMAN	tr|A0A7J7XTS6|A0A7J7XTS6_PIPKU
OG0011875	sp|P17568|NDUB7_HUMAN	tr|A0A7J7S4Q1|A0A7J7S4Q1_PIPKU
OG0011876	sp|P19338|NUCL_HUMAN	tr|A0A7J7XVQ0|A0A7J7XVQ0_PIPKU
OG0011877	sp|P46952|3HAO_HUMAN	tr|A0A7J7VUW9|A0A7J7VUW9_PIPKU
OG0011878	sp|P49815|TSC2_HUMAN	tr|A0A7J7Z065|A0A7J7Z065_PIPKU
OG0011879	sp|P51843|NR0B1_HUMAN	tr|A0A7J7V628|A0A7J7V628_PIPKU
OG0011880	sp|P53634|CATC_HUMAN	tr|A0A7J7WZC8|A0A7J7WZC8_PIPKU
OG0011881	sp|P59910|DJB13_HUMAN	tr|A0A7J7WZB4|A0A7J7WZB4_PIPKU
OG0011882	sp|P59998|ARPC4_HUMAN	tr|A0A7J7WBX8|A0A7J7WBX8_PIPKU
OG0011883	sp|Q12815|TROAP_HUMAN	tr|A0A7J7ZN11|A0A7J7ZN11_PIPKU
OG0011884	sp|Q15011|HERP1_HUMAN	tr|A0A7J7V0J1|A0A7J7V0J1_PIPKU
OG0011885	sp|Q16832|DDR2_HUMAN	tr|A0A7J7RDX7|A0A7J7RDX7_PIPKU
OG0011886	sp|Q5T0N5|FBP1L_HUMAN	tr|A0A7J8A645|A0A7J8A645_PIPKU
OG0011887	sp|Q5TID7|CC181_HUMAN	tr|A0A7J7USK1|A0A7J7USK1_PIPKU
OG0011888	sp|Q86T90|K1328_HUMAN	tr|A0A7J7Y8U5|A0A7J7Y8U5_PIPKU
OG0011889	sp|Q86TB9|PATL1_HUMAN	tr|A0A7J7X142|A0A7J7X142_PIPKU
OG0011890	sp|Q8IVI9|NOSTN_HUMAN	tr|A0A7J7XWL4|A0A7J7XWL4_PIPKU
OG0011891	sp|Q8IVV7|GID4_HUMAN	tr|A0A7J7TXB8|A0A7J7TXB8_PIPKU
OG0011892	sp|Q8IWA0|WDR75_HUMAN	tr|A0A7J7RE08|A0A7J7RE08_PIPKU
OG0011893	sp|Q8IX12|CCAR1_HUMAN	tr|A0A7J7VAP5|A0A7J7VAP5_PIPKU
OG0011894	sp|Q8IZS5|OFCC1_HUMAN	tr|A0A7J8A9K2|A0A7J8A9K2_PIPKU
OG0011895	sp|Q8N584|TT39C_HUMAN	tr|A0A7J7YC52|A0A7J7YC52_PIPKU
OG0011896	sp|Q8N6M9|ZFN2A_HUMAN	tr|A0A7J7QZT6|A0A7J7QZT6_PIPKU
OG0011897	sp|Q8NCA5|FA98A_HUMAN	tr|A0A7J7VUD1|A0A7J7VUD1_PIPKU
OG0011898	sp|Q8NHY3|GA2L2_HUMAN	tr|A0A7J7U7W2|A0A7J7U7W2_PIPKU
OG0011899	sp|Q8WV15|T255B_HUMAN	tr|A0A7J7ZN63|A0A7J7ZN63_PIPKU
OG0011901	sp|Q96DM3|RMC1_HUMAN	tr|A0A7J7RW40|A0A7J7RW40_PIPKU
OG0011902	sp|Q96LD8|SENP8_HUMAN	tr|A0A7J8B5D1|A0A7J8B5D1_PIPKU
OG0011903	sp|Q96M20|CNBD2_HUMAN	tr|A0A7J7Y859|A0A7J7Y859_PIPKU
OG0011904	sp|Q99490|AGAP2_HUMAN	tr|A0A7J7ZFT9|A0A7J7ZFT9_PIPKU
OG0011905	sp|Q9BRV3|SWET1_HUMAN	tr|A0A7J7UUN8|A0A7J7UUN8_PIPKU
OG0011906	sp|Q9BV47|DUS26_HUMAN	tr|A0A7J7ZGU0|A0A7J7ZGU0_PIPKU
OG0011907	sp|Q9BXL6|CAR14_HUMAN	tr|A0A7J7SEC3|A0A7J7SEC3_PIPKU
OG0011908	sp|Q9H0U6|RM18_HUMAN	tr|A0A7J7YMZ9|A0A7J7YMZ9_PIPKU
OG0011909	sp|Q9H0X6|RN208_HUMAN	tr|A0A7J7RW63|A0A7J7RW63_PIPKU
OG0011910	sp|Q9H330|TM245_HUMAN	tr|A0A7J7W4P2|A0A7J7W4P2_PIPKU
OG0011911	sp|Q9H6Q3|SLAP2_HUMAN	tr|A0A7J7YC12|A0A7J7YC12_PIPKU
OG0011912	sp|Q9HAU5|RENT2_HUMAN	tr|A0A7J8B6Y4|A0A7J8B6Y4_PIPKU
OG0011913	sp|Q9NPC4|A4GAT_HUMAN	tr|A0A7J7RCZ9|A0A7J7RCZ9_PIPKU
OG0011914	sp|Q9NQW7|XPP1_HUMAN	tr|A0A7J7VD25|A0A7J7VD25_PIPKU
OG0011915	sp|Q9NR23|GDF3_HUMAN	tr|A0A7J7ZHV5|A0A7J7ZHV5_PIPKU
OG0011916	sp|Q9NR77|PXMP2_HUMAN	tr|A0A7J7QXY3|A0A7J7QXY3_PIPKU
OG0011917	sp|Q9NVX0|HAUS2_HUMAN	tr|A0A7J8B122|A0A7J8B122_PIPKU
OG0011918	sp|Q9NWB7|IFT57_HUMAN	tr|A0A7J8A756|A0A7J8A756_PIPKU
OG0011919	sp|Q9NWC5|TM45A_HUMAN	tr|A0A7J8ACM2|A0A7J8ACM2_PIPKU
OG0011920	sp|Q9UBC9|SPRR3_HUMAN	tr|A0A7J7TWJ9|A0A7J7TWJ9_PIPKU
OG0011921	sp|Q9UKL3|C8AP2_HUMAN	tr|A0A7J7YKZ1|A0A7J7YKZ1_PIPKU
OG0011922	sp|Q9Y5K6|CD2AP_HUMAN	tr|A0A7J7YLG1|A0A7J7YLG1_PIPKU
OG0011923	sp|Q9Y6K1|DNM3A_HUMAN	tr|A0A7J7VUF9|A0A7J7VUF9_PIPKU
OG0011924	sp|A6NJV1|F166C_HUMAN	tr|A0A7J7VTZ8|A0A7J7VTZ8_PIPKU
OG0011925	sp|O00526|UPK2_HUMAN	tr|A0A7J7RG74|A0A7J7RG74_PIPKU
OG0011926	sp|O14530|TXND9_HUMAN	tr|A0A7J7TL50|A0A7J7TL50_PIPKU
OG0011927	sp|O15492|RGS16_HUMAN	tr|A0A7J7UUC7|A0A7J7UUC7_PIPKU
OG0011928	sp|O43808|PM34_HUMAN	tr|A0A7J7ZMH8|A0A7J7ZMH8_PIPKU
OG0011929	sp|O60663|LMX1B_HUMAN	tr|A0A7J7SFE2|A0A7J7SFE2_PIPKU
OG0011930	sp|O75844|FACE1_HUMAN	tr|A0A7J8AD28|A0A7J8AD28_PIPKU
OG0011931	sp|O75879|GATB_HUMAN	tr|A0A7J7XA94|A0A7J7XA94_PIPKU
OG0011932	sp|O75973|C1QRF_HUMAN	tr|A0A7J7U7L7|A0A7J7U7L7_PIPKU
OG0011933	sp|O95452|CXB6_HUMAN	tr|A0A7J7ZIH4|A0A7J7ZIH4_PIPKU
OG0011934	sp|P17643|TYRP1_HUMAN	tr|A0A7J7W4I4|A0A7J7W4I4_PIPKU
OG0011935	sp|P24530|EDNRB_HUMAN	tr|A0A7J7ZGW2|A0A7J7ZGW2_PIPKU
OG0011936	sp|P28062|PSB8_HUMAN	tr|A0A7J7YNU0|A0A7J7YNU0_PIPKU
OG0011937	sp|P50150|GBG4_HUMAN	tr|A0A7J7TQ31|A0A7J7TQ31_PIPKU
OG0011938	sp|P62851|RS25_HUMAN	tr|A0A7J7RG67|A0A7J7RG67_PIPKU
OG0011939	sp|Q13286|CLN3_HUMAN	tr|A0A7J7S5R0|A0A7J7S5R0_PIPKU
OG0011940	sp|Q14164|IKKE_HUMAN	tr|A0A7J7UTJ0|A0A7J7UTJ0_PIPKU
OG0011941	sp|Q14CZ8|HECAM_HUMAN	tr|A0A7J7UFY3|A0A7J7UFY3_PIPKU
OG0011942	sp|Q15760|GPR19_HUMAN	tr|A0A7J7ZI05|A0A7J7ZI05_PIPKU
OG0011943	sp|Q16643|DREB_HUMAN	tr|A0A7J7X9J2|A0A7J7X9J2_PIPKU
OG0011944	sp|Q16873|LTC4S_HUMAN	tr|A0A7J7UA75|A0A7J7UA75_PIPKU
OG0011945	sp|Q3MJ13|WDR72_HUMAN	tr|A0A7J8B741|A0A7J8B741_PIPKU
OG0011946	sp|Q53GL7|PAR10_HUMAN	tr|A0A7J7RLL3|A0A7J7RLL3_PIPKU
OG0011947	sp|Q5T2R2|DPS1_HUMAN	tr|A0A7J8B3L0|A0A7J8B3L0_PIPKU
OG0011948	sp|Q5VWN6|TASO2_HUMAN	tr|A0A7J8B518|A0A7J8B518_PIPKU
OG0011949	sp|Q5VZ46|K1614_HUMAN	tr|A0A7J7UTC7|A0A7J7UTC7_PIPKU
OG0011950	sp|Q5YKI7|GGNB1_HUMAN	tr|A0A7J7YMN3|A0A7J7YMN3_PIPKU
OG0011951	sp|Q6PJ21|SPSB3_HUMAN	tr|A0A7J7YZQ6|A0A7J7YZQ6_PIPKU
OG0011952	sp|Q6UX07|DHR13_HUMAN	tr|A0A7J7SMF9|A0A7J7SMF9_PIPKU
OG0011953	sp|Q6ZMR5|TM11A_HUMAN	tr|A0A7J8B5D2|A0A7J8B5D2_PIPKU
OG0011954	sp|Q86XJ0|CAHM3_HUMAN	tr|A0A7J7VAC3|A0A7J7VAC3_PIPKU
OG0011955	sp|Q86XQ3|CTSR3_HUMAN	tr|A0A7J7X9M1|A0A7J7X9M1_PIPKU
OG0011956	sp|Q8IV53|DEN1C_HUMAN	tr|A0A7J7TAP4|A0A7J7TAP4_PIPKU
OG0011957	sp|Q8N9F8|ZN454_HUMAN	tr|A0A7J7UB64|A0A7J7UB64_PIPKU
OG0011958	sp|Q8NFA2|NOXO1_HUMAN	tr|A0A7J7YY32|A0A7J7YY32_PIPKU
OG0011959	sp|Q8TBR7|TLC3A_HUMAN	tr|A0A7J7SNG6|A0A7J7SNG6_PIPKU
OG0011960	sp|Q8WTR4|GDPD5_HUMAN	tr|A0A7J7X0G6|A0A7J7X0G6_PIPKU
OG0011961	sp|Q8WWA1|TMM40_HUMAN	tr|A0A7J7WEP0|A0A7J7WEP0_PIPKU
OG0011962	sp|Q8WY98|TM234_HUMAN	tr|A0A7J8AD18|A0A7J8AD18_PIPKU
OG0011963	sp|Q96AP7|ESAM_HUMAN	tr|A0A7J7UFQ9|A0A7J7UFQ9_PIPKU
OG0011964	sp|Q96EY9|ADAT3_HUMAN	tr|A0A7J7X8Y8|A0A7J7X8Y8_PIPKU
OG0011965	sp|Q96FN5|KIF12_HUMAN	tr|A0A7J7SF78|A0A7J7SF78_PIPKU
OG0011966	sp|Q96NI6|LRFN5_HUMAN	tr|A0A7J8B1V8|A0A7J8B1V8_PIPKU
OG0011967	sp|Q96QD8|S38A2_HUMAN	tr|A0A7J7ZN55|A0A7J7ZN55_PIPKU
OG0011968	sp|Q96T91|GPHA2_HUMAN	tr|A0A7J7R1G1|A0A7J7R1G1_PIPKU
OG0011969	sp|Q99436|PSB7_HUMAN	tr|A0A7J7SFH7|A0A7J7SFH7_PIPKU
OG0011970	sp|Q99457|NP1L3_HUMAN	tr|A0A7J7S101|A0A7J7S101_PIPKU
OG0011971	sp|Q99592|ZBT18_HUMAN	tr|A0A7J7TQ52|A0A7J7TQ52_PIPKU
OG0011972	sp|Q9BPX7|CG025_HUMAN	tr|A0A7J7WKF3|A0A7J7WKF3_PIPKU
OG0011973	sp|Q9BVQ7|SPA5L_HUMAN	tr|A0A7J8B5F4|A0A7J8B5F4_PIPKU
OG0011974	sp|Q9BXB5|OSB10_HUMAN	tr|A0A7J7WDW3|A0A7J7WDW3_PIPKU
OG0011975	sp|Q9H0J4|QRIC2_HUMAN	tr|A0A7J7SEV6|A0A7J7SEV6_PIPKU
OG0011976	sp|Q9H841|NPAL2_HUMAN	tr|A0A7J7VNK1|A0A7J7VNK1_PIPKU
OG0011977	sp|Q9NRW4|DUS22_HUMAN	tr|A0A7J8A624|A0A7J8A624_PIPKU
OG0011978	sp|Q9NX31|OSER1_HUMAN	tr|A0A7J7YA37|A0A7J7YA37_PIPKU
OG0011979	sp|Q9NYR8|RDH8_HUMAN	tr|A0A7J7TAI4|A0A7J7TAI4_PIPKU
OG0011980	sp|Q9P2K5|MYEF2_HUMAN	tr|A0A7J8B2D3|A0A7J8B2D3_PIPKU
OG0011981	sp|Q9P2W3|GBG13_HUMAN	tr|A0A7J7T2D5|A0A7J7T2D5_PIPKU
OG0011982	sp|Q9UKK6|NXT1_HUMAN	tr|A0A7J7Y9S9|A0A7J7Y9S9_PIPKU
OG0011983	sp|Q9ULA0|DNPEP_HUMAN	tr|A0A7J7XU30|A0A7J7XU30_PIPKU
OG0011984	sp|Q9Y312|AAR2_HUMAN	tr|A0A7J7Y7E4|A0A7J7Y7E4_PIPKU
OG0011985	sp|Q9Y333|LSM2_HUMAN	tr|A0A7J7YMZ0|A0A7J7YMZ0_PIPKU
OG0011986	sp|A0PJY2|FEZF1_HUMAN	tr|A0A7J7WLC3|A0A7J7WLC3_PIPKU
OG0011987	sp|A6NJB7|PRR19_HUMAN	tr|A0A7J7SNI5|A0A7J7SNI5_PIPKU
OG0011988	sp|A8K5M9|CO062_HUMAN	tr|A0A7J8AYX2|A0A7J8AYX2_PIPKU
OG0011989	sp|A8MYJ7|TTC34_HUMAN	tr|A0A7J7T185|A0A7J7T185_PIPKU
OG0011990	sp|L0R819|ASURF_HUMAN	tr|A0A7J7RE18|A0A7J7RE18_PIPKU
OG0011991	sp|O14793|GDF8_HUMAN	tr|A0A7J7RDY9|A0A7J7RDY9_PIPKU
OG0011992	sp|O15061|SYNEM_HUMAN	tr|A0A7J7SFM5|A0A7J7SFM5_PIPKU
OG0011993	sp|O15062|ZBTB5_HUMAN	tr|A0A7J7W4F8|A0A7J7W4F8_PIPKU
OG0011994	sp|O60858|TRI13_HUMAN	tr|A0A7J7ZNN6|A0A7J7ZNN6_PIPKU
OG0011995	sp|O94760|DDAH1_HUMAN	tr|A0A7J8A555|A0A7J8A555_PIPKU
OG0011996	sp|P12004|PCNA_HUMAN	tr|A0A7J7YAU8|A0A7J7YAU8_PIPKU
OG0011997	sp|P14174|MIF_HUMAN	tr|A0A7J7RGW6|A0A7J7RGW6_PIPKU
OG0011998	sp|P17483|HXB4_HUMAN	tr|A0A7J7U817|A0A7J7U817_PIPKU
OG0011999	sp|P20396|TRH_HUMAN	tr|A0A7J7WF51|A0A7J7WF51_PIPKU
OG0012000	sp|P21917|DRD4_HUMAN	tr|A0A7J7QVW8|A0A7J7QVW8_PIPKU
OG0012001	sp|P35573|GDE_HUMAN	tr|A0A7J7TVE5|A0A7J7TVE5_PIPKU
OG0012002	sp|P39905|GDNF_HUMAN	tr|A0A7J7YXP5|A0A7J7YXP5_PIPKU
OG0012003	sp|P56381|ATP5E_HUMAN	tr|A0A7J7RRJ3|A0A7J7RRJ3_PIPKU
OG0012004	sp|P82933|RT09_HUMAN	tr|A0A7J7TLX1|A0A7J7TLX1_PIPKU
OG0012005	sp|Q008S8|ECT2L_HUMAN	tr|A0A7J7YMP8|A0A7J7YMP8_PIPKU
OG0012006	sp|Q12864|CAD17_HUMAN	tr|A0A7J7VLS3|A0A7J7VLS3_PIPKU
OG0012007	sp|Q13361|MFAP5_HUMAN	tr|A0A7J7ZJX7|A0A7J7ZJX7_PIPKU
OG0012008	sp|Q13442|HAP28_HUMAN	tr|A0A7J7YYD8|A0A7J7YYD8_PIPKU
OG0012009	sp|Q147U7|SMCO1_HUMAN	tr|A0A7J8ABT5|A0A7J8ABT5_PIPKU
OG0012010	sp|Q16836|HCDH_HUMAN	tr|A0A7J8B024|A0A7J8B024_PIPKU
OG0012011	sp|Q2TB10|ZN800_HUMAN	tr|A0A7J7WNA2|A0A7J7WNA2_PIPKU
OG0012012	sp|Q3ZCN5|OTOGL_HUMAN	tr|A0A7J7ZLP5|A0A7J7ZLP5_PIPKU
OG0012013	sp|Q569K4|Z385B_HUMAN	tr|A0A7J7XX01|A0A7J7XX01_PIPKU
OG0012014	sp|Q5R372|RBG1L_HUMAN	tr|A0A7J7UUA4|A0A7J7UUA4_PIPKU
OG0012015	sp|Q6NX49|ZN544_HUMAN	tr|A0A7J7R9T3|A0A7J7R9T3_PIPKU
OG0012016	sp|Q6PCT2|FXL19_HUMAN	tr|A0A7J7S5V9|A0A7J7S5V9_PIPKU
OG0012017	sp|Q6ULP2|AFTIN_HUMAN	tr|A0A7J7VU18|A0A7J7VU18_PIPKU
OG0012018	sp|Q6ZVK8|NUD18_HUMAN	tr|A0A7J7UA85|A0A7J7UA85_PIPKU
OG0012019	sp|Q7Z6P3|RAB44_HUMAN	tr|A0A7J7YNB0|A0A7J7YNB0_PIPKU
OG0012020	sp|Q86U06|RBM23_HUMAN	tr|A0A7J8B3T3|A0A7J8B3T3_PIPKU
OG0012021	sp|Q8IU99|CAHM1_HUMAN	tr|A0A7J7VAA4|A0A7J7VAA4_PIPKU
OG0012022	sp|Q8N0Z8|PUSL1_HUMAN	tr|A0A7J7T133|A0A7J7T133_PIPKU
OG0012023	sp|Q8N4N3|KLH36_HUMAN	tr|A0A7J7V073|A0A7J7V073_PIPKU
OG0012024	sp|Q8WWB5|PIHD2_HUMAN	tr|A0A7J7X180|A0A7J7X180_PIPKU
OG0012025	sp|Q8WWC4|MAIP1_HUMAN	tr|A0A7J7XVG0|A0A7J7XVG0_PIPKU
OG0012026	sp|Q92620|PRP16_HUMAN	tr|A0A7J7UZR2|A0A7J7UZR2_PIPKU
OG0012027	sp|Q96BW1|UPP_HUMAN	tr|A0A7J7S6Z3|A0A7J7S6Z3_PIPKU
OG0012028	sp|Q96I99|SUCB2_HUMAN	tr|A0A7J7WEH6|A0A7J7WEH6_PIPKU
OG0012029	sp|Q9BR09|NEUL2_HUMAN	tr|A0A7J7Y9Q8|A0A7J7Y9Q8_PIPKU
OG0012030	sp|Q9BX10|GTPB2_HUMAN	tr|A0A7J7YM64|A0A7J7YM64_PIPKU
OG0012031	sp|Q9H4Z2|ZN335_HUMAN	tr|A0A7J7YBI5|A0A7J7YBI5_PIPKU
OG0012032	sp|Q9H5H4|ZN768_HUMAN	tr|A0A7J7S6P5|A0A7J7S6P5_PIPKU
OG0012033	sp|Q9H8T0|AKTIP_HUMAN	tr|A0A7J7UZ43|A0A7J7UZ43_PIPKU
OG0012034	sp|Q9HB19|PKHA2_HUMAN	tr|A0A7J7ZLP1|A0A7J7ZLP1_PIPKU
OG0012035	sp|Q9HD90|NDF4_HUMAN	tr|A0A7J7ZM12|A0A7J7ZM12_PIPKU
OG0012036	sp|Q9NPH9|IL26_HUMAN	tr|A0A7J7ZIQ2|A0A7J7ZIQ2_PIPKU
OG0012037	sp|Q9NQC8|IFT46_HUMAN	tr|A0A7J7RG47|A0A7J7RG47_PIPKU
OG0012038	sp|Q9NQW1|SC31B_HUMAN	tr|A0A7J7VCE0|A0A7J7VCE0_PIPKU
OG0012039	sp|Q9NS84|CHST7_HUMAN	tr|A0A7J7T1L0|A0A7J7T1L0_PIPKU
OG0012040	sp|Q9NWV8|BABA1_HUMAN	tr|A0A7J7S493|A0A7J7S493_PIPKU
OG0012041	sp|Q9NXH8|TOR4A_HUMAN	tr|A0A7J7RWK8|A0A7J7RWK8_PIPKU
OG0012042	sp|Q9UGQ3|GTR6_HUMAN	tr|A0A7J7RMS5|A0A7J7RMS5_PIPKU
OG0012043	sp|Q9UH99|SUN2_HUMAN	tr|A0A7J7ZMZ0|A0A7J7ZMZ0_PIPKU
OG0012044	sp|Q9UL16|CFA45_HUMAN	tr|A0A7J7USM2|A0A7J7USM2_PIPKU
OG0012045	sp|Q9UPN7|PP6R1_HUMAN	tr|A0A7J7R0B9|A0A7J7R0B9_PIPKU
OG0012046	sp|A6ND01|JUNO_HUMAN	tr|A0A7J7WZU6|A0A7J7WZU6_PIPKU
OG0012047	sp|A6NEE1|PLHD1_HUMAN	tr|A0A7J8B396|A0A7J8B396_PIPKU
OG0012048	sp|O00626|CCL22_HUMAN	tr|A0A7J7UZC9|A0A7J7UZC9_PIPKU
OG0012049	sp|O43895|XPP2_HUMAN	tr|A0A7J7UMN7|A0A7J7UMN7_PIPKU
OG0012050	sp|O60806|TBX19_HUMAN	tr|A0A7J7UUU3|A0A7J7UUU3_PIPKU
OG0012051	sp|O76076|CCN5_HUMAN	tr|A0A7J7Y7Z5|A0A7J7Y7Z5_PIPKU
OG0012052	sp|O94761|RECQ4_HUMAN	tr|A0A7J7RLX5|A0A7J7RLX5_PIPKU
OG0012053	sp|P08582|TRFM_HUMAN	tr|A0A7J8A9K6|A0A7J8A9K6_PIPKU
OG0012054	sp|P09496|CLCA_HUMAN	tr|A0A7J7W2A2|A0A7J7W2A2_PIPKU
OG0012055	sp|P14927|QCR7_HUMAN	tr|A0A7J7VNT0|A0A7J7VNT0_PIPKU
OG0012056	sp|P20366|TKN1_HUMAN	tr|A0A7J7WMT9|A0A7J7WMT9_PIPKU
OG0012057	sp|P31249|HXD3_HUMAN	tr|A0A7J7XUK4|A0A7J7XUK4_PIPKU
OG0012058	sp|P31273|HXC8_HUMAN	tr|A0A7J7ZIU8|A0A7J7ZIU8_PIPKU
OG0012059	sp|P37275|ZEB1_HUMAN	tr|A0A7J8B653|A0A7J8B653_PIPKU
OG0012060	sp|P41002|CCNF_HUMAN	tr|A0A7J7YVJ0|A0A7J7YVJ0_PIPKU
OG0012061	sp|P61160|ARP2_HUMAN	tr|A0A7J7VTS3|A0A7J7VTS3_PIPKU
OG0012062	sp|P62380|TBPL1_HUMAN	tr|A0A7J7YPF7|A0A7J7YPF7_PIPKU
OG0012063	sp|P78509|RELN_HUMAN	tr|A0A7J7WM38|A0A7J7WM38_PIPKU
OG0012064	sp|Q05519|SRS11_HUMAN	tr|A0A7J8AB42|A0A7J8AB42_PIPKU
OG0012065	sp|Q12796|PNRC1_HUMAN	tr|A0A7J7YP63|A0A7J7YP63_PIPKU
