Orthogroup	Homo_sapiens	Phyllostomus_discolor
OG0013252	sp|Q06418|TYRO3_HUMAN	tr|A0A6J2LE80|A0A6J2LE80_9CHIR
OG0013253	sp|Q12999|TSN31_HUMAN	tr|A0A7E6D5W9|A0A7E6D5W9_9CHIR
OG0013254	sp|Q15005|SPCS2_HUMAN	tr|A0A6J2LXZ8|A0A6J2LXZ8_9CHIR
OG0013255	sp|Q1RMZ1|SAMTR_HUMAN	tr|A0A6J2MNE5|A0A6J2MNE5_9CHIR
OG0013256	sp|Q502X0|MORN2_HUMAN	tr|A0A6J2LTT5|A0A6J2LTT5_9CHIR
OG0013257	sp|Q56UN5|M3K19_HUMAN	tr|A0A6J2LBN6|A0A6J2LBN6_9CHIR
OG0013258	sp|Q5M7Z0|RNFT1_HUMAN	tr|A0A6J2M6J7|A0A6J2M6J7_9CHIR
OG0013259	sp|Q5SZD4|GLYL3_HUMAN	tr|A0A6J2LKN0|A0A6J2LKN0_9CHIR
OG0013260	sp|Q5TEA6|SE1L2_HUMAN	tr|A0A7E6CET4|A0A7E6CET4_9CHIR
OG0013261	sp|Q6P2C0|WDR93_HUMAN	tr|A0A7E6CMR2|A0A7E6CMR2_9CHIR
OG0013262	sp|Q6P444|MTFR2_HUMAN	tr|A0A7E6DNE7|A0A7E6DNE7_9CHIR
OG0013263	sp|Q6PF18|MORN3_HUMAN	tr|A0A6J2N3B9|A0A6J2N3B9_9CHIR
OG0013264	sp|Q6PIV7|S2534_HUMAN	tr|A0A6J2LR14|A0A6J2LR14_9CHIR
OG0013265	sp|Q6UX04|CWC27_HUMAN	tr|A0A6J2N3B3|A0A6J2N3B3_9CHIR
OG0013266	sp|Q6ZTQ3|RASF6_HUMAN	tr|A0A7E6DFU2|A0A7E6DFU2_9CHIR
OG0013267	sp|Q76NI1|KNDC1_HUMAN	tr|A0A7E6DXG1|A0A7E6DXG1_9CHIR
OG0013268	sp|Q86TA1|MOB3B_HUMAN	tr|A0A6J2MV87|A0A6J2MV87_9CHIR
OG0013269	sp|Q86V81|THOC4_HUMAN	tr|A0A7E6EGR7|A0A7E6EGR7_9CHIR
OG0013270	sp|Q86XK7|VSIG1_HUMAN	tr|A0A6J2MMT0|A0A6J2MMT0_9CHIR
OG0013271	sp|Q8IV77|CNGA4_HUMAN	tr|A0A6J2M3U3|A0A6J2M3U3_9CHIR
OG0013272	sp|Q8N9N7|LRC57_HUMAN	tr|A0A6J2L4U3|A0A6J2L4U3_9CHIR
OG0013273	sp|Q8TAX9|GSDMB_HUMAN	tr|A0A7E6EH92|A0A7E6EH92_9CHIR
OG0013274	sp|Q8TB03|CX038_HUMAN	tr|A0A6J2MHW0|A0A6J2MHW0_9CHIR
OG0013275	sp|Q8TEA8|DTD1_HUMAN	tr|A0A6J2MMD4|A0A6J2MMD4_9CHIR
OG0013276	sp|Q92753|RORB_HUMAN	tr|A0A7E6DF53|A0A7E6DF53_9CHIR
OG0013277	sp|Q96A32|MYL11_HUMAN	tr|A0A6J2L9H7|A0A6J2L9H7_9CHIR
OG0013278	sp|Q96GA3|LTV1_HUMAN	tr|A0A6J2LGV9|A0A6J2LGV9_9CHIR
OG0013279	sp|Q96I51|RCC1L_HUMAN	tr|A0A6J2M560|A0A6J2M560_9CHIR
OG0013280	sp|Q96IQ9|ZN414_HUMAN	tr|A0A7E6ECE8|A0A7E6ECE8_9CHIR
OG0013281	sp|Q96L93|KI16B_HUMAN	tr|A0A7E6CES8|A0A7E6CES8_9CHIR
OG0013282	sp|Q9BQ65|USB1_HUMAN	tr|A0A6J2KUK6|A0A6J2KUK6_9CHIR
OG0013283	sp|Q9BS16|CENPK_HUMAN	tr|A0A6J2MH61|A0A6J2MH61_9CHIR
OG0013284	sp|Q9BVN2|RUSC1_HUMAN	tr|A0A6J2KTD8|A0A6J2KTD8_9CHIR
OG0013285	sp|Q9BYB0|SHAN3_HUMAN	tr|A0A7E6D9Q2|A0A7E6D9Q2_9CHIR
OG0013286	sp|Q9BZG2|PPAT_HUMAN	tr|A0A6J2N8E6|A0A6J2N8E6_9CHIR
OG0013287	sp|Q9H0W8|SMG9_HUMAN	tr|A0A6J2N684|A0A6J2N684_9CHIR
OG0013288	sp|Q9H221|ABCG8_HUMAN	tr|A0A6J2M2Q0|A0A6J2M2Q0_9CHIR
OG0013289	sp|Q9H4G4|GAPR1_HUMAN	tr|A0A6J2M3T3|A0A6J2M3T3_9CHIR
OG0013290	sp|Q9H6S1|AZI2_HUMAN	tr|A0A7E6E548|A0A7E6E548_9CHIR
OG0013291	sp|Q9NW15|ANO10_HUMAN	tr|A0A6J2M4H3|A0A6J2M4H3_9CHIR
OG0013292	sp|Q9NZB8|MOCS1_HUMAN	tr|A0A6J2LHQ1|A0A6J2LHQ1_9CHIR
OG0013293	sp|Q9UNI1|CELA1_HUMAN	tr|A0A6J2NA78|A0A6J2NA78_9CHIR
OG0013294	sp|Q9Y271|CLTR1_HUMAN	tr|A0A7E6CZK6|A0A7E6CZK6_9CHIR
OG0013295	sp|Q9Y2H0|DLGP4_HUMAN	tr|A0A6J2MNS2|A0A6J2MNS2_9CHIR
OG0013296	sp|A6NML5|TM212_HUMAN	tr|A0A7E6D2V3|A0A7E6D2V3_9CHIR
OG0013297	sp|O00155|GPR25_HUMAN	tr|A0A7E6CY29|A0A7E6CY29_9CHIR
OG0013298	sp|O00231|PSD11_HUMAN	tr|A0A6J2MB74|A0A6J2MB74_9CHIR
OG0013299	sp|O00264|PGRC1_HUMAN	tr|A0A6J2MEE7|A0A6J2MEE7_9CHIR
OG0013300	sp|O15209|ZBT22_HUMAN	tr|A0A6J2LG20|A0A6J2LG20_9CHIR
OG0013301	sp|O75718|CRTAP_HUMAN	tr|A0A6J2M7D7|A0A6J2M7D7_9CHIR
OG0013302	sp|O75943|RAD17_HUMAN	tr|A0A7E6DA95|A0A7E6DA95_9CHIR
OG0013303	sp|O75976|CBPD_HUMAN	tr|A0A6J2MDF9|A0A6J2MDF9_9CHIR
OG0013304	sp|O95425|SVIL_HUMAN	tr|A0A6J2LEC7|A0A6J2LEC7_9CHIR
OG0013305	sp|P09172|DOPO_HUMAN	tr|A0A6J2MSD7|A0A6J2MSD7_9CHIR
OG0013306	sp|P09601|HMOX1_HUMAN	tr|A0A6J2NEV7|A0A6J2NEV7_9CHIR
OG0013307	sp|P15498|VAV_HUMAN	tr|A0A6J2MHP9|A0A6J2MHP9_9CHIR
OG0013308	sp|P20936|RASA1_HUMAN	tr|A0A6J2MXV0|A0A6J2MXV0_9CHIR
OG0013309	sp|P23510|TNFL4_HUMAN	tr|A0A6J2N9A5|A0A6J2N9A5_9CHIR
OG0013310	sp|P28072|PSB6_HUMAN	tr|A0A6J2NE43|A0A6J2NE43_9CHIR
OG0013311	sp|P29460|IL12B_HUMAN	tr|A0A6J2N2T1|A0A6J2N2T1_9CHIR
OG0013312	sp|P36404|ARL2_HUMAN	tr|A0A6J2LUS4|A0A6J2LUS4_9CHIR
OG0013313	sp|P52823|STC1_HUMAN	tr|A0A6J2MDQ2|A0A6J2MDQ2_9CHIR
OG0013314	sp|P54727|RD23B_HUMAN	tr|A0A6J2LLE7|A0A6J2LLE7_9CHIR
OG0013315	sp|P61457|PHS_HUMAN	tr|A0A6J2LP49|A0A6J2LP49_9CHIR
OG0013316	sp|Q07812|BAX_HUMAN	tr|A0A6J2N579|A0A6J2N579_9CHIR
OG0013317	sp|Q13439|GOGA4_HUMAN	tr|A0A7E6E5Z9|A0A7E6E5Z9_9CHIR
OG0013318	sp|Q13635|PTC1_HUMAN	tr|A0A6J2N632|A0A6J2N632_9CHIR
OG0013319	sp|Q14BN4|SLMAP_HUMAN	tr|A0A7E6E759|A0A7E6E759_9CHIR
OG0013320	sp|Q32MQ0|ZN750_HUMAN	tr|A0A6J2MBX2|A0A6J2MBX2_9CHIR
OG0013321	sp|Q53GI3|ZN394_HUMAN	tr|A0A6J2L815|A0A6J2L815_9CHIR
OG0013322	sp|Q5JW98|CAHM4_HUMAN	tr|A0A6J2LH84|A0A6J2LH84_9CHIR
OG0013323	sp|Q5PRF9|SMAG2_HUMAN	tr|A0A7E6CLD4|A0A7E6CLD4_9CHIR
OG0013324	sp|Q5T197|DCST1_HUMAN	tr|A0A6J2KTP9|A0A6J2KTP9_9CHIR
OG0013325	sp|Q5TCX8|M3K21_HUMAN	tr|A0A7E6CYV3|A0A7E6CYV3_9CHIR
OG0013326	sp|Q5VV42|CDKAL_HUMAN	tr|A0A6J2LMV7|A0A6J2LMV7_9CHIR
OG0013327	sp|Q5W0B1|OBI1_HUMAN	tr|A0A6J2MWB7|A0A6J2MWB7_9CHIR
OG0013328	sp|Q6DKI7|PVRIG_HUMAN	tr|A0A6J2MNC9|A0A6J2MNC9_9CHIR
OG0013329	sp|Q6F5E8|CARL2_HUMAN	tr|A0A7E6CP40|A0A7E6CP40_9CHIR
OG0013330	sp|Q6ICG6|K0930_HUMAN	tr|A0A7E6D8L9|A0A7E6D8L9_9CHIR
OG0013331	sp|Q6L8Q7|PDE12_HUMAN	tr|A0A6J2M3Y9|A0A6J2M3Y9_9CHIR
OG0013332	sp|Q6UB98|ANR12_HUMAN	tr|A0A7E6CDY4|A0A7E6CDY4_9CHIR
OG0013333	sp|Q8IWL3|HSC20_HUMAN	tr|A0A7E6CUU6|A0A7E6CUU6_9CHIR
OG0013334	sp|Q8IZJ6|TDH_HUMAN	tr|A0A6J2MA52|A0A6J2MA52_9CHIR
OG0013335	sp|Q8N5M1|ATPF2_HUMAN	tr|A0A6J2NEJ2|A0A6J2NEJ2_9CHIR
OG0013336	sp|Q8N884|CGAS_HUMAN	tr|A0A6J2LIV7|A0A6J2LIV7_9CHIR
OG0013337	sp|Q8N8E2|ZN513_HUMAN	tr|A0A6J2LY21|A0A6J2LY21_9CHIR
OG0013338	sp|Q8NBV8|SYT8_HUMAN	tr|A0A7E6E410|A0A7E6E410_9CHIR
OG0013339	sp|Q8NHE4|VA0E2_HUMAN	tr|A0A6J2MQB4|A0A6J2MQB4_9CHIR
OG0013340	sp|Q8TAD2|IL17D_HUMAN	tr|A0A7E6CZB0|A0A7E6CZB0_9CHIR
OG0013341	sp|Q8TAM6|ERMIN_HUMAN	tr|A0A6J2LG19|A0A6J2LG19_9CHIR
OG0013342	sp|Q8WUJ1|NEUFC_HUMAN	tr|A0A6J2NJ61|A0A6J2NJ61_9CHIR
OG0013343	sp|Q92628|K0232_HUMAN	tr|A0A7E6D845|A0A7E6D845_9CHIR
OG0013344	sp|Q96A73|P33MX_HUMAN	tr|A0A6J2MV46|A0A6J2MV46_9CHIR
OG0013345	sp|Q96FG2|ELMD3_HUMAN	tr|A0A6J2M3I3|A0A6J2M3I3_9CHIR
OG0013346	sp|Q96GX2|A7L3B_HUMAN	tr|A0A6J2N6S3|A0A6J2N6S3_9CHIR
OG0013347	sp|Q96LR9|APLD1_HUMAN	tr|A0A6J2N9K4|A0A6J2N9K4_9CHIR
OG0013348	sp|Q96M95|CCD42_HUMAN	tr|A0A6J2NER7|A0A6J2NER7_9CHIR
OG0013349	sp|Q96N76|HUTU_HUMAN	tr|A0A6J2MLM8|A0A6J2MLM8_9CHIR
OG0013350	sp|Q9GZQ4|NMUR2_HUMAN	tr|A0A6J2N235|A0A6J2N235_9CHIR
OG0013351	sp|Q9H098|F107B_HUMAN	tr|A0A7E6DLN4|A0A7E6DLN4_9CHIR
OG0013352	sp|Q9H7T0|CTSRB_HUMAN	tr|A0A7E6D2J3|A0A7E6D2J3_9CHIR
OG0013353	sp|Q9HCJ2|LRC4C_HUMAN	tr|A0A6J2M199|A0A6J2M199_9CHIR
OG0013354	sp|Q9NRG1|PRDC1_HUMAN	tr|A0A6J2L812|A0A6J2L812_9CHIR
OG0013355	sp|Q9NSD4|ZN275_HUMAN	tr|A0A6J2MJ50|A0A6J2MJ50_9CHIR
OG0013356	sp|Q9NTW7|ZF64B_HUMAN	tr|A0A6J2MLR8|A0A6J2MLR8_9CHIR
OG0013357	sp|Q9Y2P5|S27A5_HUMAN	tr|A0A6J2N1F0|A0A6J2N1F0_9CHIR
OG0013358	sp|Q9Y3D3|RT16_HUMAN	tr|A0A6J2LMC3|A0A6J2LMC3_9CHIR
OG0013359	sp|Q9Y493|ZAN_HUMAN	tr|A0A7E6D9K8|A0A7E6D9K8_9CHIR
OG0013360	sp|Q9Y676|RT18B_HUMAN	tr|A0A6J2LEI7|A0A6J2LEI7_9CHIR
OG0013361	sp|O60269|GRIN2_HUMAN	tr|A0A7E6DTR0|A0A7E6DTR0_9CHIR
OG0013362	sp|O60763|USO1_HUMAN	tr|A0A6J2LAG2|A0A6J2LAG2_9CHIR
OG0013363	sp|P00742|FA10_HUMAN	tr|A0A7E6CKF0|A0A7E6CKF0_9CHIR
OG0013364	sp|P04179|SODM_HUMAN	tr|A0A6J2LH47|A0A6J2LH47_9CHIR
OG0013365	sp|P04424|ARLY_HUMAN	tr|A0A6J2LUL3|A0A6J2LUL3_9CHIR
OG0013366	sp|P19484|TFEB_HUMAN	tr|A0A6J2LHU5|A0A6J2LHU5_9CHIR
OG0013367	sp|P21757|MSRE_HUMAN	tr|A0A7E6CKX3|A0A7E6CKX3_9CHIR
OG0013368	sp|P21810|PGS1_HUMAN	tr|A0A7E6CYS0|A0A7E6CYS0_9CHIR
OG0013369	sp|P22492|H1T_HUMAN	tr|A0A6J2KV94|A0A6J2KV94_9CHIR
OG0013370	sp|P41180|CASR_HUMAN	tr|A0A6J2L5T7|A0A6J2L5T7_9CHIR
OG0013371	sp|P46100|ATRX_HUMAN	tr|A0A6J2MI61|A0A6J2MI61_9CHIR
OG0013372	sp|P49279|NRAM1_HUMAN	tr|A0A6J2LJE5|A0A6J2LJE5_9CHIR
OG0013373	sp|P49639|HXA1_HUMAN	tr|A0A6J2MP45|A0A6J2MP45_9CHIR
OG0013374	sp|P49715|CEBPA_HUMAN	tr|A0A6J2N7C2|A0A6J2N7C2_9CHIR
OG0013375	sp|P50542|PEX5_HUMAN	tr|A0A6J2NBK9|A0A6J2NBK9_9CHIR
OG0013376	sp|P51164|ATP4B_HUMAN	tr|A0A7E6CKF2|A0A7E6CKF2_9CHIR
OG0013377	sp|P54760|EPHB4_HUMAN	tr|A0A6J2L9V7|A0A6J2L9V7_9CHIR
OG0013378	sp|P62699|YPEL5_HUMAN	tr|A0A6J2LZJ4|A0A6J2LZJ4_9CHIR
OG0013379	sp|P78562|PHEX_HUMAN	tr|A0A6J2MK75|A0A6J2MK75_9CHIR
OG0013380	sp|P79522|PRR3_HUMAN	tr|A0A6J2LE83|A0A6J2LE83_9CHIR
OG0013381	sp|Q04446|GLGB_HUMAN	tr|A0A7E6D472|A0A7E6D472_9CHIR
OG0013382	sp|Q13683|ITA7_HUMAN	tr|A0A7E6D922|A0A7E6D922_9CHIR
OG0013383	sp|Q14242|SELPL_HUMAN	tr|A0A6J2MYA9|A0A6J2MYA9_9CHIR
OG0013384	sp|Q14353|GAMT_HUMAN	tr|A0A6J2MCY2|A0A6J2MCY2_9CHIR
OG0013385	sp|Q14773|ICAM4_HUMAN	tr|A0A6J2MA02|A0A6J2MA02_9CHIR
OG0013386	sp|Q4G0X4|KCD21_HUMAN	tr|A0A7E6DZL8|A0A7E6DZL8_9CHIR
OG0013387	sp|Q53EQ6|TIGD5_HUMAN	tr|A0A6J2NAL2|A0A6J2NAL2_9CHIR
OG0013388	sp|Q5SRR4|LY65C_HUMAN	tr|A0A6J2LA01|A0A6J2LA01_9CHIR
OG0013389	sp|Q5T4F7|SFRP5_HUMAN	tr|A0A6J2LS76|A0A6J2LS76_9CHIR
OG0013390	sp|Q5T5M9|CCNJ_HUMAN	tr|A0A6J2LHW0|A0A6J2LHW0_9CHIR
OG0013391	sp|Q63HN8|RN213_HUMAN	tr|A0A7E6CDC2|A0A7E6CDC2_9CHIR
OG0013392	sp|Q6ICL7|S35E4_HUMAN	tr|A0A6J2N1D9|A0A6J2N1D9_9CHIR
OG0013393	sp|Q6NZY4|ZCHC8_HUMAN	tr|A0A6J2MWE7|A0A6J2MWE7_9CHIR
OG0013394	sp|Q6UX52|IL40_HUMAN	tr|A0A6J2MB33|A0A6J2MB33_9CHIR
OG0013395	sp|Q7Z4N8|P4HA3_HUMAN	tr|A0A6J2LZF8|A0A6J2LZF8_9CHIR
OG0013396	sp|Q7Z591|AKNA_HUMAN	tr|A0A6J2MBS6|A0A6J2MBS6_9CHIR
OG0013397	sp|Q7Z7C8|TAF8_HUMAN	tr|A0A6J2LEB0|A0A6J2LEB0_9CHIR
OG0013398	sp|Q86VS3|IQCH_HUMAN	tr|A0A7E6D2P9|A0A7E6D2P9_9CHIR
OG0013399	sp|Q8N0X4|CLYBL_HUMAN	tr|A0A7E6CK57|A0A7E6CK57_9CHIR
OG0013400	sp|Q8N123|CPXCR_HUMAN	tr|A0A7E6CZE4|A0A7E6CZE4_9CHIR
OG0013401	sp|Q8N157|AHI1_HUMAN	tr|A0A6J2LE90|A0A6J2LE90_9CHIR
OG0013402	sp|Q8N3R9|PALS1_HUMAN	tr|A0A6J2L6H8|A0A6J2L6H8_9CHIR
OG0013403	sp|Q8NBF2|NHLC2_HUMAN	tr|A0A6J2LQ09|A0A6J2LQ09_9CHIR
OG0013404	sp|Q8NEM0|MCPH1_HUMAN	tr|A0A6J2MS95|A0A6J2MS95_9CHIR
OG0013405	sp|Q8WWY8|LIPH_HUMAN	tr|A0A6J2L2N6|A0A6J2L2N6_9CHIR
OG0013406	sp|Q96CV9|OPTN_HUMAN	tr|A0A6J2L4Y6|A0A6J2L4Y6_9CHIR
OG0013407	sp|Q96CW9|NTNG2_HUMAN	tr|A0A6J2M302|A0A6J2M302_9CHIR
OG0013408	sp|Q96HJ5|MS4A3_HUMAN	tr|A0A6J2LYG8|A0A6J2LYG8_9CHIR
OG0013409	sp|Q96JM7|LMBL3_HUMAN	tr|A0A6J2LDT7|A0A6J2LDT7_9CHIR
OG0013410	sp|Q96LQ0|PPR36_HUMAN	tr|A0A6J2LCW6|A0A6J2LCW6_9CHIR
OG0013411	sp|Q96MB7|HARB1_HUMAN	tr|A0A7E6E106|A0A7E6E106_9CHIR
OG0013412	sp|Q96N21|AP4AT_HUMAN	tr|A0A7E6EFF5|A0A7E6EFF5_9CHIR
OG0013413	sp|Q96QS3|ARX_HUMAN	tr|A0A6J2MF71|A0A6J2MF71_9CHIR
OG0013414	sp|Q9BYN8|RT26_HUMAN	tr|A0A6J2MLF0|A0A6J2MLF0_9CHIR
OG0013415	sp|Q9C0D9|EPT1_HUMAN	tr|A0A6J2M419|A0A6J2M419_9CHIR
OG0013416	sp|Q9H0K4|RSH6A_HUMAN	tr|A0A7E6CS59|A0A7E6CS59_9CHIR
OG0013417	sp|Q9H252|KCNH6_HUMAN	tr|A0A6J2MER7|A0A6J2MER7_9CHIR
OG0013418	sp|Q9H4S2|GSX1_HUMAN	tr|A0A6J2KX57|A0A6J2KX57_9CHIR
OG0013419	sp|Q9H4Y5|GSTO2_HUMAN	tr|A0A6J2LT10|A0A6J2LT10_9CHIR
OG0013420	sp|Q9H6U6|BCAS3_HUMAN	tr|A0A6J2MHI7|A0A6J2MHI7_9CHIR
OG0013421	sp|Q9HAW4|CLSPN_HUMAN	tr|A0A6J2LKK5|A0A6J2LKK5_9CHIR
OG0013422	sp|Q9HCE9|ANO8_HUMAN	tr|A0A6J2MA13|A0A6J2MA13_9CHIR
OG0013423	sp|Q9NS56|TOPRS_HUMAN	tr|A0A6J2LB97|A0A6J2LB97_9CHIR
OG0013424	sp|Q9NSE4|SYIM_HUMAN	tr|A0A6J2N3D1|A0A6J2N3D1_9CHIR
OG0013425	sp|Q9NYA1|SPHK1_HUMAN	tr|A0A7E6EEN1|A0A7E6EEN1_9CHIR
OG0013426	sp|Q9P0T7|TMEM9_HUMAN	tr|A0A6J2NAV5|A0A6J2NAV5_9CHIR
OG0013427	sp|Q9P2H5|UBP35_HUMAN	tr|A0A6J2M5R4|A0A6J2M5R4_9CHIR
OG0013428	sp|Q9UI43|MRM2_HUMAN	tr|A0A6J2MYP6|A0A6J2MYP6_9CHIR
OG0013429	sp|Q9Y6I7|WSB1_HUMAN	tr|A0A6J2MHH3|A0A6J2MHH3_9CHIR
OG0013430	sp|A0PK11|CLRN2_HUMAN	tr|A0A6J2L8E3|A0A6J2L8E3_9CHIR
OG0013431	sp|A6NJW4|LRR3C_HUMAN	tr|A0A6J2MD59|A0A6J2MD59_9CHIR
OG0013432	sp|A9Z1Z3|FR1L4_HUMAN	tr|A0A6J2MK16|A0A6J2MK16_9CHIR
OG0013433	sp|C9JR72|KBTBD_HUMAN	tr|A0A7E6CDN9|A0A7E6CDN9_9CHIR
OG0013434	sp|F5H4B4|F227A_HUMAN	tr|A0A7E6D8B1|A0A7E6D8B1_9CHIR
OG0013435	sp|O00339|MATN2_HUMAN	tr|A0A6J2NI45|A0A6J2NI45_9CHIR
OG0013436	sp|O60315|ZEB2_HUMAN	tr|A0A6J2L9G2|A0A6J2L9G2_9CHIR
OG0013437	sp|O94827|PKHG5_HUMAN	tr|A0A7E6DQQ9|A0A7E6DQQ9_9CHIR
OG0013438	sp|P07510|ACHG_HUMAN	tr|A0A6J2LFB5|A0A6J2LFB5_9CHIR
OG0013439	sp|P08034|CXB1_HUMAN	tr|A0A6J2ML51|A0A6J2ML51_9CHIR
OG0013440	sp|P08172|ACM2_HUMAN	tr|A0A6J2MQE5|A0A6J2MQE5_9CHIR
OG0013441	sp|P16144|ITB4_HUMAN	tr|A0A7E6EGC7|A0A7E6EGC7_9CHIR
OG0013442	sp|P22830|HEMH_HUMAN	tr|A0A6J2MII6|A0A6J2MII6_9CHIR
OG0013443	sp|P27037|AVR2A_HUMAN	tr|A0A6J2LEZ9|A0A6J2LEZ9_9CHIR
OG0013444	sp|P42898|MTHR_HUMAN	tr|A0A7E6DPW5|A0A7E6DPW5_9CHIR
OG0013445	sp|P50876|R144A_HUMAN	tr|A0A7E6DWV5|A0A7E6DWV5_9CHIR
OG0013446	sp|P52569|CTR2_HUMAN	tr|A0A6J2MT85|A0A6J2MT85_9CHIR
OG0013447	sp|P57088|TMM33_HUMAN	tr|A0A6J2L794|A0A6J2L794_9CHIR
OG0013448	sp|Q06547|GABP1_HUMAN	tr|A0A6J2L5N2|A0A6J2L5N2_9CHIR
OG0013449	sp|Q12913|PTPRJ_HUMAN	tr|A0A6J2LXK5|A0A6J2LXK5_9CHIR
OG0013450	sp|Q13217|DNJC3_HUMAN	tr|A0A6J2MQC2|A0A6J2MQC2_9CHIR
OG0013451	sp|Q16670|ZSC26_HUMAN	tr|A0A6J2KVP6|A0A6J2KVP6_9CHIR
OG0013452	sp|Q2KJY2|KI26B_HUMAN	tr|A0A6J2NAN3|A0A6J2NAN3_9CHIR
OG0013453	sp|Q53FD0|ZC21C_HUMAN	tr|A0A6J2L7K9|A0A6J2L7K9_9CHIR
OG0013454	sp|Q53FE4|CD017_HUMAN	tr|A0A6J2L9U9|A0A6J2L9U9_9CHIR
OG0013455	sp|Q5VWP3|MLIP_HUMAN	tr|A0A7E6DMC0|A0A7E6DMC0_9CHIR
OG0013456	sp|Q5VXI9|LIPN_HUMAN	tr|A0A6J2LTZ8|A0A6J2LTZ8_9CHIR
OG0013457	sp|Q6NXG1|ESRP1_HUMAN	tr|A0A6J2NBF7|A0A6J2NBF7_9CHIR
OG0013458	sp|Q7Z2K8|GRIN1_HUMAN	tr|A0A7E6CTE9|A0A7E6CTE9_9CHIR
OG0013459	sp|Q86UD1|OAF_HUMAN	tr|A0A6J2LXD2|A0A6J2LXD2_9CHIR
OG0013460	sp|Q8IVF5|TIAM2_HUMAN	tr|A0A6J2LFF6|A0A6J2LFF6_9CHIR
OG0013461	sp|Q8IXS2|DRC2_HUMAN	tr|A0A6J2N9D2|A0A6J2N9D2_9CHIR
OG0013462	sp|Q8N715|CC185_HUMAN	tr|A0A6J2N9F8|A0A6J2N9F8_9CHIR
OG0013463	sp|Q8N841|TTLL6_HUMAN	tr|A0A7E6EE98|A0A7E6EE98_9CHIR
OG0013464	sp|Q8NDM7|CFA43_HUMAN	tr|A0A6J2LMX0|A0A6J2LMX0_9CHIR
OG0013465	sp|Q8NEV8|EXPH5_HUMAN	tr|A0A7E6DZL9|A0A7E6DZL9_9CHIR
OG0013466	sp|Q8NGR8|OR1L8_HUMAN	tr|A0A6J2N4H8|A0A6J2N4H8_9CHIR
OG0013467	sp|Q8NHS9|SPT22_HUMAN	tr|A0A7E6EDP0|A0A7E6EDP0_9CHIR
OG0013468	sp|Q8WVB3|HEXD_HUMAN	tr|A0A6J2M7N5|A0A6J2M7N5_9CHIR
OG0013469	sp|Q8WW34|TM239_HUMAN	tr|A0A6J2MN84|A0A6J2MN84_9CHIR
OG0013470	sp|Q8WYB5|KAT6B_HUMAN	tr|A0A7E6DWY1|A0A7E6DWY1_9CHIR
OG0013471	sp|Q969E8|TSR2_HUMAN	tr|A0A6J2MFT0|A0A6J2MFT0_9CHIR
OG0013472	sp|Q96G42|KLD7B_HUMAN	tr|A0A6J2NB03|A0A6J2NB03_9CHIR
OG0013473	sp|Q96J87|CELF6_HUMAN	tr|A0A6J2L369|A0A6J2L369_9CHIR
OG0013474	sp|Q96KP6|TNIP3_HUMAN	tr|A0A7E6EFL2|A0A7E6EFL2_9CHIR
OG0013475	sp|Q96M86|DNHD1_HUMAN	tr|A0A7E6E4C1|A0A7E6E4C1_9CHIR
OG0013476	sp|Q96NU1|SAM11_HUMAN	tr|A0A7E6DPB2|A0A7E6DPB2_9CHIR
OG0013477	sp|Q9BQ08|RETNB_HUMAN	tr|A0A6J2KSI7|A0A6J2KSI7_9CHIR
OG0013478	sp|Q9BU70|TRMO_HUMAN	tr|A0A6J2M5S8|A0A6J2M5S8_9CHIR
OG0013479	sp|Q9BWT3|PAPOG_HUMAN	tr|A0A6J2LQQ3|A0A6J2LQQ3_9CHIR
OG0013480	sp|Q9BZB8|CPEB1_HUMAN	tr|A0A7E6CMR9|A0A7E6CMR9_9CHIR
OG0013481	sp|Q9BZM2|PA2GF_HUMAN	tr|A0A7E6DRA9|A0A7E6DRA9_9CHIR
OG0013482	sp|Q9C0H5|RHG39_HUMAN	tr|A0A6J2NCH0|A0A6J2NCH0_9CHIR
OG0013483	sp|Q9H6S0|YTDC2_HUMAN	tr|A0A6J2LL67|A0A6J2LL67_9CHIR
OG0013484	sp|Q9H7B2|RPF2_HUMAN	tr|A0A6J2LC64|A0A6J2LC64_9CHIR
OG0013485	sp|Q9NPB8|GPCP1_HUMAN	tr|A0A6J2MSJ3|A0A6J2MSJ3_9CHIR
OG0013486	sp|Q9NSP4|CENPM_HUMAN	tr|A0A6J2NAC5|A0A6J2NAC5_9CHIR
OG0013487	sp|Q9NZC2|TREM2_HUMAN	tr|A0A7E6DLY7|A0A7E6DLY7_9CHIR
OG0013488	sp|Q9NZL9|MAT2B_HUMAN	tr|A0A6J2N3G7|A0A6J2N3G7_9CHIR
OG0013489	sp|Q9P281|BAHC1_HUMAN	tr|A0A7E6EGJ2|A0A7E6EGJ2_9CHIR
OG0013490	sp|Q9P289|STK26_HUMAN	tr|A0A6J2MK86|A0A6J2MK86_9CHIR
OG0013491	sp|Q9UBR2|CATZ_HUMAN	tr|A0A6J2MPW9|A0A6J2MPW9_9CHIR
OG0013492	sp|Q9ULS5|TMCC3_HUMAN	tr|A0A6J2NFF8|A0A6J2NFF8_9CHIR
OG0013493	sp|Q9Y535|RPC8_HUMAN	tr|A0A6J2NF83|A0A6J2NF83_9CHIR
OG0013494	sp|A0PK05|TMM72_HUMAN	tr|A0A6J2LP74|A0A6J2LP74_9CHIR
OG0013495	sp|A6NNM8|TTL13_HUMAN	tr|A0A7E6CQ58|A0A7E6CQ58_9CHIR
