Orthogroup	Homo_sapiens	Ictidomys_tridecemlineatus
OG0010300	sp|Q7RTU3|OLIG3_HUMAN	tr|I3NCU6|I3NCU6_ICTTR
OG0010301	sp|Q86V15|CASZ1_HUMAN	tr|A0A287DBZ8|A0A287DBZ8_ICTTR
OG0010302	sp|Q8N0Z9|VSI10_HUMAN	tr|I3N4L4|I3N4L4_ICTTR
OG0010303	sp|Q8N3E9|PLCD3_HUMAN	tr|I3MDJ1|I3MDJ1_ICTTR
OG0010304	sp|Q8N3F9|G137C_HUMAN	tr|I3MIU5|I3MIU5_ICTTR
OG0010305	sp|Q8N5C8|TAB3_HUMAN	tr|A0A287D7G3|A0A287D7G3_ICTTR
OG0010306	sp|Q8N5I2|ARRD1_HUMAN	tr|I3MID3|I3MID3_ICTTR
OG0010307	sp|Q8NEW0|ZNT7_HUMAN	tr|I3M5Y2|I3M5Y2_ICTTR
OG0010308	sp|Q8TBB5|KLDC4_HUMAN	tr|A0A287D4M4|A0A287D4M4_ICTTR
OG0010309	sp|Q8TCC3|RM30_HUMAN	tr|A0A287D6W7|A0A287D6W7_ICTTR
OG0010310	sp|Q8WY54|PPM1E_HUMAN	tr|I3MJW4|I3MJW4_ICTTR
OG0010311	sp|Q96S52|PIGS_HUMAN	tr|I3M0V8|I3M0V8_ICTTR
OG0010312	sp|Q99578|RIT2_HUMAN	tr|I3NDC1|I3NDC1_ICTTR
OG0010313	sp|Q9BW91|NUDT9_HUMAN	tr|I3MP61|I3MP61_ICTTR
OG0010314	sp|Q9BYP7|WNK3_HUMAN	tr|I3LWC3|I3LWC3_ICTTR
OG0010315	sp|Q9H568|ACTL8_HUMAN	tr|I3N0Y7|I3N0Y7_ICTTR
OG0010316	sp|Q9HD67|MYO10_HUMAN	tr|I3M511|I3M511_ICTTR
OG0010317	sp|Q9NQV5|PRD11_HUMAN	tr|A0A287D3K2|A0A287D3K2_ICTTR
OG0010318	sp|Q9NXJ5|PGPI_HUMAN	tr|I3M3B1|I3M3B1_ICTTR
OG0010319	sp|Q9NY12|GAR1_HUMAN	tr|I3M6B3|I3M6B3_ICTTR
OG0010320	sp|Q9UF12|HYPDH_HUMAN	tr|I3NEF2|I3NEF2_ICTTR
OG0010321	sp|Q9UK59|DBR1_HUMAN	tr|I3M951|I3M951_ICTTR
OG0010322	sp|Q9Y266|NUDC_HUMAN	tr|I3N9X7|I3N9X7_ICTTR
OG0010323	sp|Q9Y283|INVS_HUMAN	tr|I3MEX1|I3MEX1_ICTTR
OG0010324	sp|Q9Y2D8|ADIP_HUMAN	tr|A0A287D6S0|A0A287D6S0_ICTTR
OG0010325	sp|Q9Y4B6|DCAF1_HUMAN	tr|I3MC45|I3MC45_ICTTR
OG0010326	sp|B3GLJ2|PATE3_HUMAN	tr|I3N0X9|I3N0X9_ICTTR
OG0010327	sp|O15499|GSC2_HUMAN	tr|I3NAF2|I3NAF2_ICTTR
OG0010328	sp|O43934|MFS11_HUMAN	tr|A0A287CZY3|A0A287CZY3_ICTTR
OG0010329	sp|O60341|KDM1A_HUMAN	tr|I3M0G4|I3M0G4_ICTTR
OG0010330	sp|O60524|NEMF_HUMAN	tr|I3LXQ2|I3LXQ2_ICTTR
OG0010331	sp|P04233|HG2A_HUMAN	tr|I3MCR9|I3MCR9_ICTTR
OG0010332	sp|P06850|CRF_HUMAN	tr|I3M5J1|I3M5J1_ICTTR
OG0010333	sp|P07550|ADRB2_HUMAN	tr|I3MUE3|I3MUE3_ICTTR
OG0010334	sp|P07737|PROF1_HUMAN	tr|I3N7W4|I3N7W4_ICTTR
OG0010335	sp|P10145|IL8_HUMAN	tr|I3M1Y5|I3M1Y5_ICTTR
OG0010336	sp|P10645|CMGA_HUMAN	tr|I3MMW2|I3MMW2_ICTTR
OG0010337	sp|P12644|BMP4_HUMAN	tr|I3LY23|I3LY23_ICTTR
OG0010338	sp|P19021|AMD_HUMAN	tr|A0A287CS82|A0A287CS82_ICTTR
OG0010339	sp|P24864|CCNE1_HUMAN	tr|I3MDY5|I3MDY5_ICTTR
OG0010340	sp|P42694|HELZ_HUMAN	tr|I3MAK1|I3MAK1_ICTTR
OG0010341	sp|P49640|EVX1_HUMAN	tr|I3N4V7|I3N4V7_ICTTR
OG0010342	sp|P49748|ACADV_HUMAN	tr|A0A287D0Y5|A0A287D0Y5_ICTTR
OG0010343	sp|P49763|PLGF_HUMAN	tr|I3N8D7|I3N8D7_ICTTR
OG0010344	sp|P50749|RASF2_HUMAN	tr|I3MPX9|I3MPX9_ICTTR
OG0010345	sp|P53999|TCP4_HUMAN	tr|I3NE10|I3NE10_ICTTR
OG0010346	sp|P86397|HTD2_HUMAN	tr|I3N549|I3N549_ICTTR
OG0010347	sp|Q01970|PLCB3_HUMAN	tr|A0A287DAT3|A0A287DAT3_ICTTR
OG0010348	sp|Q03113|GNA12_HUMAN	tr|I3NBP9|I3NBP9_ICTTR
OG0010349	sp|Q13241|KLRD1_HUMAN	tr|A0A287CY22|A0A287CY22_ICTTR
OG0010350	sp|Q13506|NAB1_HUMAN	tr|I3LVZ1|I3LVZ1_ICTTR
OG0010351	sp|Q14118|DAG1_HUMAN	tr|I3N6C8|I3N6C8_ICTTR
OG0010352	sp|Q15633|TRBP2_HUMAN	tr|A0A287DE33|A0A287DE33_ICTTR
OG0010353	sp|Q4G0W2|DUS28_HUMAN	tr|I3NAN6|I3NAN6_ICTTR
OG0010354	sp|Q5H8A3|NMS_HUMAN	tr|A0A287CZ30|A0A287CZ30_ICTTR
OG0010355	sp|Q5SVJ3|CA100_HUMAN	tr|I3M431|I3M431_ICTTR
OG0010356	sp|Q5TFG8|ZC21B_HUMAN	tr|I3MK04|I3MK04_ICTTR
OG0010357	sp|Q5VZL5|ZMYM4_HUMAN	tr|A0A287D779|A0A287D779_ICTTR
OG0010358	sp|Q6P5X5|CV039_HUMAN	tr|A0A287DBX3|A0A287DBX3_ICTTR
OG0010359	sp|Q6PRD1|GP179_HUMAN	tr|I3MW63|I3MW63_ICTTR
OG0010360	sp|Q6YN16|HSDL2_HUMAN	tr|A0A287CTP9|A0A287CTP9_ICTTR
OG0010361	sp|Q7Z3C6|ATG9A_HUMAN	tr|I3NBF0|I3NBF0_ICTTR
OG0010362	sp|Q7Z7A3|CTU1_HUMAN	tr|I3MPI2|I3MPI2_ICTTR
OG0010363	sp|Q86VZ4|LRP11_HUMAN	tr|I3LWT0|I3LWT0_ICTTR
OG0010364	sp|Q86XL3|ANKL2_HUMAN	tr|I3N9F2|I3N9F2_ICTTR
OG0010365	sp|Q8IUR7|ARMC8_HUMAN	tr|I3MW03|I3MW03_ICTTR
OG0010366	sp|Q8IYU2|HACE1_HUMAN	tr|A0A287DCJ7|A0A287DCJ7_ICTTR
OG0010367	sp|Q8IZP7|H6ST3_HUMAN	tr|I3ME25|I3ME25_ICTTR
OG0010368	sp|Q8N5T2|TBC19_HUMAN	tr|I3N5D4|I3N5D4_ICTTR
OG0010369	sp|Q8TDN2|KCNV2_HUMAN	tr|I3MYC3|I3MYC3_ICTTR
OG0010370	sp|Q92738|US6NL_HUMAN	tr|I3LYU6|I3LYU6_ICTTR
OG0010371	sp|Q92805|GOGA1_HUMAN	tr|A0A287D620|A0A287D620_ICTTR
OG0010372	sp|Q92889|XPF_HUMAN	tr|I3MKT9|I3MKT9_ICTTR
OG0010373	sp|Q92908|GATA6_HUMAN	tr|I3N2Q7|I3N2Q7_ICTTR
OG0010374	sp|Q93086|P2RX5_HUMAN	tr|I3MS41|I3MS41_ICTTR
OG0010375	sp|Q96GV9|MACIR_HUMAN	tr|I3M6H8|I3M6H8_ICTTR
OG0010376	sp|Q96IM9|DYDC2_HUMAN	tr|I3MJX5|I3MJX5_ICTTR
OG0010377	sp|Q96J86|CYYR1_HUMAN	tr|A0A287DAM5|A0A287DAM5_ICTTR
OG0010378	sp|Q96NA2|RILP_HUMAN	tr|A0A287D1G5|A0A287D1G5_ICTTR
OG0010379	sp|Q96NX5|KCC1G_HUMAN	tr|I3MRR4|I3MRR4_ICTTR
OG0010380	sp|Q9BXN2|CLC7A_HUMAN	tr|A0A287D1N4|A0A287D1N4_ICTTR
OG0010381	sp|Q9H0V9|LMA2L_HUMAN	tr|I3N3G8|I3N3G8_ICTTR
OG0010382	sp|Q9H2P0|ADNP_HUMAN	tr|I3N138|I3N138_ICTTR
OG0010383	sp|Q9NZM6|PK2L2_HUMAN	tr|I3M821|I3M821_ICTTR
OG0010384	sp|Q9UBM4|OPT_HUMAN	tr|I3MHK3|I3MHK3_ICTTR
OG0010385	sp|Q9UIC8|LCMT1_HUMAN	tr|I3LWK7|I3LWK7_ICTTR
OG0010386	sp|Q9UN76|S6A14_HUMAN	tr|I3M973|I3M973_ICTTR
OG0010387	sp|Q9UPN4|CP131_HUMAN	tr|I3M533|I3M533_ICTTR
OG0010388	sp|Q9Y366|IFT52_HUMAN	tr|I3MEW9|I3MEW9_ICTTR
OG0010390	sp|O60673|REV3L_HUMAN	tr|A0A287CVW6|A0A287CVW6_ICTTR
OG0010391	sp|O75553|DAB1_HUMAN	tr|I3M730|I3M730_ICTTR
OG0010392	sp|O75575|RPC9_HUMAN	tr|A0A287D2C3|A0A287D2C3_ICTTR
OG0010393	sp|O75896|TUSC2_HUMAN	tr|I3N1P5|I3N1P5_ICTTR
OG0010394	sp|O94811|TPPP_HUMAN	tr|I3N5L6|I3N5L6_ICTTR
OG0010395	sp|O95685|PPR3D_HUMAN	tr|I3MS89|I3MS89_ICTTR
OG0010396	sp|P01130|LDLR_HUMAN	tr|I3MAV1|I3MAV1_ICTTR
OG0010397	sp|P05556|ITB1_HUMAN	tr|I3ML23|I3ML23_ICTTR
OG0010398	sp|P0DO97|CC192_HUMAN	tr|A0A287D0F6|A0A287D0F6_ICTTR
OG0010399	sp|P10911|MCF2_HUMAN	tr|A0A287DEC3|A0A287DEC3_ICTTR
OG0010400	sp|P13056|NR2C1_HUMAN	tr|I3NEH3|I3NEH3_ICTTR
OG0010401	sp|P23526|SAHH_HUMAN	tr|I3M1J1|I3M1J1_ICTTR
OG0010402	sp|P27986|P85A_HUMAN	tr|A0A287DCB8|A0A287DCB8_ICTTR
OG0010403	sp|P28906|CD34_HUMAN	tr|I3N175|I3N175_ICTTR
OG0010404	sp|P38571|LICH_HUMAN	tr|I3NDU4|I3NDU4_ICTTR
OG0010405	sp|P54922|ADPRH_HUMAN	tr|I3M3A0|I3M3A0_ICTTR
OG0010406	sp|P56192|SYMC_HUMAN	tr|I3LY12|I3LY12_ICTTR
OG0010407	sp|P61201|CSN2_HUMAN	tr|I3M5X6|I3M5X6_ICTTR
OG0010408	sp|Q02153|GCYB1_HUMAN	tr|A0A287D8B8|A0A287D8B8_ICTTR
OG0010409	sp|Q3MIR4|CC50B_HUMAN	tr|I3LWB3|I3LWB3_ICTTR
OG0010410	sp|Q53H96|P5CR3_HUMAN	tr|A0A287D276|A0A287D276_ICTTR
OG0010411	sp|Q5JQC9|AKAP4_HUMAN	tr|I3MYC0|I3MYC0_ICTTR
OG0010412	sp|Q68DD2|PA24F_HUMAN	tr|I3MMS2|I3MMS2_ICTTR
OG0010413	sp|Q6P050|FXL22_HUMAN	tr|I3MQV0|I3MQV0_ICTTR
OG0010414	sp|Q6SZW1|SARM1_HUMAN	tr|I3NGE0|I3NGE0_ICTTR
OG0010415	sp|Q7RTY3|PRS45_HUMAN	tr|I3M4Y2|I3M4Y2_ICTTR
OG0010416	sp|Q8N1Q8|THEM5_HUMAN	tr|I3MG24|I3MG24_ICTTR
OG0010417	sp|Q8N819|PPM1N_HUMAN	tr|I3N876|I3N876_ICTTR
OG0010418	sp|Q8ND76|CCNY_HUMAN	tr|I3MGF9|I3MGF9_ICTTR
OG0010419	sp|Q8NEE8|TTC16_HUMAN	tr|I3MCN7|I3MCN7_ICTTR
OG0010420	sp|Q92537|SUSD6_HUMAN	tr|A0A287D3T8|A0A287D3T8_ICTTR
OG0010421	sp|Q92619|HMHA1_HUMAN	tr|I3MKH1|I3MKH1_ICTTR
OG0010422	sp|Q96AJ1|CLUA1_HUMAN	tr|I3MBH8|I3MBH8_ICTTR
OG0010423	sp|Q96HC4|PDLI5_HUMAN	tr|A0A287CZR6|A0A287CZR6_ICTTR
OG0010424	sp|Q96I36|COX14_HUMAN	tr|I3M565|I3M565_ICTTR
OG0010425	sp|Q96JI7|SPTCS_HUMAN	tr|I3M023|I3M023_ICTTR
OG0010426	sp|Q96RJ0|TAAR1_HUMAN	tr|A0A287D5R5|A0A287D5R5_ICTTR
OG0010427	sp|Q96S44|PRPK_HUMAN	tr|I3MU32|I3MU32_ICTTR
OG0010428	sp|Q99798|ACON_HUMAN	tr|A0A287D4R1|A0A287D4R1_ICTTR
OG0010429	sp|Q9BPU9|B9D2_HUMAN	tr|I3NGL1|I3NGL1_ICTTR
OG0010430	sp|Q9BXU0|TEX12_HUMAN	tr|A0A287D0F0|A0A287D0F0_ICTTR
OG0010431	sp|Q9H694|BICC1_HUMAN	tr|I3LW33|I3LW33_ICTTR
OG0010432	sp|Q9NQR4|NIT2_HUMAN	tr|I3NBR4|I3NBR4_ICTTR
OG0010433	sp|Q9NQZ7|ENTP7_HUMAN	tr|I3MFI2|I3MFI2_ICTTR
OG0010434	sp|Q9UHF7|TRPS1_HUMAN	tr|A0A287DAU2|A0A287DAU2_ICTTR
OG0010435	sp|Q9UJ90|KCNE5_HUMAN	tr|I3MJ37|I3MJ37_ICTTR
OG0010436	sp|Q9ULV3|CIZ1_HUMAN	tr|A0A287D9Y9|A0A287D9Y9_ICTTR
OG0010437	sp|Q9UMY1|NOL7_HUMAN	tr|I3MBB5|I3MBB5_ICTTR
OG0010438	sp|Q9UMY4|SNX12_HUMAN	tr|A0A287D1G6|A0A287D1G6_ICTTR
OG0010439	sp|Q9Y2S6|TMA7_HUMAN	tr|A0A287D7Y8|A0A287D7Y8_ICTTR
OG0010440	sp|Q9Y2V0|CDIN1_HUMAN	tr|I3N086|I3N086_ICTTR
OG0010441	sp|Q9Y4A5|TRRAP_HUMAN	tr|I3MWI3|I3MWI3_ICTTR
OG0010442	sp|Q9Y520|PRC2C_HUMAN	tr|A0A287CV62|A0A287CV62_ICTTR
OG0010443	sp|Q9Y5I7|CLD16_HUMAN	tr|I3MC59|I3MC59_ICTTR
OG0010444	sp|Q9Y6R7|FCGBP_HUMAN	tr|A0A287D545|A0A287D545_ICTTR
OG0010445	sp|A1L453|PRS38_HUMAN	tr|I3MVB6|I3MVB6_ICTTR
OG0010446	sp|A2A2Y4|FRMD3_HUMAN	tr|I3N8G9|I3N8G9_ICTTR
OG0010447	sp|A6NK44|GLOD5_HUMAN	tr|I3MMC8|I3MMC8_ICTTR
OG0010448	sp|O00634|NET3_HUMAN	tr|I3MXR3|I3MXR3_ICTTR
OG0010449	sp|O14514|AGRB1_HUMAN	tr|A0A287DCL2|A0A287DCL2_ICTTR
OG0010450	sp|O75170|PP6R2_HUMAN	tr|I3MNM2|I3MNM2_ICTTR
OG0010451	sp|O75364|PITX3_HUMAN	tr|I3MP12|I3MP12_ICTTR
OG0010452	sp|O75417|DPOLQ_HUMAN	tr|I3MEL6|I3MEL6_ICTTR
OG0010453	sp|O95389|CCN6_HUMAN	tr|I3M5T0|I3M5T0_ICTTR
OG0010454	sp|P11171|EPB41_HUMAN	tr|A0A287D4F2|A0A287D4F2_ICTTR
OG0010455	sp|P12429|ANXA3_HUMAN	tr|I3NAE7|I3NAE7_ICTTR
OG0010456	sp|P21918|DRD5_HUMAN	tr|I3N7K7|I3N7K7_ICTTR
OG0010457	sp|P26358|DNMT1_HUMAN	tr|A0A287CVP0|A0A287CVP0_ICTTR
OG0010458	sp|P31268|HXA7_HUMAN	tr|I3MGW3|I3MGW3_ICTTR
OG0010459	sp|P35712|SOX6_HUMAN	tr|I3MLC0|I3MLC0_ICTTR
OG0010460	sp|P40938|RFC3_HUMAN	tr|I3LWI2|I3LWI2_ICTTR
OG0010461	sp|P42285|MTREX_HUMAN	tr|I3MG60|I3MG60_ICTTR
OG0010462	sp|P46109|CRKL_HUMAN	tr|I3MC34|I3MC34_ICTTR
OG0010463	sp|P46937|YAP1_HUMAN	tr|I3M570|I3M570_ICTTR
OG0010464	sp|P50479|PDLI4_HUMAN	tr|I3NAP7|I3NAP7_ICTTR
OG0010465	sp|P52657|T2AG_HUMAN	tr|A0A287CVB1|A0A287CVB1_ICTTR
OG0010466	sp|P55211|CASP9_HUMAN	tr|I3NCK5|I3NCK5_ICTTR
OG0010467	sp|P60602|ROMO1_HUMAN	tr|I3MPJ7|I3MPJ7_ICTTR
OG0010468	sp|Q12972|PP1R8_HUMAN	tr|I3M444|I3M444_ICTTR
OG0010469	sp|Q15738|NSDHL_HUMAN	tr|I3N7T2|I3N7T2_ICTTR
OG0010470	sp|Q15846|CLUL1_HUMAN	tr|I3MN97|I3MN97_ICTTR
OG0010471	sp|Q17RM4|CC142_HUMAN	tr|I3LXU1|I3LXU1_ICTTR
OG0010472	sp|Q2I0M5|RSPO4_HUMAN	tr|I3MKW8|I3MKW8_ICTTR
OG0010473	sp|Q5JTH9|RRP12_HUMAN	tr|I3M855|I3M855_ICTTR
OG0010474	sp|Q5TAT6|CODA1_HUMAN	tr|A0A287D929|A0A287D929_ICTTR
OG0010475	sp|Q5VW38|GP107_HUMAN	tr|I3N0D2|I3N0D2_ICTTR
OG0010476	sp|Q7Z6J2|GRASP_HUMAN	tr|I3LWQ8|I3LWQ8_ICTTR
OG0010477	sp|Q86UY5|FA83A_HUMAN	tr|I3M1Q1|I3M1Q1_ICTTR
OG0010478	sp|Q86YW0|PLCZ1_HUMAN	tr|I3MGD3|I3MGD3_ICTTR
OG0010479	sp|Q8IUR5|TMTC1_HUMAN	tr|A0A287CXY4|A0A287CXY4_ICTTR
OG0010480	sp|Q8N565|MREG_HUMAN	tr|I3MEI8|I3MEI8_ICTTR
OG0010481	sp|Q8N5N7|RM50_HUMAN	tr|I3MWU6|I3MWU6_ICTTR
OG0010482	sp|Q8TBE0|BAHD1_HUMAN	tr|I3MVE4|I3MVE4_ICTTR
OG0010483	sp|Q8TBZ6|TM10A_HUMAN	tr|I3M5E7|I3M5E7_ICTTR
OG0010484	sp|Q8TD43|TRPM4_HUMAN	tr|I3N7G7|I3N7G7_ICTTR
OG0010485	sp|Q969V3|NCLN_HUMAN	tr|I3MY10|I3MY10_ICTTR
OG0010486	sp|Q96GC5|RM48_HUMAN	tr|I3MFZ0|I3MFZ0_ICTTR
OG0010487	sp|Q96IY1|NSL1_HUMAN	tr|I3N0D6|I3N0D6_ICTTR
OG0010488	sp|Q96L33|RHOV_HUMAN	tr|I3NHF1|I3NHF1_ICTTR
OG0010489	sp|Q99985|SEM3C_HUMAN	tr|A0A287D3Z5|A0A287D3Z5_ICTTR
OG0010490	sp|Q9BSB4|ATGA1_HUMAN	tr|I3LWQ9|I3LWQ9_ICTTR
OG0010491	sp|Q9BYX4|IFIH1_HUMAN	tr|I3M585|I3M585_ICTTR
OG0010492	sp|Q9BZI1|IRX2_HUMAN	tr|I3M2G0|I3M2G0_ICTTR
OG0010493	sp|Q9H0M0|WWP1_HUMAN	tr|I3M5R2|I3M5R2_ICTTR
OG0010494	sp|Q9NVM6|DJC17_HUMAN	tr|I3LWG4|I3LWG4_ICTTR
OG0010495	sp|Q9P0U3|SENP1_HUMAN	tr|I3LZG4|I3LZG4_ICTTR
OG0010496	sp|Q9UBK2|PRGC1_HUMAN	tr|A0A287CYN1|A0A287CYN1_ICTTR
OG0010497	sp|Q9UHD4|CIDEB_HUMAN	tr|I3M0D8|I3M0D8_ICTTR
OG0010498	sp|Q9UNQ2|DIM1_HUMAN	tr|I3MJQ0|I3MJQ0_ICTTR
OG0010499	sp|Q9Y2V2|CHSP1_HUMAN	tr|I3M8X6|I3M8X6_ICTTR
OG0010500	sp|Q9Y2Y0|AR2BP_HUMAN	tr|A0A287CSA9|A0A287CSA9_ICTTR
OG0010501	sp|Q9Y467|SALL2_HUMAN	tr|A0A287CXV9|A0A287CXV9_ICTTR
OG0010502	sp|Q9Y5X2|SNX8_HUMAN	tr|I3N6M4|I3N6M4_ICTTR
OG0010503	sp|Q9Y6C5|PTC2_HUMAN	tr|I3M7W4|I3M7W4_ICTTR
OG0010504	sp|Q9Y6G1|TM14A_HUMAN	tr|A0A287DB53|A0A287DB53_ICTTR
OG0010505	sp|A1L188|NDUF8_HUMAN	tr|I3N311|I3N311_ICTTR
OG0010506	sp|A2IDD5|CCD78_HUMAN	tr|I3M3Q2|I3M3Q2_ICTTR
OG0010507	sp|A8MPX8|PP2D1_HUMAN	tr|I3MJ22|I3MJ22_ICTTR
OG0010508	sp|O00244|ATOX1_HUMAN	tr|A0A287DEN8|A0A287DEN8_ICTTR
OG0010509	sp|O14617|AP3D1_HUMAN	tr|I3MNA3|I3MNA3_ICTTR
OG0010510	sp|O14733|MP2K7_HUMAN	tr|A0A287DAN6|A0A287DAN6_ICTTR
OG0010511	sp|O60682|MUSC_HUMAN	tr|I3MWF4|I3MWF4_ICTTR
OG0010512	sp|O95639|CPSF4_HUMAN	tr|A0A287D9Y7|A0A287D9Y7_ICTTR
OG0010513	sp|P03928|ATP8_HUMAN	tr|A0A0U2CJK9|A0A0U2CJK9_ICTTR
OG0010514	sp|P07099|HYEP_HUMAN	tr|I3MVG1|I3MVG1_ICTTR
OG0010515	sp|P07988|PSPB_HUMAN	tr|I3N5A0|I3N5A0_ICTTR
OG0010516	sp|P08247|SYPH_HUMAN	tr|I3M427|I3M427_ICTTR
OG0010517	sp|P20062|TCO2_HUMAN	tr|I3MLZ9|I3MLZ9_ICTTR
OG0010518	sp|P23142|FBLN1_HUMAN	tr|I3MYC1|I3MYC1_ICTTR
OG0010519	sp|P30038|AL4A1_HUMAN	tr|I3MCV1|I3MCV1_ICTTR
OG0010520	sp|P30872|SSR1_HUMAN	tr|I3NAC5|I3NAC5_ICTTR
OG0010521	sp|P39900|MMP12_HUMAN	tr|I3MBX4|I3MBX4_ICTTR
OG0010522	sp|P49895|IOD1_HUMAN	tr|A0A287D7E7|A0A287D7E7_ICTTR
OG0010523	sp|P52655|TF2AA_HUMAN	tr|I3M6W4|I3M6W4_ICTTR
OG0010524	sp|P55060|XPO2_HUMAN	tr|A0A287DCZ1|A0A287DCZ1_ICTTR
OG0010525	sp|P78345|RPP38_HUMAN	tr|I3NFY0|I3NFY0_ICTTR
OG0010526	sp|Q0P641|CB080_HUMAN	tr|A0A287CYR8|A0A287CYR8_ICTTR
OG0010527	sp|Q14534|ERG1_HUMAN	tr|I3MBM9|I3MBM9_ICTTR
OG0010528	sp|Q15906|VPS72_HUMAN	tr|I3N359|I3N359_ICTTR
OG0010529	sp|Q16661|GUC2B_HUMAN	tr|I3N6I6|I3N6I6_ICTTR
OG0010530	sp|Q17RP2|TIGD6_HUMAN	tr|I3MC73|I3MC73_ICTTR
OG0010531	sp|Q2VPB7|AP5B1_HUMAN	tr|I3MYH8|I3MYH8_ICTTR
OG0010532	sp|Q5BJD5|TM41B_HUMAN	tr|A0A287CXU7|A0A287CXU7_ICTTR
OG0010533	sp|Q5HYK7|SH319_HUMAN	tr|I3MDZ1|I3MDZ1_ICTTR
OG0010534	sp|Q5JVS0|HABP4_HUMAN	tr|I3MUX7|I3MUX7_ICTTR
OG0010535	sp|Q5TEZ5|CF163_HUMAN	tr|I3M968|I3M968_ICTTR
OG0010536	sp|Q5XPI4|RN123_HUMAN	tr|I3MLJ6|I3MLJ6_ICTTR
OG0010537	sp|Q6P087|RUSD3_HUMAN	tr|I3LZT3|I3LZT3_ICTTR
OG0010538	sp|Q7L014|DDX46_HUMAN	tr|I3NB31|I3NB31_ICTTR
OG0010539	sp|Q7Z7M8|B3GN8_HUMAN	tr|I3NBN7|I3NBN7_ICTTR
OG0010540	sp|Q86XA0|MET23_HUMAN	tr|I3LYL4|I3LYL4_ICTTR
OG0010541	sp|Q86XI8|ZSWM9_HUMAN	tr|I3LZG8|I3LZG8_ICTTR
OG0010542	sp|Q8IXJ6|SIR2_HUMAN	tr|I3N9R2|I3N9R2_ICTTR
OG0010543	sp|Q8IYB3|SRRM1_HUMAN	tr|I3MSM8|I3MSM8_ICTTR
OG0010544	sp|Q8IYW2|CFA46_HUMAN	tr|I3N1T0|I3N1T0_ICTTR
OG0010545	sp|Q8NE35|CPEB3_HUMAN	tr|I3N7J5|I3N7J5_ICTTR
OG0010546	sp|Q8NGN1|OR6T1_HUMAN	tr|I3LZT4|I3LZT4_ICTTR
OG0010547	sp|Q8WUU8|TM174_HUMAN	tr|I3MDI2|I3MDI2_ICTTR
OG0010548	sp|Q8WWZ1|IL1FA_HUMAN	tr|I3MMX9|I3MMX9_ICTTR
OG0010549	sp|Q969H8|MYDGF_HUMAN	tr|I3MED6|I3MED6_ICTTR
OG0010550	sp|Q96B02|UBE2W_HUMAN	tr|I3MAU8|I3MAU8_ICTTR
OG0010551	sp|Q96FV9|THOC1_HUMAN	tr|I3M815|I3M815_ICTTR
OG0010552	sp|Q96H55|MYO19_HUMAN	tr|I3ML92|I3ML92_ICTTR
OG0010553	sp|Q96MN9|ZN488_HUMAN	tr|I3MP80|I3MP80_ICTTR
OG0010554	sp|Q99583|MNT_HUMAN	tr|I3NC64|I3NC64_ICTTR
OG0010555	sp|Q9BPW5|RSLBB_HUMAN	tr|I3MUF7|I3MUF7_ICTTR
OG0010556	sp|Q9BSJ8|ESYT1_HUMAN	tr|A0A287CXV4|A0A287CXV4_ICTTR
OG0010557	sp|Q9H4F1|SIA7D_HUMAN	tr|I3MJE4|I3MJE4_ICTTR
OG0010558	sp|Q9H7L9|SDS3_HUMAN	tr|I3MU68|I3MU68_ICTTR
OG0010559	sp|Q9H7T9|AUNIP_HUMAN	tr|I3M2Y6|I3M2Y6_ICTTR
OG0010560	sp|Q9HBK9|AS3MT_HUMAN	tr|I3MN10|I3MN10_ICTTR
OG0010561	sp|Q9NP85|PODO_HUMAN	tr|I3MIL9|I3MIL9_ICTTR
OG0010562	sp|Q9NQS1|AVEN_HUMAN	tr|A0A287CRT1|A0A287CRT1_ICTTR
OG0010563	sp|Q9P2D6|F135A_HUMAN	tr|A0A287CY03|A0A287CY03_ICTTR
OG0010564	sp|Q9UBL3|ASH2L_HUMAN	tr|I3M8L9|I3M8L9_ICTTR
OG0010565	sp|Q9UDW3|ZMAT5_HUMAN	tr|I3M630|I3M630_ICTTR
OG0010566	sp|Q9UIS9|MBD1_HUMAN	tr|A0A287D3A7|A0A287D3A7_ICTTR
OG0010567	sp|Q9Y450|HBS1L_HUMAN	tr|I3M9Z1|I3M9Z1_ICTTR
OG0010568	sp|Q9Y5R4|HEMK1_HUMAN	tr|I3MJ03|I3MJ03_ICTTR
OG0010569	sp|Q9Y6X4|F169A_HUMAN	tr|I3MAS8|I3MAS8_ICTTR
OG0010570	sp|A1A5B4|ANO9_HUMAN	tr|I3MJB7|I3MJB7_ICTTR
OG0010571	sp|A6NKN8|PC4L1_HUMAN	tr|I3M844|I3M844_ICTTR
OG0010572	sp|A6NMD0|IFM10_HUMAN	tr|I3MZN9|I3MZN9_ICTTR
OG0010573	sp|O00167|EYA2_HUMAN	tr|I3M4Z5|I3M4Z5_ICTTR
OG0010574	sp|O14683|P5I11_HUMAN	tr|I3NCS3|I3NCS3_ICTTR
OG0010575	sp|O15204|ADEC1_HUMAN	tr|A0A287CTM6|A0A287CTM6_ICTTR
OG0010576	sp|O75072|FKTN_HUMAN	tr|I3MF57|I3MF57_ICTTR
OG0010577	sp|O75578|ITA10_HUMAN	tr|I3MLZ8|I3MLZ8_ICTTR
OG0010578	sp|O95561|CA105_HUMAN	tr|A0A287D6E8|A0A287D6E8_ICTTR
