Orthogroup	Homo_sapiens	Microcebus_murinus
OG0011625	sp|Q96MM7|H6ST2_HUMAN	tr|A0A8B7GCV2|A0A8B7GCV2_MICMU
OG0011626	sp|Q96ND8|ZN583_HUMAN	tr|A0A8C5XW21|A0A8C5XW21_MICMU
OG0011627	sp|Q99653|CHP1_HUMAN	tr|A0A8B7GH04|A0A8B7GH04_MICMU
OG0011628	sp|Q9BRA0|LSMD1_HUMAN	tr|A0A8C5V7H9|A0A8C5V7H9_MICMU
OG0011629	sp|Q9BX69|CARD6_HUMAN	tr|A0A8B7H980|A0A8B7H980_MICMU
OG0011630	sp|Q9BX95|SGPP1_HUMAN	tr|A0A8B7H8Z6|A0A8B7H8Z6_MICMU
OG0011631	sp|Q9H6Z9|EGLN3_HUMAN	tr|A0A8C5XAW2|A0A8C5XAW2_MICMU
OG0011632	sp|Q9H9H5|MA6D1_HUMAN	tr|A0A8C5YHP0|A0A8C5YHP0_MICMU
OG0011633	sp|Q9HBU9|POPD2_HUMAN	tr|A0A8B7HIP5|A0A8B7HIP5_MICMU
OG0011634	sp|Q9NP97|DLRB1_HUMAN	tr|A0A8B7FMT0|A0A8B7FMT0_MICMU
OG0011635	sp|Q9NPZ5|B3GA2_HUMAN	tr|A0A8C5XKY6|A0A8C5XKY6_MICMU
OG0011636	sp|Q9UI17|M2GD_HUMAN	tr|A0A8B7XD11|A0A8B7XD11_MICMU
OG0011637	sp|Q9UKV5|AMFR_HUMAN	tr|A0A8C5XHE8|A0A8C5XHE8_MICMU
OG0011638	sp|Q9UN79|SOX13_HUMAN	tr|A0A8C5UZK5|A0A8C5UZK5_MICMU
OG0011639	sp|Q9Y345|SC6A5_HUMAN	tr|A0A8B7ECM1|A0A8B7ECM1_MICMU
OG0011640	sp|A0PJK1|SC5AA_HUMAN	tr|A0A8B7F6L0|A0A8B7F6L0_MICMU
OG0011641	sp|O00299|CLIC1_HUMAN	tr|A0A8C5VHS1|A0A8C5VHS1_MICMU
OG0011642	sp|O14543|SOCS3_HUMAN	tr|A0A8B7FRY5|A0A8B7FRY5_MICMU
OG0011643	sp|O14776|TCRG1_HUMAN	tr|A0A8B7H2N2|A0A8B7H2N2_MICMU
OG0011644	sp|O43715|TRIA1_HUMAN	tr|A0A8C5XIP7|A0A8C5XIP7_MICMU
OG0011645	sp|O75223|GGCT_HUMAN	tr|A0A8B7EAP5|A0A8B7EAP5_MICMU
OG0011646	sp|O75558|STX11_HUMAN	tr|A0A8B7FT29|A0A8B7FT29_MICMU
OG0011647	sp|O95125|ZN202_HUMAN	tr|A0A8C5XCL1|A0A8C5XCL1_MICMU
OG0011648	sp|O95235|KI20A_HUMAN	tr|A0A8B7F9I9|A0A8B7F9I9_MICMU
OG0011649	sp|P06340|DOA_HUMAN	tr|A0A8C5YEC3|A0A8C5YEC3_MICMU
OG0011650	sp|P27816|MAP4_HUMAN	tr|A0A8C5VZP4|A0A8C5VZP4_MICMU
OG0011651	sp|P30101|PDIA3_HUMAN	tr|A0A8B7GHI8|A0A8B7GHI8_MICMU
OG0011652	sp|P47871|GLR_HUMAN	tr|A0A8C5VWN9|A0A8C5VWN9_MICMU
OG0011653	sp|P56179|DLX6_HUMAN	tr|A0A8B7FUL9|A0A8B7FUL9_MICMU
OG0011654	sp|P63027|VAMP2_HUMAN	tr|A0A8C5XE50|A0A8C5XE50_MICMU
OG0011655	sp|Q04760|LGUL_HUMAN	tr|A0A8C5XN27|A0A8C5XN27_MICMU
OG0011656	sp|Q06136|KDSR_HUMAN	tr|A0A8B7H1C3|A0A8B7H1C3_MICMU
OG0011657	sp|Q07065|CKAP4_HUMAN	tr|A0A8C5VB68|A0A8C5VB68_MICMU
OG0011658	sp|Q08378|GOGA3_HUMAN	tr|A0A8C5UPI2|A0A8C5UPI2_MICMU
OG0011659	sp|Q14197|ICT1_HUMAN	tr|A0A8C5UXA5|A0A8C5UXA5_MICMU
OG0011660	sp|Q16635|TAZ_HUMAN	tr|A0A8C5VZA3|A0A8C5VZA3_MICMU
OG0011661	sp|Q3KNW1|SNAI3_HUMAN	tr|A0A8B7EDV1|A0A8B7EDV1_MICMU
OG0011662	sp|Q4JDL3|PTN20_HUMAN	tr|A0A8C5XGM2|A0A8C5XGM2_MICMU
OG0011663	sp|Q5J8X5|M4A13_HUMAN	tr|A0A8C5VB17|A0A8C5VB17_MICMU
OG0011664	sp|Q5R387|PA2GC_HUMAN	tr|A0A8C5V1B8|A0A8C5V1B8_MICMU
OG0011665	sp|Q5SXM8|DNLZ_HUMAN	tr|A0A8C5XQ67|A0A8C5XQ67_MICMU
OG0011666	sp|Q5TDP6|LGSN_HUMAN	tr|A0A8C5VU20|A0A8C5VU20_MICMU
OG0011667	sp|Q6DWJ6|GP139_HUMAN	tr|A0A8C5Y1R4|A0A8C5Y1R4_MICMU
OG0011668	sp|Q6P9B6|MEAK7_HUMAN	tr|A0A8B7EH92|A0A8B7EH92_MICMU
OG0011669	sp|Q6PI48|SYDM_HUMAN	tr|A0A8C5UUL3|A0A8C5UUL3_MICMU
OG0011670	sp|Q6U736|OPN5_HUMAN	tr|A0A8C5V5W7|A0A8C5V5W7_MICMU
OG0011671	sp|Q6ZRQ5|MMS22_HUMAN	tr|A0A8C5V487|A0A8C5V487_MICMU
OG0011672	sp|Q86Y97|KMT5C_HUMAN	tr|A0A8B7H686|A0A8B7H686_MICMU
OG0011673	sp|Q8IUB5|WFD13_HUMAN	tr|A0A8C5V0A7|A0A8C5V0A7_MICMU
OG0011674	sp|Q8IWD5|MFS6L_HUMAN	tr|A0A8C5UUC7|A0A8C5UUC7_MICMU
OG0011675	sp|Q8IWU4|ZNT8_HUMAN	tr|A0A8B7FF54|A0A8B7FF54_MICMU
OG0011676	sp|Q8IZW8|TENS4_HUMAN	tr|A0A8B7GF03|A0A8B7GF03_MICMU
OG0011677	sp|Q8N130|NPT2C_HUMAN	tr|A0A8B7XCG5|A0A8B7XCG5_MICMU
OG0011678	sp|Q8WWY3|PRP31_HUMAN	tr|A0A8C5UTS8|A0A8C5UTS8_MICMU
OG0011679	sp|Q969F8|KISSR_HUMAN	tr|A0A8B7WW46|A0A8B7WW46_MICMU
OG0011680	sp|Q969X6|UTP4_HUMAN	tr|A0A8C5XD54|A0A8C5XD54_MICMU
OG0011681	sp|Q9BSL1|UBAC1_HUMAN	tr|A0A8C5UTI6|A0A8C5UTI6_MICMU
OG0011682	sp|Q9BV36|MELPH_HUMAN	tr|A0A8B7FQX5|A0A8B7FQX5_MICMU
OG0011683	sp|Q9BVG3|TRI62_HUMAN	tr|A0A8B7GEH3|A0A8B7GEH3_MICMU
OG0011684	sp|Q9BXF6|RFIP5_HUMAN	tr|A0A8C5Y8F9|A0A8C5Y8F9_MICMU
OG0011685	sp|Q9BXJ5|C1QT2_HUMAN	tr|A0A8C5VHR7|A0A8C5VHR7_MICMU
OG0011686	sp|Q9BY50|SC11C_HUMAN	tr|A0A8C5V4D1|A0A8C5V4D1_MICMU
OG0011687	sp|Q9BZF9|UACA_HUMAN	tr|A0A8C5XHQ7|A0A8C5XHQ7_MICMU
OG0011688	sp|Q9H2S9|IKZF4_HUMAN	tr|A0A8C5YFP2|A0A8C5YFP2_MICMU
OG0011689	sp|Q9H4H8|FA83D_HUMAN	tr|A0A8B7FPF2|A0A8B7FPF2_MICMU
OG0011690	sp|Q9H910|JUPI2_HUMAN	tr|A0A8C5XK66|A0A8C5XK66_MICMU
OG0011691	sp|Q9HCL0|PCD18_HUMAN	tr|A0A8B7GH21|A0A8B7GH21_MICMU
OG0011692	sp|Q9NRH1|YAE1_HUMAN	tr|A0A8C5XTA0|A0A8C5XTA0_MICMU
OG0011693	sp|Q9NRP2|COXM2_HUMAN	tr|A0A8B7F406|A0A8B7F406_MICMU
OG0011694	sp|Q9NS37|ZHANG_HUMAN	tr|A0A8B7EIQ1|A0A8B7EIQ1_MICMU
OG0011695	sp|Q9NS40|KCNH7_HUMAN	tr|A0A8C5UV10|A0A8C5UV10_MICMU
OG0011696	sp|Q9NWK9|BCD1_HUMAN	tr|A0A8C5VNK6|A0A8C5VNK6_MICMU
OG0011697	sp|Q9NZD2|GLTP_HUMAN	tr|A0A8B7FTM1|A0A8B7FTM1_MICMU
OG0011698	sp|Q9UFB7|ZBT47_HUMAN	tr|A0A8C5YIJ8|A0A8C5YIJ8_MICMU
OG0011699	sp|Q9UJ68|MSRA_HUMAN	tr|A0A8B7H3R5|A0A8B7H3R5_MICMU
OG0011700	sp|Q9UJA3|MCM8_HUMAN	tr|A0A8C5XDN2|A0A8C5XDN2_MICMU
OG0011701	sp|Q9ULL8|SHRM4_HUMAN	tr|A0A8C5VY36|A0A8C5VY36_MICMU
OG0011702	sp|Q9Y2D5|AKAP2_HUMAN	tr|A0A8C5W995|A0A8C5W995_MICMU
OG0011703	sp|Q9Y639|NPTN_HUMAN	tr|A0A8C5VTQ3|A0A8C5VTQ3_MICMU
OG0011704	sp|Q9Y6Q6|TNR11_HUMAN	tr|A0A8B7WR82|A0A8B7WR82_MICMU
OG0011705	sp|A0AVI2|FR1L5_HUMAN	tr|A0A8C5VSS9|A0A8C5VSS9_MICMU
OG0011706	sp|A1L020|MEX3A_HUMAN	tr|A0A8B7GK79|A0A8B7GK79_MICMU
OG0011707	sp|A2RRH5|WDR27_HUMAN	tr|A0A8C5V0A5|A0A8C5V0A5_MICMU
OG0011708	sp|A6NCI4|VWA3A_HUMAN	tr|A0A8B7I761|A0A8B7I761_MICMU
OG0011709	sp|A8MTQ0|NOTO_HUMAN	tr|A0A8C5XGE9|A0A8C5XGE9_MICMU
OG0011710	sp|A8MXD5|GRCR1_HUMAN	tr|A0A8C6EJF5|A0A8C6EJF5_MICMU
OG0011712	sp|O14626|GP171_HUMAN	tr|A0A8B7HMK4|A0A8B7HMK4_MICMU
OG0011713	sp|O15327|INP4B_HUMAN	tr|A0A8C5VU21|A0A8C5VU21_MICMU
OG0011714	sp|O43665|RGS10_HUMAN	tr|A0A8B7EK15|A0A8B7EK15_MICMU
OG0011715	sp|O43818|U3IP2_HUMAN	tr|A0A8C5XF20|A0A8C5XF20_MICMU
OG0011716	sp|P05108|CP11A_HUMAN	tr|A0A8B7F7A4|A0A8B7F7A4_MICMU
OG0011717	sp|P10606|COX5B_HUMAN	tr|A0A8B7HWA7|A0A8B7HWA7_MICMU
OG0011718	sp|P11021|BIP_HUMAN	tr|A0A8B7GV62|A0A8B7GV62_MICMU
OG0011719	sp|P15924|DESP_HUMAN	tr|A0A8B7FKE8|A0A8B7FKE8_MICMU
OG0011720	sp|P20827|EFNA1_HUMAN	tr|A0A8B7GKR2|A0A8B7GKR2_MICMU
OG0011721	sp|P28562|DUS1_HUMAN	tr|A0A8B7GEV8|A0A8B7GEV8_MICMU
OG0011722	sp|P41440|S19A1_HUMAN	tr|A0A8C5XQG2|A0A8C5XQG2_MICMU
OG0011723	sp|P43220|GLP1R_HUMAN	tr|A0A8B7F3A0|A0A8B7F3A0_MICMU
OG0011724	sp|P51397|DAP1_HUMAN	tr|A0A8B7I8M1|A0A8B7I8M1_MICMU
OG0011725	sp|P53990|IST1_HUMAN	tr|A0A8C5UY21|A0A8C5UY21_MICMU
OG0011726	sp|P57679|EVC_HUMAN	tr|A0A8C5Y1D1|A0A8C5Y1D1_MICMU
OG0011727	sp|P61758|PFD3_HUMAN	tr|A0A8B7FWJ4|A0A8B7FWJ4_MICMU
OG0011728	sp|Q01094|E2F1_HUMAN	tr|A0A8B7FP21|A0A8B7FP21_MICMU
OG0011729	sp|Q03393|PTPS_HUMAN	tr|A0A8C5XVH5|A0A8C5XVH5_MICMU
OG0011730	sp|Q08257|QOR_HUMAN	tr|A0A8C5W5T8|A0A8C5W5T8_MICMU
OG0011731	sp|Q14687|GSE1_HUMAN	tr|A0A8B7GCZ9|A0A8B7GCZ9_MICMU
OG0011732	sp|Q14693|LPIN1_HUMAN	tr|A0A8C5VDB5|A0A8C5VDB5_MICMU
OG0011733	sp|Q2M5E4|RGS21_HUMAN	tr|A0A8B7GWG8|A0A8B7GWG8_MICMU
OG0011734	sp|Q2TAA5|ALG11_HUMAN	tr|A0A8B7HKR2|A0A8B7HKR2_MICMU
OG0011735	sp|Q3LXA3|TKFC_HUMAN	tr|A0A8B7HAN6|A0A8B7HAN6_MICMU
OG0011736	sp|Q52LW3|RHG29_HUMAN	tr|A0A8C5V690|A0A8C5V690_MICMU
OG0011737	sp|Q5HY92|FIGN_HUMAN	tr|A0A8B7FBF0|A0A8B7FBF0_MICMU
OG0011738	sp|Q5T0N1|CFA70_HUMAN	tr|A0A8B7G6P0|A0A8B7G6P0_MICMU
OG0011739	sp|Q6NY19|KANK3_HUMAN	tr|A0A8B7I5R2|A0A8B7I5R2_MICMU
OG0011740	sp|Q86W26|NAL10_HUMAN	tr|A0A8B7HNS4|A0A8B7HNS4_MICMU
OG0011741	sp|Q8IX90|SKA3_HUMAN	tr|A0A8C5W8B0|A0A8C5W8B0_MICMU
OG0011742	sp|Q8N0Z6|TTC5_HUMAN	tr|A0A8C5V039|A0A8C5V039_MICMU
OG0011743	sp|Q8N357|S35F6_HUMAN	tr|A0A8C5USS5|A0A8C5USS5_MICMU
OG0011744	sp|Q8N7C3|TRIMM_HUMAN	tr|A0A8C6EH18|A0A8C6EH18_MICMU
OG0011745	sp|Q8N907|DAND5_HUMAN	tr|A0A8C5XYE6|A0A8C5XYE6_MICMU
OG0011746	sp|Q8N954|GPT11_HUMAN	tr|A0A8C5UMM7|A0A8C5UMM7_MICMU
OG0011747	sp|Q8NA92|THAP8_HUMAN	tr|A0A8C5UXK1|A0A8C5UXK1_MICMU
OG0011748	sp|Q8NDV3|SMC1B_HUMAN	tr|A0A8C5UY72|A0A8C5UY72_MICMU
OG0011749	sp|Q8NI08|NCOA7_HUMAN	tr|A0A8C5V482|A0A8C5V482_MICMU
OG0011750	sp|Q8TBZ3|WDR20_HUMAN	tr|A0A8B7F1N7|A0A8B7F1N7_MICMU
OG0011751	sp|Q8TCU3|S7A13_HUMAN	tr|A0A8C5UTE0|A0A8C5UTE0_MICMU
OG0011752	sp|Q8WZ42|TITIN_HUMAN	tr|A0A8C5XQV9|A0A8C5XQV9_MICMU
OG0011753	sp|Q96S99|PKHF1_HUMAN	tr|A0A8C5V3J5|A0A8C5V3J5_MICMU
OG0011754	sp|Q99943|PLCA_HUMAN	tr|A0A8C5UQP0|A0A8C5UQP0_MICMU
OG0011755	sp|Q9BXW6|OSBL1_HUMAN	tr|A0A8C5XEE8|A0A8C5XEE8_MICMU
OG0011756	sp|Q9C002|NMES1_HUMAN	tr|A0A8B7GHP0|A0A8B7GHP0_MICMU
OG0011757	sp|Q9GZM7|TINAL_HUMAN	tr|A0A8C5YB69|A0A8C5YB69_MICMU
OG0011758	sp|Q9HD36|B2L10_HUMAN	tr|A0A8C5XEX1|A0A8C5XEX1_MICMU
OG0011759	sp|Q9NP08|HMX1_HUMAN	tr|A0A8C5YDL3|A0A8C5YDL3_MICMU
OG0011760	sp|Q9NPI1|BRD7_HUMAN	tr|A0A8B7I438|A0A8B7I438_MICMU
OG0011761	sp|Q9NY99|SNTG2_HUMAN	tr|A0A8C5YBI5|A0A8C5YBI5_MICMU
OG0011762	sp|Q9UBI4|STML1_HUMAN	tr|A0A8C5W0D7|A0A8C5W0D7_MICMU
OG0011763	sp|Q9UHQ4|BAP29_HUMAN	tr|A0A8B7F1B8|A0A8B7F1B8_MICMU
OG0011764	sp|Q9UKU7|ACAD8_HUMAN	tr|A0A8B7EMF7|A0A8B7EMF7_MICMU
OG0011765	sp|Q9ULM3|YETS2_HUMAN	tr|A0A8C6ELV7|A0A8C6ELV7_MICMU
OG0011766	sp|Q9Y3P8|SIT1_HUMAN	tr|A0A8C5YBC0|A0A8C5YBC0_MICMU
OG0011767	sp|Q9Y5N1|HRH3_HUMAN	tr|A0A8B7GXM5|A0A8B7GXM5_MICMU
OG0011768	sp|A1L4H1|SRCRL_HUMAN	tr|A0A8C6EIA5|A0A8C6EIA5_MICMU
OG0011769	sp|A5PLK6|RGSL_HUMAN	tr|A0A8C5XYV8|A0A8C5XYV8_MICMU
OG0011770	sp|H3BS89|T178B_HUMAN	tr|A0A8C5W3R5|A0A8C5W3R5_MICMU
OG0011771	sp|O43559|FRS3_HUMAN	tr|A0A8C5UW32|A0A8C5UW32_MICMU
OG0011772	sp|O60443|GSDME_HUMAN	tr|A0A8B7GYM9|A0A8B7GYM9_MICMU
OG0011773	sp|O75063|XYLK_HUMAN	tr|A0A8C5Y703|A0A8C5Y703_MICMU
OG0011774	sp|O75469|NR1I2_HUMAN	tr|A0A8C5YJP6|A0A8C5YJP6_MICMU
OG0011775	sp|O95257|GA45G_HUMAN	tr|A0A8B7GZT3|A0A8B7GZT3_MICMU
OG0011776	sp|O95672|ECEL1_HUMAN	tr|A0A8C5V3N5|A0A8C5V3N5_MICMU
OG0011777	sp|O95922|TTLL1_HUMAN	tr|A0A8B7EQQ9|A0A8B7EQQ9_MICMU
OG0011778	sp|P05113|IL5_HUMAN	tr|A0A8B7G5V2|A0A8B7G5V2_MICMU
OG0011779	sp|P09848|LPH_HUMAN	tr|A0A8C5V255|A0A8C5V255_MICMU
OG0011780	sp|P0CG40|SP9_HUMAN	tr|A0A8B7FK29|A0A8B7FK29_MICMU
OG0011781	sp|P12830|CADH1_HUMAN	tr|A0A8C5UVZ8|A0A8C5UVZ8_MICMU
OG0011782	sp|P15907|SIAT1_HUMAN	tr|A0A8C5YGG6|A0A8C5YGG6_MICMU
OG0011783	sp|P20333|TNR1B_HUMAN	tr|A0A8C5UYM7|A0A8C5UYM7_MICMU
OG0011784	sp|P31645|SC6A4_HUMAN	tr|A0A8C5UNZ0|A0A8C5UNZ0_MICMU
OG0011785	sp|P35610|SOAT1_HUMAN	tr|A0A8C5UZZ7|A0A8C5UZZ7_MICMU
OG0011786	sp|P43004|EAA2_HUMAN	tr|A0A8C5Y6E5|A0A8C5Y6E5_MICMU
OG0011787	sp|P48740|MASP1_HUMAN	tr|A0A8B7I2W8|A0A8B7I2W8_MICMU
OG0011788	sp|Q06481|APLP2_HUMAN	tr|A0A8C5XMI4|A0A8C5XMI4_MICMU
OG0011789	sp|Q07654|TFF3_HUMAN	tr|A0A8C5V3I1|A0A8C5V3I1_MICMU
OG0011790	sp|Q08881|ITK_HUMAN	tr|A0A8C5YCM7|A0A8C5YCM7_MICMU
OG0011791	sp|Q13323|BIK_HUMAN	tr|A0A8C5YCP8|A0A8C5YCP8_MICMU
OG0011794	sp|Q5VIR6|VPS53_HUMAN	tr|A0A8C5VLY5|A0A8C5VLY5_MICMU
OG0011795	sp|Q7L0J3|SV2A_HUMAN	tr|A0A8B7FLN2|A0A8B7FLN2_MICMU
OG0011796	sp|Q86UY8|NT5D3_HUMAN	tr|A0A8B7GX63|A0A8B7GX63_MICMU
OG0011797	sp|Q8IW75|SPA12_HUMAN	tr|A0A8B7EIM5|A0A8B7EIM5_MICMU
OG0011798	sp|Q8IY22|CMIP_HUMAN	tr|A0A8B7HEZ8|A0A8B7HEZ8_MICMU
OG0011799	sp|Q8N6G2|TEX26_HUMAN	tr|A0A8C5V1W9|A0A8C5V1W9_MICMU
OG0011800	sp|Q8NCR6|SMRP1_HUMAN	tr|A0A8C5UM97|A0A8C5UM97_MICMU
OG0011801	sp|Q8NEC5|CTSR1_HUMAN	tr|A0A8C5V5Y2|A0A8C5V5Y2_MICMU
OG0011802	sp|Q8WV07|LTO1_HUMAN	tr|A0A8B7FW31|A0A8B7FW31_MICMU
OG0011803	sp|Q8WW18|CQ050_HUMAN	tr|A0A8B7HSI9|A0A8B7HSI9_MICMU
OG0011804	sp|Q92737|RSLAA_HUMAN	tr|A0A8C5VKX1|A0A8C5VKX1_MICMU
OG0011805	sp|Q92953|KCNB2_HUMAN	tr|A0A8C5W334|A0A8C5W334_MICMU
OG0011806	sp|Q96C01|F136A_HUMAN	tr|A0A8C5XXX2|A0A8C5XXX2_MICMU
OG0011807	sp|Q96DX7|TRI44_HUMAN	tr|A0A8C5VKC4|A0A8C5VKC4_MICMU
OG0011808	sp|Q96EE3|SEH1_HUMAN	tr|A0A8C5XNX5|A0A8C5XNX5_MICMU
OG0011809	sp|Q96KX0|LYZL4_HUMAN	tr|A0A077S9K7|A0A077S9K7_MICMU
OG0011810	sp|Q96RB7|OR5MB_HUMAN	tr|A0A8C5YBW8|A0A8C5YBW8_MICMU
OG0011811	sp|Q96RP9|EFGM_HUMAN	tr|A0A8B7EMR3|A0A8B7EMR3_MICMU
OG0011812	sp|Q9BWE0|REPI1_HUMAN	tr|A0A8B7HU32|A0A8B7HU32_MICMU
OG0011813	sp|Q9H0D2|ZN541_HUMAN	tr|A0A8C5VA37|A0A8C5VA37_MICMU
OG0011814	sp|Q9H2G2|SLK_HUMAN	tr|A0A8C5VGP3|A0A8C5VGP3_MICMU
OG0011815	sp|Q9H974|QTRT2_HUMAN	tr|A0A8C6EM35|A0A8C6EM35_MICMU
OG0011816	sp|Q9H9F9|ARP5_HUMAN	tr|A0A8C5V0N9|A0A8C5V0N9_MICMU
OG0011817	sp|Q9HA72|CAHM2_HUMAN	tr|A0A8B7GTC8|A0A8B7GTC8_MICMU
OG0011818	sp|Q9NQ75|CASS4_HUMAN	tr|A0A8C5VRD2|A0A8C5VRD2_MICMU
OG0011819	sp|Q9NY25|CLC5A_HUMAN	tr|A0A8C5XZF9|A0A8C5XZF9_MICMU
OG0011820	sp|Q9NZJ0|DTL_HUMAN	tr|A0A8B7HL22|A0A8B7HL22_MICMU
OG0011821	sp|Q9UJX6|ANC2_HUMAN	tr|A0A8B7HSG1|A0A8B7HSG1_MICMU
OG0011822	sp|Q9UKA1|FBXL5_HUMAN	tr|A0A8C5XK12|A0A8C5XK12_MICMU
OG0011823	sp|Q9UNZ2|NSF1C_HUMAN	tr|A0A8B7FPI7|A0A8B7FPI7_MICMU
OG0011824	sp|Q9Y4D7|PLXD1_HUMAN	tr|A0A8C5YCN2|A0A8C5YCN2_MICMU
OG0011825	sp|Q9Y694|S22A7_HUMAN	tr|A0A8B7GY89|A0A8B7GY89_MICMU
OG0011826	sp|O15034|RIMB2_HUMAN	tr|A0A8B7WT67|A0A8B7WT67_MICMU
OG0011827	sp|O15145|ARPC3_HUMAN	tr|A0A8B7HL68|A0A8B7HL68_MICMU
OG0011828	sp|O15516|CLOCK_HUMAN	tr|A0A8B7FXF2|A0A8B7FXF2_MICMU
OG0011829	sp|O60496|DOK2_HUMAN	tr|A0A8C5XRA7|A0A8C5XRA7_MICMU
OG0011830	sp|O60548|FOXD2_HUMAN	tr|A0A8B7H5W0|A0A8B7H5W0_MICMU
OG0011831	sp|O95166|GBRAP_HUMAN	tr|A0A8C5XM83|A0A8C5XM83_MICMU
OG0011832	sp|O95876|FRITZ_HUMAN	tr|A0A8C5V5T9|A0A8C5V5T9_MICMU
OG0011833	sp|O95948|ONEC2_HUMAN	tr|A0A8C5UNZ7|A0A8C5UNZ7_MICMU
OG0011834	sp|P00387|NB5R3_HUMAN	tr|A0A8C5VB59|A0A8C5VB59_MICMU
OG0011835	sp|P35916|VGFR3_HUMAN	tr|A0A8C5XC76|A0A8C5XC76_MICMU
OG0011836	sp|P58304|VSX2_HUMAN	tr|A0A8B7EQT0|A0A8B7EQT0_MICMU
OG0011837	sp|P60983|GMFB_HUMAN	tr|A0A8C5VE73|A0A8C5VE73_MICMU
OG0011838	sp|P98177|FOXO4_HUMAN	tr|A0A8C5W746|A0A8C5W746_MICMU
OG0011839	sp|Q09161|NCBP1_HUMAN	tr|A0A8B7GPG5|A0A8B7GPG5_MICMU
OG0011840	sp|Q13889|TF2H3_HUMAN	tr|A0A8B7WTM3|A0A8B7WTM3_MICMU
OG0011841	sp|Q14494|NF2L1_HUMAN	tr|A0A8C5V538|A0A8C5V538_MICMU
OG0011842	sp|Q15113|PCOC1_HUMAN	tr|A0A8C5V007|A0A8C5V007_MICMU
OG0011843	sp|Q15131|CDK10_HUMAN	tr|A0A8C5VDM6|A0A8C5VDM6_MICMU
OG0011844	sp|Q15771|RAB30_HUMAN	tr|A0A8B7EBX0|A0A8B7EBX0_MICMU
OG0011845	sp|Q16589|CCNG2_HUMAN	tr|A0A8C5XDM5|A0A8C5XDM5_MICMU
OG0011846	sp|Q2TAZ0|ATG2A_HUMAN	tr|A0A8C5UKW6|A0A8C5UKW6_MICMU
OG0011847	sp|Q2WGJ8|TM249_HUMAN	tr|A0A8C5VW23|A0A8C5VW23_MICMU
OG0011848	sp|Q30KQ6|DB114_HUMAN	tr|A0A8B7X727|A0A8B7X727_MICMU
OG0011849	sp|Q53H47|SETMR_HUMAN	tr|A0A8C5VFK1|A0A8C5VFK1_MICMU
OG0011850	sp|Q5SY16|NOL9_HUMAN	tr|A0A8B7I9J8|A0A8B7I9J8_MICMU
OG0011851	sp|Q6IQ19|CCSAP_HUMAN	tr|A0A8C5V4X6|A0A8C5V4X6_MICMU
OG0011852	sp|Q6ZUJ8|BCAP_HUMAN	tr|A0A8C5UXS9|A0A8C5UXS9_MICMU
OG0011853	sp|Q8N1F7|NUP93_HUMAN	tr|A0A8C5UX81|A0A8C5UX81_MICMU
OG0011854	sp|Q8N428|GLT16_HUMAN	tr|A0A8C5XSN8|A0A8C5XSN8_MICMU
OG0011855	sp|Q8WV41|SNX33_HUMAN	tr|A0A8B7EAA0|A0A8B7EAA0_MICMU
OG0011856	sp|Q8WVE6|TM171_HUMAN	tr|A0A8C5XTA6|A0A8C5XTA6_MICMU
OG0011857	sp|Q8WYK2|JDP2_HUMAN	tr|A0A8C5Y5R7|A0A8C5Y5R7_MICMU
OG0011858	sp|Q969Q4|ARL11_HUMAN	tr|A0A8C5UST4|A0A8C5UST4_MICMU
OG0011859	sp|Q969W3|F104A_HUMAN	tr|A0A8C5VZL0|A0A8C5VZL0_MICMU
OG0011860	sp|Q96DN0|ERP27_HUMAN	tr|A0A8C5XC89|A0A8C5XC89_MICMU
OG0011861	sp|Q96EB1|ELP4_HUMAN	tr|A0A8C5XIE6|A0A8C5XIE6_MICMU
OG0011862	sp|Q96EP0|RNF31_HUMAN	tr|A0A8B7X172|A0A8B7X172_MICMU
OG0011863	sp|Q96NZ8|WFKN1_HUMAN	tr|A0A8B7EFJ8|A0A8B7EFJ8_MICMU
OG0011864	sp|Q96PM9|Z385A_HUMAN	tr|A0A8C5XJ70|A0A8C5XJ70_MICMU
OG0011865	sp|Q96RR4|KKCC2_HUMAN	tr|A0A8C5VK45|A0A8C5VK45_MICMU
OG0011866	sp|Q99952|PTN18_HUMAN	tr|A0A8C5Y0N7|A0A8C5Y0N7_MICMU
OG0011867	sp|Q9BWV2|SPAT9_HUMAN	tr|A0A8C5XSE6|A0A8C5XSE6_MICMU
OG0011868	sp|Q9BX66|SRBS1_HUMAN	tr|A0A8C5XRJ0|A0A8C5XRJ0_MICMU
OG0011869	sp|Q9H0Y0|ATG10_HUMAN	tr|A0A8C5VYV7|A0A8C5VYV7_MICMU
OG0011870	sp|Q9H6P5|TASP1_HUMAN	tr|A0A8C5V3J6|A0A8C5V3J6_MICMU
OG0011871	sp|Q9NPF8|ADAP2_HUMAN	tr|A0A8B7EFP7|A0A8B7EFP7_MICMU
OG0011872	sp|Q9NQC3|RTN4_HUMAN	tr|A0A8B7H9C0|A0A8B7H9C0_MICMU
OG0011873	sp|Q9NR96|TLR9_HUMAN	tr|A0A8B7GVZ6|A0A8B7GVZ6_MICMU
OG0011874	sp|Q9NRD5|PICK1_HUMAN	tr|A0A8B7EQM5|A0A8B7EQM5_MICMU
OG0011875	sp|Q9NU02|ANKE1_HUMAN	tr|A0A8C5UWP0|A0A8C5UWP0_MICMU
