Orthogroup	Homo_sapiens	Marmota_monax
OG0014643	sp|Q5JUR7|TEX30_HUMAN	tr|A0A5E4A5Y1|A0A5E4A5Y1_MARMO
OG0014644	sp|Q5VYV7|SLX4I_HUMAN	tr|A0A5E4AU24|A0A5E4AU24_MARMO
OG0014645	sp|Q6P9G0|CB5D1_HUMAN	tr|A0A5E4BBS1|A0A5E4BBS1_MARMO
OG0014646	sp|Q7L5Y1|ENOF1_HUMAN	tr|A0A5E4CFC9|A0A5E4CFC9_MARMO
OG0014647	sp|Q86XR8|CEP57_HUMAN	tr|A0A5E4D3U8|A0A5E4D3U8_MARMO
OG0014648	sp|Q8N0X2|SPG16_HUMAN	tr|A0A5E4CHF4|A0A5E4CHF4_MARMO
OG0014649	sp|Q8N8M0|NAT16_HUMAN	tr|A0A5E4CLP2|A0A5E4CLP2_MARMO
OG0014650	sp|Q8N8Q3|ENDOV_HUMAN	tr|A0A5E4AK89|A0A5E4AK89_MARMO
OG0014651	sp|Q8TB52|FBX30_HUMAN	tr|A0A5E4CSX1|A0A5E4CSX1_MARMO
OG0014652	sp|Q92563|TICN2_HUMAN	tr|A0A5E4C5W8|A0A5E4C5W8_MARMO
OG0014653	sp|Q96A58|RERG_HUMAN	tr|A0A5E4D0Z4|A0A5E4D0Z4_MARMO
OG0014654	sp|Q96DA2|RB39B_HUMAN	tr|A0A5E4B139|A0A5E4B139_MARMO
OG0014655	sp|Q96IZ5|RBM41_HUMAN	tr|A0A5E4B808|A0A5E4B808_MARMO
OG0014656	sp|Q96KA5|CLP1L_HUMAN	tr|A0A5E4CRV1|A0A5E4CRV1_MARMO
OG0014657	sp|Q96LU5|IMP1L_HUMAN	tr|A0A5E4APS9|A0A5E4APS9_MARMO
OG0014658	sp|Q9BU76|MMTA2_HUMAN	tr|A0A5E4CB87|A0A5E4CB87_MARMO
OG0014659	sp|Q9BW11|MAD3_HUMAN	tr|A0A5E4BFZ5|A0A5E4BFZ5_MARMO
OG0014660	sp|Q9H7P6|MB12B_HUMAN	tr|A0A5E4APH8|A0A5E4APH8_MARMO
OG0014661	sp|Q9HB65|ELL3_HUMAN	tr|A0A5E4BMI4|A0A5E4BMI4_MARMO
OG0014662	sp|Q9HC07|TM165_HUMAN	tr|A0A5E4BFS4|A0A5E4BFS4_MARMO
OG0014663	sp|Q9NP94|S39A2_HUMAN	tr|A0A5E4BS32|A0A5E4BS32_MARMO
OG0014664	sp|Q9NRB3|CHSTC_HUMAN	tr|A0A5E4C5I0|A0A5E4C5I0_MARMO
OG0014665	sp|Q9NWU5|RM22_HUMAN	tr|A0A5E4A4A6|A0A5E4A4A6_MARMO
OG0014666	sp|Q9NYQ3|HAOX2_HUMAN	tr|A0A5E4CLN1|A0A5E4CLN1_MARMO
OG0014667	sp|Q9UBE0|SAE1_HUMAN	tr|A0A5E4BNY4|A0A5E4BNY4_MARMO
OG0014668	sp|Q9UBX8|B4GT6_HUMAN	tr|A0A5E4AYU6|A0A5E4AYU6_MARMO
OG0014669	sp|Q9UBY5|LPAR3_HUMAN	tr|A0A5E4CBN4|A0A5E4CBN4_MARMO
OG0014670	sp|Q9UHB4|NDOR1_HUMAN	tr|A0A5E4AAJ2|A0A5E4AAJ2_MARMO
OG0014671	sp|Q9UIR0|BTNL2_HUMAN	tr|A0A5E4B9U9|A0A5E4B9U9_MARMO
OG0014672	sp|Q9UL41|PNMA3_HUMAN	tr|A0A5E4D9Z6|A0A5E4D9Z6_MARMO
OG0014673	sp|Q9ULE6|PALD_HUMAN	tr|A0A5E4CQP3|A0A5E4CQP3_MARMO
OG0014674	sp|Q9Y573|IPP_HUMAN	tr|A0A5E4BZN4|A0A5E4BZN4_MARMO
OG0014675	tr|A0A2R8Y7Y5|A0A2R8Y7Y5_HUMAN	tr|A0A5E4ADS9|A0A5E4ADS9_MARMO
OG0014676	sp|A0MZ66|SHOT1_HUMAN	tr|A0A5E4C9C2|A0A5E4C9C2_MARMO
OG0014677	sp|A0PJX0|CIB4_HUMAN	tr|A0A5E4A829|A0A5E4A829_MARMO
OG0014678	sp|A4D161|F221A_HUMAN	tr|A0A5E4CSY6|A0A5E4CSY6_MARMO
OG0014679	sp|O00399|DCTN6_HUMAN	tr|A0A5E4CPP1|A0A5E4CPP1_MARMO
OG0014680	sp|O14498|ISLR_HUMAN	tr|A0A5E4B948|A0A5E4B948_MARMO
OG0014681	sp|O14713|ITBP1_HUMAN	tr|A0A5E4C081|A0A5E4C081_MARMO
OG0014682	sp|O75398|DEAF1_HUMAN	tr|A0A5E4AUM1|A0A5E4AUM1_MARMO
OG0014683	sp|O75884|RBBP9_HUMAN	tr|A0A5E4AZM2|A0A5E4AZM2_MARMO
OG0014684	sp|O95405|ZFYV9_HUMAN	tr|A0A5E4D977|A0A5E4D977_MARMO
OG0014685	sp|P10721|KIT_HUMAN	tr|A0A5E4BP94|A0A5E4BP94_MARMO
OG0014686	sp|P12956|XRCC6_HUMAN	tr|A0A5E4AJZ0|A0A5E4AJZ0_MARMO
OG0014687	sp|P22455|FGFR4_HUMAN	tr|A0A5E4BEA1|A0A5E4BEA1_MARMO
OG0014688	sp|P22695|QCR2_HUMAN	tr|A0A5E4CAD3|A0A5E4CAD3_MARMO
OG0014689	sp|P23193|TCEA1_HUMAN	tr|A0A5E4BX35|A0A5E4BX35_MARMO
OG0014690	sp|P40967|PMEL_HUMAN	tr|A0A5E4AT59|A0A5E4AT59_MARMO
OG0014691	sp|P41271|NBL1_HUMAN	tr|A0A5E4A119|A0A5E4A119_MARMO
OG0014692	sp|P55344|LMIP_HUMAN	tr|A0A5E4BXF5|A0A5E4BXF5_MARMO
OG0014693	sp|P78317|RNF4_HUMAN	tr|A0A5E4BQ86|A0A5E4BQ86_MARMO
OG0014694	sp|Q06033|ITIH3_HUMAN	tr|A0A5E4BVD4|A0A5E4BVD4_MARMO
OG0014695	sp|Q13233|M3K1_HUMAN	tr|A0A5E4BF42|A0A5E4BF42_MARMO
OG0014696	sp|Q14696|MESD_HUMAN	tr|A0A5E4BET1|A0A5E4BET1_MARMO
OG0014697	sp|Q15835|GRK1_HUMAN	tr|A0A5E4CPL4|A0A5E4CPL4_MARMO
OG0014698	sp|Q2M3D2|EX3L2_HUMAN	tr|A0A5E4BM44|A0A5E4BM44_MARMO
OG0014699	sp|Q6IBS0|TWF2_HUMAN	tr|A0A5E4BPW3|A0A5E4BPW3_MARMO
OG0014700	sp|Q6UY11|DLK2_HUMAN	tr|A0A5E4A872|A0A5E4A872_MARMO
OG0014701	sp|Q6ZP80|TM182_HUMAN	tr|A0A5E4CRZ7|A0A5E4CRZ7_MARMO
OG0014702	sp|Q7Z7H8|RM10_HUMAN	tr|A0A5E4ADR2|A0A5E4ADR2_MARMO
OG0014703	sp|Q86XS5|ANGL5_HUMAN	tr|A0A5E4CQH3|A0A5E4CQH3_MARMO
OG0014704	sp|Q8IUH4|ZDH13_HUMAN	tr|A0A5E4AE06|A0A5E4AE06_MARMO
OG0014705	sp|Q8IY34|S15A3_HUMAN	tr|A0A5E4AJJ7|A0A5E4AJJ7_MARMO
OG0014706	sp|Q8N1G2|CMTR1_HUMAN	tr|A0A5E4BCC2|A0A5E4BCC2_MARMO
OG0014707	sp|Q8TE04|PANK1_HUMAN	tr|A0A5E4CN52|A0A5E4CN52_MARMO
OG0014708	sp|Q8WYR1|PI3R5_HUMAN	tr|A0A5E4BB86|A0A5E4BB86_MARMO
OG0014709	sp|Q969P5|FBX32_HUMAN	tr|A0A5E4AHT2|A0A5E4AHT2_MARMO
OG0014710	sp|Q96F25|ALG14_HUMAN	tr|A0A5E4D407|A0A5E4D407_MARMO
OG0014711	sp|Q96PC3|AP1S3_HUMAN	tr|A0A5E4BEI6|A0A5E4BEI6_MARMO
OG0014712	sp|Q96Q40|CDK15_HUMAN	tr|A0A5E4BYN6|A0A5E4BYN6_MARMO
OG0014713	sp|Q96RD6|PANX2_HUMAN	tr|A0A5E4CHP9|A0A5E4CHP9_MARMO
OG0014714	sp|Q99678|GPR20_HUMAN	tr|A0A5E4B2P3|A0A5E4B2P3_MARMO
OG0014715	sp|Q99728|BARD1_HUMAN	tr|A0A5E4CGE7|A0A5E4CGE7_MARMO
OG0014716	sp|Q99743|NPAS2_HUMAN	tr|A0A5E4CPW7|A0A5E4CPW7_MARMO
OG0014717	sp|Q9BYC8|RM32_HUMAN	tr|A0A5E4D309|A0A5E4D309_MARMO
OG0014718	sp|Q9GZR2|REXO4_HUMAN	tr|A0A5E4AAZ4|A0A5E4AAZ4_MARMO
OG0014719	sp|Q9H2B2|SYT4_HUMAN	tr|A0A5E4CI01|A0A5E4CI01_MARMO
OG0014720	sp|Q9H6Y2|WDR55_HUMAN	tr|A0A5E4BUC4|A0A5E4BUC4_MARMO
OG0014721	sp|Q9H8G2|CAAP1_HUMAN	tr|A0A5E4CJD2|A0A5E4CJD2_MARMO
OG0014722	sp|Q9HCH5|SYTL2_HUMAN	tr|A0A5E4BAV7|A0A5E4BAV7_MARMO
OG0014723	sp|Q9NP84|TNR12_HUMAN	tr|A0A5E4AYE3|A0A5E4AYE3_MARMO
OG0014724	sp|Q9NTX9|F217B_HUMAN	tr|A0A5E4BY41|A0A5E4BY41_MARMO
OG0014725	sp|Q9NYJ1|COA4_HUMAN	tr|A0A5E4BHA5|A0A5E4BHA5_MARMO
OG0014726	sp|Q9NZ08|ERAP1_HUMAN	tr|A0A5E4BF07|A0A5E4BF07_MARMO
OG0014727	sp|Q9P0S2|COX16_HUMAN	tr|A0A5E4CBL4|A0A5E4CBL4_MARMO
OG0014728	sp|Q9P2G3|KLH14_HUMAN	tr|A0A5E4AXY8|A0A5E4AXY8_MARMO
OG0014729	sp|Q9Y385|UB2J1_HUMAN	tr|A0A5E4BPM4|A0A5E4BPM4_MARMO
OG0014730	sp|Q9Y3D2|MSRB2_HUMAN	tr|A0A5E4CV69|A0A5E4CV69_MARMO
OG0014731	sp|A6NJT0|UNC4_HUMAN	tr|A0A5E4BP05|A0A5E4BP05_MARMO
OG0014732	sp|O43318|M3K7_HUMAN	tr|A0A5E4D3J2|A0A5E4D3J2_MARMO
OG0014733	sp|O60885|BRD4_HUMAN	tr|A0A5E4A6I7|A0A5E4A6I7_MARMO
OG0014734	sp|O94992|HEXI1_HUMAN	tr|A0A5E4BNG8|A0A5E4BNG8_MARMO
OG0014735	sp|O95171|SCEL_HUMAN	tr|A0A5E4CRF3|A0A5E4CRF3_MARMO
OG0014736	sp|O95866|G6B_HUMAN	tr|A0A5E4C3R2|A0A5E4C3R2_MARMO
OG0014737	sp|P03950|ANGI_HUMAN	tr|A0A5E4BRN1|A0A5E4BRN1_MARMO
OG0014738	sp|P09683|SECR_HUMAN	tr|A0A5E4AVK8|A0A5E4AVK8_MARMO
OG0014739	sp|P0DKL9|A14EL_HUMAN	tr|A0A5E4BPQ7|A0A5E4BPQ7_MARMO
OG0014740	sp|P11230|ACHB_HUMAN	tr|A0A5E4B8N2|A0A5E4B8N2_MARMO
OG0014741	sp|P13804|ETFA_HUMAN	tr|A0A5E4CRI1|A0A5E4CRI1_MARMO
OG0014742	sp|P15941|MUC1_HUMAN	tr|A0A5E4A861|A0A5E4A861_MARMO
OG0014743	sp|P23786|CPT2_HUMAN	tr|A0A5E4BDJ0|A0A5E4BDJ0_MARMO
OG0014744	sp|P31213|S5A2_HUMAN	tr|A0A5E4D6G1|A0A5E4D6G1_MARMO
OG0014745	sp|P45452|MMP13_HUMAN	tr|A0A5E4CNT7|A0A5E4CNT7_MARMO
OG0014746	sp|P50238|CRIP1_HUMAN	tr|A0A5E4CFC4|A0A5E4CFC4_MARMO
OG0014747	sp|P52179|MYOM1_HUMAN	tr|A0A5E4BRC2|A0A5E4BRC2_MARMO
OG0014748	sp|P55083|MFAP4_HUMAN	tr|A0A5E4BP15|A0A5E4BP15_MARMO
OG0014749	sp|P57058|HUNK_HUMAN	tr|A0A5E4CDN3|A0A5E4CDN3_MARMO
OG0014750	sp|Q0D2K0|NIPA4_HUMAN	tr|A0A5E4C025|A0A5E4C025_MARMO
OG0014751	sp|Q13867|BLMH_HUMAN	tr|A0A5E4AB26|A0A5E4AB26_MARMO
OG0014752	sp|Q16538|GP162_HUMAN	tr|A0A5E4B4C6|A0A5E4B4C6_MARMO
OG0014753	sp|Q53H80|AKIR2_HUMAN	tr|A0A5E4BS41|A0A5E4BS41_MARMO
OG0014754	sp|Q5VZ72|IZUM3_HUMAN	tr|A0A5E4CG97|A0A5E4CG97_MARMO
OG0014755	sp|Q6BCY4|NB5R2_HUMAN	tr|A0A5E4CNH6|A0A5E4CNH6_MARMO
OG0014756	sp|Q6PEY1|TMM88_HUMAN	tr|A0A5E4BAQ8|A0A5E4BAQ8_MARMO
OG0014757	sp|Q6PJP8|DCR1A_HUMAN	tr|A0A5E4AFH5|A0A5E4AFH5_MARMO
OG0014758	sp|Q6ZRP7|QSOX2_HUMAN	tr|A0A5E4ABD3|A0A5E4ABD3_MARMO
OG0014759	sp|Q6ZUX3|TGRM2_HUMAN	tr|A0A5E4A9A8|A0A5E4A9A8_MARMO
OG0014760	sp|Q7Z7K6|CENPV_HUMAN	tr|A0A5E4AIS1|A0A5E4AIS1_MARMO
OG0014761	sp|Q86WA8|LONP2_HUMAN	tr|A0A5E4AU13|A0A5E4AU13_MARMO
OG0014762	sp|Q8N6M6|AMPO_HUMAN	tr|A0A5E4BQC2|A0A5E4BQC2_MARMO
OG0014763	sp|Q8NEG7|DEN6B_HUMAN	tr|A0A5E4CHH4|A0A5E4CHH4_MARMO
OG0014764	sp|Q8TAV0|FA76A_HUMAN	tr|A0A5E4ACY2|A0A5E4ACY2_MARMO
OG0014765	sp|Q8TBJ5|FEZF2_HUMAN	tr|A0A5E4C1D7|A0A5E4C1D7_MARMO
OG0014766	sp|Q8TC20|CAGE1_HUMAN	tr|A0A5E4BPE1|A0A5E4BPE1_MARMO
OG0014767	sp|Q92731|ESR2_HUMAN	tr|A0A5E4BTX2|A0A5E4BTX2_MARMO
OG0014768	sp|Q92752|TENR_HUMAN	tr|A0A5E4BQ35|A0A5E4BQ35_MARMO
OG0014769	sp|Q96A26|F162A_HUMAN	tr|A0A5E4B3X0|A0A5E4B3X0_MARMO
OG0014770	sp|Q96AH8|RAB7B_HUMAN	tr|A0A5E4AFT5|A0A5E4AFT5_MARMO
OG0014771	sp|Q96BA8|CR3L1_HUMAN	tr|A0A5E4ANS9|A0A5E4ANS9_MARMO
OG0014772	sp|Q96D98|EID2B_HUMAN	tr|A0A5E4AG00|A0A5E4AG00_MARMO
OG0014773	sp|Q96J77|TPD55_HUMAN	tr|A0A5E4AUV5|A0A5E4AUV5_MARMO
OG0014774	sp|Q96QK1|VPS35_HUMAN	tr|A0A5E4B5S9|A0A5E4B5S9_MARMO
OG0014775	sp|Q99674|CGRE1_HUMAN	tr|A0A5E4A840|A0A5E4A840_MARMO
OG0014776	sp|Q9BTE7|DCNL5_HUMAN	tr|A0A5E4CNT8|A0A5E4CNT8_MARMO
OG0014777	sp|Q9H2U1|DHX36_HUMAN	tr|A0A5E4BLA8|A0A5E4BLA8_MARMO
OG0014778	sp|Q9HBA0|TRPV4_HUMAN	tr|A0A5E4C4U1|A0A5E4C4U1_MARMO
OG0014779	sp|Q9HCM1|RESF1_HUMAN	tr|A0A5E4BQ81|A0A5E4BQ81_MARMO
OG0014780	sp|Q9NPC3|CIP1_HUMAN	tr|A0A5E4CU57|A0A5E4CU57_MARMO
OG0014781	sp|Q9NPH0|PPA6_HUMAN	tr|A0A5E4BWR7|A0A5E4BWR7_MARMO
OG0014782	sp|Q9NX01|TXN4B_HUMAN	tr|A0A5E4A7S2|A0A5E4A7S2_MARMO
OG0014783	sp|Q9NX40|OCAD1_HUMAN	tr|A0A5E4BWN2|A0A5E4BWN2_MARMO
OG0014784	sp|Q9P227|RHG23_HUMAN	tr|A0A5E4AFP0|A0A5E4AFP0_MARMO
OG0014785	sp|Q9UBX5|FBLN5_HUMAN	tr|A0A5E4AN48|A0A5E4AN48_MARMO
OG0014786	sp|Q9UBY9|HSPB7_HUMAN	tr|A0A5E4A1E4|A0A5E4A1E4_MARMO
OG0014787	sp|Q9UER7|DAXX_HUMAN	tr|A0A5E4BSC4|A0A5E4BSC4_MARMO
OG0014788	sp|Q9UHN1|DPOG2_HUMAN	tr|A0A5E4BL16|A0A5E4BL16_MARMO
OG0014789	sp|Q9UN36|NDRG2_HUMAN	tr|A0A5E4BSX6|A0A5E4BSX6_MARMO
OG0014790	sp|A1L0T0|HACL2_HUMAN	tr|A0A5E4A701|A0A5E4A701_MARMO
OG0014791	sp|O14653|GOSR2_HUMAN	tr|A0A5E4BPY2|A0A5E4BPY2_MARMO
OG0014792	sp|O75864|PPR37_HUMAN	tr|A0A5E4BLD9|A0A5E4BLD9_MARMO
OG0014793	sp|P01266|THYG_HUMAN	tr|A0A5E4AIZ2|A0A5E4AIZ2_MARMO
OG0014794	sp|P07307|ASGR2_HUMAN	tr|A0A5E4BAQ3|A0A5E4BAQ3_MARMO
OG0014795	sp|P08708|RS17_HUMAN	tr|A0A5E4BVJ4|A0A5E4BVJ4_MARMO
OG0014796	sp|P29218|IMPA1_HUMAN	tr|A0A5E4CGU2|A0A5E4CGU2_MARMO
OG0014797	sp|P33241|LSP1_HUMAN	tr|A0A5E4CCW7|A0A5E4CCW7_MARMO
OG0014798	sp|P40939|ECHA_HUMAN	tr|A0A5E4D239|A0A5E4D239_MARMO
OG0014799	sp|P41219|PERI_HUMAN	tr|A0A5E4BU27|A0A5E4BU27_MARMO
OG0014800	sp|P52435|RPB11_HUMAN	tr|A0A5E4AGX4|A0A5E4AGX4_MARMO
OG0014801	sp|P55107|GDF10_HUMAN	tr|A0A5E4C8B5|A0A5E4C8B5_MARMO
OG0014802	sp|P57723|PCBP4_HUMAN	tr|A0A5E4BLZ9|A0A5E4BLZ9_MARMO
OG0014803	sp|Q03052|PO3F1_HUMAN	tr|A0A5E4A6P2|A0A5E4A6P2_MARMO
OG0014804	sp|Q12891|HYAL2_HUMAN	tr|A0A5E4B4H3|A0A5E4B4H3_MARMO
OG0014805	sp|Q13496|MTM1_HUMAN	tr|A0A5E4BF55|A0A5E4BF55_MARMO
OG0014806	sp|Q15404|RSU1_HUMAN	tr|A0A5E4BMW1|A0A5E4BMW1_MARMO
OG0014807	sp|Q15699|ALX1_HUMAN	tr|A0A5E4C4G7|A0A5E4C4G7_MARMO
OG0014808	sp|Q56P03|EAPP_HUMAN	tr|A0A5E4D6F9|A0A5E4D6F9_MARMO
OG0014809	sp|Q5GJ75|TP8L3_HUMAN	tr|A0A5E4AIF2|A0A5E4AIF2_MARMO
OG0014810	sp|Q5W0A0|ERI6B_HUMAN	tr|A0A5E4C1L5|A0A5E4C1L5_MARMO
OG0014811	sp|Q6NVV3|NIPA3_HUMAN	tr|A0A5E4ATT4|A0A5E4ATT4_MARMO
OG0014812	sp|Q6TCH4|PAQR6_HUMAN	tr|A0A5E4A758|A0A5E4A758_MARMO
OG0014813	sp|Q6UWL6|KIRR2_HUMAN	tr|A0A5E4AFR9|A0A5E4AFR9_MARMO
OG0014814	sp|Q6ZUS6|CC149_HUMAN	tr|A0A5E4CBM5|A0A5E4CBM5_MARMO
OG0014815	sp|Q7L4P6|BEND5_HUMAN	tr|A0A5E4BWC7|A0A5E4BWC7_MARMO
OG0014816	sp|Q7RTU1|TCF23_HUMAN	tr|A0A5E4A9Q5|A0A5E4A9Q5_MARMO
OG0014817	sp|Q7Z3J2|VP35L_HUMAN	tr|A0A5E4A4U7|A0A5E4A4U7_MARMO
OG0014818	sp|Q86TB3|ALPK2_HUMAN	tr|A0A5E4B709|A0A5E4B709_MARMO
OG0014819	sp|Q86WC6|PPR27_HUMAN	tr|A0A5E4AK29|A0A5E4AK29_MARMO
OG0014820	sp|Q86XF7|ZN575_HUMAN	tr|A0A5E4AC63|A0A5E4AC63_MARMO
OG0014821	sp|Q8N7F7|UBL4B_HUMAN	tr|A0A5E4BIA3|A0A5E4BIA3_MARMO
OG0014822	sp|Q8ND24|RN214_HUMAN	tr|A0A5E4A3M0|A0A5E4A3M0_MARMO
OG0014823	sp|Q8NH06|OR1P1_HUMAN	tr|A0A5E4DAZ7|A0A5E4DAZ7_MARMO
OG0014824	sp|Q8WZ75|ROBO4_HUMAN	tr|A0A5E4CQD4|A0A5E4CQD4_MARMO
OG0014825	sp|Q92186|SIA8B_HUMAN	tr|A0A5E4C373|A0A5E4C373_MARMO
OG0014826	sp|Q99570|PI3R4_HUMAN	tr|A0A5E4CKA3|A0A5E4CKA3_MARMO
OG0014827	sp|Q9BPZ7|SIN1_HUMAN	tr|A0A5E4AEB5|A0A5E4AEB5_MARMO
OG0014828	sp|Q9BWX1|PHF7_HUMAN	tr|A0A5E4BX54|A0A5E4BX54_MARMO
OG0014829	sp|Q9C004|SPY4_HUMAN	tr|A0A5E4BG17|A0A5E4BG17_MARMO
OG0014830	sp|Q9GZT8|NIF3L_HUMAN	tr|A0A5E4C261|A0A5E4C261_MARMO
OG0014831	sp|Q9H161|ALX4_HUMAN	tr|A0A5E4BBP5|A0A5E4BBP5_MARMO
OG0014832	sp|Q9HCS5|E41LA_HUMAN	tr|A0A5E4CUM3|A0A5E4CUM3_MARMO
OG0014833	sp|Q9NWT6|HIF1N_HUMAN	tr|A0A5E4BAA5|A0A5E4BAA5_MARMO
OG0014834	sp|Q9UIU6|SIX4_HUMAN	tr|A0A5E4B8E9|A0A5E4B8E9_MARMO
OG0014835	sp|Q9UJ37|SIA7B_HUMAN	tr|A0A5E4ARP3|A0A5E4ARP3_MARMO
OG0014836	sp|Q9ULC3|RAB23_HUMAN	tr|A0A5E4AQ21|A0A5E4AQ21_MARMO
OG0014837	sp|Q9Y3D0|CIA2B_HUMAN	tr|A0A5E4AG79|A0A5E4AG79_MARMO
OG0014838	sp|Q9Y3D7|TIM16_HUMAN	tr|A0A5E4AZ64|A0A5E4AZ64_MARMO
OG0014839	sp|Q9Y6S9|RPKL1_HUMAN	tr|A0A5E4B1G9|A0A5E4B1G9_MARMO
OG0014840	sp|A0A1B0GU29|SIM28_HUMAN	tr|A0A5E4B7I2|A0A5E4B7I2_MARMO
OG0014841	sp|O00635|TRI38_HUMAN	tr|A0A5E4A4G2|A0A5E4A4G2_MARMO
OG0014842	sp|O94768|ST17B_HUMAN	tr|A0A5E4B724|A0A5E4B724_MARMO
OG0014843	sp|P01040|CYTA_HUMAN	tr|A0A5E4B3N2|A0A5E4B3N2_MARMO
OG0014844	sp|P04234|CD3D_HUMAN	tr|A0A5E4A2N0|A0A5E4A2N0_MARMO
OG0014845	sp|P05549|AP2A_HUMAN	tr|A0A5E4A8V0|A0A5E4A8V0_MARMO
OG0014846	sp|P08697|A2AP_HUMAN	tr|A0A5E4ADJ1|A0A5E4ADJ1_MARMO
OG0014847	sp|P09917|LOX5_HUMAN	tr|A0A5E4CVN6|A0A5E4CVN6_MARMO
OG0014848	sp|P0C7M7|ACSM4_HUMAN	tr|A0A5E4A670|A0A5E4A670_MARMO
OG0014849	sp|P17028|ZNF24_HUMAN	tr|A0A5E4CPH6|A0A5E4CPH6_MARMO
OG0014850	sp|P26885|FKBP2_HUMAN	tr|A0A5E4A2N8|A0A5E4A2N8_MARMO
OG0014851	sp|P84103|SRSF3_HUMAN	tr|A0A5E4BAY3|A0A5E4BAY3_MARMO
OG0014852	sp|Q12805|FBLN3_HUMAN	tr|A0A5E4BPM9|A0A5E4BPM9_MARMO
OG0014853	sp|Q13352|CENPR_HUMAN	tr|A0A5E4AN77|A0A5E4AN77_MARMO
OG0014854	sp|Q13530|SERC3_HUMAN	tr|A0A5E4BFK0|A0A5E4BFK0_MARMO
OG0014855	sp|Q16518|RPE65_HUMAN	tr|A0A5E4D104|A0A5E4D104_MARMO
OG0014856	sp|Q3ZCW2|LEGL_HUMAN	tr|A0A5E4BDX1|A0A5E4BDX1_MARMO
OG0014857	sp|Q5SQH8|CF136_HUMAN	tr|A0A5E4AUE9|A0A5E4AUE9_MARMO
OG0014858	sp|Q6NTE8|MRNIP_HUMAN	tr|A0A5E4B588|A0A5E4B588_MARMO
OG0014859	sp|Q6UWM5|GPRL1_HUMAN	tr|A0A5E4D8L5|A0A5E4D8L5_MARMO
OG0014860	sp|Q6ZU45|CL20A_HUMAN	tr|A0A5E4BS52|A0A5E4BS52_MARMO
OG0014861	sp|Q7L311|ARMX2_HUMAN	tr|A0A5E4CMG4|A0A5E4CMG4_MARMO
OG0014862	sp|Q7Z7M0|MEGF8_HUMAN	tr|A0A5E4AD21|A0A5E4AD21_MARMO
OG0014863	sp|Q86U10|LPP60_HUMAN	tr|A0A5E4D0P8|A0A5E4D0P8_MARMO
OG0014864	sp|Q86US8|EST1A_HUMAN	tr|A0A5E4AEE9|A0A5E4AEE9_MARMO
OG0014865	sp|Q86YS3|RFIP4_HUMAN	tr|A0A5E4BCM2|A0A5E4BCM2_MARMO
OG0014866	sp|Q8N1N4|K2C78_HUMAN	tr|A0A5E4A9P4|A0A5E4A9P4_MARMO
OG0014867	sp|Q8N264|RHG24_HUMAN	tr|A0A5E4BUU0|A0A5E4BUU0_MARMO
OG0014868	sp|Q8N4G2|ARL14_HUMAN	tr|A0A5E4CDA5|A0A5E4CDA5_MARMO
OG0014869	sp|Q8NFI3|ENASE_HUMAN	tr|A0A5E4C2K4|A0A5E4C2K4_MARMO
OG0014870	sp|Q8NFW9|MYRIP_HUMAN	tr|A0A5E4AJD7|A0A5E4AJD7_MARMO
OG0014871	sp|Q8WU39|MZB1_HUMAN	tr|A0A5E4D479|A0A5E4D479_MARMO
OG0014872	sp|Q92968|PEX13_HUMAN	tr|A0A5E4D0N8|A0A5E4D0N8_MARMO
OG0014873	sp|Q96BK5|PINX1_HUMAN	tr|A0A5E4BNH5|A0A5E4BNH5_MARMO
OG0014874	sp|Q96DX4|RSPRY_HUMAN	tr|A0A5E4A624|A0A5E4A624_MARMO
OG0014875	sp|Q96H96|COQ2_HUMAN	tr|A0A5E4BJC6|A0A5E4BJC6_MARMO
OG0014876	sp|Q96JP2|MY15B_HUMAN	tr|A0A5E4APG7|A0A5E4APG7_MARMO
OG0014877	sp|Q96KD3|GAR1B_HUMAN	tr|A0A5E4BV04|A0A5E4BV04_MARMO
OG0014878	sp|Q99969|RARR2_HUMAN	tr|A0A5E4CPJ3|A0A5E4CPJ3_MARMO
OG0014879	sp|Q9BUR4|TCAB1_HUMAN	tr|A0A5E4BD76|A0A5E4BD76_MARMO
OG0014880	sp|Q9C010|IPKB_HUMAN	tr|A0A5E4CQ66|A0A5E4CQ66_MARMO
OG0014881	sp|Q9H269|VPS16_HUMAN	tr|A0A5E4A5P7|A0A5E4A5P7_MARMO
OG0014882	sp|Q9NS61|KCIP2_HUMAN	tr|A0A5E4BAC9|A0A5E4BAC9_MARMO
OG0014883	sp|Q9NVV9|THAP1_HUMAN	tr|A0A5E4CXA6|A0A5E4CXA6_MARMO
OG0014884	sp|Q9UEF7|KLOT_HUMAN	tr|A0A5E4AK17|A0A5E4AK17_MARMO
OG0014885	sp|Q9UKF7|PITC1_HUMAN	tr|A0A5E4BM17|A0A5E4BM17_MARMO
OG0014886	sp|Q9UNA0|ATS5_HUMAN	tr|A0A5E4BXB7|A0A5E4BXB7_MARMO
OG0014887	sp|Q9Y2G1|MYRF_HUMAN	tr|A0A5E4AJ29|A0A5E4AJ29_MARMO
OG0014888	sp|Q9Y3C7|MED31_HUMAN	tr|A0A5E4ART1|A0A5E4ART1_MARMO
OG0014889	sp|A0A2R8Y619|H2BK1_HUMAN	tr|A0A5E4CIG7|A0A5E4CIG7_MARMO
OG0014890	sp|A4D0S4|LAMB4_HUMAN	tr|A0A5E4C918|A0A5E4C918_MARMO
