Orthogroup	Homo_sapiens	Nyctereutes_procyonoides
OG0010976	sp|Q9Y2H2|SAC2_HUMAN	tr|A0A811ZCW4|A0A811ZCW4_NYCPR
OG0010977	sp|Q9Y697|NFS1_HUMAN	tr|A0A811XVE4|A0A811XVE4_NYCPR
OG0010978	sp|A6NEK1|ARRD5_HUMAN	tr|A0A811ZAN1|A0A811ZAN1_NYCPR
OG0010979	sp|A8MTZ7|CL071_HUMAN	tr|A0A811Y590|A0A811Y590_NYCPR
OG0010980	sp|D6RGH6|MCIN_HUMAN	tr|A0A811YUE9|A0A811YUE9_NYCPR
OG0010981	sp|O00186|STXB3_HUMAN	tr|A0A811Z3M8|A0A811Z3M8_NYCPR
OG0010982	sp|O14523|C2C2L_HUMAN	tr|A0A811ZN63|A0A811ZN63_NYCPR
OG0010983	sp|O15160|RPAC1_HUMAN	tr|A0A811YK07|A0A811YK07_NYCPR
OG0010984	sp|O60610|DIAP1_HUMAN	tr|A0A811YR97|A0A811YR97_NYCPR
OG0010985	sp|O95292|VAPB_HUMAN	tr|A0A811Y0Z9|A0A811Y0Z9_NYCPR
OG0010986	sp|O95741|CPNE6_HUMAN	tr|A0A811ZRF6|A0A811ZRF6_NYCPR
OG0010987	sp|O95825|QORL1_HUMAN	tr|A0A811ZZU3|A0A811ZZU3_NYCPR
OG0010988	sp|O95971|BY55_HUMAN	tr|A0A811ZVV9|A0A811ZVV9_NYCPR
OG0010989	sp|P01127|PDGFB_HUMAN	tr|A0A811YPF2|A0A811YPF2_NYCPR
OG0010990	sp|P04066|FUCO_HUMAN	tr|A0A811YTA4|A0A811YTA4_NYCPR
OG0010991	sp|P05155|IC1_HUMAN	tr|A0A811ZF53|A0A811ZF53_NYCPR
OG0010992	sp|P05186|PPBT_HUMAN	tr|A0A811YLK9|A0A811YLK9_NYCPR
OG0010993	sp|P29375|KDM5A_HUMAN	tr|A0A811Y0R3|A0A811Y0R3_NYCPR
OG0010994	sp|P48995|TRPC1_HUMAN	tr|A0A811Y7M0|A0A811Y7M0_NYCPR
OG0010995	sp|P60468|SC61B_HUMAN	tr|A0A811ZFP9|A0A811ZFP9_NYCPR
OG0010996	sp|P83881|RL36A_HUMAN	tr|A0A811ZJD7|A0A811ZJD7_NYCPR
OG0010997	sp|Q02386|ZNF45_HUMAN	tr|A0A811ZTP4|A0A811ZTP4_NYCPR
OG0010998	sp|Q0D2K2|KLH30_HUMAN	tr|A0A811ZDF4|A0A811ZDF4_NYCPR
OG0010999	sp|Q0D2K5|EGFEM_HUMAN	tr|A0A811ZPL4|A0A811ZPL4_NYCPR
OG0011000	sp|Q13505|MTX1_HUMAN	tr|A0A811YD11|A0A811YD11_NYCPR
OG0011001	sp|Q17R60|IMPG1_HUMAN	tr|A0A811YKP8|A0A811YKP8_NYCPR
OG0011002	sp|Q18PE1|DOK7_HUMAN	tr|A0A811YFG9|A0A811YFG9_NYCPR
OG0011003	sp|Q2TAL8|QRIC1_HUMAN	tr|A0A811Z847|A0A811Z847_NYCPR
OG0011004	sp|Q3B726|RPA43_HUMAN	tr|A0A812A0B3|A0A812A0B3_NYCPR
OG0011006	sp|Q5JPH6|SYEM_HUMAN	tr|A0A811Z4L3|A0A811Z4L3_NYCPR
OG0011007	sp|Q5T7V8|GORAB_HUMAN	tr|A0A811YAN2|A0A811YAN2_NYCPR
OG0011008	sp|Q86SE5|RALYL_HUMAN	tr|A0A811ZHY4|A0A811ZHY4_NYCPR
OG0011009	sp|Q8IWF6|DEN6A_HUMAN	tr|A0A811Z5U2|A0A811Z5U2_NYCPR
OG0011010	sp|Q8IXN7|RIMKA_HUMAN	tr|A0A811Z317|A0A811Z317_NYCPR
OG0011011	sp|Q8IYV9|IZUM1_HUMAN	tr|A0A811ZV78|A0A811ZV78_NYCPR
OG0011012	sp|Q8J025|APCD1_HUMAN	tr|A0A811YFI2|A0A811YFI2_NYCPR
OG0011013	sp|Q8N1F8|S11IP_HUMAN	tr|A0A811ZBX8|A0A811ZBX8_NYCPR
OG0011014	sp|Q8N5H7|SH2D3_HUMAN	tr|A0A811XYK9|A0A811XYK9_NYCPR
OG0011015	sp|Q8N8R3|MCATL_HUMAN	tr|A0A811ZIR2|A0A811ZIR2_NYCPR
OG0011016	sp|Q8TBP5|F174A_HUMAN	tr|A0A811ZXK5|A0A811ZXK5_NYCPR
OG0011017	sp|Q8TET4|GANC_HUMAN	tr|A0A811Y2S2|A0A811Y2S2_NYCPR
OG0011018	sp|Q92506|DHB8_HUMAN	tr|A0A811YLU9|A0A811YLU9_NYCPR
OG0011019	sp|Q92633|LPAR1_HUMAN	tr|A0A811ZFF0|A0A811ZFF0_NYCPR
OG0011020	sp|Q96A37|RN166_HUMAN	tr|A0A811ZKN6|A0A811ZKN6_NYCPR
OG0011021	sp|Q96AP0|ACD_HUMAN	tr|A0A811ZK52|A0A811ZK52_NYCPR
OG0011022	sp|Q96CS2|HAUS1_HUMAN	tr|A0A811YHP2|A0A811YHP2_NYCPR
OG0011023	sp|Q96HP4|OXND1_HUMAN	tr|A0A811Y8Y6|A0A811Y8Y6_NYCPR
OG0011024	sp|Q96M63|ODAD1_HUMAN	tr|A0A811ZU34|A0A811ZU34_NYCPR
OG0011025	sp|Q96QE5|TEFM_HUMAN	tr|A0A811Y1Q6|A0A811Y1Q6_NYCPR
OG0011026	sp|Q96QF0|RAB3I_HUMAN	tr|A0A811YNR3|A0A811YNR3_NYCPR
OG0011027	sp|Q99607|ELF4_HUMAN	tr|A0A811Z233|A0A811Z233_NYCPR
OG0011028	sp|Q99677|LPAR4_HUMAN	tr|A0A811Z4E4|A0A811Z4E4_NYCPR
OG0011029	sp|Q99697|PITX2_HUMAN	tr|A0A811Z8P0|A0A811Z8P0_NYCPR
OG0011030	sp|Q9BSG5|RTBDN_HUMAN	tr|A0A811ZA12|A0A811ZA12_NYCPR
OG0011031	sp|Q9BTD3|TM121_HUMAN	tr|A0A811YYF5|A0A811YYF5_NYCPR
OG0011032	sp|Q9C029|TRIM7_HUMAN	tr|A0A811ZHE4|A0A811ZHE4_NYCPR
OG0011033	sp|Q9H0I2|ENKD1_HUMAN	tr|A0A811ZK31|A0A811ZK31_NYCPR
OG0011034	sp|Q9HAZ2|PRD16_HUMAN	tr|A0A811ZM16|A0A811ZM16_NYCPR
OG0011035	sp|Q9HCU5|PREB_HUMAN	tr|A0A811YG37|A0A811YG37_NYCPR
OG0011036	sp|Q9HDD0|PLAT1_HUMAN	tr|A0A811ZPG5|A0A811ZPG5_NYCPR
OG0011037	sp|Q9NP79|VTA1_HUMAN	tr|A0A811ZRC6|A0A811ZRC6_NYCPR
OG0011038	sp|Q9UBK9|UXT_HUMAN	tr|A0A811YWJ6|A0A811YWJ6_NYCPR
OG0011039	sp|Q9Y227|ENTP4_HUMAN	tr|A0A811ZDS3|A0A811ZDS3_NYCPR
OG0011040	sp|O14990|IPP2C_HUMAN	tr|A0A811YX69|A0A811YX69_NYCPR
OG0011041	sp|O60636|TSN2_HUMAN	tr|A0A811ZVP5|A0A811ZVP5_NYCPR
OG0011042	sp|O60896|RAMP3_HUMAN	tr|A0A811YVD2|A0A811YVD2_NYCPR
OG0011043	sp|O75462|CRLF1_HUMAN	tr|A0A811Z9E6|A0A811Z9E6_NYCPR
OG0011044	sp|O76050|NEUL1_HUMAN	tr|A0A811ZCG7|A0A811ZCG7_NYCPR
OG0011045	sp|O95073|FSBP_HUMAN	tr|A0A811ZI99|A0A811ZI99_NYCPR
OG0011046	sp|O95382|M3K6_HUMAN	tr|A0A811YQN0|A0A811YQN0_NYCPR
OG0011047	sp|P00748|FA12_HUMAN	tr|A0A811YH01|A0A811YH01_NYCPR
OG0011048	sp|P01591|IGJ_HUMAN	tr|A0A811Y3U2|A0A811Y3U2_NYCPR
OG0011049	sp|P04054|PA21B_HUMAN	tr|A0A811YEU5|A0A811YEU5_NYCPR
OG0011050	sp|P08700|IL3_HUMAN	tr|A0A811ZHB4|A0A811ZHB4_NYCPR
OG0011051	sp|P12110|CO6A2_HUMAN	tr|A0A812A085|A0A812A085_NYCPR
OG0011052	sp|P21941|MATN1_HUMAN	tr|A0A811YP64|A0A811YP64_NYCPR
OG0011053	sp|P25942|TNR5_HUMAN	tr|A0A811XWA3|A0A811XWA3_NYCPR
OG0011054	sp|P28300|LYOX_HUMAN	tr|A0A811ZGP1|A0A811ZGP1_NYCPR
OG0011055	sp|P30279|CCND2_HUMAN	tr|A0A811Y485|A0A811Y485_NYCPR
OG0011056	sp|P35240|MERL_HUMAN	tr|A0A811Y9L1|A0A811Y9L1_NYCPR
OG0011057	sp|P52732|KIF11_HUMAN	tr|A0A811YRH5|A0A811YRH5_NYCPR
OG0011058	sp|P54274|TERF1_HUMAN	tr|A0A811Y479|A0A811Y479_NYCPR
OG0011059	sp|P83436|COG7_HUMAN	tr|A0A811Z887|A0A811Z887_NYCPR
OG0011060	sp|Q01543|FLI1_HUMAN	tr|A0A811ZN83|A0A811ZN83_NYCPR
OG0011061	sp|Q15061|WDR43_HUMAN	tr|A0A811YMJ0|A0A811YMJ0_NYCPR
OG0011062	sp|Q15392|DHC24_HUMAN	tr|A0A811ZKS1|A0A811ZKS1_NYCPR
OG0011063	sp|Q15434|RBMS2_HUMAN	tr|A0A811YL41|A0A811YL41_NYCPR
OG0011064	sp|Q15573|TAF1A_HUMAN	tr|A0A811YRD3|A0A811YRD3_NYCPR
OG0011065	sp|Q15714|T22D1_HUMAN	tr|A0A811YTH2|A0A811YTH2_NYCPR
OG0011066	sp|Q16656|NRF1_HUMAN	tr|A0A811ZNS2|A0A811ZNS2_NYCPR
OG0011067	sp|Q5JVX7|CA141_HUMAN	tr|A0A811ZKZ2|A0A811ZKZ2_NYCPR
OG0011068	sp|Q5T6X4|F162B_HUMAN	tr|A0A811ZRV3|A0A811ZRV3_NYCPR
OG0011069	sp|Q63HR2|TNS2_HUMAN	tr|A0A811Z490|A0A811Z490_NYCPR
OG0011070	sp|Q6JVE6|LCN10_HUMAN	tr|A0A811XWJ6|A0A811XWJ6_NYCPR
OG0011071	sp|Q6P179|ERAP2_HUMAN	tr|A0A811ZVQ3|A0A811ZVQ3_NYCPR
OG0011072	sp|Q6ZNA4|RN111_HUMAN	tr|A0A811Y6N3|A0A811Y6N3_NYCPR
OG0011073	sp|Q6ZR85|CQ107_HUMAN	tr|A0A811ZMN3|A0A811ZMN3_NYCPR
OG0011074	sp|Q6ZTW0|TPGS1_HUMAN	tr|A0A811ZB54|A0A811ZB54_NYCPR
OG0011075	sp|Q7Z304|MAMC2_HUMAN	tr|A0A811ZSJ0|A0A811ZSJ0_NYCPR
OG0011076	sp|Q7Z3G6|PRIC2_HUMAN	tr|A0A811Z7T0|A0A811Z7T0_NYCPR
OG0011077	sp|Q8N682|DRAM1_HUMAN	tr|A0A811Z1B1|A0A811Z1B1_NYCPR
OG0011078	sp|Q8NBV4|PLPP7_HUMAN	tr|A0A811XV11|A0A811XV11_NYCPR
OG0011079	sp|Q8NFU5|IPMK_HUMAN	tr|A0A811ZSB8|A0A811ZSB8_NYCPR
OG0011080	sp|Q92791|SC65_HUMAN	tr|A0A811Y0N9|A0A811Y0N9_NYCPR
OG0011081	sp|Q969S9|RRF2M_HUMAN	tr|A0A811YMR0|A0A811YMR0_NYCPR
OG0011082	sp|Q96BY7|ATG2B_HUMAN	tr|A0A811ZI91|A0A811ZI91_NYCPR
OG0011083	sp|Q96EK5|KBP_HUMAN	tr|A0A811YKB4|A0A811YKB4_NYCPR
OG0011084	sp|Q96LB3|IFT74_HUMAN	tr|A0A811ZFW8|A0A811ZFW8_NYCPR
OG0011085	sp|Q96T68|SETB2_HUMAN	tr|A0A811YVW8|A0A811YVW8_NYCPR
OG0011086	sp|Q9BQ13|KCD14_HUMAN	tr|A0A811Y7T9|A0A811Y7T9_NYCPR
OG0011087	sp|Q9BRX2|PELO_HUMAN	tr|A0A811YEB5|A0A811YEB5_NYCPR
OG0011088	sp|Q9BSD3|RHNO1_HUMAN	tr|A0A811Y7Y4|A0A811Y7Y4_NYCPR
OG0011089	sp|Q9BWN1|PRR14_HUMAN	tr|A0A811Z7R5|A0A811Z7R5_NYCPR
OG0011090	sp|Q9BXQ6|T121B_HUMAN	tr|A0A811Y0J8|A0A811Y0J8_NYCPR
OG0011091	sp|Q9GZN1|ARP6_HUMAN	tr|A0A811YYQ5|A0A811YYQ5_NYCPR
OG0011092	sp|Q9GZU2|PEG3_HUMAN	tr|A0A811ZSG3|A0A811ZSG3_NYCPR
OG0011093	sp|Q9H2X0|CHRD_HUMAN	tr|A0A811ZP47|A0A811ZP47_NYCPR
OG0011094	sp|Q9H329|E41LB_HUMAN	tr|A0A811ZFH7|A0A811ZFH7_NYCPR
OG0011095	sp|Q9H467|CUED2_HUMAN	tr|A0A811ZCL0|A0A811ZCL0_NYCPR
OG0011096	sp|Q9H5Q4|TFB2M_HUMAN	tr|A0A811YCP3|A0A811YCP3_NYCPR
OG0011097	sp|Q9H611|PIF1_HUMAN	tr|A0A811YAK0|A0A811YAK0_NYCPR
OG0011098	sp|Q9H816|DCR1B_HUMAN	tr|A0A811ZX17|A0A811ZX17_NYCPR
OG0011099	sp|Q9NQT5|EXOS3_HUMAN	tr|A0A811ZFT2|A0A811ZFT2_NYCPR
OG0011100	sp|Q9NSC7|SIA7A_HUMAN	tr|A0A811XTK4|A0A811XTK4_NYCPR
OG0011101	sp|Q9NTJ4|MA2C1_HUMAN	tr|A0A811Y4W6|A0A811Y4W6_NYCPR
OG0011102	sp|Q9NU19|TB22B_HUMAN	tr|A0A811YM49|A0A811YM49_NYCPR
OG0011103	sp|Q9P0R6|GSKIP_HUMAN	tr|A0A811ZIB1|A0A811ZIB1_NYCPR
OG0011104	sp|Q9UBH6|XPR1_HUMAN	tr|A0A811Y9P5|A0A811Y9P5_NYCPR
OG0011105	sp|Q9UK41|VPS28_HUMAN	tr|A0A812A005|A0A812A005_NYCPR
OG0011106	sp|Q9Y548|YIPF1_HUMAN	tr|A0A811ZKI1|A0A811ZKI1_NYCPR
OG0011107	sp|Q9Y587|AP4S1_HUMAN	tr|A0A811ZT05|A0A811ZT05_NYCPR
OG0011108	sp|Q9Y5A6|ZSC21_HUMAN	tr|A0A811Z4G2|A0A811Z4G2_NYCPR
OG0011109	sp|A0A0B4J280|TVA40_HUMAN	tr|A0A811ZTC7|A0A811ZTC7_NYCPR
OG0011110	sp|A0A1B0GW35|EXC1L_HUMAN	tr|A0A811XVT3|A0A811XVT3_NYCPR
OG0011111	sp|A6NFU0|F187A_HUMAN	tr|A0A811XS56|A0A811XS56_NYCPR
OG0011112	sp|A6NI79|CCD69_HUMAN	tr|A0A811YEX3|A0A811YEX3_NYCPR
OG0011113	sp|A8MTB9|CEA18_HUMAN	tr|A0A811ZUK9|A0A811ZUK9_NYCPR
OG0011114	sp|C9J7I0|UMAD1_HUMAN	tr|A0A811ZNZ9|A0A811ZNZ9_NYCPR
OG0011115	sp|O00562|PITM1_HUMAN	tr|A0A811Y315|A0A811Y315_NYCPR
OG0011116	sp|O14917|PCD17_HUMAN	tr|A0A811YTX6|A0A811YTX6_NYCPR
OG0011117	sp|O14975|S27A2_HUMAN	tr|A0A811Y5M4|A0A811Y5M4_NYCPR
OG0011118	sp|O75367|H2AY_HUMAN	tr|A0A811ZGE2|A0A811ZGE2_NYCPR
OG0011119	sp|P04278|SHBG_HUMAN	tr|A0A811ZL92|A0A811ZL92_NYCPR
OG0011120	sp|P06132|DCUP_HUMAN	tr|A0A811Z6F7|A0A811Z6F7_NYCPR
OG0011121	sp|P06899|H2B1J_HUMAN	tr|A0A811YAS1|A0A811YAS1_NYCPR
OG0011122	sp|P07738|PMGE_HUMAN	tr|A0A811YV62|A0A811YV62_NYCPR
OG0011123	sp|P13569|CFTR_HUMAN	tr|A0A811ZYK2|A0A811ZYK2_NYCPR
OG0011124	sp|P14061|DHB1_HUMAN	tr|A0A811XWA5|A0A811XWA5_NYCPR
OG0011125	sp|P19532|TFE3_HUMAN	tr|A0A811YX24|A0A811YX24_NYCPR
OG0011126	sp|P23467|PTPRB_HUMAN	tr|A0A811YNS3|A0A811YNS3_NYCPR
OG0011127	sp|P30304|MPIP1_HUMAN	tr|A0A811Z949|A0A811Z949_NYCPR
OG0011128	sp|P35790|CHKA_HUMAN	tr|A0A811XZI8|A0A811XZI8_NYCPR
OG0011129	sp|P36957|ODO2_HUMAN	tr|A0A811ZIL9|A0A811ZIL9_NYCPR
OG0011130	sp|P38936|CDN1A_HUMAN	tr|A0A811YNQ0|A0A811YNQ0_NYCPR
OG0011131	sp|P53355|DAPK1_HUMAN	tr|A0A811ZS84|A0A811ZS84_NYCPR
OG0011132	sp|P63165|SUMO1_HUMAN	tr|A0A811Y3Z2|A0A811Y3Z2_NYCPR
OG0011133	sp|Q00013|EM55_HUMAN	tr|A0A811Z3X7|A0A811Z3X7_NYCPR
OG0011134	sp|Q01658|NC2B_HUMAN	tr|A0A811Z356|A0A811Z356_NYCPR
OG0011135	sp|Q0Z7S8|FABP9_HUMAN	tr|A0A811YBZ2|A0A811YBZ2_NYCPR
OG0011136	sp|Q16774|KGUA_HUMAN	tr|A0A811YT95|A0A811YT95_NYCPR
OG0011137	sp|Q16775|GLO2_HUMAN	tr|A0A811Z0W6|A0A811Z0W6_NYCPR
OG0011138	sp|Q2T9L4|INSY1_HUMAN	tr|A0A811Y6N5|A0A811Y6N5_NYCPR
OG0011139	sp|Q3MII6|TBC25_HUMAN	tr|A0A811YX01|A0A811YX01_NYCPR
OG0011140	sp|Q5J5C9|DB121_HUMAN	tr|A0A811XY79|A0A811XY79_NYCPR
OG0011141	sp|Q5JQF8|PAP1M_HUMAN	tr|A0A811Z499|A0A811Z499_NYCPR
OG0011142	sp|Q5SYB0|FRPD1_HUMAN	tr|A0A811ZFJ3|A0A811ZFJ3_NYCPR
OG0011143	sp|Q5VV52|ZN691_HUMAN	tr|A0A811Z6X6|A0A811Z6X6_NYCPR
OG0011144	sp|Q6EMK4|VASN_HUMAN	tr|A0A811Z838|A0A811Z838_NYCPR
OG0011145	sp|Q6NT76|HMBX1_HUMAN	tr|A0A811ZDX8|A0A811ZDX8_NYCPR
OG0011146	sp|Q6WQI6|HEPN1_HUMAN	tr|A0A811ZNG8|A0A811ZNG8_NYCPR
OG0011147	sp|Q6ZSI9|CAN12_HUMAN	tr|A0A811ZVN7|A0A811ZVN7_NYCPR
OG0011148	sp|Q7LBE3|S26A9_HUMAN	tr|A0A811YRL6|A0A811YRL6_NYCPR
OG0011149	sp|Q7RTU0|TCF24_HUMAN	tr|A0A811Y2Q9|A0A811Y2Q9_NYCPR
OG0011150	sp|Q7Z6W1|TMCO2_HUMAN	tr|A0A811Z8A3|A0A811Z8A3_NYCPR
OG0011151	sp|Q8IYD2|KLD8A_HUMAN	tr|A0A811YTS1|A0A811YTS1_NYCPR
OG0011152	sp|Q8IZD2|KMT2E_HUMAN	tr|A0A811ZEN9|A0A811ZEN9_NYCPR
OG0011153	sp|Q8N6L7|TM252_HUMAN	tr|A0A811ZTR7|A0A811ZTR7_NYCPR
OG0011154	sp|Q8N9I0|SYT2_HUMAN	tr|A0A811Y5Z2|A0A811Y5Z2_NYCPR
OG0011155	sp|Q8NDX5|PHC3_HUMAN	tr|A0A811ZQT6|A0A811ZQT6_NYCPR
OG0011156	sp|Q8NH08|O10AC_HUMAN	tr|A0A811YST5|A0A811YST5_NYCPR
OG0011157	sp|Q8NH57|O52P1_HUMAN	tr|A0A811YBK4|A0A811YBK4_NYCPR
OG0011158	sp|Q8TDV0|GP151_HUMAN	tr|A0A811YWW3|A0A811YWW3_NYCPR
OG0011160	sp|Q8WXI4|ACO11_HUMAN	tr|A0A811ZLI5|A0A811ZLI5_NYCPR
OG0011161	sp|Q92613|JADE3_HUMAN	tr|A0A811YZY1|A0A811YZY1_NYCPR
OG0011162	sp|Q96D96|HVCN1_HUMAN	tr|A0A811YCX0|A0A811YCX0_NYCPR
OG0011163	sp|Q96P67|GPR82_HUMAN	tr|A0A811YZ68|A0A811YZ68_NYCPR
OG0011164	sp|Q99689|FEZ1_HUMAN	tr|A0A811ZNB5|A0A811ZNB5_NYCPR
OG0011165	sp|Q9BSA4|TTYH2_HUMAN	tr|A0A811XTC3|A0A811XTC3_NYCPR
OG0011166	sp|Q9BTV6|DPH7_HUMAN	tr|A0A811XYI4|A0A811XYI4_NYCPR
OG0011167	sp|Q9BUZ4|TRAF4_HUMAN	tr|A0A811XXK5|A0A811XXK5_NYCPR
OG0011168	sp|Q9BW83|IFT27_HUMAN	tr|A0A811YI13|A0A811YI13_NYCPR
OG0011169	sp|Q9BY43|CHM4A_HUMAN	tr|A0A811ZRW8|A0A811ZRW8_NYCPR
OG0011170	sp|Q9BZ71|PITM3_HUMAN	tr|A0A811ZMA1|A0A811ZMA1_NYCPR
OG0011171	sp|Q9H6F5|CCD86_HUMAN	tr|A0A811Y0D9|A0A811Y0D9_NYCPR
OG0011172	sp|Q9HCG8|CWC22_HUMAN	tr|A0A811ZP77|A0A811ZP77_NYCPR
OG0011173	sp|Q9NVR0|KLH11_HUMAN	tr|A0A811XSX1|A0A811XSX1_NYCPR
OG0011174	sp|Q9NXR1|NDE1_HUMAN	tr|A0A811Z7E5|A0A811Z7E5_NYCPR
OG0011175	sp|Q9NZQ0|DJC27_HUMAN	tr|A0A811YK70|A0A811YK70_NYCPR
OG0011176	sp|Q9UHI8|ATS1_HUMAN	tr|A0A811ZYF1|A0A811ZYF1_NYCPR
OG0011177	sp|Q9UNH5|CC14A_HUMAN	tr|A0A811Z388|A0A811Z388_NYCPR
OG0011178	sp|Q9Y5F3|PCDB1_HUMAN	tr|A0A811YN50|A0A811YN50_NYCPR
OG0011179	sp|Q9Y5Z6|B3GT1_HUMAN	tr|A0A811ZPT2|A0A811ZPT2_NYCPR
OG0011180	sp|Q9Y6J6|KCNE2_HUMAN	tr|A0A811ZYH8|A0A811ZYH8_NYCPR
OG0011181	sp|Q9Y6N6|LAMC3_HUMAN	tr|A0A811XWU3|A0A811XWU3_NYCPR
OG0011182	sp|Q9Y6X6|MYO16_HUMAN	tr|A0A811Z0N1|A0A811Z0N1_NYCPR
OG0011183	sp|A6NDU8|RIMC1_HUMAN	tr|A0A811YIZ5|A0A811YIZ5_NYCPR
OG0011184	sp|A8K855|EFCB7_HUMAN	tr|A0A811ZKW4|A0A811ZKW4_NYCPR
OG0011185	sp|B2RTY4|MYO9A_HUMAN	tr|A0A811Y525|A0A811Y525_NYCPR
OG0011186	sp|O00400|ACATN_HUMAN	tr|A0A811YBH5|A0A811YBH5_NYCPR
OG0011187	sp|O15105|SMAD7_HUMAN	tr|A0A811YFM2|A0A811YFM2_NYCPR
OG0011188	sp|O43805|SSNA1_HUMAN	tr|A0A811XY04|A0A811XY04_NYCPR
OG0011189	sp|O60299|LZTS3_HUMAN	tr|A0A811Y230|A0A811Y230_NYCPR
OG0011190	sp|O75298|RTN2_HUMAN	tr|A0A811ZVH0|A0A811ZVH0_NYCPR
OG0011191	sp|O75525|KHDR3_HUMAN	tr|A0A812A0V0|A0A812A0V0_NYCPR
OG0011192	sp|O94822|LTN1_HUMAN	tr|A0A811ZWF2|A0A811ZWF2_NYCPR
OG0011193	sp|O95072|REC8_HUMAN	tr|A0A811ZRE7|A0A811ZRE7_NYCPR
OG0011194	sp|O95503|CBX6_HUMAN	tr|A0A811YLC5|A0A811YLC5_NYCPR
OG0011195	sp|O95600|KLF8_HUMAN	tr|A0A811YXP0|A0A811YXP0_NYCPR
OG0011196	sp|P02818|OSTCN_HUMAN	tr|A0A811YB11|A0A811YB11_NYCPR
OG0011197	sp|P15692|VEGFA_HUMAN	tr|A0A811YN02|A0A811YN02_NYCPR
OG0011198	sp|P19397|CD53_HUMAN	tr|A0A811Z3S9|A0A811Z3S9_NYCPR
OG0011199	sp|P20794|MAK_HUMAN	tr|A0A811Y9V2|A0A811Y9V2_NYCPR
OG0011200	sp|P22301|IL10_HUMAN	tr|A0A811Y9X9|A0A811Y9X9_NYCPR
OG0011201	sp|P23280|CAH6_HUMAN	tr|A0A811ZLU3|A0A811ZLU3_NYCPR
OG0011202	sp|P25963|IKBA_HUMAN	tr|A0A811ZR69|A0A811ZR69_NYCPR
OG0011203	sp|P33032|MC5R_HUMAN	tr|A0A811YRJ8|A0A811YRJ8_NYCPR
OG0011204	sp|P33992|MCM5_HUMAN	tr|A0A811YIP5|A0A811YIP5_NYCPR
OG0011205	sp|P42773|CDN2C_HUMAN	tr|A0A811Z6B3|A0A811Z6B3_NYCPR
OG0011206	sp|P55210|CASP7_HUMAN	tr|A0A811ZCP2|A0A811ZCP2_NYCPR
OG0011207	sp|Q00444|HXC5_HUMAN	tr|A0A811YVF8|A0A811YVF8_NYCPR
OG0011208	sp|Q05516|ZBT16_HUMAN	tr|A0A811ZM24|A0A811ZM24_NYCPR
OG0011209	sp|Q12834|CDC20_HUMAN	tr|A0A811Z6Q1|A0A811Z6Q1_NYCPR
OG0011210	sp|Q13263|TIF1B_HUMAN	tr|A0A811ZU18|A0A811ZU18_NYCPR
OG0011211	sp|Q13351|KLF1_HUMAN	tr|A0A811ZA04|A0A811ZA04_NYCPR
OG0011212	sp|Q14165|MLEC_HUMAN	tr|A0A811YBB6|A0A811YBB6_NYCPR
OG0011213	sp|Q16514|TAF12_HUMAN	tr|A0A811ZZT4|A0A811ZZT4_NYCPR
OG0011214	sp|Q2VWA4|SKOR2_HUMAN	tr|A0A811YCI3|A0A811YCI3_NYCPR
OG0011215	sp|Q30KQ4|DB116_HUMAN	tr|A0A811Y5M5|A0A811Y5M5_NYCPR
OG0011216	sp|Q3KQZ1|S2535_HUMAN	tr|A0A811ZM03|A0A811ZM03_NYCPR
OG0011217	sp|Q53RT3|APRV1_HUMAN	tr|A0A811YL14|A0A811YL14_NYCPR
OG0011218	sp|Q5BJH2|TM128_HUMAN	tr|A0A811YEI9|A0A811YEI9_NYCPR
OG0011219	sp|Q5JVF3|PCID2_HUMAN	tr|A0A811Z2V1|A0A811Z2V1_NYCPR
OG0011220	sp|Q5QJU3|ACER2_HUMAN	tr|A0A811ZGB1|A0A811ZGB1_NYCPR
OG0011221	sp|Q68DL7|CR063_HUMAN	tr|A0A811YVI2|A0A811YVI2_NYCPR
OG0011222	sp|Q6ICI0|LHPL7_HUMAN	tr|A0A811YDD4|A0A811YDD4_NYCPR
OG0011223	sp|Q6N021|TET2_HUMAN	tr|A0A811Z511|A0A811Z511_NYCPR
OG0011224	sp|Q6P5Z2|PKN3_HUMAN	tr|A0A811XTP1|A0A811XTP1_NYCPR
OG0011225	sp|Q6QNY0|BL1S3_HUMAN	tr|A0A811ZVI0|A0A811ZVI0_NYCPR
OG0011226	sp|Q6UXY1|BI2L2_HUMAN	tr|A0A811YS66|A0A811YS66_NYCPR
OG0011227	sp|Q6ZU65|UBN2_HUMAN	tr|A0A811YV75|A0A811YV75_NYCPR
OG0011228	sp|Q709C8|VP13C_HUMAN	tr|A0A811YBH0|A0A811YBH0_NYCPR
OG0011229	sp|Q8IU68|TMC8_HUMAN	tr|A0A811XZH7|A0A811XZH7_NYCPR
OG0011230	sp|Q8IUX8|EGFL6_HUMAN	tr|A0A811Z4P8|A0A811Z4P8_NYCPR
OG0011231	sp|Q8IX29|FBX16_HUMAN	tr|A0A811ZE37|A0A811ZE37_NYCPR
OG0011232	sp|Q8N7S2|DNJ5G_HUMAN	tr|A0A811YI48|A0A811YI48_NYCPR
OG0011233	sp|Q8N945|PRLD2_HUMAN	tr|A0A811YWX3|A0A811YWX3_NYCPR
OG0011234	sp|Q8ND07|BBOF1_HUMAN	tr|A0A811ZIN4|A0A811ZIN4_NYCPR
