Orthogroup	Homo_sapiens	Macaca_nemestrina
OG0013147	sp|P21917|DRD4_HUMAN	tr|A0A2K6BJH6|A0A2K6BJH6_MACNE
OG0013148	sp|P35228|NOS2_HUMAN	tr|A0A2K6BPG8|A0A2K6BPG8_MACNE
OG0013149	sp|P35573|GDE_HUMAN	tr|A0A2K6C654|A0A2K6C654_MACNE
OG0013150	sp|P39905|GDNF_HUMAN	tr|A0A2K6CGK3|A0A2K6CGK3_MACNE
OG0013151	sp|P55774|CCL18_HUMAN	tr|A0A2K6BJT3|A0A2K6BJT3_MACNE
OG0013152	sp|P56381|ATP5E_HUMAN	tr|A0A2K6BJB4|A0A2K6BJB4_MACNE
OG0013153	sp|P82933|RT09_HUMAN	tr|A0A2K6C9V4|A0A2K6C9V4_MACNE
OG0013154	sp|Q008S8|ECT2L_HUMAN	tr|A0A2K6CR53|A0A2K6CR53_MACNE
OG0013155	sp|Q12864|CAD17_HUMAN	tr|A0A2K6BJ09|A0A2K6BJ09_MACNE
OG0013156	sp|Q13361|MFAP5_HUMAN	tr|A0A2K6D1K3|A0A2K6D1K3_MACNE
OG0013157	sp|Q13442|HAP28_HUMAN	tr|A0A2K6D270|A0A2K6D270_MACNE
OG0013158	sp|Q14592|ZN460_HUMAN	tr|A0A2K6CMH7|A0A2K6CMH7_MACNE
OG0013159	sp|Q147U7|SMCO1_HUMAN	tr|A0A2K6E710|A0A2K6E710_MACNE
OG0013160	sp|Q14916|NPT1_HUMAN	tr|A0A2K6DGK1|A0A2K6DGK1_MACNE
OG0013161	sp|Q15004|PAF15_HUMAN	tr|A0A2K6BLM9|A0A2K6BLM9_MACNE
OG0013162	sp|Q16836|HCDH_HUMAN	tr|A0A2K6BUW7|A0A2K6BUW7_MACNE
OG0013163	sp|Q2TB10|ZN800_HUMAN	tr|A0A2K6DN69|A0A2K6DN69_MACNE
OG0013164	sp|Q3ZCN5|OTOGL_HUMAN	tr|A0A2K6CEY3|A0A2K6CEY3_MACNE
OG0013165	sp|Q569K4|Z385B_HUMAN	tr|A0A2K6C787|A0A2K6C787_MACNE
OG0013166	sp|Q6NX49|ZN544_HUMAN	tr|A0A2K6CMR4|A0A2K6CMR4_MACNE
OG0013167	sp|Q6PCT2|FXL19_HUMAN	tr|A0A2K6CLJ5|A0A2K6CLJ5_MACNE
OG0013168	sp|Q6ULP2|AFTIN_HUMAN	tr|A0A2K6DHG6|A0A2K6DHG6_MACNE
OG0013169	sp|Q6UWB4|PRS55_HUMAN	tr|A0A2K6BT97|A0A2K6BT97_MACNE
OG0013170	sp|Q6ZVK8|NUD18_HUMAN	tr|A0A2K6E9C7|A0A2K6E9C7_MACNE
OG0013171	sp|Q7Z6P3|RAB44_HUMAN	tr|A0A2K6AQY9|A0A2K6AQY9_MACNE
OG0013172	sp|Q86U06|RBM23_HUMAN	tr|A0A2K6DSU0|A0A2K6DSU0_MACNE
OG0013173	sp|Q86UQ4|ABCAD_HUMAN	tr|A0A2K6C4P7|A0A2K6C4P7_MACNE
OG0013174	sp|Q8IU99|CAHM1_HUMAN	tr|A0A2K6BPR7|A0A2K6BPR7_MACNE
OG0013175	sp|Q8IUY3|GRM2A_HUMAN	tr|A0A2K6E310|A0A2K6E310_MACNE
OG0013176	sp|Q8N0Z8|PUSL1_HUMAN	tr|A0A2K6CZH7|A0A2K6CZH7_MACNE
OG0013177	sp|Q8N2I2|ZN619_HUMAN	tr|A0A2K6DFL4|A0A2K6DFL4_MACNE
OG0013178	sp|Q8N4N3|KLH36_HUMAN	tr|A0A2K6BF68|A0A2K6BF68_MACNE
OG0013179	sp|Q8NEY1|NAV1_HUMAN	tr|A0A2K6DFA6|A0A2K6DFA6_MACNE
OG0013180	sp|Q8WWB5|PIHD2_HUMAN	tr|A0A2K6CI11|A0A2K6CI11_MACNE
OG0013181	sp|Q8WWC4|MAIP1_HUMAN	tr|A0A2K6B8X5|A0A2K6B8X5_MACNE
OG0013182	sp|Q92620|PRP16_HUMAN	tr|A0A2K6EAE2|A0A2K6EAE2_MACNE
OG0013183	sp|Q96BW1|UPP_HUMAN	tr|A0A2K6BBD2|A0A2K6BBD2_MACNE
OG0013184	sp|Q96LM5|CD045_HUMAN	tr|A0A2K6D3P4|A0A2K6D3P4_MACNE
OG0013185	sp|Q9BR09|NEUL2_HUMAN	tr|A0A2K6C1X5|A0A2K6C1X5_MACNE
OG0013186	sp|Q9BTU6|P4K2A_HUMAN	tr|A0A2K6AYQ8|A0A2K6AYQ8_MACNE
OG0013187	sp|Q9BX10|GTPB2_HUMAN	tr|A0A2K6BEC3|A0A2K6BEC3_MACNE
OG0013188	sp|Q9H4Z2|ZN335_HUMAN	tr|A0A2K6CSE2|A0A2K6CSE2_MACNE
OG0013189	sp|Q9H5H4|ZN768_HUMAN	tr|A0A2K6BD17|A0A2K6BD17_MACNE
OG0013190	sp|Q9H8T0|AKTIP_HUMAN	tr|A0A2K6CL68|A0A2K6CL68_MACNE
OG0013191	sp|Q9HB19|PKHA2_HUMAN	tr|A0A2K6BHP6|A0A2K6BHP6_MACNE
OG0013192	sp|Q9HD90|NDF4_HUMAN	tr|A0A2K6AYP8|A0A2K6AYP8_MACNE
OG0013193	sp|Q9NPH9|IL26_HUMAN	tr|A0A2K6CPI7|A0A2K6CPI7_MACNE
OG0013194	sp|Q9NQC8|IFT46_HUMAN	tr|A0A2K6CRQ1|A0A2K6CRQ1_MACNE
OG0013195	sp|Q9NQW1|SC31B_HUMAN	tr|A0A2K6C0H1|A0A2K6C0H1_MACNE
OG0013196	sp|Q9NS84|CHST7_HUMAN	tr|A0A2K6B5A9|A0A2K6B5A9_MACNE
OG0013197	sp|Q9NWD9|BEX4_HUMAN	tr|A0A2K6ARM3|A0A2K6ARM3_MACNE
OG0013198	sp|Q9NWV8|BABA1_HUMAN	tr|A0A2K6C657|A0A2K6C657_MACNE
OG0013199	sp|Q9NY30|BTG4_HUMAN	tr|A0A2K6BA63|A0A2K6BA63_MACNE
OG0013200	sp|Q9UGQ3|GTR6_HUMAN	tr|A0A2K6CS03|A0A2K6CS03_MACNE
OG0013201	sp|Q9UH99|SUN2_HUMAN	tr|A0A2K6AWC8|A0A2K6AWC8_MACNE
OG0013202	sp|Q9UIL4|KIF25_HUMAN	tr|A0A2K6DCQ5|A0A2K6DCQ5_MACNE
OG0013203	sp|Q9UL16|CFA45_HUMAN	tr|A0A2K6AMF2|A0A2K6AMF2_MACNE
OG0013204	sp|Q9UPN7|PP6R1_HUMAN	tr|A0A2K6CAR7|A0A2K6CAR7_MACNE
OG0013205	sp|Q9Y2A9|B3GN3_HUMAN	tr|A0A2K6C550|A0A2K6C550_MACNE
OG0013206	sp|A0A286YF58|TM271_HUMAN	tr|A0A2K6B5X0|A0A2K6B5X0_MACNE
OG0013207	sp|A6ND01|JUNO_HUMAN	tr|A0A2K6BLU8|A0A2K6BLU8_MACNE
OG0013208	sp|A6NEE1|PLHD1_HUMAN	tr|A0A2K6BZV0|A0A2K6BZV0_MACNE
OG0013209	sp|O00626|CCL22_HUMAN	tr|A0A2K6C1M9|A0A2K6C1M9_MACNE
OG0013210	sp|O43895|XPP2_HUMAN	tr|A0A2K6ATL1|A0A2K6ATL1_MACNE
OG0013211	sp|O60806|TBX19_HUMAN	tr|A0A2K6B221|A0A2K6B221_MACNE
OG0013212	sp|O76076|CCN5_HUMAN	tr|A0A2K6APR3|A0A2K6APR3_MACNE
OG0013213	sp|O94761|RECQ4_HUMAN	tr|A0A2K6CNE4|A0A2K6CNE4_MACNE
OG0013214	sp|O95864|FADS2_HUMAN	tr|A0A2K6D4T4|A0A2K6D4T4_MACNE
OG0013215	sp|P04921|GLPC_HUMAN	tr|A0A2K6CUU6|A0A2K6CUU6_MACNE
OG0013216	sp|P08582|TRFM_HUMAN	tr|A0A2K6DFE0|A0A2K6DFE0_MACNE
OG0013217	sp|P09496|CLCA_HUMAN	tr|A0A2K6DHF1|A0A2K6DHF1_MACNE
OG0013218	sp|P14927|QCR7_HUMAN	tr|A0A2K6BZ39|A0A2K6BZ39_MACNE
OG0013219	sp|P20366|TKN1_HUMAN	tr|A0A2K6DGF9|A0A2K6DGF9_MACNE
OG0013220	sp|P31249|HXD3_HUMAN	tr|A0A2K6DDH9|A0A2K6DDH9_MACNE
OG0013221	sp|P31273|HXC8_HUMAN	tr|A0A2K6D5J7|A0A2K6D5J7_MACNE
OG0013222	sp|P37275|ZEB1_HUMAN	tr|A0A2K6CD46|A0A2K6CD46_MACNE
OG0013223	sp|P41002|CCNF_HUMAN	tr|A0A2K6E5N4|A0A2K6E5N4_MACNE
OG0013224	sp|P47900|P2RY1_HUMAN	tr|A0A2K6AZJ7|A0A2K6AZJ7_MACNE
OG0013225	sp|P51814|ZNF41_HUMAN	tr|A0A2K6C5J4|A0A2K6C5J4_MACNE
OG0013226	sp|P62380|TBPL1_HUMAN	tr|A0A2K6B474|A0A2K6B474_MACNE
OG0013227	sp|P78509|RELN_HUMAN	tr|A0A2K6D655|A0A2K6D655_MACNE
OG0013228	sp|P84101|SERF2_HUMAN	tr|A0A2K6B198|A0A2K6B198_MACNE
OG0013229	sp|Q02779|M3K10_HUMAN	tr|A0A2K6BFN1|A0A2K6BFN1_MACNE
OG0013230	sp|Q05519|SRS11_HUMAN	tr|A0A2K6BF50|A0A2K6BF50_MACNE
OG0013231	sp|Q12796|PNRC1_HUMAN	tr|A0A2K6AM38|A0A2K6AM38_MACNE
OG0013232	sp|Q13049|TRI32_HUMAN	tr|A0A2K6ATF2|A0A2K6ATF2_MACNE
OG0013233	sp|Q14774|HLX_HUMAN	tr|A0A2K6CSV7|A0A2K6CSV7_MACNE
OG0013234	sp|Q15370|ELOB_HUMAN	tr|A0A2K6CJB1|A0A2K6CJB1_MACNE
OG0013235	sp|Q4L180|FIL1L_HUMAN	tr|A0A2K6DY23|A0A2K6DY23_MACNE
OG0013236	sp|Q53HC0|CCD92_HUMAN	tr|A0A2K6C9M1|A0A2K6C9M1_MACNE
OG0013237	sp|Q5H9S7|DCA17_HUMAN	tr|A0A2K6D8D7|A0A2K6D8D7_MACNE
OG0013238	sp|Q5SY80|CTSRE_HUMAN	tr|A0A2K6B326|A0A2K6B326_MACNE
OG0013239	sp|Q674X7|KAZRN_HUMAN	tr|A0A2K6D3K4|A0A2K6D3K4_MACNE
OG0013240	sp|Q6P2Q9|PRP8_HUMAN	tr|A0A2K6CM08|A0A2K6CM08_MACNE
OG0013241	sp|Q6QHC5|DEGS2_HUMAN	tr|A0A2K6B6J7|A0A2K6B6J7_MACNE
OG0013242	sp|Q6ZVX7|FBX50_HUMAN	tr|A0A2K6CPQ7|A0A2K6CPQ7_MACNE
OG0013243	sp|Q7Z2E3|APTX_HUMAN	tr|A0A2K6DS23|A0A2K6DS23_MACNE
OG0013244	sp|Q86YA3|ZGRF1_HUMAN	tr|A0A2K6BS83|A0A2K6BS83_MACNE
OG0013245	sp|Q8IV03|LUR1L_HUMAN	tr|A0A2K6BCK5|A0A2K6BCK5_MACNE
OG0013246	sp|Q8IWF2|FXRD2_HUMAN	tr|A0A2K6D9D6|A0A2K6D9D6_MACNE
OG0013247	sp|Q8IWI9|MGAP_HUMAN	tr|A0A2K6CEU6|A0A2K6CEU6_MACNE
OG0013248	sp|Q8IZP0|ABI1_HUMAN	tr|A0A2K6DST8|A0A2K6DST8_MACNE
OG0013249	sp|Q8N2E2|VWDE_HUMAN	tr|A0A2K6B378|A0A2K6B378_MACNE
OG0013250	sp|Q8N3S3|PHTF2_HUMAN	tr|A0A2K6E830|A0A2K6E830_MACNE
OG0013251	sp|Q8N697|S15A4_HUMAN	tr|A0A2K6E6P3|A0A2K6E6P3_MACNE
OG0013252	sp|Q8NBZ7|UXS1_HUMAN	tr|A0A2K6DC54|A0A2K6DC54_MACNE
OG0013253	sp|Q93100|KPBB_HUMAN	tr|A0A2K6DGH0|A0A2K6DGH0_MACNE
OG0013254	sp|Q96BH3|ESPB1_HUMAN	tr|A0A2K6B5M2|A0A2K6B5M2_MACNE
OG0013255	sp|Q96BM0|I27L1_HUMAN	tr|A0A2K6BEQ9|A0A2K6BEQ9_MACNE
OG0013256	sp|Q96JC1|VPS39_HUMAN	tr|A0A2K6C9B5|A0A2K6C9B5_MACNE
OG0013257	sp|Q9BYB4|GNB1L_HUMAN	tr|A0A2K6DU30|A0A2K6DU30_MACNE
OG0013258	sp|Q9H293|IL25_HUMAN	tr|A0A2K6CV58|A0A2K6CV58_MACNE
OG0013259	sp|Q9H693|CP095_HUMAN	tr|A0A2K6CZ21|A0A2K6CZ21_MACNE
OG0013260	sp|Q9HB20|PKHA3_HUMAN	tr|A0A2K6ECE1|A0A2K6ECE1_MACNE
OG0013261	sp|Q9HBM1|SPC25_HUMAN	tr|A0A2K6BPZ2|A0A2K6BPZ2_MACNE
OG0013262	sp|Q9HCY8|S10AE_HUMAN	tr|A0A2K6D5U3|A0A2K6D5U3_MACNE
OG0013263	sp|Q9NPA2|MMP25_HUMAN	tr|A0A2K6C6H2|A0A2K6C6H2_MACNE
OG0013264	sp|Q9NZA1|CLIC5_HUMAN	tr|A0A2K6DFW5|A0A2K6DFW5_MACNE
OG0013265	sp|Q9UGT4|SUSD2_HUMAN	tr|A0A2K6C046|A0A2K6C046_MACNE
OG0013266	sp|Q9UH03|SEPT3_HUMAN	tr|A0A2K6D4H9|A0A2K6D4H9_MACNE
OG0013267	sp|Q9UI30|TR112_HUMAN	tr|A0A2K6AUT2|A0A2K6AUT2_MACNE
OG0013268	sp|Q9UIX4|KCNG1_HUMAN	tr|A0A2K6BD18|A0A2K6BD18_MACNE
OG0013269	sp|Q9UJ55|MAGL2_HUMAN	tr|A0A2K6B5L5|A0A2K6B5L5_MACNE
OG0013270	sp|Q9UJX2|CDC23_HUMAN	tr|A0A2K6BBE5|A0A2K6BBE5_MACNE
OG0013271	sp|Q9UMQ3|BARX2_HUMAN	tr|A0A2K6AR14|A0A2K6AR14_MACNE
OG0013272	sp|Q9Y5W3|KLF2_HUMAN	tr|A0A2K6BZU6|A0A2K6BZU6_MACNE
OG0013273	sp|E5RG02|PRS46_HUMAN	tr|A0A2K6B520|A0A2K6B520_MACNE
OG0013274	sp|O15212|PFD6_HUMAN	tr|A0A2K6BKJ2|A0A2K6BKJ2_MACNE
OG0013275	sp|O60755|GALR3_HUMAN	tr|A0A2K6D643|A0A2K6D643_MACNE
OG0013276	sp|O96011|PX11B_HUMAN	tr|A0A2K6BHU1|A0A2K6BHU1_MACNE
OG0013277	sp|P02810|PRPC_HUMAN	tr|A0A2K6AXQ0|A0A2K6AXQ0_MACNE
OG0013278	sp|P12694|ODBA_HUMAN	tr|A0A2K6BX38|A0A2K6BX38_MACNE
OG0013279	sp|P12757|SKIL_HUMAN	tr|A0A2K6BCQ6|A0A2K6BCQ6_MACNE
OG0013280	sp|P23677|IP3KA_HUMAN	tr|A0A2K6BLK4|A0A2K6BLK4_MACNE
OG0013281	sp|P25774|CATS_HUMAN	tr|A0A2K6CEM4|A0A2K6CEM4_MACNE
OG0013282	sp|P27930|IL1R2_HUMAN	tr|A0A2K6CKM6|A0A2K6CKM6_MACNE
OG0013283	sp|P28676|GRAN_HUMAN	tr|A0A2K6DEN1|A0A2K6DEN1_MACNE
OG0013284	sp|P41146|OPRX_HUMAN	tr|A0A2K6AZE1|A0A2K6AZE1_MACNE
OG0013285	sp|Q05BQ5|MBTD1_HUMAN	tr|A0A2K6CY62|A0A2K6CY62_MACNE
OG0013286	sp|Q05D60|DEUP1_HUMAN	tr|A0A2K6DPQ5|A0A2K6DPQ5_MACNE
OG0013287	sp|Q12947|FOXF2_HUMAN	tr|A0A2K6AXU5|A0A2K6AXU5_MACNE
OG0013288	sp|Q13887|KLF5_HUMAN	tr|A0A2K6BC77|A0A2K6BC77_MACNE
OG0013289	sp|Q5T5X7|BEND3_HUMAN	tr|A0A2K6CPS2|A0A2K6CPS2_MACNE
OG0013290	sp|Q5VVQ6|OTU1_HUMAN	tr|A0A2K6AVY5|A0A2K6AVY5_MACNE
OG0013291	sp|Q6PI97|HOATZ_HUMAN	tr|A0A2K6D2G7|A0A2K6D2G7_MACNE
OG0013292	sp|Q6ZUJ4|CC062_HUMAN	tr|A0A2K6DM62|A0A2K6DM62_MACNE
OG0013293	sp|Q7L2Z9|CENPQ_HUMAN	tr|A0A2K6DWU9|A0A2K6DWU9_MACNE
OG0013294	sp|Q7LBC6|KDM3B_HUMAN	tr|A0A2K6B4M5|A0A2K6B4M5_MACNE
OG0013295	sp|Q7RTY0|MOT13_HUMAN	tr|A0A2K6B3G1|A0A2K6B3G1_MACNE
OG0013296	sp|Q7Z2Q7|LRR70_HUMAN	tr|A0A2K6BFT2|A0A2K6BFT2_MACNE
OG0013297	sp|Q7Z570|Z804A_HUMAN	tr|A0A2K6B8K4|A0A2K6B8K4_MACNE
OG0013298	sp|Q86X29|LSR_HUMAN	tr|A0A2K6CTH0|A0A2K6CTH0_MACNE
OG0013299	sp|Q8IYT8|ULK2_HUMAN	tr|A0A2K6BPD9|A0A2K6BPD9_MACNE
OG0013300	sp|Q8IYU4|UBQLN_HUMAN	tr|A0A2K6DJM4|A0A2K6DJM4_MACNE
OG0013301	sp|Q8N3Z6|ZCHC7_HUMAN	tr|A0A2K6B667|A0A2K6B667_MACNE
OG0013302	sp|Q8N4K4|RPRML_HUMAN	tr|A0A2K6AT31|A0A2K6AT31_MACNE
OG0013303	sp|Q8N7W2|BEND7_HUMAN	tr|A0A2K6D946|A0A2K6D946_MACNE
OG0013304	sp|Q8NDZ4|DIK2A_HUMAN	tr|A0A2K6B409|A0A2K6B409_MACNE
OG0013305	sp|Q8NG41|NPB_HUMAN	tr|A0A2K6AYG7|A0A2K6AYG7_MACNE
OG0013306	sp|Q8TCT0|CERK1_HUMAN	tr|A0A2K6C419|A0A2K6C419_MACNE
OG0013307	sp|Q8TDM6|DLG5_HUMAN	tr|A0A2K6B3L0|A0A2K6B3L0_MACNE
OG0013308	sp|Q8WUI4|HDAC7_HUMAN	tr|A0A2K6D214|A0A2K6D214_MACNE
OG0013309	sp|Q8WVX3|CD003_HUMAN	tr|A0A2K6AV54|A0A2K6AV54_MACNE
OG0013310	sp|Q92786|PROX1_HUMAN	tr|A0A2K6BSI6|A0A2K6BSI6_MACNE
OG0013311	sp|Q96DA0|ZG16B_HUMAN	tr|A0A2K6AR34|A0A2K6AR34_MACNE
OG0013312	sp|Q96FA7|ZB10P_HUMAN	tr|A0A2K6CN07|A0A2K6CN07_MACNE
OG0013313	sp|Q96JG6|VPS50_HUMAN	tr|A0A2K6DLY4|A0A2K6DLY4_MACNE
OG0013314	sp|Q96M96|FGD4_HUMAN	tr|A0A2K6BXF2|A0A2K6BXF2_MACNE
OG0013315	sp|Q96MG2|JSPR1_HUMAN	tr|A0A2K6BEH0|A0A2K6BEH0_MACNE
OG0013316	sp|Q96N06|SPT33_HUMAN	tr|A0A2K6CHM0|A0A2K6CHM0_MACNE
OG0013317	sp|Q9BY76|ANGL4_HUMAN	tr|A0A2K6D5N1|A0A2K6D5N1_MACNE
OG0013318	sp|Q9H106|SIRPD_HUMAN	tr|A0A2K6C286|A0A2K6C286_MACNE
OG0013319	sp|Q9H400|LIME1_HUMAN	tr|A0A2K6BEI9|A0A2K6BEI9_MACNE
OG0013320	sp|Q9H6R7|WDCP_HUMAN	tr|A0A2K6DY49|A0A2K6DY49_MACNE
OG0013321	sp|Q9H6X5|CS044_HUMAN	tr|A0A2K6DPT7|A0A2K6DPT7_MACNE
OG0013322	sp|Q9HB03|ELOV3_HUMAN	tr|A0A2K6B3B8|A0A2K6B3B8_MACNE
OG0013323	sp|Q9NQ25|SLAF7_HUMAN	tr|A0A2K6BKK4|A0A2K6BKK4_MACNE
OG0013324	sp|Q9NSA3|CNBP1_HUMAN	tr|A0A2K6C9K2|A0A2K6C9K2_MACNE
OG0013325	sp|Q9NV58|RN19A_HUMAN	tr|A0A2K6BN14|A0A2K6BN14_MACNE
OG0013326	sp|Q9NVH0|EXD2_HUMAN	tr|A0A2K6D2T8|A0A2K6D2T8_MACNE
OG0013327	sp|Q9NWW0|HPIP_HUMAN	tr|A0A2K6C3V9|A0A2K6C3V9_MACNE
OG0013328	sp|Q9NXC5|MIO_HUMAN	tr|A0A2K6CN46|A0A2K6CN46_MACNE
OG0013329	sp|Q9UGJ1|GCP4_HUMAN	tr|A0A2K6BT58|A0A2K6BT58_MACNE
OG0013330	sp|Q9UKT4|FBX5_HUMAN	tr|A0A2K6CPF2|A0A2K6CPF2_MACNE
OG0013331	sp|Q9Y5Y0|FLVC1_HUMAN	tr|A0A2K6BFA2|A0A2K6BFA2_MACNE
OG0013332	sp|Q9Y608|LRRF2_HUMAN	tr|A0A2K6E792|A0A2K6E792_MACNE
OG0013333	sp|Q9Y613|FHOD1_HUMAN	tr|A0A2K6DEU5|A0A2K6DEU5_MACNE
OG0013334	sp|A0A1B0GVT2|SIM36_HUMAN	tr|A0A2K6B7C1|A0A2K6B7C1_MACNE
OG0013335	sp|O14672|ADA10_HUMAN	tr|A0A2K6DJ04|A0A2K6DJ04_MACNE
OG0013336	sp|O14907|TX1B3_HUMAN	tr|A0A2K6BA75|A0A2K6BA75_MACNE
OG0013337	sp|O43511|S26A4_HUMAN	tr|A0A2K6BX29|A0A2K6BX29_MACNE
OG0013338	sp|O95789|ZMYM6_HUMAN	tr|A0A2K6DG46|A0A2K6DG46_MACNE
OG0013339	sp|P04183|KITH_HUMAN	tr|A0A2K6CUY4|A0A2K6CUY4_MACNE
OG0013340	sp|P04217|A1BG_HUMAN	tr|A0A2K6BDZ8|A0A2K6BDZ8_MACNE
OG0013341	sp|P08151|GLI1_HUMAN	tr|A0A2K6CQF7|A0A2K6CQF7_MACNE
OG0013342	sp|P0CG21|NHLC4_HUMAN	tr|A0A2K6ASP5|A0A2K6ASP5_MACNE
OG0013343	sp|P29377|S100G_HUMAN	tr|A0A2K6CQ54|A0A2K6CQ54_MACNE
OG0013344	sp|P30531|SC6A1_HUMAN	tr|A0A2K6BVQ8|A0A2K6BVQ8_MACNE
OG0013345	sp|P31785|IL2RG_HUMAN	tr|A0A2K6BRC5|A0A2K6BRC5_MACNE
OG0013346	sp|P45973|CBX5_HUMAN	tr|A0A2K6ECP8|A0A2K6ECP8_MACNE
OG0013347	sp|P48651|PTSS1_HUMAN	tr|A0A2K6CTQ9|A0A2K6CTQ9_MACNE
OG0013348	sp|P53621|COPA_HUMAN	tr|A0A2K6B6Y4|A0A2K6B6Y4_MACNE
OG0013349	sp|P56181|NDUV3_HUMAN	tr|A0A2K6BVP6|A0A2K6BVP6_MACNE
OG0013350	sp|P57768|SNX16_HUMAN	tr|A0A2K6BC39|A0A2K6BC39_MACNE
OG0013351	sp|P60008|HILS1_HUMAN	tr|A0A2K6B245|A0A2K6B245_MACNE
OG0013352	sp|P60323|NANO3_HUMAN	tr|A0A2K6BBQ3|A0A2K6BBQ3_MACNE
OG0013353	sp|P61218|RPAB2_HUMAN	tr|A0A2K6E5B4|A0A2K6E5B4_MACNE
OG0013354	sp|Q02080|MEF2B_HUMAN	tr|A0A2K6DJ63|A0A2K6DJ63_MACNE
OG0013355	sp|Q14135|VGLL4_HUMAN	tr|A0A2K6D8D4|A0A2K6D8D4_MACNE
OG0013356	sp|Q16821|PPR3A_HUMAN	tr|A0A2K6CIR6|A0A2K6CIR6_MACNE
OG0013357	sp|Q3KQU3|MA7D1_HUMAN	tr|A0A2K6CJE8|A0A2K6CJE8_MACNE
OG0013358	sp|Q3SXP7|SHSL1_HUMAN	tr|A0A2K6CPT2|A0A2K6CPT2_MACNE
OG0013359	sp|Q5SW96|ARH_HUMAN	tr|A0A2K6B5C5|A0A2K6B5C5_MACNE
OG0013360	sp|Q5XKP0|MIC13_HUMAN	tr|A0A2K6B4L7|A0A2K6B4L7_MACNE
OG0013361	sp|Q67FW5|B3GNL_HUMAN	tr|A0A2K6DJE6|A0A2K6DJE6_MACNE
OG0013362	sp|Q6UW49|SPESP_HUMAN	tr|A0A2K6B1M1|A0A2K6B1M1_MACNE
OG0013363	sp|Q6UWU2|GLB1L_HUMAN	tr|A0A2K6C0G3|A0A2K6C0G3_MACNE
OG0013364	sp|Q6UXB4|CLC4G_HUMAN	tr|A0A2K6BYV7|A0A2K6BYV7_MACNE
OG0013365	sp|Q6ZV70|LANC3_HUMAN	tr|A0A2K6B9M2|A0A2K6B9M2_MACNE
OG0013366	sp|Q76LX8|ATS13_HUMAN	tr|A0A2K6CC70|A0A2K6CC70_MACNE
OG0013367	sp|Q7Z5L3|C1QL2_HUMAN	tr|A0A2K6BBT7|A0A2K6BBT7_MACNE
OG0013368	sp|Q86V25|VASH2_HUMAN	tr|A0A2K6AYW2|A0A2K6AYW2_MACNE
OG0013369	sp|Q86VD1|MORC1_HUMAN	tr|A0A2K6AMQ8|A0A2K6AMQ8_MACNE
OG0013370	sp|Q86WK7|AMGO3_HUMAN	tr|A0A2K6B502|A0A2K6B502_MACNE
OG0013371	sp|Q86WQ0|NR2CA_HUMAN	tr|A0A2K6CWY9|A0A2K6CWY9_MACNE
OG0013372	sp|Q8IU80|TMPS6_HUMAN	tr|A0A2K6BQK4|A0A2K6BQK4_MACNE
OG0013373	sp|Q8IZ21|PHAR4_HUMAN	tr|A0A2K6C7K6|A0A2K6C7K6_MACNE
OG0013374	sp|Q8N1M1|BEST3_HUMAN	tr|A0A2K6AZS5|A0A2K6AZS5_MACNE
OG0013375	sp|Q8N412|STPG2_HUMAN	tr|A0A2K6E4D8|A0A2K6E4D8_MACNE
OG0013376	sp|Q8N961|ABTB2_HUMAN	tr|A0A2K6ATR0|A0A2K6ATR0_MACNE
OG0013377	sp|Q8NEP7|KLDC9_HUMAN	tr|A0A2K6E5U3|A0A2K6E5U3_MACNE
OG0013378	sp|Q8NHW3|MAFA_HUMAN	tr|A0A2K6C6Y3|A0A2K6C6Y3_MACNE
OG0013379	sp|Q8TBB0|THAP6_HUMAN	tr|A0A2K6DSY6|A0A2K6DSY6_MACNE
OG0013380	sp|Q8WTT2|NOC3L_HUMAN	tr|A0A2K6B4Y6|A0A2K6B4Y6_MACNE
OG0013381	sp|Q8WTX9|ZDHC1_HUMAN	tr|A0A2K6DIB0|A0A2K6DIB0_MACNE
OG0013382	sp|Q8WU49|CG033_HUMAN	tr|A0A2K6DBI3|A0A2K6DBI3_MACNE
OG0013383	sp|Q969E1|LEAP2_HUMAN	tr|A0A2K6BQL9|A0A2K6BQL9_MACNE
OG0013384	sp|Q96EQ0|SGTB_HUMAN	tr|A0A2K6E7U0|A0A2K6E7U0_MACNE
OG0013385	sp|Q96LT4|SAMD8_HUMAN	tr|A0A2K6B7N9|A0A2K6B7N9_MACNE
OG0013386	sp|Q96NG8|ZN582_HUMAN	tr|A0A2K6B7J0|A0A2K6B7J0_MACNE
OG0013387	sp|Q96PJ5|FCRL4_HUMAN	tr|A0A2K6B6Q5|A0A2K6B6Q5_MACNE
OG0013388	sp|Q96RT8|GCP5_HUMAN	tr|A0A2K6CD52|A0A2K6CD52_MACNE
OG0013389	sp|Q9BY89|K1671_HUMAN	tr|A0A2K6DNN4|A0A2K6DNN4_MACNE
OG0013390	sp|Q9H5J0|ZBTB3_HUMAN	tr|A0A2K6BY89|A0A2K6BY89_MACNE
OG0013391	sp|Q9HCG7|GBA2_HUMAN	tr|A0A2K6DB90|A0A2K6DB90_MACNE
OG0013392	sp|Q9HCQ7|NPVF_HUMAN	tr|A0A2K6E4B6|A0A2K6E4B6_MACNE
OG0013393	sp|Q9NP70|AMBN_HUMAN	tr|A0A2K6BY13|A0A2K6BY13_MACNE
OG0013394	sp|Q9NZ09|UBAP1_HUMAN	tr|A0A2K6DJ54|A0A2K6DJ54_MACNE
