Orthogroup	Homo_sapiens	Acinonyx_jubatus
OG0011765	sp|O75608|LYPA1_HUMAN	tr|A0A6J1Y1I1|A0A6J1Y1I1_ACIJB
OG0011766	sp|Q96AB6|NTAN1_HUMAN	tr|A0A6J1Y2T9|A0A6J1Y2T9_ACIJB
OG0011767	sp|Q9H7L9|SDS3_HUMAN	tr|A0A6J1Y3W8|A0A6J1Y3W8_ACIJB
OG0011768	sp|P30040|ERP29_HUMAN	tr|A0A6J1Y3Y2|A0A6J1Y3Y2_ACIJB
OG0011769	sp|Q96BS2|CHP3_HUMAN	tr|A0A6J1Y4I2|A0A6J1Y4I2_ACIJB
OG0011770	sp|Q9NP78|ABCB9_HUMAN	tr|A0A6J1Y5R4|A0A6J1Y5R4_ACIJB
OG0011771	sp|Q9UBX1|CATF_HUMAN	tr|A0A6J1Y7E5|A0A6J1Y7E5_ACIJB
OG0011772	sp|Q96KG9|SCYL1_HUMAN	tr|A0A6J1Y9B0|A0A6J1Y9B0_ACIJB
OG0011773	sp|Q92966|SNPC3_HUMAN	tr|A0A6J1YD62|A0A6J1YD62_ACIJB
OG0011774	sp|Q5JVS0|HABP4_HUMAN	tr|A0A6J1YFW3|A0A6J1YFW3_ACIJB
OG0011775	sp|Q76EJ3|S35D2_HUMAN	tr|A0A6J1YG00|A0A6J1YG00_ACIJB
OG0011776	sp|Q9Y2Q5|LTOR2_HUMAN	tr|A0A6J1YHA7|A0A6J1YHA7_ACIJB
OG0011777	sp|Q9H3T3|SEM6B_HUMAN	tr|A0A6J1YJ09|A0A6J1YJ09_ACIJB
OG0011778	sp|O60895|RAMP2_HUMAN	tr|A0A6J1YJH4|A0A6J1YJH4_ACIJB
OG0011779	sp|Q96HR9|REEP6_HUMAN	tr|A0A6J1YKR8|A0A6J1YKR8_ACIJB
OG0011780	sp|Q96DF8|ESS2_HUMAN	tr|A0A6J1YLR6|A0A6J1YLR6_ACIJB
OG0011781	sp|Q96T88|UHRF1_HUMAN	tr|A0A6J1YMH5|A0A6J1YMH5_ACIJB
OG0011782	sp|Q13202|DUS8_HUMAN	tr|A0A6J1YPQ5|A0A6J1YPQ5_ACIJB
OG0011783	sp|Q9UJ37|SIA7B_HUMAN	tr|A0A6J1YUY7|A0A6J1YUY7_ACIJB
OG0011784	sp|Q15904|VAS1_HUMAN	tr|A0A6J1YWZ2|A0A6J1YWZ2_ACIJB
OG0011785	sp|P62891|RL39_HUMAN	tr|A0A6J1YY03|A0A6J1YY03_ACIJB
OG0011786	sp|Q96T17|MA7D2_HUMAN	tr|A0A6J1YZQ1|A0A6J1YZQ1_ACIJB
OG0011787	sp|Q9H6Y5|MAGIX_HUMAN	tr|A0A6J1Z0Q6|A0A6J1Z0Q6_ACIJB
OG0011788	sp|Q9UBF8|PI4KB_HUMAN	tr|A0A6J1Z6R2|A0A6J1Z6R2_ACIJB
OG0011789	sp|P10242|MYB_HUMAN	tr|A0A6J1Z749|A0A6J1Z749_ACIJB
OG0011790	sp|Q96PN7|TREF1_HUMAN	tr|A0A6J1Z7Q3|A0A6J1Z7Q3_ACIJB
OG0011791	sp|Q9NZC2|TREM2_HUMAN	tr|A0A6J1ZA13|A0A6J1ZA13_ACIJB
OG0011792	sp|Q5T2D2|TRML2_HUMAN	tr|A0A6J1ZBC5|A0A6J1ZBC5_ACIJB
OG0011793	sp|Q99665|I12R2_HUMAN	tr|A0A6J1ZBR8|A0A6J1ZBR8_ACIJB
OG0011794	sp|Q99523|SORT_HUMAN	tr|A0A6J1ZCZ5|A0A6J1ZCZ5_ACIJB
OG0011795	sp|Q9Y543|HES2_HUMAN	tr|A0A6J1ZG98|A0A6J1ZG98_ACIJB
OG0011796	sp|Q96QD9|UIF_HUMAN	tr|A0A6J1ZHM6|A0A6J1ZHM6_ACIJB
OG0011797	sp|P00749|UROK_HUMAN	tr|A0A6J1ZL50|A0A6J1ZL50_ACIJB
OG0011798	sp|Q13535|ATR_HUMAN	tr|A0A6J1ZMP4|A0A6J1ZMP4_ACIJB
OG0011799	sp|P54845|NRL_HUMAN	tr|A0A6J1ZV13|A0A6J1ZV13_ACIJB
OG0011800	sp|Q6ZN04|MEX3B_HUMAN	tr|A0A6J2A600|A0A6J2A600_ACIJB
OG0011801	sp|Q7Z6K5|ARPIN_HUMAN	tr|A0A6J2A670|A0A6J2A670_ACIJB
OG0011802	sp|O75628|REM1_HUMAN	tr|A0A6J2A6X4|A0A6J2A6X4_ACIJB
OG0011803	sp|O75791|GRAP2_HUMAN	tr|A0A6J2A9A8|A0A6J2A9A8_ACIJB
OG0011804	sp|Q8NG04|S2610_HUMAN	tr|A0A6J2ABI9|A0A6J2ABI9_ACIJB
OG0011805	sp|A6PVC2|TTLL8_HUMAN	tr|A0A6J2ACF9|A0A6J2ACF9_ACIJB
OG0011806	sp|Q9BWW8|APOL6_HUMAN	tr|A0A6J2AE60|A0A6J2AE60_ACIJB
OG0011807	sp|Q9H422|HIPK3_HUMAN	tr|A0A6J2AFJ1|A0A6J2AFJ1_ACIJB
OG0011808	sp|Q9GZY4|COA1_HUMAN	tr|A0A6J2AFQ6|A0A6J2AFQ6_ACIJB
OG0011809	sp|O75444|MAF_HUMAN	tr|A0A6J2AP27|A0A6J2AP27_ACIJB
OG0011810	sp|Q5XG92|EST4A_HUMAN	tr|A0A6J2APJ3|A0A6J2APJ3_ACIJB
OG0011811	sp|Q9H693|CP095_HUMAN	tr|A0A6J2AQ65|A0A6J2AQ65_ACIJB
OG0011812	sp|P62256|UBE2H_HUMAN	tr|A0A6J2ART6|A0A6J2ART6_ACIJB
OG0011813	sp|Q68EN5|MACA1_HUMAN	tr|A0A6J2ATS4|A0A6J2ATS4_ACIJB
OG0011814	sp|Q13115|DUS4_HUMAN	tr|A0A6J2AUV0|A0A6J2AUV0_ACIJB
OG0011815	sp|P50876|R144A_HUMAN	tr|A0A6J2AWE8|A0A6J2AWE8_ACIJB
OG0011816	sp|P21452|NK2R_HUMAN	tr|A0A6I9ZER8|A0A6I9ZER8_ACIJB
OG0011817	sp|P56211|ARP19_HUMAN	tr|A0A6I9ZGF5|A0A6I9ZGF5_ACIJB
OG0011818	sp|Q96MZ0|GD1L1_HUMAN	tr|A0A6I9ZHE3|A0A6I9ZHE3_ACIJB
OG0011819	sp|Q9NPL8|TIDC1_HUMAN	tr|A0A6I9ZHV5|A0A6I9ZHV5_ACIJB
OG0011820	sp|Q5VZY2|PLPP4_HUMAN	tr|A0A6I9ZHY2|A0A6I9ZHY2_ACIJB
OG0011821	sp|Q9BPV8|P2Y13_HUMAN	tr|A0A6I9ZU69|A0A6I9ZU69_ACIJB
OG0011822	sp|Q14654|KCJ11_HUMAN	tr|A0A6I9ZU80|A0A6I9ZU80_ACIJB
OG0011823	sp|Q9Y5P6|GMPPB_HUMAN	tr|A0A6I9ZWR7|A0A6I9ZWR7_ACIJB
OG0011824	sp|Q13009|TIAM1_HUMAN	tr|A0A6I9ZXU7|A0A6I9ZXU7_ACIJB
OG0011825	sp|Q9Y5R4|HEMK1_HUMAN	tr|A0A6I9ZZY0|A0A6I9ZZY0_ACIJB
OG0011826	sp|Q6AHZ1|Z518A_HUMAN	tr|A0A6J0A340|A0A6J0A340_ACIJB
OG0011827	sp|Q9H3N1|TMX1_HUMAN	tr|A0A6J0A361|A0A6J0A361_ACIJB
OG0011828	sp|P60022|DEFB1_HUMAN	tr|A0A6J0A383|A0A6J0A383_ACIJB
OG0011829	sp|P18859|ATP5J_HUMAN	tr|A0A6J0A4D1|A0A6J0A4D1_ACIJB
OG0011830	sp|P07204|TRBM_HUMAN	tr|A0A6J0A7G6|A0A6J0A7G6_ACIJB
OG0011831	sp|A8MTL3|R212B_HUMAN	tr|A0A6J0A7N5|A0A6J0A7N5_ACIJB
OG0011832	sp|Q8IXM3|RM41_HUMAN	tr|A0A6J0A8B9|A0A6J0A8B9_ACIJB
OG0011833	sp|Q8N129|CNPY4_HUMAN	tr|A0A6J0AA28|A0A6J0AA28_ACIJB
OG0011834	sp|Q8N6V4|CJ053_HUMAN	tr|A0A6J0ACP3|A0A6J0ACP3_ACIJB
OG0011835	sp|Q13219|PAPP1_HUMAN	tr|A0A6J1XFS3|A0A6J1XFS3_ACIJB
OG0011836	sp|Q8TAC2|JOS2_HUMAN	tr|A0A6J1XKF5|A0A6J1XKF5_ACIJB
OG0011837	sp|Q7Z692|CEA19_HUMAN	tr|A0A6J1XLY5|A0A6J1XLY5_ACIJB
OG0011838	sp|Q8N819|PPM1N_HUMAN	tr|A0A6J1XMC8|A0A6J1XMC8_ACIJB
OG0011839	sp|Q96AN5|TM143_HUMAN	tr|A0A6J1XML4|A0A6J1XML4_ACIJB
OG0011840	sp|Q8N114|SHSA5_HUMAN	tr|A0A6J1XPJ7|A0A6J1XPJ7_ACIJB
OG0011841	sp|Q7Z3G6|PRIC2_HUMAN	tr|A0A6J1XR83|A0A6J1XR83_ACIJB
OG0011842	sp|P16083|NQO2_HUMAN	tr|A0A6J1XTT8|A0A6J1XTT8_ACIJB
OG0011843	sp|O75031|HSF2B_HUMAN	tr|A0A6J1XXH1|A0A6J1XXH1_ACIJB
OG0011844	sp|P48449|LSS_HUMAN	tr|A0A6J1XY34|A0A6J1XY34_ACIJB
OG0011845	sp|Q32P44|EMAL3_HUMAN	tr|A0A6J1Y8W8|A0A6J1Y8W8_ACIJB
OG0011846	sp|P33241|LSP1_HUMAN	tr|A0A6J1Y903|A0A6J1Y903_ACIJB
OG0011847	sp|P08833|IBP1_HUMAN	tr|A0A6J1YA12|A0A6J1YA12_ACIJB
OG0011848	sp|Q96KR7|PHAR3_HUMAN	tr|A0A6J1YBC2|A0A6J1YBC2_ACIJB
OG0011849	sp|Q92542|NICA_HUMAN	tr|A0A6J1YGU5|A0A6J1YGU5_ACIJB
OG0011850	sp|Q86YS6|RAB43_HUMAN	tr|A0A6J1YKK5|A0A6J1YKK5_ACIJB
OG0011851	sp|Q9BTV6|DPH7_HUMAN	tr|A0A6J1YNR0|A0A6J1YNR0_ACIJB
OG0011852	sp|Q6ZNE9|RUFY4_HUMAN	tr|A0A6J1YQ77|A0A6J1YQ77_ACIJB
OG0011853	sp|Q96FE7|P3IP1_HUMAN	tr|A0A6J1YR92|A0A6J1YR92_ACIJB
OG0011854	sp|Q8N9H8|MUT7_HUMAN	tr|A0A6J1YRT3|A0A6J1YRT3_ACIJB
OG0011855	sp|A8MTJ6|FOXI3_HUMAN	tr|A0A6J1YTE9|A0A6J1YTE9_ACIJB
OG0011856	sp|P01732|CD8A_HUMAN	tr|A0A6J1YWQ1|A0A6J1YWQ1_ACIJB
OG0011857	sp|O60462|NRP2_HUMAN	tr|A0A6J1YX01|A0A6J1YX01_ACIJB
OG0011858	sp|Q9UN30|SCML1_HUMAN	tr|A0A6J1YZS5|A0A6J1YZS5_ACIJB
OG0011859	sp|Q6ZSS7|MFSD6_HUMAN	tr|A0A6J1Z259|A0A6J1Z259_ACIJB
OG0011860	sp|Q9UKT4|FBX5_HUMAN	tr|A0A6J1Z4U4|A0A6J1Z4U4_ACIJB
OG0011861	sp|Q68D51|DEN2C_HUMAN	tr|A0A6J1Z976|A0A6J1Z976_ACIJB
OG0011862	sp|Q5VXT5|SYPL2_HUMAN	tr|A0A6J1ZAE7|A0A6J1ZAE7_ACIJB
OG0011863	sp|P49591|SYSC_HUMAN	tr|A0A6J1ZBX1|A0A6J1ZBX1_ACIJB
OG0011864	sp|O75469|NR1I2_HUMAN	tr|A0A6J1ZGW2|A0A6J1ZGW2_ACIJB
OG0011865	sp|Q6ZUI0|TPRG1_HUMAN	tr|A0A6J1ZK24|A0A6J1ZK24_ACIJB
OG0011866	sp|Q9H7U1|CCSE2_HUMAN	tr|A0A6J1ZL88|A0A6J1ZL88_ACIJB
OG0011867	sp|O75503|CLN5_HUMAN	tr|A0A6J1ZUJ3|A0A6J1ZUJ3_ACIJB
OG0011868	sp|Q8IW75|SPA12_HUMAN	tr|A0A6J1ZY08|A0A6J1ZY08_ACIJB
OG0011869	sp|Q7Z6M2|FBX33_HUMAN	tr|A0A6J1ZZ97|A0A6J1ZZ97_ACIJB
OG0011870	sp|Q07352|TISB_HUMAN	tr|A0A6J2A0B0|A0A6J2A0B0_ACIJB
OG0011871	sp|P43378|PTN9_HUMAN	tr|A0A6J2A1M4|A0A6J2A1M4_ACIJB
OG0011872	sp|A2RU49|HYKK_HUMAN	tr|A0A6J2A2S8|A0A6J2A2S8_ACIJB
OG0011873	sp|Q6NT76|HMBX1_HUMAN	tr|A0A6J2A6N4|A0A6J2A6N4_ACIJB
OG0011874	sp|Q9H2Z4|NKX24_HUMAN	tr|A0A6J2A6W5|A0A6J2A6W5_ACIJB
OG0011875	sp|Q53LP3|SWAHC_HUMAN	tr|A0A6J2AA14|A0A6J2AA14_ACIJB
OG0011876	sp|Q9BV94|EDEM2_HUMAN	tr|A0A6J2AB24|A0A6J2AB24_ACIJB
OG0011877	sp|A4D126|ISPD_HUMAN	tr|A0A6J2ADA5|A0A6J2ADA5_ACIJB
OG0011878	sp|Q96BD5|PF21A_HUMAN	tr|A0A6J2AFK2|A0A6J2AFK2_ACIJB
OG0011879	sp|Q9NUC0|SRTD4_HUMAN	tr|A0A6J2ALN9|A0A6J2ALN9_ACIJB
OG0011880	sp|Q63HQ2|EGFLA_HUMAN	tr|A0A6J2AN77|A0A6J2AN77_ACIJB
OG0011881	sp|O94993|SOX30_HUMAN	tr|A0A6J2AZR2|A0A6J2AZR2_ACIJB
OG0011882	sp|Q6ZS27|ZN662_HUMAN	tr|A0A6I9ZCI0|A0A6I9ZCI0_ACIJB
OG0011883	sp|Q96D31|CRCM1_HUMAN	tr|A0A6I9ZDV7|A0A6I9ZDV7_ACIJB
OG0011884	sp|P19474|RO52_HUMAN	tr|A0A6I9ZG30|A0A6I9ZG30_ACIJB
OG0011885	sp|Q9H341|O51M1_HUMAN	tr|A0A6I9ZG39|A0A6I9ZG39_ACIJB
OG0011886	sp|Q14139|UBE4A_HUMAN	tr|A0A6I9ZG71|A0A6I9ZG71_ACIJB
OG0011887	sp|Q8N5C7|DTWD1_HUMAN	tr|A0A6I9ZGE3|A0A6I9ZGE3_ACIJB
OG0011888	sp|O95825|QORL1_HUMAN	tr|A0A6I9ZGU2|A0A6I9ZGU2_ACIJB
OG0011889	sp|Q9P2K6|KLH42_HUMAN	tr|A0A6I9ZIK6|A0A6I9ZIK6_ACIJB
OG0011890	sp|Q14159|SPIDR_HUMAN	tr|A0A6I9ZRH4|A0A6I9ZRH4_ACIJB
OG0011891	sp|Q16566|KCC4_HUMAN	tr|A0A6I9ZTM8|A0A6I9ZTM8_ACIJB
OG0011892	sp|Q8NGZ0|O2AJ1_HUMAN	tr|A0A6I9ZUF4|A0A6I9ZUF4_ACIJB
OG0011893	sp|O15342|VA0E1_HUMAN	tr|A0A6I9ZV22|A0A6I9ZV22_ACIJB
OG0011894	sp|Q8N5S1|S2541_HUMAN	tr|A0A6I9ZV61|A0A6I9ZV61_ACIJB
OG0011895	sp|Q9BZE4|GTPB4_HUMAN	tr|A0A6I9ZXW3|A0A6I9ZXW3_ACIJB
OG0011896	sp|Q5VYV7|SLX4I_HUMAN	tr|A0A6J0A1D8|A0A6J0A1D8_ACIJB
OG0011897	sp|Q1L6U9|MSMP_HUMAN	tr|A0A6J0A2G4|A0A6J0A2G4_ACIJB
OG0011898	sp|P56278|MTCP1_HUMAN	tr|A0A6J0A2T2|A0A6J0A2T2_ACIJB
OG0011899	sp|P19823|ITIH2_HUMAN	tr|A0A6J0A2V2|A0A6J0A2V2_ACIJB
OG0011900	sp|P49683|PRLHR_HUMAN	tr|A0A6J0A5H9|A0A6J0A5H9_ACIJB
OG0011901	sp|Q9H4P4|RNF41_HUMAN	tr|A0A6J0A5P2|A0A6J0A5P2_ACIJB
OG0011902	sp|Q9BSJ8|ESYT1_HUMAN	tr|A0A6J0A5Q9|A0A6J0A5Q9_ACIJB
OG0011903	sp|Q8WXW3|PIBF1_HUMAN	tr|A0A6J0A5W6|A0A6J0A5W6_ACIJB
OG0011904	sp|Q9H6R7|WDCP_HUMAN	tr|A0A6J0A868|A0A6J0A868_ACIJB
OG0011905	sp|Q9HB40|RISC_HUMAN	tr|A0A6J0A930|A0A6J0A930_ACIJB
OG0011906	sp|A8MZ26|EFCB9_HUMAN	tr|A0A6J0AB22|A0A6J0AB22_ACIJB
OG0011907	sp|P17544|ATF7_HUMAN	tr|A0A6J1XI26|A0A6J1XI26_ACIJB
OG0011908	sp|P52741|ZN134_HUMAN	tr|A0A6J1XLH4|A0A6J1XLH4_ACIJB
OG0011909	sp|P61081|UBC12_HUMAN	tr|A0A6J1XLS7|A0A6J1XLS7_ACIJB
OG0011910	sp|P49747|COMP_HUMAN	tr|A0A6J1XNX5|A0A6J1XNX5_ACIJB
OG0011911	sp|Q9NZQ3|SPN90_HUMAN	tr|A0A6J1XPM2|A0A6J1XPM2_ACIJB
OG0011912	sp|Q9UK61|TASOR_HUMAN	tr|A0A6J1XQL0|A0A6J1XQL0_ACIJB
OG0011913	sp|P23470|PTPRG_HUMAN	tr|A0A6J1XR38|A0A6J1XR38_ACIJB
OG0011914	sp|Q7RTY3|PRS45_HUMAN	tr|A0A6J1XRD6|A0A6J1XRD6_ACIJB
OG0011915	sp|O43490|PROM1_HUMAN	tr|A0A6J1XV55|A0A6J1XV55_ACIJB
OG0011916	sp|Q01974|ROR2_HUMAN	tr|A0A6J1XXI0|A0A6J1XXI0_ACIJB
OG0011917	sp|P15502|ELN_HUMAN	tr|A0A6J1XZ56|A0A6J1XZ56_ACIJB
OG0011918	sp|Q9H741|SPRNG_HUMAN	tr|A0A6J1Y4H6|A0A6J1Y4H6_ACIJB
OG0011919	sp|Q17RN3|FA98C_HUMAN	tr|A0A6J1Y711|A0A6J1Y711_ACIJB
OG0011920	sp|Q15813|TBCE_HUMAN	tr|A0A6J1YDA2|A0A6J1YDA2_ACIJB
OG0011921	sp|Q96JB3|HIC2_HUMAN	tr|A0A6J1YK25|A0A6J1YK25_ACIJB
OG0011922	sp|Q9BW85|YJU2_HUMAN	tr|A0A6J1YKA1|A0A6J1YKA1_ACIJB
OG0011923	tr|A0A2R8Y4M4|A0A2R8Y4M4_HUMAN	tr|A0A6J1YNY0|A0A6J1YNY0_ACIJB
OG0011924	sp|Q5VST9|OBSCN_HUMAN	tr|A0A6J1YPI3|A0A6J1YPI3_ACIJB
OG0011925	sp|Q96I45|TM141_HUMAN	tr|A0A6J1YQJ5|A0A6J1YQJ5_ACIJB
OG0011926	sp|Q6R2W3|SCND3_HUMAN	tr|A0A6J1YR49|A0A6J1YR49_ACIJB
OG0011927	sp|Q6UXD5|SE6L2_HUMAN	tr|A0A6J1YS24|A0A6J1YS24_ACIJB
OG0011928	sp|Q9BYP7|WNK3_HUMAN	tr|A0A6J1YW23|A0A6J1YW23_ACIJB
OG0011930	sp|Q9NRN9|METL5_HUMAN	tr|A0A6J1Z3I5|A0A6J1Z3I5_ACIJB
OG0011931	sp|Q5SRN2|TSBP1_HUMAN	tr|A0A6J1Z3Z3|A0A6J1Z3Z3_ACIJB
OG0011932	sp|Q9ULL1|PKHG1_HUMAN	tr|A0A6J1Z4Z2|A0A6J1Z4Z2_ACIJB
OG0011933	sp|Q14108|SCRB2_HUMAN	tr|A0A6J1ZCE6|A0A6J1ZCE6_ACIJB
OG0011934	sp|Q6VUC0|AP2E_HUMAN	tr|A0A6J1ZCG9|A0A6J1ZCG9_ACIJB
OG0011935	sp|O00468|AGRIN_HUMAN	tr|A0A6J1ZJY3|A0A6J1ZJY3_ACIJB
OG0011936	sp|Q9UJ83|HACL1_HUMAN	tr|A0A6J1ZLX5|A0A6J1ZLX5_ACIJB
OG0011937	sp|Q9GZV4|IF5A2_HUMAN	tr|A0A6J1ZLY5|A0A6J1ZLY5_ACIJB
OG0011938	sp|O75752|B3GL1_HUMAN	tr|A0A6J1ZM38|A0A6J1ZM38_ACIJB
OG0011939	sp|P49961|ENTP1_HUMAN	tr|A0A6J1ZN29|A0A6J1ZN29_ACIJB
OG0011940	sp|Q8IZ26|ZNF34_HUMAN	tr|A0A6J1ZPC4|A0A6J1ZPC4_ACIJB
OG0011941	sp|Q04743|EMX2_HUMAN	tr|A0A6J1ZPG9|A0A6J1ZPG9_ACIJB
OG0011942	sp|Q9Y693|LHPL6_HUMAN	tr|A0A6J1ZSZ4|A0A6J1ZSZ4_ACIJB
OG0011943	sp|Q13033|STRN3_HUMAN	tr|A0A6J1ZV95|A0A6J1ZV95_ACIJB
OG0011944	sp|Q7Z3Q1|S46A3_HUMAN	tr|A0A6J1ZWB4|A0A6J1ZWB4_ACIJB
OG0011945	sp|Q6NUP7|PP4R4_HUMAN	tr|A0A6J1ZXL3|A0A6J1ZXL3_ACIJB
OG0011946	sp|Q96BY7|ATG2B_HUMAN	tr|A0A6J2A0M8|A0A6J2A0M8_ACIJB
OG0011947	sp|B2RTY4|MYO9A_HUMAN	tr|A0A6J2A211|A0A6J2A211_ACIJB
OG0011948	sp|Q7M4L6|SHF_HUMAN	tr|A0A6J2A3J8|A0A6J2A3J8_ACIJB
OG0011949	sp|Q14126|DSG2_HUMAN	tr|A0A6J2A3V2|A0A6J2A3V2_ACIJB
OG0011950	sp|Q6DN12|MCTP2_HUMAN	tr|A0A6J2A5U5|A0A6J2A5U5_ACIJB
OG0011951	sp|Q8N3F8|MILK1_HUMAN	tr|A0A6J2AAN9|A0A6J2AAN9_ACIJB
OG0011952	sp|Q96S38|KS6C1_HUMAN	tr|A0A6J2AJR6|A0A6J2AJR6_ACIJB
OG0011953	sp|Q16181|SEPT7_HUMAN	tr|A0A6J2ANV2|A0A6J2ANV2_ACIJB
OG0011954	sp|Q5VUE5|CA053_HUMAN	tr|A0A6J2APD9|A0A6J2APD9_ACIJB
OG0011955	sp|Q2M3V2|SWAHA_HUMAN	tr|A0A6J2AT70|A0A6J2AT70_ACIJB
OG0011956	sp|O43150|ASAP2_HUMAN	tr|A0A6J2AUB1|A0A6J2AUB1_ACIJB
OG0011957	sp|Q8TBB5|KLDC4_HUMAN	tr|A0A6J2AUH5|A0A6J2AUH5_ACIJB
OG0011958	sp|Q16581|C3AR_HUMAN	tr|A0A6I9ZC03|A0A6I9ZC03_ACIJB
OG0011959	sp|Q8TB36|GDAP1_HUMAN	tr|A0A6I9ZEZ6|A0A6I9ZEZ6_ACIJB
OG0011960	sp|O14530|TXND9_HUMAN	tr|A0A6I9ZFK5|A0A6I9ZFK5_ACIJB
OG0011961	sp|H3BNL8|ARMD2_HUMAN	tr|A0A6I9ZGJ1|A0A6I9ZGJ1_ACIJB
OG0011962	sp|Q32M84|BTBDG_HUMAN	tr|A0A6I9ZGK4|A0A6I9ZGK4_ACIJB
OG0011963	sp|Q6P3W2|DJC24_HUMAN	tr|A0A6I9ZHQ2|A0A6I9ZHQ2_ACIJB
OG0011964	sp|Q9UNL2|SSRG_HUMAN	tr|A0A6I9ZI26|A0A6I9ZI26_ACIJB
OG0011965	sp|Q4KMP7|TB10B_HUMAN	tr|A0A6I9ZIA2|A0A6I9ZIA2_ACIJB
OG0011966	sp|O43300|LRRT2_HUMAN	tr|A0A6I9ZJ47|A0A6I9ZJ47_ACIJB
OG0011967	sp|Q8NCA5|FA98A_HUMAN	tr|A0A6I9ZJA2|A0A6I9ZJA2_ACIJB
OG0011968	sp|Q92878|RAD50_HUMAN	tr|A0A6I9ZK22|A0A6I9ZK22_ACIJB
OG0011969	sp|P57796|CABP4_HUMAN	tr|A0A6I9ZKJ2|A0A6I9ZKJ2_ACIJB
OG0011970	sp|Q9HD42|CHM1A_HUMAN	tr|A0A6I9ZM64|A0A6I9ZM64_ACIJB
OG0011971	sp|P00748|FA12_HUMAN	tr|A0A6I9ZPS8|A0A6I9ZPS8_ACIJB
OG0011972	sp|Q6PIU1|KCNV1_HUMAN	tr|A0A6I9ZQ76|A0A6I9ZQ76_ACIJB
OG0011973	sp|A2RU14|TM218_HUMAN	tr|A0A6I9ZRL5|A0A6I9ZRL5_ACIJB
OG0011974	sp|Q8N1B4|VPS52_HUMAN	tr|A0A6I9ZS62|A0A6I9ZS62_ACIJB
OG0011975	sp|Q9UHK6|AMACR_HUMAN	tr|A0A6I9ZSU3|A0A6I9ZSU3_ACIJB
OG0011976	sp|Q7RTX7|CTSR4_HUMAN	tr|A0A6I9ZSX3|A0A6I9ZSX3_ACIJB
OG0011977	sp|Q8WUZ0|BCL7C_HUMAN	tr|A0A6I9ZWJ1|A0A6I9ZWJ1_ACIJB
OG0011978	sp|Q5T6V5|QSPP_HUMAN	tr|A0A6I9ZZ20|A0A6I9ZZ20_ACIJB
OG0011979	sp|Q8WUJ0|STYX_HUMAN	tr|A0A6I9ZZI9|A0A6I9ZZI9_ACIJB
OG0011980	sp|Q9Y5Q9|TF3C3_HUMAN	tr|A0A6J0A099|A0A6J0A099_ACIJB
OG0011981	sp|Q8TAG6|VEXIN_HUMAN	tr|A0A6J0A0N3|A0A6J0A0N3_ACIJB
OG0011982	sp|Q02363|ID2_HUMAN	tr|A0A6J0A117|A0A6J0A117_ACIJB
OG0011983	sp|P20062|TCO2_HUMAN	tr|A0A6J0A433|A0A6J0A433_ACIJB
OG0011984	sp|Q9NUP1|BL1S4_HUMAN	tr|A0A6J0A4F7|A0A6J0A4F7_ACIJB
OG0011985	sp|P05156|CFAI_HUMAN	tr|A0A6J0A527|A0A6J0A527_ACIJB
OG0011986	sp|P12319|FCERA_HUMAN	tr|A0A6J0A8T3|A0A6J0A8T3_ACIJB
OG0011987	sp|Q9H6U6|BCAS3_HUMAN	tr|A0A6J1XAT2|A0A6J1XAT2_ACIJB
OG0011988	sp|P54727|RD23B_HUMAN	tr|A0A6J1XDM2|A0A6J1XDM2_ACIJB
OG0011989	sp|Q96RU3|FNBP1_HUMAN	tr|A0A6J1XFC3|A0A6J1XFC3_ACIJB
OG0011990	sp|Q7RTM1|OTOP1_HUMAN	tr|A0A6J1XG98|A0A6J1XG98_ACIJB
OG0011991	sp|Q8IYS5|OSCAR_HUMAN	tr|A0A6J1XL25|A0A6J1XL25_ACIJB
OG0011992	sp|P20810|ICAL_HUMAN	tr|A0A6J1XLG9|A0A6J1XLG9_ACIJB
OG0011993	sp|P09086|PO2F2_HUMAN	tr|A0A6J1XLP3|A0A6J1XLP3_ACIJB
OG0011994	sp|Q9UPT8|ZC3H4_HUMAN	tr|A0A6J1XMN3|A0A6J1XMN3_ACIJB
OG0011995	sp|Q8N4S0|CCD82_HUMAN	tr|A0A6J1XTT5|A0A6J1XTT5_ACIJB
OG0011996	sp|Q9BS16|CENPK_HUMAN	tr|A0A6J1XWN1|A0A6J1XWN1_ACIJB
OG0011997	sp|Q8TCY5|MRAP_HUMAN	tr|A0A6J1XYA8|A0A6J1XYA8_ACIJB
OG0011998	sp|Q3KP44|ANR55_HUMAN	tr|A0A6J1XYD1|A0A6J1XYD1_ACIJB
OG0011999	sp|Q9UJ41|RABX5_HUMAN	tr|A0A6J1XYK0|A0A6J1XYK0_ACIJB
OG0012000	sp|Q9NX62|IMPA3_HUMAN	tr|A0A6J1Y1L6|A0A6J1Y1L6_ACIJB
OG0012001	sp|Q9GZT9|EGLN1_HUMAN	tr|A0A6J1YDW7|A0A6J1YDW7_ACIJB
OG0012002	sp|Q8WWZ7|ABCA5_HUMAN	tr|A0A6J1YFV0|A0A6J1YFV0_ACIJB
OG0012003	sp|Q8WXI9|P66B_HUMAN	tr|A0A6J1YHA5|A0A6J1YHA5_ACIJB
OG0012004	sp|P52738|ZN140_HUMAN	tr|A0A6J1YRT4|A0A6J1YRT4_ACIJB
OG0012005	sp|O75683|SURF6_HUMAN	tr|A0A6J1YTW0|A0A6J1YTW0_ACIJB
