Orthogroup	Homo_sapiens	Rousettus_aegyptiacus
OG0013452	sp|Q9NUX5|POTE1_HUMAN	tr|A0A7J8D7P0|A0A7J8D7P0_ROUAE
OG0013453	sp|Q9NXG0|CNTLN_HUMAN	tr|A0A7J8IHK3|A0A7J8IHK3_ROUAE
OG0013454	sp|Q9NYP7|ELOV5_HUMAN	tr|A0A7J8K7P4|A0A7J8K7P4_ROUAE
OG0013455	sp|Q9UBT7|CTNL1_HUMAN	tr|A0A7J8IGW3|A0A7J8IGW3_ROUAE
OG0013456	sp|Q9UJ42|GP160_HUMAN	tr|A0A7J8HQK9|A0A7J8HQK9_ROUAE
OG0013457	sp|Q9Y256|FACE2_HUMAN	tr|A0A7J8H574|A0A7J8H574_ROUAE
OG0013458	sp|Q9Y458|TBX22_HUMAN	tr|A0A7J8EML9|A0A7J8EML9_ROUAE
OG0013459	sp|Q9Y5P6|GMPPB_HUMAN	tr|A0A7J8HQ69|A0A7J8HQ69_ROUAE
OG0013461	sp|A1A4G5|LNP1_HUMAN	tr|A0A7J8HQP0|A0A7J8HQP0_ROUAE
OG0013462	sp|O14625|CXL11_HUMAN	tr|A0A7J8E778|A0A7J8E778_ROUAE
OG0013463	sp|O15455|TLR3_HUMAN	tr|A0A7J8DZN4|A0A7J8DZN4_ROUAE
OG0013464	sp|O43292|GPAA1_HUMAN	tr|A0A7J8C1V3|A0A7J8C1V3_ROUAE
OG0013465	sp|O60939|SCN2B_HUMAN	tr|A0A7J8H6C7|A0A7J8H6C7_ROUAE
OG0013466	sp|O75360|PROP1_HUMAN	tr|A0A7J8FLM7|A0A7J8FLM7_ROUAE
OG0013467	sp|O75394|RM33_HUMAN	tr|A0A7J8FKF3|A0A7J8FKF3_ROUAE
OG0013468	sp|O75593|FOXH1_HUMAN	tr|A0A7J8C1R6|A0A7J8C1R6_ROUAE
OG0013469	sp|O95817|BAG3_HUMAN	tr|A0A7J8G5A9|A0A7J8G5A9_ROUAE
OG0013470	sp|P10155|RO60_HUMAN	tr|A0A7J8BA64|A0A7J8BA64_ROUAE
OG0013471	sp|P15248|IL9_HUMAN	tr|A0A7J8FIV2|A0A7J8FIV2_ROUAE
OG0013472	sp|P24394|IL4RA_HUMAN	tr|A0A7J8EZL2|A0A7J8EZL2_ROUAE
OG0013473	sp|P30679|GNA15_HUMAN	tr|A0A7J8BQT9|A0A7J8BQT9_ROUAE
OG0013474	sp|P48728|GCST_HUMAN	tr|A0A7J8HM87|A0A7J8HM87_ROUAE
OG0013475	sp|P56378|ATP68_HUMAN	tr|A0A7J8IEW7|A0A7J8IEW7_ROUAE
OG0013476	sp|Q12882|DPYD_HUMAN	tr|A0A7J8BDL1|A0A7J8BDL1_ROUAE
OG0013477	sp|Q15056|IF4H_HUMAN	tr|A0A7J8EY28|A0A7J8EY28_ROUAE
OG0013478	sp|Q5BJF2|SGMR2_HUMAN	tr|A0A7J8GH54|A0A7J8GH54_ROUAE
OG0013479	sp|Q5BKX6|S45A4_HUMAN	tr|A0A7J8C460|A0A7J8C460_ROUAE
OG0013480	sp|Q5SQN1|SNP47_HUMAN	tr|A0A7J8FMD8|A0A7J8FMD8_ROUAE
OG0013481	sp|Q5T230|UTF1_HUMAN	tr|A0A7J8GI94|A0A7J8GI94_ROUAE
OG0013482	sp|Q5T4D3|TMTC4_HUMAN	tr|A0A7J8DZL0|A0A7J8DZL0_ROUAE
OG0013483	sp|Q6DHV5|C2D2B_HUMAN	tr|A0A7J8G631|A0A7J8G631_ROUAE
OG0013484	sp|Q6IA69|NADE_HUMAN	tr|A0A7J8H4C5|A0A7J8H4C5_ROUAE
OG0013485	sp|Q6IN84|MRM1_HUMAN	tr|A0A7J8GDN3|A0A7J8GDN3_ROUAE
OG0013486	sp|Q6P1X5|TAF2_HUMAN	tr|A0A7J8C4J4|A0A7J8C4J4_ROUAE
OG0013487	sp|Q6PIU1|KCNV1_HUMAN	tr|A0A7J8C237|A0A7J8C237_ROUAE
OG0013488	sp|Q7Z4H4|ADM2_HUMAN	tr|A0A7J8JBB4|A0A7J8JBB4_ROUAE
OG0013489	sp|Q86XT2|VP37D_HUMAN	tr|A0A7J8F5Y0|A0A7J8F5Y0_ROUAE
OG0013490	sp|Q8IWZ5|TRI42_HUMAN	tr|A0A7J8HWK3|A0A7J8HWK3_ROUAE
OG0013491	sp|Q8IYQ7|THNS1_HUMAN	tr|A0A7J8EBB1|A0A7J8EBB1_ROUAE
OG0013492	sp|Q8IZQ1|WDFY3_HUMAN	tr|A0A7J8EBD8|A0A7J8EBD8_ROUAE
OG0013493	sp|Q8N8R7|AL14E_HUMAN	tr|A0A7J8GWI7|A0A7J8GWI7_ROUAE
OG0013494	sp|Q8N9B5|JMY_HUMAN	tr|A0A7J8EZD4|A0A7J8EZD4_ROUAE
OG0013495	sp|Q8NCN5|PDPR_HUMAN	tr|A0A7J8CK79|A0A7J8CK79_ROUAE
OG0013496	sp|Q8WUM4|PDC6I_HUMAN	tr|A0A7J8HU93|A0A7J8HU93_ROUAE
OG0013497	sp|Q8WXC6|CSN9_HUMAN	tr|A0A7J8JDD8|A0A7J8JDD8_ROUAE
OG0013498	sp|Q96DN2|VWCE_HUMAN	tr|A0A7J8H8P9|A0A7J8H8P9_ROUAE
OG0013499	sp|Q96EY1|DNJA3_HUMAN	tr|A0A7J8EY64|A0A7J8EY64_ROUAE
OG0013500	sp|Q96FJ0|STALP_HUMAN	tr|A0A7J8GH18|A0A7J8GH18_ROUAE
OG0013501	sp|Q96GY3|LIN37_HUMAN	tr|A0A7J8CHP4|A0A7J8CHP4_ROUAE
OG0013502	sp|Q96MW5|COG8_HUMAN	tr|A0A7J8CHR8|A0A7J8CHR8_ROUAE
OG0013503	sp|Q96S95|CK2N2_HUMAN	tr|A0A7J8HM75|A0A7J8HM75_ROUAE
OG0013504	sp|Q99543|DNJC2_HUMAN	tr|A0A7J8D520|A0A7J8D520_ROUAE
OG0013505	sp|Q99944|EGFL8_HUMAN	tr|A0A7J8K7H5|A0A7J8K7H5_ROUAE
OG0013506	sp|Q9BS86|ZPBP1_HUMAN	tr|A0A7J8D9R1|A0A7J8D9R1_ROUAE
OG0013507	sp|Q9BVX2|T106C_HUMAN	tr|A0A7J8JP46|A0A7J8JP46_ROUAE
OG0013508	sp|Q9H967|WDR76_HUMAN	tr|A0A7J8IWE1|A0A7J8IWE1_ROUAE
OG0013509	sp|Q9NQZ2|SAS10_HUMAN	tr|A0A7J8EB66|A0A7J8EB66_ROUAE
OG0013510	sp|Q9NXF1|TEX10_HUMAN	tr|A0A7J8IUK6|A0A7J8IUK6_ROUAE
OG0013511	sp|Q9P0N8|MARH2_HUMAN	tr|A0A7J8BS69|A0A7J8BS69_ROUAE
OG0013512	sp|Q9P1U0|RPA12_HUMAN	tr|A0A7J8KKU5|A0A7J8KKU5_ROUAE
OG0013513	sp|Q9P2D8|UNC79_HUMAN	tr|A0A7J8IUJ7|A0A7J8IUJ7_ROUAE
OG0013514	sp|Q9P2K8|E2AK4_HUMAN	tr|A0A7J8IJR7|A0A7J8IJR7_ROUAE
OG0013515	sp|Q9ULJ8|NEB1_HUMAN	tr|A0A7J8D825|A0A7J8D825_ROUAE
OG0013516	sp|Q9Y4K1|CRBG1_HUMAN	tr|A0A7J8K6P9|A0A7J8K6P9_ROUAE
OG0013517	sp|Q9Y4L5|RN115_HUMAN	tr|A0A7J8BG36|A0A7J8BG36_ROUAE
OG0013518	sp|Q9Y5U8|MPC1_HUMAN	tr|A0A7J8KCS0|A0A7J8KCS0_ROUAE
OG0013519	sp|Q9Y672|ALG6_HUMAN	tr|A0A7J8K4R5|A0A7J8K4R5_ROUAE
OG0013520	sp|A0A0U1RQF7|DP2NB_HUMAN	tr|A0A7J8CFI2|A0A7J8CFI2_ROUAE
OG0013521	sp|A4UGR9|XIRP2_HUMAN	tr|A0A7J8JQL4|A0A7J8JQL4_ROUAE
OG0013522	sp|A6NG13|MGT4D_HUMAN	tr|A0A7J8BU07|A0A7J8BU07_ROUAE
OG0013523	sp|O00584|RNT2_HUMAN	tr|A0A7J8KFU5|A0A7J8KFU5_ROUAE
OG0013524	sp|O14863|ZNT4_HUMAN	tr|A0A7J8IS86|A0A7J8IS86_ROUAE
OG0013525	sp|O14931|NCTR3_HUMAN	tr|A0A7J8KD45|A0A7J8KD45_ROUAE
OG0013526	sp|O15213|WDR46_HUMAN	tr|A0A7J8KJR9|A0A7J8KJR9_ROUAE
OG0013527	sp|O43719|HTSF1_HUMAN	tr|A0A7J8EJC8|A0A7J8EJC8_ROUAE
OG0013528	sp|O60313|OPA1_HUMAN	tr|A0A7J8HT78|A0A7J8HT78_ROUAE
OG0013529	sp|O75628|REM1_HUMAN	tr|A0A7J8DKC4|A0A7J8DKC4_ROUAE
OG0013530	sp|O95025|SEM3D_HUMAN	tr|A0A7J8D8R2|A0A7J8D8R2_ROUAE
OG0013531	sp|P00439|PH4H_HUMAN	tr|A0A7J8JLB8|A0A7J8JLB8_ROUAE
OG0013532	sp|P05937|CALB1_HUMAN	tr|A0A7J8C149|A0A7J8C149_ROUAE
OG0013533	sp|P11413|G6PD_HUMAN	tr|A0A7J8EJC1|A0A7J8EJC1_ROUAE
OG0013534	sp|P19113|DCHS_HUMAN	tr|A0A7J8IJM9|A0A7J8IJM9_ROUAE
OG0013535	sp|P29590|PML_HUMAN	tr|A0A7J8IPS9|A0A7J8IPS9_ROUAE
OG0013536	sp|P49757|NUMB_HUMAN	tr|A0A7J8IQ57|A0A7J8IQ57_ROUAE
OG0013537	sp|P49910|ZN165_HUMAN	tr|A0A7J8BJ14|A0A7J8BJ14_ROUAE
OG0013538	sp|P51178|PLCD1_HUMAN	tr|A0A7J8HUJ9|A0A7J8HUJ9_ROUAE
OG0013539	sp|P62324|BTG1_HUMAN	tr|A0A7J8JBD2|A0A7J8JBD2_ROUAE
OG0013540	sp|Q11203|SIAT6_HUMAN	tr|A0A7J8KHL3|A0A7J8KHL3_ROUAE
OG0013541	sp|Q13084|RM28_HUMAN	tr|A0A7J8F1H2|A0A7J8F1H2_ROUAE
OG0013542	sp|Q14145|KEAP1_HUMAN	tr|A0A7J8BS85|A0A7J8BS85_ROUAE
OG0013543	sp|Q14994|NR1I3_HUMAN	tr|A0A7J8BFH0|A0A7J8BFH0_ROUAE
OG0013544	sp|Q2Q1W2|LIN41_HUMAN	tr|A0A7J8HXS2|A0A7J8HXS2_ROUAE
OG0013545	sp|Q5K4L6|S27A3_HUMAN	tr|A0A7J8BGL2|A0A7J8BGL2_ROUAE
OG0013546	sp|Q5MY95|ENTP8_HUMAN	tr|A0A7J8IJ19|A0A7J8IJ19_ROUAE
OG0013547	sp|Q5XUX0|FBX31_HUMAN	tr|A0A7J8CFZ5|A0A7J8CFZ5_ROUAE
OG0013548	sp|Q693B1|KCD11_HUMAN	tr|A0A7J8GAY4|A0A7J8GAY4_ROUAE
OG0013549	sp|Q6L9W6|B4GN3_HUMAN	tr|A0A7J8JB19|A0A7J8JB19_ROUAE
OG0013550	sp|Q6PCB0|VWA1_HUMAN	tr|A0A7J8KJI1|A0A7J8KJI1_ROUAE
OG0013551	sp|Q6TFL3|CC171_HUMAN	tr|A0A7J8IGW6|A0A7J8IGW6_ROUAE
OG0013552	sp|Q6ZS72|PEAK3_HUMAN	tr|A0A7J8BU94|A0A7J8BU94_ROUAE
OG0013553	sp|Q7Z3B0|SIM15_HUMAN	tr|A0A7J8F539|A0A7J8F539_ROUAE
OG0013554	sp|Q7Z5U6|WDR53_HUMAN	tr|A0A7J8HXW8|A0A7J8HXW8_ROUAE
OG0013555	sp|Q8N543|OGFD1_HUMAN	tr|A0A7J8CK33|A0A7J8CK33_ROUAE
OG0013556	sp|Q8NBI6|XXLT1_HUMAN	tr|A0A7J8HWZ7|A0A7J8HWZ7_ROUAE
OG0013557	sp|Q8NBS9|TXND5_HUMAN	tr|A0A7J8KJ44|A0A7J8KJ44_ROUAE
OG0013558	sp|Q8TBF4|ZCRB1_HUMAN	tr|A0A7J8JP75|A0A7J8JP75_ROUAE
OG0013559	sp|Q8TCD5|NT5C_HUMAN	tr|A0A7J8GDB0|A0A7J8GDB0_ROUAE
OG0013560	sp|Q96LX8|ZN597_HUMAN	tr|A0A7J8F678|A0A7J8F678_ROUAE
OG0013561	sp|Q96P65|QRFPR_HUMAN	tr|A0A7J8BV99|A0A7J8BV99_ROUAE
OG0013562	sp|Q96Q35|FACC1_HUMAN	tr|A0A7J8J9D9|A0A7J8J9D9_ROUAE
OG0013563	sp|Q99614|TTC1_HUMAN	tr|A0A7J8FNU8|A0A7J8FNU8_ROUAE
OG0013564	sp|Q9BSJ2|GCP2_HUMAN	tr|A0A7J8GJ81|A0A7J8GJ81_ROUAE
OG0013565	sp|Q9BYK8|HELZ2_HUMAN	tr|A0A7J8DHD4|A0A7J8DHD4_ROUAE
OG0013566	sp|Q9BZQ2|SHP1L_HUMAN	tr|A0A7J8BHN4|A0A7J8BHN4_ROUAE
OG0013567	sp|Q9H295|DCSTP_HUMAN	tr|A0A7J8C1C8|A0A7J8C1C8_ROUAE
OG0013568	sp|Q9H792|PEAK1_HUMAN	tr|A0A7J8IP62|A0A7J8IP62_ROUAE
OG0013569	sp|Q9NS15|LTBP3_HUMAN	tr|A0A7J8H283|A0A7J8H283_ROUAE
OG0013570	sp|Q9UJP4|KLH21_HUMAN	tr|A0A7J8KA64|A0A7J8KA64_ROUAE
OG0013571	sp|Q9ULT8|HECD1_HUMAN	tr|A0A7J8IKJ4|A0A7J8IKJ4_ROUAE
OG0013572	sp|Q9UM00|TMCO1_HUMAN	tr|A0A7J8BH61|A0A7J8BH61_ROUAE
OG0013573	sp|Q9UQB3|CTND2_HUMAN	tr|A0A7J8EY36|A0A7J8EY36_ROUAE
OG0013574	sp|Q9Y2G2|CARD8_HUMAN	tr|A0A7J8CED9|A0A7J8CED9_ROUAE
OG0013575	sp|Q9Y614|ACL7B_HUMAN	tr|A0A7J8IDZ8|A0A7J8IDZ8_ROUAE
OG0013576	sp|Q9Y6I3|EPN1_HUMAN	tr|A0A7J8CFU6|A0A7J8CFU6_ROUAE
OG0013577	sp|Q9Y6V7|DDX49_HUMAN	tr|A0A7J8BR76|A0A7J8BR76_ROUAE
OG0013578	sp|A6NCQ9|RN222_HUMAN	tr|A0A7J8GFH0|A0A7J8GFH0_ROUAE
OG0013579	sp|A6NH21|SERC4_HUMAN	tr|A0A7J8ITM2|A0A7J8ITM2_ROUAE
OG0013580	sp|A8K8P3|SFI1_HUMAN	tr|A0A7J8H5U9|A0A7J8H5U9_ROUAE
OG0013581	sp|B4E2M5|ANR66_HUMAN	tr|A0A7J8K4T2|A0A7J8K4T2_ROUAE
OG0013582	sp|C9JXX5|CK094_HUMAN	tr|A0A7J8GXA5|A0A7J8GXA5_ROUAE
OG0013583	sp|O00398|P2Y10_HUMAN	tr|A0A7J8EKS3|A0A7J8EKS3_ROUAE
OG0013584	sp|O43166|SI1L1_HUMAN	tr|A0A7J8ISW6|A0A7J8ISW6_ROUAE
OG0013585	sp|O60883|G37L1_HUMAN	tr|A0A7J8B9Y5|A0A7J8B9Y5_ROUAE
OG0013586	sp|O75071|EFC14_HUMAN	tr|A0A7J8K7K7|A0A7J8K7K7_ROUAE
OG0013587	sp|O75475|PSIP1_HUMAN	tr|A0A7J8IQ05|A0A7J8IQ05_ROUAE
OG0013588	sp|O75626|PRDM1_HUMAN	tr|A0A7J8KET5|A0A7J8KET5_ROUAE
OG0013589	sp|O75781|PALM_HUMAN	tr|A0A7J8BT74|A0A7J8BT74_ROUAE
OG0013590	sp|O75840|KLF7_HUMAN	tr|A0A7J8JGR0|A0A7J8JGR0_ROUAE
OG0013591	sp|O75911|DHRS3_HUMAN	tr|A0A7J8K725|A0A7J8K725_ROUAE
OG0013592	sp|O95238|SPDEF_HUMAN	tr|A0A7J8KH47|A0A7J8KH47_ROUAE
OG0013593	sp|O95347|SMC2_HUMAN	tr|A0A7J8ITC4|A0A7J8ITC4_ROUAE
OG0013594	sp|P01008|ANT3_HUMAN	tr|A0A7J8BHS6|A0A7J8BHS6_ROUAE
OG0013595	sp|P13686|PPA5_HUMAN	tr|A0A7J8BP61|A0A7J8BP61_ROUAE
OG0013596	sp|P15502|ELN_HUMAN	tr|A0A7J8EYN2|A0A7J8EYN2_ROUAE
OG0013597	sp|P17405|ASM_HUMAN	tr|A0A7J8H751|A0A7J8H751_ROUAE
OG0013598	sp|P20132|SDHL_HUMAN	tr|A0A7J8H7E2|A0A7J8H7E2_ROUAE
OG0013599	sp|P23743|DGKA_HUMAN	tr|A0A7J8JDX8|A0A7J8JDX8_ROUAE
OG0013600	sp|P35613|BASI_HUMAN	tr|A0A7J8BNK8|A0A7J8BNK8_ROUAE
OG0013601	sp|P35659|DEK_HUMAN	tr|A0A7J8K720|A0A7J8K720_ROUAE
OG0013602	sp|P41252|SYIC_HUMAN	tr|A0A7J8IJU5|A0A7J8IJU5_ROUAE
OG0013603	sp|P43243|MATR3_HUMAN	tr|A0A7J8FK25|A0A7J8FK25_ROUAE
OG0013604	sp|P46013|KI67_HUMAN	tr|A0A7J8GAV0|A0A7J8GAV0_ROUAE
OG0013605	sp|P47712|PA24A_HUMAN	tr|A0A7J8BGK8|A0A7J8BGK8_ROUAE
OG0013606	sp|P48444|COPD_HUMAN	tr|A0A7J8GW93|A0A7J8GW93_ROUAE
OG0013607	sp|P51571|SSRD_HUMAN	tr|A0A7J8EM07|A0A7J8EM07_ROUAE
OG0013608	sp|P52272|HNRPM_HUMAN	tr|A0A7J8BRV8|A0A7J8BRV8_ROUAE
OG0013609	sp|P55735|SEC13_HUMAN	tr|A0A7J8HUT3|A0A7J8HUT3_ROUAE
OG0013610	sp|P57771|RGS8_HUMAN	tr|A0A7J8BH95|A0A7J8BH95_ROUAE
OG0013611	sp|P62253|UB2G1_HUMAN	tr|A0A7J8GIC4|A0A7J8GIC4_ROUAE
OG0013612	sp|Q14680|MELK_HUMAN	tr|A0A7J8IP15|A0A7J8IP15_ROUAE
OG0013613	sp|Q14978|NOLC1_HUMAN	tr|A0A7J8GDD7|A0A7J8GDD7_ROUAE
OG0013614	sp|Q14980|NUMA1_HUMAN	tr|A0A7J8H358|A0A7J8H358_ROUAE
OG0013615	sp|Q15048|LRC14_HUMAN	tr|A0A7J8C2W1|A0A7J8C2W1_ROUAE
OG0013616	sp|Q32M88|PGGHG_HUMAN	tr|A0A7J8H5K5|A0A7J8H5K5_ROUAE
OG0013617	sp|Q567U6|CCD93_HUMAN	tr|A0A7J8JB69|A0A7J8JB69_ROUAE
OG0013618	sp|Q5GAN3|RNS13_HUMAN	tr|A0A7J8IS68|A0A7J8IS68_ROUAE
OG0013619	sp|Q5HYI8|RABL3_HUMAN	tr|A0A7J8HU83|A0A7J8HU83_ROUAE
OG0013620	sp|Q5HYW3|RTL5_HUMAN	tr|A0A7J8EMH6|A0A7J8EMH6_ROUAE
OG0013621	sp|Q5T8I9|HENMT_HUMAN	tr|A0A7J8BDL2|A0A7J8BDL2_ROUAE
OG0013622	sp|Q5TB80|CE162_HUMAN	tr|A0A7J8K673|A0A7J8K673_ROUAE
OG0013623	sp|Q658L1|SAXO2_HUMAN	tr|A0A7J8CLD1|A0A7J8CLD1_ROUAE
OG0013624	sp|Q6BDI9|REP15_HUMAN	tr|A0A7J8JKQ1|A0A7J8JKQ1_ROUAE
OG0013625	sp|Q6PF15|KLH35_HUMAN	tr|A0A7J8H068|A0A7J8H068_ROUAE
OG0013626	sp|Q6ZRI6|CO039_HUMAN	tr|A0A7J8IFI5|A0A7J8IFI5_ROUAE
OG0013627	sp|Q7RTN6|STRAA_HUMAN	tr|A0A7J8GHU3|A0A7J8GHU3_ROUAE
OG0013628	sp|Q86YV0|RASL3_HUMAN	tr|A0A7J8BUV7|A0A7J8BUV7_ROUAE
OG0013629	sp|Q86YV9|HPS6_HUMAN	tr|A0A7J8G902|A0A7J8G902_ROUAE
OG0013630	sp|Q8IV35|WDR49_HUMAN	tr|A0A7J8HY07|A0A7J8HY07_ROUAE
OG0013631	sp|Q8NAN2|MIGA1_HUMAN	tr|A0A7J8KCL6|A0A7J8KCL6_ROUAE
OG0013632	sp|Q8NC44|RETR2_HUMAN	tr|A0A7J8JKT7|A0A7J8JKT7_ROUAE
OG0013633	sp|Q8NET8|TRPV3_HUMAN	tr|A0A7J8GJ21|A0A7J8GJ21_ROUAE
OG0013634	sp|Q8NFK1|CXG3_HUMAN	tr|A0A7J8EZS3|A0A7J8EZS3_ROUAE
OG0013635	sp|Q8NHU2|CFA61_HUMAN	tr|A0A7J8DFM6|A0A7J8DFM6_ROUAE
OG0013636	sp|Q96EM0|T3HPD_HUMAN	tr|A0A7J8ILI7|A0A7J8ILI7_ROUAE
OG0013637	sp|Q96MT3|PRIC1_HUMAN	tr|A0A7J8JL80|A0A7J8JL80_ROUAE
OG0013638	sp|Q99680|GPR22_HUMAN	tr|A0A7J8D5U8|A0A7J8D5U8_ROUAE
OG0013639	sp|Q9BPX6|MICU1_HUMAN	tr|A0A7J8GC35|A0A7J8GC35_ROUAE
OG0013640	sp|Q9BT56|SPXN_HUMAN	tr|A0A7J8JLX3|A0A7J8JLX3_ROUAE
OG0013641	sp|Q9C098|DCLK3_HUMAN	tr|A0A7J8HNY0|A0A7J8HNY0_ROUAE
OG0013642	sp|Q9H583|HEAT1_HUMAN	tr|A0A7J8B9E8|A0A7J8B9E8_ROUAE
OG0013643	sp|Q9HAT1|LMA1L_HUMAN	tr|A0A7J8IKN6|A0A7J8IKN6_ROUAE
OG0013644	sp|Q9NW97|TMM51_HUMAN	tr|A0A7J8KIG3|A0A7J8KIG3_ROUAE
OG0013645	sp|Q9UKY0|PRND_HUMAN	tr|A0A7J8DKI5|A0A7J8DKI5_ROUAE
OG0013646	sp|Q9Y2Q9|RT28_HUMAN	tr|A0A7J8C3A5|A0A7J8C3A5_ROUAE
OG0013647	sp|Q9Y4P8|WIPI2_HUMAN	tr|A0A7J8FP01|A0A7J8FP01_ROUAE
OG0013648	sp|Q9Y5L2|HLPDA_HUMAN	tr|A0A7J8D5J3|A0A7J8D5J3_ROUAE
OG0013649	sp|O60285|NUAK1_HUMAN	tr|A0A7J8JL23|A0A7J8JL23_ROUAE
OG0013650	sp|O60884|DNJA2_HUMAN	tr|A0A7J8CFL1|A0A7J8CFL1_ROUAE
OG0013651	sp|O75385|ULK1_HUMAN	tr|A0A7J8H9J1|A0A7J8H9J1_ROUAE
OG0013652	sp|O75951|LYZL6_HUMAN	tr|A0A7J8GCG0|A0A7J8GCG0_ROUAE
OG0013653	sp|O95671|ASML_HUMAN	tr|A0A7J8B826|A0A7J8B826_ROUAE
OG0013654	sp|P0CAP2|GRL1A_HUMAN	tr|A0A7J8IRU9|A0A7J8IRU9_ROUAE
OG0013655	sp|P23368|MAOM_HUMAN	tr|A0A7J8DJ53|A0A7J8DJ53_ROUAE
OG0013656	sp|P24928|RPB1_HUMAN	tr|A0A7J8GDR2|A0A7J8GDR2_ROUAE
OG0013657	sp|P27352|IF_HUMAN	tr|A0A7J8GXS3|A0A7J8GXS3_ROUAE
OG0013658	sp|P30281|CCND3_HUMAN	tr|A0A7J8K5Z0|A0A7J8K5Z0_ROUAE
OG0013659	sp|P31431|SDC4_HUMAN	tr|A0A7J8DL27|A0A7J8DL27_ROUAE
OG0013660	sp|P57739|CLD2_HUMAN	tr|A0A7J8EII6|A0A7J8EII6_ROUAE
OG0013661	sp|P78316|NOP14_HUMAN	tr|A0A7J8E9U5|A0A7J8E9U5_ROUAE
OG0013662	sp|P78412|IRX6_HUMAN	tr|A0A7J8CH79|A0A7J8CH79_ROUAE
OG0013663	sp|Q14626|I11RA_HUMAN	tr|A0A7J8IMD1|A0A7J8IMD1_ROUAE
OG0013664	sp|Q14691|PSF1_HUMAN	tr|A0A7J8DGT6|A0A7J8DGT6_ROUAE
OG0013665	sp|Q15649|ZNHI3_HUMAN	tr|A0A7J8GJX5|A0A7J8GJX5_ROUAE
OG0013666	sp|Q3B7T3|BEAN1_HUMAN	tr|A0A7J8CE24|A0A7J8CE24_ROUAE
OG0013667	sp|Q494R4|CC153_HUMAN	tr|A0A7J8GXT0|A0A7J8GXT0_ROUAE
OG0013668	sp|Q49AM1|MTEF2_HUMAN	tr|A0A7J8JHZ9|A0A7J8JHZ9_ROUAE
OG0013669	sp|Q53GS9|SNUT2_HUMAN	tr|A0A7J8FNT8|A0A7J8FNT8_ROUAE
OG0013670	sp|Q5QGS0|NEXMI_HUMAN	tr|A0A7J8EKL7|A0A7J8EKL7_ROUAE
OG0013671	sp|Q5T953|IER5L_HUMAN	tr|A0A7J8IK05|A0A7J8IK05_ROUAE
OG0013672	sp|Q5W5X9|TTC23_HUMAN	tr|A0A7J8CMJ2|A0A7J8CMJ2_ROUAE
OG0013673	sp|Q6NUN7|JHY_HUMAN	tr|A0A7J8H0G7|A0A7J8H0G7_ROUAE
OG0013674	sp|Q6UWU4|CF089_HUMAN	tr|A0A7J8K5P4|A0A7J8K5P4_ROUAE
OG0013675	sp|Q6UXL0|I20RB_HUMAN	tr|A0A7J8HQ32|A0A7J8HQ32_ROUAE
OG0013676	sp|Q6ZP82|CC141_HUMAN	tr|A0A7J8JAW9|A0A7J8JAW9_ROUAE
OG0013677	sp|Q7Z4G1|COMD6_HUMAN	tr|A0A7J8DVU4|A0A7J8DVU4_ROUAE
OG0013678	sp|Q86WA6|BPHL_HUMAN	tr|A0A7J8K5C5|A0A7J8K5C5_ROUAE
OG0013679	sp|Q8IV16|HDBP1_HUMAN	tr|A0A7J8C1T6|A0A7J8C1T6_ROUAE
OG0013680	sp|Q8IV42|PSTK_HUMAN	tr|A0A7J8GE67|A0A7J8GE67_ROUAE
OG0013681	sp|Q8IXW5|RPAP2_HUMAN	tr|A0A7J8KFU1|A0A7J8KFU1_ROUAE
OG0013682	sp|Q8N0U2|TMM61_HUMAN	tr|A0A7J8KIM1|A0A7J8KIM1_ROUAE
OG0013683	sp|Q8N7C4|TM217_HUMAN	tr|A0A7J8KII4|A0A7J8KII4_ROUAE
OG0013684	sp|Q8NHP7|EXD1_HUMAN	tr|A0A7J8IIZ0|A0A7J8IIZ0_ROUAE
OG0013685	sp|Q8TAK6|OLIG1_HUMAN	tr|A0A7J8HT59|A0A7J8HT59_ROUAE
OG0013686	sp|Q8WXA2|PATE1_HUMAN	tr|A0A7J8H424|A0A7J8H424_ROUAE
OG0013687	sp|Q92733|PRCC_HUMAN	tr|A0A7J8BFL8|A0A7J8BFL8_ROUAE
OG0013688	sp|Q96DM1|PGBD4_HUMAN	tr|A0A7J8IQS7|A0A7J8IQS7_ROUAE
OG0013689	sp|Q96K76|UBP47_HUMAN	tr|A0A7J8H8U6|A0A7J8H8U6_ROUAE
OG0013690	sp|Q96M11|HYLS1_HUMAN	tr|A0A7J8GZZ3|A0A7J8GZZ3_ROUAE
OG0013691	sp|Q96S97|MYADM_HUMAN	tr|A0A7J8CJM2|A0A7J8CJM2_ROUAE
OG0013692	sp|Q9BSF0|SMAKA_HUMAN	tr|A0A7J8JAR1|A0A7J8JAR1_ROUAE
OG0013693	sp|Q9BXM7|PINK1_HUMAN	tr|A0A7J8KE96|A0A7J8KE96_ROUAE
OG0013694	sp|Q9H1N7|S35B3_HUMAN	tr|A0A7J8KGT0|A0A7J8KGT0_ROUAE
OG0013695	sp|Q9H237|PORCN_HUMAN	tr|A0A7J8ELQ8|A0A7J8ELQ8_ROUAE
OG0013696	sp|Q9H341|O51M1_HUMAN	tr|A0A7J8H4F3|A0A7J8H4F3_ROUAE
OG0013697	sp|Q9HC21|TPC_HUMAN	tr|A0A7J8GH75|A0A7J8GH75_ROUAE
