Orthogroup	Homo_sapiens	Canis_lupus_familiaris
OG0012645	sp|Q9ULC3|RAB23_HUMAN	tr|A0A8I3NF40|A0A8I3NF40_CANLF
OG0012646	sp|Q8TB37|NUBPL_HUMAN	tr|A0A8I3NK60|A0A8I3NK60_CANLF
OG0012647	sp|P46094|XCR1_HUMAN	tr|A0A8I3NL60|A0A8I3NL60_CANLF
OG0012648	sp|Q9BV81|EMC6_HUMAN	tr|A0A8I3NPK2|A0A8I3NPK2_CANLF
OG0012649	sp|Q9NX31|OSER1_HUMAN	tr|A0A8I3NR56|A0A8I3NR56_CANLF
OG0012650	sp|P09630|HXC6_HUMAN	tr|A0A8I3NVN6|A0A8I3NVN6_CANLF
OG0012651	sp|O95925|EPPI_HUMAN	tr|A0A8I3NVX9|A0A8I3NVX9_CANLF
OG0012652	sp|A6NL26|OR5BL_HUMAN	tr|A0A8I3NWL3|A0A8I3NWL3_CANLF
OG0012653	sp|O60635|TSN1_HUMAN	tr|A0A8I3P2V9|A0A8I3P2V9_CANLF
OG0012654	sp|Q8IWV7|UBR1_HUMAN	tr|A0A8I3P974|A0A8I3P974_CANLF
OG0012655	sp|Q9C0D3|ZY11B_HUMAN	tr|A0A8I3P9D3|A0A8I3P9D3_CANLF
OG0012656	sp|Q9P2I0|CPSF2_HUMAN	tr|A0A8I3PD41|A0A8I3PD41_CANLF
OG0012657	sp|Q96C74|ROP1L_HUMAN	tr|A0A8I3PEP7|A0A8I3PEP7_CANLF
OG0012658	sp|P42331|RHG25_HUMAN	tr|A0A8I3PF23|A0A8I3PF23_CANLF
OG0012659	sp|Q8NHS0|DNJB8_HUMAN	tr|A0A8I3PFA3|A0A8I3PFA3_CANLF
OG0012660	sp|Q9BSD3|RHNO1_HUMAN	tr|A0A8I3PJ28|A0A8I3PJ28_CANLF
OG0012661	sp|Q96NT0|CC115_HUMAN	tr|A0A8I3PPL8|A0A8I3PPL8_CANLF
OG0012662	sp|Q8WXF3|REL3_HUMAN	tr|A0A8I3PPP9|A0A8I3PPP9_CANLF
OG0012663	sp|Q6ZSY5|PPR3F_HUMAN	tr|A0A8I3PRN0|A0A8I3PRN0_CANLF
OG0012664	sp|O00462|MANBA_HUMAN	tr|A0A8I3PSC3|A0A8I3PSC3_CANLF
OG0012665	sp|O75534|CSDE1_HUMAN	tr|A0A8I3PU40|A0A8I3PU40_CANLF
OG0012666	sp|Q7Z4H4|ADM2_HUMAN	tr|A0A8I3PWC7|A0A8I3PWC7_CANLF
OG0012667	sp|Q9BX63|FANCJ_HUMAN	tr|A0A8I3Q1K5|A0A8I3Q1K5_CANLF
OG0012668	sp|Q8N9V3|WSDU1_HUMAN	tr|A0A8I3Q2H6|A0A8I3Q2H6_CANLF
OG0012669	sp|Q9BX79|STRA6_HUMAN	tr|A0A8I3QHU9|A0A8I3QHU9_CANLF
OG0012670	sp|Q96HY7|DHTK1_HUMAN	tr|A0A8I3RQS7|A0A8I3RQS7_CANLF
OG0012671	sp|Q15040|JOS1_HUMAN	tr|A0A8I3S3G9|A0A8I3S3G9_CANLF
OG0012672	sp|Q9Y5P8|P2R3B_HUMAN	tr|A0A8I3S4K9|A0A8I3S4K9_CANLF
OG0012673	sp|Q8IYY4|DZI1L_HUMAN	tr|A0A8I3S6Y3|A0A8I3S6Y3_CANLF
OG0012674	sp|Q32M78|ZN699_HUMAN	tr|A0A8I3S7C6|A0A8I3S7C6_CANLF
OG0012675	sp|Q5VTB9|RN220_HUMAN	tr|A0A8P0NM58|A0A8P0NM58_CANLF
OG0012676	sp|Q7Z589|EMSY_HUMAN	tr|A0A8P0SAY1|A0A8P0SAY1_CANLF
OG0012677	sp|Q15475|SIX1_HUMAN	tr|J9P3S7|J9P3S7_CANLF
OG0012678	sp|P62987|RL40_HUMAN	sp|P63050|RL40_CANLF
OG0012679	sp|P22303|ACES_HUMAN	tr|A0A8I3MIG7|A0A8I3MIG7_CANLF
OG0012680	sp|Q6UWN0|LYPD4_HUMAN	tr|A0A8I3MK32|A0A8I3MK32_CANLF
OG0012681	sp|A0A1B0GTB2|TUNAR_HUMAN	tr|A0A8I3MSX2|A0A8I3MSX2_CANLF
OG0012682	sp|Q4G0P3|HYDIN_HUMAN	tr|A0A8I3MZZ0|A0A8I3MZZ0_CANLF
OG0012683	sp|A6NLP5|TTC36_HUMAN	tr|A0A8I3N0L1|A0A8I3N0L1_CANLF
OG0012685	sp|Q13308|PTK7_HUMAN	tr|A0A8I3N574|A0A8I3N574_CANLF
OG0012686	sp|Q7L2E3|DHX30_HUMAN	tr|A0A8I3N8A3|A0A8I3N8A3_CANLF
OG0012687	sp|Q96EK2|PF21B_HUMAN	tr|A0A8I3N8J5|A0A8I3N8J5_CANLF
OG0012688	sp|Q8NG41|NPB_HUMAN	tr|A0A8I3NAS6|A0A8I3NAS6_CANLF
OG0012689	sp|Q9NXN4|GDAP2_HUMAN	tr|A0A8I3NCQ2|A0A8I3NCQ2_CANLF
OG0012690	sp|Q92546|RGP1_HUMAN	tr|A0A8I3NCY8|A0A8I3NCY8_CANLF
OG0012691	sp|Q15024|EXOS7_HUMAN	tr|A0A8I3NDF2|A0A8I3NDF2_CANLF
OG0012692	sp|P52797|EFNA3_HUMAN	tr|A0A8I3NEL5|A0A8I3NEL5_CANLF
OG0012693	sp|B2RV13|CF97D_HUMAN	tr|A0A8I3NFA5|A0A8I3NFA5_CANLF
OG0012694	sp|Q92988|DLX4_HUMAN	tr|A0A8I3NLW3|A0A8I3NLW3_CANLF
OG0012695	sp|O95977|S1PR4_HUMAN	tr|A0A8I3NR19|A0A8I3NR19_CANLF
OG0012696	sp|Q5VXM1|CDCP2_HUMAN	tr|A0A8I3NSZ4|A0A8I3NSZ4_CANLF
OG0012697	sp|Q2NKX9|CB068_HUMAN	tr|A0A8I3NUV2|A0A8I3NUV2_CANLF
OG0012698	sp|P09017|HXC4_HUMAN	tr|A0A8I3NZC4|A0A8I3NZC4_CANLF
OG0012699	sp|P55895|RAG2_HUMAN	tr|A0A8I3P8Z4|A0A8I3P8Z4_CANLF
OG0012700	sp|Q12893|TM115_HUMAN	tr|A0A8I3PBY2|A0A8I3PBY2_CANLF
OG0012701	sp|P59923|ZN445_HUMAN	tr|A0A8I3PGF4|A0A8I3PGF4_CANLF
OG0012702	sp|Q9H9Q2|CSN7B_HUMAN	tr|A0A8I3PI71|A0A8I3PI71_CANLF
OG0012703	sp|Q8N5Z0|AADAT_HUMAN	tr|A0A8I3Q0F5|A0A8I3Q0F5_CANLF
OG0012704	sp|Q0D2K2|KLH30_HUMAN	tr|A0A8I3Q108|A0A8I3Q108_CANLF
OG0012705	sp|Q7Z739|YTHD3_HUMAN	tr|A0A8I3Q7X0|A0A8I3Q7X0_CANLF
OG0012706	sp|P22557|HEM0_HUMAN	tr|A0A8I3QB56|A0A8I3QB56_CANLF
OG0012707	sp|P0DJR0|GIMD1_HUMAN	tr|A0A8I3QHF7|A0A8I3QHF7_CANLF
OG0012708	sp|Q7RTY8|TMPS7_HUMAN	tr|A0A8I3QHN4|A0A8I3QHN4_CANLF
OG0012709	sp|Q15652|JHD2C_HUMAN	tr|A0A8I3RQX1|A0A8I3RQX1_CANLF
OG0012710	sp|Q8NI36|WDR36_HUMAN	tr|A0A8I3RRP9|A0A8I3RRP9_CANLF
OG0012711	sp|Q9HC24|LFG4_HUMAN	tr|A0A8I3RZH8|A0A8I3RZH8_CANLF
OG0012712	sp|Q8IYE0|CC146_HUMAN	tr|A0A8I3S245|A0A8I3S245_CANLF
OG0012713	sp|P04085|PDGFA_HUMAN	tr|A0A8P0P4F7|A0A8P0P4F7_CANLF
OG0012714	sp|Q3KRA9|ALKB6_HUMAN	tr|A0A8P0TH76|A0A8P0TH76_CANLF
OG0012715	sp|Q8NFZ5|TNIP2_HUMAN	tr|A0A8P0TMI9|A0A8P0TMI9_CANLF
OG0012716	sp|Q07654|TFF3_HUMAN	sp|Q863B4|TFF3_CANLF
OG0012717	sp|O60939|SCN2B_HUMAN	sp|Q864L3|SCN2B_CANLF
OG0012718	sp|Q9BSA9|TM175_HUMAN	tr|A0A8I3MHN2|A0A8I3MHN2_CANLF
OG0012719	sp|Q96FN4|CPNE2_HUMAN	tr|A0A8I3MMA0|A0A8I3MMA0_CANLF
OG0012720	sp|Q9BYE2|TMPSD_HUMAN	tr|A0A8I3MN50|A0A8I3MN50_CANLF
OG0012721	sp|Q8NCF5|NF2IP_HUMAN	tr|A0A8I3MQC4|A0A8I3MQC4_CANLF
OG0012722	sp|Q10471|GALT2_HUMAN	tr|A0A8I3MY69|A0A8I3MY69_CANLF
OG0012723	sp|P55089|UCN1_HUMAN	tr|A0A8I3MZB5|A0A8I3MZB5_CANLF
OG0012724	sp|P17900|SAP3_HUMAN	tr|A0A8I3MZE8|A0A8I3MZE8_CANLF
OG0012725	sp|Q14993|COJA1_HUMAN	tr|A0A8I3N4V8|A0A8I3N4V8_CANLF
OG0012726	sp|Q8N5M9|JAGN1_HUMAN	tr|A0A8I3N524|A0A8I3N524_CANLF
OG0012727	sp|Q9Y421|FA32A_HUMAN	tr|A0A8I3N5M0|A0A8I3N5M0_CANLF
OG0012728	sp|Q2M1V0|ISX_HUMAN	tr|A0A8I3NA91|A0A8I3NA91_CANLF
OG0012729	sp|O60477|BRNP1_HUMAN	tr|A0A8I3NBN7|A0A8I3NBN7_CANLF
OG0012730	sp|Q12866|MERTK_HUMAN	tr|A0A8I3NQ82|A0A8I3NQ82_CANLF
OG0012731	sp|Q6PEV8|F199X_HUMAN	tr|A0A8I3NYW9|A0A8I3NYW9_CANLF
OG0012732	sp|O15247|CLIC2_HUMAN	tr|A0A8I3P560|A0A8I3P560_CANLF
OG0012733	sp|Q12772|SRBP2_HUMAN	tr|A0A8I3P651|A0A8I3P651_CANLF
OG0012734	sp|Q9NSE2|CISH_HUMAN	tr|A0A8I3PD12|A0A8I3PD12_CANLF
OG0012735	sp|Q9Y6X9|MORC2_HUMAN	tr|A0A8I3PH66|A0A8I3PH66_CANLF
OG0012736	sp|P63173|RL38_HUMAN	tr|A0A8I3PHM2|A0A8I3PHM2_CANLF
OG0012737	sp|Q8TE12|LMX1A_HUMAN	tr|A0A8I3PJV5|A0A8I3PJV5_CANLF
OG0012738	sp|Q15319|PO4F3_HUMAN	tr|A0A8I3PMT6|A0A8I3PMT6_CANLF
OG0012739	sp|P58418|CLRN1_HUMAN	tr|A0A8I3PVV2|A0A8I3PVV2_CANLF
OG0012740	sp|Q8N0Z3|SPICE_HUMAN	tr|A0A8I3Q2H1|A0A8I3Q2H1_CANLF
OG0012741	sp|A6NC98|CC88B_HUMAN	tr|A0A8I3QBM1|A0A8I3QBM1_CANLF
OG0012742	sp|Q9Y608|LRRF2_HUMAN	tr|A0A8I3QEQ2|A0A8I3QEQ2_CANLF
OG0012743	sp|O75425|MSPD3_HUMAN	tr|A0A8I3RPW3|A0A8I3RPW3_CANLF
OG0012744	sp|Q6PID6|TTC33_HUMAN	tr|A0A8I3RR02|A0A8I3RR02_CANLF
OG0012745	sp|O15525|MAFG_HUMAN	tr|A0A8I3RWA0|A0A8I3RWA0_CANLF
OG0012746	sp|Q15771|RAB30_HUMAN	tr|A0A8I3RZ55|A0A8I3RZ55_CANLF
OG0012747	sp|P48645|NMU_HUMAN	tr|A0A8I3RZH5|A0A8I3RZH5_CANLF
OG0012748	sp|P07858|CATB_HUMAN	tr|A0A8I3S0M3|A0A8I3S0M3_CANLF
OG0012749	sp|Q969T9|WBP2_HUMAN	tr|A0A8I3S641|A0A8I3S641_CANLF
OG0012750	sp|Q96CM4|NXNL1_HUMAN	tr|A0A8I3S6D1|A0A8I3S6D1_CANLF
OG0012751	sp|O00443|P3C2A_HUMAN	tr|A0A8I3SAR3|A0A8I3SAR3_CANLF
OG0012753	sp|P21980|TGM2_HUMAN	tr|A0A8P0P9X0|A0A8P0P9X0_CANLF
OG0012754	sp|P07148|FABPL_HUMAN	tr|A0A8P0PFY7|A0A8P0PFY7_CANLF
OG0012755	sp|P35052|GPC1_HUMAN	tr|A0A8P0PP94|A0A8P0PP94_CANLF
OG0012756	sp|Q92966|SNPC3_HUMAN	tr|A0A8P0S7G0|A0A8P0S7G0_CANLF
OG0012757	sp|Q7Z794|K2C1B_HUMAN	tr|A0A8P0TIA1|A0A8P0TIA1_CANLF
OG0012758	sp|P05121|PAI1_HUMAN	tr|A0A8I3MDS4|A0A8I3MDS4_CANLF
OG0012759	sp|Q92688|AN32B_HUMAN	tr|A0A8I3MUS3|A0A8I3MUS3_CANLF
OG0012760	sp|Q15526|SURF1_HUMAN	tr|A0A8I3N2S3|A0A8I3N2S3_CANLF
OG0012761	sp|Q96NJ5|KLH32_HUMAN	tr|A0A8I3N534|A0A8I3N534_CANLF
OG0012762	sp|Q7L2K0|TEDC2_HUMAN	tr|A0A8I3N7I1|A0A8I3N7I1_CANLF
OG0012763	sp|B3GLJ2|PATE3_HUMAN	tr|A0A8I3N9M1|A0A8I3N9M1_CANLF
OG0012764	sp|Q96CM8|ACSF2_HUMAN	tr|A0A8I3NCP2|A0A8I3NCP2_CANLF
OG0012765	sp|Q15506|SP17_HUMAN	tr|A0A8I3NGJ9|A0A8I3NGJ9_CANLF
OG0012766	sp|Q8N5S1|S2541_HUMAN	tr|A0A8I3NGY8|A0A8I3NGY8_CANLF
OG0012767	sp|Q8NDX9|LY65B_HUMAN	tr|A0A8I3NJX2|A0A8I3NJX2_CANLF
OG0012768	sp|Q15427|SF3B4_HUMAN	tr|A0A8I3NK96|A0A8I3NK96_CANLF
OG0012769	sp|Q9H2P9|DPH5_HUMAN	tr|A0A8I3NLC6|A0A8I3NLC6_CANLF
OG0012770	sp|Q9NVP4|DZAN1_HUMAN	tr|A0A8I3NPA2|A0A8I3NPA2_CANLF
OG0012771	sp|Q9BZE1|RM37_HUMAN	tr|A0A8I3NQP4|A0A8I3NQP4_CANLF
OG0012772	sp|Q9BSY4|CHCH5_HUMAN	tr|A0A8I3NT80|A0A8I3NT80_CANLF
OG0012773	sp|Q8IWU4|ZNT8_HUMAN	tr|A0A8I3NTT5|A0A8I3NTT5_CANLF
OG0012774	sp|O43688|PLPP2_HUMAN	tr|A0A8I3NUP1|A0A8I3NUP1_CANLF
OG0012775	sp|Q9Y535|RPC8_HUMAN	tr|A0A8I3P155|A0A8I3P155_CANLF
OG0012776	sp|Q01085|TIAR_HUMAN	tr|A0A8I3P582|A0A8I3P582_CANLF
OG0012777	sp|Q16654|PDK4_HUMAN	tr|A0A8I3PLW8|A0A8I3PLW8_CANLF
OG0012778	sp|P06865|HEXA_HUMAN	tr|A0A8I3PNW9|A0A8I3PNW9_CANLF
OG0012779	sp|Q93038|TNR25_HUMAN	tr|A0A8I3PQ43|A0A8I3PQ43_CANLF
OG0012780	sp|Q9H825|METL8_HUMAN	tr|A0A8I3PTX1|A0A8I3PTX1_CANLF
OG0012781	sp|Q9UIF7|MUTYH_HUMAN	tr|A0A8I3PXH3|A0A8I3PXH3_CANLF
OG0012782	sp|Q8WYA0|IFT81_HUMAN	tr|A0A8I3Q0W5|A0A8I3Q0W5_CANLF
OG0012783	sp|Q969H6|POP5_HUMAN	tr|A0A8I3QWJ1|A0A8I3QWJ1_CANLF
OG0012784	sp|Q9P2K9|DISP3_HUMAN	tr|A0A8I3RQP3|A0A8I3RQP3_CANLF
OG0012786	sp|Q7Z698|SPRE2_HUMAN	tr|A0A8I3S5D3|A0A8I3S5D3_CANLF
OG0012787	sp|P57729|RAB38_HUMAN	tr|A0A8P0PHI2|A0A8P0PHI2_CANLF
OG0012788	sp|Q13322|GRB10_HUMAN	tr|A0A8P0PQ56|A0A8P0PQ56_CANLF
OG0012789	sp|Q5ZPR3|CD276_HUMAN	tr|A0A8P0SXZ1|A0A8P0SXZ1_CANLF
OG0012790	sp|P46976|GLYG_HUMAN	tr|A0A8P0SYY4|A0A8P0SYY4_CANLF
OG0012791	sp|O60763|USO1_HUMAN	tr|A0A8P0TDN4|A0A8P0TDN4_CANLF
OG0012792	sp|Q14994|NR1I3_HUMAN	tr|A0A8P0TIY0|A0A8P0TIY0_CANLF
OG0012793	sp|P54851|EMP2_HUMAN	tr|A0A8P0TQB4|A0A8P0TQB4_CANLF
OG0012794	sp|Q13418|ILK_HUMAN	tr|A0A8P0TU48|A0A8P0TU48_CANLF
OG0012795	sp|P53794|SC5A3_HUMAN	sp|P31637|SC5A3_CANLF
OG0012796	sp|O95295|SNAPN_HUMAN	tr|A0A8I3MEQ2|A0A8I3MEQ2_CANLF
OG0012797	sp|Q5T3J3|LRIF1_HUMAN	tr|A0A8I3MGW5|A0A8I3MGW5_CANLF
OG0012798	sp|Q9NRY2|SOSSC_HUMAN	tr|A0A8I3MV88|A0A8I3MV88_CANLF
OG0012799	sp|P17735|ATTY_HUMAN	tr|A0A8I3MYF6|A0A8I3MYF6_CANLF
OG0012800	sp|P17028|ZNF24_HUMAN	tr|A0A8I3MZ50|A0A8I3MZ50_CANLF
OG0012801	sp|Q9UJL9|ZF69B_HUMAN	tr|A0A8I3N3L4|A0A8I3N3L4_CANLF
OG0012802	sp|Q92484|ASM3A_HUMAN	tr|A0A8I3N7H7|A0A8I3N7H7_CANLF
OG0012803	sp|Q9BWV7|TTLL2_HUMAN	tr|A0A8I3NA20|A0A8I3NA20_CANLF
OG0012804	sp|Q8N6Q8|MET25_HUMAN	tr|A0A8I3NER4|A0A8I3NER4_CANLF
OG0012805	sp|Q9UIH9|KLF15_HUMAN	tr|A0A8I3NLQ6|A0A8I3NLQ6_CANLF
OG0012806	sp|Q9NP72|RAB18_HUMAN	tr|A0A8I3NLW8|A0A8I3NLW8_CANLF
OG0012807	sp|Q8N5C8|TAB3_HUMAN	tr|A0A8I3NMB6|A0A8I3NMB6_CANLF
OG0012808	sp|Q96MA6|KAD8_HUMAN	tr|A0A8I3NQB2|A0A8I3NQB2_CANLF
OG0012809	sp|Q9Y274|SIA10_HUMAN	tr|A0A8I3NR40|A0A8I3NR40_CANLF
OG0012810	sp|Q96CW6|S7A6O_HUMAN	tr|A0A8I3NUL7|A0A8I3NUL7_CANLF
OG0012811	sp|Q70CQ1|UBP49_HUMAN	tr|A0A8I3NYE9|A0A8I3NYE9_CANLF
OG0012812	sp|Q8NFF5|FAD1_HUMAN	tr|A0A8I3P1H5|A0A8I3P1H5_CANLF
OG0012813	sp|Q8N1Q1|CAH13_HUMAN	tr|A0A8I3P1L0|A0A8I3P1L0_CANLF
OG0012814	sp|Q8N5S9|KKCC1_HUMAN	tr|A0A8I3P374|A0A8I3P374_CANLF
OG0012815	sp|Q8WV92|MITD1_HUMAN	tr|A0A8I3P621|A0A8I3P621_CANLF
OG0012816	sp|Q8N104|D106A_HUMAN	tr|A0A8I3P7P1|A0A8I3P7P1_CANLF
OG0012817	sp|O75896|TUSC2_HUMAN	tr|A0A8I3P916|A0A8I3P916_CANLF
OG0012818	sp|P09016|HXD4_HUMAN	tr|A0A8I3P959|A0A8I3P959_CANLF
OG0012819	sp|P83859|OX26_HUMAN	tr|A0A8I3PCK7|A0A8I3PCK7_CANLF
OG0012820	sp|P78559|MAP1A_HUMAN	tr|A0A8I3PLI8|A0A8I3PLI8_CANLF
OG0012821	sp|Q6RI45|BRWD3_HUMAN	tr|A0A8I3PMS0|A0A8I3PMS0_CANLF
OG0012822	sp|Q96KN7|RPGR1_HUMAN	tr|A0A8I3PQ07|A0A8I3PQ07_CANLF
OG0012823	sp|O95897|NOE2_HUMAN	tr|A0A8I3PQ69|A0A8I3PQ69_CANLF
OG0012824	sp|Q9UM82|SPAT2_HUMAN	tr|A0A8I3PS24|A0A8I3PS24_CANLF
OG0012825	sp|Q13772|NCOA4_HUMAN	tr|A0A8I3PSQ2|A0A8I3PSQ2_CANLF
OG0012826	sp|Q2TAL8|QRIC1_HUMAN	tr|A0A8I3PZA4|A0A8I3PZA4_CANLF
OG0012827	sp|Q8N1I0|DOCK4_HUMAN	tr|A0A8I3Q2W8|A0A8I3Q2W8_CANLF
OG0012828	sp|Q8NBF2|NHLC2_HUMAN	tr|A0A8I3Q4A4|A0A8I3Q4A4_CANLF
OG0012829	sp|Q9H7X2|CA115_HUMAN	tr|A0A8I3Q5N1|A0A8I3Q5N1_CANLF
OG0012830	sp|Q7Z444|RASE_HUMAN	tr|A0A8I3Q5T1|A0A8I3Q5T1_CANLF
OG0012831	sp|O14645|IDLC_HUMAN	tr|A0A8I3QB93|A0A8I3QB93_CANLF
OG0012832	sp|Q14872|MTF1_HUMAN	tr|A0A8I3QNB3|A0A8I3QNB3_CANLF
OG0012833	tr|A0A1W2PRE2|A0A1W2PRE2_HUMAN	tr|A0A8I3QXN9|A0A8I3QXN9_CANLF
OG0012834	sp|Q8TBC5|ZSC18_HUMAN	tr|A0A8I3RPG0|A0A8I3RPG0_CANLF
OG0012835	sp|Q14964|RB39A_HUMAN	tr|A0A8I3RRI9|A0A8I3RRI9_CANLF
OG0012836	sp|Q56UN5|M3K19_HUMAN	tr|A0A8I3RUN2|A0A8I3RUN2_CANLF
OG0012837	sp|P48378|RFX2_HUMAN	tr|A0A8I3RWS0|A0A8I3RWS0_CANLF
OG0012838	sp|P0CG21|NHLC4_HUMAN	tr|A0A8I3SBB7|A0A8I3SBB7_CANLF
OG0012839	sp|Q8N9S9|SNX31_HUMAN	tr|A0A8I3SBI0|A0A8I3SBI0_CANLF
OG0012840	sp|Q9UBW5|BIN2_HUMAN	tr|A0A8P0NA18|A0A8P0NA18_CANLF
OG0012841	sp|Q96PM9|Z385A_HUMAN	tr|A0A8P0NR81|A0A8P0NR81_CANLF
OG0012842	sp|Q7Z7L7|ZER1_HUMAN	tr|A0A8P0T4Q6|A0A8P0T4Q6_CANLF
OG0012843	sp|P83881|RL36A_HUMAN	sp|D0VWQ4|RL36A_CANLF
OG0012844	sp|P43116|PE2R2_HUMAN	sp|Q9XT82|PE2R2_CANLF
OG0012845	sp|Q9BXA9|SALL3_HUMAN	tr|A0A8I3MAB4|A0A8I3MAB4_CANLF
OG0012846	sp|O60500|NPHN_HUMAN	tr|A0A8I3MDE9|A0A8I3MDE9_CANLF
OG0012847	sp|P31512|FMO4_HUMAN	tr|A0A8I3MFK6|A0A8I3MFK6_CANLF
OG0012848	sp|Q64LD2|WDR25_HUMAN	tr|A0A8I3MWC4|A0A8I3MWC4_CANLF
OG0012849	sp|Q96K80|ZC3HA_HUMAN	tr|A0A8I3MXF4|A0A8I3MXF4_CANLF
OG0012850	sp|Q8TDC0|MYOZ3_HUMAN	tr|A0A8I3MZW2|A0A8I3MZW2_CANLF
OG0012851	sp|Q93063|EXT2_HUMAN	tr|A0A8I3N266|A0A8I3N266_CANLF
OG0012852	sp|Q9BW30|TPPP3_HUMAN	tr|A0A8I3N563|A0A8I3N563_CANLF
OG0012853	sp|Q96QA5|GSDMA_HUMAN	tr|A0A8I3N5U6|A0A8I3N5U6_CANLF
OG0012854	sp|Q8NBQ7|AQP11_HUMAN	tr|A0A8I3N7P7|A0A8I3N7P7_CANLF
OG0012855	sp|O95125|ZN202_HUMAN	tr|A0A8I3NC80|A0A8I3NC80_CANLF
OG0012856	sp|Q68DK7|MSL1_HUMAN	tr|A0A8I3NDW9|A0A8I3NDW9_CANLF
OG0012857	sp|Q86WR0|CCD25_HUMAN	tr|A0A8I3NEF3|A0A8I3NEF3_CANLF
OG0012858	sp|Q99733|NP1L4_HUMAN	tr|A0A8I3NFR7|A0A8I3NFR7_CANLF
OG0012859	sp|O43927|CXL13_HUMAN	tr|A0A8I3NMN5|A0A8I3NMN5_CANLF
OG0012860	sp|Q8N159|NAGS_HUMAN	tr|A0A8I3NPA9|A0A8I3NPA9_CANLF
OG0012861	sp|Q12979|ABR_HUMAN	tr|A0A8I3NS17|A0A8I3NS17_CANLF
OG0012862	sp|Q8NBR6|MINY2_HUMAN	tr|A0A8I3NUV4|A0A8I3NUV4_CANLF
OG0012863	sp|P49770|EI2BB_HUMAN	tr|A0A8I3NV56|A0A8I3NV56_CANLF
OG0012864	sp|Q8NGF9|OR4X2_HUMAN	tr|A0A8I3NZL5|A0A8I3NZL5_CANLF
OG0012865	sp|P35914|HMGCL_HUMAN	tr|A0A8I3P3W0|A0A8I3P3W0_CANLF
OG0012866	sp|Q8WWM9|CYGB_HUMAN	tr|A0A8I3PA77|A0A8I3PA77_CANLF
OG0012867	sp|Q8N412|STPG2_HUMAN	tr|A0A8I3PGW0|A0A8I3PGW0_CANLF
OG0012868	sp|Q70Z35|PREX2_HUMAN	tr|A0A8I3PHG9|A0A8I3PHG9_CANLF
OG0012869	sp|Q16342|PDCD2_HUMAN	tr|A0A8I3PIX1|A0A8I3PIX1_CANLF
OG0012870	sp|Q70EL3|UBP50_HUMAN	tr|A0A8I3PLB2|A0A8I3PLB2_CANLF
OG0012871	sp|Q14CX5|MF13A_HUMAN	tr|A0A8I3PM47|A0A8I3PM47_CANLF
OG0012872	sp|O60662|KLH41_HUMAN	tr|A0A8I3PN10|A0A8I3PN10_CANLF
OG0012873	sp|Q8IWT6|LRC8A_HUMAN	tr|A0A8I3PQW0|A0A8I3PQW0_CANLF
OG0012874	sp|P21128|ENDOU_HUMAN	tr|A0A8I3PWL3|A0A8I3PWL3_CANLF
OG0012875	sp|Q8IU99|CAHM1_HUMAN	tr|A0A8I3Q1Y0|A0A8I3Q1Y0_CANLF
OG0012876	sp|Q68CQ7|GL8D1_HUMAN	tr|A0A8I3Q272|A0A8I3Q272_CANLF
OG0012877	sp|Q6UXF1|TM108_HUMAN	tr|A0A8I3Q918|A0A8I3Q918_CANLF
OG0012878	sp|Q9BWX1|PHF7_HUMAN	tr|A0A8I3QAG3|A0A8I3QAG3_CANLF
OG0012879	sp|Q5TKA1|LIN9_HUMAN	tr|A0A8I3RW42|A0A8I3RW42_CANLF
OG0012880	sp|O94889|KLH18_HUMAN	tr|A0A8I3RWT6|A0A8I3RWT6_CANLF
OG0012881	sp|Q9BWW7|SCRT1_HUMAN	tr|A0A8I3RXK3|A0A8I3RXK3_CANLF
OG0012882	sp|O96014|WNT11_HUMAN	tr|A0A8I3RY70|A0A8I3RY70_CANLF
OG0012883	sp|Q86VH4|LRRT4_HUMAN	tr|A0A8I3S1W1|A0A8I3S1W1_CANLF
OG0012884	tr|B7Z3J9|B7Z3J9_HUMAN	tr|A0A8I3S549|A0A8I3S549_CANLF
OG0012885	sp|Q8WYQ3|CHC10_HUMAN	tr|A0A8P0PIH4|A0A8P0PIH4_CANLF
OG0012886	sp|Q9H1B5|XYLT2_HUMAN	sp|Q5QQ50|XYLT2_CANLF
OG0012887	sp|P37023|ACVL1_HUMAN	tr|A0A7I8AUV5|A0A7I8AUV5_CANLF
OG0012888	sp|C9JI98|TM238_HUMAN	tr|A0A8I3MCJ7|A0A8I3MCJ7_CANLF
OG0012889	sp|Q9NVH2|INT7_HUMAN	tr|A0A8I3MIC8|A0A8I3MIC8_CANLF
OG0012890	sp|Q15517|CDSN_HUMAN	tr|A0A8I3MP57|A0A8I3MP57_CANLF
OG0012891	sp|P46531|NOTC1_HUMAN	tr|A0A8I3MTK6|A0A8I3MTK6_CANLF
OG0012892	sp|Q70EL2|UBP45_HUMAN	tr|A0A8I3MU41|A0A8I3MU41_CANLF
OG0012893	sp|P56747|CLD6_HUMAN	tr|A0A8I3MUY9|A0A8I3MUY9_CANLF
OG0012894	sp|O75694|NU155_HUMAN	tr|A0A8I3MW92|A0A8I3MW92_CANLF
OG0012895	sp|P54577|SYYC_HUMAN	tr|A0A8I3MXN7|A0A8I3MXN7_CANLF
OG0012896	sp|Q8TB45|DPTOR_HUMAN	tr|A0A8I3N593|A0A8I3N593_CANLF
OG0012897	sp|Q86WJ1|CHD1L_HUMAN	tr|A0A8I3N7P3|A0A8I3N7P3_CANLF
