Orthogroup	Homo_sapiens	Felis_catus
OG0014008	sp|Q9Y4K3|TRAF6_HUMAN	tr|A0A337SQ77|A0A337SQ77_FELCA
OG0014009	sp|Q96M60|F227B_HUMAN	tr|A0A337SSU7|A0A337SSU7_FELCA
OG0014010	sp|Q14680|MELK_HUMAN	tr|A0A337STU0|A0A337STU0_FELCA
OG0014011	sp|Q9UPC5|GPR34_HUMAN	tr|A0A5F5XBZ1|A0A5F5XBZ1_FELCA
OG0014012	sp|Q9BQE6|LBHD1_HUMAN	tr|A0A5F5XHH1|A0A5F5XHH1_FELCA
OG0014013	sp|Q9UEE9|CFDP1_HUMAN	tr|A0A5F5XHV5|A0A5F5XHV5_FELCA
OG0014014	sp|P0C671|BNIP5_HUMAN	tr|A0A5F5XJG8|A0A5F5XJG8_FELCA
OG0014015	sp|Q63HM9|PLCX3_HUMAN	tr|A0A5F5XMC8|A0A5F5XMC8_FELCA
OG0014016	sp|Q5SWH9|TMM69_HUMAN	tr|A0A5F5XNC8|A0A5F5XNC8_FELCA
OG0014017	sp|Q9H341|O51M1_HUMAN	tr|A0A5F5XRA2|A0A5F5XRA2_FELCA
OG0014018	sp|Q9UNH6|SNX7_HUMAN	tr|A0A5F5XT48|A0A5F5XT48_FELCA
OG0014019	sp|Q2KHM9|MOONR_HUMAN	tr|A0A5F5XWM8|A0A5F5XWM8_FELCA
OG0014020	sp|P14209|CD99_HUMAN	tr|A0A5F5XXW7|A0A5F5XXW7_FELCA
OG0014021	sp|Q6NY19|KANK3_HUMAN	tr|A0A5F5Y0Q5|A0A5F5Y0Q5_FELCA
OG0014022	sp|Q8N5I2|ARRD1_HUMAN	tr|A0A5F5Y690|A0A5F5Y690_FELCA
OG0014023	sp|Q96KS0|EGLN2_HUMAN	tr|A0A5K1UXL8|A0A5K1UXL8_FELCA
OG0014024	sp|P02746|C1QB_HUMAN	tr|M3VUY9|M3VUY9_FELCA
OG0014025	sp|P50120|RET2_HUMAN	tr|M3VWQ0|M3VWQ0_FELCA
OG0014026	sp|Q03169|TNAP2_HUMAN	tr|M3VY52|M3VY52_FELCA
OG0014027	sp|Q9BYW1|GTR11_HUMAN	tr|M3W1I2|M3W1I2_FELCA
OG0014028	sp|Q9P2H3|IFT80_HUMAN	tr|M3W3U8|M3W3U8_FELCA
OG0014029	sp|Q6N063|OGFD2_HUMAN	tr|M3W5C5|M3W5C5_FELCA
OG0014030	sp|Q96BY7|ATG2B_HUMAN	tr|M3W6H5|M3W6H5_FELCA
OG0014031	sp|Q8TF01|PNISR_HUMAN	tr|M3W788|M3W788_FELCA
OG0014032	sp|Q9Y676|RT18B_HUMAN	tr|M3W859|M3W859_FELCA
OG0014033	sp|Q86WZ0|HEAT4_HUMAN	tr|M3W915|M3W915_FELCA
OG0014034	sp|Q70EL3|UBP50_HUMAN	tr|M3W9V8|M3W9V8_FELCA
OG0014035	sp|Q8NCU4|CC191_HUMAN	tr|M3WBN2|M3WBN2_FELCA
OG0014036	sp|P62995|TRA2B_HUMAN	tr|M3WDF5|M3WDF5_FELCA
OG0014037	sp|Q96QP1|ALPK1_HUMAN	tr|M3WDS3|M3WDS3_FELCA
OG0014038	sp|Q8N7X0|ADGB_HUMAN	tr|M3WF99|M3WF99_FELCA
OG0014039	sp|P35269|T2FA_HUMAN	tr|M3WH34|M3WH34_FELCA
OG0014040	sp|P04196|HRG_HUMAN	tr|M3WJM9|M3WJM9_FELCA
OG0014041	sp|P35212|CXA4_HUMAN	tr|M3WK01|M3WK01_FELCA
OG0014042	sp|Q96HA7|TONSL_HUMAN	tr|M3WKL8|M3WKL8_FELCA
OG0014043	sp|Q9HD20|AT131_HUMAN	tr|M3WKW4|M3WKW4_FELCA
OG0014044	sp|P49888|ST1E1_HUMAN	tr|M3WNI3|M3WNI3_FELCA
OG0014045	sp|Q2M2I3|FA83E_HUMAN	tr|M3WNY4|M3WNY4_FELCA
OG0014046	sp|Q7L4I2|RSRC2_HUMAN	tr|M3WQD2|M3WQD2_FELCA
OG0014047	sp|Q8IUR5|TMTC1_HUMAN	tr|M3WTH9|M3WTH9_FELCA
OG0014048	sp|P29034|S10A2_HUMAN	tr|M3WUI8|M3WUI8_FELCA
OG0014049	sp|O15514|RPB4_HUMAN	tr|M3WUR6|M3WUR6_FELCA
OG0014050	sp|Q5T653|RM02_HUMAN	tr|M3WVB0|M3WVB0_FELCA
OG0014051	sp|Q9Y5R8|TPPC1_HUMAN	tr|M3WYU8|M3WYU8_FELCA
OG0014052	sp|O60220|TIM8A_HUMAN	tr|M3X1J7|M3X1J7_FELCA
OG0014053	sp|Q86WS4|CL040_HUMAN	tr|M3X3U4|M3X3U4_FELCA
OG0014054	sp|A0A087WXM9|MEIKN_HUMAN	tr|M3X4R4|M3X4R4_FELCA
OG0014055	sp|Q15814|TBCC_HUMAN	tr|M3X6R2|M3X6R2_FELCA
OG0014056	sp|Q15762|CD226_HUMAN	tr|M3X6S1|M3X6S1_FELCA
OG0014057	sp|Q9NPA8|ENY2_HUMAN	tr|M3XCF2|M3XCF2_FELCA
OG0014058	sp|Q6ZRR5|TLCD5_HUMAN	tr|M3XD02|M3XD02_FELCA
OG0014059	sp|Q8N6M3|FITM2_HUMAN	tr|A0A2I2U5E7|A0A2I2U5E7_FELCA
OG0014060	sp|Q9UBY9|HSPB7_HUMAN	tr|A0A2I2UAT1|A0A2I2UAT1_FELCA
OG0014061	sp|A6NMK8|INY2B_HUMAN	tr|A0A2I2UDD8|A0A2I2UDD8_FELCA
OG0014062	sp|Q15283|RASA2_HUMAN	tr|A0A2I2UFX2|A0A2I2UFX2_FELCA
OG0014063	sp|Q9BY41|HDAC8_HUMAN	tr|A0A2I2UIS7|A0A2I2UIS7_FELCA
OG0014064	sp|Q6EBC2|IL31_HUMAN	tr|A0A2I2UKP7|A0A2I2UKP7_FELCA
OG0014065	sp|Q99614|TTC1_HUMAN	tr|A0A2I2UKY5|A0A2I2UKY5_FELCA
OG0014066	sp|P31323|KAP3_HUMAN	tr|A0A2I2UL43|A0A2I2UL43_FELCA
OG0014067	sp|O43653|PSCA_HUMAN	tr|A0A2I2UM62|A0A2I2UM62_FELCA
OG0014068	sp|Q01954|BNC1_HUMAN	tr|A0A2I2UMS0|A0A2I2UMS0_FELCA
OG0014069	sp|Q8TAQ5|ZN420_HUMAN	tr|A0A2I2UN08|A0A2I2UN08_FELCA
OG0014070	sp|P53370|NUDT6_HUMAN	tr|A0A2I2UNU8|A0A2I2UNU8_FELCA
OG0014071	sp|O15371|EIF3D_HUMAN	tr|A0A2I2UQW4|A0A2I2UQW4_FELCA
OG0014072	sp|P35659|DEK_HUMAN	tr|A0A2I2USE2|A0A2I2USE2_FELCA
OG0014073	sp|O43822|CF410_HUMAN	tr|A0A2I2UVU6|A0A2I2UVU6_FELCA
OG0014074	sp|Q14914|PTGR1_HUMAN	tr|A0A2I2V040|A0A2I2V040_FELCA
OG0014075	sp|A6NI61|MYMK_HUMAN	tr|A0A2I2V1H5|A0A2I2V1H5_FELCA
OG0014076	sp|Q5VZ18|SHE_HUMAN	tr|A0A2I2V2D9|A0A2I2V2D9_FELCA
OG0014077	sp|A5PLN9|TPC13_HUMAN	tr|A0A337SBS2|A0A337SBS2_FELCA
OG0014078	sp|Q8NAA5|LR75A_HUMAN	tr|A0A337SI86|A0A337SI86_FELCA
OG0014079	sp|P51570|GALK1_HUMAN	tr|A0A337SIE8|A0A337SIE8_FELCA
OG0014080	sp|Q07011|TNR9_HUMAN	tr|A0A337SMQ1|A0A337SMQ1_FELCA
OG0014081	sp|P42166|LAP2A_HUMAN	tr|A0A337SQ19|A0A337SQ19_FELCA
OG0014082	sp|Q9C056|NKX62_HUMAN	tr|A0A337STK8|A0A337STK8_FELCA
OG0014083	sp|Q9UKN5|PRDM4_HUMAN	tr|A0A5F5XFY0|A0A5F5XFY0_FELCA
OG0014084	sp|O43426|SYNJ1_HUMAN	tr|A0A5F5XGV6|A0A5F5XGV6_FELCA
OG0014085	sp|Q9HCU9|BRMS1_HUMAN	tr|A0A5F5XLK3|A0A5F5XLK3_FELCA
OG0014086	sp|Q12830|BPTF_HUMAN	tr|A0A5F5XMI2|A0A5F5XMI2_FELCA
OG0014087	sp|Q3SXP7|SHSL1_HUMAN	tr|A0A5F5XN90|A0A5F5XN90_FELCA
OG0014088	sp|Q5BJH2|TM128_HUMAN	tr|A0A5F5XQ59|A0A5F5XQ59_FELCA
OG0014089	sp|A6NC42|DPPA5_HUMAN	tr|A0A5F5XT56|A0A5F5XT56_FELCA
OG0014090	sp|Q99595|TI17A_HUMAN	tr|A0A5F5XTD6|A0A5F5XTD6_FELCA
OG0014091	sp|A0A096LP01|SIM26_HUMAN	tr|A0A5F5XWA1|A0A5F5XWA1_FELCA
OG0014092	sp|P57764|GSDMD_HUMAN	tr|A0A5F5XWU4|A0A5F5XWU4_FELCA
OG0014093	sp|Q13263|TIF1B_HUMAN	tr|A0A5F5Y6Z4|A0A5F5Y6Z4_FELCA
OG0014094	sp|Q96B23|CR025_HUMAN	tr|A0A5K1TXB0|A0A5K1TXB0_FELCA
OG0014095	sp|Q9BVG3|TRI62_HUMAN	tr|K7ZRL3|K7ZRL3_FELCA
OG0014096	sp|Q5JXC2|MIIP_HUMAN	tr|M3VU20|M3VU20_FELCA
OG0014097	sp|Q9NSB4|KRT82_HUMAN	tr|M3VUF5|M3VUF5_FELCA
OG0014098	sp|O14957|QCR10_HUMAN	tr|M3VYU3|M3VYU3_FELCA
OG0014099	sp|Q8NE28|STKL1_HUMAN	tr|M3W0X3|M3W0X3_FELCA
OG0014100	sp|A6NMZ2|SNTAN_HUMAN	tr|M3W138|M3W138_FELCA
OG0014101	sp|Q3KR37|ASTRB_HUMAN	tr|M3W1Z8|M3W1Z8_FELCA
OG0014102	sp|Q7Z7L7|ZER1_HUMAN	tr|M3W4U4|M3W4U4_FELCA
OG0014103	sp|Q96NN9|AIFM3_HUMAN	tr|M3W545|M3W545_FELCA
OG0014104	sp|P52732|KIF11_HUMAN	tr|M3W5I0|M3W5I0_FELCA
OG0014105	sp|P56537|IF6_HUMAN	tr|M3W5W5|M3W5W5_FELCA
OG0014106	sp|Q13823|NOG2_HUMAN	tr|M3WA66|M3WA66_FELCA
OG0014107	sp|Q8N8A6|DDX51_HUMAN	tr|M3WDX4|M3WDX4_FELCA
OG0014108	sp|Q9NQ03|SCRT2_HUMAN	tr|M3WE69|M3WE69_FELCA
OG0014109	sp|Q7LGC8|CHST3_HUMAN	tr|M3WI48|M3WI48_FELCA
OG0014110	sp|Q8TF74|WIPF2_HUMAN	tr|M3WLR8|M3WLR8_FELCA
OG0014111	sp|A8MVS5|HIDE1_HUMAN	tr|M3WNI7|M3WNI7_FELCA
OG0014112	sp|Q5TAB7|RIPP2_HUMAN	tr|M3WSP8|M3WSP8_FELCA
OG0014113	sp|Q96LM5|CD045_HUMAN	tr|M3WWA5|M3WWA5_FELCA
OG0014114	sp|Q69YZ2|T200B_HUMAN	tr|M3WXB4|M3WXB4_FELCA
OG0014115	sp|Q9BVT8|TMUB1_HUMAN	tr|M3X178|M3X178_FELCA
OG0014116	sp|Q8WW35|DYT2B_HUMAN	tr|M3X1Q3|M3X1Q3_FELCA
OG0014117	sp|Q9H6F2|TM38A_HUMAN	tr|M3X1U3|M3X1U3_FELCA
OG0014118	sp|Q96D96|HVCN1_HUMAN	tr|M3X2E4|M3X2E4_FELCA
OG0014119	sp|Q96JK4|HIPL1_HUMAN	tr|M3X2M1|M3X2M1_FELCA
OG0014120	sp|Q16181|SEPT7_HUMAN	tr|M3X872|M3X872_FELCA
OG0014121	sp|Q5BKZ1|ZN326_HUMAN	tr|M3X8Q9|M3X8Q9_FELCA
OG0014122	sp|Q9NQX1|PRDM5_HUMAN	tr|M3XB00|M3XB00_FELCA
OG0014123	sp|P27105|STOM_HUMAN	tr|M3XCB8|M3XCB8_FELCA
OG0014124	sp|P07237|PDIA1_HUMAN	tr|M3XCN6|M3XCN6_FELCA
OG0014125	sp|Q14563|SEM3A_HUMAN	tr|M3XD52|M3XD52_FELCA
OG0014126	sp|Q8NA57|CL050_HUMAN	tr|M3XEB7|M3XEB7_FELCA
OG0014127	sp|Q15475|SIX1_HUMAN	tr|M3XF50|M3XF50_FELCA
OG0014128	sp|Q86UN2|R4RL1_HUMAN	tr|A0A2I2U066|A0A2I2U066_FELCA
OG0014129	sp|A6NJI1|CK086_HUMAN	tr|A0A2I2U096|A0A2I2U096_FELCA
OG0014130	sp|Q15651|HMGN3_HUMAN	tr|A0A2I2U6Q0|A0A2I2U6Q0_FELCA
OG0014131	sp|Q96DA2|RB39B_HUMAN	tr|A0A2I2UDI6|A0A2I2UDI6_FELCA
OG0014132	sp|Q92844|TANK_HUMAN	tr|A0A2I2UKR7|A0A2I2UKR7_FELCA
OG0014133	sp|O43312|MTSS1_HUMAN	tr|A0A2I2URB2|A0A2I2URB2_FELCA
OG0014134	sp|Q9BXJ5|C1QT2_HUMAN	tr|A0A2I2USM0|A0A2I2USM0_FELCA
OG0014135	sp|Q6N021|TET2_HUMAN	tr|A0A2I2UV82|A0A2I2UV82_FELCA
OG0014136	sp|Q86Z02|HIPK1_HUMAN	tr|A0A2I2UY35|A0A2I2UY35_FELCA
OG0014137	sp|Q14896|MYPC3_HUMAN	tr|A0A2I2V363|A0A2I2V363_FELCA
OG0014138	sp|Q9P1Q0|VPS54_HUMAN	tr|A0A2I2V3Y8|A0A2I2V3Y8_FELCA
OG0014139	sp|Q52LJ0|FA98B_HUMAN	tr|A0A337S3P3|A0A337S3P3_FELCA
OG0014140	sp|O60237|MYPT2_HUMAN	tr|A0A337S3Q2|A0A337S3Q2_FELCA
OG0014141	sp|Q008S8|ECT2L_HUMAN	tr|A0A337S633|A0A337S633_FELCA
OG0014142	sp|Q9UL45|BL1S6_HUMAN	tr|A0A337S6D6|A0A337S6D6_FELCA
OG0014143	sp|Q8N4K4|RPRML_HUMAN	tr|A0A337S6G0|A0A337S6G0_FELCA
OG0014144	sp|P21757|MSRE_HUMAN	tr|A0A337S8W1|A0A337S8W1_FELCA
OG0014145	sp|O60260|PRKN_HUMAN	tr|A0A337SB33|A0A337SB33_FELCA
OG0014146	sp|Q96C11|FGGY_HUMAN	tr|A0A337SGJ6|A0A337SGJ6_FELCA
OG0014147	sp|Q9NQB0|TF7L2_HUMAN	tr|A0A337SGT3|A0A337SGT3_FELCA
OG0014148	sp|Q8IW70|T151B_HUMAN	tr|A0A337SIF6|A0A337SIF6_FELCA
OG0014149	sp|Q96IY1|NSL1_HUMAN	tr|A0A337SLD5|A0A337SLD5_FELCA
OG0014150	sp|Q3KP44|ANR55_HUMAN	tr|A0A337SNZ4|A0A337SNZ4_FELCA
OG0014151	sp|P01130|LDLR_HUMAN	tr|A0A337SRL4|A0A337SRL4_FELCA
OG0014152	sp|O60674|JAK2_HUMAN	tr|A0A337SUR0|A0A337SUR0_FELCA
OG0014153	sp|P58304|VSX2_HUMAN	tr|A0A337SVZ9|A0A337SVZ9_FELCA
OG0014154	sp|Q9Y4A5|TRRAP_HUMAN	tr|A0A5F5XDL6|A0A5F5XDL6_FELCA
OG0014155	sp|Q15027|ACAP1_HUMAN	tr|A0A5F5XGX3|A0A5F5XGX3_FELCA
OG0014156	sp|Q9NSD9|SYFB_HUMAN	tr|A0A5F5XL04|A0A5F5XL04_FELCA
OG0014157	sp|Q99807|COQ7_HUMAN	tr|A0A5F5XL38|A0A5F5XL38_FELCA
OG0014158	sp|Q86SG2|ANR23_HUMAN	tr|A0A5F5XM56|A0A5F5XM56_FELCA
OG0014159	sp|B5MCY1|TDR15_HUMAN	tr|A0A5F5XWA7|A0A5F5XWA7_FELCA
OG0014160	sp|Q9NQR1|KMT5A_HUMAN	tr|A0A5F5XWR8|A0A5F5XWR8_FELCA
OG0014161	sp|O15085|ARHGB_HUMAN	tr|A0A5F5Y1C6|A0A5F5Y1C6_FELCA
OG0014162	sp|Q8IZU8|DSEL_HUMAN	tr|A0A5F5Y3C0|A0A5F5Y3C0_FELCA
OG0014163	sp|Q8WUX1|S38A5_HUMAN	tr|A0A5F5Y5J5|A0A5F5Y5J5_FELCA
OG0014164	sp|Q6TFL3|CC171_HUMAN	tr|M3VV81|M3VV81_FELCA
OG0014165	sp|O43678|NDUA2_HUMAN	tr|M3VWC9|M3VWC9_FELCA
OG0014166	sp|Q15562|TEAD2_HUMAN	tr|M3VWT4|M3VWT4_FELCA
OG0014167	sp|Q8N6L0|KASH5_HUMAN	tr|M3VWT5|M3VWT5_FELCA
OG0014168	sp|Q9BVA0|KTNB1_HUMAN	tr|M3VYZ0|M3VYZ0_FELCA
OG0014169	sp|Q5T7M4|ADIPL_HUMAN	tr|M3W079|M3W079_FELCA
OG0014170	sp|Q92889|XPF_HUMAN	tr|M3W1H2|M3W1H2_FELCA
OG0014171	sp|Q6FI81|CPIN1_HUMAN	tr|M3W2N4|M3W2N4_FELCA
OG0014172	sp|Q6P1J6|PLB1_HUMAN	tr|M3W3L4|M3W3L4_FELCA
OG0014173	sp|Q8N163|CCAR2_HUMAN	tr|M3W4H2|M3W4H2_FELCA
OG0014174	sp|Q9BTX7|TTPAL_HUMAN	tr|M3W942|M3W942_FELCA
OG0014175	sp|Q9BRB3|PIGQ_HUMAN	tr|M3W9C6|M3W9C6_FELCA
OG0014176	sp|Q400G9|AMZ1_HUMAN	tr|M3W9T9|M3W9T9_FELCA
OG0014177	sp|Q1X8D7|LRC36_HUMAN	tr|M3WB47|M3WB47_FELCA
OG0014178	sp|P53674|CRBB1_HUMAN	tr|M3WDS8|M3WDS8_FELCA
OG0014179	sp|Q9H7P9|PKHG2_HUMAN	tr|M3WDU6|M3WDU6_FELCA
OG0014180	sp|Q8TDY8|IGDC4_HUMAN	tr|M3WF57|M3WF57_FELCA
OG0014181	sp|Q92953|KCNB2_HUMAN	tr|M3WH41|M3WH41_FELCA
OG0014182	sp|O14964|HGS_HUMAN	tr|M3WHW4|M3WHW4_FELCA
OG0014183	sp|Q8TEA8|DTD1_HUMAN	tr|M3WJJ9|M3WJJ9_FELCA
OG0014184	sp|P08709|FA7_HUMAN	tr|M3WKC6|M3WKC6_FELCA
OG0014185	sp|Q9Y6Q9|NCOA3_HUMAN	tr|M3WLT4|M3WLT4_FELCA
OG0014186	sp|Q5GH70|XKR9_HUMAN	tr|M3WQH5|M3WQH5_FELCA
OG0014187	sp|Q7Z6J0|SH3R1_HUMAN	tr|M3WTG7|M3WTG7_FELCA
OG0014188	sp|P56750|CLD17_HUMAN	tr|M3WXT4|M3WXT4_FELCA
OG0014189	sp|B8ZZ34|SHSA8_HUMAN	tr|M3X0T6|M3X0T6_FELCA
OG0014190	sp|P35573|GDE_HUMAN	tr|M3X112|M3X112_FELCA
OG0014191	sp|P61916|NPC2_HUMAN	tr|M3X1L5|M3X1L5_FELCA
OG0014192	sp|Q9UBB5|MBD2_HUMAN	tr|M3X3X1|M3X3X1_FELCA
OG0014193	sp|Q8WUQ7|CATIN_HUMAN	tr|M3X4H8|M3X4H8_FELCA
OG0014194	sp|Q9NX57|RAB20_HUMAN	tr|M3X684|M3X684_FELCA
OG0014195	sp|C9JDP6|CLD25_HUMAN	tr|M3X7L8|M3X7L8_FELCA
OG0014196	sp|Q8NEE8|TTC16_HUMAN	tr|M3X8Q1|M3X8Q1_FELCA
OG0014197	sp|Q6UW78|UQCC3_HUMAN	tr|M3X8X0|M3X8X0_FELCA
OG0014198	sp|Q9Y672|ALG6_HUMAN	tr|M3X9T8|M3X9T8_FELCA
OG0014199	sp|Q9BUL8|PDC10_HUMAN	tr|M3X9Y6|M3X9Y6_FELCA
OG0014200	sp|Q68DH5|LMBD2_HUMAN	tr|M3XAG4|M3XAG4_FELCA
OG0014201	sp|Q9BXS9|S26A6_HUMAN	tr|M3XAI1|M3XAI1_FELCA
OG0014202	sp|Q9Y6W3|CAN7_HUMAN	tr|M3XEV5|M3XEV5_FELCA
OG0014203	sp|Q5HYL7|TM196_HUMAN	tr|A0A2I2U8Z7|A0A2I2U8Z7_FELCA
OG0014204	sp|Q69YN4|VIR_HUMAN	tr|A0A2I2UHJ3|A0A2I2UHJ3_FELCA
OG0014205	sp|Q99966|CITE1_HUMAN	tr|A0A2I2UIT5|A0A2I2UIT5_FELCA
OG0014206	sp|O15027|SC16A_HUMAN	tr|A0A2I2URC0|A0A2I2URC0_FELCA
OG0014207	sp|Q9HCD6|TANC2_HUMAN	tr|A0A2I2V499|A0A2I2V499_FELCA
OG0014208	sp|Q9UJT9|FBXL7_HUMAN	tr|A0A337RW82|A0A337RW82_FELCA
OG0014209	sp|Q5T230|UTF1_HUMAN	tr|A0A337S2E6|A0A337S2E6_FELCA
OG0014210	sp|P16035|TIMP2_HUMAN	tr|A0A337SHQ6|A0A337SHQ6_FELCA
OG0014211	sp|Q6ZNG2|DBX2_HUMAN	tr|A0A337SMI9|A0A337SMI9_FELCA
OG0014212	sp|Q6ZMN7|PZRN4_HUMAN	tr|A0A337SQA0|A0A337SQA0_FELCA
OG0014213	sp|Q8ND83|SLAI1_HUMAN	tr|A0A337SS89|A0A337SS89_FELCA
OG0014214	sp|Q9H7X2|CA115_HUMAN	tr|A0A337SSJ3|A0A337SSJ3_FELCA
OG0014215	sp|Q9Y3P9|RBGP1_HUMAN	tr|A0A337SU35|A0A337SU35_FELCA
OG0014216	sp|O94818|NOL4_HUMAN	tr|A0A337SVW5|A0A337SVW5_FELCA
OG0014217	sp|Q0VDG4|SCRN3_HUMAN	tr|A0A5F5XFF0|A0A5F5XFF0_FELCA
OG0014218	sp|Q8N9Z9|LMTD1_HUMAN	tr|A0A5F5XGW7|A0A5F5XGW7_FELCA
OG0014219	sp|Q96RI0|PAR4_HUMAN	tr|A0A5F5XJT8|A0A5F5XJT8_FELCA
OG0014220	sp|Q8WWB3|DYDC1_HUMAN	tr|A0A5F5XKA3|A0A5F5XKA3_FELCA
OG0014221	sp|O95644|NFAC1_HUMAN	tr|A0A5F5XKD9|A0A5F5XKD9_FELCA
OG0014222	sp|Q9ULL4|PLXB3_HUMAN	tr|A0A5F5XLD9|A0A5F5XLD9_FELCA
OG0014223	sp|Q96MH6|TMM68_HUMAN	tr|A0A5F5XM85|A0A5F5XM85_FELCA
OG0014224	sp|O76090|BEST1_HUMAN	tr|A0A5F5XWI7|A0A5F5XWI7_FELCA
OG0014225	sp|O60312|AT10A_HUMAN	tr|A0A5F5XXL9|A0A5F5XXL9_FELCA
OG0014226	sp|Q96RN1|S26A8_HUMAN	tr|A0A5F5XY92|A0A5F5XY92_FELCA
OG0014227	sp|P30408|T4S1_HUMAN	tr|A0A5F5XYD9|A0A5F5XYD9_FELCA
OG0014228	sp|O75150|BRE1B_HUMAN	tr|A0A5F5XYG6|A0A5F5XYG6_FELCA
OG0014229	sp|Q96P70|IPO9_HUMAN	tr|A0A5F5Y0C5|A0A5F5Y0C5_FELCA
OG0014230	sp|Q9GZZ7|GFRA4_HUMAN	tr|A0A5F5Y5E9|A0A5F5Y5E9_FELCA
OG0014231	sp|Q96ER3|SAAL1_HUMAN	tr|M3VUA7|M3VUA7_FELCA
OG0014232	sp|Q6ZRS4|ITPI1_HUMAN	tr|M3VUA9|M3VUA9_FELCA
OG0014233	sp|Q6IPT2|GAR5A_HUMAN	tr|M3VUJ8|M3VUJ8_FELCA
OG0014234	sp|P23378|GCSP_HUMAN	tr|M3VUR9|M3VUR9_FELCA
OG0014235	sp|Q76FK4|NOL8_HUMAN	tr|M3VVG7|M3VVG7_FELCA
OG0014236	sp|P55072|TERA_HUMAN	tr|M3VW05|M3VW05_FELCA
OG0014237	sp|Q02643|GHRHR_HUMAN	tr|M3VYQ3|M3VYQ3_FELCA
OG0014238	sp|Q504Y2|PKDCC_HUMAN	tr|M3VZS6|M3VZS6_FELCA
OG0014239	sp|P13994|YJU2B_HUMAN	tr|M3W0U3|M3W0U3_FELCA
OG0014240	sp|Q96MW1|CCD43_HUMAN	tr|M3W438|M3W438_FELCA
OG0014241	sp|O00180|KCNK1_HUMAN	tr|M3W648|M3W648_FELCA
OG0014242	sp|P51659|DHB4_HUMAN	tr|M3W9K8|M3W9K8_FELCA
OG0014243	sp|Q96J02|ITCH_HUMAN	tr|M3WA81|M3WA81_FELCA
OG0014244	sp|Q2TBA0|KLH40_HUMAN	tr|M3WAE5|M3WAE5_FELCA
OG0014245	sp|Q9NVE7|PANK4_HUMAN	tr|M3WBL4|M3WBL4_FELCA
OG0014246	sp|P15924|DESP_HUMAN	tr|M3WCK3|M3WCK3_FELCA
OG0014247	sp|Q9H2A3|NGN2_HUMAN	tr|M3WDS4|M3WDS4_FELCA
OG0014248	sp|O75385|ULK1_HUMAN	tr|M3WDX1|M3WDX1_FELCA
OG0014249	sp|O43776|SYNC_HUMAN	tr|M3WDZ9|M3WDZ9_FELCA
OG0014250	sp|Q9BXW9|FACD2_HUMAN	tr|M3WEP9|M3WEP9_FELCA
OG0014251	sp|O75390|CISY_HUMAN	tr|M3WG68|M3WG68_FELCA
OG0014252	sp|Q03167|TGBR3_HUMAN	tr|M3WGE8|M3WGE8_FELCA
OG0014253	sp|P17097|ZNF7_HUMAN	tr|M3WH60|M3WH60_FELCA
OG0014254	sp|P78357|CNTP1_HUMAN	tr|M3WIA1|M3WIA1_FELCA
OG0014255	sp|Q5T0W9|FA83B_HUMAN	tr|M3WIV0|M3WIV0_FELCA
OG0014256	sp|Q8NBI2|CYAC3_HUMAN	tr|M3WJA2|M3WJA2_FELCA
OG0014257	sp|O43395|PRPF3_HUMAN	tr|M3WJS5|M3WJS5_FELCA
OG0014258	sp|O15528|CP27B_HUMAN	tr|M3WL64|M3WL64_FELCA
OG0014259	sp|Q6ICH7|ASPH2_HUMAN	tr|M3WLH2|M3WLH2_FELCA
OG0014260	sp|Q9H095|DRC9_HUMAN	tr|M3WNK5|M3WNK5_FELCA
OG0014261	sp|P61011|SRP54_HUMAN	tr|M3WSB2|M3WSB2_FELCA
OG0014262	sp|P48047|ATPO_HUMAN	tr|M3WSZ4|M3WSZ4_FELCA
OG0014263	sp|O75575|RPC9_HUMAN	tr|M3X2J3|M3X2J3_FELCA
OG0014264	sp|Q9NRC6|SPTN5_HUMAN	tr|M3X304|M3X304_FELCA
OG0014265	sp|Q9BVH7|SIA7E_HUMAN	tr|M3X4H2|M3X4H2_FELCA
OG0014266	sp|A0A1B0GTY4|TEX50_HUMAN	tr|M3X678|M3X678_FELCA
OG0014267	sp|Q9NQG7|HPS4_HUMAN	tr|M3XB55|M3XB55_FELCA
OG0014268	sp|Q96G21|IMP4_HUMAN	tr|M3XDW6|M3XDW6_FELCA
OG0014269	sp|Q5VTL8|PR38B_HUMAN	tr|A0A2I2U3H5|A0A2I2U3H5_FELCA
OG0014270	sp|Q7L1S5|CHST9_HUMAN	tr|A0A2I2U3V3|A0A2I2U3V3_FELCA
OG0014271	sp|Q8N283|ANR35_HUMAN	tr|A0A2I2UC21|A0A2I2UC21_FELCA
OG0014272	sp|Q9H5X1|CIA2A_HUMAN	tr|A0A2I2UE61|A0A2I2UE61_FELCA
OG0014273	sp|O75695|XRP2_HUMAN	tr|A0A2I2UM37|A0A2I2UM37_FELCA
OG0014274	sp|P60022|DEFB1_HUMAN	tr|A0A2I2UUM4|A0A2I2UUM4_FELCA
OG0014275	sp|Q86UU1|PHLB1_HUMAN	tr|A0A2I2UWG1|A0A2I2UWG1_FELCA
OG0014276	sp|A6NGE7|URAD_HUMAN	tr|A0A2I2V3T2|A0A2I2V3T2_FELCA
OG0014277	sp|P49368|TCPG_HUMAN	tr|A0A2I2V532|A0A2I2V532_FELCA
OG0014278	sp|Q5VZ72|IZUM3_HUMAN	tr|A0A337RZ75|A0A337RZ75_FELCA
