Orthogroup	Homo_sapiens	Pongo_abelii
OG0015865	sp|O75398|DEAF1_HUMAN	tr|A0A8I5TP13|A0A8I5TP13_PONAB
OG0015866	sp|O75884|RBBP9_HUMAN	tr|A0A8I5U6P6|A0A8I5U6P6_PONAB
OG0015867	sp|O95405|ZFYV9_HUMAN	tr|A0A2J8V8N7|A0A2J8V8N7_PONAB
OG0015868	sp|P06315|KV502_HUMAN	tr|H2P5I6|H2P5I6_PONAB
OG0015869	sp|P08651|NFIC_HUMAN	tr|A0A8I5YKR1|A0A8I5YKR1_PONAB
OG0015870	sp|P10721|KIT_HUMAN	tr|H2PDE3|H2PDE3_PONAB
OG0015871	sp|P22455|FGFR4_HUMAN	tr|A0A2J8RDL2|A0A2J8RDL2_PONAB
OG0015872	sp|P40967|PMEL_HUMAN	tr|A0A8I5T5T8|A0A8I5T5T8_PONAB
OG0015873	sp|P41271|NBL1_HUMAN	tr|A0A8I5TG67|A0A8I5TG67_PONAB
OG0015874	sp|P55344|LMIP_HUMAN	tr|H2NZW2|H2NZW2_PONAB
OG0015875	sp|P56159|GFRA1_HUMAN	tr|A0A2J8W6W0|A0A2J8W6W0_PONAB
OG0015876	sp|P78317|RNF4_HUMAN	tr|A0A6D2XQX4|A0A6D2XQX4_PONAB
OG0015877	sp|Q01524|DEF6_HUMAN	tr|H2PPG3|H2PPG3_PONAB
OG0015878	sp|Q13233|M3K1_HUMAN	tr|H2PFL3|H2PFL3_PONAB
OG0015879	sp|Q13410|BT1A1_HUMAN	tr|A0A8I5U9X0|A0A8I5U9X0_PONAB
OG0015880	sp|Q14566|MCM6_HUMAN	tr|H2P7G3|H2P7G3_PONAB
OG0015881	sp|Q15072|OZF_HUMAN	sp|Q5RFP4|OZF_PONAB
OG0015882	sp|Q15835|GRK1_HUMAN	tr|H2NKE6|H2NKE6_PONAB
OG0015883	sp|Q16829|DUS7_HUMAN	tr|A0A8I5TVI8|A0A8I5TVI8_PONAB
OG0015884	sp|Q2M3D2|EX3L2_HUMAN	tr|A0A8I5T283|A0A8I5T283_PONAB
OG0015885	sp|Q496A3|SPAS1_HUMAN	tr|A0A6D2WJD8|A0A6D2WJD8_PONAB
OG0015886	sp|Q4KMZ8|NKAI1_HUMAN	tr|H2N882|H2N882_PONAB
OG0015887	sp|Q5EBM4|ZN542_HUMAN	tr|H2P0A5|H2P0A5_PONAB
OG0015888	sp|Q6GV28|TM225_HUMAN	tr|H2NFN3|H2NFN3_PONAB
OG0015889	sp|Q6UY11|DLK2_HUMAN	tr|A0A6D2X1R6|A0A6D2X1R6_PONAB
OG0015890	sp|Q6ZP80|TM182_HUMAN	tr|A0A663D8T5|A0A663D8T5_PONAB
OG0015891	sp|Q7Z7H8|RM10_HUMAN	tr|A0A2J8W9J7|A0A2J8W9J7_PONAB
OG0015892	sp|Q86XS5|ANGL5_HUMAN	tr|H2NF23|H2NF23_PONAB
OG0015893	sp|Q8IUH4|ZDH13_HUMAN	sp|Q5NVB9|ZDH13_PONAB
OG0015894	sp|Q8IY34|S15A3_HUMAN	tr|H2ND92|H2ND92_PONAB
OG0015895	sp|Q8N1G2|CMTR1_HUMAN	sp|Q5R981|CMTR1_PONAB
OG0015896	sp|Q8N2C3|DEPD4_HUMAN	tr|A0A8I5TUS8|A0A8I5TUS8_PONAB
OG0015897	sp|Q8TE04|PANK1_HUMAN	tr|H2NAZ0|H2NAZ0_PONAB
OG0015898	sp|Q8WYR1|PI3R5_HUMAN	tr|A0A2J8TFA6|A0A2J8TFA6_PONAB
OG0015899	sp|Q92932|PTPR2_HUMAN	tr|H2PP66|H2PP66_PONAB
OG0015900	sp|Q969P5|FBX32_HUMAN	tr|H2PR49|H2PR49_PONAB
OG0015901	sp|Q96F25|ALG14_HUMAN	tr|H2N6Q0|H2N6Q0_PONAB
OG0015902	sp|Q96PC3|AP1S3_HUMAN	tr|A0A2J8TUW1|A0A2J8TUW1_PONAB
OG0015903	sp|Q96Q40|CDK15_HUMAN	tr|H2P8B2|H2P8B2_PONAB
OG0015904	sp|Q96RD6|PANX2_HUMAN	tr|A0A8I5YJT7|A0A8I5YJT7_PONAB
OG0015905	sp|Q99678|GPR20_HUMAN	tr|H2PRA7|H2PRA7_PONAB
OG0015906	sp|Q99728|BARD1_HUMAN	tr|H2P8H9|H2P8H9_PONAB
OG0015907	sp|Q99743|NPAS2_HUMAN	tr|H2P581|H2P581_PONAB
OG0015908	sp|Q9BZF2|OSBL7_HUMAN	tr|A0A6D2W2N5|A0A6D2W2N5_PONAB
OG0015909	sp|Q9H2B2|SYT4_HUMAN	tr|Q5R457|Q5R457_PONAB
OG0015910	sp|Q9H347|UBQL3_HUMAN	tr|H2NEC8|H2NEC8_PONAB
OG0015911	sp|Q9H8G2|CAAP1_HUMAN	tr|H2PXI1|H2PXI1_PONAB
OG0015912	sp|Q9HCH5|SYTL2_HUMAN	tr|A0A8I5ULT2|A0A8I5ULT2_PONAB
OG0015913	sp|Q9NP84|TNR12_HUMAN	tr|A0A8I5UB65|A0A8I5UB65_PONAB
OG0015914	sp|Q9NQX6|ZN331_HUMAN	sp|Q5REA0|ZN331_PONAB
OG0015915	sp|Q9NR61|DLL4_HUMAN	tr|K7EVI9|K7EVI9_PONAB
OG0015916	sp|Q9NTX9|F217B_HUMAN	tr|A0A6D2Y8R9|A0A6D2Y8R9_PONAB
OG0015917	sp|Q9NXB9|ELOV2_HUMAN	tr|H2PHX6|H2PHX6_PONAB
OG0015918	sp|Q9NYJ1|COA4_HUMAN	tr|A0A8I5UUB9|A0A8I5UUB9_PONAB
OG0015919	sp|Q9NZ08|ERAP1_HUMAN	tr|H2PG56|H2PG56_PONAB
OG0015920	sp|Q9P0S2|COX16_HUMAN	sp|Q5RCY6|COX16_PONAB
OG0015921	sp|Q9P2G3|KLH14_HUMAN	tr|H2NW55|H2NW55_PONAB
OG0015922	sp|Q9UKG4|S13A4_HUMAN	tr|H2PNL7|H2PNL7_PONAB
OG0015923	sp|Q9Y385|UB2J1_HUMAN	tr|A0A8I5UB55|A0A8I5UB55_PONAB
OG0015924	sp|Q9Y3D2|MSRB2_HUMAN	tr|A0A8I5U423|A0A8I5U423_PONAB
OG0015925	sp|A0A0B4J266|TVA41_HUMAN	tr|A0A8I5UHK1|A0A8I5UHK1_PONAB
OG0015926	sp|A6NJT0|UNC4_HUMAN	tr|K7EUV0|K7EUV0_PONAB
OG0015927	sp|O00409|FOXN3_HUMAN	tr|A0A2J8W5B5|A0A2J8W5B5_PONAB
OG0015928	sp|O00631|SARCO_HUMAN	tr|A0A6D2XTZ6|A0A6D2XTZ6_PONAB
OG0015929	sp|O43318|M3K7_HUMAN	sp|Q5RFL3|M3K7_PONAB
OG0015930	sp|O43614|OX2R_HUMAN	tr|A0A6D2WGJ4|A0A6D2WGJ4_PONAB
OG0015931	sp|O60885|BRD4_HUMAN	tr|H2NXW2|H2NXW2_PONAB
OG0015932	sp|O75800|ZMY10_HUMAN	tr|H2PAN6|H2PAN6_PONAB
OG0015933	sp|O94779|CNTN5_HUMAN	tr|A0A2J8XWY2|A0A2J8XWY2_PONAB
OG0015934	sp|O94992|HEXI1_HUMAN	tr|A0A8I5T9S5|A0A8I5T9S5_PONAB
OG0015935	sp|O95171|SCEL_HUMAN	tr|H2NK33|H2NK33_PONAB
OG0015936	sp|O95858|TSN15_HUMAN	tr|H2NAP4|H2NAP4_PONAB
OG0015937	sp|O95866|G6B_HUMAN	tr|H2PIJ8|H2PIJ8_PONAB
OG0015938	sp|P09683|SECR_HUMAN	tr|H2NCA8|H2NCA8_PONAB
OG0015939	sp|P0DKL9|A14EL_HUMAN	tr|A0A8I5TGK0|A0A8I5TGK0_PONAB
OG0015940	sp|P10415|BCL2_HUMAN	tr|A0A2J8W3J1|A0A2J8W3J1_PONAB
OG0015941	sp|P11230|ACHB_HUMAN	tr|H2NSJ7|H2NSJ7_PONAB
OG0015942	sp|P12273|PIP_HUMAN	tr|H2PNU9|H2PNU9_PONAB
OG0015943	sp|P15941|MUC1_HUMAN	tr|A0A8I5TZB3|A0A8I5TZB3_PONAB
OG0015944	sp|P23786|CPT2_HUMAN	tr|A0A8I5T3Q0|A0A8I5T3Q0_PONAB
OG0015945	sp|P31213|S5A2_HUMAN	tr|H2P6J9|H2P6J9_PONAB
OG0015946	sp|P31930|QCR1_HUMAN	tr|H2PAU1|H2PAU1_PONAB
OG0015947	sp|P45452|MMP13_HUMAN	tr|A0A8I5UNQ8|A0A8I5UNQ8_PONAB
OG0015948	sp|P50238|CRIP1_HUMAN	tr|H2P3V2|H2P3V2_PONAB
OG0015949	sp|P52179|MYOM1_HUMAN	tr|H2NVY1|H2NVY1_PONAB
OG0015950	sp|P55083|MFAP4_HUMAN	tr|A0A8I5UBS7|A0A8I5UBS7_PONAB
OG0015951	sp|P57058|HUNK_HUMAN	tr|H2P2Y7|H2P2Y7_PONAB
OG0015952	sp|Q0D2K0|NIPA4_HUMAN	tr|A0A8I5TR79|A0A8I5TR79_PONAB
OG0015953	sp|Q12894|IFRD2_HUMAN	tr|H2PAP2|H2PAP2_PONAB
OG0015954	sp|Q13867|BLMH_HUMAN	tr|H2NT74|H2NT74_PONAB
OG0015955	sp|Q14934|NFAC4_HUMAN	tr|A0A8I5UE57|A0A8I5UE57_PONAB
OG0015956	sp|Q15306|IRF4_HUMAN	tr|H2PHQ2|H2PHQ2_PONAB
OG0015957	sp|Q16538|GP162_HUMAN	tr|A0A8I5T9M4|A0A8I5T9M4_PONAB
OG0015958	sp|Q5VZ72|IZUM3_HUMAN	tr|A0A8I5TV59|A0A8I5TV59_PONAB
OG0015959	sp|Q6BCY4|NB5R2_HUMAN	tr|A0A8I5YTI7|A0A8I5YTI7_PONAB
OG0015960	sp|Q6PEY1|TMM88_HUMAN	tr|H2NSL4|H2NSL4_PONAB
OG0015961	sp|Q6PJP8|DCR1A_HUMAN	tr|A0A2J8W727|A0A2J8W727_PONAB
OG0015962	sp|Q6ZRP7|QSOX2_HUMAN	tr|A0A8I5YUC7|A0A8I5YUC7_PONAB
OG0015963	sp|Q6ZUX3|TGRM2_HUMAN	tr|H2P6L2|H2P6L2_PONAB
OG0015964	sp|Q7Z3H0|PANKY_HUMAN	tr|H2NHC0|H2NHC0_PONAB
OG0015965	sp|Q7Z7K6|CENPV_HUMAN	tr|H2NSU9|H2NSU9_PONAB
OG0015966	sp|Q86XR2|NIBA3_HUMAN	tr|A0A8I5UB61|A0A8I5UB61_PONAB
OG0015967	sp|Q8N122|RPTOR_HUMAN	tr|A0A8I5UDR6|A0A8I5UDR6_PONAB
OG0015968	sp|Q8N6M6|AMPO_HUMAN	tr|H2PSS4|H2PSS4_PONAB
OG0015969	sp|Q8N9C0|IGS22_HUMAN	tr|A0A8I5U9V3|A0A8I5U9V3_PONAB
OG0015970	sp|Q8NEG7|DEN6B_HUMAN	tr|H2P4W4|H2P4W4_PONAB
OG0015971	sp|Q8NGZ0|O2AJ1_HUMAN	tr|A0A8I5TRM6|A0A8I5TRM6_PONAB
OG0015972	sp|Q8TBJ5|FEZF2_HUMAN	tr|A0A6D2X084|A0A6D2X084_PONAB
OG0015973	sp|Q8TC20|CAGE1_HUMAN	tr|A0A8I5TUW7|A0A8I5TUW7_PONAB
OG0015974	sp|Q8WUY9|DEP1B_HUMAN	tr|A0A8I5UUC3|A0A8I5UUC3_PONAB
OG0015975	sp|Q92731|ESR2_HUMAN	tr|H2NLH9|H2NLH9_PONAB
OG0015976	sp|Q92752|TENR_HUMAN	tr|A0A2J8UC11|A0A2J8UC11_PONAB
OG0015977	sp|Q96A26|F162A_HUMAN	sp|Q5R504|F162A_PONAB
OG0015978	sp|Q96AH8|RAB7B_HUMAN	tr|A0A2J8V6W7|A0A2J8V6W7_PONAB
OG0015979	sp|Q96BA8|CR3L1_HUMAN	tr|H2NDL3|H2NDL3_PONAB
OG0015980	sp|Q96D98|EID2B_HUMAN	tr|H2NYT3|H2NYT3_PONAB
OG0015981	sp|Q96J77|TPD55_HUMAN	tr|H2PS68|H2PS68_PONAB
OG0015982	sp|Q96QK1|VPS35_HUMAN	tr|H2NS11|H2NS11_PONAB
OG0015983	sp|Q99674|CGRE1_HUMAN	tr|A0A2J8VMV6|A0A2J8VMV6_PONAB
OG0015984	sp|Q9BYC9|RM20_HUMAN	tr|A0A8I5U3B1|A0A8I5U3B1_PONAB
OG0015985	sp|Q9H2U1|DHX36_HUMAN	tr|H2PBS8|H2PBS8_PONAB
OG0015986	sp|Q9HA47|UCK1_HUMAN	tr|H2PTR2|H2PTR2_PONAB
OG0015987	sp|Q9HBA0|TRPV4_HUMAN	tr|A0A2J8XLB9|A0A2J8XLB9_PONAB
OG0015988	sp|Q9HCM1|RESF1_HUMAN	tr|H2NGX8|H2NGX8_PONAB
OG0015989	sp|Q9NPC3|CIP1_HUMAN	tr|H2NKH2|H2NKH2_PONAB
OG0015990	sp|Q9NX01|TXN4B_HUMAN	tr|A0A6D2W590|A0A6D2W590_PONAB
OG0015991	sp|Q9NX40|OCAD1_HUMAN	sp|Q5RD48|OCAD1_PONAB
OG0015992	sp|Q9P227|RHG23_HUMAN	tr|A0A8I5U2M4|A0A8I5U2M4_PONAB
OG0015993	sp|Q9P2X0|DPM3_HUMAN	sp|Q5R8B1|DPM3_PONAB
OG0015994	sp|Q9UBY9|HSPB7_HUMAN	tr|A0A8I5T7C0|A0A8I5T7C0_PONAB
OG0015995	sp|Q9UER7|DAXX_HUMAN	tr|A0A6D2XIV7|A0A6D2XIV7_PONAB
OG0015996	sp|Q9UHN1|DPOG2_HUMAN	tr|H2NUG5|H2NUG5_PONAB
OG0015997	sp|Q9UPU5|UBP24_HUMAN	tr|H2N795|H2N795_PONAB
OG0015998	tr|A0A590UK24|A0A590UK24_HUMAN	tr|A0A8I5TI62|A0A8I5TI62_PONAB
OG0015999	sp|A1L0T0|HACL2_HUMAN	tr|A0A8I5U1D0|A0A8I5U1D0_PONAB
OG0016000	sp|O14653|GOSR2_HUMAN	tr|A0A8I5U6P9|A0A8I5U6P9_PONAB
OG0016001	sp|O75864|PPR37_HUMAN	tr|H2NZ71|H2NZ71_PONAB
OG0016002	sp|O95007|OR6B1_HUMAN	tr|A0A6D2W318|A0A6D2W318_PONAB
OG0016003	sp|P01266|THYG_HUMAN	tr|H2PR87|H2PR87_PONAB
OG0016004	sp|P07225|PROS_HUMAN	tr|A0A8I5U398|A0A8I5U398_PONAB
OG0016005	sp|P07307|ASGR2_HUMAN	tr|H2NSH2|H2NSH2_PONAB
OG0016006	sp|P0DN84|DWORF_HUMAN	tr|A0A8I5YJV4|A0A8I5YJV4_PONAB
OG0016007	sp|P30622|CLIP1_HUMAN	tr|A0A8I5YK39|A0A8I5YK39_PONAB
OG0016008	sp|P32004|L1CAM_HUMAN	tr|A0A8I5YN83|A0A8I5YN83_PONAB
OG0016009	sp|P33241|LSP1_HUMAN	tr|A0A8I5TZQ3|A0A8I5TZQ3_PONAB
OG0016010	sp|P40939|ECHA_HUMAN	tr|H2P6S1|H2P6S1_PONAB
OG0016011	sp|P41219|PERI_HUMAN	tr|H2NH69|H2NH69_PONAB
OG0016012	sp|P49641|MA2A2_HUMAN	tr|A0A8I5UQC6|A0A8I5UQC6_PONAB
OG0016013	sp|P51671|CCL11_HUMAN	tr|H2NTB7|H2NTB7_PONAB
OG0016014	sp|P55107|GDF10_HUMAN	tr|H2NAA4|H2NAA4_PONAB
OG0016015	sp|P57723|PCBP4_HUMAN	tr|A0A6D2Y8I2|A0A6D2Y8I2_PONAB
OG0016016	sp|P57730|CAR18_HUMAN	tr|H2NF49|H2NF49_PONAB
OG0016017	sp|Q01581|HMCS1_HUMAN	sp|Q5R7Z9|HMCS1_PONAB
OG0016018	sp|Q03052|PO3F1_HUMAN	tr|A0A8I5U7T5|A0A8I5U7T5_PONAB
OG0016019	sp|Q12891|HYAL2_HUMAN	tr|A0A6D2W2B9|A0A6D2W2B9_PONAB
OG0016020	sp|Q15404|RSU1_HUMAN	tr|A0A663D5J0|A0A663D5J0_PONAB
OG0016021	sp|Q17RR3|LIPR3_HUMAN	tr|H2NBQ1|H2NBQ1_PONAB
OG0016022	sp|Q2M389|WASC4_HUMAN	tr|H2NIH1|H2NIH1_PONAB
OG0016023	sp|Q56P03|EAPP_HUMAN	tr|H2NL02|H2NL02_PONAB
OG0016024	sp|Q5GJ75|TP8L3_HUMAN	tr|H2NN82|H2NN82_PONAB
OG0016025	sp|Q5W0A0|ERI6B_HUMAN	tr|A0A8I5TIB4|A0A8I5TIB4_PONAB
OG0016026	sp|Q6TCH4|PAQR6_HUMAN	tr|A0A8I5UN10|A0A8I5UN10_PONAB
OG0016027	sp|Q6UWE3|COLL2_HUMAN	tr|A0A8I5U8B1|A0A8I5U8B1_PONAB
OG0016028	sp|Q6UWL6|KIRR2_HUMAN	tr|A0A8I5U5Z2|A0A8I5U5Z2_PONAB
OG0016029	sp|Q6ZUS6|CC149_HUMAN	tr|H2PD14|H2PD14_PONAB
OG0016030	sp|Q76N89|HECW1_HUMAN	tr|H2PMA0|H2PMA0_PONAB
OG0016031	sp|Q7L4P6|BEND5_HUMAN	tr|H2N7G5|H2N7G5_PONAB
OG0016032	sp|Q7RTU1|TCF23_HUMAN	tr|H2P6P8|H2P6P8_PONAB
OG0016033	sp|Q86TB3|ALPK2_HUMAN	tr|H2NWF5|H2NWF5_PONAB
OG0016034	sp|Q86WC6|PPR27_HUMAN	tr|H2NV26|H2NV26_PONAB
OG0016035	sp|Q86XF7|ZN575_HUMAN	tr|A0A6D2X3Q2|A0A6D2X3Q2_PONAB
OG0016036	sp|Q8N7F7|UBL4B_HUMAN	tr|H2P0U4|H2P0U4_PONAB
OG0016037	sp|Q8ND24|RN214_HUMAN	tr|A0A2J8X1A6|A0A2J8X1A6_PONAB
OG0016038	sp|Q8WZ75|ROBO4_HUMAN	tr|H2NFR5|H2NFR5_PONAB
OG0016039	sp|Q92186|SIA8B_HUMAN	tr|H2NP87|H2NP87_PONAB
OG0016040	sp|Q9BWX1|PHF7_HUMAN	tr|H2PAJ8|H2PAJ8_PONAB
OG0016041	sp|Q9BZ81|MAGB5_HUMAN	tr|H2PV62|H2PV62_PONAB
OG0016042	sp|Q9C004|SPY4_HUMAN	tr|H2PGX2|H2PGX2_PONAB
OG0016043	sp|Q9GZT8|NIF3L_HUMAN	tr|A0A6D2XZK8|A0A6D2XZK8_PONAB
OG0016044	sp|Q9H7F0|AT133_HUMAN	tr|H2PCE4|H2PCE4_PONAB
OG0016045	sp|Q9H9S5|FKRP_HUMAN	tr|A0A6D2XH62|A0A6D2XH62_PONAB
OG0016046	sp|Q9HC56|PCDH9_HUMAN	tr|H2NK09|H2NK09_PONAB
OG0016047	sp|Q9HCS5|E41LA_HUMAN	tr|A0A2J8XEP1|A0A2J8XEP1_PONAB
OG0016048	sp|Q9NQ89|CL004_HUMAN	sp|Q5RD58|CL004_PONAB
OG0016049	sp|Q9NR09|BIRC6_HUMAN	tr|H2P6J0|H2P6J0_PONAB
OG0016050	sp|Q9NRX6|KISHB_HUMAN	sp|Q5RAU6|KISHB_PONAB
OG0016051	sp|Q9NSA2|KCND1_HUMAN	tr|H2PVK6|H2PVK6_PONAB
OG0016052	sp|Q9NWT6|HIF1N_HUMAN	tr|H2NBB3|H2NBB3_PONAB
OG0016053	sp|Q9P0S3|ORML1_HUMAN	sp|Q5R8X5|ORML1_PONAB
OG0016054	sp|Q9UIU6|SIX4_HUMAN	tr|H2NLF4|H2NLF4_PONAB
OG0016055	sp|Q9UIV8|SPB13_HUMAN	tr|H2NWI0|H2NWI0_PONAB
OG0016056	sp|Q9UJ37|SIA7B_HUMAN	tr|A0A8I5TJ57|A0A8I5TJ57_PONAB
OG0016057	sp|Q9ULC3|RAB23_HUMAN	tr|A0A6D2XRR3|A0A6D2XRR3_PONAB
OG0016058	sp|Q9Y3D0|CIA2B_HUMAN	tr|H2NR53|H2NR53_PONAB
OG0016059	sp|Q9Y6W6|DUS10_HUMAN	tr|H2N3N1|H2N3N1_PONAB
OG0016060	sp|Q9Y6Z4|KIAS1_HUMAN	tr|H2PKW2|H2PKW2_PONAB
OG0016061	sp|A0A1B0GU29|SIM28_HUMAN	tr|A0A8I5TWP5|A0A8I5TWP5_PONAB
OG0016062	sp|A0A1B0GUJ8|PNM8C_HUMAN	tr|A0A8I5UWH9|A0A8I5UWH9_PONAB
OG0016063	sp|A6NH13|DAS1_HUMAN	tr|H2NAK2|H2NAK2_PONAB
OG0016064	sp|A8MXT2|MAGBH_HUMAN	tr|A0A6D2X6Y5|A0A6D2X6Y5_PONAB
OG0016065	sp|O00635|TRI38_HUMAN	tr|H2PI48|H2PI48_PONAB
OG0016066	sp|O43474|KLF4_HUMAN	tr|H2PSZ2|H2PSZ2_PONAB
OG0016067	sp|O94768|ST17B_HUMAN	tr|A0A6D2X6F5|A0A6D2X6F5_PONAB
OG0016068	sp|O95295|SNAPN_HUMAN	tr|A0A8I5TE16|A0A8I5TE16_PONAB
OG0016069	sp|P01040|CYTA_HUMAN	tr|H2P9K4|H2P9K4_PONAB
OG0016070	sp|P04234|CD3D_HUMAN	tr|A0A8I5UCV3|A0A8I5UCV3_PONAB
OG0016071	sp|P05549|AP2A_HUMAN	tr|H2PHW6|H2PHW6_PONAB
OG0016072	sp|P08697|A2AP_HUMAN	tr|A0A2J8SNY5|A0A2J8SNY5_PONAB
OG0016073	sp|P09913|IFIT2_HUMAN	tr|A0A2J8WQK7|A0A2J8WQK7_PONAB
OG0016074	sp|P09917|LOX5_HUMAN	tr|H2NA92|H2NA92_PONAB
OG0016075	sp|P0C7M7|ACSM4_HUMAN	tr|H2NGC7|H2NGC7_PONAB
OG0016076	sp|P11226|MBL2_HUMAN	tr|H2NAV7|H2NAV7_PONAB
OG0016077	sp|P17028|ZNF24_HUMAN	sp|Q5RAE6|ZNF24_PONAB
OG0016078	sp|P19793|RXRA_HUMAN	tr|H2PTW3|H2PTW3_PONAB
OG0016079	sp|P26885|FKBP2_HUMAN	tr|A0A6D2WUN7|A0A6D2WUN7_PONAB
OG0016080	sp|P48052|CBPA2_HUMAN	tr|H2PNI5|H2PNI5_PONAB
OG0016081	sp|P80108|PHLD_HUMAN	tr|H2PI25|H2PI25_PONAB
OG0016082	sp|P84103|SRSF3_HUMAN	tr|A0A2J8Y3L3|A0A2J8Y3L3_PONAB
OG0016083	sp|Q12805|FBLN3_HUMAN	tr|A0A6D2X7D8|A0A6D2X7D8_PONAB
OG0016084	sp|Q13352|CENPR_HUMAN	tr|H2N762|H2N762_PONAB
OG0016085	sp|Q13530|SERC3_HUMAN	sp|Q5R533|SERC3_PONAB
OG0016086	sp|Q16518|RPE65_HUMAN	tr|H2N732|H2N732_PONAB
OG0016087	sp|Q3ZCW2|LEGL_HUMAN	sp|Q5R5K6|LEGL_PONAB
OG0016088	sp|Q5JT25|RAB41_HUMAN	tr|H2PXE5|H2PXE5_PONAB
OG0016089	sp|Q5SQH8|CF136_HUMAN	tr|A0A8I5TSJ7|A0A8I5TSJ7_PONAB
OG0016090	sp|Q6NTE8|MRNIP_HUMAN	tr|A0A8I5TLG7|A0A8I5TLG7_PONAB
OG0016091	sp|Q6PG37|ZN790_HUMAN	tr|A0A6D2WTY7|A0A6D2WTY7_PONAB
OG0016092	sp|Q6UWM5|GPRL1_HUMAN	tr|A0A8I5T3M9|A0A8I5T3M9_PONAB
OG0016093	sp|Q6ZU45|CL20A_HUMAN	tr|A0A8I5T772|A0A8I5T772_PONAB
OG0016094	sp|Q7L311|ARMX2_HUMAN	tr|A0A2J8U638|A0A2J8U638_PONAB
OG0016095	sp|Q7Z7M0|MEGF8_HUMAN	tr|A0A8I5TM89|A0A8I5TM89_PONAB
OG0016096	sp|Q86U10|LPP60_HUMAN	tr|K7EVB6|K7EVB6_PONAB
OG0016097	sp|Q86YS3|RFIP4_HUMAN	tr|H2NT95|H2NT95_PONAB
OG0016098	sp|Q8N1N4|K2C78_HUMAN	tr|H2NHE9|H2NHE9_PONAB
OG0016099	sp|Q8N264|RHG24_HUMAN	tr|H2PDT8|H2PDT8_PONAB
OG0016100	sp|Q8N4G2|ARL14_HUMAN	tr|H2PBW4|H2PBW4_PONAB
OG0016101	sp|Q8N4L2|PP4P2_HUMAN	tr|H2PQS3|H2PQS3_PONAB
OG0016102	sp|Q8NFI3|ENASE_HUMAN	tr|H2NUX6|H2NUX6_PONAB
OG0016103	sp|Q8NFW9|MYRIP_HUMAN	tr|A0A2J8WXZ2|A0A2J8WXZ2_PONAB
OG0016104	sp|Q8WU39|MZB1_HUMAN	tr|H2PGQ5|H2PGQ5_PONAB
OG0016105	sp|Q8WXI2|CNKR2_HUMAN	tr|H2PV36|H2PV36_PONAB
OG0016106	sp|Q92968|PEX13_HUMAN	tr|A0A6D2WWZ3|A0A6D2WWZ3_PONAB
OG0016107	sp|Q96BK5|PINX1_HUMAN	tr|H2PPK2|H2PPK2_PONAB
OG0016108	sp|Q96DX4|RSPRY_HUMAN	sp|Q5R881|RSPRY_PONAB
OG0016109	sp|Q96H96|COQ2_HUMAN	tr|H2PDS8|H2PDS8_PONAB
OG0016110	sp|Q96JP2|MY15B_HUMAN	tr|A0A8I5UPW2|A0A8I5UPW2_PONAB
OG0016111	sp|Q96KD3|GAR1B_HUMAN	tr|H2PNG0|H2PNG0_PONAB
OG0016112	sp|Q99969|RARR2_HUMAN	sp|Q5R551|RARR2_PONAB
OG0016113	sp|Q9BUR4|TCAB1_HUMAN	tr|A0A2J8RWE1|A0A2J8RWE1_PONAB
OG0016114	sp|Q9BVL4|SELO_HUMAN	tr|H2P4V5|H2P4V5_PONAB
OG0016115	sp|Q9C010|IPKB_HUMAN	tr|A0A8I5T4H7|A0A8I5T4H7_PONAB
OG0016116	sp|Q9H269|VPS16_HUMAN	tr|H2P1D9|H2P1D9_PONAB
OG0016117	sp|Q9H8H3|MET7A_HUMAN	tr|A0A8I5TXM7|A0A8I5TXM7_PONAB
OG0016118	sp|Q9NRJ1|MOST1_HUMAN	tr|H2PR99|H2PR99_PONAB
OG0016119	sp|Q9NS61|KCIP2_HUMAN	tr|H2NBE0|H2NBE0_PONAB
OG0016120	sp|Q9NVV9|THAP1_HUMAN	sp|Q5RCE4|THAP1_PONAB
OG0016121	sp|Q9P2D1|CHD7_HUMAN	tr|H2PQD9|H2PQD9_PONAB
OG0016122	sp|Q9UEF7|KLOT_HUMAN	tr|H2NJL1|H2NJL1_PONAB
OG0016123	sp|Q9UKF7|PITC1_HUMAN	tr|H2NUI4|H2NUI4_PONAB
OG0016124	sp|Q9UNA0|ATS5_HUMAN	tr|H2P2U4|H2P2U4_PONAB
OG0016125	sp|Q9Y2G1|MYRF_HUMAN	tr|H2ND73|H2ND73_PONAB
OG0016126	sp|Q9Y3C7|MED31_HUMAN	tr|A0A8I5YMB0|A0A8I5YMB0_PONAB
OG0016127	sp|A0A2R8Y619|H2BK1_HUMAN	tr|A0A8I5U3R7|A0A8I5U3R7_PONAB
OG0016128	tr|A0N4Z7|A0N4Z7_HUMAN	tr|A0A8I5YUQ1|A0A8I5YUQ1_PONAB
OG0016129	sp|A4D0S4|LAMB4_HUMAN	tr|A0A2J8TA47|A0A2J8TA47_PONAB
OG0016130	sp|A6NHR9|SMHD1_HUMAN	tr|H2NVY4|H2NVY4_PONAB
OG0016131	sp|A8MYZ0|MIY4B_HUMAN	tr|A0A8I5UFV5|A0A8I5UFV5_PONAB
OG0016132	sp|O15143|ARC1B_HUMAN	tr|H2PLI5|H2PLI5_PONAB
OG0016133	sp|O60542|PSPN_HUMAN	tr|H2NX78|H2NX78_PONAB
OG0016134	sp|O60662|KLH41_HUMAN	tr|A0A8I5U7U5|A0A8I5U7U5_PONAB
