Orthogroup	Homo_sapiens	Enhydra_lutris_kenyoni
OG0011694	sp|Q6ZN84|CCD81_HUMAN	tr|A0A2Y9KEA6|A0A2Y9KEA6_ENHLU
OG0011695	sp|O95484|CLD9_HUMAN	tr|A0A2Y9KFP7|A0A2Y9KFP7_ENHLU
OG0011696	sp|Q9UI12|VATH_HUMAN	tr|A0A2Y9KIG5|A0A2Y9KIG5_ENHLU
OG0011697	sp|Q53FA7|QORX_HUMAN	tr|A0A2Y9KIK6|A0A2Y9KIK6_ENHLU
OG0011698	sp|Q7Z4V0|ZN438_HUMAN	tr|A0A2Y9KJE0|A0A2Y9KJE0_ENHLU
OG0011699	sp|P47756|CAPZB_HUMAN	tr|A0A2Y9KLA2|A0A2Y9KLA2_ENHLU
OG0011700	sp|B1ATL7|PRR32_HUMAN	tr|A0A2Y9KMK5|A0A2Y9KMK5_ENHLU
OG0011701	sp|Q99435|NELL2_HUMAN	tr|A0A2Y9KMM7|A0A2Y9KMM7_ENHLU
OG0011702	sp|P78549|NTH_HUMAN	tr|A0A2Y9KN13|A0A2Y9KN13_ENHLU
OG0011703	sp|Q9BSB4|ATGA1_HUMAN	tr|A0A2Y9KNE5|A0A2Y9KNE5_ENHLU
OG0011704	sp|Q71RC2|LARP4_HUMAN	tr|A0A2Y9KVA7|A0A2Y9KVA7_ENHLU
OG0011705	sp|P43268|ETV4_HUMAN	tr|A0A2Y9KWF9|A0A2Y9KWF9_ENHLU
OG0011706	sp|Q8N7J2|AMER2_HUMAN	tr|A0A2Y9KX09|A0A2Y9KX09_ENHLU
OG0011707	sp|A6NI87|CBY3_HUMAN	tr|A0A2Y9KZT4|A0A2Y9KZT4_ENHLU
OG0011708	sp|O96013|PAK4_HUMAN	tr|A0A2Y9L409|A0A2Y9L409_ENHLU
OG0011709	sp|Q99618|CDCA3_HUMAN	tr|A0A2Y9L9D6|A0A2Y9L9D6_ENHLU
OG0011710	sp|P25940|CO5A3_HUMAN	tr|A0A2Y9LBK9|A0A2Y9LBK9_ENHLU
OG0011711	sp|Q09019|DMWD_HUMAN	tr|A0A2Y9LEC2|A0A2Y9LEC2_ENHLU
OG0011712	sp|A8MXV4|NUD19_HUMAN	tr|A0A2Y9LGT5|A0A2Y9LGT5_ENHLU
OG0011713	sp|Q6DN72|FCRL6_HUMAN	tr|A0A2Y9ICU4|A0A2Y9ICU4_ENHLU
OG0011714	sp|O75618|DEDD_HUMAN	tr|A0A2Y9ID43|A0A2Y9ID43_ENHLU
OG0011715	sp|P52797|EFNA3_HUMAN	tr|A0A2Y9IEP8|A0A2Y9IEP8_ENHLU
OG0011716	sp|Q9H1M4|DB127_HUMAN	tr|A0A2Y9ILB1|A0A2Y9ILB1_ENHLU
OG0011717	sp|Q9H427|KCNKF_HUMAN	tr|A0A2Y9IMR6|A0A2Y9IMR6_ENHLU
OG0011718	sp|Q8IXH6|T53I2_HUMAN	tr|A0A2Y9IN84|A0A2Y9IN84_ENHLU
OG0011719	sp|Q16186|ADRM1_HUMAN	tr|A0A2Y9INQ6|A0A2Y9INQ6_ENHLU
OG0011720	sp|Q9UPG8|PLAL2_HUMAN	tr|A0A2Y9INS0|A0A2Y9INS0_ENHLU
OG0011721	sp|Q96L93|KI16B_HUMAN	tr|A0A2Y9IPE8|A0A2Y9IPE8_ENHLU
OG0011722	sp|Q8NHR7|TERB2_HUMAN	tr|A0A2Y9IRM8|A0A2Y9IRM8_ENHLU
OG0011723	sp|P61927|RL37_HUMAN	tr|A0A2Y9ISJ1|A0A2Y9ISJ1_ENHLU
OG0011724	sp|P50135|HNMT_HUMAN	tr|A0A2Y9IV42|A0A2Y9IV42_ENHLU
OG0011725	sp|Q9NWK9|BCD1_HUMAN	tr|A0A2Y9IWZ0|A0A2Y9IWZ0_ENHLU
OG0011726	sp|Q9NYQ3|HAOX2_HUMAN	tr|A0A2Y9IXI6|A0A2Y9IXI6_ENHLU
OG0011727	sp|O14727|APAF_HUMAN	tr|A0A2Y9IXT0|A0A2Y9IXT0_ENHLU
OG0011728	sp|Q96MM3|ZFP42_HUMAN	tr|A0A2Y9J0F0|A0A2Y9J0F0_ENHLU
OG0011729	sp|Q53G44|IF44L_HUMAN	tr|A0A2Y9J0H1|A0A2Y9J0H1_ENHLU
OG0011730	sp|Q14191|WRN_HUMAN	tr|A0A2Y9J0V0|A0A2Y9J0V0_ENHLU
OG0011731	sp|Q96QB1|RHG07_HUMAN	tr|A0A2Y9J0X0|A0A2Y9J0X0_ENHLU
OG0011732	sp|Q8NC51|PAIRB_HUMAN	tr|A0A2Y9J1G2|A0A2Y9J1G2_ENHLU
OG0011733	sp|Q9H790|EXO5_HUMAN	tr|A0A2Y9J3C6|A0A2Y9J3C6_ENHLU
OG0011734	sp|Q9H467|CUED2_HUMAN	tr|A0A2Y9J3P1|A0A2Y9J3P1_ENHLU
OG0011735	sp|P29084|T2EB_HUMAN	tr|A0A2Y9J434|A0A2Y9J434_ENHLU
OG0011736	sp|Q5TCZ1|SPD2A_HUMAN	tr|A0A2Y9J4K9|A0A2Y9J4K9_ENHLU
OG0011737	sp|Q08AI6|S38AB_HUMAN	tr|A0A2Y9J778|A0A2Y9J778_ENHLU
OG0011738	sp|P10747|CD28_HUMAN	tr|A0A2Y9J7H9|A0A2Y9J7H9_ENHLU
OG0011739	sp|Q7L4E1|MIGA2_HUMAN	tr|A0A2Y9J8S8|A0A2Y9J8S8_ENHLU
OG0011740	sp|Q0P641|CB080_HUMAN	tr|A0A2Y9J8U3|A0A2Y9J8U3_ENHLU
OG0011741	sp|Q5T6F0|DCA12_HUMAN	tr|A0A2Y9JBQ8|A0A2Y9JBQ8_ENHLU
OG0011742	sp|Q8N0Z2|ABRA_HUMAN	tr|A0A2Y9JCB7|A0A2Y9JCB7_ENHLU
OG0011743	sp|P61457|PHS_HUMAN	tr|A0A2Y9JCQ0|A0A2Y9JCQ0_ENHLU
OG0011744	sp|Q7Z7G0|TARSH_HUMAN	tr|A0A2Y9JDL2|A0A2Y9JDL2_ENHLU
OG0011745	sp|Q8TC41|RN217_HUMAN	tr|A0A2Y9JF64|A0A2Y9JF64_ENHLU
OG0011746	sp|Q9H9H5|MA6D1_HUMAN	tr|A0A2Y9JFC0|A0A2Y9JFC0_ENHLU
OG0011747	sp|O60749|SNX2_HUMAN	tr|A0A2Y9JH68|A0A2Y9JH68_ENHLU
OG0011748	sp|O95630|STABP_HUMAN	tr|A0A2Y9JI28|A0A2Y9JI28_ENHLU
OG0011749	sp|O14525|ASTN1_HUMAN	tr|A0A2Y9JT84|A0A2Y9JT84_ENHLU
OG0011750	sp|Q8N715|CC185_HUMAN	tr|A0A2Y9JTB8|A0A2Y9JTB8_ENHLU
OG0011751	sp|P56915|GSC_HUMAN	tr|A0A2Y9JTM6|A0A2Y9JTM6_ENHLU
OG0011752	sp|P38606|VATA_HUMAN	tr|A0A2Y9JUN6|A0A2Y9JUN6_ENHLU
OG0011753	sp|Q7LDG7|GRP2_HUMAN	tr|A0A2Y9JXE8|A0A2Y9JXE8_ENHLU
OG0011754	sp|Q8TD94|KLF14_HUMAN	tr|A0A2Y9JXQ8|A0A2Y9JXQ8_ENHLU
OG0011755	sp|Q8N9C0|IGS22_HUMAN	tr|A0A2Y9JYR7|A0A2Y9JYR7_ENHLU
OG0011756	sp|Q6PD74|AAGAB_HUMAN	tr|A0A2Y9K4D5|A0A2Y9K4D5_ENHLU
OG0011757	sp|A6NNE9|MARHB_HUMAN	tr|A0A2Y9K500|A0A2Y9K500_ENHLU
OG0011758	sp|Q9HD42|CHM1A_HUMAN	tr|A0A2Y9K722|A0A2Y9K722_ENHLU
OG0011759	sp|Q96H79|ZCCHL_HUMAN	tr|A0A2Y9K9E8|A0A2Y9K9E8_ENHLU
OG0011760	sp|Q9NPZ5|B3GA2_HUMAN	tr|A0A2Y9K9I7|A0A2Y9K9I7_ENHLU
OG0011761	sp|Q8NH79|OR6X1_HUMAN	tr|A0A2Y9KAC4|A0A2Y9KAC4_ENHLU
OG0011762	sp|P52823|STC1_HUMAN	tr|A0A2Y9KB05|A0A2Y9KB05_ENHLU
OG0011763	sp|Q6ZSZ6|TSH1_HUMAN	tr|A0A2Y9KD29|A0A2Y9KD29_ENHLU
OG0011764	sp|P17181|INAR1_HUMAN	tr|A0A2Y9KD72|A0A2Y9KD72_ENHLU
OG0011765	sp|Q9Y5N5|N6MT1_HUMAN	tr|A0A2Y9KEH3|A0A2Y9KEH3_ENHLU
OG0011766	sp|Q99807|COQ7_HUMAN	tr|A0A2Y9KFV4|A0A2Y9KFV4_ENHLU
OG0011767	sp|P39900|MMP12_HUMAN	tr|A0A2Y9KHN0|A0A2Y9KHN0_ENHLU
OG0011768	sp|Q2TBF2|WSCD2_HUMAN	tr|A0A2Y9KIU0|A0A2Y9KIU0_ENHLU
OG0011769	sp|Q01638|ILRL1_HUMAN	tr|A0A2Y9KKX5|A0A2Y9KKX5_ENHLU
OG0011770	sp|O43808|PM34_HUMAN	tr|A0A2Y9KMA7|A0A2Y9KMA7_ENHLU
OG0011771	sp|Q7Z3V4|UBE3B_HUMAN	tr|A0A2Y9KNE7|A0A2Y9KNE7_ENHLU
OG0011772	sp|P04628|WNT1_HUMAN	tr|A0A2Y9KNG0|A0A2Y9KNG0_ENHLU
OG0011773	sp|Q86XZ4|SPAS2_HUMAN	tr|A0A2Y9KNW4|A0A2Y9KNW4_ENHLU
OG0011774	sp|Q8IWW6|RHG12_HUMAN	tr|A0A2Y9KQK4|A0A2Y9KQK4_ENHLU
OG0011775	sp|P78396|CCNA1_HUMAN	tr|A0A2Y9KQX8|A0A2Y9KQX8_ENHLU
OG0011776	sp|Q9NX24|NHP2_HUMAN	tr|A0A2Y9KUQ8|A0A2Y9KUQ8_ENHLU
OG0011777	sp|P17861|XBP1_HUMAN	tr|A0A2Y9KX26|A0A2Y9KX26_ENHLU
OG0011778	sp|P23771|GATA3_HUMAN	tr|A0A2Y9KYV3|A0A2Y9KYV3_ENHLU
OG0011779	sp|P22570|ADRO_HUMAN	tr|A0A2Y9KZQ5|A0A2Y9KZQ5_ENHLU
OG0011780	sp|P23327|SRCH_HUMAN	tr|A0A2Y9L0M4|A0A2Y9L0M4_ENHLU
OG0011781	sp|O95299|NDUAA_HUMAN	tr|A0A2Y9L5M3|A0A2Y9L5M3_ENHLU
OG0011782	sp|P36969|GPX4_HUMAN	tr|A0A2Y9L5Y5|A0A2Y9L5Y5_ENHLU
OG0011783	sp|Q7Z2V1|TNT_HUMAN	tr|A0A2Y9L7D5|A0A2Y9L7D5_ENHLU
OG0011784	sp|P33316|DUT_HUMAN	tr|A0A2Y9LBE1|A0A2Y9LBE1_ENHLU
OG0011785	sp|Q9NRL3|STRN4_HUMAN	tr|A0A2Y9LDC4|A0A2Y9LDC4_ENHLU
OG0011786	sp|Q9NXS2|QPCTL_HUMAN	tr|A0A2Y9LDQ8|A0A2Y9LDQ8_ENHLU
OG0011787	sp|Q7L5L3|GDPD3_HUMAN	tr|A0A2Y9LF38|A0A2Y9LF38_ENHLU
OG0011788	sp|Q86XT9|TM219_HUMAN	tr|A0A2Y9LFA0|A0A2Y9LFA0_ENHLU
OG0011789	sp|A6NFQ7|DPRX_HUMAN	tr|A0A2Y9IG62|A0A2Y9IG62_ENHLU
OG0011790	sp|A2A3L6|TTC24_HUMAN	tr|A0A2Y9IGV4|A0A2Y9IGV4_ENHLU
OG0011791	sp|P05455|LA_HUMAN	tr|A0A2Y9IKF0|A0A2Y9IKF0_ENHLU
OG0011792	sp|O75628|REM1_HUMAN	tr|A0A2Y9IMX6|A0A2Y9IMX6_ENHLU
OG0011793	sp|P14384|CBPM_HUMAN	tr|A0A2Y9IQM3|A0A2Y9IQM3_ENHLU
OG0011794	sp|Q96P16|RPR1A_HUMAN	tr|A0A2Y9IRY0|A0A2Y9IRY0_ENHLU
OG0011795	sp|Q9BTA0|F167B_HUMAN	tr|A0A2Y9IWB9|A0A2Y9IWB9_ENHLU
OG0011796	sp|Q96BT1|CC049_HUMAN	tr|A0A2Y9IXS9|A0A2Y9IXS9_ENHLU
OG0011797	sp|Q8N8R5|CB069_HUMAN	tr|A0A2Y9IZF6|A0A2Y9IZF6_ENHLU
OG0011798	sp|O43920|NDUS5_HUMAN	tr|A0A2Y9J1X2|A0A2Y9J1X2_ENHLU
OG0011799	sp|Q12894|IFRD2_HUMAN	tr|A0A2Y9J1Z2|A0A2Y9J1Z2_ENHLU
OG0011800	sp|Q9UBV8|PEF1_HUMAN	tr|A0A2Y9J2H1|A0A2Y9J2H1_ENHLU
OG0011801	sp|Q14520|HABP2_HUMAN	tr|A0A2Y9J4S2|A0A2Y9J4S2_ENHLU
OG0011802	sp|Q9HA72|CAHM2_HUMAN	tr|A0A2Y9J5M8|A0A2Y9J5M8_ENHLU
OG0011803	sp|Q9BSH3|NICN1_HUMAN	tr|A0A2Y9J7E7|A0A2Y9J7E7_ENHLU
OG0011804	sp|Q0VGL1|LTOR4_HUMAN	tr|A0A2Y9J7U4|A0A2Y9J7U4_ENHLU
OG0011805	sp|Q9GZS1|RPA49_HUMAN	tr|A0A2Y9J803|A0A2Y9J803_ENHLU
OG0011806	sp|Q9Y614|ACL7B_HUMAN	tr|A0A2Y9J8W6|A0A2Y9J8W6_ENHLU
OG0011807	sp|Q96RU3|FNBP1_HUMAN	tr|A0A2Y9JA57|A0A2Y9JA57_ENHLU
OG0011808	sp|Q8N6G5|CGAT2_HUMAN	tr|A0A2Y9JBC0|A0A2Y9JBC0_ENHLU
OG0011809	sp|P05231|IL6_HUMAN	tr|A0A2Y9JDG5|A0A2Y9JDG5_ENHLU
OG0011810	sp|Q13884|SNTB1_HUMAN	tr|A0A2Y9JE97|A0A2Y9JE97_ENHLU
OG0011811	sp|Q9H3W5|LRRN3_HUMAN	tr|A0A2Y9JEP8|A0A2Y9JEP8_ENHLU
OG0011812	sp|P31277|HXD11_HUMAN	tr|A0A2Y9JF08|A0A2Y9JF08_ENHLU
OG0011813	sp|Q9NWW7|CB042_HUMAN	tr|A0A2Y9JGR2|A0A2Y9JGR2_ENHLU
OG0011814	sp|Q13822|ENPP2_HUMAN	tr|A0A2Y9JIT0|A0A2Y9JIT0_ENHLU
OG0011815	sp|Q9NY74|ETAA1_HUMAN	tr|A0A2Y9JKX6|A0A2Y9JKX6_ENHLU
OG0011816	sp|Q9NT62|ATG3_HUMAN	tr|A0A2Y9JPC6|A0A2Y9JPC6_ENHLU
OG0011817	sp|P48740|MASP1_HUMAN	tr|A0A2Y9JQ51|A0A2Y9JQ51_ENHLU
OG0011818	sp|A0AV96|RBM47_HUMAN	tr|A0A2Y9JQ62|A0A2Y9JQ62_ENHLU
OG0011819	sp|B2RXH4|BTBDI_HUMAN	tr|A0A2Y9JQC6|A0A2Y9JQC6_ENHLU
OG0011820	sp|Q96PU9|ODF3A_HUMAN	tr|A0A2Y9JQT7|A0A2Y9JQT7_ENHLU
OG0011821	sp|Q9BZS1|FOXP3_HUMAN	tr|A0A2Y9JRM6|A0A2Y9JRM6_ENHLU
OG0011822	sp|Q9NW75|GPTC2_HUMAN	tr|A0A2Y9JU55|A0A2Y9JU55_ENHLU
OG0011823	sp|Q5BJF2|SGMR2_HUMAN	tr|A0A2Y9JW28|A0A2Y9JW28_ENHLU
OG0011824	sp|P57082|TBX4_HUMAN	tr|A0A2Y9JX87|A0A2Y9JX87_ENHLU
OG0011825	sp|Q8WXH2|JPH3_HUMAN	tr|A0A2Y9K2J9|A0A2Y9K2J9_ENHLU
OG0011826	sp|Q8N6L7|TM252_HUMAN	tr|A0A2Y9K3X3|A0A2Y9K3X3_ENHLU
OG0011827	sp|P51825|AFF1_HUMAN	tr|A0A2Y9K606|A0A2Y9K606_ENHLU
OG0011828	sp|Q86UT8|CATAC_HUMAN	tr|A0A2Y9K669|A0A2Y9K669_ENHLU
OG0011829	sp|Q86VM9|ZCH18_HUMAN	tr|A0A2Y9K689|A0A2Y9K689_ENHLU
OG0011830	sp|P20674|COX5A_HUMAN	tr|A0A2Y9K896|A0A2Y9K896_ENHLU
OG0011831	sp|Q5SV17|TM240_HUMAN	tr|A0A2Y9KAQ7|A0A2Y9KAQ7_ENHLU
OG0011832	sp|Q14019|COTL1_HUMAN	tr|A0A2Y9KDB0|A0A2Y9KDB0_ENHLU
OG0011833	sp|Q5GH76|XKR4_HUMAN	tr|A0A2Y9KDW1|A0A2Y9KDW1_ENHLU
OG0011834	sp|Q96KJ4|MSLNL_HUMAN	tr|A0A2Y9KGH9|A0A2Y9KGH9_ENHLU
OG0011835	sp|Q8WUB2|F216A_HUMAN	tr|A0A2Y9KHT0|A0A2Y9KHT0_ENHLU
OG0011836	sp|Q96EY4|TMA16_HUMAN	tr|A0A2Y9KI79|A0A2Y9KI79_ENHLU
OG0011837	sp|Q96EX2|RNFT2_HUMAN	tr|A0A2Y9KJ58|A0A2Y9KJ58_ENHLU
OG0011838	sp|Q9Y5B6|PAXB1_HUMAN	tr|A0A2Y9KJQ3|A0A2Y9KJQ3_ENHLU
OG0011839	sp|Q8WWN8|ARAP3_HUMAN	tr|A0A2Y9KKX1|A0A2Y9KKX1_ENHLU
OG0011840	sp|Q16671|AMHR2_HUMAN	tr|A0A2Y9KNG1|A0A2Y9KNG1_ENHLU
OG0011841	sp|Q9Y2J4|AMOL2_HUMAN	tr|A0A2Y9KNU5|A0A2Y9KNU5_ENHLU
OG0011842	sp|Q9BRS2|RIOK1_HUMAN	tr|A0A2Y9KQF3|A0A2Y9KQF3_ENHLU
OG0011843	sp|P57768|SNX16_HUMAN	tr|A0A2Y9KQM2|A0A2Y9KQM2_ENHLU
OG0011844	sp|Q9H2Y7|ZN106_HUMAN	tr|A0A2Y9KT00|A0A2Y9KT00_ENHLU
OG0011845	sp|Q8ND30|LIPB2_HUMAN	tr|A0A2Y9KUZ7|A0A2Y9KUZ7_ENHLU
OG0011846	sp|Q96L15|NAR5_HUMAN	tr|A0A2Y9KV46|A0A2Y9KV46_ENHLU
OG0011847	sp|P13682|ZNF35_HUMAN	tr|A0A2Y9KVP8|A0A2Y9KVP8_ENHLU
OG0011848	sp|Q96S55|WRIP1_HUMAN	tr|A0A2Y9KWB6|A0A2Y9KWB6_ENHLU
OG0011849	sp|Q8WY64|MYLIP_HUMAN	tr|A0A2Y9KWH7|A0A2Y9KWH7_ENHLU
OG0011850	sp|Q13618|CUL3_HUMAN	tr|A0A2Y9KWQ8|A0A2Y9KWQ8_ENHLU
OG0011851	sp|Q8NC06|ACBD4_HUMAN	tr|A0A2Y9KWZ2|A0A2Y9KWZ2_ENHLU
OG0011852	sp|Q7Z412|PEX26_HUMAN	tr|A0A2Y9L3C0|A0A2Y9L3C0_ENHLU
OG0011853	sp|Q6P9G0|CB5D1_HUMAN	tr|A0A2Y9L4J2|A0A2Y9L4J2_ENHLU
OG0011854	sp|Q14246|AGRE1_HUMAN	tr|A0A2Y9L5A8|A0A2Y9L5A8_ENHLU
OG0011855	sp|O15060|ZBT39_HUMAN	tr|A0A2Y9L5I0|A0A2Y9L5I0_ENHLU
OG0011856	sp|P16144|ITB4_HUMAN	tr|A0A2Y9L5N8|A0A2Y9L5N8_ENHLU
OG0011857	sp|Q2NL98|VMAC_HUMAN	tr|A0A2Y9L6B6|A0A2Y9L6B6_ENHLU
OG0011858	sp|P31146|COR1A_HUMAN	tr|A0A2Y9L863|A0A2Y9L863_ENHLU
OG0011859	sp|Q9HD47|MOG1_HUMAN	tr|A0A2Y9LAA1|A0A2Y9LAA1_ENHLU
OG0011860	sp|Q96ST8|CEP89_HUMAN	tr|A0A2Y9LBS8|A0A2Y9LBS8_ENHLU
OG0011861	sp|Q1HG43|DOXA1_HUMAN	tr|A0A2Y9LDW9|A0A2Y9LDW9_ENHLU
OG0011862	sp|Q9Y271|CLTR1_HUMAN	tr|A0A2Y9LEP9|A0A2Y9LEP9_ENHLU
OG0011863	sp|Q96A35|RM24_HUMAN	tr|A0A2Y9ICQ8|A0A2Y9ICQ8_ENHLU
OG0011864	sp|Q9UNZ2|NSF1C_HUMAN	tr|A0A2Y9IMT9|A0A2Y9IMT9_ENHLU
OG0011865	sp|Q9NQ75|CASS4_HUMAN	tr|A0A2Y9IP63|A0A2Y9IP63_ENHLU
OG0011866	sp|Q96RL1|UIMC1_HUMAN	tr|A0A2Y9IPK3|A0A2Y9IPK3_ENHLU
OG0011867	sp|O15342|VA0E1_HUMAN	tr|A0A2Y9IPR8|A0A2Y9IPR8_ENHLU
OG0011868	sp|Q9BR10|SPT25_HUMAN	tr|A0A2Y9IQ22|A0A2Y9IQ22_ENHLU
OG0011869	sp|Q8N682|DRAM1_HUMAN	tr|A0A2Y9IQK6|A0A2Y9IQK6_ENHLU
OG0011870	sp|P18065|IBP2_HUMAN	tr|A0A2Y9IU02|A0A2Y9IU02_ENHLU
OG0011871	sp|Q59H18|TNI3K_HUMAN	tr|A0A2Y9IUZ5|A0A2Y9IUZ5_ENHLU
OG0011872	sp|O94782|UBP1_HUMAN	tr|A0A2Y9IW53|A0A2Y9IW53_ENHLU
OG0011873	sp|P28330|ACADL_HUMAN	tr|A0A2Y9IZ57|A0A2Y9IZ57_ENHLU
OG0011874	sp|P41226|UBA7_HUMAN	tr|A0A2Y9IZP4|A0A2Y9IZP4_ENHLU
OG0011875	sp|P49789|FHIT_HUMAN	tr|A0A2Y9J005|A0A2Y9J005_ENHLU
OG0011876	sp|Q9NRU3|CNNM1_HUMAN	tr|A0A2Y9J4C3|A0A2Y9J4C3_ENHLU
OG0011877	sp|Q9HCG8|CWC22_HUMAN	tr|A0A2Y9J575|A0A2Y9J575_ENHLU
OG0011878	sp|O43709|BUD23_HUMAN	tr|A0A2Y9J5L9|A0A2Y9J5L9_ENHLU
OG0011879	tr|B7Z3J9|B7Z3J9_HUMAN	tr|A0A2Y9J794|A0A2Y9J794_ENHLU
OG0011880	sp|Q96KN1|LRAT2_HUMAN	tr|A0A2Y9JAV0|A0A2Y9JAV0_ENHLU
OG0011881	sp|Q8N987|NECA1_HUMAN	tr|A0A2Y9JCA9|A0A2Y9JCA9_ENHLU
OG0011882	sp|Q9BTU6|P4K2A_HUMAN	tr|A0A2Y9JDB4|A0A2Y9JDB4_ENHLU
OG0011883	sp|O95163|ELP1_HUMAN	tr|A0A2Y9JH36|A0A2Y9JH36_ENHLU
OG0011884	sp|Q16658|FSCN1_HUMAN	tr|A0A2Y9JHA1|A0A2Y9JHA1_ENHLU
OG0011885	sp|Q9UHF4|I20RA_HUMAN	tr|A0A2Y9JHT4|A0A2Y9JHT4_ENHLU
OG0011886	sp|Q9ULK4|MED23_HUMAN	tr|A0A2Y9JHW1|A0A2Y9JHW1_ENHLU
OG0011887	sp|O43916|CHST1_HUMAN	tr|A0A2Y9JN31|A0A2Y9JN31_ENHLU
OG0011888	sp|Q8N7X0|ADGB_HUMAN	tr|A0A2Y9JP75|A0A2Y9JP75_ENHLU
OG0011889	sp|Q6PIU2|NCEH1_HUMAN	tr|A0A2Y9JPL4|A0A2Y9JPL4_ENHLU
OG0011890	sp|Q96G30|MRAP2_HUMAN	tr|A0A2Y9JPY5|A0A2Y9JPY5_ENHLU
OG0011891	sp|P22888|LSHR_HUMAN	tr|A0A2Y9JR38|A0A2Y9JR38_ENHLU
OG0011892	sp|Q9HB14|KCNKD_HUMAN	tr|A0A2Y9JUA6|A0A2Y9JUA6_ENHLU
OG0011893	sp|Q8TBB6|S7A14_HUMAN	tr|A0A2Y9JVU0|A0A2Y9JVU0_ENHLU
OG0011894	sp|P49454|CENPF_HUMAN	tr|A0A2Y9JX60|A0A2Y9JX60_ENHLU
OG0011895	sp|Q8N2C7|UNC80_HUMAN	tr|A0A2Y9JXE7|A0A2Y9JXE7_ENHLU
OG0011896	sp|Q12802|AKP13_HUMAN	tr|A0A2Y9K0B6|A0A2Y9K0B6_ENHLU
OG0011897	sp|P55042|RAD_HUMAN	tr|A0A2Y9K1V7|A0A2Y9K1V7_ENHLU
OG0011898	sp|Q8N4N3|KLH36_HUMAN	tr|A0A2Y9K249|A0A2Y9K249_ENHLU
OG0011899	sp|P14416|DRD2_HUMAN	tr|A0A2Y9K5D0|A0A2Y9K5D0_ENHLU
OG0011900	sp|Q7Z5L4|SPT19_HUMAN	tr|A0A2Y9K604|A0A2Y9K604_ENHLU
OG0011901	sp|Q8N998|CCD89_HUMAN	tr|A0A2Y9K855|A0A2Y9K855_ENHLU
OG0011902	sp|A6NEQ2|F181B_HUMAN	tr|A0A2Y9K8P3|A0A2Y9K8P3_ENHLU
OG0011903	sp|Q9Y2G8|DJC16_HUMAN	tr|A0A2Y9KAP9|A0A2Y9KAP9_ENHLU
OG0011904	sp|Q9NZV5|SELN_HUMAN	tr|A0A2Y9KAZ5|A0A2Y9KAZ5_ENHLU
OG0011905	sp|P56705|WNT4_HUMAN	tr|A0A2Y9KBR1|A0A2Y9KBR1_ENHLU
OG0011906	sp|P43005|EAA3_HUMAN	tr|A0A2Y9KGB2|A0A2Y9KGB2_ENHLU
OG0011907	sp|A8K830|OCAT2_HUMAN	tr|A0A2Y9KHH0|A0A2Y9KHH0_ENHLU
OG0011908	sp|O15498|YKT6_HUMAN	tr|A0A2Y9KJD1|A0A2Y9KJD1_ENHLU
OG0011909	sp|Q8N5U6|RNF10_HUMAN	tr|A0A2Y9KJG9|A0A2Y9KJG9_ENHLU
OG0011910	sp|Q9NVC3|S38A7_HUMAN	tr|A0A2Y9KKV0|A0A2Y9KKV0_ENHLU
OG0011911	sp|Q9Y600|CSAD_HUMAN	tr|A0A2Y9KN55|A0A2Y9KN55_ENHLU
OG0011912	sp|Q16762|THTR_HUMAN	tr|A0A2Y9KPD5|A0A2Y9KPD5_ENHLU
OG0011913	sp|Q53RY4|KCP3_HUMAN	tr|A0A2Y9KQ51|A0A2Y9KQ51_ENHLU
OG0011914	sp|O60682|MUSC_HUMAN	tr|A0A2Y9KQM7|A0A2Y9KQM7_ENHLU
OG0011915	sp|Q9BYV2|TRI54_HUMAN	tr|A0A2Y9KSF6|A0A2Y9KSF6_ENHLU
OG0011916	sp|Q8WTQ4|CP078_HUMAN	tr|A0A2Y9KSU6|A0A2Y9KSU6_ENHLU
OG0011917	sp|P33076|C2TA_HUMAN	tr|A0A2Y9KU65|A0A2Y9KU65_ENHLU
OG0011918	sp|Q6X4T0|CL054_HUMAN	tr|A0A2Y9KV19|A0A2Y9KV19_ENHLU
OG0011919	sp|P14920|OXDA_HUMAN	tr|A0A2Y9KVH2|A0A2Y9KVH2_ENHLU
OG0011920	sp|Q49A92|CH034_HUMAN	tr|A0A2Y9KWT2|A0A2Y9KWT2_ENHLU
OG0011921	sp|Q9UQ80|PA2G4_HUMAN	tr|A0A2Y9KZZ2|A0A2Y9KZZ2_ENHLU
OG0011922	sp|Q13683|ITA7_HUMAN	tr|A0A2Y9L066|A0A2Y9L066_ENHLU
OG0011923	sp|O75908|SOAT2_HUMAN	tr|A0A2Y9L1X9|A0A2Y9L1X9_ENHLU
OG0011924	sp|Q99675|CGRF1_HUMAN	tr|A0A2Y9L276|A0A2Y9L276_ENHLU
OG0011925	sp|Q92797|SYMPK_HUMAN	tr|A0A2Y9L2F1|A0A2Y9L2F1_ENHLU
OG0011926	sp|Q9UQ10|DHDH_HUMAN	tr|A0A2Y9L3A7|A0A2Y9L3A7_ENHLU
OG0011927	sp|P55771|PAX9_HUMAN	tr|A0A2Y9L440|A0A2Y9L440_ENHLU
OG0011928	sp|P07359|GP1BA_HUMAN	tr|A0A2Y9L4D2|A0A2Y9L4D2_ENHLU
OG0011929	sp|P0C851|PIRT_HUMAN	tr|A0A2Y9L9G4|A0A2Y9L9G4_ENHLU
