Orthogroup	Homo_sapiens	Capra_hircus
OG0014986	sp|Q4G0I0|CSMT1_HUMAN	tr|A0A452F2V7|A0A452F2V7_CAPHI
OG0014987	sp|Q6WRX3|ZY11A_HUMAN	tr|A0A452F3C0|A0A452F3C0_CAPHI
OG0014988	sp|Q14012|KCC1A_HUMAN	tr|A0A452F3K8|A0A452F3K8_CAPHI
OG0014989	sp|Q9UQ10|DHDH_HUMAN	tr|A0A452F3V6|A0A452F3V6_CAPHI
OG0014990	sp|Q8TAD7|OCC1_HUMAN	tr|A0A452F751|A0A452F751_CAPHI
OG0014991	sp|Q8NCK7|MOT11_HUMAN	tr|A0A452F7U0|A0A452F7U0_CAPHI
OG0014992	sp|Q8NE86|MCU_HUMAN	tr|A0A452F8G5|A0A452F8G5_CAPHI
OG0014993	sp|Q9NRG1|PRDC1_HUMAN	tr|A0A452F978|A0A452F978_CAPHI
OG0014994	sp|Q9H7E2|TDRD3_HUMAN	tr|A0A452FC99|A0A452FC99_CAPHI
OG0014995	sp|Q13873|BMPR2_HUMAN	tr|A0A452FD53|A0A452FD53_CAPHI
OG0014996	sp|Q9Y3P8|SIT1_HUMAN	tr|A0A452FHR3|A0A452FHR3_CAPHI
OG0014997	sp|Q2TBC4|PRIC4_HUMAN	tr|A0A452FHZ5|A0A452FHZ5_CAPHI
OG0014998	sp|O14939|PLD2_HUMAN	tr|A0A452FI82|A0A452FI82_CAPHI
OG0014999	sp|Q2TB18|ASTE1_HUMAN	tr|A0A452FK14|A0A452FK14_CAPHI
OG0015000	sp|C9JCN9|HSBPL_HUMAN	tr|A0A452FKC1|A0A452FKC1_CAPHI
OG0015001	sp|Q8N9A8|NEPR1_HUMAN	tr|A0A452FKZ3|A0A452FKZ3_CAPHI
OG0015002	sp|Q9BZQ4|NMNA2_HUMAN	tr|A0A452FLC2|A0A452FLC2_CAPHI
OG0015003	sp|Q5EBL2|ZN628_HUMAN	tr|A0A452FLD5|A0A452FLD5_CAPHI
OG0015004	sp|Q96HL8|SH3Y1_HUMAN	tr|A0A452FRS8|A0A452FRS8_CAPHI
OG0015005	sp|Q5T5J6|SWT1_HUMAN	tr|A0A452FUD9|A0A452FUD9_CAPHI
OG0015006	sp|P19634|SL9A1_HUMAN	tr|A0A452FVM0|A0A452FVM0_CAPHI
OG0015007	sp|O75410|TACC1_HUMAN	tr|A0A452FXM4|A0A452FXM4_CAPHI
OG0015008	sp|P33763|S10A5_HUMAN	tr|A0A452G563|A0A452G563_CAPHI
OG0015009	sp|O60882|MMP20_HUMAN	tr|A0A452G6Y7|A0A452G6Y7_CAPHI
OG0015010	sp|A4D1T9|PRS37_HUMAN	tr|A0A452DLN9|A0A452DLN9_CAPHI
OG0015011	sp|Q8N7M2|ZN283_HUMAN	tr|A0A452DMM3|A0A452DMM3_CAPHI
OG0015012	sp|O15524|SOCS1_HUMAN	tr|A0A452DN54|A0A452DN54_CAPHI
OG0015013	sp|Q96HE7|ERO1A_HUMAN	tr|A0A452DRH2|A0A452DRH2_CAPHI
OG0015014	sp|Q8TBQ9|KISHA_HUMAN	tr|A0A452DSV2|A0A452DSV2_CAPHI
OG0015015	sp|Q8WUA7|TB22A_HUMAN	tr|A0A452DV31|A0A452DV31_CAPHI
OG0015016	sp|Q15722|LT4R1_HUMAN	tr|A0A452DW76|A0A452DW76_CAPHI
OG0015017	sp|Q7Z3Z4|PIWL4_HUMAN	tr|A0A452DWK6|A0A452DWK6_CAPHI
OG0015018	sp|Q9P206|K1522_HUMAN	tr|A0A452DYB2|A0A452DYB2_CAPHI
OG0015019	sp|Q9GZR2|REXO4_HUMAN	tr|A0A452DZR9|A0A452DZR9_CAPHI
OG0015020	sp|P15408|FOSL2_HUMAN	tr|A0A452E3C2|A0A452E3C2_CAPHI
OG0015021	sp|Q7Z3J2|VP35L_HUMAN	tr|A0A452E925|A0A452E925_CAPHI
OG0015022	sp|Q16566|KCC4_HUMAN	tr|A0A452EA99|A0A452EA99_CAPHI
OG0015023	sp|Q9H903|MTD2L_HUMAN	tr|A0A452EAY5|A0A452EAY5_CAPHI
OG0015024	sp|Q02575|HEN1_HUMAN	tr|A0A452EB80|A0A452EB80_CAPHI
OG0015025	sp|O95977|S1PR4_HUMAN	tr|A0A452EBK6|A0A452EBK6_CAPHI
OG0015026	sp|Q96PN7|TREF1_HUMAN	tr|A0A452EC72|A0A452EC72_CAPHI
OG0015027	sp|P20701|ITAL_HUMAN	tr|A0A452ECP6|A0A452ECP6_CAPHI
OG0015028	sp|Q9NVS2|RT18A_HUMAN	tr|A0A452EEG4|A0A452EEG4_CAPHI
OG0015029	sp|Q9H2J4|PDCL3_HUMAN	tr|A0A452EH81|A0A452EH81_CAPHI
OG0015030	sp|Q9Y5X1|SNX9_HUMAN	tr|A0A452EIJ1|A0A452EIJ1_CAPHI
OG0015031	sp|Q9NSD9|SYFB_HUMAN	tr|A0A452EKA8|A0A452EKA8_CAPHI
OG0015032	sp|Q15035|TRAM2_HUMAN	tr|A0A452EMI2|A0A452EMI2_CAPHI
OG0015033	sp|Q6TGC4|PADI6_HUMAN	tr|A0A452EN92|A0A452EN92_CAPHI
OG0015034	sp|Q2VYF4|LETM2_HUMAN	tr|A0A452EPM9|A0A452EPM9_CAPHI
OG0015035	sp|O76038|SEGN_HUMAN	tr|A0A452EQR2|A0A452EQR2_CAPHI
OG0015036	sp|Q6ZN28|MACC1_HUMAN	tr|A0A452EQS3|A0A452EQS3_CAPHI
OG0015037	sp|Q5T0T0|MARH8_HUMAN	tr|A0A452EUN8|A0A452EUN8_CAPHI
OG0015038	sp|Q92754|AP2C_HUMAN	tr|A0A452EUP1|A0A452EUP1_CAPHI
OG0015039	sp|O60678|ANM3_HUMAN	tr|A0A452EVN6|A0A452EVN6_CAPHI
OG0015040	sp|Q8WWX9|SELM_HUMAN	tr|A0A452EVW5|A0A452EVW5_CAPHI
OG0015041	sp|P48728|GCST_HUMAN	tr|A0A452F0W6|A0A452F0W6_CAPHI
OG0015042	sp|Q8IV53|DEN1C_HUMAN	tr|A0A452F142|A0A452F142_CAPHI
OG0015043	sp|Q14139|UBE4A_HUMAN	tr|A0A452F377|A0A452F377_CAPHI
OG0015044	sp|Q99456|K1C12_HUMAN	tr|A0A452F3I2|A0A452F3I2_CAPHI
OG0015045	sp|Q96CT7|CC124_HUMAN	tr|A0A452F5P2|A0A452F5P2_CAPHI
OG0015046	sp|O43151|TET3_HUMAN	tr|A0A452F8N3|A0A452F8N3_CAPHI
OG0015047	sp|Q9H6D7|HAUS4_HUMAN	tr|A0A452F8U0|A0A452F8U0_CAPHI
OG0015048	sp|Q15772|SPEG_HUMAN	tr|A0A452F9P0|A0A452F9P0_CAPHI
OG0015049	sp|Q08AD1|CAMP2_HUMAN	tr|A0A452FC26|A0A452FC26_CAPHI
OG0015050	sp|Q96D70|R3HD4_HUMAN	tr|A0A452FCC6|A0A452FCC6_CAPHI
OG0015051	sp|P14616|INSRR_HUMAN	tr|A0A452FCS9|A0A452FCS9_CAPHI
OG0015052	sp|A0A0U1RRA0|ZNOS_HUMAN	tr|A0A452FD48|A0A452FD48_CAPHI
OG0015053	sp|Q9UHG0|DCDC2_HUMAN	tr|A0A452FDG3|A0A452FDG3_CAPHI
OG0015054	sp|Q8IZA0|K319L_HUMAN	tr|A0A452FDX3|A0A452FDX3_CAPHI
OG0015055	sp|Q6ZV89|SH2D5_HUMAN	tr|A0A452FEZ0|A0A452FEZ0_CAPHI
OG0015056	sp|A6NFC5|TM235_HUMAN	tr|A0A452FF58|A0A452FF58_CAPHI
OG0015057	sp|O95926|SYF2_HUMAN	tr|A0A452FG14|A0A452FG14_CAPHI
OG0015058	sp|O75071|EFC14_HUMAN	tr|A0A452FLC9|A0A452FLC9_CAPHI
OG0015059	sp|Q4L235|ACSF4_HUMAN	tr|A0A452FN21|A0A452FN21_CAPHI
OG0015060	sp|Q9HCE1|MOV10_HUMAN	tr|A0A452FNR1|A0A452FNR1_CAPHI
OG0015061	sp|P23352|KALM_HUMAN	tr|A0A452FQ12|A0A452FQ12_CAPHI
OG0015062	sp|P56282|DPOE2_HUMAN	tr|A0A452FVS0|A0A452FVS0_CAPHI
OG0015063	sp|P49767|VEGFC_HUMAN	tr|A0A452FWE1|A0A452FWE1_CAPHI
OG0015064	sp|Q8NFL0|B3GN7_HUMAN	tr|A0A452FWI3|A0A452FWI3_CAPHI
OG0015065	sp|Q7LFX5|CHSTF_HUMAN	tr|A0A452FWX1|A0A452FWX1_CAPHI
OG0015066	sp|P43034|LIS1_HUMAN	tr|A0A452FXL9|A0A452FXL9_CAPHI
OG0015067	sp|P80303|NUCB2_HUMAN	tr|A0A452G1R9|A0A452G1R9_CAPHI
OG0015068	sp|O43934|MFS11_HUMAN	tr|A0A452G366|A0A452G366_CAPHI
OG0015069	sp|Q13901|C1D_HUMAN	tr|A0A452G4B7|A0A452G4B7_CAPHI
OG0015070	sp|Q9NSC2|SALL1_HUMAN	tr|A0A452G5M3|A0A452G5M3_CAPHI
OG0015071	sp|Q99615|DNJC7_HUMAN	tr|A0A452G7F0|A0A452G7F0_CAPHI
OG0015072	sp|Q9BYJ9|YTHD1_HUMAN	tr|A0A452G7W3|A0A452G7W3_CAPHI
OG0015073	sp|Q96P26|5NT1B_HUMAN	tr|A0A452G871|A0A452G871_CAPHI
OG0015074	sp|P39900|MMP12_HUMAN	tr|A0A452G894|A0A452G894_CAPHI
OG0015075	sp|Q2NKX9|CB068_HUMAN	tr|A0A452G8C8|A0A452G8C8_CAPHI
OG0015076	sp|P57740|NU107_HUMAN	tr|A0A452G9U2|A0A452G9U2_CAPHI
OG0015077	sp|Q12797|ASPH_HUMAN	tr|A0A452GAT4|A0A452GAT4_CAPHI
OG0015078	sp|P42701|I12R1_HUMAN	tr|A0A452GAW5|A0A452GAW5_CAPHI
OG0015079	sp|Q02297|NRG1_HUMAN	tr|A0A452DN86|A0A452DN86_CAPHI
OG0015080	sp|Q8N5C8|TAB3_HUMAN	tr|A0A452DNW8|A0A452DNW8_CAPHI
OG0015081	sp|O60493|SNX3_HUMAN	tr|A0A452DPL6|A0A452DPL6_CAPHI
OG0015082	sp|Q9H892|TTC12_HUMAN	tr|A0A452DSC5|A0A452DSC5_CAPHI
OG0015083	sp|P34913|HYES_HUMAN	tr|A0A452DU05|A0A452DU05_CAPHI
OG0015084	sp|Q9Y330|ZBT12_HUMAN	tr|A0A452DUL6|A0A452DUL6_CAPHI
OG0015085	sp|A6NHQ4|EPOP_HUMAN	tr|A0A452DWZ9|A0A452DWZ9_CAPHI
OG0015086	sp|Q9Y294|ASF1A_HUMAN	tr|A0A452DX55|A0A452DX55_CAPHI
OG0015087	sp|Q7RTP0|NIPA1_HUMAN	tr|A0A452DXG2|A0A452DXG2_CAPHI
OG0015088	sp|Q9ULJ8|NEB1_HUMAN	tr|A0A452DXM8|A0A452DXM8_CAPHI
OG0015089	sp|Q7L5Y6|DET1_HUMAN	tr|A0A452E3D5|A0A452E3D5_CAPHI
OG0015090	sp|P24385|CCND1_HUMAN	tr|A0A452E483|A0A452E483_CAPHI
OG0015091	sp|Q6IQ32|ADNP2_HUMAN	tr|A0A452E4L5|A0A452E4L5_CAPHI
OG0015092	sp|Q13018|PLA2R_HUMAN	tr|A0A452E548|A0A452E548_CAPHI
OG0015093	sp|Q92900|RENT1_HUMAN	tr|A0A452E6L6|A0A452E6L6_CAPHI
OG0015094	sp|A2VEC9|SSPO_HUMAN	tr|A0A452EF85|A0A452EF85_CAPHI
OG0015095	sp|O15357|SHIP2_HUMAN	tr|A0A452ENQ7|A0A452ENQ7_CAPHI
OG0015096	sp|O94782|UBP1_HUMAN	tr|A0A452EU25|A0A452EU25_CAPHI
OG0015097	sp|Q96HJ9|FMC1_HUMAN	tr|A0A452EYL7|A0A452EYL7_CAPHI
OG0015098	sp|P07332|FES_HUMAN	tr|A0A452EZ52|A0A452EZ52_CAPHI
OG0015099	sp|P56211|ARP19_HUMAN	tr|A0A452EZF9|A0A452EZF9_CAPHI
OG0015100	sp|Q3KRA6|CB076_HUMAN	tr|A0A452EZS7|A0A452EZS7_CAPHI
OG0015101	sp|Q8NHY2|COP1_HUMAN	tr|A0A452F073|A0A452F073_CAPHI
OG0015102	sp|Q96KR4|LMLN_HUMAN	tr|A0A452F0J2|A0A452F0J2_CAPHI
OG0015103	sp|Q9NQX6|ZN331_HUMAN	tr|A0A452F2E4|A0A452F2E4_CAPHI
OG0015104	sp|P78414|IRX1_HUMAN	tr|A0A452F2J9|A0A452F2J9_CAPHI
OG0015105	sp|P50990|TCPQ_HUMAN	tr|A0A452F2N4|A0A452F2N4_CAPHI
OG0015106	sp|Q9Y5F7|PCDGL_HUMAN	tr|A0A452F643|A0A452F643_CAPHI
OG0015107	sp|P31939|PUR9_HUMAN	tr|A0A452F6I8|A0A452F6I8_CAPHI
OG0015108	sp|Q8TE85|GRHL3_HUMAN	tr|A0A452F7N1|A0A452F7N1_CAPHI
OG0015109	sp|Q96HS1|PGAM5_HUMAN	tr|A0A452F7T9|A0A452F7T9_CAPHI
OG0015110	sp|Q9BRR8|GPTC1_HUMAN	tr|A0A452FAF1|A0A452FAF1_CAPHI
OG0015111	sp|Q96EM0|T3HPD_HUMAN	tr|A0A452FAK7|A0A452FAK7_CAPHI
OG0015112	sp|Q92834|RPGR_HUMAN	tr|A0A452FBY4|A0A452FBY4_CAPHI
OG0015113	sp|Q99767|APBA2_HUMAN	tr|A0A452FD98|A0A452FD98_CAPHI
OG0015114	sp|O15353|FOXN1_HUMAN	tr|A0A452FDC0|A0A452FDC0_CAPHI
OG0015115	sp|P55808|XG_HUMAN	tr|A0A452FED3|A0A452FED3_CAPHI
OG0015116	sp|Q4LE39|ARI4B_HUMAN	tr|A0A452FF77|A0A452FF77_CAPHI
OG0015117	sp|Q9P283|SEM5B_HUMAN	tr|A0A452FHA6|A0A452FHA6_CAPHI
OG0015118	sp|Q6UWF9|F180A_HUMAN	tr|A0A452FHC9|A0A452FHC9_CAPHI
OG0015119	sp|O14733|MP2K7_HUMAN	tr|A0A452FJ78|A0A452FJ78_CAPHI
OG0015120	sp|Q8TAP9|MPLKI_HUMAN	tr|A0A452FKC8|A0A452FKC8_CAPHI
OG0015121	sp|P20132|SDHL_HUMAN	tr|A0A452FKE1|A0A452FKE1_CAPHI
OG0015122	sp|Q96RR4|KKCC2_HUMAN	tr|A0A452FL54|A0A452FL54_CAPHI
OG0015123	sp|Q9NPC2|KCNK9_HUMAN	tr|A0A452FMB9|A0A452FMB9_CAPHI
OG0015124	sp|Q9NRR4|RNC_HUMAN	tr|A0A452FMJ2|A0A452FMJ2_CAPHI
OG0015125	sp|O60427|FADS1_HUMAN	tr|A0A452FMP6|A0A452FMP6_CAPHI
OG0015126	sp|O60828|PQBP1_HUMAN	tr|A0A452FNV4|A0A452FNV4_CAPHI
OG0015127	sp|P62875|RPAB5_HUMAN	tr|A0A452FR10|A0A452FR10_CAPHI
OG0015128	sp|Q96FH0|BORC8_HUMAN	tr|A0A452FU04|A0A452FU04_CAPHI
OG0015129	sp|Q86XL3|ANKL2_HUMAN	tr|A0A452FVA1|A0A452FVA1_CAPHI
OG0015130	sp|Q8IZU2|WDR17_HUMAN	tr|A0A452FWV8|A0A452FWV8_CAPHI
OG0015131	sp|O14617|AP3D1_HUMAN	tr|A0A452FXX3|A0A452FXX3_CAPHI
OG0015132	sp|P51172|SCNND_HUMAN	tr|A0A452FZL8|A0A452FZL8_CAPHI
OG0015133	sp|Q96EP5|DAZP1_HUMAN	tr|A0A452G000|A0A452G000_CAPHI
OG0015134	sp|Q6UX40|TM107_HUMAN	tr|A0A452G122|A0A452G122_CAPHI
OG0015135	sp|P45985|MP2K4_HUMAN	tr|A0A452G3K6|A0A452G3K6_CAPHI
OG0015136	sp|P49643|PRI2_HUMAN	tr|A0A452G4U9|A0A452G4U9_CAPHI
OG0015137	sp|Q9NPH9|IL26_HUMAN	tr|A0A452G6X4|A0A452G6X4_CAPHI
OG0015138	sp|Q9P299|COPZ2_HUMAN	tr|A0A452G7S8|A0A452G7S8_CAPHI
OG0015139	sp|Q3MJ16|PA24E_HUMAN	tr|A0A452G8Q5|A0A452G8Q5_CAPHI
OG0015140	sp|Q69YW2|STUM_HUMAN	tr|A0A452G9C5|A0A452G9C5_CAPHI
OG0015141	sp|Q5PRF9|SMAG2_HUMAN	tr|A0A452G9I9|A0A452G9I9_CAPHI
OG0015142	sp|P49137|MAPK2_HUMAN	tr|A0A452GA94|A0A452GA94_CAPHI
OG0015143	sp|P04141|CSF2_HUMAN	tr|Q52GZ7|Q52GZ7_CAPHI
OG0015144	sp|A1YPR0|ZBT7C_HUMAN	tr|A0A452DMQ6|A0A452DMQ6_CAPHI
OG0015145	sp|Q9NPC1|LT4R2_HUMAN	tr|A0A452DSX5|A0A452DSX5_CAPHI
OG0015146	sp|P21964|COMT_HUMAN	tr|A0A452DTI0|A0A452DTI0_CAPHI
OG0015147	sp|P29536|LMOD1_HUMAN	tr|A0A452DU46|A0A452DU46_CAPHI
OG0015148	sp|Q9BXT2|CCG6_HUMAN	tr|A0A452DVC2|A0A452DVC2_CAPHI
OG0015149	sp|Q9UBT6|POLK_HUMAN	tr|A0A452DVT1|A0A452DVT1_CAPHI
OG0015150	sp|Q6Q788|APOA5_HUMAN	tr|A0A452DW00|A0A452DW00_CAPHI
OG0015151	sp|Q4G163|FBX43_HUMAN	tr|A0A452DW60|A0A452DW60_CAPHI
OG0015152	sp|Q14162|SREC_HUMAN	tr|A0A452DWY9|A0A452DWY9_CAPHI
OG0015153	sp|O00258|GET1_HUMAN	tr|A0A452DY42|A0A452DY42_CAPHI
OG0015154	sp|Q14BN4|SLMAP_HUMAN	tr|A0A452E036|A0A452E036_CAPHI
OG0015155	sp|Q8WWB3|DYDC1_HUMAN	tr|A0A452E1K8|A0A452E1K8_CAPHI
OG0015156	sp|Q14353|GAMT_HUMAN	tr|A0A452E1U9|A0A452E1U9_CAPHI
OG0015157	sp|Q969K3|RNF34_HUMAN	tr|A0A452E2L7|A0A452E2L7_CAPHI
OG0015158	sp|Q5VTQ0|TT39B_HUMAN	tr|A0A452E446|A0A452E446_CAPHI
OG0015159	sp|C9J6K1|CS081_HUMAN	tr|A0A452E5T8|A0A452E5T8_CAPHI
OG0015160	sp|Q86X24|HORM1_HUMAN	tr|A0A452E5T9|A0A452E5T9_CAPHI
OG0015161	sp|Q8NBI2|CYAC3_HUMAN	tr|A0A452EAN2|A0A452EAN2_CAPHI
OG0015162	sp|P42766|RL35_HUMAN	tr|A0A452EB88|A0A452EB88_CAPHI
OG0015163	sp|A6NMN3|F170B_HUMAN	tr|A0A452EBB8|A0A452EBB8_CAPHI
OG0015164	sp|Q9UQB3|CTND2_HUMAN	tr|A0A452EH59|A0A452EH59_CAPHI
OG0015165	sp|Q13427|PPIG_HUMAN	tr|A0A452EHP9|A0A452EHP9_CAPHI
OG0015166	sp|P43897|EFTS_HUMAN	tr|A0A452EIT0|A0A452EIT0_CAPHI
OG0015167	sp|Q96B01|R51A1_HUMAN	tr|A0A452EJS6|A0A452EJS6_CAPHI
OG0015168	sp|O95299|NDUAA_HUMAN	tr|A0A452ELE4|A0A452ELE4_CAPHI
OG0015169	sp|Q8IXM6|NRM_HUMAN	tr|A0A452ELE5|A0A452ELE5_CAPHI
OG0015170	sp|P12259|FA5_HUMAN	tr|A0A452EQY7|A0A452EQY7_CAPHI
OG0015171	sp|Q9UQ90|SPG7_HUMAN	tr|A0A452ESP0|A0A452ESP0_CAPHI
OG0015172	sp|Q5DID0|UROL1_HUMAN	tr|A0A452ETA3|A0A452ETA3_CAPHI
OG0015173	sp|Q9BVS4|RIOK2_HUMAN	tr|A0A452EWW4|A0A452EWW4_CAPHI
OG0015174	sp|Q5JQC9|AKAP4_HUMAN	tr|A0A452EX84|A0A452EX84_CAPHI
OG0015175	sp|Q01196|RUNX1_HUMAN	tr|A0A452EXB9|A0A452EXB9_CAPHI
OG0015176	sp|A4D0S4|LAMB4_HUMAN	tr|A0A452EYF2|A0A452EYF2_CAPHI
OG0015177	sp|Q9H2Z4|NKX24_HUMAN	tr|A0A452EYG9|A0A452EYG9_CAPHI
OG0015178	sp|Q15382|RHEB_HUMAN	tr|A0A452F082|A0A452F082_CAPHI
OG0015179	sp|P09960|LKHA4_HUMAN	tr|A0A452F0G8|A0A452F0G8_CAPHI
OG0015180	sp|Q9UMZ2|SYNRG_HUMAN	tr|A0A452F3Y1|A0A452F3Y1_CAPHI
OG0015181	sp|P52732|KIF11_HUMAN	tr|A0A452F4R0|A0A452F4R0_CAPHI
OG0015182	sp|Q86YL7|PDPN_HUMAN	tr|A0A452F5L0|A0A452F5L0_CAPHI
OG0015183	sp|A4D1F6|LRRD1_HUMAN	tr|A0A452F7K1|A0A452F7K1_CAPHI
OG0015184	sp|Q96A84|EMID1_HUMAN	tr|A0A452F8U7|A0A452F8U7_CAPHI
OG0015185	sp|Q12931|TRAP1_HUMAN	tr|A0A452FD38|A0A452FD38_CAPHI
OG0015186	sp|Q9NX58|LYAR_HUMAN	tr|A0A452FE37|A0A452FE37_CAPHI
OG0015187	sp|Q8IZF7|AGRF2_HUMAN	tr|A0A452FFF0|A0A452FFF0_CAPHI
OG0015188	sp|Q8N1Q8|THEM5_HUMAN	tr|A0A452FHM0|A0A452FHM0_CAPHI
OG0015189	sp|Q96RT7|GCP6_HUMAN	tr|A0A452FHQ3|A0A452FHQ3_CAPHI
OG0015190	sp|Q5RHP9|ERIC3_HUMAN	tr|A0A452FJI8|A0A452FJI8_CAPHI
OG0015191	sp|O95070|YIF1A_HUMAN	tr|A0A452FJN9|A0A452FJN9_CAPHI
OG0015192	sp|Q96S59|RANB9_HUMAN	tr|A0A452FK89|A0A452FK89_CAPHI
OG0015193	sp|Q9H2Y9|SO5A1_HUMAN	tr|A0A452FLE9|A0A452FLE9_CAPHI
OG0015194	sp|Q15652|JHD2C_HUMAN	tr|A0A452FMA1|A0A452FMA1_CAPHI
OG0015195	sp|Q5SWH9|TMM69_HUMAN	tr|A0A452FNP2|A0A452FNP2_CAPHI
OG0015196	sp|Q5VZF2|MBNL2_HUMAN	tr|A0A452FR26|A0A452FR26_CAPHI
OG0015197	sp|Q52LR7|EPC2_HUMAN	tr|A0A452FXZ9|A0A452FXZ9_CAPHI
OG0015198	sp|Q5HYL7|TM196_HUMAN	tr|A0A452FYP0|A0A452FYP0_CAPHI
OG0015199	sp|Q86U10|LPP60_HUMAN	tr|A0A452G3U1|A0A452G3U1_CAPHI
OG0015200	sp|Q53GS7|GLE1_HUMAN	tr|A0A452G411|A0A452G411_CAPHI
OG0015201	sp|P54849|EMP1_HUMAN	tr|A0A452G564|A0A452G564_CAPHI
OG0015202	sp|C9JQI7|TM232_HUMAN	tr|A0A452GAB7|A0A452GAB7_CAPHI
OG0015203	sp|Q9UJG1|MSPD1_HUMAN	tr|A0A452DL91|A0A452DL91_CAPHI
OG0015204	sp|Q6PKX4|DOK6_HUMAN	tr|A0A452DLE5|A0A452DLE5_CAPHI
OG0015205	sp|P27824|CALX_HUMAN	tr|A0A452DM15|A0A452DM15_CAPHI
OG0015206	sp|P16401|H15_HUMAN	tr|A0A452DM79|A0A452DM79_CAPHI
OG0015207	sp|Q96B97|SH3K1_HUMAN	tr|A0A452DP22|A0A452DP22_CAPHI
OG0015208	sp|Q8TCV5|WFDC5_HUMAN	tr|A0A452DPC8|A0A452DPC8_CAPHI
OG0015209	sp|Q9NS64|RPRM_HUMAN	tr|A0A452DRH6|A0A452DRH6_CAPHI
OG0015210	sp|P38936|CDN1A_HUMAN	tr|A0A452DS08|A0A452DS08_CAPHI
OG0015211	sp|Q5H9J7|BEX5_HUMAN	tr|A0A452DS29|A0A452DS29_CAPHI
OG0015212	sp|Q14DG7|T132B_HUMAN	tr|A0A452DST3|A0A452DST3_CAPHI
OG0015213	sp|Q7Z6V5|ADAT2_HUMAN	tr|A0A452DSW6|A0A452DSW6_CAPHI
OG0015214	sp|Q9NZD8|SPG21_HUMAN	tr|A0A452DWB8|A0A452DWB8_CAPHI
OG0015215	sp|Q9NYP9|MS18A_HUMAN	tr|A0A452DXD1|A0A452DXD1_CAPHI
OG0015216	sp|A6NIN4|RN227_HUMAN	tr|A0A452DZF8|A0A452DZF8_CAPHI
OG0015217	sp|Q9BVL2|NUP58_HUMAN	tr|A0A452E096|A0A452E096_CAPHI
OG0015218	sp|Q13510|ASAH1_HUMAN	tr|A0A452E0H9|A0A452E0H9_CAPHI
OG0015219	sp|Q96JK9|MAML3_HUMAN	tr|A0A452E4V3|A0A452E4V3_CAPHI
OG0015220	sp|O14901|KLF11_HUMAN	tr|A0A452E7M1|A0A452E7M1_CAPHI
OG0015221	sp|P55212|CASP6_HUMAN	tr|A0A452EA92|A0A452EA92_CAPHI
OG0015222	sp|Q86WU2|LDHD_HUMAN	tr|A0A452EBD7|A0A452EBD7_CAPHI
OG0015223	sp|Q9NUN7|ACER3_HUMAN	tr|A0A452EC46|A0A452EC46_CAPHI
OG0015224	sp|Q16690|DUS5_HUMAN	tr|A0A452EDY9|A0A452EDY9_CAPHI
OG0015225	sp|O60476|MA1A2_HUMAN	tr|A0A452EEZ9|A0A452EEZ9_CAPHI
OG0015226	sp|Q92997|DVL3_HUMAN	tr|A0A452EF16|A0A452EF16_CAPHI
OG0015227	sp|Q96A00|PP14A_HUMAN	tr|A0A452EIR4|A0A452EIR4_CAPHI
OG0015228	sp|Q6P9B9|INT5_HUMAN	tr|A0A452EJB9|A0A452EJB9_CAPHI
OG0015229	sp|P28360|MSX1_HUMAN	tr|A0A452EK01|A0A452EK01_CAPHI
OG0015230	sp|Q9Y484|WIPI4_HUMAN	tr|A0A452EKN6|A0A452EKN6_CAPHI
OG0015231	sp|O96007|MOC2B_HUMAN	tr|A0A452EM96|A0A452EM96_CAPHI
OG0015232	sp|A6NFX1|MFS2B_HUMAN	tr|A0A452EP56|A0A452EP56_CAPHI
OG0015233	sp|Q9NPF2|CHSTB_HUMAN	tr|A0A452ER15|A0A452ER15_CAPHI
OG0015234	sp|O94776|MTA2_HUMAN	tr|A0A452ERM0|A0A452ERM0_CAPHI
OG0015235	sp|Q9NUK0|MBNL3_HUMAN	tr|A0A452ES70|A0A452ES70_CAPHI
OG0015236	sp|P04150|GCR_HUMAN	tr|A0A452EXA0|A0A452EXA0_CAPHI
OG0015237	sp|Q9H1Z4|WDR13_HUMAN	tr|A0A452EXU2|A0A452EXU2_CAPHI
OG0015238	sp|P53804|TTC3_HUMAN	tr|A0A452EZL0|A0A452EZL0_CAPHI
OG0015239	sp|Q9NPI0|TM138_HUMAN	tr|A0A452F0C7|A0A452F0C7_CAPHI
OG0015240	sp|O95363|SYFM_HUMAN	tr|A0A452F1E0|A0A452F1E0_CAPHI
OG0015241	sp|P55103|INHBC_HUMAN	tr|A0A452F1N2|A0A452F1N2_CAPHI
OG0015242	sp|Q9BXB5|OSB10_HUMAN	tr|A0A452F260|A0A452F260_CAPHI
OG0015243	sp|Q8N8E2|ZN513_HUMAN	tr|A0A452F2S6|A0A452F2S6_CAPHI
OG0015244	sp|Q8TAP8|PPR35_HUMAN	tr|A0A452F307|A0A452F307_CAPHI
OG0015245	sp|Q99569|PKP4_HUMAN	tr|A0A452F4V1|A0A452F4V1_CAPHI
OG0015246	sp|Q86U86|PB1_HUMAN	tr|A0A452F617|A0A452F617_CAPHI
OG0015247	sp|P51530|DNA2_HUMAN	tr|A0A452F7L2|A0A452F7L2_CAPHI
OG0015248	sp|P43657|LPAR6_HUMAN	tr|A0A452FA83|A0A452FA83_CAPHI
OG0015249	sp|Q9Y651|SOX21_HUMAN	tr|A0A452FAF2|A0A452FAF2_CAPHI
