Orthogroup	Homo_sapiens	Jaculus_jaculus
OG0012902	sp|O43173|SIA8C_HUMAN	tr|A0A8C5KSD5|A0A8C5KSD5_JACJA
OG0012903	sp|O60784|TOM1_HUMAN	tr|A0A8C5LDC8|A0A8C5LDC8_JACJA
OG0012904	sp|O95057|DIRA1_HUMAN	tr|A0A8C5KDU8|A0A8C5KDU8_JACJA
OG0012905	sp|P15169|CBPN_HUMAN	tr|A0A8C5KXC6|A0A8C5KXC6_JACJA
OG0012906	sp|P19835|CEL_HUMAN	tr|A0A8C5LEF1|A0A8C5LEF1_JACJA
OG0012907	sp|P61916|NPC2_HUMAN	tr|A0A8C5KT80|A0A8C5KT80_JACJA
OG0012908	sp|Q13427|PPIG_HUMAN	tr|A0A8C5KUY3|A0A8C5KUY3_JACJA
OG0012909	sp|Q14247|SRC8_HUMAN	tr|A0A8C5KL54|A0A8C5KL54_JACJA
OG0012910	sp|Q15038|DAZP2_HUMAN	tr|A0A8C5KZX1|A0A8C5KZX1_JACJA
OG0012911	sp|Q4AE62|GTDC1_HUMAN	tr|A0A8C5LCI0|A0A8C5LCI0_JACJA
OG0012912	sp|Q5H8C1|FREM1_HUMAN	tr|A0A8C5KQK4|A0A8C5KQK4_JACJA
OG0012913	sp|Q6VVX0|CP2R1_HUMAN	tr|A0A8C5NVL9|A0A8C5NVL9_JACJA
OG0012914	sp|Q7Z6M4|MTEF4_HUMAN	tr|A0A8C5JW79|A0A8C5JW79_JACJA
OG0012915	sp|Q7Z7C7|STRA8_HUMAN	tr|A0A8C5P438|A0A8C5P438_JACJA
OG0012916	sp|Q86TN4|TRPT1_HUMAN	tr|A0A8C5K7R5|A0A8C5K7R5_JACJA
OG0012917	sp|Q86WV5|TEN1L_HUMAN	tr|A0A8C5NXJ1|A0A8C5NXJ1_JACJA
OG0012918	sp|Q86X19|TMM17_HUMAN	tr|A0A8C5K3I0|A0A8C5K3I0_JACJA
OG0012919	sp|Q8IYS4|DAAF8_HUMAN	tr|A0A8C5KY38|A0A8C5KY38_JACJA
OG0012920	sp|Q8N3C0|ASCC3_HUMAN	tr|A0A8C5LGL3|A0A8C5LGL3_JACJA
OG0012921	sp|Q8TBE1|CNIH3_HUMAN	tr|A0A8C5LGQ6|A0A8C5LGQ6_JACJA
OG0012922	sp|Q8TCG5|CPT1C_HUMAN	tr|A0A8C5K5M6|A0A8C5K5M6_JACJA
OG0012923	sp|Q8WXK3|ASB13_HUMAN	tr|A0A8C5KK66|A0A8C5KK66_JACJA
OG0012924	sp|Q99741|CDC6_HUMAN	tr|A0A8C5LBX6|A0A8C5LBX6_JACJA
OG0012925	sp|Q9BSN7|TM204_HUMAN	tr|A0A8C5KYD9|A0A8C5KYD9_JACJA
OG0012926	sp|Q9H672|ASB7_HUMAN	tr|A0A8C5NVE2|A0A8C5NVE2_JACJA
OG0012927	sp|Q9NR00|TCIM_HUMAN	tr|A0A8C5KHE4|A0A8C5KHE4_JACJA
OG0012928	sp|Q9NXC2|GFOD1_HUMAN	tr|A0A8C5JZA7|A0A8C5JZA7_JACJA
OG0012929	sp|Q9P209|CEP72_HUMAN	tr|A0A8C5K3F0|A0A8C5K3F0_JACJA
OG0012930	sp|Q9P260|RELCH_HUMAN	tr|A0A8C5JXL2|A0A8C5JXL2_JACJA
OG0012931	sp|Q9P2H0|CE126_HUMAN	tr|A0A8C5KN59|A0A8C5KN59_JACJA
OG0012932	sp|Q9UBH0|I36RA_HUMAN	tr|A0A8C5KSX8|A0A8C5KSX8_JACJA
OG0012933	sp|Q9UHI6|DDX20_HUMAN	tr|A0A8C5KC75|A0A8C5KC75_JACJA
OG0012934	sp|Q9UHL4|DPP2_HUMAN	tr|A0A8C5LI65|A0A8C5LI65_JACJA
OG0012935	sp|Q9UKA8|RCAN3_HUMAN	tr|A0A8C5KCA8|A0A8C5KCA8_JACJA
OG0012936	sp|Q9Y239|NOD1_HUMAN	tr|A0A8C5KDJ5|A0A8C5KDJ5_JACJA
OG0012937	sp|Q9Y2L8|ZKSC5_HUMAN	tr|A0A8C5KVE4|A0A8C5KVE4_JACJA
OG0012938	sp|Q9Y5J6|T10B_HUMAN	tr|A0A8C5KWP8|A0A8C5KWP8_JACJA
OG0012939	sp|A6H8Z2|F221B_HUMAN	tr|A0A8C5P2H1|A0A8C5P2H1_JACJA
OG0012940	sp|A8MU46|SMTL1_HUMAN	tr|A0A8C5KTW7|A0A8C5KTW7_JACJA
OG0012941	sp|O14746|TERT_HUMAN	tr|A0A8C5KPZ6|A0A8C5KPZ6_JACJA
OG0012942	sp|O15015|ZN646_HUMAN	tr|A0A8C5KYF2|A0A8C5KYF2_JACJA
OG0012943	sp|O60645|EXOC3_HUMAN	tr|A0A8C5P3I2|A0A8C5P3I2_JACJA
OG0012944	sp|O75127|PTCD1_HUMAN	tr|A0A8C5NU13|A0A8C5NU13_JACJA
OG0012945	sp|O95164|UBL3_HUMAN	tr|A0A8C5KPS3|A0A8C5KPS3_JACJA
OG0012946	sp|P12271|RLBP1_HUMAN	tr|A0A8C5L2D9|A0A8C5L2D9_JACJA
OG0012947	sp|P25685|DNJB1_HUMAN	tr|A0A8C5JZX2|A0A8C5JZX2_JACJA
OG0012948	sp|P28069|PIT1_HUMAN	tr|A0A8C5KAW4|A0A8C5KAW4_JACJA
OG0012949	sp|P28328|PEX2_HUMAN	tr|A0A8C5K2Z6|A0A8C5K2Z6_JACJA
OG0012950	sp|P46782|RS5_HUMAN	tr|A0A8C5K2L9|A0A8C5K2L9_JACJA
OG0012951	sp|P49771|FLT3L_HUMAN	tr|A0A8C5K8F1|A0A8C5K8F1_JACJA
OG0012952	sp|P57105|SYJ2B_HUMAN	tr|A0A8C5K8P1|A0A8C5K8P1_JACJA
OG0012953	sp|Q04900|MUC24_HUMAN	tr|A0A8C5P0N1|A0A8C5P0N1_JACJA
OG0012954	sp|Q10570|CPSF1_HUMAN	tr|A0A8C5LJI0|A0A8C5LJI0_JACJA
OG0012955	sp|Q3ZCQ8|TIM50_HUMAN	tr|A0A8C5L8F6|A0A8C5L8F6_JACJA
OG0012956	sp|Q5HYL7|TM196_HUMAN	tr|A0A8C5KW36|A0A8C5KW36_JACJA
OG0012957	sp|Q5QJE6|TDIF2_HUMAN	tr|A0A8C5LFF1|A0A8C5LFF1_JACJA
OG0012958	sp|Q5SWH9|TMM69_HUMAN	tr|A0A8C5KMA6|A0A8C5KMA6_JACJA
OG0012959	sp|Q6P2P2|ANM9_HUMAN	tr|A0A8C5P4C5|A0A8C5P4C5_JACJA
OG0012960	sp|Q6PK04|CC137_HUMAN	tr|A0A8C5KUX8|A0A8C5KUX8_JACJA
OG0012961	sp|Q6ZN84|CCD81_HUMAN	tr|A0A8C5KCC3|A0A8C5KCC3_JACJA
OG0012962	sp|Q7Z388|D19L4_HUMAN	tr|A0A8C5KCU8|A0A8C5KCU8_JACJA
OG0012963	sp|Q7Z5B4|RIC3_HUMAN	tr|A0A8C5K7T7|A0A8C5K7T7_JACJA
OG0012964	sp|Q86X53|ERIC1_HUMAN	tr|A0A8C5L7G4|A0A8C5L7G4_JACJA
OG0012965	sp|Q8IYE0|CC146_HUMAN	tr|A0A8C5LDK0|A0A8C5LDK0_JACJA
OG0012966	sp|Q8N0V4|LGI2_HUMAN	tr|A0A8C5L9L7|A0A8C5L9L7_JACJA
OG0012967	sp|Q8N6Q8|MET25_HUMAN	tr|A0A8C5P5E6|A0A8C5P5E6_JACJA
OG0012968	sp|Q8WTR7|ZN473_HUMAN	tr|A0A8C5KCX6|A0A8C5KCX6_JACJA
OG0012969	sp|Q8WWX9|SELM_HUMAN	tr|A0A8C5LEW4|A0A8C5LEW4_JACJA
OG0012970	sp|Q92841|DDX17_HUMAN	tr|A0A8C5KCM9|A0A8C5KCM9_JACJA
OG0012971	sp|Q96C55|ZN524_HUMAN	tr|A0A8C5P2C0|A0A8C5P2C0_JACJA
OG0012972	sp|Q96DZ5|CLIP3_HUMAN	tr|A0A8C5LBN5|A0A8C5LBN5_JACJA
OG0012973	sp|Q96G25|MED8_HUMAN	tr|A0A8C5NU95|A0A8C5NU95_JACJA
OG0012974	sp|Q96GR2|ACBG1_HUMAN	tr|A0A8C5KPX1|A0A8C5KPX1_JACJA
OG0012975	sp|Q96LT6|CA074_HUMAN	tr|A0A8C5K760|A0A8C5K760_JACJA
OG0012976	sp|Q96NK8|NDF6_HUMAN	tr|A0A8C5L237|A0A8C5L237_JACJA
OG0012977	sp|Q96NU7|HUTI_HUMAN	tr|A0A8C5K8V7|A0A8C5K8V7_JACJA
OG0012978	sp|Q96PY6|NEK1_HUMAN	tr|A0A8C5L930|A0A8C5L930_JACJA
OG0012979	sp|Q9BUA3|SPNDC_HUMAN	tr|A0A8C5KKW4|A0A8C5KKW4_JACJA
OG0012980	sp|Q9BV19|CA050_HUMAN	tr|A0A8C5K6U8|A0A8C5K6U8_JACJA
OG0012981	sp|Q9BXY5|CAYP2_HUMAN	tr|A0A8C5K9G2|A0A8C5K9G2_JACJA
OG0012982	sp|Q9BYD6|RM01_HUMAN	tr|A0A8C5KDD8|A0A8C5KDD8_JACJA
OG0012983	sp|Q9H3U7|SMOC2_HUMAN	tr|A0A8C5K902|A0A8C5K902_JACJA
OG0012984	sp|Q9HCR9|PDE11_HUMAN	tr|A0A8C5L2W1|A0A8C5L2W1_JACJA
OG0012985	sp|Q9NRL3|STRN4_HUMAN	tr|A0A8C5KFC1|A0A8C5KFC1_JACJA
OG0012986	sp|Q9NW81|DMAC2_HUMAN	tr|A0A8C5KK61|A0A8C5KK61_JACJA
OG0012987	sp|Q9NWS8|RMND1_HUMAN	tr|A0A8C5K5V9|A0A8C5K5V9_JACJA
OG0012988	sp|Q9NWT1|PK1IP_HUMAN	tr|A0A8C5KJ88|A0A8C5KJ88_JACJA
OG0012989	sp|Q9UL52|TM11E_HUMAN	tr|A0A8C5K9A4|A0A8C5K9A4_JACJA
OG0012990	sp|Q9Y5S1|TRPV2_HUMAN	tr|A0A8C5KSG6|A0A8C5KSG6_JACJA
OG0012991	sp|A0A1B0GU71|C97D2_HUMAN	tr|A0A8C5KIQ2|A0A8C5KIQ2_JACJA
OG0012992	sp|A6NIV6|LRIQ4_HUMAN	tr|A0A8C5JYI7|A0A8C5JYI7_JACJA
OG0012993	sp|A8MVX0|ARG33_HUMAN	tr|A0A8C5JY85|A0A8C5JY85_JACJA
OG0012994	sp|O00716|E2F3_HUMAN	tr|A0A8C5LGB2|A0A8C5LGB2_JACJA
OG0012995	sp|O14668|TMG1_HUMAN	tr|A0A8C5KHB3|A0A8C5KHB3_JACJA
OG0012996	sp|O14718|OPSX_HUMAN	tr|A0A8C5KM99|A0A8C5KM99_JACJA
OG0012997	sp|O15482|TEX28_HUMAN	tr|A0A8C5L490|A0A8C5L490_JACJA
OG0012998	sp|O60516|4EBP3_HUMAN	tr|A0A8C5KY80|A0A8C5KY80_JACJA
OG0012999	sp|O75143|ATG13_HUMAN	tr|A0A8C5LKH7|A0A8C5LKH7_JACJA
OG0013000	sp|O75604|UBP2_HUMAN	tr|A0A8C5KBN6|A0A8C5KBN6_JACJA
OG0013001	sp|O95568|MET18_HUMAN	tr|A0A8C5L1U0|A0A8C5L1U0_JACJA
OG0013002	sp|P02671|FIBA_HUMAN	tr|A0A8C5LJ67|A0A8C5LJ67_JACJA
OG0013003	sp|P31629|ZEP2_HUMAN	tr|A0A8C5JXL0|A0A8C5JXL0_JACJA
OG0013004	sp|P48788|TNNI2_HUMAN	tr|A0A8C5P4Z2|A0A8C5P4Z2_JACJA
OG0013005	sp|P49411|EFTU_HUMAN	tr|A0A8C5K9P3|A0A8C5K9P3_JACJA
OG0013006	sp|P51911|CNN1_HUMAN	tr|A0A8C5JYV4|A0A8C5JYV4_JACJA
OG0013007	sp|P53609|PGTB1_HUMAN	tr|A0A8C5LA85|A0A8C5LA85_JACJA
OG0013008	sp|P62308|RUXG_HUMAN	tr|A0A8C5KLF9|A0A8C5KLF9_JACJA
OG0013009	sp|Q05823|RN5A_HUMAN	tr|A0A8C5KK06|A0A8C5KK06_JACJA
OG0013010	sp|Q07001|ACHD_HUMAN	tr|A0A8C5L785|A0A8C5L785_JACJA
OG0013011	sp|Q12860|CNTN1_HUMAN	tr|A0A8C5P416|A0A8C5P416_JACJA
OG0013012	sp|Q13127|REST_HUMAN	tr|A0A8C5L769|A0A8C5L769_JACJA
OG0013013	sp|Q13347|EIF3I_HUMAN	tr|A0A8C5LLH1|A0A8C5LLH1_JACJA
OG0013014	sp|Q13571|LAPM5_HUMAN	tr|A0A8C5K2P0|A0A8C5K2P0_JACJA
OG0013015	sp|Q14781|CBX2_HUMAN	tr|A0A8C5KPF3|A0A8C5KPF3_JACJA
OG0013016	sp|Q15198|PGFRL_HUMAN	tr|A0A8C5NW85|A0A8C5NW85_JACJA
OG0013017	sp|Q15642|CIP4_HUMAN	tr|A0A8C5NXA9|A0A8C5NXA9_JACJA
OG0013018	sp|Q2HXU8|CL12B_HUMAN	tr|A0A8C5L7T0|A0A8C5L7T0_JACJA
OG0013019	sp|Q5T442|CXG2_HUMAN	tr|A0A8C5KCR7|A0A8C5KCR7_JACJA
OG0013020	sp|Q6VAB6|KSR2_HUMAN	tr|A0A8C5K7K7|A0A8C5K7K7_JACJA
OG0013021	sp|Q7Z2D5|PLPR4_HUMAN	tr|A0A8C5P275|A0A8C5P275_JACJA
OG0013022	sp|Q7Z2Y8|GVIN1_HUMAN	tr|A0A8C5KDU3|A0A8C5KDU3_JACJA
OG0013023	sp|Q7Z6Z7|HUWE1_HUMAN	tr|A0A8C5P0R5|A0A8C5P0R5_JACJA
OG0013024	sp|Q86UW1|OSTA_HUMAN	tr|A0A8C5JW78|A0A8C5JW78_JACJA
OG0013025	sp|Q8IV31|TM139_HUMAN	tr|A0A8C5KKL8|A0A8C5KKL8_JACJA
OG0013026	sp|Q8N442|GUF1_HUMAN	tr|A0A8C5K0N3|A0A8C5K0N3_JACJA
OG0013027	sp|Q8N7X2|STPG3_HUMAN	tr|A0A8C5NYN2|A0A8C5NYN2_JACJA
OG0013028	sp|Q8NBL1|PGLT1_HUMAN	tr|A0A8C5LA51|A0A8C5LA51_JACJA
OG0013029	sp|Q8NG27|PJA1_HUMAN	tr|A0A8C5KIR6|A0A8C5KIR6_JACJA
OG0013030	sp|Q8NG50|RDM1_HUMAN	tr|A0A8C5LAH1|A0A8C5LAH1_JACJA
OG0013032	sp|Q8WUA7|TB22A_HUMAN	tr|A0A8C5P4N3|A0A8C5P4N3_JACJA
OG0013033	sp|Q92499|DDX1_HUMAN	tr|A0A8C5KID0|A0A8C5KID0_JACJA
OG0013034	sp|Q92686|NEUG_HUMAN	tr|A0A8C5LKI6|A0A8C5LKI6_JACJA
OG0013035	sp|Q92896|GSLG1_HUMAN	tr|A0A8C5NZ23|A0A8C5NZ23_JACJA
OG0013036	sp|Q93045|STMN2_HUMAN	tr|A0A8C5KJP8|A0A8C5KJP8_JACJA
OG0013037	sp|Q96F45|ZN503_HUMAN	tr|A0A8C5KFD6|A0A8C5KFD6_JACJA
OG0013038	sp|Q96KN8|PLAT5_HUMAN	tr|A0A8C5L5Y2|A0A8C5L5Y2_JACJA
OG0013039	sp|Q96RJ3|TR13C_HUMAN	tr|A0A8C5P3W2|A0A8C5P3W2_JACJA
OG0013040	sp|Q9BQK8|LPIN3_HUMAN	tr|A0A8C5K5D5|A0A8C5K5D5_JACJA
OG0013041	sp|Q9BSY4|CHCH5_HUMAN	tr|A0A8C5L381|A0A8C5L381_JACJA
OG0013042	sp|Q9BTE3|MCMBP_HUMAN	tr|A0A8C5LHW9|A0A8C5LHW9_JACJA
OG0013043	sp|Q9H2W2|MIXL1_HUMAN	tr|A0A8C5KZX5|A0A8C5KZX5_JACJA
OG0013044	sp|Q9HC52|CBX8_HUMAN	tr|A0A8C5LAI2|A0A8C5LAI2_JACJA
OG0013045	sp|Q9NUX5|POTE1_HUMAN	tr|A0A8C5K4P6|A0A8C5K4P6_JACJA
OG0013046	sp|Q9NXG0|CNTLN_HUMAN	tr|A0A8C5K586|A0A8C5K586_JACJA
OG0013047	sp|Q9NYP7|ELOV5_HUMAN	tr|A0A8C5KAI4|A0A8C5KAI4_JACJA
OG0013048	sp|Q9UBT7|CTNL1_HUMAN	tr|A0A8C5K5V1|A0A8C5K5V1_JACJA
OG0013049	sp|Q9Y256|FACE2_HUMAN	tr|A0A8C5KQA0|A0A8C5KQA0_JACJA
OG0013050	sp|Q9Y267|S22AE_HUMAN	tr|A0A8C5NVI3|A0A8C5NVI3_JACJA
OG0013051	sp|Q9Y458|TBX22_HUMAN	tr|A0A8C5KGV5|A0A8C5KGV5_JACJA
OG0013052	sp|Q9Y5P6|GMPPB_HUMAN	tr|A0A8C5K7T5|A0A8C5K7T5_JACJA
OG0013053	sp|A1A4G5|LNP1_HUMAN	tr|A0A8C5NZL5|A0A8C5NZL5_JACJA
OG0013054	sp|O00204|ST2B1_HUMAN	tr|A0A8C5LC69|A0A8C5LC69_JACJA
OG0013055	sp|O15455|TLR3_HUMAN	tr|A0A8C5K615|A0A8C5K615_JACJA
OG0013056	sp|O43292|GPAA1_HUMAN	tr|A0A8C5L2P5|A0A8C5L2P5_JACJA
OG0013057	sp|O60939|SCN2B_HUMAN	tr|A0A8C5NVW3|A0A8C5NVW3_JACJA
OG0013058	sp|O75360|PROP1_HUMAN	tr|A0A8C5L017|A0A8C5L017_JACJA
OG0013059	sp|O75394|RM33_HUMAN	tr|A0A8C5L815|A0A8C5L815_JACJA
OG0013060	sp|O75593|FOXH1_HUMAN	tr|A0A8C5K8I1|A0A8C5K8I1_JACJA
OG0013061	sp|O95817|BAG3_HUMAN	tr|A0A8C5KG77|A0A8C5KG77_JACJA
OG0013062	sp|P10155|RO60_HUMAN	tr|A0A8C5KZ79|A0A8C5KZ79_JACJA
OG0013063	sp|P15248|IL9_HUMAN	tr|A0A8C5K0M6|A0A8C5K0M6_JACJA
OG0013064	sp|P24394|IL4RA_HUMAN	tr|A0A8C5L314|A0A8C5L314_JACJA
OG0013065	sp|P30679|GNA15_HUMAN	tr|A0A8C5KKY8|A0A8C5KKY8_JACJA
OG0013066	sp|P61764|STXB1_HUMAN	tr|A0A8C5KWE5|A0A8C5KWE5_JACJA
OG0013067	sp|Q12882|DPYD_HUMAN	tr|A0A8C5LIU8|A0A8C5LIU8_JACJA
OG0013068	sp|Q15056|IF4H_HUMAN	tr|A0A8C5KTQ6|A0A8C5KTQ6_JACJA
OG0013069	sp|Q15125|EBP_HUMAN	tr|A0A8C5KJ34|A0A8C5KJ34_JACJA
OG0013070	sp|Q4LEZ3|AARD_HUMAN	tr|A0A8C5K2J5|A0A8C5K2J5_JACJA
OG0013071	sp|Q5BKX6|S45A4_HUMAN	tr|A0A8C5KHX5|A0A8C5KHX5_JACJA
OG0013072	sp|Q5SQN1|SNP47_HUMAN	tr|A0A8C5LI51|A0A8C5LI51_JACJA
OG0013073	sp|Q5T230|UTF1_HUMAN	tr|A0A8C5L842|A0A8C5L842_JACJA
OG0013074	sp|Q5T4D3|TMTC4_HUMAN	tr|A0A8C5LI35|A0A8C5LI35_JACJA
OG0013075	sp|Q6DHV5|C2D2B_HUMAN	tr|A0A8C5K5K3|A0A8C5K5K3_JACJA
OG0013076	sp|Q6IA69|NADE_HUMAN	tr|A0A8C5KBK1|A0A8C5KBK1_JACJA
OG0013077	sp|Q6IN84|MRM1_HUMAN	tr|A0A8C5K8L5|A0A8C5K8L5_JACJA
OG0013078	sp|Q6P1X5|TAF2_HUMAN	tr|A0A8C5KVP7|A0A8C5KVP7_JACJA
OG0013079	sp|Q6PIU1|KCNV1_HUMAN	tr|A0A8C5KX39|A0A8C5KX39_JACJA
OG0013080	sp|Q7Z4H4|ADM2_HUMAN	tr|A0A8C5NU52|A0A8C5NU52_JACJA
OG0013081	sp|Q86XT2|VP37D_HUMAN	tr|A0A8C5KN03|A0A8C5KN03_JACJA
OG0013082	sp|Q8IWZ5|TRI42_HUMAN	tr|A0A8C5L6V0|A0A8C5L6V0_JACJA
OG0013083	sp|Q8IYQ7|THNS1_HUMAN	tr|A0A8C5L244|A0A8C5L244_JACJA
OG0013084	sp|Q8IZQ1|WDFY3_HUMAN	tr|A0A8C5KUY4|A0A8C5KUY4_JACJA
OG0013085	sp|Q8N9B5|JMY_HUMAN	tr|A0A8C5KRC2|A0A8C5KRC2_JACJA
OG0013086	sp|Q8NCN5|PDPR_HUMAN	tr|A0A8C5L137|A0A8C5L137_JACJA
OG0013087	sp|Q8WUM4|PDC6I_HUMAN	tr|A0A8C5K7K2|A0A8C5K7K2_JACJA
OG0013088	sp|Q8WUW1|BRK1_HUMAN	tr|A0A8C5LAM3|A0A8C5LAM3_JACJA
OG0013089	sp|Q8WXC6|CSN9_HUMAN	tr|A0A8C5K5X5|A0A8C5K5X5_JACJA
OG0013090	sp|Q96DN2|VWCE_HUMAN	tr|A0A8C5KBU5|A0A8C5KBU5_JACJA
OG0013091	sp|Q96EY1|DNJA3_HUMAN	tr|A0A8C5K7W6|A0A8C5K7W6_JACJA
OG0013092	sp|Q96GY3|LIN37_HUMAN	tr|A0A8C5L0B3|A0A8C5L0B3_JACJA
OG0013093	sp|Q96MW5|COG8_HUMAN	tr|A0A8C5KGF8|A0A8C5KGF8_JACJA
OG0013094	sp|Q96S95|CK2N2_HUMAN	tr|A0A8C5LJ12|A0A8C5LJ12_JACJA
OG0013095	sp|Q9BS86|ZPBP1_HUMAN	tr|A0A8C5KMP0|A0A8C5KMP0_JACJA
OG0013096	sp|Q9H3K6|BOLA2_HUMAN	tr|A0A8C5JZJ6|A0A8C5JZJ6_JACJA
OG0013097	sp|Q9H967|WDR76_HUMAN	tr|A0A8C5LIY9|A0A8C5LIY9_JACJA
OG0013098	sp|Q9NQZ2|SAS10_HUMAN	tr|A0A8C5KNH4|A0A8C5KNH4_JACJA
OG0013099	sp|Q9NSB2|KRT84_HUMAN	tr|A0A8C5KAM7|A0A8C5KAM7_JACJA
OG0013100	sp|Q9NXF1|TEX10_HUMAN	tr|A0A8C5P1N9|A0A8C5P1N9_JACJA
OG0013101	sp|Q9P0N8|MARH2_HUMAN	tr|A0A8C5L3H9|A0A8C5L3H9_JACJA
OG0013102	sp|Q9P2D8|UNC79_HUMAN	tr|A0A8C5LDL9|A0A8C5LDL9_JACJA
OG0013103	sp|Q9P2K8|E2AK4_HUMAN	tr|A0A8C5LKN4|A0A8C5LKN4_JACJA
OG0013104	sp|Q9ULJ8|NEB1_HUMAN	tr|A0A8C5KPS1|A0A8C5KPS1_JACJA
OG0013105	sp|Q9Y2D2|S35A3_HUMAN	tr|A0A8C5KYG0|A0A8C5KYG0_JACJA
OG0013106	sp|Q9Y4L5|RN115_HUMAN	tr|A0A8C5K5F0|A0A8C5K5F0_JACJA
OG0013107	sp|Q9Y5U8|MPC1_HUMAN	tr|A0A8C5L3N5|A0A8C5L3N5_JACJA
OG0013108	sp|Q9Y672|ALG6_HUMAN	tr|A0A8C5KFF2|A0A8C5KFF2_JACJA
OG0013109	sp|A5PLL1|AN34B_HUMAN	tr|A0A8C5NU83|A0A8C5NU83_JACJA
OG0013110	sp|A6NG13|MGT4D_HUMAN	tr|A0A8C5K3S1|A0A8C5K3S1_JACJA
OG0013111	sp|O00584|RNT2_HUMAN	tr|A0A8C5KJN0|A0A8C5KJN0_JACJA
OG0013112	sp|O14863|ZNT4_HUMAN	tr|A0A8C5LE67|A0A8C5LE67_JACJA
OG0013113	sp|O15213|WDR46_HUMAN	tr|A0A8C5LBE9|A0A8C5LBE9_JACJA
OG0013114	sp|O43719|HTSF1_HUMAN	tr|A0A8C5KJP6|A0A8C5KJP6_JACJA
OG0013115	sp|O60313|OPA1_HUMAN	tr|A0A8C5LBY8|A0A8C5LBY8_JACJA
OG0013116	sp|O75628|REM1_HUMAN	tr|A0A8C5L6F6|A0A8C5L6F6_JACJA
OG0013117	sp|O95025|SEM3D_HUMAN	tr|A0A8C5P2V7|A0A8C5P2V7_JACJA
OG0013118	sp|P00439|PH4H_HUMAN	tr|A0A8C5P1F0|A0A8C5P1F0_JACJA
OG0013119	sp|P05937|CALB1_HUMAN	tr|A0A8C5K9Z8|A0A8C5K9Z8_JACJA
OG0013120	sp|P11413|G6PD_HUMAN	tr|A0A8C5LL17|A0A8C5LL17_JACJA
OG0013121	sp|P19113|DCHS_HUMAN	tr|A0A8C5P4D9|A0A8C5P4D9_JACJA
OG0013122	sp|P29590|PML_HUMAN	tr|A0A8C5JX86|A0A8C5JX86_JACJA
OG0013123	sp|P49757|NUMB_HUMAN	tr|A0A8C5L3B2|A0A8C5L3B2_JACJA
OG0013124	sp|P49810|PSN2_HUMAN	tr|A0A8C5LGL1|A0A8C5LGL1_JACJA
OG0013125	sp|P51178|PLCD1_HUMAN	tr|A0A8C5KBJ4|A0A8C5KBJ4_JACJA
OG0013126	sp|P82279|CRUM1_HUMAN	tr|A0A8C5KWU8|A0A8C5KWU8_JACJA
OG0013127	sp|Q13084|RM28_HUMAN	tr|A0A8C5K2L4|A0A8C5K2L4_JACJA
OG0013128	sp|Q14145|KEAP1_HUMAN	tr|A0A8C5JW88|A0A8C5JW88_JACJA
OG0013129	sp|Q14994|NR1I3_HUMAN	tr|A0A8C5NWK1|A0A8C5NWK1_JACJA
OG0013130	sp|Q2Q1W2|LIN41_HUMAN	tr|A0A8C5L6I0|A0A8C5L6I0_JACJA
OG0013131	sp|Q5K4L6|S27A3_HUMAN	tr|A0A8C5LNR1|A0A8C5LNR1_JACJA
OG0013132	sp|Q5MY95|ENTP8_HUMAN	tr|A0A8C5KEA1|A0A8C5KEA1_JACJA
OG0013133	sp|Q5U4N7|GDAS1_HUMAN	tr|A0A8C5K1W4|A0A8C5K1W4_JACJA
OG0013134	sp|Q5XUX0|FBX31_HUMAN	tr|A0A8C5LH98|A0A8C5LH98_JACJA
OG0013135	sp|Q6L9W6|B4GN3_HUMAN	tr|A0A8C5L380|A0A8C5L380_JACJA
OG0013136	sp|Q6PCB0|VWA1_HUMAN	tr|A0A8C5L3M3|A0A8C5L3M3_JACJA
OG0013137	sp|Q6TFL3|CC171_HUMAN	tr|A0A8C5L857|A0A8C5L857_JACJA
OG0013138	sp|Q6UWT4|CE046_HUMAN	tr|A0A8C5KUZ7|A0A8C5KUZ7_JACJA
OG0013139	sp|Q7Z3B0|SIM15_HUMAN	tr|A0A8C5KAE1|A0A8C5KAE1_JACJA
OG0013140	sp|Q7Z5U6|WDR53_HUMAN	tr|A0A8C5KCZ2|A0A8C5KCZ2_JACJA
OG0013141	sp|Q8N543|OGFD1_HUMAN	tr|A0A8C5P0L9|A0A8C5P0L9_JACJA
OG0013142	sp|Q8NBI6|XXLT1_HUMAN	tr|A0A8C5LJV6|A0A8C5LJV6_JACJA
OG0013143	sp|Q8NBS9|TXND5_HUMAN	tr|A0A8C5LD14|A0A8C5LD14_JACJA
OG0013144	sp|Q8TCD5|NT5C_HUMAN	tr|A0A8C5LFN6|A0A8C5LFN6_JACJA
OG0013145	sp|Q8WWZ8|OIT3_HUMAN	tr|A0A8C5LJ28|A0A8C5LJ28_JACJA
OG0013146	sp|Q96JA1|LRIG1_HUMAN	tr|A0A8C5LDK1|A0A8C5LDK1_JACJA
OG0013147	sp|Q96P65|QRFPR_HUMAN	tr|A0A8C5L0W1|A0A8C5L0W1_JACJA
OG0013148	sp|Q96Q35|FACC1_HUMAN	tr|A0A8C5JWF0|A0A8C5JWF0_JACJA
OG0013149	sp|Q99614|TTC1_HUMAN	tr|A0A8C5NUN4|A0A8C5NUN4_JACJA
OG0013150	sp|Q9BSJ2|GCP2_HUMAN	tr|A0A8C5LES2|A0A8C5LES2_JACJA
