Orthogroup	Homo_sapiens	Otolemur_garnettii
OG0012830	sp|Q8N3Z6|ZCHC7_HUMAN	tr|H0WQN6|H0WQN6_OTOGA
OG0012831	sp|Q8N4K4|RPRML_HUMAN	tr|H0XLA5|H0XLA5_OTOGA
OG0012832	sp|Q8N7W2|BEND7_HUMAN	tr|H0X374|H0X374_OTOGA
OG0012833	sp|Q8NDZ4|DIK2A_HUMAN	tr|H0X4X3|H0X4X3_OTOGA
OG0012834	sp|Q8NG41|NPB_HUMAN	tr|H0Y042|H0Y042_OTOGA
OG0012835	sp|Q8TCT0|CERK1_HUMAN	tr|H0XDY9|H0XDY9_OTOGA
OG0012836	sp|Q8TDM6|DLG5_HUMAN	tr|H0XFD5|H0XFD5_OTOGA
OG0012837	sp|Q8WUI4|HDAC7_HUMAN	tr|H0WS53|H0WS53_OTOGA
OG0012838	sp|Q92786|PROX1_HUMAN	tr|H0XGN0|H0XGN0_OTOGA
OG0012839	sp|Q96DA0|ZG16B_HUMAN	tr|H0WHK2|H0WHK2_OTOGA
OG0012840	sp|Q96JG6|VPS50_HUMAN	tr|H0WG38|H0WG38_OTOGA
OG0012841	sp|Q96M96|FGD4_HUMAN	tr|H0X4Y3|H0X4Y3_OTOGA
OG0012842	sp|Q96MG2|JSPR1_HUMAN	tr|H0WU17|H0WU17_OTOGA
OG0012843	sp|Q96N06|SPT33_HUMAN	tr|H0WQU9|H0WQU9_OTOGA
OG0012844	sp|Q99496|RING2_HUMAN	tr|H0XEU5|H0XEU5_OTOGA
OG0012845	sp|Q9BY76|ANGL4_HUMAN	tr|H0WMC5|H0WMC5_OTOGA
OG0012846	sp|Q9H400|LIME1_HUMAN	tr|H0XJZ1|H0XJZ1_OTOGA
OG0012847	sp|Q9H6R7|WDCP_HUMAN	tr|H0WL31|H0WL31_OTOGA
OG0012848	sp|Q9H6X5|CS044_HUMAN	tr|H0WSX9|H0WSX9_OTOGA
OG0012849	sp|Q9HB03|ELOV3_HUMAN	tr|H0XF71|H0XF71_OTOGA
OG0012850	sp|Q9NQ25|SLAF7_HUMAN	tr|H0WRI6|H0WRI6_OTOGA
OG0012851	sp|Q9NSA3|CNBP1_HUMAN	tr|H0XL89|H0XL89_OTOGA
OG0012852	sp|Q9NV58|RN19A_HUMAN	tr|H0WVP7|H0WVP7_OTOGA
OG0012853	sp|Q9NWW0|HPIP_HUMAN	tr|H0WYS8|H0WYS8_OTOGA
OG0012854	sp|Q9NX14|NDUBB_HUMAN	tr|H0XTF4|H0XTF4_OTOGA
OG0012855	sp|Q9NXC5|MIO_HUMAN	tr|H0WY00|H0WY00_OTOGA
OG0012856	sp|Q9UGJ1|GCP4_HUMAN	tr|H0WFT1|H0WFT1_OTOGA
OG0012857	sp|Q9UKT4|FBX5_HUMAN	tr|H0WUC9|H0WUC9_OTOGA
OG0012858	sp|Q9Y5Y0|FLVC1_HUMAN	tr|H0WG30|H0WG30_OTOGA
OG0012859	sp|Q9Y613|FHOD1_HUMAN	tr|H0WFJ7|H0WFJ7_OTOGA
OG0012860	sp|O14672|ADA10_HUMAN	tr|H0WPQ2|H0WPQ2_OTOGA
OG0012861	sp|O14907|TX1B3_HUMAN	tr|H0XNH0|H0XNH0_OTOGA
OG0012862	sp|O43511|S26A4_HUMAN	tr|H0WVJ7|H0WVJ7_OTOGA
OG0012863	sp|O60331|PI51C_HUMAN	tr|H0X2L2|H0X2L2_OTOGA
OG0012864	sp|O95789|ZMYM6_HUMAN	tr|H0WMZ0|H0WMZ0_OTOGA
OG0012865	sp|P04183|KITH_HUMAN	tr|H0X768|H0X768_OTOGA
OG0012866	sp|P04217|A1BG_HUMAN	tr|H0XX65|H0XX65_OTOGA
OG0012867	sp|P08151|GLI1_HUMAN	tr|H0WRK7|H0WRK7_OTOGA
OG0012868	sp|P19623|SPEE_HUMAN	tr|H0X9J3|H0X9J3_OTOGA
OG0012869	sp|P29377|S100G_HUMAN	tr|H0WI83|H0WI83_OTOGA
OG0012870	sp|P30531|SC6A1_HUMAN	tr|H0X8A1|H0X8A1_OTOGA
OG0012871	sp|P31785|IL2RG_HUMAN	tr|H0Y116|H0Y116_OTOGA
OG0012872	sp|P45973|CBX5_HUMAN	tr|H0X953|H0X953_OTOGA
OG0012873	sp|P48651|PTSS1_HUMAN	tr|H0WPL7|H0WPL7_OTOGA
OG0012874	sp|P53621|COPA_HUMAN	tr|H0X315|H0X315_OTOGA
OG0012875	sp|P56181|NDUV3_HUMAN	tr|H0WN76|H0WN76_OTOGA
OG0012876	sp|P57768|SNX16_HUMAN	tr|H0XCD2|H0XCD2_OTOGA
OG0012877	sp|P60008|HILS1_HUMAN	tr|H0XRC6|H0XRC6_OTOGA
OG0012878	sp|P60323|NANO3_HUMAN	tr|H0WVT3|H0WVT3_OTOGA
OG0012879	sp|P61218|RPAB2_HUMAN	tr|H0Y235|H0Y235_OTOGA
OG0012880	sp|Q02080|MEF2B_HUMAN	tr|H0WJ58|H0WJ58_OTOGA
OG0012881	sp|Q05086|UBE3A_HUMAN	tr|H0XGV4|H0XGV4_OTOGA
OG0012882	sp|Q14135|VGLL4_HUMAN	tr|H0XEU6|H0XEU6_OTOGA
OG0012883	sp|Q16821|PPR3A_HUMAN	tr|H0WRM2|H0WRM2_OTOGA
OG0012884	sp|Q3KQU3|MA7D1_HUMAN	tr|H0X963|H0X963_OTOGA
OG0012885	sp|Q3SXP7|SHSL1_HUMAN	tr|H0WSM3|H0WSM3_OTOGA
OG0012886	sp|Q5SW96|ARH_HUMAN	tr|H0WK15|H0WK15_OTOGA
OG0012887	sp|Q5XKP0|MIC13_HUMAN	tr|H0Y0E8|H0Y0E8_OTOGA
OG0012888	sp|Q67FW5|B3GNL_HUMAN	tr|H0WYK0|H0WYK0_OTOGA
OG0012889	sp|Q6UWU2|GLB1L_HUMAN	tr|H0XDI6|H0XDI6_OTOGA
OG0012890	sp|Q6UXB4|CLC4G_HUMAN	tr|H0WS94|H0WS94_OTOGA
OG0012891	sp|Q6ZNK6|TIFAB_HUMAN	tr|H0XQE2|H0XQE2_OTOGA
OG0012892	sp|Q6ZV70|LANC3_HUMAN	tr|H0WN02|H0WN02_OTOGA
OG0012893	sp|Q76LX8|ATS13_HUMAN	tr|H0XAD8|H0XAD8_OTOGA
OG0012894	sp|Q7Z5L3|C1QL2_HUMAN	tr|H0XEU9|H0XEU9_OTOGA
OG0012895	sp|Q86V25|VASH2_HUMAN	tr|H0WG32|H0WG32_OTOGA
OG0012896	sp|Q86VD1|MORC1_HUMAN	tr|H0WSM9|H0WSM9_OTOGA
OG0012897	sp|Q86WK7|AMGO3_HUMAN	tr|H0XNP1|H0XNP1_OTOGA
OG0012898	sp|Q86WQ0|NR2CA_HUMAN	tr|H0XNV3|H0XNV3_OTOGA
OG0012899	sp|Q8IU80|TMPS6_HUMAN	tr|H0WT78|H0WT78_OTOGA
OG0012900	sp|Q8IZ21|PHAR4_HUMAN	tr|H0XCW1|H0XCW1_OTOGA
OG0012901	sp|Q8NEP7|KLDC9_HUMAN	tr|H0WUS2|H0WUS2_OTOGA
OG0012902	sp|Q8NHW3|MAFA_HUMAN	tr|H0XY68|H0XY68_OTOGA
OG0012903	sp|Q8TBB0|THAP6_HUMAN	tr|H0X5J2|H0X5J2_OTOGA
OG0012904	sp|Q8WTT2|NOC3L_HUMAN	tr|H0WZP2|H0WZP2_OTOGA
OG0012905	sp|Q8WTX9|ZDHC1_HUMAN	tr|H0WFK3|H0WFK3_OTOGA
OG0012906	sp|Q969E1|LEAP2_HUMAN	tr|H0X0K2|H0X0K2_OTOGA
OG0012907	sp|Q96BJ3|AIDA_HUMAN	tr|H0Y208|H0Y208_OTOGA
OG0012908	sp|Q96EQ0|SGTB_HUMAN	tr|H0X3F8|H0X3F8_OTOGA
OG0012909	sp|Q96LT4|SAMD8_HUMAN	tr|H0WZR0|H0WZR0_OTOGA
OG0012910	sp|Q96RT8|GCP5_HUMAN	tr|H0XAL3|H0XAL3_OTOGA
OG0012911	sp|Q99426|TBCB_HUMAN	tr|H0X4Y6|H0X4Y6_OTOGA
OG0012912	sp|Q9BY89|K1671_HUMAN	tr|H0XWS3|H0XWS3_OTOGA
OG0012913	sp|Q9H5J0|ZBTB3_HUMAN	tr|H0X4S0|H0X4S0_OTOGA
OG0012914	sp|Q9HCG7|GBA2_HUMAN	tr|H0X5K6|H0X5K6_OTOGA
OG0012915	sp|Q9NP70|AMBN_HUMAN	tr|H0XS87|H0XS87_OTOGA
OG0012916	sp|Q9NZ09|UBAP1_HUMAN	tr|H0XE14|H0XE14_OTOGA
OG0012917	sp|Q9UQ07|MOK_HUMAN	tr|H0XHE5|H0XHE5_OTOGA
OG0012918	sp|Q9Y2J2|E41L3_HUMAN	tr|H0X127|H0X127_OTOGA
OG0012919	sp|Q9Y679|AUP1_HUMAN	tr|H0WHT3|H0WHT3_OTOGA
OG0012920	sp|A6NCI8|CB078_HUMAN	tr|H0XIT3|H0XIT3_OTOGA
OG0012921	sp|A7KAX9|RHG32_HUMAN	tr|H0WK41|H0WK41_OTOGA
OG0012922	sp|O00194|RB27B_HUMAN	tr|H0WSQ2|H0WSQ2_OTOGA
OG0012923	sp|O15318|RPC7_HUMAN	tr|H0WSB2|H0WSB2_OTOGA
OG0012924	sp|O15539|RGS5_HUMAN	tr|H0X7G9|H0X7G9_OTOGA
OG0012925	sp|O75426|FBX24_HUMAN	tr|H0XHU5|H0XHU5_OTOGA
OG0012926	sp|O95219|SNX4_HUMAN	tr|H0WM84|H0WM84_OTOGA
OG0012927	sp|O95251|KAT7_HUMAN	tr|H0WHS0|H0WHS0_OTOGA
OG0012928	sp|O95613|PCNT_HUMAN	tr|H0WJC9|H0WJC9_OTOGA
OG0012929	sp|O95807|TM50A_HUMAN	tr|H0XHI9|H0XHI9_OTOGA
OG0012930	sp|P01189|COLI_HUMAN	tr|H0XQF1|H0XQF1_OTOGA
OG0012931	sp|P02144|MYG_HUMAN	tr|H0WSI7|H0WSI7_OTOGA
OG0012932	sp|P15018|LIF_HUMAN	tr|H0X810|H0X810_OTOGA
OG0012933	sp|P19438|TNR1A_HUMAN	tr|H0X648|H0X648_OTOGA
OG0012934	sp|P32971|TNFL8_HUMAN	tr|H0WWU2|H0WWU2_OTOGA
OG0012935	sp|P46663|BKRB1_HUMAN	tr|H0XP87|H0XP87_OTOGA
OG0012936	sp|P61421|VA0D1_HUMAN	tr|H0WFK4|H0WFK4_OTOGA
OG0012937	sp|P61803|DAD1_HUMAN	tr|H0XWD7|H0XWD7_OTOGA
OG0012938	sp|Q08830|FGL1_HUMAN	tr|H0WPK3|H0WPK3_OTOGA
OG0012939	sp|Q0VDD7|BRME1_HUMAN	tr|H0XIC9|H0XIC9_OTOGA
OG0012941	sp|Q15012|LAP4A_HUMAN	tr|H0WLX3|H0WLX3_OTOGA
OG0012942	sp|Q15382|RHEB_HUMAN	tr|H0WYX1|H0WYX1_OTOGA
OG0012943	sp|Q16552|IL17_HUMAN	tr|H0XDH3|H0XDH3_OTOGA
OG0012944	sp|Q5T6X5|GPC6A_HUMAN	tr|H0X5U1|H0X5U1_OTOGA
OG0012945	sp|Q5T8A7|PPR26_HUMAN	tr|H0XZD8|H0XZD8_OTOGA
OG0012946	sp|Q5TBB1|RNH2B_HUMAN	tr|H0XFG4|H0XFG4_OTOGA
OG0012947	sp|Q5VXM1|CDCP2_HUMAN	tr|H0XFN6|H0XFN6_OTOGA
OG0012948	sp|Q5VZ03|NXNL2_HUMAN	tr|H0WK68|H0WK68_OTOGA
OG0012949	sp|Q6P9G4|TM154_HUMAN	tr|H0X993|H0X993_OTOGA
OG0012950	sp|Q6PJ69|TRI65_HUMAN	tr|H0WJP3|H0WJP3_OTOGA
OG0012951	sp|Q6UB28|MAP12_HUMAN	tr|H0WM11|H0WM11_OTOGA
OG0012952	sp|Q7LFL8|CXXC5_HUMAN	tr|H0XXB9|H0XXB9_OTOGA
OG0012953	sp|Q7RTX9|MOT14_HUMAN	tr|H0WZH4|H0WZH4_OTOGA
OG0012954	sp|Q86TG7|PEG10_HUMAN	tr|H0XSE5|H0XSE5_OTOGA
OG0012955	sp|Q8IY81|SPB1_HUMAN	tr|H0XRX1|H0XRX1_OTOGA
OG0012956	sp|Q8IY92|SLX4_HUMAN	tr|H0XE95|H0XE95_OTOGA
OG0012957	sp|Q8IYS1|P20D2_HUMAN	tr|H0WRI9|H0WRI9_OTOGA
OG0012958	sp|Q8IYX4|DND1_HUMAN	tr|H0XRW1|H0XRW1_OTOGA
OG0012959	sp|Q8NEY3|SPAT4_HUMAN	tr|H0X6F6|H0X6F6_OTOGA
OG0012960	sp|Q96I23|PREY_HUMAN	tr|H0XVL2|H0XVL2_OTOGA
OG0012961	sp|Q96K49|TM87B_HUMAN	tr|H0WKZ6|H0WKZ6_OTOGA
OG0012962	sp|Q96KJ4|MSLNL_HUMAN	tr|H0WNH2|H0WNH2_OTOGA
OG0012963	sp|Q96LL3|FIMP_HUMAN	tr|H0WNC0|H0WNC0_OTOGA
OG0012964	sp|Q96M02|CJ090_HUMAN	tr|H0XDG2|H0XDG2_OTOGA
OG0012965	sp|Q96P16|RPR1A_HUMAN	tr|H0XFB3|H0XFB3_OTOGA
OG0012966	sp|Q99584|S10AD_HUMAN	tr|H0XPG5|H0XPG5_OTOGA
OG0012967	sp|Q9BQG1|SYT3_HUMAN	tr|H0XNC5|H0XNC5_OTOGA
OG0012968	sp|Q9BSJ5|CQ080_HUMAN	tr|H0X8G2|H0X8G2_OTOGA
OG0012969	sp|Q9BU20|CPLN2_HUMAN	tr|H0WRA8|H0WRA8_OTOGA
OG0012970	sp|Q9BZF1|OSBL8_HUMAN	tr|H0XGT4|H0XGT4_OTOGA
OG0012971	sp|Q9H040|SPRTN_HUMAN	tr|H0WYZ1|H0WYZ1_OTOGA
OG0012972	sp|Q9H0P0|5NT3A_HUMAN	tr|H0WHY7|H0WHY7_OTOGA
OG0012973	sp|Q9H5Y7|SLIK6_HUMAN	tr|H0XJ12|H0XJ12_OTOGA
OG0012974	sp|Q9H6L2|TM231_HUMAN	tr|H0WJI8|H0WJI8_OTOGA
OG0012975	sp|Q9H8M2|BRD9_HUMAN	tr|H0WZ96|H0WZ96_OTOGA
OG0012976	sp|Q9HAH7|FBRS_HUMAN	tr|H0X4P1|H0X4P1_OTOGA
OG0012977	sp|Q9HCN3|PGAP6_HUMAN	tr|H0XLD8|H0XLD8_OTOGA
OG0012978	sp|Q9HD20|AT131_HUMAN	tr|H0WL30|H0WL30_OTOGA
OG0012979	sp|Q9NWB6|ARGL1_HUMAN	tr|H0XUG3|H0XUG3_OTOGA
OG0012980	sp|Q9NWQ9|CN119_HUMAN	tr|H0XPG4|H0XPG4_OTOGA
OG0012981	sp|Q9UH92|MLX_HUMAN	tr|H0X1F8|H0X1F8_OTOGA
OG0012982	sp|Q9UPX0|TUTLB_HUMAN	tr|H0XXJ2|H0XXJ2_OTOGA
OG0012983	sp|Q9Y2D9|ZN652_HUMAN	tr|H0WN19|H0WN19_OTOGA
OG0012984	sp|Q9Y2L1|RRP44_HUMAN	tr|H0X1F2|H0X1F2_OTOGA
OG0012985	sp|Q9Y653|AGRG1_HUMAN	tr|H0XEV4|H0XEV4_OTOGA
OG0012986	sp|O15018|PDZD2_HUMAN	tr|H0XGN5|H0XGN5_OTOGA
OG0012987	sp|O43680|TCF21_HUMAN	tr|H0XT42|H0XT42_OTOGA
OG0012988	sp|O75165|DJC13_HUMAN	tr|H0XD51|H0XD51_OTOGA
OG0012989	sp|O75886|STAM2_HUMAN	tr|H0XG63|H0XG63_OTOGA
OG0012990	sp|O75952|CABYR_HUMAN	tr|H0XED2|H0XED2_OTOGA
OG0012991	sp|O95201|ZN205_HUMAN	tr|H0WN95|H0WN95_OTOGA
OG0012992	sp|P11473|VDR_HUMAN	tr|H0WS55|H0WS55_OTOGA
OG0012993	sp|P25791|RBTN2_HUMAN	tr|H0XAZ6|H0XAZ6_OTOGA
OG0012994	sp|P31152|MK04_HUMAN	tr|H0XFV4|H0XFV4_OTOGA
OG0012995	sp|P38435|VKGC_HUMAN	tr|H0X2S0|H0X2S0_OTOGA
OG0012996	sp|P48449|LSS_HUMAN	tr|H0X027|H0X027_OTOGA
OG0012997	sp|P50222|MEOX2_HUMAN	tr|H0XXX9|H0XXX9_OTOGA
OG0012998	sp|P51674|GPM6A_HUMAN	tr|H0WJ06|H0WJ06_OTOGA
OG0012999	sp|P56385|ATP5I_HUMAN	tr|H0X6J1|H0X6J1_OTOGA
OG0013000	sp|P78344|IF4G2_HUMAN	tr|H0XNY6|H0XNY6_OTOGA
OG0013001	sp|Q00994|BEX3_HUMAN	tr|H0XC32|H0XC32_OTOGA
OG0013002	sp|Q06418|TYRO3_HUMAN	tr|H0X7W5|H0X7W5_OTOGA
OG0013003	sp|Q12999|TSN31_HUMAN	tr|H0XQV3|H0XQV3_OTOGA
OG0013004	sp|Q15005|SPCS2_HUMAN	tr|H0XDN6|H0XDN6_OTOGA
OG0013005	sp|Q1RMZ1|SAMTR_HUMAN	tr|H0WQR4|H0WQR4_OTOGA
OG0013006	sp|Q502X0|MORN2_HUMAN	tr|H0XU17|H0XU17_OTOGA
OG0013007	sp|Q56UN5|M3K19_HUMAN	tr|H0XG56|H0XG56_OTOGA
OG0013008	sp|Q5M7Z0|RNFT1_HUMAN	tr|H0WX41|H0WX41_OTOGA
OG0013009	sp|Q5SZD4|GLYL3_HUMAN	tr|H0XBD4|H0XBD4_OTOGA
OG0013010	sp|Q5TEA6|SE1L2_HUMAN	tr|H0XGF0|H0XGF0_OTOGA
OG0013011	sp|Q6P2C0|WDR93_HUMAN	tr|H0XFR5|H0XFR5_OTOGA
OG0013012	sp|Q6P444|MTFR2_HUMAN	tr|H0X149|H0X149_OTOGA
OG0013013	sp|Q6PF18|MORN3_HUMAN	tr|H0Y063|H0Y063_OTOGA
OG0013014	sp|Q6PIV7|S2534_HUMAN	tr|H0XQJ0|H0XQJ0_OTOGA
OG0013015	sp|Q6UX04|CWC27_HUMAN	tr|H0WV73|H0WV73_OTOGA
OG0013016	sp|Q6ZTQ3|RASF6_HUMAN	tr|H0X382|H0X382_OTOGA
OG0013017	sp|Q76NI1|KNDC1_HUMAN	tr|H0XPP0|H0XPP0_OTOGA
OG0013018	sp|Q86TA1|MOB3B_HUMAN	tr|H0Y2I3|H0Y2I3_OTOGA
OG0013019	sp|Q86V81|THOC4_HUMAN	tr|H0X6U5|H0X6U5_OTOGA
OG0013020	sp|Q86XK7|VSIG1_HUMAN	tr|H0WU57|H0WU57_OTOGA
OG0013021	sp|Q8IV77|CNGA4_HUMAN	tr|H0WLG0|H0WLG0_OTOGA
OG0013022	sp|Q8N9N7|LRC57_HUMAN	tr|H0WWY9|H0WWY9_OTOGA
OG0013023	sp|Q8TAX9|GSDMB_HUMAN	tr|H0X3R0|H0X3R0_OTOGA
OG0013024	sp|Q8TB03|CX038_HUMAN	tr|H0X093|H0X093_OTOGA
OG0013025	sp|Q8TEA8|DTD1_HUMAN	tr|H0WXF8|H0WXF8_OTOGA
OG0013026	sp|Q92753|RORB_HUMAN	tr|H0WIS3|H0WIS3_OTOGA
OG0013027	sp|Q96A32|MYL11_HUMAN	tr|H0XM97|H0XM97_OTOGA
OG0013028	sp|Q96GA3|LTV1_HUMAN	tr|H0X695|H0X695_OTOGA
OG0013029	sp|Q96I51|RCC1L_HUMAN	tr|H0XSC7|H0XSC7_OTOGA
OG0013030	sp|Q96IQ9|ZN414_HUMAN	tr|H0WMD6|H0WMD6_OTOGA
OG0013031	sp|Q96L93|KI16B_HUMAN	tr|H0WKU2|H0WKU2_OTOGA
OG0013032	sp|Q9BQ65|USB1_HUMAN	tr|H0WMF7|H0WMF7_OTOGA
OG0013033	sp|Q9BS16|CENPK_HUMAN	tr|H0X3F0|H0X3F0_OTOGA
OG0013034	sp|Q9BYB0|SHAN3_HUMAN	tr|H0XJB8|H0XJB8_OTOGA
OG0013035	sp|Q9BZG2|PPAT_HUMAN	tr|H0WPJ2|H0WPJ2_OTOGA
OG0013036	sp|Q9H0W8|SMG9_HUMAN	tr|H0X7I6|H0X7I6_OTOGA
OG0013037	sp|Q9H221|ABCG8_HUMAN	tr|H0X7R1|H0X7R1_OTOGA
OG0013038	sp|Q9H4G4|GAPR1_HUMAN	tr|H0WX71|H0WX71_OTOGA
OG0013039	sp|Q9NW15|ANO10_HUMAN	tr|H0XAB2|H0XAB2_OTOGA
OG0013040	sp|Q9NZB8|MOCS1_HUMAN	tr|H0WL74|H0WL74_OTOGA
OG0013041	sp|Q9UNI1|CELA1_HUMAN	tr|H0WXH4|H0WXH4_OTOGA
OG0013042	sp|Q9Y271|CLTR1_HUMAN	tr|H0XV97|H0XV97_OTOGA
OG0013043	sp|Q9Y2H0|DLGP4_HUMAN	tr|H0WHE9|H0WHE9_OTOGA
OG0013044	sp|O00155|GPR25_HUMAN	tr|H0XL94|H0XL94_OTOGA
OG0013045	sp|O00231|PSD11_HUMAN	tr|H0XDA7|H0XDA7_OTOGA
OG0013046	sp|O15209|ZBT22_HUMAN	tr|H0XQ82|H0XQ82_OTOGA
OG0013047	sp|O75718|CRTAP_HUMAN	tr|H0XR58|H0XR58_OTOGA
OG0013048	sp|O75943|RAD17_HUMAN	tr|H0XMH3|H0XMH3_OTOGA
OG0013049	sp|O75976|CBPD_HUMAN	tr|H0WLY7|H0WLY7_OTOGA
OG0013050	sp|O95208|EPN2_HUMAN	tr|H0X5Z5|H0X5Z5_OTOGA
OG0013051	sp|O95425|SVIL_HUMAN	tr|H0WKV1|H0WKV1_OTOGA
OG0013052	sp|P09172|DOPO_HUMAN	tr|H0WV07|H0WV07_OTOGA
OG0013053	sp|P09601|HMOX1_HUMAN	tr|H0XB70|H0XB70_OTOGA
OG0013054	sp|P14621|ACYP2_HUMAN	tr|H0XCN0|H0XCN0_OTOGA
OG0013055	sp|P20936|RASA1_HUMAN	tr|H0WFM9|H0WFM9_OTOGA
OG0013056	sp|P23510|TNFL4_HUMAN	tr|H0X5I0|H0X5I0_OTOGA
OG0013057	sp|P28072|PSB6_HUMAN	tr|H0X102|H0X102_OTOGA
OG0013058	sp|P29460|IL12B_HUMAN	tr|H0XAA7|H0XAA7_OTOGA
OG0013059	sp|P36404|ARL2_HUMAN	tr|H0XZF2|H0XZF2_OTOGA
OG0013060	sp|P52823|STC1_HUMAN	tr|H0X3H6|H0X3H6_OTOGA
OG0013061	sp|P54727|RD23B_HUMAN	tr|H0XAS1|H0XAS1_OTOGA
OG0013062	sp|Q07812|BAX_HUMAN	tr|H0XH75|H0XH75_OTOGA
OG0013063	sp|Q13439|GOGA4_HUMAN	tr|H0XPA1|H0XPA1_OTOGA
OG0013064	sp|Q13635|PTC1_HUMAN	tr|H0WM44|H0WM44_OTOGA
OG0013065	sp|Q32M78|ZN699_HUMAN	tr|H0WHA9|H0WHA9_OTOGA
OG0013066	sp|Q32MQ0|ZN750_HUMAN	tr|H0XAQ8|H0XAQ8_OTOGA
OG0013067	sp|Q53GI3|ZN394_HUMAN	tr|H0XXX1|H0XXX1_OTOGA
OG0013068	sp|Q5JW98|CAHM4_HUMAN	tr|H0XBQ5|H0XBQ5_OTOGA
OG0013069	sp|Q5PRF9|SMAG2_HUMAN	tr|H0XR96|H0XR96_OTOGA
OG0013070	sp|Q5T197|DCST1_HUMAN	tr|H0WU38|H0WU38_OTOGA
OG0013071	sp|Q5TCX8|M3K21_HUMAN	tr|H0X204|H0X204_OTOGA
OG0013072	sp|Q5VV42|CDKAL_HUMAN	tr|H0XEC3|H0XEC3_OTOGA
OG0013073	sp|Q5W0B1|OBI1_HUMAN	tr|H0WVQ9|H0WVQ9_OTOGA
OG0013074	sp|Q6DKI7|PVRIG_HUMAN	tr|H0XWY2|H0XWY2_OTOGA
OG0013075	sp|Q6F5E8|CARL2_HUMAN	tr|H0X5S5|H0X5S5_OTOGA
OG0013076	sp|Q6ICG6|K0930_HUMAN	tr|H0WKH5|H0WKH5_OTOGA
OG0013077	sp|Q6L8Q7|PDE12_HUMAN	tr|H0XXM9|H0XXM9_OTOGA
OG0013078	sp|Q6UB98|ANR12_HUMAN	tr|H0Y0A3|H0Y0A3_OTOGA
OG0013079	sp|Q7LBR1|CHM1B_HUMAN	tr|H0XQQ9|H0XQQ9_OTOGA
OG0013080	sp|Q8IWL3|HSC20_HUMAN	tr|H0WNV7|H0WNV7_OTOGA
OG0013081	sp|Q8IZJ6|TDH_HUMAN	tr|H0WHQ1|H0WHQ1_OTOGA
OG0013082	sp|Q8N5M1|ATPF2_HUMAN	tr|H0WLR3|H0WLR3_OTOGA
OG0013083	sp|Q8N884|CGAS_HUMAN	tr|H0X9J7|H0X9J7_OTOGA
OG0013084	sp|Q8N8E2|ZN513_HUMAN	tr|H0X6Q3|H0X6Q3_OTOGA
OG0013085	sp|Q8NBV8|SYT8_HUMAN	tr|H0XKT0|H0XKT0_OTOGA
OG0013086	sp|Q8TAD2|IL17D_HUMAN	tr|H0WI35|H0WI35_OTOGA
OG0013087	sp|Q8TAM6|ERMIN_HUMAN	tr|H0XFQ2|H0XFQ2_OTOGA
OG0013088	sp|Q8WUJ1|NEUFC_HUMAN	tr|H0WQJ3|H0WQJ3_OTOGA
OG0013089	sp|Q92628|K0232_HUMAN	tr|H0WVK8|H0WVK8_OTOGA
OG0013090	sp|Q96FG2|ELMD3_HUMAN	tr|H0WHU6|H0WHU6_OTOGA
OG0013091	sp|Q96GX2|A7L3B_HUMAN	tr|H0Y0F6|H0Y0F6_OTOGA
OG0013092	sp|Q96LR9|APLD1_HUMAN	tr|H0XQZ8|H0XQZ8_OTOGA
OG0013093	sp|Q96M95|CCD42_HUMAN	tr|H0WIV0|H0WIV0_OTOGA
OG0013094	sp|Q96N76|HUTU_HUMAN	tr|H0WH12|H0WH12_OTOGA
OG0013095	sp|Q9BQQ7|RTP3_HUMAN	tr|H0XNY4|H0XNY4_OTOGA
OG0013096	sp|Q9GZQ4|NMUR2_HUMAN	tr|H0WND4|H0WND4_OTOGA
OG0013097	sp|Q9H098|F107B_HUMAN	tr|H0WQJ2|H0WQJ2_OTOGA
OG0013098	sp|Q9H7T0|CTSRB_HUMAN	tr|H0WXX7|H0WXX7_OTOGA
OG0013099	sp|Q9HCJ2|LRC4C_HUMAN	tr|H0WIA0|H0WIA0_OTOGA
OG0013100	sp|Q9HD89|RETN_HUMAN	tr|H0WSA5|H0WSA5_OTOGA
OG0013101	sp|Q9NRG1|PRDC1_HUMAN	tr|H0WMT7|H0WMT7_OTOGA
OG0013102	sp|Q9NSD4|ZN275_HUMAN	tr|H0XXR5|H0XXR5_OTOGA
OG0013103	sp|Q9NTW7|ZF64B_HUMAN	tr|H0WRI3|H0WRI3_OTOGA
OG0013104	sp|Q9UIJ7|KAD3_HUMAN	tr|H0WWD5|H0WWD5_OTOGA
OG0013105	sp|Q9Y2P5|S27A5_HUMAN	tr|H0XNB9|H0XNB9_OTOGA
OG0013106	sp|Q9Y3D3|RT16_HUMAN	tr|H0Y220|H0Y220_OTOGA
OG0013107	sp|Q9Y693|LHPL6_HUMAN	tr|H0XEX5|H0XEX5_OTOGA
OG0013108	sp|O60269|GRIN2_HUMAN	tr|H0Y0A2|H0Y0A2_OTOGA
OG0013109	sp|O60763|USO1_HUMAN	tr|H0WFV5|H0WFV5_OTOGA
OG0013110	sp|P04179|SODM_HUMAN	tr|H0XGU8|H0XGU8_OTOGA
OG0013111	sp|P04424|ARLY_HUMAN	tr|H0XPP8|H0XPP8_OTOGA
OG0013112	sp|P08246|ELNE_HUMAN	tr|H0XNC1|H0XNC1_OTOGA
OG0013113	sp|P19484|TFEB_HUMAN	tr|H0X1Z8|H0X1Z8_OTOGA
