Orthogroup	Homo_sapiens	Panthera_leo
OG0011186	sp|P48167|GLRB_HUMAN	tr|A0A8C8WUW5|A0A8C8WUW5_PANLE
OG0011187	sp|P49675|STAR_HUMAN	tr|A0A8C9D0K5|A0A8C9D0K5_PANLE
OG0011188	sp|P52741|ZN134_HUMAN	tr|A0A8C9D232|A0A8C9D232_PANLE
OG0011189	sp|P78426|NKX61_HUMAN	tr|A0A8C9D4E4|A0A8C9D4E4_PANLE
OG0011190	sp|P82932|RT06_HUMAN	tr|A0A8C8WZ91|A0A8C8WZ91_PANLE
OG0011191	sp|Q01344|IL5RA_HUMAN	tr|A0A8C8WKX4|A0A8C8WKX4_PANLE
OG0011192	sp|Q02535|ID3_HUMAN	tr|A0A8C8WWE9|A0A8C8WWE9_PANLE
OG0011193	sp|Q14140|SRTD2_HUMAN	tr|A0A8C8W9A0|A0A8C8W9A0_PANLE
OG0011194	sp|Q14162|SREC_HUMAN	tr|A0A8C8XFQ0|A0A8C8XFQ0_PANLE
OG0011195	sp|Q16401|PSMD5_HUMAN	tr|A0A8C8Y620|A0A8C8Y620_PANLE
OG0011196	sp|Q2TB18|ASTE1_HUMAN	tr|A0A8C8XI49|A0A8C8XI49_PANLE
OG0011197	sp|Q6IEG0|SNR48_HUMAN	tr|A0A8C8XG39|A0A8C8XG39_PANLE
OG0011198	sp|Q6PJ61|FBX46_HUMAN	tr|A0A8C8Y310|A0A8C8Y310_PANLE
OG0011199	sp|Q6XUX3|DUSTY_HUMAN	tr|A0A8C9D5Z3|A0A8C9D5Z3_PANLE
OG0011200	sp|Q70IA6|MOB2_HUMAN	tr|A0A8C8Y4K7|A0A8C8Y4K7_PANLE
OG0011201	sp|Q86TG1|T150A_HUMAN	tr|A0A8C8WED5|A0A8C8WED5_PANLE
OG0011202	sp|Q86UP0|CAD24_HUMAN	tr|A0A8C8X660|A0A8C8X660_PANLE
OG0011203	sp|Q8IWT1|SCN4B_HUMAN	tr|A0A8C8Y778|A0A8C8Y778_PANLE
OG0011204	sp|Q8IY47|KBTB2_HUMAN	tr|A0A8C8W9W5|A0A8C8W9W5_PANLE
OG0011205	sp|Q8IY67|RAVR1_HUMAN	tr|A0A8C8WKT4|A0A8C8WKT4_PANLE
OG0011206	sp|Q8IYH5|ZZZ3_HUMAN	tr|A0A8C8X115|A0A8C8X115_PANLE
OG0011207	sp|Q8TAT2|FGFP3_HUMAN	tr|A0A8C9D8F2|A0A8C9D8F2_PANLE
OG0011208	sp|Q96B33|CLD23_HUMAN	tr|A0A8C9CWE3|A0A8C9CWE3_PANLE
OG0011209	sp|Q96EE4|CC126_HUMAN	tr|A0A8C8WVL2|A0A8C8WVL2_PANLE
OG0011210	sp|Q96GD0|PLPP_HUMAN	tr|A0A8C8WLN0|A0A8C8WLN0_PANLE
OG0011211	sp|Q96I24|FUBP3_HUMAN	tr|A0A8C8X413|A0A8C8X413_PANLE
OG0011212	sp|Q96KG7|MEG10_HUMAN	tr|A0A8C8WA22|A0A8C8WA22_PANLE
OG0011213	sp|Q96KS9|F167A_HUMAN	tr|A0A8C8WAP2|A0A8C8WAP2_PANLE
OG0011214	sp|Q96RU2|UBP28_HUMAN	tr|A0A8C9D968|A0A8C9D968_PANLE
OG0011215	sp|Q96RY5|CRML_HUMAN	tr|A0A8C8XGT9|A0A8C8XGT9_PANLE
OG0011216	sp|Q99727|TIMP4_HUMAN	tr|A0A8C8WDI6|A0A8C8WDI6_PANLE
OG0011217	sp|Q9BSE4|HERP2_HUMAN	tr|A0A8C8WDK8|A0A8C8WDK8_PANLE
OG0011218	sp|Q9H305|CDIP1_HUMAN	tr|A0A8C8WV43|A0A8C8WV43_PANLE
OG0011219	sp|Q9H497|TOR3A_HUMAN	tr|A0A8C8Y1T0|A0A8C8Y1T0_PANLE
OG0011220	sp|Q9H7V2|SYNG1_HUMAN	tr|A0A8C8WA06|A0A8C8WA06_PANLE
OG0011221	sp|Q9NVA1|UQCC1_HUMAN	tr|A0A8C8Y634|A0A8C8Y634_PANLE
OG0011222	sp|Q9NXS3|KLH28_HUMAN	tr|A0A8C8WM70|A0A8C8WM70_PANLE
OG0011223	sp|Q9P0W0|IFNK_HUMAN	tr|A0A8C8Y044|A0A8C8Y044_PANLE
OG0011224	sp|Q9P2F5|STOX2_HUMAN	tr|A0A8C8XNL8|A0A8C8XNL8_PANLE
OG0011225	sp|Q9UHN6|CEIP2_HUMAN	tr|A0A8C8XEL0|A0A8C8XEL0_PANLE
OG0011226	sp|Q9UMX5|NENF_HUMAN	tr|A0A8C8Y1R8|A0A8C8Y1R8_PANLE
OG0011227	sp|Q9Y265|RUVB1_HUMAN	tr|A0A8C8WLR5|A0A8C8WLR5_PANLE
OG0011228	sp|B7ZBB8|PP13G_HUMAN	tr|A0A8C8XWI0|A0A8C8XWI0_PANLE
OG0011229	sp|O00461|GOLI4_HUMAN	tr|A0A8C9D9G8|A0A8C9D9G8_PANLE
OG0011230	sp|O75419|CDC45_HUMAN	tr|A0A8C8XWE0|A0A8C8XWE0_PANLE
OG0011231	sp|O75427|LRCH4_HUMAN	tr|A0A8C8XXI3|A0A8C8XXI3_PANLE
OG0011232	sp|O95147|DUS14_HUMAN	tr|A0A8C8Y8T3|A0A8C8Y8T3_PANLE
OG0011233	sp|O95409|ZIC2_HUMAN	tr|A0A8C8W9M8|A0A8C8W9M8_PANLE
OG0011234	sp|P00451|FA8_HUMAN	tr|A0A8C8X8J0|A0A8C8X8J0_PANLE
OG0011235	sp|P07998|RNAS1_HUMAN	tr|A0A8C9D388|A0A8C9D388_PANLE
OG0011236	sp|P09874|PARP1_HUMAN	tr|A0A8C9D257|A0A8C9D257_PANLE
OG0011237	sp|P10515|ODP2_HUMAN	tr|A0A8C8XKP4|A0A8C8XKP4_PANLE
OG0011238	sp|P18510|IL1RA_HUMAN	tr|A0A8C8WAK6|A0A8C8WAK6_PANLE
OG0011239	sp|P22466|GALA_HUMAN	tr|A0A8C8XZ94|A0A8C8XZ94_PANLE
OG0011240	sp|P24347|MMP11_HUMAN	tr|A0A8C8XD73|A0A8C8XD73_PANLE
OG0011241	sp|P25705|ATPA_HUMAN	tr|A0A8C8XYQ6|A0A8C8XYQ6_PANLE
OG0011242	sp|P35251|RFC1_HUMAN	tr|A0A8C9D129|A0A8C9D129_PANLE
OG0011243	sp|P43403|ZAP70_HUMAN	tr|A0A8C8XDD4|A0A8C8XDD4_PANLE
OG0011244	sp|P51170|SCNNG_HUMAN	tr|A0A8C8Y6H6|A0A8C8Y6H6_PANLE
OG0011245	sp|Q13829|BACD2_HUMAN	tr|A0A8C8XBE2|A0A8C8XBE2_PANLE
OG0011246	sp|Q14999|CUL7_HUMAN	tr|A0A8C9D0M1|A0A8C9D0M1_PANLE
OG0011247	sp|Q15388|TOM20_HUMAN	tr|A0A8C8XWJ1|A0A8C8XWJ1_PANLE
OG0011248	sp|Q15398|DLGP5_HUMAN	tr|A0A8C8WKZ8|A0A8C8WKZ8_PANLE
OG0011249	sp|Q4V328|GRAP1_HUMAN	tr|A0A8C9D928|A0A8C9D928_PANLE
OG0011250	sp|Q53GQ0|DHB12_HUMAN	tr|A0A8C8X4G1|A0A8C8X4G1_PANLE
OG0011251	sp|Q5XG92|EST4A_HUMAN	tr|A0A8C9D6Z8|A0A8C9D6Z8_PANLE
OG0011252	sp|Q5XKR4|OTP_HUMAN	tr|A0A8C8WCF8|A0A8C8WCF8_PANLE
OG0011253	sp|Q6IV72|ZN425_HUMAN	tr|A0A8C8WBK3|A0A8C8WBK3_PANLE
OG0011254	sp|Q6P4I2|WDR73_HUMAN	tr|A0A8C8XSH6|A0A8C8XSH6_PANLE
OG0011255	sp|Q6Q0C1|S2547_HUMAN	tr|A0A8C8X1E4|A0A8C8X1E4_PANLE
OG0011256	sp|Q7L1S5|CHST9_HUMAN	tr|A0A8C8YAS4|A0A8C8YAS4_PANLE
OG0011257	sp|Q86VR8|FJX1_HUMAN	tr|A0A8C8X153|A0A8C8X153_PANLE
OG0011258	sp|Q86XI2|CNDG2_HUMAN	tr|A0A8C8W8Y6|A0A8C8W8Y6_PANLE
OG0011259	sp|Q86Y26|NUTM1_HUMAN	tr|A0A8C8WJ84|A0A8C8WJ84_PANLE
OG0011260	sp|Q8IW50|F219A_HUMAN	tr|A0A8C8XQC1|A0A8C8XQC1_PANLE
OG0011261	sp|Q8N5C7|DTWD1_HUMAN	tr|A0A8C8WPD6|A0A8C8WPD6_PANLE
OG0011262	sp|Q8N6N2|TTC9B_HUMAN	tr|A0A8C8WYP4|A0A8C8WYP4_PANLE
OG0011263	sp|Q8NGE3|O10P1_HUMAN	tr|A0A8C8WV36|A0A8C8WV36_PANLE
OG0011264	sp|Q8NI35|INADL_HUMAN	tr|A0A8C8X5R1|A0A8C8X5R1_PANLE
OG0011265	sp|Q8TBF8|FA81A_HUMAN	tr|A0A8C8XYD8|A0A8C8XYD8_PANLE
OG0011266	sp|Q8WXG1|RSAD2_HUMAN	tr|A0A8C8WFC5|A0A8C8WFC5_PANLE
OG0011267	sp|Q8WYN3|CSRN3_HUMAN	tr|A0A8C9D4N7|A0A8C9D4N7_PANLE
OG0011268	sp|Q96B26|EXOS8_HUMAN	tr|A0A8C9D4Z2|A0A8C9D4Z2_PANLE
OG0011269	sp|Q96FX2|DPH3_HUMAN	tr|A0A8C9D449|A0A8C9D449_PANLE
OG0011270	sp|Q96GC6|ZN274_HUMAN	tr|A0A8C8WY99|A0A8C8WY99_PANLE
OG0011271	sp|Q96HA8|NTAQ1_HUMAN	tr|A0A8C9D115|A0A8C9D115_PANLE
OG0011272	sp|Q96HA9|PX11C_HUMAN	tr|A0A8C8WH32|A0A8C8WH32_PANLE
OG0011273	sp|Q99732|LITAF_HUMAN	tr|A0A8C8XPI9|A0A8C8XPI9_PANLE
OG0011274	sp|Q9BPU6|DPYL5_HUMAN	tr|A0A8C8WJ78|A0A8C8WJ78_PANLE
OG0011275	sp|Q9BQG0|MBB1A_HUMAN	tr|A0A8C8Y4M2|A0A8C8Y4M2_PANLE
OG0011276	sp|Q9BUF7|CRUM3_HUMAN	tr|A0A8C8X1Q0|A0A8C8X1Q0_PANLE
OG0011277	sp|Q9BUJ2|HNRL1_HUMAN	tr|A0A8C8WVU9|A0A8C8WVU9_PANLE
OG0011278	sp|Q9C0B0|UNK_HUMAN	tr|A0A8C8X6X8|A0A8C8X6X8_PANLE
OG0011279	sp|Q9H6D3|XKR8_HUMAN	tr|A0A8C8X1T6|A0A8C8X1T6_PANLE
OG0011280	sp|Q9HBV2|SACA1_HUMAN	tr|A0A8C8XPG8|A0A8C8XPG8_PANLE
OG0011281	sp|Q9NUE0|ZDH18_HUMAN	tr|A0A8C8X397|A0A8C8X397_PANLE
OG0011282	sp|Q9NW75|GPTC2_HUMAN	tr|A0A8C8YAZ6|A0A8C8YAZ6_PANLE
OG0011283	sp|Q9NY43|BARH2_HUMAN	tr|A0A8C8WZZ4|A0A8C8WZZ4_PANLE
OG0011284	sp|Q9NZN8|CNOT2_HUMAN	tr|A0A8C8XU63|A0A8C8XU63_PANLE
OG0011285	sp|Q9UC06|ZNF70_HUMAN	tr|A0A8C8XEW4|A0A8C8XEW4_PANLE
OG0011286	sp|Q9ULR5|PAI2B_HUMAN	tr|A0A8C9D553|A0A8C9D553_PANLE
OG0011287	sp|Q9Y2K2|SIK3_HUMAN	tr|A0A8C8Y1V6|A0A8C8Y1V6_PANLE
OG0011288	sp|Q9Y4W2|LAS1L_HUMAN	tr|A0A8C8XVW6|A0A8C8XVW6_PANLE
OG0011289	sp|Q9Y4X5|ARI1_HUMAN	tr|A0A8C9D098|A0A8C9D098_PANLE
OG0011290	sp|Q9Y5X0|SNX10_HUMAN	tr|A0A8C8WVH5|A0A8C8WVH5_PANLE
OG0011291	sp|A4D0V7|CPED1_HUMAN	tr|A0A8C9D0Z4|A0A8C9D0Z4_PANLE
OG0011292	sp|A6NFE2|SMCO2_HUMAN	tr|A0A8C8XMH2|A0A8C8XMH2_PANLE
OG0011293	sp|A6NFI3|ZN316_HUMAN	tr|A0A8C8XK64|A0A8C8XK64_PANLE
OG0011294	sp|A8MPY1|GBRR3_HUMAN	tr|A0A8C8XBC8|A0A8C8XBC8_PANLE
OG0011295	sp|O14618|CCS_HUMAN	tr|A0A8C8X3W5|A0A8C8X3W5_PANLE
OG0011296	sp|O15232|MATN3_HUMAN	tr|A0A8C8WNG2|A0A8C8WNG2_PANLE
OG0011297	sp|O43320|FGF16_HUMAN	tr|A0A8C8XT19|A0A8C8XT19_PANLE
OG0011298	sp|O43424|GRID2_HUMAN	tr|A0A8C9D150|A0A8C9D150_PANLE
OG0011299	sp|O43772|MCAT_HUMAN	tr|A0A8C9D8C1|A0A8C9D8C1_PANLE
OG0011300	sp|O60602|TLR5_HUMAN	tr|A0A8C8XCF7|A0A8C8XCF7_PANLE
OG0011301	sp|O95365|ZBT7A_HUMAN	tr|A0A8C8XL59|A0A8C8XL59_PANLE
OG0011302	sp|P02753|RET4_HUMAN	tr|A0A8C8XEN9|A0A8C8XEN9_PANLE
OG0011303	sp|P04437|TVA29_HUMAN	tr|A0A8C9D4U1|A0A8C9D4U1_PANLE
OG0011304	sp|P0DKX4|SIM18_HUMAN	tr|A0A8C8WD76|A0A8C8WD76_PANLE
OG0011305	sp|P29317|EPHA2_HUMAN	tr|A0A8C8Y220|A0A8C8Y220_PANLE
OG0011306	sp|P47974|TISD_HUMAN	tr|A0A8C9D4T5|A0A8C9D4T5_PANLE
OG0011307	sp|P49447|CY561_HUMAN	tr|A0A8C9DAA6|A0A8C9DAA6_PANLE
OG0011308	sp|P51116|FXR2_HUMAN	tr|A0A8C8Y7D5|A0A8C8Y7D5_PANLE
OG0011309	sp|P60321|NANO2_HUMAN	tr|A0A8C8YBN5|A0A8C8YBN5_PANLE
OG0011310	sp|P61278|SMS_HUMAN	tr|A0A8C8Y5V2|A0A8C8Y5V2_PANLE
OG0011311	sp|P98155|VLDLR_HUMAN	tr|A0A8C8XYT5|A0A8C8XYT5_PANLE
OG0011312	sp|Q08174|PCDH1_HUMAN	tr|A0A8C8W9I4|A0A8C8W9I4_PANLE
OG0011313	sp|Q12768|WASC5_HUMAN	tr|A0A8C8WJC7|A0A8C8WJC7_PANLE
OG0011314	sp|Q12841|FSTL1_HUMAN	tr|A0A8C8XMD8|A0A8C8XMD8_PANLE
OG0011315	sp|Q13103|SPP24_HUMAN	tr|A0A8C8X8Q2|A0A8C8X8Q2_PANLE
OG0011316	sp|Q15596|NCOA2_HUMAN	tr|A0A8C9D1U5|A0A8C9D1U5_PANLE
OG0011317	sp|Q2TAL6|VWC2_HUMAN	tr|A0A8C8X190|A0A8C8X190_PANLE
OG0011318	sp|Q3KRA6|CB076_HUMAN	tr|A0A8C8X027|A0A8C8X027_PANLE
OG0011319	sp|Q3L8U1|CHD9_HUMAN	tr|A0A8C9D208|A0A8C9D208_PANLE
OG0011320	sp|Q4ZG55|GREB1_HUMAN	tr|A0A8C8WJL4|A0A8C8WJL4_PANLE
OG0011321	sp|Q5SSJ5|HP1B3_HUMAN	tr|A0A8C8X7Z0|A0A8C8X7Z0_PANLE
OG0011322	sp|Q5VTB9|RN220_HUMAN	tr|A0A8C9D5F6|A0A8C9D5F6_PANLE
OG0011323	sp|Q6PIF2|SYCE2_HUMAN	tr|A0A8C8XSM1|A0A8C8XSM1_PANLE
OG0011324	sp|Q6UUV9|CRTC1_HUMAN	tr|A0A8C8WAC5|A0A8C8WAC5_PANLE
OG0011325	sp|Q6UWY0|ARSK_HUMAN	tr|A0A8C8X3V0|A0A8C8X3V0_PANLE
OG0011326	sp|Q6ZN57|ZFP2_HUMAN	tr|A0A8C8XTC1|A0A8C8XTC1_PANLE
OG0011327	sp|Q6ZW31|SYDE1_HUMAN	tr|A0A8C9CUN1|A0A8C9CUN1_PANLE
OG0011328	sp|Q7L5N1|CSN6_HUMAN	tr|A0A8C8Y3H4|A0A8C8Y3H4_PANLE
OG0011329	sp|Q7L985|LIGO2_HUMAN	tr|A0A8C8XXQ6|A0A8C8XXQ6_PANLE
OG0011330	sp|Q86Y13|DZIP3_HUMAN	tr|A0A8C8XVS2|A0A8C8XVS2_PANLE
OG0011331	sp|Q8IZF4|AGRG5_HUMAN	tr|A0A8C8XB29|A0A8C8XB29_PANLE
OG0011332	sp|Q8N9V7|TOPZ1_HUMAN	tr|A0A8C9D1A5|A0A8C9D1A5_PANLE
OG0011333	sp|Q8NCK7|MOT11_HUMAN	tr|A0A8C8XDD9|A0A8C8XDD9_PANLE
OG0011334	sp|Q8NFZ0|FBH1_HUMAN	tr|A0A8C9D478|A0A8C9D478_PANLE
OG0011335	sp|Q8NG68|TTL_HUMAN	tr|A0A8C9CV06|A0A8C9CV06_PANLE
OG0011336	sp|Q8WVC6|DCAKD_HUMAN	tr|A0A8C8WXW6|A0A8C8WXW6_PANLE
OG0011337	sp|Q96BM1|ANKR9_HUMAN	tr|A0A8C8X883|A0A8C8X883_PANLE
OG0011338	sp|Q96F15|GIMA5_HUMAN	tr|A0A8C8WEC7|A0A8C8WEC7_PANLE
OG0011339	sp|Q96F46|I17RA_HUMAN	tr|A0A8C9CZY5|A0A8C9CZY5_PANLE
OG0011340	sp|Q96M53|TBATA_HUMAN	tr|A0A8C8XCG7|A0A8C8XCG7_PANLE
OG0011341	sp|Q99967|CITE2_HUMAN	tr|A0A8C8XVS6|A0A8C8XVS6_PANLE
OG0011342	sp|Q9BSW7|SYT17_HUMAN	tr|A0A8C9D796|A0A8C9D796_PANLE
OG0011343	sp|Q9C0J9|BHE41_HUMAN	tr|A0A8C9D6X4|A0A8C9D6X4_PANLE
OG0011344	sp|Q9H1M4|DB127_HUMAN	tr|A0A8C8X7D0|A0A8C8X7D0_PANLE
OG0011345	sp|Q9H607|OCEL1_HUMAN	tr|A0A8C8WFB7|A0A8C8WFB7_PANLE
OG0011346	sp|Q9HAC8|UBTD1_HUMAN	tr|A0A8C8X2B3|A0A8C8X2B3_PANLE
OG0011347	sp|Q9HB71|CYBP_HUMAN	tr|A0A8C8XPC8|A0A8C8XPC8_PANLE
OG0011348	sp|Q9HC29|NOD2_HUMAN	tr|A0A8C8WRU9|A0A8C8WRU9_PANLE
OG0011349	sp|Q9HDC9|APMAP_HUMAN	tr|A0A8C9CVA5|A0A8C9CVA5_PANLE
OG0011350	sp|Q9NQ90|ANO2_HUMAN	tr|A0A8C8XL16|A0A8C8XL16_PANLE
OG0011351	sp|Q9NX24|NHP2_HUMAN	tr|A0A8C8WAC2|A0A8C8WAC2_PANLE
OG0011352	sp|Q9NZM4|BICRA_HUMAN	tr|A0A8C8WYD9|A0A8C8WYD9_PANLE
OG0011353	sp|Q9UBN7|HDAC6_HUMAN	tr|A0A8C8XU07|A0A8C8XU07_PANLE
OG0011354	sp|Q9UHY8|FEZ2_HUMAN	tr|A0A8C9D7Z1|A0A8C9D7Z1_PANLE
OG0011355	sp|Q9ULS6|KCNS2_HUMAN	tr|A0A8C8W8W1|A0A8C8W8W1_PANLE
OG0011356	sp|Q9UNG2|TNF18_HUMAN	tr|A0A8C8XLV2|A0A8C8XLV2_PANLE
OG0011357	sp|Q9Y2F5|ICE1_HUMAN	tr|A0A8C8WKR5|A0A8C8WKR5_PANLE
OG0011358	sp|Q9Y6M5|ZNT1_HUMAN	tr|A0A8C8Y454|A0A8C8Y454_PANLE
OG0011359	sp|A0PJW8|DAPL1_HUMAN	tr|A0A8C8Y0R2|A0A8C8Y0R2_PANLE
OG0011360	sp|O00193|SMAP_HUMAN	tr|A0A8C9D4R5|A0A8C9D4R5_PANLE
OG0011361	sp|O14972|VP26C_HUMAN	tr|A0A8C8X946|A0A8C8X946_PANLE
OG0011362	sp|O15432|COPT2_HUMAN	tr|A0A8C9D889|A0A8C9D889_PANLE
OG0011363	sp|O43676|NDUB3_HUMAN	tr|A0A8C9D867|A0A8C9D867_PANLE
OG0011364	sp|O75949|NALF2_HUMAN	tr|A0A8C8Y775|A0A8C8Y775_PANLE
OG0011365	sp|P04626|ERBB2_HUMAN	tr|A0A8C8X7M5|A0A8C8X7M5_PANLE
OG0011366	sp|P0C7I6|CC159_HUMAN	tr|A0A8C8X8S0|A0A8C8X8S0_PANLE
OG0011367	sp|P0CAP1|MYZAP_HUMAN	tr|A0A8C8WBM6|A0A8C8WBM6_PANLE
OG0011368	sp|P28288|ABCD3_HUMAN	tr|A0A8C8WQT6|A0A8C8WQT6_PANLE
OG0011369	sp|P31040|SDHA_HUMAN	tr|A0A8C8WHT5|A0A8C8WHT5_PANLE
OG0011370	sp|P32970|CD70_HUMAN	tr|A0A8C8X149|A0A8C8X149_PANLE
OG0011371	sp|P35367|HRH1_HUMAN	tr|A0A8C8WCG5|A0A8C8WCG5_PANLE
OG0011372	sp|P50552|VASP_HUMAN	tr|A0A8C9DBA1|A0A8C9DBA1_PANLE
OG0011373	sp|P53367|ARFP1_HUMAN	tr|A0A8C9D3N7|A0A8C9D3N7_PANLE
OG0011374	sp|P53701|CCHL_HUMAN	tr|A0A8C8Y2A6|A0A8C8Y2A6_PANLE
OG0011375	sp|P54851|EMP2_HUMAN	tr|A0A8C8XL63|A0A8C8XL63_PANLE
OG0011376	sp|P54886|P5CS_HUMAN	tr|A0A8C8XET7|A0A8C8XET7_PANLE
OG0011377	sp|P58335|ANTR2_HUMAN	tr|A0A8C8XK59|A0A8C8XK59_PANLE
OG0011378	sp|Q02556|IRF8_HUMAN	tr|A0A8C8WV58|A0A8C8WV58_PANLE
OG0011379	sp|Q14192|FHL2_HUMAN	tr|A0A8C8XWV1|A0A8C8XWV1_PANLE
OG0011380	sp|Q15582|BGH3_HUMAN	tr|A0A8C8W9R2|A0A8C8W9R2_PANLE
OG0011381	sp|Q16348|S15A2_HUMAN	tr|A0A8C8XC09|A0A8C8XC09_PANLE
OG0011382	sp|Q2M1Z3|RHG31_HUMAN	tr|A0A8C8XR83|A0A8C8XR83_PANLE
OG0011383	sp|Q5W0Z9|ZDH20_HUMAN	tr|A0A8C8WMJ1|A0A8C8WMJ1_PANLE
OG0011384	sp|Q6ZMJ2|SCAR5_HUMAN	tr|A0A8C8XZZ3|A0A8C8XZZ3_PANLE
OG0011385	sp|Q7L266|ASGL1_HUMAN	tr|A0A8C9D3C2|A0A8C9D3C2_PANLE
OG0011386	sp|Q86VH5|LRRT3_HUMAN	tr|A0A8C8Y275|A0A8C8Y275_PANLE
OG0011387	sp|Q86VV8|RTTN_HUMAN	tr|A0A8C8X436|A0A8C8X436_PANLE
OG0011388	sp|Q86WI1|PKHL1_HUMAN	tr|A0A8C8WYM5|A0A8C8WYM5_PANLE
OG0011389	sp|Q8IVT5|KSR1_HUMAN	tr|A0A8C9D684|A0A8C9D684_PANLE
OG0011390	sp|Q8IXL9|IQCF2_HUMAN	tr|A0A8C8W9L7|A0A8C8W9L7_PANLE
OG0011391	sp|Q8N136|DAW1_HUMAN	tr|A0A8C8Y3J8|A0A8C8Y3J8_PANLE
OG0011392	sp|Q8NBK3|SUMF1_HUMAN	tr|A0A8C8WLH0|A0A8C8WLH0_PANLE
OG0011393	sp|Q8NGX0|O11L1_HUMAN	tr|A0A8C8WU49|A0A8C8WU49_PANLE
OG0011394	sp|Q8NHM5|KDM2B_HUMAN	tr|A0A8C8X3Q9|A0A8C8X3Q9_PANLE
OG0011395	sp|Q8TBY8|PMFBP_HUMAN	tr|A0A8C8Y8X0|A0A8C8Y8X0_PANLE
OG0011396	sp|Q8TCB6|O51E1_HUMAN	tr|A0A8C8WPC0|A0A8C8WPC0_PANLE
OG0011397	sp|Q8TDL5|BPIB1_HUMAN	tr|A0A8C8XSX7|A0A8C8XSX7_PANLE
OG0011398	sp|Q8WTW4|NPRL2_HUMAN	tr|A0A8C8YD87|A0A8C8YD87_PANLE
OG0011399	sp|Q8WWT9|S13A3_HUMAN	tr|A0A8C8WF38|A0A8C8WF38_PANLE
OG0011400	sp|Q8WZ74|CTTB2_HUMAN	tr|A0A8C8WPI4|A0A8C8WPI4_PANLE
OG0011401	sp|Q92664|TF3A_HUMAN	tr|A0A8C8Y3F5|A0A8C8Y3F5_PANLE
OG0011402	sp|Q96CD2|COAC_HUMAN	tr|A0A8C9CYJ4|A0A8C9CYJ4_PANLE
OG0011403	sp|Q96E16|SMI19_HUMAN	tr|A0A8C9CXQ0|A0A8C9CXQ0_PANLE
OG0011404	sp|Q96KN9|CXD4_HUMAN	tr|A0A8C8WHU3|A0A8C8WHU3_PANLE
OG0011405	sp|Q96MX3|ZNF48_HUMAN	tr|A0A8C8XGY5|A0A8C8XGY5_PANLE
OG0011406	sp|Q96PD7|DGAT2_HUMAN	tr|A0A8C8WT80|A0A8C8WT80_PANLE
OG0011407	sp|Q96T53|MBOA4_HUMAN	tr|A0A8C8WCQ4|A0A8C8WCQ4_PANLE
OG0011408	sp|Q96T66|NMNA3_HUMAN	tr|A0A8C9D746|A0A8C9D746_PANLE
OG0011409	sp|Q99593|TBX5_HUMAN	tr|A0A8C8XJ22|A0A8C8XJ22_PANLE
OG0011410	sp|Q99619|SPSB2_HUMAN	tr|A0A8C8WJ69|A0A8C8WJ69_PANLE
OG0011411	sp|Q9BVG9|PTSS2_HUMAN	tr|A0A8C8XZD4|A0A8C8XZD4_PANLE
OG0011412	sp|Q9BWF2|TRAIP_HUMAN	tr|A0A8C8Y061|A0A8C8Y061_PANLE
OG0011413	sp|Q9BY84|DUS16_HUMAN	tr|A0A8C8WEC1|A0A8C8WEC1_PANLE
OG0011414	sp|Q9H9H4|VP37B_HUMAN	tr|A0A8C9D649|A0A8C9D649_PANLE
OG0011415	sp|Q9H9J2|RM44_HUMAN	tr|A0A8C8Y873|A0A8C8Y873_PANLE
OG0011416	sp|Q9HA38|ZMAT3_HUMAN	tr|A0A8C8XN81|A0A8C8XN81_PANLE
OG0011417	sp|Q9NWQ8|PHAG1_HUMAN	tr|A0A8C8WM76|A0A8C8WM76_PANLE
OG0011418	sp|Q9NWX5|ASB6_HUMAN	tr|A0A8C8X9T2|A0A8C8X9T2_PANLE
OG0011419	sp|Q9NYM9|BET1L_HUMAN	tr|A0A8C9DA03|A0A8C9DA03_PANLE
OG0011420	sp|Q9UBX1|CATF_HUMAN	tr|A0A8C8X2F6|A0A8C8X2F6_PANLE
OG0011421	sp|Q9UD57|NKX12_HUMAN	tr|A0A8C8XSK9|A0A8C8XSK9_PANLE
OG0011422	sp|Q9Y5J1|UTP18_HUMAN	tr|A0A8C8WTM2|A0A8C8WTM2_PANLE
OG0011423	sp|Q9Y5W9|SNX11_HUMAN	tr|A0A8C8YD64|A0A8C8YD64_PANLE
OG0011424	sp|Q9Y661|HS3S4_HUMAN	tr|A0A8C8YAV1|A0A8C8YAV1_PANLE
OG0011425	sp|A2A288|ZC12D_HUMAN	tr|A0A8C8Y525|A0A8C8Y525_PANLE
OG0011426	sp|O15372|EIF3H_HUMAN	tr|A0A8C8WSS7|A0A8C8WSS7_PANLE
OG0011427	sp|O60336|MABP1_HUMAN	tr|A0A8C8Y9K1|A0A8C8Y9K1_PANLE
OG0011428	sp|O75293|GA45B_HUMAN	tr|A0A8C8WRJ4|A0A8C8WRJ4_PANLE
OG0011429	sp|O75319|DUS11_HUMAN	tr|A0A8C8X1E7|A0A8C8X1E7_PANLE
OG0011430	sp|O75600|KBL_HUMAN	tr|A0A8C8WLE3|A0A8C8WLE3_PANLE
OG0011431	sp|O76061|STC2_HUMAN	tr|A0A8C8XL21|A0A8C8XL21_PANLE
OG0011432	sp|O94874|UFL1_HUMAN	tr|A0A8C8XY08|A0A8C8XY08_PANLE
OG0011433	sp|O95104|SCAF4_HUMAN	tr|A0A8C8WSE2|A0A8C8WSE2_PANLE
