Orthogroup	Homo_sapiens	Balaenoptera_physalus
OG0009734	sp|Q9BPU9|B9D2_HUMAN	tr|A0A6A1Q8G8|A0A6A1Q8G8_BALPH
OG0009735	sp|Q7Z7M8|B3GN8_HUMAN	tr|A0A6A1QAF9|A0A6A1QAF9_BALPH
OG0009736	sp|P07741|APT_HUMAN	tr|A0A6A1QB27|A0A6A1QB27_BALPH
OG0009737	sp|Q96QV1|HHIP_HUMAN	tr|A0A6A1QCF2|A0A6A1QCF2_BALPH
OG0009738	sp|Q0D2K2|KLH30_HUMAN	tr|A0A6A1QDG3|A0A6A1QDG3_BALPH
OG0009739	sp|P20023|CR2_HUMAN	tr|A0A6A1QDJ0|A0A6A1QDJ0_BALPH
OG0009740	sp|P00750|TPA_HUMAN	tr|A0A6A1QEI0|A0A6A1QEI0_BALPH
OG0009741	sp|Q96HM7|PED1B_HUMAN	tr|A0A6A1QH56|A0A6A1QH56_BALPH
OG0009742	sp|A0A1B0GVG4|CC194_HUMAN	tr|A0A6A1QH64|A0A6A1QH64_BALPH
OG0009743	sp|O43184|ADA12_HUMAN	tr|A0A6A1QHD6|A0A6A1QHD6_BALPH
OG0009744	sp|Q8TDY8|IGDC4_HUMAN	tr|A0A6A1QJ47|A0A6A1QJ47_BALPH
OG0009745	sp|O43505|B4GA1_HUMAN	tr|A0A6A1QK52|A0A6A1QK52_BALPH
OG0009746	sp|Q9BPX5|ARP5L_HUMAN	tr|A0A6A1QKD0|A0A6A1QKD0_BALPH
OG0009747	sp|Q6P2D8|XRRA1_HUMAN	tr|A0A643BQF5|A0A643BQF5_BALPH
OG0009748	sp|Q9NRR1|CYTL1_HUMAN	tr|A0A643BQQ3|A0A643BQQ3_BALPH
OG0009749	sp|Q9UPN9|TRI33_HUMAN	tr|A0A643BR93|A0A643BR93_BALPH
OG0009750	sp|Q6UW01|CBLN3_HUMAN	tr|A0A643BS41|A0A643BS41_BALPH
OG0009751	sp|Q9BZZ2|SN_HUMAN	tr|A0A643BT16|A0A643BT16_BALPH
OG0009752	sp|Q8NCL8|TM116_HUMAN	tr|A0A643BVX5|A0A643BVX5_BALPH
OG0009753	sp|Q9P2J5|SYLC_HUMAN	tr|A0A643BXT8|A0A643BXT8_BALPH
OG0009754	sp|Q8N6V9|TEX9_HUMAN	tr|A0A643BYS5|A0A643BYS5_BALPH
OG0009755	sp|Q9NR99|MXRA5_HUMAN	tr|A0A643BYT2|A0A643BYT2_BALPH
OG0009756	sp|O43396|TXNL1_HUMAN	tr|A0A643BZ96|A0A643BZ96_BALPH
OG0009757	sp|Q8WXK3|ASB13_HUMAN	tr|A0A643C1G9|A0A643C1G9_BALPH
OG0009758	sp|Q16774|KGUA_HUMAN	tr|A0A643C1K0|A0A643C1K0_BALPH
OG0009759	sp|O95400|CD2B2_HUMAN	tr|A0A643C3Y4|A0A643C3Y4_BALPH
OG0009760	sp|Q86V81|THOC4_HUMAN	tr|A0A643C7G9|A0A643C7G9_BALPH
OG0009761	sp|Q5SSQ6|SAPC1_HUMAN	tr|A0A643C9K8|A0A643C9K8_BALPH
OG0009762	sp|Q9P0U4|CXXC1_HUMAN	tr|A0A643CAQ5|A0A643CAQ5_BALPH
OG0009763	sp|Q5JTD7|LRC73_HUMAN	tr|A0A643CCC3|A0A643CCC3_BALPH
OG0009764	sp|A6NJJ6|CS067_HUMAN	tr|A0A643CCM0|A0A643CCM0_BALPH
OG0009765	sp|P10645|CMGA_HUMAN	tr|A0A643CCZ6|A0A643CCZ6_BALPH
OG0009766	sp|Q9UBV4|WNT16_HUMAN	tr|A0A643CDC2|A0A643CDC2_BALPH
OG0009767	sp|Q16769|QPCT_HUMAN	tr|A0A643CHD0|A0A643CHD0_BALPH
OG0009768	sp|Q8WV19|SFT2A_HUMAN	tr|A0A643CJE2|A0A643CJE2_BALPH
OG0009769	sp|Q9GZU3|TM39B_HUMAN	tr|A0A643CJT1|A0A643CJT1_BALPH
OG0009770	sp|Q16540|RM23_HUMAN	tr|A0A6A1PZ12|A0A6A1PZ12_BALPH
OG0009771	sp|Q6NSI8|SANBR_HUMAN	tr|A0A6A1PZJ3|A0A6A1PZJ3_BALPH
OG0009772	sp|Q9NPF0|CD320_HUMAN	tr|A0A6A1PZM3|A0A6A1PZM3_BALPH
OG0009773	sp|O94812|BAIP3_HUMAN	tr|A0A6A1Q3T4|A0A6A1Q3T4_BALPH
OG0009774	sp|Q8NCQ7|PRCA1_HUMAN	tr|A0A6A1Q4F6|A0A6A1Q4F6_BALPH
OG0009775	sp|Q96BY7|ATG2B_HUMAN	tr|A0A6A1Q6X2|A0A6A1Q6X2_BALPH
OG0009776	sp|O60566|BUB1B_HUMAN	tr|A0A6A1Q6Z0|A0A6A1Q6Z0_BALPH
OG0009777	sp|Q14439|GP176_HUMAN	tr|A0A6A1Q7V6|A0A6A1Q7V6_BALPH
OG0009778	sp|Q8N8X9|MB213_HUMAN	tr|A0A6A1Q8K3|A0A6A1Q8K3_BALPH
OG0009779	sp|Q969J3|BORC5_HUMAN	tr|A0A6A1Q8N6|A0A6A1Q8N6_BALPH
OG0009780	sp|Q9BWQ8|LFG2_HUMAN	tr|A0A6A1Q8U0|A0A6A1Q8U0_BALPH
OG0009781	sp|Q9P215|POGK_HUMAN	tr|A0A6A1Q8W2|A0A6A1Q8W2_BALPH
OG0009782	sp|Q9UGP5|DPOLL_HUMAN	tr|A0A6A1Q8W5|A0A6A1Q8W5_BALPH
OG0009783	sp|O60841|IF2P_HUMAN	tr|A0A6A1Q9Q2|A0A6A1Q9Q2_BALPH
OG0009784	sp|Q9NVM9|INT13_HUMAN	tr|A0A6A1QBR4|A0A6A1QBR4_BALPH
OG0009785	sp|Q9UQ07|MOK_HUMAN	tr|A0A6A1QBS2|A0A6A1QBS2_BALPH
OG0009786	sp|O15511|ARPC5_HUMAN	tr|A0A6A1QC43|A0A6A1QC43_BALPH
OG0009787	sp|O43463|SUV91_HUMAN	tr|A0A6A1QCN3|A0A6A1QCN3_BALPH
OG0009788	sp|P47804|RGR_HUMAN	tr|A0A6A1QCX5|A0A6A1QCX5_BALPH
OG0009789	sp|P49184|DNSL1_HUMAN	tr|A0A6A1QDU9|A0A6A1QDU9_BALPH
OG0009790	sp|Q9UM13|APC10_HUMAN	tr|A0A6A1QEC7|A0A6A1QEC7_BALPH
OG0009791	sp|Q3KNT9|TMM95_HUMAN	tr|A0A6A1QG40|A0A6A1QG40_BALPH
OG0009792	sp|Q8IZT6|ASPM_HUMAN	tr|A0A643BK61|A0A643BK61_BALPH
OG0009793	sp|Q8NEX6|WFD11_HUMAN	tr|A0A643BMZ3|A0A643BMZ3_BALPH
OG0009794	sp|Q96MI6|PPM1M_HUMAN	tr|A0A643BNF5|A0A643BNF5_BALPH
OG0009795	sp|O75410|TACC1_HUMAN	tr|A0A643BPT8|A0A643BPT8_BALPH
OG0009796	sp|Q6P1K2|PMF1_HUMAN	tr|A0A643BRC1|A0A643BRC1_BALPH
OG0009797	sp|Q8N1N2|DYNAP_HUMAN	tr|A0A643BRX8|A0A643BRX8_BALPH
OG0009798	sp|Q6P1R3|MSD2_HUMAN	tr|A0A643BSU7|A0A643BSU7_BALPH
OG0009799	sp|P01148|GON1_HUMAN	tr|A0A643BXF3|A0A643BXF3_BALPH
OG0009800	sp|Q7L7V1|DHX32_HUMAN	tr|A0A643BXY1|A0A643BXY1_BALPH
OG0009801	sp|Q8N6P7|I22R1_HUMAN	tr|A0A643C0H1|A0A643C0H1_BALPH
OG0009802	sp|A8MW99|MEI4_HUMAN	tr|A0A643C194|A0A643C194_BALPH
OG0009803	sp|O75683|SURF6_HUMAN	tr|A0A643C1D1|A0A643C1D1_BALPH
OG0009804	sp|Q9UL12|SARDH_HUMAN	tr|A0A643C205|A0A643C205_BALPH
OG0009805	sp|Q99788|CML1_HUMAN	tr|A0A643C2I9|A0A643C2I9_BALPH
OG0009806	sp|P08185|CBG_HUMAN	tr|A0A643C3C0|A0A643C3C0_BALPH
OG0009807	sp|Q96JB5|CK5P3_HUMAN	tr|A0A643C423|A0A643C423_BALPH
OG0009808	sp|Q99675|CGRF1_HUMAN	tr|A0A643C6E1|A0A643C6E1_BALPH
OG0009809	sp|Q8IWN7|RP1L1_HUMAN	tr|A0A643C6L6|A0A643C6L6_BALPH
OG0009810	sp|O94761|RECQ4_HUMAN	tr|A0A643C7M6|A0A643C7M6_BALPH
OG0009811	sp|Q9Y2L5|TPPC8_HUMAN	tr|A0A643C8D4|A0A643C8D4_BALPH
OG0009812	sp|Q86X24|HORM1_HUMAN	tr|A0A643CA00|A0A643CA00_BALPH
OG0009813	sp|Q9UHC1|MLH3_HUMAN	tr|A0A643CBD5|A0A643CBD5_BALPH
OG0009814	sp|A8MV23|SERP3_HUMAN	tr|A0A643CCQ0|A0A643CCQ0_BALPH
OG0009815	sp|Q9H2C2|ARV1_HUMAN	tr|A0A643CDW7|A0A643CDW7_BALPH
OG0009816	sp|Q9NWC5|TM45A_HUMAN	tr|A0A643CEA4|A0A643CEA4_BALPH
OG0009817	sp|Q2YD98|UVSSA_HUMAN	tr|A0A643CEK4|A0A643CEK4_BALPH
OG0009818	sp|P05387|RLA2_HUMAN	tr|A0A643CH04|A0A643CH04_BALPH
OG0009819	sp|Q6P531|GGT6_HUMAN	tr|A0A643CJ54|A0A643CJ54_BALPH
OG0009820	sp|Q5JPB2|ZN831_HUMAN	tr|A0A643CKE2|A0A643CKE2_BALPH
OG0009821	sp|P11049|CD37_HUMAN	tr|A0A6A1PXY4|A0A6A1PXY4_BALPH
OG0009822	sp|Q7Z3B0|SIM15_HUMAN	tr|A0A6A1PYR1|A0A6A1PYR1_BALPH
OG0009823	sp|Q8NAT1|PMGT2_HUMAN	tr|A0A6A1PYU6|A0A6A1PYU6_BALPH
OG0009824	sp|Q8WV92|MITD1_HUMAN	tr|A0A6A1PYX2|A0A6A1PYX2_BALPH
OG0009825	sp|Q8NAU1|FNDC5_HUMAN	tr|A0A6A1Q1B3|A0A6A1Q1B3_BALPH
OG0009826	sp|Q9H2Y9|SO5A1_HUMAN	tr|A0A6A1Q1T3|A0A6A1Q1T3_BALPH
OG0009827	sp|Q9Y2V2|CHSP1_HUMAN	tr|A0A6A1Q377|A0A6A1Q377_BALPH
OG0009828	sp|O14929|HAT1_HUMAN	tr|A0A6A1Q4T0|A0A6A1Q4T0_BALPH
OG0009829	sp|Q6ZRR7|LRRC9_HUMAN	tr|A0A6A1Q6H5|A0A6A1Q6H5_BALPH
OG0009830	sp|P32519|ELF1_HUMAN	tr|A0A6A1Q7H5|A0A6A1Q7H5_BALPH
OG0009831	sp|P43490|NAMPT_HUMAN	tr|A0A6A1QBD4|A0A6A1QBD4_BALPH
OG0009832	sp|O43529|CHSTA_HUMAN	tr|A0A6A1QDD7|A0A6A1QDD7_BALPH
OG0009833	sp|Q8IUW3|SPA2L_HUMAN	tr|A0A6A1QEQ0|A0A6A1QEQ0_BALPH
OG0009834	sp|Q9HCE0|EPG5_HUMAN	tr|A0A6A1QG95|A0A6A1QG95_BALPH
OG0009835	sp|O15455|TLR3_HUMAN	tr|A0A6A1QJE9|A0A6A1QJE9_BALPH
OG0009836	sp|Q92878|RAD50_HUMAN	tr|A0A6A1QKY9|A0A6A1QKY9_BALPH
OG0009837	sp|Q9BV23|ABHD6_HUMAN	tr|A0A6A1QNJ4|A0A6A1QNJ4_BALPH
OG0009838	sp|O60232|ZNRD2_HUMAN	tr|A0A6A1QQP9|A0A6A1QQP9_BALPH
OG0009839	sp|L0R819|ASURF_HUMAN	tr|A0A643BK62|A0A643BK62_BALPH
OG0009840	sp|Q8N5C8|TAB3_HUMAN	tr|A0A643BLB9|A0A643BLB9_BALPH
OG0009841	sp|Q5T1C6|THEM4_HUMAN	tr|A0A643BPC7|A0A643BPC7_BALPH
OG0009842	sp|O75165|DJC13_HUMAN	tr|A0A643BQ15|A0A643BQ15_BALPH
OG0009843	sp|Q92918|M4K1_HUMAN	tr|A0A643BSA5|A0A643BSA5_BALPH
OG0009844	sp|Q86YC3|LRC33_HUMAN	tr|A0A643BTU2|A0A643BTU2_BALPH
OG0009845	sp|Q8N5N7|RM50_HUMAN	tr|A0A643BU84|A0A643BU84_BALPH
OG0009846	sp|Q96A29|FUCT1_HUMAN	tr|A0A643BUV6|A0A643BUV6_BALPH
OG0009847	sp|Q8N5C7|DTWD1_HUMAN	tr|A0A643BXL5|A0A643BXL5_BALPH
OG0009848	sp|O75791|GRAP2_HUMAN	tr|A0A643C0Y6|A0A643C0Y6_BALPH
OG0009849	sp|Q2NL68|PRSR3_HUMAN	tr|A0A643C1P8|A0A643C1P8_BALPH
OG0009850	sp|O15260|SURF4_HUMAN	tr|A0A643C215|A0A643C215_BALPH
OG0009851	sp|O15085|ARHGB_HUMAN	tr|A0A643C2Y8|A0A643C2Y8_BALPH
OG0009852	sp|Q8NDC0|MISSL_HUMAN	tr|A0A643C621|A0A643C621_BALPH
OG0009853	sp|Q8NCG7|DGLB_HUMAN	tr|A0A643C7E8|A0A643C7E8_BALPH
OG0009854	sp|Q5JUR7|TEX30_HUMAN	tr|A0A643C7W2|A0A643C7W2_BALPH
OG0009855	sp|O43292|GPAA1_HUMAN	tr|A0A643C8J4|A0A643C8J4_BALPH
OG0009856	sp|Q9UBB4|ATX10_HUMAN	tr|A0A643C8R7|A0A643C8R7_BALPH
OG0009857	sp|Q5T4I8|CF052_HUMAN	tr|A0A643C992|A0A643C992_BALPH
OG0009858	sp|Q9BZL4|PP12C_HUMAN	tr|A0A643C9V4|A0A643C9V4_BALPH
OG0009859	sp|O00471|EXOC5_HUMAN	tr|A0A643CA84|A0A643CA84_BALPH
OG0009860	sp|Q7Z602|GP141_HUMAN	tr|A0A643CB16|A0A643CB16_BALPH
OG0009861	sp|P38398|BRCA1_HUMAN	tr|A0A643CBR8|A0A643CBR8_BALPH
OG0009862	sp|Q7Z736|PKHH3_HUMAN	tr|A0A643CBV0|A0A643CBV0_BALPH
OG0009863	sp|O75509|TNR21_HUMAN	tr|A0A643CC82|A0A643CC82_BALPH
OG0009864	sp|O43257|ZNHI1_HUMAN	tr|A0A643CDD2|A0A643CDD2_BALPH
OG0009865	sp|Q9H3M0|KCNF1_HUMAN	tr|A0A643CE41|A0A643CE41_BALPH
OG0009866	sp|Q3KRA6|CB076_HUMAN	tr|A0A643CFK1|A0A643CFK1_BALPH
OG0009867	sp|Q9H598|VIAAT_HUMAN	tr|A0A643CFZ2|A0A643CFZ2_BALPH
OG0009868	sp|P46087|NOP2_HUMAN	tr|A0A643CGC4|A0A643CGC4_BALPH
OG0009869	sp|P25686|DNJB2_HUMAN	tr|A0A643CGQ2|A0A643CGQ2_BALPH
OG0009870	sp|O95544|NADK_HUMAN	tr|A0A643CGW0|A0A643CGW0_BALPH
OG0009871	sp|Q8IZF5|AGRF3_HUMAN	tr|A0A643CJA4|A0A643CJA4_BALPH
OG0009872	sp|Q969T9|WBP2_HUMAN	tr|A0A6A1PYK5|A0A6A1PYK5_BALPH
OG0009873	sp|Q13045|FLII_HUMAN	tr|A0A6A1PZ66|A0A6A1PZ66_BALPH
OG0009874	sp|Q2M3R5|S35G1_HUMAN	tr|A0A6A1PZX0|A0A6A1PZX0_BALPH
OG0009875	sp|P49643|PRI2_HUMAN	tr|A0A6A1Q147|A0A6A1Q147_BALPH
OG0009876	sp|P21128|ENDOU_HUMAN	tr|A0A6A1Q4R4|A0A6A1Q4R4_BALPH
OG0009877	sp|P84101|SERF2_HUMAN	tr|A0A6A1Q5W3|A0A6A1Q5W3_BALPH
OG0009878	sp|Q9UGJ1|GCP4_HUMAN	tr|A0A6A1Q6F5|A0A6A1Q6F5_BALPH
OG0009879	sp|P82094|TMF1_HUMAN	tr|A0A6A1Q711|A0A6A1Q711_BALPH
OG0009880	sp|P57071|PRD15_HUMAN	tr|A0A6A1Q735|A0A6A1Q735_BALPH
OG0009881	sp|O95801|TTC4_HUMAN	tr|A0A6A1Q8Q7|A0A6A1Q8Q7_BALPH
OG0009882	sp|Q14512|FGFP1_HUMAN	tr|A0A6A1Q8Y9|A0A6A1Q8Y9_BALPH
OG0009883	sp|Q6P4R8|NFRKB_HUMAN	tr|A0A6A1Q994|A0A6A1Q994_BALPH
OG0009884	sp|Q6P656|CF161_HUMAN	tr|A0A6A1Q9E4|A0A6A1Q9E4_BALPH
OG0009885	sp|Q96KM6|Z512B_HUMAN	tr|A0A6A1QAC0|A0A6A1QAC0_BALPH
OG0009886	sp|Q9NZU1|FLRT1_HUMAN	tr|A0A6A1QDE4|A0A6A1QDE4_BALPH
OG0009887	sp|Q16186|ADRM1_HUMAN	tr|A0A6A1QE39|A0A6A1QE39_BALPH
OG0009888	sp|Q567V2|M17L2_HUMAN	tr|A0A6A1QEX9|A0A6A1QEX9_BALPH
OG0009889	sp|Q8IZ81|ELMD2_HUMAN	tr|A0A6A1QGF9|A0A6A1QGF9_BALPH
OG0009890	sp|Q14919|NC2A_HUMAN	tr|A0A6A1QHY3|A0A6A1QHY3_BALPH
OG0009891	sp|Q9Y5Q8|TF3C5_HUMAN	tr|A0A6A1QJ14|A0A6A1QJ14_BALPH
OG0009892	sp|P36021|MOT8_HUMAN	tr|A0A643BKS0|A0A643BKS0_BALPH
OG0009893	sp|Q9NX14|NDUBB_HUMAN	tr|A0A643BME2|A0A643BME2_BALPH
OG0009894	sp|Q9C0C6|CIPC_HUMAN	tr|A0A643BPN1|A0A643BPN1_BALPH
OG0009895	sp|Q8IYT2|CMTR2_HUMAN	tr|A0A643BQ23|A0A643BQ23_BALPH
OG0009896	sp|Q9NTN3|S35D1_HUMAN	tr|A0A643BU26|A0A643BU26_BALPH
OG0009897	sp|Q9UM11|FZR1_HUMAN	tr|A0A643BV48|A0A643BV48_BALPH
OG0009898	sp|Q9Y242|TCF19_HUMAN	tr|A0A643BW40|A0A643BW40_BALPH
OG0009899	sp|P32970|CD70_HUMAN	tr|A0A643BWQ4|A0A643BWQ4_BALPH
OG0009900	sp|Q6ZST4|LCNL1_HUMAN	tr|A0A643BWX0|A0A643BWX0_BALPH
OG0009901	sp|Q6PI48|SYDM_HUMAN	tr|A0A643BXD1|A0A643BXD1_BALPH
OG0009902	sp|Q9NUP1|BL1S4_HUMAN	tr|A0A643BXX8|A0A643BXX8_BALPH
OG0009903	sp|Q8IYS2|K2013_HUMAN	tr|A0A643BXY6|A0A643BXY6_BALPH
OG0009904	sp|O14863|ZNT4_HUMAN	tr|A0A643BY90|A0A643BY90_BALPH
OG0009905	sp|Q69YG0|TMM42_HUMAN	tr|A0A643BZ66|A0A643BZ66_BALPH
OG0009906	sp|Q96LA8|ANM6_HUMAN	tr|A0A643C0G4|A0A643C0G4_BALPH
OG0009907	sp|Q49MI3|CERKL_HUMAN	tr|A0A643C0R8|A0A643C0R8_BALPH
OG0009908	sp|Q96RK4|BBS4_HUMAN	tr|A0A643C171|A0A643C171_BALPH
OG0009909	sp|Q15628|TRADD_HUMAN	tr|A0A643C2F9|A0A643C2F9_BALPH
OG0009910	sp|Q00994|BEX3_HUMAN	tr|A0A643C4D7|A0A643C4D7_BALPH
OG0009911	sp|Q8IWY9|CDAN1_HUMAN	tr|A0A643C599|A0A643C599_BALPH
OG0009912	sp|O95600|KLF8_HUMAN	tr|A0A643C7U7|A0A643C7U7_BALPH
OG0009913	sp|Q9NU23|LYRM2_HUMAN	tr|A0A643C8G5|A0A643C8G5_BALPH
OG0009914	sp|Q6ZVX9|PAQR9_HUMAN	tr|A0A643C9K7|A0A643C9K7_BALPH
OG0009915	sp|P42679|MATK_HUMAN	tr|A0A643C9X7|A0A643C9X7_BALPH
OG0009916	sp|Q9NYK6|EURL_HUMAN	tr|A0A643CBX4|A0A643CBX4_BALPH
OG0009917	sp|Q9NX47|MARH5_HUMAN	tr|A0A643CDM2|A0A643CDM2_BALPH
OG0009918	sp|Q8TD20|GTR12_HUMAN	tr|A0A643CE77|A0A643CE77_BALPH
OG0009919	sp|Q9C075|K1C23_HUMAN	tr|A0A643CFA2|A0A643CFA2_BALPH
OG0009920	sp|Q9NVH0|EXD2_HUMAN	tr|A0A643CI40|A0A643CI40_BALPH
OG0009921	sp|Q6GPH4|XAF1_HUMAN	tr|A0A643CIW7|A0A643CIW7_BALPH
OG0009922	sp|Q8ND71|GIMA8_HUMAN	tr|A0A643CIW9|A0A643CIW9_BALPH
OG0009923	sp|P15090|FABP4_HUMAN	tr|A0A643CKB9|A0A643CKB9_BALPH
OG0009924	sp|Q12983|BNIP3_HUMAN	tr|A0A6A1PXF6|A0A6A1PXF6_BALPH
OG0009925	sp|O15375|MOT6_HUMAN	tr|A0A6A1PZY1|A0A6A1PZY1_BALPH
OG0009926	sp|P35346|SSR5_HUMAN	tr|A0A6A1Q094|A0A6A1Q094_BALPH
OG0009927	sp|Q8IWI9|MGAP_HUMAN	tr|A0A6A1Q1Y9|A0A6A1Q1Y9_BALPH
OG0009928	sp|O00258|GET1_HUMAN	tr|A0A6A1Q2D1|A0A6A1Q2D1_BALPH
OG0009929	sp|Q96NA2|RILP_HUMAN	tr|A0A6A1Q374|A0A6A1Q374_BALPH
OG0009930	sp|Q9H2P9|DPH5_HUMAN	tr|A0A6A1Q4D4|A0A6A1Q4D4_BALPH
OG0009931	sp|Q92621|NU205_HUMAN	tr|A0A6A1Q617|A0A6A1Q617_BALPH
OG0009932	sp|P05231|IL6_HUMAN	tr|A0A6A1Q6A1|A0A6A1Q6A1_BALPH
OG0009933	sp|Q5W0B1|OBI1_HUMAN	tr|A0A6A1Q764|A0A6A1Q764_BALPH
OG0009934	sp|Q6EMK4|VASN_HUMAN	tr|A0A6A1Q7C7|A0A6A1Q7C7_BALPH
OG0009935	sp|Q76N32|CEP68_HUMAN	tr|A0A6A1QAT3|A0A6A1QAT3_BALPH
OG0009936	sp|Q9NU02|ANKE1_HUMAN	tr|A0A6A1QBJ4|A0A6A1QBJ4_BALPH
OG0009937	sp|Q9BXL5|HEMGN_HUMAN	tr|A0A6A1QCH5|A0A6A1QCH5_BALPH
OG0009938	sp|Q7Z7G2|CPLX4_HUMAN	tr|A0A6A1QCN1|A0A6A1QCN1_BALPH
OG0009939	sp|Q5BJF6|ODFP2_HUMAN	tr|A0A6A1QDX4|A0A6A1QDX4_BALPH
OG0009940	sp|O95150|TNF15_HUMAN	tr|A0A6A1QFV9|A0A6A1QFV9_BALPH
OG0009941	sp|P17948|VGFR1_HUMAN	tr|A0A6A1QFY0|A0A6A1QFY0_BALPH
OG0009942	sp|Q14CW9|AT7L3_HUMAN	tr|A0A6A1QGP7|A0A6A1QGP7_BALPH
OG0009943	sp|Q6W2J9|BCOR_HUMAN	tr|A0A6A1QHZ3|A0A6A1QHZ3_BALPH
OG0009944	sp|Q96CG3|TIFA_HUMAN	tr|A0A6A1QML2|A0A6A1QML2_BALPH
OG0009945	sp|Q9H091|ZMY15_HUMAN	tr|A0A643BLU1|A0A643BLU1_BALPH
OG0009946	sp|Q8TDT2|GP152_HUMAN	tr|A0A643BQQ4|A0A643BQQ4_BALPH
OG0009947	sp|P03923|NU6M_HUMAN	tr|A0A643BR75|A0A643BR75_BALPH
OG0009948	sp|Q9BVC6|TM109_HUMAN	tr|A0A643BSW4|A0A643BSW4_BALPH
OG0009949	sp|Q13416|ORC2_HUMAN	tr|A0A643BUK1|A0A643BUK1_BALPH
OG0009950	sp|P35269|T2FA_HUMAN	tr|A0A643BWW1|A0A643BWW1_BALPH
OG0009951	sp|Q6UXS0|CL19A_HUMAN	tr|A0A643BZ02|A0A643BZ02_BALPH
OG0009952	sp|A6NC42|DPPA5_HUMAN	tr|A0A643C1E9|A0A643C1E9_BALPH
OG0009953	sp|Q96A35|RM24_HUMAN	tr|A0A643C217|A0A643C217_BALPH
OG0009954	sp|Q6NXE6|ARMC6_HUMAN	tr|A0A643C4M5|A0A643C4M5_BALPH
OG0009955	sp|Q9NPP4|NLRC4_HUMAN	tr|A0A643C8D6|A0A643C8D6_BALPH
OG0009956	sp|P17735|ATTY_HUMAN	tr|A0A643C950|A0A643C950_BALPH
OG0009957	sp|P82979|SARNP_HUMAN	tr|A0A643CBJ3|A0A643CBJ3_BALPH
OG0009958	sp|Q8N2G8|GHDC_HUMAN	tr|A0A643CBX7|A0A643CBX7_BALPH
OG0009959	sp|Q9UKP6|UR2R_HUMAN	tr|A0A643CCE3|A0A643CCE3_BALPH
OG0009960	sp|P23942|PRPH2_HUMAN	tr|A0A643CCE8|A0A643CCE8_BALPH
OG0009961	sp|Q8TAD8|SNIP1_HUMAN	tr|A0A643CD59|A0A643CD59_BALPH
OG0009962	sp|O43918|AIRE_HUMAN	tr|A0A643CE80|A0A643CE80_BALPH
OG0009963	sp|Q6PJT7|ZC3HE_HUMAN	tr|A0A643CGH8|A0A643CGH8_BALPH
OG0009964	sp|Q16678|CP1B1_HUMAN	tr|A0A643CH22|A0A643CH22_BALPH
OG0009965	sp|Q5T681|CJ062_HUMAN	tr|A0A643CJ57|A0A643CJ57_BALPH
OG0009966	sp|Q8IX03|KIBRA_HUMAN	tr|A0A643CL33|A0A643CL33_BALPH
OG0009967	sp|Q9BPX1|DHB14_HUMAN	tr|A0A6A1PXG3|A0A6A1PXG3_BALPH
OG0009968	sp|Q15050|RRS1_HUMAN	tr|A0A6A1PY77|A0A6A1PY77_BALPH
OG0009969	sp|Q86UK7|ZN598_HUMAN	tr|A0A6A1PZX1|A0A6A1PZX1_BALPH
OG0009970	sp|P35998|PRS7_HUMAN	tr|A0A6A1Q027|A0A6A1Q027_BALPH
OG0009971	sp|Q6WCQ1|MPRIP_HUMAN	tr|A0A6A1Q132|A0A6A1Q132_BALPH
OG0009972	sp|Q9NRH1|YAE1_HUMAN	tr|A0A6A1Q4A5|A0A6A1Q4A5_BALPH
OG0009973	sp|Q9GZR7|DDX24_HUMAN	tr|A0A6A1Q553|A0A6A1Q553_BALPH
OG0009974	sp|Q6NXT6|TAPT1_HUMAN	tr|A0A6A1Q8E7|A0A6A1Q8E7_BALPH
OG0009975	sp|P49441|INPP_HUMAN	tr|A0A6A1Q9M4|A0A6A1Q9M4_BALPH
OG0009976	sp|Q9P0P0|RN181_HUMAN	tr|A0A6A1Q9S7|A0A6A1Q9S7_BALPH
OG0009977	sp|Q14314|FGL2_HUMAN	tr|A0A6A1QBA8|A0A6A1QBA8_BALPH
OG0009978	sp|Q96G97|BSCL2_HUMAN	tr|A0A6A1QBU9|A0A6A1QBU9_BALPH
OG0009979	sp|Q9Y6M5|ZNT1_HUMAN	tr|A0A6A1QDH3|A0A6A1QDH3_BALPH
OG0009980	sp|Q0VD86|INCA1_HUMAN	tr|A0A6A1QEC0|A0A6A1QEC0_BALPH
OG0009981	sp|Q99442|SEC62_HUMAN	tr|A0A6A1QES7|A0A6A1QES7_BALPH
OG0009982	sp|P42768|WASP_HUMAN	tr|A0A6A1QFQ7|A0A6A1QFQ7_BALPH
OG0009983	sp|Q9BT25|HAUS8_HUMAN	tr|A0A6A1QGF2|A0A6A1QGF2_BALPH
OG0009984	sp|Q9Y2I9|TBC30_HUMAN	tr|A0A6A1QGP6|A0A6A1QGP6_BALPH
OG0009985	sp|Q8WWQ8|STAB2_HUMAN	tr|A0A6A1QGV4|A0A6A1QGV4_BALPH
OG0009986	sp|P51580|TPMT_HUMAN	tr|A0A6A1QI75|A0A6A1QI75_BALPH
OG0009987	sp|Q9HCE3|ZN532_HUMAN	tr|A0A6A1QJF3|A0A6A1QJF3_BALPH
OG0009988	sp|Q96BY9|SARAF_HUMAN	tr|A0A6A1QKY8|A0A6A1QKY8_BALPH
OG0009989	sp|Q8N539|FBCD1_HUMAN	tr|A0A6A1QMB0|A0A6A1QMB0_BALPH
