Orthogroup	Homo_sapiens	Carlito_syrichta
OG0011802	sp|O15231|ZN185_HUMAN	tr|A0A1U7UBH7|A0A1U7UBH7_CARSF
OG0011803	sp|Q9H993|ARMT1_HUMAN	tr|A0A1U7UD16|A0A1U7UD16_CARSF
OG0011804	sp|P78381|S35A2_HUMAN	tr|A0A1U7UF56|A0A1U7UF56_CARSF
OG0011805	sp|Q05209|PTN12_HUMAN	tr|A0A1U7UFX2|A0A1U7UFX2_CARSF
OG0011806	sp|O00750|P3C2B_HUMAN	tr|A0A1U7UHU4|A0A1U7UHU4_CARSF
OG0011807	sp|Q9H3G5|CPVL_HUMAN	tr|A0A1U7UIZ3|A0A1U7UIZ3_CARSF
OG0011808	sp|Q8IY84|NIM1_HUMAN	tr|A0A1U7UJW6|A0A1U7UJW6_CARSF
OG0011809	sp|Q9ULP0|NDRG4_HUMAN	tr|A0A1U7ULK4|A0A1U7ULK4_CARSF
OG0011810	sp|A6NK59|ASB14_HUMAN	tr|A0A1U7UMJ2|A0A1U7UMJ2_CARSF
OG0011811	sp|Q96MN5|TEAN2_HUMAN	tr|A0A1U7UQH1|A0A1U7UQH1_CARSF
OG0011812	sp|Q9UPM9|B9D1_HUMAN	tr|A0A1U7USA4|A0A1U7USA4_CARSF
OG0011813	sp|Q8TCT6|SPPL3_HUMAN	tr|A0A1U7USL1|A0A1U7USL1_CARSF
OG0011814	sp|Q03431|PTH1R_HUMAN	tr|A0A1U7UVM9|A0A1U7UVM9_CARSF
OG0011815	sp|Q674R7|ATG9B_HUMAN	tr|A0A1U7UY99|A0A1U7UY99_CARSF
OG0011816	sp|A8MV81|HIG1C_HUMAN	tr|A0A1U7V243|A0A1U7V243_CARSF
OG0011817	sp|Q96KP4|CNDP2_HUMAN	tr|A0A1U7V348|A0A1U7V348_CARSF
OG0011818	sp|Q8N5I2|ARRD1_HUMAN	tr|A0A3Q0DH95|A0A3Q0DH95_CARSF
OG0011819	sp|Q8N6D5|ANR29_HUMAN	tr|A0A3Q0DM80|A0A3Q0DM80_CARSF
OG0011820	sp|P13196|HEM1_HUMAN	tr|A0A3Q0DNU7|A0A3Q0DNU7_CARSF
OG0011821	sp|Q9BY14|TX101_HUMAN	tr|A0A3Q0DPB8|A0A3Q0DPB8_CARSF
OG0011822	sp|Q96I45|TM141_HUMAN	tr|A0A3Q0DTU2|A0A3Q0DTU2_CARSF
OG0011823	sp|Q96N16|JKIP1_HUMAN	tr|A0A3Q0DUF2|A0A3Q0DUF2_CARSF
OG0011824	sp|A6NNT2|CP096_HUMAN	tr|A0A3Q0E174|A0A3Q0E174_CARSF
OG0011825	sp|Q99567|NUP88_HUMAN	tr|A0A3Q0E4S8|A0A3Q0E4S8_CARSF
OG0011826	sp|O95267|GRP1_HUMAN	tr|A0A3Q0E767|A0A3Q0E767_CARSF
OG0011827	sp|Q9C0C7|AMRA1_HUMAN	tr|A0A3Q0E8H3|A0A3Q0E8H3_CARSF
OG0011828	sp|P78334|GBRE_HUMAN	tr|A0A3Q0E992|A0A3Q0E992_CARSF
OG0011829	sp|Q8TEA8|DTD1_HUMAN	tr|A0A3Q0E9T3|A0A3Q0E9T3_CARSF
OG0011830	sp|A0A0K0K1B3|TVB30_HUMAN	tr|A0A3Q0EC12|A0A3Q0EC12_CARSF
OG0011831	sp|Q6P158|DHX57_HUMAN	tr|A0A3Q0ECG3|A0A3Q0ECG3_CARSF
OG0011832	sp|Q9H1H1|GTSFL_HUMAN	tr|A0A3Q0ECY9|A0A3Q0ECY9_CARSF
OG0011833	sp|O76036|NCTR1_HUMAN	tr|A0A3Q0EFG6|A0A3Q0EFG6_CARSF
OG0011834	sp|Q9Y3E5|PTH2_HUMAN	tr|A0A3Q0EI15|A0A3Q0EI15_CARSF
OG0011835	sp|Q9H7Y0|DIK2B_HUMAN	tr|A0A3Q0EI61|A0A3Q0EI61_CARSF
OG0011836	sp|O95359|TACC2_HUMAN	tr|A0A3Q0EJ37|A0A3Q0EJ37_CARSF
OG0011837	sp|Q13107|UBP4_HUMAN	tr|A0A1U7SE06|A0A1U7SE06_CARSF
OG0011838	sp|O60231|DHX16_HUMAN	tr|A0A1U7SKM0|A0A1U7SKM0_CARSF
OG0011839	sp|A6NIK2|LR10B_HUMAN	tr|A0A1U7SMT8|A0A1U7SMT8_CARSF
OG0011840	sp|Q16531|DDB1_HUMAN	tr|A0A1U7SQ00|A0A1U7SQ00_CARSF
OG0011841	sp|Q9Y534|CSDC2_HUMAN	tr|A0A1U7SR28|A0A1U7SR28_CARSF
OG0011842	sp|Q8IUC3|KRA71_HUMAN	tr|A0A1U7SS74|A0A1U7SS74_CARSF
OG0011843	sp|Q8N8P6|YX004_HUMAN	tr|A0A1U7SW77|A0A1U7SW77_CARSF
OG0011844	sp|Q14314|FGL2_HUMAN	tr|A0A1U7SWB1|A0A1U7SWB1_CARSF
OG0011845	sp|Q7RTX1|TS1R1_HUMAN	tr|A0A1U7T1B1|A0A1U7T1B1_CARSF
OG0011846	sp|Q9UHF4|I20RA_HUMAN	tr|A0A1U7T2U8|A0A1U7T2U8_CARSF
OG0011847	sp|P22307|SCP2_HUMAN	tr|A0A1U7T3A7|A0A1U7T3A7_CARSF
OG0011848	sp|Q9H7Z7|PGES2_HUMAN	tr|A0A1U7T3L0|A0A1U7T3L0_CARSF
OG0011849	sp|Q5EB52|MEST_HUMAN	tr|A0A1U7T3Q2|A0A1U7T3Q2_CARSF
OG0011850	sp|Q9H598|VIAAT_HUMAN	tr|A0A1U7T3Q9|A0A1U7T3Q9_CARSF
OG0011851	sp|P55291|CAD15_HUMAN	tr|A0A1U7TC30|A0A1U7TC30_CARSF
OG0011852	sp|P32927|IL3RB_HUMAN	tr|A0A1U7TDK0|A0A1U7TDK0_CARSF
OG0011853	sp|Q9Y2W1|TR150_HUMAN	tr|A0A1U7TDP9|A0A1U7TDP9_CARSF
OG0011854	sp|Q07955|SRSF1_HUMAN	tr|A0A1U7TIL4|A0A1U7TIL4_CARSF
OG0011855	sp|Q8IVY1|CA210_HUMAN	tr|A0A1U7TIP7|A0A1U7TIP7_CARSF
OG0011856	sp|Q8TEV9|SMCR8_HUMAN	tr|A0A1U7TL89|A0A1U7TL89_CARSF
OG0011857	sp|Q8NCD3|HJURP_HUMAN	tr|A0A1U7TNF6|A0A1U7TNF6_CARSF
OG0011858	sp|P46459|NSF_HUMAN	tr|A0A1U7TPQ3|A0A1U7TPQ3_CARSF
OG0011859	sp|Q15506|SP17_HUMAN	tr|A0A1U7TQJ7|A0A1U7TQJ7_CARSF
OG0011860	sp|Q96BN6|F149B_HUMAN	tr|A0A1U7TR78|A0A1U7TR78_CARSF
OG0011861	sp|Q0VAK6|LMOD3_HUMAN	tr|A0A1U7TT95|A0A1U7TT95_CARSF
OG0011862	sp|Q7Z6J4|FGD2_HUMAN	tr|A0A1U7U040|A0A1U7U040_CARSF
OG0011863	sp|A4D1T9|PRS37_HUMAN	tr|A0A1U7U1P9|A0A1U7U1P9_CARSF
OG0011864	sp|Q9NYP8|CU062_HUMAN	tr|A0A1U7U327|A0A1U7U327_CARSF
OG0011865	sp|Q8N653|LZTR1_HUMAN	tr|A0A1U7U430|A0A1U7U430_CARSF
OG0011866	sp|Q13606|OR5I1_HUMAN	tr|A0A1U7U5I7|A0A1U7U5I7_CARSF
OG0011867	sp|Q96EV2|RBM33_HUMAN	tr|A0A1U7U787|A0A1U7U787_CARSF
OG0011868	sp|Q5JUR7|TEX30_HUMAN	tr|A0A1U7UD60|A0A1U7UD60_CARSF
OG0011869	sp|Q68DN1|CB016_HUMAN	tr|A0A1U7UFA5|A0A1U7UFA5_CARSF
OG0011870	sp|Q9UPM8|AP4E1_HUMAN	tr|A0A1U7UHT8|A0A1U7UHT8_CARSF
OG0011871	sp|Q9Y5J1|UTP18_HUMAN	tr|A0A1U7UHZ5|A0A1U7UHZ5_CARSF
OG0011872	sp|Q5T0L3|SPT46_HUMAN	tr|A0A1U7UJC3|A0A1U7UJC3_CARSF
OG0011873	sp|O75674|TM1L1_HUMAN	tr|A0A1U7UR26|A0A1U7UR26_CARSF
OG0011874	sp|O60927|PP1RB_HUMAN	tr|A0A1U7UV97|A0A1U7UV97_CARSF
OG0011875	sp|P55957|BID_HUMAN	tr|A0A1U7UWY1|A0A1U7UWY1_CARSF
OG0011876	sp|P35243|RECO_HUMAN	tr|A0A1U7UXN2|A0A1U7UXN2_CARSF
OG0011877	sp|P06276|CHLE_HUMAN	tr|A0A1U7UYZ0|A0A1U7UYZ0_CARSF
OG0011878	sp|Q92918|M4K1_HUMAN	tr|A0A1U7V1Y6|A0A1U7V1Y6_CARSF
OG0011879	sp|Q7RTV5|PXL2C_HUMAN	tr|A0A1U7V5G6|A0A1U7V5G6_CARSF
OG0011880	sp|Q14498|RBM39_HUMAN	tr|A0A3Q0DEL7|A0A3Q0DEL7_CARSF
OG0011881	sp|Q96MY1|NOL4L_HUMAN	tr|A0A3Q0DEV1|A0A3Q0DEV1_CARSF
OG0011882	sp|Q2NL68|PRSR3_HUMAN	tr|A0A3Q0DLP9|A0A3Q0DLP9_CARSF
OG0011883	sp|P63272|SPT4H_HUMAN	tr|A0A3Q0DU70|A0A3Q0DU70_CARSF
OG0011884	sp|Q9H0C8|ILKAP_HUMAN	tr|A0A3Q0DXA9|A0A3Q0DXA9_CARSF
OG0011885	sp|P09132|SRP19_HUMAN	tr|A0A3Q0DXJ7|A0A3Q0DXJ7_CARSF
OG0011886	sp|Q6ZMN8|CCNI2_HUMAN	tr|A0A3Q0DXM2|A0A3Q0DXM2_CARSF
OG0011887	sp|Q86YV0|RASL3_HUMAN	tr|A0A3Q0DY12|A0A3Q0DY12_CARSF
OG0011888	sp|P39880|CUX1_HUMAN	tr|A0A3Q0E2G0|A0A3Q0E2G0_CARSF
OG0011889	sp|Q9H0E9|BRD8_HUMAN	tr|A0A3Q0E344|A0A3Q0E344_CARSF
OG0011890	sp|Q9BZL4|PP12C_HUMAN	tr|A0A3Q0EA13|A0A3Q0EA13_CARSF
OG0011891	sp|Q5T7N3|KANK4_HUMAN	tr|A0A3Q0EAV6|A0A3Q0EAV6_CARSF
OG0011892	sp|P02786|TFR1_HUMAN	tr|A0A3Q0EBA4|A0A3Q0EBA4_CARSF
OG0011893	sp|Q9NWS1|PARI_HUMAN	tr|A0A3Q0ECQ4|A0A3Q0ECQ4_CARSF
OG0011894	sp|Q9ULD5|ZN777_HUMAN	tr|A0A3Q0ED42|A0A3Q0ED42_CARSF
OG0011895	sp|P17096|HMGA1_HUMAN	tr|A0A3Q0EEG4|A0A3Q0EEG4_CARSF
OG0011897	sp|Q92797|SYMPK_HUMAN	tr|A0A1U7SG51|A0A1U7SG51_CARSF
OG0011898	sp|Q9P0S2|COX16_HUMAN	tr|A0A1U7SS48|A0A1U7SS48_CARSF
OG0011899	sp|O00409|FOXN3_HUMAN	tr|A0A1U7SU86|A0A1U7SU86_CARSF
OG0011900	sp|Q8N5S1|S2541_HUMAN	tr|A0A1U7SUJ3|A0A1U7SUJ3_CARSF
OG0011901	sp|Q9BY32|ITPA_HUMAN	tr|A0A1U7SX89|A0A1U7SX89_CARSF
OG0011902	sp|O15318|RPC7_HUMAN	tr|A0A1U7SYG6|A0A1U7SYG6_CARSF
OG0011903	sp|Q9Y333|LSM2_HUMAN	tr|A0A1U7T341|A0A1U7T341_CARSF
OG0011904	sp|Q9NUQ7|UFSP2_HUMAN	tr|A0A1U7T7R2|A0A1U7T7R2_CARSF
OG0011905	sp|Q5VWT5|FYB2_HUMAN	tr|A0A1U7TBT1|A0A1U7TBT1_CARSF
OG0011906	sp|P17980|PRS6A_HUMAN	tr|A0A1U7TF53|A0A1U7TF53_CARSF
OG0011907	sp|O94829|IPO13_HUMAN	tr|A0A1U7TFI9|A0A1U7TFI9_CARSF
OG0011908	sp|Q99884|SC6A7_HUMAN	tr|A0A1U7TGR9|A0A1U7TGR9_CARSF
OG0011909	sp|Q96I24|FUBP3_HUMAN	tr|A0A1U7TI04|A0A1U7TI04_CARSF
OG0011910	sp|O43586|PPIP1_HUMAN	tr|A0A1U7TIL3|A0A1U7TIL3_CARSF
OG0011911	sp|Q9BW60|ELOV1_HUMAN	tr|A0A1U7TIP1|A0A1U7TIP1_CARSF
OG0011912	sp|Q9H4L4|SENP3_HUMAN	tr|A0A1U7TKF1|A0A1U7TKF1_CARSF
OG0011913	sp|Q13227|GPS2_HUMAN	tr|A0A1U7TMQ6|A0A1U7TMQ6_CARSF
OG0011914	sp|Q9Y5N5|N6MT1_HUMAN	tr|A0A1U7TRQ6|A0A1U7TRQ6_CARSF
OG0011915	sp|Q86XS5|ANGL5_HUMAN	tr|A0A1U7TRX7|A0A1U7TRX7_CARSF
OG0011916	sp|Q92484|ASM3A_HUMAN	tr|A0A1U7TTQ6|A0A1U7TTQ6_CARSF
OG0011917	sp|Q9BRC7|PLCD4_HUMAN	tr|A0A1U7TVE2|A0A1U7TVE2_CARSF
OG0011918	sp|O43353|RIPK2_HUMAN	tr|A0A1U7TYM7|A0A1U7TYM7_CARSF
OG0011919	sp|Q15847|ADIRF_HUMAN	tr|A0A1U7TZ06|A0A1U7TZ06_CARSF
OG0011920	sp|Q8NBI6|XXLT1_HUMAN	tr|A0A1U7U4B0|A0A1U7U4B0_CARSF
OG0011921	sp|Q96JJ6|JPH4_HUMAN	tr|A0A1U7U795|A0A1U7U795_CARSF
OG0011922	sp|Q13023|AKAP6_HUMAN	tr|A0A1U7U7L9|A0A1U7U7L9_CARSF
OG0011923	sp|Q8N3J9|ZN664_HUMAN	tr|A0A1U7U9D7|A0A1U7U9D7_CARSF
OG0011924	sp|P60983|GMFB_HUMAN	tr|A0A1U7UC26|A0A1U7UC26_CARSF
OG0011925	sp|Q86TB9|PATL1_HUMAN	tr|A0A1U7UCP8|A0A1U7UCP8_CARSF
OG0011926	sp|Q6V1P9|PCD23_HUMAN	tr|A0A1U7UET6|A0A1U7UET6_CARSF
OG0011927	sp|P0C7P0|CISD3_HUMAN	tr|A0A1U7UFL8|A0A1U7UFL8_CARSF
OG0011928	sp|Q07092|COGA1_HUMAN	tr|A0A1U7UGH0|A0A1U7UGH0_CARSF
OG0011929	sp|A6NIH7|U119B_HUMAN	tr|A0A1U7UHL0|A0A1U7UHL0_CARSF
OG0011930	sp|Q96LP6|CL042_HUMAN	tr|A0A1U7UKL8|A0A1U7UKL8_CARSF
OG0011931	sp|A7E2V4|ZSWM8_HUMAN	tr|A0A1U7UPB7|A0A1U7UPB7_CARSF
OG0011932	sp|P48023|TNFL6_HUMAN	tr|A0A1U7UTZ4|A0A1U7UTZ4_CARSF
OG0011933	sp|P57771|RGS8_HUMAN	tr|A0A1U7UV01|A0A1U7UV01_CARSF
OG0011934	sp|O00300|TR11B_HUMAN	tr|A0A1U7V144|A0A1U7V144_CARSF
OG0011935	sp|O95631|NET1_HUMAN	tr|A0A3Q0DGL9|A0A3Q0DGL9_CARSF
OG0011936	sp|Q9Y462|ZN711_HUMAN	tr|A0A3Q0DHR9|A0A3Q0DHR9_CARSF
OG0011937	sp|E9PRG8|CK098_HUMAN	tr|A0A3Q0DHS8|A0A3Q0DHS8_CARSF
OG0011938	sp|Q14814|MEF2D_HUMAN	tr|A0A3Q0DJR8|A0A3Q0DJR8_CARSF
OG0011939	sp|Q68CJ9|CR3L3_HUMAN	tr|A0A3Q0DLL2|A0A3Q0DLL2_CARSF
OG0011940	sp|O95625|ZBT11_HUMAN	tr|A0A3Q0DM89|A0A3Q0DM89_CARSF
OG0011941	sp|Q86YS3|RFIP4_HUMAN	tr|A0A3Q0DNR9|A0A3Q0DNR9_CARSF
OG0011942	sp|Q96MT1|RN145_HUMAN	tr|A0A3Q0DT12|A0A3Q0DT12_CARSF
OG0011943	sp|P20963|CD3Z_HUMAN	tr|A0A3Q0DT88|A0A3Q0DT88_CARSF
OG0011944	sp|Q8NE18|NSUN7_HUMAN	tr|A0A3Q0DVU7|A0A3Q0DVU7_CARSF
OG0011945	sp|Q6UXH8|CCBE1_HUMAN	tr|A0A3Q0DX19|A0A3Q0DX19_CARSF
OG0011946	sp|Q96B97|SH3K1_HUMAN	tr|A0A3Q0DYT8|A0A3Q0DYT8_CARSF
OG0011947	sp|Q15572|TAF1C_HUMAN	tr|A0A3Q0E1C4|A0A3Q0E1C4_CARSF
OG0011948	sp|Q96DA0|ZG16B_HUMAN	tr|A0A3Q0E3F3|A0A3Q0E3F3_CARSF
OG0011949	sp|O14905|WNT9B_HUMAN	tr|A0A3Q0E9Z9|A0A3Q0E9Z9_CARSF
OG0011950	sp|Q15084|PDIA6_HUMAN	tr|A0A3Q0EAK6|A0A3Q0EAK6_CARSF
OG0011951	sp|Q4KMP7|TB10B_HUMAN	tr|A0A3Q0EF79|A0A3Q0EF79_CARSF
OG0011952	sp|O95428|PPN_HUMAN	tr|A0A3Q0EIE9|A0A3Q0EIE9_CARSF
OG0011953	sp|Q9UK59|DBR1_HUMAN	tr|A0A1U7SHZ3|A0A1U7SHZ3_CARSF
OG0011954	sp|P35250|RFC2_HUMAN	tr|A0A1U7SME7|A0A1U7SME7_CARSF
OG0011955	sp|Q9H6A9|PCX3_HUMAN	tr|A0A1U7SMQ7|A0A1U7SMQ7_CARSF
OG0011956	sp|Q8WX92|NELFB_HUMAN	tr|A0A1U7SUC6|A0A1U7SUC6_CARSF
OG0011957	sp|Q8NDG6|TDRD9_HUMAN	tr|A0A1U7SVI1|A0A1U7SVI1_CARSF
OG0011958	sp|P11229|ACM1_HUMAN	tr|A0A1U7T1W8|A0A1U7T1W8_CARSF
OG0011959	sp|A8MUP2|CSKMT_HUMAN	tr|A0A1U7T1Y9|A0A1U7T1Y9_CARSF
OG0011960	sp|Q9UBS4|DJB11_HUMAN	tr|A0A1U7T3A0|A0A1U7T3A0_CARSF
OG0011961	sp|Q5DID0|UROL1_HUMAN	tr|A0A1U7T3V5|A0A1U7T3V5_CARSF
OG0011962	sp|Q9NP87|DPOLM_HUMAN	tr|A0A1U7T5W7|A0A1U7T5W7_CARSF
OG0011963	sp|Q6UWI2|PARM1_HUMAN	tr|A0A1U7T7F6|A0A1U7T7F6_CARSF
OG0011964	sp|Q8IZM9|S38A6_HUMAN	tr|A0A1U7T9X2|A0A1U7T9X2_CARSF
OG0011965	sp|P53350|PLK1_HUMAN	tr|A0A1U7TBJ7|A0A1U7TBJ7_CARSF
OG0011966	sp|Q6NUJ5|PWP2B_HUMAN	tr|A0A1U7TEF2|A0A1U7TEF2_CARSF
OG0011967	sp|P04118|COL_HUMAN	tr|A0A1U7TGT4|A0A1U7TGT4_CARSF
OG0011968	sp|Q96CX2|KCD12_HUMAN	tr|A0A1U7THN6|A0A1U7THN6_CARSF
OG0011969	sp|Q9NZ45|CISD1_HUMAN	tr|A0A1U7TIK3|A0A1U7TIK3_CARSF
OG0011970	sp|Q5I0G3|MDH1B_HUMAN	tr|A0A1U7TKR5|A0A1U7TKR5_CARSF
OG0011971	sp|P19484|TFEB_HUMAN	tr|A0A1U7TL51|A0A1U7TL51_CARSF
OG0011972	sp|O60673|REV3L_HUMAN	tr|A0A1U7TL97|A0A1U7TL97_CARSF
OG0011973	sp|Q16674|MIA_HUMAN	tr|A0A1U7TNS9|A0A1U7TNS9_CARSF
OG0011974	sp|Q6ZMP0|THSD4_HUMAN	tr|A0A1U7TPA3|A0A1U7TPA3_CARSF
OG0011975	sp|Q7Z591|AKNA_HUMAN	tr|A0A1U7TQQ5|A0A1U7TQQ5_CARSF
OG0011976	sp|Q9Y2W6|TDRKH_HUMAN	tr|A0A1U7TT99|A0A1U7TT99_CARSF
OG0011977	sp|P19634|SL9A1_HUMAN	tr|A0A1U7TY28|A0A1U7TY28_CARSF
OG0011978	sp|Q86UN2|R4RL1_HUMAN	tr|A0A1U7U6T6|A0A1U7U6T6_CARSF
OG0011979	sp|O75298|RTN2_HUMAN	tr|A0A1U7U794|A0A1U7U794_CARSF
OG0011980	sp|Q13568|IRF5_HUMAN	tr|A0A1U7U7B4|A0A1U7U7B4_CARSF
OG0011981	sp|Q7KZ85|SPT6H_HUMAN	tr|A0A1U7U818|A0A1U7U818_CARSF
OG0011982	sp|P08397|HEM3_HUMAN	tr|A0A1U7U8N9|A0A1U7U8N9_CARSF
OG0011983	sp|Q9Y3C6|PPIL1_HUMAN	tr|A0A1U7UA42|A0A1U7UA42_CARSF
OG0011984	sp|O43242|PSMD3_HUMAN	tr|A0A1U7UDM2|A0A1U7UDM2_CARSF
OG0011985	sp|Q8IYD2|KLD8A_HUMAN	tr|A0A1U7UGT2|A0A1U7UGT2_CARSF
OG0011986	sp|Q567U6|CCD93_HUMAN	tr|A0A1U7UGX7|A0A1U7UGX7_CARSF
OG0011987	sp|O75363|BCAS1_HUMAN	tr|A0A1U7UHA4|A0A1U7UHA4_CARSF
OG0011988	sp|Q96CW6|S7A6O_HUMAN	tr|A0A1U7UI40|A0A1U7UI40_CARSF
OG0011989	sp|O95867|LY66C_HUMAN	tr|A0A1U7UJ73|A0A1U7UJ73_CARSF
OG0011990	sp|P01303|NPY_HUMAN	tr|A0A1U7UK38|A0A1U7UK38_CARSF
OG0011991	sp|A6NK97|S22AK_HUMAN	tr|A0A1U7ULQ1|A0A1U7ULQ1_CARSF
OG0011992	sp|Q9BY78|RNF26_HUMAN	tr|A0A1U7UMB7|A0A1U7UMB7_CARSF
OG0011993	sp|Q8IYW4|ENTD1_HUMAN	tr|A0A1U7UQ27|A0A1U7UQ27_CARSF
OG0011994	sp|O95807|TM50A_HUMAN	tr|A0A1U7UR85|A0A1U7UR85_CARSF
OG0011995	sp|Q6AZW8|ZN660_HUMAN	tr|A0A1U7UUK6|A0A1U7UUK6_CARSF
OG0011996	sp|Q9ULK4|MED23_HUMAN	tr|A0A1U7UXG4|A0A1U7UXG4_CARSF
OG0011997	sp|Q6N075|MFSD5_HUMAN	tr|A0A1U7UXX1|A0A1U7UXX1_CARSF
OG0011998	sp|P53794|SC5A3_HUMAN	tr|A0A1U7V1M5|A0A1U7V1M5_CARSF
OG0011999	sp|P10636|TAU_HUMAN	tr|A0A3Q0DIC4|A0A3Q0DIC4_CARSF
OG0012000	sp|Q9Y3T9|NOC2L_HUMAN	tr|A0A3Q0DMY6|A0A3Q0DMY6_CARSF
OG0012001	sp|Q8IWX8|CHERP_HUMAN	tr|A0A3Q0DN91|A0A3Q0DN91_CARSF
OG0012002	sp|Q9Y5L5|LENEP_HUMAN	tr|A0A3Q0DNU8|A0A3Q0DNU8_CARSF
OG0012003	sp|Q9H3C7|GGNB2_HUMAN	tr|A0A3Q0DPK2|A0A3Q0DPK2_CARSF
OG0012004	sp|O60663|LMX1B_HUMAN	tr|A0A3Q0DQZ1|A0A3Q0DQZ1_CARSF
OG0012005	sp|Q13772|NCOA4_HUMAN	tr|A0A3Q0DVP8|A0A3Q0DVP8_CARSF
OG0012006	sp|P22749|GNLY_HUMAN	tr|A0A3Q0DWU0|A0A3Q0DWU0_CARSF
OG0012007	sp|Q8IYF3|TEX11_HUMAN	tr|A0A3Q0DZ89|A0A3Q0DZ89_CARSF
OG0012008	sp|A8MTZ7|CL071_HUMAN	tr|A0A3Q0DZN5|A0A3Q0DZN5_CARSF
OG0012009	sp|P0DN84|DWORF_HUMAN	tr|A0A3Q0DZX8|A0A3Q0DZX8_CARSF
OG0012010	sp|P13569|CFTR_HUMAN	tr|A0A3Q0E373|A0A3Q0E373_CARSF
OG0012011	sp|Q5XUX0|FBX31_HUMAN	tr|A0A3Q0E4D5|A0A3Q0E4D5_CARSF
OG0012012	sp|Q17RR3|LIPR3_HUMAN	tr|A0A3Q0E4K9|A0A3Q0E4K9_CARSF
OG0012013	sp|Q05952|STP2_HUMAN	tr|A0A3Q0E6T5|A0A3Q0E6T5_CARSF
OG0012014	sp|Q9UPA5|BSN_HUMAN	tr|A0A3Q0E734|A0A3Q0E734_CARSF
OG0012015	sp|Q9Y3A3|PHOCN_HUMAN	tr|A0A3Q0E8T7|A0A3Q0E8T7_CARSF
OG0012016	sp|Q63HR2|TNS2_HUMAN	tr|A0A3Q0E9S9|A0A3Q0E9S9_CARSF
OG0012017	sp|O60343|TBCD4_HUMAN	tr|A0A3Q0EAY7|A0A3Q0EAY7_CARSF
OG0012018	sp|Q9UPU5|UBP24_HUMAN	tr|A0A3Q0ECA3|A0A3Q0ECA3_CARSF
OG0012019	sp|O00327|BMAL1_HUMAN	tr|A0A3Q0ED21|A0A3Q0ED21_CARSF
OG0012020	sp|Q58F21|BRDT_HUMAN	tr|A0A3Q0EEM1|A0A3Q0EEM1_CARSF
OG0012021	sp|Q8NEX9|DR9C7_HUMAN	tr|A0A1U7SUY0|A0A1U7SUY0_CARSF
OG0012022	sp|P58397|ATS12_HUMAN	tr|A0A1U7SYK1|A0A1U7SYK1_CARSF
OG0012023	sp|P02689|MYP2_HUMAN	tr|A0A1U7T139|A0A1U7T139_CARSF
OG0012024	sp|Q96KG9|SCYL1_HUMAN	tr|A0A1U7T7M5|A0A1U7T7M5_CARSF
OG0012025	sp|P35269|T2FA_HUMAN	tr|A0A1U7T8C7|A0A1U7T8C7_CARSF
OG0012026	sp|Q96PK6|RBM14_HUMAN	tr|A0A1U7TB30|A0A1U7TB30_CARSF
OG0012027	sp|Q9HD45|TM9S3_HUMAN	tr|A0A1U7TB62|A0A1U7TB62_CARSF
OG0012028	sp|Q9Y6R0|NUMBL_HUMAN	tr|A0A1U7TC93|A0A1U7TC93_CARSF
OG0012029	sp|P55198|AF17_HUMAN	tr|A0A1U7TCD7|A0A1U7TCD7_CARSF
OG0012030	sp|Q16587|ZNF74_HUMAN	tr|A0A1U7TD13|A0A1U7TD13_CARSF
OG0012031	sp|Q5QJU3|ACER2_HUMAN	tr|A0A1U7TDG1|A0A1U7TDG1_CARSF
OG0012032	sp|Q96GI7|FA89A_HUMAN	tr|A0A1U7TE77|A0A1U7TE77_CARSF
OG0012033	sp|Q9NQ31|AKIP1_HUMAN	tr|A0A1U7TG69|A0A1U7TG69_CARSF
OG0012034	sp|Q9H2K0|IF3M_HUMAN	tr|A0A1U7THM1|A0A1U7THM1_CARSF
OG0012035	sp|Q969V1|MCHR2_HUMAN	tr|A0A1U7TI06|A0A1U7TI06_CARSF
OG0012036	sp|P0C024|NUDT7_HUMAN	tr|A0A1U7TIX5|A0A1U7TIX5_CARSF
OG0012037	sp|Q9H8Y1|VRTN_HUMAN	tr|A0A1U7TKM2|A0A1U7TKM2_CARSF
OG0012038	sp|Q13470|TNK1_HUMAN	tr|A0A1U7TMQ4|A0A1U7TMQ4_CARSF
OG0012039	sp|P02545|LMNA_HUMAN	tr|A0A1U7TMX4|A0A1U7TMX4_CARSF
OG0012040	sp|Q13530|SERC3_HUMAN	tr|A0A1U7TNR7|A0A1U7TNR7_CARSF
OG0012041	sp|Q6UXF1|TM108_HUMAN	tr|A0A1U7TQV8|A0A1U7TQV8_CARSF
OG0012042	sp|Q5T4B2|GT253_HUMAN	tr|A0A1U7TQZ4|A0A1U7TQZ4_CARSF
OG0012043	sp|Q9HAT1|LMA1L_HUMAN	tr|A0A1U7TQZ5|A0A1U7TQZ5_CARSF
OG0012044	sp|P10070|GLI2_HUMAN	tr|A0A1U7TV84|A0A1U7TV84_CARSF
OG0012045	sp|P23458|JAK1_HUMAN	tr|A0A1U7U068|A0A1U7U068_CARSF
OG0012046	sp|Q9NY97|B3GN2_HUMAN	tr|A0A1U7U2N9|A0A1U7U2N9_CARSF
OG0012047	sp|Q96CP7|TLCD1_HUMAN	tr|A0A1U7U458|A0A1U7U458_CARSF
OG0012048	sp|O00175|CCL24_HUMAN	tr|A0A1U7U4H9|A0A1U7U4H9_CARSF
OG0012049	sp|P01148|GON1_HUMAN	tr|A0A1U7U4N5|A0A1U7U4N5_CARSF
