Orthogroup	Homo_sapiens	Sciurus_vulgaris
OG0010386	sp|P05412|JUN_HUMAN	tr|A0A8D2AXJ2|A0A8D2AXJ2_SCIVU
OG0010387	sp|P16671|CD36_HUMAN	tr|A0A8D2D8U0|A0A8D2D8U0_SCIVU
OG0010388	sp|P18077|RL35A_HUMAN	tr|A0A8D2CR60|A0A8D2CR60_SCIVU
OG0010389	sp|P20061|TCO1_HUMAN	tr|A0A8D2CZH8|A0A8D2CZH8_SCIVU
OG0010390	sp|P42658|DPP6_HUMAN	tr|A0A8D2AVZ4|A0A8D2AVZ4_SCIVU
OG0010391	sp|P49116|NR2C2_HUMAN	tr|A0A8D2DCN9|A0A8D2DCN9_SCIVU
OG0010392	sp|P50336|PPOX_HUMAN	tr|A0A8D2CSR5|A0A8D2CSR5_SCIVU
OG0010393	sp|P78347|GTF2I_HUMAN	tr|A0A8D2DY04|A0A8D2DY04_SCIVU
OG0010394	sp|P78524|DEN2B_HUMAN	tr|A0A8D2DFK5|A0A8D2DFK5_SCIVU
OG0010395	sp|Q05923|DUS2_HUMAN	tr|A0A8D2B8N4|A0A8D2B8N4_SCIVU
OG0010396	sp|Q0P5N6|ARL16_HUMAN	tr|A0A8D2DGQ3|A0A8D2DGQ3_SCIVU
OG0010397	sp|Q10586|DBP_HUMAN	tr|A0A8D2JNZ5|A0A8D2JNZ5_SCIVU
OG0010398	sp|Q13492|PICAL_HUMAN	tr|A0A8D2DJL5|A0A8D2DJL5_SCIVU
OG0010399	sp|Q14258|TRI25_HUMAN	tr|A0A8D2CQ35|A0A8D2CQ35_SCIVU
OG0010400	sp|Q15669|RHOH_HUMAN	tr|A0A8D2BBX9|A0A8D2BBX9_SCIVU
OG0010401	sp|Q2NL82|TSR1_HUMAN	tr|A0A8D2JRK2|A0A8D2JRK2_SCIVU
OG0010402	sp|Q3KP22|MAJIN_HUMAN	tr|A0A8D2CWF3|A0A8D2CWF3_SCIVU
OG0010403	sp|Q5VST9|OBSCN_HUMAN	tr|A0A8D2CLV2|A0A8D2CLV2_SCIVU
OG0010404	sp|Q6PGP7|TTC37_HUMAN	tr|A0A8D2CN41|A0A8D2CN41_SCIVU
OG0010405	sp|Q6ZNA5|FRRS1_HUMAN	tr|A0A8D2AN73|A0A8D2AN73_SCIVU
OG0010406	sp|Q7Z417|NUFP2_HUMAN	tr|A0A8D2DBR9|A0A8D2DBR9_SCIVU
OG0010407	sp|Q86VX2|COMD7_HUMAN	tr|A0A8D2AIQ4|A0A8D2AIQ4_SCIVU
OG0010408	sp|Q86W50|MET16_HUMAN	tr|A0A8D2DQE1|A0A8D2DQE1_SCIVU
OG0010409	sp|Q8IVQ6|ZDH21_HUMAN	tr|A0A8D2DKX0|A0A8D2DKX0_SCIVU
OG0010410	sp|Q8N126|CADM3_HUMAN	tr|A0A8D2AYT9|A0A8D2AYT9_SCIVU
OG0010411	sp|Q8N441|FGRL1_HUMAN	tr|A0A8D2CVF5|A0A8D2CVF5_SCIVU
OG0010412	sp|Q8NA82|MARHA_HUMAN	tr|A0A8D2ASB5|A0A8D2ASB5_SCIVU
OG0010413	sp|Q8NAU1|FNDC5_HUMAN	tr|A0A8D2DT27|A0A8D2DT27_SCIVU
OG0010414	sp|Q8NC26|ZN114_HUMAN	tr|A0A8D2D9D6|A0A8D2D9D6_SCIVU
OG0010415	sp|Q8WYA1|BMAL2_HUMAN	tr|A0A8D2JMB2|A0A8D2JMB2_SCIVU
OG0010416	sp|Q92871|PMM1_HUMAN	tr|A0A8D2JQM3|A0A8D2JQM3_SCIVU
OG0010417	sp|Q92947|GCDH_HUMAN	tr|A0A8D2DBF4|A0A8D2DBF4_SCIVU
OG0010418	sp|Q93098|WNT8B_HUMAN	tr|A0A8D2CR66|A0A8D2CR66_SCIVU
OG0010419	sp|Q96DD0|LRC39_HUMAN	tr|A0A8D2CL46|A0A8D2CL46_SCIVU
OG0010420	sp|Q96DU9|PABP5_HUMAN	tr|A0A8D2DTV0|A0A8D2DTV0_SCIVU
OG0010421	sp|Q96K30|RITA1_HUMAN	tr|A0A8D2D0K6|A0A8D2D0K6_SCIVU
OG0010422	sp|Q96N64|PWP2A_HUMAN	tr|A0A8D2JQG9|A0A8D2JQG9_SCIVU
OG0010423	sp|Q96P50|ACAP3_HUMAN	tr|A0A8D2AJT7|A0A8D2AJT7_SCIVU
OG0010424	sp|Q96S66|CLCC1_HUMAN	tr|A0A8D2BFR3|A0A8D2BFR3_SCIVU
OG0010425	sp|Q9BTV4|TMM43_HUMAN	tr|A0A8D2DKJ8|A0A8D2DKJ8_SCIVU
OG0010426	sp|Q9BV68|RN126_HUMAN	tr|A0A8D2JSM8|A0A8D2JSM8_SCIVU
OG0010427	sp|Q9BZW7|TSG10_HUMAN	tr|A0A8D2JLE7|A0A8D2JLE7_SCIVU
OG0010428	sp|Q9H222|ABCG5_HUMAN	tr|A0A8D2DW56|A0A8D2DW56_SCIVU
OG0010429	sp|Q9H8W5|TRI45_HUMAN	tr|A0A8D2CK64|A0A8D2CK64_SCIVU
OG0010430	sp|Q9HC38|GLOD4_HUMAN	tr|A0A8D2CZP5|A0A8D2CZP5_SCIVU
OG0010431	sp|Q9NS91|RAD18_HUMAN	tr|A0A8D2DZJ8|A0A8D2DZJ8_SCIVU
OG0010432	sp|Q9NSC2|SALL1_HUMAN	tr|A0A8D2E409|A0A8D2E409_SCIVU
OG0010433	sp|Q9NX47|MARH5_HUMAN	tr|A0A8D2AH75|A0A8D2AH75_SCIVU
OG0010434	sp|Q9NZG7|NINJ2_HUMAN	tr|A0A8D2DQC7|A0A8D2DQC7_SCIVU
OG0010435	sp|Q9P0J1|PDP1_HUMAN	tr|A0A8D2APY6|A0A8D2APY6_SCIVU
OG0010436	sp|Q9UK08|GBG8_HUMAN	tr|A0A8D2CQV4|A0A8D2CQV4_SCIVU
OG0010437	sp|Q9UNS1|TIM_HUMAN	tr|A0A8D2B2M7|A0A8D2B2M7_SCIVU
OG0010438	sp|Q9UNW1|MINP1_HUMAN	tr|A0A8D2AUB4|A0A8D2AUB4_SCIVU
OG0010439	sp|Q9Y4H2|IRS2_HUMAN	tr|A0A8D2AVI2|A0A8D2AVI2_SCIVU
OG0010440	sp|Q9Y6H3|ATP23_HUMAN	tr|A0A8D2D8A7|A0A8D2D8A7_SCIVU
OG0010441	sp|A6NNB3|IFM5_HUMAN	tr|A0A8D2BCL0|A0A8D2BCL0_SCIVU
OG0010442	sp|B4DU55|ZN879_HUMAN	tr|A0A8D2AQV5|A0A8D2AQV5_SCIVU
OG0010443	sp|O43301|HS12A_HUMAN	tr|A0A8D2AVJ9|A0A8D2AVJ9_SCIVU
OG0010444	sp|O60568|PLOD3_HUMAN	tr|A0A8D2DD11|A0A8D2DD11_SCIVU
OG0010445	sp|O75154|RFIP3_HUMAN	tr|A0A8D2JQD9|A0A8D2JQD9_SCIVU
OG0010446	sp|O75478|TAD2A_HUMAN	tr|A0A8D2BCQ2|A0A8D2BCQ2_SCIVU
OG0010447	sp|O75916|RGS9_HUMAN	tr|A0A8D2CV14|A0A8D2CV14_SCIVU
OG0010448	sp|O94817|ATG12_HUMAN	tr|A0A8D2JEB1|A0A8D2JEB1_SCIVU
OG0010449	sp|P01308|INS_HUMAN	tr|A0A8D2JNQ5|A0A8D2JNQ5_SCIVU
OG0010450	sp|P04201|MAS_HUMAN	tr|A0A8D2D2F7|A0A8D2D2F7_SCIVU
OG0010451	sp|P05106|ITB3_HUMAN	tr|A0A8D2AY78|A0A8D2AY78_SCIVU
OG0010452	sp|P0DPD7|EFMT4_HUMAN	tr|A0A8D2D3E1|A0A8D2D3E1_SCIVU
OG0010453	sp|P14555|PA2GA_HUMAN	tr|A0A8D2AUH0|A0A8D2AUH0_SCIVU
OG0010454	sp|P17342|ANPRC_HUMAN	tr|A0A8D2B7M8|A0A8D2B7M8_SCIVU
OG0010455	sp|P23771|GATA3_HUMAN	tr|A0A8D2BEP2|A0A8D2BEP2_SCIVU
OG0010456	sp|P28698|MZF1_HUMAN	tr|A0A8D2DFS9|A0A8D2DFS9_SCIVU
OG0010457	sp|P29966|MARCS_HUMAN	tr|A0A8D2B8W9|A0A8D2B8W9_SCIVU
OG0010458	sp|P36776|LONM_HUMAN	tr|A0A8D2DP19|A0A8D2DP19_SCIVU
OG0010459	sp|P38484|INGR2_HUMAN	tr|A0A8D2DWX4|A0A8D2DWX4_SCIVU
OG0010460	sp|P41208|CETN2_HUMAN	tr|A0A8D2DLY6|A0A8D2DLY6_SCIVU
OG0010461	sp|P49223|SPIT3_HUMAN	tr|A0A8D2AI89|A0A8D2AI89_SCIVU
OG0010462	sp|P49356|FNTB_HUMAN	tr|A0A8D2JMI7|A0A8D2JMI7_SCIVU
OG0010463	sp|P49863|GRAK_HUMAN	tr|A0A8D2B4M1|A0A8D2B4M1_SCIVU
OG0010464	sp|P63167|DYL1_HUMAN	tr|A0A8D2B0W6|A0A8D2B0W6_SCIVU
OG0010465	sp|P80723|BASP1_HUMAN	tr|A0A8D2AVD2|A0A8D2AVD2_SCIVU
OG0010466	sp|P81277|PRRP_HUMAN	tr|A0A8D2DSZ3|A0A8D2DSZ3_SCIVU
OG0010467	sp|Q00597|FANCC_HUMAN	tr|A0A8D2B136|A0A8D2B136_SCIVU
OG0010468	sp|Q12889|OVGP1_HUMAN	tr|A0A8D2DBQ2|A0A8D2DBQ2_SCIVU
OG0010469	sp|Q12933|TRAF2_HUMAN	tr|A0A8D2DCR8|A0A8D2DCR8_SCIVU
OG0010470	sp|Q15063|POSTN_HUMAN	tr|A0A8D2CPM8|A0A8D2CPM8_SCIVU
OG0010471	sp|Q4KMP7|TB10B_HUMAN	tr|A0A8D2DYU3|A0A8D2DYU3_SCIVU
OG0010472	sp|Q5TGI0|FAXC_HUMAN	tr|A0A8D2BEX9|A0A8D2BEX9_SCIVU
OG0010473	sp|Q5UIP0|RIF1_HUMAN	tr|A0A8D2AU06|A0A8D2AU06_SCIVU
OG0010474	sp|Q5VV41|ARHGG_HUMAN	tr|A0A8D2AEE5|A0A8D2AEE5_SCIVU
OG0010475	sp|Q6NXP0|EFC12_HUMAN	tr|A0A8D2DI88|A0A8D2DI88_SCIVU
OG0010476	sp|Q6XR72|ZNT10_HUMAN	tr|A0A8D2DG95|A0A8D2DG95_SCIVU
OG0010477	sp|Q6ZNM6|TEX43_HUMAN	tr|A0A8D2ARW9|A0A8D2ARW9_SCIVU
OG0010478	sp|Q76M96|CCD80_HUMAN	tr|A0A8D2CPF2|A0A8D2CPF2_SCIVU
OG0010479	sp|Q7L099|RUFY3_HUMAN	tr|A0A8D2DLI2|A0A8D2DLI2_SCIVU
OG0010480	sp|Q86SM8|MRGRE_HUMAN	tr|A0A8D2DHI6|A0A8D2DHI6_SCIVU
OG0010481	sp|Q86Y82|STX12_HUMAN	tr|A0A8D2BA43|A0A8D2BA43_SCIVU
OG0010482	sp|Q8IWF9|CCD83_HUMAN	tr|A0A8D2DKL7|A0A8D2DKL7_SCIVU
OG0010483	sp|Q8N2G4|LYPD1_HUMAN	tr|A0A8D2AN22|A0A8D2AN22_SCIVU
OG0010484	sp|Q8N3I7|BBS5_HUMAN	tr|A0A8D2DPM6|A0A8D2DPM6_SCIVU
OG0010485	sp|Q8N8A2|ANR44_HUMAN	tr|A0A8D2AQT8|A0A8D2AQT8_SCIVU
OG0010486	sp|Q8NGN0|OR4D5_HUMAN	tr|A0A8D2DRR8|A0A8D2DRR8_SCIVU
OG0010487	sp|Q8TCA0|LRC20_HUMAN	tr|A0A8D2AHY4|A0A8D2AHY4_SCIVU
OG0010488	sp|Q8TD86|CALL6_HUMAN	tr|A0A8D2AHJ1|A0A8D2AHJ1_SCIVU
OG0010489	sp|Q8WV93|AFG1L_HUMAN	tr|A0A8D2AXE8|A0A8D2AXE8_SCIVU
OG0010490	sp|Q96A49|SYAP1_HUMAN	tr|A0A8D2DCK9|A0A8D2DCK9_SCIVU
OG0010491	sp|Q96BZ8|LENG1_HUMAN	tr|A0A8D2DSM8|A0A8D2DSM8_SCIVU
OG0010492	sp|Q96CF2|CHM4C_HUMAN	tr|A0A8D2CLD0|A0A8D2CLD0_SCIVU
OG0010493	sp|Q96D46|NMD3_HUMAN	tr|A0A8D2CVM1|A0A8D2CVM1_SCIVU
OG0010494	sp|Q96G03|PGM2_HUMAN	tr|A0A8D2CQU4|A0A8D2CQU4_SCIVU
OG0010495	sp|Q96G23|CERS2_HUMAN	tr|A0A8D2AS07|A0A8D2AS07_SCIVU
OG0010496	sp|Q96G91|P2Y11_HUMAN	tr|A0A8D2DI03|A0A8D2DI03_SCIVU
OG0010497	sp|Q96QZ0|PANX3_HUMAN	tr|A0A8D2JKZ6|A0A8D2JKZ6_SCIVU
OG0010498	sp|Q96T51|RUFY1_HUMAN	tr|A0A8D2CM98|A0A8D2CM98_SCIVU
OG0010499	sp|Q96TA1|NIBA2_HUMAN	tr|A0A8D2CWJ9|A0A8D2CWJ9_SCIVU
OG0010500	sp|Q99102|MUC4_HUMAN	tr|A0A8D2CW48|A0A8D2CW48_SCIVU
OG0010501	sp|Q99640|PMYT1_HUMAN	tr|A0A8D2E2R9|A0A8D2E2R9_SCIVU
OG0010502	sp|Q9BQ83|SLX1_HUMAN	tr|A0A8D2DMP9|A0A8D2DMP9_SCIVU
OG0010503	sp|Q9BQI6|SLF1_HUMAN	tr|A0A8D2B4H7|A0A8D2B4H7_SCIVU
OG0010504	sp|Q9BR10|SPT25_HUMAN	tr|A0A8D2AJW0|A0A8D2AJW0_SCIVU
OG0010505	sp|Q9H1Z4|WDR13_HUMAN	tr|A0A8D2DPL6|A0A8D2DPL6_SCIVU
OG0010506	sp|Q9H7Z7|PGES2_HUMAN	tr|A0A8D2D6Q1|A0A8D2D6Q1_SCIVU
OG0010507	sp|Q9HCD5|NCOA5_HUMAN	tr|A0A8D2AKU3|A0A8D2AKU3_SCIVU
OG0010508	sp|Q9NP62|GCM1_HUMAN	tr|A0A8D2CPG6|A0A8D2CPG6_SCIVU
OG0010509	sp|Q9NX74|DUS2L_HUMAN	tr|A0A8D2DIS6|A0A8D2DIS6_SCIVU
OG0010510	sp|Q9P0P0|RN181_HUMAN	tr|A0A8D2D7Q5|A0A8D2D7Q5_SCIVU
OG0010511	sp|Q9UBU3|GHRL_HUMAN	tr|A0A8D2DUA2|A0A8D2DUA2_SCIVU
OG0010512	sp|Q9Y2K7|KDM2A_HUMAN	tr|A0A8D2AWK0|A0A8D2AWK0_SCIVU
OG0010513	sp|Q9Y3I0|RTCB_HUMAN	tr|A0A8D2JLV2|A0A8D2JLV2_SCIVU
OG0010514	sp|Q9Y5B0|CTDP1_HUMAN	tr|A0A8D2JIG4|A0A8D2JIG4_SCIVU
OG0010515	sp|A6NKW6|SHL2B_HUMAN	tr|A0A8D2AS76|A0A8D2AS76_SCIVU
OG0010516	sp|O00534|VMA5A_HUMAN	tr|A0A8D2CYY8|A0A8D2CYY8_SCIVU
OG0010517	sp|O43482|MS18B_HUMAN	tr|A0A8D2AHT9|A0A8D2AHT9_SCIVU
OG0010518	sp|O43542|XRCC3_HUMAN	tr|A0A8D2CUP4|A0A8D2CUP4_SCIVU
OG0010519	sp|O75306|NDUS2_HUMAN	tr|A0A8D2CTJ7|A0A8D2CTJ7_SCIVU
OG0010520	sp|O76094|SRP72_HUMAN	tr|A0A8D2DER8|A0A8D2DER8_SCIVU
OG0010521	sp|O94927|HAUS5_HUMAN	tr|A0A8D2B5D9|A0A8D2B5D9_SCIVU
OG0010522	sp|P00734|THRB_HUMAN	tr|A0A8D2D1G3|A0A8D2D1G3_SCIVU
OG0010523	sp|P01213|PDYN_HUMAN	tr|A0A8D2BB46|A0A8D2BB46_SCIVU
OG0010524	sp|P01834|IGKC_HUMAN	tr|A0A8D2JPM7|A0A8D2JPM7_SCIVU
OG0010525	sp|P02749|APOH_HUMAN	tr|A0A8D2CWB4|A0A8D2CWB4_SCIVU
OG0010526	sp|P09529|INHBB_HUMAN	tr|A0A8D2JS02|A0A8D2JS02_SCIVU
OG0010527	sp|P09661|RU2A_HUMAN	tr|A0A8D2AGX4|A0A8D2AGX4_SCIVU
OG0010528	sp|P10643|CO7_HUMAN	tr|A0A8D2ATK0|A0A8D2ATK0_SCIVU
OG0010529	sp|P35249|RFC4_HUMAN	tr|A0A8D2BD32|A0A8D2BD32_SCIVU
OG0010530	sp|P35900|K1C20_HUMAN	tr|A0A8D2AKA3|A0A8D2AKA3_SCIVU
OG0010531	sp|P43378|PTN9_HUMAN	tr|A0A8D2JPX8|A0A8D2JPX8_SCIVU
OG0010532	sp|P52735|VAV2_HUMAN	tr|A0A8D2JRB0|A0A8D2JRB0_SCIVU
OG0010533	sp|P56470|LEG4_HUMAN	tr|A0A8D2E1H2|A0A8D2E1H2_SCIVU
OG0010534	sp|P56945|BCAR1_HUMAN	tr|A0A8D2DBN1|A0A8D2DBN1_SCIVU
OG0010535	sp|P59095|STAR6_HUMAN	tr|A0A8D2JSM0|A0A8D2JSM0_SCIVU
OG0010536	sp|P62330|ARF6_HUMAN	tr|A0A8D2CPI4|A0A8D2CPI4_SCIVU
OG0010537	sp|P78556|CCL20_HUMAN	tr|A0A8D2DTG9|A0A8D2DTG9_SCIVU
OG0010538	sp|P78559|MAP1A_HUMAN	tr|A0A8D2AVE0|A0A8D2AVE0_SCIVU
OG0010539	sp|Q00G26|PLIN5_HUMAN	tr|A0A8D2DD79|A0A8D2DD79_SCIVU
OG0010540	sp|Q13158|FADD_HUMAN	tr|A0A8D2DMA8|A0A8D2DMA8_SCIVU
OG0010541	sp|Q13572|ITPK1_HUMAN	tr|A0A8D2API5|A0A8D2API5_SCIVU
OG0010542	sp|Q13769|THOC5_HUMAN	tr|A0A8D2DB17|A0A8D2DB17_SCIVU
OG0010543	sp|Q13901|C1D_HUMAN	tr|A0A8D2DNR5|A0A8D2DNR5_SCIVU
OG0010544	sp|Q14181|DPOA2_HUMAN	tr|A0A8D2CTG3|A0A8D2CTG3_SCIVU
OG0010545	sp|Q2M243|CCD27_HUMAN	tr|A0A8D2CJV3|A0A8D2CJV3_SCIVU
OG0010547	sp|Q5BLP8|CD048_HUMAN	tr|A0A8D2DAR6|A0A8D2DAR6_SCIVU
OG0010548	sp|Q63ZY3|KANK2_HUMAN	tr|A0A8D2DYK9|A0A8D2DYK9_SCIVU
OG0010549	sp|Q643R3|LPCT4_HUMAN	tr|A0A8D2AMN7|A0A8D2AMN7_SCIVU
OG0010550	sp|Q6JBY9|CPZIP_HUMAN	tr|A0A8D2B6I9|A0A8D2B6I9_SCIVU
OG0010551	sp|Q6PI98|IN80C_HUMAN	tr|A0A8D2DC77|A0A8D2DC77_SCIVU
OG0010552	sp|Q6UX82|LYPD8_HUMAN	tr|A0A8D2CTA0|A0A8D2CTA0_SCIVU
OG0010553	sp|Q6XZB0|LIPI_HUMAN	tr|A0A8D2DDB2|A0A8D2DDB2_SCIVU
OG0010554	sp|Q6ZMC9|SIG15_HUMAN	tr|A0A8D2D6C6|A0A8D2D6C6_SCIVU
OG0010555	sp|Q7Z736|PKHH3_HUMAN	tr|A0A8D2AVT9|A0A8D2AVT9_SCIVU
OG0010556	sp|Q86SP6|GP149_HUMAN	tr|A0A8D2B7V8|A0A8D2B7V8_SCIVU
OG0010557	sp|Q8N6N3|CA052_HUMAN	tr|A0A8D2AJS5|A0A8D2AJS5_SCIVU
OG0010558	sp|Q8NAA4|A16L2_HUMAN	tr|A0A8D2D8S6|A0A8D2D8S6_SCIVU
OG0010559	sp|Q8NFF2|NCKX4_HUMAN	tr|A0A8D2AMQ6|A0A8D2AMQ6_SCIVU
OG0010560	sp|Q8NFN8|GP156_HUMAN	tr|A0A8D2CZH6|A0A8D2CZH6_SCIVU
OG0010561	sp|Q8WW35|DYT2B_HUMAN	tr|A0A8D2CZE2|A0A8D2CZE2_SCIVU
OG0010562	sp|Q92521|PIGB_HUMAN	tr|A0A8D2B3K6|A0A8D2B3K6_SCIVU
OG0010563	sp|Q92530|PSMF1_HUMAN	tr|A0A8D2CJW0|A0A8D2CJW0_SCIVU
OG0010564	sp|Q969G3|SMCE1_HUMAN	tr|A0A8D2AL90|A0A8D2AL90_SCIVU
OG0010565	sp|Q96B18|DACT3_HUMAN	tr|A0A8D2CQP1|A0A8D2CQP1_SCIVU
OG0010566	sp|Q96ER3|SAAL1_HUMAN	tr|A0A8D2B205|A0A8D2B205_SCIVU
OG0010567	sp|Q96FI4|NEIL1_HUMAN	tr|A0A8D2JPQ4|A0A8D2JPQ4_SCIVU
OG0010568	sp|Q96FQ6|S10AG_HUMAN	tr|A0A8D2CQR5|A0A8D2CQR5_SCIVU
OG0010569	sp|Q96HE8|TMM80_HUMAN	tr|A0A8D2CXP3|A0A8D2CXP3_SCIVU
OG0010570	sp|Q96JF0|SIAT2_HUMAN	tr|A0A8D2DBP6|A0A8D2DBP6_SCIVU
OG0010571	sp|Q96KG9|SCYL1_HUMAN	tr|A0A8D2BA58|A0A8D2BA58_SCIVU
OG0010572	sp|Q99574|NEUS_HUMAN	tr|A0A8D2D6I4|A0A8D2D6I4_SCIVU
OG0010573	sp|Q9BPX3|CND3_HUMAN	tr|A0A8D2DBE3|A0A8D2DBE3_SCIVU
OG0010574	sp|Q9BQ69|MACD1_HUMAN	tr|A0A8D2DH48|A0A8D2DH48_SCIVU
OG0010575	sp|Q9BTY7|HGH1_HUMAN	tr|A0A8D2AN82|A0A8D2AN82_SCIVU
OG0010576	sp|Q9BXL5|HEMGN_HUMAN	tr|A0A8D2JPR0|A0A8D2JPR0_SCIVU
OG0010577	sp|Q9BY32|ITPA_HUMAN	tr|A0A8D2B419|A0A8D2B419_SCIVU
OG0010578	sp|Q9BYV2|TRI54_HUMAN	tr|A0A8D2E1L9|A0A8D2E1L9_SCIVU
OG0010579	sp|Q9C0B9|ZCHC2_HUMAN	tr|A0A8D2AU12|A0A8D2AU12_SCIVU
OG0010580	sp|Q9H081|MIS12_HUMAN	tr|A0A8D2CSQ2|A0A8D2CSQ2_SCIVU
OG0010581	sp|Q9H4E7|DEFI6_HUMAN	tr|A0A8D2B826|A0A8D2B826_SCIVU
OG0010582	sp|Q9H6F2|TM38A_HUMAN	tr|A0A8D2JRJ3|A0A8D2JRJ3_SCIVU
OG0010583	sp|Q9NSV4|DIAP3_HUMAN	tr|A0A8D2AWS1|A0A8D2AWS1_SCIVU
OG0010584	sp|Q9NW08|RPC2_HUMAN	tr|A0A8D2CW65|A0A8D2CW65_SCIVU
OG0010585	sp|Q9P2J2|TUTLA_HUMAN	tr|A0A8D2B7H7|A0A8D2B7H7_SCIVU
OG0010586	sp|Q9P2Y4|ZN219_HUMAN	tr|A0A8D2CK58|A0A8D2CK58_SCIVU
OG0010587	sp|Q9UJU5|FOXD3_HUMAN	tr|A0A8D2B2U6|A0A8D2B2U6_SCIVU
OG0010588	sp|Q9ULW0|TPX2_HUMAN	tr|A0A8D2AR03|A0A8D2AR03_SCIVU
OG0010589	sp|Q9Y2T1|AXIN2_HUMAN	tr|A0A8D2CUU6|A0A8D2CUU6_SCIVU
OG0010590	sp|A0A1B0GUA9|CM046_HUMAN	tr|A0A8D2AJZ7|A0A8D2AJZ7_SCIVU
OG0010591	sp|A6NEQ2|F181B_HUMAN	tr|A0A8D2D542|A0A8D2D542_SCIVU
OG0010592	sp|A8MXV4|NUD19_HUMAN	tr|A0A8D2DJC3|A0A8D2DJC3_SCIVU
OG0010593	sp|D6RIA3|CD054_HUMAN	tr|A0A8D2BDS0|A0A8D2BDS0_SCIVU
OG0010594	sp|H7C350|CC188_HUMAN	tr|A0A8D2B4C8|A0A8D2B4C8_SCIVU
OG0010595	sp|O00305|CACB4_HUMAN	tr|A0A8D2AZJ2|A0A8D2AZJ2_SCIVU
OG0010596	sp|O14874|BCKD_HUMAN	tr|A0A8D2JNC0|A0A8D2JNC0_SCIVU
OG0010597	sp|O15353|FOXN1_HUMAN	tr|A0A8D2DPM9|A0A8D2DPM9_SCIVU
OG0010598	sp|O43761|SNG3_HUMAN	tr|A0A8D2DJQ2|A0A8D2DJQ2_SCIVU
OG0010599	sp|O75145|LIPA3_HUMAN	tr|A0A8D2D9V2|A0A8D2D9V2_SCIVU
OG0010600	sp|O75508|CLD11_HUMAN	tr|A0A8D2CVN0|A0A8D2CVN0_SCIVU
OG0010601	sp|O75683|SURF6_HUMAN	tr|A0A8D2JSC0|A0A8D2JSC0_SCIVU
OG0010602	sp|O95857|TSN13_HUMAN	tr|A0A8D2CSL8|A0A8D2CSL8_SCIVU
OG0010603	sp|P01350|GAST_HUMAN	tr|A0A8D2AKU1|A0A8D2AKU1_SCIVU
OG0010604	sp|P02808|STAT_HUMAN	tr|A0A8D2DRM6|A0A8D2DRM6_SCIVU
OG0010605	sp|P05166|PCCB_HUMAN	tr|A0A8D2AUQ2|A0A8D2AUQ2_SCIVU
OG0010606	sp|P07196|NFL_HUMAN	tr|A0A8D2AP69|A0A8D2AP69_SCIVU
OG0010607	sp|P24592|IBP6_HUMAN	tr|A0A8D2DV45|A0A8D2DV45_SCIVU
OG0010608	sp|P35637|FUS_HUMAN	tr|A0A8D2DEH2|A0A8D2DEH2_SCIVU
OG0010609	sp|P39210|MPV17_HUMAN	tr|A0A8D2DXG3|A0A8D2DXG3_SCIVU
OG0010610	sp|P49914|MTHFS_HUMAN	tr|A0A8D2B8N9|A0A8D2B8N9_SCIVU
OG0010611	sp|P51153|RAB13_HUMAN	tr|A0A8D2CSV7|A0A8D2CSV7_SCIVU
OG0010612	sp|P52815|RM12_HUMAN	tr|A0A8D2DFV7|A0A8D2DFV7_SCIVU
OG0010613	sp|P54577|SYYC_HUMAN	tr|A0A8D2JR05|A0A8D2JR05_SCIVU
OG0010614	sp|Q08828|ADCY1_HUMAN	tr|A0A8D2CRE5|A0A8D2CRE5_SCIVU
OG0010615	sp|Q13061|TRDN_HUMAN	tr|A0A8D2DJX7|A0A8D2DJX7_SCIVU
OG0010616	sp|Q2M3C7|SPKAP_HUMAN	tr|A0A8D2CRH5|A0A8D2CRH5_SCIVU
OG0010617	sp|Q4G0U5|PCDP1_HUMAN	tr|A0A8D2AEX8|A0A8D2AEX8_SCIVU
OG0010618	sp|Q6DD87|ZN787_HUMAN	tr|A0A8D2DXZ7|A0A8D2DXZ7_SCIVU
OG0010619	sp|Q6NUI6|CHADL_HUMAN	tr|A0A8D2DK90|A0A8D2DK90_SCIVU
OG0010620	sp|Q86TI4|WDR86_HUMAN	tr|A0A8D2CNU3|A0A8D2CNU3_SCIVU
OG0010621	sp|Q8IX15|HOMEZ_HUMAN	tr|A0A8D2ARP8|A0A8D2ARP8_SCIVU
OG0010622	sp|Q8IXQ9|ETKMT_HUMAN	tr|A0A8D2DFA3|A0A8D2DFA3_SCIVU
OG0010623	sp|Q8IXV7|KLD8B_HUMAN	tr|A0A8D2DFF0|A0A8D2DFF0_SCIVU
OG0010624	sp|Q8N307|MUC20_HUMAN	tr|A0A8D2CU47|A0A8D2CU47_SCIVU
OG0010625	sp|Q8NBI2|CYAC3_HUMAN	tr|A0A8D2B5D0|A0A8D2B5D0_SCIVU
OG0010626	sp|Q8NEA4|FBX36_HUMAN	tr|A0A8D2CUI9|A0A8D2CUI9_SCIVU
OG0010627	sp|Q8NFV4|ABHDB_HUMAN	tr|A0A8D2DPE9|A0A8D2DPE9_SCIVU
OG0010628	sp|Q8WW62|TMED6_HUMAN	tr|A0A8D2JSN0|A0A8D2JSN0_SCIVU
OG0010629	sp|Q8WWV3|RT4I1_HUMAN	tr|A0A8D2B4N4|A0A8D2B4N4_SCIVU
OG0010630	sp|Q8WZ59|TM190_HUMAN	tr|A0A8D2DUR7|A0A8D2DUR7_SCIVU
