Orthogroup	Homo_sapiens	Lipotes_vexillifer
OG0012233	sp|Q9P2A4|ABI3_HUMAN	tr|A0A340Y0X0|A0A340Y0X0_LIPVE
OG0012234	sp|Q9P2S5|WRP73_HUMAN	tr|A0A340WPV3|A0A340WPV3_LIPVE
OG0012235	sp|Q9UEU0|VTI1B_HUMAN	tr|A0A340WK26|A0A340WK26_LIPVE
OG0012236	sp|Q9UGN5|PARP2_HUMAN	tr|A0A340XU05|A0A340XU05_LIPVE
OG0012237	sp|Q9UIK5|TEFF2_HUMAN	tr|A0A340XXQ6|A0A340XXQ6_LIPVE
OG0012238	sp|Q9ULK4|MED23_HUMAN	tr|A0A340X981|A0A340X981_LIPVE
OG0012239	sp|Q9UPV9|TRAK1_HUMAN	tr|A0A340XSX8|A0A340XSX8_LIPVE
OG0012240	sp|Q9Y5Q8|TF3C5_HUMAN	tr|A0A340WVW0|A0A340WVW0_LIPVE
OG0012241	sp|Q9Y624|JAM1_HUMAN	tr|A0A340Y464|A0A340Y464_LIPVE
OG0012242	sp|A6NFN9|ANKUB_HUMAN	tr|A0A340YCG0|A0A340YCG0_LIPVE
OG0012243	sp|O14965|AURKA_HUMAN	tr|A0A340XVV9|A0A340XVV9_LIPVE
OG0012244	sp|O15444|CCL25_HUMAN	tr|A0A340XH75|A0A340XH75_LIPVE
OG0012245	sp|O43396|TXNL1_HUMAN	tr|A0A340X5T5|A0A340X5T5_LIPVE
OG0012246	sp|O75521|ECI2_HUMAN	tr|A0A340WTA5|A0A340WTA5_LIPVE
OG0012247	sp|O94880|PHF14_HUMAN	tr|A0A340XTU6|A0A340XTU6_LIPVE
OG0012248	sp|O94972|TRI37_HUMAN	tr|A0A340WHM6|A0A340WHM6_LIPVE
OG0012249	sp|P06280|AGAL_HUMAN	tr|A0A340Y425|A0A340Y425_LIPVE
OG0012250	sp|P24557|THAS_HUMAN	tr|A0A340XZ73|A0A340XZ73_LIPVE
OG0012251	sp|P26006|ITA3_HUMAN	tr|A0A340XY21|A0A340XY21_LIPVE
OG0012252	sp|P29376|LTK_HUMAN	tr|A0A340XMN0|A0A340XMN0_LIPVE
OG0012253	sp|P35250|RFC2_HUMAN	tr|A0A340YBM4|A0A340YBM4_LIPVE
OG0012254	sp|P36406|TRI23_HUMAN	tr|A0A340XD87|A0A340XD87_LIPVE
OG0012255	sp|P40763|STAT3_HUMAN	tr|A0A340WJH3|A0A340WJH3_LIPVE
OG0012256	sp|P41279|M3K8_HUMAN	tr|A0A340YET9|A0A340YET9_LIPVE
OG0012257	sp|P49006|MRP_HUMAN	tr|A0A340YBE0|A0A340YBE0_LIPVE
OG0012258	sp|P54098|DPOG1_HUMAN	tr|A0A340YA50|A0A340YA50_LIPVE
OG0012259	sp|P54829|PTN5_HUMAN	tr|A0A340Y2E9|A0A340Y2E9_LIPVE
OG0012260	sp|Q00722|PLCB2_HUMAN	tr|A0A340XJH6|A0A340XJH6_LIPVE
OG0012261	sp|Q13202|DUS8_HUMAN	tr|A0A340Y0I8|A0A340Y0I8_LIPVE
OG0012262	sp|Q13740|CD166_HUMAN	tr|A0A340Y6P3|A0A340Y6P3_LIPVE
OG0012263	sp|Q14147|DHX34_HUMAN	tr|A0A340XGZ9|A0A340XGZ9_LIPVE
OG0012264	sp|Q16585|SGCB_HUMAN	tr|A0A340X3M5|A0A340X3M5_LIPVE
OG0012265	sp|Q49A88|CCD14_HUMAN	tr|A0A340WJL4|A0A340WJL4_LIPVE
OG0012266	sp|Q5GFL6|VWA2_HUMAN	tr|A0A340YE51|A0A340YE51_LIPVE
OG0012267	sp|Q5M8T2|S35D3_HUMAN	tr|A0A340WRG6|A0A340WRG6_LIPVE
OG0012268	sp|Q641Q3|METRL_HUMAN	tr|A0A340X9V8|A0A340X9V8_LIPVE
OG0012269	sp|Q69YI7|NAIF1_HUMAN	tr|A0A340YDQ9|A0A340YDQ9_LIPVE
OG0012270	sp|Q6ZUM4|RHG27_HUMAN	tr|A0A340X1M1|A0A340X1M1_LIPVE
OG0012271	sp|Q6ZV73|FGD6_HUMAN	tr|A0A340YA04|A0A340YA04_LIPVE
OG0012272	sp|Q6ZVD8|PHLP2_HUMAN	tr|A0A340XNW9|A0A340XNW9_LIPVE
OG0012273	sp|Q75WM6|H1FNT_HUMAN	tr|A0A340YA37|A0A340YA37_LIPVE
OG0012274	sp|Q7Z444|RASE_HUMAN	tr|A0A340WN40|A0A340WN40_LIPVE
OG0012275	sp|Q86UT5|NHRF4_HUMAN	tr|A0A340XAY9|A0A340XAY9_LIPVE
OG0012276	sp|Q86WT6|TRI69_HUMAN	tr|A0A340Y095|A0A340Y095_LIPVE
OG0012277	sp|Q86YR7|MF2L2_HUMAN	tr|A0A340Y5S4|A0A340Y5S4_LIPVE
OG0012278	sp|Q86YS7|C2CD5_HUMAN	tr|A0A340WR48|A0A340WR48_LIPVE
OG0012279	sp|Q8IUH8|SPP2C_HUMAN	tr|A0A340X5M8|A0A340X5M8_LIPVE
OG0012280	sp|Q8N1A0|KT222_HUMAN	tr|A0A340Y113|A0A340Y113_LIPVE
OG0012281	sp|Q8N309|LRC43_HUMAN	tr|A0A340WM94|A0A340WM94_LIPVE
OG0012282	sp|Q8N5R6|CCD33_HUMAN	tr|A0A340WDV0|A0A340WDV0_LIPVE
OG0012283	sp|Q8N6S5|AR6P6_HUMAN	tr|A0A340XYH6|A0A340XYH6_LIPVE
OG0012284	sp|Q8TAT6|NPL4_HUMAN	tr|A0A340XLS8|A0A340XLS8_LIPVE
OG0012285	sp|Q8TC44|POC1B_HUMAN	tr|A0A340WKE2|A0A340WKE2_LIPVE
OG0012286	sp|Q8TDN4|CABL1_HUMAN	tr|A0A340WNN3|A0A340WNN3_LIPVE
OG0012287	sp|Q8WZ64|ARAP2_HUMAN	tr|A0A340WIP3|A0A340WIP3_LIPVE
OG0012288	sp|Q969G5|CAVN3_HUMAN	tr|A0A340XLH2|A0A340XLH2_LIPVE
OG0012289	sp|Q96EZ8|MCRS1_HUMAN	tr|A0A340WZQ1|A0A340WZQ1_LIPVE
OG0012290	sp|Q96J42|TXD15_HUMAN	tr|A0A340XJ21|A0A340XJ21_LIPVE
OG0012291	sp|Q96KM6|Z512B_HUMAN	tr|A0A340XLM5|A0A340XLM5_LIPVE
OG0012292	sp|Q96LK0|CEP19_HUMAN	tr|A0A340Y0B2|A0A340Y0B2_LIPVE
OG0012293	sp|Q96T37|RBM15_HUMAN	tr|A0A340WQL0|A0A340WQL0_LIPVE
OG0012294	sp|Q99504|EYA3_HUMAN	tr|A0A340XC95|A0A340XC95_LIPVE
OG0012295	sp|Q99959|PKP2_HUMAN	tr|A0A340WYY4|A0A340WYY4_LIPVE
OG0012296	sp|Q9BSK2|S2533_HUMAN	tr|A0A340X2L9|A0A340X2L9_LIPVE
OG0012297	sp|Q9H089|LSG1_HUMAN	tr|A0A340XXM8|A0A340XXM8_LIPVE
OG0012298	sp|Q9NP78|ABCB9_HUMAN	tr|A0A340WP31|A0A340WP31_LIPVE
OG0012299	sp|Q9NS85|CAH10_HUMAN	tr|A0A340X7X0|A0A340X7X0_LIPVE
OG0012300	sp|Q9NWZ5|UCKL1_HUMAN	tr|A0A340XQ25|A0A340XQ25_LIPVE
OG0012301	sp|Q9P225|DYH2_HUMAN	tr|A0A340X8F1|A0A340X8F1_LIPVE
OG0012302	sp|Q9P2K3|RCOR3_HUMAN	tr|A0A340WUV9|A0A340WUV9_LIPVE
OG0012303	sp|Q9UJA5|TRM6_HUMAN	tr|A0A340Y679|A0A340Y679_LIPVE
OG0012304	sp|Q9UJU6|DBNL_HUMAN	tr|A0A340XX18|A0A340XX18_LIPVE
OG0012305	sp|Q9UPE1|SRPK3_HUMAN	tr|A0A340X5X4|A0A340X5X4_LIPVE
OG0012306	sp|Q9Y2Q3|GSTK1_HUMAN	tr|A0A340Y2M5|A0A340Y2M5_LIPVE
OG0012307	sp|Q9Y484|WIPI4_HUMAN	tr|A0A340WV58|A0A340WV58_LIPVE
OG0012308	sp|A6NGA9|TM202_HUMAN	tr|A0A340XK12|A0A340XK12_LIPVE
OG0012309	sp|H3BTG2|TEX46_HUMAN	tr|A0A340XD59|A0A340XD59_LIPVE
OG0012310	sp|O14613|BORG1_HUMAN	tr|A0A340XKY6|A0A340XKY6_LIPVE
OG0012311	sp|O43242|PSMD3_HUMAN	tr|A0A340XYD0|A0A340XYD0_LIPVE
OG0012312	sp|O43316|PAX4_HUMAN	tr|A0A340YGQ8|A0A340YGQ8_LIPVE
OG0012313	sp|O43657|TSN6_HUMAN	tr|A0A340Y2V3|A0A340Y2V3_LIPVE
OG0012314	sp|O75368|SH3L1_HUMAN	tr|A0A340WG69|A0A340WG69_LIPVE
OG0012315	sp|O75629|CREG1_HUMAN	tr|A0A340X9A9|A0A340X9A9_LIPVE
OG0012316	sp|O94989|ARHGF_HUMAN	tr|A0A340XCR1|A0A340XCR1_LIPVE
OG0012317	sp|P00709|LALBA_HUMAN	tr|A0A340WZL9|A0A340WZL9_LIPVE
OG0012318	sp|P06727|APOA4_HUMAN	tr|A0A340XRD2|A0A340XRD2_LIPVE
OG0012319	sp|P08910|ABHD2_HUMAN	tr|A0A340YDR6|A0A340YDR6_LIPVE
OG0012320	sp|P09758|TACD2_HUMAN	tr|A0A340XTH2|A0A340XTH2_LIPVE
OG0012321	sp|P16220|CREB1_HUMAN	tr|A0A340YCA0|A0A340YCA0_LIPVE
OG0012322	sp|P17568|NDUB7_HUMAN	tr|A0A340Y9K7|A0A340Y9K7_LIPVE
OG0012323	sp|P19338|NUCL_HUMAN	tr|A0A340XRI5|A0A340XRI5_LIPVE
OG0012324	sp|P46952|3HAO_HUMAN	tr|A0A340WBC6|A0A340WBC6_LIPVE
OG0012325	sp|P49815|TSC2_HUMAN	tr|A0A340X3K6|A0A340X3K6_LIPVE
OG0012326	sp|P51843|NR0B1_HUMAN	tr|A0A340XA21|A0A340XA21_LIPVE
OG0012327	sp|P53634|CATC_HUMAN	tr|A0A340XDE1|A0A340XDE1_LIPVE
OG0012328	sp|P59910|DJB13_HUMAN	tr|A0A340WKL0|A0A340WKL0_LIPVE
OG0012329	sp|P59998|ARPC4_HUMAN	tr|A0A340WXK0|A0A340WXK0_LIPVE
OG0012330	sp|P80192|M3K9_HUMAN	tr|A0A340YD55|A0A340YD55_LIPVE
OG0012331	sp|Q12815|TROAP_HUMAN	tr|A0A340WZP6|A0A340WZP6_LIPVE
OG0012332	sp|Q15011|HERP1_HUMAN	tr|A0A340Y599|A0A340Y599_LIPVE
OG0012333	sp|Q16832|DDR2_HUMAN	tr|A0A340X7C4|A0A340X7C4_LIPVE
OG0012334	sp|Q3MJ62|ZSC23_HUMAN	tr|A0A340WQQ9|A0A340WQQ9_LIPVE
OG0012335	sp|Q5T0N5|FBP1L_HUMAN	tr|A0A340Y9K9|A0A340Y9K9_LIPVE
OG0012336	sp|Q5TID7|CC181_HUMAN	tr|A0A340XDK2|A0A340XDK2_LIPVE
OG0012337	sp|Q6ZV80|CB091_HUMAN	tr|A0A340YIP2|A0A340YIP2_LIPVE
OG0012338	sp|Q86T90|K1328_HUMAN	tr|A0A340X5M7|A0A340X5M7_LIPVE
OG0012339	sp|Q86TB9|PATL1_HUMAN	tr|A0A340X2G4|A0A340X2G4_LIPVE
OG0012340	sp|Q8IVI9|NOSTN_HUMAN	tr|A0A340WT49|A0A340WT49_LIPVE
OG0012341	sp|Q8IVV7|GID4_HUMAN	tr|A0A340WN44|A0A340WN44_LIPVE
OG0012342	sp|Q8IWA0|WDR75_HUMAN	tr|A0A340XXT0|A0A340XXT0_LIPVE
OG0012343	sp|Q8IX12|CCAR1_HUMAN	tr|A0A340X6E7|A0A340X6E7_LIPVE
OG0012344	sp|Q8N3X6|LCORL_HUMAN	tr|A0A340WJX1|A0A340WJX1_LIPVE
OG0012345	sp|Q8N584|TT39C_HUMAN	tr|A0A340WNQ5|A0A340WNQ5_LIPVE
OG0012346	sp|Q8N6M9|ZFN2A_HUMAN	tr|A0A340Y443|A0A340Y443_LIPVE
OG0012347	sp|Q8NCA5|FA98A_HUMAN	tr|A0A340WQB3|A0A340WQB3_LIPVE
OG0012348	sp|Q8NFU1|BEST2_HUMAN	tr|A0A340Y7J0|A0A340Y7J0_LIPVE
OG0012349	sp|Q8NHY3|GA2L2_HUMAN	tr|A0A340WJC8|A0A340WJC8_LIPVE
OG0012350	sp|Q8TBE3|FNDC9_HUMAN	tr|A0A340WJK2|A0A340WJK2_LIPVE
OG0012351	sp|Q8WV15|T255B_HUMAN	tr|A0A340Y1R8|A0A340Y1R8_LIPVE
OG0012352	sp|Q96DM3|RMC1_HUMAN	tr|A0A340WLZ9|A0A340WLZ9_LIPVE
OG0012353	sp|Q96IC2|REXO5_HUMAN	tr|A0A340XYZ5|A0A340XYZ5_LIPVE
OG0012354	sp|Q96LD8|SENP8_HUMAN	tr|A0A340Y6B1|A0A340Y6B1_LIPVE
OG0012355	sp|Q96M20|CNBD2_HUMAN	tr|A0A340WLG3|A0A340WLG3_LIPVE
OG0012356	sp|Q99490|AGAP2_HUMAN	tr|A0A340Y357|A0A340Y357_LIPVE
OG0012357	sp|Q99767|APBA2_HUMAN	tr|A0A340XBD6|A0A340XBD6_LIPVE
OG0012358	sp|Q9BRV3|SWET1_HUMAN	tr|A0A340X8W6|A0A340X8W6_LIPVE
OG0012359	sp|Q9BV47|DUS26_HUMAN	tr|A0A340WMP9|A0A340WMP9_LIPVE
OG0012360	sp|Q9BXL6|CAR14_HUMAN	tr|A0A340XLY2|A0A340XLY2_LIPVE
OG0012361	sp|Q9H0U6|RM18_HUMAN	tr|A0A340X8D7|A0A340X8D7_LIPVE
OG0012362	sp|Q9H0X6|RN208_HUMAN	tr|A0A340XG02|A0A340XG02_LIPVE
OG0012363	sp|Q9H330|TM245_HUMAN	tr|A0A340WJV5|A0A340WJV5_LIPVE
OG0012364	sp|Q9H6Q3|SLAP2_HUMAN	tr|A0A340WJQ7|A0A340WJQ7_LIPVE
OG0012365	sp|Q9HAU5|RENT2_HUMAN	tr|A0A340WUI6|A0A340WUI6_LIPVE
OG0012366	sp|Q9NPC4|A4GAT_HUMAN	tr|A0A340X4C9|A0A340X4C9_LIPVE
OG0012367	sp|Q9NQW7|XPP1_HUMAN	tr|A0A340WAR8|A0A340WAR8_LIPVE
OG0012368	sp|Q9NR23|GDF3_HUMAN	tr|A0A340Y6Z7|A0A340Y6Z7_LIPVE
OG0012369	sp|Q9NR77|PXMP2_HUMAN	tr|A0A340X616|A0A340X616_LIPVE
OG0012370	sp|Q9NVX0|HAUS2_HUMAN	tr|A0A340XFD3|A0A340XFD3_LIPVE
OG0012371	sp|Q9NWB7|IFT57_HUMAN	tr|A0A340WM34|A0A340WM34_LIPVE
OG0012372	sp|Q9UGY1|NOL12_HUMAN	tr|A0A340X4N9|A0A340X4N9_LIPVE
OG0012373	sp|Q9UKL3|C8AP2_HUMAN	tr|A0A340XYX7|A0A340XYX7_LIPVE
OG0012374	sp|Q9Y5K6|CD2AP_HUMAN	tr|A0A340WSV9|A0A340WSV9_LIPVE
OG0012375	sp|O00526|UPK2_HUMAN	tr|A0A340X8K7|A0A340X8K7_LIPVE
OG0012376	sp|O14530|TXND9_HUMAN	tr|A0A340Y3G9|A0A340Y3G9_LIPVE
OG0012377	sp|O15492|RGS16_HUMAN	tr|A0A340WKW3|A0A340WKW3_LIPVE
OG0012378	sp|O43808|PM34_HUMAN	tr|A0A340X4H0|A0A340X4H0_LIPVE
OG0012379	sp|O60663|LMX1B_HUMAN	tr|A0A340YJW6|A0A340YJW6_LIPVE
OG0012380	sp|O75844|FACE1_HUMAN	tr|A0A340WXN7|A0A340WXN7_LIPVE
OG0012381	sp|O96008|TOM40_HUMAN	tr|A0A340XH60|A0A340XH60_LIPVE
OG0012382	sp|P17643|TYRP1_HUMAN	tr|A0A340XWY6|A0A340XWY6_LIPVE
OG0012383	sp|P24530|EDNRB_HUMAN	tr|A0A340Y311|A0A340Y311_LIPVE
OG0012384	sp|P28062|PSB8_HUMAN	tr|A0A340XHI7|A0A340XHI7_LIPVE
OG0012385	sp|P50150|GBG4_HUMAN	tr|A0A340WZA3|A0A340WZA3_LIPVE
OG0012386	sp|P62851|RS25_HUMAN	tr|A0A340XBH0|A0A340XBH0_LIPVE
OG0012387	sp|Q13286|CLN3_HUMAN	tr|A0A340X171|A0A340X171_LIPVE
OG0012388	sp|Q13322|GRB10_HUMAN	tr|A0A340WFM7|A0A340WFM7_LIPVE
OG0012389	sp|Q14164|IKKE_HUMAN	tr|A0A340YH27|A0A340YH27_LIPVE
OG0012390	sp|Q14CZ8|HECAM_HUMAN	tr|A0A340XWC4|A0A340XWC4_LIPVE
OG0012391	sp|Q15760|GPR19_HUMAN	tr|A0A340Y6W4|A0A340Y6W4_LIPVE
OG0012392	sp|Q16643|DREB_HUMAN	tr|A0A340XSL5|A0A340XSL5_LIPVE
OG0012393	sp|Q16873|LTC4S_HUMAN	tr|A0A340Y1P4|A0A340Y1P4_LIPVE
OG0012394	sp|Q3MJ13|WDR72_HUMAN	tr|A0A340XKP1|A0A340XKP1_LIPVE
OG0012395	sp|Q53GL7|PAR10_HUMAN	tr|A0A340XZF2|A0A340XZF2_LIPVE
OG0012396	sp|Q5VWN6|TASO2_HUMAN	tr|A0A340XXM1|A0A340XXM1_LIPVE
OG0012397	sp|Q5VZ46|K1614_HUMAN	tr|A0A340WNB1|A0A340WNB1_LIPVE
OG0012398	sp|Q5YKI7|GGNB1_HUMAN	tr|A0A340XHN0|A0A340XHN0_LIPVE
OG0012399	sp|Q6PJ21|SPSB3_HUMAN	tr|A0A340WX51|A0A340WX51_LIPVE
OG0012400	sp|Q6UX07|DHR13_HUMAN	tr|A0A340WSP7|A0A340WSP7_LIPVE
OG0012401	sp|Q6ZMR5|TM11A_HUMAN	tr|A0A340WRJ1|A0A340WRJ1_LIPVE
OG0012402	sp|Q7Z412|PEX26_HUMAN	tr|A0A340Y8U6|A0A340Y8U6_LIPVE
OG0012403	sp|Q86XJ0|CAHM3_HUMAN	tr|A0A340YDL3|A0A340YDL3_LIPVE
OG0012404	sp|Q86XQ3|CTSR3_HUMAN	tr|A0A340XJ41|A0A340XJ41_LIPVE
OG0012405	sp|Q8IV53|DEN1C_HUMAN	tr|A0A340XNN8|A0A340XNN8_LIPVE
OG0012406	sp|Q8N9F8|ZN454_HUMAN	tr|A0A340X5E4|A0A340X5E4_LIPVE
OG0012407	sp|Q8NFA2|NOXO1_HUMAN	tr|A0A340WXF3|A0A340WXF3_LIPVE
OG0012408	sp|Q8TBR7|TLC3A_HUMAN	tr|A0A340WY74|A0A340WY74_LIPVE
OG0012409	sp|Q8WWA1|TMM40_HUMAN	tr|A0A340XRG9|A0A340XRG9_LIPVE
OG0012410	sp|Q96AP7|ESAM_HUMAN	tr|A0A340XWB9|A0A340XWB9_LIPVE
OG0012411	sp|Q96EY9|ADAT3_HUMAN	tr|A0A340XGD3|A0A340XGD3_LIPVE
OG0012412	sp|Q96FN5|KIF12_HUMAN	tr|A0A340WS10|A0A340WS10_LIPVE
OG0012413	sp|Q96NI6|LRFN5_HUMAN	tr|A0A340Y4W6|A0A340Y4W6_LIPVE
OG0012414	sp|Q96QD8|S38A2_HUMAN	tr|A0A340XX64|A0A340XX64_LIPVE
OG0012415	sp|Q96T91|GPHA2_HUMAN	tr|A0A340XRW6|A0A340XRW6_LIPVE
OG0012416	sp|Q99436|PSB7_HUMAN	tr|A0A340WNL4|A0A340WNL4_LIPVE
OG0012417	sp|Q99457|NP1L3_HUMAN	tr|A0A340X692|A0A340X692_LIPVE
OG0012418	sp|Q99592|ZBT18_HUMAN	tr|A0A340XR73|A0A340XR73_LIPVE
OG0012419	sp|Q99729|ROAA_HUMAN	tr|A0A340XPB4|A0A340XPB4_LIPVE
OG0012420	sp|Q9BPX7|CG025_HUMAN	tr|A0A340Y3J4|A0A340Y3J4_LIPVE
OG0012421	sp|Q9BVQ7|SPA5L_HUMAN	tr|A0A340Y3X7|A0A340Y3X7_LIPVE
OG0012422	sp|Q9BXB5|OSB10_HUMAN	tr|A0A340WJC7|A0A340WJC7_LIPVE
OG0012423	sp|Q9H0J4|QRIC2_HUMAN	tr|A0A340X3F0|A0A340X3F0_LIPVE
OG0012424	sp|Q9H841|NPAL2_HUMAN	tr|A0A340XAY2|A0A340XAY2_LIPVE
OG0012425	sp|Q9HD15|SRA1_HUMAN	tr|A0A340XJD6|A0A340XJD6_LIPVE
OG0012426	sp|Q9NSC5|HOME3_HUMAN	tr|A0A340XI45|A0A340XI45_LIPVE
OG0012427	sp|Q9NX31|OSER1_HUMAN	tr|A0A340XX72|A0A340XX72_LIPVE
OG0012428	sp|Q9P2K5|MYEF2_HUMAN	tr|A0A340X226|A0A340X226_LIPVE
OG0012429	sp|Q9P2W3|GBG13_HUMAN	tr|A0A340X3D2|A0A340X3D2_LIPVE
OG0012430	sp|Q9ULA0|DNPEP_HUMAN	tr|A0A340WFC0|A0A340WFC0_LIPVE
OG0012431	sp|Q9Y333|LSM2_HUMAN	tr|A0A340XHP4|A0A340XHP4_LIPVE
OG0012432	sp|A0PJY2|FEZF1_HUMAN	tr|A0A340YCF6|A0A340YCF6_LIPVE
OG0012433	sp|A6NJB7|PRR19_HUMAN	tr|A0A340XHC0|A0A340XHC0_LIPVE
OG0012434	sp|A8K5M9|CO062_HUMAN	tr|A0A340XFI1|A0A340XFI1_LIPVE
OG0012435	sp|A8MYJ7|TTC34_HUMAN	tr|A0A340WPY4|A0A340WPY4_LIPVE
OG0012436	sp|O14793|GDF8_HUMAN	tr|A0A340Y0M1|A0A340Y0M1_LIPVE
OG0012437	sp|O15061|SYNEM_HUMAN	tr|A0A340YDV1|A0A340YDV1_LIPVE
OG0012438	sp|O15062|ZBTB5_HUMAN	tr|A0A340X7R8|A0A340X7R8_LIPVE
OG0012439	sp|O15091|MRPP3_HUMAN	tr|A0A340XU29|A0A340XU29_LIPVE
OG0012440	sp|O43653|PSCA_HUMAN	tr|A0A340XTG1|A0A340XTG1_LIPVE
OG0012441	sp|O60858|TRI13_HUMAN	tr|A0A340Y4Q9|A0A340Y4Q9_LIPVE
OG0012442	sp|O94760|DDAH1_HUMAN	tr|A0A340X6W6|A0A340X6W6_LIPVE
OG0012443	sp|P12004|PCNA_HUMAN	tr|A0A340WTS8|A0A340WTS8_LIPVE
OG0012444	sp|P14174|MIF_HUMAN	tr|A0A340WU15|A0A340WU15_LIPVE
OG0012445	sp|P20396|TRH_HUMAN	tr|A0A340XQL8|A0A340XQL8_LIPVE
OG0012446	sp|P21917|DRD4_HUMAN	tr|A0A340Y0H0|A0A340Y0H0_LIPVE
OG0012447	sp|P35228|NOS2_HUMAN	tr|A0A340WU30|A0A340WU30_LIPVE
OG0012448	sp|P35573|GDE_HUMAN	tr|A0A340WPU5|A0A340WPU5_LIPVE
OG0012449	sp|P39905|GDNF_HUMAN	tr|A0A340X6E0|A0A340X6E0_LIPVE
OG0012450	sp|P56381|ATP5E_HUMAN	tr|A0A340WVM6|A0A340WVM6_LIPVE
OG0012451	sp|P78537|BL1S1_HUMAN	tr|A0A340Y2C9|A0A340Y2C9_LIPVE
OG0012452	sp|Q008S8|ECT2L_HUMAN	tr|A0A340Y1W9|A0A340Y1W9_LIPVE
OG0012453	sp|Q12864|CAD17_HUMAN	tr|A0A340WWA0|A0A340WWA0_LIPVE
OG0012454	sp|Q13361|MFAP5_HUMAN	tr|A0A340YC11|A0A340YC11_LIPVE
OG0012455	sp|Q13442|HAP28_HUMAN	tr|A0A340WJK1|A0A340WJK1_LIPVE
OG0012456	sp|Q147U7|SMCO1_HUMAN	tr|A0A340XX44|A0A340XX44_LIPVE
OG0012457	sp|Q15004|PAF15_HUMAN	tr|A0A340WT39|A0A340WT39_LIPVE
OG0012458	sp|Q16836|HCDH_HUMAN	tr|A0A340WYT2|A0A340WYT2_LIPVE
OG0012459	sp|Q2TB10|ZN800_HUMAN	tr|A0A340WBZ3|A0A340WBZ3_LIPVE
OG0012460	sp|Q3ZCN5|OTOGL_HUMAN	tr|A0A340XET7|A0A340XET7_LIPVE
OG0012461	sp|Q569K4|Z385B_HUMAN	tr|A0A340WPT7|A0A340WPT7_LIPVE
OG0012462	sp|Q6NX49|ZN544_HUMAN	tr|A0A340X7N2|A0A340X7N2_LIPVE
OG0012463	sp|Q6PCT2|FXL19_HUMAN	tr|A0A340WYP0|A0A340WYP0_LIPVE
OG0012464	sp|Q6ULP2|AFTIN_HUMAN	tr|A0A340XXZ6|A0A340XXZ6_LIPVE
OG0012465	sp|Q6ZVK8|NUD18_HUMAN	tr|A0A340WPC2|A0A340WPC2_LIPVE
OG0012466	sp|Q7Z2Z2|EFL1_HUMAN	tr|A0A340YAN7|A0A340YAN7_LIPVE
OG0012467	sp|Q7Z494|NPHP3_HUMAN	tr|A0A340X7S5|A0A340X7S5_LIPVE
OG0012468	sp|Q7Z6P3|RAB44_HUMAN	tr|A0A340Y219|A0A340Y219_LIPVE
OG0012469	sp|Q86U06|RBM23_HUMAN	tr|A0A340WR82|A0A340WR82_LIPVE
OG0012470	sp|Q86UQ4|ABCAD_HUMAN	tr|A0A340YJT3|A0A340YJT3_LIPVE
OG0012471	sp|Q8IU99|CAHM1_HUMAN	tr|A0A340YGA7|A0A340YGA7_LIPVE
OG0012472	sp|Q8IUY3|GRM2A_HUMAN	tr|A0A340Y8W3|A0A340Y8W3_LIPVE
OG0012473	sp|Q8N0Z8|PUSL1_HUMAN	tr|A0A340YH77|A0A340YH77_LIPVE
OG0012474	sp|Q8N4N3|KLH36_HUMAN	tr|A0A340Y438|A0A340Y438_LIPVE
OG0012475	sp|Q8NEY1|NAV1_HUMAN	tr|A0A340X857|A0A340X857_LIPVE
OG0012476	sp|Q8WWB5|PIHD2_HUMAN	tr|A0A340XTW0|A0A340XTW0_LIPVE
OG0012477	sp|Q8WWC4|MAIP1_HUMAN	tr|A0A340YBL3|A0A340YBL3_LIPVE
OG0012478	sp|Q92620|PRP16_HUMAN	tr|A0A340XNY5|A0A340XNY5_LIPVE
OG0012479	sp|Q96BW1|UPP_HUMAN	tr|A0A340YIM6|A0A340YIM6_LIPVE
OG0012480	sp|Q96I99|SUCB2_HUMAN	tr|A0A340WJT3|A0A340WJT3_LIPVE
OG0012481	sp|Q96LM5|CD045_HUMAN	tr|A0A340YHF4|A0A340YHF4_LIPVE
OG0012482	sp|Q9BR09|NEUL2_HUMAN	tr|A0A340WQA8|A0A340WQA8_LIPVE
OG0012483	sp|Q9BX10|GTPB2_HUMAN	tr|A0A340XGH5|A0A340XGH5_LIPVE
OG0012484	sp|Q9H4Z2|ZN335_HUMAN	tr|A0A340WVN9|A0A340WVN9_LIPVE
OG0012485	sp|Q9H5H4|ZN768_HUMAN	tr|A0A340WYQ6|A0A340WYQ6_LIPVE
OG0012486	sp|Q9H8T0|AKTIP_HUMAN	tr|A0A340XJR4|A0A340XJR4_LIPVE
OG0012487	sp|Q9HB19|PKHA2_HUMAN	tr|A0A340Y881|A0A340Y881_LIPVE
OG0012488	sp|Q9HD90|NDF4_HUMAN	tr|A0A340Y7U9|A0A340Y7U9_LIPVE
OG0012489	sp|Q9NPH9|IL26_HUMAN	tr|A0A340XWS6|A0A340XWS6_LIPVE
OG0012490	sp|Q9NQC8|IFT46_HUMAN	tr|A0A340X4X2|A0A340X4X2_LIPVE
OG0012491	sp|Q9NQW1|SC31B_HUMAN	tr|A0A340Y9Y6|A0A340Y9Y6_LIPVE
OG0012492	sp|Q9NS84|CHST7_HUMAN	tr|A0A340WTJ1|A0A340WTJ1_LIPVE
OG0012493	sp|Q9NWD9|BEX4_HUMAN	tr|A0A340WF16|A0A340WF16_LIPVE
