Orthogroup	Homo_sapiens	Prolemur_simus
OG0012302	sp|Q86XD8|ZFAN4_HUMAN	tr|A0A8C8YH59|A0A8C8YH59_PROSS
OG0012303	sp|Q8NFT8|DNER_HUMAN	tr|A0A8C8ZXI8|A0A8C8ZXI8_PROSS
OG0012304	sp|Q8WUY3|PRUN2_HUMAN	tr|A0A8C8ZUZ0|A0A8C8ZUZ0_PROSS
OG0012305	sp|Q92485|ASM3B_HUMAN	tr|A0A8C8ZC05|A0A8C8ZC05_PROSS
OG0012306	sp|Q92570|NR4A3_HUMAN	tr|A0A8C8ZW41|A0A8C8ZW41_PROSS
OG0012307	sp|Q96CT2|KLH29_HUMAN	tr|A0A8C8YUV4|A0A8C8YUV4_PROSS
OG0012308	sp|Q96ED9|HOOK2_HUMAN	tr|A0A8C8Z7C4|A0A8C8Z7C4_PROSS
OG0012309	sp|Q96IJ6|GMPPA_HUMAN	tr|A0A8C9AR57|A0A8C9AR57_PROSS
OG0012310	sp|Q96RJ6|FER3L_HUMAN	tr|A0A8C8ZSA9|A0A8C8ZSA9_PROSS
OG0012311	sp|Q99571|P2RX4_HUMAN	tr|A0A8C8YCN0|A0A8C8YCN0_PROSS
OG0012312	sp|Q9BSV6|SEN34_HUMAN	tr|A0A8C9AQI2|A0A8C9AQI2_PROSS
OG0012313	sp|Q9BY67|CADM1_HUMAN	tr|A0A8C9ASL8|A0A8C9ASL8_PROSS
OG0012314	sp|Q9H6R3|ACSS3_HUMAN	tr|A0A8C8ZR98|A0A8C8ZR98_PROSS
OG0012315	sp|Q9H9L4|KANL2_HUMAN	tr|A0A8C9DGY4|A0A8C9DGY4_PROSS
OG0012316	sp|Q9HBW9|AGRL4_HUMAN	tr|A0A8C8YRU3|A0A8C8YRU3_PROSS
OG0012317	sp|Q9HC97|GPR35_HUMAN	tr|A0A8C8YJS9|A0A8C8YJS9_PROSS
OG0012318	sp|Q9NP98|MYOZ1_HUMAN	tr|A0A8C8ZTV6|A0A8C8ZTV6_PROSS
OG0012319	sp|Q9NRZ5|PLCD_HUMAN	tr|A0A8C9A319|A0A8C9A319_PROSS
OG0012320	sp|Q9UI38|TSP50_HUMAN	tr|A0A8C8YR25|A0A8C8YR25_PROSS
OG0012321	sp|Q9UJ14|GGT7_HUMAN	tr|A0A8C8ZC65|A0A8C8ZC65_PROSS
OG0012322	sp|Q9UKW6|ELF5_HUMAN	tr|A0A8C8ZDC2|A0A8C8ZDC2_PROSS
OG0012323	sp|A6NCM1|IQCAL_HUMAN	tr|A0A8C8ZDA1|A0A8C8ZDA1_PROSS
OG0012324	sp|A6NFD8|HELT_HUMAN	tr|A0A8C9AYQ8|A0A8C9AYQ8_PROSS
OG0012325	sp|A6NKB5|PCX2_HUMAN	tr|A0A8C9AI89|A0A8C9AI89_PROSS
OG0012326	sp|H3BRN8|PIRC2_HUMAN	tr|A0A8C8ZW81|A0A8C8ZW81_PROSS
OG0012327	sp|O00178|GTPB1_HUMAN	tr|A0A8C8Z015|A0A8C8Z015_PROSS
OG0012328	sp|O14830|PPE2_HUMAN	tr|A0A8C9DL05|A0A8C9DL05_PROSS
OG0012329	sp|O15514|RPB4_HUMAN	tr|A0A8C9DDZ8|A0A8C9DDZ8_PROSS
OG0012330	sp|O43504|LTOR5_HUMAN	tr|A0A8C8ZGS8|A0A8C8ZGS8_PROSS
OG0012331	sp|O60880|SH21A_HUMAN	tr|A0A8C9DE08|A0A8C9DE08_PROSS
OG0012332	sp|O76071|CIAO1_HUMAN	tr|A0A8C8ZZH1|A0A8C8ZZH1_PROSS
OG0012333	sp|O95229|ZWINT_HUMAN	tr|A0A8C9A6E1|A0A8C9A6E1_PROSS
OG0012334	sp|O96005|CLPT1_HUMAN	tr|A0A8C9ATL6|A0A8C9ATL6_PROSS
OG0012335	sp|P13611|CSPG2_HUMAN	tr|A0A8C9A6F8|A0A8C9A6F8_PROSS
OG0012336	sp|P14679|TYRO_HUMAN	tr|A0A8C8ZBU4|A0A8C8ZBU4_PROSS
OG0012337	sp|P19878|NCF2_HUMAN	tr|A0A8C8ZFZ2|A0A8C8ZFZ2_PROSS
OG0012338	sp|P35869|AHR_HUMAN	tr|A0A8C8ZTV3|A0A8C8ZTV3_PROSS
OG0012339	sp|P41247|PLPL4_HUMAN	tr|A0A8C8YZB7|A0A8C8YZB7_PROSS
OG0012340	sp|P50553|ASCL1_HUMAN	tr|A0A8C8ZHL6|A0A8C8ZHL6_PROSS
OG0012341	sp|P56556|NDUA6_HUMAN	tr|A0A8C9AZY8|A0A8C9AZY8_PROSS
OG0012342	sp|P56856|CLD18_HUMAN	tr|A0A8C9A973|A0A8C9A973_PROSS
OG0012343	sp|P56937|DHB7_HUMAN	tr|A0A8C8YRG6|A0A8C8YRG6_PROSS
OG0012344	sp|P83369|LSM11_HUMAN	tr|A0A8C9DGW9|A0A8C9DGW9_PROSS
OG0012345	sp|Q08945|SSRP1_HUMAN	tr|A0A8C8YUG9|A0A8C8YUG9_PROSS
OG0012346	sp|Q13007|IL24_HUMAN	tr|A0A8C9DI07|A0A8C9DI07_PROSS
OG0012347	sp|Q14318|FKBP8_HUMAN	tr|A0A8C8YDI8|A0A8C8YDI8_PROSS
OG0012348	sp|Q4LDR2|CTXN3_HUMAN	tr|A0A8C9AMZ3|A0A8C9AMZ3_PROSS
OG0012349	sp|Q69YL0|NCAS2_HUMAN	tr|A0A8C8Z2V1|A0A8C8Z2V1_PROSS
OG0012350	sp|Q6ZU80|CE128_HUMAN	tr|A0A8C8YQZ6|A0A8C8YQZ6_PROSS
OG0012351	sp|Q6ZVM7|TM1L2_HUMAN	tr|A0A8C9DK63|A0A8C9DK63_PROSS
OG0012352	sp|Q6ZW13|CP086_HUMAN	tr|A0A8C8ZCP3|A0A8C8ZCP3_PROSS
OG0012353	sp|Q7L2J0|MEPCE_HUMAN	tr|A0A8C9DDP8|A0A8C9DDP8_PROSS
OG0012354	sp|Q7L4E1|MIGA2_HUMAN	tr|A0A8C9A4L8|A0A8C9A4L8_PROSS
OG0012355	sp|Q7M4L6|SHF_HUMAN	tr|A0A8C9AF36|A0A8C9AF36_PROSS
OG0012356	sp|Q7Z6B0|CCD91_HUMAN	tr|A0A8C9A0V3|A0A8C9A0V3_PROSS
OG0012357	sp|Q86VV4|RNB3L_HUMAN	tr|A0A8C8YTH3|A0A8C8YTH3_PROSS
OG0012358	sp|Q86X02|CDR2L_HUMAN	tr|A0A8C8YFM6|A0A8C8YFM6_PROSS
OG0012359	sp|Q8IVF2|AHNK2_HUMAN	tr|A0A8C8ZB73|A0A8C8ZB73_PROSS
OG0012360	sp|Q8IVL8|CBPO_HUMAN	tr|A0A8C8Z926|A0A8C8Z926_PROSS
OG0012361	sp|Q8N448|LNX2_HUMAN	tr|A0A8C9AJE6|A0A8C9AJE6_PROSS
OG0012362	sp|Q8N4H5|TOM5_HUMAN	tr|A0A8C9DGF7|A0A8C9DGF7_PROSS
OG0012363	sp|Q8N6I1|EID2_HUMAN	tr|A0A8C9APN1|A0A8C9APN1_PROSS
OG0012364	sp|Q8NDA8|MROH1_HUMAN	tr|A0A8C9APQ3|A0A8C9APQ3_PROSS
OG0012365	sp|Q8TAC2|JOS2_HUMAN	tr|A0A8C9A790|A0A8C9A790_PROSS
OG0012366	sp|Q8TDD5|MCLN3_HUMAN	tr|A0A8C9ACJ0|A0A8C9ACJ0_PROSS
OG0012367	sp|Q8TDU9|RL3R2_HUMAN	tr|A0A8C8Z0Y7|A0A8C8Z0Y7_PROSS
OG0012368	sp|Q96A84|EMID1_HUMAN	tr|A0A8C8ZUH9|A0A8C8ZUH9_PROSS
OG0012369	sp|Q96D53|COQ8B_HUMAN	tr|A0A8C9ALI4|A0A8C9ALI4_PROSS
OG0012370	sp|Q96JQ2|CLMN_HUMAN	tr|A0A8C9AJP9|A0A8C9AJP9_PROSS
OG0012371	sp|Q96PU9|ODF3A_HUMAN	tr|A0A8C9AIT2|A0A8C9AIT2_PROSS
OG0012372	sp|Q96PV7|F193B_HUMAN	tr|A0A8C8ZLR8|A0A8C8ZLR8_PROSS
OG0012373	sp|Q99626|CDX2_HUMAN	tr|A0A8C9AJB9|A0A8C9AJB9_PROSS
OG0012374	sp|Q99705|MCHR1_HUMAN	tr|A0A8C8YJR8|A0A8C8YJR8_PROSS
OG0012375	sp|Q9BT78|CSN4_HUMAN	tr|A0A8C9DQ43|A0A8C9DQ43_PROSS
OG0012376	sp|Q9H422|HIPK3_HUMAN	tr|A0A8C8ZS90|A0A8C8ZS90_PROSS
OG0012377	sp|Q9H8M7|MINY3_HUMAN	tr|A0A8C9AJ01|A0A8C9AJ01_PROSS
OG0012378	sp|Q9H939|PPIP2_HUMAN	tr|A0A8C9APF2|A0A8C9APF2_PROSS
OG0012379	sp|Q9NR45|SIAS_HUMAN	tr|A0A8C9AR76|A0A8C9AR76_PROSS
OG0012380	sp|Q9NR55|BATF3_HUMAN	tr|A0A8C9AUD5|A0A8C9AUD5_PROSS
OG0012381	sp|Q9NTJ5|SAC1_HUMAN	tr|A0A8C8ZEH7|A0A8C8ZEH7_PROSS
OG0012382	sp|Q9NZZ3|CHMP5_HUMAN	tr|A0A8C8ZWN0|A0A8C8ZWN0_PROSS
OG0012383	sp|Q9UF11|PKHB1_HUMAN	tr|A0A8C8Z5M9|A0A8C8Z5M9_PROSS
OG0012384	sp|Q9UKS6|PACN3_HUMAN	tr|A0A8C9AFJ5|A0A8C9AFJ5_PROSS
OG0012385	sp|Q9UM82|SPAT2_HUMAN	tr|A0A8C8ZLX2|A0A8C8ZLX2_PROSS
OG0012386	sp|Q9UQL6|HDAC5_HUMAN	tr|A0A8C9DIP3|A0A8C9DIP3_PROSS
OG0012387	sp|Q9Y2S2|CRYL1_HUMAN	tr|A0A8C8ZN14|A0A8C8ZN14_PROSS
OG0012388	sp|A1L390|PKHG3_HUMAN	tr|A0A8C9ACI6|A0A8C9ACI6_PROSS
OG0012389	sp|A5D8V6|VP37C_HUMAN	tr|A0A8C9AGY4|A0A8C9AGY4_PROSS
OG0012390	sp|A6NGN9|IGLO5_HUMAN	tr|A0A8C9AWV4|A0A8C9AWV4_PROSS
OG0012391	sp|A6NMK8|INY2B_HUMAN	tr|A0A8C9A3I2|A0A8C9A3I2_PROSS
OG0012392	sp|B1AL88|NALF1_HUMAN	tr|A0A8C9DNL6|A0A8C9DNL6_PROSS
OG0012393	sp|O43365|HXA3_HUMAN	tr|A0A8C8ZVH1|A0A8C8ZVH1_PROSS
OG0012394	sp|O43570|CAH12_HUMAN	tr|A0A8C8YQR0|A0A8C8YQR0_PROSS
OG0012395	sp|O60343|TBCD4_HUMAN	tr|A0A8C9DV22|A0A8C9DV22_PROSS
OG0012396	sp|O75123|ZN623_HUMAN	tr|A0A8C9AV07|A0A8C9AV07_PROSS
OG0012397	sp|O75354|ENTP6_HUMAN	tr|A0A8C8Z6S2|A0A8C8Z6S2_PROSS
OG0012398	sp|P00505|AATM_HUMAN	tr|A0A8C8ZGL1|A0A8C8ZGL1_PROSS
OG0012399	sp|P04141|CSF2_HUMAN	tr|A0A8C9AFP5|A0A8C9AFP5_PROSS
OG0012400	sp|P08575|PTPRC_HUMAN	tr|A0A8C8YIR7|A0A8C8YIR7_PROSS
OG0012401	sp|P17050|NAGAB_HUMAN	tr|A0A8C8YFN3|A0A8C8YFN3_PROSS
OG0012402	sp|P27695|APEX1_HUMAN	tr|A0A8C8YFN6|A0A8C8YFN6_PROSS
OG0012403	sp|P41212|ETV6_HUMAN	tr|A0A8C8ZPW0|A0A8C8ZPW0_PROSS
OG0012404	sp|P43354|NR4A2_HUMAN	tr|A0A8C9AVJ1|A0A8C9AVJ1_PROSS
OG0012405	sp|P53567|CEBPG_HUMAN	tr|A0A8C8YVP4|A0A8C8YVP4_PROSS
OG0012406	sp|P55291|CAD15_HUMAN	tr|A0A8C8Z8X5|A0A8C8Z8X5_PROSS
OG0012407	sp|P61769|B2MG_HUMAN	tr|A0A8C9A959|A0A8C9A959_PROSS
OG0012408	sp|P62304|RUXE_HUMAN	tr|A0A8C8YPJ2|A0A8C8YPJ2_PROSS
OG0012409	sp|Q01113|IL9R_HUMAN	tr|A0A8C8ZJN2|A0A8C8ZJN2_PROSS
OG0012410	sp|Q06190|P2R3A_HUMAN	tr|A0A8C9A0T4|A0A8C9A0T4_PROSS
OG0012411	sp|Q07157|ZO1_HUMAN	tr|A0A8C8YXC0|A0A8C8YXC0_PROSS
OG0012412	sp|Q0VF49|K2012_HUMAN	tr|A0A8C9A5A0|A0A8C9A5A0_PROSS
OG0012413	sp|Q12946|FOXF1_HUMAN	tr|A0A8C8Z891|A0A8C8Z891_PROSS
OG0012414	sp|Q12968|NFAC3_HUMAN	tr|A0A8C9DMC3|A0A8C9DMC3_PROSS
OG0012415	sp|Q14684|RRP1B_HUMAN	tr|A0A8C8YKQ9|A0A8C8YKQ9_PROSS
OG0012416	sp|Q14894|CRYM_HUMAN	tr|A0A8C8ZYB5|A0A8C8ZYB5_PROSS
OG0012417	sp|Q24JP5|T132A_HUMAN	tr|A0A8C9A906|A0A8C9A906_PROSS
OG0012418	sp|Q32NB8|PGPS1_HUMAN	tr|A0A8C8YZ95|A0A8C8YZ95_PROSS
OG0012419	sp|Q53GG5|PDLI3_HUMAN	tr|A0A8C9ASZ3|A0A8C9ASZ3_PROSS
OG0012420	sp|Q5T9S5|CCD18_HUMAN	tr|A0A8C9A0X3|A0A8C9A0X3_PROSS
OG0012421	sp|Q6P589|TP8L2_HUMAN	tr|A0A8C8ZK43|A0A8C8ZK43_PROSS
OG0012422	sp|Q6PUV4|CPLX2_HUMAN	tr|A0A8C8ZR45|A0A8C8ZR45_PROSS
OG0012423	sp|Q6W3E5|GDPD4_HUMAN	tr|A0A8C8ZP13|A0A8C8ZP13_PROSS
OG0012424	sp|Q6X9E4|FBW12_HUMAN	tr|A0A8C9B2J5|A0A8C9B2J5_PROSS
OG0012425	sp|Q6ZMS7|ZN783_HUMAN	tr|A0A8C8ZWX8|A0A8C8ZWX8_PROSS
OG0012426	sp|Q7Z4P5|GDF7_HUMAN	tr|A0A8C8YV78|A0A8C8YV78_PROSS
OG0012427	sp|Q86VQ0|LCA5_HUMAN	tr|A0A8C9A1G1|A0A8C9A1G1_PROSS
OG0012428	sp|Q86WJ1|CHD1L_HUMAN	tr|A0A8C8ZU04|A0A8C8ZU04_PROSS
OG0012429	sp|Q8IUK5|PLDX1_HUMAN	tr|A0A8C8Z5K1|A0A8C8Z5K1_PROSS
OG0012430	sp|Q8IWB1|IPRI_HUMAN	tr|A0A8C8ZJI8|A0A8C8ZJI8_PROSS
OG0012431	sp|Q8IWX5|SGPP2_HUMAN	tr|A0A8C9AYU3|A0A8C9AYU3_PROSS
OG0012432	sp|Q8IYX3|CC116_HUMAN	tr|A0A8C8ZU37|A0A8C8ZU37_PROSS
OG0012433	sp|Q8NDX9|LY65B_HUMAN	tr|A0A8C9A8A4|A0A8C9A8A4_PROSS
OG0012434	sp|Q8TCY5|MRAP_HUMAN	tr|A0A8C8ZBM5|A0A8C8ZBM5_PROSS
OG0012435	sp|Q8WV28|BLNK_HUMAN	tr|A0A8C8ZW47|A0A8C8ZW47_PROSS
OG0012436	sp|Q8WXD2|SCG3_HUMAN	tr|A0A8C9A6Q7|A0A8C9A6Q7_PROSS
OG0012437	sp|Q92610|ZN592_HUMAN	tr|A0A8C8ZEP4|A0A8C8ZEP4_PROSS
OG0012438	sp|Q92673|SORL_HUMAN	tr|A0A8C8YR35|A0A8C8YR35_PROSS
OG0012439	sp|Q92835|SHIP1_HUMAN	tr|A0A8C9AW86|A0A8C9AW86_PROSS
OG0012440	sp|Q96AC6|KIFC2_HUMAN	tr|A0A8C9ANY9|A0A8C9ANY9_PROSS
OG0012441	sp|Q96F85|CNRP1_HUMAN	tr|A0A8C8YE66|A0A8C8YE66_PROSS
OG0012442	sp|Q99795|GPA33_HUMAN	tr|A0A8C8ZEY4|A0A8C8ZEY4_PROSS
OG0012443	sp|Q9BU64|CENPO_HUMAN	tr|A0A8C8YQM4|A0A8C8YQM4_PROSS
OG0012444	sp|Q9GZP0|PDGFD_HUMAN	tr|A0A8C8Z9D2|A0A8C8Z9D2_PROSS
OG0012445	sp|Q9H2H9|S38A1_HUMAN	tr|A0A8C8Z2M3|A0A8C8Z2M3_PROSS
OG0012446	sp|Q9NPC1|LT4R2_HUMAN	tr|A0A8C8ZMZ6|A0A8C8ZMZ6_PROSS
OG0012447	sp|Q9NV96|CC50A_HUMAN	tr|A0A8C8YXT0|A0A8C8YXT0_PROSS
OG0012448	sp|Q9NVP1|DDX18_HUMAN	tr|A0A8C9A168|A0A8C9A168_PROSS
OG0012449	sp|Q9NZ71|RTEL1_HUMAN	tr|A0A8C8YEY4|A0A8C8YEY4_PROSS
OG0012450	sp|Q9P2B7|CFA97_HUMAN	tr|A0A8C9ANI2|A0A8C9ANI2_PROSS
OG0012451	sp|Q9UBC7|GALP_HUMAN	tr|A0A8C9AYR9|A0A8C9AYR9_PROSS
OG0012452	sp|Q9UBD6|RHCG_HUMAN	tr|A0A8C8Z8Z9|A0A8C8Z8Z9_PROSS
OG0012453	sp|Q9Y2T6|GPR55_HUMAN	tr|A0A8C9A4S7|A0A8C9A4S7_PROSS
OG0012454	sp|Q9Y397|ZDHC9_HUMAN	tr|A0A8C8ZYN8|A0A8C8ZYN8_PROSS
OG0012455	sp|B2RBV5|MRUPP_HUMAN	tr|A0A8C9DND9|A0A8C9DND9_PROSS
OG0012456	sp|O43143|DHX15_HUMAN	tr|A0A8C9A7B2|A0A8C9A7B2_PROSS
OG0012457	sp|O43281|EFS_HUMAN	tr|A0A8C8Z1F9|A0A8C8Z1F9_PROSS
OG0012458	sp|O43711|TLX3_HUMAN	tr|A0A8C8ZUF4|A0A8C8ZUF4_PROSS
OG0012459	sp|O60664|PLIN3_HUMAN	tr|A0A8C9AEG6|A0A8C9AEG6_PROSS
OG0012460	sp|O75365|TP4A3_HUMAN	tr|A0A8C9DG42|A0A8C9DG42_PROSS
OG0012461	sp|P08243|ASNS_HUMAN	tr|A0A8C8Z0R4|A0A8C8Z0R4_PROSS
OG0012462	sp|P15291|B4GT1_HUMAN	tr|A0A8C9DPJ4|A0A8C9DPJ4_PROSS
OG0012463	sp|P17948|VGFR1_HUMAN	tr|A0A8C9A6S5|A0A8C9A6S5_PROSS
OG0012464	sp|P53778|MK12_HUMAN	tr|A0A8C9A2M9|A0A8C9A2M9_PROSS
OG0012465	sp|P61086|UBE2K_HUMAN	tr|A0A8C8ZZ22|A0A8C8ZZ22_PROSS
OG0012466	sp|Q03181|PPARD_HUMAN	tr|A0A8C8ZE09|A0A8C8ZE09_PROSS
OG0012467	sp|Q05D32|CTSL2_HUMAN	tr|A0A8C9A6Y2|A0A8C9A6Y2_PROSS
OG0012468	sp|Q12852|M3K12_HUMAN	tr|A0A8C9DR32|A0A8C9DR32_PROSS
OG0012469	sp|Q12986|NFX1_HUMAN	tr|A0A8C9DPW8|A0A8C9DPW8_PROSS
OG0012470	sp|Q16517|NNAT_HUMAN	tr|A0A8C9AZ75|A0A8C9AZ75_PROSS
OG0012471	sp|Q30KP9|DB135_HUMAN	tr|A0A8C8ZJK0|A0A8C8ZJK0_PROSS
OG0012472	sp|Q4G0Z9|MCMD2_HUMAN	tr|A0A8C8YBR7|A0A8C8YBR7_PROSS
OG0012473	sp|Q4LDE5|SVEP1_HUMAN	tr|A0A8C9A2X9|A0A8C9A2X9_PROSS
OG0012474	sp|Q53HV7|SMUG1_HUMAN	tr|A0A8C8ZUN8|A0A8C8ZUN8_PROSS
OG0012475	sp|Q5BIV9|SPRN_HUMAN	tr|A0A8C9A8K8|A0A8C9A8K8_PROSS
OG0012476	sp|Q5QP82|DCA10_HUMAN	tr|A0A8C9DG83|A0A8C9DG83_PROSS
OG0012477	sp|Q63HK5|TSH3_HUMAN	tr|A0A8C9A358|A0A8C9A358_PROSS
OG0012479	sp|Q6P1L5|F117B_HUMAN	tr|A0A8C9APN7|A0A8C9APN7_PROSS
OG0012480	sp|Q7L1I2|SV2B_HUMAN	tr|A0A8C9DVZ3|A0A8C9DVZ3_PROSS
OG0012481	sp|Q7L5L3|GDPD3_HUMAN	tr|A0A8C9DSB1|A0A8C9DSB1_PROSS
OG0012482	sp|Q8N8N7|PTGR2_HUMAN	tr|A0A8C8ZVF8|A0A8C8ZVF8_PROSS
OG0012483	sp|Q8NDG6|TDRD9_HUMAN	tr|A0A8C8ZKP8|A0A8C8ZKP8_PROSS
OG0012484	sp|Q8TEC5|SH3R2_HUMAN	tr|A0A8C8ZJF3|A0A8C8ZJF3_PROSS
OG0012485	sp|Q8TEF2|CJ105_HUMAN	tr|A0A8C8YXJ5|A0A8C8YXJ5_PROSS
OG0012486	sp|Q92621|NU205_HUMAN	tr|A0A8C9DTF4|A0A8C9DTF4_PROSS
OG0012487	sp|Q92914|FGF11_HUMAN	tr|A0A8C9DQV5|A0A8C9DQV5_PROSS
OG0012488	sp|Q96CJ1|EAF2_HUMAN	tr|A0A8C9DGB3|A0A8C9DGB3_PROSS
OG0012489	sp|Q96HL8|SH3Y1_HUMAN	tr|A0A8C8YI24|A0A8C8YI24_PROSS
OG0012490	sp|Q96PF1|TGM7_HUMAN	tr|A0A8C8YZD4|A0A8C8YZD4_PROSS
OG0012491	sp|Q96RK4|BBS4_HUMAN	tr|A0A8C9AMM0|A0A8C9AMM0_PROSS
OG0012492	sp|Q9BQ24|ZFY21_HUMAN	tr|A0A8C8Z6W1|A0A8C8Z6W1_PROSS
OG0012493	sp|Q9BVC4|LST8_HUMAN	tr|A0A8C9ARU7|A0A8C9ARU7_PROSS
OG0012494	sp|Q9H4L4|SENP3_HUMAN	tr|A0A8C9ADK1|A0A8C9ADK1_PROSS
OG0012495	sp|Q9H892|TTC12_HUMAN	tr|A0A8C9AGV7|A0A8C9AGV7_PROSS
OG0012496	sp|Q9NSY2|STAR5_HUMAN	tr|A0A8C8YKA7|A0A8C8YKA7_PROSS
OG0012497	sp|Q9NU63|ZFP57_HUMAN	tr|A0A8C8ZBU7|A0A8C8ZBU7_PROSS
OG0012498	sp|Q9NZV6|MSRB1_HUMAN	tr|A0A8C9ATZ2|A0A8C9ATZ2_PROSS
OG0012499	sp|Q9P253|VPS18_HUMAN	tr|A0A8C8YQ66|A0A8C8YQ66_PROSS
OG0012501	sp|Q9UK97|FBX9_HUMAN	tr|A0A8C8YLY1|A0A8C8YLY1_PROSS
OG0012502	sp|Q9Y342|PLLP_HUMAN	tr|A0A8C9A7R2|A0A8C9A7R2_PROSS
OG0012503	sp|Q9Y3S1|WNK2_HUMAN	tr|A0A8C8Z1G8|A0A8C8Z1G8_PROSS
OG0012504	sp|Q9Y4C1|KDM3A_HUMAN	tr|A0A8C9DU21|A0A8C9DU21_PROSS
OG0012505	sp|O00391|QSOX1_HUMAN	tr|A0A8C8Z6W7|A0A8C8Z6W7_PROSS
OG0012506	sp|O14524|NEMP1_HUMAN	tr|A0A8C9AQ25|A0A8C9AQ25_PROSS
OG0012507	sp|O15409|FOXP2_HUMAN	tr|A0A8C9DT13|A0A8C9DT13_PROSS
OG0012508	sp|O43264|ZW10_HUMAN	tr|A0A8C9AF04|A0A8C9AF04_PROSS
OG0012509	sp|O43819|SCO2_HUMAN	tr|A0A8C9DGU6|A0A8C9DGU6_PROSS
OG0012510	sp|O43913|ORC5_HUMAN	tr|A0A8C8ZUK2|A0A8C8ZUK2_PROSS
OG0012511	sp|O60739|EIF1B_HUMAN	tr|A0A8C9AQI8|A0A8C9AQI8_PROSS
OG0012512	sp|O60779|S19A2_HUMAN	tr|A0A8C9B118|A0A8C9B118_PROSS
OG0012513	sp|O75449|KTNA1_HUMAN	tr|A0A8C9A465|A0A8C9A465_PROSS
OG0012514	sp|O94952|FBX21_HUMAN	tr|A0A8C9AP88|A0A8C9AP88_PROSS
OG0012515	sp|O95619|YETS4_HUMAN	tr|A0A8C8YTN5|A0A8C8YTN5_PROSS
OG0012516	sp|P06127|CD5_HUMAN	tr|A0A8C9APB3|A0A8C9APB3_PROSS
OG0012517	sp|P08514|ITA2B_HUMAN	tr|A0A8C9DMY2|A0A8C9DMY2_PROSS
OG0012518	sp|P0C6S8|LIGO3_HUMAN	tr|A0A8C8Z239|A0A8C8Z239_PROSS
OG0012519	sp|P0CG20|PRR35_HUMAN	tr|A0A8C9AEI6|A0A8C9AEI6_PROSS
OG0012520	sp|P10242|MYB_HUMAN	tr|A0A8C8ZDE4|A0A8C8ZDE4_PROSS
OG0012521	sp|P14384|CBPM_HUMAN	tr|A0A8C8YTD2|A0A8C8YTD2_PROSS
OG0012522	sp|P17020|ZNF16_HUMAN	tr|A0A8C9DRC9|A0A8C9DRC9_PROSS
OG0012523	sp|P50897|PPT1_HUMAN	tr|A0A8C9DEJ1|A0A8C9DEJ1_PROSS
OG0012524	sp|P51530|DNA2_HUMAN	tr|A0A8C9DJD1|A0A8C9DJD1_PROSS
OG0012525	sp|P54725|RD23A_HUMAN	tr|A0A8C8YVL6|A0A8C8YVL6_PROSS
OG0012526	sp|P59045|NAL11_HUMAN	tr|A0A8C8Z8E3|A0A8C8Z8E3_PROSS
OG0012527	sp|P98172|EFNB1_HUMAN	tr|A0A8C8Z5J0|A0A8C8Z5J0_PROSS
OG0012528	sp|Q0VDE8|ADIG_HUMAN	tr|A0A8C9ATK7|A0A8C9ATK7_PROSS
OG0012529	sp|Q12772|SRBP2_HUMAN	tr|A0A8C8YEU5|A0A8C8YEU5_PROSS
OG0012530	sp|Q15154|PCM1_HUMAN	tr|A0A8C9AV66|A0A8C9AV66_PROSS
OG0012531	sp|Q17RC7|EX3L4_HUMAN	tr|A0A8C9ARJ7|A0A8C9ARJ7_PROSS
OG0012532	sp|Q2KHR3|QSER1_HUMAN	tr|A0A8C8ZPR5|A0A8C8ZPR5_PROSS
OG0012533	sp|Q495X7|TRI60_HUMAN	tr|A0A8C8YLV6|A0A8C8YLV6_PROSS
OG0012534	sp|Q5JPB2|ZN831_HUMAN	tr|A0A8C9AV11|A0A8C9AV11_PROSS
OG0012535	sp|Q66K79|CBPZ_HUMAN	tr|A0A8C8Z6S3|A0A8C8Z6S3_PROSS
OG0012536	sp|Q6B0B8|TIGD3_HUMAN	tr|A0A8C9DTW3|A0A8C9DTW3_PROSS
OG0012537	sp|Q6P9B9|INT5_HUMAN	tr|A0A8C9AVQ0|A0A8C9AVQ0_PROSS
OG0012538	sp|Q6PD74|AAGAB_HUMAN	tr|A0A8C8YCM5|A0A8C8YCM5_PROSS
OG0012539	sp|Q7Z6L1|TCPR1_HUMAN	tr|A0A8C9DET2|A0A8C9DET2_PROSS
OG0012540	sp|Q86UP6|CUZD1_HUMAN	tr|A0A8C8Z3F4|A0A8C8Z3F4_PROSS
OG0012541	sp|Q8N2Y8|RUSC2_HUMAN	tr|A0A8C8YWB5|A0A8C8YWB5_PROSS
OG0012542	sp|Q8NB90|SPAT5_HUMAN	tr|A0A8C9DJ84|A0A8C9DJ84_PROSS
OG0012543	sp|Q8NEM2|SHCBP_HUMAN	tr|A0A8C9B6T4|A0A8C9B6T4_PROSS
OG0012544	sp|Q8TCG2|P4K2B_HUMAN	tr|A0A8C9DRR8|A0A8C9DRR8_PROSS
OG0012545	sp|Q8TCJ2|STT3B_HUMAN	tr|A0A8C9B2W6|A0A8C9B2W6_PROSS
OG0012546	sp|Q8TD19|NEK9_HUMAN	tr|A0A8C8ZNS2|A0A8C8ZNS2_PROSS
OG0012547	sp|Q8TDY2|RBCC1_HUMAN	tr|A0A8C8ZKJ5|A0A8C8ZKJ5_PROSS
OG0012548	sp|Q8WXA3|RUFY2_HUMAN	tr|A0A8C8ZIF6|A0A8C8ZIF6_PROSS
