Orthogroup	Homo_sapiens	Cavia_porcellus
OG0011075	sp|Q9BV94|EDEM2_HUMAN	tr|A0A286XIA9|A0A286XIA9_CAVPO
OG0011076	sp|P57077|M3KCL_HUMAN	tr|A0A286XKV4|A0A286XKV4_CAVPO
OG0011077	sp|Q86X27|RGPS2_HUMAN	tr|A0A286XL55|A0A286XL55_CAVPO
OG0011078	sp|A0A1B0GVX0|LITAD_HUMAN	tr|A0A286XPL4|A0A286XPL4_CAVPO
OG0011079	sp|Q9ULT0|TTC7A_HUMAN	tr|A0A286XPL9|A0A286XPL9_CAVPO
OG0011080	sp|Q96M53|TBATA_HUMAN	tr|A0A286XPM4|A0A286XPM4_CAVPO
OG0011081	sp|Q147U7|SMCO1_HUMAN	tr|A0A286XPS5|A0A286XPS5_CAVPO
OG0011082	sp|Q13886|KLF9_HUMAN	tr|A0A286XTY5|A0A286XTY5_CAVPO
OG0011083	sp|Q86X76|NIT1_HUMAN	tr|A0A286XU56|A0A286XU56_CAVPO
OG0011084	sp|Q3MIT2|PUS10_HUMAN	tr|A0A286XVK4|A0A286XVK4_CAVPO
OG0011085	sp|Q9H0V9|LMA2L_HUMAN	tr|A0A286XZL4|A0A286XZL4_CAVPO
OG0011086	sp|Q8TAM1|BBS10_HUMAN	tr|A0A286Y0P5|A0A286Y0P5_CAVPO
OG0011087	sp|O43597|SPY2_HUMAN	tr|A0A286Y1B9|A0A286Y1B9_CAVPO
OG0011088	sp|Q9BUV8|RCAF1_HUMAN	tr|A0A286Y1C4|A0A286Y1C4_CAVPO
OG0011089	sp|H3BPM6|MKROS_HUMAN	tr|A0A286Y4E5|A0A286Y4E5_CAVPO
OG0011090	sp|Q5T7N3|KANK4_HUMAN	tr|A0A286Y4Q4|A0A286Y4Q4_CAVPO
OG0011091	sp|Q6ZWT7|MBOA2_HUMAN	tr|A0A286Y5K3|A0A286Y5K3_CAVPO
OG0011092	sp|P83369|LSM11_HUMAN	tr|H0UV03|H0UV03_CAVPO
OG0011093	sp|Q6PD74|AAGAB_HUMAN	tr|H0UV45|H0UV45_CAVPO
OG0011094	sp|O95822|DCMC_HUMAN	tr|H0UVF0|H0UVF0_CAVPO
OG0011095	sp|Q14767|LTBP2_HUMAN	tr|H0UVJ4|H0UVJ4_CAVPO
OG0011096	sp|Q7L9B9|EEPD1_HUMAN	tr|H0UVM7|H0UVM7_CAVPO
OG0011097	sp|P62750|RL23A_HUMAN	tr|H0UW86|H0UW86_CAVPO
OG0011098	sp|Q8IUW3|SPA2L_HUMAN	tr|H0UYB1|H0UYB1_CAVPO
OG0011099	sp|Q5SQS7|SH24B_HUMAN	tr|H0V0Y3|H0V0Y3_CAVPO
OG0011100	sp|Q9Y570|PPME1_HUMAN	tr|H0V190|H0V190_CAVPO
OG0011101	sp|Q8NDZ6|T161B_HUMAN	tr|H0V1A2|H0V1A2_CAVPO
OG0011102	sp|Q8IZJ1|UNC5B_HUMAN	tr|H0V3Z1|H0V3Z1_CAVPO
OG0011103	sp|Q96AQ6|PBIP1_HUMAN	tr|H0V4P8|H0V4P8_CAVPO
OG0011104	sp|Q92737|RSLAA_HUMAN	tr|H0V543|H0V543_CAVPO
OG0011105	sp|Q15800|MSMO1_HUMAN	tr|H0V6E3|H0V6E3_CAVPO
OG0011106	sp|Q99871|HAUS7_HUMAN	tr|H0VA95|H0VA95_CAVPO
OG0011107	sp|Q9NQC1|JADE2_HUMAN	tr|H0VC33|H0VC33_CAVPO
OG0011108	sp|O15090|ZN536_HUMAN	tr|H0VD12|H0VD12_CAVPO
OG0011109	sp|Q16514|TAF12_HUMAN	tr|H0VDR0|H0VDR0_CAVPO
OG0011110	sp|Q01954|BNC1_HUMAN	tr|H0VDR1|H0VDR1_CAVPO
OG0011111	sp|Q92615|LAR4B_HUMAN	tr|H0VEH3|H0VEH3_CAVPO
OG0011112	sp|Q9Y573|IPP_HUMAN	tr|H0VEZ7|H0VEZ7_CAVPO
OG0011113	sp|Q8IX04|UEVLD_HUMAN	tr|H0VKG6|H0VKG6_CAVPO
OG0011114	sp|Q96P16|RPR1A_HUMAN	tr|H0VLL2|H0VLL2_CAVPO
OG0011115	sp|O15547|P2RX6_HUMAN	tr|H0VMI8|H0VMI8_CAVPO
OG0011116	sp|O95425|SVIL_HUMAN	tr|H0VMU8|H0VMU8_CAVPO
OG0011117	sp|Q9NSP4|CENPM_HUMAN	tr|H0VN74|H0VN74_CAVPO
OG0011118	sp|Q9NVC6|MED17_HUMAN	tr|H0VQD4|H0VQD4_CAVPO
OG0011119	sp|Q8N0Z3|SPICE_HUMAN	tr|H0VQP1|H0VQP1_CAVPO
OG0011120	sp|Q9NSB8|HOME2_HUMAN	tr|H0VRL8|H0VRL8_CAVPO
OG0011121	sp|Q9P2R7|SUCB1_HUMAN	tr|H0VS89|H0VS89_CAVPO
OG0011122	sp|Q96N46|TTC14_HUMAN	tr|H0VT22|H0VT22_CAVPO
OG0011123	sp|Q0VFZ6|CF210_HUMAN	tr|H0VTS2|H0VTS2_CAVPO
OG0011124	sp|Q8NFU3|TSTD1_HUMAN	tr|H0VUA9|H0VUA9_CAVPO
OG0011125	sp|Q99453|PHX2B_HUMAN	tr|H0VUQ3|H0VUQ3_CAVPO
OG0011126	sp|P35998|PRS7_HUMAN	tr|H0VW72|H0VW72_CAVPO
OG0011127	sp|Q63ZY3|KANK2_HUMAN	tr|H0VWP4|H0VWP4_CAVPO
OG0011128	sp|O14842|FFAR1_HUMAN	tr|H0VX60|H0VX60_CAVPO
OG0011129	sp|P13498|CY24A_HUMAN	tr|H0VZ68|H0VZ68_CAVPO
OG0011130	sp|Q9Y624|JAM1_HUMAN	tr|H0W1M0|H0W1M0_CAVPO
OG0011131	sp|Q8NGR6|OR1B1_HUMAN	tr|H0W415|H0W415_CAVPO
OG0011132	sp|Q5H9F3|BCORL_HUMAN	tr|H0W6P6|H0W6P6_CAVPO
OG0011133	sp|Q8TC99|FNDC8_HUMAN	tr|H0W706|H0W706_CAVPO
OG0011134	sp|Q9H9Q4|NHEJ1_HUMAN	tr|H0W8X1|H0W8X1_CAVPO
OG0011135	sp|P0C0S5|H2AZ_HUMAN	tr|H0W952|H0W952_CAVPO
OG0011136	sp|Q9Y6A1|POMT1_HUMAN	tr|H0W9V8|H0W9V8_CAVPO
OG0011137	sp|P05090|APOD_HUMAN	sp|P51909|APOD_CAVPO
OG0011138	sp|Q9NS75|CLTR2_HUMAN	tr|Q2NNR4|Q2NNR4_CAVPO
OG0011139	sp|Q9UHF1|EGFL7_HUMAN	tr|A0A286X8I3|A0A286X8I3_CAVPO
OG0011140	sp|Q9BRL7|SC22C_HUMAN	tr|A0A286X916|A0A286X916_CAVPO
OG0011141	sp|Q9BRQ5|ORAI3_HUMAN	tr|A0A286XBH0|A0A286XBH0_CAVPO
OG0011142	sp|Q6ZMV9|KIF6_HUMAN	tr|A0A286XD41|A0A286XD41_CAVPO
OG0011143	sp|A2RU14|TM218_HUMAN	tr|A0A286XDL5|A0A286XDL5_CAVPO
OG0011144	sp|P23229|ITA6_HUMAN	tr|A0A286XKP1|A0A286XKP1_CAVPO
OG0011145	sp|Q9NZL6|RGL1_HUMAN	tr|A0A286XMX2|A0A286XMX2_CAVPO
OG0011146	sp|Q76EJ3|S35D2_HUMAN	tr|A0A286XQB4|A0A286XQB4_CAVPO
OG0011147	sp|Q9Y6F9|WNT6_HUMAN	tr|A0A286XR13|A0A286XR13_CAVPO
OG0011148	sp|Q8NE79|POPD1_HUMAN	tr|A0A286XRM3|A0A286XRM3_CAVPO
OG0011149	sp|Q9Y3R5|DOP2_HUMAN	tr|A0A286XS62|A0A286XS62_CAVPO
OG0011150	sp|P60468|SC61B_HUMAN	tr|A0A286XTP1|A0A286XTP1_CAVPO
OG0011151	sp|Q6KB66|K2C80_HUMAN	tr|A0A286XUF1|A0A286XUF1_CAVPO
OG0011152	sp|O60512|B4GT3_HUMAN	tr|A0A286XW91|A0A286XW91_CAVPO
OG0011153	sp|O60925|PFD1_HUMAN	tr|A0A286XX02|A0A286XX02_CAVPO
OG0011154	sp|Q6UWK7|GP15L_HUMAN	tr|A0A286XXC9|A0A286XXC9_CAVPO
OG0011155	sp|Q96S90|LYSM1_HUMAN	tr|A0A286Y214|A0A286Y214_CAVPO
OG0011156	sp|P62166|NCS1_HUMAN	tr|A0A286Y292|A0A286Y292_CAVPO
OG0011157	sp|Q9P109|GCNT4_HUMAN	tr|A0A286Y395|A0A286Y395_CAVPO
OG0011158	sp|Q96CP7|TLCD1_HUMAN	tr|H0UW88|H0UW88_CAVPO
OG0011159	sp|Q9ULZ2|STAP1_HUMAN	tr|H0UX88|H0UX88_CAVPO
OG0011160	sp|Q7Z553|MDGA2_HUMAN	tr|H0UXE4|H0UXE4_CAVPO
OG0011161	sp|Q5T6S3|PHF19_HUMAN	tr|H0UY36|H0UY36_CAVPO
OG0011162	sp|Q9UIL4|KIF25_HUMAN	tr|H0UYD4|H0UYD4_CAVPO
OG0011163	sp|Q9H7Z3|NRDE2_HUMAN	tr|H0UYJ8|H0UYJ8_CAVPO
OG0011164	sp|Q6PEW0|PRS54_HUMAN	tr|H0UZ13|H0UZ13_CAVPO
OG0011165	sp|P04004|VTNC_HUMAN	tr|H0V077|H0V077_CAVPO
OG0011166	sp|Q5DX21|IGS11_HUMAN	tr|H0V0B9|H0V0B9_CAVPO
OG0011167	sp|Q6V0L0|CP26C_HUMAN	tr|H0V1R1|H0V1R1_CAVPO
OG0011168	sp|Q14978|NOLC1_HUMAN	tr|H0V3A8|H0V3A8_CAVPO
OG0011169	sp|Q9NSC5|HOME3_HUMAN	tr|H0V3F4|H0V3F4_CAVPO
OG0011170	sp|Q6UXZ0|TMIG1_HUMAN	tr|H0V4J8|H0V4J8_CAVPO
OG0011171	sp|P51580|TPMT_HUMAN	tr|H0V547|H0V547_CAVPO
OG0011172	sp|Q8NFA0|UBP32_HUMAN	tr|H0V5M2|H0V5M2_CAVPO
OG0011173	sp|Q12905|ILF2_HUMAN	tr|H0V6E6|H0V6E6_CAVPO
OG0011174	sp|Q9BXB4|OSB11_HUMAN	tr|H0V6F3|H0V6F3_CAVPO
OG0011175	sp|P21359|NF1_HUMAN	tr|H0V719|H0V719_CAVPO
OG0011176	sp|Q6P9F7|LRC8B_HUMAN	tr|H0V7N0|H0V7N0_CAVPO
OG0011177	sp|Q6UWL6|KIRR2_HUMAN	tr|H0V8D4|H0V8D4_CAVPO
OG0011178	sp|O95757|HS74L_HUMAN	tr|H0V8F4|H0V8F4_CAVPO
OG0011179	sp|P30530|UFO_HUMAN	tr|H0VBJ4|H0VBJ4_CAVPO
OG0011180	sp|Q53RY4|KCP3_HUMAN	tr|H0VBR4|H0VBR4_CAVPO
OG0011181	sp|Q96FZ7|CHMP6_HUMAN	tr|H0VBW8|H0VBW8_CAVPO
OG0011182	sp|Q9HBD1|RC3H2_HUMAN	tr|H0VCJ1|H0VCJ1_CAVPO
OG0011183	sp|Q9H813|PACC1_HUMAN	tr|H0VED2|H0VED2_CAVPO
OG0011184	sp|Q9Y6V0|PCLO_HUMAN	tr|H0VEH4|H0VEH4_CAVPO
OG0011185	sp|Q9NRR6|INP5E_HUMAN	tr|H0VEZ3|H0VEZ3_CAVPO
OG0011186	sp|Q5MY95|ENTP8_HUMAN	tr|H0VFK2|H0VFK2_CAVPO
OG0011187	sp|P49411|EFTU_HUMAN	tr|H0VH39|H0VH39_CAVPO
OG0011188	sp|P34949|MPI_HUMAN	tr|H0VHT6|H0VHT6_CAVPO
OG0011189	sp|O14893|GEMI2_HUMAN	tr|H0VIY7|H0VIY7_CAVPO
OG0011190	sp|P59827|BPIB4_HUMAN	tr|H0VLK7|H0VLK7_CAVPO
OG0011191	sp|Q9C0K7|STRAB_HUMAN	tr|H0VMT2|H0VMT2_CAVPO
OG0011192	sp|Q86W34|AMZ2_HUMAN	tr|H0VMV9|H0VMV9_CAVPO
OG0011193	sp|Q9C0F1|CEP44_HUMAN	tr|H0VNA9|H0VNA9_CAVPO
OG0011194	sp|Q8NDB2|BANK1_HUMAN	tr|H0VP23|H0VP23_CAVPO
OG0011195	sp|Q8IUH4|ZDH13_HUMAN	tr|H0VPH4|H0VPH4_CAVPO
OG0011196	sp|Q9H173|SIL1_HUMAN	tr|H0VQN5|H0VQN5_CAVPO
OG0011197	sp|Q9Y6Y1|CMTA1_HUMAN	tr|H0VRS2|H0VRS2_CAVPO
OG0011198	sp|P04818|TYSY_HUMAN	tr|H0VTN7|H0VTN7_CAVPO
OG0011199	sp|Q13330|MTA1_HUMAN	tr|H0VUI7|H0VUI7_CAVPO
OG0011200	sp|P30281|CCND3_HUMAN	tr|H0VWC6|H0VWC6_CAVPO
OG0011201	sp|Q16836|HCDH_HUMAN	tr|H0VYG0|H0VYG0_CAVPO
OG0011202	sp|Q5TGU0|TSPO2_HUMAN	tr|H0VZR6|H0VZR6_CAVPO
OG0011203	sp|Q9HBI0|PARVG_HUMAN	tr|H0W156|H0W156_CAVPO
OG0011204	sp|Q8TDY2|RBCC1_HUMAN	tr|H0W1P0|H0W1P0_CAVPO
OG0011205	sp|A6NKN8|PC4L1_HUMAN	tr|H0W3E6|H0W3E6_CAVPO
OG0011206	sp|Q96I45|TM141_HUMAN	tr|H0W3P1|H0W3P1_CAVPO
OG0011207	sp|P06681|CO2_HUMAN	tr|H0W459|H0W459_CAVPO
OG0011208	sp|Q96PD5|PGRP2_HUMAN	tr|H0W5Q4|H0W5Q4_CAVPO
OG0011209	sp|O15037|KHNYN_HUMAN	tr|H0W7T1|H0W7T1_CAVPO
OG0011210	sp|Q9H568|ACTL8_HUMAN	tr|H0W945|H0W945_CAVPO
OG0011211	sp|Q6ZUJ4|CC062_HUMAN	tr|H0W9M1|H0W9M1_CAVPO
OG0011212	sp|Q9Y2B0|CNPY2_HUMAN	tr|H0WBZ3|H0WBZ3_CAVPO
OG0011213	sp|Q13151|ROA0_HUMAN	tr|H0WC22|H0WC22_CAVPO
OG0011214	sp|Q9Y6R7|FCGBP_HUMAN	tr|H0WC58|H0WC58_CAVPO
OG0011215	sp|P16444|DPEP1_HUMAN	tr|H0WCB5|H0WCB5_CAVPO
OG0011216	sp|Q9UGK8|SRGEF_HUMAN	tr|H0WDL9|H0WDL9_CAVPO
OG0011217	sp|P60604|UB2G2_HUMAN	tr|A0A286XA49|A0A286XA49_CAVPO
OG0011218	sp|O60285|NUAK1_HUMAN	tr|A0A286XEM7|A0A286XEM7_CAVPO
OG0011219	sp|P41223|BUD31_HUMAN	tr|A0A286XGJ2|A0A286XGJ2_CAVPO
OG0011220	sp|Q9HCY8|S10AE_HUMAN	tr|A0A286XIP1|A0A286XIP1_CAVPO
OG0011221	sp|P30876|RPB2_HUMAN	tr|A0A286XIQ9|A0A286XIQ9_CAVPO
OG0011222	sp|Q7M4L6|SHF_HUMAN	tr|A0A286XJD6|A0A286XJD6_CAVPO
OG0011223	sp|P0C2S0|CTXN2_HUMAN	tr|A0A286XKE1|A0A286XKE1_CAVPO
OG0011224	sp|O75312|ZPR1_HUMAN	tr|A0A286XKJ1|A0A286XKJ1_CAVPO
OG0011225	sp|O75712|CXB3_HUMAN	tr|A0A286XM90|A0A286XM90_CAVPO
OG0011226	sp|Q9H4A3|WNK1_HUMAN	tr|A0A286XN22|A0A286XN22_CAVPO
OG0011227	sp|P82650|RT22_HUMAN	tr|A0A286XPH2|A0A286XPH2_CAVPO
OG0011228	sp|Q14BN4|SLMAP_HUMAN	tr|A0A286XQM7|A0A286XQM7_CAVPO
OG0011229	sp|Q00169|PIPNA_HUMAN	tr|A0A286XRZ5|A0A286XRZ5_CAVPO
OG0011230	sp|Q9NQI0|DDX4_HUMAN	tr|A0A286XSK5|A0A286XSK5_CAVPO
OG0011231	sp|Q96DE5|APC16_HUMAN	tr|A0A286XSZ5|A0A286XSZ5_CAVPO
OG0011232	sp|Q99816|TS101_HUMAN	tr|A0A286XT57|A0A286XT57_CAVPO
OG0011233	sp|A1Z1Q3|MACD2_HUMAN	tr|A0A286XU28|A0A286XU28_CAVPO
OG0011234	sp|Q96SL4|GPX7_HUMAN	tr|A0A286XV58|A0A286XV58_CAVPO
OG0011235	sp|Q96A98|TIP39_HUMAN	tr|A0A286XXV8|A0A286XXV8_CAVPO
OG0011236	sp|Q9NVS9|PNPO_HUMAN	tr|A0A286Y2U5|A0A286Y2U5_CAVPO
OG0011237	sp|Q96AH0|SOSB2_HUMAN	tr|A0A286Y411|A0A286Y411_CAVPO
OG0011238	sp|Q9Y5Y7|LYVE1_HUMAN	tr|A0A286Y5W9|A0A286Y5W9_CAVPO
OG0011239	sp|Q92546|RGP1_HUMAN	tr|H0UTV8|H0UTV8_CAVPO
OG0011240	sp|Q96P70|IPO9_HUMAN	tr|H0UUN3|H0UUN3_CAVPO
OG0011241	sp|P29590|PML_HUMAN	tr|H0UVX5|H0UVX5_CAVPO
OG0011242	sp|O95251|KAT7_HUMAN	tr|H0UX50|H0UX50_CAVPO
OG0011243	sp|Q8NDG6|TDRD9_HUMAN	tr|H0UZA7|H0UZA7_CAVPO
OG0011244	sp|Q8WYJ6|SEPT1_HUMAN	tr|H0V017|H0V017_CAVPO
OG0011245	sp|Q8IWT3|CUL9_HUMAN	tr|H0V1A4|H0V1A4_CAVPO
OG0011246	sp|Q99571|P2RX4_HUMAN	tr|H0V2G8|H0V2G8_CAVPO
OG0011247	sp|P42765|THIM_HUMAN	tr|H0V3U6|H0V3U6_CAVPO
OG0011248	sp|Q96NI6|LRFN5_HUMAN	tr|H0V571|H0V571_CAVPO
OG0011249	sp|Q8NEN0|ARMC2_HUMAN	tr|H0V7X9|H0V7X9_CAVPO
OG0011250	sp|P49821|NDUV1_HUMAN	tr|H0V894|H0V894_CAVPO
OG0011251	sp|Q8TED0|UTP15_HUMAN	tr|H0V8B6|H0V8B6_CAVPO
OG0011252	sp|Q9NPC6|MYOZ2_HUMAN	tr|H0V9R6|H0V9R6_CAVPO
OG0011253	sp|Q9Y5Z0|BACE2_HUMAN	tr|H0VA12|H0VA12_CAVPO
OG0011254	sp|Q9Y2C5|S17A4_HUMAN	tr|H0VAI8|H0VAI8_CAVPO
OG0011255	sp|P30101|PDIA3_HUMAN	tr|H0VBS1|H0VBS1_CAVPO
OG0011256	sp|Q9BZV3|IMPG2_HUMAN	tr|H0VC49|H0VC49_CAVPO
OG0011257	sp|Q6W3E5|GDPD4_HUMAN	tr|H0VCI3|H0VCI3_CAVPO
OG0011258	sp|Q8WXA9|SREK1_HUMAN	tr|H0VDG8|H0VDG8_CAVPO
OG0011259	sp|Q8WVF5|KCTD4_HUMAN	tr|H0VEE8|H0VEE8_CAVPO
OG0011260	sp|Q8N6S4|AN13C_HUMAN	tr|H0VEW6|H0VEW6_CAVPO
OG0011261	sp|Q5U5Q3|MEX3C_HUMAN	tr|H0VF35|H0VF35_CAVPO
OG0011262	sp|Q9BU61|NDUF3_HUMAN	tr|H0VFR9|H0VFR9_CAVPO
OG0011263	sp|Q9UKZ9|PCOC2_HUMAN	tr|H0VFW2|H0VFW2_CAVPO
OG0011264	sp|P62829|RL23_HUMAN	tr|H0VFW4|H0VFW4_CAVPO
OG0011265	sp|Q8WUU4|ZN296_HUMAN	tr|H0VGJ7|H0VGJ7_CAVPO
OG0011266	sp|Q96Q91|B3A4_HUMAN	tr|H0VGP7|H0VGP7_CAVPO
OG0011267	sp|Q7Z6L1|TCPR1_HUMAN	tr|H0VGV7|H0VGV7_CAVPO
OG0011268	sp|Q96JJ7|TMX3_HUMAN	tr|H0VH03|H0VH03_CAVPO
OG0011269	sp|O94829|IPO13_HUMAN	tr|H0VLG5|H0VLG5_CAVPO
OG0011270	sp|Q8TCN5|ZN507_HUMAN	tr|H0VLI6|H0VLI6_CAVPO
OG0011271	sp|P35638|DDIT3_HUMAN	tr|H0VMF6|H0VMF6_CAVPO
OG0011272	sp|Q9UIQ6|LCAP_HUMAN	tr|H0VNM7|H0VNM7_CAVPO
OG0011273	sp|P28066|PSA5_HUMAN	tr|H0VP94|H0VP94_CAVPO
OG0011274	sp|Q96J02|ITCH_HUMAN	tr|H0VPJ7|H0VPJ7_CAVPO
OG0011275	sp|P35606|COPB2_HUMAN	tr|H0VRK1|H0VRK1_CAVPO
OG0011276	sp|Q19T08|ECSCR_HUMAN	tr|H0VUT2|H0VUT2_CAVPO
OG0011277	sp|O00213|APBB1_HUMAN	tr|H0VWA1|H0VWA1_CAVPO
OG0011278	sp|A1L020|MEX3A_HUMAN	tr|H0VWE5|H0VWE5_CAVPO
OG0011279	sp|Q96CT7|CC124_HUMAN	tr|H0VY33|H0VY33_CAVPO
OG0011280	sp|O43716|GATC_HUMAN	tr|H0VZ09|H0VZ09_CAVPO
OG0011281	sp|O94766|B3GA3_HUMAN	tr|H0W372|H0W372_CAVPO
OG0011282	sp|Q9HCU9|BRMS1_HUMAN	tr|H0W4U0|H0W4U0_CAVPO
OG0011283	sp|Q92529|SHC3_HUMAN	tr|H0W5G3|H0W5G3_CAVPO
OG0011284	sp|Q05682|CALD1_HUMAN	tr|H0W792|H0W792_CAVPO
OG0011285	sp|A8MYZ5|IQCF6_HUMAN	tr|H0W7B6|H0W7B6_CAVPO
OG0011286	sp|Q16653|MOG_HUMAN	tr|H0W7D4|H0W7D4_CAVPO
OG0011287	sp|Q6UX15|LAYN_HUMAN	tr|H0W8N1|H0W8N1_CAVPO
OG0011288	sp|Q9P2Y4|ZN219_HUMAN	tr|H0WAN8|H0WAN8_CAVPO
OG0011289	sp|A1A5D9|BICL2_HUMAN	tr|H0WBM0|H0WBM0_CAVPO
OG0011290	sp|A6NCL1|GEMC1_HUMAN	tr|H0WCP5|H0WCP5_CAVPO
OG0011291	sp|P17987|TCPA_HUMAN	tr|A0A286X8Q1|A0A286X8Q1_CAVPO
OG0011292	sp|Q70UQ0|IKIP_HUMAN	tr|A0A286X9J8|A0A286X9J8_CAVPO
OG0011293	sp|Q9BSQ5|CCM2_HUMAN	tr|A0A286XE31|A0A286XE31_CAVPO
OG0011294	sp|Q8N0T1|RBIS_HUMAN	tr|A0A286XGN2|A0A286XGN2_CAVPO
OG0011295	sp|Q16659|MK06_HUMAN	tr|A0A286XHY3|A0A286XHY3_CAVPO
OG0011296	sp|P0CW23|AKAI1_HUMAN	tr|A0A286XJ51|A0A286XJ51_CAVPO
OG0011297	sp|Q13586|STIM1_HUMAN	tr|A0A286XKC0|A0A286XKC0_CAVPO
OG0011298	sp|O14745|NHRF1_HUMAN	tr|A0A286XLN2|A0A286XLN2_CAVPO
OG0011299	sp|O75038|PLCH2_HUMAN	tr|A0A286XLW2|A0A286XLW2_CAVPO
OG0011300	sp|Q53QV2|LBH_HUMAN	tr|A0A286XQ34|A0A286XQ34_CAVPO
OG0011301	sp|P10767|FGF6_HUMAN	tr|A0A286XS38|A0A286XS38_CAVPO
OG0011302	sp|Q9Y399|RT02_HUMAN	tr|A0A286XVC1|A0A286XVC1_CAVPO
OG0011303	sp|Q9UPA5|BSN_HUMAN	tr|A0A286XXD0|A0A286XXD0_CAVPO
OG0011304	sp|O15318|RPC7_HUMAN	tr|A0A286Y2N2|A0A286Y2N2_CAVPO
OG0011305	sp|Q8NF91|SYNE1_HUMAN	tr|A0A286Y2Y7|A0A286Y2Y7_CAVPO
OG0011306	sp|O60664|PLIN3_HUMAN	tr|A0A286Y4W1|A0A286Y4W1_CAVPO
OG0011307	sp|Q13425|SNTB2_HUMAN	tr|A0A286Y4X6|A0A286Y4X6_CAVPO
OG0011308	sp|Q96I25|SPF45_HUMAN	tr|A0A286Y523|A0A286Y523_CAVPO
OG0011309	sp|P32745|SSR3_HUMAN	tr|A0A286Y5B2|A0A286Y5B2_CAVPO
OG0011310	sp|P02786|TFR1_HUMAN	tr|G4WF79|G4WF79_CAVPO
OG0011311	sp|O00255|MEN1_HUMAN	tr|H0UW96|H0UW96_CAVPO
OG0011312	sp|Q99496|RING2_HUMAN	tr|H0UWH9|H0UWH9_CAVPO
OG0011313	sp|Q9Y5B0|CTDP1_HUMAN	tr|H0UYY7|H0UYY7_CAVPO
OG0011314	sp|Q13291|SLAF1_HUMAN	tr|H0UZP0|H0UZP0_CAVPO
OG0011315	sp|Q8WUM4|PDC6I_HUMAN	tr|H0V0D8|H0V0D8_CAVPO
OG0011316	sp|Q8WWQ8|STAB2_HUMAN	tr|H0V0Q4|H0V0Q4_CAVPO
OG0011317	sp|Q96HA9|PX11C_HUMAN	tr|H0V110|H0V110_CAVPO
OG0011318	sp|P49643|PRI2_HUMAN	tr|H0V1Y9|H0V1Y9_CAVPO
OG0011319	sp|Q96BN6|F149B_HUMAN	tr|H0V354|H0V354_CAVPO
OG0011320	sp|Q8N3Z3|GTPB8_HUMAN	tr|H0V375|H0V375_CAVPO
OG0011321	sp|O75208|COQ9_HUMAN	tr|H0V3E0|H0V3E0_CAVPO
OG0011322	sp|P32242|OTX1_HUMAN	tr|H0V460|H0V460_CAVPO
OG0011323	sp|O75817|POP7_HUMAN	tr|H0V691|H0V691_CAVPO
OG0011324	sp|Q9BXJ8|TACAN_HUMAN	tr|H0V7A6|H0V7A6_CAVPO
OG0011325	sp|P12644|BMP4_HUMAN	tr|H0V8U0|H0V8U0_CAVPO
OG0011326	sp|Q8N0Z9|VSI10_HUMAN	tr|H0V950|H0V950_CAVPO
OG0011327	sp|P36508|ZNF76_HUMAN	tr|H0V9Z7|H0V9Z7_CAVPO
OG0011328	sp|Q9Y2G9|SBNO2_HUMAN	tr|H0VA75|H0VA75_CAVPO
OG0011329	sp|Q96T52|IMP2L_HUMAN	tr|H0VBV0|H0VBV0_CAVPO
OG0011330	sp|Q9NZB8|MOCS1_HUMAN	tr|H0VBX9|H0VBX9_CAVPO
OG0011331	sp|Q96K37|S35E1_HUMAN	tr|H0VDK6|H0VDK6_CAVPO
OG0011332	sp|Q03468|ERCC6_HUMAN	tr|H0VEQ8|H0VEQ8_CAVPO
OG0011333	sp|P61278|SMS_HUMAN	tr|H0VF46|H0VF46_CAVPO
OG0011334	sp|Q14849|STAR3_HUMAN	tr|H0VG00|H0VG00_CAVPO
OG0011335	sp|Q8TBZ0|CC110_HUMAN	tr|H0VG79|H0VG79_CAVPO
OG0011336	sp|Q9UKI9|PO2F3_HUMAN	tr|H0VGZ4|H0VGZ4_CAVPO
OG0011337	sp|Q9Y6J0|CABIN_HUMAN	tr|H0VHW7|H0VHW7_CAVPO
OG0011338	sp|P49915|GUAA_HUMAN	tr|H0VJH6|H0VJH6_CAVPO
OG0011339	sp|P55789|ALR_HUMAN	tr|H0VJN0|H0VJN0_CAVPO
OG0011340	sp|P12830|CADH1_HUMAN	tr|H0VKP0|H0VKP0_CAVPO
OG0011341	sp|Q96T88|UHRF1_HUMAN	tr|H0VPS5|H0VPS5_CAVPO
OG0011342	sp|Q7Z628|ARHG8_HUMAN	tr|H0VRB0|H0VRB0_CAVPO
OG0011343	sp|O75030|MITF_HUMAN	tr|H0VS91|H0VS91_CAVPO
OG0011344	sp|P23246|SFPQ_HUMAN	tr|H0VSD7|H0VSD7_CAVPO
OG0011345	sp|Q27J81|INF2_HUMAN	tr|H0VSV1|H0VSV1_CAVPO
OG0011346	sp|P10643|CO7_HUMAN	tr|H0VTW7|H0VTW7_CAVPO
OG0011347	sp|Q03395|ROM1_HUMAN	tr|H0VX59|H0VX59_CAVPO
OG0011348	sp|P20807|CAN3_HUMAN	tr|H0W1N7|H0W1N7_CAVPO
OG0011349	sp|A6XGL0|YJEN3_HUMAN	tr|H0W258|H0W258_CAVPO
OG0011350	sp|Q9Y3D3|RT16_HUMAN	tr|H0W2J1|H0W2J1_CAVPO
OG0011351	sp|P48378|RFX2_HUMAN	tr|H0W2L1|H0W2L1_CAVPO
