Orthogroup	Homo_sapiens	Mesocricetus_auratus
OG0010135	sp|Q08828|ADCY1_HUMAN	tr|A0A1U8CFF7|A0A1U8CFF7_MESAU
OG0010136	sp|Q13061|TRDN_HUMAN	tr|A0A3Q0CII9|A0A3Q0CII9_MESAU
OG0010137	sp|Q2M3C7|SPKAP_HUMAN	tr|A0A1U7R9N6|A0A1U7R9N6_MESAU
OG0010138	sp|Q4G0U5|PCDP1_HUMAN	tr|A0A1U7QE01|A0A1U7QE01_MESAU
OG0010139	sp|Q6DD87|ZN787_HUMAN	tr|A0A3Q0DGS0|A0A3Q0DGS0_MESAU
OG0010140	sp|Q6NUI6|CHADL_HUMAN	tr|A0A3Q0CJQ6|A0A3Q0CJQ6_MESAU
OG0010141	sp|Q7RTX7|CTSR4_HUMAN	tr|A0A1U7R5A1|A0A1U7R5A1_MESAU
OG0010142	sp|Q8IX15|HOMEZ_HUMAN	tr|A0A3Q0DHY2|A0A3Q0DHY2_MESAU
OG0010143	sp|Q8IXQ9|ETKMT_HUMAN	tr|A0A1U7QRA2|A0A1U7QRA2_MESAU
OG0010144	sp|Q8IXV7|KLD8B_HUMAN	tr|A0A1U7QUJ5|A0A1U7QUJ5_MESAU
OG0010145	sp|Q8IYM1|SEP12_HUMAN	tr|A0A3Q0DA05|A0A3Q0DA05_MESAU
OG0010146	sp|Q8N307|MUC20_HUMAN	tr|A0A1U8C278|A0A1U8C278_MESAU
OG0010147	sp|Q8NBI2|CYAC3_HUMAN	tr|A0A1U8BI29|A0A1U8BI29_MESAU
OG0010148	sp|Q8NCD3|HJURP_HUMAN	tr|A0A1U8CGE7|A0A1U8CGE7_MESAU
OG0010149	sp|Q8NFV4|ABHDB_HUMAN	tr|A0A1U7QW86|A0A1U7QW86_MESAU
OG0010150	sp|Q8WV22|NSE1_HUMAN	tr|A0A3Q0CVU7|A0A3Q0CVU7_MESAU
OG0010151	sp|Q8WW59|SPRY4_HUMAN	tr|A0A1U7QV38|A0A1U7QV38_MESAU
OG0010152	sp|Q8WWV3|RT4I1_HUMAN	tr|A0A1U7QUE4|A0A1U7QUE4_MESAU
OG0010153	sp|Q8WZ59|TM190_HUMAN	tr|A0A1U7QZ79|A0A1U7QZ79_MESAU
OG0010154	sp|Q92535|PIGC_HUMAN	tr|A0A1U8C2A5|A0A1U8C2A5_MESAU
OG0010155	sp|Q969U6|FBXW5_HUMAN	tr|A0A1U8CH61|A0A1U8CH61_MESAU
OG0010156	sp|Q96B21|TM45B_HUMAN	tr|A0A1U7QRF0|A0A1U7QRF0_MESAU
OG0010157	sp|Q96BD0|SO4A1_HUMAN	tr|A0A1U7QIC6|A0A1U7QIC6_MESAU
OG0010158	sp|Q96BH1|RNF25_HUMAN	tr|A0A1U7Q661|A0A1U7Q661_MESAU
OG0010159	sp|Q96C74|ROP1L_HUMAN	tr|A0A1U8CIG1|A0A1U8CIG1_MESAU
OG0010160	sp|Q96G01|BICD1_HUMAN	tr|A0A3Q0CV63|A0A3Q0CV63_MESAU
OG0010161	sp|Q9BQG2|NUD12_HUMAN	tr|A0A1U7QQQ2|A0A1U7QQQ2_MESAU
OG0010162	sp|Q9BXM9|FSD1L_HUMAN	tr|A0A3Q0D082|A0A3Q0D082_MESAU
OG0010163	sp|Q9BZM3|GSX2_HUMAN	tr|A0A1U7QWV6|A0A1U7QWV6_MESAU
OG0010164	sp|Q9H213|MAGH1_HUMAN	tr|A0A1U7QVR5|A0A1U7QVR5_MESAU
OG0010165	sp|Q9NWT8|AKIP_HUMAN	tr|A0A1U8C7G1|A0A1U8C7G1_MESAU
OG0010166	sp|Q9NX46|ADPRS_HUMAN	tr|A0A1U7QZL9|A0A1U7QZL9_MESAU
OG0010167	sp|Q9NZS9|BFAR_HUMAN	tr|A0A1U8CDD9|A0A1U8CDD9_MESAU
OG0010168	sp|Q9P0K7|RAI14_HUMAN	tr|A0A1U7QS40|A0A1U7QS40_MESAU
OG0010169	sp|Q9UNI6|DUS12_HUMAN	tr|A0A1U7QRH1|A0A1U7QRH1_MESAU
OG0010170	sp|Q9Y2G8|DJC16_HUMAN	tr|A0A3Q0D8G9|A0A3Q0D8G9_MESAU
OG0010171	sp|Q9Y328|NSG2_HUMAN	tr|A0A3Q0D8Q7|A0A3Q0D8Q7_MESAU
OG0010172	sp|Q9Y5L3|ENTP2_HUMAN	tr|A0A1U7RBJ5|A0A1U7RBJ5_MESAU
OG0010173	sp|A2RU48|SMCO3_HUMAN	tr|A0A1U7Q8L2|A0A1U7Q8L2_MESAU
OG0010174	sp|O15228|GNPAT_HUMAN	tr|A0A1U7Q716|A0A1U7Q716_MESAU
OG0010175	sp|O43174|CP26A_HUMAN	tr|A0A1U7QD41|A0A1U7QD41_MESAU
OG0010176	sp|O43405|COCH_HUMAN	tr|A0A3Q0D0N0|A0A3Q0D0N0_MESAU
OG0010177	sp|O60674|JAK2_HUMAN	tr|A0A1U7QD80|A0A1U7QD80_MESAU
OG0010178	sp|O95183|VAMP5_HUMAN	tr|A0A1U8C475|A0A1U8C475_MESAU
OG0010179	sp|O95873|CF047_HUMAN	tr|A0A1U8CZL3|A0A1U8CZL3_MESAU
OG0010180	sp|O95996|APCL_HUMAN	tr|A0A1U8CIS9|A0A1U8CIS9_MESAU
OG0010181	sp|P02747|C1QC_HUMAN	tr|A0A1U7R4U0|A0A1U7R4U0_MESAU
OG0010183	sp|P22570|ADRO_HUMAN	tr|A0A1U7QB19|A0A1U7QB19_MESAU
OG0010184	sp|P24534|EF1B_HUMAN	tr|A0A1U7QME6|A0A1U7QME6_MESAU
OG0010185	sp|P40925|MDHC_HUMAN	tr|A0A1U7Q626|A0A1U7Q626_MESAU
OG0010186	sp|P49754|VPS41_HUMAN	tr|A0A1U7QPF6|A0A1U7QPF6_MESAU
OG0010187	sp|P51686|CCR9_HUMAN	tr|A0A1U8CDZ7|A0A1U8CDZ7_MESAU
OG0010188	sp|P53396|ACLY_HUMAN	tr|A0A1U7RF50|A0A1U7RF50_MESAU
OG0010189	sp|P60033|CD81_HUMAN	tr|A0A1U7QE11|A0A1U7QE11_MESAU
OG0010190	sp|P63313|TYB10_HUMAN	tr|A0A1U8CFS1|A0A1U8CFS1_MESAU
OG0010191	sp|Q13112|CAF1B_HUMAN	tr|A0A1U7QH53|A0A1U7QH53_MESAU
OG0010192	sp|Q13304|GPR17_HUMAN	tr|A0A1U7Q3C4|A0A1U7Q3C4_MESAU
OG0010193	sp|Q15884|EREP1_HUMAN	tr|A0A3Q0CK82|A0A3Q0CK82_MESAU
OG0010194	sp|Q16633|OBF1_HUMAN	tr|A0A1U7QN41|A0A1U7QN41_MESAU
OG0010195	sp|Q53H12|AGK_HUMAN	tr|A0A1U7R1Z1|A0A1U7R1Z1_MESAU
OG0010196	sp|Q5T6F2|UBAP2_HUMAN	tr|A0A1U7QTN3|A0A1U7QTN3_MESAU
OG0010197	sp|Q5VSY0|GKAP1_HUMAN	tr|A0A1U7R0E7|A0A1U7R0E7_MESAU
OG0010198	sp|Q6PJT7|ZC3HE_HUMAN	tr|A0A1U8BKB9|A0A1U8BKB9_MESAU
OG0010199	sp|Q6VUC0|AP2E_HUMAN	tr|A0A1U7R4V9|A0A1U7R4V9_MESAU
OG0010200	sp|Q6ZQX7|LIAT1_HUMAN	tr|A0A1U7Q436|A0A1U7Q436_MESAU
OG0010201	sp|Q7RTP0|NIPA1_HUMAN	tr|A0A1U8CHC5|A0A1U8CHC5_MESAU
OG0010202	sp|Q7Z5Y7|KCD20_HUMAN	tr|A0A3Q0DGI2|A0A3Q0DGI2_MESAU
OG0010203	sp|Q7Z692|CEA19_HUMAN	tr|A0A3Q0CE51|A0A3Q0CE51_MESAU
OG0010204	sp|Q86VD7|S2542_HUMAN	tr|A0A1U7R584|A0A1U7R584_MESAU
OG0010205	sp|Q8IWB7|WDFY1_HUMAN	tr|A0A1U7R7E0|A0A1U7R7E0_MESAU
OG0010206	sp|Q8N104|D106A_HUMAN	tr|A0A1U7R545|A0A1U7R545_MESAU
OG0010207	sp|Q8NBF1|GLIS1_HUMAN	tr|A0A1U7Q7W0|A0A1U7Q7W0_MESAU
OG0010208	sp|Q8NGU4|OR2I1_HUMAN	tr|A0A3Q0CH12|A0A3Q0CH12_MESAU
OG0010209	sp|Q8TCT7|SPP2B_HUMAN	tr|A0A1U8CSU0|A0A1U8CSU0_MESAU
OG0010210	sp|Q8WUJ3|CEMIP_HUMAN	tr|A0A1U8C7M8|A0A1U8C7M8_MESAU
OG0010211	sp|Q8WWH4|ASZ1_HUMAN	tr|A0A1U7QX57|A0A1U7QX57_MESAU
OG0010212	sp|Q96CK0|ZN653_HUMAN	tr|A0A3Q0CGF1|A0A3Q0CGF1_MESAU
OG0010213	sp|Q96HY7|DHTK1_HUMAN	tr|A0A3Q0D829|A0A3Q0D829_MESAU
OG0010214	sp|Q96NW4|ANR27_HUMAN	tr|A0A1U8CNH3|A0A1U8CNH3_MESAU
OG0010215	sp|Q96S86|HPLN3_HUMAN	tr|A0A1U8CEY2|A0A1U8CEY2_MESAU
OG0010216	sp|Q99487|PAFA2_HUMAN	tr|A0A1U7QS03|A0A1U7QS03_MESAU
OG0010217	sp|Q99608|NECD_HUMAN	tr|A0A1U7QX33|A0A1U7QX33_MESAU
OG0010218	sp|Q99618|CDCA3_HUMAN	tr|A0A1U8BQT4|A0A1U8BQT4_MESAU
OG0010219	sp|Q9BQ67|GRWD1_HUMAN	tr|A0A1U7RAL7|A0A1U7RAL7_MESAU
OG0010220	sp|Q9BYD2|RM09_HUMAN	tr|A0A1U7QX52|A0A1U7QX52_MESAU
OG0010221	sp|Q9C0D2|CE295_HUMAN	tr|A0A3Q0DCS5|A0A3Q0DCS5_MESAU
OG0010222	sp|Q9GZZ7|GFRA4_HUMAN	tr|A0A1U7QIX0|A0A1U7QIX0_MESAU
OG0010223	sp|Q9H171|ZBP1_HUMAN	tr|A0A1U7QTY6|A0A1U7QTY6_MESAU
OG0010224	sp|Q9H1B7|I2BPL_HUMAN	tr|A0A1U7QQR3|A0A1U7QQR3_MESAU
OG0010225	sp|Q9H3Y6|SRMS_HUMAN	tr|A0A1U8C924|A0A1U8C924_MESAU
OG0010226	sp|Q9H490|PIGU_HUMAN	tr|A0A3Q0DF30|A0A3Q0DF30_MESAU
OG0010227	sp|Q9HB07|MYG1_HUMAN	tr|A0A1U7Q427|A0A1U7Q427_MESAU
OG0010228	sp|Q9NPB0|SMDC1_HUMAN	tr|A0A1U7RBD4|A0A1U7RBD4_MESAU
OG0010229	sp|Q9NQE7|TSSP_HUMAN	tr|A0A3Q0CEP2|A0A3Q0CEP2_MESAU
OG0010230	sp|Q9NY64|GTR8_HUMAN	tr|A0A3Q0CF56|A0A3Q0CF56_MESAU
OG0010231	sp|Q9P270|SLAI2_HUMAN	tr|A0A3Q0D3V0|A0A3Q0D3V0_MESAU
OG0010232	sp|Q9P2I0|CPSF2_HUMAN	tr|A0A1U8BJJ1|A0A1U8BJJ1_MESAU
OG0010233	sp|Q9UBB6|NCDN_HUMAN	tr|A0A1U8CIZ1|A0A1U8CIZ1_MESAU
OG0010234	sp|Q9UBP5|HEY2_HUMAN	tr|A0A1U7QGV4|A0A1U7QGV4_MESAU
OG0010235	sp|Q9UGR2|Z3H7B_HUMAN	tr|A0A1U7Q9I8|A0A1U7Q9I8_MESAU
OG0010236	sp|Q9UKB3|DJC12_HUMAN	tr|A0A1U8C0F2|A0A1U8C0F2_MESAU
OG0010237	sp|Q9UQ80|PA2G4_HUMAN	tr|A0A1U7RGP2|A0A1U7RGP2_MESAU
OG0010238	sp|Q9Y3Y4|PYGO1_HUMAN	tr|A0A1U7QVB2|A0A1U7QVB2_MESAU
OG0010239	sp|A1L4K1|FSD2_HUMAN	tr|A0A3Q0CYR9|A0A3Q0CYR9_MESAU
OG0010240	sp|A6NCL2|LRCL1_HUMAN	tr|A0A3Q0DG62|A0A3Q0DG62_MESAU
OG0010241	sp|A6NDB9|PALM3_HUMAN	tr|A0A1U7QWY3|A0A1U7QWY3_MESAU
OG0010242	sp|A6NFE3|EFC10_HUMAN	tr|A0A1U7QZE6|A0A1U7QZE6_MESAU
OG0010243	sp|A6NMA1|TR5OS_HUMAN	tr|A0A1U7R9M3|A0A1U7R9M3_MESAU
OG0010244	sp|A8MZ59|LEUTX_HUMAN	tr|A0A3Q0C9P5|A0A3Q0C9P5_MESAU
OG0010245	sp|O14936|CSKP_HUMAN	tr|A0A3Q0D7G5|A0A3Q0D7G5_MESAU
OG0010246	sp|O15235|RT12_HUMAN	tr|A0A3Q0CE74|A0A3Q0CE74_MESAU
OG0010247	sp|O43303|CP110_HUMAN	tr|A0A1U8C0L6|A0A1U8C0L6_MESAU
OG0010248	sp|O43508|TNF12_HUMAN	tr|A0A1U8BUC8|A0A1U8BUC8_MESAU
OG0010249	sp|O43924|PDE6D_HUMAN	tr|A0A1U7QZ77|A0A1U7QZ77_MESAU
OG0010250	sp|O75752|B3GL1_HUMAN	tr|A0A1U8CLN8|A0A1U8CLN8_MESAU
OG0010251	sp|O75928|PIAS2_HUMAN	tr|A0A3Q0D112|A0A3Q0D112_MESAU
OG0010252	sp|P00540|MOS_HUMAN	tr|A0A1U7RHX1|A0A1U7RHX1_MESAU
OG0010254	sp|P35557|HXK4_HUMAN	tr|A0A1U8CZC8|A0A1U8CZC8_MESAU
OG0010255	sp|P43686|PRS6B_HUMAN	tr|A0A1U7QV15|A0A1U7QV15_MESAU
OG0010256	sp|P60852|ZP1_HUMAN	tr|A7U672|A7U672_MESAU
OG0010257	sp|P78325|ADAM8_HUMAN	tr|A0A1U7Q6L9|A0A1U7Q6L9_MESAU
OG0010258	sp|P99999|CYC_HUMAN	tr|A0A3Q0D688|A0A3Q0D688_MESAU
OG0010259	sp|Q00796|DHSO_HUMAN	tr|A0A1U7QB81|A0A1U7QB81_MESAU
OG0010260	sp|Q14061|COX17_HUMAN	tr|A0A1U7QRK9|A0A1U7QRK9_MESAU
OG0010261	sp|Q14515|SPRL1_HUMAN	tr|A0A1U7QLE3|A0A1U7QLE3_MESAU
OG0010262	sp|Q16647|PTGIS_HUMAN	tr|A0A3Q0CSI6|A0A3Q0CSI6_MESAU
OG0010263	sp|Q56A73|SPIN4_HUMAN	tr|A0A1U8CMX4|A0A1U8CMX4_MESAU
OG0010264	sp|Q5GH72|XKR7_HUMAN	tr|A0A1U7R2H4|A0A1U7R2H4_MESAU
OG0010265	sp|Q5T292|TM273_HUMAN	tr|A0A1U8CF74|A0A1U8CF74_MESAU
OG0010266	sp|Q5T5P2|SKT_HUMAN	tr|A0A1U8CHM8|A0A1U8CHM8_MESAU
OG0010267	sp|Q5TCS8|KAD9_HUMAN	tr|A0A3Q0CQ87|A0A3Q0CQ87_MESAU
OG0010268	sp|Q5VU57|CBPC6_HUMAN	tr|A0A1U8BT10|A0A1U8BT10_MESAU
OG0010269	sp|Q6IPR1|ETFR1_HUMAN	tr|A0A1U7Q8Q2|A0A1U7Q8Q2_MESAU
OG0010270	sp|Q6PCB5|RSBNL_HUMAN	tr|A0A3Q0D7K5|A0A3Q0D7K5_MESAU
OG0010271	sp|Q6UXB0|F131A_HUMAN	tr|A0A1U7QDM9|A0A1U7QDM9_MESAU
OG0010272	sp|Q6ZU67|BEND4_HUMAN	tr|A0A3Q0CSC9|A0A3Q0CSC9_MESAU
OG0010273	sp|Q86SJ2|AMGO2_HUMAN	tr|A0A1U8BU00|A0A1U8BU00_MESAU
OG0010274	sp|Q86TU7|SETD3_HUMAN	tr|A0A1U8BVY0|A0A1U8BVY0_MESAU
OG0010275	sp|Q86UW8|HPLN4_HUMAN	tr|A0A1U7R589|A0A1U7R589_MESAU
OG0010276	sp|Q86WR0|CCD25_HUMAN	tr|A0A1U8CAY9|A0A1U8CAY9_MESAU
OG0010277	sp|Q86XI6|PPR3B_HUMAN	tr|A0A1U8BSR9|A0A1U8BSR9_MESAU
OG0010278	sp|Q8IUX1|T126B_HUMAN	tr|A0A1U8C7I0|A0A1U8C7I0_MESAU
OG0010279	sp|Q8IW41|MAPK5_HUMAN	tr|A0A3Q0D3P0|A0A3Q0D3P0_MESAU
OG0010280	sp|Q8IWR1|TRI59_HUMAN	tr|A0A1U7QTK8|A0A1U7QTK8_MESAU
OG0010281	sp|Q8IZF7|AGRF2_HUMAN	tr|A0A3Q0CU45|A0A3Q0CU45_MESAU
OG0010282	sp|Q8N3D4|EH1L1_HUMAN	tr|A0A1U8BTG3|A0A1U8BTG3_MESAU
OG0010283	sp|Q8N488|RYBP_HUMAN	tr|A0A3Q0CS29|A0A3Q0CS29_MESAU
OG0010284	sp|Q8NFM4|ADCY4_HUMAN	tr|A0A1U7QTH1|A0A1U7QTH1_MESAU
OG0010285	sp|Q8WUT4|LRRN4_HUMAN	tr|A0A1U7QBF4|A0A1U7QBF4_MESAU
OG0010286	sp|Q96JX3|SRAC1_HUMAN	tr|A0A1U8BE33|A0A1U8BE33_MESAU
OG0010287	sp|Q96NL6|SCLT1_HUMAN	tr|A0A1U7QKW0|A0A1U7QKW0_MESAU
OG0010288	sp|Q9BPV8|P2Y13_HUMAN	tr|A0A1U7QP40|A0A1U7QP40_MESAU
OG0010289	sp|Q9BYS8|LRRC2_HUMAN	tr|A0A3Q0CTH7|A0A3Q0CTH7_MESAU
OG0010290	sp|Q9H299|SH3L3_HUMAN	tr|A0A1U7QIF2|A0A1U7QIF2_MESAU
OG0010291	sp|Q9HD34|LYRM4_HUMAN	tr|A0A3Q0CE18|A0A3Q0CE18_MESAU
OG0010292	sp|Q9NTQ9|CXB4_HUMAN	tr|A0A1U7QRR6|A0A1U7QRR6_MESAU
OG0010293	sp|Q9NUQ6|SPS2L_HUMAN	tr|A0A1U8CDR0|A0A1U8CDR0_MESAU
OG0010294	sp|Q9NVM4|ANM7_HUMAN	tr|A0A1U8CCR1|A0A1U8CCR1_MESAU
OG0010295	sp|Q9NZC7|WWOX_HUMAN	tr|A0A1U7QFZ0|A0A1U7QFZ0_MESAU
OG0010296	sp|Q9P0K9|FRS1L_HUMAN	tr|A0A3Q0D232|A0A3Q0D232_MESAU
OG0010297	sp|Q9Y2H2|SAC2_HUMAN	tr|A0A1U8BYR3|A0A1U8BYR3_MESAU
OG0010298	sp|Q9Y697|NFS1_HUMAN	tr|A0A1U7R2Z2|A0A1U7R2Z2_MESAU
OG0010299	sp|A6NEK1|ARRD5_HUMAN	tr|A0A1U7QUV4|A0A1U7QUV4_MESAU
OG0010300	sp|B1ATL7|PRR32_HUMAN	tr|A0A1U7QXM0|A0A1U7QXM0_MESAU
OG0010301	sp|D6RGH6|MCIN_HUMAN	tr|A0A1U7Q7Z0|A0A1U7Q7Z0_MESAU
OG0010302	sp|O00186|STXB3_HUMAN	tr|A0A3Q0CWJ7|A0A3Q0CWJ7_MESAU
OG0010303	sp|O14523|C2C2L_HUMAN	tr|A0A1U7QAB8|A0A1U7QAB8_MESAU
OG0010304	sp|O15160|RPAC1_HUMAN	tr|A0A1U7Q815|A0A1U7Q815_MESAU
OG0010305	sp|O60610|DIAP1_HUMAN	tr|A0A1U7QC57|A0A1U7QC57_MESAU
OG0010306	sp|O95292|VAPB_HUMAN	tr|A0A1U7QTR6|A0A1U7QTR6_MESAU
OG0010307	sp|O95741|CPNE6_HUMAN	tr|A0A1U7QTE9|A0A1U7QTE9_MESAU
OG0010308	sp|O95825|QORL1_HUMAN	tr|A0A3Q0CWP0|A0A3Q0CWP0_MESAU
OG0010309	sp|O95971|BY55_HUMAN	tr|A0A1U8CIP9|A0A1U8CIP9_MESAU
OG0010310	sp|P01127|PDGFB_HUMAN	tr|A0A1U8BH11|A0A1U8BH11_MESAU
OG0010311	sp|P05155|IC1_HUMAN	tr|A0A1U8CDV4|A0A1U8CDV4_MESAU
OG0010312	sp|P05186|PPBT_HUMAN	tr|W6E8V7|W6E8V7_MESAU
OG0010313	sp|P23511|NFYA_HUMAN	tr|A0A1U7Q845|A0A1U7Q845_MESAU
OG0010314	sp|P24666|PPAC_HUMAN	tr|A0A3Q0DA11|A0A3Q0DA11_MESAU
OG0010315	sp|P29375|KDM5A_HUMAN	tr|A0A1U8BQG0|A0A1U8BQG0_MESAU
OG0010316	sp|P48995|TRPC1_HUMAN	tr|A0A3Q0D8A9|A0A3Q0D8A9_MESAU
OG0010317	sp|P60468|SC61B_HUMAN	tr|A0A1U7QTG3|A0A1U7QTG3_MESAU
OG0010318	sp|Q0D2K2|KLH30_HUMAN	tr|A0A3Q0DAJ8|A0A3Q0DAJ8_MESAU
OG0010319	sp|Q12887|COX10_HUMAN	tr|A0A1U7QA68|A0A1U7QA68_MESAU
OG0010320	sp|Q13505|MTX1_HUMAN	tr|A0A1U7R618|A0A1U7R618_MESAU
OG0010321	sp|Q16690|DUS5_HUMAN	tr|A0A1U7Q5Q9|A0A1U7Q5Q9_MESAU
OG0010322	sp|Q17R60|IMPG1_HUMAN	tr|A0A1U7QSI4|A0A1U7QSI4_MESAU
OG0010323	sp|Q18PE1|DOK7_HUMAN	tr|A0A3Q0CN70|A0A3Q0CN70_MESAU
OG0010324	sp|Q2TAL8|QRIC1_HUMAN	tr|A0A3Q0CZ82|A0A3Q0CZ82_MESAU
OG0010325	sp|Q3B726|RPA43_HUMAN	tr|A0A3Q0CVH2|A0A3Q0CVH2_MESAU
OG0010327	sp|Q5JPH6|SYEM_HUMAN	tr|A0A3Q0CW60|A0A3Q0CW60_MESAU
OG0010328	sp|Q5T7V8|GORAB_HUMAN	tr|A0A1U7QRC0|A0A1U7QRC0_MESAU
OG0010329	sp|Q86SE5|RALYL_HUMAN	tr|A0A1U8BS50|A0A1U8BS50_MESAU
OG0010330	sp|Q8IWF6|DEN6A_HUMAN	tr|A0A1U7QRK1|A0A1U7QRK1_MESAU
OG0010331	sp|Q8IXN7|RIMKA_HUMAN	tr|A0A1U7RBV6|A0A1U7RBV6_MESAU
OG0010332	sp|Q8IYV9|IZUM1_HUMAN	tr|A0A1U7QS27|A0A1U7QS27_MESAU
OG0010333	sp|Q8N1F8|S11IP_HUMAN	tr|A0A3Q0CQQ0|A0A3Q0CQQ0_MESAU
OG0010334	sp|Q8N5H7|SH2D3_HUMAN	tr|A0A3Q0CF49|A0A3Q0CF49_MESAU
OG0010335	sp|Q8N8Q8|COX18_HUMAN	tr|A0A1U7Q8Z7|A0A1U7Q8Z7_MESAU
OG0010336	sp|Q8N8R3|MCATL_HUMAN	tr|A0A3Q0CCX3|A0A3Q0CCX3_MESAU
OG0010337	sp|Q8TBP5|F174A_HUMAN	tr|A0A1U8C699|A0A1U8C699_MESAU
OG0010338	sp|Q8TET4|GANC_HUMAN	tr|A0A3Q0D9K2|A0A3Q0D9K2_MESAU
OG0010339	sp|Q92506|DHB8_HUMAN	tr|A0A1U7RE95|A0A1U7RE95_MESAU
OG0010340	sp|Q96A37|RN166_HUMAN	tr|A0A1U7QRK6|A0A1U7QRK6_MESAU
OG0010341	sp|Q96AP0|ACD_HUMAN	tr|A0A3Q0D0Q5|A0A3Q0D0Q5_MESAU
OG0010342	sp|Q96CS2|HAUS1_HUMAN	tr|A0A1U7QWY8|A0A1U7QWY8_MESAU
OG0010343	sp|Q96HP4|OXND1_HUMAN	tr|A0A1U8C735|A0A1U8C735_MESAU
OG0010344	sp|Q96M63|ODAD1_HUMAN	tr|A0A1U7RAL2|A0A1U7RAL2_MESAU
OG0010345	sp|Q96QE5|TEFM_HUMAN	tr|A0A1U8C2P3|A0A1U8C2P3_MESAU
OG0010346	sp|Q96QF0|RAB3I_HUMAN	tr|A0A1U8CMN0|A0A1U8CMN0_MESAU
OG0010347	sp|Q96SL8|FIZ1_HUMAN	tr|A0A1U8CTM2|A0A1U8CTM2_MESAU
OG0010348	sp|Q99607|ELF4_HUMAN	tr|A0A1U7RH75|A0A1U7RH75_MESAU
OG0010349	sp|Q99697|PITX2_HUMAN	tr|A0A1U7R7W2|A0A1U7R7W2_MESAU
OG0010350	sp|Q9BSG5|RTBDN_HUMAN	tr|A0A1U8CQ94|A0A1U8CQ94_MESAU
OG0010351	sp|Q9BTD3|TM121_HUMAN	tr|A0A1U7Q933|A0A1U7Q933_MESAU
OG0010352	sp|Q9BZ72|PITM2_HUMAN	tr|A0A3Q0D7H0|A0A3Q0D7H0_MESAU
OG0010353	sp|Q9H0I2|ENKD1_HUMAN	tr|A0A3Q0D1Q2|A0A3Q0D1Q2_MESAU
OG0010354	sp|Q9HAZ2|PRD16_HUMAN	tr|A0A3Q0D5H9|A0A3Q0D5H9_MESAU
OG0010355	sp|Q9HCU5|PREB_HUMAN	tr|A0A1U7QUY0|A0A1U7QUY0_MESAU
OG0010356	sp|Q9HDD0|PLAT1_HUMAN	tr|A0A1U8C2Y7|A0A1U8C2Y7_MESAU
OG0010357	sp|Q9NP79|VTA1_HUMAN	tr|A0A1U7QEG3|A0A1U7QEG3_MESAU
OG0010358	sp|Q9UBK9|UXT_HUMAN	tr|A0A1U7RCC0|A0A1U7RCC0_MESAU
OG0010359	sp|Q9Y227|ENTP4_HUMAN	tr|A0A1U8BQ77|A0A1U8BQ77_MESAU
OG0010360	sp|Q9Y277|VDAC3_HUMAN	tr|A0A1U7Q905|A0A1U7Q905_MESAU
OG0010361	sp|Q9Y5B8|NDK7_HUMAN	tr|A0A3Q0CU21|A0A3Q0CU21_MESAU
OG0010362	sp|A8MTI9|PRS47_HUMAN	tr|A0A1U7R378|A0A1U7R378_MESAU
OG0010363	sp|E9PRG8|CK098_HUMAN	tr|A0A1U7Q4T7|A0A1U7Q4T7_MESAU
OG0010364	sp|O60636|TSN2_HUMAN	tr|A0A3Q0D1H1|A0A3Q0D1H1_MESAU
OG0010365	sp|O75462|CRLF1_HUMAN	tr|A0A1U8CMG4|A0A1U8CMG4_MESAU
OG0010366	sp|O76050|NEUL1_HUMAN	tr|A0A3Q0CWM7|A0A3Q0CWM7_MESAU
OG0010367	sp|O95073|FSBP_HUMAN	tr|A0A1U7QF11|A0A1U7QF11_MESAU
OG0010368	sp|O95382|M3K6_HUMAN	tr|A0A1U7QRY1|A0A1U7QRY1_MESAU
OG0010369	sp|P00748|FA12_HUMAN	tr|A0A1U8C5I3|A0A1U8C5I3_MESAU
OG0010370	sp|P01591|IGJ_HUMAN	tr|A0A1U7QIE3|A0A1U7QIE3_MESAU
OG0010371	sp|P21941|MATN1_HUMAN	tr|A0A3Q0D1N3|A0A3Q0D1N3_MESAU
OG0010372	sp|P25942|TNR5_HUMAN	tr|A0A1U8CMS3|A0A1U8CMS3_MESAU
OG0010373	sp|P28300|LYOX_HUMAN	tr|A0A1U7QC09|A0A1U7QC09_MESAU
OG0010374	sp|P30279|CCND2_HUMAN	tr|A0A1U7R9N8|A0A1U7R9N8_MESAU
OG0010375	sp|P35240|MERL_HUMAN	tr|A0A3Q0CQB6|A0A3Q0CQB6_MESAU
OG0010376	sp|P52732|KIF11_HUMAN	tr|A0A3Q0CIB9|A0A3Q0CIB9_MESAU
OG0010377	sp|P54274|TERF1_HUMAN	tr|A0A1U7Q7I8|A0A1U7Q7I8_MESAU
OG0010378	sp|P83436|COG7_HUMAN	tr|A0A3Q0CW34|A0A3Q0CW34_MESAU
OG0010379	sp|Q15061|WDR43_HUMAN	tr|A0A3Q0CXF3|A0A3Q0CXF3_MESAU
OG0010380	sp|Q15392|DHC24_HUMAN	tr|A0A1U7QSQ4|A0A1U7QSQ4_MESAU
OG0010381	sp|Q15397|PUM3_HUMAN	tr|A0A1U8CB61|A0A1U8CB61_MESAU
OG0010382	sp|Q15434|RBMS2_HUMAN	tr|A0A3Q0D5L8|A0A3Q0D5L8_MESAU
OG0010383	sp|Q15573|TAF1A_HUMAN	tr|A0A1U7QN24|A0A1U7QN24_MESAU
