Orthogroup	Homo_sapiens	Erinaceus_europaeus
OG0011694	sp|Q8TAM2|TTC8_HUMAN	tr|A0A1S2ZZ66|A0A1S2ZZ66_ERIEU
OG0011695	sp|P43490|NAMPT_HUMAN	tr|A0A1S2ZZH7|A0A1S2ZZH7_ERIEU
OG0011696	sp|P10243|MYBA_HUMAN	tr|A0A1S2ZZK9|A0A1S2ZZK9_ERIEU
OG0011697	sp|P26572|MGAT1_HUMAN	tr|A0A1S2ZZZ5|A0A1S2ZZZ5_ERIEU
OG0011698	sp|Q8WTP8|AEN_HUMAN	tr|A0A1S3A1J7|A0A1S3A1J7_ERIEU
OG0011699	sp|A4D0S4|LAMB4_HUMAN	tr|A0A1S3A2L5|A0A1S3A2L5_ERIEU
OG0011700	sp|A6NNN8|S38A8_HUMAN	tr|A0A1S3A2N8|A0A1S3A2N8_ERIEU
OG0011701	sp|Q3KR37|ASTRB_HUMAN	tr|A0A1S3A424|A0A1S3A424_ERIEU
OG0011702	sp|Q8IWL3|HSC20_HUMAN	tr|A0A1S3A5G2|A0A1S3A5G2_ERIEU
OG0011703	sp|Q9Y6B7|AP4B1_HUMAN	tr|A0A1S3A6L4|A0A1S3A6L4_ERIEU
OG0011704	sp|Q9Y566|SHAN1_HUMAN	tr|A0A1S3A982|A0A1S3A982_ERIEU
OG0011705	sp|Q6ZN28|MACC1_HUMAN	tr|A0A1S3AB92|A0A1S3AB92_ERIEU
OG0011706	sp|Q9C019|TRI15_HUMAN	tr|A0A1S3ABC7|A0A1S3ABC7_ERIEU
OG0011707	sp|P18074|ERCC2_HUMAN	tr|A0A1S3ACK9|A0A1S3ACK9_ERIEU
OG0011708	sp|Q9NQ75|CASS4_HUMAN	tr|A0A1S3ADK7|A0A1S3ADK7_ERIEU
OG0011709	sp|Q96LM6|TEX37_HUMAN	tr|A0A1S3AF25|A0A1S3AF25_ERIEU
OG0011710	sp|O94829|IPO13_HUMAN	tr|A0A1S3AI07|A0A1S3AI07_ERIEU
OG0011711	sp|Q15431|SYCP1_HUMAN	tr|A0A1S3AIK4|A0A1S3AIK4_ERIEU
OG0011712	sp|O75417|DPOLQ_HUMAN	tr|A0A1S3AJD1|A0A1S3AJD1_ERIEU
OG0011713	sp|P49589|SYCC_HUMAN	tr|A0A1S3AJJ1|A0A1S3AJJ1_ERIEU
OG0011714	sp|Q8N556|AFAP1_HUMAN	tr|A0A1S3ALJ4|A0A1S3ALJ4_ERIEU
OG0011715	sp|Q8N998|CCD89_HUMAN	tr|A0A1S3AMY5|A0A1S3AMY5_ERIEU
OG0011716	sp|Q8NDD1|CA131_HUMAN	tr|A0A1S3AN63|A0A1S3AN63_ERIEU
OG0011717	sp|Q8NE22|SETD9_HUMAN	tr|A0A1S3APU9|A0A1S3APU9_ERIEU
OG0011718	sp|Q6P3S1|DEN1B_HUMAN	tr|A0A1S3ASP7|A0A1S3ASP7_ERIEU
OG0011719	sp|P10909|CLUS_HUMAN	tr|A0A1S3W3Q6|A0A1S3W3Q6_ERIEU
OG0011720	sp|P55317|FOXA1_HUMAN	tr|A0A1S3W9M7|A0A1S3W9M7_ERIEU
OG0011721	sp|O14786|NRP1_HUMAN	tr|A0A1S3WCF2|A0A1S3WCF2_ERIEU
OG0011722	sp|P42694|HELZ_HUMAN	tr|A0A1S3WDI7|A0A1S3WDI7_ERIEU
OG0011723	sp|Q5T8D3|ACBD5_HUMAN	tr|A0A1S3WFW0|A0A1S3WFW0_ERIEU
OG0011724	sp|Q6UX65|DRAM2_HUMAN	tr|A0A1S3WGA7|A0A1S3WGA7_ERIEU
OG0011725	sp|Q8NDY8|TMM52_HUMAN	tr|A0A1S3WJD6|A0A1S3WJD6_ERIEU
OG0011726	sp|Q53H12|AGK_HUMAN	tr|A0A1S3WMK9|A0A1S3WMK9_ERIEU
OG0011727	sp|Q9ULC8|ZDHC8_HUMAN	tr|A0A1S3WPA1|A0A1S3WPA1_ERIEU
OG0011728	sp|O00244|ATOX1_HUMAN	tr|A0A1S3WVC3|A0A1S3WVC3_ERIEU
OG0011729	sp|Q3L8U1|CHD9_HUMAN	tr|A0A1S3WVE9|A0A1S3WVE9_ERIEU
OG0011730	sp|O95785|WIZ_HUMAN	tr|A0A1S3WVY0|A0A1S3WVY0_ERIEU
OG0011731	sp|Q01151|CD83_HUMAN	tr|A0A1S3WWQ5|A0A1S3WWQ5_ERIEU
OG0011732	sp|Q8N2M4|TM86A_HUMAN	tr|A0A1S2Z9G6|A0A1S2Z9G6_ERIEU
OG0011733	sp|Q7Z3J2|VP35L_HUMAN	tr|A0A1S2ZB46|A0A1S2ZB46_ERIEU
OG0011734	sp|Q8NHY3|GA2L2_HUMAN	tr|A0A1S2ZBX6|A0A1S2ZBX6_ERIEU
OG0011735	sp|Q5GH73|XKR6_HUMAN	tr|A0A1S2ZCP1|A0A1S2ZCP1_ERIEU
OG0011736	sp|O43182|RHG06_HUMAN	tr|A0A1S2ZD29|A0A1S2ZD29_ERIEU
OG0011737	sp|Q5TBK1|N42L1_HUMAN	tr|A0A1S2ZJK8|A0A1S2ZJK8_ERIEU
OG0011738	sp|Q495W5|FUT11_HUMAN	tr|A0A1S2ZJP5|A0A1S2ZJP5_ERIEU
OG0011739	sp|Q6P3R8|NEK5_HUMAN	tr|A0A1S2ZMH6|A0A1S2ZMH6_ERIEU
OG0011740	sp|Q5T1V6|DDX59_HUMAN	tr|A0A1S2ZNI6|A0A1S2ZNI6_ERIEU
OG0011741	sp|Q6P499|NPAL3_HUMAN	tr|A0A1S2ZPU5|A0A1S2ZPU5_ERIEU
OG0011742	sp|Q8NAP8|ZBT8B_HUMAN	tr|A0A1S2ZR85|A0A1S2ZR85_ERIEU
OG0011743	sp|Q7RTV0|PHF5A_HUMAN	tr|A0A1S2ZRL4|A0A1S2ZRL4_ERIEU
OG0011744	sp|Q8TF61|FBX41_HUMAN	tr|A0A1S2ZS88|A0A1S2ZS88_ERIEU
OG0011745	sp|O15062|ZBTB5_HUMAN	tr|A0A1S2ZT59|A0A1S2ZT59_ERIEU
OG0011746	sp|Q8NER5|ACV1C_HUMAN	tr|A0A1S2ZTL9|A0A1S2ZTL9_ERIEU
OG0011747	sp|P15498|VAV_HUMAN	tr|A0A1S2ZV15|A0A1S2ZV15_ERIEU
OG0011748	sp|Q9Y6D9|MD1L1_HUMAN	tr|A0A1S2ZVC3|A0A1S2ZVC3_ERIEU
OG0011749	sp|Q9HBA0|TRPV4_HUMAN	tr|A0A1S2ZVM1|A0A1S2ZVM1_ERIEU
OG0011750	sp|Q8WVX3|CD003_HUMAN	tr|A0A1S2ZW70|A0A1S2ZW70_ERIEU
OG0011751	sp|Q92828|COR2A_HUMAN	tr|A0A1S2ZWA0|A0A1S2ZWA0_ERIEU
OG0011752	sp|O60479|DLX3_HUMAN	tr|A0A1S2ZWI8|A0A1S2ZWI8_ERIEU
OG0011753	sp|P78345|RPP38_HUMAN	tr|A0A1S2ZYS0|A0A1S2ZYS0_ERIEU
OG0011754	sp|Q86VX9|MON1A_HUMAN	tr|A0A1S3A091|A0A1S3A091_ERIEU
OG0011755	sp|Q99941|ATF6B_HUMAN	tr|A0A1S3A0H9|A0A1S3A0H9_ERIEU
OG0011756	sp|Q9UIM3|FKBPL_HUMAN	tr|A0A1S3A0I0|A0A1S3A0I0_ERIEU
OG0011757	sp|Q6IAA8|LTOR1_HUMAN	tr|A0A1S3A0R8|A0A1S3A0R8_ERIEU
OG0011758	sp|O96000|NDUBA_HUMAN	tr|A0A1S3A1Z7|A0A1S3A1Z7_ERIEU
OG0011759	sp|P14859|PO2F1_HUMAN	tr|A0A1S3A3K7|A0A1S3A3K7_ERIEU
OG0011760	sp|Q8IW41|MAPK5_HUMAN	tr|A0A1S3A3Y2|A0A1S3A3Y2_ERIEU
OG0011761	sp|P15259|PGAM2_HUMAN	tr|A0A1S3A416|A0A1S3A416_ERIEU
OG0011762	sp|O75083|WDR1_HUMAN	tr|A0A1S3A4L8|A0A1S3A4L8_ERIEU
OG0011763	sp|Q8N2A8|PLD6_HUMAN	tr|A0A1S3A5L9|A0A1S3A5L9_ERIEU
OG0011764	sp|P15692|VEGFA_HUMAN	tr|A0A1S3A765|A0A1S3A765_ERIEU
OG0011765	sp|Q969N2|PIGT_HUMAN	tr|A0A1S3A859|A0A1S3A859_ERIEU
OG0011766	sp|Q8WXH2|JPH3_HUMAN	tr|A0A1S3A9G4|A0A1S3A9G4_ERIEU
OG0011767	sp|P18283|GPX2_HUMAN	tr|A0A1S3AA70|A0A1S3AA70_ERIEU
OG0011768	sp|Q8N6U8|GP161_HUMAN	tr|A0A1S3AAA4|A0A1S3AAA4_ERIEU
OG0011769	sp|Q8NHS4|CLHC1_HUMAN	tr|A0A1S3ABA6|A0A1S3ABA6_ERIEU
OG0011770	sp|Q9H841|NPAL2_HUMAN	tr|A0A1S3ABK0|A0A1S3ABK0_ERIEU
OG0011771	sp|Q8ND04|SMG8_HUMAN	tr|A0A1S3AE90|A0A1S3AE90_ERIEU
OG0011772	sp|Q8NBN3|TM87A_HUMAN	tr|A0A1S3AED2|A0A1S3AED2_ERIEU
OG0011773	sp|Q6DKI7|PVRIG_HUMAN	tr|A0A1S3AH54|A0A1S3AH54_ERIEU
OG0011774	sp|Q8N3F0|MTURN_HUMAN	tr|A0A1S3AIJ2|A0A1S3AIJ2_ERIEU
OG0011775	sp|Q9H310|RHBG_HUMAN	tr|A0A1S3AIN8|A0A1S3AIN8_ERIEU
OG0011776	sp|Q9UQ10|DHDH_HUMAN	tr|A0A1S3AJP9|A0A1S3AJP9_ERIEU
OG0011777	sp|Q2LD37|K1109_HUMAN	tr|A0A1S3AK62|A0A1S3AK62_ERIEU
OG0011778	sp|O95777|LSM8_HUMAN	tr|A0A1S3AKI3|A0A1S3AKI3_ERIEU
OG0011779	sp|Q9Y5J9|TIM8B_HUMAN	tr|A0A1S3ALE7|A0A1S3ALE7_ERIEU
OG0011780	sp|Q5JTZ9|SYAM_HUMAN	tr|A0A1S3AMD8|A0A1S3AMD8_ERIEU
OG0011781	sp|P51164|ATP4B_HUMAN	tr|A0A1S3AMW2|A0A1S3AMW2_ERIEU
OG0011782	sp|Q96DU7|IP3KC_HUMAN	tr|A0A1S3ANV5|A0A1S3ANV5_ERIEU
OG0011783	sp|Q7Z404|TMC4_HUMAN	tr|A0A1S3AQ41|A0A1S3AQ41_ERIEU
OG0011784	sp|Q5TEA3|DAAF9_HUMAN	tr|A0A1S3ARN3|A0A1S3ARN3_ERIEU
OG0011785	sp|Q6NSI8|SANBR_HUMAN	tr|A0A1S3ASF6|A0A1S3ASF6_ERIEU
OG0011786	sp|Q6IEE7|T132E_HUMAN	tr|A0A1S3W3N0|A0A1S3W3N0_ERIEU
OG0011787	sp|Q9NQG5|RPR1B_HUMAN	tr|A0A1S3W6M8|A0A1S3W6M8_ERIEU
OG0011788	sp|Q96RD6|PANX2_HUMAN	tr|A0A1S3W6R2|A0A1S3W6R2_ERIEU
OG0011789	sp|Q9Y6M1|IF2B2_HUMAN	tr|A0A1S3W6T1|A0A1S3W6T1_ERIEU
OG0011790	sp|A2RUB6|CCD66_HUMAN	tr|A0A1S3W8S6|A0A1S3W8S6_ERIEU
OG0011791	sp|P63027|VAMP2_HUMAN	tr|A0A1S3WAH7|A0A1S3WAH7_ERIEU
OG0011792	sp|Q9BYX4|IFIH1_HUMAN	tr|A0A1S3WCT7|A0A1S3WCT7_ERIEU
OG0011793	sp|A6NNM8|TTL13_HUMAN	tr|A0A1S3WEB4|A0A1S3WEB4_ERIEU
OG0011794	sp|P60008|HILS1_HUMAN	tr|A0A1S3WEV3|A0A1S3WEV3_ERIEU
OG0011795	sp|P26358|DNMT1_HUMAN	tr|A0A1S3WFH8|A0A1S3WFH8_ERIEU
OG0011796	sp|Q6UXK5|LRRN1_HUMAN	tr|A0A1S3WJZ8|A0A1S3WJZ8_ERIEU
OG0011797	sp|Q9NW82|WDR70_HUMAN	tr|A0A1S3WMI5|A0A1S3WMI5_ERIEU
OG0011798	sp|Q8IX19|MCEM1_HUMAN	tr|A0A1S3WNG5|A0A1S3WNG5_ERIEU
OG0011799	sp|Q8IX01|SUGP2_HUMAN	tr|A0A1S3WNY1|A0A1S3WNY1_ERIEU
OG0011800	sp|Q5VWJ9|SNX30_HUMAN	tr|A0A1S3WR42|A0A1S3WR42_ERIEU
OG0011801	sp|Q9H0M4|ZCPW1_HUMAN	tr|A0A1S3WR56|A0A1S3WR56_ERIEU
OG0011802	sp|Q9H0U6|RM18_HUMAN	tr|A0A1S3WSQ8|A0A1S3WSQ8_ERIEU
OG0011803	sp|Q86UK5|LBN_HUMAN	tr|A0A1S3WWK7|A0A1S3WWK7_ERIEU
OG0011804	sp|Q6UXN8|CLC9A_HUMAN	tr|A0A1S2Z9B5|A0A1S2Z9B5_ERIEU
OG0011805	sp|Q9H6I2|SOX17_HUMAN	tr|A0A1S2Z9R2|A0A1S2Z9R2_ERIEU
OG0011806	sp|Q9UBF9|MYOTI_HUMAN	tr|A0A1S2ZDD5|A0A1S2ZDD5_ERIEU
OG0011807	sp|Q9NUQ7|UFSP2_HUMAN	tr|A0A1S2ZDI9|A0A1S2ZDI9_ERIEU
OG0011808	sp|Q14181|DPOA2_HUMAN	tr|A0A1S2ZFN5|A0A1S2ZFN5_ERIEU
OG0011809	sp|Q8N567|ZCHC9_HUMAN	tr|A0A1S2ZG12|A0A1S2ZG12_ERIEU
OG0011810	sp|Q9NVQ4|FAIM1_HUMAN	tr|A0A1S2ZG90|A0A1S2ZG90_ERIEU
OG0011811	sp|P19883|FST_HUMAN	tr|A0A1S2ZGE6|A0A1S2ZGE6_ERIEU
OG0011812	sp|P15289|ARSA_HUMAN	tr|A0A1S2ZHI7|A0A1S2ZHI7_ERIEU
OG0011813	sp|P62380|TBPL1_HUMAN	tr|A0A1S2ZIZ3|A0A1S2ZIZ3_ERIEU
OG0011814	sp|Q96FN4|CPNE2_HUMAN	tr|A0A1S2ZJ64|A0A1S2ZJ64_ERIEU
OG0011815	sp|P55327|TPD52_HUMAN	tr|A0A1S2ZJA4|A0A1S2ZJA4_ERIEU
OG0011816	sp|Q96DF8|ESS2_HUMAN	tr|A0A1S2ZKM9|A0A1S2ZKM9_ERIEU
OG0011817	sp|Q53H54|TYW2_HUMAN	tr|A0A1S2ZKP6|A0A1S2ZKP6_ERIEU
OG0011818	sp|Q2VWP7|PRTG_HUMAN	tr|A0A1S2ZKZ2|A0A1S2ZKZ2_ERIEU
OG0011819	sp|Q7L3B6|CD37L_HUMAN	tr|A0A1S2ZM36|A0A1S2ZM36_ERIEU
OG0011820	sp|Q643R3|LPCT4_HUMAN	tr|A0A1S2ZMN0|A0A1S2ZMN0_ERIEU
OG0011821	sp|Q8N961|ABTB2_HUMAN	tr|A0A1S2ZMZ2|A0A1S2ZMZ2_ERIEU
OG0011822	sp|Q6ZW76|ANKS3_HUMAN	tr|A0A1S2ZNF9|A0A1S2ZNF9_ERIEU
OG0011823	sp|Q9BV44|THUM3_HUMAN	tr|A0A1S2ZNZ2|A0A1S2ZNZ2_ERIEU
OG0011824	sp|O60393|NOBOX_HUMAN	tr|A0A1S2ZP83|A0A1S2ZP83_ERIEU
OG0011825	sp|Q9UII2|ATIF1_HUMAN	tr|A0A1S2ZPB9|A0A1S2ZPB9_ERIEU
OG0011826	sp|Q9BQP9|BPIA3_HUMAN	tr|A0A1S2ZQ05|A0A1S2ZQ05_ERIEU
OG0011827	sp|Q8IW50|F219A_HUMAN	tr|A0A1S2ZQB9|A0A1S2ZQB9_ERIEU
OG0011828	sp|Q9NZZ3|CHMP5_HUMAN	tr|A0A1S2ZQD9|A0A1S2ZQD9_ERIEU
OG0011829	sp|Q9UPG8|PLAL2_HUMAN	tr|A0A1S2ZQW6|A0A1S2ZQW6_ERIEU
OG0011830	sp|Q9BXJ0|C1QT5_HUMAN	tr|A0A1S2ZRZ7|A0A1S2ZRZ7_ERIEU
OG0011831	sp|Q01954|BNC1_HUMAN	tr|A0A1S2ZSM1|A0A1S2ZSM1_ERIEU
OG0011832	sp|P0CG12|DERPC_HUMAN	tr|A0A1S2ZUB2|A0A1S2ZUB2_ERIEU
OG0011833	sp|Q969E8|TSR2_HUMAN	tr|A0A1S2ZUJ5|A0A1S2ZUJ5_ERIEU
OG0011834	sp|P51636|CAV2_HUMAN	tr|A0A1S2ZW34|A0A1S2ZW34_ERIEU
OG0011835	sp|Q99848|EBP2_HUMAN	tr|A0A1S2ZXH0|A0A1S2ZXH0_ERIEU
OG0011836	sp|Q9UIC8|LCMT1_HUMAN	tr|A0A1S2ZYR5|A0A1S2ZYR5_ERIEU
OG0011837	sp|Q7RTU0|TCF24_HUMAN	tr|A0A1S2ZZU1|A0A1S2ZZU1_ERIEU
OG0011838	sp|P07492|GRP_HUMAN	tr|A0A1S3A474|A0A1S3A474_ERIEU
OG0011839	sp|Q495T6|MMEL1_HUMAN	tr|A0A1S3A593|A0A1S3A593_ERIEU
OG0011840	sp|Q8IUH5|ZDH17_HUMAN	tr|A0A1S3A5E4|A0A1S3A5E4_ERIEU
OG0011841	sp|Q6ZMU5|TRI72_HUMAN	tr|A0A1S3A6K5|A0A1S3A6K5_ERIEU
OG0011842	sp|Q8N3S3|PHTF2_HUMAN	tr|A0A1S3A828|A0A1S3A828_ERIEU
OG0011843	sp|Q8IWP9|CC28A_HUMAN	tr|A0A1S3A9V6|A0A1S3A9V6_ERIEU
OG0011844	sp|O75663|TIPRL_HUMAN	tr|A0A1S3AAC4|A0A1S3AAC4_ERIEU
OG0011845	sp|Q9UJQ4|SALL4_HUMAN	tr|A0A1S3AD61|A0A1S3AD61_ERIEU
OG0011846	sp|P23378|GCSP_HUMAN	tr|A0A1S3AEK9|A0A1S3AEK9_ERIEU
OG0011847	sp|Q96RQ3|MCCA_HUMAN	tr|A0A1S3AFD7|A0A1S3AFD7_ERIEU
OG0011848	sp|Q16539|MK14_HUMAN	tr|A0A1S3AFP5|A0A1S3AFP5_ERIEU
OG0011849	sp|Q96MA1|DMRTB_HUMAN	tr|A0A1S3AFQ6|A0A1S3AFQ6_ERIEU
OG0011850	sp|Q9Y4X5|ARI1_HUMAN	tr|A0A1S3AMX5|A0A1S3AMX5_ERIEU
OG0011851	sp|Q9UHP9|SMPX_HUMAN	tr|A0A1S3AQ29|A0A1S3AQ29_ERIEU
OG0011852	sp|Q9H0F6|SHRPN_HUMAN	tr|A0A1S3W2S1|A0A1S3W2S1_ERIEU
OG0011853	sp|Q8WU08|ST32A_HUMAN	tr|A0A1S3W2S8|A0A1S3W2S8_ERIEU
OG0011854	sp|Q8NEZ2|VP37A_HUMAN	tr|A0A1S3W2U9|A0A1S3W2U9_ERIEU
OG0011855	sp|Q8NHV5|MOSMO_HUMAN	tr|A0A1S3W3C8|A0A1S3W3C8_ERIEU
OG0011856	sp|Q64LD2|WDR25_HUMAN	tr|A0A1S3W5F2|A0A1S3W5F2_ERIEU
OG0011857	sp|O43149|ZZEF1_HUMAN	tr|A0A1S3WB33|A0A1S3WB33_ERIEU
OG0011858	sp|Q8N4H0|SPA6L_HUMAN	tr|A0A1S3WET3|A0A1S3WET3_ERIEU
OG0011859	sp|Q8NFZ0|FBH1_HUMAN	tr|A0A1S3WFT5|A0A1S3WFT5_ERIEU
OG0011860	sp|Q8N371|KDM8_HUMAN	tr|A0A1S3WHJ4|A0A1S3WHJ4_ERIEU
OG0011861	sp|Q96M96|FGD4_HUMAN	tr|A0A1S3WM75|A0A1S3WM75_ERIEU
OG0011862	sp|P84157|MXRA7_HUMAN	tr|A0A1S3WN30|A0A1S3WN30_ERIEU
OG0011863	sp|Q8NDL9|CBPC5_HUMAN	tr|A0A1S3WN65|A0A1S3WN65_ERIEU
OG0011864	sp|P39210|MPV17_HUMAN	tr|A0A1S3WN67|A0A1S3WN67_ERIEU
OG0011865	sp|Q674X7|KAZRN_HUMAN	tr|A0A1S3WNN4|A0A1S3WNN4_ERIEU
OG0011866	sp|Q9H3S7|PTN23_HUMAN	tr|A0A1S3WPS0|A0A1S3WPS0_ERIEU
OG0011867	sp|Q9BZF9|UACA_HUMAN	tr|A0A1S3WR67|A0A1S3WR67_ERIEU
OG0011868	sp|Q9Y3X0|CCDC9_HUMAN	tr|A0A1S3WS35|A0A1S3WS35_ERIEU
OG0011869	sp|A6NGB9|WIPF3_HUMAN	tr|A0A1S3WSA5|A0A1S3WSA5_ERIEU
OG0011870	sp|Q9BZL1|UBL5_HUMAN	tr|A0A1S3WTL6|A0A1S3WTL6_ERIEU
OG0011871	sp|Q96M91|CFA53_HUMAN	tr|A0A1S2Z9N0|A0A1S2Z9N0_ERIEU
OG0011872	sp|Q7Z3U7|MON2_HUMAN	tr|A0A1S2ZBR8|A0A1S2ZBR8_ERIEU
OG0011873	sp|Q7Z478|DHX29_HUMAN	tr|A0A1S2ZGD5|A0A1S2ZGD5_ERIEU
OG0011874	sp|P53805|RCAN1_HUMAN	tr|A0A1S2ZI88|A0A1S2ZI88_ERIEU
OG0011875	sp|Q96LD1|SGCZ_HUMAN	tr|A0A1S2ZIS5|A0A1S2ZIS5_ERIEU
OG0011876	sp|Q96CS7|PKHB2_HUMAN	tr|A0A1S2ZKX2|A0A1S2ZKX2_ERIEU
OG0011877	sp|Q8WVD3|RN138_HUMAN	tr|A0A1S2ZL17|A0A1S2ZL17_ERIEU
OG0011878	sp|Q8HWS3|RFX6_HUMAN	tr|A0A1S2ZL79|A0A1S2ZL79_ERIEU
OG0011879	sp|Q9Y2L9|LRCH1_HUMAN	tr|A0A1S2ZLL9|A0A1S2ZLL9_ERIEU
OG0011880	sp|P34810|CD68_HUMAN	tr|A0A1S2ZNR4|A0A1S2ZNR4_ERIEU
OG0011881	sp|Q9H4S2|GSX1_HUMAN	tr|A0A1S2ZP81|A0A1S2ZP81_ERIEU
OG0011882	sp|P20292|AL5AP_HUMAN	tr|A0A1S2ZPA8|A0A1S2ZPA8_ERIEU
OG0011883	sp|P31358|CD52_HUMAN	tr|A0A1S2ZPT6|A0A1S2ZPT6_ERIEU
OG0011884	sp|O15287|FANCG_HUMAN	tr|A0A1S2ZQA3|A0A1S2ZQA3_ERIEU
OG0011885	sp|Q8TDX9|PK1L1_HUMAN	tr|A0A1S2ZU66|A0A1S2ZU66_ERIEU
OG0011886	sp|Q9H9Y2|RPF1_HUMAN	tr|A0A1S2ZUL6|A0A1S2ZUL6_ERIEU
OG0011887	sp|A6NCJ1|TKTI1_HUMAN	tr|A0A1S2ZUZ4|A0A1S2ZUZ4_ERIEU
OG0011888	sp|Q8TCT6|SPPL3_HUMAN	tr|A0A1S2ZVQ0|A0A1S2ZVQ0_ERIEU
OG0011889	sp|P05109|S10A8_HUMAN	tr|A0A1S2ZW01|A0A1S2ZW01_ERIEU
OG0011890	sp|Q13445|TMED1_HUMAN	tr|A0A1S2ZX99|A0A1S2ZX99_ERIEU
OG0011891	sp|O43663|PRC1_HUMAN	tr|A0A1S2ZXB7|A0A1S2ZXB7_ERIEU
OG0011892	sp|Q6DKK2|TTC19_HUMAN	tr|A0A1S2ZXR4|A0A1S2ZXR4_ERIEU
OG0011893	sp|Q9BZJ7|GPR62_HUMAN	tr|A0A1S3A0D8|A0A1S3A0D8_ERIEU
OG0011894	sp|Q92506|DHB8_HUMAN	tr|A0A1S3A0K3|A0A1S3A0K3_ERIEU
OG0011895	sp|O94812|BAIP3_HUMAN	tr|A0A1S3A1X7|A0A1S3A1X7_ERIEU
OG0011896	sp|Q96KJ4|MSLNL_HUMAN	tr|A0A1S3A250|A0A1S3A250_ERIEU
OG0011897	sp|P01148|GON1_HUMAN	tr|A0A1S3A3Y6|A0A1S3A3Y6_ERIEU
OG0011898	sp|Q5TC84|OGRL1_HUMAN	tr|A0A1S3A489|A0A1S3A489_ERIEU
OG0011899	sp|Q9BZW8|CD244_HUMAN	tr|A0A1S3A5I3|A0A1S3A5I3_ERIEU
OG0011900	sp|O15484|CAN5_HUMAN	tr|A0A1S3A5J8|A0A1S3A5J8_ERIEU
OG0011901	sp|P09629|HXB7_HUMAN	tr|A0A1S3A683|A0A1S3A683_ERIEU
OG0011902	sp|A4D1E9|GTPBA_HUMAN	tr|A0A1S3A6P7|A0A1S3A6P7_ERIEU
OG0011903	sp|Q69YN2|C19L1_HUMAN	tr|A0A1S3A6T2|A0A1S3A6T2_ERIEU
OG0011904	sp|P02741|CRP_HUMAN	tr|A0A1S3A7M1|A0A1S3A7M1_ERIEU
OG0011905	sp|Q8N5X7|IF4E3_HUMAN	tr|A0A1S3A7Y7|A0A1S3A7Y7_ERIEU
OG0011906	sp|Q8NEW7|TMIE_HUMAN	tr|A0A1S3A9D8|A0A1S3A9D8_ERIEU
OG0011907	sp|Q96Q83|ALKB3_HUMAN	tr|A0A1S3A9I9|A0A1S3A9I9_ERIEU
OG0011908	sp|Q3MHD2|LSM12_HUMAN	tr|A0A1S3AA95|A0A1S3AA95_ERIEU
OG0011909	sp|P12980|LYL1_HUMAN	tr|A0A1S3ABU4|A0A1S3ABU4_ERIEU
OG0011910	sp|Q8WTR2|DUS19_HUMAN	tr|A0A1S3ABZ3|A0A1S3ABZ3_ERIEU
OG0011911	sp|O00257|CBX4_HUMAN	tr|A0A1S3ACT9|A0A1S3ACT9_ERIEU
OG0011912	sp|Q16620|NTRK2_HUMAN	tr|A0A1S3ADJ0|A0A1S3ADJ0_ERIEU
OG0011913	sp|Q13956|CNCG_HUMAN	tr|A0A1S3ADJ1|A0A1S3ADJ1_ERIEU
OG0011914	sp|P14649|MYL6B_HUMAN	tr|A0A1S3ADT0|A0A1S3ADT0_ERIEU
OG0011915	sp|Q8NGJ8|O51S1_HUMAN	tr|A0A1S3AE22|A0A1S3AE22_ERIEU
OG0011916	sp|Q5D0E6|DALD3_HUMAN	tr|A0A1S3AEJ2|A0A1S3AEJ2_ERIEU
OG0011917	sp|Q8N2H3|PYRD2_HUMAN	tr|A0A1S3AFL0|A0A1S3AFL0_ERIEU
OG0011918	sp|Q9Y580|RBM7_HUMAN	tr|A0A1S3AHE9|A0A1S3AHE9_ERIEU
OG0011919	sp|Q9Y5W7|SNX14_HUMAN	tr|A0A1S3AII0|A0A1S3AII0_ERIEU
OG0011920	sp|Q9HDC9|APMAP_HUMAN	tr|A0A1S3AIN3|A0A1S3AIN3_ERIEU
OG0011921	sp|P24390|ERD21_HUMAN	tr|A0A1S3AJX1|A0A1S3AJX1_ERIEU
OG0011922	sp|Q9UNE0|EDAR_HUMAN	tr|A0A1S3ALI0|A0A1S3ALI0_ERIEU
OG0011923	sp|Q8TC94|ACTL9_HUMAN	tr|A0A1S3AM01|A0A1S3AM01_ERIEU
OG0011924	sp|Q86V20|SHLD2_HUMAN	tr|A0A1S3AQW0|A0A1S3AQW0_ERIEU
OG0011925	sp|Q5EBL4|RIPL1_HUMAN	tr|A0A1S3ASR7|A0A1S3ASR7_ERIEU
OG0011926	sp|Q969I6|S38A4_HUMAN	tr|A0A1S3W3L4|A0A1S3W3L4_ERIEU
OG0011927	sp|O94875|SRBS2_HUMAN	tr|A0A1S3W468|A0A1S3W468_ERIEU
OG0011928	sp|Q9HB89|NMUR1_HUMAN	tr|A0A1S3W6N0|A0A1S3W6N0_ERIEU
OG0011929	sp|Q96PG2|M4A10_HUMAN	tr|A0A1S3W6V3|A0A1S3W6V3_ERIEU
OG0011930	sp|Q969U6|FBXW5_HUMAN	tr|A0A1S3WA45|A0A1S3WA45_ERIEU
OG0011931	sp|Q86TD4|SRCA_HUMAN	tr|A0A1S3WAM4|A0A1S3WAM4_ERIEU
OG0011932	sp|Q9BRX8|PXL2A_HUMAN	tr|A0A1S3WDE7|A0A1S3WDE7_ERIEU
