Orthogroup	Homo_sapiens	Ursus_maritimus
OG0011289	sp|Q6T310|RSLBA_HUMAN	tr|A0A8M1FA24|A0A8M1FA24_URSMA
OG0011290	sp|Q71H61|ILDR2_HUMAN	tr|A0A8M1GBM1|A0A8M1GBM1_URSMA
OG0011291	sp|Q7Z572|SPT21_HUMAN	tr|A0A8M1H1R6|A0A8M1H1R6_URSMA
OG0011292	sp|Q7Z5A9|TAFA1_HUMAN	tr|A0A384D3I1|A0A384D3I1_URSMA
OG0011293	sp|Q86VS8|HOOK3_HUMAN	tr|A0A8M1GTU1|A0A8M1GTU1_URSMA
OG0011294	sp|Q8IUH2|CREG2_HUMAN	tr|A0A384CU06|A0A384CU06_URSMA
OG0011295	sp|Q8IVB4|SL9A9_HUMAN	tr|A0A384DGC5|A0A384DGC5_URSMA
OG0011296	sp|Q8IYK2|CC105_HUMAN	tr|A0A8M1FL47|A0A8M1FL47_URSMA
OG0011297	sp|Q8N1S5|S39AB_HUMAN	tr|A0A384CAN7|A0A384CAN7_URSMA
OG0011298	sp|Q8N6K0|TEX29_HUMAN	tr|A0A384BKP8|A0A384BKP8_URSMA
OG0011299	sp|Q8N8A6|DDX51_HUMAN	tr|A0A8M1EYH7|A0A8M1EYH7_URSMA
OG0011300	sp|Q8NCL8|TM116_HUMAN	tr|A0A384BXA1|A0A384BXA1_URSMA
OG0011301	sp|Q8NCR0|B3GL2_HUMAN	tr|A0A8M1FAC0|A0A8M1FAC0_URSMA
OG0011302	sp|Q8NFU7|TET1_HUMAN	tr|A0A384CH38|A0A384CH38_URSMA
OG0011303	sp|Q8TAQ9|SUN3_HUMAN	tr|A0A384D4T7|A0A384D4T7_URSMA
OG0011304	sp|Q8TB92|HMGC2_HUMAN	tr|A0A384C6A5|A0A384C6A5_URSMA
OG0011305	sp|Q92482|AQP3_HUMAN	tr|A0A8M1G5F1|A0A8M1G5F1_URSMA
OG0011306	sp|Q92567|F168A_HUMAN	tr|A0A8M1G397|A0A8M1G397_URSMA
OG0011307	sp|Q96C10|DHX58_HUMAN	tr|A0A8M1GND0|A0A8M1GND0_URSMA
OG0011308	sp|Q96DT7|ZBT10_HUMAN	tr|A0A8M1FED6|A0A8M1FED6_URSMA
OG0011309	sp|Q96K37|S35E1_HUMAN	tr|A0A8M1FNV1|A0A8M1FNV1_URSMA
OG0011310	sp|Q96LB4|VATG3_HUMAN	tr|A0A384BL72|A0A384BL72_URSMA
OG0011311	sp|Q96MT1|RN145_HUMAN	tr|A0A384C8E7|A0A384C8E7_URSMA
OG0011312	sp|Q96N95|ZN396_HUMAN	tr|A0A384C4N2|A0A384C4N2_URSMA
OG0011313	sp|Q99797|MIPEP_HUMAN	tr|A0A8M1F6M8|A0A8M1F6M8_URSMA
OG0011314	sp|Q9BUP3|HTAI2_HUMAN	tr|A0A384BRB7|A0A384BRB7_URSMA
OG0011315	sp|Q9BUY7|EFC11_HUMAN	tr|A0A384CRG1|A0A384CRG1_URSMA
OG0011316	sp|Q9BYT3|STK33_HUMAN	tr|A0A384BHF7|A0A384BHF7_URSMA
OG0011317	sp|Q9H000|MKRN2_HUMAN	tr|A0A8M1FLX0|A0A8M1FLX0_URSMA
OG0011318	sp|Q9H0H5|RGAP1_HUMAN	tr|A0A384D6T3|A0A384D6T3_URSMA
OG0011319	sp|Q9H3H1|MOD5_HUMAN	tr|A0A384DTX5|A0A384DTX5_URSMA
OG0011320	sp|Q9NPE2|NGRN_HUMAN	tr|A0A384BTV5|A0A384BTV5_URSMA
OG0011321	sp|Q9NPI8|FANCF_HUMAN	tr|A0A384BSB5|A0A384BSB5_URSMA
OG0011322	sp|Q9NRQ5|SMCO4_HUMAN	tr|A0A8M1G3R0|A0A8M1G3R0_URSMA
OG0011323	sp|Q9NS66|GP173_HUMAN	tr|A0A8M1FVF5|A0A8M1FVF5_URSMA
OG0011324	sp|Q9NUB1|ACS2L_HUMAN	tr|A0A8M1GGF9|A0A8M1GGF9_URSMA
OG0011325	sp|Q9NV64|TM39A_HUMAN	tr|A0A384DI09|A0A384DI09_URSMA
OG0011326	sp|Q9NYK5|RM39_HUMAN	tr|A0A384CYV6|A0A384CYV6_URSMA
OG0011327	sp|Q9NZ81|PRR13_HUMAN	tr|A0A384D7C8|A0A384D7C8_URSMA
OG0011328	sp|Q9UMZ3|PTPRQ_HUMAN	tr|A0A384DNJ9|A0A384DNJ9_URSMA
OG0011329	sp|Q9Y446|PKP3_HUMAN	tr|A0A8M1GJ38|A0A8M1GJ38_URSMA
OG0011330	sp|A0A087WXM9|MEIKN_HUMAN	tr|A0A8M1F8X5|A0A8M1F8X5_URSMA
OG0011331	sp|A0A1B0GUT2|CJ143_HUMAN	tr|A0A8M1FED1|A0A8M1FED1_URSMA
OG0011332	sp|A0A286YFK9|SIM38_HUMAN	tr|A0A8M1GIC6|A0A8M1GIC6_URSMA
OG0011333	tr|A0A494C1I1|A0A494C1I1_HUMAN	tr|A0A8M1FPZ3|A0A8M1FPZ3_URSMA
OG0011334	sp|A4D1F6|LRRD1_HUMAN	tr|A0A384BQN5|A0A384BQN5_URSMA
OG0011335	sp|A6NGG8|PCARE_HUMAN	tr|A0A8M1F8B2|A0A8M1F8B2_URSMA
OG0011336	sp|A6NMZ2|SNTAN_HUMAN	tr|A0A384D3M1|A0A384D3M1_URSMA
OG0011337	sp|O15457|MSH4_HUMAN	tr|A0A384C3B8|A0A384C3B8_URSMA
OG0011338	sp|O60890|OPHN1_HUMAN	tr|A0A8M1FTB6|A0A8M1FTB6_URSMA
OG0011339	sp|O75900|MMP23_HUMAN	tr|A0A8M1H1Z0|A0A8M1H1Z0_URSMA
OG0011340	sp|O95751|LDOC1_HUMAN	tr|A0A384CYC6|A0A384CYC6_URSMA
OG0011341	sp|O95867|LY66C_HUMAN	tr|A0A384DTK8|A0A384DTK8_URSMA
OG0011342	sp|P00480|OTC_HUMAN	tr|A0A8M1G2C4|A0A8M1G2C4_URSMA
OG0011343	sp|P00736|C1R_HUMAN	tr|A0A8M1H312|A0A8M1H312_URSMA
OG0011344	sp|P09326|CD48_HUMAN	tr|A0A384CVV3|A0A384CVV3_URSMA
OG0011345	sp|P15086|CBPB1_HUMAN	tr|A0A384DF48|A0A384DF48_URSMA
OG0011346	sp|P16284|PECA1_HUMAN	tr|A0A384CAF4|A0A384CAF4_URSMA
OG0011347	sp|P17600|SYN1_HUMAN	tr|A0A8M1FY32|A0A8M1FY32_URSMA
OG0011348	sp|P28066|PSA5_HUMAN	tr|A0A384D5A9|A0A384D5A9_URSMA
OG0011349	sp|P29074|PTN4_HUMAN	tr|A0A8M1H5G9|A0A8M1H5G9_URSMA
OG0011350	sp|P43351|RAD52_HUMAN	tr|A0A384D7W9|A0A384D7W9_URSMA
OG0011351	sp|P48167|GLRB_HUMAN	tr|A0A8M1FG32|A0A8M1FG32_URSMA
OG0011352	sp|P49675|STAR_HUMAN	tr|A0A384BRE7|A0A384BRE7_URSMA
OG0011353	sp|P62829|RL23_HUMAN	tr|A0A384BXC4|A0A384BXC4_URSMA
OG0011354	sp|P78426|NKX61_HUMAN	tr|A0A384C9U6|A0A384C9U6_URSMA
OG0011355	sp|P82932|RT06_HUMAN	tr|A0A384CZZ5|A0A384CZZ5_URSMA
OG0011356	sp|Q01344|IL5RA_HUMAN	tr|A0A384D2U5|A0A384D2U5_URSMA
OG0011357	sp|Q02535|ID3_HUMAN	tr|A0A384CEK8|A0A384CEK8_URSMA
OG0011358	sp|Q14140|SRTD2_HUMAN	tr|A0A8M1F7L4|A0A8M1F7L4_URSMA
OG0011359	sp|Q14162|SREC_HUMAN	tr|A0A8M1GMY2|A0A8M1GMY2_URSMA
OG0011360	sp|Q16401|PSMD5_HUMAN	tr|A0A8M1FWJ5|A0A8M1FWJ5_URSMA
OG0011361	sp|Q2TB18|ASTE1_HUMAN	tr|A0A384DJ00|A0A384DJ00_URSMA
OG0011362	sp|Q6IAA8|LTOR1_HUMAN	tr|A0A384DFE5|A0A384DFE5_URSMA
OG0011363	sp|Q6IEG0|SNR48_HUMAN	tr|A0A8M1GYZ5|A0A8M1GYZ5_URSMA
OG0011364	sp|Q6PJ61|FBX46_HUMAN	tr|A0A8M1G3A4|A0A8M1G3A4_URSMA
OG0011365	sp|Q6XUX3|DUSTY_HUMAN	tr|A0A8M1GC38|A0A8M1GC38_URSMA
OG0011366	sp|Q70IA6|MOB2_HUMAN	tr|A0A8M1GVY8|A0A8M1GVY8_URSMA
OG0011367	sp|Q86TG1|T150A_HUMAN	tr|A0A8M1FBC5|A0A8M1FBC5_URSMA
OG0011368	sp|Q86UP0|CAD24_HUMAN	tr|A0A384DPT1|A0A384DPT1_URSMA
OG0011369	sp|Q8IWT1|SCN4B_HUMAN	tr|A0A8M1FVZ9|A0A8M1FVZ9_URSMA
OG0011370	sp|Q8IY47|KBTB2_HUMAN	tr|A0A384BR06|A0A384BR06_URSMA
OG0011371	sp|Q8IY67|RAVR1_HUMAN	tr|A0A8M1FYM4|A0A8M1FYM4_URSMA
OG0011372	sp|Q8IYH5|ZZZ3_HUMAN	tr|A0A452TIY7|A0A452TIY7_URSMA
OG0011373	sp|Q8NGK1|O51G1_HUMAN	tr|A0A384DPK3|A0A384DPK3_URSMA
OG0011374	sp|Q8TAT2|FGFP3_HUMAN	tr|A0A8M1FEE3|A0A8M1FEE3_URSMA
OG0011375	sp|Q96B33|CLD23_HUMAN	tr|A0A8M1GTP5|A0A8M1GTP5_URSMA
OG0011376	sp|Q96EE4|CC126_HUMAN	tr|A0A384BPU4|A0A384BPU4_URSMA
OG0011377	sp|Q96GD0|PLPP_HUMAN	tr|A0A8M1GCQ9|A0A8M1GCQ9_URSMA
OG0011378	sp|Q96I24|FUBP3_HUMAN	tr|A0A8M1G0H7|A0A8M1G0H7_URSMA
OG0011379	sp|Q96KG7|MEG10_HUMAN	tr|A0A384CRW5|A0A384CRW5_URSMA
OG0011380	sp|Q96KS9|F167A_HUMAN	tr|A0A384D8B5|A0A384D8B5_URSMA
OG0011381	sp|Q96RU2|UBP28_HUMAN	tr|A0A8M1G4F2|A0A8M1G4F2_URSMA
OG0011382	sp|Q96RY5|CRML_HUMAN	tr|A0A8M1GI18|A0A8M1GI18_URSMA
OG0011383	sp|Q99727|TIMP4_HUMAN	tr|A0A384CMQ9|A0A384CMQ9_URSMA
OG0011384	sp|Q9BSE4|HERP2_HUMAN	tr|A0A384BQ68|A0A384BQ68_URSMA
OG0011385	sp|Q9BXS4|TMM59_HUMAN	tr|A0A384CRD8|A0A384CRD8_URSMA
OG0011386	sp|Q9H209|O10A4_HUMAN	tr|A0A384DQX4|A0A384DQX4_URSMA
OG0011387	sp|Q9H305|CDIP1_HUMAN	tr|A0A384CJQ6|A0A384CJQ6_URSMA
OG0011388	sp|Q9H497|TOR3A_HUMAN	tr|A0A8M1G967|A0A8M1G967_URSMA
OG0011389	sp|Q9NVA1|UQCC1_HUMAN	tr|A0A384CPH7|A0A384CPH7_URSMA
OG0011390	sp|Q9NXS3|KLH28_HUMAN	tr|A0A384CAV2|A0A384CAV2_URSMA
OG0011391	sp|Q9P0W0|IFNK_HUMAN	tr|A0A384CEL5|A0A384CEL5_URSMA
OG0011392	sp|Q9P2F5|STOX2_HUMAN	tr|A0A384DNY8|A0A384DNY8_URSMA
OG0011393	sp|Q9UHN6|CEIP2_HUMAN	tr|A0A384C2V2|A0A384C2V2_URSMA
OG0011394	sp|Q9UMX5|NENF_HUMAN	tr|A0A8M1G9H1|A0A8M1G9H1_URSMA
OG0011395	sp|Q9Y265|RUVB1_HUMAN	tr|A0A384CMH4|A0A384CMH4_URSMA
OG0011396	sp|B7ZBB8|PP13G_HUMAN	tr|A0A8M1H1Y4|A0A8M1H1Y4_URSMA
OG0011397	sp|O00461|GOLI4_HUMAN	tr|A0A384DNG5|A0A384DNG5_URSMA
OG0011398	sp|O75419|CDC45_HUMAN	tr|A0A8M1F0F9|A0A8M1F0F9_URSMA
OG0011399	sp|O75427|LRCH4_HUMAN	tr|A0A8M1G587|A0A8M1G587_URSMA
OG0011400	sp|O95147|DUS14_HUMAN	tr|A0A384CFL6|A0A384CFL6_URSMA
OG0011401	sp|O95409|ZIC2_HUMAN	tr|A0A384BL24|A0A384BL24_URSMA
OG0011402	sp|P00451|FA8_HUMAN	tr|A0A8M1FKK7|A0A8M1FKK7_URSMA
OG0011403	sp|P07998|RNAS1_HUMAN	tr|A0A0A7ALX5|A0A0A7ALX5_URSMA
OG0011404	sp|P09874|PARP1_HUMAN	tr|A0A8M1GJS6|A0A8M1GJS6_URSMA
OG0011405	sp|P10515|ODP2_HUMAN	tr|A0A384C0D7|A0A384C0D7_URSMA
OG0011406	sp|P18510|IL1RA_HUMAN	tr|A0A384CV27|A0A384CV27_URSMA
OG0011407	sp|P22466|GALA_HUMAN	tr|A0A8M1GG95|A0A8M1GG95_URSMA
OG0011408	sp|P24347|MMP11_HUMAN	tr|A0A8M1EXF1|A0A8M1EXF1_URSMA
OG0011409	sp|P25705|ATPA_HUMAN	tr|A0A384C4L8|A0A384C4L8_URSMA
OG0011410	sp|P35251|RFC1_HUMAN	tr|A0A384CXW3|A0A384CXW3_URSMA
OG0011411	sp|P43403|ZAP70_HUMAN	tr|A0A8M1FFK8|A0A8M1FFK8_URSMA
OG0011412	sp|P51170|SCNNG_HUMAN	tr|A0A8M1GGY8|A0A8M1GGY8_URSMA
OG0011413	sp|P56211|ARP19_HUMAN	tr|A0A8M1F3A4|A0A8M1F3A4_URSMA
OG0011414	sp|Q15388|TOM20_HUMAN	tr|A0A8M1FI23|A0A8M1FI23_URSMA
OG0011415	sp|Q15398|DLGP5_HUMAN	tr|A0A384CZZ0|A0A384CZZ0_URSMA
OG0011416	sp|Q16611|BAK_HUMAN	tr|A0A8M1H0R1|A0A8M1H0R1_URSMA
OG0011417	sp|Q4V328|GRAP1_HUMAN	tr|A0A8M1FWI5|A0A8M1FWI5_URSMA
OG0011418	sp|Q53GQ0|DHB12_HUMAN	tr|A0A384CWR3|A0A384CWR3_URSMA
OG0011419	sp|Q5XKR4|OTP_HUMAN	tr|A0A384C4W5|A0A384C4W5_URSMA
OG0011420	sp|Q6IV72|ZN425_HUMAN	tr|A0A384CKZ7|A0A384CKZ7_URSMA
OG0011421	sp|Q6P4I2|WDR73_HUMAN	tr|A0A384BTW1|A0A384BTW1_URSMA
OG0011422	sp|Q6Q0C1|S2547_HUMAN	tr|A0A8M1GQ35|A0A8M1GQ35_URSMA
OG0011423	sp|Q7L1S5|CHST9_HUMAN	tr|A0A384C3Z4|A0A384C3Z4_URSMA
OG0011424	sp|Q86VR8|FJX1_HUMAN	tr|A0A8M1GI83|A0A8M1GI83_URSMA
OG0011425	sp|Q86XI2|CNDG2_HUMAN	tr|A0A384BW21|A0A384BW21_URSMA
OG0011426	sp|Q86Y26|NUTM1_HUMAN	tr|A0A384D0H2|A0A384D0H2_URSMA
OG0011427	sp|Q8IW50|F219A_HUMAN	tr|A0A8M1FZ19|A0A8M1FZ19_URSMA
OG0011428	sp|Q8N5C7|DTWD1_HUMAN	tr|A0A384DAV7|A0A384DAV7_URSMA
OG0011429	sp|Q8N6N2|TTC9B_HUMAN	tr|A0A384BXV6|A0A384BXV6_URSMA
OG0011430	sp|Q8NI35|INADL_HUMAN	tr|A0A8M1FIF0|A0A8M1FIF0_URSMA
OG0011431	sp|Q8TAX7|MUC7_HUMAN	tr|A0A384CAB8|A0A384CAB8_URSMA
OG0011432	sp|Q8TBF8|FA81A_HUMAN	tr|A0A384DB48|A0A384DB48_URSMA
OG0011433	sp|Q8WXG1|RSAD2_HUMAN	tr|A0A8M1FA86|A0A8M1FA86_URSMA
OG0011434	sp|Q8WYN3|CSRN3_HUMAN	tr|A0A384BRQ5|A0A384BRQ5_URSMA
OG0011435	sp|Q96B26|EXOS8_HUMAN	tr|A0A384C7M9|A0A384C7M9_URSMA
OG0011436	sp|Q96FX2|DPH3_HUMAN	tr|A0A384DJS7|A0A384DJS7_URSMA
OG0011437	sp|Q96GC6|ZN274_HUMAN	tr|A0A384DCG5|A0A384DCG5_URSMA
OG0011438	sp|Q96HA8|NTAQ1_HUMAN	tr|A0A8M1FDQ9|A0A8M1FDQ9_URSMA
OG0011439	sp|Q96HA9|PX11C_HUMAN	tr|A0A8M1FSC8|A0A8M1FSC8_URSMA
OG0011440	sp|Q99732|LITAF_HUMAN	tr|A0A384CJY3|A0A384CJY3_URSMA
OG0011441	sp|Q9BPU6|DPYL5_HUMAN	tr|A0A384CUN5|A0A384CUN5_URSMA
OG0011442	sp|Q9BQG0|MBB1A_HUMAN	tr|A0A8M1FQW9|A0A8M1FQW9_URSMA
OG0011443	sp|Q9BUF7|CRUM3_HUMAN	tr|A0A384DRW7|A0A384DRW7_URSMA
OG0011444	sp|Q9BUJ2|HNRL1_HUMAN	tr|A0A8M1G5R6|A0A8M1G5R6_URSMA
OG0011445	sp|Q9C0B0|UNK_HUMAN	tr|A0A8M1GN20|A0A8M1GN20_URSMA
OG0011446	sp|Q9H6D3|XKR8_HUMAN	tr|A0A8M1EZS2|A0A8M1EZS2_URSMA
OG0011447	sp|Q9HBV2|SACA1_HUMAN	tr|A0A384BTT0|A0A384BTT0_URSMA
OG0011448	sp|Q9NUE0|ZDH18_HUMAN	tr|A0A8M1EZ61|A0A8M1EZ61_URSMA
OG0011449	sp|Q9NW75|GPTC2_HUMAN	tr|A0A384BNP7|A0A384BNP7_URSMA
OG0011450	sp|Q9NY43|BARH2_HUMAN	tr|A0A384C1W6|A0A384C1W6_URSMA
OG0011451	sp|Q9NZN8|CNOT2_HUMAN	tr|A0A8M1GC13|A0A8M1GC13_URSMA
OG0011452	sp|Q9UC06|ZNF70_HUMAN	tr|A0A8M1F3D3|A0A8M1F3D3_URSMA
OG0011453	sp|Q9ULR5|PAI2B_HUMAN	tr|A0A384CTQ9|A0A384CTQ9_URSMA
OG0011454	sp|Q9Y2K2|SIK3_HUMAN	tr|A0A8M1G4C9|A0A8M1G4C9_URSMA
OG0011455	sp|Q9Y3B1|PLD3B_HUMAN	tr|A0A8M1GI80|A0A8M1GI80_URSMA
OG0011456	sp|Q9Y4W2|LAS1L_HUMAN	tr|A0A8M1G2N3|A0A8M1G2N3_URSMA
OG0011457	sp|Q9Y4X5|ARI1_HUMAN	tr|A0A384DJD9|A0A384DJD9_URSMA
OG0011458	sp|Q9Y5X0|SNX10_HUMAN	tr|A0A384BPX8|A0A384BPX8_URSMA
OG0011459	sp|A4D0V7|CPED1_HUMAN	tr|A0A384DAL4|A0A384DAL4_URSMA
OG0011460	sp|A6NFE2|SMCO2_HUMAN	tr|A0A8M1GQ47|A0A8M1GQ47_URSMA
OG0011461	sp|A6NFI3|ZN316_HUMAN	tr|A0A8M1G4Y2|A0A8M1G4Y2_URSMA
OG0011462	sp|A8MPY1|GBRR3_HUMAN	tr|A0A384C0G4|A0A384C0G4_URSMA
OG0011463	sp|O14618|CCS_HUMAN	tr|A0A384DKI0|A0A384DKI0_URSMA
OG0011464	sp|O15232|MATN3_HUMAN	tr|A0A8M1FE43|A0A8M1FE43_URSMA
OG0011465	sp|O15442|MPPD1_HUMAN	tr|A0A8M1GFD7|A0A8M1GFD7_URSMA
OG0011466	sp|O43320|FGF16_HUMAN	tr|A0A8M1FSQ5|A0A8M1FSQ5_URSMA
OG0011467	sp|O43772|MCAT_HUMAN	tr|A0A8M1FRS0|A0A8M1FRS0_URSMA
OG0011468	sp|O60431|OR1I1_HUMAN	tr|A0A384DCB3|A0A384DCB3_URSMA
OG0011469	sp|O60602|TLR5_HUMAN	tr|A0A384CGY6|A0A384CGY6_URSMA
OG0011470	sp|O95365|ZBT7A_HUMAN	tr|A0A8M1FSV2|A0A8M1FSV2_URSMA
OG0011471	sp|P00403|COX2_HUMAN	tr|Q8SJH2|Q8SJH2_URSMA
OG0011472	sp|P02753|RET4_HUMAN	tr|A0A8M1FFM9|A0A8M1FFM9_URSMA
OG0011473	sp|P0DKX4|SIM18_HUMAN	tr|A0A384BRL3|A0A384BRL3_URSMA
OG0011474	sp|P29317|EPHA2_HUMAN	tr|A0A8M1H5F4|A0A8M1H5F4_URSMA
OG0011475	sp|P47974|TISD_HUMAN	tr|A0A8M1F7Y8|A0A8M1F7Y8_URSMA
OG0011476	sp|P49447|CY561_HUMAN	tr|A0A8M1GYB1|A0A8M1GYB1_URSMA
OG0011477	sp|P51116|FXR2_HUMAN	tr|A0A8M1FRA1|A0A8M1FRA1_URSMA
OG0011478	sp|P60321|NANO2_HUMAN	tr|A0A384BL60|A0A384BL60_URSMA
OG0011479	sp|P61278|SMS_HUMAN	tr|A0A384D8W1|A0A384D8W1_URSMA
OG0011480	sp|P98155|VLDLR_HUMAN	tr|A0A8M1F5R6|A0A8M1F5R6_URSMA
OG0011481	sp|Q08174|PCDH1_HUMAN	tr|A0A8M1F4H9|A0A8M1F4H9_URSMA
OG0011482	sp|Q12768|WASC5_HUMAN	tr|A0A384BZA4|A0A384BZA4_URSMA
OG0011483	sp|Q12841|FSTL1_HUMAN	tr|A0A8M1F1R4|A0A8M1F1R4_URSMA
OG0011484	sp|Q13103|SPP24_HUMAN	tr|A0A384C118|A0A384C118_URSMA
OG0011485	sp|Q15596|NCOA2_HUMAN	tr|A0A8M1FDP3|A0A8M1FDP3_URSMA
OG0011486	sp|Q2TAL6|VWC2_HUMAN	tr|A0A384D406|A0A384D406_URSMA
OG0011487	sp|Q3KRA6|CB076_HUMAN	tr|A0A8M1H2C8|A0A8M1H2C8_URSMA
OG0011488	sp|Q4ZG55|GREB1_HUMAN	tr|A0A8M1F5L5|A0A8M1F5L5_URSMA
OG0011489	sp|Q5SSJ5|HP1B3_HUMAN	tr|A0A384CDF2|A0A384CDF2_URSMA
OG0011490	sp|Q5VTB9|RN220_HUMAN	tr|A0A8M1FLV6|A0A8M1FLV6_URSMA
OG0011491	sp|Q6PIF2|SYCE2_HUMAN	tr|A0A384DT57|A0A384DT57_URSMA
OG0011492	sp|Q6UUV9|CRTC1_HUMAN	tr|A0A8M1FXG6|A0A8M1FXG6_URSMA
OG0011493	sp|Q6UWY0|ARSK_HUMAN	tr|A0A384CX90|A0A384CX90_URSMA
OG0011494	sp|Q6ZN57|ZFP2_HUMAN	tr|A0A384DL53|A0A384DL53_URSMA
OG0011495	sp|Q6ZW31|SYDE1_HUMAN	tr|A0A8M1FV64|A0A8M1FV64_URSMA
OG0011496	sp|Q7L5N1|CSN6_HUMAN	tr|A0A8M1G809|A0A8M1G809_URSMA
OG0011497	sp|Q7L985|LIGO2_HUMAN	tr|A0A384CFX0|A0A384CFX0_URSMA
OG0011498	sp|Q86Y13|DZIP3_HUMAN	tr|A0A384DDI4|A0A384DDI4_URSMA
OG0011499	sp|Q8IZF4|AGRG5_HUMAN	tr|A0A384D1C3|A0A384D1C3_URSMA
OG0011500	sp|Q8N9V7|TOPZ1_HUMAN	tr|A0A384DSV7|A0A384DSV7_URSMA
OG0011501	sp|Q8NCK7|MOT11_HUMAN	tr|A0A8M1FTR8|A0A8M1FTR8_URSMA
OG0011502	sp|Q8NFZ0|FBH1_HUMAN	tr|A0A8M1H057|A0A8M1H057_URSMA
OG0011503	sp|Q8NG68|TTL_HUMAN	tr|A0A8M1F721|A0A8M1F721_URSMA
OG0011504	sp|Q8WVC6|DCAKD_HUMAN	tr|A0A8M1GN21|A0A8M1GN21_URSMA
OG0011505	sp|Q92784|DPF3_HUMAN	tr|A0A384D3H6|A0A384D3H6_URSMA
OG0011506	sp|Q96BM1|ANKR9_HUMAN	tr|A0A8M1GRF4|A0A8M1GRF4_URSMA
OG0011507	sp|Q96F15|GIMA5_HUMAN	tr|A0A8M1GY28|A0A8M1GY28_URSMA
OG0011508	sp|Q96F46|I17RA_HUMAN	tr|A0A8M1GQC8|A0A8M1GQC8_URSMA
OG0011509	sp|Q96M53|TBATA_HUMAN	tr|A0A384CI85|A0A384CI85_URSMA
OG0011510	sp|Q99967|CITE2_HUMAN	tr|A0A8M1FK84|A0A8M1FK84_URSMA
OG0011511	sp|Q9BSW7|SYT17_HUMAN	tr|A0A8M1G8Q2|A0A8M1G8Q2_URSMA
OG0011512	sp|Q9C0J9|BHE41_HUMAN	tr|A0A8M1H390|A0A8M1H390_URSMA
OG0011513	sp|Q9H1M4|DB127_HUMAN	tr|A0A384D3Q2|A0A384D3Q2_URSMA
OG0011514	sp|Q9H607|OCEL1_HUMAN	tr|A0A384D5U1|A0A384D5U1_URSMA
OG0011515	sp|Q9HAC8|UBTD1_HUMAN	tr|A0A8M1FGG2|A0A8M1FGG2_URSMA
OG0011516	sp|Q9HC29|NOD2_HUMAN	tr|A0A8M1GB06|A0A8M1GB06_URSMA
OG0011517	sp|Q9HDC9|APMAP_HUMAN	tr|A0A384D9Y6|A0A384D9Y6_URSMA
OG0011518	sp|Q9NX24|NHP2_HUMAN	tr|A0A384DLV8|A0A384DLV8_URSMA
OG0011519	sp|Q9NZM4|BICRA_HUMAN	tr|A0A8M1G3G2|A0A8M1G3G2_URSMA
OG0011520	sp|Q9UBN7|HDAC6_HUMAN	tr|A0A8M1FZP0|A0A8M1FZP0_URSMA
OG0011521	sp|Q9UHY8|FEZ2_HUMAN	tr|A0A8M1F9Z4|A0A8M1F9Z4_URSMA
OG0011522	sp|Q9ULS6|KCNS2_HUMAN	tr|A0A8M1FF59|A0A8M1FF59_URSMA
OG0011523	sp|Q9UNG2|TNF18_HUMAN	tr|A0A384CJN8|A0A384CJN8_URSMA
OG0011524	sp|Q9Y2F5|ICE1_HUMAN	tr|A0A8M1FVK6|A0A8M1FVK6_URSMA
OG0011525	sp|Q9Y6M5|ZNT1_HUMAN	tr|A0A8M1G9I2|A0A8M1G9I2_URSMA
OG0011526	sp|A0PJW8|DAPL1_HUMAN	tr|A0A384BSM5|A0A384BSM5_URSMA
OG0011527	sp|O00193|SMAP_HUMAN	tr|A0A384DJF2|A0A384DJF2_URSMA
OG0011528	sp|O14972|VP26C_HUMAN	tr|A0A384D046|A0A384D046_URSMA
OG0011529	sp|O15432|COPT2_HUMAN	tr|A0A384DGQ0|A0A384DGQ0_URSMA
OG0011530	sp|O43676|NDUB3_HUMAN	tr|A0A384BSJ7|A0A384BSJ7_URSMA
OG0011531	sp|O75949|NALF2_HUMAN	tr|A0A8M1FWU5|A0A8M1FWU5_URSMA
OG0011532	sp|P0C7I6|CC159_HUMAN	tr|A0A8M1FPE0|A0A8M1FPE0_URSMA
OG0011533	sp|P0CAP1|MYZAP_HUMAN	tr|A0A8M1F374|A0A8M1F374_URSMA
OG0011534	sp|P31040|SDHA_HUMAN	tr|A0A8M1G2I3|A0A8M1G2I3_URSMA
OG0011535	sp|P32970|CD70_HUMAN	tr|A0A384DRW2|A0A384DRW2_URSMA
OG0011536	sp|P35367|HRH1_HUMAN	tr|A0A384CNS8|A0A384CNS8_URSMA
OG0011537	sp|P50552|VASP_HUMAN	tr|A0A8M1GDN3|A0A8M1GDN3_URSMA
OG0011538	sp|P53367|ARFP1_HUMAN	tr|A0A384BMA9|A0A384BMA9_URSMA
OG0011539	sp|P53701|CCHL_HUMAN	tr|A0A384CJC8|A0A384CJC8_URSMA
OG0011540	sp|P54851|EMP2_HUMAN	tr|A0A384CJT4|A0A384CJT4_URSMA
OG0011541	sp|P54886|P5CS_HUMAN	tr|A0A384CTQ0|A0A384CTQ0_URSMA
OG0011542	sp|P58335|ANTR2_HUMAN	tr|A0A384C9H7|A0A384C9H7_URSMA
OG0011543	sp|Q02556|IRF8_HUMAN	tr|A0A8M1GAT7|A0A8M1GAT7_URSMA
OG0011544	sp|Q14192|FHL2_HUMAN	tr|A0A384CR64|A0A384CR64_URSMA
OG0011545	sp|Q15319|PO4F3_HUMAN	tr|A0A384C452|A0A384C452_URSMA
